Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_M,IMUL_M
64,0.0495057,0.0393221,0,0,0,0,0.0454187,0,0.0351705,0.0447166,0,0,0.0211578,0,0,0.0605547,0.0363707,0.0258269,0.0218236,0.0209472,0.0432527,0.0282062,0.02946,0.026643,0.0345728,0.0321838,0.0369423,0.0391641,0.0262959,0.0293873,0.0140123,0.0458859,0.0208355,0.0264126,0.0508244,0,0.0264162,0.0498928,0.0388763,0,0,0.0127414,0,0,0.0172802,0.0487883,0.0434014,0.0376268,0.0210278,0.055452,0.0366669,0.0460679,0.0599379,0.0502681,0.0468373,0.0655272,0.046057,0.0519837,0.0759533,0.0205491,0.035395,0.0118569,0.0065934,0.0462725,0.0656199,0,0,0,0,0,0,0,0,0,0
65,0.0494034,0.0392746,0,0,0,0,0.0455287,0,0.0350136,0.0447098,0,0,0.0211177,0,0,0.0605449,0.036476,0.0258844,0.0216424,0.0207791,0.0430315,0.028305,0.0295585,0.0265585,0.0346603,0.0322599,0.0368333,0.0391027,0.0261467,0.0292977,0.0137794,0.0457697,0.0208083,0.026426,0.0504158,0,0.0264456,0.0498662,0.0389497,0,0,0.0128328,0,0,0.017407,0.0486603,0.0433452,0.037875,0.0205894,0.0555808,0.0368504,0.0464673,0.0600341,0.0498285,0.04722,0.0654266,0.0458592,0.0518591,0.0757645,0.0202914,0.0352556,0.0117053,0.00662396,0.0463036,0.0655433,0,0,0,0,0,0,0,0,0,0
66,0.0492826,0.0392072,0,0,0,0,0.045616,0,0.0347334,0.044912,0,0,0.0209999,0,0,0.0605157,0.0364835,0.0260955,0.0215592,0.0205504,0.0427572,0.0284688,0.0293015,0.0266108,0.0347577,0.0322763,0.0366675,0.0389735,0.0258799,0.0292508,0.013482,0.0456249,0.0208086,0.0263856,0.0494001,0,0.0260304,0.0498052,0.0390222,0,0,0.0129065,0,0,0.0175446,0.0485914,0.0423292,0.0381683,0.0199641,0.0558458,0.0371266,0.0468035,0.0606403,0.0494713,0.047275,0.0652713,0.0456911,0.0516682,0.0755679,0.0201532,0.035094,0.0115685,0.00672043,0.0463428,0.0654258,0,0,0,0,0,0,0,0,0,0
67,0.0491288,0.0391217,0,0,0,0,0.0457524,0,0.0342483,0.0454171,0,0,0.0208985,0,0,0.060475,0.0365893,0.0260602,0.0216768,0.0201973,0.0424999,0.0285155,0.0289482,0.0267994,0.0348762,0.0321967,0.0363939,0.0388261,0.025556,0.0290922,0.0131059,0.0454946,0.0206626,0.0262745,0.0480944,0,0.0250897,0.0497352,0.0391292,0,0,0.0129364,0,0,0.0176532,0.048542,0.0408104,0.0384826,0.0190116,0.0561557,0.0374205,0.0470708,0.06164,0.0491333,0.0469269,0.0650582,0.0456302,0.0515236,0.0754794,0.0201982,0.0349407,0.0114732,0.00684243,0.0463929,0.0653354,0,0,0,0,0,0,0,0,0,0
68,0.0489894,0.0390599,0,0,0,0,0.0459009,0,0.0336899,0.0461343,0,0,0.0207852,0,0,0.060471,0.0367567,0.0257732,0.021699,0.0197656,0.0422646,0.0286651,0.0285728,0.0270471,0.0349433,0.0320279,0.0362861,0.038663,0.0252441,0.0288308,0.0126634,0.0454722,0.0204712,0.0261771,0.0471137,0,0.0237456,0.0496921,0.0392359,0,0,0.0129259,0,0,0.0177318,0.0484599,0.0398613,0.0387492,0.0178254,0.0564244,0.0377039,0.0474668,0.062969,0.0489827,0.0464229,0.0650378,0.045737,0.051661,0.0756444,0.0206324,0.0347325,0.0113529,0.00699713,0.0464234,0.0653396,0,0,0,0,0,0,0,0,0,0
69,0.0483523,0.0390049,0,0,0,0,0.0459786,0,0.0332486,0.0464393,0,0,0.0205483,0,0,0.0598574,0.0371272,0.0256921,0.021341,0.0192964,0.0411615,0.028075,0.0285897,0.0274812,0.0350226,0.0318216,0.0359835,0.0386055,0.0248624,0.0285805,0.01225,0.0461143,0.0196387,0.0251808,0.0471471,0,0.0235101,0.0517182,0.0394902,0,0,0.0127151,0,0,0.0178778,0.0481056,0.0399207,0.0417306,0.0165527,0.0568633,0.0379116,0.0499366,0.0671587,0,0.0473892,0.0626825,0.0433665,0.049961,0.0740508,0.020687,0.0347536,0.0114433,0.00701811,0.0467812,0.0643211,0,0,0,0,0,0,0,0,0,0
70,0.0482158,0.0389807,0,0,0,0,0.0462075,0,0.0326975,0.0465738,0,0,0.020453,0,0,0.0597782,0.0370575,0.0255789,0.0211152,0.018823,0.0406748,0.0281558,0.0285078,0.0277651,0.0351657,0.031609,0.035528,0.0384172,0.0245233,0.0283731,0.0116315,0.0461241,0.0195034,0.0249345,0.0465703,0,0.0228806,0.0521766,0.0395547,0,0,0.0127319,0,0,0.018092,0.0479255,0.0376984,0.042244,0.0155267,0.0569718,0.0382534,0.0503669,0.0687242,0,0.0469738,0.0627553,0.0433828,0.0500689,0.0740967,0.01999,0.0346356,0.0114121,0.00718557,0.0468728,0.0641874,0,0,0,0,0,0,0,0,0,0
71,0.0481208,0.0389421,0,0,0,0,0.046483,0,0.0320287,0.04651,0,0,0.0203185,0,0,0.0595886,0.0372127,0.0253075,0.0209006,0.0183007,0.0402331,0.0281561,0.0281898,0.0280533,0.0352722,0.0313349,0.0351816,0.0382103,0.0242471,0.0280684,0.0108169,0.0460581,0.0192495,0.0245887,0.0458243,0,0.0226799,0.0527072,0.0396128,0,0,0.0127514,0,0,0.0182593,0.0476456,0.0351016,0.0425811,0.0152232,0.0569433,0.038552,0.0504948,0.0698058,0,0.0464916,0.062751,0.0433225,0.0496787,0.0738272,0.019285,0.0346411,0.0113543,0.00730983,0.047012,0.0641459,0,0,0,0,0,0,0,0,0,0
72,0.0480456,0.0389145,0,0,0,0,0.0469177,0,0.0312306,0.0462164,0,0,0.0201667,0,0,0.059325,0.0376632,0.0250551,0.020559,0.0178343,0.0397587,0.0282262,0.0274914,0.0283196,0.0352568,0.0310959,0.0349211,0.0380831,0.0240253,0.0276831,0.0097812,0.0460969,0.0189073,0.0241853,0.044782,0,0.0222997,0.0532416,0.039678,0,0,0.0127341,0,0,0.0183533,0.0471902,0.0328496,0.0426997,0.0154338,0.0567278,0.0388008,0.0502086,0.0701175,0,0.0458358,0.0625007,0.0431846,0.0488413,0.0732105,0.0196916,0.0346938,0.0113119,0.00744857,0.0471639,0.0641346,0,0,0,0,0,0,0,0,0,0
73,0.0479204,0.0388694,0,0,0,0,0.0473784,0,0.0304644,0.045604,0,0,0.0200484,0,0,0.0590693,0.0383044,0.024473,0.0201737,0.0173054,0.0394305,0.028275,0.0269808,0.0286262,0.0352484,0.0309167,0.0348242,0.0381846,0.0237846,0.0272044,0.00882537,0.0461952,0.0186046,0.0237576,0.0441295,0,0.0215883,0.0537392,0.0398263,0,0,0.0127065,0,0,0.0184233,0.0466139,0.0312354,0.0425679,0.0159815,0.0562627,0.0390436,0.0494142,0.0696519,0,0.0452448,0.062138,0.042895,0.0478996,0.0723903,0.0207323,0.0348476,0.0112816,0.00751658,0.0472992,0.0642098,0,0,0,0,0,0,0,0,0,0
74,0.0469745,0.0396847,0,0,0,0,0.0477119,0,0.0295324,0.044613,0,0,0.0199707,0,0,0.0587677,0.0390527,0.0240855,0.0197553,0.0167028,0.0393604,0.0290362,0.0268511,0.0290085,0.0353371,0.030778,0.0347293,0.0382363,0.0234798,0.0266936,0.00800194,0.0464629,0.0182219,0.0232325,0.0438356,0,0.021103,0.0542629,0.0402878,0,0,0.0119815,0,0,0.0185183,0.0460027,0.0303997,0.0422424,0.0162202,0.0556175,0.0385888,0.0484049,0.0688552,0,0.0449333,0.0617648,0.0423391,0.0471781,0.0717752,0.0212092,0.0348996,0.0115681,0.00774758,0.0479494,0.0639573,0,0,0,0,0,0,0,0,0,0
75,0.0473197,0.0396813,0,0,0,0,0.0479334,0,0.028259,0.0434174,0,0,0.0198461,0,0,0.0591203,0.0392426,0.0238733,0.0191971,0.0162585,0.040318,0.0298232,0.0268234,0.0292952,0.035375,0.0305122,0.0345248,0.0382355,0.0232505,0.0261418,0.00709749,0.045815,0.0185974,0.0236334,0.0437118,0,0.0204465,0.0525841,0.0404732,0,0,0.0123175,0,0,0.0184297,0.0456521,0.0290767,0.0390962,0.0167078,0.0548326,0.0389631,0.0455339,0.0655746,0.0492727,0.0430187,0.0640772,0.0443412,0.048787,0.0731528,0.0221811,0.0345484,0.0113304,0.00803368,0.0476145,0.0650731,0,0,0,0,0,0,0,0,0,0
76,0.0472014,0.0397737,0,0,0,0,0.0477734,0,0.0270763,0.0424448,0,0,0.0197658,0,0,0.0588578,0.0397197,0.0237526,0.0185756,0.0158554,0.0404782,0.0300078,0.0266783,0.0299947,0.0353534,0.0299835,0.0342035,0.0381018,0.022987,0.0254079,0.00691427,0.0458793,0.0182454,0.0231662,0.0443548,0,0.0205782,0.0527582,0.0407959,0,0,0.012403,0,0,0.0183243,0.0452288,0.0292576,0.038606,0.0160175,0.0543631,0.0393674,0.045697,0.0657326,0.0479896,0.0427214,0.0638907,0.0437972,0.0485157,0.072742,0.0221813,0.0344475,0.0112811,0.00818891,0.0476872,0.0652644,0,0,0,0,0,0,0,0,0,0
77,0.0471405,0.0398533,0,0,0,0,0.0475116,0,0.026065,0.0415714,0,0,0.019742,0,0,0.0586189,0.0402886,0.0235833,0.0182115,0.0155198,0.0406522,0.030144,0.0264598,0.0310019,0.035424,0.0295026,0.0340946,0.0379256,0.0227156,0.0246717,0.00752422,0.0459211,0.0179083,0.0227454,0.0450704,0,0.0207187,0.05298,0.0411662,0,0,0.0125244,0,0,0.0183099,0.0445394,0.0301162,0.0383453,0.01589,0.0539742,0.0398955,0.0459525,0.0660648,0.0474602,0.0418968,0.0639297,0.0437038,0.0484842,0.072414,0.0225506,0.0343179,0.0111253,0.00824334,0.0477581,0.0655469,0,0,0,0,0,0,0,0,0,0
78,0.0470862,0.0398737,0,0,0,0,0.0472774,0,0.0250187,0.0406538,0,0,0.0198022,0,0,0.0584287,0.0409569,0.0234387,0.0177042,0.0152421,0.0409407,0.0301874,0.0264807,0.0317459,0.0354702,0.0290494,0.0336641,0.0376752,0.0224616,0.023888,0.00889603,0.0459005,0.0175366,0.0224747,0.0457451,0,0.0207875,0.0530416,0.0415318,0,0,0.0126708,0,0,0.018363,0.0435894,0.0310275,0.0381696,0.016304,0.0536758,0.040447,0.0460147,0.0661824,0.0473886,0.0409311,0.0639821,0.0439317,0.0484172,0.072025,0.0230621,0.0342116,0.0109105,0.00836452,0.0478181,0.0658676,0,0,0,0,0,0,0,0,0,0
79,0.0470524,0.0399071,0,0,0,0,0.0469812,0,0.0238499,0.0395157,0,0,0.0199646,0,0,0.0583761,0.0416676,0.0236164,0.0169259,0.0150414,0.0414235,0.0304024,0.0266853,0.0325913,0.03559,0.0282015,0.0332478,0.0373602,0.0221753,0.0229895,0.0110897,0.0457732,0.0173068,0.0223634,0.0466958,0,0.0207879,0.0531723,0.0418153,0,0,0.012896,0,0,0.018491,0.0425534,0.031577,0.0381879,0.0169427,0.05348,0.0409889,0.0460146,0.0659841,0.0472208,0.0400731,0.0638552,0.044119,0.0483498,0.0717104,0.0233502,0.0340819,0.0107658,0.00862575,0.0478177,0.0662083,0,0,0,0,0,0,0,0,0,0
80,0.0470534,0.039942,0,0,0,0,0.0464287,0,0.0227114,0.038224,0,0,0.0202077,0,0,0.0585031,0.0423364,0.0240247,0.0160955,0.014882,0.0421497,0.030735,0.0268928,0.0335628,0.0359422,0.0273813,0.0329593,0.0369827,0.0218507,0.0219128,0.0142964,0.0455245,0.0174113,0.0223195,0.0476075,0,0.0206912,0.0531782,0.0420705,0,0,0.0131465,0,0,0.0186872,0.0416866,0.0316819,0.0384063,0.0172911,0.0533274,0.0415165,0.0458722,0.0655725,0.0469865,0.0391725,0.0635555,0.0440241,0.0482489,0.0715743,0.0234479,0.0338848,0.0106366,0.00902066,0.0477011,0.0664786,0,0,0,0,0,0,0,0,0,0
81,0.0470284,0.0399613,0,0,0,0,0.0455649,0,0.0218028,0.0368726,0,0,0.0204835,0,0,0.0588223,0.0428885,0.0243227,0.0152932,0.01458,0.0431028,0.0311864,0.0270351,0.0345517,0.0363984,0.0268463,0.0326806,0.036668,0.0214093,0.0206237,0.0184365,0.0451744,0.0178027,0.0223854,0.048281,0,0.0205497,0.0531129,0.0422889,0,0,0.0133959,0,0,0.0189513,0.0410705,0.03151,0.0388629,0.0172947,0.0532348,0.0420159,0.0456467,0.0650815,0.0468268,0.0381626,0.0632805,0.0435575,0.0480232,0.0715553,0.0231381,0.0336436,0.0103676,0.00952533,0.0474404,0.0667396,0,0,0,0,0,0,0,0,0,0
82,0.0470149,0.0399791,0,0,0,0,0.0444709,0,0.0209984,0.0356715,0,0,0.0208929,0,0,0.0591941,0.0434352,0.0247032,0.0146306,0.0141191,0.0440931,0.0316165,0.027259,0.0354682,0.0369653,0.026487,0.032247,0.0363286,0.0209364,0.0190792,0.02314,0.0446471,0.0180956,0.022738,0.0487388,0,0.0203124,0.0529785,0.0424383,0,0,0.013688,0,0,0.0191586,0.0406763,0.0311719,0.0395482,0.0173046,0.0531368,0.0425366,0.0454405,0.0644847,0.0466805,0.0371728,0.0631003,0.043444,0.047947,0.071438,0.0229155,0.0333298,0.0100267,0.0100472,0.0471278,0.0668633,0,0,0,0,0,0,0,0,0,0
83,0.0470624,0.0399371,0,0,0,0,0.0431058,0,0.0205012,0.0346281,0,0,0.0213585,0,0,0.0596037,0.0440969,0.0248894,0.0139214,0.0134671,0.0451174,0.0319638,0.0275701,0.0363683,0.0377441,0.0261535,0.0316265,0.0360445,0.0205399,0.0174918,0.0278825,0.0440683,0.018301,0.0232792,0.0491554,0,0.0200459,0.0530948,0.04252,0,0,0.0141132,0,0,0.019386,0.040273,0.0307115,0.0402934,0.0173807,0.0532637,0.0431456,0.0452088,0.0637981,0.0465502,0.0362778,0.063068,0.0436323,0.0479791,0.0714911,0.0229824,0.03295,0.00965666,0.010427,0.0467883,0.0669186,0,0,0,0,0,0,0,0,0,0
84,0.0470587,0.0398025,0,0,0,0,0.0414442,0,0.0204247,0.033615,0,0,0.0218182,0,0,0.0600356,0.0448672,0.0251437,0.013285,0.0128145,0.0461715,0.0323404,0.0276101,0.0373923,0.038693,0.0256034,0.031129,0.0358636,0.0196902,0.0162723,0.032508,0.0434166,0.0184508,0.0239705,0.0496541,0,0.0198794,0.0534754,0.0426189,0,0,0.0146541,0,0,0.0195886,0.0396724,0.0302378,0.0409762,0.0175339,0.0536075,0.043858,0.0448827,0.0632981,0.0464509,0.0356033,0.0628232,0.0439543,0.0480884,0.0716922,0.0231627,0.0324789,0.00930328,0.0109573,0.0465257,0.0669374,0,0,0,0,0,0,0,0,0,0
85,0.0470266,0.0396058,0,0,0,0,0.0397573,0,0.020674,0.0326981,0,0,0.0223081,0,0,0.0604328,0.0457306,0.0255597,0.0128368,0.0122908,0.0472471,0.0327215,0.0277125,0.0383988,0.0398103,0.0249509,0.0307761,0.0354148,0.0192462,0.015552,0.0377436,0.0426937,0.0185769,0.0246776,0.0501748,0,0.0199439,0.0537938,0.0427566,0,0,0.015301,0,0,0.0197537,0.0388654,0.0299781,0.0415132,0.0175932,0.0540706,0.0446448,0.0445064,0.0628392,0.0464999,0.035125,0.0621636,0.0441732,0.0482509,0.0716477,0.023355,0.0319861,0.00888428,0.0116743,0.04635,0.0669639,0,0,0,0,0,0,0,0,0,0
86,0.0469778,0.039419,0,0,0,0,0.0388069,0,0.0210957,0.0318965,0,0,0.0227632,0,0,0.0607325,0.0465907,0.0265243,0.0125149,0.0120377,0.0483674,0.0330837,0.0277117,0.0392739,0.0410172,0.0243254,0.0306767,0.0349357,0.0192676,0.0151148,0.044045,0.0420221,0.0186179,0.025248,0.0506318,0,0.0201997,0.0541504,0.0429774,0,0,0.0160429,0,0,0.0199093,0.0380009,0.0300612,0.0419304,0.0175607,0.0546318,0.0455277,0.0440197,0.0624351,0.0463549,0.0347285,0.0616556,0.0442578,0.0482235,0.071458,0.0235371,0.0314645,0.00851753,0.0123735,0.046265,0.0671431,0,0,0,0,0,0,0,0,0,0
87,0.0469379,0.039238,0,0,0,0,0.0386651,0,0.0218862,0.0311269,0,0,0.0231824,0,0,0.060955,0.0473242,0.0283132,0.0121966,0.0119947,0.0494622,0.0333449,0.0277332,0.0400438,0.0421065,0.0237646,0.031192,0.0347054,0.0195135,0.015023,0.0506764,0.0414369,0.0185197,0.0257323,0.0511384,0,0.0205985,0.0546212,0.0432608,0,0,0.0168055,0,0,0.020076,0.0372679,0.0305957,0.0421745,0.0174889,0.0550117,0.0464068,0.0437941,0.0621474,0.046163,0.0345155,0.0618104,0.044214,0.048181,0.0711663,0.0236864,0.0309987,0.00819553,0.0129613,0.0461441,0.0673539,0,0,0,0,0,0,0,0,0,0
88,0.0469392,0.0391051,0,0,0,0,0.0379693,0,0.0230996,0.0304921,0,0,0.0234967,0,0,0.0610786,0.0478776,0.0310302,0.0118254,0.012106,0.0505516,0.0335608,0.0278783,0.040611,0.0428726,0.0233455,0.032095,0.0349443,0.0201749,0.0154288,0.0565082,0.0408969,0.0183392,0.0261331,0.0517353,0,0.0210971,0.0551689,0.0435578,0,0,0.017371,0,0,0.0201778,0.0367547,0.0314081,0.0421807,0.0175101,0.0551264,0.0470948,0.0438265,0.0619822,0.046128,0.0345321,0.0618607,0.0441561,0.0481675,0.0708062,0.0238211,0.0306471,0.00785517,0.0133884,0.0459402,0.0675736,0,0,0,0,0,0,0,0,0,0
89,0.0469633,0.0390569,0,0,0,0,0.0360136,0,0.0245229,0.0298534,0,0,0.0237002,0,0,0.0611902,0.0482198,0.0338606,0.0116878,0.0121299,0.0515444,0.0337377,0.0279492,0.0409496,0.0433476,0.0231114,0.0326001,0.0353731,0.0212445,0.0163014,0.0626272,0.0404212,0.0181778,0.0264768,0.0522217,0,0.0216101,0.055651,0.0438463,0,0,0.0177704,0,0,0.0202806,0.0364606,0.0321882,0.0420234,0.0178006,0.0548733,0.0475521,0.0438532,0.0619577,0.0460489,0.0347205,0.0617309,0.0441601,0.0479651,0.0704545,0.0240664,0.0303659,0.00759813,0.0136482,0.0456789,0.0677431,0,0,0,0,0,0,0,0,0,0
90,0.0469621,0.0390479,0,0,0,0,0.0341789,0,0.0258229,0.0292565,0,0,0.023857,0,0,0.0612291,0.0484379,0.0364205,0.0115549,0.012129,0.0522107,0.0338323,0.0276469,0.0409711,0.0436279,0.0230555,0.0324376,0.0358187,0.0222516,0.017132,0.0705491,0.0401058,0.0180175,0.0266848,0.0525083,0,0.022022,0.0561436,0.0440992,0,0,0.0179902,0,0,0.0202926,0.0363632,0.0328962,0.0418136,0.0181756,0.054389,0.0478081,0.0438507,0.0619798,0.0460811,0.0349835,0.0616977,0.0441871,0.0478706,0.0702824,0.024246,0.0301336,0.00752819,0.0137545,0.0453965,0.0678907,0,0,0,0,0,0,0,0,0,0
91,0.0480391,0.0387552,0,0,0,0,0.031329,0,0.0325956,0.0280091,0,0,0.0232336,0,0,0.0618198,0.0497246,0.0442835,0.0125815,0.0142321,0.0531396,0.0337134,0.0272002,0.0421516,0.0450619,0.0221899,0.0325435,0.0355343,0.022783,0.0181502,0.0686528,0.040015,0.0174719,0.0265841,0.0508166,0,0.0196229,0.0569467,0.0431441,0,0,0.0184827,0,0,0.0199941,0.035531,0.0324961,0.0408755,0.0192765,0.053521,0.0475108,0.0431186,0.0607858,0.0453272,0.0346218,0.0628401,0.0460954,0.0490778,0.0707177,0.0226915,0.0295944,0.00774204,0.0135799,0.0449339,0.0681598,0,0,0,0,0,0,0,0,0,0
92,0.0478999,0.0388969,0,0,0,0,0.0322771,0,0.0337842,0.0276813,0,0,0.0231999,0,0,0.0618493,0.0499177,0.046901,0.0125779,0.0144753,0.0530119,0.0341008,0.0279089,0.0419379,0.0454816,0.0228547,0.0330214,0.0359347,0.0237045,0.0192806,0.0721907,0.0399916,0.0172919,0.0264558,0.0507212,0,0.0196642,0.057599,0.043419,0,0,0.0183875,0,0,0.0200396,0.0356343,0.0328814,0.0405741,0.0191921,0.0530204,0.047235,0.0430978,0.0604334,0.0454965,0.0349001,0.0629684,0.0464083,0.0492093,0.0707341,0.0227919,0.0294531,0.00770001,0.013662,0.0449156,0.0684353,0,0,0,0,0,0,0,0,0,0
93,0.0485532,0.0503312,0,0,0,0,0.0337328,0,0.0340281,0.0282012,0,0,0.0294721,0,0,0.0602732,0.0488269,0.0468532,0.0111915,0.0150462,0.0506446,0.0234584,0.0286835,0.0416664,0.045537,0.0232851,0.0337781,0.0363936,0.024577,0.0205411,0.0720557,0.0369473,0.0161854,0.0276721,0.050828,0,0.0201323,0.0584985,0.0414066,0,0,0.0142377,0,0,0.0195775,0.0367785,0.0339299,0.04143,0.0197193,0.0519051,0.0486228,0.0437259,0.0603636,0.0463728,0.0360496,0.0625524,0.0465213,0.0490094,0.0703198,0.0229375,0.0353262,0.0105347,0.0110484,0.056069,0.0674061,0,0,0,0,0,0,0,0,0,0
94,0.0480696,0.0390819,0,0,0,0,0.034636,0,0.0336522,0.0278882,0,0,0.0230529,0,0,0.061619,0.0501155,0.0443809,0.012894,0.0142463,0.0521943,0.0338655,0.0288996,0.0422176,0.0463851,0.0237036,0.0341033,0.0364049,0.0252887,0.0217095,0.0691307,0.0404468,0.0168411,0.0259627,0.0506257,0,0.0198373,0.0588412,0.043377,0,0,0.0174244,0,0,0.0200916,0.0362599,0.0333907,0.0398283,0.0194113,0.0521249,0.0462721,0.0429997,0.0597523,0.0457425,0.0352245,0.0628369,0.047084,0.0497275,0.0708649,0.0228555,0.0300447,0.00786056,0.013512,0.0450075,0.0687675,0,0,0,0,0,0,0,0,0,0
95,0.0477008,0.0391845,0,0,0,0,0.0368978,0,0.0274187,0.0287688,0,0,0.0232642,0,0,0.0606107,0.0491569,0.0367929,0.0121772,0.0118665,0.0512956,0.0330613,0.028568,0.041063,0.045584,0.0252009,0.0354706,0.0376512,0.0271756,0.0232289,0.0731559,0.040922,0.0173125,0.0255094,0.0524525,0,0.0225831,0.0592225,0.0438857,0,0,0.016702,0,0,0.0198264,0.0372966,0.0347788,0.039884,0.0187526,0.0518456,0.0461739,0.0435432,0.0602097,0.0467471,0.0357804,0.0617846,0.0455688,0.0489601,0.0706109,0.0246331,0.030871,0.0080484,0.0126978,0.0451149,0.0688232,0,0,0,0,0,0,0,0,0,0
96,0.0479716,0.0397161,0,0,0,0,0.0369917,0,0.0259191,0.0289784,0,0,0.0230931,0,0,0.0599599,0.0489114,0.0338406,0.0124206,0.0117039,0.0509136,0.0315418,0.027973,0.0409145,0.045802,0.0258221,0.0359298,0.0377176,0.0286608,0.0251402,0.0662361,0.0413929,0.0171023,0.024885,0.0526572,0,0.0228944,0.0595485,0.0433794,0,0,0.0161486,0,0,0.019286,0.0380006,0.0351028,0.0392471,0.0189075,0.051056,0.0455191,0.0434165,0.0594723,0.0467778,0.0356482,0.0619376,0.0455965,0.0491631,0.0707091,0.0247639,0.0316253,0.00850768,0.0119109,0.0455659,0.0687246,0,0,0,0,0,0,0,0,0,0
97,0.047954,0.0393943,0,0,0,0,0.0368445,0,0.0245546,0.029264,0,0,0.022718,0,0,0.0595715,0.0485473,0.0313821,0.0125103,0.0115759,0.050692,0.0316641,0.027545,0.0405719,0.0459393,0.0263948,0.0358114,0.0377347,0.0294804,0.0259568,0.0589854,0.0419707,0.0171492,0.0242188,0.0530696,0,0.0232263,0.0598438,0.0433644,0,0,0.015821,0,0,0.0190012,0.0389204,0.0353152,0.0384865,0.019113,0.0503189,0.0448407,0.0432602,0.0587278,0.0465383,0.0354751,0.062185,0.0456507,0.049468,0.0710374,0.0249825,0.0319381,0.00865269,0.0115595,0.0452235,0.0688341,0,0,0,0,0,0,0,0,0,0
98,0.0479979,0.0393446,0,0,0,0,0.0369422,0,0.0241402,0.0295734,0,0,0.022585,0,0,0.0593411,0.0481164,0.0299051,0.0123702,0.0114805,0.0505892,0.0311273,0.0273899,0.040194,0.0459852,0.0267132,0.0355686,0.0375622,0.0293057,0.025516,0.0530284,0.0424454,0.0172218,0.0236663,0.0534487,0,0.0234095,0.0600252,0.0432645,0,0,0.015532,0,0,0.0188401,0.0395686,0.0354182,0.0378508,0.0194779,0.0497964,0.0443777,0.0430332,0.0579891,0.0463006,0.0354247,0.0624174,0.0458005,0.049384,0.0713192,0.0251456,0.0321612,0.0087561,0.0113249,0.0450951,0.0687811,0,0,0,0,0,0,0,0,0,0
99,0.0479991,0.0392298,0,0,0,0,0.0371985,0,0.0246457,0.0299439,0,0,0.0226074,0,0,0.0592773,0.0477092,0.0292559,0.0121926,0.0113971,0.0506148,0.0305517,0.0275461,0.0397999,0.0460156,0.0269432,0.0353318,0.0371673,0.028586,0.0244866,0.048561,0.0427012,0.0172728,0.0234166,0.0538114,0,0.023666,0.0600902,0.0432158,0,0,0.0153278,0,0,0.0188253,0.0400744,0.0356698,0.0372842,0.0197407,0.049397,0.0441461,0.0425456,0.0573415,0.046207,0.0351652,0.0625428,0.0460363,0.0494,0.0713651,0.0252797,0.0323473,0.00882139,0.0112539,0.044975,0.068731,0,0,0,0,0,0,0,0,0,0
100,0.0479411,0.0391005,0,0,0,0,0.0379966,0,0.0254432,0.030468,0,0,0.0226043,0,0,0.0592487,0.0473885,0.0291289,0.0121763,0.0112259,0.050729,0.0300196,0.0279693,0.0397105,0.0458431,0.0271079,0.0351265,0.0368108,0.0279875,0.0236732,0.0448087,0.0428978,0.0172666,0.0232906,0.0542644,0,0.0239641,0.0601564,0.0432044,0,0,0.0152452,0,0,0.0188926,0.0405181,0.0359593,0.0368136,0.0200294,0.0491088,0.0440542,0.0419402,0.0567814,0.0462146,0.0348149,0.0625999,0.0463568,0.0497026,0.0716967,0.0255318,0.0324624,0.00880009,0.0113247,0.0448902,0.0686597,0,0,0,0,0,0,0,0,0,0
101,0.0478215,0.0389925,0,0,0,0,0.0401987,0,0.0258459,0.0311572,0,0,0.0225024,0,0,0.0592135,0.0470995,0.028847,0.0124384,0.0109963,0.0509183,0.0295337,0.0285953,0.0398149,0.0453573,0.0273062,0.0350559,0.03652,0.027855,0.0235456,0.0404817,0.0430839,0.0171931,0.0231676,0.0546949,0,0.0242002,0.0603074,0.0432172,0,0,0.0153295,0,0,0.019019,0.0409608,0.0360622,0.0363418,0.0204279,0.048914,0.0440806,0.0415727,0.0562176,0.046112,0.0345012,0.0626119,0.0466545,0.0500866,0.0720817,0.0259718,0.0324455,0.00882277,0.0114817,0.0448374,0.0685144,0,0,0,0,0,0,0,0,0,0
