Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_M
29,0.057634,0.0372712,0,0,0,0,0,0.0370305,0,0.0278604,0.0370863,0,0,0.0199942,0,0,0.0605917,0.0496424,0.038973,0.026252,0.00793819,0.0503551,0.0329288,0.0293815,0.0437636,0.0471199,0.0227544,0.0320501,0.034755,0.0232128,0.0177635,0.0661762,0.0471701,0.0222429,0.0251523,0.0398988,0,0.0214021,0.0585952,0.0347791,0,0,0.0216514,0,0,0.0222733,0.038097,0.0351839,0.0360727,0.0155644,0.0466723,0.0481256,0.0431962,0.0616191,0.0432883,0.0338143,0.0589547,0.0401605,0.0447611,0.0680806,0.0250143,0.0251718,0.00464018,0.0167452,0.0445444,0.0696502,0,0,0,0,0,0,0,0,0
30,0.0577754,0.0371361,0,0,0,0,0,0.0370603,0,0.0281745,0.0368137,0,0,0.0200049,0,0,0.0605332,0.0494875,0.0389672,0.0262332,0.00838436,0.0502759,0.0328858,0.0289327,0.044057,0.0475599,0.0227994,0.0328504,0.0350655,0.0240854,0.0188405,0.0671594,0.0473421,0.0224289,0.0250886,0.0401347,0,0.0214075,0.0590124,0.0346185,0,0,0.0213222,0,0,0.0220727,0.0382064,0.0351257,0.0357743,0.0155312,0.0462981,0.0476784,0.043109,0.0613436,0.0426584,0.0336976,0.0586633,0.0401228,0.044747,0.0681607,0.0247321,0.0254821,0.00468286,0.0164125,0.0442691,0.0698021,0,0,0,0,0,0,0,0,0
31,0.0579041,0.0369753,0,0,0,0,0,0.0367589,0,0.028632,0.0366949,0,0,0.0200396,0,0,0.0603871,0.049222,0.0388557,0.0263056,0.00908031,0.0502476,0.0327138,0.0285842,0.0443549,0.0478348,0.0227554,0.0334997,0.0351515,0.0246746,0.019575,0.067482,0.0475998,0.0225585,0.0249582,0.040358,0,0.0214142,0.0594621,0.0344874,0,0,0.0210135,0,0,0.0218391,0.038283,0.0349575,0.035485,0.0154015,0.0458661,0.047227,0.0430225,0.0609943,0.0414706,0.0334513,0.0582655,0.0399126,0.0447094,0.0680807,0.0243704,0.0257899,0.00475925,0.0161274,0.0440623,0.0698558,0,0,0,0,0,0,0,0,0
32,0.0580261,0.0368035,0,0,0,0,0,0.0364158,0,0.0290082,0.0367068,0,0,0.0200527,0,0,0.0602084,0.0488275,0.0386442,0.026275,0.00957678,0.0502919,0.0325361,0.0284838,0.0443623,0.0476676,0.0225662,0.0335602,0.0352715,0.0250308,0.0199974,0.0667885,0.0477768,0.0226186,0.0247561,0.0405823,0,0.0215272,0.0596943,0.0343731,0,0,0.0207751,0,0,0.0216372,0.0384334,0.0347875,0.0350934,0.0152732,0.0454592,0.0468079,0.042799,0.0604461,0.0410193,0.0329603,0.0579855,0.0396103,0.0446183,0.0679677,0.0239666,0.0261104,0.00483508,0.015867,0.0439649,0.0698836,0,0,0,0,0,0,0,0,0
33,0.0581068,0.0366218,0,0,0,0,0,0.0358119,0,0.0290393,0.0368046,0,0,0.0200083,0,0,0.0600156,0.0483779,0.0379101,0.0262099,0.0100143,0.0503758,0.0324522,0.0285604,0.0439395,0.047339,0.0224295,0.0333429,0.0352558,0.0250655,0.0201648,0.0653663,0.0479089,0.0225851,0.0244996,0.040876,0,0.0216653,0.0598285,0.0342224,0,0,0.020537,0,0,0.0214521,0.0388301,0.0348056,0.0346393,0.0153671,0.0451283,0.0464122,0.0426064,0.059809,0.041049,0.0324317,0.0580343,0.0393706,0.0445935,0.0677325,0.0235741,0.0264083,0.0048649,0.0156429,0.0439662,0.0698702,0,0,0,0,0,0,0,0,0
34,0.0581591,0.036431,0,0,0,0,0,0.0352574,0,0.02885,0.036995,0,0,0.0199595,0,0,0.0598292,0.0480314,0.0370958,0.0261423,0.0105158,0.0505486,0.0324593,0.0283011,0.0437074,0.047154,0.0223244,0.0331437,0.0351808,0.0250426,0.0203469,0.0635648,0.0480605,0.0224821,0.0243636,0.0412296,0,0.0217668,0.0600211,0.0341126,0,0,0.0203614,0,0,0.0212171,0.0395149,0.034913,0.0341643,0.015484,0.0449125,0.0460448,0.0425347,0.0591793,0.0410969,0.0322148,0.0582874,0.0392237,0.0446014,0.0676127,0.0232019,0.0266314,0.00488121,0.0154942,0.0440618,0.0697687,0,0,0,0,0,0,0,0,0
35,0.0581855,0.0363021,0,0,0,0,0,0.0349147,0,0.0286785,0.0372821,0,0,0.0199318,0,0,0.0597608,0.0478323,0.0360418,0.0261456,0.0111834,0.0508193,0.0324892,0.0275626,0.0437643,0.0469976,0.0222005,0.0332332,0.0347663,0.0251907,0.0206322,0.0616887,0.0482419,0.0223767,0.0243261,0.0415101,0,0.0218726,0.060361,0.0341091,0,0,0.0202431,0,0,0.0209994,0.0400198,0.0349656,0.0337209,0.0154541,0.0446463,0.0457197,0.0424598,0.0586647,0.0411547,0.0325004,0.0584368,0.039186,0.0446276,0.0677245,0.0229813,0.0267577,0.00492059,0.0153828,0.0442033,0.0696055,0,0,0,0,0,0,0,0,0
36,0.0582523,0.0362357,0,0,0,0,0,0.0358908,0,0.0291845,0.0400956,0,0,0.0196768,0,0,0.0596653,0.0483155,0.0379961,0.0286127,0.0121765,0.0515251,0.0325408,0.0261813,0.044935,0,0.022665,0.0312853,0.0321663,0.0234084,0.0196068,0.0600893,0.0485703,0.0222696,0.024079,0.0416262,0,0.0221573,0.0617845,0.0336537,0,0,0.0197267,0,0,0.0204822,0.0407158,0.0351862,0.0325535,0.0157526,0.0436531,0.044623,0.0422504,0.0581408,0.0417053,0.032763,0.0581048,0.0388705,0.0443193,0.0676443,0.0228254,0.0273626,0.00516277,0.0147078,0.0445419,0.0688109,0,0,0,0,0,0,0,0,0
37,0.0581921,0.0361279,0,0,0,0,0,0.0350712,0,0.0285699,0.0379982,0,0,0.0197187,0,0,0.0598668,0.0475075,0.0352862,0.0262947,0.0137826,0.0514884,0.0324309,0.0276572,0.043795,0.0461783,0.0222593,0.0335382,0.0342865,0.0257015,0.021824,0.0588544,0.0482242,0.0222584,0.0242604,0.0419226,0,0.0224165,0.0612196,0.0342578,0,0,0.0200882,0,0,0.0208957,0.0407319,0.034871,0.0328765,0.0160219,0.0442067,0.0452728,0.0423869,0.0577326,0.0414453,0.0325778,0.0583011,0.0390354,0.0446553,0.0679273,0.0227591,0.0268774,0.00497126,0.0154056,0.0443379,0.0693352,0,0,0,0,0,0,0,0,0
38,0.0582728,0.0361114,0,0,0,0,0,0.0362537,0,0.0292104,0.0407046,0,0,0.0193987,0,0,0.059816,0.0479411,0.0378881,0.0288868,0.0147134,0.052308,0.0325779,0.0269227,0.045517,0,0.022425,0.0313224,0.0319493,0.0241343,0.0210846,0.0579651,0.0484438,0.0221303,0.0241819,0.0420695,0,0.0229099,0.0625918,0.0335321,0,0,0.0196357,0,0,0.0205511,0.0413948,0.0354221,0.0317005,0.0163526,0.0432797,0.0443768,0.0423484,0.0573609,0.0417162,0.0327214,0.0577983,0.0387026,0.0444215,0.0674304,0.0227022,0.0274493,0.00515167,0.0148572,0.0445637,0.0685601,0,0,0,0,0,0,0,0,0
39,0.0582654,0.0361051,0,0,0,0,0,0.0355764,0,0.028493,0.0388725,0,0,0.0194094,0,0,0.0599554,0.0473398,0.0358489,0.0266328,0.0149283,0.0523411,0.0325658,0.0287023,0.045151,0.0451539,0.0218096,0.0332298,0.0340993,0.0263118,0.022933,0.0574701,0.0480938,0.0221082,0.0244443,0.0425288,0,0.0232907,0.0624156,0.0339832,0,0,0.0200626,0,0,0.0209762,0.0414676,0.0351971,0.0321013,0.0163523,0.0438693,0.0450639,0.0422984,0.0570844,0.0415123,0.0326861,0.057887,0.0388543,0.044586,0.0685028,0.0227582,0.0269399,0.00494298,0.0155467,0.0442063,0.0690529,0,0,0,0,0,0,0,0,0
40,0.0583245,0.0361529,0,0,0,0,0,0.0358234,0,0.0285852,0.0393728,0,0,0.0193248,0,0,0.0600192,0.0473962,0.0368479,0.0268003,0.0158417,0.0526885,0.0326778,0.0293417,0.0459009,0.0440546,0.0216114,0.0331802,0.0341055,0.0265182,0.0233182,0.0574903,0.048018,0.0220223,0.0246651,0.0429347,0,0.0238196,0.0631489,0.0337547,0,0,0.0201145,0,0,0.0209601,0.0418042,0.035612,0.03173,0.0164683,0.043702,0.0450306,0.0419123,0.0568859,0.0416826,0.0328272,0.0576002,0.0386733,0.0443072,0.0697698,0.0227176,0.026898,0.00490889,0.0155737,0.0439556,0.06898,0,0,0,0,0,0,0,0,0
41,0.0584502,0.036244,0,0,0,0,0,0.0369604,0,0.0293153,0.0420462,0,0,0.0191159,0,0,0.0599217,0.0480422,0.0397782,0.0295217,0.017376,0.0533027,0.032789,0.0290219,0.0481804,0,0.0210566,0.0314632,0.0322938,0.0248365,0.0223301,0.0577172,0.0482361,0.0219454,0.0247081,0.0430039,0,0.0242364,0.0643929,0.0329123,0,0,0.0196997,0,0,0.0205977,0.0424401,0.0363639,0.0305074,0.0170032,0.0427578,0.0442705,0.0416641,0.0565908,0.0419277,0.0330629,0.0571836,0.0383638,0.0441446,0.0685929,0.0224521,0.0273966,0.00511298,0.0149728,0.0438287,0.0682646,0,0,0,0,0,0,0,0,0
42,0.0585316,0.0362354,0,0,0,0,0,0.0365841,0,0.0288615,0.0403117,0,0,0.019276,0,0,0.0600124,0.047596,0.0385286,0.0271707,0.017725,0.0531546,0.032785,0.0299336,0.0470688,0.0414126,0.021774,0.0332707,0.0342917,0.0264264,0.0238779,0.0593469,0.0478636,0.0220337,0.0249614,0.0429441,0,0.0244061,0.0643647,0.0332417,0,0,0.02008,0,0,0.0209951,0.042807,0.036891,0.0307459,0.0171081,0.0433332,0.0449631,0.0416127,0.0563589,0.0417046,0.0329213,0.0571122,0.038519,0.0444183,0.0686912,0.0223779,0.0269269,0.00495969,0.0155395,0.0431253,0.0688841,0,0,0,0,0,0,0,0,0
43,0.0586369,0.0363005,0,0,0,0,0,0.0374122,0,0.0295055,0.0430945,0,0,0.019128,0,0,0.0598532,0.04833,0.0404171,0.0299901,0.0193908,0.0535295,0.0327516,0.0302078,0.0498314,0,0.0208016,0.0320049,0.0328835,0.0250952,0.0231529,0.0596547,0.0481667,0.0220332,0.0247715,0.0428359,0,0.0247546,0.0653299,0.0324536,0,0,0.0196367,0,0,0.0204975,0.0438677,0.0377564,0.0297016,0.0174999,0.0423339,0.0440804,0.0417049,0.0561241,0.0420409,0.0332282,0.0568301,0.0384688,0.0442753,0.068099,0.0223758,0.0274511,0.00520052,0.0148755,0.043142,0.0680404,0,0,0,0,0,0,0,0,0
44,0.0587321,0.036299,0,0,0,0,0,0.0373697,0,0.0295183,0.0439532,0,0,0.0191856,0,0,0.0599229,0.0484594,0.0404994,0.0303119,0.0200345,0.0535873,0.0326273,0.0311469,0.0506136,0,0.0211672,0.0322559,0.0332165,0.0253931,0.0237182,0.0599538,0.0481808,0.0221891,0.0247263,0.0427309,0,0.0249642,0.0657287,0.0322851,0,0,0.0195687,0,0,0.0204049,0.0441835,0.0380709,0.029296,0.01774,0.0421161,0.0439006,0.041715,0.0558919,0.042038,0.0332995,0.0570447,0.0385178,0.0443281,0.0670892,0.0222487,0.027494,0.0051927,0.0147574,0.0430112,0.0679715,0,0,0,0,0,0,0,0,0
45,0.0587955,0.0362014,0,0,0,0,0,0.0366219,0,0.0289118,0.0426462,0,0,0.0194503,0,0,0.0600687,0.0480942,0.0383765,0.0281355,0.0205518,0.0532989,0.0324339,0.0327628,0.0498698,0.0411623,0.0223932,0.0341785,0.0353038,0.027188,0.0253559,0.0600178,0.047941,0.0224183,0.0248145,0.0425768,0,0.0251529,0.0655444,0.0326279,0,0,0.0198692,0,0,0.0206091,0.0440765,0.0381682,0.0294819,0.0178118,0.0426351,0.0443874,0.0416967,0.0556157,0.0418031,0.0331443,0.0570817,0.0388092,0.0445728,0.0669951,0.0220964,0.0271222,0.0049731,0.0151854,0.0427219,0.0686084,0,0,0,0,0,0,0,0,0
46,0.0588697,0.0361159,0,0,0,0,0,0.0365231,0,0.0290031,0.0433661,0,0,0.0195277,0,0,0.0600351,0.0481662,0.0381359,0.0284782,0.0213568,0.0532345,0.0323051,0.0337365,0.050515,0.0407153,0.0231013,0.0342437,0.0354901,0.0273648,0.0258155,0.05874,0.047993,0.0225688,0.0246966,0.042552,0,0.025534,0.0658253,0.032407,0,0,0.0198208,0,0,0.0204355,0.0443554,0.0387025,0.0289807,0.0180463,0.0424212,0.0441649,0.0416954,0.055357,0.0418309,0.0332405,0.0568827,0.0388702,0.0445527,0.0672982,0.0218261,0.0272285,0.00502819,0.0150687,0.0427304,0.0685621,0,0,0,0,0,0,0,0,0
47,0.0589248,0.0360526,0,0,0,0,0,0.0372381,0,0.0296501,0.0460607,0,0,0.0194665,0,0,0.059898,0.0486815,0.0399973,0.0311716,0.0213021,0.0533446,0.0321612,0.0341642,0.0523094,0,0.0232845,0.0325184,0.0338725,0.0259781,0.0252566,0.0562619,0.0482984,0.0226335,0.0243678,0.0425967,0,0.0260002,0.0665218,0.0317425,0,0,0.0194432,0,0,0.019994,0.0450362,0.0395103,0.0279325,0.0184427,0.041503,0.043308,0.0417603,0.054913,0.0420276,0.0335092,0.0566338,0.0386863,0.0445157,0.0670378,0.0215816,0.0277523,0.00526602,0.0144525,0.0429092,0.0678956,0,0,0,0,0,0,0,0,0
48,0.0589177,0.0359047,0,0,0,0,0,0.0369878,0,0.0289527,0.0446707,0,0,0.0196357,0,0,0.0600039,0.0485056,0.0375163,0.0289345,0.0204603,0.0528606,0.031929,0.0359987,0.051518,0.0395309,0.0250648,0.0340441,0.0358972,0.0273197,0.0263317,0.0532758,0.0481055,0.0227056,0.0243873,0.0426957,0,0.0261679,0.0660873,0.0321674,0,0,0.0197093,0,0,0.0202286,0.0453339,0.0396373,0.0281594,0.018444,0.042027,0.0437402,0.0418157,0.0545062,0.0416787,0.0332654,0.0567107,0.0387907,0.0448309,0.0668331,0.0214251,0.0273858,0.00509322,0.0150118,0.0424849,0.068431,0,0,0,0,0,0,0,0,0
49,0.0589338,0.0358098,0,0,0,0,0,0.0381636,0,0.0297175,0.0471107,0,0,0.019448,0,0,0.0598464,0.0491083,0.0392525,0.0313611,0.0179668,0.0527581,0.0318172,0.036214,0.0528851,0,0.0257509,0.0320999,0.0343156,0.0257725,0.0257248,0.0488773,0.048476,0.0226433,0.0240462,0.0428812,0,0.02651,0.0664925,0.0316436,0,0,0.0193319,0,0,0.0197825,0.0460017,0.0401628,0.0273531,0.0188792,0.0411397,0.0429386,0.0419688,0.0541662,0.0416602,0.033415,0.0565894,0.0387408,0.0446813,0.0664475,0.0214397,0.0278933,0.00535309,0.0145558,0.0425894,0.0677774,0,0,0,0,0,0,0,0,0
50,0.0588863,0.0356694,0,0,0,0,0,0.038714,0,0.0298813,0.0476887,0,0,0.0193896,0,0,0.0597661,0.0492202,0.0388009,0.0314061,0.0156692,0.0524222,0.0316377,0.0367778,0.0528706,0,0.0274252,0.0318098,0.034422,0.0255193,0.0261436,0.0441052,0.0485797,0.0226822,0.0238271,0.0429981,0,0.0267466,0.0663127,0.0316305,0,0,0.0192281,0,0,0.0197277,0.0464928,0.0403523,0.0271066,0.0190947,0.0409888,0.0427967,0.0421258,0.0534483,0.0414818,0.0336886,0.0565901,0.0389204,0.0447778,0.0665214,0.0214592,0.0279599,0.00546831,0.0146723,0.0424741,0.0677729,0,0,0,0,0,0,0,0,0
51,0.0588368,0.0354994,0,0,0,0,0,0.0398916,0,0.0300955,0.0481934,0,0,0.0193641,0,0,0.059663,0.0491684,0.0383152,0.031486,0.013416,0.0520974,0.0314529,0.0372945,0.0525268,0,0.0292073,0.0316496,0.0345987,0.0253375,0.0268665,0.0390909,0.0486969,0.0226806,0.0236055,0.0431708,0,0.0270268,0.0660239,0.0316565,0,0,0.0191413,0,0,0.0197698,0.0470082,0.0405722,0.0267839,0.0192962,0.0407726,0.0427199,0.0423247,0.0525135,0.0413281,0.0339127,0.0565978,0.0390811,0.0450356,0.066699,0.0215989,0.0279725,0.00552752,0.0146608,0.0423508,0.0677255,0,0,0,0,0,0,0,0,0
52,0.058707,0.0353235,0,0,0,0,0,0.0410605,0,0.029705,0.0470423,0,0,0.0194729,0,0,0.0596367,0.0487805,0.0355105,0.0299466,0.0122546,0.0515137,0.0311169,0.0386952,0.0506535,0.0379357,0.0315993,0.0334769,0.0366367,0.026681,0.0282232,0.0343734,0.0486562,0.0226021,0.0234309,0.0434147,0,0.0272544,0.0651326,0.0321357,0,0,0.019323,0,0,0.0201231,0.0474898,0.040536,0.0268766,0.0195184,0.0411404,0.0432189,0.0424381,0.0518885,0.0409622,0.0339671,0.0569289,0.0393904,0.0453013,0.067016,0.0217362,0.0276543,0.00541811,0.0151526,0.0419806,0.0680687,0,0,0,0,0,0,0,0,0
53,0.0586557,0.0352228,0,0,0,0,0,0.0450372,0,0.0307526,0.0491112,0,0,0.0193118,0,0,0.059444,0.0490334,0.0369786,0.0325891,0.00911926,0.0513788,0.0308917,0.03824,0.0497523,0,0.0329249,0.0325718,0.0356859,0.0261632,0.0292818,0.0297864,0.0490172,0.0225179,0.0230081,0.0435812,0,0.0275384,0.0651453,0.0317258,0,0,0.0189867,0,0,0.0198104,0.0481231,0.0411102,0.0261515,0.0198859,0.0402811,0.0426043,0.0424044,0.0516658,0.0409799,0.0342123,0.0570773,0.0394099,0.0452103,0.0670198,0.0219287,0.0280156,0.0056481,0.0145815,0.042054,0.0673536,0,0,0,0,0,0,0,0,0
54,0.0584299,0.035064,0,0,0,0,0,0.0484876,0,0.0307476,0.0480769,0,0,0.0193141,0,0,0.0593161,0.0486229,0.0342302,0.0313431,0.00994652,0.0506639,0.0304495,0.0395851,0.047568,0.038695,0.0347784,0.0346548,0.0377351,0.0278742,0.0308593,0.0246701,0.0490041,0.0223592,0.0227156,0.0442098,0,0.0277119,0.0638454,0.0323166,0,0,0.0192079,0,0,0.0200967,0.0487255,0.0410264,0.026173,0.0200887,0.0407143,0.043137,0.0428118,0.0514123,0.0404044,0.0345485,0.0576417,0.0398014,0.0454928,0.0676562,0.0220419,0.0275511,0.00543729,0.0148996,0.04174,0.0676202,0,0,0,0,0,0,0,0,0
55,0.0583026,0.0349674,0,0,0,0,0,0.0510145,0,0.0314598,0.048886,0,0,0.0192718,0,0,0.0590817,0.0479537,0.0336799,0.0324239,0.0113838,0.0502706,0.0301665,0.0398251,0.0453224,0.0390319,0.0359468,0.0355063,0.0380803,0.0289191,0.031669,0.0224458,0.04924,0.0221745,0.0224161,0.0447535,0,0.0280381,0.0632186,0.0324338,0,0,0.019195,0,0,0.0199534,0.0493226,0.0412794,0.0256221,0.0203617,0.0404258,0.0429893,0.043451,0.0510729,0.0400681,0.0349322,0.0578921,0.0401276,0.0456133,0.0678473,0.0223241,0.0276108,0.0054804,0.0147793,0.0416876,0.0673648,0,0,0,0,0,0,0,0,0
56,0.0582093,0.0349245,0,0,0,0,0,0.052872,0,0.0322905,0.0494253,0,0,0.0193206,0,0,0.0589151,0.047295,0.0331379,0.0333184,0.0135438,0.0498855,0.0298987,0.0397224,0.0434309,0.039522,0.0364892,0.036103,0.0383713,0.0293953,0.0319837,0.0205037,0.0494632,0.0220819,0.0221638,0.045102,0,0.0282992,0.0626222,0.0326076,0,0,0.0192245,0,0,0.0198803,0.0498834,0.0415043,0.0252226,0.0205661,0.0402353,0.0429093,0.0437647,0.0508817,0.0397851,0.0353001,0.0582819,0.0404376,0.0457948,0.0677507,0.0225071,0.0276791,0.00553977,0.0147751,0.0415832,0.0672589,0,0,0,0,0,0,0,0,0
57,0.058132,0.0348752,0,0,0,0,0,0.0534082,0,0.0329451,0.0499096,0,0,0.0193543,0,0,0.0588019,0.0465218,0.0331701,0.0342065,0.0161489,0.0495171,0.0296069,0.0396303,0.0417491,0.0402704,0.0365027,0.036453,0.0384131,0.0292768,0.0317663,0.0197102,0.0496433,0.022086,0.0218873,0.0454323,0,0.0284862,0.0621063,0.0327618,0,0,0.0192369,0,0,0.019805,0.0504976,0.0417824,0.0248871,0.020796,0.0400903,0.0428579,0.0440373,0.0506143,0.0395509,0.0355833,0.0586189,0.0406992,0.0459911,0.0678277,0.0226093,0.0277332,0.005511,0.0146383,0.0415022,0.0671534,0,0,0,0,0,0,0,0,0
58,0.0580632,0.0348368,0,0,0,0,0,0.0524319,0,0.0338594,0.050205,0,0,0.0193112,0,0,0.0587145,0.045726,0.0345976,0.0348868,0.0183629,0.0491461,0.0293863,0.0396494,0.0402355,0.0410378,0.0362632,0.0366846,0.0384269,0.0292351,0.0314018,0.0197687,0.0497928,0.0221297,0.0216449,0.0457445,0,0.0285308,0.0617725,0.0329133,0,0,0.0192822,0,0,0.0197391,0.0511229,0.0421135,0.0246265,0.0208668,0.0399519,0.04283,0.0442141,0.050533,0.0393486,0.0357923,0.0590687,0.0408989,0.0462744,0.0680011,0.0226915,0.0277114,0.00546927,0.0145866,0.0414749,0.0670844,0,0,0,0,0,0,0,0,0
59,0.0580456,0.0347472,0,0,0,0,0,0.0529459,0,0.0330858,0.0501898,0,0,0.0192631,0,0,0.0586431,0.045182,0.0371271,0.0352994,0.0199206,0.0488262,0.0292527,0.0396605,0.0393163,0.0414987,0.0362594,0.0369893,0.0391558,0.0285439,0.0304085,0.0236029,0.0498315,0.0220737,0.0214974,0.0459743,0,0.0284693,0.0615305,0.0330522,0,0,0.0192567,0,0,0.0197762,0.0515951,0.042432,0.0244682,0.0208541,0.039809,0.0428093,0.0443191,0.0506402,0.0391746,0.0358234,0.0594841,0.0410969,0.0466173,0.0682838,0.0227467,0.0277122,0.00559408,0.014653,0.0414065,0.0670635,0,0,0,0,0,0,0,0,0
60,0.0582493,0.0352055,0,0,0,0,0,0.0506901,0,0.0325361,0.0504097,0,0,0.0185371,0,0,0.0595623,0.0449906,0.0368573,0.0364154,0.0171561,0.0480634,0.028943,0.0374694,0.0383211,0.0433976,0.0374527,0.0392268,0.0416328,0.0314839,0.034323,0.0248621,0.0495691,0.0215564,0.0213337,0.0444148,0,0.0260456,0.0615344,0.0327239,0,0,0.0191931,0,0,0.0202849,0.052127,0.0420055,0.0237925,0.021876,0.0387347,0.0429698,0.0442992,0.0496435,0.0383412,0.0359479,0.0605389,0.0429242,0.0478224,0.0688795,0.021546,0.0275388,0.00528405,0.0147971,0.041924,0.0671018,0,0,0,0,0,0,0,0,0
61,0.0583769,0.0352842,0,0,0,0,0,0.0516121,0,0.0313728,0.0505319,0,0,0.0182474,0,0,0.0598516,0.0448467,0.0390761,0.0371944,0.0165227,0.0476908,0.0288269,0.0365029,0.0382977,0.0443147,0.0383177,0.0403367,0.0429891,0.0322523,0.0356722,0.0263458,0.049518,0.0214437,0.0212504,0.0445653,0,0.025962,0.0616498,0.0324952,0,0,0.0191074,0,0,0.0204257,0.0525747,0.0423463,0.023397,0.0217612,0.0381954,0.042928,0.0443195,0.0495939,0.0380154,0.0358798,0.0606396,0.0430923,0.0478184,0.0688892,0.0214265,0.0275907,0.00525822,0.0146251,0.0420829,0.0671266,0,0,0,0,0,0,0,0,0
62,0.0584633,0.0352632,0,0,0,0,0,0.0525551,0,0.0303307,0.0508534,0,0,0.0180949,0,0,0.0600316,0.0446616,0.0389916,0.0377054,0.0168934,0.0475769,0.0288406,0.0359059,0.0385484,0.0446497,0.0388308,0.0407841,0.0433843,0.0325717,0.0362984,0.0275253,0.0495217,0.0215238,0.0211888,0.0447829,0,0.0257579,0.061705,0.0322759,0,0,0.018992,0,0,0.0202408,0.0530618,0.0426622,0.0229664,0.0216748,0.0378089,0.0427987,0.0442331,0.0497189,0.0376583,0.035756,0.060759,0.043191,0.0477362,0.0688631,0.0212184,0.0277332,0.00513582,0.0144689,0.0421834,0.0670995,0,0,0,0,0,0,0,0,0
63,0.058527,0.0352334,0,0,0,0,0,0.0529014,0,0.0304684,0.0509611,0,0,0.0181386,0,0,0.0602097,0.044445,0.0395724,0.0375767,0.0172989,0.0476558,0.0289871,0.035709,0.0386197,0.0440313,0.0388524,0.0408719,0.0432597,0.0326341,0.0363084,0.0280588,0.0494821,0.0219125,0.0211187,0.044882,0,0.0254433,0.0617825,0.0321406,0,0,0.018946,0,0,0.020072,0.0534657,0.0428815,0.0225718,0.0214648,0.0376576,0.0427619,0.0440084,0.049783,0.0376424,0.0355402,0.0606127,0.043324,0.0477477,0.0686098,0.0210772,0.0277921,0.00509687,0.0144874,0.0421974,0.0672551,0,0,0,0,0,0,0,0,0
64,0.0585652,0.0351642,0,0,0,0,0,0.0522368,0,0.0313616,0.0509173,0,0,0.0183029,0,0,0.0603231,0.0442214,0.0388805,0.0373825,0.0175164,0.0478901,0.0291533,0.0359741,0.0386911,0.0427796,0.0382912,0.040408,0.0428074,0.0323732,0.03588,0.0278486,0.049436,0.0222466,0.0211794,0.0449236,0,0.0250482,0.0619779,0.0320282,0,0,0.0189338,0,0,0.0200002,0.053879,0.0430258,0.0222419,0.0211496,0.0376414,0.0426688,0.0436571,0.0498495,0.0377172,0.0352868,0.0601093,0.0434033,0.0478996,0.0684012,0.020825,0.0277838,0.00522886,0.0144252,0.042116,0.067382,0,0,0,0,0,0,0,0,0
65,0.058573,0.0350604,0,0,0,0,0,0.051374,0,0.0318421,0.0505788,0,0,0.0185183,0,0,0.0603262,0.043981,0.0392847,0.0369179,0.0179476,0.0482128,0.0293862,0.0367858,0.0383608,0.0410152,0.0373662,0.039554,0.041998,0.0318313,0.0350209,0.0269458,0.0493337,0.0225187,0.0213992,0.0449104,0,0.0245964,0.0622745,0.0320302,0,0,0.0190435,0,0,0.0199528,0.0542137,0.0432062,0.022051,0.0208569,0.0378179,0.0425951,0.0433109,0.0499649,0.0378005,0.0349361,0.059987,0.0434308,0.0477895,0.0683303,0.0205484,0.027725,0.00534967,0.0143695,0.0419179,0.0675264,0,0,0,0,0,0,0,0,0
66,0.058622,0.0351441,0,0,0,0,0,0.0496593,0,0.032373,0.0503784,0,0,0.0184002,0,0,0.0603136,0.0439749,0.0377137,0.0367339,0.0188502,0.0486692,0.0296482,0.0382619,0.0387724,0.039503,0.0362391,0.038126,0.0404776,0.0307322,0.033558,0.026178,0.049379,0.0225257,0.0214585,0.0452064,0,0.0244547,0.0626939,0.0318525,0,0,0.0190066,0,0,0.019896,0.0542778,0.0435173,0.0219144,0.0202856,0.0377468,0.0423837,0.0431126,0.0504642,0.0380833,0.0344459,0.0598592,0.0431559,0.0474546,0.0681636,0.0205342,0.0277341,0.00541903,0.0141825,0.0419185,0.0674894,0,0,0,0,0,0,0,0,0
