Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_M
67,0.0584489,0.0346115,0,0,0,0,0,0.0480351,0,0.0351956,0.0504189,0,0,0.0191139,0,0,0.0595466,0.043343,0.0349504,0.0361808,0.0200118,0.0493105,0.0301906,0.0393719,0.0394985,0.0382134,0.0349791,0.0365933,0.038895,0.0293371,0.0317059,0.0242997,0.0493529,0.0233198,0.0219604,0.0472747,0,0.0266309,0.0629854,0.0322009,0,0,0.019185,0,0,0.0195289,0.0547306,0.0441452,0.0216771,0.0187582,0.038314,0.0422664,0.0427495,0.0516133,0.0389349,0.0339349,0.0587791,0.0413266,0.0464131,0.0675753,0.0227188,0.0279112,0.00587051,0.0139453,0.0413336,0.0676706,0,0,0,0,0,0,0,0,0
68,0.0584462,0.0346297,0,0,0,0,0,0.0455843,0,0.0354486,0.0505875,0,0,0.0190239,0,0,0.0596555,0.0432355,0.0336386,0.0363702,0.0192298,0.0495707,0.0304235,0.0397616,0.0402923,0.0381454,0.0347254,0.0360918,0.0382555,0.0291766,0.0319534,0.0244319,0.0492846,0.0234016,0.0220957,0.0478137,0,0.026322,0.0631593,0.0321375,0,0,0.0191668,0,0,0.019589,0.0551451,0.0441933,0.0210751,0.0183769,0.0379608,0.042238,0.0424358,0.0517171,0.0390221,0.0336163,0.0588441,0.0412273,0.0463193,0.0673261,0.0226866,0.0278985,0.00588754,0.0138082,0.0413762,0.0676007,0,0,0,0,0,0,0,0,0
69,0.0584441,0.0345996,0,0,0,0,0,0.041228,0,0.0352677,0.0504049,0,0,0.0189185,0,0,0.0597018,0.042887,0.0330416,0.0359349,0,0.0497619,0.0305871,0.0417509,0.0405563,0.0374815,0.0345744,0.035519,0.037233,0.0279958,0.0302169,0.0266402,0.0492582,0.0234638,0.0221466,0.048313,0,0.0260726,0.0632934,0.0322737,0,0,0.0191515,0,0,0.0197481,0.0554395,0.0442054,0.0205556,0.0179664,0.0377915,0.0423189,0.0421454,0.0518374,0.0389267,0.0332192,0.0587433,0.0411716,0.0460972,0.0673038,0.0225648,0.0278775,0.00591617,0.0137018,0.0413213,0.0677567,0,0,0,0,0,0,0,0,0
70,0.058465,0.0346001,0,0,0,0,0,0.0412185,0,0.0343602,0.0510408,0,0,0.0187466,0,0,0.0595658,0.0432232,0.0305689,0.0368858,0.0174993,0.0497816,0.030777,0.0400261,0.0410865,0.038399,0.0343804,0.0350572,0.0380627,0.0274385,0.0304411,0.0258447,0.0494615,0.0233909,0.0220029,0.0487925,0,0.0258945,0.0631128,0.032156,0,0,0.0189581,0,0,0.0195694,0.0558437,0.0441444,0.0198402,0.0176518,0.0370934,0.0421038,0.0420613,0.0519129,0.0387993,0.0330553,0.0584889,0.041167,0.0458724,0.0671996,0.0224906,0.0281242,0.00605427,0.0132657,0.0415418,0.0675435,0,0,0,0,0,0,0,0,0
71,0.0586566,0.0346245,0,0,0,0,0,0.0402452,0,0.0335617,0.0524756,0,0,0.0185306,0,0,0.059368,0.0436903,0.0313269,0.0385707,0.013706,0.0500311,0.0311247,0.0385797,0.0412953,0,0.0347387,0.0339774,0.0376024,0.0258884,0.0301002,0.0271533,0.0498275,0.0234008,0.0218802,0.0488334,0,0.0255901,0.0638091,0.0316641,0,0,0.0184307,0,0,0.0190365,0.0558839,0.0443466,0.0191325,0.0172612,0.0360568,0.0414337,0.0417312,0.0522577,0.0390953,0.0324785,0.0582354,0.0409664,0.0455331,0.0669185,0.0219513,0.02867,0.00636415,0.0123793,0.0418579,0.067254,0,0,0,0,0,0,0,0,0
72,0.0587709,0.0346587,0,0,0,0,0,0.0387019,0,0.0336715,0.0522151,0,0,0.018536,0,0,0.0592184,0.0431801,0.0306746,0.038178,0.0104731,0.0497233,0.0312767,0.0377617,0.0408295,0,0.0351352,0.033662,0.0379337,0.0246953,0.0294327,0.0280171,0.0499881,0.0234482,0.0217486,0.0488658,0,0.0252072,0.0637386,0.0317065,0,0,0.0182818,0,0,0.0188417,0.0561195,0.0442375,0.0187736,0.0168636,0.0356945,0.0413685,0.0414157,0.0524611,0.039195,0.0319187,0.0584408,0.0409242,0.0455848,0.0667717,0.0212868,0.0288959,0.00648598,0.0120505,0.0419371,0.0675504,0,0,0,0,0,0,0,0,0
73,0.0588316,0.0347282,0,0,0,0,0,0.0373315,0,0.0341149,0.0520822,0,0,0.0185555,0,0,0.0590865,0.0424158,0.0296361,0.037964,0.00940455,0.0495138,0.0313689,0.0365783,0.0403334,0,0.0353594,0.0329014,0.0377795,0.0233685,0.0287056,0.0287737,0.0501245,0.0234616,0.0215056,0.0487,0,0.0247715,0.0634661,0.031778,0,0,0.0182477,0,0,0.0187038,0.056457,0.0441739,0.0183866,0.0164211,0.0353304,0.041222,0.0409997,0.0527383,0.03933,0.0313112,0.0583946,0.04085,0.0455394,0.0667206,0.0204784,0.0292316,0.00660078,0.0118293,0.0420635,0.067844,0,0,0,0,0,0,0,0,0
74,0.0587775,0.0346974,0,0,0,0,0,0.0360026,0,0.0343634,0.0504279,0,0,0.018595,0,0,0.0590107,0.0414682,0.0296531,0.0362471,0.0131701,0.0490227,0.0312459,0.0368442,0.040288,0.0366757,0.0353791,0.0331535,0.0387974,0.0230945,0.0281971,0.0275334,0.050126,0.023515,0.0213016,0.0487494,0,0.0241245,0.0621304,0.0322431,0,0,0.0183891,0,0,0.0189226,0.0568787,0.043775,0.0182323,0.01623,0.0356317,0.0416649,0.0405377,0.0529561,0.0391842,0.0306368,0.0586676,0.0409687,0.0455913,0.066841,0.0197438,0.029206,0.00644173,0.012079,0.0419889,0.0685171,0,0,0,0,0,0,0,0,0
75,0.0588357,0.0347175,0,0,0,0,0,0.0346676,0,0.0346002,0.0500689,0,0,0.0185542,0,0,0.059059,0.0411006,0.0298203,0.0357697,0.0132894,0.0489119,0.0312871,0.0359317,0.0398848,0.0354271,0.0350638,0.0327131,0.0387048,0.0225798,0.0280109,0.028628,0.0501362,0.0237172,0.0211243,0.0482457,0,0.0235232,0.0616678,0.0323088,0,0,0.018354,0,0,0.0189797,0.0570308,0.0437578,0.0180137,0.0160299,0.0355682,0.0417014,0.0394661,0.0533716,0.0394607,0.0295268,0.0587453,0.0409186,0.0453339,0.066769,0.0184165,0.0293618,0.00647458,0.0119198,0.0420469,0.0688794,0,0,0,0,0,0,0,0,0
76,0.0589098,0.0348003,0,0,0,0,0,0.0342482,0,0.0353307,0.0512955,0,0,0.0184955,0,0,0.0590779,0.0407399,0.0296131,0.0371277,0.0081294,0.0489551,0.0314473,0.0344493,0.0402929,0,0.0338215,0.0307802,0.037087,0.0207912,0.0275351,0.0304358,0.0502693,0.0238706,0.0209898,0.0473684,0,0.0233252,0.061434,0.0320081,0,0,0.0182258,0,0,0.0188215,0.0573627,0.0439779,0.0176212,0.015959,0.0350625,0.0413928,0.0384915,0.0538268,0.0399817,0.0284614,0.0585356,0.0408087,0.0449206,0.0665734,0.0164012,0.0297256,0.00659128,0.011415,0.0422488,0.0687088,0,0,0,0,0,0,0,0,0
77,0.0588716,0.0347647,0,0,0,0,0,0.0326865,0,0.0354341,0.0493556,0,0,0.0186307,0,0,0.0591775,0.039904,0.0273453,0.0352726,0.0103545,0.0484289,0.0314464,0.0352649,0.0395143,0.0350065,0.0334436,0.0314081,0.0380035,0.0209503,0.0271335,0.0309284,0.0501164,0.0240604,0.0210307,0.0465133,0,0.0230846,0.0601152,0.032563,0,0,0.018507,0,0,0.0191265,0.0576065,0.0438115,0.017697,0.0159411,0.0356911,0.0420692,0.0376249,0.0542523,0.0400835,0.0271096,0.0584336,0.0410305,0.0447839,0.0669276,0.0141431,0.0295147,0.00614099,0.011771,0.0419201,0.069256,0,0,0,0,0,0,0,0,0
78,0.0588331,0.0348691,0,0,0,0,0,0.033199,0,0.0353167,0.0529471,0,0,0.0184415,0,0,0.0590123,0.0395884,0.0309706,0.0397816,0.0302117,0.0485974,0.0314921,0.0337538,0.041804,0,0.0309518,0.0273565,0.0345003,0.0172903,0.0256931,0.0304731,0.050606,0.0240172,0.0207022,0.0459683,0,0.0231637,0.0591815,0.0320727,0,0,0.0181094,0,0,0.0188081,0.0591586,0.0442777,0.016945,0.0162672,0.0348612,0.04147,0.0371223,0.0545072,0.0407981,0.0267217,0.0575719,0.040923,0.0441085,0.066487,0.0119489,0.0302253,0.00644784,0.0109934,0.0421578,0.0684067,0,0,0,0,0,0,0,0,0
79,0.0587805,0.0350013,0,0,0,0,0,0.0332054,0,0.0359027,0.0565736,0,0,0.0182953,0,0,0.0588572,0.0397832,0.0335471,0.0442545,0.0723058,0.0488154,0.0315039,0.0335715,0.0445572,0,0.0283919,0.0239397,0.0315115,0.0139748,0.0236231,0.028802,0.0510426,0.0239975,0.0204036,0.0458932,0,0.0233606,0.0577324,0.0317639,0,0,0.0179444,0,0,0.0186686,0.0606694,0.0446115,0.0164167,0.016767,0.0343312,0.0411397,0.036588,0.0545926,0.0415811,0.0265431,0.0571335,0.0410141,0.0435361,0.0662435,0.00981866,0.0307186,0.00680979,0.0105329,0.0423083,0.067784,0,0,0,0,0,0,0,0,0
80,0.0587649,0.0348982,0,0,0,0,0,0.0305648,0,0.0342825,0.0502891,0,0,0.0185997,0,0,0.0591856,0.0387627,0.0284908,0.0383943,0,0.0482924,0.0314214,0.0329726,0.0400357,0,0.0302115,0.0283373,0.0351897,0.0181133,0.0249222,0.0319194,0.0504105,0.0243353,0.0208243,0.0454956,0,0.0229172,0.055884,0.0329968,0,0,0.0185008,0,0,0.0196114,0.0587244,0.0439114,0.0170296,0.017763,0.0361083,0.0427346,0.0351953,0.0547283,0.0413504,0.0245028,0.0581632,0.0421591,0.0439511,0.0673781,0.00773511,0.0297092,0.00624652,0.0119049,0.0414797,0.0692301,0,0,0,0,0,0,0,0,0
81,0.0586959,0.0348879,0,0,0,0,0,0.0304682,0,0.0342811,0.0496175,0,0,0.0186494,0,0,0.0593717,0.0390662,0.0271991,0.0386072,0.0219961,0.0484622,0.0314642,0.0337857,0.0403555,0.0346833,0.0289899,0.0286598,0.0353213,0.0180297,0.0240958,0.0310994,0.0502267,0.0244433,0.0210661,0.0459495,0,0.0229671,0.0538881,0.0333434,0,0,0.0186772,0,0,0.0197973,0.0583668,0.0432579,0.0171546,0.0193405,0.0365761,0.0432581,0.0344024,0.054494,0.0418316,0.0236992,0.0584697,0.0424453,0.0437563,0.0680022,0.00817126,0.0294577,0.00602146,0.0122732,0.0414061,0.0691762,0,0,0,0,0,0,0,0,0
82,0.0587196,0.0348638,0,0,0,0,0,0.0310875,0,0.03421,0.0501719,0,0,0.0186435,0,0,0.0596569,0.0388127,0.0279015,0.0397386,0.00800888,0.0492037,0.0317922,0.0321964,0.0397264,0,0.0286717,0.0280186,0.0343999,0.0176449,0.024423,0.0322893,0.0499817,0.0245558,0.0214839,0.0463441,0,0.0226101,0.0526621,0.0333585,0,0,0.0188004,0,0,0.0199142,0.0581244,0.042404,0.0172895,0.0210414,0.0368914,0.0434373,0.0336047,0.0541993,0.0423757,0.0227487,0.0582215,0.0422552,0.0432024,0.0684091,0.0108435,0.0293972,0.00588701,0.0123418,0.0415489,0.0689393,0,0,0,0,0,0,0,0,0
83,0.0587529,0.0347882,0,0,0,0,0,0.0311693,0,0.0344472,0.050518,0,0,0.0186139,0,0,0.0599154,0.0381739,0.0278705,0.0403813,0.00902137,0.0499993,0.0321725,0.0320231,0.0397576,0,0.0281929,0.0278956,0.0341677,0.0178658,0.0243297,0.0323202,0.0496272,0.0245969,0.022094,0.0468072,0,0.0216912,0.0510767,0.0334128,0,0,0.0191388,0,0,0.0200843,0.058109,0.0412881,0.0175046,0.0230854,0.0375401,0.0437298,0.0329224,0.0537282,0.0425143,0.0219885,0.0579729,0.041789,0.0426454,0.068853,0.015348,0.0292661,0.00563086,0.0125438,0.0417612,0.0688264,0,0,0,0,0,0,0,0,0
84,0.0587967,0.0346961,0,0,0,0,0,0.0308027,0,0.0346337,0.0491855,0,0,0.0187115,0,0,0.0602595,0.0371721,0.026347,0.0392376,0.0128929,0.0504639,0.0326834,0.0334312,0.0399546,0.0352793,0.0281059,0.0290985,0.0355429,0.0193986,0.0243095,0.0310392,0.0490569,0.0246314,0.0228463,0.047159,0,0.020402,0.0488741,0.0337104,0,0,0.0196586,0,0,0.0204411,0.0578996,0.0397671,0.0180628,0.0253077,0.0388832,0.0444242,0.0324098,0.0532079,0.0421535,0.0212092,0.0580012,0.0414204,0.042397,0.0695718,0.0211291,0.028823,0.00532631,0.0131071,0.0419148,0.0691667,0,0,0,0,0,0,0,0,0
85,0.0589077,0.0346916,0,0,0,0,0,0.0310427,0,0.0349003,0.0491208,0,0,0.0187744,0,0,0.0606288,0.0360374,0.0268181,0.0395279,0.0133196,0.050842,0.0334805,0.0336246,0.0398421,0.0351024,0.028069,0.0290811,0.0356371,0.0196093,0.0246577,0.0303293,0.0485171,0.0244832,0.0237728,0.0473236,0,0.0190873,0.0471421,0.0335617,0,0,0.0198097,0,0,0.0206882,0.0580136,0.0382521,0.0187343,0.027515,0.0400518,0.0446226,0.0320653,0.052646,0.0425617,0.0208646,0.0578515,0.0410598,0.0421296,0.0701539,0.027197,0.0286115,0.00517023,0.0135493,0.042275,0.0693679,0,0,0,0,0,0,0,0,0
86,0.0590559,0.034758,0,0,0,0,0,0.0302406,0,0.0356312,0.048586,0,0,0.0189978,0,0,0.061048,0.034959,0.026725,0.0392794,0,0.0508233,0.0342059,0.0343809,0.0386891,0.0340169,0.0281768,0.0297518,0.0357724,0.0198448,0.0248098,0.0304641,0.0479832,0.0246792,0.0246944,0.0467929,0,0.0178306,0.0454898,0.0334511,0,0,0.0200847,0,0,0.0209966,0.058039,0.0365734,0.0194892,0.0299073,0.0413784,0.0449573,0.0320349,0.0524103,0.0428409,0.0206834,0.0574813,0.0406815,0.0417225,0.0703832,0.0331973,0.0282995,0.00504373,0.0139481,0.0424781,0.0697391,0,0,0,0,0,0,0,0,0
87,0.0592205,0.0348827,0,0,0,0,0,0.0315964,0,0.0358067,0.0488606,0,0,0.0190558,0,0,0.0613936,0.034888,0.0276708,0.0399643,0.0131431,0.0508229,0.0351526,0.0336398,0.0389929,0.0347034,0.0282275,0.0289858,0.034856,0.0190659,0.0253968,0.0297183,0.0475359,0.0245135,0.0255551,0.0456372,0,0.0163569,0.0440355,0.0331021,0,0,0.0201941,0,0,0.0213309,0.057926,0.0351845,0.0199287,0.0320495,0.0423722,0.044911,0.0318571,0.0523706,0.0429721,0.0207743,0.0568479,0.040169,0.0410603,0.0702448,0.0390636,0.028263,0.00503889,0.0139857,0.0426359,0.0698673,0,0,0,0,0,0,0,0,0
88,0.0594352,0.0350461,0,0,0,0,0,0.0316798,0,0.0360957,0.0490963,0,0,0.019219,0,0,0.0618099,0.0344304,0.0277577,0.0402362,0.013441,0.0507346,0.0359478,0.0334988,0.0390931,0.0345629,0.0282021,0.0290422,0.0343487,0.019098,0.0255943,0.0298318,0.0470156,0.0244398,0.026412,0.0450839,0,0.0146095,0.0421524,0.0329781,0,0,0.0203715,0,0,0.0216718,0.0576564,0.0350146,0.0198102,0.0337751,0.0435042,0.0450512,0.0318138,0.0543596,0.0443881,0.0201424,0.056299,0.0384794,0.0402728,0.0701555,0.0435879,0.0281202,0.00504383,0.0142772,0.0426224,0.0703915,0,0,0,0,0,0,0,0,0
89,0.0596054,0.0352424,0,0,0,0,0,0.0317588,0,0.0362178,0.049272,0,0,0.0194015,0,0,0.061989,0.0339768,0.0276821,0.040416,0.0128228,0.0504382,0.0363147,0.0334976,0.0389204,0.0343659,0.0281698,0.0292384,0.0341339,0.0193697,0.0256923,0.029672,0.0467485,0.0243486,0.0268486,0.0456739,0,0.012752,0.0409374,0.0328871,0,0,0.0204071,0,0,0.0218039,0.0577882,0.0368179,0.0200424,0.0345486,0.0445206,0.0451265,0.031896,0.0546978,0.044957,0.0201841,0.0563698,0.0382144,0.0404153,0.0706137,0.0504145,0.0280733,0.00510679,0.0144025,0.0423847,0.0706996,0,0,0,0,0,0,0,0,0
90,0.0598151,0.0354305,0,0,0,0,0,0.0318138,0,0.0362261,0.049425,0,0,0.0195377,0,0,0.0620498,0.0333893,0.0275524,0.0405196,0.0118089,0.0501638,0.0365914,0.033519,0.0385343,0.0341185,0.0280671,0.0295202,0.0342236,0.019803,0.0257484,0.0295647,0.0465691,0.0243536,0.0270126,0.0463866,0,0.0121433,0.0400047,0.0328406,0,0,0.0202308,0,0,0.0218442,0.0578565,0.0393447,0.0202949,0.0352695,0.0451804,0.0452138,0.0318919,0.054937,0.045309,0.020162,0.0567547,0.0383599,0.041017,0.071461,0.05682,0.0280842,0.00523473,0.0143923,0.0419683,0.0709591,0,0,0,0,0,0,0,0,0
91,0.0599951,0.0355629,0,0,0,0,0,0.0322271,0,0.0361825,0.0497943,0,0,0.0195544,0,0,0.0620026,0.032834,0.027652,0.0407933,0.0128132,0.0497467,0.0365867,0.0333944,0.0385888,0.0340546,0.0276958,0.0294825,0.0343998,0.0200048,0.025666,0.0291569,0.0465852,0.0243332,0.0269081,0.0466829,0,0.012348,0.0391946,0.032816,0,0,0.019983,0,0,0.0217688,0.0578004,0.0411702,0.0205425,0.0365109,0.0451281,0.04526,0.0315448,0.05525,0.0456156,0.02001,0.0570264,0.0385931,0.0415206,0.0721301,0.0600299,0.0282332,0.00547399,0.0142551,0.0413842,0.0711917,0,0,0,0,0,0,0,0,0
92,0.0601381,0.0355713,0,0,0,0,0,0.0308505,0,0.0368359,0.049932,0,0,0.0195202,0,0,0.0618653,0.0320148,0.0273098,0.0405686,0,0.0491147,0.0362365,0.0341112,0.0378401,0.0331698,0.0271618,0.0302192,0.0345695,0.0206367,0.0252063,0.0299037,0.04675,0.0243953,0.0265684,0.0471587,0,0.0126743,0.0385103,0.0330286,0,0,0.0197785,0,0,0.0216494,0.0575364,0.0428955,0.0209332,0.0377384,0.0447417,0.0454054,0.0310572,0.0553024,0.0457734,0.0198238,0.0574385,0.0390551,0.0420371,0.0729441,0.0620439,0.0283862,0.00554869,0.0140506,0.0406866,0.0716187,0,0,0,0,0,0,0,0,0
93,0.0597578,0.0354647,0,0,0,0,0,0.0325273,0,0.036478,0.0512265,0,0,0.0191018,0,0,0.0608835,0.0322658,0.0282203,0.0406124,0.0122906,0.0478005,0.0348241,0.032989,0.0381539,0.0343439,0.0271367,0.0296241,0.0340591,0.0203818,0.0258881,0.0286258,0.0477322,0.023688,0.0250099,0.0473105,0,0.0126609,0.0405739,0.0330239,0,0,0.019219,0,0,0.0212678,0.0568933,0.0439413,0.0235014,0.0384349,0.0442538,0.0449761,0.0316046,0.0599377,0,0.0199768,0.0574564,0.03734,0.0418984,0.0741765,0.0627183,0.0289748,0.00581967,0.0134581,0.0405872,0.0708443,0,0,0,0,0,0,0,0,0
94,0.0598187,0.0354033,0,0,0,0,0,0.0331227,0,0.0364122,0.0515535,0,0,0.0190475,0,0,0.0606448,0.0320291,0.028513,0.0406699,0.012408,0.0471533,0.0343282,0.0330841,0.0375888,0.0343944,0.0270886,0.0297602,0.034045,0.0205963,0.0262547,0.0278238,0.0479251,0.0236903,0.0244294,0.0476015,0,0.0129782,0.0401268,0.0331192,0,0,0.0190273,0,0,0.0211237,0.0564087,0.0454379,0.0236645,0.0390226,0.0436915,0.0446716,0.0315133,0.0600133,0,0.0199086,0.0579957,0.0378769,0.0426107,0.0750625,0.0649137,0.0291424,0.00593552,0.0133143,0.0405235,0.0711306,0,0,0,0,0,0,0,0,0
95,0.0603286,0.0353441,0,0,0,0,0,0.0336941,0,0.0364845,0.051368,0,0,0.0191594,0,0,0.0610891,0.0314805,0.0283718,0.0411239,0.0135502,0.0472616,0.0347591,0.0332279,0.0367141,0.034288,0.0270662,0.0301013,0.0344854,0.0209132,0.0264285,0.0270322,0.0476268,0.0244242,0.024823,0.0481885,0,0.0136865,0.0371801,0.0331268,0,0,0.0190343,0,0,0.021009,0.0562541,0.0475176,0.0213108,0.0397175,0.0431044,0.0443485,0.0308709,0.0554943,0.0457282,0.0195493,0.0587919,0.0403718,0.0439464,0.0753782,0.0678435,0.0290961,0.00592947,0.0133338,0.0404205,0.0723119,0,0,0,0,0,0,0,0,0
96,0.0598065,0.0350523,0,0,0,0,0,0.0341315,0,0.0365569,0.0522122,0,0,0.018839,0,0,0.0602266,0.0316205,0.0288356,0.0407117,0.013843,0.0459808,0.0335481,0.0329586,0.0365298,0.0345885,0.0268237,0.0299659,0.0342542,0.0208323,0.0265146,0.0262703,0.048493,0.0236892,0.0234216,0.0477942,0,0.0136037,0.0392251,0.033137,0,0,0.0185761,0,0,0.0207801,0.0553869,0.0480647,0.0242653,0.0396714,0.0431673,0.0437974,0.0317956,0.0602576,0,0.0186384,0.058473,0.0379958,0.0434903,0.0759779,0.0669657,0.0295615,0.00619779,0.0130401,0.0410034,0.071264,0,0,0,0,0,0,0,0,0
97,0.0598584,0.034906,0,0,0,0,0,0.0345898,0,0.0365738,0.0524642,0,0,0.0189017,0,0,0.0600555,0.0314668,0.0289691,0.0405732,0.0139659,0.0456428,0.0332915,0.0327518,0.0362008,0.0342008,0.0266917,0.0301354,0.0342353,0.0210257,0.0265987,0.0256329,0.0486886,0.0237495,0.0231712,0.0475589,0,0.0138325,0.039058,0.0330921,0,0,0.0183299,0,0,0.0207643,0.0549386,0.0488896,0.0246762,0.0396075,0.0431404,0.0434244,0.0318749,0.0602339,0,0.0184824,0.058281,0.0377064,0.0433955,0.075925,0.0670634,0.0296576,0.00623247,0.0129134,0.0414576,0.0711613,0,0,0,0,0,0,0,0,0
98,0.0599228,0.0348008,0,0,0,0,0,0.0351232,0,0.0365848,0.0526403,0,0,0.0189281,0,0,0.0599588,0.0313297,0.0291451,0.040466,0.0140609,0.0453622,0.0330729,0.0327001,0.0359335,0.0333821,0.026446,0.0302794,0.0340971,0.0211979,0.0266891,0.0250883,0.0488621,0.023828,0.0229898,0.0472612,0,0.0141131,0.0389392,0.0329976,0,0,0.0181094,0,0,0.0207173,0.0544931,0.0492676,0.024913,0.0395867,0.0433429,0.0431166,0.0321619,0.0603309,0,0.0187736,0.0580111,0.0373179,0.0431634,0.0757677,0.066636,0.0297854,0.00627661,0.0128411,0.0418915,0.070975,0,0,0,0,0,0,0,0,0
99,0.060503,0.0348547,0,0,0,0,0,0.0355148,0,0.0365497,0.0523905,0,0,0.0191938,0,0,0.0605996,0.0308116,0.0292073,0.0405922,0.0144647,0.0459509,0.0337882,0.0326385,0.0354627,0.0326898,0.0264502,0.0306848,0.0342593,0.0215557,0.0268208,0.0244963,0.0483048,0.0246299,0.0238015,0.0471773,0,0.0145129,0.0366285,0.0328971,0,0,0.0182096,0,0,0.0207,0.054608,0.050196,0.0225595,0.0394191,0.0436823,0.0430176,0.0317591,0.0560356,0.0450259,0.0196938,0.058336,0.0393905,0.0438051,0.0754924,0.0675056,0.0296577,0.0060969,0.012911,0.0419528,0.0719185,0,0,0,0,0,0,0,0,0
100,0.0605015,0.0348222,0,0,0,0,0,0.0358558,0,0.0364869,0.0525189,0,0,0.0192552,0,0,0.0605914,0.0307061,0.029668,0.0403277,0.0145866,0.0457091,0.0336859,0.0327511,0.035348,0.0324176,0.0266883,0.0307303,0.0341743,0.0217086,0.0269624,0.0240043,0.0483443,0.0246115,0.023836,0.0468991,0,0.0145548,0.0367164,0.0327841,0,0,0.0181432,0,0,0.0206242,0.0542697,0.0502375,0.02284,0.0391185,0.0444672,0.0428998,0.0321924,0.0563956,0.0450904,0.0200983,0.0586052,0.0395333,0.0439814,0.0755742,0.0664693,0.0297189,0.0061046,0.0129812,0.0421899,0.0717422,0,0,0,0,0,0,0,0,0
101,0.060451,0.034788,0,0,0,0,0,0.0362124,0,0.0363818,0.0527189,0,0,0.0193194,0,0,0.0605774,0.030655,0.03031,0.0401018,0.0145555,0.0453569,0.0335813,0.0328071,0.0352785,0.0323723,0.02678,0.0307229,0.0340979,0.0217863,0.0270333,0.0236334,0.0482749,0.0245991,0.023974,0.0469201,0,0.0147508,0.0369464,0.0326216,0,0,0.0180503,0,0,0.0205939,0.0539421,0.0504809,0.0232083,0.0386565,0.0453712,0.0427972,0.0325497,0.0567839,0.0450935,0.0205155,0.0591034,0.0399412,0.0444594,0.0758049,0.0654657,0.0297148,0.00610406,0.0132228,0.04233,0.0715224,0,0,0,0,0,0,0,0,0
102,0.060397,0.0347656,0,0,0,0,0,0.0365988,0,0.0363061,0.0529583,0,0,0.0193417,0,0,0.0605387,0.0306438,0.030871,0.0398526,0.0145987,0.0450164,0.0334828,0.0328035,0.0352168,0.0327267,0.0267337,0.0307424,0.0341442,0.0217954,0.0270544,0.0231836,0.048286,0.0245237,0.0241033,0.0469957,0,0.0150505,0.0372615,0.0324735,0,0,0.018087,0,0,0.0206102,0.0536408,0.0507897,0.0236332,0.0379824,0.0463277,0.0427255,0.0328149,0.0572342,0.0450997,0.0209643,0.0596907,0.0404803,0.0451048,0.076197,0.0645157,0.0296528,0.00611317,0.013502,0.0423075,0.0712224,0,0,0,0,0,0,0,0,0
103,0.0603142,0.0348063,0,0,0,0,0,0.0369544,0,0.0362403,0.0531238,0,0,0.0193329,0,0,0.0605446,0.0307092,0.0317436,0.0396295,0.0147843,0.0448821,0.0333753,0.0328197,0.0351716,0.0333627,0.0266624,0.030868,0.0340682,0.0218516,0.0271745,0.0225143,0.048213,0.0243392,0.024292,0.0469513,0,0.0153545,0.0375768,0.0323418,0,0,0.0182197,0,0,0.0206172,0.0533633,0.051245,0.0240745,0.0370803,0.0470871,0.0427404,0.0331229,0.0577383,0.0451428,0.021404,0.0602283,0.0409928,0.0457024,0.0765213,0.063813,0.0295225,0.00612695,0.0137032,0.0421598,0.0708157,0,0,0,0,0,0,0,0,0
104,0.060191,0.0348879,0,0,0,0,0,0.0373792,0,0.0362,0.0533203,0,0,0.0193095,0,0,0.0606046,0.0308707,0.0325012,0.0395163,0.0149001,0.0447147,0.0332731,0.0328883,0.03509,0.0334653,0.0266128,0.0308855,0.0339289,0.0220141,0.0273179,0.0219762,0.0481104,0.0241096,0.0244952,0.0467916,0,0.0156943,0.0378759,0.0322199,0,0,0.018304,0,0,0.0206731,0.0530935,0.0516767,0.0244496,0.0360894,0.0475536,0.0427687,0.0335611,0.0583473,0.0452757,0.021742,0.0606024,0.0414029,0.0460713,0.0766243,0.0630795,0.0293686,0.00604495,0.0138756,0.0419502,0.0703986,0,0,0,0,0,0,0,0,0
105,0.0600336,0.0349406,0,0,0,0,0,0.0377715,0,0.0362564,0.0537027,0,0,0.0192403,0,0,0.0604791,0.0310059,0.0327716,0.0395461,0.0148465,0.0445219,0.0332303,0.0328629,0.0350478,0.0333269,0.0266122,0.0308009,0.0336798,0.0221162,0.0273528,0.0217209,0.0480897,0.0238124,0.0246533,0.046584,0,0.0159115,0.0382219,0.0321757,0,0,0.0183445,0,0,0.0207479,0.0528214,0.0520139,0.0248013,0.0350044,0.0478323,0.0428032,0.0340378,0.0590107,0.0454736,0.0220674,0.0610549,0.0417173,0.0464808,0.0765301,0.0621848,0.029222,0.00595026,0.0140285,0.0416685,0.0699745,0,0,0,0,0,0,0,0,0
