Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74
136,0.0469915,0.0414603,0,0,0,0,0,0,0.0404955,0,0.0363281,0.0496989,0,0,0.0264345,0,0,0.0644585,0.0374973,0.0270376,0.0308227,0.0172563,0.0444945,0.0269556,0.0293671,0.0279992,0.035321,0.0328637,0.0331919,0.0365444,0.0226986,0.0279276,0.0156994,0.0386419,0.0273019,0.0309376,0.0448965,0,0.0258976,0.0528689,0.0375644,0,0,0.0145465,0,0,0.0185517,0.0500284,0.0498645,0.0395132,0.0232362,0.0541714,0.0367886,0.046916,0.0571426,0.0506242,0.0483441,0.0642679,0.0468643,0.0514299,0.0746312,0.0254817,0.0335022,0.00974433,0.00729195,0.0464807,0.0623072,0,0,0,0,0,0,0,0
137,0.0463048,0.0415892,0,0,0,0,0,0,0.0406512,0,0.0359037,0.0500913,0,0,0.0256798,0,0,0.0638518,0.0377777,0.0273382,0.0307119,0.0169838,0.0437444,0.0257939,0.0293936,0.0285853,0.0353871,0.0326329,0.032741,0.0360939,0.0222117,0.0277091,0.0157553,0.039306,0.0260357,0.0297597,0.0438046,0,0.0263647,0.0543918,0.0380281,0,0,0.0144825,0,0,0.0186042,0.0495059,0.0511742,0.0423445,0.0230746,0.0550324,0.0369844,0.0502246,0.0617405,0,0.050227,0.0606186,0.0437703,0.0487705,0.0722625,0.0244835,0.0336199,0.010067,0.00729432,0.0469542,0.0610437,0,0,0,0,0,0,0,0
138,0.0468972,0.0411294,0,0,0,0,0,0,0.043455,0,0.0368492,0.0507305,0,0,0.0259363,0,0,0.0641331,0.0376258,0.0279389,0.0308076,0.0162632,0.0449835,0.026582,0.0287119,0.0293543,0.0355124,0.0322234,0.0317047,0.0359681,0.0208832,0.0264782,0.0129678,0.0388532,0.0267301,0.0306969,0.0406128,0,0.0237886,0.0524395,0.037872,0,0,0.0154243,0,0,0.0178501,0.0491284,0.0474723,0.0399253,0.0215631,0.0558282,0.0372734,0.0504462,0.0615127,0.0514544,0.0493696,0.0622584,0.045438,0.0509892,0.0748503,0.0251047,0.0333404,0.0103201,0.00754498,0.0461285,0.0622081,0,0,0,0,0,0,0,0
139,0.0466641,0.0411583,0,0,0,0,0,0,0.0437106,0,0.0362143,0.0513048,0,0,0.0256252,0,0,0.064085,0.0375286,0.0280308,0.0306837,0.0157589,0.0446072,0.0266121,0.0282567,0.0296876,0.0356587,0.031959,0.0313544,0.0357163,0.0205975,0.0261927,0.0123255,0.038789,0.0261193,0.0306845,0.0409343,0,0.0226319,0.0523835,0.0380357,0,0,0.0155204,0,0,0.0180724,0.0486578,0.04616,0.0404495,0.0195716,0.056173,0.0377019,0.0510506,0.0636193,0.0516378,0.0489925,0.0629394,0.0459872,0.0516014,0.0752854,0.0263717,0.0332298,0.0104313,0.00779603,0.0461541,0.0620904,0,0,0,0,0,0,0,0
140,0.0464845,0.0411755,0,0,0,0,0,0,0.0440579,0,0.0354481,0.0517057,0,0,0.0254108,0,0,0.0639675,0.0376069,0.0279879,0.0305605,0.0152122,0.0441177,0.0266201,0.0278454,0.0300706,0.0357491,0.0315767,0.0310389,0.035291,0.0203279,0.0258747,0.0116682,0.0387308,0.025637,0.0304974,0.0412316,0,0.0216431,0.0524675,0.0381935,0,0,0.0155014,0,0,0.0182462,0.048447,0.0447164,0.0409678,0.0178465,0.0563332,0.0380329,0.0516619,0.0654999,0.0519374,0.0485906,0.0635034,0.0463554,0.0521643,0.075594,0.0276261,0.0332434,0.0104478,0.00792572,0.0462038,0.0619897,0,0,0,0,0,0,0,0
141,0.0462831,0.041245,0,0,0,0,0,0,0.044414,0,0.0347282,0.0518252,0,0,0.0252555,0,0,0.0637289,0.0378057,0.027858,0.0303873,0.0146878,0.0435199,0.0264957,0.0275602,0.030421,0.035846,0.03117,0.0307864,0.0350834,0.0200581,0.0255076,0.0108623,0.0388449,0.0252625,0.0302424,0.0408507,0,0.0210688,0.0527874,0.0383247,0,0,0.0154102,0,0,0.0182516,0.0484855,0.0428163,0.0413791,0.0167718,0.0563153,0.038257,0.0520944,0.0667923,0.0522434,0.0479711,0.0637178,0.0464438,0.0523419,0.0755433,0.0288065,0.0333474,0.0102405,0.00787618,0.0463261,0.0618664,0,0,0,0,0,0,0,0
142,0.046042,0.0413212,0,0,0,0,0,0,0.0448353,0,0.0339951,0.0516623,0,0,0.0251175,0,0,0.0634854,0.0381135,0.0276817,0.0301131,0.0142104,0.0428818,0.0264818,0.027377,0.0306876,0.0358591,0.0308799,0.0306681,0.0348635,0.0198876,0.0251821,0.0100568,0.0391505,0.0248391,0.029879,0.0399225,0,0.0206558,0.0532134,0.0384393,0,0,0.0153095,0,0,0.0181733,0.048405,0.0407836,0.0415931,0.0165525,0.0560855,0.0383574,0.0519965,0.067328,0.0521536,0.0470555,0.063726,0.0463474,0.0518621,0.0749987,0.0294493,0.033486,0.00999525,0.00776526,0.046443,0.0618918,0,0,0,0,0,0,0,0
143,0.045881,0.0413744,0,0,0,0,0,0,0.0453414,0,0.033222,0.051217,0,0,0.0249231,0,0,0.0632043,0.0385382,0.0274571,0.029706,0.0138189,0.0424066,0.0265624,0.0272557,0.03096,0.0358201,0.03065,0.0304222,0.0349538,0.0197627,0.024896,0.00910019,0.0394641,0.0243517,0.0294888,0.0386227,0,0.0202977,0.0537191,0.038604,0,0,0.0152511,0,0,0.0182203,0.0481646,0.038902,0.0415545,0.0168929,0.0555609,0.0384136,0.0512851,0.0669585,0.051613,0.0460684,0.0634749,0.046108,0.0510161,0.0742223,0.0300326,0.0336434,0.00992104,0.00762295,0.0465242,0.0619594,0,0,0,0,0,0,0,0
144,0.0457429,0.0414031,0,0,0,0,0,0,0.0459528,0,0.0323501,0.0505224,0,0,0.0247038,0,0,0.062985,0.0390838,0.0272345,0.0291594,0.0134059,0.0420377,0.0267569,0.0272225,0.0313221,0.0357706,0.0304096,0.0301148,0.0353036,0.0196426,0.024428,0.00798984,0.0397025,0.023796,0.0290363,0.0374353,0,0.019476,0.0541652,0.0387856,0,0,0.0152474,0,0,0.0183504,0.0477518,0.0371097,0.0413362,0.0174784,0.0548409,0.0385172,0.0502157,0.0661258,0.0509638,0.0451623,0.0629818,0.0456393,0.0501604,0.0735292,0.0303943,0.033745,0.010111,0.00754407,0.0465769,0.0620283,0,0,0,0,0,0,0,0
145,0.0456109,0.0414458,0,0,0,0,0,0,0.0465318,0,0.0312847,0.0496552,0,0,0.0244217,0,0,0.0628559,0.0396184,0.0270943,0.028476,0.013007,0.0416338,0.0269865,0.0272024,0.0317187,0.0356277,0.0301105,0.0298329,0.035365,0.0194376,0.0239658,0.00700516,0.0398155,0.023293,0.0286755,0.0366069,0,0.0185931,0.0545353,0.0389029,0,0,0.0151763,0,0,0.0184658,0.047155,0.0353917,0.0410104,0.0175125,0.0540955,0.0387337,0.0491866,0.0652176,0.0505141,0.044551,0.0625571,0.045041,0.0494992,0.0730764,0.0303123,0.0338142,0.0105025,0.00754925,0.0466724,0.0620802,0,0,0,0,0,0,0,0
146,0.0454712,0.0414973,0,0,0,0,0,0,0.0468253,0,0.0300347,0.0487593,0,0,0.0241508,0,0,0.0626528,0.0401544,0.0269881,0.0276497,0.0126741,0.0413845,0.0272387,0.0271217,0.0321935,0.0355353,0.0297313,0.0297042,0.0352039,0.0192448,0.0232411,0.00635741,0.0399965,0.022759,0.0282114,0.0359911,0,0.0181154,0.0549698,0.0390694,0,0,0.0150749,0,0,0.0185728,0.0464522,0.0338397,0.0406649,0.0171437,0.053562,0.0390529,0.048411,0.0647793,0.0502445,0.0440821,0.0623511,0.0443253,0.0490342,0.0728405,0.0303307,0.0339063,0.0108867,0.00762103,0.0468332,0.0621356,0,0,0,0,0,0,0,0
147,0.0453343,0.0415664,0,0,0,0,0,0,0.0466353,0,0.0288371,0.0478907,0,0,0.0238835,0,0,0.0624348,0.04062,0.0269912,0.0268678,0.0124981,0.0413259,0.0275375,0.0269828,0.0328341,0.0355234,0.0291757,0.0295712,0.0348003,0.0189857,0.0224622,0.0063086,0.0403833,0.0222291,0.0277839,0.0361316,0,0.017972,0.0553414,0.0393275,0,0,0.0149983,0,0,0.018652,0.0457059,0.0332392,0.040332,0.0162252,0.0532429,0.0395028,0.0480097,0.0650129,0.0499231,0.0435507,0.0624709,0.0437428,0.0487768,0.0727368,0.0307145,0.0339609,0.0109911,0.00775319,0.0471354,0.0622496,0,0,0,0,0,0,0,0
148,0.045165,0.0416616,0,0,0,0,0,0,0.0464926,0,0.0276803,0.0470678,0,0,0.0236109,0,0,0.0622058,0.0410937,0.0270943,0.0263756,0.0124402,0.0414103,0.0278122,0.0269022,0.0336682,0.0355685,0.0283867,0.0291935,0.034353,0.0186257,0.02169,0.00711317,0.0407847,0.0217193,0.0273301,0.0370007,0,0.0180282,0.0556092,0.0396612,0,0,0.0149137,0,0,0.0187614,0.0448146,0.0335171,0.0399126,0.0154086,0.0530262,0.040093,0.0478959,0.0655619,0.0493803,0.0430307,0.0627512,0.0435697,0.0486206,0.0725619,0.0311846,0.0340165,0.0109745,0.00795434,0.0474887,0.0624501,0,0,0,0,0,0,0,0
149,0.0449616,0.0417523,0,0,0,0,0,0,0.046555,0,0.0265561,0.046153,0,0,0.0233586,0,0,0.0619546,0.0416656,0.0272048,0.0259918,0.0125336,0.0416846,0.0279653,0.026917,0.0346424,0.0356756,0.0275387,0.0287074,0.0338521,0.0182278,0.0209368,0.00875228,0.0410615,0.0213541,0.0268404,0.0379364,0,0.0182627,0.0556737,0.0400142,0,0,0.0147684,0,0,0.0188725,0.0437105,0.0341154,0.0395906,0.0152056,0.0530299,0.0407716,0.0478825,0.0659073,0.0485605,0.0424176,0.0630107,0.0437691,0.048463,0.0722359,0.0311897,0.0340321,0.0108896,0.00824494,0.0477394,0.0627389,0,0,0,0,0,0,0,0
150,0.0447595,0.0418244,0,0,0,0,0,0,0.0465928,0,0.025654,0.0448965,0,0,0.0231986,0,0,0.0617567,0.0423917,0.0274005,0.0256664,0.0127288,0.0421858,0.0279836,0.0271607,0.0356892,0.0359359,0.0266564,0.0282447,0.0332949,0.017868,0.0201582,0.0112505,0.0411443,0.0210673,0.0264521,0.0386906,0,0.0186197,0.05565,0.0404047,0,0,0.0148261,0,0,0.0190564,0.0425393,0.0347273,0.0393459,0.0155177,0.0530415,0.0414803,0.0477563,0.0657435,0.0476648,0.0418855,0.0631253,0.0440766,0.0484237,0.0717777,0.0305795,0.0339647,0.0107049,0.00856362,0.0478541,0.0630212,0,0,0,0,0,0,0,0
151,0.0445972,0.0419074,0,0,0,0,0,0,0.0463664,0,0.0246653,0.0435458,0,0,0.0232063,0,0,0.0617536,0.0430959,0.0275785,0.024784,0.0128239,0.0428955,0.0280133,0.0275414,0.0367199,0.0363253,0.0256997,0.0279201,0.0328141,0.0174324,0.0189398,0.0148408,0.0411699,0.0207667,0.0262115,0.0392102,0,0.0188066,0.0554655,0.0408359,0,0,0.0149702,0,0,0.0193141,0.0415895,0.0354073,0.0390966,0.0159918,0.0527314,0.0421964,0.0474973,0.065231,0.0469673,0.0413154,0.0629681,0.0440826,0.0483647,0.0712971,0.0296669,0.0337304,0.0104091,0.00897277,0.0478903,0.0632484,0,0,0,0,0,0,0,0
152,0.0444974,0.0420258,0,0,0,0,0,0,0.0456431,0,0.0234628,0.0421418,0,0,0.0232903,0,0,0.0618811,0.0438695,0.0278642,0.0237523,0.0127497,0.0437101,0.0281828,0.0278739,0.0378557,0.0368482,0.0252221,0.0276479,0.0324249,0.0168068,0.0173811,0.0192153,0.0411068,0.0206983,0.0262518,0.039792,0,0.0187812,0.0550391,0.0412379,0,0,0.0151602,0,0,0.0196735,0.0409661,0.0357154,0.0392352,0.0162708,0.0523063,0.0428506,0.0471877,0.0647139,0.0464968,0.0403117,0.0624343,0.0437632,0.0481708,0.0709541,0.0288246,0.0333663,0.0102757,0.00945248,0.0478751,0.0634408,0,0,0,0,0,0,0,0
153,0.0444468,0.0421588,0,0,0,0,0,0,0.044684,0,0.0225383,0.040888,0,0,0.0235071,0,0,0.0621576,0.0446736,0.0281793,0.0228245,0.0124597,0.0445884,0.0285254,0.0276781,0.0392709,0.0375376,0.0246725,0.0272957,0.0321074,0.0161912,0.015713,0.0240288,0.0407831,0.0207912,0.0266511,0.0401045,0,0.0187099,0.0545558,0.041534,0,0,0.01548,0,0,0.0200595,0.0406279,0.0355655,0.0398187,0.0163179,0.0520108,0.043445,0.0469714,0.0641885,0.0462899,0.0387466,0.0620335,0.0434587,0.0479495,0.0708973,0.0282713,0.0330771,0.0100804,0.00990209,0.0478891,0.0635603,0,0,0,0,0,0,0,0
154,0.0444485,0.0422546,0,0,0,0,0,0,0.043683,0,0.0220427,0.0398115,0,0,0.0238932,0,0,0.062589,0.0456486,0.0284797,0.0220178,0.0120493,0.0454536,0.0289763,0.027425,0.0406581,0.0384158,0.0239339,0.0268677,0.0316398,0.0157456,0.0144275,0.0288906,0.0404062,0.0209435,0.0272005,0.0401352,0,0.0185972,0.0543213,0.0417081,0,0,0.0158388,0,0,0.020412,0.0403192,0.0351361,0.0404608,0.0162509,0.051925,0.0439457,0.0467002,0.0636176,0.0463119,0.0376969,0.0618336,0.043327,0.0477848,0.0708831,0.0280387,0.0329523,0.00981134,0.0103048,0.0478853,0.063655,0,0,0,0,0,0,0,0
155,0.0445099,0.0422742,0,0,0,0,0,0,0.0426814,0,0.0216491,0.0388547,0,0,0.0243512,0,0,0.0631052,0.0466963,0.0288301,0.021327,0.0118268,0.0464202,0.0294389,0.0274902,0.0419228,0.0394004,0.0230441,0.0265901,0.0311574,0.0155838,0.0135855,0.033985,0.0399834,0.0211571,0.0278484,0.0399798,0,0.0182427,0.0543536,0.0417537,0,0,0.0163674,0,0,0.0205448,0.0398715,0.0345785,0.0411043,0.0162622,0.0519981,0.0445169,0.0463371,0.0631376,0.0465213,0.0372245,0.0617738,0.0433176,0.0477228,0.0709045,0.027931,0.0325022,0.00948773,0.0107964,0.0477265,0.063782,0,0,0,0,0,0,0,0
156,0.0445544,0.0422872,0,0,0,0,0,0,0.0421074,0,0.0216785,0.0380227,0,0,0.0248091,0,0,0.063643,0.0476682,0.0293332,0.0206747,0.0117692,0.0473043,0.0299126,0.0275511,0.0430614,0.0407501,0.0220151,0.0266892,0.0310934,0.0158801,0.0132861,0.0397366,0.0394263,0.021436,0.0285001,0.0398114,0,0.0177415,0.0545637,0.0417619,0,0,0.0168642,0,0,0.0206801,0.0392902,0.0340334,0.0417123,0.016127,0.0522273,0.0450039,0.0459734,0.0628651,0.0466612,0.0367653,0.0616535,0.0433099,0.0476661,0.0710131,0.0278431,0.0320405,0.00903709,0.0113425,0.0474752,0.0640473,0,0,0,0,0,0,0,0
157,0.0446654,0.0422565,0,0,0,0,0,0,0.0417842,0,0.0220923,0.0374031,0,0,0.0252121,0,0,0.0640405,0.0483858,0.0301557,0.0201111,0.0118046,0.0480367,0.0304338,0.0274255,0.0440363,0.0421493,0.0211849,0.0269638,0.0317508,0.0164756,0.0134559,0.0458987,0.0388415,0.021609,0.0290614,0.0396691,0,0.0174397,0.0549306,0.0417127,0,0,0.0173211,0,0,0.0208819,0.0386676,0.0337894,0.0422375,0.0157917,0.0526913,0.0454562,0.0456388,0.0627352,0.0465915,0.0362075,0.0614729,0.0431722,0.0475468,0.0709511,0.0279208,0.0316384,0.00862344,0.0118338,0.047126,0.0643022,0,0,0,0,0,0,0,0
158,0.0447746,0.0421658,0,0,0,0,0,0,0.0412548,0,0.0226006,0.0368799,0,0,0.0255549,0,0,0.0642305,0.0487739,0.0316193,0.0196856,0.0120075,0.0490292,0.0308451,0.0271566,0.0447492,0.0433926,0.0206924,0.027736,0.0323591,0.017206,0.0136082,0.0528289,0.0382917,0.0216488,0.0295508,0.0394099,0,0.0173456,0.055442,0.0416708,0,0,0.0177722,0,0,0.0210809,0.0381542,0.0338893,0.0425623,0.0154309,0.0530948,0.0458815,0.0453659,0.0627544,0.0464651,0.0357764,0.0612397,0.0429387,0.0473556,0.0708244,0.0281012,0.0312787,0.00842541,0.0122554,0.0468786,0.0646483,0,0,0,0,0,0,0,0
159,0.0448588,0.042053,0,0,0,0,0,0,0.0400895,0,0.0234131,0.0363799,0,0,0.0258554,0,0,0.0643164,0.0489109,0.0340356,0.019411,0.0122585,0.0501776,0.0310658,0.026868,0.0452319,0.0443271,0.0203948,0.0285544,0.0330077,0.0179528,0.0137978,0.0605924,0.0379613,0.0216571,0.0301078,0.0391188,0,0.0175493,0.0559571,0.0417098,0,0,0.0182641,0,0,0.0212111,0.0378101,0.0343209,0.0425841,0.0151769,0.0534182,0.0462642,0.0451572,0.0628428,0.046323,0.0355481,0.060985,0.0426628,0.0471311,0.0705447,0.0283019,0.0309646,0.00820029,0.0126182,0.0467055,0.0650185,0,0,0,0,0,0,0,0
160,0.0449116,0.0419809,0,0,0,0,0,0,0.038505,0,0.024979,0.035876,0,0,0.0261088,0,0,0.0643842,0.0488391,0.0371329,0.019197,0.0123098,0.0512683,0.0311743,0.0267874,0.0454946,0.0448955,0.019977,0.0293543,0.0336909,0.0189772,0.0143466,0.0684222,0.0376514,0.0216577,0.0305565,0.0389358,0,0.0179912,0.0564393,0.0417916,0,0,0.0186499,0,0,0.0213026,0.037646,0.0350245,0.0423656,0.0150592,0.0535559,0.0465769,0.0450423,0.0630374,0.0461937,0.0355191,0.0607372,0.0424664,0.0469333,0.0703813,0.0284519,0.0306878,0.0079157,0.0128696,0.0464704,0.065322,0,0,0,0,0,0,0,0
161,0.0444736,0.0420654,0,0,0,0,0,0,0.0369519,0,0.027114,0.0348617,0,0,0.0260076,0,0,0.0637914,0.0496272,0.0399273,0.0185303,0.0121769,0.0515102,0.0305219,0.0272265,0.0459057,0.0455564,0.019893,0.0302515,0.0340779,0.0202768,0.0154035,0.074849,0.0380409,0.0209546,0.0300327,0.0383127,0,0.0192839,0.0593977,0.0419206,0,0,0.018621,0,0,0.021265,0.0374163,0.0370585,0.0452061,0.0142043,0.0538041,0.046667,0.04711,0.0660458,0,0.0378092,0.0576095,0.0394523,0.0446535,0.0681956,0.026932,0.0307883,0.0080508,0.0127805,0.0465187,0.0647518,0,0,0,0,0,0,0,0
162,0.044586,0.0420772,0,0,0,0,0,0,0.0360941,0,0.0282278,0.0343313,0,0,0.0259872,0,0,0.0636889,0.0495183,0.0410154,0.0185873,0.0125018,0.0520166,0.0305898,0.0271103,0.04592,0.0459962,0.0199465,0.0312143,0.0343551,0.0217849,0.0172117,0.0787056,0.0378866,0.0208292,0.0302031,0.0383199,0,0.0199145,0.0597802,0.0419163,0,0,0.0185897,0,0,0.0212333,0.0375439,0.0378378,0.0449005,0.0145187,0.0534167,0.0466037,0.0471027,0.0660981,0,0.0385434,0.0574714,0.0393998,0.0445797,0.0676381,0.0270961,0.0308068,0.00818788,0.0127055,0.046327,0.0650105,0,0,0,0,0,0,0,0
163,0.0447585,0.0421017,0,0,0,0,0,0,0.0367289,0,0.0280613,0.0338932,0,0,0.0258264,0,0,0.063462,0.0493828,0.0405747,0.018789,0.0126027,0.0520279,0.0305938,0.0268041,0.0459258,0.0464983,0.0203201,0.031935,0.0346679,0.0230297,0.0189345,0.0789653,0.0378664,0.0206889,0.0302111,0.0384902,0,0.0203727,0.0601434,0.0418795,0,0,0.0183779,0,0,0.0211137,0.0377181,0.0384463,0.0444764,0.0149436,0.053035,0.046326,0.0470902,0.066011,0,0.0394951,0.0574062,0.0394602,0.0444887,0.0674032,0.0269469,0.0309569,0.00838057,0.0124533,0.046366,0.0651631,0,0,0,0,0,0,0,0
164,0.0453809,0.0420025,0,0,0,0,0,0,0.0376267,0,0.0276763,0.0340364,0,0,0.0259569,0,0,0.0639726,0.0483869,0.0396111,0.0196114,0.0125865,0.0523015,0.031466,0.0259312,0.0456816,0.046749,0.020861,0.0326828,0.0351428,0.0241218,0.0205494,0.0776839,0.037261,0.0211197,0.0309133,0.0392379,0,0.0197863,0.0580431,0.0417351,0,0,0.0182876,0,0,0.0211189,0.0381669,0.0377945,0.0410516,0.0159501,0.0523684,0.0459843,0.0448259,0.0629172,0.047001,0.037969,0.0603556,0.0425607,0.0466726,0.0694857,0.0283878,0.0309856,0.00850231,0.0122799,0.0462718,0.0661882,0,0,0,0,0,0,0,0
165,0.0454917,0.0419935,0,0,0,0,0,0,0.0377233,0,0.0276695,0.0339523,0,0,0.0257662,0,0,0.0638635,0.0482845,0.0387294,0.019807,0.0122772,0.0518597,0.0315028,0.0255371,0.0458733,0.0471454,0.0214864,0.0331689,0.0354926,0.0248705,0.0214938,0.0754927,0.0373642,0.0209759,0.0306645,0.0394952,0,0.0199848,0.0584376,0.0417177,0,0,0.0178749,0,0,0.0210593,0.0383999,0.0382469,0.0405176,0.0163529,0.0519052,0.0454959,0.0448156,0.0625367,0.0471283,0.038241,0.0602155,0.0426998,0.0466835,0.0693896,0.0280675,0.0314068,0.00875023,0.0119392,0.0465934,0.0664307,0,0,0,0,0,0,0,0
166,0.0456331,0.0419859,0,0,0,0,0,0,0.0372719,0,0.027741,0.0339229,0,0,0.0255553,0,0,0.0636555,0.048192,0.0376896,0.0199036,0.0121198,0.0515548,0.0313508,0.0253817,0.0455546,0.0472924,0.0219655,0.0335085,0.0357858,0.0253988,0.021863,0.0726557,0.0376588,0.0208858,0.0306572,0.0396634,0,0.0200127,0.0588091,0.0417051,0,0,0.0175572,0,0,0.0208785,0.0388007,0.0390347,0.0399206,0.0167025,0.0513656,0.0450023,0.0449518,0.0620928,0.0472685,0.0384149,0.0602292,0.0429063,0.0467857,0.0691936,0.0276371,0.0317486,0.00898334,0.0116324,0.0467498,0.0666686,0,0,0,0,0,0,0,0
167,0.0452756,0.0421364,0,0,0,0,0,0,0.0366461,0,0.0277848,0.0336763,0,0,0.0249987,0,0,0.0628705,0.0489093,0.0364983,0.0193351,0.0120399,0.0507351,0.0300859,0.0257814,0.0450852,0.0475635,0.022224,0.0335528,0.0355674,0.0254984,0.0216724,0.0690268,0.0387494,0.0205254,0.0299528,0.0391967,0,0.0210038,0.0616601,0.0417533,0,0,0.016908,0,0,0.0207524,0.0393588,0.0407572,0.0424538,0.0169577,0.0511988,0.0444137,0.0474926,0.0645644,0,0.0407701,0.0570099,0.0399922,0.0445667,0.0670981,0.0255903,0.0324261,0.00932214,0.0112364,0.0471113,0.0659901,0,0,0,0,0,0,0,0
168,0.0458175,0.0420971,0,0,0,0,0,0,0.0361666,0,0.0277667,0.0339861,0,0,0.0251315,0,0,0.0632493,0.0478928,0.035384,0.0200129,0.0122691,0.0513334,0.0305234,0.025476,0.0446129,0.0472226,0.0223041,0.0335641,0.0352998,0.0257182,0.0217955,0.0656502,0.0384742,0.0210103,0.0303717,0.0399698,0,0.0201332,0.0594719,0.0417073,0,0,0.0168863,0,0,0.02065,0.0400883,0.0396727,0.0391897,0.0171146,0.0505097,0.0440611,0.0449043,0.061456,0.0463061,0.0384798,0.0600976,0.0430004,0.046931,0.0690913,0.0264847,0.0325421,0.00939547,0.0111025,0.0466732,0.0668942,0,0,0,0,0,0,0,0
169,0.0458262,0.0420921,0,0,0,0,0,0,0.0359003,0,0.0277613,0.0339804,0,0,0.0251083,0,0,0.0629671,0.0475619,0.0344206,0.0200411,0.011981,0.0514463,0.0300448,0.025509,0.0448515,0.047139,0.0225311,0.0332384,0.0350147,0.0257017,0.0217083,0.0617398,0.0386872,0.020966,0.0296052,0.0405537,0,0.0204338,0.059658,0.0417418,0,0,0.0166286,0,0,0.0205417,0.0404132,0.0396789,0.0385942,0.0173438,0.0500636,0.0436178,0.0444694,0.0609504,0.0460036,0.0381128,0.0600799,0.0430063,0.0469785,0.0691118,0.0258918,0.0329161,0.00947124,0.0109555,0.0465783,0.0668726,0,0,0,0,0,0,0,0
170,0.0453869,0.0420737,0,0,0,0,0,0,0.036236,0,0.0276567,0.0338871,0,0,0.024817,0,0,0.0622568,0.0480423,0.0333557,0.0194504,0.0118736,0.0511245,0.0286587,0.026179,0.0445815,0.0473023,0.0228299,0.0329414,0.0348405,0.0257463,0.0216289,0.0574891,0.0396073,0.0206215,0.0283027,0.0401941,0,0.0217579,0.0624397,0.041801,0,0,0.0161154,0,0,0.0204316,0.0407186,0.0414434,0.0408044,0.0181858,0.0499386,0.043159,0.0465343,0.0628039,0,0.0397189,0.0568234,0.0401257,0.0446761,0.067066,0.0242538,0.0334169,0.00966859,0.0107804,0.0467839,0.0660604,0,0,0,0,0,0,0,0
171,0.0458354,0.0418623,0,0,0,0,0,0,0.0369805,0,0.0272916,0.0345188,0,0,0.0248904,0,0,0.0626699,0.0471112,0.0326611,0.0201447,0.0121649,0.0520446,0.0290391,0.0268077,0.0439066,0.0468186,0.0232733,0.0331757,0.0348967,0.0260168,0.0220414,0.0540426,0.0394449,0.0210555,0.0288698,0.0410673,0,0.0211227,0.0601173,0.0416615,0,0,0.0160969,0,0,0.0203187,0.0412206,0.040132,0.0374567,0.0180514,0.0494466,0.0428562,0.0444884,0.0595074,0.0461651,0.0373094,0.0598167,0.0431709,0.0470949,0.0690603,0.0248854,0.0333449,0.00969396,0.0107395,0.0464106,0.0668707,0,0,0,0,0,0,0,0
172,0.0457958,0.0417425,0,0,0,0,0,0,0.0376917,0,0.0270299,0.0351135,0,0,0.0247332,0,0,0.0623839,0.0468898,0.0324581,0.0203259,0.0119906,0.0524641,0.0286871,0.0277858,0.0437157,0.0462558,0.0237345,0.0332117,0.0347881,0.0262842,0.0224045,0.0509405,0.0398324,0.0209223,0.0285925,0.0418517,0,0.0214069,0.0603878,0.0415952,0,0,0.0158476,0,0,0.0201436,0.0415387,0.0403919,0.0367408,0.0183389,0.0491096,0.0424923,0.0443058,0.0588348,0.0460911,0.0367063,0.0598112,0.0433309,0.0472054,0.0690533,0.0245768,0.0335567,0.0098771,0.0106031,0.0464675,0.066622,0,0,0,0,0,0,0,0
173,0.0457736,0.0416315,0,0,0,0,0,0,0.0382914,0,0.026918,0.0356661,0,0,0.0245176,0,0,0.0620766,0.0467089,0.0325021,0.0204795,0.0119296,0.0529145,0.0283421,0.0285823,0.0436584,0.0456607,0.0238764,0.0332046,0.0346892,0.0267154,0.0229289,0.0487789,0.040172,0.0208535,0.0283552,0.042286,0,0.0216111,0.0610413,0.0415628,0,0,0.0156931,0,0,0.0200566,0.0418641,0.0406248,0.0361371,0.0186644,0.0486769,0.0421843,0.0442379,0.0578769,0.0459406,0.0360788,0.0596528,0.0433226,0.0472262,0.0689738,0.0242867,0.0337195,0.0100423,0.0105283,0.0465725,0.0663585,0,0,0,0,0,0,0,0
