Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTHII,RTOE,IMUR_M
76,0.047549,0.0385388,0,0,0,0,0,0.0519324,0,0.0232032,0.0387902,0,0,0.0313953,0,0,0.0644897,0.0456597,0.0299086,0.020108,0.0135895,0.0505556,0.0358997,0.0370661,0.0485877,0.039157,0.0279608,0.0362117,0.0376518,0.0309842,0.0295326,0.0272348,0.0323679,0.017296,0.0300358,0.0461554,0,0.023271,0.0623314,0.0412745,0,0,0.0119313,0,0,0.0169207,0.0482292,0.0359373,0.029763,0.01816,0.0438576,0.0415648,0.0398497,0.0534178,0.0297328,0.0583931,0.0422853,0.0467804,0.0702183,0.0339424,0.012194,0.00921516,0.0454124,0.0679236,0,0,0,0,0,0,0,0,0.0474111,0.0209598,0
77,0.047399,0.0384382,0,0,0,0,0,0.0545988,0,0.0241869,0.0410858,0,0,0.0306932,0,0,0.0640849,0.0459002,0.0315827,0.0228829,0.0114732,0.0504973,0.0352779,0.0368246,0.0493235,0,0.0285551,0.0347063,0.0363118,0.0298656,0.0292206,0.0243297,0.0330388,0.0172987,0.0296365,0.0461925,0,0.0235008,0.062806,0.0406957,0,0,0.0114803,0,0,0.0167067,0.0489747,0.0363794,0.028798,0.0183952,0.0430043,0.0407269,0.0398734,0.0532849,0.0300306,0.0582358,0.0422001,0.0467044,0.0700724,0.0345516,0.0127569,0.00864227,0.0458745,0.0670513,0,0,0,0,0,0,0,0,0.0474817,0.0211314,0
78,0.0472963,0.0383952,0,0,0,0,0,0.0569361,0,0.0243427,0.0420436,0,0,0.0302825,0,0,0.0638169,0.0460291,0.0314415,0.0234353,0.0103233,0.0501688,0.0347714,0.0375897,0.0494031,0,0.0297808,0.0349242,0.0366543,0.0297298,0.0296138,0.0207972,0.0333525,0.0173159,0.0294671,0.0462322,0,0.0237617,0.062651,0.0406412,0,0,0.0113554,0,0,0.0168171,0.0496821,0.0364666,0.028322,0.0185997,0.0428985,0.0406484,0.0401297,0.0529656,0.0301824,0.058297,0.042077,0.0468907,0.0702072,0.0347093,0.0128249,0.00853403,0.0460581,0.0669204,0,0,0,0,0,0,0,0,0.0472716,0.0213792,0
79,0.0472879,0.038414,0,0,0,0,0,0.059467,0,0.0233745,0.0416772,0,0,0.030218,0,0,0.0637281,0.0459217,0.0304404,0.0217435,0.0115747,0.0495899,0.0344728,0.0396028,0.0489534,0.0388638,0.0315673,0.0366839,0.0386253,0.030745,0.0307418,0.0167542,0.0333396,0.0173934,0.0294965,0.0472248,0,0.0242465,0.061769,0.0411479,0,0,0.0114914,0,0,0.0170397,0.0504196,0.0362252,0.0284334,0.0187547,0.0435598,0.0414109,0.0402153,0.0524631,0.0302811,0.0584002,0.0420559,0.0469819,0.0701801,0.0343726,0.0124957,0.00895854,0.0459265,0.0675577,0,0,0,0,0,0,0,0,0.0467774,0.0219796,0
80,0.0472318,0.0384298,0,0,0,0,0,0.0624836,0,0.0237254,0.0424264,0,0,0.0299863,0,0,0.0636755,0.0458029,0.031294,0.022449,0.0119794,0.0492553,0.0340377,0.0407897,0.0490162,0.0386339,0.0326882,0.0370204,0.0390638,0.0309163,0.0315818,0.0144243,0.0335578,0.0173712,0.0294631,0.0477193,0,0.024751,0.0612783,0.0411973,0,0,0.0113827,0,0,0.0170791,0.0511286,0.0361723,0.0282104,0.0189999,0.0434261,0.041438,0.0402865,0.0521564,0.0305647,0.0584707,0.0420853,0.046765,0.0701441,0.0344026,0.0125999,0.00906801,0.0459448,0.0673671,0,0,0,0,0,0,0,0,0.046529,0.022253,0
81,0.0471511,0.0384315,0,0,0,0,0,0.0650306,0,0.0246667,0.0429766,0,0,0.0297782,0,0,0.0636138,0.0457152,0.0312802,0.0231476,0.0121119,0.0489875,0.0336815,0.041244,0.0483752,0.0386992,0.0338938,0.0376892,0.0396248,0.031437,0.0325703,0.013904,0.0337761,0.017333,0.0293582,0.0480502,0,0.0252349,0.060855,0.041239,0,0,0.0112964,0,0,0.0171669,0.0518131,0.0361302,0.0280691,0.0193004,0.0433115,0.0414706,0.0403328,0.0517576,0.0308773,0.0585673,0.0421998,0.0467602,0.0701435,0.0344654,0.0126558,0.00912748,0.0459427,0.0671411,0,0,0,0,0,0,0,0,0.0462677,0.0225116,0
82,0.0470551,0.0384415,0,0,0,0,0,0.0671725,0,0.0252778,0.0435375,0,0,0.0295627,0,0,0.063463,0.0455638,0.0311794,0.0239785,0.0117221,0.0487256,0.0333668,0.0413571,0.0471671,0.0390604,0.034967,0.038574,0.0403324,0.0322538,0.033403,0.0144853,0.0340266,0.0173353,0.0291259,0.048417,0,0.0256279,0.0604939,0.041306,0,0,0.011167,0,0,0.0172216,0.0524653,0.03621,0.0279704,0.019503,0.043149,0.0414306,0.0404097,0.0513439,0.0312198,0.058643,0.0423306,0.0470097,0.0701711,0.0345184,0.0126848,0.00919324,0.0459323,0.0669241,0,0,0,0,0,0,0,0,0.0460302,0.0228246,0
83,0.0469565,0.0384493,0,0,0,0,0,0.0693158,0,0.0258986,0.0439771,0,0,0.0293208,0,0,0.063227,0.0453307,0.0313343,0.0250461,0.013039,0.0483516,0.0329831,0.0413667,0.046394,0.0396566,0.0356202,0.0393692,0.040967,0.0330491,0.034033,0.0151567,0.0343082,0.0172734,0.0289148,0.0487994,0,0.0259649,0.0601555,0.041374,0,0,0.0110551,0,0,0.0172935,0.0531437,0.0364099,0.0278322,0.0198173,0.0429648,0.0414368,0.0405284,0.0509112,0.0315822,0.058851,0.0424973,0.0471499,0.0702722,0.0346173,0.0127116,0.00920044,0.0459358,0.0667297,0,0,0,0,0,0,0,0,0.0457491,0.0230995,0
84,0.0468742,0.0383822,0,0,0,0,0,0.0694404,0,0.0267234,0.0443304,0,0,0.0289851,0,0,0.0629627,0.0449731,0.0316816,0.0263153,0.0160564,0.047959,0.0325834,0.041062,0.0454288,0.0404723,0.0357149,0.0399422,0.041489,0.0336737,0.0342766,0.0153308,0.0346474,0.0171549,0.0285794,0.049436,0,0.0263583,0.0598485,0.0414058,0,0,0.0108885,0,0,0.0173722,0.053807,0.0367832,0.0276534,0.0200981,0.0427729,0.0413993,0.0407477,0.050605,0.0319045,0.0590366,0.0427117,0.0470864,0.0704057,0.0347691,0.0128981,0.00909539,0.0459723,0.0665641,0,0,0,0,0,0,0,0,0.0454897,0.0235133,0
85,0.0468699,0.0382876,0,0,0,0,0,0.067681,0,0.0273385,0.0447654,0,0,0.0286114,0,0,0.062742,0.0444588,0.0325017,0.0274232,0.0188134,0.0476208,0.0322137,0.0409174,0.0441891,0.0413947,0.0353747,0.0403729,0.0419531,0.0341794,0.0342037,0.0156337,0.0350157,0.0169643,0.0283964,0.0503309,0,0.0268268,0.0597196,0.0413841,0,0,0.0106829,0,0,0.0173698,0.0544298,0.0369763,0.0275089,0.0203103,0.0425811,0.0412986,0.0410832,0.0504292,0.0321382,0.0591546,0.0428926,0.0470983,0.0703666,0.0349133,0.0131534,0.00892869,0.0459216,0.0664414,0,0,0,0,0,0,0,0,0.0452703,0.0240588,0
86,0.0468865,0.0382194,0,0,0,0,0,0.0649817,0,0.0284643,0.0451301,0,0,0.0282909,0,0,0.0626451,0.0438399,0.0339043,0.0282592,0.0208396,0.0472082,0.0320064,0.0409267,0.043316,0.0422074,0.0347911,0.0408209,0.0423172,0.0345905,0.0340903,0.0162761,0.0352841,0.0167804,0.0284736,0.0512513,0,0.0272532,0.0597221,0.0413649,0,0,0.0106094,0,0,0.0172903,0.0549993,0.037265,0.0273646,0.0204994,0.0422004,0.0411663,0.0415216,0.0502253,0.0323868,0.0592611,0.0430273,0.0472804,0.0702803,0.0350175,0.0132371,0.00874781,0.0458603,0.0663257,0,0,0,0,0,0,0,0,0.0450632,0.0245437,0
87,0.0468939,0.0381618,0,0,0,0,0,0.0633241,0,0.0291596,0.0454261,0,0,0.0280644,0,0,0.0626077,0.043272,0.0352062,0.0288353,0.0226551,0.0468163,0.0319545,0.0408221,0.042333,0.0426561,0.034249,0.041104,0.0425289,0.0341864,0.0334023,0.0196509,0.0354024,0.0167355,0.0285017,0.0518216,0,0.027463,0.059759,0.0413667,0,0,0.010592,0,0,0.0171376,0.0554532,0.0375865,0.0272268,0.0206431,0.041423,0.0410836,0.0416514,0.05003,0.032618,0.0593942,0.043203,0.0476701,0.070112,0.0350773,0.0131749,0.00862752,0.0457557,0.0663294,0,0,0,0,0,0,0,0,0.0448761,0.0248585,0
88,0.0468764,0.0390389,0,0,0,0,0,0.0604514,0,0.0272408,0.0454932,0,0,0.0278318,0,0,0.0635477,0.0435296,0.0352519,0.0300668,0.0199261,0.0454945,0.0316866,0.0386608,0.0413387,0.0444051,0.0352951,0.0430072,0.0446674,0.0362388,0.0362128,0.0251149,0.0351852,0.0163082,0.0280404,0.0467382,0,0.0239274,0.0598287,0.0410172,0,0,0.0101489,0,0,0.0178776,0.0555502,0.0359399,0.0269913,0.0217033,0.0393965,0.0414114,0.0414971,0.048862,0.0325811,0.0615546,0.0463996,0.0504297,0.0718133,0.0350957,0.0125388,0.00860024,0.0467574,0.0659665,0,0,0,0,0,0,0,0,0.0438377,0.0206647,0
89,0.0471659,0.0389606,0,0,0,0,0,0.0602029,0,0.0271975,0.0454784,0,0,0.0276707,0,0,0.0639075,0.0437672,0.0362939,0.0307119,0.0188701,0.045207,0.0318864,0.0371736,0.0407497,0.0452901,0.0362585,0.0440395,0.0460863,0.0368822,0.0371949,0.028212,0.0350535,0.0166542,0.0279482,0.0460651,0,0.0241204,0.0598342,0.0406583,0,0,0.0103276,0,0,0.017691,0.055658,0.0360898,0.026572,0.0215213,0.0386171,0.041425,0.0413214,0.0486942,0.0323493,0.0618245,0.046707,0.0504651,0.0721236,0.0349743,0.0124611,0.00879683,0.0468924,0.0659481,0,0,0,0,0,0,0,0,0.0435821,0.0201942,0
90,0.0472311,0.0389985,0,0,0,0,0,0.0591154,0,0.0269064,0.0454451,0,0,0.0275878,0,0,0.0641321,0.043975,0.0367573,0.0314,0.0183309,0.045044,0.0319247,0.0364308,0.04054,0.0456489,0.0366718,0.0442712,0.0467584,0.0367819,0.0372463,0.0299656,0.0350576,0.0165097,0.0280739,0.0458457,0,0.0242342,0.0600613,0.0402742,0,0,0.0102637,0,0,0.0176692,0.0556204,0.0362436,0.0263343,0.0213676,0.0380537,0.0412389,0.0414571,0.048834,0.0322215,0.0617972,0.0467276,0.0504155,0.0721416,0.0350466,0.0125714,0.00860773,0.0471574,0.0657006,0,0,0,0,0,0,0,0,0.0436158,0.019952,0
91,0.0472399,0.0389307,0,0,0,0,0,0.0572569,0,0.0268269,0.0454551,0,0,0.0275266,0,0,0.0641766,0.0440392,0.036515,0.0316772,0.0176783,0.0450005,0.0320557,0.036102,0.0408848,0.0453438,0.0366218,0.0441056,0.0469724,0.0363787,0.0368264,0.0310735,0.0350596,0.0162979,0.0281663,0.0459989,0,0.024098,0.0605647,0.0399402,0,0,0.0102806,0,0,0.0177297,0.0554661,0.0364821,0.0261936,0.0212088,0.0379413,0.0409194,0.0413274,0.0488499,0.032088,0.0618396,0.0468536,0.0504535,0.0720472,0.0352024,0.0127351,0.0083444,0.0472611,0.0655288,0,0,0,0,0,0,0,0,0.04358,0.0198709,0
92,0.0472946,0.0387374,0,0,0,0,0,0.0545692,0,0.0275395,0.0455238,0,0,0.0274963,0,0,0.0641285,0.0440594,0.0359178,0.031591,0.0171196,0.0451138,0.0321655,0.0363993,0.0407142,0.0441402,0.0360112,0.0434638,0.0462153,0.0357146,0.0361442,0.0312682,0.035047,0.0162147,0.0282105,0.0462387,0,0.0238,0.0610919,0.0397739,0,0,0.0102379,0,0,0.0177027,0.0553626,0.0366909,0.0260252,0.021131,0.0379226,0.0405722,0.0410965,0.0489545,0.0320423,0.0619239,0.0469332,0.0504673,0.0719027,0.0353447,0.0129662,0.00810629,0.0472281,0.065537,0,0,0,0,0,0,0,0,0.0435917,0.0200295,0
93,0.0473683,0.0384422,0,0,0,0,0,0.0514243,0,0.0297205,0.045508,0,0,0.0275237,0,0,0.0640003,0.0438921,0.0354683,0.0311575,0.0183163,0.0453846,0.0322616,0.0375394,0.0411625,0.0423312,0.0351211,0.0426109,0.0450979,0.0351309,0.0355804,0.0308482,0.0350691,0.0164458,0.0281197,0.0465496,0,0.0234595,0.0615653,0.0397691,0,0,0.0101603,0,0,0.0175002,0.0554111,0.036914,0.0257684,0.0210592,0.038051,0.0402861,0.0408355,0.0490376,0.0319629,0.0619286,0.046989,0.0503657,0.0714891,0.0354063,0.0132716,0.00794153,0.0469806,0.0657838,0,0,0,0,0,0,0,0,0.0436365,0.0200652,0
94,0.0472594,0.0383916,0,0,0,0,0,0.0483747,0,0.0321649,0.0457123,0,0,0.0276719,0,0,0.0638738,0.0435916,0.0349481,0.0308958,0.0198461,0.0455289,0.0324167,0.0393254,0.0431931,0.0406737,0.0340088,0.0414819,0.0435291,0.0343363,0.0347839,0.0303907,0.0350935,0.0167579,0.0279808,0.04709,0,0.0231723,0.0619647,0.039945,0,0,0.00996917,0,0,0.0174879,0.0556007,0.0371853,0.0256405,0.0209569,0.0380987,0.0400532,0.0408726,0.0492528,0.0319637,0.0616271,0.0469091,0.0499883,0.0710368,0.0356468,0.013486,0.00755307,0.0468829,0.0657999,0,0,0,0,0,0,0,0,0.0438219,0.0199812,0
95,0.0472567,0.0376102,0,0,0,0,0,0.0477085,0,0.0314661,0.0460631,0,0,0.0278118,0,0,0.0630487,0.0427787,0.0339937,0.0302603,0.0226296,0.0462861,0.0329965,0.0414396,0.0442231,0.0390707,0.033486,0.0402612,0.0427661,0.0319227,0.0317504,0.033732,0.0354001,0.0174133,0.0281974,0.0500817,0,0.0264184,0.0623798,0.0402823,0,0,0.0101353,0,0,0.0169085,0.055746,0.037924,0.025573,0.0190371,0.0390017,0.0395523,0.0405191,0.0507674,0.0318722,0.060294,0.0443468,0.0483563,0.070489,0.0358516,0.0139666,0.00744278,0.0460374,0.0659855,0,0,0,0,0,0,0,0,0.0446863,0.0241657,0
96,0.047308,0.0375705,0,0,0,0,0,0.0420152,0,0.0350306,0.0467715,0,0,0.0277679,0,0,0.0629797,0.0422158,0.0307198,0.0309813,0.0216859,0.0463886,0.0330533,0.0418712,0.0445392,0.0387531,0.0328781,0.0401424,0.0423717,0.0330766,0.0332968,0.0287085,0.0354576,0.0171732,0.0281758,0.0506458,0,0.0261262,0.0623804,0.0402613,0,0,0.0101242,0,0,0.0168542,0.0562355,0.0379085,0.0248509,0.0186399,0.0385759,0.0391793,0.0397922,0.050996,0.0319665,0.0602954,0.0442889,0.0482147,0.0702428,0.0360325,0.0140095,0.00725942,0.0459951,0.065685,0,0,0,0,0,0,0,0,0.0446967,0.0244794,0
97,0.0474001,0.0375481,0,0,0,0,0,0.0392238,0,0.035083,0.0472297,0,0,0.0277112,0,0,0.0628968,0.0419396,0.0295388,0.0316368,0.0206697,0.0463792,0.0330731,0.0419555,0.0444534,0.0384263,0.0324455,0.0399276,0.0425376,0.0322169,0.0324369,0.0289208,0.0354514,0.0169053,0.0281419,0.0512378,0,0.0257631,0.0623007,0.0402436,0,0,0.0101633,0,0,0.0168748,0.0566825,0.0379168,0.0243733,0.0181574,0.0379412,0.0389014,0.0393587,0.0512997,0.0319854,0.0604511,0.0442371,0.0481195,0.0700178,0.0362553,0.014166,0.00703688,0.0459663,0.0654588,0,0,0,0,0,0,0,0,0.0447181,0.0245604,0
98,0.0474914,0.0375752,0,0,0,0,0,0.0365484,0,0.0354743,0.0473664,0,0,0.0276572,0,0,0.0628824,0.0418909,0.0291412,0.0320533,0.0197635,0.046329,0.0332483,0.0414593,0.0440755,0.0382097,0.0322186,0.0397563,0.0427184,0.0312408,0.0314682,0.0292419,0.0354797,0.016742,0.0282789,0.0516416,0,0.0253097,0.0621356,0.0401698,0,0,0.0101853,0,0,0.0168265,0.0570352,0.0379684,0.0242255,0.0176052,0.0373263,0.0386951,0.0391483,0.0516556,0.0319211,0.0606616,0.0442297,0.0481158,0.0698577,0.0365134,0.0142968,0.00690068,0.0459927,0.0655662,0,0,0,0,0,0,0,0,0.0447503,0.0245428,0
99,0.0474998,0.0376621,0,0,0,0,0,0.0342382,0,0.0361207,0.0475833,0,0,0.0275435,0,0,0.0628213,0.0415476,0.0278452,0.0323862,0.0189521,0.0461836,0.033238,0.0402473,0.0433719,0.0382983,0.0320996,0.0392701,0.0425421,0.0302373,0.0307073,0.0301406,0.035601,0.0166974,0.0281774,0.0524117,0,0.0246928,0.0615751,0.0401387,0,0,0.010167,0,0,0.0167514,0.0574101,0.0381092,0.0239519,0.0173068,0.0368971,0.0385041,0.0387346,0.0519815,0.0319643,0.0609631,0.0445438,0.0481929,0.0696974,0.0366961,0.0143979,0.00669879,0.0460345,0.066089,0,0,0,0,0,0,0,0,0.0445164,0.0249515,0
100,0.0474834,0.037788,0,0,0,0,0,0.0328314,0,0.0362119,0.0473693,0,0,0.0273664,0,0,0.0627193,0.0408722,0.0267204,0.0324015,0.0176608,0.0461315,0.0331432,0.0388534,0.0424081,0.0384917,0.0324069,0.03876,0.0424597,0.0294236,0.0302809,0.0304009,0.0357428,0.0167764,0.0277375,0.0519324,0,0.0242549,0.0609538,0.0401274,0,0,0.0100862,0,0,0.0166615,0.0579151,0.0380957,0.0235251,0.0164664,0.0366676,0.0382501,0.0385484,0.0524679,0.031984,0.0604681,0.0445103,0.0480711,0.0696882,0.0369109,0.0145487,0.00648446,0.0461711,0.0664305,0,0,0,0,0,0,0,0,0.0447414,0.0240669,0
101,0.0475437,0.0379601,0,0,0,0,0,0.0319891,0,0.0358198,0.0467706,0,0,0.0272042,0,0,0.0626352,0.0397486,0.0259064,0.0322625,0.0157096,0.0459029,0.0331037,0.0377832,0.0421569,0.0383404,0.0324086,0.0384579,0.042579,0.0289503,0.0302365,0.0304697,0.0357806,0.0168883,0.0273347,0.0514683,0,0.0236591,0.0603093,0.0402012,0,0,0.0101272,0,0,0.0165517,0.0582324,0.0383189,0.0232014,0.015963,0.0364432,0.0381356,0.0380943,0.052967,0.0315328,0.0603657,0.0445892,0.047935,0.0695735,0.0370786,0.014591,0.00629038,0.0463594,0.0666261,0,0,0,0,0,0,0,0,0.0448347,0.0229249,0
102,0.0475938,0.0380886,0,0,0,0,0,0.0314686,0,0.0354524,0.0460444,0,0,0.0270613,0,0,0.0626359,0.0385846,0.0254358,0.0318188,0.0153011,0.0456291,0.033094,0.0372308,0.0425002,0.0376978,0.0315238,0.0381241,0.0426464,0.0285293,0.0302775,0.03081,0.0357911,0.0168814,0.0273166,0.0509455,0,0.0231696,0.0597634,0.0402777,0,0,0.0101909,0,0,0.0164463,0.0582488,0.0386453,0.0228361,0.0155956,0.0362737,0.0380587,0.0376415,0.0535731,0.0307503,0.0603248,0.0445789,0.0477793,0.0694415,0.0371822,0.0145716,0.00618597,0.0464936,0.0667205,0,0,0,0,0,0,0,0,0.0449734,0.021374,0
103,0.0476384,0.0381233,0,0,0,0,0,0.0309906,0,0.0351008,0.045331,0,0,0.0270028,0,0,0.06273,0.0378509,0.0252446,0.0310546,0.0144888,0.0455219,0.0331379,0.0369391,0.0431675,0.0367621,0.0304014,0.0376745,0.0425579,0.02805,0.0302869,0.0320337,0.0357917,0.016927,0.0274898,0.0502157,0,0.0228005,0.0592178,0.0403731,0,0,0.0102061,0,0,0.0164495,0.0579732,0.0390457,0.0224471,0.0153262,0.0362793,0.0380397,0.0371458,0.0542389,0.0297502,0.0602164,0.0445855,0.0474241,0.069441,0.0371466,0.0145212,0.00612609,0.0465454,0.0670091,0,0,0,0,0,0,0,0,0.0452067,0.0195124,0
104,0.0476119,0.0381499,0,0,0,0,0,0.0308869,0,0.0348091,0.0446516,0,0,0.027006,0,0,0.0628864,0.0373518,0.0252235,0.0307657,0.0149634,0.0454792,0.033072,0.0367407,0.043934,0.0360908,0.0293478,0.0369172,0.0421497,0.027198,0.0297907,0.033063,0.035797,0.0167948,0.0278685,0.0494558,0,0.0226558,0.05852,0.0405022,0,0,0.0103115,0,0,0.0165809,0.0576366,0.0394338,0.0223342,0.0152299,0.0364531,0.0381579,0.0365746,0.0548959,0.0288081,0.0602485,0.0447883,0.0470073,0.0693643,0.0369774,0.0143836,0.00623037,0.0465561,0.0675715,0,0,0,0,0,0,0,0,0.0454844,0.0175709,0
105,0.0475168,0.0382051,0,0,0,0,0,0.0307757,0,0.0345623,0.0439264,0,0,0.0270347,0,0,0.0630385,0.036695,0.0248906,0.0307103,0.0151059,0.0454068,0.0328799,0.0364528,0.0442118,0.0359379,0.0286974,0.0361572,0.0415994,0.0263673,0.0289803,0.0333967,0.035714,0.0168656,0.0281164,0.0488344,0,0.0227106,0.0574562,0.0407031,0,0,0.0103924,0,0,0.0167413,0.0573249,0.0397652,0.0223076,0.0153293,0.0367568,0.0384048,0.0360028,0.0556157,0.0280358,0.0605236,0.045324,0.0468066,0.0692168,0.036762,0.0141135,0.006416,0.046553,0.06844,0,0,0,0,0,0,0,0,0.0458435,0.0154954,0
106,0.0473907,0.0382552,0,0,0,0,0,0.0304306,0,0.0343102,0.0432957,0,0,0.0271142,0,0,0.0632158,0.0361602,0.0242157,0.0307742,0.0141707,0.0453988,0.0327725,0.0360293,0.0438379,0.0362005,0.0282825,0.0356471,0.041208,0.0258334,0.0282909,0.0330073,0.0355528,0.0170758,0.0282344,0.0486317,0,0.0229009,0.0560756,0.0410493,0,0,0.010524,0,0,0.0168753,0.0569609,0.0402536,0.0222582,0.015678,0.0371697,0.0387289,0.0359595,0.0564137,0.0274051,0.0608854,0.0461442,0.0468339,0.0692158,0.0364847,0.0137782,0.00671238,0.0465166,0.0686331,0,0,0,0,0,0,0,0,0.0462436,0.0132924,0
107,0.0472659,0.0382951,0,0,0,0,0,0.029884,0,0.0339737,0.0428064,0,0,0.0272705,0,0,0.0635052,0.0361584,0.0233239,0.0309686,0.0128071,0.0455631,0.0328302,0.035522,0.0432307,0.0365334,0.0277839,0.0353803,0.0409984,0.0256877,0.0278518,0.0326328,0.0353591,0.0173297,0.028565,0.049022,0,0.0234469,0.0544439,0.0413932,0,0,0.0107812,0,0,0.0169653,0.0565151,0.0405859,0.0221409,0.0164232,0.0377585,0.0391213,0.0360443,0.0571387,0.0268847,0.0612149,0.04709,0.0467509,0.069594,0.0361615,0.013463,0.00711377,0.046429,0.0684175,0,0,0,0,0,0,0,0,0.0467158,0.0109413,0
108,0.047141,0.0382869,0,0,0,0,0,0.0294901,0,0.0334471,0.0425299,0,0,0.0274376,0,0,0.0638324,0.0363827,0.0224626,0.0313467,0.0125259,0.0459057,0.0329679,0.0349985,0.0434695,0.0369083,0.0270357,0.0350984,0.0408177,0.0256184,0.0273262,0.0320622,0.0351664,0.0174201,0.0291597,0.0494259,0,0.0242724,0.0526118,0.0415913,0,0,0.01113,0,0,0.0169542,0.0560399,0.04045,0.0220099,0.0177586,0.0384846,0.0394955,0.0361026,0.0576033,0.0264942,0.0613561,0.047868,0.0463982,0.0698192,0.0358299,0.0132213,0.0075018,0.0463326,0.0679926,0,0,0,0,0,0,0,0,0.0470054,0.00844139,0
109,0.0470434,0.0382482,0,0,0,0,0,0.0293924,0,0.03325,0.042617,0,0,0.0276854,0,0,0.0642418,0.0363975,0.0217155,0.03176,0.0136298,0.0464535,0.0333148,0.0345923,0.0439651,0.0373632,0.0261687,0.0348362,0.0406926,0.0253819,0.0268893,0.0312325,0.0348677,0.0175628,0.0296264,0.0498496,0,0.0247383,0.0510455,0.0416543,0,0,0.0115281,0,0,0.016832,0.055653,0.0394414,0.022132,0.0193596,0.0392293,0.0397871,0.0361753,0.0577841,0.0263249,0.0612766,0.0481037,0.0459075,0.069916,0.0355288,0.012955,0.00781426,0.0463103,0.0675874,0,0,0,0,0,0,0,0,0.0473907,0.00604449,0
110,0.0470471,0.0382372,0,0,0,0,0,0.0293267,0,0.0334591,0.0425351,0,0,0.0280586,0,0,0.0646702,0.0359605,0.0213658,0.0322402,0.0143114,0.0470834,0.0338764,0.0346128,0.0436925,0.0378483,0.0259706,0.0348042,0.0404963,0.0253773,0.0268846,0.0311526,0.0343919,0.0177314,0.0302708,0.050741,0,0.0242409,0.0498497,0.0415447,0,0,0.0119733,0,0,0.0166762,0.0553533,0.0377018,0.0225402,0.0212209,0.0399403,0.0400526,0.0364209,0.0578622,0.0261958,0.0610951,0.0478829,0.0452014,0.0702523,0.0353103,0.0127107,0.00797093,0.046343,0.0672944,0,0,0,0,0,0,0,0,0.04796,0.00495688,0
111,0.0467467,0.0382496,0,0,0,0,0,0.0287822,0,0.0341615,0.0413585,0,0,0.0280714,0,0,0.0646085,0.0359506,0.021131,0.0315766,0,0.0469769,0.033668,0.0357547,0.0429209,0.0371083,0.0262844,0.0354509,0.0406061,0.0259594,0.0271772,0.0313737,0.034389,0.0176002,0.0301854,0.051934,0,0.0230912,0.0510653,0.0415649,0,0,0.0122198,0,0,0.0164483,0.0533405,0.0359634,0.0257062,0.0197186,0.0407829,0.0403885,0.0407354,0,0.0266476,0.0591962,0.0432169,0.0424633,0.0699052,0.0353102,0.0126605,0.00804975,0.04672,0.0664481,0,0,0,0,0,0,0,0,0.0535862,0.00549768,0
112,0.046914,0.0382144,0,0,0,0,0,0.0289108,0,0.0340012,0.0415036,0,0,0.0285692,0,0,0.0648798,0.0352876,0.0221502,0.0326362,0.0131121,0.0475366,0.0346587,0.0352907,0.0428494,0.037576,0.0261841,0.0349727,0.0400961,0.0256365,0.0274594,0.031742,0.0338933,0.0179151,0.030541,0.0517508,0,0.0213382,0.0501309,0.041187,0,0,0.0121549,0,0,0.015943,0.0537372,0.0336932,0.0263286,0.0219945,0.0415733,0.0401527,0.0408484,0,0.0267007,0.0588864,0.0427012,0.0417814,0.070371,0.035272,0.0126583,0.00793471,0.046852,0.0662239,0,0,0,0,0,0,0,0,0.0541372,0.00679057,0
113,0.0476504,0.0382161,0,0,0,0,0,0.0287253,0,0.0341881,0.0419314,0,0,0.0301643,0,0,0.0657423,0.0338569,0.0226233,0.0335033,0.0139824,0.0483379,0.03707,0.034575,0.0424763,0.0370977,0.0262005,0.0350544,0.0403697,0.0258495,0.0278121,0.0315561,0.0324794,0.0183812,0.0318359,0.0515438,0,0.0197742,0.0465618,0.0408373,0,0,0.0123899,0,0,0.0158314,0.0559604,0.0311559,0.0240358,0.0274788,0.0427236,0.0401286,0.0370598,0.0579633,0.0265159,0.0596254,0.0456602,0.042675,0.070859,0.0347708,0.0123219,0.00818673,0.0463972,0.0675183,0,0,0,0,0,0,0,0,0.0497138,0.014585,0
