Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LHEE,LTIB,,LASI,IMUR_M
134,0.054038,0.0334751,0,0,0,0,0,0.0437471,0,0.0238627,0,0,0.0195566,0,0,0.055888,0.0411162,0.0230682,0.0148183,0.0362473,0.0243282,0.0286991,0.0323692,0.0313891,0.0270581,0.0342858,0.0194965,0.0216287,0.0227574,0.0519467,0.0185352,0.0167893,0.0409376,0,0.0188072,0.0552023,0.0368723,0,0,0.011873,0,0,0.0172825,0.0437472,0.0351864,0.0407518,0.018094,0.0485967,0.0306065,0.0446931,0.0600042,0.0410032,0.0375323,0.0608317,0.0407889,0.0457636,0.0701568,0.0267642,0.0400759,0.0151669,0.00484543,0.0408881,0.0699426,0,0,0,0,0,0,0,0,0.0324254,0.0300116,0,0.0452617,0
135,0.0541166,0.0334388,0,0,0,0,0,0.0436894,0,0.0230723,0,0,0.0193399,0,0,0.0559737,0.0417419,0.0221946,0.0154085,0.0367322,0.0251593,0.0286937,0.0326388,0.0317868,0.0265052,0.0342737,0.0193884,0.02075,0.0257409,0.0517705,0.0179331,0.0171297,0.0405648,0,0.0184305,0.0556237,0.0368891,0,0,0.0114149,0,0,0.0174845,0.0431607,0.0339982,0.0413019,0.0177411,0.0488098,0.0307533,0.0444775,0.0596559,0.0407374,0.0364605,0.0608333,0.0405272,0.0455989,0.0700356,0.0268454,0.0400402,0.0150945,0.00552146,0.0411035,0.0700163,0,0,0,0,0,0,0,0,0.032827,0.030091,0,0.0438608,0
136,0.0540944,0.0335205,0,0,0,0,0,0.043018,0,0.0224766,0,0,0.0191574,0,0,0.0561725,0.0423737,0.0218109,0.0155052,0.0372819,0.0254227,0.0287774,0.0331671,0.0323541,0.0256612,0.0342281,0.0192247,0.0196049,0.0300011,0.0516983,0.0184319,0.0170299,0.0403339,0,0.0180975,0.0560241,0.0369277,0,0,0.0122167,0,0,0.0165964,0.0424508,0.033148,0.041875,0.0173609,0.049034,0.0312962,0.0442142,0.0593481,0.0405064,0.0357151,0.0606211,0.040461,0.0454173,0.0698695,0.0268604,0.0397915,0.0149514,0.00434072,0.0416442,0.0699044,0,0,0,0,0,0,0,0,0.0334587,0.030041,0,0.0432719,0
137,0.0540178,0.0334933,0,0,0,0,0,0.0419399,0,0.0221724,0,0,0.0192112,0,0,0.056375,0.0430549,0.0211998,0.0153351,0.0381901,0.0258941,0.0284957,0.034277,0.0332529,0.0248498,0.0341045,0.0189498,0.0181961,0.0350933,0.0515018,0.018601,0.0170946,0.0403691,0,0.0179341,0.0563434,0.0369842,0,0,0.0122954,0,0,0.0165348,0.0416632,0.0327871,0.0425035,0.0171142,0.0495205,0.0317988,0.0439719,0.0591359,0.0406937,0.0352712,0.0604739,0.0405953,0.0454883,0.0696037,0.026825,0.0394812,0.0146697,0.00430178,0.0422399,0.0698301,0,0,0,0,0,0,0,0,0.0335291,0.0299801,0,0.0426639,0
138,0.0538727,0.0334938,0,0,0,0,0,0.0407979,0,0.0223082,0,0,0.0192771,0,0,0.056579,0.0439103,0.0204484,0.0153308,0.03943,0.0263756,0.0280163,0.0352287,0.0344356,0.0240707,0.0340638,0.0186995,0.0168132,0.0408789,0.0513487,0.0188809,0.0171664,0.0406376,0,0.01796,0.0565056,0.0370808,0,0,0.0123829,0,0,0.0164249,0.0406589,0.0328344,0.0429835,0.0171411,0.0501263,0.0324205,0.043891,0.0591535,0.0407495,0.0351165,0.0603412,0.0407353,0.0455224,0.0694221,0.0266365,0.0390287,0.0143347,0.00427239,0.0429028,0.0698012,0,0,0,0,0,0,0,0,0.0333442,0.0300238,0,0.0417618,0
139,0.0537427,0.0335637,0,0,0,0,0,0.0401646,0,0.0229556,0,0,0.0195269,0,0,0.0567245,0.0447461,0.019808,0.0156201,0.0408036,0.0265185,0.0275587,0.0360287,0.0357358,0.0231872,0.0342222,0.018802,0.0158792,0.0477692,0.0511088,0.019069,0.0172268,0.0409167,0,0.0181923,0.0566038,0.037233,0,0,0.0121363,0,0,0.016651,0.039668,0.033041,0.0434084,0.0172677,0.0503964,0.0331191,0.043861,0.0591904,0.0404254,0.0345935,0.0603144,0.0407905,0.0455634,0.0692703,0.0262703,0.0385046,0.013855,0.00481058,0.0436406,0.069808,0,0,0,0,0,0,0,0,0.0340965,0.0304009,0,0.0407957,0
140,0.0536225,0.0336663,0,0,0,0,0,0.0399633,0,0.0238159,0,0,0.019662,0,0,0.0568778,0.0455534,0.0194944,0.0160296,0.0423737,0.0267633,0.0274038,0.0368562,0.036931,0.022466,0.0345421,0.0192939,0.0154449,0.0555069,0.0508688,0.0190918,0.01731,0.0409449,0,0.0185636,0.0566043,0.037431,0,0,0.0122163,0,0,0.0166556,0.0387826,0.0334971,0.0436679,0.0172525,0.0504997,0.0339182,0.0437963,0.0591863,0.0402576,0.0340401,0.0600238,0.0407126,0.0456034,0.0692068,0.0258961,0.0379495,0.0133917,0.00492566,0.0442337,0.0698964,0,0,0,0,0,0,0,0,0.0356098,0.0309466,0,0.0396298,0
141,0.0535259,0.033771,0,0,0,0,0,0.0395921,0,0.0246068,0,0,0.0197848,0,0,0.0570257,0.046201,0.0192017,0.0163452,0.0439431,0.0269219,0.0273821,0.0377193,0.0379937,0.0219012,0.0349046,0.0197697,0.0151207,0.0635051,0.0506227,0.0190757,0.0174536,0.0410067,0,0.0190216,0.0565446,0.0376162,0,0,0.0122391,0,0,0.0167052,0.0380233,0.0341146,0.0437258,0.0172307,0.0504544,0.0346345,0.0436738,0.0591998,0.0404436,0.0337528,0.0598648,0.0406296,0.0455999,0.0690227,0.0255259,0.0374873,0.0129959,0.00513875,0.0445122,0.0700199,0,0,0,0,0,0,0,0,0.0371097,0.0315393,0,0.0385585,0
142,0.0534547,0.0339068,0,0,0,0,0,0.0390613,0,0.0254875,0,0,0.0198183,0,0,0.0571911,0.0466092,0.0190379,0.0163589,0.0452072,0.0270086,0.0275574,0.0383581,0.0387632,0.0214703,0.0351276,0.0200672,0.0148589,0.0712291,0.050393,0.0190757,0.0175556,0.0410733,0,0.0195364,0.0564822,0.0377964,0,0,0.0122486,0,0,0.01679,0.0375414,0.0348955,0.0436599,0.0174023,0.0501738,0.0351856,0.0435144,0.059127,0.0407884,0.0337655,0.0598193,0.04054,0.0455149,0.068816,0.025349,0.0371548,0.0126242,0.00536584,0.04438,0.0701654,0,0,0,0,0,0,0,0,0.0388583,0.0320349,0,0.0375738,0
143,0.0534152,0.0340805,0,0,0,0,0,0.0383787,0,0.0267746,0,0,0.0197271,0,0,0.0572851,0.0468841,0.0191168,0.0161609,0.045937,0.0270118,0.0278137,0.0385145,0.0391373,0.0213225,0.0352996,0.0207386,0.0152347,0.0775264,0.0502273,0.0191014,0.0175754,0.0411565,0,0.0199431,0.0565744,0.0379627,0,0,0.0122824,0,0,0.0168082,0.0373001,0.0355694,0.0434753,0.0173629,0.0496453,0.0355497,0.0435932,0.0591717,0.0401987,0.0340113,0.0596435,0.0403585,0.0454384,0.0685462,0.0253441,0.0369577,0.0123388,0.00552246,0.0438768,0.070264,0,0,0,0,0,0,0,0,0.0410137,0.0324854,0,0.0368193,0
144,0.0534345,0.0342367,0,0,0,0,0,0.0370654,0,0.0280768,0,0,0.0197599,0,0,0.0572442,0.0471099,0.019545,0.0155587,0.0462125,0.0272443,0.0280206,0.0388623,0.039347,0.0216145,0.0352202,0.0217014,0.0165343,0.0803649,0.0500294,0.0186936,0.0176147,0.0412342,0,0.0202089,0.0568537,0.038062,0,0,0.0118549,0,0,0.0173107,0.0373751,0.0358956,0.0431888,0.0172209,0.0491475,0.0355585,0.0436912,0.0591954,0.0398398,0.034179,0.0594535,0.0402966,0.0454252,0.068372,0.0253507,0.0369067,0.01217,0.00643697,0.043087,0.070311,0,0,0,0,0,0,0,0,0.0424164,0.0331352,0,0.03645,0
145,0.0534499,0.0344482,0,0,0,0,0,0.035693,0,0.0285091,0,0,0.0196516,0,0,0.0572844,0.0473701,0.0200241,0.0146716,0.0461036,0.027107,0.0281611,0.0392893,0.0397971,0.0221242,0.0349381,0.0227179,0.0178099,0.0793514,0.0500682,0.0189094,0.017555,0.0413987,0,0.020279,0.0572749,0.038096,0,0,0.0125406,0,0,0.0168848,0.0377153,0.0360056,0.0429611,0.0170824,0.0486905,0.035617,0.0437172,0.059051,0.0399707,0.0344415,0.0594913,0.040435,0.0455204,0.0683845,0.0252735,0.0368446,0.0122492,0.00554101,0.0422085,0.0703536,0,0,0,0,0,0,0,0,0.0421062,0.0334893,0,0.0365616,0
146,0.0535428,0.0345266,0,0,0,0,0,0.0354449,0,0.0281457,0,0,0.0196049,0,0,0.0572397,0.0476568,0.0204078,0.0138375,0.0459395,0.0270318,0.0281806,0.0394191,0.0403861,0.0224844,0.0346683,0.0235902,0.0190463,0.0759655,0.0500784,0.0188588,0.0176582,0.0416131,0,0.0202719,0.057647,0.0381334,0,0,0.0125791,0,0,0.0166886,0.0381382,0.0360439,0.0427118,0.0170527,0.0482273,0.0354263,0.0437261,0.0588485,0.0404026,0.0347952,0.0596675,0.0407175,0.0456909,0.0686583,0.0253226,0.0370461,0.0122276,0.00552259,0.0413561,0.0704842,0,0,0,0,0,0,0,0,0.0409395,0.0338363,0,0.0368608,0
147,0.0536154,0.0345638,0,0,0,0,0,0.035971,0,0.0278667,0,0,0.0195503,0,0,0.0571241,0.0479104,0.0206771,0.0130937,0.0458108,0.0268922,0.0281735,0.0392842,0.0407178,0.0226627,0.0345903,0.0244264,0.0201634,0.0716691,0.0500713,0.0187548,0.0177489,0.0418148,0,0.0202364,0.0580358,0.0381699,0,0,0.0125719,0,0,0.0165284,0.0386196,0.0359804,0.0424811,0.0170107,0.0478731,0.0351428,0.0437656,0.0586425,0.0405675,0.0349483,0.0597819,0.0409892,0.0458882,0.0689388,0.0252854,0.0373,0.0122442,0.00542282,0.0408133,0.0706982,0,0,0,0,0,0,0,0,0.0398473,0.0338752,0,0.0371807,0
148,0.0537119,0.0345292,0,0,0,0,0,0.036323,0,0.0277451,0,0,0.0195111,0,0,0.0569401,0.0478019,0.0209252,0.0125371,0.0457298,0.0267795,0.0276847,0.0391758,0.0409696,0.0226637,0.0346044,0.0249338,0.0209392,0.0677266,0.0500455,0.0186638,0.0177408,0.0420052,0,0.0203023,0.0583151,0.0382207,0,0,0.0125563,0,0,0.0164609,0.0390898,0.0360171,0.0422178,0.0170365,0.0476159,0.0348337,0.043698,0.0583973,0.040672,0.0348595,0.0598508,0.0412342,0.046039,0.0688722,0.0251585,0.0375678,0.0124715,0.00527241,0.040755,0.070947,0,0,0,0,0,0,0,0,0.0390494,0.033724,0,0.0373493,0
149,0.0538304,0.0344215,0,0,0,0,0,0.0365705,0,0.0277724,0,0,0.0195775,0,0,0.0567558,0.0474188,0.0209928,0.012127,0.0458186,0.0267067,0.0273304,0.0390228,0.0410332,0.0230086,0.0345641,0.0250493,0.0212117,0.0646306,0.0500576,0.0185369,0.0177864,0.0421574,0,0.0205018,0.0585112,0.0382396,0,0,0.0125189,0,0,0.0165057,0.0394914,0.0361886,0.0419451,0.0169991,0.0474759,0.0345294,0.0436948,0.0581232,0.0407513,0.0346085,0.0598417,0.0412989,0.0461587,0.0687483,0.024938,0.0378162,0.0125989,0.00515702,0.0410221,0.0712266,0,0,0,0,0,0,0,0,0.0384705,0.0330282,0,0.0374712,0
150,0.0539325,0.034262,0,0,0,0,0,0.0369605,0,0.0279363,0,0,0.0196999,0,0,0.0566354,0.0469387,0.0209911,0.011893,0.0460481,0.0267462,0.0271204,0.0389519,0.0411009,0.0234959,0.0342895,0.0249633,0.0210953,0.0620502,0.0501146,0.0184639,0.0178614,0.0422893,0,0.0207946,0.0586516,0.0382176,0,0,0.0123523,0,0,0.0165551,0.0397961,0.0365733,0.0415839,0.0169698,0.0474144,0.0343063,0.0436887,0.0578686,0.0407231,0.0343197,0.0598358,0.0411861,0.0462328,0.068636,0.0247062,0.0379693,0.0125956,0.00517464,0.0414523,0.0716233,0,0,0,0,0,0,0,0,0.0381839,0.0328205,0,0.0374857,0
151,0.0539669,0.0340723,0,0,0,0,0,0.0374685,0,0.0280246,0,0,0.0198071,0,0,0.0565817,0.0464731,0.0209736,0.0117237,0.0463412,0.0268377,0.0270149,0.0389095,0.041171,0.0238842,0.0339815,0.0248329,0.0209517,0.0596366,0.0501743,0.0184339,0.0178601,0.0423983,0,0.0210885,0.0587633,0.0381683,0,0,0.0122145,0,0,0.0167105,0.0400083,0.0369308,0.0412087,0.0170246,0.0472259,0.0342162,0.0437073,0.0575724,0.0406729,0.0341112,0.05978,0.0410628,0.0462608,0.0685249,0.0243792,0.0380552,0.0126535,0.00530581,0.0419217,0.0718876,0,0,0,0,0,0,0,0,0.0379478,0.0329269,0,0.0375051,0
152,0.0539354,0.033904,0,0,0,0,0,0.0381001,0,0.02809,0,0,0.0198826,0,0,0.0565768,0.0460273,0.0209981,0.0116707,0.0466672,0.0268972,0.0269957,0.038754,0.0412324,0.0241411,0.033722,0.0248751,0.0209491,0.0570357,0.0502138,0.0184064,0.0177928,0.0425863,0,0.021362,0.0589023,0.038113,0,0,0.0121247,0,0,0.016984,0.0402244,0.0369653,0.0408795,0.0171728,0.04688,0.0341607,0.0437201,0.0571813,0.0406622,0.0339454,0.0596707,0.0409772,0.0462094,0.0684555,0.0240559,0.0382189,0.0126646,0.00554522,0.0423784,0.0719437,0,0,0,0,0,0,0,0,0.0376647,0.032883,0,0.0374044,0
153,0.0539152,0.0337792,0,0,0,0,0,0.0387543,0,0.0280927,0,0,0.0199552,0,0,0.0566133,0.0456378,0.0211213,0.0116088,0.0469841,0.0269968,0.0271034,0.0388525,0.0412406,0.0243198,0.0335308,0.025315,0.0211137,0.0538587,0.0502618,0.0182906,0.0178625,0.0428689,0,0.0216157,0.0590773,0.0380792,0,0,0.0120228,0,0,0.0173031,0.0404975,0.0372044,0.0404615,0.0173182,0.0465492,0.034001,0.0437245,0.0569,0.0406579,0.033961,0.0596334,0.0410303,0.0462111,0.0684229,0.0238634,0.0383601,0.0127994,0.0059115,0.0428881,0.0718644,0,0,0,0,0,0,0,0,0.0372141,0.0327371,0,0.0373745,0
154,0.0538608,0.0337392,0,0,0,0,0,0.0394626,0,0.0278656,0,0,0.0198696,0,0,0.0567179,0.0453374,0.0212668,0.0116612,0.0472578,0.0268934,0.0273047,0.0391766,0.0413275,0.0243882,0.0333599,0.0256188,0.0213371,0.0504779,0.0503613,0.0186118,0.0178739,0.0429946,0,0.0218663,0.0593174,0.0379703,0,0,0.0125868,0,0,0.0168064,0.0408512,0.0375754,0.0400319,0.0173733,0.0462791,0.0340357,0.0436685,0.0566479,0.0407131,0.0341318,0.0595417,0.0411853,0.0462813,0.0683537,0.0238093,0.0383629,0.0130152,0.00505581,0.0434745,0.0717255,0,0,0,0,0,0,0,0,0.0365518,0.0327064,0,0.0374765,0
155,0.0538275,0.0336182,0,0,0,0,0,0.0402869,0,0.0275495,0,0,0.0197747,0,0,0.0567827,0.0451865,0.0213318,0.0118687,0.0476652,0.0269235,0.027717,0.0393928,0.0414795,0.0244478,0.0331789,0.025807,0.0216236,0.0475349,0.0503848,0.0186679,0.0179257,0.0432484,0,0.0221925,0.0595532,0.0378977,0,0,0.0125813,0,0,0.0168752,0.0411841,0.0375291,0.0396413,0.017499,0.0460743,0.0339931,0.0433996,0.0563369,0.0407736,0.0342581,0.0594354,0.0413103,0.0463864,0.0682724,0.0237599,0.0383997,0.0132712,0.00509614,0.0439204,0.0715559,0,0,0,0,0,0,0,0,0.0358321,0.0326268,0,0.0378431,0
156,0.0538002,0.033512,0,0,0,0,0,0.041045,0,0.0272968,0,0,0.0196747,0,0,0.0568109,0.0451476,0.0213024,0.0121275,0.0480624,0.0270437,0.028158,0.0395065,0.0414439,0.0245052,0.0329503,0.0259936,0.0219709,0.0452344,0.0504366,0.0186621,0.0180196,0.0434973,0,0.0225095,0.0598147,0.0378164,0,0,0.0124607,0,0,0.0167191,0.0415597,0.0373082,0.0392205,0.017745,0.0459365,0.0339211,0.0432924,0.0560417,0.0408124,0.0342079,0.0593438,0.0413374,0.0463799,0.0682256,0.0237352,0.0384364,0.0134235,0.00503048,0.0441977,0.0714169,0,0,0,0,0,0,0,0,0.0351972,0.0324404,0,0.0383178,0
157,0.053738,0.0334368,0,0,0,0,0,0.0417416,0,0.02711,0,0,0.0195324,0,0,0.056787,0.0451133,0.0212653,0.0124481,0.0483567,0.0272167,0.0286566,0.0398404,0.0411122,0.0244463,0.0327946,0.0261667,0.0222583,0.0437128,0.0504672,0.0186698,0.0181511,0.043727,0,0.022769,0.0603652,0.037747,0,0,0.0123423,0,0,0.0166031,0.0420059,0.0375111,0.0387692,0.0179497,0.0457528,0.0338193,0.0432525,0.0556166,0.0407853,0.0341653,0.0593191,0.0412931,0.0463429,0.0681418,0.0237146,0.0384943,0.0133934,0.0050314,0.0443175,0.0712614,0,0,0,0,0,0,0,0,0.034872,0.032235,0,0.0386695,0
158,0.0536828,0.0333858,0,0,0,0,0,0.0423915,0,0.027087,0,0,0.0194425,0,0,0.0567403,0.0451275,0.0211906,0.0128986,0.0486632,0.0273999,0.0292104,0.04031,0.0406225,0.0242141,0.0328572,0.0262665,0.0224795,0.0428816,0.050473,0.0186332,0.0183441,0.0439317,0,0.0230292,0.0610097,0.0377008,0,0,0.0121598,0,0,0.0165689,0.0424145,0.0376535,0.0383646,0.0180926,0.0455587,0.0337237,0.0430848,0.0551222,0.0407446,0.0341396,0.059282,0.0411633,0.0462554,0.0679901,0.0235415,0.0385476,0.0132775,0.00508036,0.0442617,0.071102,0,0,0,0,0,0,0,0,0.034877,0.0320866,0,0.0390822,0
159,0.0536694,0.0333735,0,0,0,0,0,0.0427167,0,0.0269976,0,0,0.0193929,0,0,0.0567453,0.0451897,0.0213065,0.013441,0.0490587,0.0274858,0.0297956,0.0409621,0.0402663,0.0239759,0.03322,0.0261888,0.0225954,0.0425316,0.0503862,0.018601,0.0184976,0.0440174,0,0.0232513,0.0616657,0.0376228,0,0,0.0120044,0,0,0.0165863,0.0427572,0.037818,0.0379552,0.0181917,0.0454355,0.0336835,0.0428999,0.0548074,0.0406854,0.0340585,0.0590087,0.0410305,0.046191,0.0678513,0.0233724,0.038575,0.0131751,0.00518595,0.0440097,0.0709605,0,0,0,0,0,0,0,0,0.0350245,0.0319747,0,0.0395352,0
160,0.0536819,0.0334325,0,0,0,0,0,0.0430467,0,0.0269824,0,0,0.0194264,0,0,0.0568081,0.0452504,0.0214279,0.0138601,0.0494845,0.0275172,0.0305737,0.0416748,0.0400032,0.0237787,0.0332492,0.0261915,0.0227701,0.0424197,0.0502447,0.0185016,0.0186797,0.0441593,0,0.0234389,0.0623203,0.037497,0,0,0.011943,0,0,0.0166954,0.0432973,0.0381057,0.037465,0.0183893,0.0452438,0.0336517,0.0431532,0.0545958,0.0406245,0.0339671,0.0588245,0.0410018,0.0461782,0.0677708,0.0233216,0.0386014,0.0131352,0.00544408,0.0436137,0.0707171,0,0,0,0,0,0,0,0,0.0350217,0.0320506,0,0.0399342,0
161,0.0537133,0.0335674,0,0,0,0,0,0.043634,0,0.0270693,0,0,0.0194758,0,0,0.0569004,0.045306,0.0215119,0.0142199,0.0498686,0.0274907,0.03128,0.0423127,0.0393809,0.0237237,0.0328982,0.0264469,0.0232274,0.0426788,0.0501073,0.0183962,0.0189017,0.044464,0,0.0236516,0.062946,0.037333,0,0,0.0119325,0,0,0.0168546,0.0440922,0.0386435,0.0369799,0.0185751,0.0449547,0.0335828,0.043426,0.0544299,0.0406046,0.0339178,0.0587042,0.0410388,0.0461267,0.0677461,0.0233769,0.03863,0.0130915,0.00571642,0.0430834,0.0704017,0,0,0,0,0,0,0,0,0.0353097,0.0322862,0,0.0402171,0
162,0.0537623,0.033702,0,0,0,0,0,0.0441227,0,0.0271607,0,0,0.01953,0,0,0.0570416,0.0453232,0.0215788,0.0151188,0.0502654,0.0275415,0.0320116,0.0429202,0.0384565,0.0238685,0.0332008,0.0269146,0.0239496,0.0431698,0.0499802,0.0182286,0.0191752,0.044783,0,0.0239605,0.0635417,0.0371672,0,0,0.0118473,0,0,0.0170731,0.0443716,0.0394377,0.0365814,0.0187313,0.0446501,0.033466,0.0433803,0.0542168,0.040551,0.0338405,0.0585587,0.0410529,0.0460236,0.0676708,0.0234075,0.0386638,0.0130953,0.00602139,0.0423903,0.0703423,0,0,0,0,0,0,0,0,0.0360845,0.0323705,0,0.0405833,0
163,0.053802,0.0339209,0,0,0,0,0,0.0445008,0,0.0270538,0,0,0.0194126,0,0,0.0572858,0.0452573,0.0215791,0.0169295,0.0505586,0.0271893,0.0324446,0.0431006,0.0375169,0.0243172,0.0335649,0.0275029,0.0248606,0.043171,0.0499533,0.0189011,0.0192024,0.0446486,0,0.0242671,0.0642252,0.0370058,0,0,0.0126228,0,0,0.0164947,0.0444326,0.0400159,0.0363025,0.0187771,0.0443371,0.0334849,0.0435583,0.0540049,0.0406794,0.0336523,0.058244,0.0409652,0.0458985,0.0676422,0.0230564,0.0386089,0.013253,0.00503659,0.0417061,0.0704309,0,0,0,0,0,0,0,0,0.0368796,0.0324915,0,0.0410856,0
164,0.0538584,0.0340671,0,0,0,0,0,0.044943,0,0.0268652,0,0,0.0193702,0,0,0.0573805,0.0452913,0.0217929,0.0182304,0.0507752,0.0270652,0.0326989,0.0437641,0.037117,0.0243983,0.0338867,0.0280126,0.0255752,0.0422727,0.0498907,0.0190584,0.0192561,0.0447846,0,0.024585,0.0647006,0.0368667,0,0,0.0126142,0,0,0.0165082,0.0444612,0.0403229,0.0358903,0.0189247,0.0439463,0.0332937,0.0436797,0.0538403,0.0407402,0.0334282,0.0579147,0.0409506,0.045811,0.0676399,0.022798,0.0386377,0.0135231,0.00500928,0.0411736,0.0703688,0,0,0,0,0,0,0,0,0.0369958,0.0327515,0,0.0414264,0
165,0.0538848,0.0341335,0,0,0,0,0,0.0455324,0,0.0265031,0,0,0.0193229,0,0,0.0574054,0.0454155,0.022172,0.0185261,0.0508879,0.0269983,0.0332314,0.0451587,0.036898,0.0242743,0.0340713,0.0283751,0.0261326,0.0408725,0.0499211,0.0191521,0.0191967,0.044841,0,0.0248668,0.0652605,0.0367441,0,0,0.0125475,0,0,0.0164854,0.0446487,0.0409058,0.0353889,0.0192781,0.0435166,0.0330278,0.0437734,0.0535563,0.0406654,0.0332511,0.0577466,0.0410583,0.0458216,0.067561,0.0228831,0.0388085,0.0137254,0.00499943,0.0409771,0.0703464,0,0,0,0,0,0,0,0,0.037201,0.0330764,0,0.0415937,0
166,0.0539674,0.0340883,0,0,0,0,0,0.0468634,0,0.027031,0,0,0.0192774,0,0,0.0572929,0.0457369,0.0246956,0.0179761,0.0511193,0.0270052,0.0327414,0.0469978,0,0.0236343,0.0322469,0.0272534,0.0257188,0.0391237,0.0502048,0.0191527,0.0190304,0.0448829,0,0.0253263,0.0663065,0.0361596,0,0,0.0124249,0,0,0.0164522,0.0451024,0.0417407,0.0343382,0.0196652,0.0423816,0.0320839,0.0438774,0.0534332,0.0408848,0.0332831,0.0574164,0.0409637,0.0456338,0.0672385,0.0227233,0.0394266,0.0143626,0.00477471,0.0413531,0.0697062,0,0,0,0,0,0,0,0,0.0392831,0.0315924,0,0.0437052,0
167,0.0540832,0.0338833,0,0,0,0,0,0.0465117,0,0.0260329,0,0,0.0194356,0,0,0.0573305,0.045513,0.0226131,0.0183776,0.0508998,0.0269751,0.034252,0.0465487,0.0360394,0.0247531,0.0343089,0.0287045,0.0269768,0.0370747,0.0500438,0.0192157,0.0191372,0.0449815,0,0.0255358,0.0661282,0.0365142,0,0,0.0123449,0,0,0.0166015,0.0453053,0.0420409,0.0345403,0.0196618,0.0429386,0.0324093,0.043943,0.053352,0.0407135,0.032946,0.057518,0.0410488,0.0457725,0.0673602,0.0225029,0.0392231,0.0140208,0.00499876,0.0414033,0.0703404,0,0,0,0,0,0,0,0,0.0369335,0.0334572,0,0.042937,0
168,0.0541399,0.0336441,0,0,0,0,0,0.0472931,0,0.0258708,0,0,0.019476,0,0,0.0572554,0.045463,0.0228321,0.0183812,0.0507521,0.027016,0.0346235,0.0463979,0.0354034,0.025348,0.0344665,0.0287506,0.0273809,0.034408,0.0501185,0.0191678,0.0191016,0.0449196,0,0.0258021,0.066423,0.0364176,0,0,0.0121994,0,0,0.0166168,0.0458086,0.0426799,0.0341084,0.0198046,0.042702,0.0321039,0.0440609,0.0532658,0.0407912,0.0326418,0.0574313,0.0410324,0.0457478,0.0674122,0.0224271,0.039455,0.0141327,0.00501819,0.0417969,0.0702698,0,0,0,0,0,0,0,0,0.0366438,0.0335612,0,0.0431116,0
169,0.0541868,0.0334107,0,0,0,0,0,0.0485071,0,0.0256897,0,0,0.0195083,0,0,0.0571854,0.0453962,0.0230317,0.0181642,0.0505921,0.0270636,0.0349238,0.0461516,0.0348331,0.0261577,0.0348166,0.0288764,0.0278112,0.0311384,0.0502265,0.0190647,0.0191063,0.044845,0,0.0259998,0.0667043,0.0363228,0,0,0.0120479,0,0,0.016736,0.0463113,0.0433124,0.0333748,0.0200602,0.0424733,0.0318236,0.0442313,0.0532352,0.0408325,0.0327564,0.0574908,0.0411732,0.0458441,0.0676099,0.0224958,0.0396773,0.0143449,0.00517362,0.0422245,0.0701999,0,0,0,0,0,0,0,0,0.0362707,0.0335781,0,0.0433816,0
170,0.0541943,0.0331819,0,0,0,0,0,0.0502051,0,0.0255368,0,0,0.0195652,0,0,0.0571366,0.0453091,0.0232686,0.0175178,0.0504206,0.0271115,0.0353779,0.0461773,0.034497,0.0269414,0.0349484,0.0289708,0.0280836,0.0273703,0.0503291,0.0189003,0.0190885,0.0447624,0,0.0261865,0.0669522,0.0362724,0,0,0.0118072,0,0,0.016864,0.0467776,0.0439235,0.0323034,0.0202271,0.0422233,0.0316166,0.0444436,0.0529644,0.0408717,0.0328924,0.0576059,0.0413783,0.0459504,0.067593,0.0225334,0.0398108,0.0146086,0.00536459,0.0426848,0.0701309,0,0,0,0,0,0,0,0,0.0359233,0.0335946,0,0.0435898,0
171,0.0541905,0.0329967,0,0,0,0,0,0.0524414,0,0.0253627,0,0,0.0195513,0,0,0.0570861,0.0452331,0.0234421,0.0167717,0.0503407,0.0271894,0.0358479,0.046366,0.0342088,0.0277621,0.0351112,0.0288505,0.0283882,0.0235805,0.0504152,0.0186836,0.019032,0.0448441,0,0.0263134,0.0669504,0.0362571,0,0,0.0116784,0,0,0.017043,0.0472107,0.0442237,0.0318,0.0203373,0.042086,0.031456,0.0443982,0.0520928,0.0409214,0.0330136,0.0578197,0.0416463,0.046057,0.0675423,0.0225796,0.0398773,0.014806,0.00553212,0.0431341,0.0700541,0,0,0,0,0,0,0,0,0.0355494,0.0335453,0,0.0438776,0
