Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LHEE,LTIB,,LASI,IMUR_M
58,0.0538319,0.0333815,0,0,0,0,0,0.0370568,0,0.0343539,0,0,0.0198322,0,0,0.0576474,0.0415267,0.0353311,0.01411,0.0504239,0.0234129,0.0393288,0.0410824,0,0.0338669,0.0369977,0.026359,0.0298978,0.0295484,0.050108,0.0176771,0.0208892,0.0436851,0,0.0246137,0.0655943,0.0362399,0,0,0.0109029,0,0,0.016254,0.0565212,0.0446165,0.0284032,0.0179356,0.0409604,0.0326882,0.040234,0.0518951,0.0403858,0.0310248,0.0551097,0.0376415,0.0435632,0.0643733,0.018767,0.0367932,0.0147295,0.00620885,0.0418945,0.0687189,0,0,0,0,0,0,0,0,0.0318771,0.034099,0,0.0497996,0
59,0.0538905,0.0336691,0,0,0,0,0,0.0368329,0,0.0342248,0,0,0.0198382,0,0,0.0579202,0.0391459,0.0399843,0.0118984,0.0494361,0.0236377,0.0357645,0.0415462,0,0.0322535,0.0336788,0.0232712,0.0283459,0.029721,0.0496878,0.018149,0.020971,0.0445823,0,0.0250231,0.0657037,0.036195,0,0,0.0111153,0,0,0.0161891,0.060511,0.0455507,0.026096,0.0186472,0.0400441,0.0333023,0.039602,0.0511714,0.0407015,0.0322366,0.0538516,0.0361565,0.0423084,0.0629675,0.0186563,0.0364983,0.0142688,0.00630064,0.0425701,0.0686075,0,0,0,0,0,0,0,0,0.0341255,0.0307678,0,0,0
60,0.0540642,0.0337477,0,0,0,0,0,0.0356445,0,0.0339769,0,0,0.0196448,0,0,0.0577962,0.0406073,0.0352115,0.0119867,0.0500716,0.023694,0.0372925,0.0397916,0,0.0347819,0.036689,0.0248212,0.029158,0.0299378,0.0500354,0.0183474,0.0205263,0.0428856,0,0.0231094,0.0641984,0.0361259,0,0,0.0112531,0,0,0.0159543,0.0573935,0.0446284,0.0278918,0.0175268,0.0411364,0.0326709,0.0390627,0.0525761,0.0403058,0.0291325,0.0551153,0.0369497,0.0433033,0.0644823,0.0163633,0.03722,0.0146544,0.00552609,0.0423623,0.0690414,0,0,0,0,0,0,0,0,0.0318148,0.0334526,0,0.0502188,0
61,0.0541832,0.0338545,0,0,0,0,0,0.0346989,0,0.033935,0,0,0.0195746,0,0,0.0577417,0.039974,0.0352037,0.0120827,0.0496282,0.0238179,0.0368413,0.0392059,0,0.0349055,0.0364896,0.023981,0.029212,0.0299386,0.050156,0.0184954,0.0205303,0.0417654,0,0.0224877,0.0632212,0.0360581,0,0,0.0113226,0,0,0.0157767,0.0579441,0.0447081,0.027441,0.017723,0.0413719,0.0326351,0.0383992,0.0529568,0.040481,0.0281562,0.0549401,0.0366043,0.0430267,0.0646509,0.0146701,0.0374293,0.0147541,0.00525252,0.0425338,0.0693165,0,0,0,0,0,0,0,0,0.0318271,0.0329893,0,0.0506348,0
62,0.0542707,0.0338742,0,0,0,0,0,0.0341078,0,0.0338248,0,0,0.0195621,0,0,0.057684,0.0392386,0.0350192,0.0121004,0.0492205,0.0238356,0.0367632,0.0390917,0,0.0342007,0.0363096,0.0237478,0.0293757,0.0298984,0.0502887,0.0184447,0.0207251,0.040795,0,0.0220581,0.0622992,0.0360638,0,0,0.01143,0,0,0.0156641,0.0583693,0.0448171,0.0269641,0.0179444,0.0415321,0.0325656,0.0376918,0.053358,0.0405313,0.0271418,0.0548088,0.0364079,0.0426576,0.0650149,0.0134904,0.037547,0.0149252,0.00496034,0.042501,0.0696763,0,0,0,0,0,0,0,0,0.0320838,0.0323462,0,0.0508335,0
63,0.0543106,0.0337994,0,0,0,0,0,0.0338338,0,0.0336254,0,0,0.0196828,0,0,0.0575089,0.0384698,0.03475,0.0119501,0.0488833,0.0239994,0.0368731,0.0393297,0,0.0332232,0.0360142,0.0233799,0.0293617,0.0298181,0.050277,0.0176682,0.0212231,0.040106,0,0.0217291,0.0609222,0.0361831,0,0,0.0104604,0,0,0.0166983,0.0585744,0.0449972,0.0265679,0.0182976,0.0417593,0.0322454,0.0369652,0.0534364,0.040905,0.0260672,0.0546998,0.0363126,0.0421771,0.0653651,0.0130081,0.037739,0.0149765,0.00617746,0.0421118,0.0699808,0,0,0,0,0,0,0,0,0.0323151,0.0316609,0,0.0505923,0
64,0.0543309,0.03384,0,0,0,0,0,0.0339158,0,0.0334215,0,0,0.0198697,0,0,0.0573676,0.0378245,0.034365,0.0116621,0.0486337,0.0238505,0.0364214,0.0392319,0,0.032745,0.0356894,0.0228903,0.0291654,0.0289973,0.0503479,0.0179962,0.0206465,0.0392855,0,0.0213643,0.059817,0.036368,0,0,0.0107175,0,0,0.016584,0.0587938,0.0451056,0.0262651,0.0188193,0.0420632,0.032382,0.0362763,0.0536193,0.0411954,0.0251718,0.0544428,0.0363054,0.041703,0.0651965,0.0130593,0.0377701,0.0149879,0.00579081,0.0416295,0.0703602,0,0,0,0,0,0,0,0,0.0322772,0.0310962,0,0.0502005,0
65,0.0543708,0.0339149,0,0,0,0,0,0.0343086,0,0.0330496,0,0,0.0198806,0,0,0.0573151,0.0377357,0.0342276,0.0113952,0.0483967,0.0236756,0.0358835,0.0391119,0,0.0322593,0.0353307,0.0224149,0.0287984,0.0280062,0.0504019,0.0183215,0.0201193,0.0393792,0,0.0211358,0.0584632,0.0366072,0,0,0.0111816,0,0,0.0166832,0.058851,0.0452215,0.02594,0.0194071,0.0423342,0.032524,0.0356374,0.0540245,0.0413588,0.0243976,0.0544634,0.0365532,0.0412891,0.0650036,0.0139738,0.0378654,0.0149244,0.00545893,0.0412415,0.0707549,0,0,0,0,0,0,0,0,0.0319241,0.0308961,0,0.049604,0
66,0.0543604,0.0340467,0,0,0,0,0,0.0342456,0,0.0328384,0,0,0.0198873,0,0,0.0573596,0.0376158,0.0347247,0.0113422,0.0482471,0.0235338,0.0351834,0.0387446,0,0.0314475,0.0348893,0.0223749,0.0282517,0.0273811,0.0504226,0.0185982,0.0198585,0.0402403,0,0.0212289,0.0572194,0.0368502,0,0,0.0115826,0,0,0.0165725,0.0589289,0.0454057,0.0256835,0.0195715,0.0426575,0.0326511,0.0351421,0.054249,0.0417485,0.0239815,0.0546463,0.0370236,0.0410084,0.0652446,0.0156875,0.0379335,0.014807,0.00522724,0.0410363,0.0710234,0,0,0,0,0,0,0,0,0.0313333,0.0305723,0,0.0492724,0
67,0.0543334,0.0341207,0,0,0,0,0,0.0346655,0,0.0325723,0,0,0.0199255,0,0,0.0574393,0.0372326,0.0355815,0.0115435,0.0483915,0.0234483,0.0343091,0.0384382,0,0.0305355,0.0345831,0.0224541,0.027845,0.0264774,0.050388,0.0189119,0.019792,0.041167,0,0.0214638,0.0558186,0.0370515,0,0,0.0118038,0,0,0.0163684,0.0588794,0.0457045,0.0256013,0.0200315,0.0431966,0.0327564,0.0347782,0.0542665,0.0421713,0.023831,0.0549928,0.037766,0.0408422,0.0656691,0.0184915,0.0379334,0.0146396,0.00506997,0.0409115,0.0711242,0,0,0,0,0,0,0,0,0.0304762,0.0303663,0,0.0492082,0
68,0.0543121,0.0340731,0,0,0,0,0,0.0352669,0,0.0323548,0,0,0.0199059,0,0,0.0575744,0.036956,0.0363134,0.0117508,0.0486381,0.0234937,0.0339248,0.0381216,0,0.0297438,0.0341973,0.0225414,0.0275374,0.0257556,0.0502733,0.0189012,0.0200579,0.0416193,0,0.0213954,0.0542911,0.0371813,0,0,0.0113907,0,0,0.0168204,0.0588095,0.0458931,0.0256124,0.0211091,0.0438628,0.0325981,0.0345748,0.0540963,0.04234,0.0239296,0.0554494,0.0386956,0.0406664,0.0657314,0.0223904,0.0379742,0.0144419,0.00585577,0.0408822,0.0711434,0,0,0,0,0,0,0,0,0.0298886,0.0302665,0,0.0492237,0
69,0.0542803,0.0340262,0,0,0,0,0,0.0356435,0,0.03217,0,0,0.0198509,0,0,0.057711,0.0364687,0.0365164,0.0112296,0.0489377,0.0238959,0.0340061,0.0376555,0,0.0293192,0.0338959,0.0225439,0.0274149,0.0252345,0.0500619,0.0189896,0.0203898,0.0421653,0,0.0213271,0.052766,0.037154,0,0,0.0116173,0,0,0.0166964,0.0588869,0.0456853,0.0257528,0.0226112,0.0446713,0.0326445,0.034336,0.0540676,0.0421192,0.0240809,0.0557282,0.0393076,0.0406018,0.0663592,0.026859,0.0378589,0.0142677,0.00593566,0.0411986,0.0710972,0,0,0,0,0,0,0,0,0.0296653,0.0301697,0,0.0490928,0
70,0.0542266,0.0339936,0,0,0,0,0,0.035687,0,0.03257,0,0,0.0198626,0,0,0.0579437,0.0355929,0.0363574,0,0.0491595,0.0242559,0.0346955,0.0372824,0,0.0292121,0.0339065,0.0226204,0.0271536,0.0244138,0.0498704,0.019488,0.0206923,0.0431686,0,0.0208761,0.0510431,0.0371045,0,0,0.0126859,0,0,0.0159546,0.059219,0.0444143,0.0261092,0.0244634,0.0456979,0.0331057,0.0340979,0.0540297,0.0422157,0.0242735,0.0558399,0.0393484,0.0403648,0.0672488,0.0315419,0.0376068,0.0140602,0.00518352,0.0415134,0.0710885,0,0,0,0,0,0,0,0,0.0291407,0.0305147,0,0.0489389,0
71,0.0542415,0.0338801,0,0,0,0,0,0.0368645,0,0.0327952,0,0,0.0198111,0,0,0.0581203,0.0361811,0.036623,0.0121296,0.0492148,0.0247169,0.0345941,0.0373601,0,0.030157,0.033458,0.0225639,0.0279691,0.0236947,0.049686,0.0196619,0.0212281,0.052131,0,0.0199606,0.0509814,0.0366251,0,0,0.0129892,0,0,0.0158038,0.0585797,0.0396403,0.0271705,0.028432,0.0459026,0.0327307,0.0333905,0.0526811,0.0419626,0.024654,0.0540295,0.0404094,0.0384069,0.0645261,0,0.0377399,0.0141335,0.0050833,0.0419557,0.0705564,0,0,0,0,0,0,0,0,0.0300065,0.0301416,0,0.0484429,0
72,0.0543495,0.0336969,0,0,0,0,0,0.0373544,0,0.0331853,0,0,0.0197207,0,0,0.0583323,0.0358417,0.037063,0.0127654,0.0493252,0.0260226,0.0348112,0.0371854,0,0.0305247,0.0333276,0.0227081,0.0284979,0.0231684,0.0491238,0.0184625,0.022525,0.0531637,0,0.0191859,0.0492604,0.0364263,0,0,0.0121518,0,0,0.0168131,0.0588467,0.0384696,0.0274891,0.0306953,0.0467497,0.0325042,0.033197,0.0522227,0.0422728,0.0248833,0.0529158,0.0396294,0.0374671,0.0643052,0,0.0377238,0.0139537,0.00655873,0.0421457,0.0706234,0,0,0,0,0,0,0,0,0.0307908,0.0301238,0,0.0480963,0
73,0.0544134,0.0337429,0,0,0,0,0,0.0379192,0,0.0333932,0,0,0.0198583,0,0,0.058651,0.035675,0.0360739,0.0143707,0.0492639,0.0260851,0.0369488,0.0376399,0.0302339,0.0308926,0.0343876,0.0232092,0.0286281,0.0213323,0.0487787,0.0193606,0.022892,0.053747,0,0.0184382,0.046601,0.0364856,0,0,0.0129056,0,0,0.0161694,0.0590496,0.0375126,0.0281499,0.0335037,0.0482974,0.0331451,0.0332352,0.0519878,0.042152,0.0250565,0.0517927,0.0386412,0.036512,0.0636119,0,0.0371339,0.0135951,0.00609266,0.0422849,0.0710791,0,0,0,0,0,0,0,0,0.0301991,0.0311107,0,0.0467384,0
74,0.0545106,0.0338372,0,0,0,0,0,0.0384461,0,0.0337992,0,0,0.0199684,0,0,0.0588889,0.0351482,0.0362626,0.0142839,0.0494231,0.0264711,0.0374841,0.0372493,0.0301343,0.0311566,0.0345501,0.0233545,0.0289881,0.0211475,0.0484466,0.0195507,0.0235148,0.0547658,0,0.0176544,0.0450677,0.0363396,0,0,0.0131241,0,0,0.0161774,0.0592709,0.0381176,0.0283941,0.0357412,0.0496297,0.0332993,0.0331358,0.0517491,0.0424153,0.0252967,0.0507879,0.037581,0.0356221,0.0634182,0,0.0367861,0.0134564,0.00619827,0.0424751,0.0713156,0,0,0,0,0,0,0,0,0.0300806,0.0312594,0,0.0468466,0
75,0.0546023,0.0340288,0,0,0,0,0,0.0389621,0,0.0340901,0,0,0.0201336,0,0,0.0590663,0.0346971,0.0365501,0.013794,0.0495443,0.0266479,0.0377776,0.0367086,0.0299228,0.0313462,0.0348077,0.0235234,0.0292228,0.020881,0.0481747,0.0197576,0.0239634,0.0567654,0,0.0167818,0.0438478,0.0363633,0,0,0.0133196,0,0,0.0162835,0.0594153,0.0404795,0.0285046,0.0371139,0.051074,0.0335903,0.0332081,0.0513126,0.0432744,0.0256071,0.0503451,0.036838,0.0354019,0.0636069,0,0.0365495,0.013297,0.00641855,0.0424635,0.0715334,0,0,0,0,0,0,0,0,0.0299568,0.0315059,0,0.0471888,0
76,0.0546552,0.0342231,0,0,0,0,0,0.0392451,0,0.0342346,0,0,0.0202575,0,0,0.0591348,0.0344507,0.0367429,0.0138758,0.0496607,0.0266689,0.0369149,0.0365213,0.0296122,0.0313106,0.0349271,0.0236938,0.0293231,0.020475,0.0479943,0.0198536,0.0241685,0.0585123,0,0.0162973,0.0428674,0.0364161,0,0,0.0133917,0,0,0.0164088,0.0594204,0.0430222,0.0284547,0.0383523,0.0523518,0.0338782,0.0332744,0.0512089,0.0439168,0.0257499,0.0504153,0.0363168,0.0356296,0.0638458,0,0.0364381,0.0131283,0.00665079,0.0422535,0.0717135,0,0,0,0,0,0,0,0,0.0300245,0.0315983,0,0.0476948,0
77,0.054648,0.0343045,0,0,0,0,0,0.0394164,0,0.0342364,0,0,0.0202795,0,0,0.0590875,0.0342745,0.0370213,0.0144881,0.0496975,0.0265246,0.036356,0.0361816,0.0294015,0.0311623,0.0349048,0.0239179,0.0293625,0.0200156,0.047906,0.0196667,0.0241583,0.0595987,0,0.0160983,0.0420409,0.0364951,0,0,0.013217,0,0,0.0165342,0.0592757,0.0453551,0.0284536,0.039505,0.0530123,0.0341503,0.0328968,0.0508509,0.044304,0.0256836,0.0507074,0.036091,0.0358155,0.0642614,0,0.0363617,0.0130293,0.00686821,0.0417774,0.0718291,0,0,0,0,0,0,0,0,0.0300061,0.0315398,0,0.0482461,0
78,0.0540299,0.0341681,0,0,0,0,0,0.0375682,0,0.0335114,0,0,0.0209509,0,0,0.0584534,0.031866,0.0377024,0.015152,0.049354,0.0254369,0.0354386,0.0349269,0.0288963,0.0301241,0.0350182,0.0246716,0.0296771,0.0210884,0.0477489,0.0198372,0.0239557,0.0416333,0,0.0247344,0.039722,0.0376023,0,0,0.012923,0,0,0.0171355,0.0612228,0.0577572,0.0288356,0.0390168,0.0537598,0.0350678,0.031921,0.0528621,0.046694,0.0237833,0.0546071,0.0327691,0.0408263,0.0727894,0.0675277,0.0362182,0.0124758,0.00705455,0.0406727,0.0721547,0,0,0,0,0,0,0,0,0.0296054,0.0319693,0,0.05016,0
79,0.0545742,0.0342829,0,0,0,0,0,0.0397365,0,0.034159,0,0,0.0203348,0,0,0.0587844,0.033886,0.0374136,0.0150244,0.0493839,0.025563,0.0361372,0.0341852,0.0290962,0.0303353,0.0349986,0.0241527,0.0292196,0.0192238,0.047946,0.0193662,0.0236084,0.0619764,0,0.015535,0.0409074,0.0366655,0,0,0.012924,0,0,0.0164916,0.0586419,0.0492064,0.0285337,0.0414541,0.0521171,0.0344818,0.0316805,0.0503472,0.0440905,0.0252019,0.0509628,0.0367221,0.0367322,0.0658824,0,0.0363615,0.0131724,0.00688456,0.0397408,0.0719444,0,0,0,0,0,0,0,0,0.0297911,0.0318157,0,0.0490611,0
80,0.0539203,0.0340337,0,0,0,0,0,0.0383267,0,0.0333106,0,0,0.0209285,0,0,0.0580211,0.0313181,0.0377322,0.0153214,0.0484264,0.0246565,0.0351517,0.0338891,0.0289065,0.0293203,0.0352551,0.0249231,0.0296974,0.0203237,0.0479674,0.0193894,0.0233605,0.0421755,0,0.0260008,0.0391278,0.0378557,0,0,0.012617,0,0,0.0170728,0.0606251,0.0613304,0.0292217,0.0412449,0.0524096,0.0353435,0.0306986,0.0528185,0.0464904,0.0227949,0.0554873,0.0335783,0.0422837,0.0752461,0.0724096,0.036297,0.0127647,0.00682989,0.0385668,0.0723633,0,0,0,0,0,0,0,0,0.02945,0.0323091,0,0.050811,0
81,0.0533222,0.0338332,0,0,0,0,0,0.0384209,0,0.0334452,0,0,0.0208957,0,0,0.0571017,0.0314738,0.0374335,0.0154889,0.0469293,0.0236396,0.0351057,0.0338548,0.029318,0.0289023,0.0348513,0.0249394,0.0296769,0.0203214,0.0491288,0.0179538,0.0219919,0.0420268,0,0.0256808,0.0416764,0.0381581,0,0,0.0118139,0,0,0.0174887,0.0603057,0.0608762,0.0322232,0.0418497,0.0521686,0.0351151,0.030802,0.0560515,0,0.0226905,0.0555562,0.032403,0.0422842,0.0766969,0.0719716,0.0367528,0.0130112,0.0072491,0.038635,0.0712854,0,0,0,0,0,0,0,0,0.0297564,0.0320209,0,0.0514328,0
82,0.0539339,0.0336979,0,0,0,0,0,0.0350651,0,0.0391956,0,0,0.0209142,0,0,0.0576775,0.0301858,0.039676,0.0150241,0.0473258,0.0237784,0.0331536,0.0330361,0.0308534,0.0267448,0.033276,0.0236159,0.0273184,0.02156,0.0488591,0.0192313,0.0222185,0.0422446,0,0.0256877,0.039015,0.0375891,0,0,0.0122015,0,0,0.0171077,0.0602626,0.0612477,0.0291506,0.0424606,0.050812,0.0344144,0.029934,0.0520932,0.0464562,0.0225412,0.0561838,0.0346393,0.0428827,0.0775044,0.0729811,0.0369071,0.0133804,0.00647979,0.0385512,0.0718535,0,0,0,0,0,0,0,0,0,0.0302014,0,0.0528754,0
83,0.0537924,0.0334828,0,0,0,0,0,0.0386267,0,0.0338683,0,0,0.0210774,0,0,0.0576592,0.0305385,0.0378463,0.0163169,0.0463729,0.0233554,0.0344826,0.0327396,0.0292054,0.0286149,0.0350342,0.0254844,0.0299892,0.0188894,0.0488457,0.0192293,0.0219662,0.0421194,0,0.0250917,0.0382063,0.0381965,0,0,0.0122298,0,0,0.0172096,0.0597796,0.0605358,0.0300042,0.0423739,0.0512664,0.0349157,0.0297987,0.0516071,0.0458412,0.0224621,0.0565026,0.035489,0.0436724,0.0783636,0.0728743,0.0366521,0.0132516,0.00668723,0.0387187,0.0722049,0,0,0,0,0,0,0,0,0.0282025,0.0324317,0,0.0515542,0
84,0.0537808,0.033308,0,0,0,0,0,0.0396096,0,0.0335934,0,0,0.0210377,0,0,0.0575727,0.0306679,0.0377794,0.0162507,0.0458853,0.023143,0.0344281,0.0325004,0.029253,0.0287412,0.0351546,0.0258109,0.0305355,0.0179754,0.0490319,0.0192424,0.0217017,0.0414795,0,0.0247219,0.0379657,0.0382324,0,0,0.0122344,0,0,0.0171593,0.0593391,0.0601493,0.0303087,0.042305,0.0513306,0.0347063,0.0298512,0.0514363,0.0457368,0.0224873,0.0564751,0.0359981,0.0441781,0.078575,0.0719901,0.0368817,0.0133742,0.00652474,0.0390043,0.0720991,0,0,0,0,0,0,0,0,0.0275908,0.0327559,0,0.0514081,0
85,0.0537712,0.033128,0,0,0,0,0,0.0403408,0,0.0333426,0,0,0.0210146,0,0,0.057499,0.0307181,0.0377035,0.0165005,0.0455397,0.022984,0.0343325,0.0319972,0.0292667,0.028846,0.0352329,0.026085,0.0308464,0.017066,0.0491849,0.0191755,0.0215506,0.0410293,0,0.0244362,0.0377849,0.0381726,0,0,0.0122186,0,0,0.017086,0.058958,0.0597387,0.0305261,0.0420929,0.0515916,0.0345601,0.0301593,0.0514022,0.0455158,0.0226351,0.0566499,0.0364114,0.0446395,0.0779316,0.0701077,0.0370206,0.0133859,0.00645023,0.0391942,0.0718976,0,0,0,0,0,0,0,0,0.0274919,0.0329376,0,0.0511872,0
86,0.0536651,0.032929,0,0,0,0,0,0.0412356,0,0.0330321,0,0,0.0210714,0,0,0.0574546,0.0306038,0.037606,0.0167041,0.0453037,0.0227362,0.0340537,0.0316255,0.0292844,0.0288431,0.0352763,0.0261329,0.0309211,0.0157488,0.0493837,0.0190671,0.0214428,0.0409029,0,0.0242214,0.0377672,0.0381877,0,0,0.0122,0,0,0.0171455,0.0587105,0.0593012,0.0308777,0.0416965,0.0520613,0.0344837,0.0306872,0.051319,0.0449486,0.0231225,0.0569269,0.0367569,0.0449946,0.0776714,0.0674703,0.0370752,0.0134775,0.00634249,0.0393263,0.0716583,0,0,0,0,0,0,0,0,0.0272607,0.0329744,0,0.0511186,0
87,0.0543419,0.0328324,0,0,0,0,0,0.0455415,0,0.0338235,0,0,0.0205163,0,0,0.0580828,0.032738,0.0374408,0.0166541,0.0456627,0.0229522,0.0349487,0.0320739,0.029494,0.0291185,0.0349769,0.0248834,0.0298899,0.0121902,0.0496917,0.0187987,0.0213333,0.0605784,0,0.0149685,0.0391274,0.0370067,0,0,0.0122466,0,0,0.0167263,0.056464,0.047947,0.0302309,0.0424577,0.0516591,0.0335046,0.0318555,0.0492925,0.0424453,0.0257463,0.0528829,0.0402004,0.0401173,0.0697092,0,0.0372042,0.0142172,0.00654617,0.0394672,0.0713384,0,0,0,0,0,0,0,0,0.0272566,0.032237,0,0.0500895,0
88,0.0535158,0.0327247,0,0,0,0,0,0.0430842,0,0.0315702,0,0,0.021176,0,0,0.0578967,0.030225,0.0373276,0.0171577,0.0450693,0.0222108,0.0337686,0.0306189,0.029612,0.0289488,0.0354955,0.0263924,0.0310952,0.0124141,0.0495806,0.0190618,0.0214064,0.0404981,0,0.0239555,0.0383311,0.0380397,0,0,0.0120144,0,0,0.0171752,0.0581809,0.0586625,0.0314517,0.0399574,0.053183,0.034434,0.031864,0.0519668,0.0450364,0.0241896,0.0572215,0.0372126,0.0451035,0.0772057,0.0626017,0.0370612,0.0137686,0.00619658,0.0394829,0.0710776,0,0,0,0,0,0,0,0,0.0262736,0.033208,0,0.0515538,0
89,0.0534433,0.0326914,0,0,0,0,0,0.0425585,0,0.0309185,0,0,0.0211373,0,0,0.0580013,0.0300013,0.0372331,0.017466,0.0449979,0.0221407,0.0335729,0.0300169,0.0297208,0.0288491,0.0354561,0.0267885,0.0312515,0.0115847,0.0495603,0.0190208,0.0214522,0.0399107,0,0.0240584,0.0387145,0.0380211,0,0,0.0119828,0,0,0.0171147,0.0580233,0.0584729,0.0316604,0.0387277,0.0536547,0.0344787,0.0322502,0.0523948,0.0459802,0.0247611,0.0571306,0.0371164,0.0449981,0.076658,0.0609684,0.0370992,0.013603,0.00618681,0.0394382,0.0706426,0,0,0,0,0,0,0,0,0.0265993,0.0334954,0,0.0520021,0
90,0.0533173,0.0326617,0,0,0,0,0,0.0421101,0,0.0308373,0,0,0.0210122,0,0,0.0577813,0.0298229,0.0372004,0.0175551,0.0449053,0.0225224,0.0335247,0.0296069,0.029675,0.0286658,0.0352025,0.0272661,0.0315141,0.0122553,0.0495276,0.0179825,0.0220308,0.0395743,0,0.024174,0.0390417,0.038067,0,0,0.0116219,0,0,0.0175803,0.0578321,0.0583433,0.0319554,0.0373403,0.053984,0.034394,0.0328767,0.0530387,0.0455449,0.0253386,0.0569467,0.0369386,0.0446213,0.0760249,0.0590826,0.0371436,0.0134869,0.00674886,0.0393029,0.0706055,0,0,0,0,0,0,0,0,0.0271136,0.0338273,0,0.0523893,0
91,0.0531558,0.0326483,0,0,0,0,0,0.0420804,0,0.0314345,0,0,0.0211476,0,0,0.05762,0.0298159,0.0373988,0.0180342,0.0445709,0.0215549,0.0337228,0.0295005,0.0295147,0.0284478,0.0347355,0.0276486,0.0318427,0.0141918,0.0497803,0.0188511,0.0214627,0.0398977,0,0.0237582,0.0393542,0.0381534,0,0,0.0119434,0,0,0.0172051,0.0576869,0.0578098,0.0322925,0.0358382,0.0542385,0.0347541,0.0337806,0.0540042,0.0450066,0.0261137,0.0567275,0.0368988,0.0444295,0.0753267,0.0574017,0.0370351,0.0135719,0.00640389,0.0390193,0.0705333,0,0,0,0,0,0,0,0,0.0280212,0.0340476,0,0.0527394,0
92,0.053643,0.0325941,0,0,0,0,0,0.0459293,0,0.0333718,0,0,0.020463,0,0,0.0577367,0.0311541,0.0379062,0.0180733,0.0444185,0.0216217,0.0344612,0.0307307,0.0294409,0.0277572,0.033673,0.0262667,0.0306117,0.0152041,0.0501501,0.018135,0.021338,0.0451509,0,0.0178841,0.0398486,0.037496,0,0,0.0120016,0,0,0.0169373,0.0569398,0.0548852,0.0315223,0.0334366,0.0539199,0.0343606,0.0352757,0.0532667,0.0432776,0.0284269,0.0568427,0.0402136,0.0447026,0.0729503,0.0645333,0.0370253,0.013927,0.00691526,0.0386224,0.0703819,0,0,0,0,0,0,0,0,0.0296481,0.0329413,0,0.0529577,0
93,0.0534751,0.0325336,0,0,0,0,0,0.046426,0,0.0338062,0,0,0.0206057,0,0,0.0574267,0.031313,0.0377906,0.0182377,0.0438272,0.0212249,0.0343315,0.0306715,0.0294397,0.0277339,0.0334785,0.0263012,0.0306926,0.0158805,0.0503608,0.0179368,0.021043,0.0450249,0,0.0181264,0.0404155,0.0376191,0,0,0.0119971,0,0,0.016909,0.0567816,0.0550413,0.0318626,0.0319853,0.053977,0.0344823,0.0359601,0.0541961,0.0434777,0.0292776,0.0573221,0.0405653,0.0449554,0.0727471,0.0636565,0.0371083,0.0139775,0.0068837,0.0382223,0.0701377,0,0,0,0,0,0,0,0,0.0303386,0.0328143,0,0.0531905,0
94,0.0533488,0.03238,0,0,0,0,0,0.0468819,0,0.0342206,0,0,0.0207835,0,0,0.0571629,0.0313918,0.0373859,0.0182188,0.0434745,0.0208486,0.0340965,0.030694,0.0294797,0.0277547,0.0332899,0.0262454,0.0307155,0.0159034,0.050379,0.0175628,0.0207127,0.0449408,0,0.0184261,0.0409671,0.0377984,0,0,0.0118053,0,0,0.0168697,0.0564472,0.0545952,0.0321366,0.030526,0.0540853,0.0345281,0.0366896,0.055572,0.0434871,0.029964,0.0577167,0.041214,0.045442,0.0729264,0.0635686,0.0370884,0.0139784,0.00687826,0.0379278,0.069848,0,0,0,0,0,0,0,0,0.030888,0.0326616,0,0.0534869,0
95,0.0532448,0.0322397,0,0,0,0,0,0.0475603,0,0.0346922,0,0,0.0210102,0,0,0.0570402,0.0314433,0.0370446,0.0181688,0.0431801,0.0204152,0.0340987,0.0308601,0.0295167,0.0277597,0.0332764,0.0262207,0.0306887,0.0155959,0.0504559,0.0173347,0.0203774,0.0450388,0,0.0185093,0.0414986,0.0379199,0,0,0.0116746,0,0,0.0168845,0.0560432,0.0540517,0.0323725,0.029129,0.0541611,0.0347178,0.037364,0.0569832,0.0433635,0.0305433,0.0585391,0.0421345,0.0460925,0.073421,0.0635223,0.0370445,0.0139111,0.00688606,0.0378558,0.0694955,0,0,0,0,0,0,0,0,0.0313523,0.0325318,0,0.0536945,0
