Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_R,IMUR_M,LTHII,
38,0.0491639,0.0423296,0,0,0,0,0.027323,0,0.0340115,0.0493803,0,0,0.0240267,0,0,0.0640718,0.0282376,0.0276367,0.0338377,0.016816,0.0485694,0.0339791,0.0265988,0.0336527,0.024121,0.0305663,0.0331077,0.0210843,0.0254431,0.0335877,0.0407629,0.0245375,0.0311009,0.0518946,0,0.0128823,0.0401549,0.0387833,0,0,0.0135352,0,0,0.0175517,0.0548827,0.0530268,0.0327866,0.031343,0.0584526,0.0358802,0.0339481,0.0604441,0.0510506,0.0255577,0.0644917,0.0469211,0.0489828,0.0786644,0.0772081,0.037609,0.0116114,0.00643432,0.0511222,0.0678716,0,0,0,0,0,0,0,0,0,0,0,0
39,0.0490972,0.0423588,0,0,0,0,0.0271387,0,0.0339781,0.0497519,0,0,0.023994,0,0,0.0639768,0.0283474,0.0276104,0.0337258,0.0168067,0.0481096,0.0337232,0.0264079,0.0336311,0.0241243,0.0303575,0.0332058,0.0209962,0.0253422,0.0334777,0.0408576,0.0244315,0.0310319,0.0518138,0,0.0129101,0.0410201,0.0386025,0,0,0.013624,0,0,0.0175536,0.0545163,0.0526314,0.0337859,0.0301377,0.0587875,0.0357922,0.0348723,0.0612215,0.0508439,0.0260866,0.065297,0.0477011,0.0500164,0.0791169,0.0772162,0.0375567,0.0116082,0.00649934,0.050404,0.0675244,0,0,0,0,0,0,0,0,0,0,0,0
40,0.0490587,0.0423713,0,0,0,0,0.0269452,0,0.0339385,0.0501832,0,0,0.0239644,0,0,0.0638669,0.0282768,0.0272257,0.0334404,0.0166328,0.0478142,0.0335553,0.0260538,0.0337428,0.0241581,0.0301706,0.0331601,0.0208535,0.0252872,0.0333069,0.0408569,0.0244495,0.0309735,0.051869,0,0.0130626,0.0416647,0.0384811,0,0,0.0138372,0,0,0.0175347,0.0541522,0.0525577,0.0346851,0.0282326,0.0591234,0.0357411,0.0358399,0.0620892,0.0509883,0.0267469,0.06604,0.0484464,0.0509112,0.0797338,0.0768122,0.0375025,0.0116092,0.00651008,0.0496839,0.0672155,0,0,0,0,0,0,0,0,0,0,0,0
41,0.0490462,0.0423136,0,0,0,0,0.0268511,0,0.0339351,0.0505102,0,0,0.0240214,0,0,0.0635845,0.0282151,0.027213,0.0330218,0.016622,0.0476132,0.0334197,0.025762,0.0339669,0.0241908,0.0300911,0.0331558,0.0207356,0.02523,0.0331061,0.0408344,0.0244183,0.0309482,0.0517759,0,0.0131244,0.0420788,0.0384781,0,0,0.0141376,0,0,0.0174583,0.0538776,0.052589,0.0352843,0.0256775,0.0593479,0.0357038,0.0367509,0.0628558,0.0512847,0.027418,0.0666788,0.0491224,0.0515572,0.08059,0.0762717,0.037538,0.011587,0.00647103,0.0491852,0.0668876,0,0,0,0,0,0,0,0,0,0,0,0
42,0.0485677,0.0422067,0,0,0,0,0.0348474,0,0.0300993,0.0493026,0,0,0.0246912,0,0,0.0631975,0.0278428,0.0286979,0.0312361,0.0106429,0.0470754,0.0334446,0.0214784,0.0371065,0.0294431,0.0301334,0.0358904,0.0215366,0.0291279,0.0253124,0.0404833,0.0245943,0.0313057,0.0448073,0,0.0211777,0.0419025,0.0392908,0,0,0.0139628,0,0,0.0180138,0.0530404,0.0579554,0.0366989,0,0.059873,0.0359876,0.0369914,0.066631,0.0540881,0.0260929,0.066954,0.0461236,0.0513231,0.0823313,0.0657874,0.0373561,0.0112237,0.0062071,0.0490053,0.0668902,0,0,0,0,0,0,0,0,0,0,0,0
43,0.0489557,0.0422313,0,0,0,0,0.0272894,0,0.034122,0.0510229,0,0,0.0241774,0,0,0.0631826,0.0290684,0.028452,0.031966,0.0163158,0.0468509,0.0328348,0.0258339,0.0340774,0.0246078,0.0301318,0.03308,0.0206607,0.0252843,0.0325719,0.0410113,0.0242468,0.0308058,0.0500094,0,0.0125475,0.0442475,0.0385265,0,0,0.0142566,0,0,0.0174185,0.0531394,0.0507349,0.0371637,0.021324,0.0595128,0.0354293,0.0391724,0.0656324,0.0527586,0.0296135,0.0671319,0.0493903,0.0522847,0.0806018,0.0728625,0.037423,0.0117234,0.00627229,0.049359,0.0662691,0,0,0,0,0,0,0,0,0,0,0,0
44,0.0489658,0.0421489,0,0,0,0,0.0274315,0,0.0340302,0.0511115,0,0,0.0241754,0,0,0.0631593,0.0296607,0.0287619,0.0313965,0.0162577,0.0464669,0.0325936,0.0258486,0.0339348,0.0249193,0.0302678,0.0331312,0.0206379,0.0254338,0.0319532,0.0410475,0.0243106,0.030789,0.048664,0,0.012543,0.0451277,0.0384451,0,0,0.0142618,0,0,0.017388,0.0525078,0.0493999,0.0376564,0.0186115,0.0595241,0.0351493,0.0403808,0.066963,0.0532848,0.0305578,0.0671796,0.0490545,0.0524339,0.0800768,0.0691198,0.0374941,0.0117907,0.00611568,0.0495079,0.0660363,0,0,0,0,0,0,0,0,0,0,0,0
45,0.0481669,0.0419239,0,0,0,0,0.0288842,0,0.0336461,0.0505189,0,0,0.0237138,0,0,0.0618973,0.0303171,0.027938,0.0279127,0.0156219,0.0455445,0.0305574,0.025076,0.0330734,0.0266088,0.0310226,0.0342903,0.0213257,0.0262673,0.0292438,0.0422285,0.0233764,0.0288696,0.0466755,0,0.0132958,0.0506184,0.0392202,0,0,0.0140937,0,0,0.017373,0.0531444,0.0488517,0,0.0150852,0.0617926,0.0351947,0.0415118,0.0688084,0.0558734,0.0332448,0.0649752,0.0472736,0.051032,0.0781239,0.0644346,0.0377391,0.011962,0.00606775,0.0496225,0.0650935,0,0,0,0,0,0,0,0,0,0,0,0
46,0.0490911,0.0420131,0,0,0,0,0.0280985,0,0.0341061,0.0512901,0,0,0.0243339,0,0,0.06302,0.0306249,0.0291126,0.030402,0.016706,0.045893,0.0320924,0.02509,0.0334926,0.0256172,0.030464,0.0333456,0.0207504,0.0257188,0.029959,0.041126,0.0249358,0.0304916,0.0444801,0,0.0129024,0.0468287,0.0382627,0,0,0.0143424,0,0,0.0172092,0.0517031,0.0467054,0.0381751,0.0138983,0.0592158,0.0343967,0.0429922,0.0689717,0.0537058,0.0325842,0.0668968,0.0487769,0.052429,0.0788031,0.0577324,0.0375017,0.0120989,0.00566447,0.0496028,0.0658419,0,0,0,0,0,0,0,0,0,0,0,0
47,0.0492125,0.0418715,0,0,0,0,0.0289155,0,0.0341329,0.0511724,0,0,0.0243804,0,0,0.0629723,0.0310725,0.0290712,0.0299049,0.016933,0.0456647,0.0320643,0.0250803,0.0323442,0.0260635,0.0306935,0.0334645,0.0208432,0.0259513,0.0285927,0.0410567,0.0249003,0.030487,0.0424136,0,0.013687,0.0474189,0.0380969,0,0,0.0142813,0,0,0.0171313,0.0512126,0.0457795,0.0379646,0.012269,0.0589684,0.0339468,0.0438525,0.0696538,0.0537466,0.0337996,0.0666741,0.048412,0.0523216,0.0780597,0.0503641,0.0376302,0.0121623,0.00547228,0.0497275,0.0657868,0,0,0,0,0,0,0,0,0,0,0,0
48,0.0493305,0.0417287,0,0,0,0,0.0296582,0,0.0342771,0.0509966,0,0,0.0244556,0,0,0.062984,0.0316643,0.0289967,0.0292075,0.0171615,0.0453766,0.0320936,0.0252827,0.0314244,0.026682,0.0309563,0.0335613,0.0210135,0.0261979,0.0273407,0.0409911,0.0249403,0.0306386,0.0412783,0,0.0150432,0.0483254,0.0378588,0,0,0.0142226,0,0,0.0171235,0.0507223,0.0442629,0.0379241,0.0110752,0.0586598,0.0335345,0.0442688,0.0698348,0.053697,0.0352907,0.066364,0.0477802,0.0521951,0.077239,0.0420579,0.0378015,0.0123104,0.00533793,0.0499024,0.0657095,0,0,0,0,0,0,0,0,0,0,0,0
49,0.0494724,0.0416372,0,0,0,0,0.0301023,0,0.0345485,0.0506211,0,0,0.0245076,0,0,0.0630549,0.0324601,0.0286995,0.0284456,0.0173937,0.0451449,0.0322594,0.0254944,0.031005,0.0274792,0.0313944,0.0337184,0.0213313,0.0265359,0.0264938,0.0409465,0.025021,0.0308709,0.0417155,0,0.0168611,0.0491831,0.0375939,0,0,0.0141149,0,0,0.0171317,0.0501228,0.043031,0.0378146,0.010866,0.0582726,0.033145,0.0446839,0.0692961,0.053264,0.0369696,0.0659679,0.0472,0.0520989,0.0764488,0.0335082,0.0379596,0.0126055,0.00525408,0.0499853,0.0656943,0,0,0,0,0,0,0,0,0,0,0,0
50,0.0496566,0.0415725,0,0,0,0,0.030776,0,0.0348314,0.0500997,0,0,0.024558,0,0,0.0632064,0.0335313,0.028328,0.0276422,0.0177961,0.0448949,0.0324599,0.025827,0.0308887,0.0283809,0.0317921,0.033924,0.0216309,0.0268446,0.0254071,0.0408488,0.0251808,0.0312386,0.0432818,0,0.0188469,0.0503414,0.0372913,0,0,0.0140631,0,0,0.0171489,0.0497068,0.0421508,0.0378594,0.0116192,0.0577918,0.0327715,0.045075,0.0682633,0.052592,0.0387664,0.0656013,0.0468791,0.0522348,0.075892,0.026572,0.0380711,0.0128389,0.00523966,0.0499524,0.0656406,0,0,0,0,0,0,0,0,0,0,0,0
51,0.0498838,0.0415468,0,0,0,0,0.0316179,0,0.0349277,0.0496995,0,0,0.0246251,0,0,0.0633933,0.0344845,0.028535,0.0270389,0.0182298,0.0446538,0.0325643,0.0262615,0.03051,0.0291176,0.0322088,0.0340769,0.0219051,0.0271211,0.0243098,0.0407189,0.0253344,0.0317124,0.0456472,0,0.0203334,0.0512361,0.0369956,0,0,0.0139949,0,0,0.0171161,0.0493828,0.0414044,0.0379615,0.0131375,0.057148,0.0323887,0.045619,0.0668759,0.0519452,0.0403491,0.0656678,0.0469243,0.0526132,0.0757804,0.0226509,0.0381639,0.0130528,0.00522526,0.0498507,0.0654781,0,0,0,0,0,0,0,0,0,0,0,0
52,0.0500378,0.0415673,0,0,0,0,0.0323915,0,0.0349042,0.0494565,0,0,0.0246796,0,0,0.0635539,0.0353779,0.0287148,0.0265325,0.0186106,0.044371,0.0326962,0.026628,0.0299575,0.0297833,0.0325271,0.0343264,0.0221544,0.0273551,0.0233314,0.0405466,0.0254566,0.0319615,0.0478463,0,0.0213052,0.0520436,0.0366995,0,0,0.0139311,0,0,0.0170481,0.0491154,0.0407324,0.0381077,0.0146971,0.0565525,0.032065,0.0462768,0.0655111,0.0517445,0.0416949,0.0657815,0.0470545,0.0528254,0.0759676,0.0212039,0.0382104,0.0132325,0.00517683,0.0496521,0.0652914,0,0,0,0,0,0,0,0,0,0,0,0
53,0.050148,0.0415871,0,0,0,0,0.0328908,0,0.0349333,0.0491707,0,0,0.0246898,0,0,0.0636625,0.0362044,0.0283573,0.026138,0.0188467,0.0441042,0.0330463,0.0270566,0.0294389,0.0303986,0.0327285,0.034527,0.022396,0.0275443,0.0224418,0.0403866,0.0255293,0.0319154,0.0489478,0,0.0219525,0.0528177,0.0364659,0,0,0.0138471,0,0,0.0169701,0.0488692,0.0407776,0.0382115,0.0163283,0.0560863,0.0317857,0.0469058,0.06414,0.0517623,0.042984,0.0658314,0.0472003,0.0529672,0.0762511,0.0207867,0.0382754,0.0134067,0.00517283,0.0493448,0.0651759,0,0,0,0,0,0,0,0,0,0,0,0
54,0.0502245,0.0415936,0,0,0,0,0.0332732,0,0.0350398,0.0488171,0,0,0.0246621,0,0,0.0636817,0.0368564,0.028017,0.0257399,0.0191089,0.0438348,0.0334341,0.0274181,0.0291034,0.030787,0.0329774,0.0345949,0.0225889,0.0277453,0.0217374,0.0402937,0.0255558,0.0319556,0.0489165,0,0.022545,0.0535524,0.0362943,0,0,0.0138203,0,0,0.0169139,0.0487048,0.0412694,0.0384017,0.0176119,0.0558025,0.0315988,0.0474404,0.0627803,0.0516892,0.0442959,0.0658494,0.0472729,0.0530277,0.0764642,0.0207245,0.0383191,0.0134918,0.0051603,0.0489865,0.0651621,0,0,0,0,0,0,0,0,0,0,0,0
55,0.0498829,0.0415932,0,0,0,0,0.0338007,0,0.0349249,0.0483312,0,0,0.0243828,0,0,0.0630998,0.0377487,0.0281921,0.0251108,0.0192671,0.0428197,0.0326471,0.0279877,0.0289361,0.031011,0.0331011,0.0346007,0.0226988,0.0279214,0.0212319,0.0407811,0.0250277,0.0312142,0.0485268,0,0.0240333,0.0560812,0.0363198,0,0,0.0137757,0,0,0.0169189,0.0482856,0.0436144,0.0411813,0.0186622,0.0557706,0.0313907,0.0503388,0.0646411,0,0.0476317,0.0630298,0.0444956,0.0507806,0.074474,0.0201295,0.0385629,0.0136975,0.00514584,0.0491628,0.0641648,0,0,0,0,0,0,0,0,0,0,0,0
56,0.0500004,0.0415089,0,0,0,0,0.0343649,0,0.0347261,0.0482699,0,0,0.0244849,0,0,0.0632403,0.0381727,0.0281395,0.0249005,0.0193988,0.0427136,0.03273,0.0279953,0.0285772,0.0313002,0.0332037,0.0345712,0.0227515,0.0280032,0.0205202,0.0406374,0.0250742,0.0314273,0.0478636,0,0.0245061,0.0564876,0.0361367,0,0,0.0137931,0,0,0.0167982,0.0482517,0.0445378,0.0413215,0.0190252,0.0556346,0.0312564,0.0510268,0.0643719,0,0.0487327,0.0630408,0.0444478,0.0506711,0.0744022,0.0200091,0.0385397,0.013705,0.00506834,0.0490898,0.0642454,0,0,0,0,0,0,0,0,0,0,0,0
57,0.0500973,0.0414051,0,0,0,0,0.0347151,0,0.0345278,0.0484036,0,0,0.0246551,0,0,0.0634,0.0384366,0.0281296,0.024659,0.0194109,0.0426945,0.0328457,0.0279514,0.0286739,0.0317665,0.0331107,0.034438,0.0227147,0.027983,0.0200137,0.0404483,0.025033,0.0317818,0.0474771,0,0.0247394,0.0567404,0.0358551,0,0,0.0138394,0,0,0.0167927,0.0480572,0.0454383,0.0417194,0.0190742,0.0556569,0.0312073,0.0517929,0.064802,0,0.0495832,0.0631236,0.0445025,0.0506399,0.0740936,0.0199359,0.0384802,0.013726,0.00503921,0.0491466,0.0642835,0,0,0,0,0,0,0,0,0,0,0,0
58,0.0501211,0.0413613,0,0,0,0,0.0350093,0,0.0343241,0.048566,0,0,0.0247477,0,0,0.063515,0.0385361,0.0281926,0.0244432,0.0193795,0.0425681,0.0330677,0.0278326,0.0287074,0.0319942,0.0331578,0.0342245,0.0226392,0.0279248,0.0195144,0.0401767,0.0249767,0.0318405,0.0473216,0,0.0246481,0.0568984,0.0357745,0,0,0.0139236,0,0,0.0169091,0.0478529,0.0454089,0.0423362,0.0187891,0.0557894,0.031251,0.0526241,0.0658096,0,0.0503661,0.0632332,0.0446785,0.0506755,0.0735747,0.0199941,0.0383245,0.0137101,0.0050567,0.0492028,0.0642856,0,0,0,0,0,0,0,0,0,0,0,0
59,0.0500357,0.0414127,0,0,0,0,0.0352682,0,0.0339067,0.0487633,0,0,0.0247988,0,0,0.0636059,0.0386161,0.0282806,0.0242363,0.019196,0.0422957,0.0331983,0.0274796,0.0286955,0.0319814,0.033114,0.0339446,0.0225162,0.0277794,0.019056,0.0399012,0.0249483,0.0317002,0.0471055,0,0.0242813,0.0571312,0.0358761,0,0,0.0139174,0,0,0.0170267,0.0476966,0.0442165,0.0418396,0.0182422,0.0558955,0.031429,0.0535234,0.0672576,0,0.0508664,0.0632025,0.04491,0.0506468,0.0739602,0.0205363,0.0380868,0.0136694,0.00507013,0.0492647,0.0641636,0,0,0,0,0,0,0,0,0,0,0,0
60,0.0498523,0.0415083,0,0,0,0,0.0356184,0,0.0333866,0.0489142,0,0,0.0248717,0,0,0.0637135,0.0386618,0.0282983,0.0239492,0.0189241,0.0418521,0.0331662,0.0270213,0.0286931,0.0318784,0.0328627,0.0336704,0.0223393,0.0275817,0.0185342,0.0396719,0.0249622,0.0314511,0.0467033,0,0.0236681,0.057506,0.0360715,0,0,0.0138338,0,0,0.017124,0.0475587,0.0434003,0.0402164,0.0177959,0.0559436,0.0317713,0.0546132,0.0688984,0,0.0509582,0.0630293,0.0451669,0.0505904,0.0772711,0.022214,0.0378103,0.0134293,0.0051113,0.0494012,0.0639139,0,0,0,0,0,0,0,0,0,0,0,0
61,0.0496464,0.0415506,0,0,0,0,0.03606,0,0.0327383,0.0491253,0,0,0.0249139,0,0,0.063679,0.0386758,0.0282008,0.0236609,0.0186205,0.0414344,0.033029,0.0266036,0.0287431,0.0316728,0.0324086,0.0334989,0.0221358,0.0273771,0.017977,0.0394999,0.0247234,0.031213,0.0466337,0,0.0224007,0.0577964,0.0362447,0,0,0.0138107,0,0,0.0171818,0.0474242,0.0428862,0.0400989,0.0173653,0.0560198,0.0321233,0.055498,0.0701521,0,0.0506676,0.062946,0.0456076,0.0508148,0.0822617,0.0239849,0.0376497,0.0131991,0.00512495,0.0495284,0.0637238,0,0,0,0,0,0,0,0,0,0,0,0
62,0.0494792,0.0415556,0,0,0,0,0.0365472,0,0.0320434,0.0492678,0,0,0.0249499,0,0,0.0635308,0.0386277,0.0283537,0.0233965,0.0183567,0.0411976,0.0329458,0.0262444,0.0287551,0.0313258,0.0321773,0.0332921,0.0219471,0.0271754,0.0172615,0.0393478,0.0243549,0.0310504,0.04604,0,0.0205141,0.0576649,0.0363798,0,0,0.013754,0,0,0.0172344,0.0471485,0.0405427,0.0403472,0.0168722,0.0559869,0.0325252,0.0558319,0.0707537,0,0.0501278,0.0635518,0.0466753,0.051771,0.0783679,0.0241702,0.0375547,0.0130727,0.0051606,0.0495776,0.0636209,0,0,0,0,0,0,0,0,0,0,0,0
63,0.0498286,0.0415126,0,0,0,0,0.0367061,0,0.0311832,0.0487741,0,0,0.025329,0,0,0.0640489,0.037933,0.0279591,0.0239489,0.0180784,0.0418632,0.0340166,0.0257021,0.0285497,0.0310035,0.0323683,0.0334655,0.0221712,0.0269094,0.0169861,0.0386315,0.0247174,0.0317862,0.0377217,0,0.0208577,0.0538141,0.0362691,0,0,0.0137693,0,0,0.0172714,0.0464816,0.0381659,0.036506,0.0147635,0.0551168,0.0329462,0.0538464,0.0673422,0,0.0462342,0.0681154,0.0508966,0.0571553,0,0.0230629,0.0372391,0.0130342,0.00523827,0.0492037,0.0646199,0,0,0,0,0,0,0,0,0,0,0,0
64,0.0483686,0.0413518,0,0,0,0,0.0378941,0,0.0304691,0.0476362,0,0,0.0243645,0,0,0.0618671,0.039384,0.027446,0.0199781,0.0179137,0.0408907,0.0312765,0.0261657,0.0281341,0.0320215,0.0326365,0.0336972,0.0223163,0.0267945,0.0153541,0.0404287,0.0222446,0.0286419,0.0434325,0,0.0198477,0.0611474,0.037533,0,0,0.0133199,0,0,0.0172899,0.0468714,0.0375441,0,0.0181416,0.0583093,0.0335277,0.0542504,0.0710392,0,0.0489616,0.0604384,0.0439281,0.0489249,0.0725644,0.0245394,0.0376996,0.0132329,0.00544142,0.0495258,0.0629922,0,0,0,0,0,0,0,0,0,0,0,0
65,0.0491,0.0413992,0,0,0,0,0.037783,0,0.0296448,0.0489928,0,0,0.0250253,0,0,0.0633333,0.03851,0.0281975,0.0231029,0.0171813,0.0414231,0.0333158,0.0252096,0.0293103,0.0307649,0.0317735,0.0328129,0.0215754,0.0257331,0.015771,0.0388933,0.0237029,0.0304426,0.0410176,0,0.0177264,0.0551873,0.0369823,0,0,0.0137097,0,0,0.0171816,0.0457464,0.0327894,0.0377942,0.0158123,0.0548777,0.0339512,0.0506064,0.0665852,0.0525521,0.0438205,0.0647817,0.0468998,0.0514194,0.0757053,0.0280901,0.0369583,0.0127995,0.00554248,0.049415,0.0643962,0,0,0,0,0,0,0,0,0,0,0,0
66,0.0487623,0.0414699,0,0,0,0,0.0380743,0,0.0287874,0.0486305,0,0,0.0251611,0,0,0.0629559,0.0386281,0.0278185,0.0230666,0.0170493,0.0414752,0.03296,0.0252251,0.0298321,0.0301851,0.0314904,0.0326794,0.0214523,0.0250101,0.0158077,0.0389975,0.0231266,0.0299207,0.0390501,0,0.0176959,0.0548117,0.0372978,0,0,0.013788,0,0,0.0171273,0.0450275,0.0328016,0.037033,0.015497,0.0543456,0.0346427,0.0488543,0.0658372,0.0508075,0.042144,0.0633216,0.0446043,0.0493959,0.0736657,0.0291636,0.0367444,0.0126224,0.00564669,0.0496686,0.0643207,0,0,0,0,0,0,0,0,0,0,0,0
67,0.0484283,0.0415516,0,0,0,0,0.0383205,0,0.0278397,0.0480559,0,0,0.0251951,0,0,0.0625998,0.0386969,0.027723,0.0230082,0.0167736,0.0417171,0.0325542,0.0252673,0.0303194,0.0293354,0.0312558,0.0324411,0.0213709,0.0243496,0.0161717,0.0391417,0.0226024,0.0293042,0.0374632,0,0.0182638,0.0544319,0.0377191,0,0,0.0137573,0,0,0.017258,0.0442864,0.0335895,0.0362607,0.0144556,0.0538604,0.0353895,0.0473805,0.0654285,0.048726,0.041007,0.062219,0.0428314,0.0479595,0.072329,0.0296659,0.0364606,0.0124425,0.00591522,0.0498871,0.0642703,0,0,0,0,0,0,0,0,0,0,0,0
68,0.0475566,0.0415556,0,0,0,0,0.0391451,0,0.0267049,0.0457705,0,0,0.0247028,0,0,0.0613482,0.0392643,0.0269985,0.020261,0.0166923,0.0424343,0.0310143,0.0255851,0.0301975,0.029402,0.0317558,0.0329056,0.021868,0.0241235,0.0156525,0.0403045,0.0213419,0.0272793,0.0366615,0,0.0191234,0.0570105,0.0388183,0,0,0.0134969,0,0,0.0175592,0.0443828,0.0362055,0,0.0141172,0.0561985,0.0362529,0.0456022,0.0656545,0.0501118,0.040786,0.0595598,0.0401758,0.0456346,0.0702381,0.030352,0.0365276,0.0123554,0.00629357,0.0499303,0.0639996,0,0,0,0,0,0,0,0,0,0,0,0
69,0.0477595,0.0417599,0,0,0,0,0.039297,0,0.0259649,0.0465405,0,0,0.0247775,0,0,0.0621483,0.0390262,0.0282267,0.0225678,0.0163026,0.0426947,0.0317478,0.0253579,0.0320896,0.027711,0.0309818,0.0320486,0.0213648,0.023039,0.0176464,0.0395148,0.0221285,0.0280443,0.0366903,0,0.0194385,0.0539092,0.0386907,0,0,0.0137071,0,0,0.0177396,0.0428437,0.0347457,0.0359341,0.0120904,0.0535076,0.0368339,0.0454746,0.0655279,0.0484651,0.03877,0.0616871,0.041821,0.0472972,0.0717318,0.0314618,0.0359986,0.0119339,0.00680873,0.0503209,0.0642861,0,0,0,0,0,0,0,0,0,0,0,0
70,0.046916,0.0417363,0,0,0,0,0.0405323,0,0.0246525,0.0443782,0,0,0.0244723,0,0,0.0609674,0.0398802,0.0275911,0.0196439,0.0159312,0.0436773,0.0303166,0.0255937,0.0323966,0.0279461,0.0314567,0.0328815,0.0218557,0.022473,0.0176616,0.0406343,0.0208876,0.0262075,0.0365524,0,0.0198928,0.0568272,0.0396992,0,0,0.0135643,0,0,0.0180499,0.04305,0.0368652,0,0.0129789,0.0560851,0.0377654,0.0443376,0.065889,0.0511276,0.038335,0.0595041,0.0400001,0.0452798,0.0693695,0.0324174,0.036118,0.0117884,0.00722868,0.0504253,0.0640293,0,0,0,0,0,0,0,0,0,0,0,0
71,0.0466022,0.0417505,0,0,0,0,0.0413871,0,0.0234031,0.0435133,0,0,0.0244227,0,0,0.0608845,0.0401993,0.0279981,0.0192368,0.0149676,0.0444747,0.0299769,0.025585,0.0335485,0.0273312,0.0314953,0.0333268,0.0218422,0.0213677,0.0191696,0.0408053,0.0209899,0.025643,0.0364482,0,0.0197405,0.0565584,0.0401025,0,0,0.0137512,0,0,0.0183373,0.0423006,0.0368442,0,0.0133101,0.0561788,0.0384616,0.0442469,0.0659618,0.0510842,0.0374105,0.0591245,0.0397833,0.0447342,0.0687074,0.0329227,0.0358479,0.0115077,0.00754002,0.0505149,0.0639865,0,0,0,0,0,0,0,0,0,0,0,0
72,0.0458865,0.0419344,0,0,0,0,0.0422799,0,0.0224598,0.0423552,0,0,0.0244653,0,0,0.0603016,0.0415008,0.0286305,0.0182965,0.0137098,0.0444418,0.0290524,0.0263843,0.035078,0.0268569,0.0312945,0.0337692,0.0215144,0.0200568,0.0212871,0.0414711,0.0204825,0.024634,0.0362865,0,0.020184,0.0588344,0.0404598,0,0,0.0138074,0,0,0.018589,0.0409047,0.037619,0,0.0132663,0.056334,0.039142,0.046613,0.0693758,0,0.0387209,0.0557193,0.0364155,0.041812,0.0659917,0.0311804,0.0358255,0.011272,0.00783063,0.0510199,0.062896,0,0,0,0,0,0,0,0,0,0,0,0
73,0.0456722,0.04197,0,0,0,0,0.0427283,0,0.0214787,0.0418419,0,0,0.0246946,0,0,0.0604322,0.0422034,0.0290018,0.0181095,0.0120633,0.0453429,0.0290367,0.0266954,0.036695,0.0263072,0.0308779,0.0341603,0.0211694,0.0186183,0.0242213,0.0413009,0.0207934,0.024742,0.0361433,0,0.0195383,0.0584893,0.0405796,0,0,0.0140549,0,0,0.0187948,0.0405299,0.0365853,0,0.0133312,0.0562893,0.0398016,0.0461958,0.0690873,0,0.0378715,0.0551094,0.0361806,0.0412505,0.0658393,0.0314307,0.0355367,0.0109371,0.0082507,0.0509369,0.0628052,0,0,0,0,0,0,0,0,0,0,0,0
74,0.0464052,0.0418704,0,0,0,0,0.0423111,0,0.0206006,0.0441182,0,0,0.0254236,0,0,0.0621675,0.0411142,0.0296738,0.0219797,0.01071,0.0471916,0.0314914,0.0260164,0.0388797,0.0246793,0.030368,0.0341687,0.0205254,0.0168707,0.0288975,0.0393296,0.0221577,0.0272369,0.0368365,0,0.0182698,0.052003,0.0400152,0,0,0.0146297,0,0,0.0189197,0.0408486,0.0307717,0.0398561,0.0129422,0.0536389,0.0401402,0.043947,0.064388,0.0477566,0.0344078,0.0599863,0.0410115,0.045367,0.0705219,0.0325651,0.0347357,0.0103831,0.00887092,0.050249,0.0639543,0,0,0,0,0,0,0,0,0,0,0,0
75,0.0461775,0.0419313,0,0,0,0,0.0424455,0,0.0200033,0.0437053,0,0,0.0258469,0,0,0.0623863,0.0420607,0.0296797,0.0220404,0.00891255,0.0480643,0.0319365,0.0265306,0.0401912,0.0246987,0.0301916,0.034204,0.0201723,0.0160605,0.0317819,0.0390352,0.0221639,0.0275266,0.0371048,0,0.0177085,0.052213,0.0400642,0,0,0.0149004,0,0,0.0191004,0.0408451,0.0295453,0.0400247,0.0127228,0.0538,0.0407617,0.0435533,0.0639316,0.0480196,0.0336077,0.0598297,0.0408848,0.0453038,0.070946,0.0325774,0.0343388,0.0100113,0.00940166,0.0500632,0.0636196,0,0,0,0,0,0,0,0,0,0,0,0
76,0.0460336,0.0419918,0,0,0,0,0.0423293,0,0.0201946,0.0433889,0,0,0.0262621,0,0,0.0625443,0.0431265,0.0300604,0.0221187,0.00708167,0.0489384,0.0322494,0.0272243,0.0412179,0.0246636,0.0302328,0.0339983,0.0200231,0.0159185,0.0353449,0.0388065,0.0222023,0.0277942,0.0371737,0,0.0174731,0.0526546,0.0400863,0,0,0.0152793,0,0,0.0193556,0.0407377,0.029062,0.0400523,0.012629,0.0539778,0.0413171,0.0431443,0.0637778,0.047962,0.0330932,0.0598508,0.0407969,0.0453603,0.0709193,0.0327376,0.0339856,0.00974475,0.00992083,0.0498819,0.0634654,0,0,0,0,0,0,0,0,0,0,0,0
