Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTIB,IMUL_R,LASI,RTHII,IMUR_M,IMUL_M
145,0.0515521,0.036586,0,0,0,0.0371918,0,0.0286098,0,0,0.0208105,0,0,0.0554971,0.0471109,0.0394514,0.0214493,0.00869655,0.0462932,0.0273437,0.027529,0.0431232,0.0471658,0.0226829,0.0353242,0.0227261,0.0179852,0.0521736,0.0485728,0.0177709,0.0171362,0.0399457,0,0.0200327,0.051363,0.0392737,0,0,0.0134024,0,0,0.0173714,0.0365752,0.0291261,0.0429328,0.0171399,0.0514547,0.0412239,0.0426374,0.0632442,0.0335423,0.0612086,0.0409858,0.0458944,0.069509,0.0253629,0.0343841,0.00941578,0.00715855,0.0438812,0.0688105,0,0,0,0,0,0,0,0,0.0329288,0,0.0347573,0.0429828,0,0
146,0.0517058,0.0366469,0,0,0,0.0355312,0,0.0294331,0,0,0.0208258,0,0,0.055528,0.0472473,0.0404447,0.0212411,0.00880006,0.0467953,0.0272507,0.0276536,0.0436146,0.0479076,0.0228286,0.0353757,0.0228499,0.0174784,0.0564019,0.0484034,0.0176927,0.0172063,0.0399345,0,0.0201086,0.0513429,0.0393475,0,0,0.0133422,0,0,0.0173809,0.0368515,0.0298085,0.0430907,0.0169588,0.0511014,0.0412701,0.042556,0.0630739,0.033615,0.0612242,0.0408696,0.0458405,0.0692877,0.025465,0.0343022,0.00946129,0.00721206,0.0437954,0.0694132,0,0,0,0,0,0,0,0,0.0330968,0,0.0339777,0.0432604,0,0
147,0.0518028,0.0365862,0,0,0,0.0344683,0,0.0305198,0,0,0.0208447,0,0,0.0554941,0.0475042,0.0412702,0.0209082,0.00950479,0.0469577,0.0271518,0.0271289,0.0439613,0.0488087,0.0233074,0.035625,0.0229019,0.0172499,0.0591821,0.0483553,0.0175062,0.017089,0.0400776,0,0.0201539,0.0511087,0.0394561,0,0,0.01321,0,0,0.0173782,0.037058,0.030343,0.0428973,0.0168206,0.0506749,0.0411822,0.0425708,0.0627811,0.033559,0.0610931,0.0407816,0.0458213,0.0692109,0.0253717,0.034431,0.00942024,0.00734074,0.0435995,0.0697385,0,0,0,0,0,0,0,0,0.033081,0,0.0331825,0.0434465,0,0
148,0.0519505,0.0364498,0,0,0,0.0337406,0,0.0314814,0,0,0.0208516,0,0,0.0554601,0.0476868,0.0418805,0.0209028,0.00997311,0.0468534,0.0270594,0.026302,0.0439355,0.0497922,0.0239981,0.0358084,0.0231287,0.0174161,0.0615038,0.0483317,0.0173007,0.0169006,0.0403616,0,0.0202073,0.0508198,0.0396407,0,0,0.0130233,0,0,0.0173431,0.0370961,0.0305401,0.0423972,0.0166879,0.0501595,0.0410529,0.0425681,0.0625166,0.0333882,0.0608625,0.0406256,0.045842,0.0692627,0.0250907,0.0346313,0.00946803,0.00745744,0.0434356,0.0699652,0,0,0,0,0,0,0,0,0.0331231,0,0.0325445,0.0435416,0,0
149,0.0520861,0.0363279,0,0,0,0.0334352,0,0.0322159,0,0,0.0208114,0,0,0.0554248,0.0477578,0.0422368,0.0207644,0.0107696,0.0466569,0.0269447,0.0255304,0.0439427,0.0507051,0.0246472,0.0358996,0.0234971,0.0177837,0.063551,0.0484807,0.0174815,0.0167787,0.040477,0,0.0201624,0.0506451,0.0397918,0,0,0.013434,0,0,0.0167086,0.037151,0.0305015,0.0422894,0.0164424,0.0496246,0.0409995,0.0425438,0.062097,0.0331475,0.060554,0.040547,0.045947,0.0693928,0.024729,0.034677,0.00960609,0.0064984,0.0432598,0.0701844,0,0,0,0,0,0,0,0,0.0333882,0,0.0320669,0.0435149,0,0
150,0.052248,0.0361054,0,0,0,0.0332765,0,0.0328837,0,0,0.0208741,0,0,0.0553561,0.0477165,0.0424578,0.0204266,0.0116229,0.0464776,0.0268339,0.0246774,0.0438648,0.051343,0.0256922,0.0360663,0.0239269,0.0182488,0.0652743,0.0485819,0.017548,0.0166739,0.0406433,0,0.0200653,0.0505586,0.0398402,0,0,0.0133287,0,0,0.0166191,0.0372846,0.030386,0.0423623,0.0163279,0.0490553,0.0407768,0.0423926,0.0616803,0.0328895,0.0603497,0.0406219,0.0461269,0.0696873,0.0244765,0.0347825,0.00972468,0.00634343,0.0430443,0.0704395,0,0,0,0,0,0,0,0,0.0338403,0,0.0319511,0.0435986,0,0
151,0.0523583,0.0358473,0,0,0,0.033108,0,0.0332881,0,0,0.0209763,0,0,0.0552366,0.0476512,0.0422752,0.0199544,0.0123159,0.0464198,0.0267234,0.023676,0.0441315,0.0517862,0.0267125,0.036214,0.0244259,0.0188082,0.0658061,0.0486713,0.0175281,0.0165359,0.0408128,0,0.0199549,0.0506389,0.0399767,0,0,0.0132713,0,0,0.0166162,0.0375287,0.0302981,0.04234,0.0161719,0.0485833,0.0405586,0.0422578,0.0612242,0.0327135,0.0605604,0.0406975,0.0462966,0.0700072,0.0244772,0.0350057,0.0097736,0.00621881,0.0428932,0.070615,0,0,0,0,0,0,0,0,0.0344126,0,0.0319051,0.0438232,0,0
152,0.052461,0.0355883,0,0,0,0.0328841,0,0.0334388,0,0,0.0210423,0,0,0.055146,0.0474173,0.0416386,0.0194834,0.0128386,0.0464505,0.0266417,0.0229386,0.0442279,0.0520458,0.027446,0.0363132,0.0248722,0.0192424,0.0649151,0.0487749,0.0174984,0.0163054,0.0410341,0,0.0198654,0.0508255,0.0400908,0,0,0.0131958,0,0,0.0166478,0.0378688,0.0301881,0.0420809,0.0161118,0.0481724,0.0403143,0.0420389,0.0606769,0.0325961,0.0606103,0.0407328,0.0464445,0.0699457,0.0242975,0.035227,0.00986386,0.00612079,0.042762,0.0706706,0,0,0,0,0,0,0,0,0.0348229,0,0.0319018,0.0439623,0,0
153,0.0525146,0.0353324,0,0,0,0.0327187,0,0.0334159,0,0,0.0211055,0,0,0.0550697,0.0469047,0.0406864,0.0189396,0.0134262,0.0465506,0.0265255,0.0234091,0.0439976,0.0521113,0.0278843,0.0363461,0.02511,0.019448,0.0626427,0.0489293,0.0175217,0.0161385,0.0413185,0,0.0199589,0.0511194,0.0401494,0,0,0.0130442,0,0,0.0166644,0.0382727,0.0300021,0.0417021,0.0160968,0.0478589,0.0400997,0.0417955,0.0600599,0.0324313,0.060473,0.0407006,0.0465635,0.0699284,0.0238631,0.0353506,0.00992746,0.00619429,0.0426636,0.0707458,0,0,0,0,0,0,0,0,0.0350301,0,0.032109,0.0439565,0,0
154,0.0525359,0.0351005,0,0,0,0.0326306,0,0.0332186,0,0,0.0211942,0,0,0.0549846,0.0463881,0.0393878,0.0183733,0.0139569,0.0467371,0.0263737,0.023697,0.043918,0.0524924,0.0281853,0.0361535,0.025193,0.0196348,0.0592239,0.0490731,0.0175029,0.0160794,0.0416252,0,0.0201534,0.051407,0.0401993,0,0,0.0128495,0,0,0.0166756,0.038679,0.0296523,0.0413087,0.0161161,0.0475825,0.0399709,0.0416371,0.0595598,0.0320556,0.0603038,0.0406204,0.0465716,0.0698911,0.0233227,0.0354548,0.00991553,0.00635369,0.0426648,0.0708785,0,0,0,0,0,0,0,0,0.034922,0,0.0323305,0.0438869,0,0
155,0.0525288,0.0349273,0,0,0,0.0326947,0,0.0329005,0,0,0.021231,0,0,0.0549182,0.0461029,0.0378493,0.0181806,0.0143073,0.0470471,0.026225,0.0235691,0.0437453,0.0525865,0.0283467,0.0358001,0.0251892,0.0196567,0.0551171,0.0491664,0.0174301,0.015941,0.0419879,0,0.0202977,0.0516919,0.0402758,0,0,0.0126925,0,0,0.0167241,0.0391639,0.0297189,0.0408217,0.0163036,0.0473014,0.039861,0.0414662,0.0589863,0.0319003,0.060313,0.0405955,0.0465705,0.069735,0.0229962,0.0355867,0.00994357,0.00653162,0.042754,0.0711104,0,0,0,0,0,0,0,0,0.0349866,0,0.0326565,0.0438651,0,0
156,0.0524718,0.034761,0,0,0,0.0330074,0,0.0326498,0,0,0.0212845,0,0,0.0548267,0.0461049,0.0362905,0.0181717,0.0145286,0.0475048,0.0260592,0.0232971,0.0437753,0.052761,0.0284365,0.0355084,0.0250893,0.0195222,0.0510449,0.0492442,0.0172481,0.0159963,0.0423651,0,0.0204528,0.0521492,0.0404468,0,0,0.0125805,0,0,0.0168194,0.0396207,0.0300157,0.040305,0.0166607,0.047104,0.0397876,0.0412678,0.0583491,0.0320136,0.0603161,0.0405628,0.046575,0.0696758,0.02289,0.0356285,0.00989822,0.00681352,0.0428456,0.0711953,0,0,0,0,0,0,0,0,0.035017,0,0.0331735,0.0439614,0,0
157,0.0523625,0.0345732,0,0,0,0.0336097,0,0.0324636,0,0,0.0213272,0,0,0.0547544,0.0458935,0.0350523,0.0187049,0.0150363,0.0480932,0.0259278,0.02303,0.0439029,0.0525464,0.0284811,0.0353401,0.025004,0.0192953,0.0473931,0.0492963,0.0169722,0.0160967,0.0428414,0,0.0207773,0.0524989,0.0406579,0,0,0.0124631,0,0,0.0169842,0.0398559,0.0303753,0.0396923,0.0170231,0.0470295,0.0397217,0.041047,0.0577192,0.0321379,0.0601745,0.0405839,0.0466341,0.0697392,0.0228008,0.0356648,0.00983852,0.00717049,0.0428463,0.0711951,0,0,0,0,0,0,0,0,0.0349817,0,0.0338318,0.0441115,0,0
158,0.0522357,0.0345337,0,0,0,0.0345277,0,0.0322274,0,0,0.0212287,0,0,0.0548697,0.0455729,0.0342546,0.0189697,0.015443,0.0486643,0.0257039,0.0229327,0.0439075,0.0514303,0.0285055,0.0349972,0.0247931,0.0190807,0.0441049,0.0494112,0.0172483,0.0161857,0.0430628,0,0.0212104,0.0530148,0.0407199,0,0,0.0132301,0,0,0.0164844,0.0400311,0.0306012,0.0391025,0.0171065,0.0468639,0.0399919,0.0408628,0.0571987,0.0322622,0.0601311,0.040561,0.0466175,0.0696861,0.0226405,0.0354812,0.00982529,0.00633722,0.0427777,0.0711096,0,0,0,0,0,0,0,0,0.0347255,0,0.0343888,0.0442506,0,0
159,0.0521252,0.0344918,0,0,0,0.0355058,0,0.0320129,0,0,0.0212431,0,0,0.0548893,0.0453457,0.0337955,0.0191592,0.0156797,0.0491979,0.0255506,0.0229922,0.0435893,0.049231,0.0287941,0.0344368,0.0244485,0.0188684,0.0412476,0.0494667,0.0172492,0.0162666,0.0432759,0,0.0216042,0.0537245,0.0406275,0,0,0.0132761,0,0,0.0164998,0.0402795,0.0307682,0.0384959,0.0171509,0.04665,0.0400489,0.0407724,0.0567072,0.0323981,0.0601553,0.040481,0.0465667,0.0696502,0.022613,0.0354656,0.00971317,0.00643999,0.0425812,0.0709736,0,0,0,0,0,0,0,0,0.0342802,0,0.0348178,0.0442961,0,0
160,0.0520152,0.0345046,0,0,0,0.0363531,0,0.0319549,0,0,0.0212073,0,0,0.0549038,0.0451017,0.0348648,0.018723,0,0.0496852,0.0253792,0.0226002,0.0432749,0.0474909,0.0298602,0.0323392,0.0226366,0.017411,0.0393467,0.0494335,0.0172306,0.0163008,0.0435053,0,0.0219701,0.0544121,0.0407574,0,0,0.0133979,0,0,0.0164727,0.0409032,0.0308792,0.0380274,0.017211,0.0466181,0.0402983,0.0406446,0.0562473,0.0323879,0.0601689,0.0404556,0.0465659,0.0694662,0.0225097,0.0353787,0.00958906,0.00663679,0.0422178,0.071075,0,0,0,0,0,0,0,0,0.0322007,0,0.0349191,0.0442254,0,0
161,0.0517925,0.0345833,0,0,0,0.0355174,0,0.0319161,0,0,0.0211206,0,0,0.0548031,0.0450439,0.033342,0.0196289,0.0156613,0.0502162,0.0251354,0.0234454,0.0433696,0.0463324,0.028972,0.0328187,0.0234011,0.018226,0.038522,0.049614,0.0171231,0.0161134,0.0437604,0,0.0222826,0.0551879,0.0405873,0,0,0.0132992,0,0,0.0163735,0.0419698,0.0311079,0.0371922,0.0173004,0.0460211,0.0401212,0.0406341,0.0559209,0.0323712,0.060114,0.040348,0.046535,0.0692396,0.0224487,0.0355202,0.00981486,0.00667196,0.041853,0.0706721,0,0,0,0,0,0,0,0,0.0331376,0,0.0355252,0.0443696,0,0
162,0.0516783,0.0346416,0,0,0,0.0357564,0,0.0318974,0,0,0.0211096,0,0,0.0547363,0.044816,0.0333186,0.0197738,0.0154926,0.0505858,0.0248819,0.0238779,0.0435605,0.0463664,0.0281695,0.0324242,0.0230913,0.0179992,0.0379336,0.049729,0.0170082,0.0160018,0.0438786,0,0.0224249,0.0558806,0.0406075,0,0,0.0132143,0,0,0.016579,0.0427371,0.0313072,0.0364915,0.0173198,0.0456988,0.0401869,0.0405203,0.0556009,0.0322611,0.0600791,0.0402682,0.0464866,0.0692577,0.0225244,0.0354138,0.00994673,0.0068949,0.0412415,0.0705779,0,0,0,0,0,0,0,0,0.0329897,0,0.0359914,0.0445519,0,0
163,0.0516093,0.0347084,0,0,0,0.0362845,0,0.0318693,0,0,0.0212005,0,0,0.0546688,0.0446324,0.0333781,0.0199249,0.0152536,0.050858,0.0246767,0.0245116,0.0437,0.046739,0.027648,0.0322399,0.0229819,0.0179422,0.0380372,0.0499087,0.0169605,0.0160779,0.0439195,0,0.0225122,0.0566232,0.0405912,0,0,0.0130013,0,0,0.0167977,0.0431882,0.0315826,0.0357866,0.0175589,0.0454119,0.0401337,0.040263,0.0552864,0.0320881,0.0598637,0.0402607,0.0464967,0.0692764,0.0225907,0.0353859,0.00992853,0.00704959,0.0406051,0.0704998,0,0,0,0,0,0,0,0,0.0328016,0,0.0365423,0.0446485,0,0
164,0.051565,0.0347086,0,0,0,0.0365762,0,0.0316466,0,0,0.0212536,0,0,0.0545898,0.0444788,0.0333839,0.0202354,0.015064,0.0511424,0.0244523,0.0251304,0.0437328,0.0467157,0.0274486,0.0319289,0.0230245,0.0179868,0.0383202,0.050077,0.0167681,0.0161987,0.0438958,0,0.0227808,0.0573667,0.0405122,0,0,0.0127805,0,0,0.0168861,0.0436753,0.0319531,0.0353025,0.0177544,0.0449842,0.0399659,0.0401683,0.0548005,0.031932,0.0597678,0.0402394,0.0464468,0.0691734,0.0226562,0.0354765,0.0100585,0.00710383,0.0401067,0.0703774,0,0,0,0,0,0,0,0,0.0323171,0,0.0369112,0.0446354,0,0
165,0.0515521,0.0346337,0,0,0,0.0373045,0,0.0313625,0,0,0.0212829,0,0,0.0545412,0.0442968,0.0333764,0.0206221,0.0148605,0.0513529,0.0243194,0.0256991,0.0437908,0.0460204,0.0273483,0.0314788,0.0231182,0.0180627,0.0384621,0.050199,0.0165979,0.0161148,0.0439532,0,0.0231724,0.0579883,0.0403615,0,0,0.0125911,0,0,0.0170708,0.0441932,0.0324824,0.0346884,0.0178939,0.0444934,0.039703,0.0402773,0.0543885,0.0318135,0.0596097,0.0402217,0.046458,0.0691991,0.022597,0.035677,0.010311,0.00720941,0.0399879,0.0702265,0,0,0,0,0,0,0,0,0.0318767,0,0.037265,0.0446378,0,0
166,0.0515579,0.0345181,0,0,0,0.0380917,0,0.0310872,0,0,0.0212846,0,0,0.0545038,0.0440936,0.0333675,0.0209678,0.0144315,0.0515679,0.0243123,0.026279,0.0438667,0.0451073,0.0273525,0.0311193,0.0232646,0.0183838,0.0381963,0.0503388,0.0164763,0.0158797,0.0441237,0,0.0233492,0.0584769,0.0401809,0,0,0.0122122,0,0,0.0171907,0.0445819,0.0331453,0.0339491,0.0181425,0.0439842,0.0393348,0.0400916,0.0541392,0.0318675,0.0595257,0.0402667,0.0465754,0.0692032,0.0226803,0.0359044,0.0106069,0.00734634,0.0401072,0.0700708,0,0,0,0,0,0,0,0,0.0313455,0,0.0375394,0.0443742,0,0
167,0.0515148,0.0344529,0,0,0,0.0388037,0,0.030747,0,0,0.0211005,0,0,0.0545801,0.0438985,0.033402,0.0212476,0.0139809,0.0517392,0.0238317,0.0269357,0.0439204,0.044364,0.0273294,0.0307343,0.0235158,0.0191021,0.0376755,0.0506977,0.017201,0.015402,0.0439753,0,0.0235105,0.0591293,0.0401066,0,0,0.0125578,0,0,0.0163009,0.0452336,0.0335467,0.0332642,0.0183697,0.0434527,0.0392102,0.0399538,0.0538582,0.0317144,0.0594186,0.0403047,0.0465368,0.0692329,0.0226859,0.0360071,0.0109073,0.00610111,0.040255,0.0699039,0,0,0,0,0,0,0,0,0.0310088,0,0.0378624,0.0443791,0,0
168,0.0514644,0.0343277,0,0,0,0.0393577,0,0.0301294,0,0,0.0211723,0,0,0.054438,0.0437593,0.033696,0.0214987,0.0139506,0.0518915,0.0235428,0.0277475,0.0440791,0.0437071,0.0271759,0.0304564,0.0238289,0.0198919,0.0373744,0.0508881,0.0171165,0.0152392,0.0440715,0,0.023759,0.059753,0.0400448,0,0,0.0123998,0,0,0.0162131,0.0459506,0.0337911,0.0325199,0.0183528,0.0429139,0.0389185,0.039935,0.0536464,0.031414,0.0593041,0.040312,0.0465343,0.0689898,0.0226896,0.0362581,0.0111739,0.00596056,0.0403228,0.0697673,0,0,0,0,0,0,0,0,0.0306176,0,0.0382063,0.0444788,0,0
169,0.051458,0.0342275,0,0,0,0.0396592,0,0.0297436,0,0,0.0212723,0,0,0.0542856,0.0435852,0.0341545,0.0217298,0.0141095,0.0519295,0.0232258,0.028623,0.0445189,0.0426536,0.0269743,0.0302645,0.0241863,0.0206206,0.0376393,0.0509763,0.0170006,0.0151523,0.0442411,0,0.0240174,0.060354,0.0399258,0,0,0.0123641,0,0,0.0162706,0.0461077,0.0341923,0.0316754,0.0184142,0.0423478,0.0385557,0.039944,0.0534497,0.0311441,0.0591414,0.0401945,0.0465349,0.0688277,0.0224909,0.0365597,0.0113125,0.00583528,0.040354,0.0700241,0,0,0,0,0,0,0,0,0.03021,0,0.0386658,0.0446229,0,0
170,0.0514372,0.0341825,0,0,0,0.0397844,0,0.0295592,0,0,0.0213492,0,0,0.0542133,0.0434642,0.0345818,0.0218581,0.0144761,0.0520451,0.022899,0.0295369,0.0450993,0.0417153,0.0266326,0.0300918,0.0244299,0.0211764,0.038335,0.0511891,0.0169803,0.0149998,0.0443449,0,0.024166,0.061064,0.0398416,0,0,0.0122232,0,0,0.0163336,0.0460748,0.0345932,0.0310337,0.0183982,0.0418151,0.0382992,0.0397427,0.0532856,0.0308333,0.0591131,0.0401024,0.0464173,0.0687857,0.0222478,0.0367749,0.0113702,0.00574918,0.0404131,0.0709435,0,0,0,0,0,0,0,0,0.0298752,0,0.0391113,0.0448459,0,0
171,0.0514471,0.0340352,0,0,0,0.0399214,0,0.0292251,0,0,0.0214821,0,0,0.0541659,0.0433904,0.0351694,0.0216424,0.0163156,0.0522124,0.0226622,0.0305254,0.0469662,0.0409303,0.0256648,0.0300662,0.0242947,0.0213009,0.0382207,0.051356,0.0169174,0.0151002,0.0442848,0,0.024155,0.0617629,0.0398836,0,0,0.0120321,0,0,0.0163001,0.0462532,0.0348985,0.0304918,0.0183702,0.0415309,0.0382159,0.0389957,0.0532019,0.0304225,0.0591776,0.0400135,0.0462884,0.0687368,0.0219439,0.0368255,0.0115095,0.00578737,0.0403459,0.0712886,0,0,0,0,0,0,0,0,0.0295987,0,0.039475,0.045113,0,0
172,0.0513989,0.0339077,0,0,0,0.0398076,0,0.0292662,0,0,0.0215824,0,0,0.054101,0.0434666,0.0357354,0.0216821,0.0175372,0.052268,0.022464,0.0315674,0.0484115,0.0402593,0.0250375,0.0304733,0.0243784,0.0217546,0.0387373,0.0514339,0.0168336,0.0151619,0.0440338,0,0.0242105,0.0623683,0.039904,0,0,0.0119028,0,0,0.0162786,0.0465073,0.0352941,0.0295191,0.0183196,0.0411013,0.0381056,0.0385902,0.0532326,0.0300398,0.0590087,0.0399131,0.0462494,0.0686088,0.0218771,0.0368103,0.0116062,0.00590762,0.0402749,0.0710226,0,0,0,0,0,0,0,0,0.0294362,0,0.0398666,0.0450702,0,0
173,0.051362,0.0338601,0,0,0,0.0395693,0,0.0293696,0,0,0.0215447,0,0,0.0540942,0.0435863,0.0362257,0.0218549,0.018444,0.0522995,0.022328,0.0326086,0.0494605,0.0396364,0.0246432,0.0307737,0.0245996,0.0224267,0.0394687,0.0514638,0.016823,0.0150831,0.0440458,0,0.0243574,0.0627946,0.039933,0,0,0.0120915,0,0,0.0162923,0.0467847,0.0355787,0.0287942,0.0181702,0.0408361,0.0380656,0.0384483,0.0533633,0.0297744,0.0586675,0.0398018,0.0462669,0.0683252,0.0217464,0.0368292,0.0116263,0.00573965,0.0401188,0.0708306,0,0,0,0,0,0,0,0,0.029372,0,0.0403105,0.0449972,0,0
174,0.0513369,0.0337971,0,0,0,0.0395096,0,0.0294217,0,0,0.0214364,0,0,0.0541036,0.0437523,0.0363906,0.0222034,0.0192916,0.0523159,0.0221952,0.0336059,0.0503233,0.0391406,0.0243861,0.0310851,0.0248141,0.0230781,0.0400342,0.0515086,0.0168454,0.0149201,0.0439696,0,0.0243838,0.0631075,0.039984,0,0,0.0120793,0,0,0.0164018,0.0471651,0.0358968,0.0284729,0.01797,0.040685,0.0380275,0.0384287,0.0532462,0.0294438,0.0582387,0.0397566,0.0462037,0.0680697,0.021563,0.0368628,0.011724,0.00576273,0.0399219,0.0708927,0,0,0,0,0,0,0,0,0.0294984,0,0.0407785,0.0450139,0,0
175,0.0513166,0.0336754,0,0,0,0.0399969,0,0.0294311,0,0,0.0214087,0,0,0.0540814,0.0439596,0.0366239,0.0225867,0.0198654,0.0523546,0.0221214,0.0344884,0.0508669,0.0386825,0.0244307,0.0316376,0.0250891,0.023845,0.0403615,0.0515688,0.0165873,0.0149742,0.0438481,0,0.0244769,0.0633571,0.040008,0,0,0.0116367,0,0,0.0169199,0.047601,0.0363,0.0283475,0.0179412,0.0406043,0.037849,0.0383374,0.0526579,0.0289624,0.0582055,0.039726,0.0461267,0.0681829,0.0214963,0.0368906,0.0118295,0.00646676,0.0396941,0.0708091,0,0,0,0,0,0,0,0,0.0300829,0,0.0412213,0.0451944,0,0
176,0.0512835,0.0335996,0,0,0,0.0406622,0,0.0293539,0,0,0.021315,0,0,0.0541113,0.0441916,0.0367308,0.0229297,0.0201123,0.052268,0.0218979,0.0352659,0.0516477,0.0381917,0.0246947,0.0323458,0.0255049,0.0247031,0.0399632,0.0517472,0.0167559,0.0149781,0.043739,0,0.0244689,0.0636065,0.0400636,0,0,0.0117301,0,0,0.0165588,0.0480544,0.0366588,0.0279707,0.0179975,0.0404566,0.0379253,0.0381755,0.052298,0.0287802,0.0581712,0.0397638,0.0461589,0.0682959,0.0215404,0.0367717,0.0119515,0.00609189,0.0394957,0.0706786,0,0,0,0,0,0,0,0,0.0307024,0,0.041691,0.0453249,0,0
177,0.051212,0.0334967,0,0,0,0.0413583,0,0.0292285,0,0,0.0212824,0,0,0.0540363,0.0444793,0.0366276,0.023301,0.0198633,0.0521161,0.0217967,0.0360341,0.0522676,0.0376984,0.025203,0.0330655,0.0259667,0.0255447,0.0382383,0.0518254,0.0168597,0.0150392,0.0436328,0,0.0244718,0.0637603,0.0401798,0,0,0.0117396,0,0,0.016413,0.0485475,0.0371045,0.0276002,0.0181199,0.0402801,0.037986,0.0380877,0.0521034,0.0287527,0.0578608,0.039882,0.0462549,0.0683018,0.0217598,0.0366815,0.0119969,0.00602517,0.039339,0.070571,0,0,0,0,0,0,0,0,0.0311877,0,0.0420853,0.0450644,0,0
178,0.0511175,0.0333725,0,0,0,0.0425832,0,0.0290475,0,0,0.0213252,0,0,0.0539433,0.0446947,0.0363806,0.0238284,0.0190941,0.0519799,0.0216084,0.0365636,0.052513,0.0373164,0.0260215,0.033871,0.026302,0.0264294,0.0347557,0.051909,0.0170865,0.015131,0.0433817,0,0.0244994,0.0638944,0.0402978,0,0,0.0119778,0,0,0.0162059,0.0491399,0.0376844,0.0274223,0.0182489,0.0400854,0.0381472,0.038195,0.0519094,0.0288105,0.057709,0.0400452,0.0462532,0.0681834,0.0220003,0.0366129,0.0120526,0.00585065,0.0391927,0.0704892,0,0,0,0,0,0,0,0,0.0316192,0,0.0425,0.0443229,0,0
179,0.0510197,0.0332449,0,0,0,0.0445427,0,0.0288049,0,0,0.021415,0,0,0.053967,0.0449194,0.0358519,0.0243887,0.0178663,0.0518471,0.0214499,0.0368455,0.0522767,0.036993,0.0270859,0.034684,0.0264742,0.0272937,0.0300808,0.0520741,0.0169238,0.0148529,0.043439,0,0.024623,0.0638687,0.0404487,0,0,0.0119555,0,0,0.0162259,0.0497209,0.0380081,0.027194,0.0183246,0.0398598,0.0382602,0.0383322,0.0516938,0.0289826,0.0578461,0.0402481,0.0463354,0.0680686,0.0221543,0.0365897,0.0121983,0.00594465,0.0390887,0.0704205,0,0,0,0,0,0,0,0,0.0319023,0,0.0428231,0.0436582,0,0
180,0.0509157,0.0331647,0,0,0,0.0477609,0,0.0288469,0,0,0.0214368,0,0,0.0539418,0.0452051,0.0353707,0.0248558,0.0165169,0.0515637,0.0213136,0.0368118,0.0514999,0.0366234,0.0282035,0.0354233,0.026577,0.0282871,0.0249358,0.052184,0.0168128,0.0145611,0.0436829,0,0.0248167,0.0636674,0.040638,0,0,0.0118523,0,0,0.0162957,0.0503401,0.0380591,0.0269236,0.0184469,0.0397678,0.0383937,0.0382592,0.0513926,0.0291977,0.0579794,0.0404902,0.0464311,0.0681589,0.0221962,0.0365372,0.0121891,0.00609409,0.0390373,0.0703457,0,0,0,0,0,0,0,0,0.0321669,0,0.043053,0.0434772,0,0
181,0.0507342,0.0331397,0,0,0,0.0469506,0,0.0305103,0,0,0.0214308,0,0,0.0538144,0.0446242,0.034507,0.0274112,0.0147943,0.0511713,0.0211766,0.0369674,0.0474579,0.0362282,0.0296286,0.036639,0.0282647,0.0296326,0.0261672,0.0525398,0.0167789,0.0142351,0.0440103,0,0.0252786,0.063417,0.0404424,0,0,0.0115519,0,0,0.016392,0.0512969,0.0383005,0.0261028,0.0188849,0.0390587,0.0380149,0.038149,0.0509951,0.0297933,0.058012,0.0407126,0.0465194,0.0683135,0.0222596,0.0368184,0.0122839,0.00610431,0.0392118,0.0696844,0,0,0,0,0,0,0,0,0.0340987,0,0.044527,0.0435658,0,0
182,0.0506048,0.0331308,0,0,0,0.0498843,0,0.0312173,0,0,0.0215435,0,0,0.0537587,0.0445294,0.0352491,0.0281062,0.015057,0.0506174,0.0210822,0.0373311,0.0462519,0.0360312,0.030494,0.0374188,0.0288329,0.030891,0.0219916,0.0526636,0.0166958,0.0141116,0.0441692,0,0.0256788,0.0630956,0.0406257,0,0,0.0114339,0,0,0.0165771,0.0524508,0.038348,0.025553,0.0192126,0.0389289,0.0381959,0.0380069,0.0504727,0.0303032,0.0580364,0.0408687,0.0466387,0.0683611,0.0223558,0.0367256,0.0121136,0.00644266,0.0391515,0.0696152,0,0,0,0,0,0,0,0,0.0349735,0,0.0449725,0.0433165,0,0
