Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_M,IMUR_M,
164,0.0384692,0.0429862,0,0,0,0,0.0231954,0,0.0337865,0.0509521,0,0,0.0320332,0,0,0.0578584,0.0154139,0.0141313,0.0319683,0.0663161,0.0205314,0.0285888,0.0236096,0.109158,0.0330946,0.043584,0.0465594,0.0328433,0.0307442,0.03242,0.0392318,0.0196861,0.0240901,0.0453844,0,0.0160709,0.0213285,0.0619234,0,0,0.00819361,0,0,0.0207361,0.0628928,0.0538758,0.0368297,0.0402969,0.0743303,0.0445978,0.0342675,0.0604448,0.0495932,0.0247012,0.0584244,0.03718,0.0425255,0.0737932,0.0619858,0.0457187,0.014292,0.00789688,0.0457219,0.0800207,0,0,0,0,0,0,0,0,0,0,0
165,0.0383245,0.0430831,0,0,0,0,0.0234143,0,0.0335705,0.0512833,0,0,0.0319592,0,0,0.0577835,0.0155445,0.014169,0.0315917,0.066083,0.0203639,0.0284139,0.0235747,0.109212,0.0331513,0.0435422,0.0465217,0.0327915,0.0308203,0.0320043,0.0391762,0.0196645,0.0241039,0.0454108,0,0.0155556,0.0212952,0.0617204,0,0,0.00833308,0,0,0.0209439,0.0624034,0.0540791,0.0372873,0.0400861,0.0750519,0.044679,0.0345706,0.060616,0.0491913,0.0245592,0.0589479,0.0377065,0.0430399,0.0743925,0.0626222,0.0456274,0.0144661,0.00798387,0.0458763,0.0797466,0,0,0,0,0,0,0,0,0,0,0
166,0.0381521,0.0431651,0,0,0,0,0.0236265,0,0.0334612,0.0514209,0,0,0.0318957,0,0,0.057773,0.0157557,0.0141489,0.0311954,0.0659398,0.0202306,0.0282646,0.0235383,0.109348,0.033393,0.0435129,0.046639,0.0327596,0.0308772,0.0314311,0.0392316,0.0196766,0.0242298,0.045629,0,0.0152803,0.0214306,0.0615482,0,0,0.00840014,0,0,0.0210316,0.0619217,0.0542714,0.0377844,0.0397627,0.0758322,0.0448251,0.0350897,0.0608373,0.0489798,0.0246474,0.0597247,0.0384549,0.0437949,0.0752328,0.0629179,0.0457296,0.0143,0.00815964,0.0459611,0.0795196,0,0,0,0,0,0,0,0,0,0,0
167,0.0380248,0.0432229,0,0,0,0,0.0239493,0,0.0333383,0.0512752,0,0,0.0318401,0,0,0.0577894,0.0160354,0.0142972,0.0308227,0.0659296,0.0200678,0.0280805,0.0234531,0.109416,0.0336182,0.0435216,0.0466738,0.0328579,0.031154,0.0306424,0.0391727,0.0196554,0.0243565,0.0459339,0,0.0152626,0.0217001,0.06143,0,0,0.00827076,0,0,0.0210375,0.061497,0.0546004,0.0383037,0.03944,0.0766588,0.0450093,0.0355167,0.0610152,0.0489087,0.0249288,0.0606502,0.0393475,0.0446626,0.0761489,0.0627357,0.0457321,0.0140842,0.00835455,0.0458549,0.0792786,0,0,0,0,0,0,0,0,0,0,0
168,0.0378968,0.0432784,0,0,0,0,0.0236483,0,0.0335772,0.0511888,0,0,0.0318127,0,0,0.057697,0.0165664,0.0147138,0.0306291,0.0660369,0.0198319,0.0281621,0.0230983,0.109537,0.0331421,0.0435411,0.0464526,0.0328165,0.0311296,0.0306469,0.0391599,0.0195971,0.0242598,0.0462162,0,0.0154537,0.0220327,0.0613768,0,0,0.00815475,0,0,0.0210556,0.0611825,0.0546074,0.0387676,0.039012,0.0774261,0.0451815,0.0359179,0.0613891,0.0489621,0.0252458,0.0615557,0.0402081,0.0455306,0.0766895,0.0617181,0.0456631,0.0140885,0.00849369,0.0456504,0.0791153,0,0,0,0,0,0,0,0,0,0,0
169,0.0377877,0.0433285,0,0,0,0,0.0254387,0,0.0325722,0.0509925,0,0,0.0318603,0,0,0.0576005,0.0165873,0.0148013,0.0300412,0.0656372,0.0195661,0.0275282,0.0235009,0.109713,0.0344132,0.0432898,0.0468273,0.0327664,0.0313526,0.0285374,0.0392668,0.0194787,0.0242085,0.0463554,0,0.0157208,0.0225388,0.061226,0,0,0.0081486,0,0,0.0210993,0.0607458,0.0542927,0.0392024,0.0383269,0.0778651,0.0452807,0.0366199,0.0620564,0.0491223,0.0255979,0.0623194,0.0409883,0.0462741,0.0769967,0.0601836,0.0457403,0.0141051,0.00859802,0.045377,0.0788821,0,0,0,0,0,0,0,0,0,0,0
170,0.0377034,0.0434182,0,0,0,0,0.0256244,0,0.0324369,0.0510636,0,0,0.0319551,0,0,0.0574907,0.0170402,0.0151583,0.0297426,0.06523,0.0192378,0.0272969,0.0233343,0.109844,0.0343622,0.0432887,0.0467872,0.0326682,0.031074,0.0284439,0.0394025,0.0192468,0.0240976,0.0463421,0,0.0159694,0.022999,0.0610899,0,0,0.00820625,0,0,0.0211365,0.0604595,0.0544474,0.0396212,0.0373315,0.078306,0.0453057,0.0375472,0.0628185,0.0492264,0.0260868,0.0629317,0.0416496,0.0467999,0.0771323,0.058762,0.0458281,0.0142716,0.00855833,0.0450531,0.0786101,0,0,0,0,0,0,0,0,0,0,0
171,0.0375857,0.0435276,0,0,0,0,0.0256778,0,0.0324478,0.0512285,0,0,0.0319901,0,0,0.0572955,0.0173837,0.0153712,0.0293934,0.0648353,0.0188826,0.0269999,0.0225883,0.109873,0.034193,0.0433369,0.0467344,0.0326353,0.0310164,0.0278903,0.0394871,0.0189917,0.0239942,0.0462186,0,0.0163744,0.02354,0.0609629,0,0,0.00811946,0,0,0.0210591,0.0602098,0.0544501,0.0400747,0.0362272,0.0786183,0.0452835,0.0384104,0.0636908,0.049365,0.026749,0.0635342,0.0423282,0.0473407,0.0773061,0.0570482,0.0458682,0.0143651,0.00855652,0.0447244,0.0784307,0,0,0,0,0,0,0,0,0,0,0
172,0.0374895,0.0436586,0,0,0,0,0.026212,0,0.0323441,0.0512911,0,0,0.0319134,0,0,0.0570666,0.0174802,0.0155109,0.0289358,0.064486,0.0184967,0.0267283,0.0211012,0.109846,0.0343291,0.0434428,0.0468775,0.0327476,0.0313223,0.0264159,0.0397192,0.0187474,0.023837,0.0461514,0,0.0168801,0.0242009,0.0608784,0,0,0.00807239,0,0,0.0210459,0.0599988,0.054322,0.0405305,0.0350183,0.0788759,0.0452443,0.039325,0.0646293,0.049522,0.0276209,0.0642147,0.0430801,0.0480041,0.0774899,0.0555836,0.0459267,0.0144527,0.00857822,0.0445293,0.0782859,0,0,0,0,0,0,0,0,0,0,0
173,0.0373803,0.0437788,0,0,0,0,0.0265428,0,0.0323466,0.0513318,0,0,0.0318456,0,0,0.0568755,0.0177971,0.0158566,0.0285286,0.0640591,0.0180516,0.0266907,0.0206493,0.109884,0.0344512,0.0434584,0.0468343,0.0327965,0.0315975,0.0256706,0.0399327,0.0184421,0.0235842,0.0461013,0,0.0173011,0.0249804,0.0608332,0,0,0.00805225,0,0,0.0210098,0.0598175,0.0541011,0.0408931,0.0336213,0.0791376,0.0451274,0.0402586,0.0656094,0.0496561,0.0286416,0.0649658,0.0438727,0.0487821,0.0776238,0.0544489,0.0460345,0.0145326,0.00852142,0.0445371,0.0781118,0,0,0,0,0,0,0,0,0,0,0
174,0.0372333,0.0438526,0,0,0,0,0.0265876,0,0.0324833,0.0514406,0,0,0.031835,0,0,0.0566858,0.0182261,0.0161196,0.0282243,0.0635641,0.017677,0.0268317,0.0205331,0.109915,0.0344586,0.043561,0.0467768,0.0327911,0.0315775,0.0252425,0.0401806,0.0181341,0.023296,0.0460247,0,0.0176046,0.0257429,0.0608309,0,0,0.00807058,0,0,0.0209318,0.0596898,0.0538053,0.0412259,0.0320686,0.0794606,0.0450283,0.0412094,0.0666112,0.0497668,0.0298334,0.0657474,0.044752,0.0495445,0.0777862,0.0532823,0.0460747,0.0145245,0.00844851,0.0447128,0.0779166,0,0,0,0,0,0,0,0,0,0,0
175,0.0371132,0.0438558,0,0,0,0,0.0268964,0,0.0323946,0.0515479,0,0,0.0318064,0,0,0.0564251,0.0186593,0.0161468,0.0279931,0.0630465,0.0173676,0.0268875,0.0207573,0.109921,0.0344347,0.0436525,0.0468363,0.0327539,0.0313789,0.0248577,0.0403253,0.0179064,0.0230528,0.0457497,0,0.0176102,0.0266254,0.060869,0,0,0.00804674,0,0,0.0208393,0.0595694,0.0533539,0.0414966,0.0304249,0.0795725,0.0449373,0.0421619,0.0677361,0.04988,0.0310384,0.0665824,0.0457045,0.0502108,0.0777749,0.0514967,0.0460442,0.0144997,0.00837033,0.0449433,0.0777736,0,0,0,0,0,0,0,0,0,0,0
176,0.0370812,0.0438282,0,0,0,0,0.0271974,0,0.0322346,0.0515362,0,0,0.0317824,0,0,0.0562349,0.019134,0.0162018,0.0274382,0.0627014,0.017108,0.0267387,0.0209764,0.109938,0.0346104,0.0436444,0.0468382,0.0327038,0.0313954,0.0243773,0.0404384,0.0176937,0.0229195,0.0453014,0,0.0173594,0.0275946,0.0608798,0,0,0.00803321,0,0,0.020815,0.059463,0.053212,0.0416986,0.028672,0.0796949,0.0448193,0.0431624,0.0688902,0.049958,0.0322373,0.0672783,0.0464258,0.0507482,0.077632,0.0491191,0.0461524,0.0146741,0.00828171,0.0450585,0.0777219,0,0,0,0,0,0,0,0,0,0,0
177,0.0369943,0.0437945,0,0,0,0,0.0279124,0,0.0321136,0.0514474,0,0,0.0317346,0,0,0.0561224,0.0195071,0.0164113,0.0267222,0.0622593,0.0168721,0.0265248,0.0210417,0.109973,0.0351524,0.0435928,0.0468836,0.0327897,0.0315487,0.0237076,0.0406678,0.0174121,0.0227633,0.0449289,0,0.0173329,0.0286864,0.0608856,0,0,0.00804828,0,0,0.0207663,0.0594445,0.0528475,0.0419151,0.0270011,0.0797048,0.0446268,0.0442116,0.0699193,0.0499975,0.0336941,0.0677629,0.0469146,0.0511841,0.0775772,0.0462865,0.0462965,0.0147802,0.00820952,0.0450621,0.0776407,0,0,0,0,0,0,0,0,0,0,0
178,0.036871,0.0437765,0,0,0,0,0.0282055,0,0.0323562,0.0513677,0,0,0.03167,0,0,0.0561049,0.0200084,0.0166964,0.0260955,0.0619112,0.016616,0.026568,0.0207186,0.109965,0.0351317,0.0435993,0.0469266,0.0329082,0.0316529,0.0234328,0.0408167,0.0171419,0.0225711,0.0447233,0,0.0175333,0.0298996,0.060872,0,0,0.00803372,0,0,0.0207017,0.0595869,0.0522385,0.0421531,0.0253476,0.0797186,0.0444177,0.0451766,0.0708246,0.0499992,0.0353247,0.0680283,0.0474447,0.051708,0.0774179,0.0428489,0.0464029,0.0148077,0.00810519,0.0450182,0.0775652,0,0,0,0,0,0,0,0,0,0,0
179,0.036816,0.043783,0,0,0,0,0.0286979,0,0.0324278,0.0511945,0,0,0.0315333,0,0,0.0560458,0.0205697,0.0167282,0.0254202,0.061638,0.0163482,0.0266136,0.0203892,0.109916,0.0351989,0.043699,0.0470691,0.0330212,0.0319151,0.0225668,0.0409591,0.0169713,0.0224428,0.0448675,0,0.0179999,0.0311005,0.0607895,0,0,0.00799059,0,0,0.020782,0.059844,0.0511856,0.0424293,0.0237318,0.0795576,0.0442036,0.0460599,0.0716748,0.0500321,0.0370325,0.0685276,0.0479723,0.0520976,0.0771553,0.038751,0.0464584,0.0150023,0.00808618,0.0449822,0.0774795,0,0,0,0,0,0,0,0,0,0,0
180,0.0367373,0.0437854,0,0,0,0,0.0295117,0,0.0321472,0.0509286,0,0,0.0313566,0,0,0.0559386,0.0212237,0.0165848,0.0247211,0.0612269,0.0160709,0.0266793,0.0202631,0.109845,0.0356743,0.0438855,0.0474465,0.0331498,0.0320936,0.0214524,0.0410747,0.0168152,0.0223554,0.0455971,0,0.0187277,0.0319671,0.0606413,0,0,0.00790248,0,0,0.0208585,0.0598679,0.0498261,0.0426409,0.0222283,0.0794328,0.0438698,0.0470599,0.0725755,0.0501619,0.0386806,0.069427,0.0484237,0.0524901,0.0769018,0.0342475,0.0465546,0.0151419,0.00814703,0.0449065,0.0773118,0,0,0,0,0,0,0,0,0,0,0
181,0.0366498,0.0437801,0,0,0,0,0.0327143,0,0.030889,0.0503303,0,0,0.031212,0,0,0.0557922,0.021885,0.0162186,0.0234651,0.0605265,0.0158398,0.0263544,0.0208474,0.109781,0.037666,0.0439072,0.0483712,0.0333383,0.0326476,0.0190355,0.041286,0.0167552,0.0223284,0.0468852,0,0.0196551,0.0329065,0.0603912,0,0,0.00789761,0,0,0.0208818,0.0595404,0.0483274,0.0432361,0.0206679,0.0790876,0.0434074,0.0479354,0.0731859,0.0501664,0.0401924,0.070434,0.0488701,0.0529928,0.0767907,0.0298939,0.0468456,0.0153728,0.00815191,0.0447659,0.0770415,0,0,0,0,0,0,0,0,0,0,0
182,0.0366886,0.043799,0,0,0,0,0.0310832,0,0.0321823,0.0499877,0,0,0.0311272,0,0,0.0557194,0.0236092,0.0160635,0.0231088,0.0602142,0.0157066,0.0272451,0.0193086,0.109604,0.0365456,0.0442476,0.0479382,0.0333821,0.0324266,0.0196134,0.0414091,0.0167173,0.0223322,0.0492068,0,0.0209727,0.0338402,0.0602122,0,0,0.0079301,0,0,0.0208546,0.059345,0.0466435,0.0440222,0.0195864,0.0788464,0.0430528,0.0484222,0.0730812,0.0496783,0.0415931,0.0711426,0.0493699,0.0535967,0.0768186,0.0260982,0.0470382,0.0155285,0.0080523,0.0446087,0.0769074,0,0,0,0,0,0,0,0,0,0,0
183,0.0366935,0.0437451,0,0,0,0,0.032488,0,0.0321017,0.0491233,0,0,0.0310657,0,0,0.0557193,0.0244024,0.0158679,0.0222957,0.0597367,0.0156297,0.0272573,0.0189259,0.109439,0.0373442,0.0444946,0.0485309,0.0336895,0.0327663,0.018541,0.0413841,0.0167067,0.0223637,0.0517288,0,0.0224655,0.0343561,0.0599093,0,0,0.00799826,0,0,0.0208452,0.0588653,0.0450882,0.0448013,0.0189295,0.0783406,0.0425998,0.0489789,0.0724125,0.0489991,0.0427626,0.0710428,0.0500066,0.0543093,0.077031,0.023691,0.0471873,0.0158199,0.00794959,0.0444291,0.0768053,0,0,0,0,0,0,0,0,0,0,0
184,0.0366028,0.0436868,0,0,0,0,0.034035,0,0.0317653,0.0486026,0,0,0.0310183,0,0,0.0555796,0.0249301,0.0155697,0.0214861,0.0593155,0.0155463,0.0273572,0.0187193,0.109166,0.0382607,0.0447908,0.0490186,0.0340628,0.0332568,0.0175882,0.0413966,0.0165357,0.0222295,0.0543861,0,0.0237441,0.034948,0.0597064,0,0,0.0081007,0,0,0.0208671,0.0586817,0.0436218,0.0448744,0.0190206,0.0781009,0.0421645,0.0493991,0.0711282,0.0481464,0.043985,0.071219,0.050639,0.0550493,0.0773606,0.0226182,0.0473642,0.0160341,0.00792943,0.0442525,0.0767155,0,0,0,0,0,0,0,0,0,0,0
185,0.0365411,0.0436047,0,0,0,0,0.0354641,0,0.0315374,0.0477278,0,0,0.0309816,0,0,0.0555298,0.0257263,0.0152215,0.0207781,0.0588694,0.0154604,0.0276675,0.0183482,0.108894,0.0389369,0.0451804,0.0492032,0.0343873,0.0337744,0.0168062,0.0415357,0.0164312,0.0223146,0.0563946,0,0.0246858,0.0356555,0.0594646,0,0,0.00820882,0,0,0.0208264,0.0583562,0.0422112,0.0453444,0.0201633,0.0780053,0.0416035,0.049662,0.0692488,0.047554,0.0457498,0.0715268,0.0512124,0.0556566,0.0778979,0.0229283,0.0475064,0.016232,0.00791057,0.0441204,0.0765453,0,0,0,0,0,0,0,0,0,0,0
186,0.0365549,0.0434595,0,0,0,0,0.0357916,0,0.0318898,0.0468494,0,0,0.0309335,0,0,0.0555673,0.02676,0.014969,0.0202473,0.0585859,0.0154576,0.0283589,0.0175448,0.108621,0.0391712,0.0454827,0.049307,0.0347667,0.0340563,0.0162949,0.0416032,0.0164128,0.0226539,0.0574148,0,0.0251681,0.0366929,0.0591619,0,0,0.00834356,0,0,0.0207884,0.0578563,0.0414449,0.0459181,0.0218004,0.077916,0.0411571,0.0498984,0.0668947,0.0473757,0.0479633,0.0715653,0.0516783,0.0561505,0.0784768,0.0236406,0.0476754,0.0165586,0.00793264,0.0440642,0.0763815,0,0,0,0,0,0,0,0,0,0,0
187,0.0365782,0.0432892,0,0,0,0,0.0362327,0,0.0322566,0.0462477,0,0,0.0309203,0,0,0.0556673,0.0278303,0.0147591,0.0196819,0.0583308,0.0155248,0.0290775,0.0167586,0.108343,0.0393355,0.0458329,0.0495161,0.0350634,0.0343699,0.0157979,0.041541,0.0164811,0.0228877,0.0572011,0,0.0258329,0.0380982,0.0588715,0,0,0.00844898,0,0,0.0207934,0.0575104,0.0416157,0.0466195,0.0231428,0.077625,0.04079,0.0503572,0.0644887,0.0475415,0.0503977,0.071563,0.0521067,0.0567194,0.0791041,0.0237035,0.0478225,0.0168059,0.00794659,0.0440444,0.0762398,0,0,0,0,0,0,0,0,0,0,0
188,0.0357955,0.0433432,0,0,0,0,0.0375946,0,0.0322982,0.0452483,0,0,0.030829,0,0,0.0550641,0.0291035,0.0142683,0.0187176,0.0575899,0.0148462,0.0297436,0.0160383,0.108078,0.040069,0.0462358,0.0496246,0.0353615,0.0348622,0.0153141,0.042375,0.0155649,0.0217064,0.0539993,0,0.0270089,0.0411491,0.0587602,0,0,0.00846456,0,0,0.0208351,0.0574269,0.0448656,0.0504641,0.0231321,0.0778311,0.040652,0.0530172,0.0639303,0,0.0539185,0.0683969,0.0496883,0.0550873,0.0778999,0.0214838,0.0482475,0.0170724,0.00803211,0.0446247,0.0751339,0,0,0,0,0,0,0,0,0,0,0
189,0.0365307,0.0428915,0,0,0,0,0.0384183,0,0.0322774,0.0454932,0,0,0.0309037,0,0,0.0559316,0.0298026,0.0142538,0.0184484,0.0577286,0.0157923,0.0298934,0.0153899,0.108006,0.0402631,0.046244,0.0494387,0.0353882,0.0350717,0.0144472,0.0412412,0.0165773,0.0226499,0.0532065,0,0.0269916,0.0403578,0.0585626,0,0,0.00846164,0,0,0.0208561,0.0576262,0.0448552,0.0481498,0.0245725,0.0767684,0.0405487,0.0516172,0.060476,0.048396,0.0539183,0.071375,0.0525121,0.0574377,0.0803449,0.021831,0.0479354,0.0170232,0.00799752,0.04408,0.0759176,0,0,0,0,0,0,0,0,0,0,0
190,0.0364742,0.042687,0,0,0,0,0.0421824,0,0.0309979,0.0449854,0,0,0.0307975,0,0,0.0560024,0.0297768,0.0136082,0.0177153,0.0574934,0.01586,0.0293247,0.0158428,0.108103,0.0421348,0.0462607,0.050495,0.0355914,0.0356627,0.0138048,0.0411752,0.0166786,0.0226827,0.0515866,0,0.0272308,0.0403393,0.0584557,0,0,0.00844104,0,0,0.0209617,0.056879,0.0460786,0.0483809,0.0247992,0.076664,0.0404508,0.0526583,0.0602896,0.0486596,0.0551022,0.0714323,0.0526997,0.0574971,0.0804326,0.0214885,0.0478911,0.0172053,0.00804439,0.0441643,0.0757734,0,0,0,0,0,0,0,0,0,0,0
191,0.0364608,0.042692,0,0,0,0,0.0388787,0,0.0323519,0.0455228,0,0,0.0307425,0,0,0.0560127,0.030712,0.0142502,0.0180706,0.057496,0.0159071,0.0302599,0.0144309,0.108132,0.0403745,0.0460929,0.0491565,0.0351707,0.0348498,0.013334,0.0410508,0.0167451,0.0228116,0.0512518,0,0.0273018,0.0404337,0.0585958,0,0,0.00822847,0,0,0.0208523,0.0567027,0.0463972,0.0486545,0.0249094,0.076925,0.0408736,0.0534821,0.060633,0.0484143,0.0560498,0.071763,0.0529732,0.0575871,0.0802448,0.0216197,0.0477869,0.017068,0.00800911,0.0443316,0.0758844,0,0,0,0,0,0,0,0,0,0,0
192,0.0363851,0.0427857,0,0,0,0,0.0406619,0,0.0314931,0.0456058,0,0,0.0307352,0,0,0.0559614,0.0306143,0.0140068,0.0177947,0.0572003,0.0158848,0.0297495,0.0144982,0.108367,0.0413012,0.0459724,0.0489294,0.0350255,0.0349597,0.0126317,0.0409791,0.0166999,0.0228556,0.0504992,0,0.0268203,0.0403514,0.0586177,0,0,0.00808639,0,0,0.0208552,0.0566598,0.0463046,0.0489078,0.0245573,0.0770391,0.0411777,0.0541918,0.061553,0.0481492,0.0563841,0.0718805,0.0531346,0.0576686,0.0797442,0.0217372,0.0477724,0.0170631,0.00804279,0.0444592,0.0759013,0,0,0,0,0,0,0,0,0,0,0
193,0.0363116,0.0429565,0,0,0,0,0.0410124,0,0.0311799,0.0458503,0,0,0.0308268,0,0,0.0559269,0.0305395,0.013931,0.0177063,0.0570242,0.0158613,0.029558,0.0144293,0.108611,0.0411824,0.0457856,0.0484883,0.0348358,0.034789,0.0122325,0.0410302,0.0165982,0.0228183,0.0500227,0,0.0259797,0.0400842,0.0587418,0,0,0.00795611,0,0,0.0208886,0.0569024,0.0457323,0.0491241,0.0238921,0.0772819,0.0416648,0.0547163,0.0630459,0.047868,0.0563144,0.0722484,0.0532957,0.0577008,0.0791683,0.0220402,0.0476059,0.0169173,0.00808314,0.044622,0.0759792,0,0,0,0,0,0,0,0,0,0,0
194,0.036316,0.0431508,0,0,0,0,0.0388934,0,0.0317159,0.0463826,0,0,0.0309746,0,0,0.0558658,0.0306274,0.0143365,0.0180512,0.0571182,0.0159128,0.0297834,0.0141495,0.108874,0.0396192,0.0455508,0.0475935,0.0343546,0.0340825,0.0122978,0.0409563,0.0165293,0.0228188,0.0501869,0,0.0251503,0.0395848,0.0589944,0,0,0.00778246,0,0,0.0208626,0.057438,0.0451229,0.049177,0.0230005,0.077844,0.0423982,0.0549379,0.0650326,0.047689,0.0556965,0.0731434,0.0534457,0.0575039,0.0786523,0.0222952,0.0472607,0.0165267,0.00813222,0.0448434,0.0761448,0,0,0,0,0,0,0,0,0,0,0
195,0.0362862,0.043398,0,0,0,0,0.0376931,0,0.03166,0.046958,0,0,0.0311696,0,0,0.0556668,0.0304088,0.0145923,0.0182696,0.0571117,0.0160181,0.0295834,0.0143934,0.109223,0.0387022,0.0452519,0.046972,0.0339028,0.0335122,0.0124474,0.0407407,0.0164926,0.0228029,0.0500754,0,0.0242042,0.0391951,0.05925,0,0,0.00763148,0,0,0.0207657,0.0579107,0.045026,0.049219,0.0218151,0.0783071,0.0431621,0.0550192,0.0670092,0.0478408,0.0546019,0.0735171,0.0535614,0.0571685,0.0782685,0.0225895,0.0468898,0.0160187,0.00813339,0.0451119,0.0761889,0,0,0,0,0,0,0,0,0,0,0
196,0.036238,0.043707,0,0,0,0,0.0354389,0,0.0317512,0.0473152,0,0,0.0313474,0,0,0.0556832,0.030508,0.0148028,0.0184839,0.057169,0.0161645,0.0295445,0.0146932,0.109547,0.0373827,0.044989,0.0462484,0.0334745,0.0328119,0.0134651,0.0406274,0.0164483,0.0227064,0.0505147,0,0.023167,0.0389761,0.0595294,0,0,0.00749099,0,0,0.020694,0.0582873,0.0447441,0.0493844,0.0203352,0.078685,0.043846,0.0552426,0.0689645,0.0476095,0.0536084,0.0733834,0.0535735,0.0571571,0.0782241,0.0228714,0.0466103,0.0156364,0.00807356,0.0453992,0.0762956,0,0,0,0,0,0,0,0,0,0,0
197,0.0361683,0.0440074,0,0,0,0,0.0370084,0,0.0303395,0.0473197,0,0,0.0314056,0,0,0.055648,0.0299825,0.0144027,0.0181743,0.0568608,0.0162375,0.0284581,0.0152654,0.10989,0.0381978,0.0444081,0.0464454,0.0332862,0.0327628,0.012321,0.0407524,0.0163158,0.0224849,0.0509993,0,0.0224509,0.0391508,0.0596392,0,0,0.00746359,0,0,0.0206926,0.0583193,0.0435342,0.0496409,0.0190867,0.0787476,0.0443131,0.0554526,0.0705667,0.0476567,0.052998,0.073104,0.05349,0.057399,0.0784994,0.0229789,0.0465158,0.0155702,0.00795383,0.0457384,0.0762914,0,0,0,0,0,0,0,0,0,0,0
198,0.0360859,0.0442739,0,0,0,0,0.0373131,0,0.029581,0.0470876,0,0,0.031471,0,0,0.0555845,0.0300802,0.0139702,0.017699,0.056718,0.0161753,0.0280982,0.0155279,0.110067,0.0383592,0.0442211,0.0465373,0.0331519,0.032425,0.0122578,0.0411763,0.0159989,0.0220812,0.04987,0,0.0226457,0.0395322,0.0597913,0,0,0.00753036,0,0,0.0207148,0.0579075,0.0412324,0.0500141,0.0191094,0.0789728,0.0447995,0.0554302,0.071334,0.0477858,0.0522785,0.0727685,0.0533377,0.0570448,0.078221,0.0221517,0.046558,0.0156815,0.0077904,0.0461765,0.0763162,0,0,0,0,0,0,0,0,0,0,0
199,0.0359662,0.0444341,0,0,0,0,0.0373806,0,0.0289309,0.0465778,0,0,0.0315547,0,0,0.0553919,0.0303967,0.0134899,0.0171164,0.0565726,0.0161192,0.0279077,0.01566,0.110136,0.0386041,0.0440336,0.0467045,0.0331326,0.0320501,0.0125229,0.0415992,0.0155646,0.0215268,0.0469119,0,0.0233323,0.0398276,0.0600306,0,0,0.00754954,0,0,0.0207083,0.0570159,0.039195,0.0501712,0.0207148,0.078969,0.0451574,0.0549914,0.0710211,0.0474864,0.0512616,0.0721442,0.0530362,0.0557434,0.0770053,0.021158,0.0466328,0.0155954,0.00773144,0.0466176,0.0764259,0,0,0,0,0,0,0,0,0,0,0
200,0.035836,0.0444748,0,0,0,0,0.0376257,0,0.0281469,0.0458832,0,0,0.0316419,0,0,0.055141,0.0308398,0.0128185,0.0164304,0.0564049,0.0161739,0.0278557,0.0158324,0.110132,0.039031,0.0439752,0.0468826,0.0330515,0.0316957,0.0129397,0.0419207,0.0151058,0.0209621,0.0443988,0,0.0227254,0.0402118,0.0603103,0,0,0.00757807,0,0,0.0208296,0.055919,0.0375144,0.050351,0.0223167,0.0788901,0.0454115,0.0541684,0.0699168,0.0468869,0.050289,0.0711614,0.0526659,0.0544516,0.0757454,0.0224621,0.0466814,0.0155571,0.00771865,0.0470063,0.0765792,0,0,0,0,0,0,0,0,0,0,0
201,0.0358582,0.0445469,0,0,0,0,0.0376724,0,0.0273258,0.0451675,0,0,0.0317004,0,0,0.0548109,0.0311552,0.0121305,0.015853,0.056339,0.0163328,0.0277982,0.0161419,0.11008,0.0393001,0.0437612,0.0469376,0.0328392,0.0312469,0.0136911,0.0420861,0.0147695,0.0205323,0.0446473,0,0.0214324,0.0403916,0.0606153,0,0,0.00763453,0,0,0.0209614,0.055192,0.0355677,0.0502736,0.0227735,0.0786612,0.0456698,0.0529801,0.0688123,0.0464392,0.0498215,0.0706067,0.0522432,0.0539915,0.0754376,0.0246783,0.0466907,0.0156469,0.00771643,0.0474237,0.0768421,0,0,0,0,0,0,0,0,0,0,0
202,0.036086,0.044767,0,0,0,0,0.0373843,0,0.0264034,0.0443926,0,0,0.0317865,0,0,0.0543515,0.0313049,0.0113719,0.0153917,0.0563132,0.0164898,0.0276421,0.0165382,0.110094,0.0390825,0.0434077,0.0468556,0.0326972,0.030714,0.0147456,0.0423392,0.0145088,0.0201173,0.0456111,0,0.0206075,0.0403548,0.0609259,0,0,0.00762834,0,0,0.0210271,0.0545765,0.0337004,0.0500483,0.0220906,0.0784035,0.0460227,0.0516799,0.0680386,0.046419,0.0497427,0.0707102,0.0516072,0.054077,0.0758323,0.0257751,0.0467232,0.0156753,0.0077344,0.0479079,0.0771301,0,0,0,0,0,0,0,0,0,0,0
