Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_R,L5FT,LKNE,LTIBA,LTHI,LASI,LHEE,RTHII,IMUL_M,IMUR_M
9,0.0532836,0.0402348,0,0,0,0,0.0393149,0,0,0.0203829,0,0,0.0605174,0.0490791,0.0254401,0.0577625,0.0353287,0.052959,0,0,0,0.0207847,0.019709,0.0515869,0.0457701,0.0145545,0.0232254,0.128143,0,0.0650706,0.0616275,0.0328404,0,0,0.0139404,0,0,0.0138998,0.067042,0.090236,0.0408723,0.0300179,0.0517242,0.0350485,0.0399375,0.0504721,0.0267389,0.0431511,0.0493178,0.0293425,0.0644005,0.285343,0.0362058,0.0124591,0.00463,0.0514302,0.0638087,0,0,0,0,0,0,0,0,0,0.0365937,0,0.024514,0.0298653,0,0,0,0,0
10,0.0531588,0.0400138,0,0,0,0,0.0390267,0,0,0.0209025,0,0,0.0601461,0.0495455,0.0259902,0.0578886,0.0354851,0.0565039,0,0.0231017,0.026163,0.0201559,0.0202884,0.0505899,0.045411,0.0160881,0.0243793,0.125,0,0.0621962,0.0615315,0.032997,0,0,0.0140596,0,0,0.0141898,0.0663517,0.0858077,0.0402099,0.0294094,0.0511889,0.0349818,0.0390748,0.0490445,0.0264937,0.0438973,0.0489437,0.0297268,0.0640779,0.265584,0.0360057,0.0120617,0.00421375,0.051263,0.0635544,0,0,0,0,0,0,0,0,0,0.0367813,0,0.0225468,0.0301118,0,0,0,0,0
11,0.0531534,0.0394276,0,0,0,0,0.0382694,0,0,0.0217165,0,0,0.0598168,0.0493387,0.0247968,0.0579597,0.0362881,0.05408,0,0,0,0.0226602,0.0218594,0.0485603,0.0448747,0.0162996,0.0254139,0.122949,0,0.058266,0.0627714,0.0333197,0,0,0.0132271,0,0,0.0153663,0.0672276,0.0818585,0.0401721,0.0282097,0.0509556,0.0352158,0.037605,0.0479087,0.025775,0.0444982,0.0485442,0.0300059,0.0649701,0.2419,0.0353693,0.0113954,0.0058856,0.0506188,0.064018,0,0,0,0,0,0,0,0,0,0.0354814,0,0.0256041,0.0309084,0,0,0,0,0
12,0.0530199,0.0391676,0,0,0,0,0.0370114,0,0,0.0211115,0,0,0.0599511,0.0479516,0.0263264,0.0584005,0.0353411,0.0566828,0,0.0172625,0.026353,0.0209973,0.0220079,0.0487278,0.0449528,0.0157106,0.0249986,0.117347,0,0.0556873,0.0616113,0.0333974,0,0,0.0134231,0,0,0.0152356,0.0646221,0.0738065,0.0379005,0.0276299,0.0505719,0.0353576,0.0374895,0.0462107,0.0262074,0.0456243,0.0477344,0.0313892,0.0630521,0.226219,0.0351664,0.0111266,0.00595404,0.049952,0.0637925,0,0,0,0,0,0,0,0,0,0.0368286,0,0.0233165,0.0302988,0,0,0,0,0
13,0.0528675,0.0391033,0,0,0,0,0.0355163,0,0,0.0211274,0,0,0.0600449,0.0474867,0.0266214,0.0584884,0.0352935,0.0587996,0,0.015574,0.0263621,0.0210098,0.0223348,0.0472726,0.0448141,0.0158807,0.025225,0.113221,0,0.052897,0.0616458,0.0336996,0,0,0.0136525,0,0,0.0154038,0.0629173,0.0677805,0.0367725,0.0272985,0.0501366,0.0355515,0.0368395,0.0457261,0.0265003,0.0466305,0.047389,0.0323723,0.0619437,0.206528,0.0348022,0.0108275,0.005952,0.0495975,0.0639297,0,0,0,0,0,0,0,0,0,0.0370265,0,0.0243843,0.0308208,0,0,0,0,0
14,0.0531962,0.0395093,0,0,0,0,0.0339783,0,0,0.0203457,0,0,0.0605894,0.04659,0.0271852,0.0587337,0.0351368,0.0599351,0,0.0156819,0.0251547,0.0212141,0.0225843,0.0471973,0.0453124,0.0153149,0.0243709,0.109026,0,0.050518,0.0615827,0.0334591,0,0,0.0140227,0,0,0.0152406,0.0599424,0.0600753,0.0353528,0.0265145,0.0497587,0.0358497,0.0366479,0.0451742,0.0270037,0.0475309,0.0463497,0.0334969,0.0605448,0.189629,0.034182,0.0105039,0.00673108,0.0494049,0.0641849,0,0,0,0,0,0,0,0,0,0.037172,0,0.025326,0.0312652,0,0,0,0,0
15,0.0532177,0.0394352,0,0,0,0,0.0309624,0,0,0.0207671,0,0,0.060726,0.045727,0.0257454,0.0585106,0.0354577,0.0588078,0,0,0,0.0179052,0.0211252,0.0466879,0.0446854,0.0160567,0.0254517,0.106329,0,0.0469705,0.0611816,0.0338663,0,0,0.0142215,0,0,0.0158416,0.0599529,0.0552071,0.0343382,0.0260236,0.0496572,0.0365572,0.0355189,0.0434936,0.0265083,0.0490176,0.0467091,0.0349337,0.0614273,0.165851,0.0337406,0.00995188,0.00670354,0.0489148,0.0650035,0,0,0,0,0,0,0,0,0,0,0,0.0254064,0.0296484,0,0,0,0,0
16,0.0534168,0.0394758,0,0,0,0,0.0312486,0,0,0.0208521,0,0,0.0611628,0.0469403,0.0226967,0.0577457,0.0356469,0.0589244,0,0,0.0228207,0.0168158,0.0230797,0.0490271,0.0442446,0.0155127,0.0255574,0.10122,0,0.042623,0.0606947,0.0340649,0,0,0.0147388,0,0,0.0159186,0.0555921,0.0471853,0.0352999,0.0247541,0.0493558,0.0374172,0.0357731,0.0443782,0.0258091,0.0503991,0.0466224,0.0366959,0.0615925,0.147013,0.0332046,0.00955167,0.00785115,0.0489054,0.0654351,0,0,0,0,0,0,0,0,0,0,0,0.0238963,0.0299798,0.0357804,0,0,0,0
17,0.0529983,0.0399952,0,0,0,0,0.0306833,0,0,0.0205265,0,0,0.060921,0.0474606,0.0295107,0.0545425,0.0345781,0.0563067,0,0,0.0236216,0.0175069,0.0213712,0.0478807,0.0445906,0.0154827,0.0251545,0.0925801,0,0.0392844,0,0.0336597,0,0,0.0145667,0,0,0.0160135,0.0559476,0.0478233,0.038374,0.0254423,0.0437001,0.0374903,0.0356462,0.0478414,0.0283264,0.04622,0.0434385,0.0330952,0.0574081,0.128491,0.0331259,0.00938544,0.00828208,0.0507978,0.0626618,0,0,0,0,0,0,0,0,0,0,0.0247201,0.025069,0.0273193,0,0,0,0,0
18,0.0531989,0.0395314,0,0,0,0,0.0338068,0,0,0.0195945,0,0,0.0603564,0.0447306,0.0305385,0.0577189,0.0340254,0.0583188,0,0.0171511,0.0280506,0.0239184,0.0254203,0.0463935,0.0459037,0.0150077,0.0239286,0.0804317,0,0.0342663,0.0636966,0.0335137,0,0,0.0137157,0,0,0.0158561,0.0580533,0.0446867,0.0318025,0.0245944,0.0471023,0.0358685,0.0368238,0.045628,0.0281634,0.0495915,0.0445105,0.037058,0.0612994,0.109385,0.0341679,0.0103319,0.00729909,0.0496572,0.0636917,0,0,0,0,0,0,0,0,0,0.0367553,0.0245018,0.0287583,0.0314336,0,0,0,0,0
19,0.0528485,0.0393298,0,0,0,0,0.0333275,0,0,0.0195935,0,0,0.0599407,0.0444179,0.0304568,0.057412,0.0335395,0.0582038,0,0.01783,0.0285694,0.0243746,0.0262675,0.0443398,0.0462785,0.0148606,0.0234755,0.0707301,0,0.0291154,0.0641837,0.0338582,0,0,0.0134333,0,0,0.0160458,0.0575742,0.0430865,0.0317976,0.0247124,0.0472192,0.0357091,0.0371606,0.0468259,0.0288792,0.0502553,0.0446982,0.0385115,0.0617201,0.0911178,0.0344905,0.0104936,0.00716373,0.0498223,0.0635677,0,0,0,0,0,0,0,0,0,0.0372425,0.0247211,0.0294288,0.0319566,0,0,0,0,0
20,0.0525955,0.0390012,0,0,0,0,0.0328086,0,0,0.0199863,0,0,0.0596281,0.0468956,0.025716,0.0569103,0.0336282,0.0575466,0,0.019588,0.0297631,0.0258921,0.0282764,0.041694,0.0461345,0.0152054,0.0234274,0.0618381,0,0.0242155,0.0637025,0.0343501,0,0,0.0133956,0,0,0.0163849,0.0534425,0.0409767,0.0342598,0.0231826,0.0479118,0.0359024,0.0368993,0.0491096,0.027705,0.0520104,0.045065,0.0408305,0.0633831,0.0703524,0.0344777,0.010401,0.00722228,0.0496999,0.0639507,0,0,0,0,0,0,0,0,0,0.0392521,0.0237945,0.0308583,0.0345762,0.0399516,0,0,0,0
21,0.0520495,0.0387412,0,0,0,0,0.0336413,0,0,0.019825,0,0,0.0585838,0.0425646,0.0346576,0.0567377,0.0331558,0.0549016,0,0.0205745,0.0310765,0.0272847,0.0269997,0.0420533,0.0468451,0.0156528,0.0229255,0.0581675,0,0.0303169,0.0648739,0.0345799,0,0,0.0131355,0,0,0.0161264,0.051369,0.0345223,0.0294601,0.0223619,0.0465271,0.0352004,0.0414314,0.0573303,0.0356214,0.0489196,0.0351072,0.0373358,0.0600035,0,0.0351781,0.0110697,0.00617655,0.0500094,0.0628599,0,0,0,0,0,0,0,0,0,0.0370088,0,0.0319886,0.032643,0,0,0,0,0
22,0.0518722,0.038661,0,0,0,0,0.0340352,0,0,0.019451,0,0,0.0583078,0.0425757,0.0355374,0.0563369,0.0326332,0.0544768,0,0.0220346,0.0316043,0.0275335,0.0271549,0.0375094,0.0471448,0.0156679,0.0225869,0.0579261,0,0.0303582,0.0646998,0.0347076,0,0,0.013535,0,0,0.0157015,0.0520432,0.0346319,0.02883,0.0224465,0.0462087,0.035492,0.0415161,0.056994,0.035689,0.0492028,0.0353939,0.0374807,0.0602164,0,0.0351273,0.0111094,0.00537879,0.0500054,0.0627686,0,0,0,0,0,0,0,0,0,0.0390406,0,0.0324867,0.0333422,0,0,0,0,0
23,0.0516593,0.0388382,0,0,0,0,0.0336063,0,0,0.0194569,0,0,0.0584855,0.0446376,0.0299354,0.0560701,0.0323364,0.051472,0,0.0249851,0.0337575,0.0292334,0.0298829,0.0367944,0.0470249,0.0152136,0.0226038,0.0411648,0,0.0248879,0.0627805,0.0349922,0,0,0.0129524,0,0,0.0164168,0.0483419,0.0385003,0.0310904,0.0204987,0.0469827,0.035755,0.0410074,0.0570723,0.0333647,0.0544527,0.0396395,0.0440466,0.0657817,0.01741,0.0349862,0.0107185,0.00590309,0.0501364,0.0634275,0,0,0,0,0,0,0,0,0,0.0420028,0.0120469,0.0346588,0.0351084,0.044568,0,0,0,0
24,0.0513619,0.0390371,0,0,0,0,0.0357321,0,0,0.0189704,0,0,0.0584453,0.0418455,0.0375916,0.0553239,0.0315533,0.0513375,0,0.0251881,0.0319606,0.0273751,0.0272436,0.032077,0.0475625,0.0151328,0.0221283,0.0418219,0,0.0266169,0.0633754,0.0352,0,0,0.0130435,0,0,0.0163422,0.0531442,0.0402058,0.0272401,0.0224806,0.0453009,0.0361264,0.0412504,0.0559202,0.0363021,0.0542241,0.0394064,0.0438392,0.0650093,0.0215305,0.0348059,0.0104319,0.00538616,0.050736,0.0625574,0,0,0,0,0,0,0,0,0,0.0423556,0,0.0326165,0.035562,0,0,0,0,0
25,0.0511309,0.0387936,0,0,0,0,0.0302715,0,0,0.0190395,0,0,0.0581993,0.0407539,0.0344624,0.0553315,0.0312626,0.0483962,0,0.0285594,0.0348477,0.0296178,0.0301496,0.0257085,0.0476027,0.0152215,0.0220677,0.0417121,0,0.0262781,0.0622159,0.0361967,0,0,0.0132649,0,0,0.0165439,0.0539508,0.0399987,0.0277304,0.0225522,0.0470088,0.0372188,0.0408367,0.0553336,0.0361731,0.0548655,0.0402755,0.0444428,0.0654439,0.0206949,0.0341253,0.00983546,0.00615814,0.0501456,0.0637097,0,0,0,0,0,0,0,0,0,0.0477934,0,0.0356608,0.0371206,0,0.0366531,0,0,0
26,0.0513617,0.0385648,0,0,0,0,0.0392223,0,0,0.018739,0,0,0.0577913,0.0434691,0.0315567,0.0560983,0.0311548,0.047535,0,0.0274533,0.0342798,0.0297303,0.030465,0.0243443,0.0481178,0.015241,0.0219035,0.0471915,0,0.0278898,0.0610511,0.0360129,0,0,0.0133238,0,0,0.0158806,0.0499506,0.0410978,0.0301339,0.0208425,0.0472898,0.0362934,0.0431492,0.05874,0.0349762,0.052657,0.0378146,0.0415501,0.0640506,0.0244797,0.0346151,0.0105839,0.00576607,0.0497989,0.0633673,0,0,0,0,0,0,0,0,0,0.0514755,0.0112089,0.0363462,0.0367727,0.0458366,0,0,0,0
27,0.0514059,0.0386501,0,0,0,0,0.0340831,0,0,0.0190845,0,0,0.0583073,0.0395459,0.0357669,0.0558222,0.0314401,0.0458996,0,0.028601,0.0347747,0.02911,0.030011,0.0199428,0.0474206,0.0153424,0.0226911,0.0435465,0,0.0278522,0.0586565,0.0365715,0,0,0.0138981,0,0,0.0163158,0.0550488,0.0385277,0.0248932,0.02164,0.0468572,0.0375551,0.0410732,0.0543033,0.035348,0.0561135,0.0408161,0.0452757,0.0672881,0.0210886,0.0337035,0.00979689,0.00670891,0.0493025,0.0645224,0,0,0,0,0,0,0,0,0,0.0530653,0,0.0349111,0.03841,0,0.0369983,0.0482405,0,0
28,0.0513099,0.0386834,0,0,0,0,0.0342221,0,0,0.019007,0,0,0.0582437,0.0392757,0.0356335,0.0555344,0.0311504,0.0446638,0,0.0291387,0.0347559,0.0291838,0.029872,0.0187595,0.0476586,0.0153215,0.0226932,0.0430618,0,0.0278332,0.0583056,0.0368493,0,0,0.0139111,0,0,0.0163701,0.0554498,0.0386262,0.0251101,0.0216272,0.0468818,0.0376852,0.0412133,0.0538077,0.0353554,0.0565299,0.0411623,0.0460521,0.0677766,0.0209681,0.0336785,0.00971631,0.00687222,0.0489337,0.0645575,0,0,0,0,0,0,0,0,0,0.0545959,0,0.0345584,0.0387257,0,0.037832,0.0483053,0,0
29,0.0513331,0.0385399,0,0,0,0,0.0307645,0,0,0.0186178,0,0,0.0584858,0.0416516,0.0315781,0.0557308,0.031275,0.0432127,0,0.0313811,0.0367516,0.0293309,0.0288967,0.0250358,0.0478129,0.0149572,0.0223299,0.0404553,0,0.0268293,0.0575062,0.0370281,0,0,0.0137083,0,0,0.0163451,0.0527378,0.0380336,0.027439,0.0200225,0.0475012,0.0374849,0.0411355,0.0541676,0.0330938,0.058139,0.0426713,0.0478477,0.0697179,0.0202377,0.0337599,0.00981922,0.00685009,0.0482545,0.0648579,0,0,0,0,0,0,0,0,0,0.0562348,0,0.0375403,0.0417695,0.045459,0.0381595,0.0477468,0,0
30,0.0511763,0.0389971,0,0,0,0,0.0311318,0,0,0.0187481,0,0,0.058458,0.0396876,0.0359811,0.0543544,0.0307264,0.0428789,0,0.0334855,0.0365891,0.0319866,0.0335458,0.0212171,0.0475793,0.0151124,0.0226264,0.0406247,0,0.0260043,0.0580732,0.0370686,0,0,0.0138723,0,0,0.0165849,0.0566877,0.0381994,0.0252492,0.0222892,0.0459708,0.0383182,0.0415816,0.0525726,0.0354527,0.0586521,0.0434751,0.0481152,0.0690822,0.0193295,0.0333104,0.00921354,0.00708699,0.0487299,0.0644442,0,0,0,0,0,0,0,0,0,0.0550185,0.0164648,0.0379019,0.0363715,0,0.0390168,0.0476996,0,0
31,0.0513974,0.0390671,0,0,0,0,0.0311589,0,0,0.0183605,0,0,0.0588508,0.0421946,0.0327126,0.0547297,0.0306968,0.0418259,0,0.0356894,0.0397698,0.0342301,0.0351241,0.0267924,0.0474208,0.0148901,0.022544,0.0399453,0,0.0254091,0.0581368,0.0367873,0,0,0.0137535,0,0,0.0166458,0.0540851,0.0377958,0.0268171,0.020639,0.0463633,0.0380873,0.0413111,0.0534378,0.0334094,0.060059,0.0442227,0.0489857,0.0701561,0.0192886,0.033533,0.00897711,0.00693737,0.048912,0.0648241,0,0,0,0,0,0,0,0,0,0.0522176,0,0.041581,0.0380935,0.0457472,0.039799,0.0467703,0,0
32,0.0513067,0.0392122,0,0,0,0,0.0310136,0,0,0.0182211,0,0,0.0594124,0.0424258,0.0316628,0.0539593,0.0305354,0.0414209,0.0455943,0.0361824,0.041561,0.0348356,0.0356779,0.029154,0.0469795,0.0145559,0.0224737,0.0405045,0,0.0258017,0.0573409,0.037071,0,0,0.0140592,0,0,0.0172781,0.0549105,0.0376301,0.027163,0.0205528,0.0466082,0.0391792,0.041685,0.0530671,0.0334805,0.060365,0.0446514,0.0492519,0.0705932,0.0192509,0.0329261,0.00820335,0.00768261,0.0493706,0.0653444,0,0,0,0,0,0,0,0,0,0.0528705,0,0.0435284,0.0382127,0.0446606,0.0401658,0.0462825,0,0
33,0.0513718,0.038885,0,0,0,0,0.0319349,0,0,0.0183027,0,0,0.0591653,0.0432701,0.0335108,0.0549549,0.0312496,0.0422086,0,0.0369242,0.0412788,0.034752,0.0363643,0.0305529,0.0470502,0.0149517,0.0227488,0.0404614,0,0.0253723,0.0583453,0.0365354,0,0,0.0139068,0,0,0.0167802,0.0553735,0.0379176,0.0264223,0.0206526,0.0462492,0.0380756,0.0414006,0.0530857,0.033474,0.0599999,0.0448711,0.0491315,0.0702138,0.0187351,0.0333632,0.0087682,0.00711059,0.049523,0.0648517,0,0,0,0,0,0,0,0,0,0.0525044,0,0.0428745,0.0380585,0.0460145,0.0423121,0.0465108,0,0
34,0.0483376,0.0398394,0,0,0,0,0.0325668,0,0,0.0194361,0,0,0.0598419,0.0438649,0.0320464,0.0561795,0.0308754,0.042476,0.0430644,0.0362657,0.0408291,0.03389,0.0351357,0.0315987,0.0454486,0.0151378,0.023516,0.04067,0,0.0252637,0.0575743,0.0385181,0,0,0.0120134,0,0,0.0166562,0.0559998,0.0376563,0.0269216,0.0204641,0.0478905,0.0363542,0.0412708,0.052983,0.0334919,0.0600965,0.0451664,0.0492393,0.0701677,0.0184395,0,0.0101725,0.00540404,0.0503254,0.0645386,0,0,0,0,0,0,0,0,0,0.0523832,0,0.0425061,0.0401561,0.0445715,0.0425386,0.0463689,0,0
35,0.0513012,0.0388956,0,0,0,0,0.0336049,0,0,0.0184141,0,0,0.0592051,0.0442192,0.0329939,0.0556668,0.0319689,0.0432593,0,0.0357605,0.0395415,0.033172,0.0344174,0.0322948,0.0469307,0.0154566,0.0233684,0.0403903,0,0.0249103,0.0593144,0.0363628,0,0,0.0143716,0,0,0.0163075,0.0562863,0.0380574,0.026102,0.0201739,0.0463162,0.0379676,0.040857,0.0532226,0.0334949,0.0594947,0.0449264,0.0488071,0.0695789,0.017905,0.0329934,0.00885357,0.00662073,0.0497175,0.0648503,0,0,0,0,0,0,0,0,0,0.050986,0,0.0408997,0.0411605,0.0457239,0.0422461,0.046822,0,0
36,0.0509254,0.0386638,0,0,0,0,0.0350644,0,0,0.0189474,0,0,0.0584482,0.0442815,0.0314644,0.0558493,0.0325585,0.0450681,0.0380664,0.0342164,0.0384733,0.0317146,0.0318776,0.0278561,0.0469854,0.0157655,0.0236714,0.0421432,0,0.0265649,0.0587963,0.0369977,0,0,0.0147791,0,0,0.0162754,0.0564715,0.0380327,0.0269906,0.0192007,0.0473906,0.0383703,0.0412182,0.054294,0.0338835,0.0591564,0.0436085,0.0479934,0.069344,0.0185361,0.0324704,0.00894053,0.00668672,0.049361,0.0651801,0,0,0,0,0,0,0,0,0,0.0517369,0.019718,0.0398386,0.0441331,0.0445209,0.0393005,0.0472319,0,0
37,0.0511425,0.039288,0,0,0,0,0.0360081,0,0,0.0184495,0,0,0.0593669,0.043672,0.0322249,0.0555827,0.0328999,0.0452374,0.0368921,0.0333713,0.0380308,0.0321798,0.0318603,0.0304236,0.0464608,0.0154819,0.0237589,0.041495,0,0.0242857,0.0592756,0.036477,0,0,0.0148729,0,0,0.0165448,0.0566068,0.0379383,0.0262352,0.0199596,0.0463759,0.0384103,0.0403844,0.0535602,0.0334946,0.0600089,0.044868,0.0484807,0.0693198,0.0172962,0.0321292,0.00857878,0.00664673,0.0499091,0.0650325,0,0,0,0,0,0,0,0,0,0.0455999,0,0.0387132,0.0450275,0.0445887,0.0375117,0.0467578,0,0
38,0.0510813,0.0392235,0,0,0,0,0.0334459,0,0,0.0190258,0,0,0.0587759,0.0431123,0.0341953,0.0563407,0.034366,0.046211,0,0.0326029,0.0360323,0.0289079,0.0282753,0.0338691,0.0464307,0.0158615,0.0240141,0.0436737,0,0.0257709,0.0602544,0.0361635,0,0,0.0138716,0,0,0.0167005,0.0562355,0.0385644,0.0257393,0.0186486,0.0458205,0.0371346,0.0402612,0.0550709,0.0334912,0.0591049,0.0430487,0.04711,0.0686746,0.0186752,0.0328531,0.0093126,0.00669806,0.0498583,0.0644765,0,0,0,0,0,0,0,0,0,0.0461502,0,0.0367493,0.0460951,0.0457746,0.0362373,0.0475513,0,0
39,0.0511216,0.039682,0,0,0,0,0.0354342,0,0,0.0186862,0,0,0.0589882,0.0423642,0.0346321,0.0562784,0.0350798,0.0460953,0,0.0315902,0.0359601,0.02968,0.0292597,0.0303451,0.0464074,0.0162361,0.0234121,0.0439528,0,0.0252561,0.0601466,0.0358286,0,0,0.0139141,0,0,0.016425,0.0563367,0.0386861,0.0255045,0.0181212,0.0453705,0.0368499,0.0400943,0.055251,0.0333898,0.0589259,0.0429466,0.0468971,0.0685032,0.0181136,0.0332533,0.00956955,0.00625281,0.0500854,0.0642675,0,0,0,0,0,0,0,0,0,0.0416838,0,0.0364769,0.0460351,0.046192,0.0333439,0.0476281,0,0
40,0.0511754,0.0401018,0,0,0,0,0.0362542,0,0,0.0184558,0,0,0.059138,0.0416453,0.0350141,0.0560697,0.0358246,0.0453554,0,0.0308386,0.035943,0.0290579,0.0291663,0.029777,0.0463147,0.0164693,0.0232766,0.0448538,0,0.0247543,0.0598375,0.0355117,0,0,0.0139904,0,0,0.0160737,0.0564089,0.0388262,0.0252539,0.0175125,0.0448853,0.0366071,0.0398665,0.0555866,0.0331732,0.0591617,0.0429037,0.0468291,0.068195,0.0177173,0.0334849,0.00970724,0.00575184,0.050339,0.06414,0,0,0,0,0,0,0,0,0,0.0377782,0,0.0367053,0.0453166,0.0467105,0.0319589,0.0476339,0,0
41,0.0512129,0.0404782,0,0,0,0,0.035919,0,0,0.0183352,0,0,0.0593451,0.0414393,0.0354546,0.0557209,0.0366744,0.0449219,0,0.0306127,0.0358481,0.0283489,0.0301449,0.0299671,0.0462225,0.0167005,0.0233604,0.0455338,0,0.0241837,0.0592907,0.0351636,0,0,0.0140734,0,0,0.0157594,0.0564883,0.039029,0.0250139,0.0169429,0.0444432,0.0362219,0.039642,0.0560842,0.0327681,0.0594153,0.0429133,0.0467962,0.067988,0.0173223,0.033662,0.00981005,0.00513325,0.0506627,0.0639275,0,0,0,0,0,0,0,0,0,0.0368101,0.0136204,0.0380103,0.0417996,0.0466982,0.0311045,0.0476146,0,0
42,0.0512509,0.0407907,0,0,0,0,0.036479,0,0,0.0183263,0,0,0.0595823,0.0408455,0.0351909,0.0555025,0.0374991,0.0443751,0,0.0310941,0.0353206,0.0270022,0.0300097,0.0317066,0.0459928,0.0167944,0.023478,0.0453815,0,0.0235046,0.0587953,0.0348625,0,0,0.0142313,0,0,0.0155872,0.0565234,0.0393339,0.0248769,0.0163503,0.0443204,0.0358959,0.0393153,0.0567523,0.0319754,0.0595076,0.0429442,0.046706,0.0678086,0.0164955,0.0337504,0.00992857,0.00461593,0.0508438,0.0639467,0,0,0,0,0,0,0,0,0,0.0343387,0.0109655,0.0384635,0.0394606,0.0463153,0.0310855,0.0476775,0,0
43,0.0513221,0.0410754,0,0,0,0,0.0376529,0,0,0.0184786,0,0,0.0597645,0.0394287,0.0347111,0.0554592,0.0382225,0.0434151,0,0.0311898,0.0352125,0.0257439,0.0295707,0.0339074,0.0457857,0.0167016,0.0235866,0.0451898,0,0.0228174,0.0581456,0.0346227,0,0,0.0144534,0,0,0.0154275,0.0566509,0.039674,0.0246253,0.0159911,0.0444217,0.0356921,0.0389875,0.0574932,0.0310905,0.0595143,0.043063,0.0464499,0.0674752,0.015242,0.0338928,0.0100366,0.00420989,0.0510382,0.064237,0,0,0,0,0,0,0,0,0,0.0310351,0,0.0388951,0.0382924,0.0461298,0.0312665,0.0478227,0,0
44,0.0514419,0.0412508,0,0,0,0,0.0367988,0,0,0.018996,0,0,0.0597677,0.0385401,0.0346309,0.0555702,0.0389892,0.0442614,0,0.0308283,0.0337867,0.0244288,0.0301448,0.0346462,0.0454539,0.0164252,0.0238679,0.0451687,0,0.0221697,0.0571868,0.0343419,0,0,0.0137293,0,0,0.0161141,0.0564013,0.0402804,0.0242358,0.015799,0.0444764,0.0352207,0.0384983,0.0581032,0.0301599,0.059593,0.0432393,0.0460092,0.067203,0.0138065,0.0341538,0.0102758,0.00492858,0.0512129,0.0644598,0,0,0,0,0,0,0,0,0,0.0309171,0.00970256,0.0395777,0.036114,0.0458813,0.0307067,0.0479408,0,0
45,0.0514504,0.0415342,0,0,0,0,0.036625,0,0,0.01911,0,0,0.0597567,0.0372795,0.0343223,0.0553077,0.0393852,0.0447801,0,0.0293607,0.0326797,0.0233279,0.0297265,0.0369397,0.0452739,0.0164685,0.0242729,0.0442401,0,0.021633,0.0565598,0.03428,0,0,0.0146074,0,0,0.0153817,0.0565761,0.0408676,0.0239338,0.0153969,0.0448082,0.0352312,0.0378714,0.058639,0.0293268,0.0594658,0.0434808,0.0454975,0.0669438,0.0116436,0.034177,0.0102786,0.00381122,0.0513972,0.064666,0,0,0,0,0,0,0,0,0,0.0291448,0.0116235,0.039464,0.035569,0.0457366,0.0309649,0.0484974,0,0
46,0.0514411,0.0415861,0,0,0,0,0.036259,0,0,0.0194449,0,0,0.0596884,0.0364278,0.0342526,0.0549211,0.0395875,0.0453038,0,0.0279415,0.0320157,0.022478,0.02902,0.0390716,0.0449895,0.0166502,0.0240405,0.0434505,0,0.0216093,0.0556738,0.0343776,0,0,0.0147609,0,0,0.0153523,0.0566653,0.041376,0.0236296,0.0151422,0.0452192,0.0351834,0.0373342,0.0592114,0.0285873,0.0596489,0.044099,0.0451337,0.0669215,0.00980123,0.0342175,0.0101381,0.00377771,0.051298,0.0646854,0,0,0,0,0,0,0,0,0,0.0274233,0.0125024,0.0389784,0.0352077,0.0452241,0.0314731,0.0489856,0,0
47,0.0514501,0.0414851,0,0,0,0,0.0357986,0,0,0.019943,0,0,0.0597091,0.0357816,0.0344766,0.0547776,0.0397891,0.045328,0,0.0269344,0.0314199,0.0217531,0.0279729,0.0408458,0.0447182,0.0165866,0.0239497,0.0429731,0,0.0220884,0.0543339,0.0345406,0,0,0.013865,0,0,0.0164375,0.056692,0.0420907,0.0235035,0.0152963,0.045753,0.0350484,0.0371102,0.0598507,0.0280014,0.0600192,0.0451287,0.0454769,0.0672808,0.00861063,0.0341966,0.00998076,0.00533539,0.0509357,0.064754,0,0,0,0,0,0,0,0,0,0.0255583,0.0125218,0.038254,0.0346979,0.0444453,0.0319027,0.0492721,0,0
48,0.0513429,0.0415628,0,0,0,0,0.035547,0,0,0.0201802,0,0,0.0598713,0.0359869,0.0341031,0.0545738,0.039931,0.0451896,0,0.0265231,0.0308138,0.0211446,0.0267456,0.0416111,0.0446742,0.0167034,0.0240973,0.0498741,0,0.0230742,0.0540255,0.0346658,0,0,0.0142277,0,0,0.0164051,0.056171,0.0392871,0.0242838,0.0174299,0.04607,0.0352771,0.0365297,0.0601924,0.0277247,0.0596829,0.0472519,0.044841,0.0659865,0,0.0339067,0.00986797,0.00526031,0.0507988,0.0645977,0,0,0,0,0,0,0,0,0,0.0246716,0.011769,0.0376402,0.0338508,0.0432587,0.0305835,0.0491128,0,0
