Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_R,L5FT,LKNE,LTIBA,LTHI,LASI,LHEE,RTHII,IMUL_M,IMUR_M
49,0.0513113,0.0416185,0,0,0,0,0.0345833,0,0,0.020299,0,0,0.060284,0.0364516,0.0338612,0.0549022,0.0399442,0.0457205,0,0.0258347,0.0303831,0.0207264,0.0260251,0.0401785,0.0444565,0.0171523,0.0244867,0.0492142,0,0.0234741,0.0524411,0.0348873,0,0,0.0148225,0,0,0.0161814,0.0556921,0.0402159,0.0245738,0.0191202,0.0469466,0.0358246,0.0364337,0.0616549,0.0275197,0.0599559,0.0487492,0.0445163,0.0661256,0,0.0334437,0.00972416,0.00480056,0.0505075,0.0646968,0,0,0,0,0,0,0,0,0,0.0254735,0.0109372,0.0375318,0.0326982,0.0420931,0.0289006,0.0489691,0,0
50,0.050845,0.0415743,0,0,0,0,0.0342319,0,0,0.0203371,0,0,0.060019,0.0361327,0.0342378,0.0544341,0.0392579,0.0457361,0,0.0248863,0.0297197,0.020351,0.0251968,0.0391895,0.0448152,0.0172088,0.0241291,0.0433853,0,0.0230174,0.054027,0.0353801,0,0,0.0150101,0,0,0.0162664,0.056565,0.0421146,0.027035,0.0167581,0.0483856,0.036408,0.0389048,0.0656864,0.0298522,0.0582833,0.045451,0.0428676,0.0678242,0.0123931,0.0333485,0.00938978,0.00512857,0.0503603,0.0638808,0,0,0,0,0,0,0,0,0,0.0257451,0.0104084,0.0366879,0.0316807,0.0433809,0.0282123,0,0,0
51,0.0507997,0.0415021,0,0,0,0,0.0342474,0,0,0.020614,0,0,0.0603682,0.0366976,0.0342225,0.0549209,0.039553,0.045744,0,0.0245826,0.0298116,0.0206001,0.0246981,0.0371647,0.0443946,0.0175911,0.0245354,0.050065,0,0.0234086,0.0534956,0.0354706,0,0,0.0152994,0,0,0.0163505,0.0559625,0.037898,0.0283397,0.0212157,0.0493221,0.0367477,0.0385636,0.064197,0.029743,0.0573163,0.0465392,0.0420736,0.0663272,0,0.0331032,0.00893318,0.00551198,0.0501788,0.0635931,0,0,0,0,0,0,0,0,0,0.0263256,0,0.0365916,0.0320489,0.0425373,0.0274481,0,0,0
52,0.0514709,0.0414471,0,0,0,0,0.0341016,0,0,0.0222219,0,0,0.0614865,0.0353112,0.0364299,0.0570559,0.0419233,0.0453847,0,0.0240702,0.029826,0.0209338,0.0249525,0.0387007,0.0425865,0.0175118,0.0262913,0.046767,0,0.0215367,0.0476229,0.03512,0,0,0.0158434,0,0,0.016436,0.0561238,0.0379406,0.0246012,0.024637,0.0498594,0.0369913,0.0372224,0.0614393,0.027825,0.0594163,0.0463019,0.0437174,0.0700723,0.0223107,0.0325173,0.00848118,0.00577072,0.0496807,0.0647882,0,0,0,0,0,0,0,0,0,0.0257009,0.0109566,0.0359175,0.0317873,0.0423257,0.0274874,0.0510066,0,0
53,0.0510953,0.0413747,0,0,0,0,0.0346003,0,0,0.0220788,0,0,0.0611585,0.0353864,0.0350887,0.0565714,0.0412196,0.0453479,0,0.024374,0.029777,0.020732,0.0251488,0.0361489,0.0429245,0.017175,0.0259156,0.051919,0,0.0213801,0.0505253,0.0352618,0,0,0.0160179,0,0,0.0163309,0.0562642,0.0338966,0.0288963,0.0279604,0.051461,0.0370222,0.0379054,0.0636778,0.0299747,0.0548991,0.0441028,0.0393979,0.065601,0,0.032549,0.00847125,0.00584283,0.0498756,0.0638513,0,0,0,0,0,0,0,0,0,0.0268082,0,0.0360068,0.0321337,0.0421601,0.0277233,0,0,0
54,0.0519191,0.0412324,0,0,0,0,0.0350144,0,0,0.0239954,0,0,0.0626748,0.0348525,0.0357777,0.0580855,0.0439637,0.0450112,0,0.0247764,0.0300925,0.0209515,0.025855,0.036023,0.040931,0.0173305,0.0277467,0.0516428,0,0.0205552,0.0454866,0.034923,0,0,0.0166699,0,0,0.0165177,0.0559231,0.0313941,0.0257288,0.0323589,0.0522217,0.0372484,0.036095,0.0602679,0.0282514,0.0545732,0.0440096,0.0382602,0.0652104,0,0.0319016,0.00795469,0.00633012,0.0493912,0.0655355,0,0,0,0,0,0,0,0,0,0.0270346,0,0.0365231,0.0321349,0.0406196,0.028038,0.0518071,0,0
55,0.0520593,0.0411926,0,0,0,0,0.0351532,0,0,0.024648,0,0,0.0632051,0.0345062,0.0361542,0.0580919,0.0449098,0.0447359,0,0.0251917,0.0298187,0.0205817,0.0263944,0.0357117,0.040374,0.0174783,0.0282107,0.0508891,0,0.0194668,0.044215,0.0349082,0,0,0.0173307,0,0,0.0163061,0.056483,0.029524,0.0259418,0.0346923,0.0537134,0.0373916,0.0354818,0.060302,0.0283227,0.0529689,0.0419392,0.0371467,0.063708,0,0.0316159,0.00766893,0.00611203,0.0492611,0.065959,0,0,0,0,0,0,0,0,0,0.0269775,0,0.0365773,0.0318353,0.0404977,0.0289445,0.0522965,0,0
56,0.052177,0.0412799,0,0,0,0,0.0354638,0,0,0.0253711,0,0,0.0632514,0.0341404,0.0378794,0.0581032,0.0456771,0.0446508,0,0.0248485,0.0288019,0.0197349,0.0264142,0.0365406,0.0399776,0.0172317,0.0283901,0.0519183,0,0.0182181,0.0434197,0.0346283,0,0,0.0167279,0,0,0.0168066,0.0573918,0.0298492,0.0257452,0.0361249,0.0549262,0.0370299,0.0353003,0.0605593,0.028697,0.0521605,0.040523,0.0368277,0.0627276,0,0.0317677,0.00760012,0.00665191,0.049195,0.065913,0,0,0,0,0,0,0,0,0,0.0259693,0.0170731,0.0354329,0.0315664,0.041955,0.0305136,0.0522664,0,0
57,0.0514863,0.0415497,0,0,0,0,0.0355183,0,0,0.024257,0,0,0.0625477,0.0337628,0.0363174,0.0566676,0.0440322,0.0443966,0,0.0252266,0.0289063,0.019648,0.0263936,0.0354014,0.0409008,0.017125,0.0274738,0.0541037,0,0.0171484,0.0457035,0.0352099,0,0,0.0168625,0,0,0.0168105,0.0583414,0.0321149,0.0297848,0.0362941,0.0573119,0.0373663,0.0367704,0.0634707,0.0302674,0.0509968,0.0386165,0.0359849,0.0619803,0,0.0315786,0.00756224,0.00665131,0.0491909,0.0651877,0,0,0,0,0,0,0,0,0,0.0261753,0,0.0358659,0.0312947,0.0426869,0.0305362,0,0,0
58,0.0513882,0.0421071,0,0,0,0,0.037324,0,0,0.0233127,0,0,0.0619415,0.0342035,0.0447239,0.0575926,0.0433402,0.0488209,0,0.0207261,0.0238678,0.0147722,0.0233315,0.0330972,0.0418821,0.0169846,0.0268282,0.0556324,0,0.0168198,0.0453367,0.0342084,0,0,0.0163747,0,0,0.016165,0.0611002,0.0344552,0.0277483,0.0365533,0.0563474,0.0355352,0.0377318,0.0640582,0.0322004,0.0511352,0.0384089,0.0362502,0.0625564,0,0.0327464,0.00867472,0.00534941,0.0499218,0.0634664,0,0,0,0,0,0,0,0,0,0.0267683,0.0835933,0.0307969,0.0327731,0.0509288,0.0353874,0,0,0
59,0.0514285,0.0419495,0,0,0,0,0.0356268,0,0,0.0238489,0,0,0.0622929,0.0330716,0.0365253,0.0563256,0.0436355,0.0440789,0,0.0246613,0.0290532,0.0201477,0.0258949,0.0348329,0.0411841,0.0171213,0.0271545,0.0568833,0,0.0168951,0.0440727,0.0354668,0,0,0.0172031,0,0,0.0169282,0.0581144,0.037778,0.0301587,0.0370497,0.058007,0.0374172,0.0369536,0.0641111,0.0304839,0.052144,0.0397726,0.0375838,0.0648749,0,0.031478,0.00767576,0.00644638,0.0490016,0.0655312,0,0,0,0,0,0,0,0,0,0.026626,0,0.0357248,0.0312464,0.0439645,0.0298737,0,0,0
60,0.0513694,0.0419742,0,0,0,0,0.0355386,0,0,0.02352,0,0,0.062027,0.0327395,0.0365089,0.0559168,0.0433015,0.0438456,0,0.0243771,0.0292621,0.0205994,0.0258462,0.0341933,0.04157,0.0171209,0.0267906,0.0574344,0,0.0169354,0.0432234,0.0355693,0,0,0.0171999,0,0,0.0168862,0.0573028,0.0409045,0.0302994,0.0370906,0.0574637,0.0373469,0.0369552,0.0643574,0.030237,0.0525578,0.0402575,0.0383535,0.0653294,0,0.0316772,0.0078491,0.00621975,0.0489907,0.0656809,0,0,0,0,0,0,0,0,0,0.0270508,0,0.0358093,0.0313013,0.0442804,0.0293985,0,0,0
61,0.0512998,0.0419416,0,0,0,0,0.0355783,0,0,0.0231892,0,0,0.0617585,0.0327111,0.0359315,0.055162,0.0428344,0.0434676,0.0368118,0.0238799,0.030177,0.0213545,0.0257817,0.0329547,0.0418462,0.0171317,0.0263457,0.0579288,0,0.0168192,0.0418459,0.0357778,0,0,0.0171666,0,0,0.0168577,0.0563289,0.0438643,0.0305474,0.0371202,0.0569842,0.0375099,0.0371302,0.0646229,0.0298971,0.0529146,0.0405753,0.0388548,0.065535,0,0.0317746,0.00793391,0.00611668,0.048886,0.0660354,0,0,0,0,0,0,0,0,0,0.0269754,0.0157834,0.0365648,0.0327657,0.0438746,0.0280627,0,0,0
62,0.0513031,0.0418454,0,0,0,0,0.0360621,0,0,0.0227163,0,0,0.0616413,0.0323289,0.034936,0.0543428,0.0421304,0.042259,0.0366748,0.0237017,0.0312344,0.0219662,0.0257011,0.0319137,0.0422946,0.0172605,0.0259797,0.0585948,0,0.0167029,0.0405277,0.0361329,0,0,0.0171509,0,0,0.0168719,0.0555283,0.0460676,0.0308755,0.0372582,0.0566579,0.0376189,0.0371426,0.0647507,0.0295172,0.0530094,0.040529,0.0388978,0.0658892,0,0.0318475,0.00807796,0.00603506,0.0486443,0.0664356,0,0,0,0,0,0,0,0,0,0.026867,0,0.0373139,0.0331608,0.0434087,0.027411,0,0,0
63,0.0512091,0.041793,0,0,0,0,0.0355608,0,0,0.0222343,0,0,0.0613389,0.0312523,0.0358921,0.0536018,0.0413317,0.0421475,0.0386273,0.0230739,0.0308429,0.0214916,0.0259412,0.0319743,0.0429038,0.0172788,0.0254799,0.046708,0,0.0174261,0.0388905,0.0364066,0,0,0.0170295,0,0,0.0167822,0.056078,0.0521048,0.0306237,0.0344881,0.0562909,0.0373848,0.0378375,0.0655862,0.0291872,0.0562123,0.0400925,0.0427171,0.0718449,0.0680176,0.032118,0.00837933,0.00579517,0.0485736,0.0663932,0,0,0,0,0,0,0,0,0,0.0270624,0.0134643,0.0363723,0.031542,0.0448262,0.0285949,0,0,0
64,0.0511735,0.0417506,0,0,0,0,0.0354832,0,0,0.0217993,0,0,0.060968,0.0309413,0.0358465,0.052862,0.0406582,0.0416685,0.0390711,0.0229729,0.0305388,0.0214063,0.0261289,0.0310108,0.0433968,0.0172597,0.0252718,0.048586,0,0.0157603,0.0382664,0.0364958,0,0,0.0169014,0,0,0.0166704,0.0556141,0.0520116,0.0308941,0.0344628,0.0560806,0.0370399,0.0379261,0.0659883,0.029215,0.0557873,0.0402091,0.0424064,0.0713188,0.0722746,0.0324329,0.00858827,0.00556569,0.0486332,0.0662896,0,0,0,0,0,0,0,0,0,0.0274435,0.0138896,0.0359452,0.030681,0.0449427,0.0285241,0,0,0
65,0.0511967,0.0415807,0,0,0,0,0.0355791,0,0,0.0214557,0,0,0.0606022,0.0307632,0.0357446,0.0523063,0.03974,0.0408845,0.0391265,0.0229451,0.0304889,0.0213466,0.0262103,0.0300899,0.0438872,0.0173184,0.0251177,0.0487578,0,0.0157379,0.0377866,0.0364162,0,0,0.0161722,0,0,0.0171686,0.0553196,0.0527405,0.0313702,0.0342548,0.0562441,0.0365576,0.037894,0.065734,0.0290322,0.0556173,0.0400182,0.0423304,0.0713198,0.0736852,0.0327886,0.00866028,0.00616981,0.0487878,0.0660067,0,0,0,0,0,0,0,0,0,0.0279395,0.0134361,0.0356501,0.0304295,0.0449289,0.0275369,0,0,0
66,0.0511001,0.0414652,0,0,0,0,0.0355353,0,0,0.0211392,0,0,0.0604486,0.0306302,0.035488,0.0517719,0.0392491,0.0399085,0.0389685,0.0228658,0.0306538,0.0213033,0.0262631,0.0284323,0.0441858,0.0176725,0.0249786,0.048864,0,0.0157364,0.0375387,0.0364269,0,0,0.0162182,0,0,0.0171259,0.0551032,0.0531686,0.0318158,0.033994,0.0566917,0.0362992,0.0378168,0.0655253,0.0288778,0.055976,0.0401659,0.0425659,0.0720631,0.0745756,0.0329637,0.00884743,0.00601995,0.0490681,0.0657163,0,0,0,0,0,0,0,0,0,0.0289042,0.012967,0.0357876,0.0306727,0.044929,0.0269669,0,0,0
67,0.0506658,0.0411811,0,0,0,0,0.0357079,0,0,0.0213065,0,0,0.0599925,0.0298016,0.0350719,0.0511461,0.038533,0.0400445,0.0388141,0.022663,0.0309082,0.0213917,0.0261671,0.0272867,0.044411,0.0178939,0.0250159,0.0414424,0,0.0238135,0.0374928,0.0369432,0,0,0.0158932,0,0,0.0175356,0.0557134,0.0582946,0.0331155,0.035054,0.0579019,0.0363811,0.0373173,0.0672466,0.0280499,0.0572161,0.0369067,0.0434654,0.0757766,0.0644647,0.0331545,0.00863289,0.00581615,0.0492355,0.0656714,0,0,0,0,0,0,0,0,0,0.029537,0.0126757,0.0361583,0.0304919,0.0453169,0.0269736,0,0,0
68,0.0506485,0.0411155,0,0,0,0,0.0357013,0,0,0.0211646,0,0,0.0599559,0.0294463,0.0349266,0.0510561,0.0381738,0.0397164,0.0387939,0.0226224,0.0310526,0.0214895,0.0263753,0.02686,0.0445893,0.018007,0.025134,0.0414826,0,0.0244611,0.0377418,0.0368215,0,0,0.0156359,0,0,0.01755,0.0556701,0.0588977,0.0337323,0.0346351,0.0586757,0.0362367,0.0372468,0.0670338,0.0281785,0.0584978,0.0377708,0.0445227,0.0771952,0.0642616,0.0332262,0.00873635,0.00584023,0.0494586,0.0658068,0,0,0,0,0,0,0,0,0,0.0298835,0.0126057,0.0359817,0.0304921,0.0454175,0.0274024,0,0,0
69,0.0511036,0.0411165,0,0,0,0,0.0356352,0,0,0.0206735,0,0,0.0602756,0.02939,0.0349174,0.0513611,0.0380552,0.039572,0.0388582,0.0226726,0.0310218,0.0217232,0.0267639,0.0263971,0.0447156,0.0180665,0.0252877,0.0504609,0,0.015122,0.0381259,0.0361181,0,0,0.0156826,0,0,0.017087,0.0548512,0.0529411,0.0335479,0.0325367,0.0590174,0.0359346,0.0376714,0.0656888,0.0291722,0.0593925,0.0427072,0.0452577,0.0754565,0.076267,0.0332322,0.00906497,0.00611222,0.0496024,0.0657682,0,0,0,0,0,0,0,0,0,0.0301816,0.012693,0.0357071,0.0308302,0.0454841,0.028182,0,0,0
70,0.0518004,0.0410085,0,0,0,0,0.0356849,0,0,0.0212097,0,0,0.0611237,0.02839,0.035067,0.0522861,0.0392732,0.039387,0.0386631,0.0227146,0.0313024,0.022208,0.0269532,0.0258674,0.0437389,0.0184898,0.0266591,0.05148,0,0.0150312,0.0359865,0.035811,0,0,0.0159254,0,0,0.0170758,0.0551532,0.0534643,0.0305935,0.0325643,0.0593765,0.0360027,0.0359165,0.0618696,0.0281112,0.0621704,0.0460323,0.0475943,0.0772262,0.0776448,0.0329154,0.00883896,0.00629813,0.0490997,0.0669577,0,0,0,0,0,0,0,0,0,0.0302711,0.0131574,0.0362092,0.0307054,0.0457826,0.0284124,0.0527557,0,0
71,0.0517954,0.0409343,0,0,0,0,0.0356905,0,0,0.0213191,0,0,0.0611563,0.0282245,0.0351688,0.0521099,0.0391504,0.0392856,0.0386159,0.0226163,0.0314985,0.0223807,0.026984,0.0254813,0.0437475,0.0184399,0.0268423,0.0519248,0,0.0147347,0.0363818,0.0356831,0,0,0.0159392,0,0,0.0170357,0.0550745,0.0535904,0.0312771,0.0314318,0.0601606,0.0359801,0.0363635,0.0623041,0.0282502,0.0631357,0.0471136,0.0485879,0.0783224,0.0773448,0.0328645,0.00885673,0.00635475,0.0489376,0.0667887,0,0,0,0,0,0,0,0,0,0.0304987,0.0132761,0.0360101,0.0304912,0.0461425,0.0288659,0.0533182,0,0
72,0.0517916,0.0409213,0,0,0,0,0.0357663,0,0,0.0213917,0,0,0.061173,0.0279988,0.0352255,0.0519474,0.0389807,0.0390629,0.0386726,0.0225051,0.0315953,0.0222938,0.0270086,0.0248576,0.0438024,0.0184193,0.0270315,0.0527492,0,0.0137198,0.0367133,0.0355359,0,0,0.0160038,0,0,0.01692,0.0549436,0.052977,0.0319352,0.0301367,0.0609363,0.0360405,0.0371246,0.0631228,0.0286055,0.0640108,0.0482118,0.0493152,0.0788503,0.0774095,0.0327842,0.00889503,0.00639268,0.048537,0.0667432,0,0,0,0,0,0,0,0,0,0.0311623,0.013497,0.035906,0.0299776,0.0467722,0.0291665,0.0538484,0,0
73,0.0518012,0.040931,0,0,0,0,0.035863,0,0,0.0213926,0,0,0.0611796,0.0278097,0.0351216,0.0516769,0.0388205,0.03898,0.0387352,0.0224596,0.0315509,0.0224261,0.0271048,0.0242244,0.0438496,0.0183801,0.0271689,0.0531508,0,0.0135396,0.0369745,0.0354148,0,0,0.0159023,0,0,0.0168938,0.0548005,0.0529081,0.032564,0.0288151,0.061541,0.0360176,0.0378124,0.0639935,0.0290225,0.0649346,0.049004,0.0502372,0.0793828,0.0771332,0.0327521,0.00899552,0.00653542,0.047906,0.0664672,0,0,0,0,0,0,0,0,0,0.0317773,0.0136776,0.0359028,0.0295962,0.0474681,0.029317,0.0542698,0,0
74,0.051813,0.0410074,0,0,0,0,0.0359619,0,0,0.0217025,0,0,0.0611335,0.0275716,0.0349706,0.0512453,0.0388812,0.0394448,0.0387548,0.0224205,0.0315775,0.022614,0.0271427,0.0238803,0.0437939,0.0179399,0.0272932,0.0534664,0,0.0135951,0.0374048,0.0354788,0,0,0.0157291,0,0,0.0170255,0.0547782,0.0525774,0.0331679,0.0273942,0.0619474,0.0359624,0.0386613,0.0650436,0.0295721,0.0659802,0.0497096,0.0511882,0.0798293,0.0771525,0.0327519,0.00905393,0.00668456,0.0471878,0.0660616,0,0,0,0,0,0,0,0,0,0.0320206,0.013897,0.0358164,0.0292495,0.0481692,0.0292509,0.0545474,0,0
75,0.0518314,0.0411674,0,0,0,0,0.036007,0,0,0.0213775,0,0,0.0612102,0.0273993,0.034879,0.0507835,0.0384501,0.0395866,0.0387802,0.0223102,0.0315498,0.022741,0.0271677,0.0233274,0.0439193,0.0181278,0.0273665,0.0536318,0,0.0136399,0.0378254,0.0355896,0,0,0.0156647,0,0,0.016885,0.0547267,0.0524943,0.033697,0.0259071,0.062245,0.0358536,0.0395879,0.0660848,0.030208,0.0670062,0.0502226,0.0519105,0.080173,0.0768522,0.0328721,0.00911871,0.00653252,0.0465829,0.0658964,0,0,0,0,0,0,0,0,0,0.0323686,0.0140892,0.0356529,0.0288709,0.0488393,0.0288837,0.0549899,0,0
76,0.0518389,0.0412009,0,0,0,0,0.0360358,0,0,0.0211855,0,0,0.0611913,0.0272493,0.0347532,0.0502878,0.0381443,0.0393648,0.0387571,0.0223314,0.0316423,0.0228865,0.0272549,0.0228235,0.0441026,0.0181583,0.0273378,0.0533498,0,0.0134465,0.0382106,0.0356197,0,0,0.0157013,0,0,0.0166637,0.0545591,0.0519633,0.0341045,0.0243927,0.0623953,0.0357966,0.0404635,0.0672913,0.0307973,0.067669,0.0503722,0.0524001,0.0806225,0.0764502,0.032942,0.00920567,0.00629145,0.0462669,0.0657536,0,0,0,0,0,0,0,0,0,0.0326383,0.0142859,0.0354959,0.0286677,0.0495026,0.0291478,0.0555626,0,0
77,0.0511688,0.0410415,0,0,0,0,0.0358621,0,0,0.021463,0,0,0.0606191,0.0262648,0.034306,0.0496973,0.0374844,0.0383763,0.038814,0.0226,0.0318922,0.0231968,0.0274252,0.023323,0.044285,0.0184421,0.0271631,0.0455554,0,0.0188454,0.0387567,0.0364142,0,0,0.0158089,0,0,0.0166361,0.0547593,0.0536905,0.0356194,0.0245399,0.0629628,0.0360744,0.041843,0.0714238,0.0309102,0.0683257,0.047134,0.052539,0.0831359,0.0645258,0.0328465,0.00915413,0.00546271,0.0462456,0.0655498,0,0,0,0,0,0,0,0,0,0.0322046,0.0137956,0.0353739,0.0276415,0.0504853,0.0294104,0.0584401,0,0
78,0.0518299,0.0410499,0,0,0,0,0.0358984,0,0,0.020958,0,0,0.0609608,0.0272715,0.0344897,0.0495303,0.0374066,0.0376649,0.0384359,0.0229136,0.0319689,0.0230928,0.0275977,0.02138,0.0444582,0.0181151,0.0268751,0.0511343,0,0.0128742,0.0391625,0.0357042,0,0,0.0157629,0,0,0.0163088,0.054097,0.0500998,0.034888,0.0214388,0.0623065,0.0355355,0.0420954,0.0698953,0.0322173,0.0679351,0.0499468,0.0527707,0.0807375,0.0714092,0.0328117,0.00950955,0.00596122,0.0464105,0.0656135,0,0,0,0,0,0,0,0,0,0.033849,0.0140799,0.0354399,0.0282847,0.0503423,0.0297165,0.0562857,0,0
79,0.0518262,0.0409868,0,0,0,0,0.0359847,0,0,0.0208443,0,0,0.0608389,0.0273982,0.0342628,0.0491403,0.0370435,0.0371041,0.0383511,0.0231906,0.0320884,0.0232429,0.0277498,0.0206803,0.0446342,0.018132,0.0267462,0.0491127,0,0.0129143,0.0399372,0.0357519,0,0,0.0157124,0,0,0.0162857,0.0539194,0.0486813,0.035174,0.0197957,0.0621488,0.0352881,0.0430168,0.0710265,0.0331676,0.067795,0.0498962,0.0525728,0.0802859,0.0668706,0.0328665,0.00960583,0.00584828,0.046396,0.0655525,0,0,0,0,0,0,0,0,0,0.0343839,0.0144609,0.0355273,0.0280368,0.0505681,0.0300358,0.0564354,0,0
80,0.0518459,0.040883,0,0,0,0,0.0359446,0,0,0.0206912,0,0,0.0607801,0.027579,0.0339478,0.0488414,0.0366782,0.0367199,0.0383028,0.0234348,0.0321157,0.0234099,0.0278814,0.0199741,0.0448198,0.0181202,0.0266065,0.0468395,0,0.0131766,0.0407865,0.0356978,0,0,0.0156348,0,0,0.0162704,0.0537546,0.0473889,0.0355715,0.0179676,0.0619594,0.03503,0.0439761,0.0719232,0.0342666,0.0678964,0.0497415,0.0524675,0.0795796,0.0607675,0.0330195,0.00968957,0.00572293,0.0462726,0.0655028,0,0,0,0,0,0,0,0,0,0.0347644,0.0149036,0.0354839,0.027976,0.0508586,0.0301887,0.0564088,0,0
81,0.0519321,0.0407616,0,0,0,0,0.0359294,0,0,0.0206231,0,0,0.0607207,0.0279035,0.0335905,0.0485497,0.0363508,0.0365518,0.0382723,0.0238174,0.0322266,0.0236008,0.0280365,0.0194724,0.0450057,0.0180615,0.0265949,0.044936,0,0.0136978,0.0416626,0.0355842,0,0,0.0154282,0,0,0.0162998,0.0535011,0.0466241,0.0359024,0.0160466,0.0616846,0.034734,0.0449252,0.0725831,0.0355004,0.0680141,0.0494123,0.0525638,0.0787511,0.0536762,0.0331102,0.00981374,0.00562533,0.0461897,0.0654138,0,0,0,0,0,0,0,0,0,0.035086,0.0150941,0.0354026,0.0279728,0.0510486,0.030165,0.0565392,0,0
82,0.0520552,0.0406691,0,0,0,0,0.0361046,0,0,0.0205436,0,0,0.0606618,0.0283709,0.0332633,0.0482264,0.0359922,0.0361972,0.038053,0.0242995,0.0325444,0.0238409,0.0282743,0.0187822,0.0451653,0.0181017,0.0264433,0.0436716,0,0.0146394,0.0424781,0.0355125,0,0,0.0151162,0,0,0.0163658,0.0530492,0.0457702,0.0360878,0.0143376,0.0612811,0.0343796,0.0458521,0.0731922,0.0368296,0.0679539,0.0491174,0.0527238,0.0780425,0.0464,0.0331421,0.00997023,0.00553543,0.0461936,0.0653036,0,0,0,0,0,0,0,0,0,0.0356095,0.0153677,0.0354121,0.0278233,0.0509952,0.0301773,0.0565871,0,0
83,0.0521867,0.0405419,0,0,0,0,0.0364238,0,0,0.0206656,0,0,0.0604859,0.0288647,0.0328427,0.0477316,0.0356982,0.0355997,0.0378358,0.0248436,0.0328502,0.0240955,0.028563,0.017965,0.0452342,0.0179254,0.0263018,0.0428939,0,0.015781,0.0437119,0.0354254,0,0,0.0147708,0,0,0.0165474,0.0525203,0.0446822,0.0365606,0.0125366,0.0608114,0.0340232,0.0468435,0.0734254,0.0383515,0.0678761,0.0491147,0.053006,0.0775174,0.0391524,0.0332891,0.010038,0.00570685,0.0462263,0.0651609,0,0,0,0,0,0,0,0,0,0.0364665,0.0159698,0.0353706,0.0276803,0.0508915,0.0303213,0.0566326,0,0
84,0.0523097,0.0404255,0,0,0,0,0.0364794,0,0,0.0203907,0,0,0.0605068,0.0293407,0.0324342,0.0473972,0.0352254,0.0348973,0.0376296,0.0253783,0.0331187,0.0243922,0.0289043,0.0171937,0.0453567,0.0181407,0.0263232,0.0436553,0,0.017409,0.0443717,0.0352317,0,0,0.0145951,0,0,0.016428,0.0519385,0.0436427,0.0366396,0.0119142,0.0603862,0.0336519,0.0476518,0.073167,0.039876,0.0679125,0.0493586,0.053451,0.0770024,0.0322614,0.0334185,0.0103664,0.00546439,0.0462022,0.0650268,0,0,0,0,0,0,0,0,0,0.0376891,0.0164407,0.035417,0.027858,0.0506321,0.0301942,0.0564514,0,0
85,0.0524021,0.0404574,0,0,0,0,0.0365067,0,0,0.0199967,0,0,0.0605616,0.030239,0.0318523,0.0468535,0.0347424,0.0341672,0.0374245,0.0260853,0.0335356,0.0246694,0.0291321,0.0165855,0.0456048,0.01864,0.0262351,0.0451131,0,0.0189754,0.0455954,0.0349285,0,0,0.0149812,0,0,0.0156645,0.0513616,0.0427928,0.0367431,0.0121233,0.0598821,0.0333129,0.0484843,0.0724507,0.0421083,0.067762,0.04965,0.05376,0.0766534,0.0265103,0.0335794,0.0106458,0.0044316,0.0462878,0.0647876,0,0,0,0,0,0,0,0,0,0.0386705,0.0170113,0.0355034,0.0280378,0.0502175,0.0298271,0.0556708,0,0
86,0.0520284,0.0403973,0,0,0,0,0.0368821,0,0,0.0197024,0,0,0.059921,0.0320611,0.0308662,0.0454198,0.0337611,0.0334897,0.0372504,0.0270461,0.0338772,0.0250283,0.0293711,0.0160767,0.0464553,0.0181831,0.0252692,0.0473657,0,0.0216509,0.0493444,0.0347681,0,0,0.0146153,0,0,0.0153844,0.0507857,0.0442646,0.0401191,0.0136727,0.0595165,0.0327426,0.0521987,0.0745104,0.0466569,0.0645128,0.0467527,0.0515683,0.0745527,0.0208289,0.0341512,0.0110148,0.00421455,0.0467785,0.0633475,0,0,0,0,0,0,0,0,0,0.0396966,0.0176167,0.0356943,0.0289396,0.0493861,0.0299749,0,0,0
87,0.0526571,0.0403152,0,0,0,0,0.0369812,0,0,0.019874,0,0,0.0606423,0.0321734,0.0308239,0.0459575,0.0347738,0.0325316,0.037004,0.027724,0.034217,0.0254365,0.0295803,0.0153885,0.0457181,0.0187574,0.026177,0.048867,0,0.021387,0.0480043,0.0342515,0,0,0.0146402,0,0,0.0152903,0.0509404,0.0424716,0.0372708,0.0169297,0.0587843,0.0324689,0.0503883,0.069074,0.0466064,0.067413,0.0501433,0.0542363,0.0769613,0.0202493,0.0340661,0.0111245,0.00424418,0.0463396,0.0644601,0,0,0,0,0,0,0,0,0,0.0404391,0.0183611,0.0358983,0.0288055,0.0491441,0.0297014,0.0540638,0,0
