Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_R,LASI,LKNE,RTIBP,IMUR_M,IMUL_M,LTHII,RTHII
81,0.0490251,0.0384805,0,0,0,0.03906,0,0.028035,0,0,0.0257637,0,0,0.0620227,0.0472678,0.0336512,0.0218471,0.0511505,0.0376499,0.0295282,0.0493858,0.0224736,0.033295,0.0344165,0.0254335,0.0204524,0.0491791,0.0382617,0.0178003,0.025248,0.0455672,0,0.0229702,0.054188,0.0394049,0,0,0.0166001,0,0,0.018785,0.0416682,0.0321973,0.0396793,0.0180546,0.0493845,0.0422416,0.0423197,0.0569326,0.0329521,0.059732,0.0425049,0.0479241,0.0241865,0.029668,0.00694477,0.0105062,0.045697,0.0664229,0,0,0,0,0,0,0,0,0,0.0324321,0.00677416,0.0712369,0,0,0.0527943,0.0478906
82,0.0490681,0.0384462,0,0,0,0.0379211,0,0.0287306,0,0,0.0257188,0,0,0.0617979,0.0469393,0.0336335,0.0214956,0.0512603,0.0372925,0.0292743,0.048893,0.0229729,0.033225,0.0343883,0.025455,0.0207787,0.0499958,0.0383998,0.0177123,0.0250797,0.0457252,0,0.0231452,0.054497,0.0393193,0,0,0.0163559,0,0,0.0187533,0.0422054,0.0320221,0.0391401,0.0182443,0.0488409,0.0419637,0.0421023,0.0566126,0.0325555,0.0595359,0.0423929,0.0478984,0.0241274,0.0299124,0.00717403,0.0102228,0.0457375,0.0663573,0,0,0,0,0,0,0,0,0,0.0324155,0.00868541,0.0711026,0,0,0.0527876,0.0480645
83,0.0490435,0.0384303,0,0,0,0.0370875,0,0.0289468,0,0,0.0256315,0,0,0.0616455,0.0466669,0.0336699,0.0215841,0.0514993,0.0370418,0.02898,0.0486142,0.0232876,0.0331359,0.0344394,0.025387,0.0210104,0.0510451,0.0385999,0.0176469,0.0250125,0.045903,0,0.0233282,0.0548695,0.0392264,0,0,0.016196,0,0,0.0187756,0.0425512,0.0316374,0.0386723,0.0183607,0.0484169,0.0417583,0.0419137,0.0561623,0.0322187,0.0594153,0.0422498,0.0478263,0.0241328,0.0301488,0.00725637,0.0100587,0.045894,0.0662303,0,0,0,0,0,0,0,0,0,0.0325616,0.00999123,0.0710408,0,0,0.0526381,0.0482908
84,0.0489321,0.0383565,0,0,0,0.036748,0,0.0290909,0,0,0.0255989,0,0,0.0615006,0.0463864,0.0338184,0.0218438,0.0520061,0.0367656,0.0287138,0.0485038,0.023499,0.0330162,0.0344073,0.0255757,0.0213031,0.0520215,0.0388035,0.0176937,0.0249607,0.0460759,0,0.023509,0.0552876,0.0391684,0,0,0.0160738,0,0,0.0187916,0.0428669,0.0317645,0.038119,0.0184529,0.0480712,0.0416228,0.0416772,0.0556643,0.0319489,0.0590531,0.0422057,0.0478126,0.0242429,0.0303015,0.0072332,0.00998443,0.0461415,0.0659917,0,0,0,0,0,0,0,0,0,0.0329229,0.0102225,0.070864,0,0,0.0521842,0.0485646
85,0.0488151,0.038236,0,0,0,0.0371043,0,0.0289533,0,0,0.0256493,0,0,0.061445,0.046083,0.0339838,0.0216955,0.0526841,0.0365529,0.0285506,0.0493238,0.0226849,0.0323879,0.0337706,0.0252933,0.0212165,0.0512245,0.0388657,0.0176778,0.0251057,0.046244,0,0.0236302,0.0557825,0.039217,0,0,0.0161075,0,0,0.0188907,0.0432213,0.0318423,0.037591,0.0185,0.047905,0.0416781,0.0415736,0.055209,0.0317307,0.0588115,0.0421504,0.0477499,0.0243581,0.0302657,0.00720788,0.0101389,0.0464286,0.0658006,0,0,0,0,0,0,0,0,0,0.0332802,0,0.070815,0,0,0.0518717,0.0489576
86,0.0486108,0.0381164,0,0,0,0.0384962,0,0.0296056,0,0,0.0253547,0,0,0.0611929,0.046255,0.0369562,0.0248325,0.0538429,0.0360259,0.0276149,0.0511701,0.022487,0.0295051,0.0305013,0.0231008,0.0197127,0.0505713,0.039323,0.0175987,0.0248393,0.0463591,0,0.0237266,0.0570124,0.0386098,0,0,0.0156409,0,0,0.0185293,0.043847,0.0324338,0.0363149,0.018835,0.0469498,0.0406355,0.04156,0.0554299,0.0318341,0.0586998,0.0419256,0.0474669,0.024549,0.0309021,0.00760944,0.00956655,0.0470637,0.0646094,0,0,0,0,0,0,0,0,0,0.0355962,0,0.0703701,0,0,0,0.0493468
87,0.0484348,0.0379702,0,0,0,0.0371224,0,0.0284766,0,0,0.0256109,0,0,0.0613308,0.0452577,0.0329412,0.0230546,0.0541738,0.0359333,0.0288036,0.0488273,0.0223386,0.0323763,0.0332067,0.0264785,0.0224967,0.0508267,0.0390756,0.0175955,0.0250974,0.0465233,0,0.0237367,0.0565356,0.0392468,0,0,0.0161984,0,0,0.0189718,0.0442404,0.0325488,0.0363412,0.0188789,0.0476337,0.0415237,0.0415765,0.055387,0.0314906,0.0592951,0.042173,0.0477315,0.0247256,0.030375,0.00729043,0.0104869,0.0471284,0.0650419,0,0,0,0,0,0,0,0,0,0.0345769,0.0105116,0.0707429,0,0,0.0512864,0.0489395
88,0.0482633,0.0378974,0,0,0,0.0386702,0,0.0289185,0,0,0.0253675,0,0,0.0611157,0.0455445,0.0357552,0.026526,0.055421,0.0355683,0.0279639,0.050438,0.0229549,0.0296534,0.0301856,0.0244558,0.0213718,0.0493912,0.0394935,0.0174965,0.0251845,0.046578,0,0.0237954,0.0575785,0.0386185,0,0,0.0157581,0,0,0.0186234,0.045133,0.0335032,0.0351068,0.0190114,0.0467033,0.0404921,0.0417855,0.0555179,0.0314968,0.0590548,0.0420577,0.0474674,0.0251631,0.0309836,0.00766176,0.00994609,0.0476051,0.0637251,0,0,0,0,0,0,0,0,0,0.0369232,0.0115877,0.0704479,0,0,0,0.04921
89,0.0481903,0.0378586,0,0,0,0.0385098,0,0.0277936,0,0,0.0257338,0,0,0.061248,0.044811,0.0327328,0.0242041,0.0557055,0.0356495,0.0290788,0.0488622,0.0226493,0.0322142,0.0329587,0.0269453,0.0235953,0.0477439,0.0390974,0.017613,0.025544,0.0466651,0,0.0236436,0.0573078,0.0392702,0,0,0.0161853,0,0,0.0191262,0.0459445,0.0331261,0.0352744,0.0187515,0.047439,0.0415335,0.0414007,0.0554257,0.0310358,0.0593626,0.042323,0.0476218,0.0254883,0.0302651,0.0072618,0.0106688,0.047322,0.0643708,0,0,0,0,0,0,0,0,0,0.0355794,0.0119156,0.0704155,0,0,0.0500205,0.0490387
90,0.0481227,0.0379012,0,0,0,0.0397067,0,0.0277511,0,0,0.0257776,0,0,0.0612453,0.0445667,0.033094,0.0246157,0.0561756,0.0355902,0.0291197,0.0487737,0.0232272,0.0319051,0.0328739,0.0270092,0.023919,0.0461206,0.039082,0.017482,0.0255041,0.0469287,0,0.0235804,0.0579384,0.0393009,0,0,0.0161561,0,0,0.0192023,0.0463755,0.0333034,0.0347071,0.0187149,0.047297,0.041611,0.0410274,0.0554017,0.0307975,0.0593582,0.0423281,0.047602,0.0255346,0.030243,0.00730002,0.0106569,0.047055,0.0642328,0,0,0,0,0,0,0,0,0,0.0362115,0.0116869,0.0702605,0,0,0.0469274,0.0490312
91,0.0480224,0.0380012,0,0,0,0.0405083,0,0.0274938,0,0,0.0256565,0,0,0.0612896,0.0443339,0.0331732,0.0250581,0.0564425,0.0354969,0.0296547,0.0487006,0.023442,0.0316976,0.032947,0.027197,0.0241543,0.0445296,0.0391872,0.0172189,0.0255149,0.0472591,0,0.0236243,0.0584854,0.0392809,0,0,0.0161664,0,0,0.0191873,0.0464147,0.0339703,0.0340225,0.0186393,0.0470648,0.0416101,0.040645,0.0552063,0.0305698,0.0593353,0.042343,0.0476142,0.0252746,0.0302689,0.00738152,0.0107515,0.0465402,0.0640279,0,0,0,0,0,0,0,0,0,0.0367901,0.0118264,0.0702536,0,0,0.0456798,0.0488601
92,0.04791,0.0381391,0,0,0,0.0409637,0,0.0271067,0,0,0.0254123,0,0,0.0613088,0.0441651,0.0331984,0.0254361,0.0565972,0.0353592,0.0300934,0.0486909,0.023429,0.0317436,0.0329539,0.0274247,0.0243283,0.0435142,0.0393952,0.0170895,0.0254445,0.0474428,0,0.0236769,0.0588689,0.039277,0,0,0.0161814,0,0,0.0191469,0.0463564,0.034551,0.0331442,0.0185522,0.0467308,0.041523,0.0400801,0.055105,0.0303261,0.0592191,0.0423671,0.0477268,0.0251898,0.0303524,0.00748889,0.0107622,0.0459547,0.0638634,0,0,0,0,0,0,0,0,0,0.0372747,0.012304,0.0702589,0,0,0.0452096,0.048692
93,0.0478502,0.0382746,0,0,0,0.0414148,0,0.0267904,0,0,0.0251564,0,0,0.061264,0.0440046,0.0333727,0.0256599,0.0567041,0.0352699,0.0308944,0.0492344,0.0233726,0.031612,0.0330395,0.0275434,0.0247318,0.0428034,0.0396885,0.0169427,0.0254246,0.0477852,0,0.0237819,0.0592482,0.0393076,0,0,0.0161426,0,0,0.0191013,0.046377,0.0344493,0.0320841,0.0183463,0.0463286,0.0414549,0.0397563,0.0551327,0.0302644,0.0590029,0.0424004,0.047796,0.0248891,0.0304516,0.00749161,0.0106393,0.0455622,0.0638153,0,0,0,0,0,0,0,0,0,0.0377356,0.0131601,0.0703516,0,0,0.0447755,0.048798
94,0.0478837,0.0383284,0,0,0,0.0418893,0,0.026513,0,0,0.0249559,0,0,0.0611517,0.0439115,0.0338079,0.0256369,0.056734,0.0352638,0.031435,0.0502239,0.0229981,0.0315177,0.0328888,0.027429,0.0252686,0.0413013,0.0399715,0.0167988,0.0253718,0.0482134,0,0.0237492,0.0596672,0.0393522,0,0,0.0160211,0,0,0.0190852,0.0466203,0.0345877,0.0314971,0.0182267,0.0459334,0.041381,0.0394953,0.0551022,0.0299106,0.0589379,0.0423977,0.0479502,0.0249497,0.03054,0.00746333,0.0105009,0.0454111,0.0639724,0,0,0,0,0,0,0,0,0,0.0382126,0.0149238,0.0706906,0,0,0.0443764,0.0488059
95,0.0478916,0.0383442,0,0,0,0.0424439,0,0.0262024,0,0,0.0246953,0,0,0.0610229,0.0439298,0.0340368,0.0256218,0.0566836,0.0351784,0.0318056,0.0509688,0.0226873,0.0318857,0.032921,0.0274383,0.0256176,0.0400262,0.0402107,0.0167488,0.0251944,0.0486044,0,0.0236378,0.0599618,0.0393391,0,0,0.0158914,0,0,0.0190481,0.0469642,0.0348969,0.031169,0.0180508,0.045608,0.0411967,0.0392256,0.0549961,0.0293937,0.0590274,0.0424171,0.0479244,0.0251058,0.0306742,0.00760941,0.0104449,0.0454794,0.0640507,0,0,0,0,0,0,0,0,0,0.0384871,0.0162507,0.0708853,0,0,0.0440233,0.0487664
96,0.0478898,0.0383369,0,0,0,0.0430676,0,0.0259302,0,0,0.0244359,0,0,0.0610083,0.0440275,0.0340544,0.0256319,0.0565185,0.0350114,0.0325805,0.0514191,0.0225325,0.0320982,0.0331281,0.0275914,0.0260162,0.038577,0.0404547,0.0168072,0.0251163,0.0488207,0,0.0235155,0.0601196,0.0392909,0,0,0.0157827,0,0,0.0189527,0.047303,0.0353155,0.0308581,0.0178173,0.0453327,0.0409645,0.0389955,0.0548193,0.0289067,0.0591207,0.0424847,0.0478997,0.025225,0.0308427,0.00777894,0.0102893,0.0456121,0.0641417,0,0,0,0,0,0,0,0,0,0.0387843,0.0170786,0.0707911,0,0,0.0437253,0.0488407
97,0.0478555,0.0383287,0,0,0,0.0446536,0,0.0265647,0,0,0.0239313,0,0,0.0607754,0.0446579,0.0363483,0.0283777,0.0566972,0.0346376,0.0329606,0.0538137,0.0217051,0.0304601,0.0315675,0.0262763,0.025437,0.0359927,0.0410551,0.0168139,0.0246147,0.0490697,0,0.023567,0.0605204,0.0387694,0,0,0.0152258,0,0,0.0184816,0.0477702,0.0358664,0.0300116,0.0178006,0.0442856,0.0399551,0.0389254,0.0547601,0.028854,0.0590914,0.0425084,0.0478291,0.0254468,0.0315821,0.0083196,0.00946747,0.0462239,0.0633345,0,0,0,0,0,0,0,0,0,0.0405384,0.0174178,0.0703514,0,0,0,0.0490357
98,0.0479319,0.0382411,0,0,0,0.0453888,0,0.0256185,0,0,0.0239043,0,0,0.0608288,0.0442268,0.0341356,0.025944,0.0561962,0.0345529,0.0339408,0.0522329,0.0232567,0.0326809,0.0340046,0.0281817,0.0271676,0.0344387,0.0409877,0.0169654,0.0246307,0.0493907,0,0.0233985,0.060427,0.0392337,0,0,0.0153683,0,0,0.0187238,0.0481054,0.0359565,0.0301997,0.0176239,0.0448157,0.0405717,0.0382974,0.0545266,0.0281659,0.0593445,0.0426308,0.0479791,0.0256582,0.0313815,0.00810297,0.00984109,0.0462065,0.0643748,0,0,0,0,0,0,0,0,0,0.0397156,0.0169805,0.0704223,0,0,0.0427188,0.0486759
99,0.047966,0.0381067,0,0,0,0.0470715,0,0.0253691,0,0,0.0237198,0,0,0.0606895,0.0443364,0.0338913,0.0260654,0.0559848,0.0342792,0.035282,0.0527654,0.0239598,0.0329769,0.0344843,0.0284493,0.02778,0.0316206,0.0412186,0.0169718,0.0246365,0.0497462,0,0.0235278,0.0604982,0.0392216,0,0,0.0151925,0,0,0.0187422,0.0485835,0.0364359,0.0299059,0.0176392,0.0446382,0.0403464,0.0379916,0.0544116,0.0277198,0.0592955,0.0426417,0.0480037,0.0259864,0.031542,0.00823876,0.00965389,0.0464633,0.0645161,0,0,0,0,0,0,0,0,0,0.0401435,0.0163649,0.0705438,0,0,0.0423274,0.0483993
100,0.0479825,0.0380027,0,0,0,0.0499556,0,0.02603,0,0,0.0233342,0,0,0.0604847,0.0449526,0.0358687,0.0286874,0.0560187,0.0338611,0.0360652,0.0551311,0.0238967,0.0315198,0.0332081,0.02733,0.0276501,0.0276648,0.041726,0.016885,0.0245559,0.0501718,0,0.0239748,0.0607257,0.038736,0,0,0.0147453,0,0,0.018496,0.0492108,0.0369869,0.0290622,0.0178679,0.0436936,0.0394163,0.0376827,0.0541929,0.0279844,0.0593137,0.0427018,0.0479358,0.0263902,0.0321687,0.00866785,0.0089703,0.0470354,0.0637836,0,0,0,0,0,0,0,0,0,0.0418796,0.0151023,0.0702834,0,0,0,0.0482363
101,0.0480498,0.0379261,0,0,0,0.0492599,0,0.026702,0,0,0.0229377,0,0,0.0603644,0.0447531,0.0343911,0.0307492,0.0559184,0.0333803,0.036926,0.0526257,0.0262415,0.0335959,0.0352986,0.0294715,0.028982,0.0294742,0.0422087,0.01684,0.0245424,0.0506881,0,0.0245552,0.0606881,0.0384063,0,0,0.0144188,0,0,0.0183853,0.0498628,0.037351,0.0283676,0.018147,0.0429652,0.0387165,0.0376366,0.0535624,0.0284008,0.0594345,0.0428754,0.0479152,0.0269767,0.0326425,0.00894398,0.00846701,0.047519,0.0632533,0,0,0,0,0,0,0,0,0,0.0432983,0.0109334,0.0701776,0,0,0,0.0482351
102,0.0481444,0.0378619,0,0,0,0.052128,0,0.0266248,0,0,0.0226744,0,0,0.0603706,0.044909,0.0356347,0.030941,0.0555843,0.0330932,0.0378743,0.0521852,0.027753,0.0342235,0.0359641,0.0299473,0.0299043,0.0252577,0.0424325,0.0169374,0.0246145,0.0509783,0,0.0247486,0.0606634,0.0384384,0,0,0.0142115,0,0,0.0185156,0.0506415,0.0376366,0.0281623,0.0182508,0.0429004,0.038628,0.0375147,0.0529936,0.0286734,0.0595722,0.0429753,0.0479243,0.0274165,0.0326604,0.00912966,0.00839046,0.0476358,0.0634425,0,0,0,0,0,0,0,0,0,0.0437745,0.0105012,0.0700498,0,0,0,0.0479665
103,0.0481647,0.0377826,0,0,0,0.0545632,0,0.0260735,0,0,0.0226812,0,0,0.0604735,0.0447872,0.0334444,0.0286961,0.0549741,0.032967,0.0388671,0.0501891,0.0295208,0.0363725,0.0382252,0.0313752,0.0314365,0.0210054,0.0423149,0.0170353,0.0248126,0.0514838,0,0.0248913,0.0600824,0.0389388,0,0,0.0143693,0,0,0.0188476,0.0514293,0.0374805,0.0283166,0.0181211,0.0436775,0.0393777,0.0373147,0.0524183,0.0287345,0.059764,0.0432194,0.0482255,0.0277813,0.0322825,0.0088613,0.00884089,0.0473803,0.0643529,0,0,0,0,0,0,0,0,0,0.042722,0.0118462,0.0704609,0,0,0.041117,0.0477043
104,0.0481667,0.0377072,0,0,0,0.0575156,0,0.026757,0,0,0.0225562,0,0,0.0603291,0.0450485,0.0334243,0.028907,0.0546959,0.0325969,0.0394984,0.0494084,0.0299119,0.0369061,0.0385752,0.031508,0.0323836,0.0177959,0.0424344,0.0170363,0.0247806,0.0518521,0,0.0251083,0.0597858,0.0390836,0,0,0.0142838,0,0,0.0188396,0.0522518,0.0376387,0.0282247,0.0182935,0.0436998,0.0393444,0.0372899,0.0519799,0.0289313,0.0599708,0.0435691,0.0485311,0.0284907,0.0323639,0.00884312,0.00881048,0.0474138,0.0644652,0,0,0,0,0,0,0,0,0,0.0429696,0.0117772,0.0707016,0,0,0.0404242,0.0474968
105,0.0481603,0.0376562,0,0,0,0.0602749,0,0.0270887,0,0,0.0224809,0,0,0.0602952,0.0453052,0.0334974,0.0292337,0.054336,0.0321727,0.0400471,0.0487972,0.0310416,0.0375328,0.0388291,0.0315739,0.0332125,0.0162958,0.0426974,0.0171529,0.024835,0.0519449,0,0.0253451,0.0594668,0.039242,0,0,0.0142467,0,0,0.0188764,0.0531606,0.037989,0.0283084,0.0185459,0.0436113,0.0393294,0.0372869,0.0514573,0.0291152,0.0603555,0.0440402,0.0488076,0.0297149,0.0324003,0.00892967,0.00886164,0.0473008,0.0645054,0,0,0,0,0,0,0,0,0,0.0432192,0.012973,0.0708921,0,0,0.0400752,0.0469459
106,0.0481755,0.037671,0,0,0,0.0617456,0,0.0281569,0,0,0.0222577,0,0,0.0601523,0.0458961,0.0357049,0.0318403,0.0542449,0.0317262,0.039629,0.0486372,0.0322773,0.0368089,0.0379212,0.0311384,0.0335678,0.0163608,0.0431878,0.0172454,0.0247711,0.0521885,0,0.02564,0.059868,0.0389112,0,0,0.0138672,0,0,0.0186351,0.0538167,0.0384203,0.028026,0.0187396,0.0426942,0.0385526,0.037469,0.0513388,0.0295376,0.0605876,0.0443221,0.0489978,0.0305349,0.0328511,0.00930573,0.00840423,0.0472757,0.063773,0,0,0,0,0,0,0,0,0,0.0446166,0.0136236,0.0709741,0,0,0,0.0464586
107,0.0480537,0.037745,0,0,0,0.0616209,0,0.0286753,0,0,0.0222761,0,0,0.0602017,0.0459017,0.0338372,0.0302382,0.0534343,0.0314164,0.0404517,0.0470406,0.0338133,0.038613,0.0398664,0.0323786,0.0339534,0.0159788,0.0432494,0.0173797,0.0248614,0.0528634,0,0.0259216,0.0589647,0.0395427,0,0,0.0142239,0,0,0.0188968,0.0548121,0.037926,0.0283059,0.0189288,0.0433176,0.0394412,0.0375955,0.050751,0.0299062,0.0612363,0.0448261,0.0494862,0.0312985,0.0323528,0.00893179,0.0089659,0.0466718,0.0643575,0,0,0,0,0,0,0,0,0,0.0435268,0.0159989,0.0715092,0,0,0.0435722,0.0457937
108,0.0479877,0.0378504,0,0,0,0.0595913,0,0.0298059,0,0,0.0221292,0,0,0.0601669,0.0458368,0.0344281,0.0307296,0.0529852,0.0310931,0.0406671,0.0461746,0.0346811,0.0392333,0.0403984,0.0328289,0.0338217,0.0164626,0.0435129,0.0175188,0.0247851,0.0535403,0,0.0262268,0.0588075,0.0396874,0,0,0.0143449,0,0,0.0188982,0.0555337,0.0379191,0.0281252,0.0190377,0.0431059,0.0394898,0.0377978,0.0504522,0.0302718,0.0617701,0.0451135,0.0497291,0.031814,0.032381,0.00901112,0.0089713,0.0463179,0.0642684,0,0,0,0,0,0,0,0,0,0.0436924,0.0166586,0.0718598,0,0,0.0445865,0.0455359
109,0.0479664,0.0379637,0,0,0,0.0566235,0,0.0311414,0,0,0.0219841,0,0,0.0601738,0.0455369,0.0351476,0.0314489,0.0525873,0.030849,0.0410996,0.0455507,0.0349042,0.0395468,0.0406464,0.0328909,0.0335248,0.0173524,0.0437424,0.017863,0.0246187,0.0544143,0,0.0265877,0.0587624,0.0397646,0,0,0.0144009,0,0,0.0188873,0.0561047,0.0378112,0.0280139,0.0192005,0.042787,0.0394393,0.0379201,0.0502972,0.030602,0.0622978,0.0453611,0.0498981,0.0321454,0.0324236,0.00908611,0.00888307,0.0461016,0.0641539,0,0,0,0,0,0,0,0,0,0.0439572,0.0190396,0.0719054,0,0,0.0450437,0.0452199
110,0.0480096,0.0379955,0,0,0,0.0535279,0,0.032488,0,0,0.0218357,0,0,0.0602338,0.0451345,0.0367801,0.0320587,0.0523199,0.0307271,0.041578,0.0449733,0.0348816,0.0398013,0.0408271,0.032831,0.0334545,0.0189635,0.0438618,0.0181238,0.0244376,0.0552142,0,0.0267509,0.0588766,0.0397621,0,0,0.0144154,0,0,0.0187811,0.0564782,0.0377523,0.0280118,0.0192524,0.0424045,0.0393228,0.037988,0.0501782,0.0308002,0.0624234,0.0456911,0.0500568,0.0327807,0.032449,0.00914254,0.00873389,0.0461001,0.0641327,0,0,0,0,0,0,0,0,0,0.0442161,0.0208474,0.0719168,0,0,0.0451405,0.0449064
111,0.0481029,0.0379962,0,0,0,0.0546357,0,0.0306334,0,0,0.021792,0,0,0.0603292,0.0453863,0.0381986,0.0323479,0.0521235,0.0308815,0.0418691,0.0447015,0.0354382,0.0399482,0.0415453,0.0314751,0.0323361,0.0258362,0.0439092,0.0181885,0.0244126,0.0555748,0,0.026758,0.0591279,0.0396841,0,0,0.0143786,0,0,0.0186051,0.0565798,0.0377449,0.0279631,0.0191609,0.0419486,0.0391257,0.0379061,0.0501616,0.0308014,0.0620797,0.0460197,0.0502498,0.0333173,0.0325621,0.00915889,0.00854239,0.0463779,0.0643376,0,0,0,0,0,0,0,0,0,0.0443747,0.0207415,0.0720207,0,0,0.0448244,0.0447262
112,0.0485332,0.0383511,0,0,0,0.0511706,0,0.0318231,0,0,0.0213186,0,0,0.0612024,0.0457885,0.0367469,0.0330851,0.0516921,0.0307761,0.0408769,0.0443612,0.0362703,0.041077,0.0424115,0.0337257,0.035555,0.0259217,0.0436767,0.0181652,0.0243551,0.0521319,0,0.0222801,0.0592206,0.0391022,0,0,0.0145382,0,0,0.0185427,0.0569794,0.0370718,0.0271187,0.0213555,0.0406446,0.039027,0.0373267,0.04841,0.0310165,0.0635202,0.0494537,0.052158,0.0281827,0.0324691,0.00889573,0.00848922,0.0472106,0.0645059,0,0,0,0,0,0,0,0,0,0.0447429,0.0190413,0.072348,0,0,0.0450397,0.0436364
113,0.0486878,0.0383511,0,0,0,0.0504224,0,0.0319765,0,0,0.0213076,0,0,0.0613107,0.045917,0.0358867,0.0331421,0.0515919,0.0309989,0.040946,0.0444093,0.0361665,0.040609,0.0422218,0.0333424,0.0351703,0.0271077,0.0437851,0.0183465,0.024392,0.0523094,0,0.0221309,0.0596671,0.0387911,0,0,0.0144224,0,0,0.0182962,0.0567649,0.0374192,0.0267104,0.021325,0.0400286,0.0387209,0.0373938,0.0485662,0.031007,0.0636708,0.0496925,0.0520575,0.0284468,0.0326978,0.00915899,0.00808435,0.0477791,0.0644518,0,0,0,0,0,0,0,0,0,0.0448714,0.0192202,0.07216,0,0,0.0440877,0.043598
114,0.0485114,0.0380757,0,0,0,0.0509195,0,0.0314735,0,0,0.0217432,0,0,0.0606635,0.0453709,0.0357499,0.0324946,0.0516955,0.0315771,0.0419178,0.0449916,0.0352812,0.0392277,0.0411003,0.0311216,0.0322171,0.0288216,0.0441935,0.0187173,0.0245455,0.0572669,0,0.0265934,0.0604151,0.0388911,0,0,0.014037,0,0,0.0180547,0.0559553,0.0383547,0.0271012,0.0187284,0.0400671,0.038242,0.0378569,0.0507781,0.0308241,0.0620536,0.0465096,0.0499797,0.0356479,0.0332014,0.00975712,0.00751003,0.0479523,0.064389,0,0,0,0,0,0,0,0,0,0.0447215,0.0210455,0.0716218,0,0,0.0423873,0.0445993
115,0.0486794,0.0381494,0,0,0,0.0472453,0,0.0342139,0,0,0.0216888,0,0,0.060692,0.0446926,0.0343184,0.0324257,0.0514808,0.0319813,0.0423141,0.0455007,0.0343152,0.0391696,0.0403216,0.0325264,0.0336754,0.0254869,0.0443523,0.0188098,0.0246578,0.0582477,0,0.0265389,0.0608028,0.0385608,0,0,0.0138799,0,0,0.0180022,0.0557992,0.0386975,0.027029,0.018549,0.0394771,0.0379124,0.0376456,0.0510774,0.0309143,0.0620639,0.0465222,0.0498963,0.0369336,0.033507,0.0100537,0.00707297,0.0483202,0.0642893,0,0,0,0,0,0,0,0,0,0.0446582,0.0211466,0.0714392,0,0,0.0414068,0.0446258
116,0.0488858,0.0382375,0,0,0,0.0459804,0,0.0345784,0,0,0.0215655,0,0,0.0607416,0.0443086,0.0326429,0.0324854,0.051246,0.0324449,0.0429473,0.0461423,0.0333915,0.0389918,0.04003,0.0328105,0.0340688,0.0261738,0.0444689,0.0190875,0.0246911,0.0593056,0,0.026672,0.0610279,0.0382239,0,0,0.013771,0,0,0.0178015,0.0557926,0.0390995,0.0271045,0.0182639,0.0389126,0.0375402,0.0373727,0.051419,0.0309094,0.0621306,0.0464825,0.049622,0.0376947,0.0339011,0.0103551,0.00648546,0.0485301,0.064212,0,0,0,0,0,0,0,0,0,0.0445775,0.0201911,0.0710713,0,0,0.0404545,0.0446514
117,0.0490849,0.0384189,0,0,0,0.0443693,0,0.0345122,0,0,0.0214193,0,0,0.0607871,0.0438282,0.0303949,0.0326069,0.0509345,0.0328908,0.0434187,0.0466003,0.0326388,0.0389812,0.0400402,0.0326209,0.0341703,0.0265479,0.0445488,0.0192907,0.0246693,0.060095,0,0.0264952,0.0612542,0.0379211,0,0,0.0137588,0,0,0.0176084,0.0557683,0.0394357,0.0266182,0.0179043,0.038247,0.0371487,0.0371914,0.0518972,0.0308564,0.0621577,0.0464204,0.0493727,0.038337,0.0343341,0.0106771,0.00597138,0.048705,0.0640774,0,0,0,0,0,0,0,0,0,0.0443252,0.0178975,0.0706682,0,0,0.0398412,0.0447382
118,0.0493182,0.0386343,0,0,0,0.0419436,0,0.0342539,0,0,0.0213242,0,0,0.0609285,0.0431315,0.028514,0.0329702,0.0506844,0.0333151,0.0433706,0.0465382,0.0319619,0.038838,0.0402879,0.0316871,0.03353,0.0266242,0.0445879,0.0195697,0.0247093,0.0608694,0,0.0261894,0.0609325,0.0375977,0,0,0.0138545,0,0,0.0175028,0.0561051,0.0399891,0.0272219,0.0175371,0.0378164,0.036635,0.0369895,0.0522288,0.0308684,0.0619826,0.0462788,0.0491316,0.0392745,0.034771,0.0109486,0.00538005,0.0488385,0.0640358,0,0,0,0,0,0,0,0,0,0.0441847,0.0160725,0.0702016,0,0,0.0395628,0.0448435
