Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_R,LASI,LKNE,RTIBP,IMUR_M,IMUL_M,LTHII,RTHII
157,0.0499668,0.0388744,0,0,0,0.0357581,0,0.0350297,0,0,0.0220433,0,0,0.0624632,0.0296708,0.0292398,0.033794,0.0446562,0.0335673,0.0292176,0.0385329,0.0235121,0.032734,0.0352786,0.0240936,0.0281078,0.023344,0.0424716,0.0200011,0.0275773,0.0503916,0,0.0126538,0.0405032,0.0383079,0,0,0.0138549,0,0,0.0188988,0.05325,0.0486352,0.0322987,0.0188335,0.0554635,0.0376765,0.0426361,0.0681915,0.0322659,0.0684512,0.0519819,0.0536963,0.0698847,0.0339779,0.0114564,0.00863573,0.0445771,0.0675138,0,0,0,0,0,0,0,0,0,0.0517162,0.0149426,0.0811059,0,0,0.038368,0.0558119
158,0.0498817,0.0388423,0,0,0,0.0361586,0,0.0352539,0,0,0.0220139,0,0,0.0622369,0.0299154,0.0294576,0.0336044,0.0443308,0.0332442,0.0288317,0.0382644,0.0237269,0.0328002,0.0352429,0.0241953,0.0282752,0.0227099,0.042596,0.0198681,0.0273625,0.0488729,0,0.0123007,0.0413696,0.0383786,0,0,0.0138321,0,0,0.0188566,0.0529053,0.0476183,0.0327268,0.0162877,0.0553699,0.0375541,0.0437193,0.0695876,0.0326788,0.0683854,0.0517347,0.0538145,0.0666081,0.0339039,0.0114041,0.00862688,0.0447241,0.0673702,0,0,0,0,0,0,0,0,0,0.0517941,0.0151704,0.080542,0,0,0.0384914,0.0561699
159,0.0498614,0.0386952,0,0,0,0.0367067,0,0.0354603,0,0,0.0219577,0,0,0.0620096,0.030289,0.029553,0.0334517,0.0441032,0.0328335,0.0280142,0.0380096,0.0239739,0.0328504,0.035214,0.0242582,0.0284344,0.0220958,0.0428377,0.0197947,0.0271255,0.0470905,0,0.0119843,0.0426444,0.0384253,0,0,0.0140435,0,0,0.0186202,0.0525661,0.0464089,0.0330372,0.0138198,0.0551134,0.0374828,0.0448567,0.0708485,0.0336884,0.068353,0.0514944,0.0539529,0.0620037,0.0338824,0.0114236,0.0086509,0.044931,0.0672571,0,0,0,0,0,0,0,0,0,0.0519714,0.0154631,0.0800721,0,0,0.0385041,0.056486
160,0.0498222,0.0385339,0,0,0,0.0373693,0,0.0356789,0,0,0.0219372,0,0,0.0618954,0.0306981,0.0295343,0.033207,0.0438823,0.0324475,0.0277349,0.0377579,0.0242134,0.0328275,0.0351969,0.0242832,0.0285716,0.0215269,0.0429837,0.0197603,0.0268439,0.0451537,0,0.0122914,0.0437395,0.0384434,0,0,0.0140766,0,0,0.0184529,0.0522856,0.0450332,0.0332379,0.0114535,0.0547105,0.0373284,0.0459289,0.0719089,0.035449,0.0684876,0.0513699,0.0541184,0.0561185,0.0339481,0.0113978,0.00853705,0.0451269,0.0671637,0,0,0,0,0,0,0,0,0,0.0520123,0.0157026,0.0795522,0,0,0.0385362,0.0567655
161,0.0497816,0.0383801,0,0,0,0.0377816,0,0.03581,0,0,0.0219338,0,0,0.0618713,0.0310929,0.0294359,0.0328058,0.0435647,0.0321248,0.0279971,0.0374977,0.0245681,0.0329248,0.0352256,0.0243721,0.0288126,0.0211097,0.0431386,0.0197474,0.0266685,0.0435456,0,0.013156,0.0446056,0.0384208,0,0,0.0139187,0,0,0.0184558,0.0519602,0.0437295,0.0333358,0.00941089,0.0543357,0.0370912,0.0469329,0.0727215,0.0372664,0.0684006,0.0513214,0.0543263,0.049333,0.0340374,0.0113934,0.00842398,0.0452389,0.0670591,0,0,0,0,0,0,0,0,0,0.0519599,0.015873,0.0789948,0,0,0.038601,0.0569663
162,0.0497454,0.0382891,0,0,0,0.0380495,0,0.0358735,0,0,0.0219124,0,0,0.061922,0.0314907,0.0294081,0.032186,0.0432986,0.0318716,0.0283374,0.0371475,0.0251675,0.0331546,0.0353255,0.0245245,0.0290106,0.0207695,0.043152,0.01983,0.0267357,0.0426775,0,0.0144205,0.0453066,0.0383215,0,0,0.0136848,0,0,0.0185436,0.0515808,0.0427469,0.0332749,0.00822806,0.0539072,0.0368079,0.0479781,0.0732981,0.0389795,0.0680424,0.0512394,0.0544808,0.0421546,0.0340595,0.0114817,0.00828774,0.0453318,0.0669926,0,0,0,0,0,0,0,0,0,0.051817,0.0160811,0.0783155,0,0,0.038616,0.0571154
163,0.0498119,0.0381823,0,0,0,0.0385119,0,0.0359828,0,0,0.0218944,0,0,0.062018,0.0320597,0.0293032,0.0317044,0.043125,0.0317187,0.0285227,0.0366012,0.0259558,0.033467,0.0354513,0.0246711,0.0291897,0.0203826,0.0431748,0.0198976,0.0268835,0.0428188,0,0.0156926,0.0460892,0.0381505,0,0,0.013669,0,0,0.0184645,0.0510814,0.0420551,0.0332084,0.00867261,0.0533305,0.0365772,0.0489606,0.0734411,0.0408472,0.0676148,0.050946,0.0544277,0.0346619,0.0341503,0.0116724,0.00813925,0.0453223,0.0669163,0,0,0,0,0,0,0,0,0,0.0515572,0.0163777,0.0778465,0,0,0.0386007,0.0572371
164,0.0499292,0.0381619,0,0,0,0.0390389,0,0.0362141,0,0,0.0218472,0,0,0.0620531,0.0328085,0.0292109,0.0312812,0.0428449,0.0316161,0.0288087,0.0359671,0.0266814,0.0337757,0.0355971,0.0248481,0.0292155,0.0199731,0.0431648,0.0199464,0.0271636,0.0440693,0,0.01706,0.0470523,0.0378943,0,0,0.0136979,0,0,0.0183571,0.050392,0.0415912,0.0331782,0.0110387,0.0527733,0.036373,0.0496394,0.0726511,0.042665,0.0673207,0.0506278,0.0543634,0.0281973,0.03429,0.0119434,0.00792508,0.0452403,0.0668841,0,0,0,0,0,0,0,0,0,0.051036,0.0168235,0.0776374,0,0,0.0384669,0.0571143
165,0.0500058,0.0381838,0,0,0,0.0395385,0,0.0364949,0,0,0.0217513,0,0,0.0620717,0.0335893,0.029004,0.030929,0.0426536,0.0316047,0.0292105,0.0353457,0.0274056,0.0341013,0.0358533,0.0251005,0.0293901,0.0195561,0.0431196,0.0199955,0.027401,0.046157,0,0.0188856,0.0478309,0.0376292,0,0,0.0136087,0,0,0.018257,0.0497315,0.0413713,0.0330358,0.0144955,0.0519852,0.0360011,0.0499413,0.0709642,0.044439,0.0673478,0.050293,0.0544039,0.0237239,0.03445,0.0121652,0.00763073,0.0450871,0.066822,0,0,0,0,0,0,0,0,0,0.0503141,0.0172742,0.0774252,0,0,0.0382223,0.0565321
166,0.0500698,0.038219,0,0,0,0.040036,0,0.0367258,0,0,0.0217236,0,0,0.0621315,0.0343801,0.0288477,0.0306112,0.0425621,0.0316881,0.0294695,0.0346433,0.0279957,0.034409,0.0361503,0.025462,0.0297709,0.019151,0.0430847,0.0201035,0.0273197,0.0483999,0,0.0206202,0.0485936,0.0375326,0,0,0.0133812,0,0,0.0181748,0.0493158,0.0413625,0.0328825,0.0179992,0.0511464,0.0355668,0.0498982,0.0686277,0.0462758,0.0672945,0.0500007,0.054584,0.0213535,0.0345894,0.0122567,0.0073254,0.0449425,0.0668092,0,0,0,0,0,0,0,0,0,0.0495862,0.0177287,0.0775511,0,0,0.0380638,0.0561524
167,0.0501831,0.0382545,0,0,0,0.0406831,0,0.0367874,0,0,0.0217709,0,0,0.0621882,0.0352485,0.0286584,0.0304102,0.0425996,0.0317636,0.0291967,0.0340868,0.0285304,0.0348612,0.0365294,0.0258554,0.0300258,0.0186462,0.0430229,0.0200525,0.0272694,0.0502514,0,0.0219655,0.0492278,0.0376467,0,0,0.0131621,0,0,0.0181183,0.0492495,0.0414267,0.0328004,0.0208334,0.0503602,0.0351494,0.0497531,0.0661182,0.0475051,0.0669858,0.049735,0.0546703,0.0200873,0.0347643,0.0124308,0.00707071,0.0448035,0.0667561,0,0,0,0,0,0,0,0,0,0.048901,0.0181716,0.0777443,0,0,0.037927,0.0559987
168,0.0503558,0.0382316,0,0,0,0.0413243,0,0.0367724,0,0,0.021785,0,0,0.0621751,0.0360136,0.028549,0.0302613,0.0427878,0.0318343,0.0290114,0.0336693,0.0290812,0.0353881,0.0367875,0.0261419,0.0302328,0.0181906,0.0430516,0.0199263,0.0274086,0.0515257,0,0.0228012,0.0497574,0.0376568,0,0,0.013205,0,0,0.0178244,0.0494597,0.0415621,0.0328093,0.0228421,0.0497394,0.0348436,0.0495478,0.063659,0.0482298,0.0666626,0.0495143,0.0546274,0.0193739,0.0349718,0.0124713,0.00687419,0.0445679,0.0667262,0,0,0,0,0,0,0,0,0,0.0483833,0.0186019,0.0779421,0,0,0.0377595,0.0561034
169,0.0504453,0.0381786,0,0,0,0.0418337,0,0.0367498,0,0,0.0217159,0,0,0.0620968,0.03658,0.0284676,0.0302251,0.0426563,0.0318264,0.0292687,0.0334347,0.0294973,0.0357785,0.0369932,0.0263385,0.0304086,0.0177022,0.0432036,0.0198859,0.0275489,0.0585979,0,0.0260082,0.0499784,0.0377079,0,0,0.0132053,0,0,0.0177698,0.0496715,0.0434539,0.032852,0.023898,0.0492431,0.034603,0.0494937,0.0618718,0.048803,0.0652912,0.048135,0.0521751,0.0261896,0.035137,0.0125515,0.00676682,0.0444081,0.0667584,0,0,0,0,0,0,0,0,0,0.0480617,0.0189568,0.0758781,0,0,0.0374832,0.0563358
170,0.0503727,0.0385795,0,0,0,0.0402591,0,0.0354417,0,0,0.0216836,0,0,0.0625438,0.0370191,0.0276262,0.0300976,0.0418379,0.0319049,0.0295568,0.0325203,0.0300415,0.0367092,0.0375204,0.0275743,0.0316295,0.0185333,0.0428469,0.0197809,0.0278469,0.0551726,0,0.022239,0.0504978,0.0377383,0,0,0.0127565,0,0,0.018584,0.0499386,0.0411388,0.0331986,0.0256074,0.0480902,0.0348914,0.0473771,0.0587645,0.0479813,0.0692575,0.0528959,0.0563605,0.0223994,0.0347836,0.0119903,0.00685535,0.0448143,0.0667223,0,0,0,0,0,0,0,0,0,0.0478766,0.0195207,0.0785065,0,0,0.0373551,0.0554413
171,0.0503652,0.038592,0,0,0,0.0406407,0,0.0351269,0,0,0.0216621,0,0,0.062544,0.0373522,0.0274812,0.0299585,0.0414902,0.0318796,0.0295413,0.032167,0.0298274,0.0367813,0.0376743,0.0276179,0.0317539,0.0182568,0.0427307,0.0195975,0.0277409,0.0565322,0,0.0224729,0.0507305,0.0377704,0,0,0.0126544,0,0,0.0187335,0.0499854,0.0413344,0.033434,0.0257915,0.0478198,0.0349101,0.047488,0.0579301,0.0481038,0.0697183,0.0534382,0.0566874,0.0230301,0.0347785,0.0120372,0.00685131,0.0447987,0.0666831,0,0,0,0,0,0,0,0,0,0.0476631,0.0195513,0.0786352,0,0,0.0373691,0.0552233
172,0.050405,0.0384718,0,0,0,0.0410191,0,0.0346583,0,0,0.0215937,0,0,0.0624218,0.0375817,0.0275143,0.0298456,0.0412117,0.0318886,0.0294796,0.032045,0.0299855,0.0367607,0.0376353,0.0274789,0.0317512,0.0178611,0.0426632,0.0194533,0.0275359,0.0563356,0,0.0221762,0.0508156,0.0378017,0,0,0.0127322,0,0,0.0185728,0.0498428,0.0410434,0.0335039,0.0253626,0.0478913,0.0348504,0.048186,0.0579917,0.0484099,0.0693442,0.0532437,0.0565696,0.0221732,0.0348372,0.012242,0.00683268,0.0445956,0.0666972,0,0,0,0,0,0,0,0,0,0.0476966,0.0194951,0.078558,0,0,0.0375057,0.0548004
173,0.0504286,0.0380227,0,0,0,0.0435201,0,0.0356048,0,0,0.0214792,0,0,0.0617998,0.0375951,0.0283911,0.0297743,0.0418805,0.0318568,0.0292342,0.0326854,0.0293578,0.0356595,0.0370875,0.0260784,0.0303354,0.0160152,0.0429963,0.0193973,0.0271312,0.0608788,0,0.0262926,0.0506895,0.0378786,0,0,0.0130256,0,0,0.0178875,0.0494063,0.0428649,0.0336233,0.0235436,0.0486621,0.0346658,0.0504863,0.0603758,0.0493664,0.0654416,0.0486653,0.0524838,0.0260245,0.0350857,0.012782,0.00675283,0.0440344,0.0666778,0,0,0,0,0,0,0,0,0,0.0481014,0.018838,0.0761964,0,0,0.0376472,0.0551813
174,0.0503199,0.0380046,0,0,0,0.043861,0,0.0350999,0,0,0.0213693,0,0,0.0616179,0.0374871,0.0284417,0.0297791,0.0416594,0.0317446,0.0290064,0.0329087,0.029275,0.0353591,0.0369519,0.0257139,0.0301182,0.0153763,0.0430419,0.0191947,0.0267796,0.0548938,0,0.0230896,0.0507931,0.0379872,0,0,0.0129829,0,0,0.0179064,0.0490204,0.039639,0.0340091,0.0226332,0.0487628,0.0348751,0.0505973,0.0612468,0.0489669,0.0666377,0.0500325,0.0549496,0.0192123,0.034987,0.0128724,0.00679624,0.0440092,0.0665858,0,0,0,0,0,0,0,0,0,0.0485724,0.0184555,0.0785208,0,0,0.0378126,0.0548388
175,0.0502029,0.0379975,0,0,0,0.0441016,0,0.0344471,0,0,0.0213302,0,0,0.0614547,0.037241,0.0284176,0.0294966,0.0411977,0.0316076,0.02867,0.0332445,0.0292357,0.0350726,0.0370999,0.0253192,0.0298689,0.0147139,0.0431683,0.0189899,0.0264825,0.0540906,0,0.0216406,0.0507588,0.0381118,0,0,0.0129986,0,0,0.0178557,0.0486011,0.0382701,0.0344433,0.0213983,0.0488273,0.0350796,0.0510695,0.0625916,0.0486883,0.0667717,0.0503309,0.0554495,0.0191254,0.0349111,0.0128748,0.00683713,0.0440979,0.0664952,0,0,0,0,0,0,0,0,0,0.0491347,0.0178997,0.0789032,0,0,0.0379397,0.054775
176,0.0500497,0.0380429,0,0,0,0.0443196,0,0.0337422,0,0,0.0213178,0,0,0.0613185,0.0370585,0.0283321,0.029268,0.0405536,0.0315361,0.0283145,0.0335895,0.0290564,0.0347026,0.0370963,0.0250189,0.0295486,0.0140633,0.0434283,0.018839,0.0262723,0.0534864,0,0.0203895,0.0507975,0.0382212,0,0,0.0130281,0,0,0.0177977,0.0482266,0.0363482,0.0349508,0.0200937,0.0489473,0.0353517,0.0518048,0.0641242,0.0482333,0.0671404,0.0507186,0.056102,0.0193207,0.0349628,0.0127973,0.0067453,0.044239,0.0663924,0,0,0,0,0,0,0,0,0,0.0495061,0.0173433,0.0792988,0,0,0.0380441,0.0548409
177,0.0499515,0.0380879,0,0,0,0.0445319,0,0.0329516,0,0,0.021293,0,0,0.0611718,0.0371134,0.028191,0.0292107,0.0397315,0.0315254,0.0280253,0.0339214,0.028839,0.0343257,0.0368912,0.0246496,0.0291921,0.0133929,0.0436237,0.018667,0.0258419,0.0521446,0,0.0198032,0.0510429,0.0383403,0,0,0.0130154,0,0,0.0178393,0.0478789,0.0336029,0.0355576,0.019307,0.0489855,0.0355724,0.0524988,0.0653993,0.0474812,0.0675146,0.0509128,0.0561227,0.0188837,0.035075,0.0128345,0.00665207,0.0444082,0.0662307,0,0,0,0,0,0,0,0,0,0.0497325,0.0167816,0.0792572,0,0,0.0381867,0.0548105
178,0.04986,0.038103,0,0,0,0.0446225,0,0.0321419,0,0,0.0212772,0,0,0.0610233,0.0373437,0.0280408,0.0293232,0.0392541,0.0314778,0.0278387,0.034143,0.0285951,0.0337437,0.0365652,0.0241821,0.0287317,0.0126612,0.0436765,0.0184659,0.0253106,0.0498602,0,0.0197244,0.0512431,0.0384337,0,0,0.0129732,0,0,0.01796,0.0473985,0.0312202,0.0358901,0.019217,0.0489719,0.0357139,0.0526232,0.0658968,0.0465426,0.0673941,0.0507056,0.0552621,0.0187383,0.0351484,0.0128053,0.00665526,0.0445987,0.0661831,0,0,0,0,0,0,0,0,0,0.0494773,0.0162093,0.0786322,0,0,0.0383136,0.0544165
179,0.0497597,0.0380887,0,0,0,0.0444731,0,0.0311939,0,0,0.0212616,0,0,0.0608956,0.0377616,0.027841,0.0291408,0.0391717,0.0314537,0.0277105,0.0343932,0.0282079,0.033435,0.03622,0.0237818,0.0282248,0.0118563,0.0437214,0.0183127,0.0249251,0.0473639,0,0.0192092,0.0513948,0.0384761,0,0,0.012907,0,0,0.0181051,0.0466733,0.0296378,0.0359045,0.0195752,0.0486955,0.0358608,0.0519072,0.0656767,0.0454988,0.0667796,0.0501448,0.0539095,0.0196965,0.0351469,0.012851,0.00670881,0.0448804,0.0662167,0,0,0,0,0,0,0,0,0,0.0491061,0.0156297,0.0776714,0,0,0.0382748,0.0538931
180,0.0496377,0.0380953,0,0,0,0.044439,0,0.030185,0,0,0.0211811,0,0,0.0606835,0.0383322,0.0275743,0.0286349,0.0393001,0.0314224,0.0276624,0.0346948,0.0278343,0.0332877,0.0358556,0.0235566,0.0275859,0.0110989,0.0438841,0.0182013,0.0246471,0.0458636,0,0.0183332,0.0515762,0.0385552,0,0,0.012784,0,0,0.0181883,0.0459072,0.0284777,0.0359127,0.0198735,0.0482365,0.0360384,0.0505077,0.0650102,0.0447456,0.0660211,0.0493196,0.05282,0.0205584,0.0351518,0.0128488,0.00673183,0.0451914,0.0661613,0,0,0,0,0,0,0,0,0,0.0485957,0.0150681,0.076884,0,0,0.038263,0.053652
181,0.0495453,0.0381407,0,0,0,0.0446129,0,0.0291416,0,0,0.0210519,0,0,0.0604454,0.0389267,0.0273996,0.0279786,0.039238,0.0313874,0.0276056,0.0351228,0.0274941,0.032884,0.0360641,0.0232307,0.0269163,0.0102895,0.0440745,0.0181111,0.0244183,0.0451031,0,0.0176802,0.0518903,0.0386046,0,0,0.0126611,0,0,0.0183247,0.0452241,0.0275026,0.0363049,0.0197048,0.047878,0.0361579,0.0489078,0.0642097,0.0445385,0.0654818,0.04841,0.05236,0.020786,0.0352148,0.0129793,0.00673344,0.0455268,0.0660817,0,0,0,0,0,0,0,0,0,0.0478702,0.0145167,0.0764803,0,0,0.038243,0.0536746
182,0.0494892,0.0382402,0,0,0,0.0447138,0,0.0281325,0,0,0.021,0,0,0.0602713,0.0395114,0.0272982,0.0276741,0.0395838,0.0313661,0.0276029,0.0356074,0.0271868,0.0325134,0.0361994,0.022875,0.0262557,0.00972025,0.0442247,0.0180404,0.0240611,0.0445096,0,0.0175283,0.0523669,0.0386873,0,0,0.01258,0,0,0.0184444,0.0445262,0.0271223,0.036336,0.0190422,0.0476167,0.0363864,0.047896,0.0638334,0.0443147,0.0653098,0.0476764,0.0520525,0.0209454,0.035233,0.012977,0.00680552,0.0458963,0.0660172,0,0,0,0,0,0,0,0,0,0.0469632,0.0139759,0.0761738,0,0,0.0382842,0.053564
183,0.0494379,0.038376,0,0,0,0.0446362,0,0.0270607,0,0,0.021034,0,0,0.0600672,0.04007,0.0271907,0.027309,0.0398422,0.0312965,0.0276115,0.0362042,0.0265893,0.0322842,0.0357662,0.0225912,0.0255677,0.00977553,0.0443595,0.0179471,0.0235905,0.0443542,0,0.018002,0.0528943,0.038867,0,0,0.0125623,0,0,0.0184651,0.0437532,0.0274921,0.0359638,0.0181319,0.0474404,0.0367435,0.0477034,0.0639461,0.0435305,0.0653659,0.0473133,0.0518259,0.0214435,0.0351729,0.0128521,0.00692449,0.0462498,0.065972,0,0,0,0,0,0,0,0,0,0.0462609,0.0135744,0.0756751,0,0,0.0382517,0.0530768
184,0.0493778,0.0385175,0,0,0,0.0444543,0,0.0259729,0,0,0.0210911,0,0,0.0598604,0.0406743,0.0271209,0.026789,0.0401055,0.031152,0.0277837,0.036922,0.0261317,0.0319266,0.0348162,0.0222878,0.0248074,0.0105799,0.0446223,0.0178671,0.0231717,0.0446982,0,0.0188306,0.0532685,0.0390405,0,0,0.0125815,0,0,0.0184449,0.0428824,0.0282498,0.035863,0.0173642,0.0474197,0.0371245,0.0478336,0.064173,0.0423007,0.0654413,0.0472909,0.051685,0.0221367,0.035055,0.0127863,0.0071007,0.0463938,0.0660235,0,0,0,0,0,0,0,0,0,0.0454496,0.013361,0.075073,0,0,0.0382717,0.05241
185,0.0493094,0.0386242,0,0,0,0.0442799,0,0.0249533,0,0,0.0211489,0,0,0.0597288,0.0413327,0.0272382,0.0262005,0.040415,0.030966,0.0280516,0.037812,0.0254498,0.0311323,0.0342539,0.0220845,0.0240665,0.0121733,0.0447352,0.0178128,0.0229332,0.0452533,0,0.019393,0.0532665,0.0391872,0,0,0.012643,0,0,0.0184318,0.0418789,0.0291091,0.0361083,0.0171611,0.0474846,0.0375012,0.0478579,0.0642368,0.0410264,0.0652746,0.0472486,0.0515192,0.0226436,0.0349419,0.0126716,0.00731711,0.0462169,0.0661325,0,0,0,0,0,0,0,0,0,0.0444448,0.013163,0.0745326,0,0,0.0383982,0.051776
186,0.0492921,0.0386713,0,0,0,0.0440452,0,0.0239795,0,0,0.0212116,0,0,0.0597065,0.042084,0.0273869,0.0255284,0.0407075,0.0308621,0.0281826,0.0388184,0.0247044,0.0303352,0.0340645,0.0218314,0.0229391,0.0146403,0.0445269,0.0178923,0.0229407,0.045694,0,0.0195843,0.0529784,0.0393457,0,0,0.0127854,0,0,0.0185556,0.040865,0.0297142,0.0363327,0.0171363,0.0474918,0.0378906,0.0475174,0.0640525,0.0399856,0.0650021,0.0470096,0.0511659,0.022881,0.034777,0.0124581,0.00753506,0.045781,0.0663423,0,0,0,0,0,0,0,0,0,0.0432378,0.0128904,0.074221,0,0,0.0387522,0.0512193
187,0.0493244,0.0386423,0,0,0,0.0435369,0,0.0228616,0,0,0.0213329,0,0,0.059708,0.0426985,0.0275668,0.0249314,0.0413746,0.030926,0.0278669,0.0398767,0.0239944,0.0301024,0.0339597,0.0213809,0.0216034,0.0180321,0.0442159,0.0180287,0.023095,0.045795,0,0.0196427,0.052526,0.0394606,0,0,0.0129582,0,0,0.0187524,0.0401066,0.0298521,0.0365814,0.0170529,0.0474625,0.0381443,0.0469386,0.0637229,0.038884,0.0646456,0.0466452,0.0507216,0.0228558,0.0345322,0.0122026,0.00780576,0.0454068,0.066554,0,0,0,0,0,0,0,0,0,0.0420694,0.0125832,0.0739677,0,0,0.0393096,0.0508836
188,0.0493788,0.0386124,0,0,0,0.0430488,0,0.0217057,0,0,0.0214627,0,0,0.0597655,0.0431117,0.0278478,0.0243252,0.0423644,0.0311625,0.027198,0.0409424,0.0233361,0.0298951,0.0338064,0.0206708,0.0199581,0.0221384,0.0438271,0.0182099,0.0234063,0.0456635,0,0.0194196,0.0520153,0.0395468,0,0,0.0131763,0,0,0.0188889,0.0396799,0.0295106,0.0370438,0.0168429,0.0475618,0.0383634,0.046497,0.0633915,0.0375521,0.0641947,0.0463454,0.0503087,0.0226864,0.0342525,0.0118924,0.00812585,0.0450457,0.0667245,0,0,0,0,0,0,0,0,0,0.0406858,0.0121864,0.0737508,0,0,0.0399425,0.0507781
189,0.0494627,0.0385964,0,0,0,0.0422815,0,0.0207435,0,0,0.0217953,0,0,0.0601484,0.0433711,0.0283418,0.0237094,0.0434063,0.0316069,0.0272989,0.0419739,0.0225546,0.0294406,0.0335381,0.01984,0.0182041,0.0268103,0.0433149,0.0183903,0.0239752,0.0453994,0,0.0189959,0.0515982,0.0395984,0,0,0.0135063,0,0,0.0189172,0.0395823,0.0287658,0.0377336,0.0166574,0.0477412,0.0386549,0.0463352,0.0630493,0.0362349,0.0639048,0.0462484,0.0499919,0.0226616,0.0339246,0.0115452,0.00843461,0.0446866,0.0668228,0,0,0,0,0,0,0,0,0,0.0393888,0.0115026,0.0736741,0,0,0.0408345,0.0507803
190,0.0495501,0.0385831,0,0,0,0.0415651,0,0.0201308,0,0,0.0222801,0,0,0.0606715,0.0437288,0.0288886,0.0230878,0.0444809,0.0321399,0.0276467,0.0430449,0.021716,0.028941,0.0333431,0.0191526,0.0168538,0.0317178,0.0426098,0.0185932,0.024696,0.0451779,0,0.0185444,0.0513825,0.0395398,0,0,0.0139046,0,0,0.0189462,0.0394705,0.0278615,0.0385722,0.0166422,0.047986,0.0389924,0.046252,0.062716,0.0355873,0.0637239,0.0463625,0.0497795,0.0228513,0.0335246,0.0111324,0.00870477,0.0443398,0.0668607,0,0,0,0,0,0,0,0,0,0.038348,0.0106297,0.0736857,0,0,0.041894,0.0509374
191,0.0496166,0.0385486,0,0,0,0.0408412,0,0.0199526,0,0,0.0227122,0,0,0.06113,0.0441741,0.0294003,0.022515,0.0451723,0.0328001,0.0280386,0.0440844,0.0209781,0.0285127,0.0332361,0.0188087,0.0159384,0.0366807,0.042055,0.0188401,0.0254908,0.0450086,0,0.0183187,0.0514337,0.0393995,0,0,0.0142731,0,0,0.0190177,0.0391574,0.0270816,0.0393648,0.016708,0.0482539,0.0393291,0.0459349,0.0624417,0.0350794,0.0635876,0.046339,0.0495761,0.0229524,0.0331135,0.0107966,0.00904124,0.0440863,0.0668323,0,0,0,0,0,0,0,0,0,0.0375481,0.00985202,0.0737431,0,0,0.0430624,0.0510706
192,0.0496654,0.0384779,0,0,0,0.0401946,0,0.0204206,0,0,0.0230932,0,0,0.0615152,0.044846,0.0299733,0.0219944,0.0458197,0.0334328,0.028325,0.0452413,0.0205178,0.0283955,0.0331917,0.0188192,0.0155232,0.0421234,0.0417039,0.0190551,0.0262705,0.0448395,0,0.0183098,0.0516763,0.0392934,0,0,0.0146709,0,0,0.0190694,0.0386819,0.0265939,0.0399621,0.0167625,0.0487366,0.0397168,0.0451695,0.06223,0.0347032,0.0635073,0.0461623,0.0494008,0.0230131,0.0327202,0.0105403,0.00937701,0.043976,0.0668072,0,0,0,0,0,0,0,0,0,0.0368531,0.00919708,0.0737115,0,0,0.0443153,0.0511133
193,0.0497268,0.0383349,0,0,0,0.040186,0,0.0212388,0,0,0.0234003,0,0,0.061943,0.0456602,0.0306524,0.0215503,0.0463173,0.033892,0.0285493,0.0466958,0.0202929,0.0285009,0.0333012,0.0189144,0.0155303,0.0480198,0.0412396,0.0191713,0.0268715,0.0447035,0,0.0184669,0.052077,0.0392377,0,0,0.0151039,0,0,0.0190691,0.0382354,0.0265282,0.0402344,0.0167409,0.0491867,0.0401586,0.0442019,0.0621196,0.0347789,0.063301,0.0458992,0.0492967,0.0231423,0.0323735,0.010218,0.00973372,0.0439793,0.0668893,0,0,0,0,0,0,0,0,0,0.0361943,0.00861164,0.0735572,0,0,0.0456907,0.051051
194,0.0497779,0.0381388,0,0,0,0.0404931,0,0.0222353,0,0,0.0236313,0,0,0.0621606,0.0463415,0.0322182,0.0211585,0.0470151,0.0342311,0.028665,0.0476416,0.0198598,0.0288423,0.0335214,0.0192038,0.0157012,0.0545608,0.0406926,0.0191788,0.0272484,0.0446106,0,0.0188944,0.05244,0.0392324,0,0,0.0154665,0,0,0.0190346,0.0380611,0.0269847,0.0401818,0.0167283,0.0494906,0.0405905,0.0439829,0.0620989,0.0353803,0.0627591,0.0456351,0.0491936,0.0231608,0.0320336,0.00996693,0.0100633,0.0440429,0.0670576,0,0,0,0,0,0,0,0,0,0.0354844,0.00826082,0.0734143,0,0,0.0468472,0.0508439
