Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70
All Timesteps RMSE,0,0,0,0,0.0159143,0.0062531,0,0,0,0.0194966,0.0147879,0.0116555,0.00554195,0,0,0.00771416,0,0.0254082,0.00292455,0.0535855,0.010422,0.0143132,0.0128294,0.0169231,0.00727293,0.00760603,0.00818009,0.0100368,0.0235214,0.00651841,0.00306223,0.00228471,0.0221796,0.0226562,0.00654829,0.00518552,0.00187472,0.0120609,0.0172974,0.01192,0.00692014,0.0114186,0,0,0.0104349,0,0.020161,0.00708352,0.0526931,0.0161051,0.0236688,0.0155809,0.019853,0.00985116,0.00670478,0.0138237,0.00767278,0.00786057,0.0143205,0.0215682,0.0125915,0.0152675,0.0127279,0.00753586,0.00777694,0.0061567,0.00757315,0.0124504,0,0,0
0,0,0,0,0,0.015782,0.00362074,0,0,0,0.0210489,0.0147016,0.0104815,0.00457587,0,0,0.00950125,0,0.026338,0.00450821,0.0444516,0.00981801,0.0175238,0.0108469,0.0151948,0.00884135,0.00734267,0.00677913,0.00890362,0.0293932,0.0050453,0.00268547,0.0023209,0.015659,0.024715,0.0072049,0.00438059,0.00187663,0.0106878,0.0127879,0.016417,0.00325907,0.0119074,0,0,0.00717774,0,0.0200393,0.00546795,0.0440656,0.0204629,0.0199982,0.0111709,0.0177326,0.0103843,0.00865118,0.013516,0.0121526,0.00847175,0.0137419,0.0313998,0.0135314,0.0146056,0.00745841,0.00528416,0.00502817,0.00511058,0.00990235,0.0122278,0,0,0
1,0,0,0,0,0.0159348,0.00341667,0,0,0,0.02017,0.0148832,0.00940108,0.00397271,0,0,0.0091197,0,0.0261652,0.00429634,0.0446215,0.00892991,0.0168239,0.00975355,0.014823,0.00849119,0.00677088,0.00676888,0.00828086,0.0292291,0.0045453,0.00295089,0.0024089,0.0157455,0.023924,0.00676947,0.00452724,0.00165787,0.0113573,0.0130293,0.0162256,0.00316239,0.012042,0,0,0.00648497,0,0.0199583,0.00519119,0.0436911,0.0198653,0.0197696,0.0105183,0.0172918,0.00998451,0.00844528,0.0131254,0.0127803,0.00802486,0.0132378,0.0312967,0.0132154,0.0137946,0.00859867,0.00482768,0.00491726,0.00513272,0.0097094,0.0121684,0,0,0
2,0,0,0,0,0.0160219,0.00323068,0,0,0,0.0191092,0.0148566,0.00823752,0.00363257,0,0,0.00890552,0,0.0261036,0.00418128,0.044744,0.00818511,0.0164833,0.00851614,0.0145856,0.00819051,0.00618503,0.00693987,0.00747956,0.0289561,0.00400807,0.0033216,0.00250984,0.0159229,0.0229509,0.00644951,0.0045088,0.00156789,0.0115807,0.0130795,0.0160849,0.00312863,0.0122093,0,0,0.00640077,0,0.0198228,0.00505009,0.0434689,0.0194465,0.019785,0.010166,0.017059,0.00967287,0.00836508,0.0128122,0.012782,0.00790822,0.0128104,0.0310427,0.0128561,0.0132963,0.00911068,0.00433093,0.00477056,0.00495436,0.00963924,0.012158,0,0,0
3,0,0,0,0,0.0160426,0.00303851,0,0,0,0.0178578,0.0148342,0.00712984,0.00334702,0,0,0.00867018,0,0.0260317,0.00406135,0.0449351,0.00756567,0.016127,0.00717283,0.0142315,0.00786079,0.00562718,0.00735314,0.00662268,0.0285869,0.00345069,0.00371587,0.00261133,0.0161409,0.0216969,0.00614336,0.0045039,0.00147226,0.0117999,0.0131107,0.0159043,0.00320844,0.0123631,0,0,0.00630413,0,0.0197277,0.00499031,0.0433042,0.0189977,0.0198875,0.00972845,0.0167046,0.00933625,0.0082557,0.0125856,0.0125229,0.00779819,0.0122983,0.0307491,0.0124042,0.0127533,0.00971217,0.00383442,0.00461125,0.00482399,0.00962289,0.0121708,0,0,0
4,0,0,0,0,0.0160239,0.00290502,0,0,0,0.0164308,0.0148596,0.00606122,0.00306611,0,0,0.00844163,0,0.0259333,0.0039347,0.0451265,0.00706516,0.0157032,0.00584602,0.0138687,0.00750108,0.00510412,0.00787704,0.00578075,0.0281808,0.00291108,0.00408337,0.0026682,0.0163992,0.0202043,0.00581121,0.00454007,0.0013921,0.0121465,0.0132299,0.0156185,0.00333617,0.0125051,0,0,0.00613736,0,0.0196615,0.00486061,0.0431189,0.0183841,0.0199156,0.00926172,0.0163468,0.00902208,0.00819526,0.0124066,0.0124221,0.00770381,0.0117391,0.0304464,0.0119069,0.0120778,0.0106049,0.00332566,0.00443154,0.00468979,0.00954508,0.0121523,0,0,0
5,0,0,0,0,0.0159737,0.00281715,0,0,0,0.0148625,0.0149413,0.00480785,0.00285924,0,0,0.00818431,0,0.0258216,0.00378481,0.045302,0.0067539,0.0152747,0.00469808,0.0134863,0.00712197,0.00475265,0.0084016,0.00505431,0.0277341,0.00247503,0.00438971,0.00266977,0.0166704,0.018525,0.00542211,0.00461469,0.00130788,0.0125892,0.0133949,0.0152837,0.00352236,0.0126258,0,0,0.00595128,0,0.0195887,0.00461505,0.042848,0.0176531,0.0199541,0.00876885,0.0160094,0.00873921,0.00809756,0.0123156,0.012383,0.00759399,0.0112001,0.0301751,0.0114005,0.0113899,0.0115949,0.00285288,0.004257,0.00450131,0.00944525,0.012118,0,0,0
6,0,0,0,0,0.015909,0.00274151,0,0,0,0.0132277,0.0149629,0.00369229,0.0027049,0,0,0.0078767,0,0.0257678,0.0036429,0.0454764,0.00668955,0.0149152,0.0038567,0.0131294,0.00689162,0.00464789,0.00892959,0.00452124,0.0273669,0.00221975,0.00463331,0.00262299,0.0169385,0.0167863,0.00499632,0.00463446,0.00129102,0.0131054,0.0135986,0.0149489,0.00378449,0.0127664,0,0,0.00568554,0,0.019533,0.00439771,0.042518,0.0169084,0.020024,0.00817089,0.0157015,0.00845942,0.0079225,0.0123052,0.0122248,0.00746828,0.0106561,0.0299301,0.0108821,0.010613,0.0126526,0.00240121,0.00402706,0.00425689,0.00934759,0.0120884,0,0,0
7,0,0,0,0,0.0158148,0.00266747,0,0,0,0.0116196,0.0149835,0.00284686,0.00258448,0,0,0.00747972,0,0.0256663,0.00347798,0.0456257,0.00679697,0.0145684,0.00343418,0.0128024,0.00685268,0.00476531,0.00945699,0.00427658,0.0270502,0.00212517,0.0048336,0.00257007,0.0172173,0.0150654,0.00451884,0.00467115,0.00125328,0.013629,0.0139133,0.0145381,0.00392617,0.0129078,0,0,0.0053587,0,0.0195191,0.00404915,0.0423461,0.0161062,0.0200813,0.00752779,0.0154183,0.00814188,0.00780578,0.0123083,0.0119828,0.00736293,0.0100885,0.029686,0.0102816,0.00971485,0.0136692,0.00194606,0.00370765,0.00393483,0.00929235,0.0120903,0,0,0
8,0,0,0,0,0.0156983,0.00265779,0,0,0,0.0100946,0.0150103,0.00236417,0.00252021,0,0,0.00723234,0,0.0255631,0.00332758,0.0456905,0.00697597,0.0141337,0.00344925,0.0124999,0.00669752,0.00500534,0.00989384,0.00427617,0.0267413,0.00216845,0.00492569,0.00246313,0.0175124,0.013361,0.00404589,0.00470506,0.00124869,0.0142075,0.0142859,0.0139145,0.00421886,0.0130498,0,0,0.00513803,0,0.0194675,0.00374924,0.0421597,0.0151794,0.0200286,0.00681881,0.0152276,0.00779437,0.00755088,0.0122501,0.0116995,0.00716888,0.00948828,0.0293991,0.00955694,0.00869345,0.0147507,0.0015534,0.00337986,0.00350374,0.00917035,0.0121379,0,0,0
