Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70
All Timesteps RMSE,0,0,0,0,0.0167248,0.00830542,0,0,0,0.0228118,0.0144796,0.0129682,0.00539885,0,0,0.00822614,0,0.0262976,0.00339749,0.0518133,0.0104276,0.0153678,0.0139819,0.0193108,0.00827231,0.0089928,0.00914925,0.0104564,0.0220234,0.00693707,0.00402797,0.00271802,0.021183,0.0266925,0.00729829,0.00457115,0.00217686,0.0145059,0.0149541,0.0129032,0.00822219,0.0122716,0,0,0.0111139,0,0.0206243,0.00761786,0.0517147,0.01651,0.0243277,0.0170721,0.0227294,0.00986948,0.00937834,0.0188094,0.00913168,0.0119224,0.0160903,0.0212864,0.0138552,0.0171503,0.0156874,0.00744749,0.0074273,0.00582844,0.0086855,0.0122868,0,0,0
0,0,0,0,0,0.015739,0.0159595,0,0,0,0.0519549,0.014046,0.0327617,0.0111959,0,0,0.0111968,0,0.0290508,0.00383941,0.0365921,0.023947,0.0180158,0.016486,0.0342272,0.0198499,0.01168,0.010251,0.0157936,0.0328402,0.0108134,0.0123111,0.0107604,0.0100938,0.0585636,0.0122618,0.00412606,0.00361246,0.0327093,0.0100506,0.0111271,0.0150289,0.0186517,0,0,0.0183614,0,0.0231692,0.0148555,0.0456531,0.0143943,0.0174936,0.024492,0.0393896,0.0245469,0.0103693,0.018099,0.010602,0.0186093,0.0165241,0.0270088,0.00809176,0.0191414,0.0349693,0.0220854,0.009771,0.00802347,0.0134041,0.00784633,0,0,0
1,0,0,0,0,0.0144927,0.0149189,0,0,0,0.0560055,0.0139499,0.0368363,0.00508917,0,0,0.0126399,0,0.0287828,0.00397396,0.0397628,0.0303891,0.0162127,0.0120899,0.0313643,0.0190864,0.0127345,0.0116129,0.0141167,0.0300445,0.00716692,0.0129227,0.0126426,0.0127319,0.0602512,0.0126588,0.00400183,0.00350574,0.033024,0.0104189,0.0177339,0.0129583,0.0178455,0,0,0.0174078,0,0.0226601,0.0146165,0.0450933,0.01923,0.0172171,0.0286895,0.0352297,0.0231454,0.00994274,0.0218961,0.00959265,0.0120995,0.0122707,0.0309922,0.0146843,0.0133376,0.0360461,0.0211392,0.0100682,0.0079087,0.013786,0.00866395,0,0,0
2,0,0,0,0,0.0142471,0.0147318,0,0,0,0.0553255,0.0139764,0.0360942,0.00509869,0,0,0.012571,0,0.0287176,0.00392471,0.0398115,0.0296581,0.0162058,0.0125581,0.0313695,0.0187545,0.0127598,0.0116289,0.0142017,0.0299785,0.00710786,0.0125677,0.012045,0.0127367,0.0598346,0.0125386,0.00396095,0.00347139,0.0326273,0.0104529,0.016264,0.0130268,0.0176868,0,0,0.0173094,0,0.0226217,0.0145763,0.0451331,0.0176451,0.0170945,0.0278926,0.0352888,0.022884,0.0103523,0.0218659,0.00988001,0.0131161,0.0120728,0.0304224,0.0136422,0.0129143,0.0354683,0.0209845,0.0100886,0.0078368,0.0136574,0.00852408,0,0,0
3,0,0,0,0,0.0140332,0.0145756,0,0,0,0.0546331,0.0139929,0.0354942,0.00518245,0,0,0.0125021,0,0.028654,0.00386966,0.0398082,0.028942,0.0162427,0.0130037,0.0313742,0.0184263,0.0127525,0.0116414,0.0142956,0.0299261,0.00708205,0.0122051,0.0115063,0.0127229,0.0593638,0.0124175,0.00395504,0.00342879,0.0324954,0.0104224,0.0156904,0.013152,0.0175473,0,0,0.0172684,0,0.0225313,0.0145435,0.0452037,0.0170419,0.0171171,0.0276425,0.0353474,0.0227048,0.0104822,0.0218297,0.00997001,0.0135343,0.0121456,0.0302176,0.0132507,0.0129824,0.0353185,0.0208499,0.0100765,0.0076842,0.0135515,0.00840097,0,0,0
4,0,0,0,0,0.0138332,0.0144292,0,0,0,0.0539387,0.013994,0.0348643,0.00525942,0,0,0.0124402,0,0.0286018,0.00382499,0.0397938,0.0282631,0.0162787,0.013424,0.0313232,0.0181119,0.0127614,0.0116623,0.0143848,0.0298725,0.00708011,0.0118413,0.0109833,0.0127235,0.0588629,0.0122899,0.00394722,0.00337757,0.032498,0.0104328,0.0153896,0.0132387,0.0174224,0,0,0.0172068,0,0.0224921,0.0145019,0.0452883,0.0167196,0.0171001,0.0274624,0.0353663,0.0225437,0.0106082,0.0218049,0.0100439,0.0138543,0.0122442,0.0301358,0.0130818,0.01309,0.0353555,0.0207271,0.0100662,0.00762194,0.0134809,0.00832101,0,0,0
5,0,0,0,0,0.0136656,0.0142976,0,0,0,0.0532486,0.0140003,0.0341483,0.00533451,0,0,0.0123871,0,0.028546,0.00381895,0.039764,0.0276218,0.0163182,0.0138482,0.0312388,0.0178333,0.0127972,0.0117076,0.0144837,0.0298327,0.0070808,0.0114784,0.0104371,0.0127273,0.0583597,0.012121,0.00393638,0.00332869,0.0324507,0.0104915,0.01508,0.0132888,0.0173166,0,0,0.0171385,0,0.0225066,0.0144888,0.0453972,0.0163901,0.0170499,0.0272126,0.0353669,0.0223688,0.0107853,0.0218069,0.010152,0.014242,0.0124228,0.0301052,0.0129569,0.0132836,0.0353579,0.0206221,0.0100605,0.00761509,0.0134253,0.00825376,0,0,0
6,0,0,0,0,0.0135437,0.0141829,0,0,0,0.0525729,0.0140071,0.03363,0.00539296,0,0,0.012309,0,0.0285087,0.00381309,0.0397365,0.0270295,0.0163617,0.0142544,0.031136,0.0175693,0.0128347,0.011781,0.0145793,0.0298146,0.00713355,0.0111478,0.00991875,0.0127259,0.057856,0.0119721,0.00392137,0.00328786,0.0324144,0.0105274,0.0148096,0.0132919,0.0172228,0,0,0.0170693,0,0.0225097,0.0144603,0.045505,0.0161234,0.0169578,0.02696,0.0353522,0.0222351,0.0109941,0.0218463,0.0102866,0.014638,0.0126481,0.0301058,0.0128704,0.0135389,0.0353441,0.0205368,0.010153,0.00762159,0.0133865,0.00819521,0,0,0
7,0,0,0,0,0.0134049,0.0140793,0,0,0,0.0518997,0.0140111,0.0331645,0.00543515,0,0,0.0121956,0,0.0284571,0.00377777,0.0397144,0.0264702,0.0163845,0.0146387,0.0310501,0.0172877,0.0128881,0.0118799,0.014684,0.0297809,0.00720708,0.0108099,0.00943497,0.0127148,0.0573271,0.0118079,0.00390501,0.00325317,0.0323102,0.010559,0.0145172,0.0132835,0.0171194,0,0,0.016972,0,0.0224914,0.0143852,0.0456433,0.0158813,0.0168248,0.0267745,0.0353597,0.0220689,0.0111967,0.021909,0.0104414,0.0150376,0.0129145,0.0301179,0.0128199,0.0138453,0.0352828,0.0204283,0.0102046,0.00771752,0.0133244,0.00810297,0,0,0
8,0,0,0,0,0.0132861,0.0140031,0,0,0,0.0512825,0.0140114,0.0327621,0.00554854,0,0,0.0121294,0,0.0284227,0.00377514,0.0397285,0.0259548,0.0164425,0.0150321,0.0311633,0.0170375,0.0129533,0.0119879,0.0148617,0.0298587,0.00731812,0.0104739,0.00898744,0.0126613,0.056863,0.011674,0.00388305,0.0032522,0.032016,0.0105576,0.0139225,0.0135381,0.0171125,0,0,0.0170005,0,0.0224711,0.0143802,0.0456468,0.0153346,0.0170021,0.0269555,0.0353969,0.0219624,0.0111235,0.0217504,0.0103218,0.0151954,0.0130056,0.0298421,0.0124752,0.0139948,0.0350348,0.0204144,0.0101959,0.00767544,0.0132551,0.00801388,0,0,0
