Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_B,,x76
All Timesteps RMSE,0.0370984,0.0324817,0,0,0,0,0,0.0342246,0,0.031806,0.0410308,0,0,0.0218681,0,0,0.0513658,0.0431329,0.039194,0.0191238,0.0267324,0.0507152,0.0280762,0.0339168,0.0523176,0.0491735,0.0207143,0.0391434,0.0395525,0.0260906,0.0303017,0.0582254,0.051397,0.0110143,0.0132511,0.0369836,0,0.0204646,0.0399544,0.0318992,0,0,0.0181933,0,0,0.0193872,0.0508867,0.0429096,0.0171835,0.0258973,0.0518588,0.0441088,0.0373403,0.0684423,0.073828,0.0584154,0.0674917,0.0469027,0.0503046,0.0769854,0.032646,0.0287937,0.00690256,0.00757622,0.0389925,0.0754003,0,0,0,0,0,0,0,0,0,0,0
0,0.0333958,0.0395857,0,0,0,0,0,0.0470859,0,0.0320295,0.0376569,0,0,0.0196178,0,0,0.0538148,0.0444763,0.0403732,0.0253245,0.0272561,0.0433252,0.0317497,0.0335083,0.0482523,0.0488485,0.0271999,0.0448153,0.0448141,0.0309174,0.0377196,0.0314373,0.0496038,0.0100293,0.0119101,0.0461252,0,0.0270544,0.0457778,0.0288201,0,0,0.0166095,0,0,0.0242937,0.0485037,0.042542,0.0227425,0.0255165,0.0401702,0.0479641,0.0403821,0.0660586,0.0726584,0.0523841,0.0716235,0.0521147,0.0539464,0.0780957,0.0139635,0.029344,0.00289303,0.00980112,0.0455299,0.0667792,0,0,0,0,0,0,0,0,0,0,0
1,0.0333615,0.0396042,0,0,0,0,0,0.0470082,0,0.0317479,0.0375529,0,0,0.0197707,0,0,0.0537413,0.0446099,0.0404231,0.0252775,0.0272978,0.0434324,0.0318324,0.0332856,0.0483192,0.0488259,0.027182,0.0446353,0.0445911,0.0307623,0.0375438,0.0314339,0.0496343,0.0101082,0.0115974,0.0460367,0,0.0271214,0.0457939,0.0288126,0,0,0.0164411,0,0,0.0245194,0.0483494,0.0425144,0.0227307,0.0253641,0.0402234,0.0479241,0.0404119,0.0661629,0.0726724,0.0523344,0.0713541,0.051937,0.0537973,0.0779549,0.0139463,0.0295561,0.00290863,0.0100674,0.0455558,0.0668493,0,0,0,0,0,0,0,0,0,0,0
2,0.0334021,0.0394627,0,0,0,0,0,0.0468646,0,0.0318058,0.0375603,0,0,0.0200904,0,0,0.0535436,0.0445694,0.0401857,0.0251862,0.0273462,0.0436049,0.0318456,0.0335171,0.0483517,0.0487878,0.0271534,0.044533,0.0445744,0.030605,0.0374601,0.0312688,0.0495321,0.0103895,0.0110783,0.0458902,0,0.0269267,0.04565,0.0289399,0,0,0.0162316,0,0,0.024826,0.0483497,0.0422265,0.022535,0.0253106,0.0403952,0.0479036,0.0404453,0.0661807,0.0726881,0.0523607,0.0713301,0.0518949,0.0537651,0.0779567,0.0137124,0.0297541,0.00331898,0.0103576,0.0453967,0.0670038,0,0,0,0,0,0,0,0,0,0,0
3,0.0333324,0.0393274,0,0,0,0,0,0.0468998,0,0.0319477,0.0374581,0,0,0.0205463,0,0,0.0533602,0.044629,0.0399853,0.025148,0.0273991,0.0438716,0.0317789,0.0337903,0.0484457,0.0487021,0.0270189,0.0443332,0.0447163,0.0303021,0.0372354,0.0309698,0.0494592,0.0104483,0.0108718,0.0458144,0,0.0267872,0.0454802,0.0289663,0,0,0.0156241,0,0,0.0257334,0.0482398,0.0420169,0.0224266,0.0252192,0.0406555,0.0477587,0.040583,0.066288,0.0727187,0.0523469,0.0712596,0.0517699,0.0536817,0.0778942,0.0135383,0.0301257,0.00559965,0.0101909,0.0452614,0.0671561,0,0,0,0,0,0,0,0,0,0,0
4,0.0332561,0.0385112,0,0,0,0,0,0.0477761,0,0.0317666,0.0365481,0,0,0.0215423,0,0,0.0526163,0.0453586,0.0376973,0.0248751,0.0279159,0.0449983,0.0315616,0.0350926,0.0487968,0.0481327,0.0268228,0.0444042,0.0448735,0.0303972,0.0374618,0.028694,0.049525,0.0110214,0.0110288,0.045363,0,0.0261126,0.0446391,0.0291632,0,0,0.014597,0,0,0.0279706,0.0479562,0.0406741,0.0222734,0.0252685,0.0418954,0.0473773,0.0407642,0.066462,0.0724606,0.0520892,0.0713672,0.0518904,0.0540006,0.0782203,0.012628,0.0315048,0.0150848,0.00887068,0.0445115,0.0675605,0,0,0,0,0,0,0,0,0,0,0
5,0.0334681,0.0390735,0,0,0,0,0,0.0466395,0,0.0322896,0.0372117,0,0,0.020753,0,0,0.0532723,0.0445337,0.0395066,0.0248201,0.0275969,0.0441402,0.031801,0.0344944,0.0484791,0.0485218,0.0268117,0.0438492,0.0444919,0.0299579,0.0369059,0.0305765,0.0494275,0.0106169,0.0111598,0.0453024,0,0.026545,0.0452065,0.0291096,0,0,0.0157043,0,0,0.0255658,0.0483602,0.0415198,0.022121,0.0251177,0.0411397,0.0478421,0.0407477,0.0663281,0.0727339,0.0524717,0.070976,0.0515821,0.0535829,0.0778699,0.0131634,0.0301111,0.00570229,0.0103462,0.0449666,0.0675053,0,0,0,0,0,0,0,0,0,0,0
6,0.0337432,0.0391465,0,0,0,0,0,0.0464226,0,0.0325389,0.037058,0,0,0.0192666,0,0,0.0538095,0.0443175,0.0393186,0.0244623,0.0277632,0.0440539,0.0315466,0.0344373,0.0484419,0.0483438,0.0267109,0.0437043,0.0443241,0.0298942,0.0367687,0.0304255,0.0495708,0.0102767,0.0128296,0.0450318,0,0.0263595,0.0451228,0.0292448,0,0,0.0172965,0,0,0.0233487,0.0484408,0.0413123,0.0220208,0.0251153,0.0413167,0.0481759,0.040842,0.0663067,0.0727896,0.0525979,0.0708671,0.0515571,0.0535562,0.0778545,0.0129949,0.0295165,0.00343406,0.00887496,0.0449002,0.0675437,0,0,0,0,0,0,0,0,0,0,0
7,0.033746,0.0391556,0,0,0,0,0,0.0463427,0,0.0325478,0.0369936,0,0,0.0193214,0,0,0.0537947,0.0443517,0.0392481,0.024273,0.0279653,0.044242,0.0315393,0.0347342,0.0486711,0.0481888,0.0265223,0.0434137,0.0440437,0.0295822,0.0364339,0.0302623,0.0495217,0.0103453,0.0128309,0.0449475,0,0.0262897,0.0450339,0.0293121,0,0,0.0172584,0,0,0.0233222,0.0485453,0.0412366,0.0219969,0.0250367,0.0415725,0.0481662,0.0409343,0.0663592,0.072835,0.0526211,0.0706588,0.0514065,0.053425,0.0777693,0.0129131,0.0295028,0.00339726,0.00889318,0.0448618,0.0676151,0,0,0,0,0,0,0,0,0,0,0
8,0.0338319,0.0390626,0,0,0,0,0,0.0461356,0,0.032682,0.0372086,0,0,0.0194389,0,0,0.0537315,0.0444194,0.0390039,0.0239637,0.0281425,0.0444644,0.0315803,0.0350089,0.0487257,0.0480426,0.0263844,0.0431916,0.0437839,0.029346,0.0361829,0.0300565,0.049442,0.0104887,0.012988,0.0447248,0,0.0261327,0.0448908,0.0294261,0,0,0.017267,0,0,0.0232469,0.0486437,0.0409982,0.0219201,0.0250233,0.0418993,0.0481739,0.041044,0.0663684,0.0728558,0.052624,0.0705729,0.0513227,0.0533651,0.0777248,0.0126893,0.0293794,0.00336598,0.00895877,0.0447298,0.0677636,0,0,0,0,0,0,0,0,0,0,0
9,0.0339498,0.0389646,0,0,0,0,0,0.0459247,0,0.0328544,0.0374561,0,0,0.0195251,0,0,0.0536458,0.0445419,0.0387404,0.0236801,0.0283595,0.0446735,0.031644,0.0352808,0.0486237,0.0478937,0.0262598,0.0429559,0.0434176,0.0291662,0.0359005,0.0299022,0.0493888,0.010583,0.0131199,0.0445415,0,0.026014,0.0447357,0.0295325,0,0,0.017283,0,0,0.0232115,0.0486719,0.0407239,0.0218417,0.0249797,0.0422254,0.0481511,0.041141,0.0664983,0.0728848,0.0526063,0.0705236,0.0511766,0.0532784,0.0776674,0.0124617,0.0290481,0.00337342,0.00903355,0.0446038,0.0679534,0,0,0,0,0,0,0,0,0,0,0
10,0.0340337,0.0388913,0,0,0,0,0,0.0457078,0,0.0330412,0.0373004,0,0,0.0195925,0,0,0.0535517,0.0446053,0.0384947,0.0234792,0.0286157,0.0448607,0.0316467,0.0355714,0.0485574,0.0476858,0.0261084,0.0426791,0.0428019,0.0290028,0.0355918,0.0298779,0.0493452,0.0106822,0.0131069,0.0444416,0,0.025877,0.0445786,0.0296252,0,0,0.0172866,0,0,0.0232336,0.0487549,0.0404545,0.0217488,0.0248845,0.0425213,0.0481254,0.0412363,0.0665745,0.0729385,0.0526249,0.0704657,0.0510117,0.0532427,0.077612,0.0122614,0.0288737,0.00345851,0.00909125,0.0444805,0.0681311,0,0,0,0,0,0,0,0,0,0,0
11,0.034094,0.038794,0,0,0,0,0,0.0454858,0,0.0332255,0.0370649,0,0,0.019638,0,0,0.0534535,0.0447446,0.0381796,0.0233013,0.0289372,0.0450744,0.0316041,0.0360621,0.0486622,0.0474377,0.0259305,0.0424643,0.0423904,0.0288174,0.035293,0.0298691,0.0493088,0.01083,0.01296,0.0443803,0,0.0257019,0.0444228,0.0297144,0,0,0.0173353,0,0,0.0232238,0.0488488,0.0401447,0.0216102,0.0247594,0.0427631,0.0481349,0.041314,0.0665713,0.0729662,0.0526386,0.0701569,0.0508446,0.0532887,0.0777358,0.0119625,0.0288424,0.0037257,0.00918022,0.0443235,0.0682602,0,0,0,0,0,0,0,0,0,0,0
12,0.0341894,0.0386478,0,0,0,0,0,0.0452351,0,0.0334889,0.0368832,0,0,0.0198033,0,0,0.0533086,0.0449423,0.0378197,0.0230184,0.0292203,0.0453462,0.0315362,0.0365306,0.0488775,0.0472517,0.0257321,0.0422683,0.0422137,0.0286063,0.0350101,0.0298153,0.0492503,0.0109689,0.0131423,0.0440177,0,0.0254093,0.0442265,0.0298634,0,0,0.0174382,0,0,0.0231344,0.0490234,0.0398092,0.0213845,0.0247166,0.043037,0.0481818,0.0414035,0.0665409,0.072968,0.0526648,0.0697898,0.050729,0.0532878,0.0779949,0.0116113,0.0288552,0.00390622,0.00930005,0.0441177,0.0684062,0,0,0,0,0,0,0,0,0,0,0
13,0.0342872,0.0385269,0,0,0,0,0,0.0450253,0,0.0337278,0.0367695,0,0,0.0202129,0,0,0.053065,0.0449645,0.0376026,0.0227439,0.0295464,0.0456594,0.0315597,0.0368101,0.0488451,0.0471684,0.025637,0.0419755,0.042044,0.0283296,0.0346714,0.0297357,0.049186,0.011018,0.0132523,0.043544,0,0.025144,0.0440696,0.0299643,0,0,0.0173475,0,0,0.0232456,0.04914,0.0394765,0.0211655,0.0246415,0.0433385,0.0481848,0.0414553,0.0665806,0.0729695,0.0526638,0.0694887,0.0505349,0.0531013,0.0778217,0.0113701,0.0288359,0.00383005,0.00976523,0.0439525,0.0685219,0,0,0,0,0,0,0,0,0,0,0
14,0.0343575,0.0393442,0,0,0,0,0,0.0454023,0,0.0337854,0.0370346,0,0,0.0199278,0,0,0.0529872,0.0447959,0.0375773,0.0222698,0.0298701,0.046188,0.0310828,0.0369831,0.0485605,0.047138,0.0257296,0.0416908,0.0417133,0.0279255,0.0342665,0.0289851,0.049187,0.0112698,0.0134406,0.0437446,0,0.025538,0.0437875,0.0299014,0,0,0.0171613,0,0,0.0229041,0.0496823,0.0402433,0.0202134,0.0246019,0.0439955,0.0479133,0.0412459,0.0662104,0.0729543,0.052853,0.0690026,0.050128,0.0525107,0.0772558,0.0120408,0.0291078,0.00430104,0.00973239,0.0444374,0.0686908,0,0,0,0,0,0,0,0,0,0,0
15,0.0346528,0.0386737,0,0,0,0,0,0.0450251,0,0.0342009,0.03697,0,0,0.0200495,0,0,0.0528481,0.0448554,0.0373896,0.0220785,0.0301366,0.0463936,0.031044,0.0374601,0.0487835,0.0470224,0.0254678,0.0415612,0.0413657,0.0277911,0.0340751,0.0291281,0.049179,0.0112813,0.0137758,0.0429039,0,0.0248398,0.0435795,0.0302795,0,0,0.0174993,0,0,0.0229054,0.0497614,0.0389964,0.0202703,0.024607,0.0442928,0.0481325,0.0414806,0.0663807,0.0729697,0.0528904,0.0690681,0.0500737,0.0526164,0.0773668,0.0112624,0.0290159,0.00412609,0.00938678,0.0439206,0.0688098,0,0,0,0,0,0,0,0,0,0,0
16,0.0346525,0.0382243,0,0,0,0,0,0.0446253,0,0.0343827,0.0366665,0,0,0.0201904,0,0,0.0527572,0.0452116,0.0371541,0.0220269,0.0306026,0.046582,0.0312003,0.0379775,0.0491807,0.0468467,0.0252588,0.0414028,0.0411796,0.0276903,0.0338167,0.0296682,0.0492847,0.0112355,0.0137671,0.0424429,0,0.0243811,0.043457,0.0303774,0,0,0.0177545,0,0,0.0228131,0.0495707,0.0379422,0.0204844,0.0244372,0.0444401,0.0482931,0.0417402,0.0667278,0.0729732,0.0527162,0.0686899,0.0497586,0.052544,0.0773566,0.0106521,0.028796,0.00398961,0.00958913,0.043646,0.0688933,0,0,0,0,0,0,0,0,0,0,0
17,0.0347311,0.0381047,0,0,0,0,0,0.0446822,0,0.0343983,0.0366055,0,0,0.0202413,0,0,0.0526987,0.0453163,0.0369663,0.0218431,0.0306107,0.0468873,0.0311382,0.0378525,0.0492672,0.0468087,0.0252664,0.0412742,0.04111,0.0276081,0.0337594,0.0294954,0.0493144,0.0113578,0.0137992,0.0419668,0,0.0240222,0.0432915,0.0304351,0,0,0.0178444,0,0,0.022694,0.0496871,0.0372754,0.0202785,0.0244176,0.0448413,0.0483011,0.0418199,0.0668006,0.0730073,0.0527204,0.0683339,0.0494519,0.0524133,0.0772211,0.0104082,0.0287844,0.00400358,0.00967482,0.0435656,0.0690281,0,0,0,0,0,0,0,0,0,0,0
18,0.0347617,0.0380379,0,0,0,0,0,0.0447587,0,0.0342203,0.0364798,0,0,0.0201808,0,0,0.0527121,0.0454782,0.0368357,0.021751,0.0304887,0.0472153,0.0310434,0.0377331,0.0492189,0.0468552,0.0253655,0.041181,0.0409669,0.027493,0.0336875,0.0293894,0.0494784,0.0113782,0.0137268,0.0415169,0,0.023767,0.0431824,0.0304505,0,0,0.0179098,0,0,0.0225948,0.0496758,0.0366628,0.0201139,0.0243639,0.045197,0.0482817,0.0418683,0.0669148,0.0730666,0.0526619,0.0679855,0.0490218,0.0522625,0.0770745,0.0102212,0.0287072,0.00409459,0.00974606,0.0434767,0.0692193,0,0,0,0,0,0,0,0,0,0,0
19,0.0349395,0.0378302,0,0,0,0,0,0.044721,0,0.0341898,0.0364147,0,0,0.020281,0,0,0.0526201,0.045493,0.0366428,0.0215156,0.0303034,0.0475478,0.0308468,0.0374668,0.0492302,0.0469022,0.0254657,0.0410879,0.0410181,0.0274488,0.0336506,0.0292272,0.0495064,0.0114693,0.0139012,0.0409199,0,0.0232489,0.0429523,0.0306544,0,0,0.0180613,0,0,0.0224041,0.049807,0.035789,0.0198599,0.0244176,0.0456586,0.0482842,0.0418087,0.0669284,0.0731054,0.0527118,0.0676442,0.0487691,0.0522791,0.0770795,0.0101065,0.0286218,0.00427591,0.00990339,0.0431458,0.0694792,0,0,0,0,0,0,0,0,0,0,0
20,0.0350092,0.037672,0,0,0,0,0,0.0447367,0,0.0341072,0.036415,0,0,0.0203164,0,0,0.052551,0.0455925,0.0365406,0.021339,0.0301909,0.0478245,0.0306407,0.0374229,0.049415,0.0469781,0.0255485,0.0409405,0.0413972,0.027287,0.0335167,0.0290907,0.0494991,0.0114914,0.0139245,0.040427,0,0.0227601,0.0427576,0.0307647,0,0,0.018145,0,0,0.0221882,0.0498157,0.0349281,0.019639,0.0244871,0.0459953,0.0482401,0.0417559,0.0670994,0.0731766,0.0527705,0.0671565,0.0484132,0.0520756,0.0770547,0.0101688,0.028552,0.00440511,0.00999193,0.0428475,0.0696371,0,0,0,0,0,0,0,0,0,0,0
21,0.035124,0.0372884,0,0,0,0,0,0.0453929,0,0.0345985,0.0364692,0,0,0.0206078,0,0,0.0522138,0.0455231,0.0367565,0.0208215,0.029795,0.0482827,0.0304135,0.03716,0.0494547,0.0470742,0.0255552,0.0405328,0.0414183,0.0267716,0.0330307,0.0280475,0.0495643,0.0117682,0.0140706,0.0452844,0,0.0258784,0.0425602,0.0309841,0,0,0.0182555,0,0,0.0217719,0.0495852,0.0376651,0.0192075,0.0245048,0.0466025,0.0481266,0.0425893,0.0683874,0.0737712,0.0530684,0.0646614,0.0458272,0.0492563,0.075117,0.0107845,0.0286168,0.00482192,0.0101429,0.0423681,0.0698383,0,0,0,0,0,0,0,0,0,0,0
22,0.0351246,0.0372445,0,0,0,0,0,0.0451279,0,0.03463,0.0364659,0,0,0.0207841,0,0,0.0521199,0.0455763,0.0367797,0.0206524,0.0296361,0.0483957,0.0303502,0.0371632,0.0495017,0.0471889,0.0256303,0.0403203,0.0411433,0.0264887,0.0328171,0.028314,0.0495197,0.0117348,0.0138987,0.0424283,0,0.0241553,0.0425189,0.0309977,0,0,0.0182466,0,0,0.0217969,0.0494793,0.0342739,0.0185936,0.0240918,0.0466885,0.0481737,0.0426151,0.068455,0.0737614,0.0528959,0.0653315,0.0460389,0.0503996,0.076378,0.00994593,0.0286139,0.004772,0.0102696,0.0423456,0.0698887,0,0,0,0,0,0,0,0,0,0,0
23,0.035118,0.0372159,0,0,0,0,0,0.0449287,0,0.0345676,0.0365117,0,0,0.0208406,0,0,0.0521114,0.0455791,0.0367375,0.0204761,0.0294513,0.0485797,0.030237,0.0370603,0.0496556,0.0473318,0.0256461,0.0401524,0.0409042,0.0262219,0.0326293,0.0284544,0.0494926,0.0117098,0.0138776,0.0415033,0,0.0234924,0.0423916,0.0310312,0,0,0.0183159,0,0,0.0218546,0.0494774,0.0330772,0.0183395,0.0235955,0.0468936,0.0482457,0.0431848,0.0685078,0.0737487,0.0528287,0.0661403,0.0461512,0.0509077,0.076778,0.0101867,0.0286487,0.00474009,0.0103508,0.0423533,0.0699606,0,0,0,0,0,0,0,0,0,0,0
24,0.0351726,0.0372204,0,0,0,0,0,0.0447736,0,0.0344344,0.0365443,0,0,0.0208754,0,0,0.0521262,0.0455895,0.0366719,0.0202855,0.0291711,0.0488081,0.0301163,0.0369202,0.0498394,0.0474688,0.0255943,0.0399612,0.0407658,0.0260195,0.0324374,0.0285516,0.0494778,0.0117017,0.0138668,0.0415765,0,0.0232908,0.042186,0.0311039,0,0,0.0183777,0,0,0.0218909,0.0493918,0.0328337,0.0182407,0.0229876,0.0471753,0.0482625,0.0433658,0.0685845,0.0737339,0.0527539,0.0664647,0.0461855,0.0510752,0.0767875,0.0101639,0.0285886,0.00470185,0.0104165,0.042358,0.0700613,0,0,0,0,0,0,0,0,0,0,0
25,0.0352396,0.0372479,0,0,0,0,0,0.0446206,0,0.0342612,0.0366016,0,0,0.0208989,0,0,0.0521397,0.0456664,0.0366892,0.0200268,0.0288345,0.049032,0.0300287,0.0368442,0.0500914,0.0476011,0.0254782,0.0397562,0.0406463,0.0258999,0.0322447,0.0287167,0.049439,0.0116826,0.0138711,0.0416305,0,0.0230803,0.0419811,0.0311444,0,0,0.0184435,0,0,0.021915,0.0491684,0.032596,0.0179502,0.0222751,0.0474869,0.0482762,0.043228,0.0687223,0.0737408,0.0525642,0.0666568,0.0461786,0.0510829,0.0767778,0.0102499,0.0284757,0.00466161,0.0104699,0.0423622,0.0701399,0,0,0,0,0,0,0,0,0,0,0
26,0.0353372,0.0372734,0,0,0,0,0,0.044435,0,0.0340854,0.0367276,0,0,0.0209302,0,0,0.0521156,0.045724,0.0367665,0.0197849,0.0284548,0.049211,0.029987,0.0369721,0.0504261,0.0476922,0.0253424,0.0396559,0.0403842,0.0257994,0.0320686,0.0289623,0.0493779,0.0116505,0.0138897,0.0417572,0,0.0228102,0.0418386,0.0312029,0,0,0.0184832,0,0,0.0219208,0.0489755,0.032394,0.0174423,0.0215043,0.047827,0.0482999,0.0430166,0.0689272,0.0737949,0.0523438,0.0668568,0.0461646,0.0510796,0.076947,0.0103155,0.0283482,0.0046281,0.0105079,0.0423639,0.0702325,0,0,0,0,0,0,0,0,0,0,0
27,0.0354422,0.0372508,0,0,0,0,0,0.0440816,0,0.0338774,0.0370958,0,0,0.0209843,0,0,0.0520766,0.0456901,0.0364454,0.019733,0.0280529,0.0494065,0.029937,0.0369461,0.0507493,0.0477323,0.0251432,0.0396144,0.0398667,0.0257056,0.0319295,0.029329,0.0492811,0.0115666,0.013954,0.0420032,0,0.0224392,0.0416443,0.0312926,0,0,0.0184945,0,0,0.0219139,0.0489133,0.0322231,0.0174206,0.0207204,0.0482053,0.0482976,0.0427773,0.0691423,0.0738762,0.0521752,0.0669657,0.0461211,0.0510943,0.0773496,0.0103714,0.028237,0.00461231,0.0105412,0.0423,0.0703651,0,0,0,0,0,0,0,0,0,0,0
28,0.0355024,0.0371859,0,0,0,0,0,0.0437241,0,0.0336736,0.0371742,0,0,0.0210151,0,0,0.0520896,0.0455577,0.0361945,0.0195485,0.027725,0.0496308,0.0298689,0.0366332,0.0510024,0.0478483,0.0249041,0.0395223,0.0395751,0.0255804,0.0317197,0.0296364,0.049244,0.0115594,0.0139704,0.0422512,0,0.0219327,0.0413492,0.0313689,0,0,0.0185318,0,0,0.021932,0.0488718,0.0320426,0.0175755,0.0198234,0.0486494,0.0482518,0.0425111,0.0692847,0.073921,0.0520395,0.0667743,0.0461074,0.0511155,0.0773954,0.0103915,0.0281654,0.00459519,0.0105414,0.0421331,0.0706286,0,0,0,0,0,0,0,0,0,0,0
29,0.0356377,0.0371073,0,0,0,0,0,0.0433224,0,0.0334656,0.0368763,0,0,0.0210012,0,0,0.0520887,0.0453452,0.0360294,0.0192419,0.0273689,0.0498205,0.029861,0.036354,0.0512551,0.0480173,0.0246313,0.039308,0.0394833,0.0254383,0.0315043,0.0300335,0.0492856,0.0115692,0.013981,0.0422722,0,0.0214596,0.0410391,0.0314451,0,0,0.0185649,0,0,0.0219312,0.0488381,0.0318408,0.0176699,0.0189614,0.0491187,0.0481967,0.0422273,0.0693705,0.0739842,0.0519903,0.066433,0.0461442,0.0511774,0.0771739,0.0104157,0.0281062,0.0045805,0.010498,0.0419247,0.0709181,0,0,0,0,0,0,0,0,0,0,0
30,0.0357784,0.037036,0,0,0,0,0,0.0428359,0,0.033257,0.0367671,0,0,0.0209687,0,0,0.0520816,0.0450828,0.0358226,0.0191567,0.0270226,0.0499388,0.0298658,0.0361669,0.0516056,0.0481479,0.0242584,0.0391084,0.0393522,0.0253216,0.031306,0.0305888,0.0492165,0.0115346,0.0139709,0.04214,0,0.0210589,0.0407396,0.0315027,0,0,0.018589,0,0,0.0218826,0.0487843,0.0317954,0.0177601,0.0181631,0.049567,0.0481676,0.0419817,0.0695205,0.0741444,0.052001,0.0663856,0.0462193,0.0512567,0.0772352,0.010515,0.0280619,0.00455551,0.0104574,0.0416971,0.0711981,0,0,0,0,0,0,0,0,0,0,0
31,0.0359275,0.0369514,0,0,0,0,0,0.0423205,0,0.0330468,0.0369023,0,0,0.0209807,0,0,0.0521121,0.0447564,0.0356277,0.0190716,0.026705,0.0500446,0.0298394,0.0360579,0.0518965,0.0482548,0.0238354,0.0388187,0.0390652,0.0252522,0.0311096,0.0311869,0.0491226,0.0115268,0.0139896,0.0420141,0,0.0206502,0.0403846,0.0315808,0,0,0.018613,0,0,0.0218312,0.0487599,0.0318477,0.0178052,0.0174194,0.0499576,0.0481185,0.0418066,0.069743,0.0743856,0.0519803,0.0666557,0.0463346,0.0514069,0.0772684,0.0106093,0.0280579,0.0045426,0.0103911,0.0414424,0.071473,0,0,0,0,0,0,0,0,0,0,0
32,0.0359744,0.036897,0,0,0,0,0,0.0418208,0,0.0328545,0.0370767,0,0,0.0210341,0,0,0.0521258,0.0444448,0.0355605,0.0189068,0.0263777,0.0502559,0.0297799,0.03603,0.0521545,0.0483746,0.0234105,0.0383,0.0391401,0.0251534,0.0308508,0.0317489,0.0490436,0.011519,0.0140828,0.041681,0,0.0202151,0.0400163,0.031669,0,0,0.0186549,0,0,0.0218123,0.0487717,0.0319335,0.0177782,0.0166542,0.0503195,0.0480749,0.0416665,0.0700374,0.0746744,0.0518865,0.0670429,0.0464381,0.0515645,0.0773652,0.0107614,0.0280067,0.00450003,0.0103567,0.0412027,0.0717253,0,0,0,0,0,0,0,0,0,0,0
33,0.0360115,0.0369102,0,0,0,0,0,0.0412861,0,0.032697,0.0372047,0,0,0.0210883,0,0,0.052144,0.0441597,0.0355573,0.0187171,0.0260211,0.050514,0.0297161,0.0360027,0.052445,0.0485877,0.0229904,0.0380553,0.0392341,0.0249989,0.030565,0.0323708,0.0489782,0.0114858,0.014149,0.0412487,0,0.0197718,0.0396535,0.0318722,0,0,0.0186924,0,0,0.0218057,0.0488239,0.032099,0.0176554,0.0159774,0.0507198,0.0480223,0.0415702,0.0703734,0.0749251,0.0516797,0.0674632,0.0465135,0.0517162,0.0774783,0.0109429,0.0279251,0.00444601,0.0103688,0.0410362,0.0718901,0,0,0,0,0,0,0,0,0,0,0
34,0.0360448,0.0369461,0,0,0,0,0,0.0406816,0,0.0325459,0.0373818,0,0,0.0210858,0,0,0.0522052,0.0439076,0.0355329,0.0185724,0.0256915,0.0507647,0.0297143,0.0359828,0.0527511,0.0488349,0.0225529,0.0380156,0.0391175,0.0248759,0.0302846,0.0331138,0.0489096,0.0114767,0.0141835,0.0408341,0,0.0193462,0.0392425,0.0322965,0,0,0.0187517,0,0,0.0218356,0.0488487,0.032326,0.0174666,0.015428,0.0511061,0.0479975,0.0414914,0.0708717,0.0751384,0.05142,0.0675798,0.0465846,0.0517246,0.0775466,0.0111521,0.0277643,0.0043922,0.0104239,0.0409817,0.0720316,0,0,0,0,0,0,0,0,0,0,0
35,0.0357969,0.0369199,0,0,0,0,0,0.0393065,0,0.0324394,0.0379454,0,0,0.0211445,0,0,0.0518149,0.04325,0.0359553,0.0189714,0.0250882,0.0502308,0.0284385,0.0360628,0.0537992,0.0493512,0.0213477,0.0376678,0.0386744,0.0247215,0.0297797,0.0353777,0.0494821,0.0114297,0.0135877,0.0409349,0,0.0191306,0.0387174,0.0325121,0,0,0.0186951,0,0,0.0218809,0.0488359,0.0325486,0.0193351,0.0141864,0.0516088,0.0480567,0,0.0734401,0.0769459,0.0526648,0.066102,0.0453836,0.0507243,0.0765961,0.0112308,0.027811,0.0043932,0.0105628,0.0412521,0.0711726,0,0,0,0,0,0,0,0,0,0,0
36,0.0361832,0.0369796,0,0,0,0,0,0.0392658,0,0.0322919,0.0379716,0,0,0.0209925,0,0,0.0524603,0.0435391,0.0354357,0.0182107,0.0249293,0.0512575,0.0296551,0.0358075,0.053812,0.0494379,0.0221051,0.0378436,0.0389214,0.0248765,0.0297488,0.0350078,0.0487479,0.0115645,0.0142718,0.0397446,0,0.0185361,0.0385276,0.0325527,0,0,0.0189445,0,0,0.021927,0.0488432,0.0327239,0.0173466,0.0146047,0.0519664,0.0481124,0.0413716,0.0715515,0.0756757,0.0510351,0.0676326,0.0468267,0.0518062,0.0776113,0.0117233,0.0273767,0.00421436,0.0106368,0.0407901,0.0724247,0,0,0,0,0,0,0,0,0,0,0
