Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_B,,x76
1595,0.039176,0.0293952,0,0,0,0,0,0.0248744,0,0.0325191,0.0434329,0,0,0.0242705,0,0,0.0505266,0.0422248,0.0431556,0.0124338,0.0276824,0.0550431,0.0279508,0.0326629,0.0529266,0.0479035,0.0143291,0.0347732,0.0339885,0.0235275,0.0260118,0.0804317,0.0522639,0.00980835,0.0143206,0.0304365,0,0.0201673,0.0341597,0.0329832,0,0,0.0195211,0,0,0.0161111,0.0543825,0.0549621,0.0113083,0,0.0575373,0.0418979,0.0307825,0.0648593,0.0729319,0.0424966,0.0641025,0.044777,0.0469223,0.0761515,0.0547951,0.0279894,0.00487689,0.00254851,0.034994,0.0805738,0,0,0,0,0,0,0,0,0,0,0
1596,0.0388941,0.0295079,0,0,0,0,0,0.024961,0,0.0325687,0.0435021,0,0,0.0242105,0,0,0.05059,0.0426554,0.0430439,0.0123088,0.027808,0.0555205,0.0280328,0.0326393,0.052926,0.0479621,0.0145249,0.0347584,0.0338582,0.0235487,0.0259744,0.0806152,0.052167,0.00998632,0.0143009,0.0303938,0,0.0203676,0.0338893,0.0328792,0,0,0.0195531,0,0,0.0161989,0.0558397,0.0551442,0.0114062,0,0.0579736,0.0419853,0.030669,0.0647371,0.0731782,0.0426941,0.0639251,0.0446345,0.0467047,0.0760204,0.0548582,0.0279293,0.00460358,0.00255962,0.0351164,0.0804771,0,0,0,0,0,0,0,0,0,0,0
1597,0.0389221,0.0298311,0,0,0,0,0,0.0247955,0,0.0322381,0.0450227,0,0,0.0252819,0,0,0.0503147,0.0427957,0.0421322,0.0120034,0,0.0560197,0.0282603,0.0324973,0.0521528,0.0468603,0.0147645,0.035249,0.0341135,0.0237132,0.0264114,0.0788169,0.0517684,0.0101857,0.0132563,0.0303655,0,0.0205138,0.0342786,0.0330886,0,0,0.0199837,0,0,0.0161405,0.0584074,0.0552831,0.0119019,0,0.0588463,0.0424309,0.0298585,0.0641991,0.0726869,0.0428085,0.0642552,0.0445296,0.0466585,0.0760888,0.0542952,0.0275578,0.00370702,0.00239169,0.0351795,0.0808388,0,0,0,0,0,0,0,0,0,0,0
1598,0.038028,0.0303001,0,0,0,0,0,0.0250791,0,0.0327765,0.0459423,0,0,0.0253909,0,0,0.050671,0.0432215,0.0428627,0.0126813,0.0281701,0.0568071,0.0289526,0.0333183,0.0528691,0.0478596,0.0147032,0.0348353,0.033634,0.0234427,0.0260666,0.0808618,0.0512806,0.0103609,0.0134519,0.0303675,0,0.0206142,0.0343581,0.0321144,0,0,0.0205618,0,0,0.0157587,0.0555315,0.0553868,0.0116839,0,0.0591341,0.0420033,0.0305247,0.0648636,0.0730849,0.0432336,0.0639179,0.0442927,0.0463915,0.075642,0.0549017,0.0277788,0.00297561,0.00220459,0.0358633,0.0801724,0,0,0,0,0,0,0,0,0,0,0
1599,0.0375421,0.0307238,0,0,0,0,0,0.0251392,0,0.0326878,0.0462635,0,0,0.0244061,0,0,0.0515255,0.0428465,0.042647,0.01286,0.0283708,0.057588,0.02862,0.0330513,0.0530425,0.0477869,0.0145971,0.0346805,0.0337177,0.0233994,0.0260541,0.0812336,0.05061,0.0106308,0.0146292,0.0302394,0,0.0206504,0.0350185,0.0317762,0,0,0.020922,0,0,0.0163471,0.0540736,0.0553457,0.0121856,0,0.0599772,0.0421731,0.0306381,0.0649475,0.0731045,0.0425593,0.0635925,0.0441801,0.0462578,0.0750896,0.0549584,0.0275434,0.00194023,0.00319943,0.0362586,0.0796648,0,0,0,0,0,0,0,0,0,0,0
1600,0.0369679,0.031399,0,0,0,0,0,0.025216,0,0.0326038,0.0458407,0,0,0.024381,0,0,0.0518775,0.0422865,0.0422746,0.0134465,0.0286389,0.0582515,0.0287052,0.0324512,0.0530596,0.0479859,0.0146899,0.0346993,0.0339701,0.0235435,0.0261286,0.08161,0.0496853,0.011022,0.0150502,0.0301095,0,0.0206789,0.0354856,0.0313495,0,0,0.0216308,0,0,0.0167877,0.0540534,0.0552778,0.0126992,0,0.0606113,0.0424871,0.0306424,0.0649233,0.073367,0.0424072,0.0633389,0.0441042,0.0461377,0.0746321,0.054772,0.027075,0.00122363,0.00357897,0.036937,0.0790906,0,0,0,0,0,0,0,0,0,0,0
1601,0.0358103,0.0317677,0,0,0,0,0,0.0254163,0,0.0319959,0,0,0,0.0246055,0,0,0.0516113,0.0370811,0.0416329,0.0207864,0.0301265,0.0601597,0.0275717,0.0281934,0.0508601,0.0484395,0.017066,0.0357992,0.0350646,0.0245922,0.0269656,0.0830143,0.049518,0.0108865,0.01452,0.0295877,0,0.0203655,0.0359478,0.0307519,0,0,0.0220693,0,0,0.0169026,0.0573367,0.0543806,0.0132399,0,0.0615914,0.0419993,0.0305258,0.0641164,0.073516,0.0437098,0.0634218,0.0436376,0.0460371,0.0739691,0.0521337,0.0272007,0.00121856,0.00320814,0.037613,0.0776164,0,0,0,0,0,0,0,0,0,0,0
1602,0.0360543,0.0325655,0,0,0,0,0,0.0255156,0,0.0328243,0.0463152,0,0,0.0242675,0,0,0.0522889,0.0422647,0.0430494,0.0135467,0.0293183,0.0593172,0.0287157,0.0321727,0.0531213,0.0487135,0.0147346,0.0346079,0.0337911,0.0235017,0.0262355,0.0820461,0.0481586,0.011235,0.0154011,0.0300195,0,0.0206934,0.0345056,0.0307341,0,0,0.0228744,0,0,0.017272,0.0539391,0.0552707,0.0136413,0,0.061756,0.0429059,0.0305312,0.0646892,0.0735454,0.0425814,0.0631936,0.0439682,0.0460615,0.0733761,0.0544136,0.0263499,0.00108398,0.00353232,0.0379205,0.0785085,0,0,0,0,0,0,0,0,0,0,0
1603,0.0357458,0.0327277,0,0,0,0,0,0.0256239,0,0.0328537,0.04651,0,0,0.0241809,0,0,0.0522492,0.0424901,0.0432032,0.0134732,0.0299571,0.0595175,0.0290263,0.0321129,0.0531829,0.0484813,0.0145225,0.034627,0.0337103,0.0235399,0.0263041,0.0823997,0.0475168,0.0113559,0.015345,0.029997,0,0.020711,0.0344065,0.0305487,0,0,0.0222686,0,0,0.0179068,0.0540212,0.0553191,0.013878,0,0.0619919,0.0429531,0.0306699,0.0646126,0.0735825,0.0427038,0.0629265,0.0439575,0.0460093,0.0732963,0.0545274,0.02618,0.00138083,0.00362837,0.0381656,0.0785088,0,0,0,0,0,0,0,0,0,0,0
1604,0.0353927,0.0328747,0,0,0,0,0,0.0256564,0,0.0328475,0.0466976,0,0,0.0238422,0,0,0.0522676,0.0425132,0.0430812,0.0133885,0.0312505,0.0595299,0.0293066,0.0321129,0.053122,0.0490265,0.0143771,0.0345396,0.0337386,0.0235696,0.0263282,0.0825521,0.0471817,0.0115016,0.0154764,0.0299533,0,0.0207516,0.0348053,0.030309,0,0,0.0219114,0,0,0.0176242,0.0541586,0.0553309,0.0138958,0,0.062034,0.0428832,0.0308385,0.0648441,0.0734467,0.0429744,0.0625165,0.0438717,0.0458507,0.0737525,0.0546424,0.0262287,0.001656,0.00329735,0.0384271,0.0786102,0,0,0,0,0,0,0,0,0,0,0
1605,0.0356148,0.032933,0,0,0,0,0,0.0254807,0,0.0325029,0.0478195,0,0,0.0237447,0,0,0.0523115,0.0420059,0.0425516,0.0129356,0,0.0594448,0.0291571,0.0310372,0.0517084,0.0478511,0.0150334,0.0349282,0.0340311,0.0237851,0.026958,0.0811205,0.0470566,0.01157,0.0155451,0.0299048,0,0.020781,0.0346076,0.030743,0,0,0.0217598,0,0,0.017336,0.0547658,0.0553425,0.014358,0,0.0624674,0.0430352,0.0301111,0.0640708,0.0725829,0.0423408,0.0626388,0.0438696,0.0458696,0.074319,0.0540444,0.0261706,0.00126005,0.00338285,0.0383513,0.0792789,0,0,0,0,0,0,0,0,0,0,0
1606,0.0356299,0.033074,0,0,0,0,0,0.0254943,0,0.0326379,0.0477431,0,0,0.023652,0,0,0.0524166,0.0419679,0.0425519,0.0127195,0,0.0593757,0.0294497,0.0303974,0.051737,0.0476237,0.0151392,0.0350834,0.0339423,0.0237387,0.0270031,0.0813138,0.0471556,0.0116406,0.0157568,0.0298773,0,0.0208274,0.0346795,0.030677,0,0,0.0218059,0,0,0.0168816,0.0546605,0.0554346,0.0144607,0,0.0625054,0.0426321,0.0302819,0.0640207,0.0726234,0.0422189,0.0623441,0.0436325,0.0457759,0.074264,0.0536407,0.0265578,0.000934632,0.00306471,0.0387195,0.0794727,0,0,0,0,0,0,0,0,0,0,0
1607,0.0358873,0.0333223,0,0,0,0,0,0.0255866,0,0.0326094,0.0476969,0,0,0.0236449,0,0,0.0525925,0.0418713,0.0426853,0.0127686,0,0.0594127,0.0296565,0.0308023,0.0515385,0.0475854,0.0153564,0.0350337,0.0337978,0.0236843,0.0269262,0.0814918,0.0474002,0.0117137,0.0158946,0.0298256,0,0.02086,0.0343529,0.0306657,0,0,0.0220707,0,0,0.0167087,0.0548363,0.0554288,0.0145905,0,0.0626052,0.0421268,0.030049,0.0639086,0.0724847,0.0421762,0.062356,0.0435403,0.0455443,0.0740499,0.053248,0.0269002,0.000812307,0.00286004,0.039224,0.0796543,0,0,0,0,0,0,0,0,0,0,0
1608,0.0359149,0.033589,0,0,0,0,0,0.0256444,0,0.03255,0.0476238,0,0,0.0236775,0,0,0.0528324,0.0417634,0.0427553,0.0128693,0,0.0595585,0.0297501,0.0331483,0.0512686,0.047661,0.0156425,0.0349189,0.0338275,0.0236342,0.0268093,0.0817189,0.0474013,0.0118934,0.0159336,0.0297405,0,0.0209053,0.0345326,0.0305546,0,0,0.0223997,0,0,0.0170583,0.0548124,0.0553953,0.0147022,0,0.0627177,0.0416965,0.0298859,0.0638351,0.0724854,0.0422849,0.0627358,0.0434402,0.0453471,0.0737531,0.0529191,0.0270167,0.000947427,0.0028007,0.039818,0.0796967,0,0,0,0,0,0,0,0,0,0,0
1609,0.0357501,0.0337947,0,0,0,0,0,0.0256416,0,0.0325143,0.047455,0,0,0.023732,0,0,0.0531167,0.0417393,0.0426298,0.0127924,0,0.0596135,0.0298002,0.0340069,0.0510347,0.0480131,0.0157612,0.0348348,0.0339576,0.0237041,0.0267853,0.0820374,0.0471938,0.01213,0.0160205,0.0295936,0,0.0209588,0.0354008,0.03042,0,0,0.022524,0,0,0.0175035,0.0545038,0.0553701,0.014806,0,0.0628557,0.0414389,0.0299622,0.0638634,0.0725169,0.0423251,0.062841,0.0433073,0.0452376,0.073481,0.0527157,0.0269926,0.00111452,0.0028154,0.040375,0.0796305,0,0,0,0,0,0,0,0,0,0,0
1610,0.0355833,0.0338589,0,0,0,0,0,0.0256209,0,0.032498,0.0471985,0,0,0.023783,0,0,0.0534288,0.0418968,0.0424653,0.0126648,0,0.0597046,0.0298414,0.0338716,0.0510462,0.0482506,0.015747,0.0348885,0.0340362,0.0238235,0.0268603,0.082401,0.0469618,0.0122423,0.016123,0.0294394,0,0.0210062,0.0358996,0.0303789,0,0,0.0224057,0,0,0.0176538,0.0542852,0.0553841,0.0149053,0,0.0630582,0.0413424,0.0301236,0.0641746,0.0725059,0.0423791,0.0627158,0.0432148,0.045176,0.0733504,0.0525835,0.0268797,0.00119032,0.0028805,0.0407718,0.0795087,0,0,0,0,0,0,0,0,0,0,0
1611,0.0354832,0.0338927,0,0,0,0,0,0.0256156,0,0.0324786,0.0470656,0,0,0.0238258,0,0,0.0536393,0.0419909,0.0425139,0.0126789,0,0.0599374,0.029882,0.0335937,0.0511007,0.0482727,0.0156718,0.0349426,0.0340462,0.0238181,0.026888,0.0825615,0.0468265,0.0123544,0.0162196,0.0294178,0,0.0210381,0.0357762,0.030398,0,0,0.0222849,0,0,0.017479,0.0543974,0.0553994,0.0150543,0,0.0632906,0.0413819,0.0301824,0.0644448,0.0724525,0.0424462,0.0625145,0.043123,0.0452116,0.0734583,0.0523909,0.0267538,0.00126999,0.00297868,0.0410651,0.0795057,0,0,0,0,0,0,0,0,0,0,0
1612,0.0354486,0.0339644,0,0,0,0,0,0.0256196,0,0.0325039,0.0470773,0,0,0.0238261,0,0,0.0537018,0.0420939,0.0425345,0.0127393,0,0.0602345,0.029905,0.033685,0.0511149,0.0482144,0.0156791,0.0349899,0.0340182,0.0237397,0.0268452,0.0825684,0.0467473,0.0124715,0.0162109,0.0294099,0,0.0210334,0.0351422,0.0304399,0,0,0.0222933,0,0,0.0173057,0.0546684,0.0553895,0.0151492,0,0.0635404,0.0415346,0.0299928,0.0644951,0.0723449,0.0424553,0.0621979,0.0430717,0.0453738,0.0735961,0.0521541,0.02661,0.00133256,0.00309254,0.0413078,0.0796486,0,0,0,0,0,0,0,0,0,0,0
1613,0.0355164,0.0340464,0,0,0,0,0,0.0256427,0,0.0325437,0.0472098,0,0,0.0238031,0,0,0.0536806,0.0421889,0.0424974,0.012829,0,0.0604275,0.0298793,0.0341967,0.0511157,0.0481626,0.0157403,0.0348743,0.0339777,0.023703,0.0268311,0.0826116,0.0466903,0.0124503,0.0160955,0.0293491,0,0.0210165,0.0349335,0.0304337,0,0,0.0223957,0,0,0.0173003,0.054771,0.0553359,0.0151411,0,0.0637311,0.0417759,0.0298794,0.064256,0.0722759,0.042426,0.0619325,0.0430387,0.0454094,0.0736949,0.0519146,0.0265369,0.00137736,0.00324702,0.0414932,0.0797031,0,0,0,0,0,0,0,0,0,0,0
1614,0.035618,0.0340644,0,0,0,0,0,0.0256688,0,0.0325399,0.0473392,0,0,0.0235846,0,0,0.0536854,0.0422954,0.0425513,0.0129575,0,0.0605235,0.029747,0.0342922,0.0511724,0.0480814,0.0157225,0.0348061,0.033957,0.0236954,0.0268287,0.082668,0.0467843,0.0123484,0.0160344,0.0292542,0,0.0209916,0.0349608,0.0305107,0,0,0.0225428,0,0,0.0173893,0.0547519,0.055258,0.0150783,0,0.0638248,0.0420292,0.0298301,0.0641283,0.0722924,0.0423684,0.0618618,0.0430056,0.0452771,0.0737122,0.0517043,0.0265621,0.00139523,0.00343164,0.0415244,0.0795292,0,0,0,0,0,0,0,0,0,0,0
1615,0.0358094,0.0340181,0,0,0,0,0,0.0256828,0,0.0324955,0.0473921,0,0,0.0234519,0,0,0.053502,0.0423888,0.0425051,0.0129875,0,0.0604949,0.0296592,0.0338588,0.0513202,0.0480658,0.0156238,0.0347441,0.0339127,0.0236848,0.0267543,0.0827404,0.0470336,0.0122288,0.0158249,0.0291738,0,0.0209608,0.0349363,0.0307239,0,0,0.0226425,0,0,0.0175666,0.0546848,0.055207,0.0149851,0,0.0637595,0.0422425,0.029802,0.064112,0.072229,0.0422781,0.0619835,0.042952,0.0450257,0.0737893,0.0516373,0.026597,0.00143976,0.00358499,0.0414254,0.0794708,0,0,0,0,0,0,0,0,0,0,0
1616,0.0360056,0.0339576,0,0,0,0,0,0.0257184,0,0.0324623,0.0474182,0,0,0.0232999,0,0,0.0531191,0.0424555,0.0425811,0.0129315,0,0.060436,0.0295669,0.0337455,0.0514415,0.0480662,0.015539,0.0347314,0.0339388,0.0237167,0.0267292,0.082847,0.0473298,0.0121223,0.0155479,0.029141,0,0.0209703,0.0347344,0.0310112,0,0,0.0226477,0,0,0.0177557,0.0546202,0.0552114,0.0148044,0,0.0635661,0.0423697,0.0297561,0.0640914,0.0720969,0.0421944,0.0621825,0.042922,0.0449728,0.0738741,0.0516772,0.0265989,0.00144671,0.00368833,0.0412497,0.079617,0,0,0,0,0,0,0,0,0,0,0
1617,0.0361944,0.0338811,0,0,0,0,0,0.0257461,0,0.0325066,0.0473487,0,0,0.0231532,0,0,0.0527749,0.0425439,0.0426318,0.0128277,0,0.0603854,0.0294815,0.0338253,0.0515235,0.0480118,0.0154778,0.0347491,0.0340195,0.0236883,0.0267332,0.0829516,0.0476161,0.0120576,0.0152993,0.0291805,0,0.02101,0.0345529,0.0312639,0,0,0.0224387,0,0,0.0177618,0.0545428,0.05525,0.0145266,0,0.0632662,0.0424321,0.0296983,0.0640492,0.0720449,0.0421044,0.0621168,0.0429397,0.0451271,0.0739229,0.0515392,0.0266078,0.00141004,0.00382319,0.0410096,0.0798196,0,0,0,0,0,0,0,0,0,0,0
1618,0.0364653,0.0337989,0,0,0,0,0,0.0257717,0,0.0325562,0.0472154,0,0,0.0230354,0,0,0.052613,0.0426329,0.0427393,0.0127279,0,0.0602253,0.0294055,0.0339165,0.051602,0.0479188,0.0154362,0.0348852,0.0341338,0.0236024,0.0267378,0.0830747,0.0479492,0.0120171,0.0150429,0.0291499,0,0.0210341,0.0344599,0.0314555,0,0,0.0220792,0,0,0.0175082,0.0544788,0.0552307,0.0142536,0,0.0629431,0.0424235,0.0296276,0.0640308,0.0720391,0.0420419,0.0620854,0.043012,0.0452112,0.0738774,0.0516043,0.026653,0.00132509,0.00399436,0.0406544,0.0799974,0,0,0,0,0,0,0,0,0,0,0
1619,0.0365292,0.0336624,0,0,0,0,0,0.0257673,0,0.0325491,0.0470251,0,0,0.0229066,0,0,0.0525943,0.0426593,0.0427665,0.0125919,0,0.0599142,0.0293402,0.0339859,0.051667,0.0478652,0.015451,0.0350688,0.0341766,0.0235541,0.026663,0.0832437,0.04825,0.0119241,0.0148782,0.0290587,0,0.0210151,0.0347193,0.0316873,0,0,0.021794,0,0,0.0171896,0.0544504,0.0551816,0.0139827,0,0.062635,0.042407,0.0295499,0.064027,0.0720243,0.0419904,0.0620983,0.043079,0.045194,0.073814,0.0516611,0.0267227,0.00114707,0.0040403,0.0401687,0.080168,0,0,0,0,0,0,0,0,0,0,0
1620,0.0364709,0.0335051,0,0,0,0,0,0.025838,0,0.0325269,0.0467942,0,0,0.0227271,0,0,0.0525996,0.0426268,0.0428575,0.0124475,0,0.059558,0.0292749,0.0340269,0.051682,0.0478288,0.015399,0.0352425,0.0341478,0.0235867,0.0266053,0.0834167,0.0484901,0.0117738,0.0147444,0.0288973,0,0.0209524,0.0352956,0.0319846,0,0,0.0217254,0,0,0.0169523,0.0544265,0.0551553,0.0136996,0,0.062277,0.0423835,0.0295041,0.0640349,0.0720318,0.0419273,0.0620758,0.0431443,0.0451392,0.0737646,0.0516458,0.0268091,0.000940969,0.00420326,0.0396938,0.080303,0,0,0,0,0,0,0,0,0,0,0
1621,0.03695,0.0334296,0,0,0,0,0,0.025897,0,0.0324882,0.0465778,0,0,0.0225142,0,0,0.0525276,0.0425784,0.0428768,0.0122934,0,0.0592648,0.0292348,0.0340906,0.0516191,0.0478386,0.0153789,0.0353266,0.0341702,0.0235306,0.0265835,0.0835792,0.0487563,0.0117105,0.0146357,0.02883,0,0.0208861,0.0349911,0.0322747,0,0,0.0219045,0,0,0.016851,0.0544572,0.0551258,0.0133491,0,0.0619548,0.0422852,0.0293904,0.0639448,0.0719992,0.0417929,0.0620209,0.0432876,0.0450779,0.0738142,0.0515719,0.0269433,0.000735483,0.00449642,0.0393595,0.0804047,0,0,0,0,0,0,0,0,0,0,0
1622,0.0374451,0.033454,0,0,0,0,0,0.025923,0,0.0324337,0.0464303,0,0,0.0223066,0,0,0.0523978,0.0424983,0.0428177,0.0121797,0,0.059,0.0292292,0.0342476,0.0515252,0.0478673,0.0154089,0.0352408,0.0341476,0.0234935,0.0265742,0.0837482,0.048988,0.0116974,0.0145286,0.0287758,0,0.020834,0.0348597,0.0325493,0,0,0.0221572,0,0,0.0167111,0.0544502,0.0550336,0.0130486,0,0.0616376,0.0422328,0.0293492,0.0638461,0.0719996,0.0417113,0.0619708,0.0434575,0.0449696,0.0738547,0.051564,0.0270782,0.000902626,0.00491243,0.0391605,0.0805756,0,0,0,0,0,0,0,0,0,0,0
1623,0.037793,0.0334521,0,0,0,0,0,0.0259452,0,0.0323836,0.046312,0,0,0.0221627,0,0,0.052312,0.0424316,0.0427124,0.0121332,0,0.0587584,0.0291615,0.0344699,0.051486,0.0479185,0.015363,0.0351828,0.0341365,0.0233909,0.0265593,0.0838673,0.0491727,0.0116619,0.0144088,0.0287448,0,0.0207735,0.0349832,0.0327709,0,0,0.0223691,0,0,0.0167589,0.0544717,0.0549872,0.0128432,0,0.0613377,0.0421913,0.0293787,0.063781,0.071985,0.0417731,0.0620141,0.0435673,0.0449769,0.0738999,0.0516434,0.027151,0.00149132,0.00545545,0.0390477,0.0806958,0,0,0,0,0,0,0,0,0,0,0
1624,0.0379838,0.0334706,0,0,0,0,0,0.025944,0,0.0323237,0.0462023,0,0,0.0221654,0,0,0.0521276,0.0423666,0.0427236,0.012169,0,0.0586252,0.0291922,0.0345954,0.0514706,0.0479184,0.0153607,0.0351843,0.0341828,0.0234093,0.0265304,0.0838986,0.049319,0.0114916,0.0142853,0.0287391,0,0.0206953,0.0343835,0.0328988,0,0,0.0226253,0,0,0.0168976,0.0543875,0.0549518,0.0126925,0,0.061118,0.0420938,0.0292968,0.0637788,0.071974,0.0419827,0.0623415,0.0435573,0.0450057,0.0739896,0.0516167,0.0272343,0.00210748,0.00600995,0.0390698,0.0808136,0,0,0,0,0,0,0,0,0,0,0
1625,0.0380728,0.0334491,0,0,0,0,0,0.0259207,0,0.032242,0.0461038,0,0,0.0221757,0,0,0.0519348,0.0422512,0.0427962,0.0122062,0,0.0584967,0.0291619,0.0348285,0.0514171,0.048019,0.0153977,0.0353032,0.0342769,0.0234646,0.0265292,0.0838716,0.0493921,0.0113612,0.0142163,0.0287603,0,0.0206825,0.0340901,0.0330236,0,0,0.0227482,0,0,0.0170419,0.0543716,0.0549527,0.0125832,0,0.060973,0.0420844,0.0292032,0.0637854,0.0719864,0.0420163,0.0627456,0.0436719,0.0450823,0.0740575,0.0515993,0.027254,0.00263871,0.0063321,0.0391679,0.0809186,0,0,0,0,0,0,0,0,0,0,0
1626,0.0380094,0.0333967,0,0,0,0,0,0.0258816,0,0.0321603,0.0459898,0,0,0.0222021,0,0,0.0517771,0.0421134,0.0426092,0.0121285,0,0.0583723,0.0290887,0.0351616,0.0512585,0.0484491,0.0153922,0.0352946,0.034452,0.0234802,0.0265324,0.0838846,0.049402,0.0112941,0.0141494,0.0287698,0,0.0206292,0.034054,0.0330506,0,0,0.0227485,0,0,0.0171068,0.0542722,0.0549236,0.0125089,0,0.0608713,0.0421124,0.0291767,0.0637866,0.0721049,0.0419778,0.0629251,0.0438043,0.0452579,0.0740522,0.0515868,0.0270996,0.00310099,0.00659911,0.0393286,0.0809934,0,0,0,0,0,0,0,0,0,0,0
1627,0.03783,0.0333664,0,0,0,0,0,0.0258054,0,0.0321401,0.0457462,0,0,0.022203,0,0,0.0517244,0.0420063,0.042317,0.0119735,0,0.0582782,0.0290028,0.0352651,0.0510935,0.04936,0.0153129,0.035358,0.0347061,0.0234952,0.0265059,0.0840203,0.0493374,0.011242,0.0141611,0.028734,0,0.0205327,0.0346568,0.0330875,0,0,0.0226853,0,0,0.0171943,0.0541669,0.0548026,0.0123555,0,0.0607641,0.0421586,0.0292573,0.0638547,0.0723356,0.0422044,0.0630002,0.0439288,0.0452999,0.0739614,0.0515749,0.0268921,0.00344772,0.00691693,0.0395601,0.08098,0,0,0,0,0,0,0,0,0,0,0
1628,0.0377957,0.0333445,0,0,0,0,0,0.0257511,0,0.0322358,0.0456333,0,0,0.0221851,0,0,0.0518001,0.0418045,0.0422764,0.0119825,0,0.0582249,0.028907,0.0351893,0.051075,0.0496868,0.0152713,0.0355827,0.0348463,0.023549,0.0264339,0.0840451,0.0492868,0.0112003,0.0142767,0.0286785,0,0.0204465,0.034771,0.0331196,0,0,0.0225745,0,0,0.017333,0.0540985,0.0546184,0.0122318,0,0.0607154,0.0422293,0.0293107,0.0639118,0.0724017,0.0423705,0.0631087,0.0440386,0.0452011,0.0740106,0.0514405,0.0269255,0.00369289,0.00721519,0.0397175,0.080925,0,0,0,0,0,0,0,0,0,0,0
1629,0.0378011,0.0333176,0,0,0,0,0,0.0257306,0,0.0321955,0.0457361,0,0,0.0221337,0,0,0.0519687,0.0415057,0.0423333,0.0121803,0,0.058235,0.0287739,0.0349603,0.0512044,0.049134,0.0151291,0.0355245,0.0348584,0.023528,0.0263527,0.0838364,0.0492455,0.0111363,0.0144635,0.0286292,0,0.0204016,0.0341123,0.0329433,0,0,0.0224917,0,0,0.0175538,0.0540335,0.0545214,0.0122157,0,0.0607286,0.0422892,0.029221,0.0638811,0.0720597,0.0423542,0.0632474,0.0440722,0.0451701,0.0741119,0.051115,0.0269627,0.00398501,0.00746707,0.0397576,0.0808772,0,0,0,0,0,0,0,0,0,0,0
1630,0.0377719,0.0333297,0,0,0,0,0,0.0257209,0,0.0320281,0.0458982,0,0,0.022065,0,0,0.0521109,0.0411242,0.0425663,0.0124251,0,0.0582098,0.028599,0.0349202,0.0513343,0.0481525,0.0148595,0.0353104,0.0347323,0.0234137,0.0263517,0.0836191,0.0492486,0.0110769,0.01461,0.0285943,0,0.0202742,0.0337443,0.0326599,0,0,0.0224378,0,0,0.0177763,0.0540409,0.0543909,0.0121681,0,0.0606958,0.0423565,0.0291662,0.0637782,0.0716499,0.0422714,0.0633547,0.0441317,0.0453319,0.0741652,0.0508646,0.0269298,0.00421252,0.00774737,0.0397779,0.0808747,0,0,0,0,0,0,0,0,0,0,0
1631,0.0373633,0.0333474,0,0,0,0,0,0.025986,0,0.0323652,0.0447854,0,0,0.0223773,0,0,0.052047,0.0413368,0.04357,0.0129019,0.0291728,0.058293,0.0291225,0.0358721,0.0524198,0.0491423,0.014376,0.0349831,0.0344159,0.0233444,0.0259407,0.0854897,0.0491862,0.0112147,0.0142885,0.0285509,0,0.020116,0.0337226,0.0319761,0,0,0.0217936,0,0,0.0182452,0.0533905,0.0542165,0.0116731,0,0.0602259,0.0420649,0.0300458,0.064512,0.0723481,0.0428761,0.063042,0.0441125,0.0454721,0.0738958,0.0513656,0.0271542,0.00466941,0.00784204,0.0400461,0.0804207,0,0,0,0,0,0,0,0,0,0,0
1632,0.0374594,0.0334322,0,0,0,0,0,0.0260058,0,0.0323,0.0445485,0,0,0.0221907,0,0,0.0521096,0.0411669,0.0435816,0.0129066,0.028443,0.0582994,0.0290446,0.0359445,0.0523717,0.0491826,0.0151423,0.0351829,0.0344274,0.0234301,0.0259517,0.0855607,0.0491606,0.011048,0.0144257,0.0285278,0,0.0199921,0.0337895,0.0319083,0,0,0.0219155,0,0,0.0183155,0.0531671,0.053987,0.011567,0,0.0601849,0.0422046,0.0300688,0.0645456,0.0724406,0.0434762,0.0632029,0.0441924,0.0456375,0.0737238,0.0511789,0.0271295,0.00473403,0.00825172,0.0399958,0.080426,0,0,0,0,0,0,0,0,0,0,0
1633,0.0370231,0.0332025,0,0,0,0,0,0.0261071,0,0.0314984,0,0,0,0.0219663,0,0,0.0516504,0.0362429,0.0423251,0.0202022,0.0291629,0.0596007,0.0276013,0.0314546,0.0501729,0.049132,0.0176648,0.0364304,0.0355575,0.0243947,0.0266239,0.0865057,0.0498295,0.0108099,0.0139592,0.0282006,0,0.0194845,0.0346461,0.0318914,0,0,0.0215618,0,0,0.0183744,0.0558826,0.0528569,0.0112872,0,0.0604844,0.0415624,0.0300598,0.0638017,0.0726436,0.0448789,0.0635741,0.0438957,0.0456923,0.0735402,0.0484724,0.027631,0.00532566,0.00811214,0.0399121,0.0793385,0,0,0,0,0,0,0,0,0,0,0
