Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHI,IMUR_B,
37,0.0327887,0.0391105,0,0,0,0,0,0.0516547,0,0.0303166,0.0366208,0,0,0.0199961,0,0,0.0550094,0.0414569,0.0400425,0.0266554,0.0283259,0.0359265,0.0401266,0.0463231,0.0472315,0.0276058,0.044674,0.0447079,0.0315027,0.0386835,0.0261327,0.0486312,0.0115716,0.0118065,0.0446497,0,0.0260872,0.0476155,0.0232816,0,0,0.0159756,0,0,0.0231123,0.051747,0.0397297,0.0241616,0.024555,0.0363834,0.0438059,0.0415893,0.0678666,0.0714876,0.0512515,0.066542,0.0469495,0.0499023,0.0753064,0.0112659,0.031528,0.00252162,0.00427513,0.0460066,0.0680162,0,0,0,0,0,0,0,0,0.0281547,0,0
38,0.0327611,0.0390079,0,0,0,0,0,0.0515946,0,0.0303116,0.0366257,0,0,0.0200321,0,0,0.054929,0.0414591,0.0399232,0.0265781,0.0283249,0.0359411,0.0400368,0.0459601,0.0471675,0.0276379,0.0446398,0.0445558,0.0315251,0.0386879,0.0260205,0.0486333,0.0116513,0.0118084,0.0443345,0,0.0260212,0.0475826,0.0233096,0,0,0.0159855,0,0,0.0230702,0.0518245,0.0396454,0.0240675,0.0245779,0.0363996,0.0438007,0.0415519,0.0677934,0.0714302,0.0512076,0.0664178,0.0469253,0.0498945,0.0753301,0.0112472,0.0314867,0.00255532,0.00438102,0.0458687,0.0681321,0,0,0,0,0,0,0,0,0.0282964,0,0
39,0.0327448,0.0390415,0,0,0,0,0,0.0517109,0,0.0303794,0.0366834,0,0,0.0201978,0,0,0.0548322,0.041453,0.0400381,0.0265646,0.0282421,0.0358956,0.039911,0.0457686,0.0470913,0.0275297,0.0444546,0.0444219,0.0313473,0.0384824,0.0259365,0.0486055,0.0115278,0.0115486,0.0445867,0,0.0260439,0.0475939,0.0232776,0,0,0.0159755,0,0,0.0230935,0.0518868,0.0397225,0.0240934,0.0245844,0.0363642,0.0436615,0.0417267,0.067814,0.0714063,0.0512163,0.0662478,0.0468019,0.0497641,0.0751812,0.0112898,0.0315461,0.00256404,0.00403575,0.0458584,0.068061,0,0,0,0,0,0,0,0,0.0285252,0,0
40,0.0328625,0.0388544,0,0,0,0,0,0.0514929,0,0.0303922,0.0365975,0,0,0.0202243,0,0,0.0547152,0.0415151,0.0397814,0.0264033,0.0283205,0.0359628,0.0399287,0.0455864,0.0470249,0.0276232,0.044513,0.0444472,0.0314369,0.0385505,0.0258841,0.0485454,0.0116353,0.0116847,0.0443887,0,0.0259019,0.0475268,0.0233448,0,0,0.0161473,0,0,0.0229841,0.0519071,0.0395482,0.0239423,0.0245667,0.0364079,0.0437056,0.04159,0.0676657,0.0712725,0.0511307,0.0663957,0.0468256,0.0498643,0.0752335,0.0111086,0.0314604,0.00261817,0.00416565,0.0456113,0.068214,0,0,0,0,0,0,0,0,0.028666,0,0
41,0.0328489,0.0388039,0,0,0,0,0,0.0514992,0,0.0304338,0.0365415,0,0,0.020028,0,0,0.0547363,0.041585,0.0397067,0.0263639,0.0283079,0.0360018,0.0396904,0.0456505,0.0469522,0.0275763,0.0444076,0.0442767,0.0313151,0.0383886,0.0258634,0.0485991,0.0116009,0.0117104,0.0442554,0,0.0259648,0.0474979,0.0233658,0,0,0.0159445,0,0,0.0231323,0.051892,0.0395178,0.0239569,0.0244824,0.0364501,0.0435989,0.0415329,0.0676936,0.0712316,0.0511162,0.0662734,0.0466548,0.0497631,0.0751056,0.011111,0.0314509,0.00250983,0.00454111,0.0455171,0.0681918,0,0,0,0,0,0,0,0,0.0289253,0,0
42,0.032738,0.038556,0,0,0,0,0,0.0514727,0,0.0297962,0.0356373,0,0,0.0202682,0,0,0.054432,0.0429337,0.0384078,0.026565,0.0290167,0.0365805,0.0401642,0.0459299,0.0464063,0.0280927,0.0447361,0.0442524,0.0316983,0.0388951,0.0245346,0.0486267,0.0119226,0.0119959,0.0432818,0,0.0251872,0.0477372,0.023289,0,0,0.0162596,0,0,0.0225259,0.0509887,0.0387937,0.0238426,0.024221,0.036464,0.0433064,0.041067,0.067608,0.0709594,0.0505255,0.0665945,0.0469683,0.0502306,0.0755349,0.0109652,0.0315803,0.00301039,0.00431472,0.0452469,0.0683228,0,0,0,0,0,0,0,0,0,0,0
43,0.0330569,0.0386216,0,0,0,0,0,0.0509512,0,0.0304265,0.036407,0,0,0.0201986,0,0,0.0545245,0.0412568,0.0397806,0.0256347,0.0285173,0.0362719,0.039846,0.0454921,0.0470182,0.0280711,0.0444466,0.0439346,0.0315125,0.0385228,0.026185,0.0486487,0.0116955,0.0117572,0.0440613,0,0.0256862,0.047444,0.023689,0,0,0.0163673,0,0,0.022773,0.0519151,0.0391136,0.0234672,0.0244118,0.0366336,0.043635,0.0413138,0.0672598,0.0709967,0.0509934,0.0662991,0.046651,0.0498812,0.0752127,0.0107761,0.031243,0.00274179,0.00428805,0.0451883,0.0685007,0,0,0,0,0,0,0,0,0.0288869,0,0
44,0.0331589,0.0385124,0,0,0,0,0,0.0510781,0,0.0305573,0.0363726,0,0,0.02027,0,0,0.054563,0.0412903,0.039814,0.0258911,0.0284179,0.0361408,0.0396999,0.0455261,0.0468961,0.0278808,0.0442272,0.0438294,0.0312459,0.0381943,0.0260834,0.0487285,0.0116135,0.0116181,0.0441048,0,0.0257117,0.0474652,0.0236804,0,0,0.0163538,0,0,0.0228184,0.0518707,0.0391956,0.0236719,0.0242906,0.0365181,0.0435666,0.0414926,0.0673671,0.0710208,0.0509674,0.0660487,0.0464348,0.0496863,0.075009,0.0110142,0.0312925,0.00268848,0.00408075,0.0451947,0.0683042,0,0,0,0,0,0,0,0,0.0293345,0,0
45,0.03311,0.0384596,0,0,0,0,0,0.0511065,0,0.0306333,0.0363298,0,0,0.0202934,0,0,0.0546004,0.0413099,0.0397559,0.0258568,0.0283772,0.0361524,0.0395574,0.0453353,0.0467921,0.0278066,0.0440922,0.043806,0.0310432,0.0380481,0.0259519,0.0487462,0.0116292,0.0115534,0.0440167,0,0.025678,0.0473801,0.0236805,0,0,0.0163725,0,0,0.0228047,0.0519177,0.039088,0.0236029,0.0242146,0.0366053,0.0434731,0.0415895,0.0673377,0.0709436,0.0509934,0.0658948,0.0462784,0.0495904,0.0749351,0.0110171,0.0312651,0.00271992,0.00401128,0.0451666,0.0682875,0,0,0,0,0,0,0,0,0.0295154,0,0
46,0.0330959,0.0384177,0,0,0,0,0,0.0511819,0,0.0306709,0.0363298,0,0,0.0200318,0,0,0.0547495,0.0413143,0.039767,0.0259349,0.0283061,0.0361803,0.0392305,0.0453366,0.046683,0.0276694,0.0438487,0.0436894,0.0307898,0.0378148,0.0258432,0.048692,0.0116798,0.0116285,0.0439042,0,0.0256864,0.0473291,0.0237067,0,0,0.0159593,0,0,0.0230825,0.0519424,0.0390282,0.0236155,0.0241424,0.0366798,0.0433662,0.0417265,0.0673779,0.0709129,0.0510508,0.0656116,0.0460481,0.0493862,0.0748401,0.0110931,0.0312797,0.00251747,0.00478366,0.0451319,0.0682718,0,0,0,0,0,0,0,0,0.0297267,0,0
47,0.0332314,0.0382877,0,0,0,0,0,0.0509066,0,0.0307135,0.0362721,0,0,0.0203249,0,0,0.0545399,0.0413117,0.0395254,0.0257019,0.0283495,0.0363705,0.0393113,0.0452443,0.0466968,0.0277892,0.0438224,0.0436035,0.0308995,0.0379115,0.0257682,0.0486527,0.0118688,0.0115392,0.0436926,0,0.0254597,0.0472472,0.0238218,0,0,0.016533,0,0,0.0225723,0.0519598,0.0386255,0.0233532,0.0240673,0.036833,0.0433597,0.0416119,0.0671937,0.0707635,0.0510344,0.06558,0.0460346,0.0494826,0.075062,0.0109044,0.0312278,0.00283075,0.00402359,0.0449471,0.0684661,0,0,0,0,0,0,0,0,0.0296521,0,0
48,0.0332941,0.0382817,0,0,0,0,0,0.0509353,0,0.0307457,0.0362227,0,0,0.0202818,0,0,0.0545298,0.0414092,0.0395132,0.0257754,0.0283537,0.03643,0.0391196,0.0453711,0.0466125,0.0277281,0.0436127,0.0433717,0.0307467,0.0376822,0.0257585,0.0487205,0.0117177,0.0113865,0.0436267,0,0.0254736,0.0472214,0.0238743,0,0,0.0165559,0,0,0.0224926,0.0519343,0.0385352,0.0233213,0.0238234,0.0368639,0.0432041,0.0417411,0.0672124,0.070732,0.0509994,0.0652979,0.0457875,0.0493065,0.0748181,0.0109491,0.0312428,0.00287691,0.00391474,0.0449598,0.0684905,0,0,0,0,0,0,0,0,0.0298872,0,0
49,0.0333815,0.03817,0,0,0,0,0,0.0509066,0,0.0308219,0.036221,0,0,0.0203509,0,0,0.0544274,0.0414055,0.0394263,0.0256454,0.0283772,0.0364608,0.0389491,0.0453809,0.0465242,0.0276841,0.0434403,0.0432826,0.0306107,0.0375117,0.0256264,0.0486894,0.0116816,0.0113914,0.0432188,0,0.0253531,0.0471051,0.024037,0,0,0.0166204,0,0,0.022316,0.052083,0.038353,0.0232083,0.0238448,0.0369763,0.043082,0.0418606,0.0671243,0.0707142,0.0510255,0.0650877,0.0456582,0.0492312,0.0746883,0.0110313,0.031353,0.00293215,0.00386159,0.0448694,0.0686106,0,0,0,0,0,0,0,0,0.030021,0,0
50,0.0335556,0.0379551,0,0,0,0,0,0.050756,0,0.0308199,0.0362072,0,0,0.0200207,0,0,0.0544847,0.0414687,0.0392825,0.0254649,0.0284562,0.0366347,0.0388196,0.045321,0.0464196,0.0277552,0.0433118,0.0432558,0.0305397,0.0374438,0.025563,0.048687,0.0116925,0.0117932,0.0429622,0,0.0252041,0.047009,0.0241435,0,0,0.0162949,0,0,0.0224847,0.0521334,0.0381159,0.023067,0.0238717,0.0371119,0.0430289,0.0419343,0.0670767,0.0706685,0.0509987,0.0647544,0.0455398,0.0491507,0.0747003,0.0109869,0.0313624,0.00279219,0.00497948,0.0446731,0.0687811,0,0,0,0,0,0,0,0,0.0302091,0,0
51,0.0336382,0.038019,0,0,0,0,0,0.0506849,0,0.030927,0.0362352,0,0,0.0203604,0,0,0.0542518,0.0415119,0.0391638,0.0254101,0.0285055,0.0367049,0.0388241,0.0453159,0.0463221,0.0275637,0.0431445,0.0431502,0.0303665,0.0372891,0.0254388,0.0486485,0.0116306,0.0115502,0.0429695,0,0.0250482,0.04693,0.0241538,0,0,0.016775,0,0,0.0220652,0.0521908,0.0379033,0.0229539,0.0239093,0.0372247,0.0428938,0.0420178,0.0670931,0.0706442,0.051029,0.0644516,0.0454012,0.0490132,0.0745923,0.0109972,0.0313493,0.0030353,0.00398792,0.0447092,0.0688153,0,0,0,0,0,0,0,0,0.0303548,0,0
52,0.0333917,0.0376454,0,0,0,0,0,0.0504675,0,0.0309121,0.0360669,0,0,0.0205529,0,0,0.0539453,0.0418045,0.0385779,0.0255776,0.0286959,0.036721,0.0387716,0.0452911,0.0460747,0.0273478,0.0431307,0.0430611,0.0304397,0.0373744,0.0249763,0.0485515,0.0118417,0.0121417,0.0422693,0,0.0247667,0.0467322,0.0243213,0,0,0.0170292,0,0,0.0217387,0.0521221,0.0375878,0.0229076,0.0238788,0.0372763,0.0429339,0.0420321,0.0670026,0.0705343,0.0508848,0.0644971,0.0453597,0.0490388,0.0746516,0.0111777,0.0312855,0.00319809,0.00423385,0.0444532,0.0688912,0,0,0,0,0,0,0,0,0.0307799,0,0
53,0.0333394,0.0385904,0,0,0,0,0,0.0503898,0,0.0309571,0.0363123,0,0,0.0203574,0,0,0.0539362,0.0410261,0.0399581,0.0240712,0.0285963,0.0371751,0.0384394,0.0444383,0.0464398,0.0278632,0.0429047,0.042795,0.0300643,0.0370229,0.025987,0.048665,0.0117432,0.0121409,0.042926,0,0.0247366,0.0465543,0.0241863,0,0,0.0168254,0,0,0.021862,0.0526547,0.0369781,0.0221398,0.0241479,0.0380907,0.0426538,0.0419879,0.066748,0.0704886,0.0514244,0.0646046,0.0450826,0.0488014,0.0742782,0.0103785,0.0310153,0.00352291,0.00450136,0.0449409,0.0693536,0,0,0,0,0,0,0,0,0.0296711,0,0
54,0.0335104,0.0376961,0,0,0,0,0,0.0499614,0,0.0310869,0.0360427,0,0,0.0200615,0,0,0.0541606,0.0413304,0.0389718,0.0245047,0.028806,0.0374092,0.0386517,0.044354,0.0462495,0.0278281,0.042969,0.0425869,0.0302518,0.0372262,0.0254085,0.0485683,0.0117058,0.0124656,0.0421802,0,0.0244028,0.0464672,0.0243949,0,0,0.0167403,0,0,0.0219641,0.0525848,0.0364741,0.0221013,0.0240787,0.0382552,0.0428625,0.0419984,0.0667411,0.0704564,0.0513056,0.0644525,0.0450099,0.0489086,0.0744283,0.0105838,0.0310142,0.0034388,0.00573312,0.04423,0.0697148,0,0,0,0,0,0,0,0,0.0299969,0,0
55,0.0337087,0.0371942,0,0,0,0,0,0.0498254,0,0.0309941,0.0357659,0,0,0.020102,0,0,0.0540851,0.041804,0.0381803,0.0251356,0.0290544,0.0375491,0.0388583,0.0444461,0.0459717,0.02767,0.0428768,0.0423741,0.0302412,0.037177,0.0249433,0.0485224,0.0119052,0.0127181,0.0414867,0,0.0242904,0.0464443,0.0244863,0,0,0.0169907,0,0,0.0217102,0.0523784,0.0362744,0.0221792,0.02389,0.0383111,0.0428639,0.0420934,0.0668528,0.0704898,0.0510745,0.0642272,0.0447918,0.0488616,0.0745302,0.0109292,0.0310333,0.00353236,0.00587712,0.043828,0.0698624,0,0,0,0,0,0,0,0,0.0305454,0,0
56,0.0336739,0.0370961,0,0,0,0,0,0.0496576,0,0.0309775,0.0357211,0,0,0.0200821,0,0,0.0540673,0.0419317,0.0380274,0.0246163,0.0291696,0.0376774,0.0388948,0.0444966,0.0458107,0.0275351,0.0426782,0.0422857,0.0301473,0.0369501,0.0249099,0.0484671,0.0119447,0.012835,0.0413406,0,0.0241601,0.046274,0.0245467,0,0,0.0170531,0,0,0.0215432,0.0523903,0.0360218,0.0220922,0.0238408,0.0385442,0.0427112,0.0421974,0.0668945,0.0705331,0.0510782,0.0639813,0.0446099,0.0487547,0.0744027,0.0109991,0.030988,0.00363859,0.00601467,0.0436752,0.069987,0,0,0,0,0,0,0,0,0.0306776,0,0
57,0.0336642,0.0372174,0,0,0,0,0,0.0495715,0,0.0310848,0.0357415,0,0,0.0204019,0,0,0.0539635,0.0420558,0.0379413,0.023829,0.0292106,0.0376536,0.0389925,0.0447984,0.0456457,0.02728,0.0423775,0.0421487,0.0298892,0.0365474,0.0248645,0.0483298,0.011925,0.0124645,0.0410774,0,0.0241087,0.0461442,0.0244617,0,0,0.0176409,0,0,0.0210722,0.0524288,0.0359698,0.022131,0.0237938,0.0386126,0.0424771,0.0425049,0.067019,0.0706824,0.0511449,0.0636067,0.0443389,0.0484987,0.0739931,0.011086,0.0309861,0.00392487,0.00462817,0.0437499,0.0700258,0,0,0,0,0,0,0,0,0.0309489,0,0
58,0.0336844,0.0369429,0,0,0,0,0,0.0489899,0,0.0312818,0.0356404,0,0,0.0205034,0,0,0.0538528,0.0422359,0.0375211,0.0224212,0.0293985,0.0378421,0.0391353,0.0449096,0.0455087,0.0272943,0.0423117,0.0420816,0.0299942,0.0365726,0.024938,0.0482208,0.0121982,0.0127954,0.0408654,0,0.0238549,0.0459596,0.0245261,0,0,0.0179211,0,0,0.0208189,0.0524565,0.0356096,0.0219085,0.0236055,0.0388617,0.0424911,0.0424705,0.0668852,0.0706449,0.0510972,0.0637476,0.0444235,0.0486322,0.0741301,0.0108864,0.0309117,0.00417002,0.00482873,0.0434761,0.070404,0,0,0,0,0,0,0,0,0.0310642,0,0
59,0.0335841,0.0368304,0,0,0,0,0,0.0489972,0,0.0314216,0.0355476,0,0,0.0201802,0,0,0.0540653,0.0425426,0.0373514,0.0227122,0.0295277,0.0378943,0.038704,0.0453069,0.0452232,0.0268267,0.0419312,0.0417125,0.0296547,0.0360113,0.0247936,0.0482463,0.0118397,0.0130791,0.0421789,0,0.0238317,0.0457003,0.0245242,0,0,0.0165812,0,0,0.021785,0.052355,0.0353935,0.0222499,0.0233318,0.0391148,0.042372,0.0425689,0.0672018,0.0706791,0.0511371,0.0638736,0.0444647,0.048507,0.0740552,0.0107162,0.0310468,0.00452143,0.00595188,0.0434372,0.0704684,0,0,0,0,0,0,0,0,0.0315415,0,0
60,0.0334947,0.0364781,0,0,0,0,0,0.049011,0,0.0314899,0.0353308,0,0,0.0203733,0,0,0.0539305,0.0427523,0.0366315,0.0227106,0.0297453,0.0381823,0.0383541,0.0452972,0.0449106,0.0265722,0.0417809,0.0414369,0.0295703,0.0358328,0.0241896,0.0482785,0.0118483,0.013429,0.0426361,0,0.0235582,0.0453156,0.0247395,0,0,0.0154664,0,0,0.0226198,0.0523396,0.0349431,0.0223236,0.0231491,0.0395955,0.0423019,0.0423802,0.0672752,0.0705888,0.0511067,0.0641563,0.0447245,0.0486857,0.0740213,0.0106445,0.0313641,0.00696975,0.00534808,0.0430628,0.0708024,0,0,0,0,0,0,0,0,0.0318366,0,0
61,0.0337197,0.0364788,0,0,0,0,0,0.0484538,0,0.0318069,0.0355113,0,0,0.0205628,0,0,0.0538889,0.042615,0.0367729,0.022372,0.0297856,0.0381552,0.038659,0.0449344,0.0449586,0.0266386,0.0415866,0.0412159,0.0294652,0.0356893,0.0245174,0.0482298,0.0122116,0.0134575,0.0415034,0,0.0233848,0.0453673,0.0249649,0,0,0.0169618,0,0,0.0213505,0.0525491,0.0349813,0.0220955,0.023082,0.039649,0.0421096,0.0423316,0.0670688,0.0707545,0.0512684,0.0637909,0.0445104,0.048501,0.0738538,0.0105985,0.0310831,0.00480873,0.00587634,0.0428634,0.0710558,0,0,0,0,0,0,0,0,0.0315755,0,0
62,0.0338055,0.0363991,0,0,0,0,0,0.0480158,0,0.0320678,0.0353954,0,0,0.0206113,0,0,0.0538317,0.0426616,0.0364792,0.022041,0.0300057,0.038309,0.038882,0.0447613,0.0448824,0.0266407,0.0414403,0.0410628,0.0293344,0.0355876,0.0246318,0.048187,0.0124794,0.0135548,0.0413248,0,0.0232581,0.0452158,0.0250575,0,0,0.0175874,0,0,0.0208185,0.052559,0.0348661,0.0219518,0.0227875,0.0398752,0.0420856,0.0422347,0.0670704,0.0708556,0.0512692,0.0636762,0.0444081,0.0484478,0.0738846,0.010473,0.0309796,0.00447756,0.00593759,0.0426593,0.0712895,0,0,0,0,0,0,0,0,0.0317252,0,0
63,0.0339879,0.0363738,0,0,0,0,0,0.0479284,0,0.0324556,0.0353453,0,0,0.0207681,0,0,0.0537944,0.0424994,0.0364976,0.0218201,0.0301382,0.0383185,0.0388707,0.0448173,0.0447319,0.0264018,0.0410734,0.0408398,0.0289173,0.035151,0.0245381,0.0480521,0.0125437,0.0135171,0.0415208,0,0.0230815,0.0448979,0.0251589,0,0,0.0176961,0,0,0.020747,0.052654,0.0348328,0.0220352,0.0226039,0.0401073,0.0419883,0.0424029,0.0672317,0.0710085,0.0514739,0.0634751,0.0443707,0.0483133,0.0736059,0.010489,0.0310662,0.0044047,0.0056908,0.0425801,0.0713955,0,0,0,0,0,0,0,0,0.0318855,0,0
64,0.0340468,0.0363263,0,0,0,0,0,0.0477905,0,0.0326505,0.0352776,0,0,0.020807,0,0,0.0538333,0.0424847,0.0363625,0.0215848,0.0303753,0.0384591,0.0389093,0.0449181,0.0445838,0.0262796,0.040821,0.0405196,0.0285852,0.0347635,0.0245638,0.0479181,0.0125942,0.013435,0.0415488,0,0.0229656,0.0446754,0.0251935,0,0,0.0177938,0,0,0.0207564,0.0526125,0.0348064,0.0220278,0.0223025,0.040362,0.0419308,0.042487,0.0674127,0.0711141,0.0515479,0.0633875,0.0443018,0.04816,0.0733197,0.0104606,0.0310371,0.00444201,0.00559921,0.0425002,0.071591,0,0,0,0,0,0,0,0,0.0321326,0,0
65,0.0340763,0.0362182,0,0,0,0,0,0.0475925,0,0.0328715,0.0353079,0,0,0.0208662,0,0,0.0538004,0.0424647,0.0360976,0.0213558,0.0305823,0.0385912,0.0389109,0.0451674,0.0444225,0.0260724,0.040647,0.0403395,0.0282976,0.0344139,0.0244746,0.0478384,0.0127304,0.0134573,0.0414831,0,0.0228499,0.0444497,0.0252767,0,0,0.0178853,0,0,0.0206773,0.0525851,0.0347227,0.0219677,0.0219673,0.0406639,0.041852,0.0425718,0.0676074,0.0712381,0.0515745,0.063372,0.0442066,0.0480094,0.0733597,0.0104697,0.0310362,0.00454418,0.00548416,0.0423546,0.0718089,0,0,0,0,0,0,0,0,0.0324131,0,0
66,0.0341239,0.036174,0,0,0,0,0,0.0474356,0,0.0331659,0.0353485,0,0,0.0209538,0,0,0.0537639,0.0423833,0.0359117,0.0213972,0.0307649,0.0386561,0.0387831,0.0455166,0.0443035,0.0258106,0.0403526,0.0401126,0.027938,0.0339208,0.0243937,0.0477094,0.0127441,0.0134527,0.0414781,0,0.0227393,0.0441787,0.0253701,0,0,0.0178493,0,0,0.0206403,0.0526281,0.0346977,0.0219964,0.0216812,0.0409009,0.0416923,0.0427837,0.0678791,0.0714503,0.0516834,0.0632079,0.0440698,0.0477712,0.0733364,0.0105451,0.0311249,0.00463894,0.00523156,0.0422828,0.0719076,0,0,0,0,0,0,0,0,0.0327762,0,0
67,0.0343399,0.0358186,0,0,0,0,0,0.0500169,0,0.0325428,0.0354119,0,0,0.0214363,0,0,0.0532751,0.0421529,0.0379126,0.0208384,0.0313777,0.0390509,0.0386445,0.0459949,0.0441084,0.0252495,0.0393716,0.0398403,0.0256978,0.0310948,0.0239839,0.047834,0.0131278,0.013863,0.0441364,0,0.0245609,0.0438796,0.025737,0,0,0.0178778,0,0,0.0204083,0.0525914,0.0346419,0.0221003,0.0202601,0.0416889,0.0415234,0.0432864,0.0689838,0.0721547,0.0519066,0.0622162,0.042178,0.0466104,0.0731932,0.0104503,0.0312932,0.00492349,0.00521803,0.0418526,0.0720518,0,0,0,0,0,0,0,0,0.0334973,0,0
68,0.0343312,0.0357763,0,0,0,0,0,0.0489815,0,0.033952,0.0355276,0,0,0.0214931,0,0,0.053308,0.0420491,0.0364305,0.0207616,0.0313135,0.0391985,0.0386438,0.0458499,0.0441874,0.0252429,0.0392538,0.0393241,0.0261619,0.0318185,0.0228806,0.0477872,0.013048,0.0138972,0.0435124,0,0.0243251,0.0436959,0.0258342,0,0,0.0179189,0,0,0.0203627,0.0525865,0.0345916,0.0220292,0.0200711,0.0419533,0.0414615,0.0434416,0.0691079,0.0723642,0.0520172,0.0619394,0.0421099,0.0465355,0.0731423,0.0103796,0.0312573,0.00492783,0.00517822,0.0417188,0.0721995,0,0,0,0,0,0,0,0,0.0334471,0,0
69,0.0343673,0.0357454,0,0,0,0,0,0.048341,0,0.0348529,0.0356135,0,0,0.0215194,0,0,0.0533053,0.0419827,0.0356635,0.0206834,0.0312165,0.0393478,0.0386306,0.0459047,0.0442286,0.0252127,0.0391525,0.0387798,0.0264877,0.0322302,0.0225719,0.0476988,0.0130423,0.0139289,0.042656,0,0.0240525,0.0435498,0.0259829,0,0,0.0179662,0,0,0.0203414,0.0525824,0.0345549,0.021986,0.019986,0.0421925,0.0413737,0.0435969,0.069183,0.0726064,0.052139,0.0617021,0.0420459,0.0464991,0.0730833,0.0103577,0.0312344,0.00497059,0.00512709,0.0415391,0.0723977,0,0,0,0,0,0,0,0,0.0334369,0,0
70,0.0344671,0.0356604,0,0,0,0,0,0.0481827,0,0.0347615,0.0356486,0,0,0.0215152,0,0,0.0533628,0.041919,0.0355403,0.0204831,0.0310523,0.039483,0.0386236,0.0460765,0.0442473,0.0252024,0.0389922,0.0383784,0.0264056,0.0321183,0.0226583,0.0476035,0.0130386,0.0139618,0.0418767,0,0.0237292,0.043368,0.0261297,0,0,0.0179956,0,0,0.0203234,0.0526204,0.0344711,0.0219026,0.0199072,0.0424205,0.0413278,0.0437085,0.0692717,0.0728342,0.0522746,0.0615887,0.0420356,0.0464777,0.0730857,0.0103909,0.0312101,0.00499005,0.00510494,0.0413527,0.0726619,0,0,0,0,0,0,0,0,0.0335117,0,0
71,0.0345917,0.0355608,0,0,0,0,0,0.0481659,0,0.0346757,0.0356539,0,0,0.021449,0,0,0.0534198,0.0418483,0.035407,0.020152,0.030785,0.0396177,0.0386224,0.04634,0.0443183,0.0251917,0.0388372,0.0384895,0.026272,0.0319748,0.0225404,0.0474768,0.0130509,0.0139832,0.0412038,0,0.0233701,0.043105,0.0262343,0,0,0.0180303,0,0,0.0203187,0.0527119,0.0342849,0.0217753,0.0198098,0.0426385,0.0413501,0.0437733,0.0693255,0.0729792,0.0523835,0.0614912,0.0420785,0.0464595,0.073262,0.0104575,0.0311408,0.0049688,0.00511722,0.0411721,0.0729137,0,0,0,0,0,0,0,0,0.0335502,0,0
72,0.0346967,0.0354761,0,0,0,0,0,0.0481588,0,0.0345539,0.0356681,0,0,0.0213751,0,0,0.0534715,0.0418226,0.0352625,0.0199941,0.0305187,0.0397763,0.0385908,0.0465816,0.0443888,0.0251361,0.0387639,0.0386137,0.0261116,0.0318434,0.0224446,0.0472467,0.0130533,0.0140234,0.040698,0,0.0229863,0.0427657,0.026365,0,0,0.0180658,0,0,0.0203377,0.0527931,0.034064,0.02163,0.0197183,0.0428519,0.0413666,0.043776,0.0693457,0.0730389,0.0524224,0.0614138,0.0420638,0.0465064,0.073534,0.0105171,0.0310436,0.00490694,0.00515271,0.040941,0.0731013,0,0,0,0,0,0,0,0,0.0335502,0,0
73,0.0347848,0.0353999,0,0,0,0,0,0.0481208,0,0.034404,0.0356177,0,0,0.0213243,0,0,0.0535519,0.0418623,0.0350797,0.0200703,0.0302546,0.0399455,0.0384978,0.0467971,0.0444386,0.0250467,0.0386985,0.0386455,0.0259062,0.0317797,0.0223926,0.0470808,0.0130303,0.0141022,0.0403003,0,0.0226445,0.0423734,0.0265313,0,0,0.0180929,0,0,0.0203176,0.0527922,0.0338093,0.0214517,0.0195859,0.043055,0.0413422,0.0437475,0.0693258,0.0730477,0.0523571,0.0614976,0.0419989,0.0466194,0.0735245,0.0105869,0.0309528,0.00483837,0.00521578,0.0406837,0.0734419,0,0,0,0,0,0,0,0,0.03349,0,0
74,0.0349274,0.0353223,0,0,0,0,0,0.0480302,0,0.0342444,0.0356105,0,0,0.0212954,0,0,0.0536225,0.0418949,0.0348237,0.0200208,0.0299712,0.0401141,0.0384086,0.0470037,0.0445031,0.0249881,0.0386378,0.0386103,0.0256952,0.0316402,0.0224186,0.0469769,0.0130341,0.0141797,0.0401832,0,0.02237,0.042064,0.0267294,0,0,0.0180976,0,0,0.020271,0.0527889,0.0335251,0.021282,0.0193588,0.0432707,0.0413241,0.0435974,0.0692588,0.0730491,0.0522353,0.0615539,0.042208,0.0466948,0.073559,0.0105485,0.0308391,0.00477333,0.00527712,0.040418,0.0737712,0,0,0,0,0,0,0,0,0.0335042,0,0
