Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,
All Timesteps RMSE,0.0372346,0.0333365,0,0,0,0,0,0,0.0350663,0,0.031989,0.0404041,0,0,0.0212844,0,0,0.0512664,0.0434879,0.0413836,0.0203251,0.0269767,0.0507634,0.0285575,0.0339755,0.0534841,0.0502512,0.021245,0.0398796,0.0403076,0.0263531,0.0309207,0.0671562,0.0515107,0.010867,0.0129555,0.0385403,0,0.0209621,0.0404244,0.0318676,0,0,0.0178303,0,0,0.0196912,0.0508609,0.0427222,0.0172831,0.0280834,0.0518144,0.0445844,0.0380414,0.0687427,0.0763319,0.0582749,0.0684268,0.0480184,0.0510553,0.0772568,0.030388,0.0289442,0.00657173,0.00791561,0.0402225,0.0746964,0,0,0,0,0,0,0,0,0
0,0.0378755,0.0308476,0,0,0,0,0,0,0.0253036,0,0.0321696,0.0422461,0,0,0.0242223,0,0,0.0497385,0.0430327,0.0433855,0.0133398,0.0235312,0.0550483,0.0277044,0.0332572,0.0554112,0.0523958,0.0155956,0.0355554,0.035662,0.0232432,0.0251301,0.0834889,0.0512075,0.0103904,0.0113915,0.0290327,0,0.0158683,0.0343085,0.0329241,0,0,0.0149296,0,0,0.0182962,0.0550118,0.0451876,0.0121266,0.0361709,0.0574923,0.0434955,0.0340901,0.0673448,0.07656,0.042723,0.0682157,0.0465577,0.049318,0.0778887,0.0382419,0.027072,0.00819436,0.00528423,0.0367059,0.0803157,0,0,0,0,0,0,0,0,0
1,0.0368068,0.0307159,0,0,0,0,0,0,0.0258367,0,0.0332409,0.0435685,0,0,0.0244816,0,0,0.0492022,0.0423835,0.0448747,0.0165201,0.021394,0.0547596,0.0272941,0.0336004,0.0588139,0,0.0161701,0.0336922,0.0335371,0.0209855,0.0231181,0.0841113,0.0518846,0.0101514,0.0107763,0.0284587,0,0.0166958,0.0360426,0.0321429,0,0,0.0147635,0,0,0.0179064,0.0549563,0.0460124,0.0139683,0.0348303,0.0572995,0.0424968,0.0367337,0.0686438,0.0792702,0,0.0660431,0.0454942,0.0483585,0.0767783,0.0398573,0.0276805,0.00864571,0.0046045,0.0377447,0.0783412,0,0,0,0,0,0,0,0,0
2,0.0375831,0.0306278,0,0,0,0,0,0,0.0257572,0,0.0322639,0.0418346,0,0,0.0241786,0,0,0.0496386,0.0432339,0.0436964,0.0135069,0.0240759,0.0553404,0.0281153,0.0332146,0.0555871,0.0493601,0.015115,0.0357488,0.0356598,0.0231138,0.025035,0.0854325,0.0511424,0.0104259,0.0112485,0.0289353,0,0.0160011,0.034688,0.0327216,0,0,0.0151249,0,0,0.0180872,0.0551821,0.0455586,0.0120639,0.0363069,0.0578753,0.0431236,0.0336348,0.0668763,0.0766429,0.0442131,0.067599,0.0463869,0.0494633,0.0781051,0.0387431,0.0272231,0.00813817,0.00499697,0.0367342,0.0804485,0,0,0,0,0,0,0,0,0
3,0.0370806,0.030655,0,0,0,0,0,0,0.026236,0,0.032656,0.0417012,0,0,0.0248067,0,0,0.0488354,0.0434666,0.044227,0.013357,0.0224592,0.0543253,0.0264707,0.0341417,0.0569136,0.0510309,0.0150083,0.0353358,0.0352024,0.0227687,0.0244,0.087318,0.0518409,0.0100838,0.0101508,0.0282847,0,0.0179705,0.035084,0.0327752,0,0,0.0149397,0,0,0.018196,0.052344,0.0472198,0.0157389,0.0342844,0.0585689,0.0434796,0.0371554,0.0727641,0,0.046961,0.0642198,0.0423779,0.0463785,0.0759138,0.0371256,0.0273905,0.00810389,0.00500636,0.0376471,0.0786641,0,0,0,0,0,0,0,0,0
4,0.037047,0.0306517,0,0,0,0,0,0,0.026572,0,0.032809,0.0418176,0,0,0.0248295,0,0,0.048763,0.0434909,0.04432,0.0132994,0.0231865,0.0545093,0.0266816,0.0341403,0.0568934,0.0520082,0.0148682,0.0354172,0.0352278,0.0228561,0.0245125,0.0883669,0.0519695,0.00997678,0.0102481,0.0282725,0,0.0180298,0.0348314,0.0327539,0,0,0.0150683,0,0,0.0182421,0.0523882,0.0473241,0.0155047,0.0347346,0.0588524,0.0433831,0.0368528,0.0726805,0,0.0477299,0.0641036,0.042347,0.0460704,0.0757035,0.037249,0.0274031,0.00794037,0.00480632,0.0376062,0.0788707,0,0,0,0,0,0,0,0,0
5,0.0369791,0.0307386,0,0,0,0,0,0,0.0269151,0,0.0328713,0.042148,0,0,0.0248364,0,0,0.0487349,0.0436185,0.0444804,0.013186,0.0242848,0.054818,0.0268348,0.0342576,0.0568257,0.0523799,0.0147871,0.0354081,0.0351377,0.022886,0.0245991,0.0892632,0.0520198,0.00982837,0.0107961,0.0283642,0,0.0180599,0.0344587,0.032667,0,0,0.0152145,0,0,0.0182316,0.0525331,0.0474034,0.0153067,0.0350333,0.0590637,0.0432606,0.0367246,0.0726213,0,0.0477726,0.0639929,0.0422436,0.0458977,0.0755937,0.0373473,0.0273732,0.00779009,0.00463184,0.0376558,0.0789546,0,0,0,0,0,0,0,0,0
6,0.0368532,0.0308557,0,0,0,0,0,0,0.0272336,0,0.0327185,0.042455,0,0,0.0248708,0,0,0.0487644,0.0437683,0.0447481,0.0130622,0.0248157,0.055183,0.0269715,0.0343764,0.0567485,0.0522158,0.0147778,0.0354399,0.0350766,0.0229826,0.0247356,0.0900255,0.0519394,0.00988951,0.0108389,0.0283755,0,0.0180385,0.0339807,0.0326126,0,0,0.015362,0,0,0.018147,0.0525878,0.0474256,0.0151446,0.0354271,0.059111,0.0431582,0.0366875,0.0725333,0,0.0468197,0.0638432,0.0421561,0.0459356,0.07552,0.0374423,0.0273332,0.00761916,0.00445194,0.0377627,0.0789765,0,0,0,0,0,0,0,0,0
7,0.0367687,0.0309767,0,0,0,0,0,0,0.02758,0,0.0326711,0.0426959,0,0,0.0248659,0,0,0.0487881,0.0439126,0.0451314,0.0130269,0.0252301,0.0555011,0.0272198,0.0338616,0.0568391,0.0518464,0.0147463,0.0355577,0.0350045,0.0230741,0.0248984,0.0907721,0.0517815,0.0101897,0.010239,0.0283326,0,0.0180651,0.0337648,0.0325582,0,0,0.0155438,0,0,0.0180538,0.052303,0.0474653,0.0150179,0.0360248,0.059093,0.0430844,0.0364108,0.0723603,0,0.0463593,0.0637579,0.0420446,0.0459469,0.0755487,0.0374979,0.0273102,0.00742773,0.00427867,0.0378959,0.0789135,0,0,0,0,0,0,0,0,0
8,0.0363459,0.0309122,0,0,0,0,0,0,0.0280075,0,0.0334578,0.0431205,0,0,0.0242151,0,0,0.0494383,0.0438012,0.0467264,0.0155416,0.0254158,0.0570713,0.0299187,0.0329661,0.057909,0,0.0154957,0.0338039,0.0332321,0.0214988,0.0241169,0.0901645,0.0511689,0.0106965,0.0109147,0.0285912,0,0.0163448,0.035106,0.0316809,0,0,0.0159176,0,0,0.0175971,0.0537164,0.0460422,0.0111323,0.0384953,0.0581996,0.0416516,0.0327921,0.0672035,0.0746181,0.0439698,0.0662003,0.0454833,0.0485658,0.077328,0.0393388,0.0276196,0.00765116,0.00326127,0.0376218,0.0799073,0,0,0,0,0,0,0,0,0
9,0.0369702,0.0310725,0,0,0,0,0,0,0.0280733,0,0.0324971,0.0433258,0,0,0.0240636,0,0,0.049772,0.0433699,0.0458551,0.0136733,0.0282127,0.0574602,0.0304496,0.0319511,0.05446,0.0494196,0.0151924,0.0357394,0.0352728,0.023546,0.0262018,0.0911237,0.0506589,0.0109389,0.0112606,0.029763,0,0.0199499,0.0349906,0.0322036,0,0,0.0163325,0,0,0.0178705,0.0553397,0.0507047,0.0110595,0,0.0590249,0.0424548,0.0298203,0.0641065,0.0725462,0.0429265,0.0650422,0.0450857,0.0473045,0.0756514,0.0395647,0.0270139,0.00695353,0.00367268,0.0370031,0.081409,0,0,0,0,0,0,0,0,0
10,0.0358202,0.0311699,0,0,0,0,0,0,0.0286024,0,0.0336836,0.0431687,0,0,0.0239449,0,0,0.0495692,0.0437512,0.0472841,0.0156429,0.0253447,0.0576155,0.0305919,0.0329729,0.0578301,0,0.015425,0.0335932,0.0331577,0.0215536,0.0244762,0.0915725,0.0509833,0.010944,0.0111727,0.028386,0,0.0164701,0.0360124,0.0313038,0,0,0.0163775,0,0,0.0175567,0.0533069,0.0462489,0.0116425,0.0430852,0.0590895,0.0416271,0.033038,0.0673231,0.0747688,0.0443373,0.0658,0.0457643,0.048326,0.0773471,0.0394121,0.027493,0.00723534,0.00294906,0.0381347,0.0795473,0,0,0,0,0,0,0,0,0
11,0.0364485,0.031217,0,0,0,0,0,0,0.0285998,0,0.0328482,0.0434908,0,0,0.0238205,0,0,0.0499712,0.0432634,0.0463499,0.013792,0.0281837,0.0581669,0.0312112,0.0318402,0.0539869,0.0502496,0.0152338,0.0355241,0.035064,0.0236079,0.0265832,0.0922545,0.0504223,0.0111911,0.0116604,0.0297491,0,0.0202958,0.0355144,0.0318121,0,0,0.0167461,0,0,0.017744,0.0560064,0.0512528,0.0114467,0,0.0601163,0.0423688,0.0298206,0.0638672,0.0723303,0.0427838,0.0646418,0.0452857,0.0468817,0.0754278,0.039529,0.0270406,0.00658513,0.00325438,0.0374037,0.0812578,0,0,0,0,0,0,0,0,0
12,0.0362865,0.031259,0,0,0,0,0,0,0.0287617,0,0.0329168,0.0435717,0,0,0.0237276,0,0,0.0500833,0.043249,0.0464024,0.0137197,0.0281899,0.0585114,0.0315935,0.0318652,0.0539607,0.0500706,0.0151777,0.0355346,0.0349767,0.0236432,0.0267262,0.0925503,0.0503278,0.0112108,0.0117642,0.0297426,0,0.0203918,0.0354926,0.0316652,0,0,0.0169163,0,0,0.0175609,0.0568205,0.0513013,0.0115948,0,0.0605889,0.0423068,0.0296916,0.0638755,0.0725704,0.0428997,0.0644272,0.0451832,0.0466681,0.0752068,0.0394163,0.0269687,0.00629171,0.00293472,0.0376551,0.0812616,0,0,0,0,0,0,0,0,0
13,0.0362869,0.0313389,0,0,0,0,0,0,0.0288953,0,0.0328251,0.0437008,0,0,0.0236805,0,0,0.0501745,0.0432597,0.0464575,0.013659,0.02818,0.0589107,0.0319941,0.0318679,0.0538927,0.0498065,0.0151534,0.035573,0.034914,0.023778,0.0268726,0.0927733,0.0503287,0.0112709,0.0118477,0.0297326,0,0.0205237,0.0353964,0.0315243,0,0,0.0171191,0,0,0.0174009,0.0568427,0.0513529,0.0117428,0,0.0608773,0.0422316,0.0296481,0.0638877,0.072729,0.0428472,0.0642022,0.0450782,0.0466102,0.0751132,0.039371,0.0268758,0.00594746,0.00267938,0.0379016,0.0812955,0,0,0,0,0,0,0,0,0
14,0.0360883,0.0314217,0,0,0,0,0,0,0.0290611,0,0.032589,0.044119,0,0,0.0236609,0,0,0.0503061,0.043318,0.04637,0.0138578,0.0281001,0.0592126,0.03239,0.0317359,0.0537026,0.0492698,0.0149752,0.0357115,0.0350247,0.0239799,0.0270568,0.0930541,0.050323,0.0113584,0.0122809,0.0297071,0,0.0206409,0.0354757,0.0314162,0,0,0.0173805,0,0,0.0173473,0.0563099,0.0514067,0.0118539,0,0.0609745,0.0421291,0.029589,0.0639176,0.0728085,0.0427447,0.0640641,0.0450163,0.0464459,0.0751315,0.0394407,0.0268439,0.00562604,0.00246806,0.038208,0.0812948,0,0,0,0,0,0,0,0,0
15,0.0355229,0.0311717,0,0,0,0,0,0,0.0293576,0,0.0318052,0,0,0,0.0238936,0,0,0.0498409,0.0391785,0.0455268,0.0201447,0.0292668,0.0608507,0.0315163,0.0278839,0.0515225,0.0483606,0.0165989,0.0367256,0.0361473,0.0249784,0.0278178,0.0941172,0.0508517,0.0108689,0.0122665,0.0298166,0,0.0205301,0.0364568,0.0311966,0,0,0.0175319,0,0,0.0170813,0.0588733,0.0509194,0.0121649,0,0.0616603,0.0412464,0.0296836,0.0633093,0.0729249,0.0439433,0.0639063,0.0445487,0.0462028,0.074925,0.0374163,0.0273159,0.00576454,0.0019416,0.0384299,0.0802227,0,0,0,0,0,0,0,0,0
16,0.0352686,0.0315283,0,0,0,0,0,0,0.0284257,0,0.0321398,0.0435766,0,0,0.0235906,0,0,0.0502369,0.0457366,0.0451813,0.0141317,0.028205,0.0602938,0.0331245,0.0313207,0.0529047,0.0492405,0.0160136,0.0358045,0.035304,0.0240233,0.0268596,0.0913939,0.0503414,0.0111417,0.0132701,0.0294214,0,0.020262,0,0.030724,0,0,0.0180311,0,0,0.0168752,0.0544897,0.051436,0.0144172,0,0.0620031,0.0411027,0.0279016,0.0627929,0.0725235,0.0434503,0.0641195,0.0455543,0.0468047,0.075253,0.0411043,0.0273827,0.00564865,0.00171497,0.0387939,0.0806333,0,0,0,0,0,0,0,0,0
17,0.0353931,0.0318305,0,0,0,0,0,0,0.0294658,0,0.0325409,0.0415227,0,0,0.0234957,0,0,0.0504375,0.0435966,0.0467406,0.0134787,0.028715,0.0600395,0.0332751,0.0317274,0.0532342,0.048988,0.0150239,0.0356871,0.0350523,0.0240587,0.0272002,0.0940583,0.0499713,0.0112513,0.013763,0.0295127,0,0.0211033,0.0365519,0.0309392,0,0,0.0183373,0,0,0.0170847,0.0560945,0.051839,0.0130727,0,0.0622501,0.0418741,0.0301057,0.063855,0.0727927,0.0431785,0.0630317,0.0446121,0.0460647,0.0738115,0.0390675,0.0269805,0.00495027,0.00200479,0.038933,0.0810545,0,0,0,0,0,0,0,0,0
18,0.0349896,0.0318933,0,0,0,0,0,0,0.0295435,0,0.032564,0.0413756,0,0,0.0234834,0,0,0.05056,0.0437424,0.0466416,0.0133702,0.0290967,0.0604093,0.0338404,0.0318656,0.0530963,0.0491157,0.0147922,0.0357661,0.0350367,0.0240248,0.0271363,0.0944582,0.0497182,0.011479,0.0141376,0.0294727,0,0.0212819,0.0369863,0.0306832,0,0,0.0186625,0,0,0.0169841,0.0563691,0.0520123,0.0136111,0,0.0629364,0.0419295,0.0303637,0.063839,0.0727865,0.0429879,0.0629325,0.0444276,0.0459048,0.073313,0.0392171,0.0269623,0.00433428,0.00185895,0.0390898,0.0809726,0,0,0,0,0,0,0,0,0
19,0.0346268,0.0319401,0,0,0,0,0,0,0.0295804,0,0.032621,0.0434472,0,0,0.0233691,0,0,0.0508564,0.0441274,0.0466384,0.0132264,0.0296359,0.0609255,0.0345089,0.0322563,0.0532176,0.0493749,0.0143623,0.0357505,0.0349968,0.023935,0.0269824,0.0946842,0.0493191,0.0119666,0.0145164,0.0292838,0,0.0214132,0.0374665,0.0302975,0,0,0.0190653,0,0,0.0169507,0.0565923,0.0520956,0.0140296,0,0.0636481,0.0420314,0.0302362,0.0639771,0.0728164,0.0430715,0.0628916,0.0442422,0.0457649,0.0726075,0.0395508,0.0269384,0.0035395,0.00182239,0.0392964,0.0807852,0,0,0,0,0,0,0,0,0
20,0.0343716,0.0322654,0,0,0,0,0,0,0.0295339,0,0.0327289,0.0447241,0,0,0.0234561,0,0,0.0512411,0.0442884,0.0464626,0.0133575,0.0307428,0.0615082,0.0351304,0.0324397,0.0531832,0.0494314,0.0141257,0.0357955,0.0349593,0.0238484,0.0269154,0.0946445,0.0487871,0.0125306,0.0144742,0.0289756,0,0.0213072,0.0380076,0.0298925,0,0,0.0197995,0,0,0.0168594,0.0566076,0.0519061,0.0144338,0,0.0643533,0.0421779,0.0300099,0.064086,0.0728499,0.0430669,0.0621729,0.0441438,0.0455944,0.0717874,0.0396175,0.0268518,0.0024767,0.00185266,0.0396773,0.080443,0,0,0,0,0,0,0,0,0
21,0.0332888,0.0326689,0,0,0,0,0,0,0.0281244,0,0.0329973,0.0463672,0,0,0.0237419,0,0,0.0512871,0.0458826,0.0452352,0.0154222,0,0.0629244,0.0357937,0.0310989,0.0546787,0,0.0147567,0.0343863,0.0334111,0.0218158,0.0254987,0.0890321,0.0485752,0.0126282,0.0143678,0.0287049,0,0.0204252,0,0.0290621,0,0,0.0208948,0,0,0.0162217,0.0550392,0.0514346,0.0172122,0,0.0654693,0.0411818,0.0278454,0.0627508,0.0725999,0.04362,0.0622511,0.0447227,0.0462011,0.0722038,0.0414255,0.0274191,0.00191823,0.00137075,0.0404267,0.0792171,0,0,0,0,0,0,0,0,0
22,0.0340198,0.0333893,0,0,0,0,0,0,0.0291008,0,0.032617,0.0468361,0,0,0.0240477,0,0,0.0517163,0.0435414,0.0458915,0.0144774,0,0.0629437,0.0354151,0.0316622,0.0517575,0.0475716,0.0144624,0.0359202,0.035173,0.0239775,0.027519,0.0930577,0.047614,0.0129408,0.0148495,0.0289216,0,0.0212271,0.0381116,0.0298274,0,0,0.0218078,0,0,0.0172259,0.0571066,0.0517961,0.0154974,0,0.0661722,0.0429431,0.0291928,0.0633371,0.0721479,0.0421764,0.0613168,0.0438144,0.0455453,0.0714339,0.038943,0.0261429,0.000726006,0.00296022,0.0401849,0.079994,0,0,0,0,0,0,0,0,0
23,0.0337128,0.0339044,0,0,0,0,0,0,0.0290982,0,0.0325839,0.0473947,0,0,0.0241104,0,0,0.0520202,0.0435295,0.0459349,0.0147927,0,0.0635845,0.035543,0.0315306,0.051882,0.0476852,0.0144897,0.0357757,0.0351211,0.0239308,0.0274654,0.0929979,0.0471695,0.0132391,0.0151791,0.0288771,0,0.0213251,0.0381938,0.0296857,0,0,0.0225653,0,0,0.0178124,0.0571203,0.051911,0.015845,0,0.0667421,0.0431726,0.0292379,0.0633884,0.072084,0.042505,0.0613787,0.0437225,0.0453589,0.0713823,0.0390674,0.0258391,0.00122667,0.00337453,0.0404271,0.0795069,0,0,0,0,0,0,0,0,0
24,0.0334723,0.0344007,0,0,0,0,0,0,0.0290821,0,0.0324253,0.0478627,0,0,0.0242777,0,0,0.0521346,0.0435748,0.0459529,0.0150761,0,0.064042,0.0356286,0.0314816,0.0519578,0.0477682,0.0145067,0.0357985,0.0349481,0.0238878,0.0274015,0.0928494,0.0468422,0.0134918,0.0153449,0.0287455,0,0.0214246,0.0382758,0.029554,0,0,0.02324,0,0,0.0181665,0.0571296,0.0519754,0.0161064,0,0.0671912,0.0435051,0.0293155,0.0635813,0.0719846,0.0424366,0.0615026,0.0436244,0.0451612,0.0712109,0.0392558,0.0254663,0.00181678,0.00377028,0.0406278,0.0790419,0,0,0,0,0,0,0,0,0
25,0.0331338,0.0346504,0,0,0,0,0,0,0.0290512,0,0.0323693,0.0481703,0,0,0.0240508,0,0,0.0522476,0.0437217,0.0458131,0.0152432,0,0.0643802,0.0354672,0.0313222,0.0518921,0.0476966,0.0146262,0.0357234,0.0348129,0.0238619,0.0273756,0.0928213,0.0465719,0.0136653,0.015889,0.0287395,0,0.021477,0.038407,0.0295963,0,0,0.023318,0,0,0.0188262,0.0571968,0.0520377,0.0163898,0,0.0676187,0.0438122,0.0293376,0.0638879,0.0719044,0.0424448,0.0617748,0.0435195,0.0451792,0.0710671,0.0395207,0.0251024,0.00211661,0.00423585,0.040736,0.0786642,0,0,0,0,0,0,0,0,0
26,0.032236,0.0348528,0,0,0,0,0,0,0.0281882,0,0.0319698,0.048796,0,0,0.0244116,0,0,0.0519957,0.0457227,0.0442418,0.0158966,0,0.0652447,0.0352366,0.0305524,0.0513094,0.0480963,0.0156581,0.0357475,0.0349241,0.0236808,0.0270582,0.0905968,0.0466269,0.0136531,0.0156965,0.0287457,0,0.0208498,0,0.0290886,0,0,0.0234548,0,0,0.0185652,0.056299,0.0519054,0.0190889,0,0.0686399,0.0432004,0.0270774,0.0622448,0.0711796,0.0426827,0.0626437,0.0442218,0.0459008,0.0717402,0.0411985,0.02533,0.0018606,0.00386755,0.041001,0.0778386,0,0,0,0,0,0,0,0,0
27,0.0326612,0.035109,0,0,0,0,0,0,0.0290292,0,0.0324458,0.0484189,0,0,0.0246729,0,0,0.0524432,0.0438207,0.0455493,0.0153965,0,0.0651117,0.0349799,0.0312794,0.0518959,0.0476607,0.014779,0.0354493,0.0346039,0.0235505,0.0271813,0.0929257,0.0461918,0.0139868,0.0159629,0.0286405,0,0.0216144,0.038496,0.0294025,0,0,0.0233965,0,0,0.0191528,0.0573025,0.0522044,0.016559,0,0.0682763,0.0442555,0.0293511,0.0638191,0.0720359,0.0426102,0.0614375,0.043154,0.0449738,0.0711931,0.0397767,0.0243845,0.00261923,0.00486891,0.0409193,0.0782491,0,0,0,0,0,0,0,0,0
28,0.0327166,0.0352214,0,0,0,0,0,0,0.0290262,0,0.032539,0.0484214,0,0,0.0250661,0,0,0.0527148,0.0438386,0.0455697,0.0154293,0,0.0652681,0.0346637,0.0311754,0.0518559,0.0477153,0.0146632,0.0354828,0.034653,0.0234557,0.0271319,0.0929536,0.046039,0.0141334,0.0156584,0.028629,0,0.0216616,0.0385917,0.0293043,0,0,0.0234134,0,0,0.0193694,0.0572895,0.0522981,0.0166589,0,0.0683474,0.0444001,0.0293732,0.0638358,0.0721378,0.0425972,0.0609432,0.0430584,0.0447101,0.0719115,0.0398142,0.0240208,0.00280627,0.00511683,0.0410472,0.0782242,0,0,0,0,0,0,0,0,0
29,0.0327028,0.0351647,0,0,0,0,0,0,0.0290622,0,0.0326607,0.0485346,0,0,0.0243202,0,0,0.0533538,0.043703,0.0456356,0.0154604,0,0.0652879,0.034044,0.0311538,0.0518713,0.0477257,0.0146261,0.0354978,0.034729,0.0234554,0.027049,0.0930176,0.0460608,0.0139811,0.0162453,0.0286025,0,0.0216508,0.0387019,0.0293474,0,0,0.0234301,0,0,0.0197409,0.0571616,0.052306,0.0169887,0,0.0683309,0.044483,0.0293458,0.0638023,0.0725014,0.0424379,0.0606704,0.0431457,0.0446046,0.0715539,0.0399234,0.0238257,0.00297684,0.00537681,0.0411448,0.0782778,0,0,0,0,0,0,0,0,0
30,0.0328054,0.0351339,0,0,0,0,0,0,0.0290912,0,0.0325824,0.0488328,0,0,0.0240569,0,0,0.0536281,0.0433533,0.045527,0.0155021,0,0.0651965,0.0336459,0.0313286,0.0519223,0.0477584,0.0148422,0.035383,0.0346768,0.0233724,0.0269238,0.0931249,0.0459928,0.0139061,0.0162989,0.0285596,0,0.0217349,0.0387739,0.0294868,0,0,0.0235404,0,0,0.0202288,0.056313,0.0524002,0.0171997,0,0.0681482,0.044489,0.0292279,0.0636292,0.072563,0.0424172,0.0606565,0.0431685,0.0447915,0.0712331,0.0401205,0.023781,0.00311486,0.00572931,0.041278,0.0783872,0,0,0,0,0,0,0,0,0
31,0.0330329,0.0351819,0,0,0,0,0,0,0.0291403,0,0.0325181,0.0490202,0,0,0.0241709,0,0,0.0534834,0.0431671,0.045311,0.0153682,0,0.0650179,0.0333484,0.0308236,0.0519794,0.0478194,0.0149766,0.0352195,0.0346404,0.0232668,0.0268248,0.0933338,0.045918,0.01389,0.0158605,0.0285031,0,0.0218098,0.0387758,0.0296201,0,0,0.0238212,0,0,0.0206308,0.0550205,0.0525755,0.0167987,0,0.0678702,0.0444134,0.029125,0.0634306,0.0723642,0.0423266,0.0607694,0.0432139,0.0449094,0.0712099,0.0402897,0.023816,0.00329409,0.00601261,0.041517,0.0785038,0,0,0,0,0,0,0,0,0
32,0.0334513,0.0351112,0,0,0,0,0,0,0.0291815,0,0.0325134,0.0488656,0,0,0.0232884,0,0,0.0534044,0.0432684,0.0452943,0.0151938,0,0.0648399,0.0327057,0.0304659,0.052078,0.0479462,0.0150235,0.0351129,0.0346757,0.0232595,0.0268319,0.0934328,0.0461322,0.013641,0.0162565,0.0285186,0,0.021868,0.0387351,0.0298995,0,0,0.0238015,0,0,0.0210745,0.0556284,0.052701,0.0164035,0,0.0676422,0.0443116,0.0291269,0.0634754,0.0722504,0.042241,0.0608805,0.0432771,0.0449092,0.0712783,0.0405691,0.0239444,0.00351436,0.00637489,0.0416262,0.0786025,0,0,0,0,0,0,0,0,0
33,0.0338281,0.0351171,0,0,0,0,0,0,0.0291842,0,0.0326155,0.0488305,0,0,0.022933,0,0,0.0531591,0.0432342,0.0451686,0.0152048,0,0.0645939,0.0322041,0.0310703,0.0519676,0.0480145,0.0151838,0.0352387,0.0346631,0.0233244,0.02683,0.0934166,0.0463074,0.0135939,0.0161877,0.0286299,0,0.0218967,0.0386731,0.0301358,0,0,0.0238076,0,0,0.0212475,0.0545216,0.0527015,0.0162036,0,0.0673311,0.0442376,0.0289309,0.0632757,0.0720585,0.0423193,0.061096,0.0434083,0.0449551,0.0713995,0.040865,0.024082,0.00370888,0.0066845,0.0417555,0.0787426,0,0,0,0,0,0,0,0,0
34,0.0335731,0.0350037,0,0,0,0,0,0,0.0283685,0,0.0323551,0.0491904,0,0,0.0227604,0,0,0.052908,0.0451818,0.0437973,0.01582,0,0.0650683,0.0316583,0.0317743,0.0512691,0.048451,0.0162082,0.0355198,0.0348116,0.0231833,0.0265325,0.0912933,0.0467306,0.0133244,0.0157871,0.028753,0,0.0213243,0,0.0299117,0,0,0.0237467,0,0,0.0209517,0.052831,0.052678,0.0181442,0,0.0677165,0.0431683,0.0264864,0.061448,0.07115,0.0425601,0.0621108,0.0443106,0.0456887,0.0722076,0.0425719,0.0248812,0.0031289,0.00618172,0.04187,0.0785523,0,0,0,0,0,0,0,0,0
35,0.0344351,0.0350952,0,0,0,0,0,0,0.0291142,0,0.0327305,0.0484614,0,0,0.0230216,0,0,0.0531609,0.0434536,0.0448881,0.0148441,0,0.064144,0.0313862,0.0310705,0.0519923,0.0481188,0.0151538,0.0353544,0.0345599,0.0231115,0.0266606,0.0934527,0.0464776,0.0133578,0.0155566,0.0285895,0,0.0219128,0.0382232,0.03056,0,0,0.0240736,0,0,0.0212917,0.0535866,0.0528509,0.015716,0,0.0666328,0.0440212,0.028817,0.0629681,0.0720057,0.0422651,0.0612139,0.0434013,0.0449309,0.0712992,0.041317,0.0245115,0.00361651,0.00698111,0.0417906,0.0793905,0,0,0,0,0,0,0,0,0
36,0.034847,0.034982,0,0,0,0,0,0,0.0291052,0,0.0326558,0.0483079,0,0,0.0226846,0,0,0.0533416,0.0434338,0.0444836,0.0150089,0,0.0638195,0.0310911,0.0302122,0.0519302,0.0482518,0.0151832,0.0355237,0.0346553,0.0231456,0.0266295,0.0934072,0.0466066,0.0132831,0.0156473,0.0285089,0,0.0218731,0.0381195,0.0308783,0,0,0.0240242,0,0,0.0213125,0.053728,0.0528774,0.0152939,0,0.0661032,0.0439334,0.0288546,0.0627491,0.0719941,0.0421342,0.0612505,0.0433852,0.0449221,0.0712875,0.0415044,0.0247771,0.00366605,0.00716345,0.0417057,0.0796154,0,0,0,0,0,0,0,0,0
37,0.0341794,0.0345662,0,0,0,0,0,0,0.0282589,0,0.0313694,0,0,0,0.0222915,0,0,0.0525285,0.0419946,0.0420147,0.0229871,0,0.0658667,0.0293534,0.0260835,0.0483964,0.0481473,0.018794,0.0370249,0.0360622,0.0240754,0.0273023,0.0913508,0.0478362,0.012878,0.0145505,0.0286669,0,0.020929,0,0.0306837,0,0,0.0238274,0,0,0.0203967,0.055416,0.0521596,0.0155752,0,0.0667664,0.0418715,0.0265531,0.0605903,0.0712773,0.0430976,0.062271,0.043934,0.045607,0.0721239,0.041494,0.0262004,0.00262342,0.00583914,0.041626,0.0783297,0,0,0,0,0,0,0,0,0
