Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72
All Timesteps RMSE,0.029912,0.0295632,0,0,0,0.0564483,0.0105741,0.030408,0.0381811,0,0,0,0,0.0284191,0,0.0221965,0.0146466,0.031516,0.0321298,0.0543938,0.0227212,0,0,0.0645067,0.0499376,0.0155741,0.0211595,0.0182724,0.0613544,0.0245092,0.0298899,0.03997,0.0238633,0,0.0605339,0,0.019327,0.0114889,0.00794028,0.023114,0.0124545,0.0218159,0.0326932,0.0433317,0,0,0.0215368,0,0.010629,0.0116217,0.0500341,0.0275615,0.0242556,0.0275288,0.0641552,0.0215648,0.0299573,0.0731951,0.029378,0.0281814,0.0178185,0.01059,0.0166703,0.0160471,0.0248559,0.0195976,0.0071875,0.00480649,0.0423035,0.0342918,0,0,0
0,0.030166,0.0347663,0,0,0,0.0576611,0.0101111,0.0322451,0.0428443,0,0,0,0,0.0330217,0,0.023444,0.0136058,0.0303768,0.0268916,0.0602293,0.0287817,0,0,0.0690746,0.0533124,0.014438,0.0177488,0.0220311,0.0649125,0.018433,0.028496,0.0208099,0.0205726,0,0.0570093,0,0.0169168,0.011724,0.00938235,0.0133182,0.0133158,0.0218307,0.0283874,0.0443178,0,0,0.0114066,0,0.00948335,0.00665415,0.0512667,0.0252345,0.0261311,0.0253695,0.0638894,0.0226383,0.0235183,0.06767,0.023361,0.0214987,0.0223253,0.0120352,0.0197396,0.0189552,0.0138943,0.015465,0.00462348,0.00417715,0.0484592,0.0338874,0,0,0
1,0.0299798,0.0347058,0,0,0,0.0523165,0.0102174,0.0315374,0.0425617,0,0,0,0,0.0328592,0,0.0231928,0.0134884,0.031604,0.0281646,0.0596446,0.0265437,0,0,0.0678613,0.0533835,0.0133512,0.0158631,0.0196898,0.0635735,0.0215676,0.0300862,0.0223817,0.0217121,0,0.0509422,0,0.0171336,0.0116308,0.00912379,0.0131848,0.0135356,0.02173,0.0276756,0.0433279,0,0,0.0100996,0,0.00941681,0.00534026,0.0511962,0.0249905,0.0264632,0.025257,0.0633304,0.0214773,0.0234156,0.0673237,0.0232252,0.021334,0.0222259,0.011843,0.0197239,0.0189782,0.014077,0.0141634,0.00414535,0.00362755,0.0481644,0.0329653,0,0,0
2,0.0297189,0.0345641,0,0,0,0.0636099,0.0102901,0.0459142,0.0418349,0,0,0,0,0.0331375,0,0.0228697,0.0137302,0.0307806,0.0461823,0.0580803,0.02047,0,0,0.0678639,0.0530737,0.0122828,0.0140045,0.0167398,0.0629836,0.0324863,0.039753,0.0368436,0,0,0.0591742,0,0.0176792,0.0115824,0.00890901,0.0129777,0.0136455,0.0222695,0.0281853,0.0431774,0,0,0.00996771,0,0.00939457,0.00481552,0.0509314,0.0252366,0.0264445,0.0256754,0.063877,0.0210843,0.0237771,0.0676611,0.0236961,0.021526,0.0224297,0.0118334,0.0200917,0.019115,0.0140629,0.0137713,0.0039179,0.00333812,0.0481192,0.0329285,0,0,0
3,0.0295366,0.0343286,0,0,0,0.0576885,0.0103825,0.0454299,0.0415776,0,0,0,0,0.0332538,0,0.0224167,0.0136586,0.0315022,0.0481278,0.0578555,0.0218608,0,0,0.0673237,0.0528028,0.0127773,0.0154756,0.0188326,0.0628413,0.0342737,0.0403063,0.0383197,0,0,0.052577,0,0.0180921,0.0114411,0.00854231,0.0127522,0.0138241,0.0213251,0.028338,0.0431166,0,0,0.00975276,0,0.00936942,0.00418531,0.0507165,0.0259851,0.026146,0.0247822,0.0634459,0.0209841,0.0224025,0.0676798,0.0221917,0.0207875,0.0241176,0.0114661,0.0215415,0.0229119,0.0162618,0.0133497,0.00367624,0.00302531,0.0478793,0.0327894,0,0,0
4,0.0289753,0.033823,0,0,0,0.0334772,0.0105092,0.0284689,0.0425525,0,0,0,0,0.0331205,0,0.0218781,0.0134295,0.0329206,0.0328156,0.0590412,0.0242531,0,0,0.0659837,0.0521568,0.0103113,0.0137816,0.0173318,0.0620283,0.0266627,0.0323108,0.0254379,0.0254139,0,0.0282413,0,0.0182597,0.0111954,0.00806558,0.0143477,0.0141006,0.0215514,0.0265379,0.043064,0,0,0.00941363,0,0.0092979,0.0033648,0.0513934,0.0241778,0.0278574,0.0249728,0.0631073,0.0211671,0.0230309,0.0664161,0.0228313,0.0212607,0.021851,0.0111623,0.0193995,0.0186611,0.0166991,0.0126964,0.00342427,0.00270614,0.0476402,0.0323024,0,0,0
5,0.0287526,0.0334367,0,0,0,0.0215595,0.0107371,0.0281703,0.0425134,0,0,0,0,0.0335733,0,0.021585,0.0134699,0.0333741,0.0309582,0.0586304,0.0238697,0,0,0.0652002,0.0518427,0.012444,0.0159085,0.0192559,0.062332,0.0284559,0.032309,0.0259827,0.0238657,0,0.023831,0,0.0186418,0.0110452,0.00773045,0.0144787,0.0142688,0.0206642,0.0267585,0.0431442,0,0,0.00961901,0,0.00923396,0.00318149,0.0512463,0.0241617,0.0281983,0.0242546,0.0629064,0.0212255,0.0220582,0.0661167,0.0216946,0.0204675,0.0224507,0.010857,0.0198842,0.0203632,0.0180734,0.0122606,0.00336301,0.0025205,0.0477049,0.0321897,0,0,0
6,0.0285671,0.0331542,0,0,0,0.0305186,0.0109149,0.0380604,0.0426202,0,0,0,0,0.0342873,0,0.0214389,0.013687,0.0335217,0.0409384,0.0582526,0.0246567,0,0,0.0648592,0.0515034,0.0164889,0.020054,0.0229755,0.0634708,0.0311497,0.0346435,0.0306416,0.0255679,0,0.0382287,0,0.0191788,0.0109971,0.00753515,0.015331,0.0144189,0.0209383,0.0269107,0.0432874,0,0,0.0101488,0,0.00920757,0.00333644,0.051494,0.023321,0.0289761,0.0246771,0.0633802,0.021264,0.0224736,0.0657323,0.0222058,0.0205942,0.0214864,0.0107598,0.0189846,0.0185091,0.0185993,0.0119311,0.00330058,0.00235219,0.0478889,0.032148,0,0,0
7,0.0283472,0.0328666,0,0,0,0.0451301,0.0111155,0.0493265,0.0426438,0,0,0,0,0.0349478,0,0.0211226,0.014066,0.0335032,0.053284,0.0579577,0.0260317,0,0,0.0646121,0.0511283,0.0207904,0.0243555,0.0266615,0.064978,0.0337786,0.037584,0.0361669,0.028637,0,0.0543039,0,0.0198423,0.0109234,0.0073988,0.0160589,0.014514,0.0209865,0.0273067,0.0433864,0,0,0.0109832,0,0.00917843,0.0038378,0.0516059,0.0230161,0.0295478,0.024626,0.0638007,0.0212696,0.022414,0.0654136,0.0221414,0.0203657,0.0211085,0.0106209,0.0186298,0.0180107,0.0195122,0.0117409,0.00328882,0.00219836,0.0479014,0.0320759,0,0,0
8,0.0279944,0.0323209,0,0,0,0.0575555,0.0113728,0.0587341,0.0425257,0,0,0,0,0.0355769,0,0.0205846,0.0145715,0.0335354,0.0636563,0.0577037,0.0272089,0,0,0.0640469,0.0504557,0.023972,0.0273632,0.0291174,0.0663093,0.0354002,0.0398066,0.0405817,0.0313062,0,0.0671453,0,0.0205336,0.010745,0.00724124,0.0170441,0.0145869,0.0197693,0.0283042,0.0433425,0,0,0.012135,0,0.00915271,0.00461704,0.0513098,0.0260562,0.0290302,0.0244806,0.0632742,0.0213947,0.0203017,0.065442,0.0203813,0.0196567,0.0243892,0.00983307,0.0211274,0.0246644,0.0224905,0.0116805,0.00332605,0.00208773,0.0474531,0.0318156,0,0,0
