Timestep,,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LTIB
112,0,0.0205696,0.0211762,0,0,0,0.0788557,0.0139096,0,0.00477372,0,0,0,0,0.0187247,0,0.0204208,0.00402003,0.0337079,0.0332129,0.0181237,0.0161922,0,0,0.0145564,0.0121213,0.0160822,0.017401,0.0209615,0.0675928,0.0286825,0.116807,0.0195021,0,0.0855004,0,0.00891603,0.00966223,0.00395338,0.0129384,0.00775711,0.0163328,0.00858113,0.0224737,0,0,0.0303032,0,0.0140704,0.0240208,0.0558428,0.0174686,0.0294188,0.016069,0.0148599,0.0172302,0.0104523,0.0505289,0.0138662,0.0115433,0.0122037,0.00953682,0.007371,0.00841959,0.0099929,0.0126192,0.00513223,0.00990913,0.0194183,0.015887,0,0,0,0.0204347
113,0,0.020936,0.0214316,0,0,0,0.0748358,0.0138328,0,0.00462212,0,0,0,0,0.0186262,0,0.0203378,0.00393737,0.0340276,0.0305017,0.0181818,0.017359,0,0,0.0149422,0.0123396,0.0162247,0.0179367,0.0219647,0.0672641,0.0269555,0.125757,0.0187837,0,0.0827888,0,0.00868264,0.00968462,0.0038723,0.0131228,0.00803087,0.0163179,0.00844442,0.0226392,0,0,0.0299338,0,0.0136316,0.0237441,0.0558202,0.017775,0.0293886,0.0163874,0.0147525,0.0179232,0.0107452,0.0505023,0.0141752,0.0119842,0.0122392,0.00949864,0.00722704,0.00836042,0.0101248,0.012146,0.0055958,0.00979877,0.0195297,0.0161912,0,0,0,0.0195257
114,0,0.0213132,0.0217566,0,0,0,0.0720702,0.0137639,0,0.00469554,0,0,0,0,0.0186677,0,0.0203813,0.00390996,0.0343932,0.0275152,0.0182212,0.0180488,0,0,0.01555,0.0125682,0.0161752,0.0184122,0.0224348,0.0666619,0.0256527,0.124731,0.0177798,0,0.0810853,0,0.0085144,0.00978143,0.0038016,0.0131456,0.00825268,0.0163156,0.00808161,0.0227519,0,0,0.0293073,0,0.0132033,0.0232497,0.0557458,0.0176872,0.0293339,0.0167391,0.0149153,0.0187669,0.0110147,0.0505186,0.0145501,0.0122977,0.0121703,0.00946584,0.00714462,0.0081233,0.0102127,0.0114831,0.00614521,0.00958449,0.0197303,0.0163423,0,0,0,0.0186559
115,0,0.0216689,0.0221167,0,0,0,0.0699089,0.0136905,0,0.00483457,0,0,0,0,0.0185484,0,0.0202881,0.00392573,0.034763,0.0254523,0.0183349,0.0188484,0,0,0.0161059,0.012839,0.0160165,0.018815,0.0228135,0.0659803,0.0245907,0.124086,0.016701,0,0.079434,0,0.00848934,0.00981071,0.00377017,0.013024,0.00843764,0.0162074,0.00777166,0.0229083,0,0,0.0284843,0,0.0128315,0.0225947,0.0556249,0.0176915,0.0293265,0.0170572,0.0151926,0.0197069,0.0112909,0.0504958,0.0149125,0.0125021,0.0119976,0.00942839,0.00697415,0.00774738,0.0103395,0.0106635,0.00672504,0.00921136,0.0199771,0.016375,0,0,0,0.0178825
116,0,0.0220216,0.0225092,0,0,0,0.0679742,0.0136159,0,0.00515506,0,0,0,0,0.0184387,0,0.0200855,0.00396876,0.0351831,0.0230955,0.0185056,0.0197798,0,0,0.0167144,0.0131546,0.0158182,0.0192457,0.0231285,0.0652758,0.0237857,0.12504,0.0154994,0,0.0778083,0,0.00847812,0.00977757,0.00378202,0.0130235,0.00867101,0.0160236,0.00732865,0.0229353,0,0,0.0274788,0,0.0125825,0.0218191,0.0554959,0.0180023,0.0292441,0.0173067,0.0155875,0.0206548,0.0113708,0.0504472,0.015222,0.0126918,0.0118087,0.00939431,0.0068546,0.00730346,0.010556,0.00976652,0.00721341,0.00901853,0.0202918,0.0162554,0,0,0,0.0170258
117,0,0.0224789,0.0228691,0,0,0,0.065716,0.0135129,0,0.00558532,0,0,0,0,0.0184238,0,0.0200936,0.00395564,0.0356685,0.0213847,0.0187057,0.0206669,0,0,0.0173366,0.0134841,0.0155465,0.0195949,0.0232559,0.0645752,0.0231982,0.126475,0.0142221,0,0.0759435,0,0.00843814,0.00982008,0.00386979,0.0131094,0.00878619,0.0159496,0.00692812,0.0228408,0,0,0.0263296,0,0.0123171,0.0209593,0.0553974,0.0181318,0.029177,0.0175124,0.0159879,0.0215029,0.0114638,0.0503859,0.0155135,0.0128317,0.011601,0.00938227,0.00673859,0.0068539,0.0105976,0.00889573,0.00768696,0.00898235,0.0205977,0.0160453,0,0,0,0.0161042
118,0,0.0230426,0.0231749,0,0,0,0.0632035,0.0134374,0,0.00600476,0,0,0,0,0.0185197,0,0.0203306,0.00396594,0.0362694,0.0201975,0.0189412,0.0213333,0,0,0.0178453,0.0137781,0.015248,0.0196104,0.0231824,0.063901,0.0228679,0.127891,0.0128558,0,0.0734703,0,0.00857641,0.00994962,0.00397308,0.013336,0.00890702,0.0161267,0.00671037,0.0227679,0,0,0.0250399,0,0.012057,0.0200116,0.0553117,0.0180959,0.0291575,0.0177136,0.0163369,0.0223041,0.0112854,0.0502855,0.0157775,0.0128788,0.0113735,0.0094215,0.00654535,0.00629921,0.0107385,0.00815662,0.00806532,0.00891274,0.0208705,0.0158818,0,0,0,0.0152735
119,0,0.0230228,0.0234221,0,0,0,0.0605152,0.0134164,0,0.00638094,0,0,0,0,0.0186359,0,0.0204674,0.00405716,0.036942,0.0192324,0.0192476,0.021746,0,0,0.0181427,0.0139927,0.0148712,0.0193184,0.0228003,0.063154,0.0226547,0.129512,0.0112767,0,0.0703036,0,0.00855037,0.010041,0.00402385,0.0137044,0.00903191,0.0162823,0.00672838,0.0228077,0,0,0.0237561,0,0.0118519,0.0191105,0.0552551,0.0180669,0.0291562,0.0178486,0.0165279,0.0230704,0.0111179,0.0501442,0.0159088,0.0128857,0.0111608,0.00948547,0.00640563,0.00585003,0.0111219,0.00759731,0.0084122,0.00873496,0.0211104,0.0158756,0,0,0,0.0146653
120,0,0.0230109,0.0236543,0,0,0,0.0583028,0.0133963,0,0.00669564,0,0,0,0,0.0187893,0,0.020482,0.00416611,0.0376281,0.0192203,0.0195572,0.0218609,0,0,0.0183001,0.0142359,0.0145172,0.0187733,0.0220976,0.062282,0.0226709,0.131658,0.00993278,0,0.066349,0,0.00851246,0.0100787,0.00407661,0.0139716,0.00913496,0.0163322,0.00668644,0.0228346,0,0,0.0225237,0,0.0116717,0.0182405,0.0552252,0.0183694,0.0291141,0.0179183,0.0165961,0.0237449,0.0110864,0.0499676,0.0159562,0.0129012,0.0110491,0.00956193,0.00631489,0.00553719,0.0115812,0.00730711,0.00870298,0.00851372,0.0213408,0.0159124,0,0,0,0.0145211
121,0,0.0231116,0.0238257,0,0,0,0.0554411,0.0134035,0,0.00702268,0,0,0,0,0.0188723,0,0.0203867,0.00427223,0.0384039,0.0189318,0.0199506,0.0216773,0,0,0.0182957,0.0144377,0.0141924,0.018168,0.0211915,0.0612738,0.0230322,0.134002,0.00916292,0,0.0616196,0,0.00853024,0.0100526,0.00412347,0.0141912,0.00937312,0.016417,0.00656959,0.0229331,0,0,0.0212257,0,0.0115258,0.0173923,0.0552519,0.0184625,0.029019,0.0179026,0.0165128,0.0242799,0.0109574,0.0497984,0.0159341,0.0128947,0.0109878,0.00971172,0.00622071,0.00527147,0.0121813,0.00724478,0.00880682,0.00833569,0.0214864,0.0159859,0,0,0,0.0150778
122,0,0.0232098,0.0238938,0,0,0,0.0515504,0.0134209,0,0.00741438,0,0,0,0,0.018946,0,0.0202492,0.00434671,0.0392439,0.0186269,0.0203504,0.0212838,0,0,0.0182409,0.0145608,0.0138491,0.0175196,0.0202214,0.0601549,0.0237006,0.136596,0.00947637,0,0.0560817,0,0.00844521,0.00997836,0.00417846,0.0144577,0.00959871,0.0164463,0.00640959,0.0230532,0,0,0.0198964,0,0.0113528,0.0165173,0.0552995,0.018183,0.0288523,0.0177383,0.0163597,0.0246845,0.0104159,0.0496496,0.0158003,0.0127319,0.0108592,0.00996228,0.00606376,0.00506703,0.0130126,0.00733313,0.00880314,0.00804927,0.0215287,0.0161254,0,0,0,0.016248
123,0,0.0232047,0.023885,0,0,0,0.0472467,0.0134731,0,0.00791161,0,0,0,0,0.0189485,0,0.0201508,0.00439912,0.0401301,0.0188597,0.0207576,0.0208174,0,0,0.018121,0.0145682,0.0133955,0.0167895,0.0192306,0.0590071,0.0247018,0.139761,0.0107745,0,0.0505554,0,0.00838814,0.00993558,0.00421529,0.0145527,0.00976876,0.0161685,0.00619883,0.023231,0,0,0.0185445,0,0.0111353,0.0156073,0.0552367,0.01785,0.0286388,0.0169063,0.0162671,0.0249922,0.00975654,0.0494871,0.0150281,0.0120544,0.0104636,0.0104538,0.00599772,0.00472709,0.0139449,0.00749075,0.00874318,0.00766661,0.0214866,0.0163079,0,0,0,0.0176133
124,0,0.0228178,0.023041,0,0,0,0.0429834,0.0137721,0,0.00806025,0,0,0,0,0.0181913,0,0.0198992,0.00446104,0.0407761,0.0187146,0.0210824,0.0205472,0,0,0.0172703,0.0136395,0.0125312,0.0159884,0.0182439,0.0578956,0.0257567,0.142707,0.0125929,0,0.0453868,0,0.00815082,0.00982416,0.00388817,0.0221001,0.0100562,0.0101534,0.00563495,0.0235487,0,0,0.0164888,0,0.0108554,0.0140307,0.0522867,0.0180901,0.0272984,0.0141755,0.0147876,0.0252504,0.00227211,0.0524582,0.00812047,0.0090898,0.013197,0.0131064,0.0101804,0.0153112,0.0264501,0.00768389,0.00839868,0.00719679,0.0205698,0.0166189,0,0,0,0.019127
125,0,0.0228636,0.0229185,0,0,0,0.0388815,0.0137772,0,0.0087174,0,0,0,0,0.0180606,0,0.019946,0.00458557,0.0414709,0.0188193,0.0214879,0.0213626,0,0,0.0169741,0.0135827,0.0124675,0.0163433,0.018031,0.0571093,0.0270679,0.145573,0.0147291,0,0.0408601,0,0.00814609,0.00986025,0.00377577,0.0223953,0.0102286,0.00981641,0.00565547,0.0239015,0,0,0.0152272,0,0.0106625,0.0131943,0.0524739,0.0186057,0.0269069,0.0146565,0.0147793,0.0254865,0.00259003,0.0521277,0.00848101,0.00975149,0.0135328,0.0128807,0.0103777,0.0158802,0.0269744,0.00800141,0.00824952,0.00685548,0.0203536,0.0170823,0,0,0,0.0210153
126,0,0.0229193,0.0228476,0,0,0,0.0347706,0.0137441,0,0.00951255,0,0,0,0,0.0179046,0,0.0198691,0.00461361,0.0419421,0.0194474,0.0217652,0.0236472,0,0,0.0168024,0.0136253,0.0136165,0.0182712,0.019105,0.0562178,0.0283172,0.147875,0.0168513,0,0.0366341,0,0.00795364,0.00982282,0.00366256,0.0223663,0.0104201,0.00949135,0.00571743,0.0241587,0,0,0.0139838,0,0.0105024,0.0123871,0.0526786,0.0189969,0.0266195,0.0148562,0.0150226,0.025622,0.00287585,0.0517315,0.00856511,0.010262,0.0137142,0.0126541,0.0103356,0.0161635,0.0271642,0.00833587,0.00804819,0.0066794,0.0202094,0.0175218,0,0,0,0.0232332
127,0,0.0230784,0.0228679,0,0,0,0.0310733,0.0137104,0,0.0103851,0,0,0,0,0.0177626,0,0.0196637,0.00459264,0.0420542,0.0209157,0.0219114,0.0266323,0,0,0.0168364,0.0137158,0.0160579,0.0214542,0.0209055,0.0556554,0.0291465,0.149691,0.0184881,0,0.0326842,0,0.00773027,0.00974613,0.00352459,0.0222232,0.0106209,0.00921128,0.00586935,0.0244069,0,0,0.0129582,0,0.0103814,0.0117263,0.0528434,0.0191454,0.0263167,0.0148806,0.0154866,0.0257748,0.00311616,0.0512825,0.00847557,0.0106896,0.0137287,0.0124376,0.0103167,0.0162694,0.0271964,0.00859433,0.00782771,0.00646689,0.0201951,0.0179148,0,0,0,0.0251139
128,0,0.0235301,0.0228921,0,0,0,0.027797,0.013648,0,0.0112471,0,0,0,0,0.0176085,0,0.0194237,0.00457082,0.0420962,0.02309,0.0220534,0.0301106,0,0,0.0170076,0.0138658,0.0198955,0.0258175,0.0237354,0.0556882,0.0298944,0.151031,0.0196869,0,0.0292431,0,0.00751745,0.00966265,0.00337415,0.0222077,0.0108108,0.00902655,0.00615252,0.0246588,0,0,0.0120584,0,0.0102807,0.0111381,0.0529866,0.0191494,0.0260237,0.0148234,0.0160014,0.0259266,0.0033385,0.0507786,0.00833081,0.0108851,0.0136169,0.012286,0.0102961,0.0161017,0.0272421,0.00882876,0.00759393,0.00617063,0.0202359,0.0182524,0,0,0,0.0265933
129,0,0.0240261,0.0227837,0,0,0,0.0266087,0.0135996,0,0.0117746,0,0,0,0,0.0176736,0,0.0191478,0.00456548,0.0422995,0.0303414,0.0221973,0.0333871,0,0,0.0167618,0.0139302,0.024196,0.0300913,0.0276868,0.0566485,0.0306754,0.152881,0.0199606,0,0.0322978,0,0.00753745,0.00963966,0.00318279,0.0225342,0.0109667,0.00874744,0.00663252,0.0250465,0,0,0.0115281,0,0.0101537,0.0107693,0.0531682,0.0191407,0.0257555,0.0146314,0.0161544,0.0260341,0.00366087,0.0502355,0.00813158,0.0110917,0.0134651,0.0121966,0.0101153,0.0159176,0.0275606,0.00902398,0.00763434,0.00598628,0.0202078,0.0187267,0,0,0,0.0280098
130,0,0.0241329,0.0229693,0,0,0,0.0363488,0.0135222,0,0.0127185,0,0,0,0,0.0173348,0,0.019011,0.00445443,0.0426292,0.0441017,0.0225579,0.036765,0,0,0.0169227,0.0145468,0.0287157,0.0347292,0.0319232,0.0580134,0.0324579,0.156248,0.0208537,0,0.0461092,0,0.00716925,0.00954218,0.00309123,0.0225423,0.0110744,0.00852863,0.00708169,0.0249767,0,0,0.0103706,0,0.0100965,0.00994561,0.0532924,0.0184673,0.0255615,0.0144555,0.0167845,0.0261049,0.00405282,0.0496582,0.00797171,0.0111797,0.013115,0.0122373,0.00980081,0.0153407,0.0275633,0.00943773,0.00745275,0.00580695,0.0205106,0.0188695,0,0,0,0.0296263
131,0,0.0243196,0.0231481,0,0,0,0.0490734,0.01345,0,0.013207,0,0,0,0,0.017431,0,0.0188517,0.004426,0.0428412,0.0567393,0.0226813,0.0400423,0,0,0.0169782,0.0150953,0.0327432,0.0391502,0.0353665,0.0596876,0.0345902,0.160578,0.0223848,0,0.0594381,0,0.00704123,0.00951788,0.002999,0.0225807,0.0111181,0.00829712,0.007522,0.0250504,0,0,0.00993562,0,0.0100387,0.0095003,0.0533632,0.0182075,0.0253052,0.0142609,0.0172432,0.026289,0.00454367,0.0491727,0.00787028,0.0113901,0.012937,0.0122764,0.00964994,0.0150252,0.0276997,0.00981958,0.00751092,0.00585209,0.0208322,0.0189724,0,0,0,0.0309648
132,0,0.0243574,0.0238306,0,0,0,0.0647113,0.0132274,0,0.0129211,0,0,0,0,0.0181409,0,0.0187914,0.0045764,0.0424512,0.0721627,0.0221045,0.0425115,0,0,0.0178845,0.0159832,0.0360802,0.0429351,0.0373913,0.0615943,0.0393092,0,0.0258293,0,0.0757894,0,0.00744168,0.0095678,0.003081,0.0224321,0.0110058,0.00840277,0.00787325,0.0248073,0,0,0.0105689,0,0.0100714,0.00983216,0.0531669,0.0179301,0.0252063,0.0140077,0.0181471,0.0264711,0.00485611,0.0489354,0.00772163,0.0112174,0.0128399,0.0122118,0.00964101,0.0147511,0.0276282,0.00998564,0.00749355,0.00609963,0.0217276,0.0184072,0,0,0,0.0334385
133,0,0.024709,0.0239361,0,0,0,0.0673764,0.0131274,0.0606683,0.0127096,0,0,0,0,0.0184681,0,0.0186845,0.00477871,0.0429937,0.0745063,0.0221965,0.0433681,0,0,0.0178082,0.0165395,0.0382269,0.0444909,0.0384216,0.0622155,0.0389962,0,0.0248168,0,0.07779,0,0.00779612,0.00959185,0.00309466,0.0224151,0.0110112,0.00838804,0.00819472,0.0249238,0,0,0.0104459,0,0.0101039,0.00964792,0.0532036,0.017986,0.0250661,0.0138012,0.018279,0.0265923,0.0052011,0.0486453,0.00762211,0.0110188,0.0128343,0.012312,0.00964216,0.0148607,0.0278564,0.010231,0.0074882,0.00619849,0.0219543,0.0182632,0,0,0,0.032548
134,0,0.0249232,0.0241405,0,0,0,0.0656084,0.0129777,0.0624229,0.0121227,0,0,0,0,0.0190236,0,0.0186285,0.0050311,0.0432581,0.0724617,0.0221486,0.0431963,0,0,0.0178807,0.0170901,0.0393768,0.0449882,0.0379539,0.0620323,0.0389675,0,0.023155,0,0.0760205,0,0.00810665,0.0096319,0.00317778,0.0220987,0.010932,0.00835644,0.00826965,0.0249452,0,0,0.0105655,0,0.0101385,0.00966018,0.0532191,0.018188,0.0250441,0.0136041,0.0183899,0.0266601,0.00542499,0.0485334,0.00742047,0.0111808,0.0128634,0.012324,0.0097053,0.0151088,0.0279034,0.010393,0.00783523,0.00636136,0.0222935,0.0179631,0,0,0,0.0320006
135,0,0.0250045,0.0244182,0,0,0,0.0589543,0.0128648,0.0563852,0.0114111,0,0,0,0,0.019531,0,0.0185211,0.00532732,0.0434459,0.0651893,0.0220634,0.0419455,0,0,0.0181778,0.0175565,0.0390392,0.0441861,0.0361146,0.0611458,0.038002,0,0.02084,0,0.0688622,0,0.0082448,0.00963618,0.00327803,0.0214019,0.0107715,0.00852759,0.00806126,0.0248668,0,0,0.0108056,0,0.0102145,0.00984303,0.0532278,0.0182907,0.0251263,0.0132306,0.0186174,0.026688,0.0056329,0.0485368,0.00701862,0.0114075,0.012889,0.0122394,0.00982676,0.0153144,0.0277066,0.0105018,0.00836259,0.00659147,0.0227146,0.0175723,0,0,0,0.0312328
136,0,0.0247949,0.0246449,0,0,0,0.0483946,0.0128452,0.0467603,0.0106819,0,0,0,0,0.0199917,0,0.0184042,0.0055519,0.0435732,0.0539032,0.0219441,0.0399035,0,0,0.0187399,0.0177754,0.0376997,0.042442,0.033419,0.0598982,0.0359847,0,0.0185831,0,0.0572374,0,0.00846898,0.00960705,0.00335554,0.0208378,0.0105651,0.00895533,0.00752619,0.024725,0,0,0.011148,0,0.0102414,0.0101122,0.053134,0.0186312,0.0252745,0.0128844,0.018988,0.0266597,0.0057826,0.0485863,0.00661074,0.011354,0.0129683,0.0120016,0.0100943,0.0154604,0.027406,0.010534,0.00849957,0.00673834,0.023055,0.0171289,0,0,0,0.0299444
137,0,0.0241575,0.0247594,0,0,0,0.0358076,0.0128795,0.0354875,0.0101596,0,0,0,0,0.0202776,0,0.0184171,0.00572176,0.0435205,0.0403355,0.0217269,0.0373706,0,0,0.0195264,0.0176457,0.0354977,0.0401306,0.0304652,0.0584765,0.033402,0,0.0172477,0,0.0431224,0,0.00856906,0.00962074,0.00340232,0.0203259,0.0103964,0.00949321,0.00688023,0.0245652,0,0,0.0115999,0,0.0103459,0.0104416,0.0529901,0.018944,0.0254384,0.0124857,0.0194912,0.0265654,0.00579701,0.0486276,0.00616097,0.0111261,0.0130879,0.0115676,0.0104476,0.0154777,0.0272686,0.0105397,0.0088427,0.00683226,0.0233119,0.0167044,0,0,0,0.028424
138,0,0.0234403,0.024722,0,0,0,0.0262199,0.0129467,0.0247144,0.00994165,0,0,0,0,0.0203794,0,0.0183999,0.00581893,0.0432419,0.0268412,0.0214919,0.0345709,0,0,0.0203601,0.0172208,0.0333077,0.0376608,0.0276912,0.0573209,0.0309002,0,0.0175876,0,0.0293224,0,0.00849534,0.00963057,0.00342584,0.0199668,0.0102947,0.0101426,0.00625319,0.0243861,0,0,0.0120847,0,0.0105196,0.0107759,0.0528235,0.0192052,0.0256168,0.0119529,0.0200682,0.0265399,0.00565559,0.0486608,0.00565657,0.0107811,0.0131887,0.0110153,0.0108138,0.0153628,0.0273905,0.0105421,0.00941862,0.00717056,0.0234158,0.0163522,0,0,0,0.0270586
139,0,0.0231586,0.0246673,0,0,0,0.0251483,0.0130428,0.0215166,0.00980895,0,0,0,0,0.0201789,0,0.0183157,0.00576599,0.0431072,0.0224269,0.0214022,0.0317208,0,0,0.0211406,0.0166842,0.0314797,0.035188,0.0253735,0.0565241,0.0294573,0,0.0180784,0,0.0269412,0,0.00827976,0.00961657,0.00338272,0.0199465,0.010217,0.0111058,0.00560992,0.0241325,0,0,0.0129335,0,0.0107115,0.0114281,0.0526457,0.0199325,0.0257808,0.0113793,0.0204294,0.0266318,0.00521761,0.0487273,0.00513991,0.0102587,0.0133845,0.0103979,0.0112766,0.0154135,0.0273946,0.0105817,0.0098319,0.00743447,0.0234516,0.0160327,0,0,0,0.0261296
140,0,0.0233943,0.0257964,0,0,0,0.0325088,0.0128789,0.0253991,0.00908788,0,0,0,0,0.0207849,0,0.0184433,0.00579434,0.0416694,0.0190978,0.0209438,0.0335711,0,0,0.0242808,0.0170089,0.0326483,0.0358662,0.0274322,0.0579284,0.0338548,0,0,0,0.0314754,0,0.00866092,0.00970926,0.00361549,0.0202509,0.00996133,0.0121149,0.00523166,0.0229394,0,0,0.0153559,0,0.0111187,0.0131621,0.0522193,0.0203864,0.0255166,0.0108596,0.0222663,0.0266661,0.00484211,0.0490593,0.0047837,0.00920209,0.0135765,0.00967807,0.0116799,0.0152649,0.0274064,0.0107038,0.0102199,0.00811207,0.0248376,0.0146916,0,0,0,0.0318429
141,0,0.0235811,0.0259297,0,0,0,0.0320308,0.0128926,0.0241261,0.00937682,0,0,0,0,0.0203613,0,0.0184093,0.00575628,0.0418119,0.0165291,0.0211628,0.0324259,0,0,0.0249887,0.0167594,0.0313141,0.0342793,0.0262178,0.0573345,0.0330401,0,0,0,0.0312712,0,0.00839756,0.00969954,0.00347229,0.0207138,0.00996398,0.0132305,0.00499722,0.0221391,0,0,0.0161872,0,0.0114144,0.0137377,0.052129,0.0211197,0.0252744,0.0100103,0.0223419,0.0266429,0.0042311,0.0492406,0.00407428,0.00755591,0.0136873,0.00910989,0.0120306,0.0151886,0.0281954,0.010754,0.00989458,0.00854234,0.0249948,0.0142949,0,0,0,0.0314575
142,0,0.0225589,0.0248443,0,0,0,0.0223389,0.0130404,0.0171741,0.0100922,0,0,0,0,0.0189593,0,0.0181761,0.00556246,0.0426972,0.0142465,0.0216976,0.0278925,0,0,0.0225489,0.0158149,0.0272629,0.0307436,0.0214895,0.0548626,0.0249411,0,0.0187084,0,0.0271592,0,0.00775877,0.00958732,0.00314141,0.0210354,0.0101899,0.0146068,0.00480687,0.0221286,0,0,0.0158966,0,0.0116068,0.0135269,0.0524082,0.0219786,0.0251629,0.00886115,0.0201575,0.0264123,0.00339962,0.0493102,0.00280853,0.00573141,0.0134175,0.00889777,0.0121884,0.0148422,0.0292315,0.0106265,0.00904791,0.0086212,0.0237684,0.0149909,0,0,0,0.0215714
143,0,0.0219359,0.0249682,0,0,0,0.0215543,0.0129415,0.0177111,0.00958734,0,0,0,0,0.0189665,0,0.0181623,0.00557156,0.0423366,0.0100165,0.0213282,0.0280927,0,0,0.0223122,0.0159519,0.0263465,0.0300467,0.0211848,0.0540576,0.0240403,0,0.0168694,0,0.0275135,0,0.00802561,0.00968128,0.0033125,0.0212508,0.0100714,0.0162548,0.0051855,0.0211798,0,0,0.0179634,0,0.0120158,0.0148722,0.0524049,0.0222158,0.0247723,0.00820496,0.0193088,0.0261858,0.00320212,0.0498605,0.00208843,0.00401207,0.0129242,0.00878731,0.0121004,0.0139825,0.0297174,0.0106839,0.00881977,0.00923163,0.024183,0.0143165,0,0,0,0.0196552
144,0,0.0217384,0.0250485,0,0,0,0.0217989,0.0128281,0.0160314,0.00943613,0,0,0,0,0.0190531,0,0.018123,0.00552047,0.0418983,0.00614313,0.0209646,0.0277244,0,0,0.0225192,0.0162013,0.0256252,0.0297107,0.0209512,0.0532711,0.0240573,0,0.0139706,0,0.0279852,0,0.00825857,0.00971701,0.00339559,0.021626,0.0098564,0.0177261,0.00528258,0.0197717,0,0,0.0203032,0,0.0124013,0.0163101,0.0522402,0.0219188,0.0243628,0.00782782,0.0191471,0.0259103,0.00373664,0.0506251,0.00228037,0.00246354,0.0123953,0.00890043,0.0117583,0.0128851,0.030111,0.0106899,0.00855668,0.0098808,0.0247548,0.0132338,0,0,0,0.0187007
145,0,0.0217648,0.0248323,0,0,0,0.0235042,0.0127986,0.012817,0.00944958,0,0,0,0,0.0189801,0,0.0180555,0.00545114,0.0419558,0.00452674,0.0207306,0.0264235,0,0,0.0228105,0.0160838,0.0252072,0.0297429,0.0207748,0.0530789,0.0239259,0,0.0115302,0,0.0297503,0,0.00820617,0.00970791,0.0033999,0.02215,0.00965977,0.0192212,0.00532584,0.0184786,0,0,0.0224788,0,0.0128694,0.0175247,0.0519439,0.0210263,0.0239045,0.00762259,0.0195614,0.0255778,0.00439253,0.0514819,0.00329613,0.00260433,0.0121897,0.00916655,0.0113269,0.0121981,0.0306958,0.0104793,0.0086517,0.010354,0.0250457,0.0120415,0,0,0,0.0188594
146,0,0.0214586,0.0243756,0,0,0,0.0253683,0.0128728,0.00990879,0.0096209,0,0,0,0,0.0183742,0,0.0180068,0.00526568,0.0427142,0.00610385,0.0207387,0.0254059,0,0,0.0228947,0.0151906,0.0246882,0.0289761,0.0199127,0.0536393,0.0235677,0,0.0101347,0,0.0320162,0,0.00800314,0.00965722,0.00328737,0.0229403,0.00938584,0.0206326,0.0059358,0.0176575,0,0,0.024317,0,0.0132938,0.0185349,0.0515845,0.0197509,0.0233869,0.00760329,0.0203404,0.0249505,0.0051247,0.0523203,0.00462512,0.00436512,0.0122431,0.00949174,0.0109344,0.0124632,0.0315744,0.0100256,0.00870841,0.0108872,0.0249435,0.0111554,0,0,0,0.0189273
147,0,0.0209102,0.0238878,0,0,0,0.0259326,0.0129872,0.00839297,0.00938259,0,0,0,0,0.0175317,0,0.0179554,0.00495526,0.0434821,0.008361,0.0207921,0.0248685,0,0,0.0226642,0.0139544,0.022751,0.0261312,0.0186404,0.05404,0.0233358,0,0.00954941,0,0.0335762,0,0.00774377,0.00956864,0.00306975,0.0237574,0.00916422,0.0215552,0.00701336,0.017176,0,0,0.0256697,0,0.013644,0.0192201,0.0513129,0.0178357,0.0230497,0.00786668,0.0207404,0.024191,0.00613816,0.053125,0.00601839,0.00604605,0.01233,0.00974306,0.0105211,0.0132749,0.0325072,0.00956568,0.00853305,0.0113889,0.0245244,0.0105061,0,0,0,0.0185506
148,0,0.0203411,0.0233419,0,0,0,0.0266435,0.0131066,0.00809721,0.00913326,0,0,0,0,0.0164481,0,0.01797,0.00450783,0.0437185,0.0105946,0.0207777,0.0240713,0,0,0.0228066,0.0123356,0.019318,0.0221925,0.0180223,0.0536094,0.0229169,0,0.00989629,0,0.0355151,0,0.00717339,0.00949807,0.00282083,0.0235699,0.00893766,0.0215216,0.00806051,0.0170425,0,0,0.0269909,0,0.0139617,0.0197619,0.0510171,0.0156857,0.0227494,0.00844446,0.0210573,0.0233461,0.00718748,0.053939,0.00743239,0.00756116,0.0119396,0.00990383,0.00997747,0.0135415,0.0330027,0.0093123,0.00814958,0.0117804,0.0240747,0.00997253,0,0,0,0.0179136
