Timestep,,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LTIB
186,0,0.0224925,0.0255912,0,0,0,0.0147818,0.0126449,0.0130711,0.00742151,0,0,0,0,0.0196159,0,0.0196384,0.00504567,0.0435624,0.0189005,0.0207125,0.0298463,0,0,0.0241134,0.014415,0.0149335,0.022838,0.0217191,0.0412355,0.0203772,0,0.0151064,0,0.0150433,0,0.00832508,0.00954372,0.00436677,0.0317766,0.00769767,0.00864256,0.0144646,0.0179313,0,0,0.0290334,0,0.0194534,0.0247357,0.0513798,0.0208266,0.0207379,0.0121152,0.0262388,0.017028,0.0110491,0.0556344,0.0121994,0.0120208,0.00635875,0.0113829,0.00715277,0.0121083,0.0410045,0.0115254,0.00919508,0.0131705,0.0239792,0.00977595,0,0,0,0.0195899
187,0,0.0220285,0.025494,0,0,0,0.0150717,0.0128298,0.0133243,0.00705086,0,0,0,0,0.0200686,0,0.0195687,0.00542705,0.0435514,0.0191572,0.0205962,0.0300579,0,0,0.0241176,0.013907,0.0152455,0.0224663,0.0220348,0.0408215,0.0204197,0,0.0150498,0,0.0153327,0,0.00882199,0.00945818,0.00430748,0.0267208,0.00764546,0.00936472,0.0148565,0.0177821,0,0,0.0287781,0,0.019609,0.0245528,0.0513398,0.0197695,0.0206104,0.012465,0.0258477,0.016929,0.011122,0.0555815,0.0116516,0.0114216,0.00479773,0.0108377,0.00639411,0.00946082,0.0342591,0.011536,0.00932276,0.013184,0.0240586,0.00950333,0,0,0,0.0197215
188,0,0.0214654,0.0252692,0,0,0,0.0151342,0.0130696,0.013824,0.00656817,0,0,0,0,0.0201919,0,0.0194456,0.00573231,0.0435903,0.0194168,0.020402,0.030214,0,0,0.0241109,0.0132745,0.0154058,0.0220287,0.0222639,0.0404475,0.0202541,0,0.0149732,0,0.0156107,0,0.00934546,0.00930579,0.00403976,0.0214248,0.00755804,0.0103307,0.0150883,0.017633,0,0,0.0285515,0,0.0197167,0.0245085,0.0513983,0.0193763,0.0205845,0.0127842,0.0253982,0.0167825,0.011541,0.0556781,0.0113064,0.0111878,0.00402947,0.0104389,0.00603708,0.00683983,0.0270003,0.0115868,0.00941448,0.0132258,0.0240647,0.00917233,0,0,0,0.0197196
189,0,0.0210909,0.0250489,0,0,0,0.0153221,0.0133059,0.0140752,0.00606865,0,0,0,0,0.0201032,0,0.0193171,0.00601337,0.0436523,0.0194783,0.0201797,0.0301717,0,0,0.0241823,0.0127114,0.01556,0.0215314,0.0223909,0.0400954,0.0199674,0,0.014828,0,0.0158746,0,0.00985183,0.00917558,0.00375508,0.0165917,0.00750489,0.0112474,0.0152788,0.017473,0,0,0.0283767,0,0.0198354,0.0243889,0.0514247,0.0193439,0.0206222,0.0129618,0.0250816,0.0167093,0.0125179,0.0558042,0.0115357,0.0116689,0.00423546,0.0101949,0.00614289,0.0046708,0.0197999,0.0115373,0.00947001,0.0131738,0.0240845,0.00889698,0,0,0,0.0194251
190,0,0.0204744,0.0248703,0,0,0,0.015519,0.0135084,0.0141431,0.0056401,0,0,0,0,0.01998,0,0.0192814,0.00635776,0.0437503,0.01935,0.0199476,0.0297882,0,0,0.0242479,0.0123076,0.015691,0.0209794,0.0223737,0.0398866,0.0195936,0,0.0145223,0,0.0160573,0,0.0102469,0.00912338,0.00375719,0.0127897,0.00744061,0.0119754,0.0153757,0.0173724,0,0,0.0282805,0,0.0199454,0.024271,0.0513977,0.0190147,0.0207231,0.0130522,0.0248938,0.0166969,0.0136791,0.0558914,0.0123432,0.0125504,0.00464266,0.0101141,0.0061104,0.00308138,0.0128294,0.0116739,0.00959475,0.0129962,0.0241328,0.00870713,0,0,0,0.0188385
191,0,0.0198405,0.0247432,0,0,0,0.0156541,0.0137329,0.0140311,0.00537104,0,0,0,0,0.0198512,0,0.0192887,0.00673683,0.0438177,0.0194301,0.0197674,0.0290627,0,0,0.0244683,0.011991,0.0158484,0.0204771,0.0221838,0.0397305,0.0191011,0,0.0141733,0,0.0162583,0,0.0104804,0.00912951,0.00405821,0.00986577,0.00732552,0.0129023,0.015392,0.0173332,0,0,0.0282861,0,0.0200936,0.0242849,0.051208,0,0.0208578,0.013026,0.0249076,0.016746,0.0146359,0.0561059,0.0136171,0.0131302,0.00445957,0.0103755,0.00619468,0.00238492,0.00814299,0.0121245,0.00977576,0.012667,0.0242279,0.00860267,0,0,0,0.0184813
192,0,0.0192685,0.024581,0,0,0,0.0158887,0.0138801,0.0133439,0.0050172,0,0,0,0,0.0195877,0,0.0191798,0.0069298,0.0438277,0.0196706,0.019553,0.0281198,0,0,0.0245915,0.0116965,0.0159635,0.0199146,0.0217819,0.0395111,0.0185158,0,0.013802,0,0.0165224,0,0.0105687,0.00903665,0.004099,0.0108597,0.00723738,0.0124828,0.0151863,0.0171632,0,0,0.0282616,0,0.020234,0.0243357,0.0510823,0.0181094,0.0210998,0.0133322,0.0249269,0.0169088,0.0157458,0.0561513,0.0155009,0.0143015,0.005063,0.0107291,0.00598213,0.00138675,0.00527715,0.0122863,0.0099501,0.0125468,0.0243614,0.00844586,0,0,0,0.0181226
193,0,0.0188262,0.024499,0,0,0,0.0158473,0.0139974,0.012993,0.0047965,0,0,0,0,0.0196642,0,0.0191092,0.00719718,0.0437919,0.0198661,0.019452,0.027206,0,0,0.0247847,0.0116106,0.0159569,0.0194166,0.0211208,0.0393952,0.0180237,0,0.0133732,0,0.0165527,0,0.0107908,0.00895543,0.00418565,0.0105089,0.0072774,0.0119636,0.0148995,0.0169467,0,0,0.0282275,0,0.0202855,0.0242462,0.0506579,0,0.0213132,0.0131277,0.025094,0.0171269,0.0165729,0.0565232,0.0171868,0.01506,0.00599304,0.0120291,0.00450126,0.00236623,0.0121835,0.0122473,0.00995223,0.0125961,0.02456,0.00825158,0,0,0,0.0177401
194,0,0.0187207,0.0244294,0,0,0,0.015928,0.0140087,0.0130962,0.00467923,0,0,0,0,0.019682,0,0.0191011,0.00745145,0.0435664,0.020199,0.0193836,0.0260837,0,0,0.0248477,0.0116274,0.0156546,0.018763,0.0202151,0.0392175,0.0174751,0,0.0129464,0,0.0165677,0,0.0109968,0.00889776,0.00427885,0.0124904,0.00730892,0.0122873,0.0145244,0.0166426,0,0,0.0283998,0,0.0203018,0.024221,0.0504479,0,0.0215052,0.012919,0.0251796,0.0173245,0.0171881,0.0566634,0.0179525,0.0156025,0.00684162,0.0128762,0.00457188,0.00412214,0.0156535,0.0124179,0.00975313,0.0126412,0.0247457,0.00808272,0,0,0,0.0172434
195,0,0.0186289,0.0243958,0,0,0,0.0155926,0.0140822,0.0128899,0.00455337,0,0,0,0,0.0195814,0,0.0189605,0.00774261,0.0431208,0.0200215,0.0192534,0.0246924,0,0,0.0247378,0.0118538,0.015164,0.0180294,0.0191047,0.0390736,0.0167969,0,0.0121977,0,0.0162837,0,0.0110408,0.00878877,0.00453266,0.012649,0.00733263,0.0115602,0.0139872,0.0169095,0,0,0.0285274,0,0.0203558,0.0242371,0.0505762,0.0169294,0.0218035,0.0126975,0.0250552,0.0174389,0.0173694,0.056713,0.0173882,0.0154507,0.00724323,0.0127037,0.0044439,0.00455495,0.0135684,0.0125316,0.0095375,0.01271,0.0248552,0.00790133,0,0,0,0.0166685
196,0,0.0185255,0.0244406,0,0,0,0.014531,0.014069,0.0121987,0.00461458,0,0,0,0,0.0198728,0,0.0189538,0.00797985,0.0428567,0.0192445,0.0192573,0.0231647,0,0,0.0250326,0.012117,0.0145331,0.0174771,0.0178708,0.0392238,0.0160991,0,0.0111405,0,0.015246,0,0.0111417,0.00872577,0.00471827,0.0110244,0.00724057,0.0118007,0.013543,0.0172472,0,0,0.0286231,0,0.0203406,0.0244107,0.0506753,0,0.022096,0.0123568,0.0252098,0.0175142,0.0169572,0.0565686,0.0159226,0.0140841,0.00632712,0.0118809,0.00449356,0.00309851,0.0105428,0.0124939,0.00946248,0.0128992,0.0250048,0.00785664,0,0,0,0.0163258
197,0,0.0184259,0.024661,0,0,0,0.0142211,0.0140547,0.0121044,0.00463208,0,0,0,0,0.0204312,0,0.0191401,0.00834972,0.0425964,0.0190166,0.0192769,0.0214622,0,0,0.0249664,0.0126145,0.0136638,0.0167413,0.0164599,0.0394947,0.0154766,0,0.0102282,0,0.0148959,0,0.0111733,0.00881597,0.00519233,0.0107195,0.00720433,0.0118495,0.0129727,0.0172427,0,0,0.0285179,0,0.0202807,0.0243521,0.050922,0,0.0223279,0.012226,0.0253781,0.0176405,0.0163571,0.0560365,0.0145112,0.0127047,0.00574031,0.0111142,0.00561138,0.0028543,0.00807855,0.0122366,0.00930985,0.0130453,0.0251516,0.00790484,0,0,0,0.0162764
198,0,0.0184628,0.0249672,0,0,0,0.0144,0.0140269,0.0127398,0.00455785,0,0,0,0,0.020971,0,0.0193786,0.00864173,0.0421475,0.019228,0.0193092,0.0195934,0,0,0.0247295,0.0131173,0.0129685,0.0162473,0.0150971,0.0400111,0.0153998,0,0.00977004,0,0.0150913,0,0.011003,0.00895633,0.00559897,0.00807916,0.00737785,0.00902125,0.0124058,0.0171137,0,0,0.0282234,0,0.0202721,0.0241966,0.0511786,0.0101642,0.0225743,0.0119241,0.0256131,0.0177994,0.0149544,0.0554793,0.0133128,0.0112662,0.00608872,0.0108413,0.00586385,0.00349552,0.00516352,0.0117892,0.00908337,0.0130799,0.0252927,0.00792637,0,0,0,0.016254
199,0,0.0186134,0.0252282,0,0,0,0.0137095,0.0139662,0.0128095,0.00465399,0,0,0,0,0.021103,0,0.0195426,0.00867635,0.0415298,0.0187184,0.0192158,0.017619,0,0,0.0245396,0.0135628,0.0123342,0.0158753,0.0136798,0.040715,0.0151045,0,0.00907263,0,0.014848,0,0.010701,0.00901004,0.00555723,0.00558846,0.00744544,0.00658268,0.0119442,0.0173802,0,0,0.0279754,0,0.0201976,0.0242183,0.0512699,0.00612178,0.0228445,0.011646,0.025988,0.0178069,0.0132179,0.0550881,0.0121357,0.00952689,0.00591172,0.0109203,0.00615199,0.00404378,0.00247069,0.011435,0.00886887,0.0131112,0.0253645,0.00791484,0,0,0,0.0145721
200,0,0.0188433,0.0255578,0,0,0,0.0128125,0.0138435,0.0132684,0.00508394,0,0,0,0,0.021053,0,0.0196641,0.00865702,0.0408513,0.0189636,0.0190739,0.0165261,0,0,0.0248187,0.0140247,0.0119685,0.0162894,0.0127386,0.0415356,0.0156966,0,0.00803504,0,0.0128776,0,0.0104891,0.00892897,0.00526233,0.00424166,0.00739866,0.00441364,0.0116679,0.0175838,0,0,0.0278831,0,0.0200102,0.0242534,0.0511648,0.00438191,0.0230076,0.011314,0.0264688,0.0177991,0.011593,0.0550078,0.0111904,0.00775685,0.00509332,0.0116242,0.00590853,0.00393746,0.00357595,0.011363,0.00870817,0.0132589,0.0255037,0.00797784,0,0,0,0
201,0,0.0193807,0.0260319,0,0,0,0.0106532,0.0137773,0.0117071,0.00600119,0,0,0,0,0.0210225,0,0.0197929,0.00879295,0.0400967,0.0161816,0.0187433,0.0143724,0,0,0.0254733,0.0148491,0.0113319,0.016421,0.0115813,0.0430657,0.0138692,0,0.00874073,0,0.0122052,0,0.0105594,0.00897309,0.00557552,0.00608607,0.00736857,0.00434233,0.0114636,0.0176375,0,0,0.0277766,0,0.019899,0.0241696,0.0508002,0.00765126,0.0233078,0.0107977,0.0271934,0.0178173,0.00983972,0.0550571,0.01054,0.0061492,0.00374749,0.0125608,0.0050573,0.00275363,0.00575521,0.0112705,0.00854566,0.0131828,0.025752,0.0083569,0,0,0,0.0100195
202,0,0.0202605,0.0265346,0,0,0,0.0102569,0.0136518,0.0125502,0.0070785,0,0,0,0,0.0210242,0,0.01997,0.00890083,0.0397997,0.0172341,0.0186142,0.014379,0,0,0.0264245,0.0158189,0.0111552,0.0173317,0.0115726,0.0444214,0.0147138,0,0.00870149,0,0.00924767,0,0.0105433,0.0090519,0.00593065,0.0106407,0.00732943,0.00659346,0.0115636,0.0171861,0,0,0.0275572,0,0.0198044,0.0240245,0.0505754,0.0121431,0.0234732,0.0105087,0.0279678,0.017793,0.0085062,0.0549677,0.0107336,0.0055855,0.00391021,0.0131414,0.00451197,0.00223835,0.00941991,0.0110161,0.00844492,0.0130763,0.0260006,0.00914963,0,0,0,0
203,0,0.0210371,0.0264063,0,0,0,0.0178055,0.0135319,0.0194529,0.00835719,0,0,0,0,0.020804,0,0.0201012,0.0086547,0.0396937,0.025036,0.0187892,0.0135008,0,0,0.0267338,0.0161624,0.0103304,0.0163421,0.0096824,0.0452597,0,0,0.00644055,0,0.012069,0,0.010227,0.0090854,0.00594019,0.0149102,0.00726103,0.00904198,0.0116796,0.0177202,0,0,0.0270946,0,0.0194525,0.0236809,0.0508914,0.0154817,0.0233237,0.0106777,0.0280932,0.0174897,0.0079956,0.0545549,0.0116043,0.00592529,0.00604189,0.0133055,0.00430994,0.00335478,0.0133936,0.0106141,0.00825383,0.0128288,0.0255847,0.01024,0,0,0,0
204,0,0.0254921,0.0328436,0,0,0,0.0120915,0.0126528,0.0143588,0.00411493,0,0,0,0,0.0244457,0,0.0212111,0.0100962,0.0317858,0.0185811,0.0214698,0.0219851,0,0,0.0369963,0.0231603,0.016947,0.0228611,0.0205596,0,0.0171416,0,0.0140362,0,0.0152204,0,0.0111424,0.00931133,0.00711672,0.016995,0.00869405,0.0107791,0.0136849,0.0177103,0,0,0.0280316,0,0.021969,0.0254924,0.0508345,0.0171242,0.0242466,0.0121039,0.0329917,0.0202686,0.0097624,0.0552601,0.0134853,0.00843325,0.00895918,0.012076,0.00534956,0.00575739,0.0151768,0.0117795,0.0100154,0.0155933,0.0320291,0.0109379,0,0,0,0
205,0,0.0226108,0.0271495,0,0,0,0.0100198,0.0135536,0.0109539,0.0113145,0,0,0,0,0.0196157,0,0.0203305,0.00784281,0.0385738,0.0205004,0.0181803,0.0176261,0,0,0.0290469,0.0171799,0.0126325,0.0230397,0.0157913,0.050807,0.0155383,0,0.0175766,0,0.00845793,0,0.00874282,0.0090581,0.00553978,0.0197295,0.00719565,0.0115432,0.0135832,0.0191867,0,0,0.0254324,0,0.0192314,0.022831,0.0512298,0.0160378,0.0241233,0.0114482,0.0298175,0.0174973,0.00823822,0.0543249,0.0125027,0.00716307,0.00857704,0.0120554,0.00496125,0.00507613,0.0185428,0.00954245,0.00813124,0.0126356,0.0256794,0.0126769,0,0,0,0.00716429
206,0,0.0238082,0.0277304,0,0,0,0.0144682,0.0135505,0.0123765,0.0136622,0,0,0,0,0.0178614,0,0.0204789,0.00698582,0.0381459,0.0240866,0.0180519,0.0198982,0,0,0.0305735,0.0162149,0.0141356,0.026763,0.018733,0.0527477,0.0185416,0,0.0212449,0,0.0122974,0,0.00771691,0.00899149,0.00472207,0.0198317,0.00697719,0.0108842,0.0161811,0.0206706,0,0,0.0239298,0,0.0190128,0.0218892,0.0512867,0.0139982,0.023944,0.0115231,0.03083,0.0191952,0.0079935,0.0546254,0.0120484,0.0065655,0.00817245,0.0112451,0.0056595,0.00461364,0.0205063,0.00770113,0.00814756,0.0121531,0.0257925,0.0149229,0,0,0,0.00837768
