Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72
All Timesteps RMSE,0.0186952,0.0238594,0,0,0,0.0467589,0.0131188,0.0223972,0.022345,0,0,0,0,0.0333255,0,0.0208207,0.0149464,0.0342602,0.029913,0.0406679,0.0221957,0,0,0.0409379,0.0351344,0.014063,0.0235798,0.0157825,0.0566915,0.0197856,0.0276599,0.0173214,0.0138953,0,0.0586826,0,0.0176425,0.00998696,0.00842684,0.0232294,0.0103209,0.0188011,0.0202386,0.0346637,0,0,0.030008,0,0.0115388,0.0162994,0.051983,0.0255611,0.0218484,0.0200387,0.0417695,0.0337757,0.0224793,0.0654099,0.0218738,0.0205231,0.0137031,0.0110823,0.0129906,0.0144963,0.0275569,0.0309805,0.00745343,0.00726741,0.035347,0.0227488,0,0,0
0,0.0143406,0.026253,0,0,0,0.0803601,0.00903433,0.0309684,0.0241362,0,0,0,0,0.0204268,0,0.0241598,0.0108749,0.027499,0.0439319,0.0404641,0.0282683,0,0,0.0417406,0.0356441,0.0188731,0.0349078,0.0230755,0.0651161,0.025376,0.0394896,0.0166456,0.0150116,0,0.107225,0,0.0116103,0.0127226,0.00791955,0.012573,0.00984125,0.0211474,0.0208173,0.0320331,0,0,0.0243573,0,0.0111545,0.0159254,0.0548903,0.0242942,0.0224076,0.018924,0.0417989,0.036287,0.018184,0.0612797,0.0179424,0.0149361,0.0152831,0.0120743,0.0146144,0.0120786,0.01152,0.0314309,0.0102326,0.00956992,0.036367,0.0210019,0,0,0
1,0.0146022,0.0264719,0,0,0,0.0795356,0.00919477,0.0292297,0.02619,0,0,0,0,0.0191054,0,0.0237227,0.0108372,0.027204,0.0427172,0.0412391,0.0283172,0,0,0.0444949,0.0369927,0.0193956,0.0344594,0.0239349,0.0652359,0.0240881,0.0381221,0.0144013,0.01433,0,0.106292,0,0.0115865,0.0124367,0.00703753,0.0121453,0.0100955,0.0214243,0.0216976,0.032339,0,0,0.0227514,0,0.0109716,0.014838,0.0546336,0.0247845,0.0219181,0.0192731,0.0439517,0.0348386,0.0184773,0.0617313,0.0183749,0.014841,0.0153438,0.0118788,0.0147999,0.0122767,0.0113264,0.0299814,0.009529,0.00891641,0.0369158,0.0215572,0,0,0
2,0.0150073,0.0267573,0,0,0,0.0789925,0.00924318,0.0281862,0.0273842,0,0,0,0,0.0187682,0,0.0235344,0.010762,0.0271102,0.0417882,0.0417726,0.0284063,0,0,0.045923,0.0380724,0.0195777,0.0340161,0.0244238,0.0652648,0.0232041,0.0371143,0.0135979,0.013902,0,0.105476,0,0.0116559,0.0123289,0.00670687,0.0124468,0.0102634,0.0215015,0.0205967,0.0329149,0,0,0.0218438,0,0.0108657,0.0141208,0.0544787,0.0249134,0.0217074,0.0193757,0.0449101,0.0344873,0.0185938,0.0617649,0.0184454,0.0148669,0.0153419,0.0117199,0.0149004,0.0124484,0.011886,0.029342,0.00906121,0.0085274,0.0375389,0.0219737,0,0,0
3,0.0152942,0.0270745,0,0,0,0.0784926,0.00919937,0.027634,0.0278829,0,0,0,0,0.0187793,0,0.0234289,0.010713,0.0271491,0.0404305,0.0421741,0.0282376,0,0,0.0467424,0.0388679,0.0194947,0.0332633,0.0244976,0.0650714,0.0223659,0.03623,0.0138238,0.0135295,0,0.104582,0,0.0117496,0.0122829,0.00663523,0.0129035,0.0103713,0.0213936,0.0202756,0.0333358,0,0,0.0213854,0,0.0107942,0.0135716,0.0543421,0.0247277,0.0216352,0.0194579,0.0453147,0.0343284,0.0185823,0.0616313,0.0183661,0.0149143,0.015304,0.0115742,0.0149172,0.0124947,0.0125242,0.0289573,0.00872204,0.00828605,0.0380568,0.0222048,0,0,0
4,0.0155758,0.0274818,0,0,0,0.0776666,0.00917945,0.0265056,0.0282065,0,0,0,0,0.0188203,0,0.0233789,0.0107648,0.0272667,0.0385181,0.0425427,0.0278666,0,0,0.0474064,0.039828,0.0191352,0.0322997,0.024251,0.0647381,0.0215406,0.0353495,0.0137529,0.0129607,0,0.103072,0,0.0118311,0.0122359,0.00666337,0.0132631,0.0104454,0.021204,0.0204915,0.0337514,0,0,0.0212394,0,0.01074,0.0130932,0.0541876,0.0243105,0.0216228,0.0195579,0.0455792,0.0342244,0.0185252,0.0614967,0.0182819,0.0149493,0.0153615,0.0114894,0.0148966,0.012552,0.0129919,0.0287487,0.00841907,0.00811716,0.0385793,0.022541,0,0,0
5,0.0157588,0.0278991,0,0,0,0.0765086,0.0091867,0.0255567,0.0284173,0,0,0,0,0.0189605,0,0.0233427,0.0108689,0.0274519,0.0366103,0.042865,0.0273079,0,0,0.0479104,0.0403647,0.0183757,0.031098,0.0238207,0.064402,0.0207987,0.0343929,0.0134316,0.0123427,0,0.101106,0,0.0119619,0.0121873,0.0067545,0.0138295,0.0104884,0.0211158,0.0206571,0.034063,0,0,0.0211939,0,0.0107032,0.0126881,0.0540252,0.023877,0.0216566,0.0195649,0.0457576,0.0341251,0.0184479,0.0613372,0.0181494,0.0149083,0.0153689,0.0113182,0.0148534,0.0125953,0.0135801,0.0286065,0.00812323,0.00800491,0.0391141,0.0228127,0,0,0
6,0.0159138,0.028224,0,0,0,0.075176,0.00919601,0.0247945,0.0286262,0,0,0,0,0.019205,0,0.0233838,0.0109251,0.027695,0.0345233,0.0431823,0.0266962,0,0,0.0483873,0.0405163,0.0173799,0.0297563,0.0232162,0.0641093,0.0201355,0.0334194,0.0131474,0.0117737,0,0.0986742,0,0.01205,0.0122064,0.00689439,0.014376,0.010509,0.0210283,0.0206861,0.034336,0,0,0.0212105,0,0.0106754,0.0124976,0.0538802,0.0235961,0.0217358,0.0195976,0.0459906,0.0340163,0.018365,0.0611807,0.0180499,0.014874,0.0153158,0.0111436,0.0147977,0.0125657,0.0144891,0.0285017,0.00787665,0.00793092,0.0396581,0.0231204,0,0,0
7,0.0159254,0.0284194,0,0,0,0.0735745,0.00918186,0.0244506,0.0288292,0,0,0,0,0.0195118,0,0.02339,0.0109092,0.0279814,0.0321473,0.0433947,0.0259418,0,0,0.0486983,0.0406806,0.0162075,0.0282319,0.0223884,0.0638072,0.0195376,0.0325218,0.0132603,0.0113232,0,0.0958584,0,0.0121204,0.012263,0.00705384,0.0150126,0.0105572,0.0209181,0.0205927,0.0344491,0,0,0.0213025,0,0.0106705,0.0123555,0.0537485,0.0234121,0.0218877,0.0196498,0.046188,0.0339706,0.0182468,0.0609869,0.0179688,0.0148505,0.0152424,0.0110104,0.0146423,0.0124539,0.0154479,0.0283937,0.0078652,0.00782939,0.0400287,0.0233331,0,0,0
8,0.015793,0.0287177,0,0,0,0.0725108,0.00916377,0.0260438,0.0291299,0,0,0,0,0.0198391,0,0.0233406,0.0108788,0.0283696,0,0.0435893,0.0252088,0,0,0.0487837,0.040885,0.0151539,0.0270321,0.0213011,0.0633545,0.0191655,0.0322805,0.0143442,0.010127,0,0.0944691,0,0.0121892,0.0123247,0.00721045,0.0156718,0.0106059,0.0208843,0.0203526,0.0344275,0,0,0.0212989,0,0.0106423,0.0121116,0.0536093,0.0232878,0.0221403,0.0196437,0.0463426,0.0339607,0.0181028,0.0606901,0.0178638,0.014789,0.015092,0.0108888,0.0144698,0.0123335,0.0161268,0.0281916,0.00781609,0.00769372,0.0404165,0.023396,0,0,0
