Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LBL
33,0.00510396,0.0096566,0,0,0,0.02474,0.0140444,0.00577401,0.00144347,0,0,0,0.00834011,0,0.0183407,0.00713373,0.0412393,0.0212369,0.022441,0.00749444,0,0,0.00338613,0.010463,0.0109566,0.0142605,0.00626342,0.0459858,0.00593189,0.0142075,0.00336385,0.010535,0,0.034908,0,0.00142709,0.00923367,0.00239049,0.0150962,0.00683945,0.00549328,0.00148387,0.00911592,0,0,0.0184163,0,0.0148364,0.0125473,0.0602479,0.0165706,0.0219974,0.00701889,0.00305461,0.0100663,0.00275459,0.049242,0.00600168,0.0039026,0.0075122,0.0202017,0.00490156,0.00919787,0.0216574,0.00939655,0.00711252,0.00680959,0.0129271,0.0080923,0,0,0,0
34,0.00538649,0.0103166,0,0,0,0.0245335,0.0141739,0.00536452,0.00116687,0,0,0,0.00758435,0,0.0182623,0.00665227,0.0406743,0.0224936,0.0223548,0.00887937,0,0,0.0033339,0.0107741,0.0120383,0.0157138,0.00715203,0.0458513,0.0061764,0.0146304,0.00312803,0.0106129,0,0.0353955,0,0.0014244,0.00917667,0.00234119,0.0117038,0.0066811,0.00707495,0.00140536,0.00945511,0,0,0.0187882,0,0.0147692,0.0124381,0.0600403,0.0171873,0.0222394,0.00573483,0.00318163,0.010594,0.00198911,0.0488583,0.00421914,0.00275608,0.00670134,0.0204464,0.00545168,0.00938777,0.0180746,0.00945046,0.00615878,0.00677295,0.0138476,0.0085586,0,0,0,0
35,0.00567386,0.0110811,0,0,0,0.024064,0.0142969,0.00508384,0.000878392,0,0,0,0.00723833,0,0.0181666,0.00626772,0.0401899,0.0236158,0.0222962,0.010275,0,0,0.00326831,0.0111138,0.0127966,0.0171456,0.00774679,0.0457638,0.00686751,0.0150068,0.00277104,0.0107488,0,0.0353518,0,0.00185504,0.009122,0.00232923,0.00890081,0.00673709,0.00939574,0.00149548,0.00970008,0,0,0.0189564,0,0.0148497,0.0122288,0.0597236,0.0187735,0.022441,0.00577457,0.00313649,0.0111103,0.002169,0.0483754,0.00266263,0.00240613,0.00622898,0.0205194,0.00640899,0.0099668,0.0149066,0.00949839,0.00543758,0.00665187,0.0148878,0.00886039,0,0,0,0
36,0.0058588,0.0118233,0,0,0,0.0230919,0.014385,0.00547232,0.000513794,0,0,0,0.00722465,0,0.0181025,0.00590902,0.0397463,0.0245391,0.0222925,0.0115561,0,0,0.00295282,0.0114892,0.0133584,0.018299,0.0083053,0.0457418,0.00726317,0.0153038,0.00285003,0.0109379,0,0.0346163,0,0.00241903,0.00906961,0.00236983,0.00637765,0.00671437,0.0116441,0.00163491,0.00999561,0,0,0.0190875,0,0.0148374,0.0121341,0.0601715,0.0205744,0.0225774,0.00671219,0.00309857,0.011538,0.00305985,0.0481193,0.00228686,0.00287622,0.00592948,0.0202508,0.00742661,0.0104227,0.0115934,0.00960178,0.00499369,0.00665185,0.0159034,0.0089661,0,0,0,0
37,0.006036,0.0124111,0,0,0,0.0219814,0.0144739,0.00575235,0.000904347,0,0,0,0.007415,0,0.018048,0.00560804,0.0393306,0.0253165,0.0223145,0.0127445,0,0,0.00266736,0.011833,0.0138306,0.019215,0.0088812,0.0457404,0.00769416,0.015613,0.00307345,0.0111088,0,0.0338424,0,0.00289047,0.00900093,0.0024195,0.00501815,0.0067463,0.0134863,0.00189614,0.0103067,0,0,0.0191362,0,0.0148695,0.0120043,0.06059,0.0222059,0.0226921,0.00726968,0.00321941,0.0119012,0.00407384,0.0478616,0.0028107,0.00350727,0.00577059,0.0200274,0.00793866,0.0106562,0.00876138,0.00974345,0.00450987,0.00664699,0.0167856,0.00894708,0,0,0,0
38,0.00601877,0.0129484,0,0,0,0.0209209,0.0145574,0.00581318,0.00161902,0,0,0,0.00777831,0,0.0179781,0.00541867,0.0390119,0.0259681,0.0222703,0.0138614,0,0,0.00247311,0.0120573,0.014272,0.0201232,0.00952937,0.0457401,0.00821984,0.0158481,0.00306379,0.0113377,0,0.0332362,0,0.00317141,0.00893051,0.00245767,0.0051207,0.00683598,0.0149463,0.00217461,0.0104453,0,0,0.0191459,0,0.0149714,0.0119019,0.0608596,0.0234336,0.022777,0.00747258,0.00349172,0.012214,0.00516575,0.0475363,0.00388915,0.00414685,0.00593675,0.0199709,0.00817535,0.0108628,0.00628719,0.00985992,0.00382341,0.00641459,0.0176373,0.00866945,0,0,0,0
39,0.00583375,0.0134648,0,0,0,0.0199201,0.0146191,0.00590292,0.00224838,0,0,0,0.00820201,0,0.01788,0.00529604,0.0387407,0.0264913,0.0221763,0.01481,0,0,0.0023884,0.0122505,0.0145874,0.0209634,0.0102977,0.0456973,0.00865125,0.0159027,0.00291786,0.0116906,0,0.0323805,0,0.00329147,0.00883676,0.00246003,0.00654417,0.00693133,0.0160511,0.0024513,0.0104711,0,0,0.0191711,0,0.0151037,0.0117738,0.0609584,0.0242289,0.0228369,0.00747517,0.00371573,0.0124399,0.00611329,0.0471666,0.00538879,0.00485951,0.00628921,0.0199984,0.00836847,0.0109641,0.00420595,0.00998234,0.00336177,0.00618881,0.0183363,0.00822884,0,0,0,0
40,0.00541966,0.0143129,0,0,0,0.0188685,0.014402,0.00611516,0.0026374,0,0,0,0.0121919,0,0.0182558,0.00735177,0.0384984,0.026933,0.022089,0.0155745,0,0,0.00240403,0.012318,0.0148933,0.0214157,0.0108898,0.0457,0.00865373,0.0158401,0.00286846,0.0120614,0,0.0312285,0,0.0035796,0.00919552,0.00239368,0.00585187,0.00700874,0.0157947,0.00280996,0.0109938,0,0,0.0184811,0,0.0152302,0.0122679,0.0608794,0.0244893,0.0228838,0.00678953,0.00387765,0.0133073,0.00714718,0.0470361,0.00695648,0.0060791,0.00667021,0.020611,0.00790542,0.010352,0.00837669,0.0115398,0.00340341,0.0061651,0.0194406,0.00723302,0,0,0,0
41,0.00511215,0.0146564,0,0,0,0.0177663,0.0144789,0.00645812,0.00259509,0,0,0,0.0110886,0,0.018093,0.00659486,0.0383953,0.0275406,0.0220883,0.0162558,0,0,0.00233887,0.0124362,0.015122,0.0217256,0.0114318,0.0457471,0.00849395,0.0158089,0.00301455,0.0123457,0,0.0299798,0,0.00304326,0.0089957,0.00228504,0.00826364,0.00697604,0.0159974,0.00300008,0.0111924,0,0,0.0188503,0,0.0154656,0.0123525,0.0607902,0.0247877,0.0229394,0.00649172,0.00384039,0.0134544,0.00800769,0.04693,0.00798668,0.00718614,0.00690729,0.0212235,0.00778061,0.0098148,0.0121096,0.011131,0.00353999,0.00637545,0.0199096,0.00634086,0,0,0,0
42,0.00522241,0.014846,0,0,0,0.0160502,0.0144866,0.00695435,0.00241198,0,0,0,0.0111619,0,0.0181188,0.00670232,0.0384702,0.0281108,0.022071,0.0169565,0,0,0.00222474,0.0124362,0.0153773,0.0220455,0.0122257,0.0457793,0.0083412,0.0156053,0.00322626,0.012555,0,0.028777,0,0.0025887,0.00898167,0.0021889,0.00908448,0.00689188,0.0159356,0.0030927,0.0112309,0,0,0.0188842,0,0.0157262,0.0125375,0.0608557,0.0243905,0.0230658,0.00661902,0.00372027,0.0135626,0.00821309,0.0466823,0.007907,0.00716216,0.00681462,0.0211595,0.00767852,0.00966765,0.0124106,0.0112249,0.00356541,0.00654879,0.0201578,0.00576164,0,0,0,0
43,0.0056049,0.0148148,0,0,0,0.0139823,0.0144839,0.00751929,0.00224676,0,0,0,0.0107009,0,0.0181256,0.0067897,0.0386903,0.0284906,0.0220978,0.017474,0,0,0.00209237,0.0123763,0.0156053,0.0222973,0.0128726,0.0458547,0.00822412,0.0150495,0.0033825,0.0126805,0,0.0273309,0,0.00205544,0.0089121,0.00209124,0.00769116,0.00680365,0.0155053,0.00299329,0.0108579,0,0,0.0187639,0,0.0160008,0.012184,0.0611029,0.0231249,0.0231802,0.00682431,0.0036032,0.0133258,0.00766219,0.0463257,0.00700474,0.00596794,0.0062704,0.0204944,0.00759546,0.0095916,0.00932444,0.0102647,0.00356025,0.0066264,0.0200454,0.00568928,0,0,0,0
44,0.00551362,0.0148959,0,0,0,0.0115095,0.0144533,0.00819498,0.00193408,0,0,0,0.0103749,0,0.0181085,0.00689814,0.0389424,0.0286867,0.0221017,0.0177673,0,0,0.00208459,0.0122125,0.0156225,0.0223453,0.0136096,0.0462053,0.00810196,0.0139436,0.00361671,0.0127321,0,0.0254364,0,0.00192118,0.0088372,0.0020927,0.00749796,0.00664991,0.0152204,0.00268974,0.0106899,0,0,0.0189742,0,0.0162011,0.0122527,0.0614181,0.0215219,0.0233831,0.00667644,0.00339014,0.0131397,0.00663715,0.0460092,0.00583779,0.00439216,0.00541121,0.0199346,0.00763811,0.0089647,0.00529984,0.00962934,0.00370592,0.00680162,0.0200158,0.00525393,0,0,0,0
45,0.00538468,0.0148566,0,0,0,0.00845063,0.0144353,0.00905585,0.001594,0,0,0,0.0100946,0,0.0181193,0.00707911,0.039244,0.0282101,0.0220944,0.0178137,0,0,0.00227197,0.0118909,0.0152783,0.0219852,0.0144575,0.0467766,0.00776104,0.0125729,0.00399869,0.0129508,0,0.0228038,0,0.00208394,0.00883037,0.0020157,0.0059552,0.00651976,0.0136756,0.00222284,0.0104258,0,0,0.0190181,0,0.0163864,0.0122576,0.0615574,0.019055,0.0235932,0.00563912,0.00324424,0.0127848,0.00534114,0.0459577,0.00481975,0.00334902,0.00461952,0.0199335,0.00675922,0.00709639,0.00401722,0.00900697,0.00388006,0.00690119,0.0197701,0.00491483,0,0,0,0
46,0.00513011,0.0146445,0,0,0,0.00489271,0.0144675,0.0100496,0.00136022,0,0,0,0.0100191,0,0.0181923,0.00714706,0.0396193,0.0270541,0.0219398,0.0175251,0,0,0.00247507,0.0114381,0.0145559,0.0210212,0.0152896,0.0475381,0.00737798,0.0107791,0.00442424,0.0134208,0,0.0193689,0,0.00240973,0.00894252,0.00183724,0.00389695,0.00645489,0.0114821,0.00162442,0.0101757,0,0,0.0188998,0,0.0165665,0.0120767,0.0615222,0.0164343,0.0237684,0.00477866,0.00311379,0.0122752,0.00391249,0.0460696,0.00397671,0.00235631,0.00416649,0.0202715,0.00604442,0.00539271,0.00233398,0.0087555,0.00418012,0.00692184,0.0194275,0.00464002,0,0,0,0
47,0.00441219,0.0142708,0,0,0,0.00421941,0.0143334,0.011003,0.00146897,0,0,0,0.0122807,0,0.0184202,0.00839565,0.0400251,0.0247456,0.0216047,0.0166863,0,0,0.00248376,0.0105703,0.0133761,0.0188906,0.0156399,0.0485247,0.00700722,0.00831681,0.00465887,0.013726,0,0.0160752,0,0.00395346,0.00917689,0.00189371,0.00282959,0.00639853,0.00920399,0.00126966,0.0104167,0,0,0.0180401,0,0.0166462,0.0120847,0.0612529,0.0150461,0.0239341,0.00440385,0.00326265,0.0119152,0.00268416,0.0463826,0.00314139,0.00158923,0.00425674,0.0210925,0.0058144,0.00497424,0.00334947,0.00904994,0.00426745,0.00684069,0.0189438,0.00416335,0,0,0,0
48,0.00309674,0.0135795,0,0,0,0.00996181,0.0143813,0.0119637,0.00225254,0,0,0,0.00955054,0,0.0182212,0.00704773,0.0403779,0.0213131,0.0212713,0.0149807,0,0,0.00205067,0.0100195,0.0116185,0.0152448,0.0156548,0.0496731,0.00681844,0.00527694,0.00486307,0.0141953,0,0.0149671,0,0.00330795,0.0088854,0.00182184,0.00466036,0.00630113,0.00899587,0.00146733,0.0109962,0,0,0.0178779,0,0.0167765,0.0120603,0.060895,0.0163172,0.024145,0.0044345,0.00401488,0.011299,0.00188924,0.0466961,0.00263252,0.00164637,0.00543697,0.0220707,0.00617083,0.0061709,0.00402845,0.00895209,0.00490998,0.00687454,0.017999,0.00354205,0,0,0,0
49,0.00246392,0.0126776,0,0,0,0.0173261,0.0142469,0.0125534,0.00328967,0,0,0,0.0102641,0,0.0183478,0.00742646,0.0406053,0.016962,0.0210758,0.0121673,0,0,0.0017142,0.00970149,0.00913123,0.0106603,0.0153518,0.051012,0.00745594,0.00334275,0.00512702,0.0150136,0,0.0180965,0,0.00448256,0.00893377,0.00189645,0.00665636,0.00626777,0.0105303,0.00222766,0.0111281,0,0,0.0177564,0,0.0169055,0.0120023,0.0608299,0.0181672,0.0244421,0.00467822,0.00463167,0.0103885,0.00205605,0.0468018,0.00318241,0.00247321,0.00662707,0.022735,0.00662657,0.0075991,0.00358447,0.00925422,0.00569158,0.0069144,0.0166618,0.00358125,0,0,0,0
50,0.00216331,0.0117704,0,0,0,0.0244727,0.0141705,0.0130123,0.00461114,0,0,0,0.011091,0,0.0184692,0.00771868,0.0407775,0.0124354,0.0211178,0.00839101,0,0,0.00168884,0.00949446,0.00601298,0.00601334,0.0138508,0.0524647,0.00858336,0.00541766,0.00542418,0.0162481,0,0.0243431,0,0.00569666,0.00896279,0.00196117,0.00736243,0.00626964,0.0119348,0.00313627,0.0108699,0,0,0.0174718,0,0.0169699,0.0120198,0.0610635,0.0186946,0.024587,0.00471849,0.00530251,0.00943702,0.00264334,0.0466811,0.00422779,0.00342111,0.00656808,0.0228407,0.00657444,0.0077711,0.00354972,0.00955145,0.00678405,0.00693082,0.015247,0.00369266,0,0,0,0
51,0.00229508,0.0109455,0,0,0,0.0308946,0.0141715,0.0132569,0.00597299,0,0,0,0.0116541,0,0.0185723,0.00784743,0.0408675,0.0114815,0.02141,0.00405388,0,0,0.00189707,0.00925083,0.00243245,0.00506657,0.010488,0.0539347,0.00990058,0.00843928,0.00580843,0.0180172,0,0.031202,0,0.00666985,0.00896083,0.00198108,0.00668795,0.00634805,0.0121309,0.00404712,0.0102428,0,0,0.0171454,0,0.0168944,0.0119189,0.0614745,0.0177347,0.0246879,0.00419688,0.00579451,0.00840149,0.00281572,0.0463414,0.00457379,0.00399526,0.00558492,0.022325,0.00602426,0.00684574,0.00364606,0.00978533,0.00736848,0.00678667,0.0138364,0.00389531,0,0,0,0
52,0.00281048,0.0102788,0,0,0,0.0358042,0.0141931,0.0141809,0.00734408,0,0,0,0.0120244,0,0.0186822,0.00787306,0.0408942,0.0177809,0.0218324,0.00251593,0,0,0.00205197,0.00911195,0.00239675,0.0104613,0.00781905,0.0553558,0.0113266,0.0113415,0.00680288,0.0203984,0,0.0376733,0,0.0073214,0.00897177,0.00194466,0.00517425,0.00652433,0.011185,0.0047386,0.00941265,0,0,0.0167255,0,0.0166933,0.0116264,0.0619653,0.0158025,0.0246674,0.00305353,0.00613517,0.00742805,0.00267089,0.0459315,0.00392413,0.00394907,0.00413879,0.0215126,0.00527993,0.00528091,0.00439043,0.00998924,0.00738554,0.00646912,0.0126044,0.00437859,0,0,0,0
53,0.00356339,0.00985175,0,0,0,0.0393559,0.0141989,0.0160458,0.00846837,0,0,0,0.0122969,0,0.0187585,0.0078168,0.0408796,0.0271332,0.0221808,0.00669934,0,0,0.0019895,0.00914386,0.00635935,0.0167061,0.00669467,0.0566925,0.0128301,0.014092,0.00825715,0.0228293,0,0.043379,0,0.007525,0.00898433,0.00188038,0.00488811,0.0067216,0.0102689,0.00523395,0.00877703,0,0,0.01618,0,0.0163792,0.0113633,0.0624749,0.0141356,0.0245493,0.00200126,0.00642846,0.00685816,0.00264402,0.0454538,0.0029921,0.003655,0.00262341,0.0207338,0.00460822,0.00359454,0.00529946,0.0105565,0.00707476,0.00608359,0.011825,0.00492725,0,0,0,0
54,0.00451912,0.00966208,0,0,0,0.04191,0.0142468,0.0182075,0.0093843,0,0,0,0.0122152,0,0.0187677,0.00762243,0.040818,0.0363251,0.0223033,0.0109491,0,0,0.0020691,0.00930535,0.0101371,0.02232,0.00721082,0.0577681,0.0142106,0.0163928,0.00977162,0.0252153,0,0.0490829,0,0.00730816,0.00897662,0.00180912,0.00469456,0.00700463,0.00963425,0.00551229,0.00825648,0,0,0.0157582,0,0.0160696,0.0108906,0.0629608,0.01293,0.0243454,0.00149507,0.00694948,0.00648053,0.00298051,0.0451206,0.00275194,0.00365812,0.00151874,0.0201867,0.00407527,0.00206723,0.00683389,0.0108429,0.007065,0.00563164,0.0113599,0.00530587,0,0,0,0
55,0.00575183,0.00985551,0,0,0,0.0437283,0.0142156,0.0198906,0.00995499,0,0,0,0.0143462,0,0.018961,0.00859603,0.0409411,0.0443429,0.0222328,0.0144848,0,0,0.00204994,0.00930744,0.0134206,0.0269178,0.00839509,0.0585112,0.0154453,0.0181464,0.0111918,0.0272576,0,0.0551677,0,0.00794581,0.0091673,0.00199519,0.00429871,0.00734188,0.00910322,0.00569973,0.00747088,0,0,0.0154328,0,0.0158333,0.010171,0.0633714,0.0120083,0.0242058,0.00144116,0.00751384,0.00620154,0.00337918,0.0448507,0.00289469,0.00397305,0.00104095,0.01991,0.00373252,0.00105815,0.00825728,0.0106384,0.00745854,0.00520823,0.0110713,0.00559456,0,0,0,0
56,0.00701905,0.0103373,0,0,0,0.0450587,0.0143461,0.0208788,0.0101895,0,0,0,0.0131059,0,0.0188382,0.00761724,0.0411822,0.0508226,0.0221405,0.017521,0,0,0.00200292,0.00996178,0.01624,0.0311063,0.00948988,0.0590849,0.0167053,0.019611,0.0122647,0.0287445,0,0.060848,0,0.00667516,0.00898405,0.0019049,0.0042823,0.0075614,0.00896084,0.00585442,0.00713759,0,0,0.0158053,0,0.0156743,0.00967929,0.0636856,0.0113854,0.024115,0.00135648,0.00772726,0.0054257,0.00361375,0.0449543,0.00303621,0.00423833,0.000762726,0.0199125,0.00343591,0.000545124,0.00899246,0.0101461,0.00798722,0.00505951,0.0110018,0.0066597,0,0,0,0
57,0.00708943,0.0103719,0,0,0,0.0456349,0.014403,0.0212525,0.0103527,0,0,0,0.0139949,0,0.0188163,0.00794463,0.0414083,0.055203,0.0220441,0.0199704,0,0,0.00214851,0.0102861,0.0183562,0.0348867,0.0103813,0.0595873,0.0177481,0.0210504,0.0129135,0.0294251,0,0.0639321,0,0.00661969,0.00899429,0.00204637,0.0054418,0.00765419,0.00952961,0.00585033,0.00805415,0,0,0.015541,0,0.0154133,0.00988487,0.0638441,0.0108812,0.0240182,0.00115608,0.00760506,0.00564359,0.0035567,0.045336,0.00304911,0.00425922,0.000555431,0.0200618,0.00323897,0.000493952,0.00855688,0.0104724,0.00736898,0.00504146,0.011148,0.0078599,0,0,0,0
58,0.00701819,0.0101719,0,0,0,0.0455404,0.0145355,0.0212841,0.0102471,0,0,0,0.0133778,0,0.0186765,0.00758401,0.0416492,0.0563904,0.0219902,0.021937,0,0,0.00225431,0.0100746,0.0199051,0.037891,0.0108864,0.0600012,0.0185592,0.0223156,0.0131251,0.029661,0,0.0648579,0,0.00603208,0.00883953,0.00200437,0.00546815,0.00768763,0.00984774,0.00561683,0.00831651,0,0,0.0157722,0,0.0152385,0.009981,0.0638704,0.010064,0.0238904,0.00105191,0.00708613,0.00541521,0.00331006,0.0456158,0.00307696,0.00426733,0.000796663,0.0201931,0.00292494,0.000828715,0.00842656,0.0102538,0.00669207,0.00493967,0.0109887,0.00876029,0,0,0,0
59,0.00699909,0.0100116,0,0,0,0.0447642,0.0146605,0.0210983,0.0101078,0,0,0,0.0126428,0,0.0185889,0.00720517,0.0417523,0.0552379,0.0218389,0.0232517,0,0,0.00232138,0.00998134,0.0209084,0.0397453,0.0108992,0.0604299,0.0195258,0.0230595,0.0130527,0.0297188,0,0.0646346,0,0.00576273,0.00871393,0.00189711,0.00537708,0.00766695,0.0101953,0.00516598,0.0085118,0,0,0.0160852,0,0.0150287,0.0101756,0.0638453,0.00922496,0.0238339,0.000975517,0.00664977,0.00530626,0.00310474,0.0456562,0.00310232,0.00423833,0.00128543,0.0202732,0.00257187,0.00129233,0.00794286,0.0101059,0.00571829,0.00487513,0.0108831,0.00936472,0,0,0,0
60,0.00708617,0.00992064,0,0,0,0.0440753,0.0148257,0.0208913,0.00993204,0,0,0,0.0119798,0,0.018592,0.00680849,0.0417208,0.0526468,0.0217494,0.0238849,0,0,0.00238863,0.0100427,0.0214362,0.040999,0.0107958,0.0610177,0.0204405,0.0235576,0.0129165,0.0298084,0,0.063954,0,0.00568074,0.00861686,0.00176486,0.00529251,0.00766854,0.0102324,0.00461132,0.00861131,0,0,0.0163539,0,0.0148206,0.010403,0.0638035,0.00833857,0.0238345,0.000983155,0.00647622,0.00529929,0.00303824,0.0456019,0.00320692,0.00426461,0.0016585,0.0203149,0.00224377,0.00174465,0.00730043,0.0100572,0.00455218,0.00490681,0.0108812,0.00953334,0,0,0,0
61,0.00711636,0.00983693,0,0,0,0.0441249,0.0150127,0.0206979,0.00972293,0,0,0,0.0115875,0,0.0186643,0.00648656,0.0415109,0.0490864,0.0215913,0.0236581,0,0,0.00245253,0.0103124,0.0214671,0.0412649,0.0106054,0.0614262,0.0211956,0.0238119,0.0129093,0.0299703,0,0.0635354,0,0.0057781,0.00855149,0.00160753,0.00551578,0.00771242,0.0101306,0.00414338,0.00882669,0,0,0.0166077,0,0.0146073,0.0107269,0.0638569,0.00761308,0.0239063,0.000980618,0.00653647,0.00530618,0.00303816,0.0454947,0.00323807,0.00426065,0.00192351,0.0202768,0.00201033,0.00221815,0.00656147,0.0101068,0.00321619,0.00512044,0.0109744,0.0091903,0,0,0,0
62,0.00762981,0.0101022,0,0,0,0.0445953,0.0150215,0.0206551,0.00947666,0,0,0,0.014564,0,0.0189602,0.00807142,0.041314,0.0458256,0.0214337,0.0227515,0,0,0.0024533,0.0101308,0.0211732,0.0408601,0.0101322,0.061825,0.0219828,0.0237977,0.0129155,0.0301076,0,0.0632648,0,0.0075788,0.00876493,0.00195294,0.0057526,0.00789935,0.0100846,0.00393003,0.00816379,0,0,0.0161683,0,0.0143795,0.0103701,0.064015,0.00701101,0.0240112,0.00103091,0.00651946,0.00538441,0.00309318,0.0453516,0.0032639,0.00430466,0.00255218,0.0201754,0.00166327,0.00295127,0.00620913,0.0100384,0.00165217,0.00522978,0.0109841,0.00874802,0,0,0,0
63,0.00966214,0.0110989,0,0,0,0.0454972,0.0153732,0.0203823,0.00908635,0,0,0,0.0114793,0,0.0188059,0.00639115,0.0411093,0.0424307,0.0212684,0.0212659,0,0,0.0024589,0.0107251,0.020531,0.0395781,0.00935627,0.062085,0.0223851,0.0238567,0.0127063,0.0301092,0,0.0629834,0,0.00622502,0.00839123,0.00156732,0.00656558,0.00800351,0.0101167,0.00390576,0.00735624,0,0,0.0187073,0,0.0142127,0.00907308,0.0640612,0.00676189,0.0241179,0.00111616,0.00625555,0.00354628,0.00314548,0.0452712,0.0033232,0.00439669,0.00342169,0.0200393,0.00123283,0.00394062,0.00585024,0.0101437,0.00140251,0.00519948,0.0109683,0.0089932,0,0,0,0
64,0.00972973,0.0110564,0,0,0,0.0462827,0.0155387,0.019615,0.00872122,0,0,0,0.0115513,0,0.0188519,0.00630521,0.0406091,0.0380793,0.0210434,0.0175433,0,0,0.00247459,0.0108122,0.0187445,0.0359133,0.00792863,0.0626449,0.0218274,0.0230792,0.0123085,0.0298441,0,0.0621602,0,0.0060942,0.00834772,0.00165576,0.00737505,0.00815641,0.00987589,0.00373865,0.00738866,0,0,0.0180963,0,0.0139419,0.00870021,0.0640156,0.006634,0.0242239,0.00108464,0.0059364,0.00353828,0.00318788,0.0452823,0.00341151,0.00454414,0.00424105,0.0199001,0.000617821,0.00513631,0.00639195,0.0098488,0.00185097,0.00533513,0.0109496,0.00846169,0,0,0,0
65,0.00961522,0.0107117,0,0,0,0.0477646,0.0156133,0.0191629,0.00838613,0,0,0,0.0118289,0,0.018886,0.00638406,0.0405842,0.0358839,0.0208092,0.0165583,0,0,0.00261609,0.0105394,0.0183847,0.0348282,0.00810522,0.0624327,0.0219174,0.0236338,0.0119437,0.029311,0,0.0631881,0,0.00591579,0.00830894,0.00185002,0.00815857,0.00826602,0.00934887,0.00344771,0.00744423,0,0,0.0174363,0,0.0136532,0.0084298,0.0639792,0.00669507,0.024275,0.00107182,0.00575179,0.00361663,0.00318665,0.045406,0.00336262,0.00454456,0.00524544,0.019775,0.000423149,0.00603506,0.00737477,0.00950649,0.0033985,0.00563821,0.0106389,0.00807798,0,0,0,0
66,0.00957502,0.0105813,0,0,0,0.048357,0.0157413,0.0183466,0.00773686,0,0,0,0.0121677,0,0.0188796,0.00650604,0.0396106,0.0303328,0.0207476,0.00943198,0,0,0.00221705,0.0104031,0.0149863,0.0273992,0.00792282,0.0633139,0.0205764,0.0209339,0.0112869,0.0287243,0,0.0620199,0,0.00563383,0.0082766,0.00211655,0.00908236,0.00852225,0.0088677,0.00306974,0.00747344,0,0,0.0161189,0,0.0133278,0.0079211,0.0639114,0.00726498,0.0245277,0.00100328,0.00523334,0.00359607,0.00308867,0.0455124,0.0032372,0.00445298,0.00579765,0.0195389,0.000741145,0.00665619,0.00871937,0.00888011,0.00484235,0.00565386,0.0103558,0.00805767,0,0,0,0
67,0.00941076,0.0101844,0,0,0,0.0504495,0.0157747,0.0180348,0.00734291,0,0,0,0.0126665,0,0.0189436,0.00670838,0.039665,0.0284844,0.0206274,0.00921638,0,0,0.00220984,0.0101182,0.0146411,0.0264336,0.00784663,0.0624501,0.0207592,0.0214628,0.0110842,0.0276576,0,0.063782,0,0.00569954,0.00827497,0.00240967,0.0101927,0.00868143,0.00834217,0.00291892,0.00776426,0,0,0.0152557,0,0.0131187,0.00776855,0.0638939,0.00770524,0.0245144,0.00110376,0.00502613,0.00373548,0.00309237,0.0455902,0.003126,0.00446356,0.00580896,0.019322,0.000866249,0.00680592,0.0102376,0.00841986,0.00608815,0.00586599,0.00984096,0.00840416,0,0,0,0
68,0.00950764,0.0102527,0,0,0,0.0502543,0.0158653,0.0183584,0.00626728,0,0,0,0.0131904,0,0.0190049,0.00684084,0.0379149,0.0198583,0.020945,0.0071177,0,0,0.00234385,0.00998552,0.00981073,0.0120726,0.0134967,0.0644542,0.0179847,0.0150574,0.0100697,0.0268697,0,0.0598877,0,0.00572567,0.00828784,0.00267877,0.0115016,0.00898285,0.00792531,0.00307349,0.00794453,0,0,0.0134644,0,0.0128156,0.00717685,0.0639875,0.00887922,0.0249902,0.00111308,0.00404099,0.00387488,0.00295157,0.0454575,0.00290929,0.00433197,0.00643422,0.0190161,0.00152343,0.00753918,0.0121641,0.00757464,0.00719432,0.00586302,0.00971059,0.00887923,0,0,0,0
69,0.00929619,0.00977661,0,0,0,0.0514203,0.0157841,0.0193327,0.00561984,0,0,0,0.0136171,0,0.0191112,0.00707254,0.037634,0.017086,0.0209914,0.013029,0,0,0.00222005,0.00951856,0.0094889,0.00696853,0.0166345,0.0643563,0.017108,0.0127287,0.00935584,0.0258892,0,0.0598538,0,0.00612324,0.00842058,0.00267134,0.0128973,0.00911723,0.00740503,0.0032585,0.00826939,0,0,0.0124205,0,0.0126218,0.00720077,0.064055,0.00953678,0.0250421,0.00135183,0.00360957,0.00427528,0.00295208,0.045294,0.00285871,0.00446921,0.00685565,0.0187712,0.00188102,0.00797464,0.0142273,0.00701273,0.00797579,0.00616193,0.00922016,0.00929818,0,0,0,0
