Timestep,,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LTIBI
103,0,0.0188183,0.0239914,0,0,0,0.0168938,0.0103859,0.104407,0.00283671,0,0,0,0,0.0091028,0,0.00770795,0.0367552,0.0331612,0.0230484,0.024277,0,0,0.036887,0.00415647,0.0197868,0.0240865,0.0203514,0.0657232,0.030062,0.0332834,0.0362164,0,0.0176612,0,0.00969793,0.00826515,0.00611188,0.008994,0.0101094,0.0119727,0.0203244,0.0159513,0,0,0.0163032,0,0.0107064,0.0118563,0.0501222,0.00914824,0.022473,0.0105764,0.0232898,0.0310735,0.0148915,0.0615039,0.0146167,0.0165629,0.00692051,0.0120946,0.0062387,0.00824141,0.0160973,0.0119276,0.00809692,0.0075624,0.0273861,0.00977653,0,0,0,0,0.158856
104,0,0.0185472,0.0231693,0,0,0,0.0160876,0.0103645,0.104441,0.00290338,0,0,0,0,0.00893276,0,0.00761512,0.0374688,0.0339339,0.0229272,0.026179,0,0,0.0357997,0.00430841,0.0202141,0.0255978,0.020903,0.0651782,0.0298485,0.0329132,0.0367631,0,0.0181272,0,0.00991223,0.00825673,0.00600456,0.0077914,0.0102571,0.0107952,0.0199747,0.0167564,0,0,0.0163045,0,0.0106193,0.0117138,0.0500097,0.0128159,0.0226955,0.0110006,0.0226074,0.0309337,0.0157324,0.0622036,0.0155614,0.0176828,0.00532816,0.0130148,0.00551488,0.00623402,0.0118069,0.0115987,0.00745484,0.00734347,0.0264864,0.0100159,0,0,0,0,0.159086
105,0,0.0180346,0.0226711,0,0,0,0.0160902,0.0103406,0.104358,0.00307448,0,0,0,0,0.00876784,0,0.00750521,0.0378102,0.0345469,0.0229146,0.0275506,0,0,0.0348989,0.0045818,0.0209429,0.0271668,0.0218594,0.064817,0.0293533,0.0320009,0.0370085,0,0.0188243,0,0.0101281,0.00825166,0.00595659,0.00912994,0.0104427,0.0106186,0.0196711,0.0174202,0,0,0.0165889,0,0.0106124,0.0118444,0.0500478,0.0157322,0.0228837,0.0112692,0.0222794,0.030893,0.0163476,0.0626866,0.0161389,0.0184993,0.00389049,0.0138997,0.00501875,0.00445898,0.00905391,0.0112806,0.00668842,0.00725373,0.0259881,0.0103039,0,0,0,0,0.15882
106,0,0.0176335,0.0224837,0,0,0,0.0167379,0.0103371,0.104747,0.00341257,0,0,0,0,0.00872146,0,0.00745015,0.0379741,0.0350254,0.0228755,0.028386,0,0,0.0341344,0.00491164,0.021781,0.0286065,0.0230412,0.0648035,0.0288588,0.0311102,0.0370288,0,0.0198863,0,0.0103191,0.00827865,0.00597,0.0130279,0.010531,0.0105975,0.0194545,0.017695,0,0,0.0170782,0,0.0106261,0.0121455,0.0503676,0.0175217,0.0230416,0.0113006,0.0221449,0.0307627,0.016821,0.0629528,0.0164312,0.0193003,0.00264705,0.0147384,0.004646,0.00309391,0.0110551,0.0108882,0.00591655,0.00718175,0.025834,0.010524,0,0,0,0,0.158353
107,0,0.0176066,0.022645,0,0,0,0.0175401,0.0103157,0.105236,0.00381221,0,0,0,0,0.00858117,0,0.00751816,0.038142,0.0353181,0.0227904,0.0286596,0,0,0.0335476,0.00531201,0.0225552,0.0295474,0.0241855,0.0650999,0.0283709,0.0304847,0.0368156,0,0.0210491,0,0.0104615,0.00832767,0.00603521,0.0174145,0.0104951,0.0104229,0.0193302,0.0176039,0,0,0.0177769,0,0.0106892,0.0126382,0.0508422,0.0183943,0.0232117,0.0111762,0.0220404,0.0303535,0.0172304,0.0630949,0.0166314,0.0203021,0.00177171,0.0156322,0.00427343,0.0023388,0.015319,0.010322,0.00521821,0.00712291,0.0258944,0.0105377,0,0,0,0,0.157912
108,0,0.0178003,0.0231689,0,0,0,0.0180535,0.0103003,0.105614,0.00417836,0,0,0,0,0.00834541,0,0.00759024,0.0382945,0.0354531,0.0227047,0.0284384,0,0,0.033255,0.00575641,0.023121,0.029805,0.0249978,0.0654089,0.0278856,0.0299762,0.0364082,0,0.0218557,0,0.0105992,0.00841241,0.00613651,0.0208929,0.0103619,0.0100895,0.0194215,0.017221,0,0,0.0186432,0,0.0108059,0.0132169,0.0511691,0.0184255,0.0233173,0.010963,0.0219745,0.0298038,0.0176997,0.0632309,0.0168673,0.021564,0.00161185,0.0164988,0.00385823,0.00236186,0.0192071,0.00960532,0.00455911,0.00698361,0.0261091,0.0102877,0,0,0,0,0.157392
109,0,0.0180534,0.0238676,0,0,0,0.0181902,0.0102472,0.105877,0.0043667,0,0,0,0,0.00797212,0,0.00776612,0.0383434,0.0355698,0.0226268,0.0280564,0,0,0.0330557,0.00628507,0.0233685,0.0296183,0.0252449,0.0655631,0.0274297,0.0296249,0.0359905,0,0.0220668,0,0.0106196,0.00848529,0.00623096,0.0232692,0.0101917,0.00950465,0.0195611,0.016822,0,0,0.0196095,0,0.0109744,0.0137973,0.0511118,0.0177268,0.023458,0.0107016,0.0218559,0.0292062,0.0182833,0.0633253,0.0171346,0.0228425,0.00253665,0.0173239,0.00344427,0.00343389,0.0224386,0.00879363,0.00404151,0.00682286,0.0263788,0.00985406,0,0,0,0,0.157172
110,0,0.0183813,0.0244959,0,0,0,0.0175723,0.0101625,0.105855,0.00438254,0,0,0,0,0.00749305,0,0.00788619,0.0382782,0.0359505,0.0225226,0.027785,0,0,0.0328009,0.00681919,0.0232579,0.0292718,0.0248123,0.0656,0.0270429,0.0297248,0.0356607,0,0.0216345,0,0.0105995,0.00854708,0.00631246,0.0248893,0.0100754,0.00871209,0.0195954,0.0165566,0,0,0.020529,0,0.011197,0.0143056,0.051051,0.0166045,0.0235893,0.0104032,0.0217063,0.0286448,0.0188828,0.0634225,0.0173938,0.0240642,0.004156,0.0181366,0.00309261,0.00545746,0.0253289,0.00798191,0.00371771,0.00670687,0.0265448,0.00943623,0,0,0,0,0.157105
111,0,0.018841,0.0249591,0,0,0,0.0168259,0.0100767,0.105476,0.0042489,0,0,0,0,0.00704203,0,0.00793491,0.0380799,0.0366407,0.0223384,0.0277317,0,0,0.0324285,0.00721049,0.0228219,0.0289164,0.0243209,0.0655577,0.0270429,0.0298348,0.0355177,0,0.0209211,0,0.0105827,0.00859723,0.00639737,0.0259989,0.00994592,0.00774933,0.0196008,0.0164978,0,0,0.0212011,0,0.0113797,0.0146532,0.0510721,0.0156016,0.0235688,0.00998397,0.0216605,0.0281667,0.0193428,0.0634864,0.0174576,0.0249343,0.00619016,0.018939,0.00304282,0.00798048,0.0280794,0.00716601,0.00364534,0.00660748,0.0265901,0.00925353,0,0,0,0,0.157276
112,0,0.0193342,0.025372,0,0,0,0.0161344,0.0100095,0.105363,0.00406094,0,0,0,0,0.00665263,0,0.00792644,0.0376676,0.0373146,0.0220984,0.0278514,0,0,0.0319869,0.0074567,0.022392,0.0285852,0.0250071,0.0652449,0.0273837,0.0300133,0.0356161,0,0.0203472,0,0.0105348,0.00864462,0.00649748,0.0270942,0.00982275,0.0068145,0.0197195,0.0166154,0,0,0.0216846,0,0.0115016,0.0148695,0.0511604,0.0151145,0.023393,0.00944984,0.0218396,0.0277822,0.0195235,0.0634461,0.0173751,0.0253581,0.00842551,0.019638,0.00344423,0.0107621,0.0309646,0.00636577,0.00379083,0.00651324,0.0265935,0.00943388,0,0,0,0,0.15764
113,0,0.0195739,0.0257646,0,0,0,0.0153209,0.00992958,0.10484,0.0039314,0,0,0,0,0.00634485,0,0.0078634,0.0372043,0.0381116,0.0219472,0.0281728,0,0,0.0313358,0.00768278,0.0221458,0.028497,0.025233,0.0648247,0.0276079,0.0305403,0.0358099,0,0.0196178,0,0.0104398,0.00867994,0.00654178,0.0282099,0.00985637,0.0060623,0.0196151,0.0169126,0,0,0.0220663,0,0.0116653,0.0149728,0.0512842,0.0151222,0.0233691,0.0089647,0.0218425,0.0275502,0.0194493,0.0633336,0.0173924,0.0256151,0.0106647,0.0201378,0.0041551,0.0136214,0.0341444,0.00578398,0.00405677,0.00642379,0.0264804,0.00984391,0,0,0,0,0.15807
114,0,0.0200038,0.0261369,0,0,0,0.0145467,0.0098778,0.10424,0.00382959,0,0,0,0,0.00624155,0,0.00781208,0.0367514,0.0390305,0.021909,0.0284671,0,0,0.0304541,0.00783433,0.0219564,0.0285094,0.0250286,0.0644369,0.0274081,0.0308618,0.0359748,0,0.0188319,0,0.0102967,0.00873383,0.00658587,0.0293371,0.00989883,0.00543324,0.0191437,0.0172626,0,0,0.0225395,0,0.0118102,0.0151871,0.0514221,0.0155679,0.0236444,0.00860957,0.0214547,0.0274934,0.0192271,0.0631927,0.0173046,0.0256489,0.0127093,0.0204671,0.00476924,0.0163703,0.0369956,0.00535095,0.00431585,0.00636559,0.0263125,0.0101538,0,0,0,0,0.158421
115,0,0.0205727,0.0265728,0,0,0,0.0138195,0.00984301,0.103996,0.00380126,0,0,0,0,0.00627255,0,0.0078836,0.0363295,0.0400386,0.0218832,0.0285213,0,0,0.0298014,0.0079916,0.0217124,0.0285239,0.0246594,0.0641393,0.0273916,0.0307773,0.036215,0,0.0178512,0,0.0102331,0.00878781,0.00664975,0.0305407,0.00984233,0.00482893,0.0187417,0.017469,0,0,0.0231217,0,0.0118989,0.0155342,0.0516957,0.0162307,0.0234797,0.00831461,0.0212247,0.0275566,0.0188271,0.0629324,0.0170534,0.0249725,0.0145277,0.0207114,0.00530594,0.0189163,0.0396282,0.00510851,0.00451411,0.00638447,0.0263249,0.0102507,0,0,0,0,0.158636
116,0,0.0212326,0.0270751,0,0,0,0.0130777,0.00981548,0.104145,0.00389111,0,0,0,0,0.00640407,0,0.00799858,0.0358238,0.0409549,0.0219559,0.028216,0,0,0.0293332,0.0082428,0.0214498,0.0283857,0.0246739,0.0638945,0.0277828,0.0304247,0.0364353,0,0.0170925,0,0.0102137,0.00885535,0.00678949,0.0315298,0.00973674,0.00410899,0.0183777,0.0176044,0,0,0.0237474,0,0.0119797,0.0159871,0.0519878,0.0171271,0.0232776,0.00805375,0.0211604,0.0275721,0.0181744,0.0625799,0.0167889,0.0237418,0.0161323,0.020845,0.00588767,0.0211238,0.0417855,0.00509607,0.00464011,0.00651643,0.0265228,0.0102634,0,0,0,0,0.158673
117,0,0.0218979,0.0274887,0,0,0,0.0121336,0.00978649,0.103909,0.00404343,0,0,0,0,0.00656527,0,0.0081504,0.0353569,0.0418182,0.0219617,0.0286629,0,0,0.0288007,0.00840189,0.0215676,0.028908,0,0.063653,0.0283743,0.0306007,0.0368424,0,0.0158402,0,0.0101677,0.00891235,0.00690491,0.0323595,0.00970502,0.00370447,0.0179729,0.0177296,0,0,0.0243122,0,0.0120944,0.0164673,0.0522539,0.0181111,0.0231822,0.00784136,0.0211755,0.0273775,0.0172999,0.0621366,0.0166142,0.0226006,0.0173455,0.0207839,0.00647922,0.0228711,0.0436005,0.00521851,0.00465712,0.00664903,0.0267203,0.0104351,0,0,0,0,0.159142
118,0,0.0223833,0.028002,0,0,0,0.0110854,0.00971651,0.103919,0.00424624,0,0,0,0,0.00683399,0,0.00828927,0.0348047,0.0411314,0.0219446,0.0283294,0,0,0.0285162,0.00862414,0.0212847,0.0285736,0.0242148,0.0634328,0.028459,0.030595,0.0362078,0,0.0147086,0,0.010174,0.00895063,0.00700988,0.0331198,0.00961728,0.00365374,0.0176925,0.0176709,0,0,0.024847,0,0.0122116,0.0169214,0.0525836,0.0190594,0.0231195,0.00771357,0.021448,0.0272649,0.0165345,0.0617472,0.0163626,0.0214663,0.0183194,0.0206223,0.00704461,0.024257,0.0450076,0.00539076,0.00460964,0.00681136,0.027033,0.0106668,0,0,0,0,0.159144
119,0,0.0225706,0.0286247,0,0,0,0.00993998,0.00969116,0.10393,0.00466141,0,0,0,0,0.00721967,0,0.0084886,0.0344447,0.040869,0.0219039,0.0280021,0,0,0.0285153,0.00896957,0.0210339,0.0281141,0.0235058,0.0631899,0.0283549,0.030585,0.0363281,0,0.0136875,0,0.010245,0.00901235,0.0072076,0.0340765,0.00957699,0.00421677,0.0174127,0.0176214,0,0,0.0253307,0,0.0123839,0.0173466,0.0531595,0.0197911,0.0230258,0.00762843,0.0218945,0.027316,0.0158826,0.0613814,0.0161268,0.0199019,0.0189458,0.0204875,0.00730399,0.0251103,0.0463802,0.00559676,0.00450764,0.00701886,0.0274835,0.0109618,0,0,0,0,0.1591
120,0,0.0229183,0.0292969,0,0,0,0.00880584,0.00969386,0.103921,0.00521573,0,0,0,0,0.00772996,0,0.00877023,0.0341274,0.040709,0.0219169,0.0274296,0,0,0.028607,0.00944525,0.0208789,0.0274239,0.0229819,0.062921,0.0281419,0.0304994,0.036431,0,0.012687,0,0.0103932,0.00910446,0.00758229,0.0348677,0.00945245,0.00469532,0.0171313,0.0175347,0,0,0.0257921,0,0.0125265,0.0177514,0.0536112,0.0204733,0.0229092,0.00754762,0.0223122,0.0274198,0.0153766,0.0609786,0.0158193,0.0185825,0.0193852,0.0203477,0.00750075,0.0256179,0.0473631,0.00577927,0.00441457,0.00723293,0.0280634,0.0111903,0,0,0,0,0.158996
121,0,0.0233739,0.0299224,0,0,0,0.00764118,0.0096636,0.103837,0.00551532,0,0,0,0,0.0082805,0,0.00905409,0.0335954,0.0405498,0.0221727,0.0269255,0,0,0.0284783,0.00996891,0.0207261,0.0268181,0.0225114,0.0625908,0.0279432,0.0303791,0.0366021,0,0.0116259,0,0.010554,0.00916107,0.00779936,0.0355202,0.00928817,0.00502529,0.0168216,0.0174738,0,0,0.0261564,0,0.0126623,0.0180621,0.0539429,0.0211666,0.0227564,0.00742418,0.0225577,0.0275784,0.0148759,0.0604165,0.0153803,0.0175099,0.0196637,0.0201439,0.00766039,0.0258375,0.0482173,0.00589065,0.00438918,0.0074962,0.0285765,0.0113153,0,0,0,0,0.158875
122,0,0.0234947,0.0304709,0,0,0,0.00667442,0.00964777,0.104273,0.00542429,0,0,0,0,0.0087982,0,0.0093003,0.0326604,0.040588,0.0228182,0.0265515,0,0,0.0281197,0.010476,0.0205096,0.0266397,0.0218325,0.0621495,0.0275904,0.0303803,0.0367028,0,0.0107786,0,0.0107562,0.0092025,0.00785222,0.036252,0.00911384,0.00493196,0.0164814,0.0175673,0,0,0.026431,0,0.0128024,0.0183219,0.0542338,0.021861,0.0226143,0.00730359,0.0226598,0.027849,0.0143195,0.0598123,0.0149154,0.0165548,0.0196487,0.0198545,0.00776388,0.0257561,0.0489976,0.00586388,0.00441464,0.00774782,0.0289909,0.0113275,0,0,0,0,0.158576
123,0,0.0237001,0.0319227,0,0,0,0.0111511,0.00971433,0.0910138,0.00296997,0,0,0,0,0.00968959,0,0.00965475,0.032073,0.062028,0.0215396,0.0536176,0,0,0.0307733,0.0112886,0.0321341,0.0470472,0.0440498,0.0659157,0.0455268,0.0424766,0,0,0.0135263,0,0.0112375,0.00922267,0.00778895,0.0370345,0.00878146,0.00436396,0.0175287,0.0171877,0,0,0.0275201,0,0.013119,0.0191756,0.0529141,0.023753,0.0241129,0.00778118,0.0259794,0.0287089,0.0146526,0.0602414,0.0154098,0.0164857,0.0191331,0.0189965,0.00805481,0.025867,0.0501614,0.00621552,0.00457442,0.0082805,0.0307712,0.0103906,0,0,0,0,0.172753
124,0,0.0243128,0.0323607,0,0,0,0.00711404,0.00971979,0.103856,0.00698076,0,0,0,0,0.0101427,0,0.00989194,0.031432,0.0402866,0.023926,0.024322,0,0,0.0287235,0.0121589,0.0196793,0.0262686,0.0200272,0.0617927,0.0266904,0.0298423,0.0363419,0,0.011221,0,0.0114215,0.0093918,0.00797551,0.0377385,0.00868071,0.0040113,0.0160025,0.0176813,0,0,0.0273416,0,0.0132756,0.0192977,0.0548472,0.0218745,0.0224659,0.00718341,0.0231621,0.0288387,0.0137536,0.0587736,0.0140411,0.0151132,0.0183011,0.019014,0.00760026,0.0241812,0.050276,0.00602993,0.00467036,0.00848664,0.0307473,0.0107049,0,0,0,0,0.158273
125,0,0.0243258,0.0327069,0,0,0,0.0107779,0.00979008,0,0.00456907,0,0,0,0,0.0104314,0,0.00998027,0.0331175,0.0643491,0.0219882,0.0561874,0,0,0.029718,0.0119116,0.0329568,0.0506841,0.0445143,0.0645824,0,0.0423685,0,0,0.0156471,0,0.0115614,0.00934754,0.00787243,0.0388476,0.00857179,0.0035626,0.0164414,0.0175046,0,0,0.0275456,0,0.0133934,0.0194872,0.0538439,0.0234196,0.0238847,0.00735486,0.0252733,0.0292305,0.0137761,0.0587164,0.0141383,0.0148617,0.0174377,0.018345,0.00771938,0.023628,0.0518227,0.00586563,0.00484751,0.00869107,0.0313787,0.0101487,0,0,0,0,0.173398
126,0,0.0251208,0.0329768,0,0,0,0.0110834,0.00978724,0,0.00812009,0,0,0,0,0.0108922,0,0.010151,0.0315597,0.0401792,0.0244265,0.022623,0,0,0.0280408,0.012682,0.0193869,0.025399,0.0184623,0.0606048,0.0249209,0.0296612,0.0364001,0,0.0161757,0,0.0116669,0.00949462,0.00813212,0.0394413,0.00845519,0.0034426,0.0152381,0.0179024,0,0,0.0272696,0,0.0134975,0.0195794,0.0555424,0.0215714,0.0222312,0.00691738,0.0228168,0.0291141,0.0130291,0.0574496,0.0131568,0.0138454,0.016242,0.0184227,0.00728033,0.0215624,0.0517253,0.00575451,0.00501488,0.008886,0.0311632,0.0104728,0,0,0,0,0.157521
127,0,0.0251336,0.0333368,0,0,0,0.00985399,0.00981757,0,0.00779391,0,0,0,0,0.0110928,0,0.0102184,0.031133,0.0396234,0.0242743,0.023545,0,0,0.028337,0.012838,0.0187946,0.0250183,0.0195203,0.0601681,0.0251442,0.030038,0.0349691,0,0.0162137,0,0.0118025,0.00954848,0.00818369,0.0401367,0.00830421,0.0030426,0.0152549,0.0180036,0,0,0.0273061,0,0.0136008,0.0196545,0.0555028,0.0222424,0.0222945,0.00708987,0.0234212,0.0293608,0.0128602,0.0571218,0.0131223,0.0136527,0.015267,0.0181024,0.00715552,0.0204328,0.0527045,0.00552986,0.00519309,0.0090862,0.0315216,0.0103326,0,0,0,0,0.157892
128,0,0.0253159,0.0341665,0,0,0,0.0105072,0.00984035,0,0.00782479,0,0,0,0,0.0114058,0,0.0104307,0.0308421,0.0393446,0.0244861,0.0240814,0,0,0.0291419,0.0134637,0.0185045,0.024993,0.0200181,0.0600534,0,0.0303721,0.0345155,0,0.0173576,0,0.0120725,0.0096114,0.00832446,0.0407748,0.00814934,0.00271969,0.0154564,0.018143,0,0,0.0275626,0,0.0137868,0.0198222,0.0554677,0.0233565,0.0221268,0.00756326,0.0242462,0.0298598,0.0127876,0.0568395,0.0132221,0.0136251,0.0142337,0.0178506,0.00703551,0.0193521,0.0535226,0.00540805,0.00527102,0.00929097,0.0323331,0.0102095,0,0,0,0,0.158604
129,0,0.0260115,0.0350826,0,0,0,0.011066,0.00986512,0,0.00823678,0,0,0,0,0.0118876,0,0.0106893,0.0304272,0.0381908,0.0249535,0.0229432,0,0,0.0299548,0.0142897,0.017724,0.0236894,0.0193348,0.0599078,0,0.0300747,0.0342887,0,0.0180052,0,0.0124399,0.00968192,0.00854061,0.0413425,0.00803274,0.0025619,0.0156068,0.0182818,0,0,0.0278788,0,0.0140212,0.0200816,0.055498,0.0238839,0.0219731,0.00833206,0.0249277,0.0302435,0.0127322,0.0566052,0.0134405,0.0138245,0.0130733,0.0176059,0.00692395,0.0182877,0.053812,0.00548142,0.0052716,0.00940148,0.0332222,0.0100928,0,0,0,0,0.15855
130,0,0.0267438,0.0359291,0,0,0,0.0111311,0.0098758,0,0.00890321,0,0,0,0,0.0124583,0,0.010984,0.0300276,0.036784,0.0254824,0.0216043,0,0,0.0305859,0.0150863,0.0169554,0.0219648,0.0185085,0.0597429,0,0.0295522,0.0342055,0,0.0181005,0,0.0127907,0.00974679,0.0087225,0.0414961,0.00793162,0.00266669,0.0156093,0.0184871,0,0,0.0281379,0,0.0142542,0.0203457,0.0555408,0.0238285,0.0218659,0.00928925,0.0253229,0.0305418,0.012688,0.0563715,0.0137485,0.0141211,0.0120248,0.0173077,0.006725,0.0174902,0.053611,0.00567355,0.0053226,0.00955565,0.0340058,0.0100058,0,0,0,0,0.158104
131,0,0.0272325,0.0365918,0,0,0,0.0108872,0.0099243,0,0.00950865,0,0,0,0,0.0130564,0,0.0112891,0.029606,0.0356784,0.0258875,0.0205753,0,0,0.0309528,0.0157766,0.0160369,0.0204318,0.0179997,0.0594823,0.0259795,0.0290845,0.0331242,0,0.017693,0,0.0130949,0.00981902,0.00881932,0.0410861,0.0078644,0.00325736,0.0154804,0.0187485,0,0,0.0283595,0,0.0144595,0.0205281,0.0555698,0.0234935,0.0218023,0.0103901,0.0254514,0.030788,0.0127544,0.0562235,0.014167,0.0145555,0.0110653,0.0169424,0.00637702,0.0169255,0.0527827,0.00587394,0.00531933,0.00970428,0.0345699,0.00995073,0,0,0,0,0.157557
132,0,0.0275584,0.0373533,0,0,0,0.0110909,0.00996635,0,0.0104674,0,0,0,0,0.0138381,0,0.0116883,0.0289494,0.0350047,0.0264397,0.0197471,0,0,0.0312637,0.0166087,0.0153969,0.0192927,0.0176189,0.0594649,0.0259456,0.0290541,0.0321533,0,0.0180026,0,0.0134938,0.00989018,0.00904259,0.0402632,0.00778483,0.00402037,0.0152317,0.0190659,0,0,0.0287163,0,0.0146932,0.0207626,0.0556289,0.0226735,0.0217944,0.0116514,0.025341,0.0312281,0.0129732,0.0561561,0.0147099,0.0151623,0.0100079,0.0164519,0.0060988,0.0163951,0.0513463,0.00611051,0.00531694,0.00987592,0.0352203,0.00991839,0,0,0,0,0.157235
133,0,0.0277473,0.0382891,0,0,0,0.0110029,0.0100139,0,0.0117164,0,0,0,0,0.0147125,0,0.012187,0.0282708,0.0344739,0.0271366,0.0196444,0,0,0.0317202,0.0175533,0.0151652,0.0188526,0.0176976,0.0597964,0,0.0294709,0.0310339,0,0.0181574,0,0.0140226,0.00995644,0.00930161,0.0387444,0.00768829,0.00475056,0.0152348,0.0194593,0,0,0.0291794,0,0.0149544,0.0209478,0.0557707,0.0212546,0.0216976,0.0128459,0.0252137,0.0317586,0.0131489,0.0560841,0.0151488,0.0156638,0.00893877,0.0158755,0.00592938,0.0158405,0.0489496,0.00633371,0.00537671,0.01001,0.036113,0.00986516,0,0,0,0,0.157299
134,0,0.0278004,0.0386033,0,0,0,0.0102193,0.0100666,0,0.0123218,0,0,0,0,0.0151071,0,0.0124745,0.02821,0.0338833,0.0274211,0.0197001,0,0,0.0317607,0.0177954,0.0145806,0.0184305,0.017789,0.0595537,0.0263263,0.0293796,0.0309231,0,0.0180285,0,0.0143399,0.00994923,0.00932781,0.036425,0.00766683,0.00556598,0.0156114,0.0197326,0,0,0.0290999,0,0.0150078,0.020787,0.0559578,0.0197562,0.0213266,0.013635,0.0249526,0.0320041,0.0131753,0.0558838,0.0152318,0.0155827,0.00808225,0.0152855,0.0059185,0.0152403,0.0455641,0.00639591,0.00541021,0.00989184,0.0365073,0.00980283,0,0,0,0,0.156804
135,0,0.0270615,0.037704,0,0,0,0.00382734,0.0100087,0,0.0115399,0,0,0,0,0.0146851,0,0.0123658,0.0288511,0.03214,0.0267943,0.0205613,0,0,0.0311931,0.0167714,0.0127615,0.0179389,0.0184019,0.0580611,0,0.0287238,0.037365,0,0.0124781,0,0.0142557,0.00977081,0.00902118,0.0334457,0.00782153,0.00660201,0.0163697,0.0196318,0,0,0.0284205,0,0.0148003,0.0202433,0.0559652,0.0189707,0.0208752,0.0140069,0.0246142,0.0316146,0.0129852,0.0557402,0.0149172,0.0151618,0.00747065,0.0145743,0.00599962,0.0148068,0.0416977,0.0062872,0.00536108,0.00950179,0.0358622,0.00967392,0,0,0,0,0.154
136,0,0.0248333,0.0347306,0,0,0,0.0153669,0.00991588,0,0.00834273,0,0,0,0,0.0127271,0,0.0114836,0.0315396,0.0315726,0.0245377,0.0235575,0,0,0.029374,0.0136261,0.0118169,0.0200787,0.0207856,0.0544435,0.027103,0.0289302,0.0589951,0,0.0151076,0,0.0132729,0.00933945,0.00804463,0.030273,0.00831881,0.00801882,0.0178341,0.0191673,0,0,0.0265655,0,0.0140587,0.0187719,0.0558092,0.0201345,0.0202686,0.0138752,0.0241042,0.0300774,0.0124625,0.0555041,0.0140733,0.0142354,0.00726174,0.0139829,0.00635706,0.0148624,0.0380351,0.00557671,0.00541813,0.00841681,0.0333352,0.0101433,0,0,0,0,0.149912
137,0,0.0237104,0.0335795,0,0,0,0.0214049,0.00993104,0,0.00745448,0,0,0,0,0.011975,0,0.0111543,0.0327826,0.0323238,0.0236624,0.0259029,0,0,0.0288044,0.0123043,0.0129799,0.0221629,0.0228662,0.0528136,0.0289227,0.0302295,0.0694315,0,0.019471,0,0.0129511,0.00912551,0.00758765,0.026266,0.00856325,0.00964211,0.01888,0.0191528,0,0,0.0256139,0,0.0137577,0.0179723,0.0557023,0.0214703,0.0201577,0.0138453,0.0236722,0.0295023,0.0121437,0.0553365,0.0131107,0.0131354,0.00637243,0.0132484,0.00648897,0.0138674,0.0332365,0.0054602,0.00568892,0.00790218,0.0325115,0.0104692,0,0,0,0,0.150894
138,0,0.023291,0.0335541,0,0,0,0.0210466,0.00996153,0,0.00782498,0,0,0,0,0.0118862,0,0.0111945,0.0329015,0.03214,0.0235573,0.0262976,0,0,0.0289387,0.0120595,0.0131902,0.0222135,0.0233846,0.0523729,0.0291995,0.0301981,0.0695051,0,0.0191903,0,0.013041,0.00905675,0.0074875,0.0214733,0.00863555,0.0114936,0.0193432,0.0191955,0,0,0.02543,0,0.0137725,0.0177622,0.0556012,0.0228334,0.0204206,0.0140319,0.0232047,0.0296118,0.0122494,0.0551765,0.0122046,0.0124338,0.00499927,0.0125093,0.00645282,0.0119246,0.0273188,0.00587805,0.00594811,0.00778053,0.0328056,0.0103176,0,0,0,0,0.153128
139,0,0.0236439,0.034027,0,0,0,0.0172532,0.00999062,0,0.00898434,0,0,0,0,0.0121195,0,0.0114518,0.0323883,0.0306067,0.0240181,0.0241546,0,0,0.0292879,0.0124914,0.011768,0.020005,0.0214397,0.0524635,0.0271368,0.0283305,0.0654458,0,0.0162158,0,0.0133496,0.00906513,0.00757982,0.0164007,0.00859367,0.013364,0.0191814,0.0191608,0,0,0.0256886,0,0.0139441,0.0179683,0.0555911,0.0235886,0.020835,0.0142166,0.0225574,0.0299906,0.0131676,0.0550532,0.0116885,0.0127673,0.00370323,0.0119963,0.0065268,0.00942694,0.0204386,0.00665627,0.00629237,0.0077639,0.0336145,0.00978034,0,0,0,0,0.137794
140,0,0.0263197,0.0392361,0,0,0,0.0314672,0.00999453,0,0.0153941,0,0,0,0,0.0146716,0,0.0133468,0.0328667,0.0682325,0.0266621,0.0573979,0,0,0.0322917,0.0175442,0.0303006,0.0501081,0.046846,0.0612147,0.0409396,0.0364014,0,0,0.0399729,0,0.0154992,0.00941915,0.00887821,0.0119252,0.00766528,0.0147308,0.0162757,0.0205426,0,0,0.0288383,0,0.0153723,0.0204143,0.0545637,0.0223107,0.0240416,0.0148446,0.0228735,0.0336423,0.0148371,0.0554881,0.0123573,0.0150395,0.00377417,0.0110061,0.0065083,0.00532828,0.0126556,0.00920072,0.0067788,0.00937438,0.0391706,0.00803427,0,0,0,0,0
