Timestep,,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LTIBI
29,0,0.021683,0.0342763,0,0,0,0.0308936,0.00974065,0.027979,0.0142915,0,0,0,0,0.0129092,0,0.0127563,0.027922,0.0423118,0.0260111,0.0218992,0,0,0.031262,0.0132065,0.0139681,0.0215399,0.0183606,0.0558365,0.0257284,0.0280621,0.0319917,0,0.0440704,0,0.0127638,0.0089955,0.00899511,0.019078,0.00803148,0.0146437,0.013431,0.0190501,0,0,0.0295524,0,0.0137185,0.0209798,0.0551586,0.0175878,0.0238647,0.013319,0.0223326,0.0331752,0.0194306,0.0561644,0.0170407,0.0192439,0.0111171,0.0183784,0.00729392,0.00893201,0.0224457,0.00827583,0.00686253,0.00984096,0.0360419,0.00519657,0,0,0,0,0.0274359
30,0,0.0217481,0.0343301,0,0,0,0.0301449,0.00973104,0.0274114,0.0142881,0,0,0,0,0.0134228,0,0.0130125,0.0276378,0.0419256,0.0257357,0.0220627,0,0,0.0306664,0.0137331,0.0140737,0.0215569,0.0180897,0.0558498,0.0249216,0.0276891,0.0323503,0,0.044129,0,0.0128622,0.00901538,0.00922196,0.0130737,0.00798027,0.0118422,0.0129013,0.0190255,0,0,0.0294563,0,0.0137286,0.0209125,0.0555382,0.015054,0.0239705,0.0129896,0.0220911,0.0329282,0.01799,0.0553429,0.0150643,0.0171503,0.00939005,0.0167932,0.00462187,0.00656039,0.0161729,0.00811311,0.0067964,0.00991837,0.035989,0.00587211,0,0,0,0,0.0267276
31,0,0.0219315,0.0343537,0,0,0,0.0301916,0.00971775,0.0274834,0.0142738,0,0,0,0,0.0137383,0,0.0133704,0.0274751,0.0424822,0.0254199,0.0230222,0,0,0.02987,0.0143511,0.0148148,0.0225304,0.0184377,0.0560289,0.0244131,0.0280337,0.0325364,0,0.0448518,0,0.0129515,0.00901479,0.00947921,0.0084025,0.00790878,0.0117979,0.0122731,0.0190168,0,0,0.0292707,0,0.0136955,0.0207548,0.0559781,0.0150573,0.0240658,0.0129637,0.0218354,0.0325858,0.0161881,0.054383,0.0130513,0.0147764,0.00733238,0.0151293,0.00271892,0.00417017,0.00920601,0.00781194,0.00688454,0.00991826,0.0357437,0.00646333,0,0,0,0,0.0268718
32,0,0.0221771,0.0344129,0,0,0,0.0302285,0.00971232,0.0277159,0.0148244,0,0,0,0,0.0139351,0,0.013705,0.0272281,0.0425338,0.0250857,0.0236851,0,0,0.0293843,0.0148655,0.0157928,0.0234063,0.0185405,0.0563828,0.024308,0.0285432,0.0323667,0,0.0454428,0,0.0130601,0.00906364,0.00972637,0.00956204,0.00793399,0.0140708,0.0118341,0.0190818,0,0,0.0288995,0,0.0137303,0.0205082,0.0563532,0.0165577,0.0241258,0.0131537,0.021842,0.0323619,0.014515,0.053567,0.0115017,0.0127279,0.00589209,0.0140625,0.00397561,0.003181,0.00691886,0.00738115,0.00676068,0.00988616,0.0355583,0.00682599,0,0,0,0,0.0269306
33,0,0.0224062,0.0343248,0,0,0,0,0.00973569,0.0284867,0.0158542,0,0,0,0,0.0137121,0,0.0138034,0.0272068,0.042017,0.0245543,0.0254883,0,0,0.0286087,0.0151856,0.0176304,0.0259339,0.0191999,0.0568632,0.0248975,0.0297933,0.0322715,0,0.0495976,0,0.0129766,0.00909858,0.00985825,0.00782459,0.0080098,0.0129611,0.0112954,0.0192129,0,0,0.0283416,0,0.0136905,0.0201009,0.0565837,0.0135638,0.0243009,0.012918,0.0217207,0.0320634,0.0130672,0.0529258,0.0103025,0.0111466,0.00565728,0.0136754,0.00423818,0.00293142,0.00498698,0.00678826,0.00643078,0.00970131,0.0351368,0.00709639,0,0,0,0,0.0272665
34,0,0.0227904,0.0345959,0,0,0,0.0321663,0.009716,0.0279835,0.0148515,0,0,0,0,0.0136562,0,0.013868,0.0264682,0.0419071,0.0240922,0.025203,0,0,0.0286307,0.0156578,0.0178044,0.0254308,0.0190904,0.0575271,0.0250665,0.0301168,0.0319808,0,0.046035,0,0.0130188,0.00913976,0.0101107,0.00742604,0.00801073,0.0111267,0.0110812,0.0193303,0,0,0.0279544,0,0.0136766,0.0198326,0.0565204,0.00994968,0.0244769,0.0128451,0.0221325,0.0319045,0.012216,0.0527533,0.00982203,0.0101935,0.00507263,0.0134364,0.00473432,0.00260747,0.00573469,0.00634741,0.00630346,0.00960048,0.0350532,0.00710182,0,0,0,0,0.0270555
35,0,0.0231749,0.034815,0,0,0,0.0331359,0.0096869,0.0277853,0.0141661,0,0,0,0,0.0137253,0,0.0137435,0.0259081,0.0408551,0.0232226,0.0259319,0,0,0.0286538,0.0160091,0.018759,0.0260001,0.0196281,0.0584074,0.0256433,0.0312794,0.0319296,0,0.0453381,0,0.0131025,0.00913465,0.0102986,0.00945052,0.00802811,0.0086065,0.0108507,0.0194057,0,0,0.0275329,0,0.0136147,0.0195778,0.0562273,0.00928058,0.02472,0.0125575,0.0226114,0.0317388,0.011681,0.0529341,0.00956586,0.00959156,0.00395985,0.0139478,0.00456982,0.00248851,0.00902294,0.00589831,0.00620148,0.00945445,0.0349439,0.00721075,0,0,0,0,0.0271897
36,0,0.0235703,0.0349112,0,0,0,0.0295356,0.00967432,0.0276327,0.011746,0,0,0,0,0.0140444,0,0.0137657,0.0256607,0.0391478,0.0221677,0.0268773,0,0,0.0287135,0.0163472,0.0197552,0.0264712,0.0205502,0.0596173,0.0265683,0.0316884,0.0322942,0,0.0445332,0,0.0132654,0.00916903,0.0104336,0.012933,0.00811562,0.00778209,0.0105229,0.0193543,0,0,0.0271914,0,0.0135962,0.0194019,0.0558182,0.0131342,0.0249566,0.0120642,0.0229662,0.0315347,0.0109075,0.0533405,0.00920616,0.00879858,0.00331968,0.0150623,0.00337979,0.00292088,0.011944,0.00559007,0.00597787,0.00932573,0.0348004,0.00758443,0,0,0,0,0.0273589
37,0,0.0240655,0.0349116,0,0,0,0.0261304,0.00968501,0.0275921,0.0098327,0,0,0,0,0.0144212,0,0.0137641,0.0258167,0.037374,0.0210183,0.0275176,0,0,0.0290361,0.0167184,0.0204561,0.0264066,0.0216522,0.0610492,0.0280548,0.0319487,0.0333047,0,0.0426575,0,0.013325,0.00923088,0.0105158,0.0175018,0.00818271,0.0108503,0.0101636,0.0192483,0,0,0.0268108,0,0.0135706,0.0192279,0.0554537,0.0186602,0.0254101,0.0121446,0.0233123,0.0313466,0.00938065,0.0535283,0.00909177,0.00776563,0.00491759,0.015972,0.00196686,0.00448163,0.0146362,0.00531377,0.00579251,0.00920972,0.0346796,0.00824192,0,0,0,0,0.0276676
38,0,0.0245355,0.0347163,0,0,0,0.0239851,0.0096738,0.0279153,0.00843654,0,0,0,0,0.014536,0,0.0136702,0.0262304,0.0361601,0.0197332,0.0275232,0,0,0.0293092,0.0169599,0.0209404,0.0258318,0.022892,0.0626541,0.0299734,0.0323935,0.0351449,0,0.0397431,0,0.0132769,0.00929249,0.0105558,0.0217614,0.00822862,0.0150382,0.00977976,0.0192691,0,0,0.0263154,0,0.0135375,0.0190057,0.0553324,0.0234004,0.0260115,0.0133609,0.0235308,0.0310659,0.00849628,0.0534333,0.00995103,0.00741383,0.00755521,0.016555,0.00117135,0.00651037,0.0174627,0.0049434,0.00564631,0.00908182,0.0344567,0.00924527,0,0,0,0,0.028368
39,0,0.0248152,0.0343579,0,0,0,0.022441,0.00966349,0.0286986,0.00692718,0,0,0,0,0.0144441,0,0.0134657,0.0265451,0.0361125,0.0183919,0.0281722,0,0,0.0293988,0.017032,0.0217605,0.0257116,0.0246071,0.0643723,0.030137,0.0333063,0.0379287,0,0.037299,0,0.0130856,0.00935412,0.0105901,0.0246785,0.00827531,0.017837,0.00954145,0.0193207,0,0,0.025554,0,0.013464,0.0186561,0.0554073,0.0261508,0.0267244,0.0150122,0.0236237,0.0305875,0.0085561,0.0532927,0.0112109,0.00809434,0.00974718,0.0168607,0.00132315,0.00825714,0.0197624,0.00445205,0.00552295,0.00889913,0.034032,0.0106205,0,0,0,0,0.0296303
40,0,0.0248577,0.0337699,0,0,0,0.0214077,0.0096245,0.0298049,0.00526665,0,0,0,0,0.0141052,0,0.0131518,0.0266558,0.036838,0.0172217,0.0298016,0,0,0.0289766,0.0169383,0.0230933,0.0265336,0.0268454,0.0662038,0.0302999,0.0345628,0.0415132,0,0.0359795,0,0.0128224,0.00937409,0.0105451,0.0261067,0.00835739,0.0192403,0.00929097,0.0193887,0,0,0.0244494,0,0.0133155,0.0180535,0.0556751,0.0269968,0.027453,0.0163102,0.0234106,0.0298615,0.00837342,0.0530669,0.0115442,0.00847705,0.0105583,0.0168736,0.00156739,0.00903756,0.0211524,0.00385155,0.0053656,0.00856427,0.0331239,0.0122913,0,0,0,0,0.0313184
41,0,0.0247659,0.0328258,0,0,0,0.0207464,0.00956823,0.0307839,0.00386457,0,0,0,0,0.0135211,0,0.0128052,0.0269118,0.0384127,0.0163858,0.0332933,0,0,0.028308,0.016464,0.0255203,0.0292078,0.0300424,0.0681944,0.0311977,0.0361064,0.0455529,0,0.0361471,0,0.0124001,0.00933585,0.0103086,0.0261022,0.00853669,0.0193814,0.00934428,0.0195174,0,0,0.0230532,0,0.0130914,0.0171401,0.0561575,0.0264499,0.0275275,0.0165056,0.0233263,0.0288942,0.00716574,0.0524124,0.0105802,0.00759418,0.00963615,0.0165934,0.00163037,0.00833884,0.021785,0.00325877,0.00515179,0.00805851,0.0317845,0.0139436,0,0,0,0,0.033308
42,0,0.0241901,0.0305355,0,0,0,0.0212914,0.00951082,0,0.00449555,0,0,0,0,0.0118461,0,0.0119482,0.0278458,0.043353,0.0159111,0.0440952,0,0,0.0258786,0.0146348,0.0321258,0.0387129,0.0382342,0.0708103,0.0384651,0.0408768,0.0512004,0,0.0398881,0,0.0114481,0.00916335,0.00967453,0.0253097,0.00893278,0.0188435,0.00889966,0.0200537,0,0,0.020976,0,0.0125897,0.0156864,0.0570177,0.0252701,0.0272399,0.0155181,0.0225104,0.027499,0.00583704,0.0509603,0.00935242,0.00661597,0.00783682,0.0163196,0.00172202,0.00683133,0.022062,0.00258412,0.00473685,0.00717961,0.0291381,0.0156874,0,0,0,0,0.0375367
43,0,0.0240461,0.0294782,0,0,0,0,0.0095136,0,0.00529491,0,0,0,0,0.0110726,0,0.0114851,0.0278478,0.0407371,0.0157411,0.045355,0,0,0.0251854,0.0139575,0.0331872,0.039194,0.0395019,0.0728039,0.0450031,0.0399192,0.0527118,0,0.0383901,0,0.0110437,0.00912671,0.00940795,0.0244218,0.00909246,0.0183348,0.00890849,0.0205928,0,0,0.0201129,0,0.0123837,0.0149871,0.0575576,0.0242434,0.0271532,0.014351,0.0228562,0.0269155,0.00612446,0.0499989,0.00978382,0.00732205,0.00606569,0.0157242,0.00225045,0.00496632,0.0222213,0.00239645,0.00459146,0.00670391,0.0277552,0.0160155,0,0,0,0,0.0381528
44,0,0.0238471,0.0283261,0,0,0,0.0208018,0.00950461,0,0.00665833,0,0,0,0,0.00999745,0,0.0109061,0.0278153,0.0451319,0.0158366,0.0473828,0,0,0.0245062,0.0130319,0.0349853,0.0409837,0.0414154,0.0748207,0.0483035,0.0387422,0.0535954,0,0.0336672,0,0.0105754,0.00905442,0.00899797,0.0230672,0.0094422,0.0180375,0.00910357,0.0215365,0,0,0.0191633,0,0.0122232,0.0143135,0.0581114,0.0235249,0.0272257,0.0136348,0.0233229,0.026529,0.00668043,0.0493563,0.0104865,0.00797414,0.00521105,0.0153665,0.00279634,0.00402663,0.0219986,0.00266331,0.004359,0.00617382,0.0263917,0.0160438,0,0,0,0,0.038585
45,0,0.0234913,0.0271597,0,0,0,0.0250173,0.00951032,0,0.00785092,0,0,0,0,0.00902189,0,0.010287,0.0275389,0.047796,0.0159709,0.0506148,0,0,0.0234181,0.0121468,0.0375662,0.0438777,0.0442834,0.0769934,0.0475495,0.0414775,0.0540225,0,0.0317143,0,0.0103045,0.00894339,0.00862996,0.0221025,0.00982348,0.0182906,0.00891428,0.0225234,0,0,0.018429,0,0.0120716,0.0137233,0.058579,0.0231194,0.0274517,0.013695,0.0233475,0.0263241,0.00694731,0.049069,0.0107935,0.00809948,0.00518187,0.0153707,0.00299832,0.00412106,0.0211036,0.00302875,0.00419883,0.00570213,0.0250718,0.0158066,0,0,0,0,0.0394743
46,0,0.023062,0.0259264,0,0,0,0.0314465,0.00951583,0,0.00904445,0,0,0,0,0.00828587,0,0.00964592,0.0270596,0.0525125,0.0161485,0.0547727,0,0,0.0221718,0.0111613,0.0405059,0.0472833,0.0478306,0.0792259,0.0446242,0.044256,0.0538622,0,0.0316644,0,0.0102498,0.0088249,0.00828709,0.0213687,0.0102159,0.0187921,0.00863936,0.0235865,0,0,0.0178385,0,0.0119156,0.0133054,0.0588665,0.0228218,0.0276681,0.0141157,0.0229065,0.0262544,0.00684723,0.049118,0.0106526,0.00783863,0.00545242,0.0156865,0.00296406,0.00480657,0.0201668,0.00354032,0.00419569,0.00529676,0.0238486,0.0157485,0,0,0,0,0.0403798
47,0,0.0226632,0.0247536,0,0,0,0.042034,0.00961029,0,0.010324,0,0,0,0,0.00768222,0,0.00914999,0.0264342,0.0530138,0.0163463,0.0576462,0,0,0.0210683,0.0103781,0.0425243,0.0492905,0.0504923,0.0810809,0.0446398,0.0449891,0.0532394,0,0.0381673,0,0.0102347,0.00868033,0.00792289,0.0212031,0.0105383,0.019528,0.00854905,0.0243148,0,0,0.0173286,0,0.0116183,0.012812,0.058897,0.0228461,0.0277534,0.0146721,0.0221966,0.0261667,0.00671353,0.0494469,0.0104416,0.00775317,0.00575106,0.0161111,0.00304775,0.00589353,0.019585,0.00401763,0.00435155,0.00482794,0.0228046,0.0158678,0,0,0,0,0.0404587
48,0,0.0222,0.0235677,0,0,0,0.0499848,0.00968767,0,0.0113695,0,0,0,0,0.00733018,0,0.00888396,0.0257346,0.0526598,0.0163548,0.058368,0,0,0.0202653,0.0093049,0.0432349,0.0492673,0.0519043,0.0825445,0.0476878,0.0447841,0.0524763,0,0.0446652,0,0.010241,0.00857638,0.0076387,0.0211285,0.0107865,0.020207,0.00863101,0.0249673,0,0,0.0169145,0,0.0112855,0.0124752,0.0587064,0.0230207,0.0276847,0.0152186,0.0215499,0.0260705,0.00675687,0.0500139,0.0102589,0.00804756,0.00593387,0.0165074,0.00338804,0.00704659,0.0194712,0.00440571,0.00458366,0.00443248,0.0219151,0.0164348,0,0,0,0,0.0402385
49,0,0.0217479,0.022662,0,0,0,0.0543438,0.00980295,0,0.011949,0,0,0,0,0.00716892,0,0.00867867,0.0251112,0.0524398,0.0161688,0.0579223,0,0,0.0200166,0.0082609,0.043318,0.0483533,0.0527683,0.0837109,0.0486462,0.0446202,0.0520009,0,0.0478001,0,0.0101989,0.00848091,0.00738971,0.0211352,0.0110351,0.0207879,0.00889366,0.0253679,0,0,0.0166859,0,0.0110471,0.0123079,0.0583409,0.023266,0.0276307,0.015563,0.0214395,0.0259228,0.00691657,0.0506271,0.010238,0.00866438,0.00590744,0.0167671,0.00389312,0.00799982,0.0197853,0.00456928,0.00431605,0.00415025,0.0214034,0.0170957,0,0,0,0,0.0401678
50,0,0.0213694,0.0220064,0,0,0,0.056112,0.00991816,0,0.0126583,0,0,0,0,0.00711475,0,0.0086047,0.0245712,0.0529491,0.0159998,0.0571879,0,0,0.0201526,0.00751006,0.0433666,0.0471627,0.05352,0.0847585,0.0461878,0.0444221,0.0520173,0,0.0485144,0,0.0101481,0.00840795,0.00721971,0.0211007,0.011224,0.0210821,0.00912017,0.0254948,0,0,0.0166497,0,0.0108831,0.0123327,0.0580464,0.0232311,0.0276762,0.0158427,0.0217771,0.0256496,0.00708111,0.050994,0.0104021,0.00935862,0.00585618,0.0168686,0.00418263,0.00853576,0.0201539,0.00463414,0.00375838,0.00403813,0.0212542,0.017718,0,0,0,0,0.041191
51,0,0.0211154,0.0216362,0,0,0,0.0563478,0.0100598,0,0.0134832,0,0,0,0,0.00724148,0,0.00858823,0.0245033,0.0540331,0.0160127,0.0564793,0,0,0.0203564,0.00687912,0.0436057,0.0461561,0.0542651,0.0859699,0.0417286,0.0445046,0.0525326,0,0.0490592,0,0.0100953,0.00837108,0.00713673,0.0211248,0.0113909,0.0213979,0.00911027,0.0253988,0,0,0.0167049,0,0.0108072,0.0124617,0.0578841,0.0231955,0.0277665,0.0159766,0.0221631,0.0252751,0.00709057,0.0509259,0.010526,0.00976336,0.00582072,0.0169173,0.00433159,0.00860431,0.0201474,0.00454835,0.00327262,0.00406578,0.0212257,0.0182798,0,0,0,0,0.0400122
52,0,0.0208939,0.021449,0,0,0,0.0566193,0.010168,0,0.0142781,0,0,0,0,0.00729246,0,0.00858073,0.0247197,0.0526135,0.0161228,0.0549323,0,0,0.0206214,0.00634954,0.0435796,0.0450041,0.0541661,0.0869646,0.0406218,0.0441474,0.0528549,0,0.0504225,0,0.00996552,0.00836401,0.00713008,0.0209902,0.0114216,0.02173,0.00908315,0.0252615,0,0,0.0166475,0,0.0107068,0.0126107,0.057886,0.0231695,0.0277827,0.0159268,0.0224282,0.0250072,0.00697387,0.0507514,0.0104769,0.00973917,0.00582533,0.0169297,0.00437075,0.00828326,0.0199135,0.00463262,0.0029024,0.00416471,0.0212927,0.0188435,0,0,0,0,0.039222
53,0,0.0206959,0.0214586,0,0,0,0.0570515,0.0102263,0,0.0147104,0,0,0,0,0.00722214,0,0.00850792,0.0248537,0.0507642,0.0161293,0.0533008,0,0,0.0209441,0.00604658,0.0433352,0.0442243,0.053521,0.0877596,0.041559,0.042818,0.0534362,0,0.0519841,0,0.00974277,0.00834634,0.00715943,0.0208073,0.0114356,0.0217576,0.00910272,0.025017,0,0,0.0166975,0,0.0106672,0.0127818,0.057932,0.0227763,0.0277995,0.0158401,0.0224708,0.0248422,0.00694271,0.0506179,0.0104077,0.00949653,0.00587782,0.0167523,0.0041499,0.00773335,0.0196864,0.00475745,0.0027144,0.00433681,0.0214217,0.019226,0,0,0,0,0
54,0,0.0206032,0.021349,0,0,0,0.0574742,0.0102877,0,0.0149845,0,0,0,0,0.0070426,0,0.00835684,0.0250181,0.0479112,0.0163825,0.0528508,0,0,0.020885,0.00594743,0.0431458,0.0442425,0.0535863,0.0882347,0.0421944,0.0416776,0.0537362,0,0.0540507,0,0.00953466,0.00833872,0.00717352,0.0202534,0.0114957,0.0216348,0.00909191,0.0248804,0,0,0.0164411,0,0.0106381,0.0127769,0.0580283,0.0222414,0.0277713,0.0156619,0.022066,0.0248261,0.00698779,0.0504929,0.0103578,0.00928918,0.00583323,0.0165799,0.00392606,0.00732711,0.0190303,0.00487011,0.00288967,0.00450731,0.0212319,0.0195585,0,0,0,0,0.0388654
55,0,0.0206651,0.0215269,0,0,0,0,0.0102525,0,0.0149453,0,0,0,0,0.00690095,0,0.00837317,0.0249956,0.0452704,0.0165216,0.052837,0,0,0.0210696,0.00618332,0.043299,0.0444828,0.0537905,0.088292,0.0425829,0.0414644,0.0541077,0,0.0581783,0,0.00942815,0.00833335,0.00726075,0.0192385,0.0114661,0.0213213,0.00923329,0.0247185,0,0,0.0162296,0,0.0106725,0.0128101,0.058014,0.0216212,0.0275875,0.0154223,0.021682,0.0250309,0.00723816,0.050571,0.0104714,0.00921248,0.00555089,0.016414,0.00384353,0.0068517,0.0178408,0.00478217,0.0034039,0.00478664,0.0211128,0.0194504,0,0,0,0,0.0387896
56,0,0.0209678,0.0215014,0,0,0,0.0596117,0.0101938,0,0.0152902,0,0,0,0,0.00680601,0,0.00825224,0.0252525,0.0454717,0.0167561,0.0531116,0,0,0.0208745,0.00609536,0.043336,0.0444272,0.0540303,0.0883302,0.0425039,0.0409869,0.0545579,0,0.0573851,0,0.00931539,0.00826687,0.00726856,0.0182155,0.0113384,0.0207187,0.00925928,0.0249233,0,0,0.0162195,0,0.0105768,0.0130409,0.0579712,0.0205837,0.0275592,0.0151641,0.0212533,0.0253245,0.00760124,0.0506643,0.0106746,0.009335,0.00524493,0.016231,0.00377256,0.00640085,0.0167935,0.00475597,0.00402766,0.00512276,0.0209826,0.0193578,0,0,0,0,0.0394001
57,0,0.0212429,0.0220565,0,0,0,0.0597516,0.0100242,0.0392698,0.0146983,0,0,0,0,0.00673481,0,0.0084317,0.0253368,0.0427818,0.0165894,0.0514247,0,0,0.0212564,0.00646659,0.0423558,0.0428302,0.0524974,0.0879403,0.040253,0.0384509,0.0527786,0,0.0577784,0,0.00927392,0.00830054,0.00744956,0.016994,0.0110419,0.0198509,0.00933825,0.0247602,0,0,0.016377,0,0.010588,0.0134638,0.0578587,0.019358,0.0275651,0.0147171,0.0211054,0.0257575,0.00787141,0.0508745,0.0107177,0.00929947,0.00486793,0.015919,0.00366285,0.00587048,0.0157469,0.00483493,0.00461078,0.00556518,0.0214285,0.0184941,0,0,0,0,0.0373183
58,0,0.0216086,0.022184,0,0,0,0.0604667,0.00997897,0.0342553,0.0143558,0,0,0,0,0.006519,0,0.00837898,0.0256996,0.0435181,0.0167725,0.0523861,0,0,0.0210355,0.00657564,0.0423229,0.0431308,0.0525363,0.0875408,0.0405766,0.038494,0.0531203,0,0.0590461,0,0.00909206,0.00828719,0.00744484,0.0158634,0.0111472,0.0191509,0.00926693,0.0248553,0,0,0.0161166,0,0.0106848,0.0135682,0.057925,0.0184561,0.0275043,0.0142581,0.0206049,0.0261779,0.00795824,0.0509358,0.0105853,0.00920726,0.00462638,0.0157166,0.00367297,0.00541134,0.0144529,0.00501173,0.00507187,0.00587772,0.0213284,0.0179897,0,0,0,0,0.0408124
59,0,0.0219938,0.0219236,0,0,0,0.0608261,0.00996175,0,0.0143355,0,0,0,0,0.00642878,0,0.0081656,0.0262166,0.0469628,0.0171941,0.054902,0,0,0.0205544,0.00638657,0.0428449,0.0447148,0.0535343,0.0869739,0.0427074,0.0405132,0.055068,0,0.0603239,0,0.0089158,0.00824727,0.0073002,0.0148149,0.0113709,0.0186897,0.00917954,0.0250567,0,0,0.0154682,0,0.0107374,0.0133612,0.0580659,0.0178703,0.0273007,0.0138209,0.0198734,0.0264311,0.00780789,0.0508945,0.0103198,0.00899604,0.00458923,0.0155997,0.00372135,0.00501949,0.0128934,0.00536784,0.00587227,0.00595012,0.0208209,0.0179017,0,0,0,0,0
60,0,0.0222201,0.0219062,0,0,0,0.0594373,0.00990086,0,0.0140889,0,0,0,0,0.00648723,0,0.00812607,0.0265235,0.0478803,0.0175151,0.0562602,0,0,0.0203966,0.00643369,0.0426279,0.0451292,0.0536691,0.0861702,0.0427695,0.0405874,0.0545797,0,0.0602871,0,0.00880329,0.00825825,0.00722333,0.0137495,0.0112963,0.0183689,0.00900427,0.02498,0,0,0.0148821,0,0.0106245,0.0131537,0.0581186,0.0174229,0.0271205,0.0133584,0.0192287,0.0265766,0.00737511,0.0508143,0.00990616,0.00863296,0.00460006,0.0154389,0.00369506,0.00455124,0.0110312,0.00578503,0.00645205,0.00599726,0.0205648,0.0177572,0,0,0,0,0
61,0,0.0224497,0.0217558,0,0,0,0.0598178,0.00988375,0.0923963,0.014054,0,0,0,0,0.0064996,0,0.00805861,0.0267985,0.0511663,0.0178199,0.0587577,0,0,0.0201332,0.00645686,0.0430412,0.0465057,0.0546004,0.0855944,0.0445137,0.0426816,0.0557607,0,0.0598074,0,0.00866179,0.00825762,0.00712578,0.0127847,0.0112641,0.0178411,0.00879947,0.0250105,0,0,0.0143431,0,0.01043,0.0129808,0.058073,0.0167078,0.0269534,0.0129739,0.0186341,0.0266542,0.00695693,0.0506439,0.00951088,0.00817343,0.00468972,0.0154448,0.00346067,0.00408028,0.0094666,0.00608204,0.00654591,0.00603116,0.020227,0.0181093,0,0,0,0,0
62,0,0.0225191,0.0217205,0,0,0,0.059608,0.00983699,0.100426,0.0137281,0,0,0,0,0.00659469,0,0.00807581,0.0272313,0.0529768,0.0181374,0.0602974,0,0,0.0200312,0.00671723,0.0429133,0.0471786,0.0548017,0.0848189,0.0450431,0.0432155,0.0561711,0,0.0585894,0,0.00867228,0.00828748,0.00708646,0.0118466,0.0113424,0.0172192,0.00844944,0.0247721,0,0,0.0136932,0,0.0103298,0.0126851,0.0579844,0.0158751,0.0268506,0.0125694,0.0181166,0.0266901,0.00661363,0.0504491,0.00916129,0.00765147,0.00486368,0.0154883,0.00324296,0.00358547,0.00799248,0.00640324,0.00634224,0.00600051,0.0201196,0.0184113,0,0,0,0,0
63,0,0.0225096,0.0221083,0,0,0,0.057314,0.00973693,0.102108,0.0128224,0,0,0,0,0.00676708,0,0.00823046,0.0276049,0.050294,0.0185269,0.0610525,0,0,0.0202567,0.00728863,0.0421166,0.0473108,0.0542003,0.0840404,0.0419699,0.0392586,0.0528364,0,0.0555534,0,0.00877128,0.00830389,0.00711861,0.0112353,0.0113196,0.0165936,0.00781589,0.0242269,0,0,0.0134835,0,0.0103176,0.0125099,0.0579572,0.0151019,0.0269412,0.0120019,0.0176769,0.0268236,0.00634801,0.0503741,0.00872941,0.00721514,0.00506281,0.0153127,0.00316652,0.00308231,0.00724152,0.0066599,0.00661947,0.00604696,0.0204413,0.018284,0,0,0,0,0.161478
64,0,0.0226024,0.0221808,0,0,0,0.0554303,0.0096893,0.100395,0.0124414,0,0,0,0,0.00691626,0,0.00829546,0.0281492,0.0516347,0.0189931,0.0627515,0,0,0.0203227,0.00754126,0.0421335,0.0485586,0.0543765,0.0832764,0.042173,0.0389926,0.0524714,0,0.053365,0,0.00872725,0.00831839,0.00710422,0.0110053,0.0113035,0.0159269,0.00748042,0.0240076,0,0,0.0131047,0,0.0102497,0.0122518,0.0579625,0.0144924,0.0269493,0.011455,0.0173714,0.0270511,0.00613162,0.0502502,0.00844455,0.0069271,0.00511438,0.0151795,0.00312677,0.00280179,0.00750759,0.00702764,0.00700523,0.00600474,0.0204748,0.0184577,0,0,0,0,0.167203
65,0,0.0226924,0.022299,0,0,0,0.0533972,0.00967312,0.0998804,0.0121468,0,0,0,0,0.00709832,0,0.0083483,0.0286024,0.05324,0.0191743,0.0643373,0,0,0.020477,0.00788664,0.0422199,0.0498907,0.0544909,0.0825264,0.0425478,0.0394094,0.0522137,0,0.0510652,0,0.00871633,0.00834952,0.00711496,0.011007,0.0113381,0.0151807,0.00722221,0.0238566,0,0,0.0126411,0,0.0102039,0.0119375,0.0578936,0.0139333,0.0268898,0.0110963,0.0170738,0.0273657,0.00603446,0.0501319,0.00828511,0.00673361,0.00521359,0.015099,0.00307404,0.00258212,0.00840516,0.00747504,0.00711847,0.00591348,0.0205897,0.0184488,0,0,0,0,0.16759
