Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,
93,0.012475,0.00633947,0,0,0,0.00896771,0.0172665,0.00932848,0.00320794,0,0,0,0,0.0116808,0,0.0201723,0.00589709,0.0468263,0.0148107,0.0189358,0.00374757,0,0,0.0022019,0.0177158,0.0020959,0.00633565,0.000926457,0.0483821,0.00503885,0.0113519,0.00525736,0.0108741,0,0.00964442,0,0.0125685,0.00984676,0.00215859,0.0375522,0.0130428,0.0100666,0.00677922,0.0173023,0,0,0.0051951,0,0.011616,0.0061554,0.0605823,0.0161903,0.0235299,0.00697396,0.000682787,0.012592,0.0133801,0.0518755,0.0075132,0.0203987,0.0169132,0.0222499,0.00476,0.0180962,0.0478597,0.0034748,0.00776162,0.00421224,0.00900969,0.0125627,0,0,0,0
94,0.0128153,0.00600109,0,0,0,0.00864248,0.0172498,0.00904639,0.00317845,0,0,0,0,0.0113784,0,0.0201428,0.0057884,0.0465231,0.0149145,0.0192003,0.00405531,0,0,0.00203588,0.0179302,0.00231687,0.00658647,0.000937087,0.0485069,0.00531058,0.0120707,0.00557363,0.0111425,0,0.00958309,0,0.0124416,0.0098206,0.00214825,0.0403036,0.0129029,0.00951206,0.00662966,0.0176034,0,0,0.00509636,0,0.0116772,0.00610299,0.0605471,0.0197168,0.0233476,0.00705576,0.000443406,0.0123126,0.0120701,0.0515154,0.00708093,0.0188919,0.0185444,0.022195,0.00532702,0.0207073,0.0520155,0.00331922,0.00730677,0.00415962,0.00854766,0.0131307,0,0,0,0
95,0.0127517,0.00600997,0,0,0,0.00814506,0.0171822,0.00852957,0.00347441,0,0,0,0,0.0112608,0,0.0201942,0.00574129,0.046259,0.0149386,0.0194892,0.00388828,0,0,0.00195384,0.0176847,0.00272544,0.00669326,0.00117566,0.0485733,0.00521644,0.0122522,0.00599693,0.0117089,0,0.00926614,0,0.0124334,0.00984559,0.00211331,0.0427742,0.0128927,0.00964405,0.00632177,0.016411,0,0,0.00613684,0,0.011637,0.00455546,0.0605627,0.0231539,0.0231482,0.00710776,0.000430718,0.0116994,0.0105386,0.0511811,0.00664641,0.0168628,0.0199802,0.0221432,0.00584497,0.0228769,0.0557819,0.00436521,0.00447957,0.00382654,0.00792239,0.0129927,0,0,0,0
96,0.0140191,0.00589687,0,0,0,0.00761706,0.0171057,0.00789332,0.00348153,0,0,0,0,0.0113887,0,0.0198026,0.00595614,0.0459757,0.0149892,0.0196687,0.00344449,0,0,0.00180315,0.0186494,0.00325952,0.00675678,0.00153254,0.0486184,0.00485353,0.0120253,0.00645463,0.0121807,0,0.00914384,0,0.012538,0.00961458,0.00190992,0.0447059,0.012611,0.0100979,0.00590221,0.0178717,0,0,0.00465575,0,0.0116845,0.00470612,0.0605229,0.026184,0.0229242,0.00712546,0.000577756,0.0119193,0.0088625,0.0508624,0.00618648,0.014563,0.0213409,0.022061,0.00641659,0.0247377,0.0589797,0.00270664,0.00477432,0.00368741,0.00808813,0.0142232,0,0,0,0
97,0.0147387,0.00599075,0,0,0,0.0070623,0.0169585,0.0073808,0.00347643,0,0,0,0,0.0110742,0,0.0197212,0.00582254,0.0457008,0.0152091,0.0197937,0.00296057,0,0,0.00164155,0.0191248,0.00398865,0.00685842,0.00208673,0.0485309,0.00468492,0.0116565,0.00687192,0.0125852,0,0.00899382,0,0.012451,0.00957687,0.00178127,0.0460528,0.0124203,0.010611,0.00558745,0.0182995,0,0,0.00458358,0,0.0116309,0.00439626,0.0604133,0.0289315,0.0226639,0.00714166,0.000964838,0.0116172,0.00712082,0.0505584,0.00567211,0.0123285,0.0226252,0.0218781,0.00709096,0.02642,0.0613472,0.00263526,0.00362701,0.0034661,0.0080455,0.0147282,0,0,0,0
98,0.015381,0.0061903,0,0,0,0.00657494,0.0168497,0.00713406,0.00344622,0,0,0,0,0.0109006,0,0.0196409,0.00568784,0.0454172,0.0155429,0.0199024,0.00254347,0,0,0.00151126,0.0196562,0.00455686,0.00667229,0.00253727,0.0483139,0.00461676,0.0113267,0.00705297,0.0129002,0,0.00910707,0,0.0123706,0.00954935,0.00167696,0.0472352,0.0123703,0.0112115,0.00542557,0.0186681,0,0,0.00445368,0,0.0116167,0.00404791,0.060536,0.0315246,0.0224365,0.00727681,0.00154823,0.011277,0.00561942,0.0503043,0.00522759,0.0102951,0.0236921,0.0216191,0.0076631,0.027837,0.0630328,0.0025099,0.00287241,0.00317858,0.00805292,0.0150943,0,0,0,0
99,0.0159456,0.00672043,0,0,0,0.00653475,0.0167015,0.00725848,0.00349549,0,0,0,0,0.0109198,0,0.0195958,0.00567051,0.045157,0.0162805,0.0199813,0.00260322,0,0,0.00142001,0.0204658,0.00475225,0.00645773,0.00293931,0.0479741,0.00479101,0.0112429,0.00709307,0.0129292,0,0.00968035,0,0.0125888,0.00956448,0.00157266,0.0480482,0.0123789,0.0116571,0.00519531,0.0190097,0,0,0.00417029,0,0.0116377,0.00435104,0.0607171,0.0337364,0.022264,0.00746107,0.00216389,0.0104801,0.0044854,0.0499483,0.00471328,0.00847741,0.0243965,0.0212779,0.00820305,0.0289226,0.0641827,0.00321213,0.00392787,0.00281869,0.00838757,0.0154979,0,0,0,0
100,0.0167973,0.0072049,0,0,0,0.0123196,0.0165516,0.0162906,0.00303225,0,0,0,0,0.0109063,0,0.0194156,0.00558261,0.0445086,0.0270452,0.0194907,0.0142063,0,0,0.00145116,0.0217487,0.00350224,0.0103188,0.00917045,0.047761,0.0112843,0.0141778,0.0145386,0,0,0.0166774,0,0.0125566,0.00949466,0.00138121,0.0484726,0.0123602,0.0120975,0.00498919,0.0198118,0,0,0.00377048,0,0.0117231,0.0038517,0.0606129,0.0354719,0.022345,0.0073946,0.00311139,0.0102143,0.00383084,0.0496871,0.00427451,0.00706743,0.0246841,0.0208012,0.00856436,0.029583,0.0651027,0.00392974,0.00339118,0.0024339,0.00848643,0.0163634,0,0,0,0
101,0.016274,0.00689917,0,0,0,0.011954,0.0164362,0.0162978,0.00283355,0,0,0,0,0.0109658,0,0.0192882,0.00533178,0.0443596,0.0273435,0.0195335,0.0149752,0,0,0.0015619,0.0208467,0.00360181,0.0105618,0.00977327,0.0474856,0.0117121,0.0142379,0.0148599,0,0,0.0173048,0,0.012007,0.00943012,0.00122103,0.0486441,0.0122089,0.0126388,0.00483704,0.0194767,0,0,0.00372245,0,0.0116928,0.00359026,0.060723,0.0369579,0.0222986,0.00735597,0.00351386,0.00996091,0.00317711,0.0491293,0.00368709,0.00584647,0.0246795,0.020317,0.00871643,0.0297462,0.0655494,0.00459568,0.00292605,0.00207467,0.00806732,0.0158717,0,0,0,0
102,0.015934,0.00656325,0,0,0,0.0116858,0.0163526,0.0161339,0.00251468,0,0,0,0,0.0108585,0,0.0191681,0.00515,0.0440739,0.0276983,0.0195209,0.0159152,0,0,0.00170981,0.0199799,0.00384559,0.0111312,0.0107922,0.047088,0.0120958,0.0143817,0.0148055,0,0,0.018629,0,0.0115065,0.00938055,0.00116607,0.0487136,0.012001,0.0128694,0.00468595,0.0190689,0,0,0.00364846,0,0.0116447,0.00334514,0.0608122,0.0379439,0.0222284,0.00707241,0.00397322,0.00955329,0.00270549,0.0485543,0.00319436,0.00489278,0.0242733,0.0197871,0.00874832,0.0293224,0.0654487,0.00512085,0.00239442,0.00183336,0.00756278,0.0154734,0,0,0,0
103,0.0149954,0.00682013,0,0,0,0.0117853,0.0163908,0.0157056,0.00237952,0,0,0,0,0.010774,0,0.0190806,0.00500077,0.0436941,0.0286468,0.0195232,0.0174423,0,0,0.00199073,0.0184878,0.0043974,0.0123726,0.0115321,0.0465356,0.0124134,0.0145705,0.0147213,0,0,0.020874,0,0.0112257,0.00932296,0.00125163,0.0483972,0.0117692,0.0128058,0.00470271,0.0169816,0,0,0.00484635,0,0.0115514,0.0031128,0.0608543,0.0382648,0.0221027,0.00648728,0.00456937,0.00887695,0.00238579,0.0479821,0.0028185,0.00418891,0.0234306,0.0191858,0.00878651,0.0283542,0.0650985,0.00402737,0.00197182,0.00161843,0.00707818,0.0142606,0,0,0,0
104,0.0149699,0.00645095,0,0,0,0.0125737,0.0162329,0.0154596,0.00205718,0,0,0,0,0.00973659,0,0.0188231,0.00437537,0.0436208,0.0297614,0.019464,0.0206423,0,0,0.00218714,0.0182409,0.00551057,0.0145751,0.013301,0.0461685,0.0126688,0.0154651,0,0,0,0.0237114,0,0.0105077,0.0091908,0.00121285,0.0478212,0.0115212,0.0124961,0.00466287,0.0169612,0,0,0.00256375,0,0.0115824,0.00194813,0.0608785,0.0382617,0.0221518,0.00581356,0.00504377,0.00821286,0.00200203,0.0473637,0.00250253,0.00371042,0.0222724,0.018582,0.00875171,0.0269763,0.0644768,0.00355962,0.00162112,0.0014746,0.00674764,0.0142105,0,0,0,0
105,0.0148103,0.00620498,0,0,0,0.0104004,0.0159743,0.00561213,0.00235747,0,0,0,0,0.00890289,0,0.0186556,0.00395223,0.0442861,0.0155682,0.0200831,0.00819501,0,0,0.00200026,0.0180952,0.00389913,0.00449437,0.00659814,0.0452173,0.0076744,0.0120684,0,0.0165207,0,0.0177663,0,0.0100164,0.00910711,0.000901142,0.0469437,0.0115534,0.0120627,0.00478622,0.0169925,0,0,0.00103116,0,0.0116514,0.00139995,0.06108,0.0380098,0.0218362,0.0051612,0.00516545,0.00804391,0.00188704,0.0465946,0.00243435,0.00331744,0.0210044,0.0181395,0.00858905,0.0253587,0.0633576,0.00355525,0.00145328,0.00141426,0.00652547,0.0140639,0,0,0,0
106,0.015329,0.0064084,0,0,0,0.0130689,0.0155833,0.0157394,0.000973521,0,0,0,0,0.00808239,0,0.0185415,0.00362353,0.0437133,0.0290324,0.019218,0.0236261,0,0,0.00301151,0.0182433,0.00521097,0.0142435,0.016035,0.0453239,0.00955145,0.0151354,0,0,0,0.0247222,0,0.00900609,0.0091408,0.000541493,0.0458751,0.0112916,0.0109254,0.00443077,0.0170579,0,0,0.00184519,0,0.0118403,0.00110313,0.0608106,0.0368979,0.0222054,0.00381686,0.00588811,0.00711099,0.00219366,0.0463457,0.00288159,0.00316631,0.0193047,0.0177065,0.00806278,0.0234431,0.0620338,0.00419555,0.00132005,0.000879821,0.00589444,0.0144133,0,0,0,0
107,0.0155446,0.0062552,0,0,0,0.0108363,0.0154705,0.00491841,0.00134815,0,0,0,0,0.00806586,0,0.0185517,0.00363123,0.0442407,0.015907,0.0197602,0.012138,0,0,0.00301306,0.0179762,0.00397962,0.00237142,0.00969543,0.044274,0.00785454,0.0118576,0,0.0163439,0,0.0181817,0,0.00884676,0.00920705,0.000722829,0.0441483,0.0112641,0.00984233,0.0043311,0.0171339,0,0,0.0018999,0,0.0118052,0.00113435,0.0609539,0.0353785,0.0218145,0.00285589,0.00605606,0.00699851,0.0030439,0.0458669,0.00343903,0.00309245,0.0176817,0.0174959,0.007414,0.0216785,0.0602092,0.00413579,0.00123525,0.000979988,0.00563469,0.014355,0,0,0,0
108,0.0150589,0.00547937,0,0,0,0.0116984,0.0154059,0.00532781,0.00128256,0,0,0,0,0.00832927,0,0.0187177,0.00395902,0.044181,0.0157699,0.019641,0.0140465,0,0,0.00346988,0.0165383,0.0044049,0.00226963,0.0108206,0.043651,0.00885723,0.0118559,0,0.0165384,0,0.0190732,0,0.00830376,0.00932571,0.00107996,0.0421629,0.0110788,0.00843412,0.00401881,0.0165334,0,0,0.00277284,0,0.0118834,0.00144605,0.0608559,0.0328316,0.0218072,0.00185713,0.00650943,0.0066391,0.0037674,0.0456495,0.00432201,0.00337667,0.0157219,0.0174344,0.00670291,0.0196945,0.0577782,0.00428546,0.00117206,0.000946212,0.0046077,0.0135484,0,0,0,0
109,0.0146777,0.00490622,0,0,0,0.0127961,0.0153183,0.00524335,0.00121906,0,0,0,0,0.00912364,0,0.0188744,0.00438781,0.044121,0.0153532,0.0195942,0.0157588,0,0,0.00392456,0.0153838,0.00482626,0.00192326,0.0119031,0.0430373,0.00909124,0.0114882,0,0.0170087,0,0.0203093,0,0.00819162,0.00946674,0.00150873,0.0399135,0.0110062,0.00671781,0.00364186,0.0160459,0,0,0.00345764,0,0.0119389,0.00174949,0.0607157,0.029842,0.0218447,0.0021039,0.00698392,0.00649534,0.0044226,0.045589,0.00547817,0.00398806,0.0135331,0.0177019,0.00601877,0.0175999,0.054566,0.00424146,0.00108133,0.0010485,0.00363221,0.012737,0,0,0,0
110,0.0128983,0.00527945,0,0,0,0.01288,0.0151922,0.00508375,0.000979145,0,0,0,0,0.00991901,0,0.0191233,0.00470241,0.0440515,0.0146674,0.0195497,0.016775,0,0,0.00439943,0.0127423,0.00564009,0.00311182,0.0131142,0.042608,0.00868005,0.0114533,0.00840104,0.0172618,0,0.0203989,0,0.00825203,0.00968709,0.00193133,0.0369439,0.0110267,0.00482421,0.00320504,0.0133972,0,0,0.00655477,0,0.0119377,0.0041284,0.0605467,0.0266376,0.0218621,0.00385049,0.00743325,0.00718062,0.00516131,0.0457473,0.0068086,0.00503436,0.0112494,0.0181871,0.00559853,0.0157075,0.0503409,0.00581394,0.00224273,0.00105852,0.0036021,0.0103695,0,0,0,0
111,0.0126173,0.00520578,0,0,0,0.0162046,0.0150577,0.00537743,0.000803966,0,0,0,0,0.0106169,0,0.0191124,0.00544435,0.0441072,0.0149162,0.019602,0.0176823,0,0,0.0046277,0.0120816,0.00544967,0.00389003,0.0138877,0.042171,0.00832369,0,0.00911448,0.0171056,0,0.0239915,0,0.00901318,0.00971954,0.00253906,0.0332997,0.0110356,0.00371796,0.00291106,0.0132173,0,0,0.00525163,0,0.0119802,0.00290224,0.0604584,0.0240284,0.0218337,0.00613761,0.00762674,0.00748151,0.00601983,0.0459667,0.00817386,0.00628874,0.00930996,0.018693,0.00556483,0.0143096,0.0450773,0.00491792,0.00132327,0.0010571,0.00348493,0.00977099,0,0,0,0
112,0.0125581,0.00585109,0,0,0,0.01741,0.0149669,0.00552828,0.00101834,0,0,0,0,0.0110984,0,0.0191028,0.00631136,0.0441777,0.0150234,0.019379,0.0187854,0,0,0.00479407,0.0119019,0.00595414,0.0053648,0.0149151,0.0418675,0.00960998,0,0.00968588,0.0169366,0,0.0256975,0,0.00981734,0.00973651,0.0032174,0.0288987,0.0112732,0.00376418,0.0027152,0.0130584,0,0,0.0046676,0,0.0120776,0.00209409,0.0603775,0.0211279,0.0217875,0.00856343,0.00763421,0.00809837,0.00693895,0.0462423,0.00949581,0.00752707,0.00781597,0.01908,0.00579617,0.0133801,0.0389816,0.00451862,0.00109329,0.00122777,0.00418252,0.00936157,0,0,0,0
113,0.0124437,0.00640931,0,0,0,0.01844,0.0149995,0.00564755,0.00143758,0,0,0,0,0.0107369,0,0.0192438,0.00651724,0.0441802,0.015013,0.0190965,0.0198296,0,0,0.00481819,0.0118874,0.006487,0.00661647,0.0156852,0.041524,0.010491,0,0.00990183,0.0168331,0,0.0272109,0,0.00980298,0.00981614,0.00348327,0.0240242,0.0113837,0.00483857,0.00263465,0.0127991,0,0,0.00463129,0,0.0121442,0.00168548,0.0603909,0.0186773,0.0217456,0.0111111,0.0073652,0.00833538,0.00781136,0.0463929,0.0107783,0.00866658,0.0068851,0.0191511,0.00606994,0.0129221,0.0321718,0.00425259,0.002001,0.00142681,0.00489205,0.00912888,0,0,0,0
114,0.0123119,0.00693528,0,0,0,0.0198459,0.0150188,0.00548833,0.00176962,0,0,0,0,0.0102293,0,0.0192797,0.00659909,0.0441642,0.0150115,0.0187693,0.0205012,0,0,0.00484614,0.0118705,0.00698695,0.00724878,0.0162041,0.0412385,0.0107374,0,0.00986132,0.0167347,0,0.0286249,0,0.00962482,0.00980445,0.00342024,0.0192559,0.0114583,0.00637961,0.00296248,0.0125847,0,0,0.00484447,0,0.012185,0.00159857,0.0605236,0.0173416,0.0216702,0.0130029,0.006864,0.00859922,0.00834466,0.0464707,0.0113541,0.0091213,0.00643433,0.0188248,0.00614386,0.0126568,0.0253873,0.00417675,0.00317283,0.0016914,0.00562003,0.00892116,0,0,0,0
115,0.0121572,0.00713119,0,0,0,0.0212725,0.0151033,0.00519461,0.00188419,0,0,0,0,0.00923411,0,0.019099,0.00632992,0.0442036,0.0148675,0.0184677,0.0207766,0,0,0.00485592,0.0116702,0.00761384,0.00776354,0.0165202,0.0408985,0.0108777,0,0.00980322,0.0168281,0,0.0296901,0,0.00919668,0.00965486,0.0032168,0.015159,0.0114849,0.00801701,0.0035624,0.012507,0,0,0.00543773,0,0.0122803,0.0018163,0.0606484,0.0170031,0.021603,0.0143261,0.00620513,0.00872335,0.00868463,0.0464757,0.0112603,0.00907887,0.00639342,0.0184146,0.0060778,0.0124645,0.0190447,0.00437966,0.00448795,0.0018776,0.006063,0.00888856,0,0,0,0
116,0.0122322,0.00740944,0,0,0,0.0224025,0.0152952,0.00485606,0.00223907,0,0,0,0,0.00855819,0,0.018999,0.0061302,0.0443681,0.0152251,0.0181973,0.0211612,0,0,0.00482592,0.0116565,0.00820121,0.00820901,0.0169661,0.0404394,0.0109639,0,0.0097981,0.0163862,0,0.0306511,0,0.00898917,0.00951903,0.00322336,0.012143,0.0115987,0.00968758,0.00414523,0.012711,0,0,0.00578138,0,0.0123626,0.00188004,0.0606952,0.0174632,0.0215799,0.0150884,0.00552808,0.00908332,0.00889795,0.0464935,0.010648,0.00864129,0.00672574,0.0180848,0.00592275,0.0122252,0.0132242,0.0046751,0.00556841,0.00210018,0.00663972,0.0091169,0,0,0,0
117,0.0123794,0.00777557,0,0,0,0.0226808,0.0155961,0.0049258,0.00283094,0,0,0,0,0.00807321,0,0.0192529,0.00597855,0.0445771,0.0157195,0.017941,0.0211224,0,0,0.00460586,0.0117284,0.00861204,0.00820858,0.0170806,0.0398404,0.0106744,0,0.00969712,0.0163192,0,0.0314966,0,0.008771,0.00955309,0.00334121,0.0103787,0.0117826,0.0116366,0.00442922,0.0129328,0,0,0.00598412,0,0.0123726,0.00186407,0.0606619,0.0184683,0.0216322,0.015639,0.00476498,0.00950275,0.00924676,0.0465415,0.0101777,0.00797981,0.00751186,0.0178854,0.0057636,0.0120857,0.00783981,0.00506353,0.00642747,0.00241541,0.0072865,0.00937012,0,0,0,0
118,0.00988604,0.00855701,0,0,0,0.0198412,0.0158686,0.00490231,0.00336831,0,0,0,0,0.00763489,0,0.0198114,0.00545453,0.044702,0.0159701,0.0176013,0.0207374,0,0,0.00461644,0.0106693,0.00927915,0.00847808,0.0169382,0.0394535,0.0106722,0.00935356,0.00984688,0.0167261,0,0.0296434,0,0.00783453,0.00977886,0.0033641,0.00401937,0.0119043,0.0109822,0.0046076,0.0102429,0,0,0.0133113,0,0.0121229,0.00670932,0.0604318,0.0180516,0.0218314,0.0151794,0.00427796,0.0119689,0.00988085,0.0468267,0.00983055,0.00733615,0.00918716,0.0187966,0.00484817,0.0115979,0.00716053,0.0137017,0.00387401,0.00200267,0.00903516,0.00703672,0,0,0,0
119,0.0100374,0.00885999,0,0,0,0.0202012,0.0159328,0.00499108,0.00346598,0,0,0,0,0.0079239,0,0.0199401,0.00557988,0.0447396,0.0165639,0.0174098,0.0200547,0,0,0.00460999,0.0111795,0.00913668,0.00777614,0.016399,0.0390638,0.00991192,0.00831081,0.00951057,0.0166858,0,0.0305159,0,0.00812781,0.00983468,0.00335102,0.011211,0.0118962,0.0137539,0.00474011,0.0107051,0,0,0.0109771,0,0.0121237,0.00473291,0.0599748,0.0201877,0.0220246,0.0134951,0.00404253,0.0116651,0.0112737,0.0473522,0.010646,0.00827099,0.0122982,0.0223034,0.00837941,0.0123849,0.0185505,0.0117431,0.00511813,0.00234248,0.00936784,0.00755115,0,0,0,0
120,0.0101156,0.0091541,0,0,0,0.0212138,0.0158516,0.00485193,0.00351132,0,0,0,0,0.00814892,0,0.0199324,0.00578207,0.0446115,0.0175492,0.0173089,0.0192078,0,0,0.00460431,0.0113908,0.00882728,0.00713899,0.0156502,0.0387266,0.0091974,0.00776319,0.00925503,0.0164874,0,0.0315417,0,0.00855225,0.00986438,0.00316565,0.0208115,0.0119212,0.0195698,0.00457058,0.0105253,0,0,0.00977697,0,0.0122552,0.00355736,0.0596166,0.0251082,0.0222413,0.0127989,0.00394017,0.0111602,0.0128511,0.0478286,0.0126892,0.0103957,0.0149702,0.0256729,0.0126879,0.0144571,0.027454,0.010422,0.00584744,0.00241036,0.00979842,0.00743931,0,0,0,0
121,0.0102394,0.00939643,0,0,0,0.0220036,0.0157827,0.0050115,0.00362541,0,0,0,0,0.00805711,0,0.0197481,0.00605286,0.0443843,0.0189979,0.0171922,0.0180522,0,0,0.00442489,0.0115245,0.00835515,0.00682075,0.014573,0.0385052,0.00806285,0.00754463,0,0.0159708,0,0.0329998,0,0.00844988,0.00977296,0.0031847,0.0256076,0.0119675,0.0229276,0.00423896,0.010203,0,0,0.00919727,0,0.0123502,0.0028339,0.0594897,0.0283574,0.0224291,0.0127862,0.00378038,0.0106601,0.0137407,0.0479848,0.0135927,0.0115577,0.0163146,0.0275993,0.0150252,0.0158414,0.0320426,0.00947482,0.00632103,0.00237843,0.0102704,0.00714916,0,0,0,0
122,0.0102174,0.0096419,0,0,0,0.0210974,0.0158256,0.00447947,0.00376732,0,0,0,0,0.00791624,0,0.0192899,0.00639698,0.0440708,0.0198093,0.0170951,0.0164861,0,0,0.00431897,0.0116787,0.00819468,0.00684272,0.0132471,0.0385047,0.0072239,0.00772116,0,0.0154349,0,0.0326777,0,0.00813922,0.0095397,0.00326937,0.0252013,0.0119182,0.022801,0.00408422,0.00971823,0,0,0.00884043,0,0.0123657,0.00248657,0.0596614,0.0284984,0.0225821,0.0131302,0.00362666,0.0103516,0.0134824,0.0476165,0.0125756,0.0107791,0.0162793,0.0275545,0.0150264,0.0160626,0.0319944,0.00899948,0.00624113,0.00222863,0.0107265,0.0067193,0,0,0,0
123,0.00961246,0.00924342,0,0,0,0.020088,0.0158488,0.00416555,0.00386064,0,0,0,0,0.00754708,0,0.0189959,0.00648178,0.0437619,0.0206956,0.0170888,0.0147928,0,0,0.00414658,0.0112094,0.00815294,0.00716046,0.0118248,0.0387098,0.00659024,0.00787057,0.00980168,0.0150351,0,0.0316321,0,0.00740239,0.00943548,0.00307119,0.01988,0.0117336,0.0191433,0.00402268,0.00890113,0,0,0.0086891,0,0.012456,0.00229834,0.0601334,0.0250995,0.022661,0.013554,0.00352869,0.00960093,0.0121789,0.0467993,0.0105957,0.00859016,0.0151394,0.0258355,0.0127952,0.0151961,0.0268777,0.00826263,0.00611297,0.00182513,0.0104932,0.00596152,0,0,0,0
124,0.00896562,0.00871415,0,0,0,0.0200126,0.0156766,0.00436378,0.00395161,0,0,0,0,0.00725021,0,0.018891,0.00652506,0.0434956,0.0214564,0.0171263,0.0129829,0,0,0.00383407,0.0106814,0.00822182,0.00796068,0.0102377,0.0391107,0.0058382,0.00823025,0.00913399,0.014453,0,0.0310501,0,0.00723244,0.00940292,0.00290257,0.0116944,0.0115279,0.0138795,0.00400627,0.0080348,0,0,0.00866541,0,0.0124147,0.00222166,0.0607769,0.0199378,0.0228035,0.0142917,0.0034693,0.00880257,0.0102523,0.0458685,0.00914797,0.0061061,0.0135238,0.0232443,0.00938598,0.0139681,0.0181182,0.0074421,0.00584048,0.00149664,0.0100529,0.00508833,0,0,0,0
125,0.00670572,0.0076747,0,0,0,0.0205772,0.0157411,0.00578907,0.00417654,0,0,0,0,0.00700776,0,0.0189621,0.00583174,0.0432126,0.0235789,0.0173054,0.0114843,0,0,0.00278637,0.00946167,0.00879354,0.0103484,0.00855172,0.039767,0.00472361,0.00923971,0.00901825,0.013851,0,0.0326312,0,0.00661455,0.00926813,0.00276826,0.00399995,0.01141,0.0104691,0.00388929,0.0056771,0,0,0.0152505,0,0.0122359,0.00849998,0.0613979,0.016381,0.0230377,0.0155317,0.00299352,0.010645,0.00833007,0.0451806,0.00920705,0.00510231,0.0120717,0.0208718,0.00650715,0.0130982,0.00984695,0.0150925,0.0022486,0.000687931,0.00939631,0.00267694,0,0,0,0
126,0.00866754,0.00719605,0,0,0,0.0184493,0.0156182,0.00623278,0.00418401,0,0,0,0,0.00722467,0,0.0191823,0.00621037,0.0428299,0.0241328,0.0172816,0.00954139,0,0,0.00241418,0.00958806,0.00970704,0.0120551,0.00726177,0.0406796,0.004139,0.00990403,0.00855411,0.0129715,0,0.0317225,0,0.00699714,0.00944758,0.00316422,0.0041757,0.0114613,0.0108339,0.00353646,0.00698251,0,0,0.00872163,0,0.0123146,0.0025061,0.0618169,0.0161433,0.0232326,0.0165404,0.00305941,0.00812943,0.00704773,0.0449608,0.0104308,0.00625655,0.0107612,0.0196279,0.00603335,0.0128703,0.00456204,0.00688666,0.00455997,0.00131042,0.00798996,0.00424831,0,0,0,0
127,0.00838138,0.00651552,0,0,0,0.0157107,0.0156827,0.0063163,0.0040879,0,0,0,0,0.00784126,0,0.0192828,0.00627426,0.04242,0.0237426,0.0172445,0.0077877,0,0,0.00226727,0.0093788,0.0107613,0.0137315,0.00696745,0.0417907,0.00382884,0.0104072,0.00758096,0.0120226,0,0.0300104,0,0.00738973,0.00950576,0.00342786,0.0101725,0.0115334,0.0124204,0.00336487,0.00617226,0,0,0.00861438,0,0.0122869,0.0026483,0.0618607,0.019408,0.0235409,0.016715,0.00340895,0.00787424,0.00621238,0.0449706,0.0114056,0.00798038,0.0106054,0.0200534,0.00720277,0.0137246,0.00557709,0.00668349,0.00403982,0.0012488,0.00700243,0.00414292,0,0,0,0
128,0.00775959,0.00588487,0,0,0,0.0124451,0.0157125,0.00557541,0.00385263,0,0,0,0,0.00866026,0,0.0193537,0.00652133,0.0420934,0.0219987,0.0171964,0.00696538,0,0,0.00231482,0.00942982,0.0117921,0.0151476,0.00811675,0.0432106,0.00341458,0.0104984,0.0063942,0.011021,0,0.0280573,0,0.00788784,0.00956547,0.00367906,0.0167713,0.0115463,0.0151922,0.00360691,0.0053839,0,0,0.00852416,0,0.0122412,0.00278522,0.0617151,0.0246395,0.0240838,0.0166877,0.00386104,0.00765455,0.00524599,0.0449594,0.0111867,0.00892703,0.0121301,0.0212239,0.00818275,0.0156194,0.0101025,0.00650971,0.00350514,0.00113654,0.00597918,0.00423169,0,0,0,0
129,0.00686042,0.00532949,0,0,0,0.00906394,0.0157344,0.00474487,0.0034748,0,0,0,0,0.00938213,0,0.0193327,0.00681725,0.0418896,0.0194333,0.0171506,0.00745488,0,0,0.00267868,0.00955738,0.0129915,0.0164183,0.0104645,0.045073,0.00305823,0.0100511,0.00517891,0.0107992,0,0.0260759,0,0.00827646,0.00957625,0.0039037,0.0219565,0.0114304,0.0184142,0.00402893,0.00463295,0,0,0.00838234,0,0.0121492,0.00295461,0.0617621,0.0296489,0.0248341,0.0175717,0.00417919,0.00748154,0.00412067,0.0445417,0.0101843,0.00855692,0.0138802,0.0223082,0.00876247,0.0170446,0.0145993,0.00641249,0.00289609,0.00123728,0.00505891,0.00408968,0,0,0,0
