Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,
19,0.0189839,0.00967151,0,0,0,0,0.0155843,0.00660756,0.00422854,0,0,0,0,0.0112193,0,0.018834,0.00523674,0.0425935,0.00714238,0.0193245,0.0105542,0,0,0.000866787,0.0240002,0.0155568,0.0186,0.0160126,0.0531996,0.00262723,0.00576535,0.00221023,0.0169663,0,0.0187552,0,0.0124538,0.00975258,0.00130384,0.0224568,0.0105561,0.0208828,0.007805,0.0199832,0,0,0.0037024,0,0.0113869,0.00403647,0.0646043,0.0303466,0.0261098,0.0185351,0.00585355,0.00713463,0.00245962,0.0445098,0.00965419,0.0044918,0.0168068,0.0215156,0.00638762,0.0174128,0.0206218,0.00152947,0.0102924,0.0020222,0.00868722,0.0155604,0,0,0,0
20,0.0178658,0.00819728,0,0,0,0,0.015512,0.0181151,0.00469494,0,0,0,0,0.010926,0,0.0186297,0.00553269,0.0425233,0.0181903,0.020252,0.0127639,0,0,0.0011719,0.0223041,0.0174021,0.0209423,0.0165457,0.05456,0.0035663,0.00845913,0.00681283,0.0149141,0,0.0269593,0,0.0114216,0.00967552,0.0013132,0.0213315,0.010556,0.0207023,0.00886793,0.0196955,0,0,0.00272312,0,0.0112953,0.0027059,0.0653601,0.0289591,0.0262027,0.0177188,0.00608439,0.00702968,0.00363439,0.0435914,0.01018,0.00565898,0.0158055,0.0211393,0.0058953,0.0160697,0.019188,0.00266868,0.00886994,0.001521,0.00791729,0.0148699,0,0,0,0
21,0.0165252,0.00699428,0,0,0,0.0335158,0.0154006,0.0264745,0.00540697,0,0,0,0,0.0104234,0,0.0186654,0.00542085,0.0422671,0.0261286,0.0210523,0.0166321,0,0,0.0017315,0.0203353,0.0199777,0.0244621,0.0186195,0.0564537,0.00483388,0.0106046,0.0105335,0.0150325,0,0.0357508,0,0.0106967,0.00971727,0.0013743,0.02069,0.0106602,0.020583,0.00931275,0.0185495,0,0,0.00314079,0,0.0112317,0.00300243,0.0660516,0.0279871,0.0266202,0.0171706,0.006052,0.00735834,0.00476823,0.0428018,0.0108852,0.00669703,0.0149665,0.020681,0.00525453,0.0148777,0.0183426,0.00253368,0.00865487,0.00139567,0.00740426,0.0138161,0,0,0,0
22,0.0153661,0.0062621,0,0,0,0.0421188,0.0153376,0.0305834,0.00605853,0,0,0,0,0.0101263,0,0.0187843,0.00508278,0.041637,0.028505,0.0216222,0.0194183,0,0,0.00219661,0.0188385,0.0214205,0.0263718,0.0206674,0.0584016,0.00535111,0.0116318,0.0122738,0.0153924,0,0.043502,0,0.0105407,0.00977079,0.00141329,0.0204373,0.0107864,0.0207611,0.00920964,0.0174553,0,0,0.00348213,0,0.0111755,0.0031763,0.0665338,0.0273212,0.0273355,0.0172544,0.00580124,0.00770307,0.00560344,0.0425016,0.0116298,0.00752072,0.014326,0.0203687,0.00476101,0.0139522,0.0180043,0.00251836,0.0079601,0.00130417,0.00752999,0.0129138,0,0,0,0
23,0.0140936,0.0057865,0,0,0,0.051061,0.015303,0.0342601,0.00664876,0,0,0,0,0.00996166,0,0.0189056,0.00483495,0.0408307,0.0307882,0.0220111,0.0221094,0,0,0.00265528,0.0174253,0.0225829,0.0278785,0.0225135,0.0604761,0.00618932,0.0125369,0.0143121,0.0158869,0,0.0521173,0,0.0105833,0.0098072,0.00150165,0.0203479,0.0109266,0.021214,0.00805525,0.0164366,0,0,0.00399767,0,0.0110778,0.00348166,0.0667735,0.0270917,0.0277179,0.0176778,0.00528799,0.00807819,0.00611647,0.0426876,0.0121172,0.00811624,0.0141196,0.0203335,0.00469733,0.0136762,0.0179083,0.00241188,0.00711319,0.00130998,0.00791385,0.0120018,0,0,0,0
24,0.012963,0.00551946,0,0,0,0.0580648,0.0153233,0.0372608,0.00694371,0,0,0,0,0.00995336,0,0.0190518,0.00468677,0.0398693,0.0327145,0.0221922,0.0245479,0,0,0.00319843,0.0162518,0.0234174,0.0289516,0.0241885,0.0623327,0.00731994,0.0135829,0.0139606,0.0166478,0,0.0622247,0,0.0107899,0.00982791,0.00157995,0.020605,0.0111999,0.0219821,0.00591917,0.0155899,0,0,0.004498,0,0.0110852,0.00375005,0.0667125,0.0274963,0.0278543,0.0182193,0.00475634,0.00850242,0.00630502,0.0432012,0.0121399,0.00863822,0.014434,0.0205787,0.00498274,0.0140368,0.0180846,0.00212292,0.00620071,0.00148151,0.0083215,0.0112252,0,0,0,0
25,0.0125252,0.0053062,0,0,0,0,0.0153367,0.0472053,0.00714968,0,0,0,0,0.0096088,0,0.0191765,0.00449814,0.0393239,0.0426206,0.0223822,0.0286944,0,0,0.0039402,0.0156371,0.0256462,0.0324418,0.0266567,0.0637306,0.00827249,0.0172654,0.0196508,0.0174078,0,0.0785388,0,0.0107687,0.00984826,0.0016379,0.0213263,0.0116032,0.0232214,0.00361705,0.0155474,0,0,0.00489115,0,0.0111165,0.00423206,0.0665767,0.0287269,0.0277774,0.0187894,0.00409972,0.00922301,0.00621835,0.0436853,0.0117897,0.00894686,0.0154099,0.0211527,0.00560681,0.0151308,0.0188623,0.00420369,0.00411281,0.00177666,0.00878493,0.0109015,0,0,0,0
26,0.0117961,0.00509123,0,0,0,0,0.0154189,0.0496529,0.00736169,0,0,0,0,0.00971186,0,0.0190874,0.00455876,0.0384725,0.0434163,0.0220938,0.0305681,0,0,0.00417305,0.0143395,0.0260011,0.0325227,0.0282373,0.0650612,0.00841055,0.0176255,0.0223299,0.0180702,0,0.0881557,0,0.0105509,0.00977221,0.00164139,0.0224848,0.0118169,0.0247666,0.00247684,0.014828,0,0,0.0050568,0,0.0111014,0.00446929,0.0662922,0.0304021,0.0278815,0.0194128,0.00368715,0.00959827,0.00588048,0.044174,0.0114016,0.00902736,0.0167471,0.0217179,0.00623257,0.0165686,0.0202601,0.00405089,0.00348862,0.00200184,0.0084995,0.0101523,0,0,0,0
27,0.00980288,0.00478578,0,0,0,0,0.0154468,0.0509954,0.00733834,0,0,0,0,0.00987059,0,0.0190849,0.00459541,0.0377992,0.043485,0.0216211,0.0316109,0,0,0.00418723,0.0116713,0.0258333,0.0317562,0.0292912,0.0661169,0.00886835,0.016816,0.0232406,0.0188017,0,0.095082,0,0.00993738,0.00976253,0.001672,0.0233834,0.0119352,0.0262271,0.00274596,0.0121617,0,0,0.00764982,0,0.0110661,0.00512637,0.0661185,0.0320625,0.0277773,0.0200093,0.00329807,0.0091728,0.0053463,0.0444459,0.0111003,0.0088051,0.0181857,0.0222472,0.00687563,0.0182223,0.0218012,0.00258445,0.00512989,0.00197994,0.0073618,0.00820434,0,0,0,0
28,0.00947732,0.00423624,0,0,0,0,0.0154974,0.0513019,0.00721635,0,0,0,0,0.00956547,0,0.0189557,0.00481081,0.0372959,0.0429914,0.0210913,0.0316226,0,0,0.00394034,0.0102503,0.0252007,0.0302216,0.029781,0.0669117,0.010224,0.0162491,0.0225755,0.0194612,0,0.0990542,0,0.00902858,0.00965486,0.00177671,0.0245693,0.0120124,0.0275661,0.0036071,0.0117466,0,0,0.00627518,0,0.0111305,0.00444409,0.066053,0.0335897,0.0274273,0.0207354,0.00307249,0.00921335,0.00504783,0.0445569,0.011068,0.00880684,0.019421,0.0226207,0.00738742,0.0196501,0.0230248,0.00182311,0.00415517,0.00204968,0.00648565,0.00753679,0,0,0,0
29,0.00913765,0.00373565,0,0,0,0,0.0155156,0.0510424,0.00697468,0,0,0,0,0.00899426,0,0.0188633,0.00479606,0.0368483,0.0418816,0.0206768,0.0307178,0,0,0.00365323,0.0086201,0.0241869,0.0281683,0.0297241,0.067544,0.0115671,0.0176804,0.0237819,0.0199722,0,0.100404,0,0.0078494,0.00957182,0.00181229,0.0250789,0.012047,0.0282208,0.00490189,0.0110983,0,0,0.00519548,0,0.0111795,0.00395555,0.066105,0.0343748,0.0273623,0.0211229,0.00292369,0.0089442,0.00508451,0.0445327,0.0112739,0.00905712,0.019956,0.0227833,0.00758779,0.0201967,0.0234689,0.00146158,0.00350005,0.00211004,0.00558743,0.006649,0,0,0,0
30,0.00884915,0.00343322,0,0,0,0,0.015479,0.0507863,0.00677376,0,0,0,0,0.00821252,0,0.0188084,0.00489875,0.0364966,0.0411872,0.0203692,0.0294276,0,0,0.00343416,0.00701286,0.0231268,0.0260003,0.0293263,0.0679365,0.0127437,0.0190156,0.0247462,0.0206459,0,0.100909,0,0.00669252,0.00951639,0.00181987,0.0248676,0.0120321,0.0282717,0.00646172,0.0104323,0,0,0.00431499,0,0.0112004,0.00368133,0.0662347,0.0341911,0.0274321,0.02117,0.00273838,0.00865554,0.00546863,0.0445071,0.0115651,0.00954827,0.0197999,0.0227188,0.00742785,0.0198891,0.0231497,0.00129114,0.0030291,0.00211373,0.00476094,0.00567022,0,0,0,0
31,0.0086977,0.00345911,0,0,0,0,0.0154153,0.0506291,0.00660009,0,0,0,0,0.00735915,0,0.0187746,0.0050271,0.0362462,0.041034,0.0200843,0.0279244,0,0,0.00321429,0.00587328,0.0220638,0.0238186,0.0286372,0.0680148,0.0140667,0.0203602,0.0249939,0.0213282,0,0.101152,0,0.00574049,0.00950059,0.00197784,0.0241902,0.0120097,0.0279708,0.00780076,0.00986092,0,0,0.00365962,0,0.011207,0.00349386,0.0663799,0.0333426,0.0274629,0.0210063,0.00252621,0.0083984,0.00601438,0.0446425,0.0119639,0.0100948,0.0191984,0.022579,0.0069411,0.0190698,0.022473,0.00120413,0.00253339,0.00211891,0.00420693,0.00478619,0,0,0,0
32,0.00886719,0.00404409,0,0,0,0,0.0153925,0.0505254,0.0066406,0,0,0,0,0.00668055,0,0.0188219,0.00510438,0.0362652,0.0412389,0.0197015,0.0264029,0,0,0.00307265,0.00543776,0.0209084,0.021816,0.0276792,0.0677225,0.0156636,0.0218143,0.0248751,0.0219791,0,0.100988,0,0.00537417,0.00951563,0.0021516,0.0223997,0.0120423,0.0259044,0.00865956,0.00960245,0,0,0.00336624,0,0.0111957,0.00348869,0.065826,0.0288601,0.0275389,0.0170815,0.00224899,0.0081415,0.00623915,0.0452507,0.00905673,0.00971242,0.0159745,0.0246951,0.00682359,0.0151148,0.02026,0.00123338,0.00250747,0.00217166,0.00407064,0.00427811,0,0,0,0
33,0.00913508,0.00477272,0,0,0,0,0.0153218,0.0502791,0.00613795,0,0,0,0,0.00601269,0,0.0188786,0.00513996,0.0361165,0.0415631,0.0193607,0.0250092,0,0,0.00285999,0.00535201,0.0197751,0.0201752,0.0265018,0.0673596,0.0170983,0.0232608,0.0245203,0.0225081,0,0.100396,0,0.00524976,0.00954975,0.00228317,0.0209533,0.012126,0.0231167,0.00894135,0.0093189,0,0,0.00310771,0,0.0112056,0.00349718,0.0651354,0.0253541,0.0274108,0.0133227,0.0020275,0.00782182,0.00602597,0.0458089,0.00649189,0.0080524,0.0139732,0.0252242,0.00638355,0.0130276,0.0198817,0.00125747,0.00262418,0.00218651,0.00430104,0.00394704,0,0,0,0
34,0.00841141,0.00511101,0,0,0,0,0.015178,0.0499989,0.00559745,0,0,0,0,0.0049594,0,0.0189992,0.0049054,0.0359998,0.0416565,0.0190528,0.0237924,0,0,0.00264637,0.00533065,0.0186086,0.0187908,0.0252857,0.0668645,0.0180596,0.0242695,0.0237916,0.0228343,0,0.0989419,0,0.00449032,0.00962445,0.0024132,0.0195539,0.0122231,0.0204857,0.00870303,0.00770379,0,0,0.00572474,0,0.0111528,0.00438635,0.0645797,0.0233034,0.0272467,0.0105719,0.00190788,0.007648,0.00573083,0.0462617,0.00491463,0.00643061,0.0128971,0.0252048,0.00542411,0.0123502,0.0201643,0.00402689,0.00436875,0.00214429,0.00441012,0.00288685,0,0,0,0
35,0.00996755,0.00627703,0,0,0,0,0.015046,0.0493278,0.00514179,0,0,0,0,0.0049886,0,0.018882,0.00529998,0.0360037,0.0414342,0.0186999,0.0226554,0,0,0.00251387,0.0062174,0.0173823,0.0174947,0.0240596,0.0662084,0.018466,0.0247157,0.0228578,0.0229125,0,0.0969341,0,0.00461633,0.009571,0.00262666,0.0186465,0.0122737,0.0184619,0.0080683,0.00901572,0,0,0.00371683,0,0.011124,0.0040519,0.0641793,0.0226011,0.0270958,0.0086854,0.00186813,0.00720777,0.0054751,0.0468028,0.00434843,0.00525724,0.0123221,0.0249998,0.00457462,0.0126857,0.0205934,0.00232096,0.00244422,0.00236883,0.00529438,0.00399564,0,0,0,0
36,0.00983831,0.00624492,0,0,0,0,0.0150559,0.0482489,0.00491031,0,0,0,0,0.00492617,0,0.0188223,0.00522773,0.0361514,0.0407795,0.0184432,0.0216131,0,0,0.00240547,0.00603251,0.0162176,0.0163055,0.0227786,0.0654535,0.0183411,0.024605,0.0223371,0.0229198,0,0.0946101,0,0.00441591,0.00951429,0.00262789,0.01828,0.0122975,0.0168043,0.00716669,0.00876542,0,0,0.0033145,0,0.0111321,0.00383469,0.0638548,0.0223523,0.0269223,0.00725317,0.00183636,0.00713151,0.0053415,0.0474497,0.00456704,0.00460591,0.0117947,0.0247704,0.00395141,0.0130821,0.0209365,0.00205922,0.0026902,0.00233486,0.00538518,0.00411939,0,0,0,0
37,0.00968199,0.00618366,0,0,0,0,0.0150415,0.0467306,0.00460767,0,0,0,0,0.00492013,0,0.0188279,0.00514518,0.0363953,0.0397883,0.0182548,0.0204325,0,0,0.00224879,0.00593402,0.0149538,0.0151034,0.0212545,0.0647088,0.0180481,0.0243046,0.021654,0.0228717,0,0.0918971,0,0.00458181,0.00949061,0.00261278,0.018033,0.0123803,0.0150467,0.00619832,0.00854799,0,0,0.0029243,0,0.011155,0.00367243,0.0635467,0.0222038,0.0267287,0.0059146,0.00182942,0.00713177,0.00525152,0.047957,0.00516755,0.00429044,0.0111686,0.0244456,0.00341018,0.0134078,0.0212901,0.00177945,0.00304645,0.00240127,0.00540619,0.00418294,0,0,0,0
38,0.00924733,0.00582092,0,0,0,0,0.0150353,0.0447995,0.00420504,0,0,0,0,0.00479511,0,0.018762,0.00489721,0.0367637,0.038381,0.0180695,0.019098,0,0,0.00195144,0.00552268,0.0135291,0.0139141,0.0196658,0.0638418,0.0178117,0.0238764,0.0205022,0.0227851,0,0.0889579,0,0.00435095,0.00945707,0.00244797,0.018108,0.012387,0.0134018,0.00534118,0.00830427,0,0,0.00230759,0,0.0111638,0.00335711,0.0632723,0.022208,0.026501,0.00494016,0.00186111,0.00713902,0.00515062,0.0483884,0.00593519,0.00433657,0.0106339,0.0240959,0.00309585,0.0137189,0.0218491,0.00141775,0.00340746,0.00242484,0.00518192,0.00411822,0,0,0,0
39,0.00864563,0.00544046,0,0,0,0,0.0149965,0.042744,0.00376634,0,0,0,0,0.00473881,0,0.0186246,0.00477921,0.0372087,0.0369269,0.0178393,0.0177995,0,0,0.0015421,0.0049511,0.012168,0.0127283,0.0181179,0.062932,0.0176904,0.0233739,0.01947,0.0226978,0,0.0859684,0,0.00413178,0.00940817,0.00228303,0.0185117,0.0123816,0.0118945,0.0047027,0.00801679,0,0,0.00162038,0,0.0111751,0.00306898,0.063025,0.0224699,0.0262381,0.00444885,0.00188684,0.00718552,0.0050115,0.048741,0.0067799,0.00466591,0.0102301,0.0237506,0.00305977,0.0141922,0.0227592,0.000987193,0.00374335,0.00245522,0.00497337,0.00392002,0,0,0,0
40,0.00801652,0.00503889,0,0,0,0,0.0149393,0.0407342,0.00346016,0,0,0,0,0.00474294,0,0.0185425,0.00469448,0.0374985,0.0354237,0.0176835,0.0168039,0,0,0.00120552,0.00436436,0.0110627,0.0117767,0.0168761,0.0621008,0.0175679,0.0226139,0.0189161,0.022571,0,0.0828077,0,0.00403539,0.00939273,0.00216194,0.0190595,0.012418,0.0106698,0.00436658,0.00759039,0,0,0.00127367,0,0.0112139,0.00294603,0.0627543,0.0232713,0.0259619,0.00459176,0.00186119,0.0071793,0.00484014,0.0491216,0.00768048,0.00536509,0.0100404,0.0233133,0.00328197,0.0151026,0.0239108,0.000676739,0.0041053,0.00246694,0.00479641,0.00359313,0,0,0,0
41,0.0074745,0.00461467,0,0,0,0.065372,0.0149019,0.0323014,0.00309174,0,0,0,0,0.00480622,0,0.0185327,0.00462095,0.0376796,0.0262412,0.0174299,0.0144849,0,0,0.00128543,0.00382782,0.00936259,0.00958475,0.015323,0.0615489,0.0173178,0.0198814,0.015573,0.0235871,0,0.074969,0,0.00385069,0.00939342,0.00204474,0.0193771,0.0124587,0.00986501,0.00419509,0.00708361,0,0,0.00222844,0,0.0112261,0.0033187,0.062357,0.0246758,0.0258449,0.00528655,0.00199584,0.00709858,0.0047237,0.049553,0.00851735,0.00634051,0.0101189,0.0226555,0.00385705,0.0163277,0.0247681,0.00117676,0.00458065,0.00257129,0.00453504,0.00326666,0,0,0,0
42,0.00718575,0.00470052,0,0,0,0.063245,0.014824,0.0307812,0.00289438,0,0,0,0,0.00487276,0,0.0185929,0.00460239,0.037995,0.025072,0.0173708,0.0141845,0,0,0.00141454,0.00360826,0.00868826,0.00919995,0.0147758,0.0608221,0.0169564,0.0188228,0.01492,0.023273,0,0.0728423,0,0.00370671,0.00944109,0.00199943,0.0199124,0.0125218,0.00951792,0.00451721,0.00647759,0,0,0.00395896,0,0.0111537,0.00409148,0.0621681,0.0261095,0.0257239,0.00607135,0.00203149,0.00713814,0.00460461,0.0496351,0.00912824,0.00724529,0.0105479,0.022145,0.00454832,0.01756,0.0259249,0.00238087,0.00501085,0.00272035,0.00459132,0.00284775,0,0,0,0
43,0.00899488,0.00586023,0,0,0,0.06088,0.0147389,0.0288566,0.00264214,0,0,0,0,0.00591758,0,0.0185236,0.00508925,0.0383011,0.0234005,0.0172071,0.0137222,0,0,0.00162821,0.00434209,0.00801006,0.00873847,0.0142389,0.0600586,0.0166403,0.0183103,0.0141957,0.023124,0,0.0706906,0,0.00472203,0.00943368,0.00215796,0.0207267,0.0125322,0.00949596,0.00495789,0.00873835,0,0,0.0034832,0,0.0113083,0.00299061,0.0620208,0.0276806,0.0255327,0.00677491,0.00226699,0.00787217,0.00453251,0.049613,0.00964923,0.00803747,0.0111801,0.0216845,0.00532066,0.018835,0.0272622,0.00412818,0.00315549,0.00270391,0.00560705,0.00432301,0,0,0,0
44,0.009002,0.00620917,0,0,0,0.0587122,0.0145932,0.027027,0.00247005,0,0,0,0,0.00617384,0,0.0185061,0.00513844,0.0387191,0.0221083,0.0170944,0.0133634,0,0,0.00181354,0.00446709,0.00731233,0.00835141,0.0135565,0.0595073,0.0163477,0.0177864,0.0135026,0.0229599,0,0.0686309,0,0.00525572,0.00947976,0.00220948,0.0212807,0.0126289,0.00948809,0.00536889,0.00868519,0,0,0.00330512,0,0.0113323,0.00288167,0.0618868,0.028521,0.0252709,0.00703344,0.00254099,0.00792351,0.00443316,0.0495669,0.00973036,0.0084915,0.0116842,0.0212792,0.00581977,0.0196493,0.0285691,0.00402936,0.00327795,0.00273019,0.00584552,0.00427248,0,0,0,0
45,0.00914856,0.00646741,0,0,0,0.0571244,0.0144857,0.0259423,0.00229309,0,0,0,0,0.00659959,0,0.018574,0.00528196,0.0390934,0.0212663,0.0169724,0.0133423,0,0,0.00201153,0.00461914,0.00670169,0.00832065,0.013082,0.0588527,0.0159849,0.0170652,0.0131759,0.0227855,0,0.0669129,0,0.00577041,0.0095485,0.00230653,0.0217869,0.0126629,0.00952915,0.00571428,0.00873272,0,0,0.00319215,0,0.0113164,0.00287512,0.061754,0.0292433,0.0251377,0.0070592,0.00280724,0.00800788,0.00421034,0.0494285,0.00958732,0.00884172,0.0122606,0.0208778,0.00631053,0.0203766,0.0298767,0.00371774,0.00345612,0.00278135,0.00602413,0.00440061,0,0,0,0
46,0.00934316,0.00662782,0,0,0,0.0563054,0.0144079,0.0259165,0.00224662,0,0,0,0,0.00705861,0,0.0186465,0.00553028,0.0394328,0.0213878,0.0168599,0.0136536,0,0,0.00223584,0.00487957,0.00623079,0.00860489,0.01291,0.0581238,0.0153992,0.0164245,0.0130183,0.0225658,0,0.0654802,0,0.00594355,0.00959671,0.00240181,0.0222085,0.0126549,0.00967498,0.00590946,0.00874672,0,0,0.00322702,0,0.0112586,0.00293807,0.0616357,0.0299419,0.0251631,0.0068456,0.002964,0.0080181,0.00387251,0.049173,0.00925854,0.00899962,0.01289,0.0204795,0.00679208,0.0210382,0.0310394,0.00332863,0.00370219,0.00277433,0.00610229,0.00461568,0,0,0,0
47,0.00909495,0.00637018,0,0,0,0.0559792,0.01439,0.0271599,0.00239118,0,0,0,0,0.00689862,0,0.0187144,0.00539009,0.0398104,0.022878,0.0168482,0.0142704,0,0,0.00236961,0.00450602,0.00600533,0.0090953,0.013043,0.0574317,0.0148036,0.0160282,0.0132751,0.0222604,0,0.064252,0,0.00556025,0.00963251,0.00237265,0.0227231,0.0126071,0.00985189,0.00589691,0.00862544,0,0,0.00316159,0,0.011242,0.00273447,0.0615271,0.030505,0.0252234,0.00655258,0.00299413,0.00794048,0.00376989,0.0489042,0.00880536,0.00905116,0.0134923,0.0201215,0.00719211,0.0216307,0.0324267,0.00306568,0.00383344,0.00261988,0.00595827,0.00470472,0,0,0,0
48,0.00883789,0.00609458,0,0,0,0.0549287,0.0143793,0.0283873,0.00276235,0,0,0,0,0.00660531,0,0.0187603,0.00516952,0.0402175,0.0240771,0.0168837,0.0148441,0,0,0.00242227,0.00408149,0.00598453,0.00988352,0.013218,0.056694,0.0142019,0.0155444,0.0140579,0.0216618,0,0.0622138,0,0.00494389,0.00965297,0.00244816,0.023187,0.0125713,0.00999877,0.00572122,0.00846451,0,0,0.00324845,0,0.0112153,0.00265018,0.0614679,0.0308131,0.0252282,0.00619134,0.00303902,0.00787417,0.00358963,0.0487026,0.00818836,0.00897262,0.0141029,0.0198076,0.00756393,0.0221173,0.0333593,0.00255305,0.00400469,0.00246629,0.0057936,0.00478393,0,0,0,0
49,0.0079099,0.00558792,0,0,0,0.0531067,0.0143999,0.0290276,0.00312696,0,0,0,0,0.00563249,0,0.0188381,0.00457916,0.0407007,0.0249277,0.0169947,0.0150267,0,0,0.00246786,0.00313935,0.00598932,0.01067,0.0129005,0.0559041,0.0136203,0.0151327,0.0149773,0.0208958,0,0.0593818,0,0.003754,0.00967977,0.00233794,0.0236735,0.0125168,0.00999085,0.00546786,0.00802635,0,0,0.00353916,0,0.0112329,0.00262303,0.0613952,0.030923,0.025149,0.00590805,0.00308707,0.0077504,0.00335516,0.0484515,0.00763314,0.00896005,0.0146604,0.0195413,0.00784428,0.0225252,0.0340093,0.00241201,0.00462601,0.00234969,0.00559799,0.00457012,0,0,0,0
50,0.0085066,0.00614844,0,0,0,0.0506572,0.0146541,0.0291747,0.00354247,0,0,0,0,0.00705052,0,0.0184262,0.00446417,0.0413595,0.0259509,0.0170971,0.0151428,0,0,0.00234321,0.00346553,0.00617046,0.0114236,0.0125621,0.0551696,0.0128161,0.0146392,0.0155896,0.0203475,0,0.0554862,0,0.00399852,0.00938962,0.00187024,0.0243586,0.012317,0.00980668,0.00546284,0.00974002,0,0,0.00689163,0,0.0113116,0.00358791,0.0613057,0.030843,0.0251049,0.00573631,0.00331094,0.00894908,0.00316469,0.0481191,0.00706911,0.00893318,0.0150398,0.0193006,0.00791673,0.0226732,0.034692,0.00705147,0.00258228,0.00210684,0.00652824,0.00572326,0,0,0,0
51,0.00784156,0.00622697,0,0,0,0.0476352,0.0147361,0.0285665,0.00383983,0,0,0,0,0.0065546,0,0.0184383,0.00414613,0.0419995,0.0261243,0.0172821,0.0148354,0,0,0.00233704,0.00399689,0.00623607,0.0116758,0.0119794,0.0542973,0.0120686,0.0141783,0.0158226,0.0198711,0,0.0511977,0,0.00346682,0.00935321,0.00172694,0.0250142,0.0122466,0.00949991,0.00522049,0.00976525,0,0,0.00699331,0,0.0113113,0.00337165,0.0612405,0.0306436,0.024965,0.00577278,0.00337825,0.009367,0.0031399,0.047854,0.00665806,0.0090301,0.0153483,0.0190992,0.00790785,0.0226902,0.0357424,0.00725884,0.002417,0.00198226,0.00691917,0.00587412,0,0,0,0
52,0.0071332,0.00651308,0,0,0,0.04407,0.0148553,0.0271697,0.00391421,0,0,0,0,0.00608568,0,0.0184774,0.00371948,0.0427907,0.0248909,0.0175502,0.0142147,0,0,0.00234864,0.0049379,0.00626143,0.0113995,0.0111858,0.053462,0.0113769,0.0137276,0.0159117,0.019177,0,0.0466286,0,0.00296416,0.00930858,0.0017187,0.0259662,0.0122147,0.00909793,0.00499102,0.00973085,0,0,0.0071304,0,0.0113091,0.00314344,0.0613089,0.0303876,0.0247881,0.00583352,0.00334776,0.00975549,0.00324289,0.0476338,0.00632387,0.0091808,0.0156275,0.019001,0.00777893,0.0226304,0.0372289,0.00739497,0.0021718,0.00182346,0.00749328,0.00591839,0,0,0,0
53,0.00638603,0.00699464,0,0,0,0.0402149,0.0150451,0.0254459,0.00389467,0,0,0,0,0.00553264,0,0.0184523,0.00323281,0.0435298,0.0225726,0.0178228,0.0132638,0,0,0.00234471,0.00616945,0.0061518,0.0106831,0.0101977,0.0526738,0.0108757,0.0134386,0.0154118,0.0183299,0,0.0418256,0,0.00269724,0.0092237,0.00172446,0.026778,0.0122287,0.00879241,0.004845,0.00962891,0,0,0.00734375,0,0.0113083,0.00290903,0.0613858,0.0302085,0.0245376,0.00604134,0.00333402,0.0101911,0.003393,0.0473519,0.00610746,0.00942129,0.0158973,0.0189572,0.00775226,0.0226845,0.0384791,0.00758112,0.00206228,0.00184286,0.00820917,0.00584494,0,0,0,0
54,0.00555277,0.00778416,0,0,0,0.0359632,0.0151888,0.0234172,0.00373853,0,0,0,0,0.00499506,0,0.0182854,0.00274397,0.0443465,0.0195339,0.0181221,0.0123148,0,0,0.00231911,0.00770272,0.00605528,0.00974489,0.00937174,0.0518308,0.0107584,0.0135364,0.014609,0.017373,0,0.0370773,0,0.00300284,0.00908844,0.00164991,0.0274336,0.0122324,0.00849623,0.00475967,0.00945886,0,0,0.00751694,0,0.0113002,0.00256843,0.061475,0.0301037,0.0242017,0.0063342,0.00333272,0.0107516,0.00371746,0.0469893,0.00604803,0.00975278,0.016169,0.0189201,0.00783445,0.0228712,0.0396074,0.00776121,0.0020602,0.00204762,0.00913901,0.0056926,0,0,0,0
55,0.0046851,0.00871036,0,0,0,0.031871,0.0152518,0.0202186,0.00349424,0,0,0,0,0.00480788,0,0.0181212,0.002499,0.0449843,0.015795,0.0184527,0.0119407,0,0,0.0022622,0.00940599,0.00634852,0.00870285,0.00926882,0.0508918,0.0112024,0.014173,0.0138863,0.0163149,0,0.0327878,0,0.00390188,0.00898079,0.00142733,0.028118,0.0122387,0.00825025,0.00457334,0.00915731,0,0,0.00768673,0,0.0112903,0.00220847,0.0615699,0.0301126,0.0238436,0.00660828,0.0032864,0.0112462,0.00414044,0.0466161,0.00611065,0.0101158,0.0163859,0.0189592,0.00786775,0.0230771,0.0406905,0.00781354,0.00222956,0.00215879,0.010189,0.00546371,0,0,0,0
