Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x75,x73,
110,0.00305114,0.00274336,0,0,0,0.00797035,0.0145726,0.00524609,0.00266497,0,0,0,0,0.0089766,0,0.0194797,0.00450421,0.0456203,0.0102003,0.0181299,0,0,0.00187459,0.00420229,0.00479295,0.00930458,0.00280059,0.0474457,0.00606112,0.0131027,0.00373894,0.0110875,0,0.00777678,0,0.00633339,0.00946369,0.00256785,0.0123172,0.0125402,0.0150522,0.00584446,0.00380931,0,0,0.0039019,0,0.0110369,0.00331825,0.0598316,0.0174338,0.0231856,0.00645213,0.00389572,0.00243256,0.00967766,0.052588,0.00756634,0.0127581,0.00774006,0.0184306,0.00354907,0.00899582,0.0122137,0.00127967,0.00529264,0.00312464,0.00210826,0.00297945,0,0,0,0,0,0
111,0.00364192,0.00313298,0,0,0,0.0081603,0.0147174,0.00537293,0.00314921,0,0,0,0,0.0087917,0,0.0197579,0.00422974,0.0455648,0.0103818,0.0180454,0,0,0.00176603,0.0045659,0.00465864,0.00901371,0.00319207,0.0476216,0.00588248,0.0126934,0.00322909,0.0110296,0,0.00732534,0,0.00593082,0.0096278,0.00260346,0.0163409,0.0125877,0.0140939,0.00598788,0.00500349,0,0,0.00307732,0,0.0111493,0.00279214,0.0601176,0.0163709,0.0234082,0.00673673,0.00375883,0.00340311,0.0106597,0.0528095,0.0079669,0.0144868,0.00784007,0.0188703,0.00350637,0.00906408,0.0167157,0.00208573,0.00372135,0.00276961,0.0022896,0.00380334,0,0,0,0,0,0
112,0.00386287,0.00319447,0,0,0,0.00833424,0.01476,0.0056463,0.00367297,0,0,0,0,0.00872259,0,0.0198925,0.0041823,0.0456353,0.0107916,0.0180207,0,0,0.00168083,0.00482924,0.00443364,0.00829534,0.00341987,0.0476465,0.00599276,0.0127385,0.00304392,0.0107754,0,0.00777062,0,0.00478796,0.00970124,0.00272264,0.0196793,0.0125352,0.0130825,0.00571502,0.00575462,0,0,0.00299584,0,0.0112512,0.002753,0.0602527,0.0149691,0.023605,0.00681947,0.00360549,0.00424138,0.0115881,0.0529879,0.00827409,0.0162043,0.00835208,0.0192442,0.00353021,0.00959238,0.0213011,0.00276296,0.0025543,0.00233597,0.00237727,0.00443005,0,0,0,0,0,0
113,0.00388353,0.00301712,0,0,0,0.00865476,0.0147568,0.00596654,0.00399527,0,0,0,0,0.00849826,0,0.0198904,0.0041154,0.0457433,0.0112548,0.0180625,0,0,0.00158105,0.00482705,0.0044509,0.0076967,0.00340724,0.0476639,0.00629188,0.013133,0.00311718,0.0103948,0,0.0086969,0,0.00483084,0.00971622,0.00286218,0.02249,0.0123993,0.0123353,0.00521471,0.00602393,0,0,0.00332422,0,0.0113742,0.00290901,0.0603567,0.0135718,0.0237884,0.00697509,0.0035482,0.00479822,0.0124145,0.0531576,0.00861033,0.0177209,0.00943357,0.0196832,0.00345014,0.0106982,0.0252568,0.00338357,0.00189023,0.00195523,0.00221525,0.00481284,0,0,0,0,0,0
114,0.0038708,0.00280187,0,0,0,0.00925187,0.014749,0.00635576,0.0040783,0,0,0,0,0.00838006,0,0.0198181,0.00424839,0.0457548,0.011721,0.0181402,0,0,0.00148146,0.00482029,0.0046594,0.00747551,0.00315377,0.0477164,0.00674977,0.0138236,0.0033801,0.00997046,0,0.0098111,0,0.00486536,0.00969125,0.00290618,0.0249966,0.0122646,0.0118146,0.00456352,0.00606162,0,0,0.00376036,0,0.0115257,0.00314364,0.0602753,0.0125897,0.0238975,0.00711926,0.00349362,0.00524036,0.0129351,0.0532355,0.00887011,0.0188755,0.0109387,0.0201626,0.00347237,0.0122809,0.0291848,0.00386834,0.00202187,0.00164571,0.00196368,0.00502516,0,0,0,0,0,0
115,0.00388251,0.00261486,0,0,0,0.00987901,0.014769,0.00663176,0.00401097,0,0,0,0,0.00833999,0,0.0198326,0.00435537,0.0456399,0.0122423,0.018281,0,0,0.0014543,0.00472665,0.0048367,0.00752374,0.00267697,0.0477321,0.00723837,0.014648,0.00364905,0.00969626,0,0.010898,0,0.00571685,0.00969018,0.00279218,0.0275268,0.012139,0.0114542,0.00417602,0.00592144,0,0,0.00408292,0,0.0116562,0.00339193,0.0600585,0.0123188,0.0238816,0.00741069,0.00358381,0.00565369,0.0131153,0.0533244,0.00902463,0.0196266,0.0127114,0.0205457,0.00356005,0.0141888,0.0330908,0.00420782,0.00268579,0.00161272,0.00183519,0.00503411,0,0,0,0,0,0
116,0.00390405,0.00247212,0,0,0,0.0104169,0.0148418,0.00676408,0.0038514,0,0,0,0,0.00851453,0,0.0198803,0.00440017,0.0453906,0.0126958,0.018405,0,0,0.00160855,0.00472135,0.00497068,0.00772151,0.00239488,0.0477198,0.00762621,0.0152599,0.00386668,0.00959939,0,0.0118623,0,0.00633001,0.00968157,0.00267464,0.0301581,0.0120624,0.0111239,0.00412179,0.00571857,0,0,0.0042441,0,0.0117609,0.00354669,0.0598255,0.0128875,0.02376,0.00766251,0.00369535,0.00600618,0.0130123,0.0533705,0.00904367,0.019873,0.0144803,0.0207579,0.00378685,0.0161674,0.0370484,0.00445656,0.00342416,0.00176655,0.00201173,0.00502474,0,0,0,0,0,0
117,0.00390843,0.0022779,0,0,0,0.0107066,0.0149465,0.00668251,0.00359188,0,0,0,0,0.00878729,0,0.0199216,0.00442007,0.0450565,0.0129182,0.0185242,0,0,0.00190217,0.00481144,0.00522678,0.00791589,0.00255764,0.0476894,0.00774756,0.0154949,0.00401377,0.00972122,0,0.0125175,0,0.00600276,0.00967617,0.00271081,0.0327151,0.0120416,0.0107297,0.00410414,0.00550313,0,0,0.00435124,0,0.0118624,0.00357265,0.059656,0.0140987,0.0235826,0.0078141,0.00372393,0.0063246,0.0126115,0.0532771,0.00897388,0.0195664,0.0159207,0.0208438,0.00412929,0.0180663,0.0406634,0.00473236,0.00415389,0.00195023,0.00232444,0.00512751,0,0,0,0,0,0
118,0.00338931,0.001602,0,0,0,0.0106781,0.0151513,0.0064352,0.0032689,0,0,0,0,0.00870342,0,0.019925,0.00438905,0.0447098,0.0128729,0.0186367,0,0,0.00210783,0.00430899,0.00563498,0.00791037,0.0023981,0.0476896,0.00755344,0.0152556,0.00411809,0.010068,0,0.0127957,0,0.00507833,0.00965073,0.00278326,0.0349579,0.0121868,0.0102387,0.00389983,0.00330327,0,0,0.00684828,0,0.0118004,0.00297859,0.0596383,0.0157079,0.0232596,0.00792287,0.00349633,0.00692269,0.012054,0.0531296,0.00887695,0.018937,0.0170729,0.020844,0.0044127,0.0199248,0.0437895,0.00853828,0.00202097,0.00177318,0.00248268,0.00376023,0,0,0,0,0,0
119,0.00334847,0.00135707,0,0,0,0.010529,0.0151287,0.00613207,0.00305324,0,0,0,0,0.00875823,0,0.0201487,0.00422199,0.0443731,0.0127181,0.0186539,0,0,0.00243605,0.00444807,0.00601248,0.00775372,0.00201777,0.0475367,0.00721513,0.0147987,0.00423932,0.0105065,0,0.0130123,0,0.00528286,0.00978491,0.00284746,0.0371224,0.0121831,0.00984678,0.00331673,0.00363507,0,0,0.00548189,0,0.0118954,0.00160291,0.0597558,0.0175161,0.0230174,0.00788556,0.00345207,0.00678259,0.0112385,0.0528215,0.00866239,0.0179985,0.0180186,0.0208002,0.00477997,0.021482,0.0468153,0.00738355,0.0036023,0.00185407,0.00256257,0.0042646,0,0,0,0,0,0
120,0.00336299,0.00110253,0,0,0,0.0107182,0.0151303,0.0058419,0.00291877,0,0,0,0,0.00888646,0,0.0201141,0.00426701,0.0440966,0.0126704,0.0187602,0,0,0.00266643,0.00425879,0.00647375,0.0076639,0.00180112,0.0473334,0.00692213,0.0145207,0.00447537,0.0108818,0,0.0133268,0,0.00461391,0.00974814,0.00291848,0.0388716,0.0121606,0.00916153,0.00282449,0.00389778,0,0,0.00573949,0,0.012053,0.00123635,0.0599045,0.0187032,0.0228265,0.00811582,0.00330574,0.00700776,0.0102301,0.0525231,0.0083717,0.0167817,0.0189588,0.0205974,0.00529288,0.022713,0.0498238,0.00760708,0.00404843,0.0017854,0.00256801,0.00454329,0,0,0,0,0,0
121,0.00346629,0.00106939,0,0,0,0.0109782,0.0151144,0.00573196,0.0028597,0,0,0,0,0.00904601,0,0.0200704,0.00427742,0.0438288,0.0126908,0.0188658,0,0,0.00286214,0.0042687,0.00674625,0.00730824,0.00166283,0.0471015,0.00681948,0.0144725,0.00480721,0.0111087,0,0.0138582,0,0.00374474,0.00974258,0.00311033,0.0409314,0.0121204,0.00899327,0.00271683,0.00418961,0,0,0.00574998,0,0.0120847,0.00102689,0.060151,0.0203965,0.0226512,0.0086199,0.00300792,0.00702899,0.00921912,0.0522708,0.00813171,0.0153799,0.0197635,0.0203486,0.00576075,0.0236614,0.052605,0.00743894,0.00466511,0.00176799,0.00257584,0.00465393,0,0,0,0,0,0
122,0.0036476,0.00098755,0,0,0,0.0114649,0.0150821,0.00577531,0.00283382,0,0,0,0,0.00900948,0,0.0199911,0.00429694,0.0435874,0.0131082,0.0189849,0,0,0.00299173,0.00443692,0.00678017,0.00682981,0.00149711,0.0468367,0.00696799,0.0147665,0.00511932,0.0112346,0,0.0146464,0,0.00476715,0.00969074,0.00363899,0.0427395,0.0121046,0.00888243,0.00295642,0.00443643,0,0,0.00601307,0,0.0121806,0.0011239,0.0603665,0.0222547,0.0225043,0.00909808,0.00257715,0.00702997,0.00833695,0.052056,0.00796418,0.0138761,0.0204954,0.0200642,0.0062106,0.0244254,0.0551929,0.00739412,0.00524401,0.00169796,0.00258689,0.00464297,0,0,0,0,0,0
123,0.00379634,0.00091832,0,0,0,0.0120071,0.0150435,0.00619224,0.00284867,0,0,0,0,0.00911922,0,0.019961,0.00443844,0.0433955,0.0134261,0.0190843,0,0,0.00306286,0.00473031,0.0064715,0.00615738,0.00159582,0.0465833,0.00717272,0.0150749,0.0053737,0.01134,0,0.0155663,0,0.00572722,0.00966148,0.00389599,0.0441708,0.0120515,0.00890416,0.00330069,0.0046775,0,0,0.00642565,0,0.0122587,0.00134632,0.0605174,0.0242719,0.0223696,0.00948702,0.00215643,0.00701556,0.00746717,0.0518127,0.00785282,0.0123447,0.0211493,0.0197752,0.00675459,0.0252617,0.0574719,0.00738623,0.00549682,0.00160122,0.00254622,0.00452082,0,0,0,0,0,0
124,0.00396596,0.00100345,0,0,0,0.0123654,0.0150099,0.00710674,0.00287507,0,0,0,0,0.00953465,0,0.0200138,0.00464798,0.0432482,0.0135302,0.0191931,0,0,0.00310481,0.00508065,0.00618728,0.00526439,0.00199292,0.0463245,0.00729947,0.0151992,0.00579779,0.0114819,0,0.0163845,0,0.00569993,0.00968706,0.00376295,0.04522,0.0119741,0.00924856,0.00342728,0.00494096,0,0,0.00673489,0,0.0123058,0.0014706,0.0606037,0.0263773,0.0222258,0.00973514,0.00186915,0.00702933,0.00662789,0.0515827,0.00775668,0.0108831,0.0217734,0.0194883,0.00734631,0.0262909,0.0592122,0.00734327,0.00563345,0.00154986,0.00248018,0.00438982,0,0,0,0,0,0
125,0.00476129,0.00241206,0,0,0,0.0128319,0.0149835,0.00767202,0.00291098,0,0,0,0,0.00980827,0,0.0200276,0.00478006,0.0430785,0.0135369,0.0193045,0,0,0.00302046,0.00489295,0.00602546,0.00446817,0.00245463,0.0460541,0.00733761,0.0153562,0.00615354,0.0117056,0,0.0170855,0,0.00485946,0.00969321,0.00361785,0.0460178,0.0119578,0.00985268,0.00306905,0.00445675,0,0,0.0104973,0,0.012196,0.00432454,0.060633,0.027983,0.0220198,0.0103161,0.00162715,0.00786008,0.00600855,0.0515444,0.00789875,0.00970366,0.0224093,0.0191883,0.00792196,0.0273459,0.060433,0.0113802,0.00328172,0.00125047,0.00289024,0.00396247,0,0,0,0,0,0
126,0.00507795,0.00256386,0,0,0,0.0135641,0.0148566,0.00760395,0.0030544,0,0,0,0,0.010201,0,0.0200295,0.00503169,0.0429322,0.0135552,0.019391,0,0,0.00308922,0.00531792,0.00601475,0.00411604,0.00317154,0.0456945,0.00735099,0.0156739,0.00638381,0.0119502,0,0.0181284,0,0.00615007,0.00969151,0.00369876,0.0463712,0.0118067,0.010543,0.00245629,0.00481701,0,0,0.00957625,0,0.0122723,0.00350994,0.0606573,0.0291257,0.0218928,0.0111793,0.00162659,0.00765199,0.00561137,0.0515958,0.00834033,0.00875331,0.0230513,0.0189376,0.0085609,0.0281945,0.061193,0.0103685,0.00371663,0.00119191,0.00284111,0.00417835,0,0,0,0,0,0
127,0.00510368,0.00256354,0,0,0,0.014405,0.014806,0.00730425,0.00325725,0,0,0,0,0.0103742,0,0.0200516,0.00520862,0.0427906,0.0136303,0.0194453,0,0,0.00325162,0.00550708,0.00614046,0.00404992,0.00384589,0.0453108,0.00742263,0.0158381,0.00650771,0.0121477,0,0.0192773,0,0.00709476,0.00969215,0.0037336,0.0464812,0.0115937,0.0112343,0.00167595,0.00489639,0,0,0.00901275,0,0.0123904,0.00292768,0.0606043,0.0303179,0.0217542,0.0120647,0.00162086,0.00732127,0.00538958,0.0516761,0.00895912,0.00801222,0.0235197,0.0187647,0.00906584,0.0287237,0.0613849,0.00952692,0.00396835,0.00107748,0.00281088,0.00429029,0,0,0,0,0,0
128,0.00523564,0.0026986,0,0,0,0.0153152,0.0147116,0.006767,0.00346075,0,0,0,0,0.0106003,0,0.0201225,0.0053466,0.0427057,0.0131961,0.0194674,0,0,0.00336908,0.0057021,0.00623259,0.00387065,0.00448681,0.0450438,0.00750761,0.0158393,0.00660384,0.012389,0,0.0205791,0,0.0076515,0.00970907,0.00376829,0.0462018,0.011398,0.0117609,0.000733376,0.00497763,0,0,0.00882024,0,0.0125193,0.00265648,0.0604578,0.0313451,0.0215847,0.0128402,0.00141425,0.00691731,0.00526517,0.0517185,0.00965172,0.00752267,0.0238101,0.018658,0.00940379,0.0288663,0.0611315,0.00884379,0.00407307,0.00100174,0.00281143,0.00451555,0,0,0,0,0,0
129,0.00536052,0.00296339,0,0,0,0.0159008,0.0146122,0.00692736,0.00367071,0,0,0,0,0.0109673,0,0.0201064,0.00560299,0.042685,0.0126326,0.0194318,0,0,0.00338472,0.00595691,0.00598368,0.00353993,0.00516871,0.0448506,0.00758459,0.0156955,0.00686372,0.0126905,0,0.0214229,0,0.00758045,0.00971274,0.00379733,0.0456752,0.0111927,0.0120012,0.000654669,0.00509767,0,0,0.00888862,0,0.012633,0.00265394,0.0602893,0.0318947,0.0213646,0.0134602,0.0011399,0.00652154,0.00525447,0.0517716,0.0103561,0.00727057,0.0238067,0.0186035,0.00949825,0.0286475,0.0603498,0.00828304,0.00403451,0.000906232,0.00282971,0.00475825,0,0,0,0,0,0
130,0.00554966,0.00324718,0,0,0,0.0166016,0.01455,0.00648355,0.0039991,0,0,0,0,0.0113453,0,0.020088,0.00598593,0.0426655,0.0119911,0.0194421,0,0,0.00352015,0.00610583,0.00575629,0.00319617,0.0058509,0.0446572,0.00759014,0.0155744,0.00704647,0.0129585,0,0.0223728,0,0.00694159,0.00973309,0.00383352,0.0446718,0.0109973,0.0120666,0.00133476,0.00515553,0,0,0.00903387,0,0.0127209,0.00278291,0.0601276,0.0319567,0.021199,0.0138202,0.00112414,0.00615604,0.00533293,0.0518441,0.0108988,0.00708631,0.0234148,0.0185685,0.0095278,0.0280593,0.0590059,0.00794751,0.00402505,0.000838066,0.00293708,0.00492629,0,0,0,0,0,0
131,0.00576409,0.00357624,0,0,0,0.0173452,0.0144951,0.00632503,0.00434817,0,0,0,0,0.0118376,0,0.0200965,0.00630205,0.042691,0.0116352,0.0194404,0,0,0.00363498,0.00618927,0.0053505,0.00271032,0.0065779,0.0443803,0.00757589,0.0154544,0.00713523,0.0131484,0,0.0232891,0,0.006193,0.00975898,0.00399196,0.0430054,0.0108238,0.0119939,0.001652,0.00518258,0,0,0.00924993,0,0.0128096,0.00300112,0.0600328,0.0313624,0.0210929,0.0140294,0.00116779,0.0059054,0.00556954,0.0519839,0.0113633,0.00711583,0.0225841,0.0185773,0.00957032,0.0269758,0.0569571,0.00777997,0.00401376,0.000840435,0.00306298,0.00495888,0,0,0,0,0,0
132,0.00607469,0.0039719,0,0,0,0.0180485,0.0143806,0.00645573,0.00463013,0,0,0,0,0.0121594,0,0.0200382,0.00654957,0.0427673,0.0113716,0.0194067,0,0,0.00368503,0.00638971,0.00509248,0.002256,0.00732981,0.0440711,0.00749236,0.0153033,0.00709295,0.0133281,0,0.0240786,0,0.00768117,0.00972327,0.00412175,0.0406526,0.0106118,0.0118922,0.00164248,0.00529379,0,0,0.00953972,0,0.0129185,0.00324526,0.0599547,0.0303537,0.0210364,0.0141111,0.00125771,0.00571331,0.00585942,0.0521517,0.0117279,0.00730379,0.0214802,0.0186632,0.00939342,0.0255227,0.0541302,0.00772693,0.00400593,0.000905231,0.00324061,0.0049012,0,0,0,0,0,0
133,0.00715436,0.0055464,0,0,0,0.0184032,0.0142881,0.00658961,0.00497895,0,0,0,0,0.0121042,0,0.0200051,0.00672343,0.042816,0.0111563,0.019394,0,0,0.00367511,0.0062026,0.00487338,0.00157774,0.00805878,0.0438718,0.00734326,0.0151307,0.00699147,0.0135207,0,0.0244194,0,0.00848253,0.00972191,0.00421274,0.0377062,0.010446,0.0112004,0.00163837,0.00566521,0,0,0.0127089,0,0.0128786,0.00656021,0.0597518,0.0288975,0.0209374,0.0137124,0.00136688,0.00708988,0.0061617,0.0523004,0.0118058,0.0075423,0.0200577,0.0189184,0.00899167,0.0237823,0.05047,0.0123422,0.00202499,0.0008451,0.00459742,0.00467737,0,0,0,0,0,0
134,0.00680829,0.00548761,0,0,0,0.0189497,0.0142764,0.0066971,0.00530068,0,0,0,0,0.0122001,0,0.0199621,0.00694886,0.0429582,0.010852,0.0194682,0,0,0.00378134,0.00610614,0.00496066,0.00139721,0.0087498,0.0435656,0.00721316,0.0149514,0.00688331,0.0136754,0,0.0252229,0,0.00845332,0.00970246,0.00423825,0.0343365,0.0102433,0.0107048,0.00157409,0.00533718,0,0,0.0122374,0,0.0130937,0.0061899,0.0596485,0.0275599,0.0209552,0.013019,0.00135432,0.00659586,0.00630062,0.0522555,0.0115545,0.00774018,0.0183934,0.0194056,0.00853738,0.0220843,0.046513,0.011403,0.00241832,0.0010897,0.00451624,0.00435897,0,0,0,0,0,0
135,0.00651199,0.00552744,0,0,0,0.019426,0.0142953,0.00784683,0.0054985,0,0,0,0,0.0121752,0,0.0198996,0.00705228,0.0430652,0.0105202,0.0193921,0,0,0.00380426,0.00593184,0.00508606,0.00157722,0.0093908,0.0432994,0.0071617,0.0147952,0.00699019,0.0137175,0,0.0259982,0,0.0083841,0.00966164,0.00410137,0.0306257,0.0100339,0.00999786,0.0015622,0.00507925,0,0,0.0121114,0,0.0132775,0.00607819,0.0595601,0.025916,0.0210121,0.01169,0.00143517,0.00619413,0.00621899,0.0520723,0.0109403,0.00770686,0.0164021,0.0198616,0.00818563,0.019955,0.0420822,0.0107936,0.0028313,0.00129559,0.0045289,0.00403478,0,0,0,0,0,0
136,0.00625233,0.00557439,0,0,0,0.0195912,0.0142941,0.0108697,0.00557586,0,0,0,0,0.0120011,0,0.0198026,0.00706875,0.0432479,0.0101619,0.0192184,0,0,0.00370771,0.00562332,0.00529088,0.00202791,0.0100643,0.0430927,0.00709937,0.0145301,0.00696182,0.0136905,0,0.0263045,0,0.00873219,0.00958078,0.00382704,0.0265326,0.00988789,0.00921733,0.00163798,0.00482085,0,0,0.0121494,0,0.0134375,0.00605331,0.0594469,0.0246256,0.0211015,0.00986015,0.00161069,0.00589599,0.0057853,0.0517336,0.0099057,0.00736115,0.0141755,0.0201872,0.00793437,0.017594,0.0370566,0.0103297,0.00327354,0.00147058,0.00456536,0.00371126,0,0,0,0,0,0
137,0.00597489,0.00556421,0,0,0,0.019755,0.0143408,0.0123992,0.00567177,0,0,0,0,0.0116246,0,0.0198491,0.00720019,0.0434262,0.00981087,0.0192281,0,0,0.0036548,0.00542184,0.00567692,0.00248844,0.0105898,0.0428594,0.0069421,0.0142077,0.00686007,0.0137108,0,0.0265455,0,0.00894328,0.00962965,0.00400971,0.0218007,0.00981428,0.00891177,0.00170186,0.0045973,0,0,0.0122743,0,0.0135552,0.00603127,0.0593335,0.0234643,0.0212793,0.00798204,0.00171075,0.00567399,0.00510097,0.0513027,0.00860508,0.00681316,0.0119762,0.0204024,0.00783492,0.0156275,0.0312112,0.0100532,0.00371447,0.00160638,0.00462052,0.00341859,0,0,0,0,0,0
138,0.00567925,0.0055599,0,0,0,0.0200357,0.0144098,0.012723,0.00572427,0,0,0,0,0.0110574,0,0.019882,0.0072427,0.0435708,0.00937732,0.0191011,0,0,0.00345956,0.00532964,0.00614909,0.00294549,0.0110233,0.0425574,0.00673296,0.0139203,0.00667361,0.0137253,0,0.0269577,0,0.00881342,0.00967666,0.00415651,0.0165161,0.00977785,0.00945219,0.00157702,0.004432,0,0,0.0123549,0,0.0136091,0.005939,0.0593371,0.0224846,0.0215485,0.0066379,0.0017342,0.00549972,0.00419922,0.0507896,0.0069667,0.00599894,0.00980759,0.0203616,0.00798325,0.0141674,0.024493,0.00982955,0.00410483,0.00164723,0.00467563,0.00311699,0,0,0,0,0,0
139,0.00540103,0.00554162,0,0,0,0.0203278,0.0145213,0.0127837,0.00574125,0,0,0,0,0.0103057,0,0.0197948,0.00705627,0.0438345,0.00886925,0.0187479,0,0,0.00318872,0.00522317,0.00641567,0.00342622,0.0115062,0.0422187,0.00646341,0.0135772,0.00645743,0.0137493,0,0.0273211,0,0.00845115,0.00963327,0.00396813,0.0112773,0.00979125,0.0108031,0.00122647,0.00434284,0,0,0.0123274,0,0.0136137,0.00576122,0.0593712,0.0220179,0.0218188,0.00632675,0.00162067,0.00538257,0.00350295,0.0501837,0.0050028,0.00485455,0.00774909,0.0200603,0.00795568,0.0126907,0.0173401,0.00961497,0.00446409,0.00161477,0.0046914,0.00286011,0,0,0,0,0,0
140,0.00600294,0.00610605,0,0,0,0.0206457,0.0146834,0.0128489,0.00578885,0,0,0,0,0.00892473,0,0.019726,0.00658311,0.0439788,0.00835722,0.0184132,0,0,0.00292672,0.00482151,0.00658138,0.00386933,0.0118218,0.0417465,0.00617641,0.0131578,0.00625252,0.0138297,0,0.0274551,0,0.00770302,0.00957082,0.00353925,0.00691175,0.00984174,0.0125705,0.00111054,0.00517249,0,0,0.0141889,0,0.013494,0.00769031,0.0593771,0.0221649,0.022207,0.00698543,0.00150883,0.00645271,0.00433336,0.0496437,0.00354718,0.00428972,0.0060591,0.019717,0.00782809,0.0112621,0.0105388,0.0130442,0.00358923,0.0015486,0.00552712,0.00294175,0,0,0,0,0,0
141,0.00543539,0.00567621,0,0,0,0.0208744,0.0148432,0.0126397,0.00606757,0,0,0,0,0.00788674,0,0.0197178,0.00643541,0.0441434,0.0078023,0.0183888,0,0,0.00294788,0.00493152,0.00721548,0.00432042,0.0121102,0.0411863,0.0058582,0.0126501,0.00601823,0.0139147,0,0.0275259,0,0.00722763,0.009577,0.00348063,0.00698301,0.0099469,0.014043,0.00160769,0.00480938,0,0,0.0136205,0,0.0134482,0.00702348,0.0593857,0.0218914,0.0227527,0.00743246,0.00155312,0.00629801,0.00636978,0.0493537,0.00412991,0.00502129,0.00493414,0.0195026,0.00744986,0.00957857,0.00432388,0.012464,0.00381477,0.00150674,0.00530925,0.00262079,0,0,0,0,0,0
142,0.0047522,0.00540136,0,0,0,0.0209657,0.0149515,0.012039,0.00653586,0,0,0,0,0.00685456,0,0.0197176,0.00629226,0.0443166,0.00733192,0.0188178,0,0,0.00324521,0.0049783,0.00784818,0.00471073,0.0122104,0.0406879,0.00560866,0.0122916,0.00576971,0.013825,0,0.0277168,0,0.00685159,0.00955824,0.00337415,0.00918648,0.0100252,0.0151156,0.00212539,0.00439494,0,0,0.0132315,0,0.0133955,0.00651589,0.0592106,0.0213754,0.0233216,0.00784496,0.00171685,0.00622424,0.00860542,0.0492233,0.00670586,0.00686397,0.00522418,0.0196011,0.00671403,0.00837786,0.00560535,0.0120413,0.004049,0.00153502,0.00532842,0.00228201,0,0,0,0,0,0
143,0.00418219,0.00520884,0,0,0,0.0222529,0.0149132,0.0115273,0.00686798,0,0,0,0,0.00579811,0,0.0199026,0.00601196,0.0444063,0.00653264,0.0188561,0,0,0.00336812,0.00474543,0.00797099,0.00486717,0.0119069,0.0402365,0.00518703,0.0122983,0.00560133,0.0137585,0,0.0294755,0,0.0060112,0.00958643,0.00301675,0.0164046,0.0100332,0.0165166,0.00253237,0.0040485,0,0,0.0130927,0,0.0133672,0.00633116,0.0586604,0.0206718,0.0236484,0.00687287,0.00191371,0.00606487,0.0114765,0.0496799,0.0106998,0.0105904,0.00783592,0.022042,0.00736411,0.00787387,0.0189626,0.0118207,0.00442355,0.00152162,0.00539961,0.00185505,0,0,0,0,0,0
144,0.00409305,0.00533302,0,0,0,0.0222512,0.0150101,0.0110963,0.00702474,0,0,0,0,0.00557893,0,0.0197296,0.00583408,0.0443776,0.00647978,0.0185618,0,0,0.00329585,0.00464816,0.00818737,0.00524078,0.0115105,0.0399228,0.00480031,0.012242,0.00533017,0.0137143,0,0.0298083,0,0.00585887,0.00958206,0.00279762,0.0265324,0.0100424,0.0215924,0.00304671,0.00390415,0,0,0.0132491,0,0.0133639,0.00649377,0.058186,0.0241011,0.0238718,0.00719045,0.00206033,0.00614462,0.013765,0.0501886,0.0140502,0.0137105,0.0103997,0.02467,0.0108198,0.0100774,0.0295663,0.0120024,0.00440183,0.00155131,0.00560289,0.00166481,0,0,0,0,0,0
145,0.00359536,0.00513288,0,0,0,0.0212231,0.0152114,0.0104146,0.00725837,0,0,0,0,0.00550471,0,0.0195422,0.00583918,0.044262,0.00704036,0.0183247,0,0,0.00322431,0.0048542,0.00845269,0.00564813,0.0109571,0.0397783,0.00444062,0.0120978,0.0049789,0.0134058,0,0.0291095,0,0.00593344,0.0096181,0.00300135,0.0326548,0.010008,0.0248923,0.00366778,0.00319215,0,0,0.0123364,0,0.0134118,0.00554093,0.0580148,0.026951,0.0240463,0.0075033,0.00214048,0.00545237,0.0148845,0.0504436,0.0152658,0.0152153,0.0116051,0.0260463,0.0127661,0.0114512,0.0359355,0.0102452,0.00489957,0.00160667,0.00535832,0.00130069,0,0,0,0,0,0
146,0.00348595,0.00508255,0,0,0,0.020152,0.0152765,0.00920917,0.00749767,0,0,0,0,0.00544657,0,0.0195517,0.00586691,0.0440761,0.008265,0.0182709,0,0,0.00313142,0.00494436,0.00836213,0.00614358,0.0100973,0.03992,0.00397716,0.0118556,0.00485419,0.0125061,0,0.0285975,0,0.00595042,0.00966145,0.00318256,0.0332338,0.00994392,0.0242485,0.00441878,0.00312562,0,0,0.0123086,0,0.0134066,0.00548994,0.05822,0.0265558,0.0241371,0.007607,0.00212802,0.00514947,0.0145615,0.0502406,0.014261,0.0145931,0.0113844,0.0255149,0.0121534,0.0111491,0.0363878,0.010011,0.0048005,0.00165284,0.00541963,0.00102805,0,0,0,0,0,0
