Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x75,x73,
36,0.00620592,0.0171005,0,0,0,0.0407597,0.0154616,0.0115478,0.00417786,0,0,0,0,0.00890814,0,0.019943,0.00925655,0.0454386,0.00751023,0.0177255,0,0,0.00442156,0.0147361,0.0115777,0.00931035,0.0128667,0.0379006,0.00405539,0.00822127,0.0013729,0.0142769,0,0.0522911,0,0.00922718,0.00924492,0.00391973,0.026289,0.00835215,0.0203747,0.00431619,0.0122307,0,0,0.014848,0,0.0145292,0.00960701,0.0595742,0.0219743,0.0213686,0.00777949,0.00536499,0.0168434,0.0145143,0.049741,0.0139016,0.0122689,0.01126,0.0247253,0.0109508,0.0110853,0.0289661,0.0119614,0.00165218,0.00398881,0.0199341,0.00408574,0,0,0,0,0,0
37,0.00559587,0.0169921,0,0,0,0.0409076,0.0153763,0.010426,0.00422722,0,0,0,0,0.00949793,0,0.0198831,0.00952397,0.0450019,0.0087061,0.0174602,0,0,0.00463665,0.0146831,0.0113115,0.00952187,0.0116641,0.0382192,0.00359663,0.00825878,0.00143562,0.0140748,0,0.0532616,0,0.00965071,0.00932139,0.00410552,0.0203512,0.00824673,0.0154868,0.00420731,0.0122477,0,0,0.0147497,0,0.0145308,0.00949616,0.060098,0.0170794,0.0214765,0.00774354,0.00555459,0.016825,0.0127645,0.0488076,0.0112161,0.00945259,0.00937681,0.0227512,0.00814487,0.00952653,0.022303,0.0112285,0.00179541,0.00418184,0.0198448,0.00432215,0,0,0,0,0,0
38,0.00519764,0.0162358,0,0,0,0.04227,0.0153493,0.0092504,0.00428631,0,0,0,0,0.0105024,0,0.0196867,0.00991125,0.0446265,0.0111821,0.0178447,0,0,0.0039806,0.0145052,0.0111154,0.0103519,0.00994636,0.0386168,0.00285863,0.0088741,0.00192104,0.0139332,0,0.056102,0,0.0104261,0.00935105,0.00424307,0.0170869,0.00818972,0.0142186,0.00382534,0.0117014,0,0,0.0145539,0,0.0145407,0.00892915,0.0605904,0.0175759,0.0216997,0.00790278,0.00551881,0.0160524,0.0104347,0.0479017,0.00849864,0.00618069,0.00780038,0.0218134,0.00766032,0.00918322,0.018729,0.0101838,0.00180297,0.00413735,0.0189083,0.0046418,0,0,0,0,0,0
39,0.00463933,0.0156391,0,0,0,0.0411253,0.0152057,0.00771435,0.00419874,0,0,0,0,0.0118048,0,0.0195418,0.0103997,0.044126,0.0129506,0.0179642,0,0,0.00369339,0.0143329,0.0111479,0.0114105,0.00867969,0.0392866,0.00275307,0.00916383,0.00222286,0.0137289,0,0.0559586,0,0.0115656,0.00930554,0.00449565,0.0141212,0.00802894,0.0120971,0.00357986,0.0115878,0,0,0.0146082,0,0.0146494,0.00913852,0.0606633,0.0170891,0.0217831,0.00633062,0.00590025,0.015572,0.00829334,0.0475553,0.00668093,0.00418505,0.00728698,0.022992,0.00738244,0.00844986,0.0146226,0.0102312,0.00207883,0.00433553,0.0180948,0.0051764,0,0,0,0,0,0
40,0.00405641,0.0148564,0,0,0,0.0390201,0.0149714,0.00668893,0.00387788,0,0,0,0,0.0135923,0,0.0194442,0.0110835,0.0436132,0.0146969,0.0179476,0,0,0.00352941,0.0142393,0.0113249,0.0127185,0.00778356,0.0401717,0.00248124,0.00891258,0.00234932,0.0135842,0,0.0545994,0,0.0128826,0.00929306,0.00487038,0.0123706,0.00784207,0.0118618,0.00362161,0.011406,0,0,0.0145308,0,0.0147387,0.00929813,0.060621,0.0193312,0.0220375,0.00516378,0.00630049,0.0149791,0.00585892,0.047405,0.00530022,0.00275968,0.00759928,0.0244226,0.00740953,0.00837615,0.0106044,0.010062,0.00232954,0.00463566,0.0171253,0.0058169,0,0,0,0,0,0
41,0.00353971,0.0140367,0,0,0,0.0357609,0.0146889,0.00662022,0.00339662,0,0,0,0,0.0154561,0,0.019413,0.0117384,0.0431841,0.0161847,0.0181751,0,0,0.00317904,0.0142136,0.0117392,0.0141302,0.00761227,0.0412931,0.00206237,0.00802346,0.00261254,0.0135557,0,0.051705,0,0.0142507,0.00931882,0.00533848,0.0125324,0.00760729,0.0127296,0.00393562,0.0112588,0,0,0.0143964,0,0.014857,0.00949328,0.060745,0.0214997,0.0225534,0.00502516,0.00611243,0.0144062,0.00442812,0.0471042,0.00562131,0.00399298,0.00787488,0.0253718,0.00747658,0.00837628,0.00885043,0.00984314,0.00259959,0.00497346,0.0161812,0.00669632,0,0,0,0,0,0
42,0.003146,0.013184,0,0,0,0.0312593,0.0144551,0.00740107,0.00285817,0,0,0,0,0.0170606,0,0.0194633,0.012196,0.0428614,0.0171843,0.0186521,0,0,0.00270935,0.0142047,0.0123102,0.0154209,0.00865619,0.0427066,0.00154259,0.00651568,0.00301241,0.0137278,0,0.0474648,0,0.0154862,0.00933879,0.00578819,0.0129934,0.00736067,0.0137544,0.00452064,0.0111657,0,0,0.0140818,0,0.0149696,0.00967029,0.0611339,0.0226058,0.0232437,0.00525727,0.00555321,0.0138561,0.00460543,0.0464784,0.00684088,0.0054307,0.0078371,0.0254533,0.00731883,0.00828715,0.00876413,0.00975609,0.00286667,0.00525298,0.015245,0.0076963,0,0,0,0,0,0
43,0.00292733,0.0123038,0,0,0,0.0249539,0.0143124,0.00882515,0.00248339,0,0,0,0,0.0182311,0,0.019532,0.0125042,0.0425544,0.0182179,0.0191401,0,0,0.00227753,0.0140494,0.0128985,0.016247,0.0105736,0.0444185,0.00194321,0.00482347,0.00350547,0.014201,0,0.0420942,0,0.0163293,0.00933541,0.00607947,0.0123817,0.00725959,0.014332,0.0049881,0.0108331,0,0,0.0133871,0,0.0149956,0.0089843,0.0616352,0.0222856,0.0237495,0.00510626,0.00486076,0.0132695,0.00521251,0.0459643,0.00787212,0.00671319,0.00765642,0.0248853,0.00658824,0.00815251,0.00876042,0.00809187,0.00284308,0.00533808,0.0141635,0.00847114,0,0,0,0,0,0
44,0.00258041,0.011525,0,0,0,0.0179477,0.014232,0.0113817,0.00237999,0,0,0,0,0.0187194,0,0.0196589,0.0124458,0.042296,0.018571,0.0196353,0,0,0.00190869,0.0139264,0.0130049,0.0163212,0.0126026,0.0464157,0.00398468,0.00413503,0.00413502,0.0149943,0,0.0354478,0,0.0165949,0.00935418,0.00612475,0.0116834,0.00728682,0.0145276,0.00542259,0.0107179,0,0,0.0127791,0,0.0149873,0.00868942,0.0620862,0.0210069,0.0240822,0.00455342,0.00439739,0.0126562,0.00525864,0.0456417,0.00787211,0.00710287,0.00724219,0.0241036,0.00566458,0.00786553,0.00800128,0.00788923,0.00278708,0.00526856,0.0132368,0.0093244,0,0,0,0,0,0
45,0.00215624,0.0107936,0,0,0,0.0107259,0.0141212,0.0141681,0.00245851,0,0,0,0,0.0187702,0,0.0198108,0.012147,0.0420562,0.0182154,0.0201344,0,0,0.0017972,0.0138892,0.0124924,0.0154456,0.0133995,0.0485595,0.00637945,0.005936,0.00467597,0.0159908,0,0.0278471,0,0.0165402,0.00938518,0.00598814,0.0105586,0.0075121,0.014024,0.00580748,0.0105947,0,0,0.0122191,0,0.014909,0.00818882,0.0624322,0.0190157,0.0243145,0.00396009,0.00442354,0.0118957,0.00480319,0.0454328,0.00711215,0.00677403,0.0064184,0.0233178,0.00460852,0.00711345,0.00652828,0.00778777,0.00252771,0.004926,0.0123943,0.00984645,0,0,0,0,0,0
46,0.00188456,0.0102057,0,0,0,0.0056939,0.0140134,0.0164904,0.00321746,0,0,0,0,0.0184713,0,0.0199267,0.0117473,0.0418296,0.0168134,0.0205722,0,0,0.00178552,0.01387,0.0111899,0.0133108,0.0136238,0.0505722,0.00829409,0.00857231,0.00476533,0.0170866,0,0.0200212,0,0.0159255,0.00939931,0.00571912,0.00976565,0.00784236,0.0132806,0.00604162,0.0105823,0,0,0.0119074,0,0.0147486,0.00769387,0.0627212,0.0169386,0.0244685,0.00387882,0.00500726,0.0112693,0.00432598,0.0451618,0.00613759,0.00618247,0.00569866,0.0224885,0.00365917,0.00623361,0.00600559,0.00790695,0.0021961,0.00439165,0.0117362,0.00987556,0,0,0,0,0,0
47,0.00181536,0.00977066,0,0,0,0.00820238,0.0139552,0.0178588,0.00442717,0,0,0,0,0.0179196,0,0.0200418,0.0113157,0.0416227,0.0140216,0.0209031,0,0,0.00186274,0.0138921,0.00903592,0.0106727,0.0133251,0.0524155,0.00935311,0.0110398,0.00433863,0.0183058,0,0.01385,0,0.0150343,0.00941408,0.00531674,0.00995367,0.00826195,0.0126115,0.0060043,0.0106566,0,0,0.0118723,0,0.0145311,0.00731814,0.0629434,0.0152709,0.0245773,0.00387685,0.00595392,0.0108601,0.00402642,0.0448425,0.00536413,0.00568081,0.00522746,0.0216862,0.0030105,0.0055498,0.00749432,0.00833872,0.00206693,0.00379309,0.0113351,0.00938866,0,0,0,0,0,0
48,0.00183155,0.00939317,0,0,0,0.0132898,0.0139169,0.0179878,0.00566715,0,0,0,0,0.0171035,0,0.0201018,0.0108379,0.041488,0.0109441,0.0209792,0,0,0.00199739,0.013924,0.0064864,0.00880727,0.012939,0.054163,0.0103354,0.0128849,0.00378867,0.0198472,0,0.0120323,0,0.0145405,0.0094087,0.00484436,0.0103858,0.00882872,0.0123713,0.00566594,0.0107139,0,0,0.0120212,0,0.0142983,0.00705634,0.0630547,0.014139,0.024599,0.00335931,0.00697051,0.0104908,0.00376015,0.0448691,0.00488103,0.00528989,0.00478728,0.0211348,0.00280035,0.00480923,0.00907617,0.00887485,0.00236681,0.00315128,0.0110162,0.00854091,0,0,0,0,0,0
49,0.00187379,0.00901401,0,0,0,0.0176621,0.01394,0.0177669,0.00672862,0,0,0,0,0.0163565,0,0.0201223,0.0104247,0.0413622,0.0113076,0.0208573,0,0,0.00223374,0.014048,0.00425858,0.00864721,0.0119928,0.0558733,0.0113703,0.0142491,0.00418904,0.0216757,0,0.0142746,0,0.0140017,0.00942496,0.00442678,0.0104015,0.00948115,0.0126544,0.00518322,0.01058,0,0,0.0123674,0,0.0140331,0.00700449,0.0629735,0.0135252,0.0245662,0.00239469,0.00776879,0.0100363,0.0033472,0.0452994,0.00448016,0.00487521,0.00415476,0.0209221,0.0027222,0.00387682,0.00945894,0.00964742,0.00294749,0.0025284,0.010712,0.00752974,0,0,0,0,0,0
50,0.00218944,0.00882572,0,0,0,0.0208957,0.013912,0.0179033,0.00764521,0,0,0,0,0.0159918,0,0.0201442,0.0102286,0.0411324,0.0160065,0.0205091,0,0,0.00251581,0.0143417,0.00324573,0.0105181,0.0104717,0.0574548,0.0122556,0.0151972,0.0054683,0.0237819,0,0.0190613,0,0.0134657,0.00949176,0.00422465,0.0103593,0.0100864,0.0132571,0.00487975,0.010801,0,0,0.0128035,0,0.0136569,0.00682027,0.0627318,0.0133828,0.0245065,0.00154352,0.00822755,0.00981909,0.00295098,0.0459921,0.00410917,0.00459165,0.00341457,0.0208732,0.00275218,0.00313086,0.00875557,0.0097118,0.0039982,0.00200624,0.0106743,0.00709198,0,0,0,0,0,0
51,0.0024919,0.00870496,0,0,0,0.0233751,0.0139269,0.0164107,0.00860134,0,0,0,0,0.0157621,0,0.0200957,0.00998936,0.0409907,0.0228764,0.0201741,0,0,0.00292346,0.014856,0.00503133,0.014334,0.00931749,0.0587642,0.0131246,0.0156658,0.00739486,0.0252615,0,0.0249092,0,0.0131914,0.00950894,0.00412855,0.0100072,0.0106458,0.0138259,0.00502432,0.0110635,0,0,0.0129101,0,0.0132545,0.00653664,0.0624638,0.0134027,0.024377,0.00120514,0.00845101,0.00969425,0.00261687,0.0466312,0.00395539,0.00460345,0.0029633,0.0208248,0.00285621,0.00294402,0.00830472,0.00969613,0.00478681,0.00167507,0.0107391,0.00714229,0,0,0,0,0,0
52,0.00285411,0.0088251,0,0,0,0.0244211,0.0140191,0.0155474,0.00945569,0,0,0,0,0.0155316,0,0.0200239,0.00971786,0.0410616,0.0299607,0.0200941,0,0,0.00348804,0.0156343,0.00827969,0.0189953,0.00858045,0.0598173,0.0139378,0.0159485,0.00913715,0.0264466,0,0.030477,0,0.0132905,0.00949597,0.00411549,0.00975578,0.0111585,0.0141927,0.00528038,0.0113934,0,0,0.0126928,0,0.0128587,0.00633212,0.0622809,0.013256,0.0242852,0.00124343,0.0086206,0.00969839,0.00252659,0.046957,0.00405664,0.00468909,0.00310256,0.0208259,0.00283754,0.00319092,0.00814211,0.00952955,0.00510165,0.00153179,0.0109879,0.00752913,0,0,0,0,0,0
53,0.00326739,0.00919382,0,0,0,0.0266916,0.0141725,0.0170864,0.0100917,0,0,0,0,0.0151657,0,0.0199293,0.00941688,0.0412498,0.0349863,0.0205272,0,0,0.00403403,0.0166855,0.010836,0.0228288,0.00825552,0.0605023,0,0.0170994,0.00976496,0.0262165,0,0.0364522,0,0.013641,0.00944125,0.00407752,0.00966098,0.0116489,0.0143592,0.00516472,0.0117542,0,0,0.0121208,0,0.0124936,0.00586574,0.062353,0.0128162,0.0243058,0.00155004,0.00860768,0.00979602,0.0027035,0.0468419,0.00435705,0.00480634,0.00378464,0.0209528,0.00259302,0.00394299,0.00799927,0.00932073,0.00488679,0.00160208,0.0114638,0.00806395,0,0,0,0,0,0
54,0.00323349,0.00942238,0,0,0,0.0276703,0.014262,0.0164955,0.0103485,0,0,0,0,0.0151603,0,0.0198703,0.00933356,0.0415405,0.0400668,0.0204037,0,0,0.00491697,0.0169112,0.0140766,0.0277397,0.00828203,0.0611732,0.0151532,0.0176144,0.0103951,0.0278238,0,0.0394276,0,0.0141133,0.00937788,0.00415864,0.00949789,0.0118051,0.0141707,0.00480433,0.0119982,0,0,0.0115636,0,0.0123099,0.00561315,0.0624475,0.0123251,0.0243293,0.00199633,0.00895026,0.010167,0.00282407,0.0466362,0.00464616,0.00491536,0.00471174,0.0209802,0.00227159,0.0050068,0.00770047,0.00906922,0.00431915,0.00177176,0.011752,0.00831375,0,0,0,0,0,0
55,0.00330802,0.00963263,0,0,0,0.0295125,0.0143662,0.0168139,0.0103992,0,0,0,0,0.0154322,0,0.0198928,0.00942783,0.0416099,0.043383,0.0202131,0,0,0.00522658,0.0171876,0.0161509,0.0314731,0.00896421,0.0615466,0.0163436,0.0190621,0.0107312,0.0281567,0,0.0437592,0,0.0146082,0.00932841,0.00430074,0.00921139,0.0118936,0.0141625,0.0040339,0.0121957,0,0,0.0108967,0,0.0121129,0.00536112,0.0626337,0.0122171,0.0243024,0.00236269,0.00903479,0.0106359,0.00295792,0.0464117,0.00481888,0.0050798,0.00552676,0.0209162,0.00208989,0.00587983,0.00697815,0.00878951,0.00347978,0.00148578,0.0120243,0.00897655,0,0,0,0,0,0
56,0.00332263,0.00994996,0,0,0,0.0316372,0.0144818,0.0173085,0.0103769,0,0,0,0,0.0159773,0,0.019924,0.00968454,0.0414776,0.0456565,0.0199201,0,0,0.0052658,0.0174751,0.0176706,0.034365,0.00970566,0.0616879,0.0182245,0.020731,0.011111,0.0286219,0,0.0483305,0,0.0151765,0.0092707,0.00447122,0.00883583,0.0118849,0.0141796,0.00341258,0.0122752,0,0,0.0101867,0,0.0119111,0.0050465,0.0628143,0.0118826,0.0242901,0.00256151,0.00885323,0.0111796,0.00300222,0.0462989,0.00485223,0.00508035,0.00586195,0.0207153,0.00192915,0.00620292,0.00615627,0.00847801,0.00254292,0.0013515,0.0124567,0.00988142,0,0,0,0,0,0
57,0.00300263,0.0102249,0,0,0,0.0342938,0.0146057,0.0176466,0.0103963,0,0,0,0,0.0165387,0,0.0198834,0.00987752,0.041514,0.046635,0.0196052,0,0,0.00514529,0.0171604,0.01831,0.0358307,0.0100942,0.0617992,0.019735,0.0221054,0.0114599,0.0290768,0,0.052487,0,0.0154198,0.00916912,0.00457847,0.00829912,0.011838,0.0140683,0.00360026,0.0122667,0,0,0.010512,0,0.0117672,0.00589314,0.0629457,0.0113122,0.0241142,0.00270342,0.00843316,0.0117557,0.00300244,0.0463136,0.00482761,0.00508636,0.00576123,0.0204326,0.00170469,0.00616316,0.00575745,0.00962104,0.00158238,0.00137514,0.0128313,0.0107307,0,0,0,0,0,0
58,0.00308964,0.010065,0,0,0,0.0372781,0.0145674,0.0178688,0.0102665,0,0,0,0,0.0176658,0,0.0200066,0.0106273,0.0414966,0.0465501,0.0195223,0,0,0.00471324,0.016869,0.0185426,0.0366447,0.0102086,0.0619233,0.0209658,0.0233833,0.0116937,0.0295974,0,0.0565372,0,0.0161457,0.00919236,0.00483751,0.00821793,0.0118489,0.0137423,0.00417547,0.00810406,0,0,0.00609435,0,0.0117892,0.00105337,0.0631095,0.0107681,0.0239991,0.00281715,0.00767749,0.0102145,0.00306107,0.0462887,0.00475385,0.00517078,0.00569466,0.0202205,0.00141881,0.00629395,0.00560932,0.00369772,0.00237695,0.00164631,0.0118666,0.00905108,0,0,0,0,0,0
59,0.00310902,0.0101756,0,0,0,0.0404654,0.0146262,0.0176673,0.0100054,0,0,0,0,0.0175028,0,0.0199997,0.0105306,0.0413652,0.0457506,0.0195705,0,0,0.00438098,0.0167209,0.0186876,0.0371669,0.0102007,0.0621146,0.0221075,0.0246445,0.0116614,0.0301731,0,0.0602495,0,0.0160985,0.00914144,0.00479929,0.00842381,0.0117357,0.0133644,0.00453459,0.00817408,0,0,0.00560026,0,0.0116801,0.00100805,0.0630661,0.0104189,0.0240016,0.00286968,0.00715242,0.0105618,0.00305072,0.0462473,0.00463041,0.00511849,0.00583444,0.0200611,0.00140657,0.00656764,0.00580902,0.00368056,0.00170814,0.00146157,0.0119746,0.00907327,0,0,0,0,0,0
60,0.00301572,0.010173,0,0,0,0.0435115,0.0146584,0.017303,0.00948796,0,0,0,0,0.01739,0,0.0199622,0.0104439,0.0412125,0.0442439,0.0194026,0,0,0.00408108,0.0164302,0.0184269,0.0369373,0.0101016,0.0621118,0.0226317,0.025602,0.011542,0.0306833,0,0.0635313,0,0.0160381,0.00905915,0.00494301,0.0087698,0.0116046,0.0131351,0.00442566,0.00826743,0,0,0.00506928,0,0.0115533,0.000912364,0.0628857,0.0102953,0.024047,0.00298103,0.00668485,0.0109536,0.00297647,0.0462465,0.00450732,0.00506393,0.00621516,0.0199602,0.00151364,0.00714444,0.00626478,0.0037205,0.00184357,0.00135039,0.0120621,0.00845935,0,0,0,0,0,0
61,0.00247737,0.0100027,0,0,0,0.0450071,0.01475,0.0165316,0.00884275,0,0,0,0,0.0170537,0,0.0198335,0.0101486,0.0401332,0.0390575,0.0192046,0,0,0.00318033,0.0158551,0.0149414,0.030424,0.00896888,0.0630468,0.0211309,0.0233222,0.0112813,0.0311412,0,0.0638971,0,0.0154467,0.00890166,0.0049475,0.00917572,0.0115998,0.0127306,0.00411098,0.00839868,0,0,0.00423005,0,0.0113932,0.00122351,0.0628794,0.0105359,0.0242062,0.0030481,0.00590366,0.011398,0.00285204,0.0463557,0.00437342,0.00511767,0.00692812,0.019862,0.0018569,0.00835948,0.00723549,0.00407301,0.00253229,0.00153165,0.0119343,0.00745732,0,0,0,0,0,0
62,0.00198767,0.00977871,0,0,0,0.0483534,0.0147498,0.0167302,0.00831875,0,0,0,0,0.0171539,0,0.0198148,0.0100531,0.0406225,0.0392631,0.0187498,0,0,0.0032254,0.0152431,0.0164323,0.0330453,0.00942913,0.0618071,0.0223695,0.0259222,0.0109857,0.0309146,0,0.0683942,0,0.0150857,0.00884275,0.00492985,0.0096388,0.0115534,0.0123217,0.00324933,0.00873587,0,0,0.00364385,0,0.0113382,0.00136322,0.062872,0.0109396,0.0239445,0.00327049,0.00565571,0.0117832,0.00283965,0.0465038,0.00438137,0.00523505,0.00739852,0.0197743,0.00206361,0.00919569,0.00807617,0.00421181,0.00322776,0.00178566,0.0117132,0.00658614,0,0,0,0,0,0
63,0.00177213,0.00950246,0,0,0,0.047945,0.0148587,0.0167643,0.00735722,0,0,0,0,0.0162213,0,0.0197503,0.00941859,0.038644,0.0282939,0.0190726,0,0,0.0019089,0.0146192,0.010092,0.0174412,0.012309,0.0643818,0.0192806,0.0185676,0.0103361,0.0311193,0,0.0631964,0,0.0143455,0.00878311,0.00457826,0.0103355,0.0118164,0.011787,0.00293342,0.00879868,0,0,0.00267229,0,0.0111387,0.00258167,0.06294,0.0121939,0.0244676,0.00325771,0.00435226,0.0116419,0.00276471,0.0464962,0.00417303,0.00526019,0.00840768,0.0196245,0.00260272,0.010601,0.0096281,0.00491103,0.00413398,0.00232604,0.0112687,0.0058308,0,0,0,0,0,0
64,0.00165749,0.00907,0,0,0,0.0489355,0.0148653,0.0177943,0.00676164,0,0,0,0,0.0157171,0,0.0196977,0.009027,0.0380548,0.0227155,0.0190922,0,0,0.00177667,0.0138375,0.00965134,0.0103959,0.0163096,0.0649727,0.0186928,0.0156982,0.00984896,0.0306395,0,0.0616176,0,0.0139251,0.00874345,0.00436301,0.0111706,0.0120501,0.0112928,0.00282507,0.00916214,0,0,0.00283689,0,0.0109944,0.00360029,0.0629032,0.0129088,0.024705,0.00347197,0.003724,0.0115793,0.00279145,0.046486,0.00407049,0.00548869,0.0094178,0.0194814,0.0031055,0.011609,0.0113659,0.00557763,0.00491851,0.00271994,0.0108782,0.00556113,0,0,0,0,0,0
65,0.00179384,0.00864025,0,0,0,0.0502876,0.0148577,0.019312,0.00641957,0,0,0,0,0.0153464,0,0.0196609,0.00871959,0.0378924,0.0196576,0.0190426,0,0,0.00192229,0.013008,0.0103,0.00751781,0.0189242,0.0649558,0.0182228,0.0141427,0.00934965,0.0298808,0,0.0614194,0,0.0134226,0.00873014,0.00419201,0.0123817,0.0123255,0.011074,0.00286416,0.00987995,0,0,0.00410214,0,0.0108342,0.00470635,0.0628824,0.0137003,0.0247756,0.00368281,0.00352916,0.0117434,0.00285778,0.0465124,0.00392395,0.00577268,0.0100129,0.019342,0.00335961,0.0122732,0.0135642,0.00643745,0.00554771,0.00299463,0.010406,0.0058658,0,0,0,0,0,0
66,0.00254491,0.00753542,0,0,0,0.0513266,0.0148272,0.0211642,0.00584996,0,0,0,0,0.0156082,0,0.0197284,0.00892653,0.037892,0.0181939,0.0190451,0,0,0.00223033,0.0120715,0.0116022,0.00829221,0.0215249,0.0647894,0.0177062,0.0125205,0.00882977,0.0290327,0,0.0609395,0,0.0132925,0.00877714,0.00415151,0.013846,0.0124625,0.0108779,0.00342313,0.00618655,0,0,0.00624485,0,0.0108914,0.00485367,0.0629543,0.0147116,0.0247959,0.00392916,0.0032194,0.00855012,0.00300616,0.0464731,0.00394852,0.00620769,0.0105156,0.0192028,0.00367326,0.0129917,0.015891,0.00707757,0.00371221,0.00289658,0.00851263,0.00439411,0,0,0,0,0,0
67,0.00262173,0.00673311,0,0,0,0.0519828,0.0148199,0.0229349,0.00563495,0,0,0,0,0.0152118,0,0.0197409,0.00866088,0.0379218,0.0182515,0.0191873,0,0,0.00262321,0.011181,0.0133759,0.0119147,0.0234285,0.0645087,0.0174802,0.0109075,0.00815485,0.0280929,0,0.0599295,0,0.0126198,0.00882099,0.00392283,0.0149988,0.0126177,0.0103388,0.00387529,0.00577144,0,0,0.00635905,0,0.0108397,0.00508714,0.0630365,0.0157468,0.024783,0.00429149,0.0033542,0.00736349,0.00317108,0.0464067,0.00418827,0.00684711,0.0110506,0.0190336,0.00411265,0.0136637,0.0179277,0.00671765,0.00407006,0.003171,0.00763892,0.00461706,0,0,0,0,0,0
68,0.0027294,0.00589608,0,0,0,0.051784,0.0147454,0.0244708,0.00578107,0,0,0,0,0.0148502,0,0.0196314,0.00836877,0.03813,0.0193595,0.0193648,0,0,0.00303586,0.010274,0.0151351,0.0161805,0.0250718,0.0641568,0.0174451,0.00916258,0.00759365,0.0271152,0,0.0581607,0,0.0123081,0.00877266,0.00370988,0.0161829,0.0127723,0.00981218,0.00443456,0.00546393,0,0,0.00639055,0,0.0108607,0.00520099,0.0631757,0.0166073,0.0247816,0.00472397,0.00358302,0.00619458,0.00331861,0.0463446,0.00444444,0.0075936,0.0115171,0.0189011,0.00450652,0.0144573,0.01996,0.00634365,0.00440695,0.00335968,0.00663476,0.00501677,0,0,0,0,0,0
69,0.0029381,0.00510829,0,0,0,0.0509054,0.0145985,0.0257093,0.00593576,0,0,0,0,0.0144805,0,0.0196038,0.00813258,0.0384827,0.0209587,0.0196032,0,0,0.00340928,0.00944475,0.0167777,0.020206,0.0266869,0.0637974,0.0173747,0.00743915,0.00722629,0.026302,0,0.0558525,0,0.0118403,0.00881199,0.00344234,0.0172986,0.0128461,0.0094458,0.00508239,0.00512021,0,0,0.00627593,0,0.0108917,0.00509985,0.0632889,0.0178179,0.0248151,0.00506377,0.00366114,0.00493103,0.00343144,0.0462453,0.00465074,0.00813882,0.0119612,0.0188721,0.00486963,0.0152712,0.0218519,0.0057121,0.00466214,0.00347897,0.00561412,0.00530463,0,0,0,0,0,0
70,0.00316037,0.00448759,0,0,0,0.0492968,0.0144792,0.026102,0.00589437,0,0,0,0,0.0141897,0,0.019639,0.00799052,0.0388834,0.022442,0.0198786,0,0,0.00405181,0.00866486,0.01825,0.023726,0.0280802,0.0634369,0.0172284,0.00600891,0.00677625,0.0255195,0,0.0530712,0,0.0113338,0.00893171,0.00331699,0.0182193,0.0128601,0.00905005,0.00586797,0.00491387,0,0,0.00631379,0,0.0109103,0.00495095,0.0633317,0.0184392,0.0247956,0.0053779,0.00371339,0.00382201,0.003625,0.0461946,0.00493349,0.00850329,0.0124014,0.0188831,0.00521364,0.0160139,0.0233531,0.00493106,0.00503884,0.00351744,0.00478041,0.00544192,0,0,0,0,0,0
71,0.00301951,0.00384572,0,0,0,0.0470311,0.0143458,0.0261086,0.0061827,0,0,0,0,0.0142859,0,0.0196567,0.00788508,0.0392839,0.0234614,0.0199837,0,0,0.00486268,0.00793408,0.0196191,0.0267851,0.0289196,0.0630837,0.0170141,0.00485103,0.00616599,0.0246904,0,0.0498195,0,0.0114065,0.00898241,0.00332966,0.0189868,0.0128129,0.00880951,0.00661192,0.00505832,0,0,0.00641437,0,0.0108639,0.00478498,0.0632204,0.0187736,0.0247461,0.00574926,0.00405737,0.00331658,0.00386713,0.0461105,0.00518208,0.00891264,0.0127413,0.0188973,0.00542458,0.0165736,0.0246006,0.00432786,0.00549412,0.00353406,0.00415843,0.00550006,0,0,0,0,0,0
72,0.00268883,0.00305287,0,0,0,0.0441022,0.0142244,0.0259541,0.00661124,0,0,0,0,0.0145469,0,0.0197155,0.00781839,0.0397188,0.0241648,0.0196682,0,0,0.00488222,0.00733624,0.0209049,0.0296438,0.0297386,0.0624367,0.0165815,0.00431769,0.0057184,0.0237339,0,0.0458302,0,0.0114659,0.00904122,0.00338189,0.0196762,0.0127366,0.00846898,0.00712388,0.00555462,0,0,0.00663547,0,0.0107786,0.00465575,0.06286,0.0190565,0.0246092,0.00611106,0.00448397,0.00346885,0.00409715,0.0459438,0.00519253,0.00928694,0.0129059,0.0188495,0.00538771,0.0167787,0.0256901,0.003949,0.00598595,0.00355252,0.00356698,0.0056002,0,0,0,0,0,0
