Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72
All Timesteps RMSE,0.0101351,0.0117773,0,0,0,0.0291029,0.0152677,0.0165039,0.00769958,0,0,0,0,0.0191493,0,0.0182692,0.00952433,0.0402338,0.0258575,0.0187296,0.0200755,0,0,0.00529531,0.0158778,0.0147598,0.020915,0.0144975,0.051133,0.0120006,0.01771,0.0094556,0.0140399,0,0.0379133,0,0.0162106,0.00933542,0.00552962,0.0244248,0.0111174,0.0121439,0.00704597,0.0134148,0,0,0.00977789,0,0.0125216,0.00461707,0.0617225,0.0205909,0.0237836,0.00652613,0.00509062,0.00859493,0.0072138,0.0482566,0.00707437,0.0097259,0.0107739,0.0187359,0.00611798,0.0138582,0.0324009,0.00577981,0.00704462,0.00486752,0.0139228,0.0101408,0,0,0
0,0.00904731,0.00433692,0,0,0,0.00678611,0.0131772,0.0108269,0.00774418,0,0,0,0,0.015797,0,0.0204743,0.00712711,0.0425846,0.0219088,0.0196024,0.0256215,0,0,0.00547424,0.0095888,0.0120006,0.0199648,0.0128054,0.0543076,0.00621567,0.0121402,0.00313589,0.0126973,0,0.0170987,0,0.0131374,0.0106784,0.00416863,0.0217725,0.0116621,0.00564381,0.00825074,0.00911454,0,0,0.00974362,0,0.011829,0.00316747,0.0625536,0.0189895,0.0235535,0.00568219,0.0070386,0.00448938,0.00457258,0.04535,0.00392123,0.00984179,0.0116875,0.0170601,0.00611031,0.0165802,0.0301231,0.00539944,0.00372472,0.00205278,0.00368567,0.0108068,0,0,0
1,0.0091534,0.00464649,0,0,0,0.0105809,0.0131664,0.00943145,0.00623646,0,0,0,0,0.0159265,0,0.0206017,0.00745066,0.0433067,0.0186518,0.0195172,0.0209472,0,0,0.0044568,0.00956443,0.00907384,0.0152486,0.00905626,0.053263,0.0051312,0.0117588,0.00385618,0.0125426,0,0.0195157,0,0.0133183,0.0107087,0.00422309,0.0217777,0.0116238,0.00495515,0.00753666,0.00939163,0,0,0.0110368,0,0.0118999,0.00344738,0.0622321,0.0174299,0.0236978,0.00590439,0.00649881,0.00469185,0.00487303,0.0449347,0.0043111,0.00976486,0.0109009,0.0172457,0.00536804,0.0154231,0.0296936,0.00577217,0.00371147,0.00232189,0.00387388,0.0110648,0,0,0
2,0.00907237,0.00461563,0,0,0,0.0140604,0.0131592,0.00855168,0.00586098,0,0,0,0,0.016231,0,0.0207571,0.007935,0.0436498,0.0151281,0.0196115,0.016159,0,0,0.00404341,0.00952975,0.00572292,0.0102342,0.0050101,0.0523337,0.00480709,0.0118964,0.00432424,0.0123797,0,0.0218769,0,0.0136474,0.0107708,0.00427815,0.022431,0.0116231,0.00458119,0.0073251,0.0095729,0,0,0.0117852,0,0.0119385,0.00361099,0.0621887,0.017182,0.0234839,0.00618487,0.0062214,0.0046493,0.00527002,0.0446687,0.00468211,0.010106,0.0108516,0.017245,0.00513833,0.0152994,0.0301068,0.00614216,0.0039673,0.00213654,0.00384425,0.0112405,0,0,0
3,0.00937219,0.00502611,0,0,0,0.0165275,0.0133131,0.00863794,0.00560729,0,0,0,0,0.0146174,0,0.0203936,0.00611635,0.0438616,0.0121382,0.0196752,0.0116405,0,0,0.00363949,0.0096846,0.00229049,0.00432796,0.00173685,0.0517417,0.00519618,0.0121453,0.00479772,0.0122196,0,0.02297,0,0.0126454,0.0105126,0.00390509,0.0230257,0.0115059,0.00426367,0.00745153,0.00960081,0,0,0.012268,0,0.0118602,0.00431795,0.0621423,0.0170843,0.0230442,0.00651244,0.00590958,0.00531372,0.00569474,0.0445267,0.00512136,0.010596,0.0109427,0.0175135,0.00508319,0.01535,0.0304534,0.0070669,0.00331201,0.00211078,0.00418209,0.0111545,0,0,0
4,0.00938641,0.00536275,0,0,0,0.018836,0.0133022,0.0102725,0.00564509,0,0,0,0,0.0143902,0,0.0203312,0.00616193,0.0440416,0.0114876,0.0198643,0.00870732,0,0,0.00335686,0.00960713,0.00380744,0.00209142,0.00452083,0.0513895,0.00610217,0.0126059,0.00550524,0.0122372,0,0.0237762,0,0.0124522,0.0104839,0.00386446,0.0235335,0.0114041,0.0039353,0.00775103,0.00966847,0,0,0.0130525,0,0.011724,0.00460897,0.0620391,0.0167125,0.0226631,0.00690292,0.00565968,0.00548116,0.00617041,0.0444203,0.00571112,0.011106,0.0109383,0.0178092,0.00502015,0.0153126,0.0308077,0.00736265,0.00310439,0.00207129,0.00454034,0.011144,0,0,0
5,0.00935844,0.00560102,0,0,0,0.0210422,0.0132846,0.0127889,0.00595846,0,0,0,0,0.0139959,0,0.0201776,0.00600823,0.0442473,0.013403,0.0201976,0.00867792,0,0,0.00316668,0.00951436,0.0080998,0.00780523,0.00846952,0.0514773,0.00726866,0.0131812,0.0063556,0.0123278,0,0.0242694,0,0.0120724,0.0104257,0.00381964,0.0242278,0.0114994,0.00356878,0.00805057,0.00975061,0,0,0.0136067,0,0.0117687,0.0046754,0.0617251,0.016313,0.022375,0.00715828,0.00533218,0.00550141,0.0066252,0.043907,0.00615423,0.0115166,0.0108323,0.0180697,0.00486062,0.0152172,0.0315099,0.00736216,0.0031938,0.0020807,0.00488085,0.0111614,0,0,0
6,0.00943887,0.00589447,0,0,0,0.0222782,0.0132628,0.0154621,0.00621996,0,0,0,0,0.0136877,0,0.0199535,0.00578061,0.0442826,0.0172616,0.0206055,0.0114345,0,0,0.00289993,0.00943865,0.0127119,0.0139451,0.0121805,0.0520604,0.00861412,0.0138974,0.00718828,0.0125624,0,0.024053,0,0.0117814,0.0102968,0.00375792,0.0251213,0.0115794,0.00309781,0.00842036,0.00981994,0,0,0.0143284,0,0.0117385,0.00510897,0.0617403,0.016099,0.0220742,0.00738859,0.0049835,0.00564987,0.00706999,0.0435216,0.00645729,0.0119567,0.0107426,0.0182893,0.0047604,0.0151031,0.03254,0.00765494,0.0029884,0.00210265,0.00518256,0.0111298,0,0,0
7,0.00955169,0.00622476,0,0,0,0.0234822,0.0132741,0.0182613,0.00664256,0,0,0,0,0.0136821,0,0.0198798,0.00570674,0.0443817,0.0216311,0.0209432,0.0147678,0,0,0.00267273,0.00940975,0.0174372,0.019605,0.0155772,0.0529941,0.00988312,0.0148213,0.00800992,0.0128177,0,0.0237421,0,0.0117869,0.0101979,0.00369365,0.0259461,0.0116409,0.0028288,0.00883134,0.00993789,0,0,0.0150845,0,0.0116632,0.00551263,0.0617309,0.0159615,0.0216957,0.00769219,0.00462515,0.00580893,0.00750947,0.043192,0.00680334,0.0123814,0.0106524,0.018532,0.00472257,0.0149929,0.0335341,0.00796142,0.00273118,0.00212477,0.00544519,0.0111242,0,0,0
8,0.00955369,0.00640914,0,0,0,0.0259067,0.0133397,0.0220679,0.00709158,0,0,0,0,0.0138904,0,0.0198207,0.00572731,0.0446678,0.0260603,0.0212182,0.0167697,0,0,0.00262333,0.00935351,0.0214324,0.0236455,0.0185351,0.0540381,0.0112422,0.0158395,0.00955809,0.012428,0,0.0264405,0,0.0119686,0.0101881,0.00369468,0.0267506,0.0119035,0.00259088,0.00919398,0.00999976,0,0,0.0155609,0,0.0118396,0.00586143,0.0615468,0.015862,0.0212748,0.007958,0.00437779,0.00589433,0.00792784,0.0428279,0.00718647,0.0127685,0.0106276,0.0187845,0.00468829,0.0149254,0.0345519,0.00825089,0.00282685,0.00230411,0.00585561,0.0111005,0,0,0
9,0.00954351,0.00646523,0,0,0,0.0318141,0.0133327,0.0293859,0.0073645,0,0,0,0,0.0138078,0,0.0197474,0.00569875,0.0450024,0.0341222,0.0214718,0.0181042,0,0,0.00264676,0.00931966,0.0248839,0.0268529,0.0210255,0.0549064,0.013469,0.01802,0.0139145,0.0118182,0,0.0345846,0,0.011974,0.010178,0.00373939,0.0275029,0.0119582,0.00232362,0.00959855,0.0100451,0,0,0.0162515,0,0.0118163,0.00623318,0.0613266,0.0158959,0.0208998,0.00810556,0.00421469,0.0059485,0.00829005,0.0424544,0.00751678,0.0130897,0.0106897,0.0189839,0.00470916,0.0149335,0.0354993,0.00867144,0.00257471,0.00224408,0.00609696,0.0111057,0,0,0
10,0.00920651,0.00608248,0,0,0,0.0392076,0.0131401,0.035699,0.00717433,0,0,0,0,0.0150257,0,0.0202166,0.00771139,0.0453369,0.0413042,0.0214804,0.0192336,0,0,0.00257932,0.00889864,0.0273915,0.0291422,0.0229557,0.0553433,0.0145714,0.0194463,0.0171943,0.012893,0,0.0424371,0,0.0130576,0.0105292,0.00416187,0.0283092,0.0119939,0.00203858,0.00997554,0.00985598,0,0,0.0167808,0,0.0117307,0.00633832,0.0611456,0.0163116,0.0206591,0.00818198,0.00425994,0.00557646,0.00860184,0.0422175,0.00768825,0.0133776,0.0108835,0.019124,0.00486619,0.0152932,0.0366363,0.00880197,0.00271992,0.00221588,0.00586411,0.0109206,0,0,0
11,0.00955323,0.00605001,0,0,0,0.0444372,0.0132441,0.0395333,0.00652829,0,0,0,0,0.013886,0,0.0198003,0.00633359,0.0455836,0.04556,0.0212042,0.0200761,0,0,0.00248833,0.00936267,0.0287467,0.0305866,0.0240249,0.0551499,0.0147198,0.0198395,0.0187363,0.0138624,0,0.0469771,0,0.0123567,0.0103301,0.00391267,0.0290714,0.0119719,0.00161211,0.0101515,0.0101323,0,0,0.0171045,0,0.0115791,0.00731607,0.0609478,0.0172441,0.0205522,0.00824111,0.00451632,0.005994,0.00876006,0.0422475,0.00765084,0.0136459,0.0111425,0.0192025,0.00531301,0.0160022,0.0379804,0.00987382,0.00166688,0.00222672,0.00583765,0.0111096,0,0,0
12,0.00958337,0.00576878,0,0,0,0.0460419,0.0132538,0.0407012,0.00593329,0,0,0,0,0.014227,0,0.0198134,0.00650258,0.046148,0.0471122,0.0208917,0.0205458,0,0,0.00231767,0.00950408,0.0290065,0.0312519,0.0240701,0.0544791,0.0143557,0.0196689,0.0188744,0.0143091,0,0.0487745,0,0.0126597,0.0103786,0.00406783,0.0294195,0.0119988,0.00186808,0.010242,0.0100668,0,0,0.017092,0,0.0116073,0.00725491,0.0607365,0.0177445,0.0204827,0.00806458,0.00456377,0.00575549,0.00873689,0.042341,0.00749612,0.0135798,0.0112742,0.0192613,0.00553226,0.0162137,0.0388635,0.00986548,0.00160619,0.00217963,0.00557879,0.0110677,0,0,0
13,0.00977126,0.00561061,0,0,0,0.0442962,0.0132761,0.0387835,0.00550463,0,0,0,0,0.0144429,0,0.0197695,0.006693,0.046595,0.0457335,0.0205035,0.0205135,0,0,0.0022024,0.00982031,0.0284976,0.0310834,0.0234472,0.0535297,0.0135864,0.0188241,0.0175958,0.0142892,0,0.0467796,0,0.0129894,0.0103984,0.00419692,0.0295915,0.0118823,0.00219133,0.0101852,0.0101954,0,0,0.0168163,0,0.0115725,0.00699627,0.0604533,0.0184831,0.0204813,0.0076512,0.00460501,0.00549432,0.00860472,0.0424581,0.00722986,0.0133542,0.0113839,0.0193976,0.0056912,0.0164034,0.0394633,0.00972384,0.00153731,0.00204503,0.00529469,0.011236,0,0,0
14,0.00981602,0.00544697,0,0,0,0.0393443,0.0134007,0.0346493,0.00510486,0,0,0,0,0.0147798,0,0.0196618,0.00676855,0.0467862,0.0415573,0.0202376,0.0200016,0,0,0.00217096,0.0101611,0.0274584,0.0301978,0.0222423,0.0524883,0.0125557,0.0175393,0.0153843,0.0141204,0,0.0416892,0,0.0132937,0.0103174,0.00426671,0.029607,0.0118561,0.00248721,0.0100943,0.0101527,0,0,0.0162528,0,0.0116765,0.0064151,0.0600761,0.0186448,0.020562,0.00705017,0.00450338,0.00508488,0.00825344,0.0425079,0.00691219,0.0127199,0.011201,0.0194045,0.00553767,0.0161686,0.0399399,0.00911825,0.0019858,0.00187715,0.00507051,0.0113249,0,0,0
15,0.00999751,0.00526313,0,0,0,0.0327906,0.0134311,0.029312,0.00455697,0,0,0,0,0.0148711,0,0.0195879,0.00686441,0.04676,0.0348865,0.0199474,0.0191595,0,0,0.00217394,0.0106019,0.0261212,0.0286868,0.020443,0.0515665,0.0113693,0.0161576,0.0127052,0.014254,0,0.0346409,0,0.0135019,0.0102778,0.00429824,0.0294401,0.0118912,0.00281919,0.0100008,0.0102746,0,0,0.0156718,0,0.0117466,0.00616984,0.0595883,0.0188753,0.0206634,0.00653462,0.00460441,0.00478734,0.00784892,0.0425015,0.00664224,0.012,0.0110249,0.0190478,0.00556432,0.0159374,0.0401469,0.00889622,0.00192996,0.00170316,0.00469387,0.0116295,0,0,0
16,0.0102194,0.00506304,0,0,0,0.0265027,0.0134475,0.0233034,0.00387866,0,0,0,0,0.0148832,0,0.019553,0.00696039,0.046676,0.027862,0.0196759,0.0183591,0,0,0.00213879,0.0111147,0.0247605,0.026992,0.018317,0.0507926,0.0101726,0.0149921,0.0101445,0.0150681,0,0.0271914,0,0.0136366,0.0102628,0.00433297,0.0288259,0.0118381,0.00381228,0.00982007,0.0104888,0,0,0.0151907,0,0.011723,0.0059468,0.0595427,0.0198534,0.0208108,0.0060282,0.00469811,0.00447525,0.00742135,0.0425943,0.00638981,0.0112666,0.0111334,0.0186495,0.00609526,0.016086,0.0399875,0.00881115,0.00193267,0.00148248,0.00428369,0.0120508,0,0,0
17,0.0103093,0.00441824,0,0,0,0.0234546,0.0132587,0.0197946,0.00336917,0,0,0,0,0.0148888,0,0.0198898,0.00801004,0.0465601,0.0238516,0.0193522,0.0171779,0,0,0.00210802,0.0114419,0.0230414,0.0246481,0.0161335,0.0502344,0.00945126,0.0146296,0.00913193,0.0155193,0,0.0243879,0,0.0140473,0.0105114,0.00459082,0.0278654,0.011748,0.00584099,0.00949222,0.0109176,0,0,0.0147543,0,0.0115602,0.00571169,0.059837,0.0220828,0.0209814,0.00551375,0.00484555,0.00438686,0.00690765,0.0429699,0.00605708,0.0106452,0.0114777,0.0181942,0.00707217,0.0168808,0.0398705,0.00902892,0.00193258,0.00126012,0.00362783,0.0126439,0,0,0
18,0.0104234,0.00363481,0,0,0,0.021848,0.0133753,0.0178116,0.00298694,0,0,0,0,0.0143802,0,0.0195998,0.00745674,0.0464636,0.0206872,0.0191434,0.0155153,0,0,0.0021828,0.0120327,0.0207509,0.0216944,0.0141638,0.0498184,0.00859434,0.0141317,0.00872055,0.0152137,0,0.0244727,0,0.0137484,0.0103621,0.00448653,0.0268206,0.0116453,0.00742543,0.00914803,0.0114956,0,0,0.0139974,0,0.0114939,0.00533901,0.0600145,0.0231673,0.0210739,0.00457323,0.00501236,0.00493837,0.00615239,0.0432785,0.00563163,0.00943566,0.0112454,0.0176795,0.00732917,0.0168646,0.0397292,0.00935491,0.00196438,0.00102536,0.00325955,0.013181,0,0,0
19,0.0103549,0.00280556,0,0,0,0.0199569,0.0133826,0.0157474,0.00253144,0,0,0,0,0.0146706,0,0.0196946,0.00783081,0.0461233,0.0177765,0.0189181,0.0143151,0,0,0.00234155,0.012411,0.0184417,0.0191375,0.013011,0.0494382,0.00679095,0.0128939,0.00791225,0.014682,0,0.0231079,0,0.0141626,0.0104424,0.00461563,0.0252815,0.0115546,0.00900215,0.0087756,0.0118302,0,0,0.0128259,0,0.011523,0.00475176,0.0600723,0.0237283,0.021098,0.00340355,0.00519551,0.00575544,0.00532628,0.0435095,0.00521547,0.007822,0.0107356,0.017232,0.00756152,0.0160341,0.0389585,0.0095194,0.00207717,0.000880896,0.00322846,0.0133503,0,0,0
20,0.0100679,0.00217302,0,0,0,0.0175237,0.0133577,0.0132273,0.00249598,0,0,0,0,0.0151655,0,0.0197707,0.00827546,0.0456661,0.0159549,0.0185567,0.0134104,0,0,0.002558,0.0126198,0.016363,0.0171326,0.0128256,0.0489168,0.00505205,0.0115897,0.00639092,0.0131594,0,0.0204386,0,0.0148143,0.0105008,0.00482067,0.0232653,0.0113723,0.0107293,0.00837009,0.0120439,0,0,0.0111815,0,0.0115904,0.00396687,0.0601228,0.0238546,0.0210858,0.00231197,0.00503773,0.00718578,0.00459475,0.0439411,0.00491939,0.00601173,0.00990249,0.0169786,0.00774552,0.01459,0.0374031,0.00952222,0.00211895,0.0008465,0.0039624,0.0132464,0,0,0
21,0.0093321,0.00259008,0,0,0,0.0161144,0.0134244,0.0111411,0.00260368,0,0,0,0,0.0156388,0,0.0197598,0.00864859,0.0454406,0.0164746,0.0181245,0.0123619,0,0,0.00263507,0.0125134,0.0145275,0.0154937,0.0131996,0.0483174,0.00569666,0.0119818,0.00609496,0.0109254,0,0.0179835,0,0.0154003,0.0104974,0.00502615,0.0211725,0.0110684,0.0125082,0.00803468,0.0112664,0,0,0.0107017,0,0.0117197,0.00439564,0.0601674,0.0234551,0.0211923,0.0018705,0.00471096,0.00797981,0.00411697,0.0445699,0.00489852,0.0043592,0.00871527,0.0169234,0.00783234,0.0127055,0.0353544,0.00977057,0.0020456,0.00131075,0.0051315,0.0122643,0,0,0
22,0.00793337,0.00311886,0,0,0,0.0150547,0.0134341,0.0111756,0.00256128,0,0,0,0,0.0153931,0,0.0196835,0.00841521,0.0456936,0.0181405,0.0179684,0.011208,0,0,0.00294008,0.0116176,0.0128534,0.0137321,0.0132653,0.0480967,0.00737345,0.013351,0.00672297,0.00918284,0,0.0155875,0,0.0149391,0.010474,0.00503379,0.0192772,0.0107757,0.0141325,0.00769815,0.0107416,0,0,0.00980209,0,0.0118511,0.00408109,0.0602357,0.0222318,0.0212395,0.00218421,0.00403637,0.00971495,0.00416567,0.0452852,0.00507001,0.00350395,0.00726759,0.0169056,0.00761395,0.0102766,0.0332761,0.00968262,0.0024659,0.00181958,0.00665338,0.0113167,0,0,0
23,0.00664007,0.00425356,0,0,0,0.0140813,0.0134234,0.0117666,0.00219838,0,0,0,0,0.0146981,0,0.0195785,0.00790124,0.0463218,0.0193127,0.018161,0.0102687,0,0,0.00311512,0.0106654,0.0109051,0.0108382,0.0121783,0.0480528,0.00818052,0.0143658,0.00703706,0.0085003,0,0.0136583,0,0.0140096,0.0104012,0.00486186,0.0178544,0.0105525,0.0156308,0.00732245,0.010145,0,0,0.00919504,0,0.0119792,0.00402533,0.0603058,0.020528,0.0213731,0.00250851,0.00352116,0.0110023,0.00452982,0.0459027,0.0050732,0.00371167,0.00605834,0.0166773,0.0071132,0.00778676,0.0316528,0.00939827,0.00286613,0.00222915,0.00807642,0.0102334,0,0,0
24,0.00576811,0.00553239,0,0,0,0.0135175,0.0133955,0.0120982,0.0015407,0,0,0,0,0.0136036,0,0.0194886,0.00726369,0.0467944,0.0193357,0.0184388,0.00919366,0,0,0.00329564,0.00998554,0.00801365,0.00671075,0.0100857,0.047638,0.00795416,0.0147029,0.00694055,0.00877717,0,0.0127647,0,0.0127861,0.0103109,0.00457841,0.0167915,0.0103999,0.0166544,0.00695712,0.00971672,0,0,0.00858128,0,0.0120575,0.00401088,0.0602643,0.0186301,0.0216904,0.00245614,0.00328796,0.0117531,0.00487181,0.0464686,0.00497376,0.0043867,0.00537338,0.0162878,0.00650384,0.00600626,0.0303432,0.00903288,0.00317713,0.00244691,0.00932575,0.00934397,0,0,0
25,0.00561134,0.00722892,0,0,0,0.0130398,0.0132059,0.0122385,0.000757511,0,0,0,0,0.0129118,0,0.0198954,0.00784015,0.0469043,0.0185444,0.0185708,0.00811455,0,0,0.00371236,0.00928284,0.00470715,0.00375991,0.00751746,0.0468516,0.00748583,0.0146383,0.00676902,0.00958893,0,0.0124582,0,0.0118465,0.0105228,0.00439339,0.015203,0.010311,0.0173629,0.00681201,0.0101604,0,0,0.00585365,0,0.0119911,0.00198715,0.0600971,0.0167968,0.0220812,0.00252247,0.00318405,0.0127,0.00491103,0.0470663,0.00489549,0.00515347,0.00520088,0.0159489,0.00597208,0.00557394,0.0291564,0.00845174,0.00396128,0.00237585,0.0108784,0.00927089,0,0,0
26,0.00552511,0.00774482,0,0,0,0.0120098,0.0132765,0.0122434,0.000618739,0,0,0,0,0.0113751,0,0.0194916,0.00618236,0.0469929,0.0172682,0.0186513,0.00799806,0,0,0.00416848,0.00909099,0.00351445,0.00519618,0.00533263,0.0461445,0.0069314,0.0147444,0.00698058,0.0104357,0,0.0117305,0,0.0101976,0.0102703,0.00390297,0.0127752,0.0102972,0.0178335,0.00703228,0.00980376,0,0,0.00593502,0,0.0119055,0.00273711,0.0603225,0.0157819,0.022435,0.00304575,0.0031746,0.0126549,0.00499441,0.0479107,0.00497225,0.00586942,0.00533147,0.0158653,0.0057246,0.00591553,0.0280342,0.00823575,0.00326435,0.0022267,0.011193,0.00880747,0,0,0
