Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,STRN,LBR
89,0.0123413,0.0130648,0,0,0,0.0810924,0.0154285,0.0325291,0.0301867,0,0,0,0.0109427,0,0.016873,0.00389331,0.0360671,0.0392235,0.0283492,0.0220322,0,0,0.0391834,0.0122655,0.0215326,0.0296443,0.0170255,0.061627,0.0214383,0.0349544,0.014661,0.0155957,0,0.102846,0,0.0113145,0.00880209,0.00553773,0.0113536,0.0145207,0.00811638,0.0278274,0.0142917,0,0,0.0108737,0,0.00943348,0.00431803,0.0573058,0.00909149,0.0230296,0.00781035,0.0338137,0.00821584,0.00323775,0.0506766,0.00638336,0.00331428,0.00670733,0.0140989,0.00468365,0.00575567,0.0134747,0.00935052,0.00277198,0.00360523,0.0170525,0,0,0,0.0195596,0
90,0.0122857,0.0133772,0,0,0,0.0789618,0.0152693,0.0315005,0.0299972,0,0,0,0.0108226,0,0.0168012,0.00390429,0.0362893,0.0376928,0.0287289,0.0215486,0,0,0.0392271,0.0126565,0.0200978,0.0278021,0.0163938,0.0610912,0.0208904,0.03423,0.0149107,0.0155664,0,0.0998895,0,0.0114795,0.00886364,0.00573584,0.0121763,0.0145068,0.00822043,0.0271211,0.013878,0,0,0.0114552,0,0.00945008,0.00443391,0.0570721,0.00897546,0.0231462,0.00805911,0.0333759,0.00846625,0.00310803,0.050417,0.00645979,0.00343256,0.00656358,0.0141339,0.00467642,0.00552372,0.0144621,0.00978722,0.00249597,0.0034989,0.0168821,0,0,0,0.019677,0
91,0.0121502,0.0136785,0,0,0,0.0762437,0.0152115,0.030371,0.0298014,0,0,0,0.0106383,0,0.0167527,0.00382531,0.036538,0.0356933,0.0290875,0.0211005,0,0,0.0392198,0.0129685,0.0186705,0.0260246,0.0157442,0.060468,0.0203724,0.0335391,0.0152642,0.0155658,0,0.0960279,0,0.0115232,0.00887716,0.00574518,0.0129202,0.0144968,0.00844546,0.0264111,0.0134929,0,0,0.0120448,0,0.00943779,0.0046414,0.0567396,0.00880503,0.0235071,0.00832684,0.0329182,0.00852552,0.00303354,0.0500317,0.00663866,0.00359565,0.00646696,0.0141284,0.0046763,0.00533086,0.0153099,0.0101364,0.00230787,0.00335338,0.0167273,0,0,0,0.0198536,0
92,0.0119537,0.0138743,0,0,0,0.0726758,0.0152362,0.029127,0.0297142,0,0,0,0.0105492,0,0.016754,0.00373603,0.0368406,0.0332093,0.0294637,0.0207319,0,0,0.0391535,0.0131553,0.0172366,0.0242542,0.0151184,0.0597952,0.0199486,0.0328117,0.0154376,0.0156317,0,0.0911032,0,0.0114652,0.00886139,0.00562795,0.0136994,0.0145774,0.00833153,0.0258691,0.0132311,0,0,0.0127058,0,0.00947483,0.00499589,0.0565045,0.00860069,0.023975,0.00866095,0.0324924,0.00843205,0.00316858,0.0496632,0.00679686,0.00398166,0.00656441,0.0140601,0.00464479,0.00542031,0.0162226,0.0104474,0.00220276,0.00321639,0.0166478,0,0,0,0.0200412,0
93,0.0117106,0.0140272,0,0,0,0.0681131,0.0153308,0.0278069,0.0297364,0,0,0,0.0106008,0,0.0168002,0.00373101,0.0372146,0.0305895,0.0298165,0.0204215,0,0,0.039207,0.0133246,0.0159468,0.0225653,0.0146297,0.0592369,0.0196547,0.0319742,0.0156345,0.0157985,0,0.0849167,0,0.0114184,0.00883743,0.0054769,0.0147536,0.0147681,0.00794118,0.0254875,0.013169,0,0,0.0133712,0,0.00959063,0.00543309,0.0567233,0.00870654,0.023718,0.00893223,0.0323706,0.00818441,0.00344265,0.0494375,0.00665565,0.00455684,0.0069442,0.0139886,0.00469363,0.00595315,0.0176701,0.0106935,0.00206721,0.00313802,0.0167473,0,0,0,0.0203172,0
94,0.0115239,0.0141894,0,0,0,0.0628719,0.0154071,0.0267754,0.0297012,0,0,0,0.0106623,0,0.016857,0.00376388,0.0376374,0.028222,0.030377,0.0199723,0,0,0.0390586,0.0135607,0.0146644,0.0208434,0.0141728,0.0587205,0.0194607,0.0309707,0.0161491,0.0160488,0,0.0777476,0,0.0113681,0.00883454,0.00535474,0.0156448,0.0149471,0.00796143,0.024842,0.0129663,0,0,0.0140437,0,0.00968262,0.00587078,0.0568487,0.00860425,0.0241096,0.00915166,0.0318882,0.00794151,0.00361572,0.049239,0.00664021,0.00494444,0.0069957,0.014051,0.00460619,0.00602737,0.0187135,0.0109178,0.00215252,0.00314153,0.0166698,0,0,0,0.0204613,0
95,0.011508,0.014379,0,0,0,0.0562592,0.0154477,0.0257335,0.0297159,0,0,0,0.0108299,0,0.0168704,0.00389223,0.0381835,0.0260356,0.0309198,0.0195169,0,0,0.0388095,0.0138917,0.0135316,0.019153,0.0138978,0.0581768,0.0193505,0.0296644,0.0166153,0.0166528,0,0.0689844,0,0.0114903,0.00884824,0.0053165,0.0165524,0.0150826,0.0081696,0.0242317,0.0128632,0,0,0.0147255,0,0.00973922,0.00631923,0.0568821,0.00836861,0.0242492,0.00926818,0.0314054,0.0076828,0.00371714,0.0489755,0.00665004,0.00528279,0.00692162,0.0142844,0.00441562,0.00597657,0.0198714,0.0111434,0.00248905,0.00326696,0.0166362,0,0,0,0.0206575,0
96,0.0115557,0.014505,0,0,0,0.0484115,0.015482,0.0248339,0.0298795,0,0,0,0.0111347,0,0.0168393,0.00406218,0.0388217,0.0245472,0.0314183,0.0190885,0,0,0.0385449,0.0141355,0.0127417,0.0176433,0.0137817,0.0576011,0.019587,0.0283984,0.0170495,0.0177495,0,0.058759,0,0.0117267,0.00882425,0.00531414,0.0172954,0.0152296,0.0081933,0.0236946,0.0129397,0,0,0.0154527,0,0.00980092,0.00682199,0.0569466,0.00829663,0.0240559,0.00940308,0.0310176,0.00740241,0.00386434,0.0486485,0.00670127,0.00574644,0.00695625,0.0147232,0.00425,0.00610988,0.0209679,0.0113151,0.00307571,0.00347702,0.0166234,0,0,0,0.0208821,0
97,0.0114732,0.0144566,0,0,0,0.0401641,0.0155898,0.0244453,0.0301336,0,0,0,0.0115785,0,0.0168847,0.00430691,0.039502,0.0239533,0.0318126,0.0186083,0,0,0.038125,0.0142532,0.0121666,0.0165582,0.0138379,0.0571674,0.0202163,0.0276922,0.0176884,0.0188495,0,0.048032,0,0.0118792,0.0087849,0.00525662,0.01774,0.0154432,0.00777317,0.0233029,0.013221,0,0,0.0163907,0,0.00989781,0.00746799,0.0571144,0.00815423,0.0237256,0.00961751,0.0306105,0.00705624,0.00410442,0.0481795,0.00682422,0.00644042,0.00715049,0.0148695,0.00407551,0.00653376,0.0219045,0.0115203,0.00378257,0.00369926,0.0167619,0,0,0,0.0210586,0
98,0.0113875,0.0143671,0,0,0,0.032253,0.0157855,0.0245645,0.0303903,0,0,0,0.0121479,0,0.0170423,0.00461492,0.040082,0.0244904,0.032121,0.0182499,0,0,0.037659,0.0143417,0.0118012,0.0161079,0.0143626,0.0568637,0.0209178,0.0273317,0.0184088,0.0198575,0,0.0377131,0,0.0118505,0.00875299,0.00507768,0.0180262,0.015643,0.00751715,0.0230081,0.013625,0,0,0.0174196,0,0.00999011,0.00821891,0.057284,0.00777026,0.0233921,0.00974275,0.0303046,0.00673961,0.00438102,0.0477054,0.00692815,0.0070337,0.0072136,0.0151557,0.00384636,0.0067479,0.0227604,0.0117391,0.00440234,0.00401057,0.0171314,0,0,0,0.0211908,0
99,0.0113026,0.0142061,0,0,0,0.0254668,0.0159946,0.0250253,0.030723,0,0,0,0.0127481,0,0.0171831,0.00488039,0.0405327,0.0259405,0.0323524,0.0184836,0,0,0.0372211,0.0143935,0.0124353,0.0166563,0.0159514,0.056881,0.0215423,0.026995,0.0190411,0.0207544,0,0.0288289,0,0.0119491,0.00873087,0.00479887,0.0185727,0.0158152,0.0075891,0.0227654,0.0141003,0,0,0.018496,0,0.0100748,0.00904958,0.0574617,0.00731961,0.0230746,0.00976211,0.0300759,0.00628589,0.00465643,0.0471997,0.00699098,0.00745987,0.00705178,0.0155676,0.0035599,0.00662043,0.0236643,0.0119557,0.00497341,0.00434814,0.0175529,0,0,0,0.0212474,0
100,0.0112442,0.0139698,0,0,0,0.0208139,0.0161739,0.0254595,0.0312035,0,0,0,0.013412,0,0.0172333,0.00509489,0.0408472,0.0276376,0.0325395,0.0196567,0,0,0.0367922,0.0144387,0.014498,0.0187286,0.0188641,0.0574343,0.0220696,0.0267227,0.0194578,0.0215083,0,0.0223866,0,0.0122203,0.00871294,0.00457567,0.0189099,0.0159662,0.00754581,0.0227272,0.0146962,0,0,0.0194721,0,0.0101675,0.00975217,0.0576295,0.00681501,0.0227777,0.00979865,0.030036,0.00588846,0.00506042,0.0466388,0.00708332,0.00792594,0.00690839,0.0160423,0.00326898,0.00649246,0.0243802,0.0120263,0.00514835,0.00471899,0.0176381,0,0,0,0.0213246,0
101,0.0113244,0.0137445,0,0,0,0.0185453,0.0163064,0.0259706,0.0316025,0,0,0,0.0139254,0,0.0171545,0.00523413,0.0409573,0.0291837,0.0325869,0.0216052,0,0,0.0363927,0.0145287,0.0179553,0.0224133,0.0225226,0.0586568,0.0226499,0.0265554,0.0196168,0.0219546,0,0.0189893,0,0.0125429,0.00868676,0.00458506,0.0192895,0.0161001,0.00754678,0.0228515,0.0152924,0,0,0.0202619,0,0.0101804,0.0103904,0.0577262,0.00642753,0.0224779,0.00974674,0.0301207,0.00568474,0.00548809,0.0460583,0.007185,0.00832063,0.00678338,0.0165443,0.00305037,0.00640422,0.0251107,0.0121277,0.00529799,0.00512953,0.0178543,0,0,0,0.0213724,0
102,0.0114786,0.013516,0,0,0,0.0176445,0.0163343,0.0260769,0.0318997,0,0,0,0.0143495,0,0.0170039,0.00542056,0.0408223,0.0299617,0.0325741,0.0241465,0,0,0.0360118,0.0146866,0.022228,0.0271648,0.0260832,0.0602533,0.0233079,0.0263864,0.0193665,0.0217834,0,0.0176977,0,0.0129277,0.0086294,0.00472393,0.0196214,0.0161975,0.00717399,0.0230188,0.0158722,0,0,0.0210849,0,0.0102435,0.0108898,0.0577386,0.00605542,0.0221578,0.00971833,0.0301953,0.00553746,0.00592242,0.0455073,0.0073204,0.00872525,0.00676631,0.0170258,0.00287938,0.00648387,0.0255625,0.012254,0.0053855,0.00538511,0.0181856,0,0,0,0.0213912,0
103,0.0117099,0.0132868,0,0,0,0.0298527,0.0163661,0.0357862,0.0320693,0,0,0,0.0146756,0,0.01684,0.00564611,0.0405562,0.0422702,0.0324027,0.0265513,0,0,0.0356393,0.0148908,0.0265583,0.0323581,0.0294383,0.0618121,0.0250492,0.027692,0.0228517,0.0208247,0,0.0350313,0,0.0132593,0.00855103,0.0049514,0.019745,0.0162611,0.00649648,0.0232259,0.0163534,0,0,0.0217212,0,0.0102996,0.0112224,0.0577036,0.0060231,0.021837,0.00979343,0.0303088,0.00552801,0.00639461,0.0449724,0.0075168,0.00920869,0.00695036,0.0173815,0.00281748,0.00685124,0.0257045,0.0123186,0.00535391,0.00554495,0.0184409,0,0,0,0.0213745,0
104,0.0119344,0.0131094,0,0,0,0.041049,0.016359,0.0441367,0.0320641,0,0,0,0.0151661,0,0.016747,0.0057945,0.0405168,0.0532211,0.0323373,0.0284071,0,0,0.0357475,0.0151049,0.0301918,0.0363331,0.031968,0.0628523,0.0263145,0.0292065,0.0263775,0.0213546,0,0.0479654,0,0.0134259,0.00842281,0.00499593,0.0194856,0.0162237,0.00538055,0.0235161,0.0167776,0,0,0.0221752,0,0.0103532,0.011316,0.0576991,0.00632548,0.0214181,0.0101316,0.0305474,0.00550371,0.0069277,0.0445604,0.00780799,0.00988441,0.00740752,0.0175622,0.0028563,0.00762448,0.0255676,0.0122131,0.00515014,0.00548424,0.0185846,0,0,0,0.0214263,0
105,0.0121855,0.0130971,0,0,0,0.0458841,0.0163568,0.047427,0.0315969,0,0,0,0.0152457,0,0.0166019,0.00566633,0.0407454,0.0584956,0.032225,0.0293708,0,0,0.0362457,0.0152595,0.0327244,0.0383518,0.0332768,0.063335,0.0261772,0.0296352,0.027121,0.0212914,0,0.0535111,0,0.0131568,0.00833761,0.0050745,0.0193523,0.0161296,0.00442139,0.0236337,0.0168859,0,0,0.0222711,0,0.0102997,0.0111983,0.0576798,0.00709627,0.020975,0.0103866,0.0307949,0.00554778,0.00739008,0.0443243,0.00796118,0.0104337,0.00787167,0.017762,0.00297887,0.00848109,0.0257953,0.0121116,0.00490573,0.00536551,0.018441,0,0,0,0.0214818,0
106,0.0124175,0.0132237,0,0,0,0.0438327,0.0163347,0.0451166,0.030802,0,0,0,0.0148892,0,0.0164178,0.00542665,0.0411895,0.0563878,0.0321178,0.0293418,0,0,0.0367477,0.0151966,0.0336851,0.038603,0.0329033,0.0629656,0.0250882,0.0290024,0.0250239,0.0201462,0,0.051795,0,0.0127909,0.00829776,0.00496598,0.0190605,0.0159865,0.00371906,0.0235466,0.0166657,0,0,0.0221352,0,0.0101983,0.0108847,0.0576367,0.00784564,0.020685,0.0103564,0.0310185,0.00557537,0.00773733,0.0443809,0.00794158,0.0106878,0.00822159,0.0178354,0.00321729,0.00916137,0.0260499,0.0120606,0.00459301,0.00515219,0.0181606,0,0,0,0.0215602,0
107,0.0125696,0.0134787,0,0,0,0.0355886,0.0163091,0.0379973,0.0299768,0,0,0,0.0144286,0,0.0163403,0.00518693,0.0415489,0.0473586,0.0320872,0.0283353,0,0,0.0373117,0.0150871,0.0329046,0.0372315,0.0310111,0.0616862,0.0237433,0.0278375,0.0212465,0.0191514,0,0.0427464,0,0.0124078,0.00825803,0.0049106,0.0186874,0.0158083,0.00309197,0.023428,0.0162452,0,0,0.0217271,0,0.0100856,0.0103272,0.0575047,0.00855248,0.0205983,0.0102616,0.0313029,0.00565374,0.00787718,0.0445588,0.00782188,0.0107776,0.00856988,0.0176764,0.00348903,0.00970258,0.0261448,0.0118891,0.00415692,0.00479416,0.0177816,0,0,0,0.0217407,0
108,0.0125547,0.0137649,0,0,0,0.0238325,0.0163299,0.0279549,0.0293519,0,0,0,0.0140217,0,0.0163669,0.00512418,0.0418206,0.0334392,0.0320814,0.0265773,0,0,0.0382265,0.0147522,0.0308733,0.0348568,0.0282283,0.059997,0.0227328,0.0269717,0.017761,0.0198234,0,0.0283017,0,0.0119666,0.00821324,0.0051483,0.0183128,0.015594,0.00259119,0.023225,0.01566,0,0,0.0209871,0,0.00996429,0.00958166,0.0572375,0.00902282,0.0207781,0.00999816,0.0316504,0.00588316,0.00777086,0.0447675,0.00752179,0.0105199,0.00881763,0.0173074,0.00379419,0.00993961,0.0261564,0.0116107,0.00376813,0.00433323,0.0168529,0,0,0,0.021956,0
109,0.0124396,0.0139711,0,0,0,0.0203532,0.0163158,0.0237695,0.0289778,0,0,0,0.0136767,0,0.0163064,0.00511432,0.0420856,0.0273185,0.032006,0.0246186,0,0,0.0389457,0.0142701,0.0283629,0.0321357,0.025217,0.0584312,0.0222908,0.0268389,0.0172751,0.0207168,0,0.0240868,0,0.0115402,0.00813434,0.00541887,0.0177741,0.0153441,0.0026879,0.0230098,0.0150935,0,0,0.020112,0,0.009839,0.00881514,0.056889,0.00900041,0.0211233,0.00948328,0.0320291,0.00618729,0.00746098,0.0449806,0.00704807,0.00985969,0.00887226,0.0167661,0.00414158,0.00972492,0.0260027,0.0113673,0.00355599,0.00393395,0.0160801,0,0,0,0.0220254,0
110,0.0121529,0.01411,0,0,0,0.0210771,0.0163214,0.0224313,0.0287645,0,0,0,0.0134908,0,0.0162952,0.00510609,0.0423077,0.0246453,0.0318387,0.0231981,0,0,0.039486,0.0137408,0.0259722,0.0298299,0.0227203,0.0573887,0.0215023,0.026006,0.0172662,0.0207979,0,0.0257642,0,0.0112833,0.008098,0.0055936,0.017254,0.0151303,0.00314183,0.0228829,0.0145435,0,0,0.0192656,0,0.00975142,0.00808553,0.0565624,0.0086551,0.0214528,0.00865552,0.0323856,0.00649748,0.00694951,0.0451992,0.00642429,0.00890952,0.00869203,0.0161117,0.00451135,0.00921436,0.0258565,0.0111995,0.0032687,0.0035556,0.0154607,0,0,0,0.0219798,0
111,0.0117129,0.0141913,0,0,0,0.0213121,0.0163761,0.021717,0.0284602,0,0,0,0.0134005,0,0.0165246,0.0052255,0.0423672,0.0203516,0.0314597,0.0227968,0,0,0.0403017,0.0132495,0.024154,0.0286865,0.0213352,0.0567382,0.0200436,0.0246493,0.0168764,0.0200422,0,0.0278415,0,0.0110688,0.00817827,0.0057616,0.0167664,0.0149112,0.00388679,0.0229182,0.0139354,0,0,0.018337,0,0.00967962,0.00731407,0.0562085,0.00823179,0.0215794,0.00749652,0.0327348,0.00678995,0.00627456,0.045517,0.00561688,0.00765236,0.00845333,0.0154271,0.00476364,0.00853195,0.025628,0.0110584,0.00276769,0.00319078,0.0147369,0,0,0,0.021845,0
112,0.0115023,0.0142687,0,0,0,0.0207499,0.0163728,0.0204385,0.027904,0,0,0,0.0132924,0,0.016664,0.00534249,0.0421934,0.014131,0.030897,0.0232507,0,0,0.0409523,0.0128689,0.0233118,0.0287997,0.0212711,0.0559887,0.0186379,0.0240215,0.0165047,0.0184662,0,0.0282212,0,0.0108986,0.00830284,0.00585748,0.0159987,0.0146782,0.00512805,0.0233403,0.013379,0,0,0.0171946,0,0.00962013,0.00642527,0.0558317,0.00798549,0.0215156,0.00613963,0.0331981,0.0074836,0.00560728,0.0461084,0.00458592,0.00613463,0.00821347,0.0149148,0.00491126,0.00781454,0.0250292,0.0110561,0.00222948,0.00277738,0.0140109,0,0,0,0.0217417,0
113,0.0115506,0.0140952,0,0,0,0.0215713,0.0163149,0.0170817,0.0270995,0,0,0,0.0130009,0,0.0166597,0.00518595,0.0417233,0.0083154,0.0302181,0.0232185,0,0,0.041136,0.0126354,0.0233276,0.0296917,0.0217238,0.0554095,0.0184738,0.0244103,0.016538,0.0164389,0,0.0288096,0,0.0108049,0.00833975,0.00572582,0.0154156,0.0144359,0.00692415,0.0239402,0.0131716,0,0,0.015942,0,0.0095565,0.0054809,0.0554195,0.00799269,0.0214295,0.00491034,0.0336455,0.00817616,0.005124,0.0469417,0.00352704,0.00460145,0.00792172,0.0146388,0.00488397,0.00716593,0.0239869,0.0109674,0.00182004,0.00233084,0.0135355,0,0,0,0.0216279,0
114,0.0120124,0.0134355,0,0,0,0.0243075,0.016334,0.0132192,0.0265579,0,0,0,0.0125013,0,0.01685,0.00464154,0.0412737,0.0058189,0.0296391,0.022071,0,0,0.0411727,0.0121601,0.0237989,0.0307746,0.0219142,0.0555924,0.0188563,0.0241259,0.0163292,0.0149929,0,0.0314823,0,0.0105694,0.00847177,0.00522974,0.0149569,0.0142318,0.00922606,0.0247333,0.01329,0,0,0.0148341,0,0.00947453,0.00488672,0.0549812,0.00884863,0.0213941,0.00420793,0.0339599,0.00864191,0.0050097,0.0478638,0.00301321,0.00390473,0.00802382,0.0144023,0.00483118,0.00749877,0.0231833,0.0107932,0.00147994,0.00198104,0.013668,0,0,0,0.021308,0
115,0.0124093,0.0125401,0,0,0,0.0271182,0.0165273,0.0104576,0.0262857,0,0,0,0.0120459,0,0.0172934,0.00417606,0.0412123,0.00780058,0.0293128,0.0209633,0,0,0.040721,0.0115054,0.024219,0.03092,0.0213979,0.05624,0.0191365,0.0235451,0.0158871,0.0144128,0,0.0347088,0,0.0102631,0.00863888,0.00468955,0.0150153,0.0141347,0.0117108,0.0255925,0.013439,0,0,0.0139441,0,0.00943402,0.00451308,0.0546391,0.00957475,0.0214886,0.00399872,0.034091,0.00860437,0.00537582,0.0488014,0.00345294,0.00436111,0.00868012,0.0140284,0.00490601,0.00923289,0.0230337,0.0103004,0.00118037,0.00174616,0.0141762,0,0,0,0.0207192,0
116,0.0123871,0.0117288,0,0,0,0.0284893,0.0167636,0.00947631,0.0263436,0,0,0,0.0117478,0,0.0176226,0.00399274,0.0414174,0.0113963,0.0292561,0.0205009,0,0,0.040128,0.0107145,0.0232336,0.0292632,0.0201958,0.056831,0.0194399,0.0235689,0.0156966,0.0144115,0,0.0371265,0,0.0102329,0.00868194,0.00422961,0.0152167,0.0141765,0.0138041,0.026485,0.0133976,0,0,0.013098,0,0.00944053,0.00430398,0.0544523,0.00933088,0.0217916,0.00426852,0.0339467,0.00815285,0.00595868,0.0498529,0.00451801,0.00532094,0.00961366,0.0135101,0.00519516,0.0115128,0.0232368,0.00958576,0.00111628,0.00166524,0.0146621,0,0,0,0.0199897,0
117,0.0119018,0.0111309,0,0,0,0.028825,0.0169659,0.00970672,0.0267285,0,0,0,0.0116969,0,0.0178032,0.00397846,0.0415076,0.0146434,0.0292803,0.0200225,0,0,0.0397966,0.00999572,0.0204113,0.02569,0.0187329,0.0568224,0.019658,0.0238082,0.0157963,0.0149482,0,0.0389033,0,0.0104762,0.00869424,0.00387661,0.0154713,0.0142889,0.0150751,0.0274875,0.013256,0,0,0.0119426,0,0.0094288,0.00427905,0.054253,0.00800477,0.0222935,0.00489198,0.0335456,0.00745275,0.00659311,0.0511613,0.00577052,0.0062695,0.0103465,0.0130617,0.00549936,0.0131495,0.0232584,0.0087793,0.00144721,0.00184169,0.015,0,0,0,0.0191633,0
118,0.0111668,0.0106908,0,0,0,0.0296182,0.0170525,0.00991986,0.0272766,0,0,0,0.0118409,0,0.0177844,0.00394722,0.0416306,0.0166421,0.0292688,0.0192343,0,0,0.0397738,0.00953762,0.0173363,0.0220633,0.0175351,0.0562646,0.0197986,0.0239635,0.0160442,0.0157828,0,0.0407399,0,0.010641,0.00865103,0.00384356,0.015188,0.0145564,0.0154841,0.0285514,0.0131429,0,0,0.0104585,0,0.00948766,0.00439756,0.0539557,0.00592277,0.0228103,0.00570899,0.0332382,0.00672496,0.0071922,0.0525967,0.00717991,0.0071506,0.0105554,0.0128803,0.00562092,0.0137113,0.0228837,0.00801959,0.00205711,0.00228105,0.0148642,0,0,0,0.0182646,0
119,0.0105407,0.0102954,0,0,0,0.0311571,0.0171434,0.00946481,0.0277442,0,0,0,0.0119023,0,0.0176408,0.0039866,0.0419267,0.0167672,0.0291979,0.0185448,0,0,0.039759,0.0096028,0.0159494,0.0201898,0.0169676,0.0557982,0.0197887,0.0240613,0.0162783,0.0164179,0,0.0427738,0,0.0106904,0.00857406,0.00390345,0.0142833,0.0150168,0.0151308,0.0294677,0.0131938,0,0,0.0090086,0,0.00966958,0.00469588,0.0536008,0.00418509,0.0231881,0.0066193,0.0328842,0.00610225,0.00776482,0.0539875,0.0084865,0.00796062,0.0102784,0.0129752,0.00554873,0.0133929,0.0220341,0.00736361,0.00283693,0.00296079,0.0145919,0,0,0,0.0174184,0
120,0.0101026,0.00986839,0,0,0,0.0333234,0.0171308,0.00870676,0.0280465,0,0,0,0.0120643,0,0.0174948,0.00419391,0.0422772,0.0156572,0.0290035,0.0180851,0,0,0.0394296,0.0100149,0.0161476,0.0204126,0.0168702,0.0556137,0.0194309,0.0240968,0.0163342,0.016531,0,0.0453125,0,0.0107737,0.00851327,0.00397762,0.0133759,0.0155927,0.0141298,0.0301902,0.0135009,0,0,0.00767829,0,0.00994769,0.00503756,0.0531622,0.00543241,0.0235496,0.00742017,0.032687,0.00558463,0.00843223,0.0551257,0.00956567,0.00887547,0.00962377,0.0132936,0.00525122,0.0124715,0.0208329,0.00684616,0.00414223,0.00375608,0.0138701,0,0,0,0.0168703,0
121,0.00996036,0.00951772,0,0,0,0.036045,0.0170583,0.0083019,0.0281829,0,0,0,0.0127586,0,0.0175704,0.00479154,0.04242,0.0144931,0.0285661,0.0179867,0,0,0.038648,0.0107495,0.016824,0.0216029,0.0170156,0.0555744,0.0186401,0.0238485,0.0160503,0.0162133,0,0.0487948,0,0.0110628,0.00856695,0.00415048,0.012431,0.0162219,0.0125584,0.0306644,0.0139653,0,0,0.00662858,0,0.0103117,0.00535934,0.0526152,0.00926022,0.0237649,0.0081245,0.0326264,0.00521469,0.00914457,0.0560043,0.0102946,0.00974021,0.00882068,0.0136504,0.00493647,0.0112563,0.0184931,0.00651012,0.00596559,0.00462975,0.0136662,0,0,0,0.0165249,0
122,0.0099435,0.00922817,0,0,0,0.0392534,0.017174,0.00867269,0.0280947,0,0,0,0.0138885,0,0.0178197,0.00572426,0.0423329,0.0141103,0.0280343,0.0182078,0,0,0.0379137,0.011294,0.0174451,0.0226336,0.0171381,0.0556686,0.0178113,0.0236485,0.0155964,0.0157894,0,0.0531855,0,0.0116132,0.00866122,0.00436655,0.0113319,0.0168329,0.0107763,0.0308416,0.0143078,0,0,0.00585347,0,0.0107349,0.00564291,0.0520768,0.0132266,0.0237825,0.00844562,0.0325997,0.00493171,0.00990497,0.0567006,0.0107545,0.0105388,0.00784071,0.0140862,0.0046164,0.00994955,0.0150981,0.00618577,0.00790145,0.00553176,0.0140196,0,0,0,0.0162793,0
123,0.00999173,0.00888182,0,0,0,0.0427368,0.0174034,0.00968776,0.0277727,0,0,0,0.0151533,0,0.0181081,0.00670774,0.0421414,0.0149393,0.0276304,0.0185031,0,0,0.0373068,0.0114191,0.0179881,0.0232345,0.0170603,0.0558679,0.0174479,0.0241546,0.0152109,0.0154301,0,0.0577606,0,0.0123471,0.00875721,0.00457812,0.0114808,0.0174622,0.00938649,0.030842,0.01457,0,0,0.00542744,0,0.0111827,0.00577719,0.0517333,0.0159674,0.0237082,0.00838987,0.0324868,0.00456338,0.010576,0.0572408,0.011063,0.011401,0.00691894,0.014578,0.00426718,0.00878897,0.0117355,0.00573282,0.00948404,0.00623238,0.0145732,0,0,0,0.016088,0
124,0.0101538,0.00855691,0,0,0,0.0458835,0.017582,0.0108728,0.0273598,0,0,0,0.0163681,0,0.0183616,0.00745859,0.0420042,0.0161224,0.0274303,0.0188318,0,0,0.0368192,0.0112055,0.0184944,0.0237349,0.0167575,0.0560594,0.0176078,0.0249648,0.0150576,0.0151793,0,0.0618017,0,0.0132294,0.00882389,0.00472372,0.0127674,0.0178545,0.00815923,0.0308616,0.0148049,0,0,0.00500707,0,0.0114834,0.00571395,0.0516228,0.0172128,0.0236822,0.00814868,0.0323045,0.00415723,0.0111531,0.0577304,0.0113335,0.0125689,0.00615346,0.0150419,0.00395616,0.00797792,0.0117516,0.00499434,0.0115389,0.00670955,0.0150105,0,0,0,0.0159677,0
125,0.0103829,0.00836956,0,0,0,0.0480056,0.0176483,0.0117089,0.0269736,0,0,0,0.0173711,0,0.0184684,0.00782015,0.0420056,0.0169135,0.0273021,0.0192047,0,0,0.0365429,0.0108724,0.0186243,0.0242493,0.0163157,0.0560533,0.0178643,0.0253843,0.0151324,0.0150407,0,0.0646441,0,0.0140936,0.00884801,0.00474177,0.0147912,0.0180064,0.00677082,0.0310079,0.0149447,0,0,0.00452847,0,0.011621,0.00542406,0.0516153,0.0177098,0.0237468,0.00781794,0.0322347,0.00384175,0.0118658,0.0582239,0.0116867,0.0141961,0.005669,0.0154807,0.00360057,0.00767387,0.0138817,0.00408899,0.0128799,0.00702498,0.0150675,0,0,0,0.0159053,0
