Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,STRN,LBR
163,0.0147592,0.0161285,0,0,0,0.0180448,0.017871,0.0145461,0.0189384,0,0,0,0.0165998,0,0.0193379,0.00726054,0.0410991,0.02247,0.022403,0.0158989,0,0,0.0412559,0.0114462,0.0114891,0.0163691,0.0144222,0.0449341,0.0151573,0.0185476,0.0130081,0.0158287,0,0.0198453,0,0.0155765,0.00913355,0.00352775,0.00991465,0.0124533,0.0182793,0.0343634,0.0143742,0,0,0.0172151,0,0.0112524,0.00919804,0.0489618,0.0277372,0.0267346,0.0104906,0.0416882,0.00977652,0.0139511,0.0592009,0.0141575,0.0117566,0.00672431,0.0131047,0.0100659,0.0109474,0.00982804,0.00857184,0.00995008,0.00265285,0.0157281,0,0,0,0.0220787,0
164,0.014619,0.0163346,0,0,0,0.0188703,0.0178315,0.0149284,0.0186309,0,0,0,0.0160463,0,0.0193382,0.00708795,0.0407681,0.0229001,0.0224116,0.0155504,0,0,0.0412643,0.0116008,0.0110793,0.0159868,0.0135999,0.0449981,0.0155844,0.0188743,0.0132903,0.0157549,0,0.0196415,0,0.0150914,0.00915062,0.00358042,0.0105408,0.0123635,0.0171542,0.0341303,0.0144965,0,0,0.0170735,0,0.0112237,0.00907208,0.0493746,0.0260279,0.0267718,0.010033,0.0420698,0.00958287,0.0127987,0.0585784,0.0128908,0.0106278,0.00713497,0.0131762,0.010007,0.0109753,0.013059,0.00837475,0.00919335,0.00260743,0.0156224,0,0,0,0.0221161,0
165,0.0145192,0.0165734,0,0,0,0.0197283,0.0177581,0.0155667,0.0184349,0,0,0,0.0155212,0,0.019372,0.00687096,0.0404584,0.023404,0.0223836,0.0151749,0,0,0.0412751,0.0116594,0.0105574,0.0157029,0.0130356,0.0450364,0.0157696,0.0193242,0.0135794,0.0156818,0,0.0192804,0,0.0146813,0.00916115,0.00355899,0.0108364,0.0123061,0.0153329,0.033886,0.0145911,0,0,0.0167801,0,0.0111868,0.00900679,0.0497411,0.0233648,0.0267826,0.00975754,0.0423853,0.00930402,0.0116507,0.0578985,0.0115738,0.009562,0.00775782,0.0130684,0.0104272,0.011304,0.0151766,0.00819298,0.00865965,0.00260048,0.0155659,0,0,0,0.0221017,0
166,0.0145434,0.0168182,0,0,0,0.0209841,0.0176345,0.0165214,0.018407,0,0,0,0.0149315,0,0.0193642,0.00659334,0.0401569,0.0244135,0.0222663,0.0148809,0,0,0.041416,0.0115086,0.0100597,0.0156477,0.0127212,0.045155,0,0.0193803,0.0140329,0.0156882,0,0.0194088,0,0.0142916,0.00915815,0.00348351,0.01109,0.0122599,0.0131345,0.0335409,0.0146934,0,0,0.0166641,0,0.0111472,0.00896993,0.049968,0.0201065,0.0267153,0.00943634,0.0426717,0.00894095,0.0106547,0.0574237,0.0104891,0.00886481,0.00841144,0.0131842,0.0109327,0.0118363,0.0170334,0.00806531,0.00822479,0.00262065,0.0156088,0,0,0,0.0220137,0
167,0.0146956,0.0169688,0,0,0,0.0218501,0.0175226,0.01729,0.018645,0,0,0,0.0141938,0,0.0193025,0.00627122,0.0398398,0.025004,0.022011,0.0143225,0,0,0.0416009,0.0111767,0.00950735,0.0156696,0.0120087,0.0452783,0.0155476,0.019311,0.0142475,0.0156809,0,0.0193485,0,0.0139412,0.009138,0.00343767,0.0115294,0.0122276,0.0106021,0.0331089,0.0147997,0,0,0.0165983,0,0.0111159,0.00895913,0.0499037,0.0171324,0.0265011,0.00893437,0.0428971,0.00851971,0.0100756,0.0574442,0.0100237,0.00887336,0.00896873,0.0138954,0.0106113,0.0125429,0.0189067,0.00793162,0.00785339,0.00267403,0.0158178,0,0,0,0.0218281,0
168,0.0149446,0.0170577,0,0,0,0.0236628,0.017458,0.0184257,0.0190475,0,0,0,0.0133254,0,0.0191733,0.00592727,0.0394875,0.0254737,0.0217146,0.014009,0,0,0.0418263,0.0108428,0.0091233,0.0160011,0.0108876,0.0455252,0.0156451,0.0195956,0.0146536,0.0156421,0,0.0203861,0,0.0134208,0.00910237,0.00357351,0.0119494,0.0121879,0.00842472,0.0326776,0.0147819,0,0,0.0165059,0,0.0111002,0.00899905,0.0496039,0.0158907,0.0261698,0.00825322,0.0429232,0.0082153,0.00985427,0.0580034,0.0103462,0.00942938,0.00919939,0.0150612,0.00906374,0.0128979,0.0189725,0.0077615,0.00743304,0.00274352,0.0161914,0,0,0,0.0217049,0
169,0.0153921,0.0168483,0,0,0,0.0263392,0.0173823,0.0198602,0.0195797,0,0,0,0.012561,0,0.0191428,0.00564741,0.0392184,0.0259222,0.0214106,0.0140541,0,0,0.0417988,0.0108979,0.00877514,0.0164971,0.00992834,0.0460122,0.0160789,0.0205257,0.0151547,0.0156241,0,0.0227262,0,0.012824,0.00910657,0.0040167,0.0147462,0.0120945,0.00808077,0.0322899,0.0150477,0,0,0.0162478,0,0.0110711,0.00901816,0.0494431,0.0168059,0.0258442,0.00750902,0.0425245,0.00799111,0.00985937,0.0586297,0.0116594,0.0100242,0.00802535,0.0161698,0.00672492,0.0111548,0.0185867,0.0075981,0.00692018,0.00281506,0.0165792,0,0,0,0.0216031,0
170,0.0159177,0.0163641,0,0,0,0.0295384,0.0173428,0.0219736,0.0201348,0,0,0,0.0118099,0,0.0190461,0.00534701,0.0389549,0.0265419,0.0211742,0.0143361,0,0,0.0414716,0.0108933,0.00846005,0.0169805,0.00877237,0.0467819,0.0166798,0.0219869,0.0154671,0.0156662,0,0.0257791,0,0.0121954,0.00907408,0.00397074,0.0196124,0.0119505,0.010149,0.0318521,0.0155275,0,0,0.0159496,0,0.0110065,0.00907644,0.0497567,0.0185598,0.0256895,0.00676852,0.0417783,0.00791822,0.0101844,0.0589545,0.0136876,0.0106805,0.0054592,0.017024,0.00494906,0.00701136,0.0208708,0.00738587,0.00632051,0.00294421,0.01681,0,0,0,0.0214123,0
171,0.0160276,0.0156882,0,0,0,0.03319,0.0173454,0.0246449,0.0208477,0,0,0,0.0110718,0,0.0188595,0.00502834,0.0387412,0.0280215,0.0211498,0.0149345,0,0,0.0409907,0.0106778,0.00834896,0.0177895,0.0081443,0.0480273,0.0175004,0.0237374,0.0154458,0.0159142,0,0.0296626,0,0.0116703,0.00895141,0.00348633,0.0239847,0.0118273,0.0122688,0.0316026,0.0160614,0,0,0.0153064,0,0.0109367,0.00890682,0.0505208,0.0196561,0.02563,0.00636444,0.0409899,0.0076438,0.0105691,0.0588972,0.0150558,0.011287,0.00413123,0.0173989,0.00418582,0.00297129,0.0243871,0.00709632,0.0055362,0.00302204,0.0169711,0,0,0,0.0210589,0
172,0.0157329,0.0150483,0,0,0,0.0381076,0.0173495,0.0278802,0.0215931,0,0,0,0.0107647,0,0.0187803,0.0049188,0.0385318,0.0299291,0.0214217,0.0162551,0,0,0.0405066,0.0103327,0.00876313,0.019379,0.00822227,0.0494641,0,0.0263955,0.0160472,0.0163674,0,0.0347987,0,0.0114343,0.00889068,0.00330003,0.0259851,0.0117349,0.0130052,0.0315869,0.0163894,0,0,0.0145666,0,0.0108674,0.00859025,0.0514539,0.0196872,0.0254979,0.00622162,0.0401671,0.00715945,0.0102332,0.0584105,0.0147365,0.0110443,0.00415729,0.0171308,0.00378581,0.00191362,0.0268406,0.00674376,0.00483837,0.00307527,0.0171517,0,0,0,0.0205698,0
173,0.0152408,0.0142434,0,0,0,0.0424893,0.0173616,0.0306376,0.0224465,0,0,0,0.0104552,0,0.0188247,0.00472721,0.0382466,0.0308901,0.0218592,0.0176775,0,0,0.0400483,0.0100951,0.00952885,0.02127,0.00885547,0.0509931,0.0210223,0.0295626,0.0165862,0.016371,0,0.0396143,0,0.0113326,0.00887382,0.00310561,0.0263931,0.011717,0.012492,0.0316707,0.0165715,0,0,0.0137935,0,0.0107778,0.00812628,0.0523881,0.0190827,0.0253058,0.00595651,0.0394755,0.00645429,0.00875636,0.0574537,0.012829,0.00944851,0.00393746,0.0164334,0.00408498,0.00232223,0.0289939,0.00642801,0.0043285,0.00307324,0.0173625,0,0,0,0.0199181,0
174,0.0146806,0.013261,0,0,0,0.046852,0.0174198,0.0332973,0.0234465,0,0,0,0.0102419,0,0.0189505,0.00466268,0.0379914,0.0310593,0.0223839,0.0193147,0,0,0.0397238,0.00997902,0.010677,0.0236496,0.0104919,0.052633,0.0222757,0.033492,0.0171405,0.0164253,0,0.0450193,0,0.0115157,0.00892472,0.00320171,0.0268803,0.0117594,0.0119426,0.0318482,0.0166166,0,0,0.0130708,0,0.0106519,0.00755747,0.0533434,0.0188667,0.025146,0.00575639,0.0390304,0.00560217,0.0068469,0.0561118,0.0101298,0.0070886,0.00486309,0.0156187,0.00529394,0.00411738,0.0316644,0.00618544,0.00401638,0.00295415,0.0175079,0,0,0,0.0190524,0
175,0.0141493,0.0121082,0,0,0,0.0504944,0.0174453,0.0355592,0.0245698,0,0,0,0.00994009,0,0.018975,0.00450084,0.0377163,0.0307051,0.0228784,0.0207802,0,0,0.0394595,0.00994107,0.0118512,0.0257218,0.0123777,0.054211,0.0227001,0.035937,0.0174587,0.016392,0,0.0502332,0,0.0117226,0.0089296,0.00323826,0.0274154,0.0119024,0.0119879,0.0321204,0.0165146,0,0,0.0124094,0,0.0104811,0.00700085,0.0543472,0.0194022,0.0250869,0.00591287,0.0390147,0.00468126,0.00527084,0.0546676,0.00759158,0.00483042,0.0066088,0.0148655,0.00674449,0.00628822,0.033962,0.00583427,0.00378345,0.00276708,0.0174767,0,0,0,0.0179167,0
176,0.0134761,0.0108822,0,0,0,0.0540183,0.0174472,0.0372525,0.025759,0,0,0,0.0096341,0,0.0190356,0.00426174,0.0373342,0.0299949,0.0232182,0.0221277,0,0,0.0390464,0.00995239,0.0132492,0.027755,0.0138429,0.0559372,0.0234874,0.0374648,0.0176399,0.01619,0,0.0554553,0,0.0118153,0.00893107,0.00317189,0.0273601,0.012222,0.0123032,0.0323225,0.0163146,0,0,0.0117875,0,0.010292,0.00644438,0.0552656,0.0199457,0.0250683,0.00605786,0.0392006,0.0036571,0.00439549,0.0535174,0.00585895,0.00321926,0.00769758,0.0143971,0.00774464,0.00759554,0.0351135,0.00555347,0.0036851,0.00253687,0.0174316,0,0,0,0.0167028,0
177,0.0126552,0.00975181,0,0,0,0.0575493,0.0175449,0.0384981,0.0268948,0,0,0,0.00948424,0,0.0191401,0.0039706,0.0368948,0.0294446,0.023506,0.0232815,0,0,0.0384564,0.0100422,0.0147353,0.0297763,0.0152594,0.0577255,0.024383,0.038551,0.0177091,0.0160785,0,0.0605907,0,0.0120258,0.00893647,0.00301929,0.02656,0.0126692,0.0122906,0.0324236,0.016163,0,0,0.0112147,0,0.010105,0.00592819,0.0559224,0.0197793,0.0248995,0.00588219,0.0391711,0.00292991,0.00396229,0.0529529,0.00506358,0.00218734,0.00780729,0.0142895,0.00795011,0.00777266,0.0349876,0.00535011,0.00371258,0.00226838,0.0176478,0,0,0,0.0156029,0
178,0.0120083,0.00871658,0,0,0,0.0608492,0.0178149,0.039111,0.0279153,0,0,0,0.00965756,0,0.0192274,0.00376563,0.0363697,0.0288295,0.0238443,0.0246882,0,0,0.0376184,0.0101984,0.0164654,0.0320611,0.0170092,0.0593592,0,0.0397468,0.0181222,0.0159451,0,0.0664676,0,0.0123163,0.00890901,0.00280428,0.0252682,0.0131636,0.01206,0.0325206,0.0160278,0,0,0.0106646,0,0.00987739,0.00541666,0.0563117,0.0189828,0.0245696,0.00551011,0.0385763,0.00307694,0.00376439,0.0530338,0.00506855,0.00154128,0.00734517,0.0143949,0.00754278,0.00744949,0.0340668,0.00519455,0.00381355,0.00201648,0.0180584,0,0,0,0.0147195,0
179,0.01177,0.00781821,0,0,0,0.0625701,0.0180819,0.0385786,0.0288193,0,0,0,0.0103662,0,0.0193297,0.00404331,0.0357411,0.0278675,0.0241529,0.0258106,0,0,0.0365484,0.0104373,0.0181721,0.0342192,0.0180682,0.0608912,0,0.0404569,0.017971,0.0154114,0,0.0719346,0,0.012687,0.00889826,0.00287214,0.0239138,0.0136646,0.0120626,0.0324867,0.0159874,0,0,0.0100463,0,0.0096526,0.00497284,0.0564885,0.0183727,0.0246293,0.0050999,0.0374876,0.0040736,0.00368067,0.0534431,0.00548219,0.00199361,0.00671535,0.0146462,0.00702204,0.00732919,0.0329141,0.00503986,0.00382001,0.00190409,0.0185007,0,0,0,0.014098,0
180,0.0117385,0.00726599,0,0,0,0,0.0183197,0.0404728,0.0294361,0,0,0,0.0111771,0,0.0193462,0.00452757,0.0349333,0.0295959,0.0244203,0.0271993,0,0,0.0355932,0.0106548,0.0197578,0.0362037,0.019022,0.0620793,0,0.0420374,0.0198052,0.014575,0,0.0804263,0,0.0131167,0.00886055,0.003098,0.0225858,0.0141129,0.0122897,0.0323976,0.0160486,0,0,0.00953287,0,0.00945819,0.00466971,0.0565647,0.0177141,0.0242808,0.004666,0.0364287,0.00533135,0.00370121,0.0537851,0.00587921,0.00344588,0.00611707,0.0150576,0.00653581,0.00745789,0.0314522,0.00489946,0.00387527,0.00207259,0.0189432,0,0,0,0.0138694,0
181,0.0114598,0.00666271,0,0,0,0.064622,0.0186543,0.0369964,0.0302552,0,0,0,0.0119846,0,0.0193631,0.00502236,0.0343972,0.0298292,0.024319,0.02774,0,0,0.0347191,0.0107369,0.0212935,0.0385574,0.0191621,0.0633216,0,0.0394559,0.0168793,0.0142918,0,0.0810792,0,0.0135991,0.00880377,0.00325274,0.0217085,0.0145372,0.0126315,0.0321289,0.0161893,0,0,0.00863856,0,0.0093807,0.00427285,0.0563518,0.0167756,0.0242138,0.00433921,0.0359004,0.0065303,0.004054,0.0540082,0.00620125,0.00507596,0.00555013,0.015424,0.00605033,0.0074392,0.0305665,0.00458455,0.00380281,0.00238779,0.0193727,0,0,0,0.0137711,0
182,0.0116065,0.00641376,0,0,0,0.0655662,0.0189492,0.0362007,0.0306751,0,0,0,0.0126018,0,0.0194087,0.00540951,0.0339181,0.032284,0.0244677,0.0284522,0,0,0.0343179,0.0106715,0.0225225,0.040604,0.0193369,0.0640485,0,0.0390485,0.0168094,0.0137058,0,0.0835736,0,0.0139784,0.00877277,0.00332663,0.0209838,0.014772,0.0131973,0.0316486,0.0160305,0,0,0.00812709,0,0.00925203,0.00421848,0.0562577,0.0159003,0.0241053,0.00408124,0.0355821,0.00716989,0.00454902,0.0539913,0.00657361,0.00627943,0.00483907,0.015793,0.00553931,0.00682063,0.0294087,0.00451539,0.00371476,0.00263747,0.0195129,0,0,0,0.0137758,0
183,0.0115674,0.00624857,0,0,0,0.0667591,0.0191927,0.0352079,0.0309736,0,0,0,0.0128572,0,0.0194476,0.00561463,0.0337229,0.034183,0.0247169,0.0289662,0,0,0.0345057,0.010468,0.023482,0.0423481,0.0192746,0.0645834,0,0.039066,0.017141,0.0132353,0,0.086043,0,0.0140162,0.00873322,0.00340564,0.020429,0.0148718,0.0134956,0.0311159,0.0158112,0,0,0.00761584,0,0.00915114,0.00412128,0.0563599,0.0148897,0.0241356,0.0038974,0.0354109,0.00736261,0.00457419,0.0538021,0.00681926,0.00668109,0.0040467,0.0160324,0.00505183,0.00547317,0.0282739,0.00436135,0.0034922,0.00281419,0.019396,0,0,0,0.0138159,0
184,0.0114015,0.00611517,0,0,0,0.0680759,0.0193542,0.0342828,0.0311971,0,0,0,0.0129078,0,0.0195161,0.00563748,0.0337072,0.0356757,0.024986,0.0295529,0,0,0.0352988,0.010278,0.0243029,0.0437856,0.0193148,0.0650704,0,0.0394443,0.0174715,0.0129294,0,0.0888306,0,0.0139051,0.00869894,0.00339763,0.0201666,0.0148765,0.0135184,0.0306145,0.0156762,0,0,0.00711752,0,0.00907086,0.00405851,0.0565873,0.0137486,0.0240722,0.00381798,0.0351535,0.00724141,0.00428463,0.053496,0.00687341,0.00648414,0.00355656,0.0161401,0.00445764,0.00389074,0.0272499,0.00409777,0.00326539,0.00294832,0.0190196,0,0,0,0.013836,0
185,0.0111475,0.00596879,0,0,0,0.0691614,0.0195242,0.0334695,0.031429,0,0,0,0.012795,0,0.0196728,0.00555564,0.0337378,0.0365611,0.025307,0.0301648,0,0,0.0357199,0.0100504,0.0251362,0.0451144,0.0193843,0.0655595,0,0.0398367,0.0172969,0.0126873,0,0.0914058,0,0.0137047,0.00869634,0.00331181,0.0198902,0.0148609,0.0135717,0.0302082,0.0155746,0,0,0.00668656,0,0.00902955,0.00406568,0.0567993,0.0126729,0.0241467,0.00379919,0.0348156,0.00699526,0.00370894,0.0531906,0.00670113,0.00595745,0.00362373,0.0161028,0.00398199,0.00302599,0.0263398,0.00387215,0.0029414,0.0030081,0.0186897,0,0,0,0.0138163,0
186,0.0110442,0.00585259,0,0,0,0.0707582,0.019651,0.0332823,0.0316563,0,0,0,0.0124318,0,0.0197416,0.00544076,0.0338084,0.0370676,0.0257148,0.0306641,0,0,0.0355375,0.00996185,0.0259265,0.0466059,0.0195037,0.0659582,0,0.0401748,0.0168307,0.0126331,0,0.0937876,0,0.0136202,0.00869181,0.00317427,0.0192807,0.0148291,0.0136187,0.029916,0.0153462,0,0,0.00634614,0,0.0090595,0.00419106,0.0569725,0.0119244,0.0243046,0.00378162,0.034544,0.00669281,0.00314869,0.0530281,0.00626269,0.00500927,0.00382212,0.0159705,0.00381485,0.00290552,0.0254335,0.00376317,0.0025534,0.00306388,0.0185413,0,0,0,0.0138033,0
187,0.0110987,0.00585253,0,0,0,0.0714376,0.0197031,0.0338256,0.0317748,0,0,0,0.0119992,0,0.019605,0.00527359,0.0338427,0.0383426,0.0261829,0.030668,0,0,0.0348713,0.0100131,0.0262226,0.0470439,0.0193822,0.0663197,0.0273333,0.0401265,0.0161198,0.012824,0,0.0955038,0,0.013602,0.0086801,0.003145,0.0183682,0.0147496,0.0133872,0.0296962,0.0151482,0,0,0.00590067,0,0.00910659,0.00422466,0.0570708,0.0113384,0.02433,0.00377526,0.0342028,0.00632055,0.00276804,0.0529198,0.00572924,0.00402469,0.00399653,0.0157322,0.00386874,0.00306863,0.0245885,0.00355032,0.00228273,0.00312137,0.0185613,0,0,0,0.0138623,0
188,0.011112,0.00606838,0,0,0,0.0732438,0.0196912,0.0345871,0.0317121,0,0,0,0.011938,0,0.0195991,0.00514725,0.033902,0.0387793,0.0265944,0.0309932,0,0,0.0345916,0.00998446,0.0266066,0.0473266,0.0197375,0.0663753,0.0274499,0.0407304,0.0158034,0.0133811,0,0.098015,0,0.0136051,0.00871182,0.00322382,0.0173088,0.0146863,0.0128801,0.0295118,0.0148357,0,0,0.00537474,0,0.00911271,0.00405922,0.0570944,0.0106556,0.0242491,0.00389196,0.0338564,0.00572602,0.00263987,0.0529309,0.00527649,0.0032331,0.0042783,0.0154276,0.00403536,0.00346379,0.0235243,0.00329708,0.00205379,0.00313898,0.0187039,0,0,0,0.0139245,0
189,0.0109596,0.00629226,0,0,0,0.0756233,0.0196337,0.0356499,0.0315573,0,0,0,0.0116915,0,0.0195966,0.0049131,0.0339118,0.0396194,0.0269699,0.031078,0,0,0.0346558,0.00993896,0.0268755,0.0474142,0.0201234,0.0662338,0.0273552,0.0414507,0.0156088,0.013882,0,0.100303,0,0.0134539,0.0087227,0.00324714,0.0162398,0.0146955,0.0123399,0.0292618,0.0144846,0,0,0.00491585,0,0.00916299,0.0039771,0.0570739,0.00998538,0.0241803,0.00410022,0.0335337,0.00515308,0.00282572,0.0530074,0.00497334,0.00267775,0.00457935,0.015162,0.00419401,0.00380522,0.0224677,0.00303679,0.0020054,0.00325042,0.0189402,0,0,0,0.0140196,0
190,0.0108752,0.00664769,0,0,0,0.0778061,0.0195439,0.0365316,0.0312808,0,0,0,0.0114199,0,0.0194606,0.00473679,0.0338907,0.0396922,0.0272053,0.0312223,0,0,0.0349197,0.00993525,0.0270456,0.0474353,0.0200806,0.0659737,0.0271873,0.041981,0.0159774,0.0144456,0,0.10226,0,0.0129577,0.00866342,0.00319026,0.015338,0.0146903,0.0119602,0.0291294,0.0140784,0,0,0.00459144,0,0.00917125,0.00386762,0.0569751,0.00931432,0.0241866,0.00430746,0.0333569,0.00455549,0.00314792,0.0530847,0.00482318,0.00218814,0.00487586,0.0149511,0.0042801,0.00393254,0.021268,0.00271826,0.0019413,0.00330337,0.0191614,0,0,0,0.014177,0
191,0.0108162,0.00707624,0,0,0,0.0796609,0.0194234,0.0372924,0.0308987,0,0,0,0.0109937,0,0.0193612,0.00445611,0.0340604,0.040035,0.0273681,0.0312438,0,0,0.0352339,0.00996433,0.0271576,0.0474027,0.0197798,0.0655667,0.0270853,0.0424611,0.0161893,0.0148007,0,0.103813,0,0.0122251,0.00862406,0.00306899,0.0144803,0.0146375,0.0117661,0.0288988,0.0137249,0,0,0.00422349,0,0.00918482,0.00370223,0.0568149,0.00881186,0.0242022,0.00438931,0.0332428,0.00406472,0.00331021,0.0530086,0.00477387,0.00208952,0.00521244,0.0148685,0.00427534,0.0038932,0.0200101,0.00255144,0.00196508,0.00337055,0.0192717,0,0,0,0.0143258,0
192,0.0107545,0.0075257,0,0,0,0.0811567,0.0193015,0.0374431,0.0304772,0,0,0,0.010667,0,0.0192909,0.00420294,0.0344069,0.0400867,0.0274914,0.0311005,0,0,0.0355185,0.0100152,0.027201,0.047033,0.0196801,0.0651896,0.027182,0.0428038,0.016229,0.0152607,0,0.105213,0,0.0120777,0.00860459,0.0030546,0.0136626,0.0145313,0.0116299,0.0285631,0.0133804,0,0,0.00384998,0,0.00915218,0.0036784,0.0566037,0.00860116,0.0243095,0.00444924,0.033178,0.00377819,0.00302585,0.0527473,0.00480551,0.00238888,0.00537318,0.0149079,0.00419375,0.00379517,0.0187185,0.00256476,0.00203177,0.00341273,0.019257,0,0,0,0.0144563,0
193,0.0107923,0.0078882,0,0,0,0.0822924,0.0191604,0.0377455,0.0301911,0,0,0,0.01051,0,0.0192136,0.00408178,0.0348201,0.0405214,0.0277456,0.0305545,0,0,0.0357738,0.0101149,0.0270818,0.0462145,0.0199914,0.0649015,0.0268825,0.0427995,0.0160283,0.0156764,0,0.106271,0,0.0116961,0.00859549,0.00313141,0.0126414,0.0144898,0.0115241,0.0282846,0.0131054,0,0,0.00376343,0,0.00911958,0.00377944,0.0564331,0.00840809,0.0242929,0.00458189,0.0330427,0.0037066,0.00272043,0.0524979,0.00487175,0.00266198,0.00549371,0.0149342,0.00414432,0.00401299,0.0170502,0.00268248,0.00214349,0.00357744,0.019211,0,0,0,0.014509,0
194,0.0109175,0.0082306,0,0,0,0.0832096,0.0189529,0.0385815,0.0300708,0,0,0,0.0105318,0,0.0190375,0.00403776,0.0349427,0.0407072,0.0280872,0.0297692,0,0,0.0361599,0.0102482,0.0268257,0.0452198,0.0204164,0.064625,0.0263498,0.0424697,0.0157366,0.0160805,0,0.107137,0,0.0111365,0.00855431,0.00322093,0.0114829,0.0145146,0.0113248,0.0280851,0.0129534,0,0,0.00395642,0,0.00907027,0.00392037,0.0564143,0.0082691,0.0241534,0.00470696,0.0329721,0.00362807,0.00264722,0.05247,0.00489214,0.00263806,0.00574248,0.014844,0.00416574,0.00451579,0.0151149,0.00277128,0.00229204,0.00369679,0.0191356,0,0,0,0.0145641,0
195,0.0109528,0.0085464,0,0,0,0.0840111,0.0187446,0.0383392,0.0299882,0,0,0,0.0105243,0,0.0188523,0.00394939,0.0350448,0.0411593,0.0284759,0.0289951,0,0,0.0365981,0.0103497,0.0266222,0.044347,0.0208123,0.0643308,0.0257177,0.04228,0.0155126,0.0163725,0,0.107827,0,0.0108154,0.00849188,0.00325356,0.0103226,0.0145468,0.0111065,0.0278615,0.0128521,0,0,0.00440073,0,0.00906365,0.004087,0.0564379,0.00835298,0.0241052,0.00478073,0.0329414,0.0036085,0.00256671,0.0523711,0.00488649,0.00245881,0.00591023,0.0147439,0.00424395,0.00483515,0.0132663,0.00287765,0.00250632,0.0038783,0.0189383,0,0,0,0.0146601,0
196,0.0109834,0.00882537,0,0,0,0.0843038,0.0186013,0.0374859,0.0299189,0,0,0,0.0105252,0,0.0187612,0.00393381,0.0352177,0.0412341,0.0287108,0.0282676,0,0,0.0369314,0.0104346,0.0263305,0.0431378,0.0208231,0.0640697,0.025016,0.0422839,0.0151708,0.0164886,0,0.108266,0,0.0107183,0.00846172,0.0033375,0.00920884,0.014589,0.0109697,0.0276223,0.0126785,0,0,0.0048894,0,0.00910132,0.00425048,0.0564268,0.00845527,0.0241116,0.00492231,0.0329469,0.00368405,0.00235898,0.0521438,0.00487929,0.00236584,0.00594556,0.0147176,0.00424221,0.00487754,0.0115819,0.00300583,0.00264733,0.00402909,0.0186292,0,0,0,0.0147893,0
197,0.0111147,0.00911692,0,0,0,0.0847052,0.0184701,0.0369377,0.0298316,0,0,0,0.0104165,0,0.0187159,0.00389354,0.0354587,0.0413365,0.0287935,0.0276138,0,0,0.0371236,0.0105399,0.0258357,0.0414459,0.0208082,0.0638876,0.0243074,0.0415435,0.0150582,0.016614,0,0.108677,0,0.0106696,0.00847074,0.00338941,0.00817935,0.0146149,0.0107635,0.0273494,0.0125334,0,0,0.00543052,0,0.00913466,0.00438775,0.0563683,0.00847588,0.0242185,0.00513597,0.0329696,0.0038,0.00205233,0.0518827,0.00488406,0.00240636,0.00588565,0.0147735,0.00415113,0.00479416,0.0100765,0.00315706,0.00272537,0.00410446,0.0182845,0,0,0,0.0149249,0
198,0.0111722,0.0092652,0,0,0,0.0850697,0.0183422,0.03658,0.0298538,0,0,0,0.0103694,0,0.0186819,0.00383736,0.0356341,0.0413696,0.0289178,0.0271691,0,0,0.0373648,0.0106861,0.0252307,0.0396884,0.0209653,0.0637277,0.0235666,0.0405491,0.0149511,0.0166584,0,0.108775,0,0.0106908,0.00849889,0.00344001,0.00730352,0.0146391,0.0106731,0.02715,0.0123981,0,0,0.00619872,0,0.00917306,0.00463868,0.0563029,0.0084917,0.0242388,0.00543345,0.0328918,0.00394193,0.00192989,0.0517458,0.00482374,0.00234173,0.0059513,0.0148165,0.00409752,0.0049271,0.00855468,0.00347515,0.00283612,0.00417447,0.0181425,0,0,0,0.0150576,0
199,0.0113486,0.00938982,0,0,0,0.0851028,0.01821,0.0359585,0.0299155,0,0,0,0.0103872,0,0.0186478,0.0037661,0.0357607,0.0412868,0.0291797,0.0265377,0,0,0.0375857,0.0109156,0.0245061,0.0380152,0.020809,0.0635038,0.0228512,0.0395613,0.0146731,0.016656,0,0.108721,0,0.0107526,0.0085171,0.00350861,0.00659953,0.0146562,0.0104534,0.0269504,0.0121639,0,0,0.00687981,0,0.00919045,0.00486528,0.0563142,0.00859631,0.0241876,0.00575053,0.0326874,0.0041476,0.0018844,0.0515808,0.00482298,0.00226032,0.00612863,0.0147935,0.00410473,0.00525164,0.00721675,0.00380856,0.00293347,0.00425661,0.0181966,0,0,0,0.0152343,0
