Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,L5FT,RFHD,RHEE,LMR,LBR
80,0.000533332,0.00201884,0,0,0,0.0145805,0.0123591,0.00366397,0,0,0,0.00700156,0,0.0194581,0.00455461,0.0443012,0.00921174,0.0195648,0.0132769,0,0.00211429,0.00303605,0.0073111,0.00491548,0.0117532,0.0419328,0.00641797,0.0124558,0.00510094,0.0141183,0,0.030506,0,0.00431984,0.00982421,0.003221,0.0228004,0.00882391,0.00826939,0.00153884,0.00379105,0,0,0.0156689,0.0140925,0.00887659,0.0596497,0.0212617,0.0106695,0.00498263,0.0021733,0.00522569,0.0506812,0.00870855,0.00756542,0.0128147,0.0210439,0.00825812,0.0154477,0.0311396,0.0102229,0.00288666,0.0032566,0.00487988,0.00146195,0,0,0,0.0243626,0,0.0232334,0,0
81,0.000231359,0.00239366,0,0,0,0.0146051,0.012487,0.00355295,0,0,0,0.00729637,0,0.0193604,0.00471926,0.0443841,0.008951,0.0191161,0.0138011,0,0.00236027,0.0029861,0.00759308,0.00557404,0.0122155,0.0415023,0.00636833,0.012195,0.00506943,0.013885,0,0.0318145,0,0.00436761,0.00977523,0.00330902,0.0185646,0.00872714,0.00861584,0.0015085,0.00415689,0,0,0.0161328,0.0141859,0.00910688,0.0596978,0.0214745,0.00885738,0.00519153,0.00217591,0.00416801,0.0501391,0.00726493,0.00661703,0.0111069,0.0214702,0.00827085,0.0143263,0.0258949,0.010307,0.00333513,0.00334312,0.00519591,0.00175521,0,0,0,0.0253218,0,0.0220172,0,0
82,0.00124887,0.0036511,0,0,0,0.0144203,0.0129,0.00362037,0,0,0,0.00371431,0,0.019995,0.00240674,0.0444863,0.00876717,0.0189025,0.0142004,0,0.00242886,0.00307902,0.00785878,0.00621344,0.0123335,0.0410273,0.00623141,0.0119907,0.00498788,0.0137559,0,0.0327907,0,0.0024679,0.010142,0.00275184,0.014115,0.00871332,0.0100444,0.00164285,0.00520462,0,0,0.0167106,0.0141786,0.0106816,0.0598568,0.0216907,0.00729619,0.0051987,0.00368941,0.00332287,0.0495223,0.00564689,0.00565564,0.00965896,0.0214471,0.00847568,0.0138048,0.0206305,0.0110484,0.0025978,0.00345292,0.00644052,0.00147627,0,0,0,0.0260063,0,0.0219834,0,0
83,0.00131153,0.00342479,0,0,0,0.0146137,0.0133951,0.00350498,0,0,0,0.00491705,0,0.0196213,0.0034835,0.0447066,0.00841448,0.0184031,0.0143073,0,0.00238988,0.00335884,0.00826066,0.00664442,0.0124751,0.0405856,0.00597685,0.0118507,0.00477493,0.0137138,0,0.0338036,0,0.00310827,0.00990965,0.00299677,0.0098133,0.00870112,0.012351,0.00188608,0.00492045,0,0,0.0163637,0.0142372,0.00938021,0.0601432,0.0218031,0.00663935,0.00507742,0.00286096,0.00304324,0.0488476,0.00398179,0.00441847,0.00836516,0.0209795,0.00863287,0.0132851,0.0155878,0.0101535,0.00352586,0.00333601,0.00622767,0.00233739,0,0,0,0.0266773,0,0.023128,0,0
84,0.00158041,0.00386964,0,0,0,0.0146707,0.0137943,0.00329412,0,0,0,0.00432337,0,0.0196589,0.00335444,0.0448709,0.00803926,0.0179128,0.0142107,0,0.002492,0.00350093,0.00857611,0.00677922,0.0125124,0.04027,0.00574589,0.0116865,0.00448791,0.0137241,0,0.0344421,0,0.00284748,0.00990144,0.00294896,0.00637212,0.00873529,0.0145612,0.00230275,0.00519727,0,0,0.0161729,0.0141926,0.00927744,0.0604707,0.0219621,0.00676742,0.00497564,0.00307075,0.0038612,0.0482538,0.00297402,0.0032452,0.00703636,0.0204906,0.00856956,0.0125148,0.0111103,0.00993588,0.00342539,0.0032656,0.00665093,0.00248243,0,0,0,0.0272024,0,0.0248833,0,0
85,0.00207851,0.00449307,0,0,0,0.0148129,0.0135539,0.00309089,0,0,0,0.00475554,0,0.0195931,0.00392065,0.0449095,0.00777124,0.0175131,0.0139018,0,0.00278297,0.0035268,0.00868456,0.00681287,0.0125966,0.0400579,0.00547201,0.0114698,0.00416404,0.0136071,0,0.0348841,0,0.00315944,0.00983748,0.00321172,0.00647369,0.00872671,0.0162181,0.00264042,0.0056217,0,0,0.0161093,0.0141233,0.0095687,0.0607756,0.0221269,0.00705317,0.0049403,0.00359888,0.00568482,0.0478079,0.00403898,0.00377424,0.00589989,0.0201802,0.00829847,0.0112898,0.00718168,0.00993031,0.00299408,0.00326577,0.00725085,0.0023711,0,0,0,0.0275232,0,0.0263189,0,0
86,0.00236637,0.00477139,0,0,0,0.0149419,0.0130591,0.00288661,0,0,0,0.00552432,0,0.0196281,0.0046976,0.0449305,0.00737797,0.0170291,0.0133685,0,0.00316677,0.00361115,0.00886237,0.00675558,0.0126357,0.0400238,0.00512469,0.0114376,0.00390673,0.0136019,0,0.0354282,0,0.00364348,0.00985211,0.00380742,0.00858619,0.0087488,0.0177201,0.00298865,0.00574571,0,0,0.016006,0.014099,0.00934931,0.0610448,0.022314,0.00732516,0.00498528,0.00369815,0.00768891,0.0475555,0.00642384,0.00562516,0.00559238,0.020067,0.00832243,0.010477,0.00517673,0.00966462,0.00287296,0.00324135,0.00753326,0.00242155,0,0,0,0.0279142,0,0.0275491,0,0
87,0.00278124,0.00505441,0,0,0,0.0150459,0.0128817,0.00272744,0,0,0,0.0065372,0,0.0196299,0.00562724,0.0449178,0.00686277,0.0166885,0.0126439,0,0.00358068,0.0036636,0.00919093,0.00676394,0.0122862,0.0399955,0.00472722,0.0115376,0.00378035,0.0137955,0,0.0360376,0,0.00418668,0.00985892,0.00451231,0.0146306,0.00870532,0.0193889,0.00335998,0.00591132,0,0,0.0161454,0.0141144,0.00934699,0.0607924,0.0224515,0.00636876,0.00515843,0.00379735,0.00996053,0.0478138,0.00959574,0.00851611,0.00652029,0.021682,0.00845504,0.00917113,0.0186302,0.00955482,0.00287043,0.00334235,0.0077682,0.0024283,0,0,0,0.0284106,0,0.0292687,0,0
88,0.00322257,0.00543831,0,0,0,0.0151182,0.0129078,0.00272318,0,0,0,0.00722414,0,0.0193782,0.0061078,0.0450082,0.00658413,0.0168491,0.0120136,0,0.00374592,0.0038014,0.00941665,0.0068608,0.0116479,0.039767,0.00425198,0.0112978,0.00356786,0.0138647,0,0.0365131,0,0.00449252,0.00975838,0.00464975,0.0245456,0.00862436,0.0235855,0.00366819,0.00620116,0,0,0.0163517,0.0141587,0.00937843,0.0604402,0.0226247,0.00644375,0.0052032,0.00405154,0.0116708,0.0481763,0.0127114,0.0108416,0.00783778,0.0236615,0.0104809,0.00947134,0.0283342,0.00943803,0.00282325,0.00342836,0.00816201,0.00251345,0,0,0,0.0287076,0,0.0317105,0,0
89,0.00394156,0.00655185,0,0,0,0.0147955,0.0125785,0.00300895,0,0,0,0.0015684,0,0.020102,0.00291,0.0450647,0.0065155,0.0178382,0.0114386,0,0.0034861,0.00410092,0.00946276,0.00697523,0.0110805,0.0396049,0.00380761,0.0107532,0.00327636,0.013736,0,0.0364555,0,0.00133592,0.0102006,0.00336624,0.0307802,0.00860736,0.0263064,0.0037753,0.00725958,0,0,0.0173947,0.0141096,0.0114133,0.0602709,0.0229017,0.00665156,0.00486974,0.00539303,0.0126359,0.0484496,0.014406,0.0120374,0.0087728,0.0249872,0.0119427,0.0102189,0.0336957,0.0115314,0.00186893,0.00369691,0.00943677,0.00259816,0,0,0,0.0283924,0,0.032996,0,0
90,0.00334304,0.00560031,0,0,0,0.0152957,0.0117708,0.00366918,0,0,0,0.00677804,0,0.0191948,0.00536458,0.0450051,0.0066474,0.0186148,0.0106468,0,0.0027999,0.00426448,0.00950785,0.00728065,0.0107594,0.0395743,0.0034511,0.010658,0.00311243,0.0136058,0,0.0364704,0,0.00448977,0.00956359,0.0036952,0.0320674,0.00855059,0.0260626,0.00355158,0.00668045,0,0,0.0165027,0.0142613,0.00935044,0.060373,0.0230885,0.00665313,0.00424073,0.00412645,0.0129427,0.0484208,0.0142691,0.0121219,0.00913236,0.0251027,0.0119491,0.010388,0.0344408,0.0094694,0.00233354,0.00375617,0.00862272,0.00314058,0,0,0,0.0280202,0,0.0320854,0,0
91,0.00354394,0.00566747,0,0,0,0.0153801,0.0107254,0.00384356,0,0,0,0.00600536,0,0.0193212,0.00480897,0.0448753,0.00713475,0.01867,0.00955428,0,0.00278772,0.00426228,0.00961049,0.00789286,0.00991519,0.0397315,0.00323706,0.0111235,0.00322792,0.0135395,0,0.0365451,0,0.00406134,0.00957206,0.00326398,0.0281316,0.00848812,0.022999,0.00342409,0.00669905,0,0,0.0163036,0.0141898,0.00935388,0.0606084,0.0231645,0.006448,0.00417911,0.00414456,0.0123933,0.0480863,0.0126638,0.0108786,0.0088176,0.0241886,0.0105903,0.00986039,0.0305666,0.00933221,0.00204968,0.00384669,0.00863646,0.00314432,0,0,0,0.027764,0,0.0288416,0,0
92,0.00369178,0.00549782,0,0,0,0.0153909,0.00986284,0.00388061,0,0,0,0.0049118,0,0.0194144,0.00414671,0.0447256,0.00804665,0.0185655,0.00826887,0,0.00267877,0.00408147,0.00977997,0.00898999,0.00911179,0.04,0.00342305,0.0117649,0.00336824,0.0135699,0,0.0369315,0,0.00317032,0.00959528,0.00285139,0.0210394,0.00844156,0.0185357,0.00319005,0.00649692,0,0,0.0159444,0.0141048,0.0092768,0.0609414,0.0232915,0.00630737,0.0043407,0.00389895,0.011165,0.0474862,0.0103273,0.00855388,0.007981,0.0227641,0.00859613,0.00909326,0.0232531,0.00916894,0.0018329,0.00387006,0.00831444,0.00299067,0,0,0,0.0278736,0,0.0239466,0,0
93,0.00361211,0.00511999,0,0,0,0.0153491,0.00893992,0.00393439,0,0,0,0.00385269,0,0.0195711,0.00355363,0.0446195,0.00956422,0.0187225,0.00699799,0,0.00226924,0.00370692,0.0100703,0.0104274,0.00826362,0.0403538,0.00366545,0.0122122,0.00346243,0.013499,0,0.0378224,0,0.00227897,0.00969624,0.00268319,0.0157158,0.00851647,0.0154149,0.00277288,0.00625503,0,0,0.0153736,0.0140145,0.00906696,0.0613547,0.0236067,0.00646849,0.00442957,0.00341742,0.00939101,0.0467397,0.00795144,0.00559819,0.00673001,0.0213387,0.00743158,0.00879759,0.0158644,0.00899029,0.00169066,0.00374779,0.00775258,0.0027786,0,0,0,0.0278997,0,0.0199948,0,0
94,0.00358375,0.00484425,0,0,0,0.015221,0.0078496,0.00393726,0,0,0,0.00312258,0,0.0197696,0.00329096,0.0443928,0.0106136,0.0187655,0.00573163,0,0.0020393,0.00315879,0.0102932,0.0115034,0.00732988,0.0409274,0.00384206,0.0121985,0.00351848,0.0132569,0,0.0375886,0,0.00153026,0.00979735,0.00286103,0.0141573,0.00854789,0.0137516,0.00220832,0.00608058,0,0,0.015039,0.0139241,0.00889548,0.0615886,0.0238731,0.00571214,0.00465361,0.0029191,0.00754712,0.0462886,0.00614283,0.00322761,0.00589545,0.0210899,0.00727832,0.00818404,0.0145367,0.0087672,0.00168624,0.00359996,0.00722125,0.00249015,0,0,0,0.0269933,0,0.0168765,0,0
95,0.00344388,0.00431216,0,0,0,0.0150324,0.00643466,0.00376587,0,0,0,0.00306532,0,0.0196429,0.00318426,0.0441163,0.011724,0.018351,0.00477278,0,0.00185867,0.00267915,0.0105888,0.0130354,0.00663073,0.0416278,0.00409266,0.0120605,0.00349014,0.0128459,0,0.0374058,0,0.00104461,0.0097532,0.00302988,0.0126682,0.00858213,0.0116762,0.0016589,0.00556774,0,0,0.0148599,0.0138618,0.0082446,0.0617127,0.024059,0.00480955,0.00485281,0.00200165,0.00553281,0.0460531,0.00450391,0.00108639,0.00513118,0.0211109,0.00695804,0.00719493,0.0137624,0.00853768,0.00161239,0.00343048,0.00631676,0.00205259,0,0,0,0.0261336,0,0.0135609,0,0
96,0.00352211,0.00419815,0,0,0,0.0148742,0.00498078,0.00351564,0,0,0,0.00340584,0,0.0194399,0.00305605,0.0438252,0.0128546,0.0178727,0.00447891,0,0.00194942,0.0022479,0.0110976,0.0147377,0.00649338,0.0423974,0.00411582,0.0116798,0.00310258,0.0124369,0,0.0368595,0,0.00125157,0.00966037,0.00308527,0.0112159,0.00865919,0.0102129,0.00137787,0.00522307,0,0,0.0148523,0.0138234,0.00811379,0.061636,0.0242837,0.00395916,0.00506348,0.00150834,0.00372563,0.0461522,0.00318752,0.000870692,0.00476746,0.0216528,0.00674502,0.00652903,0.0121199,0.00869096,0.00157339,0.00339887,0.00565966,0.00163083,0,0,0,0.0246545,0,0.0122012,0,0
97,0.00466137,0.00506996,0,0,0,0.0146286,0.00347134,0.00319417,0,0,0,0.00401098,0,0.0198444,0.00168904,0.0435938,0.0137828,0.0177729,0.00500132,0,0.00218374,0.00216783,0.0117801,0.0155494,0.00706694,0.0433541,0.00389138,0.0110533,0.00291908,0.0124405,0,0.0352957,0,0.00246275,0.00994821,0.00294849,0.00869923,0.00885181,0.00983235,0.00155302,0.00609162,0,0,0.0155208,0.0137923,0.00971535,0.0613842,0.0244427,0.00351012,0.00538507,0.00166965,0.00243737,0.0464658,0.00224087,0.00180737,0.00551288,0.0228506,0.00659326,0.00669584,0.00857423,0.0097565,0.00176294,0.0035494,0.00614487,0.00240489,0,0,0,0.0222077,0,0.0135288,0,0
98,0.00492274,0.00508585,0,0,0,0.0147862,0.00250276,0.00269121,0,0,0,0.00626616,0,0.0194128,0.0038074,0.0434329,0.0142198,0.0179374,0.00611325,0,0.00207894,0.00210912,0.0124234,0.0165704,0.00839106,0.0444851,0.00341121,0.00995413,0.00262661,0.0128165,0,0.0326252,0,0.00335049,0.00969611,0.00376965,0.00870751,0.00887037,0.01055,0.00223371,0.00577194,0,0,0.0152628,0.0138719,0.00823602,0.0612248,0.0247518,0.00362729,0.00547687,0.00213908,0.00240475,0.0467119,0.00322322,0.00296481,0.00664529,0.0240667,0.00659592,0.0073152,0.00563487,0.00875887,0.00179887,0.0035603,0.00580929,0.00271577,0,0,0,0.0188225,0,0.0169924,0,0
99,0.00584452,0.00539542,0,0,0,0.014711,0.00342855,0.00193025,0,0,0,0.00693488,0,0.019414,0.00368598,0.0432733,0.014061,0.0180293,0.0073931,0,0.0018038,0.00226052,0.0129458,0.0175437,0.00991195,0.0458458,0.00300143,0.00816852,0.00230864,0.0133263,0,0.0292128,0,0.00425862,0.00966358,0.00386119,0.0106493,0.00883604,0.0124245,0.00320027,0.00619241,0,0,0.0154976,0.0138787,0.00856916,0.0612624,0.0250344,0.00394534,0.00532576,0.00229679,0.00373891,0.0468479,0.0059647,0.00499635,0.00775217,0.0248191,0.0065114,0.00821424,0.00678798,0.00889328,0.00211964,0.00372084,0.00579864,0.00403506,0,0,0,0.0149674,0,0.0201137,0,0
100,0.00656669,0.00554047,0,0,0,0.0146113,0.00567819,0.00131843,0,0,0,0.00729882,0,0.0192958,0.00326242,0.0430844,0.0134114,0.0181916,0.00803999,0,0.00189918,0.00223917,0.0128839,0.0166938,0.0111399,0.0473468,0.0032387,0.006309,0.00214935,0.0139577,0,0.0253484,0,0.00472393,0.00951572,0.00361442,0.0118798,0.00886092,0.0137966,0.00440207,0.00659422,0,0,0.0155322,0.01391,0.00876512,0.0615024,0.0252164,0.0041077,0.00504453,0.00227114,0.00495795,0.0469019,0.00811487,0.00674153,0.00905341,0.0251046,0.00615195,0.00954498,0.0085563,0.00900225,0.00248156,0.00392425,0.00566057,0.00558263,0,0,0,0.0105141,0,0.0212849,0,0
101,0.0068422,0.00556281,0,0,0,0.0145312,0.00811842,0.00153684,0,0,0,0.0074474,0,0.0193076,0.00265352,0.0428695,0.0121113,0.0185339,0.00760645,0,0.00222699,0.00213859,0.0119846,0.0147205,0.0121818,0.0489026,0.00360179,0.00493043,0.00218146,0.0146911,0,0.0209547,0,0.00494211,0.00946932,0.00323415,0.012114,0.0089347,0.0143455,0.00579255,0.00681838,0,0,0.0153448,0.013943,0.00877525,0.0618099,0.0254564,0.00383557,0.0049238,0.00197996,0.00531231,0.0468383,0.00854242,0.00739184,0.00949558,0.0249675,0.00565795,0.0103762,0.00880385,0.009115,0.00265866,0.00408206,0.00552339,0.00710315,0,0,0,0.00643591,0,0.0207863,0,0
102,0.00607773,0.00496177,0,0,0,0.0145029,0.0103317,0.00232247,0,0,0,0.00769525,0,0.0194037,0.00207919,0.0426078,0.00970441,0.0189933,0.0064259,0,0.0020331,0.00198846,0.0103389,0.0121339,0.0124712,0.0504056,0.00415112,0.00561415,0.00209751,0.0155371,0,0.0168659,0,0.00503409,0.00946919,0.00275032,0.0126002,0.00902395,0.0143406,0.00723926,0.00607558,0,0,0.0149998,0.0139944,0.00816639,0.0621767,0.025696,0.0031348,0.00494536,0.00119392,0.004651,0.0465285,0.0072693,0.00672062,0.00865317,0.0244688,0.0048557,0.0100465,0.00843265,0.00906122,0.00268952,0.00398097,0.00488867,0.00782835,0,0,0,0.00797141,0,0.0192418,0,0
103,0.00600952,0.00479111,0,0,0,0.0145489,0.0120057,0.00360031,0,0,0,0.00794053,0,0.0194247,0.00156863,0.0422765,0.00705004,0.0194158,0.00474012,0,0.00264501,0.00193331,0.00831716,0.00964959,0.0114752,0.0519221,0.00543123,0.0076966,0.00180181,0.0170112,0,0.0147572,0,0.00511994,0.00939029,0.00219094,0.0125239,0.00912646,0.0134943,0.00771957,0.00587342,0,0,0.0148341,0.0140123,0.00762288,0.0625595,0.0258119,0.00241248,0.0059842,0.000890397,0.00390472,0.0460725,0.00577071,0.00583073,0.00685061,0.0236671,0.00383393,0.00870708,0.0101329,0.00883373,0.00265212,0.00379553,0.00465565,0.00834709,0,0,0,0.0118683,0,0.0169548,0,0
104,0.00594332,0.00440485,0,0,0,0.0146305,0.0134869,0.00488877,0,0,0,0.00786992,0,0.0195337,0.00140747,0.0419555,0.00754579,0.01961,0.00363495,0,0.00340104,0.00187062,0.00556404,0.00837286,0.0100826,0.0534908,0.00699897,0.0101343,0.00197696,0.0190299,0,0.015155,0,0.00512316,0.00938009,0.00194092,0.0135,0.00928686,0.0127419,0.00769204,0.00563543,0,0,0.0146532,0.0139908,0.00700935,0.0629699,0.0258896,0.00257589,0.0072204,0.000503529,0.00361328,0.0456127,0.00475025,0.00514457,0.00520004,0.0227577,0.00290502,0.00684678,0.0135805,0.00862187,0.00275806,0.00339012,0.00422558,0.00816059,0,0,0,0.0163329,0,0.0149851,0,0
105,0.00688472,0.00460933,0,0,0,0.0144927,0.0145863,0.00633938,0,0,0,0.00886523,0,0.0201154,0.00117398,0.0416313,0.0114151,0.0194617,0.00407234,0,0.0042444,0.00204133,0.00292135,0.00941145,0.00906888,0.0550991,0.00881083,0.012499,0.00277701,0.0211177,0,0.0180372,0,0.00619535,0.00969812,0.00145887,0.0139708,0.00960078,0.0119556,0.00714612,0.00688008,0,0,0.0152018,0.0137686,0.0086528,0.0632448,0.025865,0.002698,0.00847703,0.00118862,0.00351758,0.0453204,0.00436205,0.00487195,0.00392502,0.0219983,0.00244915,0.00486065,0.0165952,0.010572,0.00236962,0.00314616,0.00438823,0.00846275,0,0,0,0.019998,0,0.0132401,0,0
106,0.00569827,0.0038387,0,0,0,0.0147857,0.0154887,0.00745194,0,0,0,0.00680104,0,0.0196001,0.00171554,0.041339,0.0168872,0.0196435,0.00629003,0,0.00428903,0.00220931,0.00347516,0.0126847,0.00848659,0.056677,0.0106449,0.0143872,0.00429416,0.0231332,0,0.021616,0,0.00412443,0.00934251,0.00143888,0.013613,0.00986243,0.0115621,0.00634087,0.00549312,0,0,0.0142437,0.0138011,0.00603631,0.0634405,0.0258783,0.00243041,0.00898969,0.00109383,0.00359557,0.0452994,0.00423796,0.00497024,0.00260417,0.0215848,0.00246471,0.00310369,0.0177603,0.00839832,0.00364755,0.00258572,0.00336794,0.00676209,0,0,0,0.02241,0,0.0119693,0,0
107,0.00512974,0.0038176,0,0,0,0.01498,0.0160389,0.0084128,0,0,0,0.00602834,0,0.0194841,0.00214113,0.0410418,0.0237694,0.0199707,0.00916036,0,0.00434967,0.0025563,0.00657836,0.0167826,0.00894699,0.0582509,0.0120309,0.0155358,0.00615583,0.0248571,0,0.0238347,0,0.00346131,0.00921004,0.00122081,0.0132667,0.0102786,0.0117172,0.00575589,0.00532636,0,0,0.0139484,0.0136464,0.00587136,0.0634547,0.0259136,0.00224946,0.00919452,0.00203255,0.0036587,0.0455893,0.0041099,0.00514228,0.00168647,0.0213812,0.00260648,0.00179397,0.017378,0.00867456,0.00411223,0.00217235,0.00318768,0.00593758,0,0,0,0.0237868,0,0.0114668,0,0
108,0.0046481,0.00398731,0,0,0,0.0152291,0.0166378,0.00927666,0,0,0,0.00515469,0,0.0192798,0.00270865,0.0407446,0.0303773,0.0201983,0.0118729,0,0.00437131,0.00284165,0.00950471,0.0207514,0.00973395,0.0597018,0.0128786,0.0159622,0.00806167,0.0261256,0,0.026785,0,0.00297629,0.00902701,0.00118318,0.0128235,0.0106498,0.0121912,0.00584423,0.00509992,0,0,0.0135343,0.0134483,0.0053557,0.0633296,0.0257571,0.0023383,0.00924879,0.00282504,0.00368096,0.0459857,0.00418033,0.00550587,0.00164823,0.0213432,0.00273305,0.0016964,0.0169792,0.00863661,0.00456018,0.00177227,0.00314192,0.00539946,0,0,0,0.0241469,0,0.0111184,0,0
109,0.00444629,0.00416266,0,0,0,0.0155588,0.0174436,0.00999318,0,0,0,0.00424906,0,0.0192119,0.00331174,0.0404556,0.0365299,0.0202212,0.0143107,0,0.00433365,0.00303412,0.0123706,0.0246717,0.0101437,0.0608773,0.0132556,0.0160471,0.00980098,0.0268885,0,0.0296916,0,0.00262657,0.00893352,0.00134114,0.0129676,0.0109771,0.0127255,0.00607025,0.0049759,0,0,0.0131467,0.0132217,0.00496047,0.0631382,0.0255499,0.00236654,0.00926585,0.00342783,0.00368132,0.0463412,0.00452144,0.00598006,0.00242467,0.0215657,0.00267283,0.00240337,0.0167396,0.00860974,0.00437269,0.00159251,0.0030208,0.00528901,0,0,0,0.0246782,0,0.0105179,0,0
110,0.00433883,0.00416222,0,0,0,0.0159376,0.0180305,0.0104434,0,0,0,0.00353884,0,0.0192292,0.00377926,0.0402599,0.0412958,0.0201117,0.0163257,0,0.0044056,0.00317019,0.0150472,0.0285512,0.0102431,0.0616626,0.0136571,0.0161165,0.010877,0.0272757,0,0.0324152,0,0.00247974,0.00887528,0.00162029,0.0134218,0.0112644,0.013327,0.00586301,0.0049583,0,0,0.0128106,0.0130911,0.00464907,0.0630056,0.0253243,0.00224375,0.00935011,0.00370913,0.00370896,0.046579,0.0049605,0.00640784,0.00347291,0.0219546,0.00253629,0.00386405,0.0167578,0.0085053,0.0043126,0.00161134,0.00262186,0.0053814,0,0,0,0.0255351,0,0.0101612,0,0
111,0.00421433,0.00392482,0,0,0,0.0162457,0.0183859,0.0106817,0,0,0,0.00316387,0,0.019319,0.00409585,0.0402107,0.0449801,0.0199793,0.0178895,0,0.00457903,0.00338771,0.0169969,0.0318124,0.010394,0.0621696,0.0144081,0.0164069,0.0113322,0.0272899,0,0.0350246,0,0.00246021,0.00886907,0.00186333,0.0139988,0.0113885,0.0139057,0.00516494,0.00506551,0,0,0.0127062,0.0130004,0.00454645,0.0630434,0.0251434,0.0021315,0.00942683,0.00366366,0.00379067,0.0466196,0.00523142,0.00669578,0.00471613,0.0223045,0.00252042,0.00559929,0.0168202,0.00840535,0.00436408,0.00163447,0.00203141,0.00564637,0,0,0,0.0266875,0,0.0101648,0,0
112,0.00445576,0.00308645,0,0,0,0.015979,0.0187676,0.0109322,0,0,0,0.00709038,0,0.0201116,0.00260794,0.0401926,0.0478479,0.0199346,0.0197106,0,0.00487593,0.00346436,0.0183563,0.0345221,0.0106878,0.0625986,0.0153682,0.0171924,0.0115989,0.0271863,0,0.0380619,0,0.00557546,0.00938597,0.00184447,0.0136729,0.0114796,0.014258,0.0044811,0.00585757,0,0,0.0136711,0.0128078,0.00677786,0.0631675,0.0250858,0.002205,0.00940926,0.0034451,0.00393291,0.0464952,0.0055548,0.00683765,0.00558992,0.0224423,0.00246522,0.0068661,0.0165387,0.0102785,0.00300804,0.00170904,0.00142082,0.00650456,0,0,0,0.0279451,0,0.0101306,0,0
113,0.00353698,0.00299841,0,0,0,0.0163093,0.019176,0.0110991,0,0,0,0.0051949,0,0.0196869,0.00257367,0.0401503,0.0496192,0.0199891,0.0211507,0,0.00484016,0.00366404,0.0193478,0.0365672,0.0109274,0.0629746,0.0165288,0.0181637,0.0117453,0.0272228,0,0.0419434,0,0.00436216,0.00904786,0.0016811,0.0131469,0.0112663,0.0145186,0.00420155,0.00440424,0,0,0.0118183,0.0129616,0.00415966,0.0633542,0.0250599,0.0021924,0.00887557,0.00350603,0.00400291,0.0463197,0.00558419,0.00675215,0.00573714,0.0223571,0.00229386,0.0073447,0.0158143,0.00792769,0.00389796,0.00151294,0.0011425,0.00609084,0,0,0,0.0294634,0,0.0101253,0,0
114,0.00366294,0.00264888,0,0,0,0.0163273,0.0190005,0.0109569,0,0,0,0.00565351,0,0.0197469,0.00238965,0.0400269,0.050097,0.0198348,0.0221651,0,0.0046896,0.00410434,0.0202969,0.0382248,0.0112536,0.0633543,0.0179653,0.0195343,0.0116799,0.0275924,0,0.0469761,0,0.00466597,0.00907456,0.00171139,0.0125485,0.0110898,0.0143162,0.00435707,0.00458226,0,0,0.0116955,0.0129173,0.00435413,0.0635479,0.024945,0.00215593,0.00826627,0.00297095,0.00399373,0.0462087,0.00545104,0.0064649,0.00583356,0.0221243,0.00212862,0.00750885,0.0149479,0.00767642,0.00292222,0.00143733,0.00133492,0.00665208,0,0,0,0.0314502,0,0.00970176,0,0
115,0.00379089,0.00238116,0,0,0,0.0163035,0.0183951,0.0106036,0,0,0,0.00604785,0,0.0199399,0.00218509,0.0398236,0.0494337,0.0196788,0.0225441,0,0.00439126,0.00454094,0.020673,0.0390525,0.0113232,0.0635899,0.0192567,0.0209488,0.0114577,0.0282804,0,0.0522707,0,0.00487681,0.00918064,0.0016894,0.0121629,0.0108725,0.0141124,0.00465583,0.00477653,0,0,0.0117077,0.0128993,0.00458526,0.0637151,0.0247015,0.00201649,0.00766199,0.00232144,0.00395324,0.0461513,0.00517252,0.00600077,0.00622981,0.0218369,0.00203672,0.00775818,0.0144558,0.00734858,0.00203381,0.00140711,0.00191471,0.0071162,0,0,0,0.0339536,0,0.00939169,0,0
116,0.00406491,0.00192159,0,0,0,0.0162904,0.0174428,0.0102651,0,0,0,0.00554645,0,0.0197475,0.00209744,0.0396753,0.0469979,0.0195968,0.0218932,0,0.00413469,0.00510576,0.0202535,0.0386618,0.0109086,0.063785,0.0201693,0.0220574,0.0111629,0.0290298,0,0.0572863,0,0.00460196,0.00906347,0.00152871,0.0119524,0.0105976,0.0139867,0.00480094,0.00547514,0,0,0.0119071,0.0128404,0.00520919,0.0637673,0.0245773,0.00193383,0.0071273,0.00130288,0.00387095,0.0460707,0.00499789,0.00554453,0.00637796,0.0215328,0.00181175,0.00809224,0.0138931,0.00703036,0.0013767,0.00158877,0.00238629,0.00767685,0,0,0,0.0369904,0,0.00933547,0,0
