Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,L5FT,RFHD,RHEE,LMR,LBR
154,0.00601562,0.00876021,0,0,0,0.0141716,0.0177283,0.00406825,0,0,0,0.00770587,0,0.0186811,0.00164452,0.0447123,0.0230567,0.0202134,0.0141349,0,0.00256903,0.00459215,0.0170449,0.0179375,0.0110797,0.0499254,0.00736964,0.0134235,0.00854632,0.014195,0,0.0224697,0,0.00525486,0.00913547,0.00243478,0.00669502,0.0118624,0.0129135,0.00566383,0.00772515,0,0,0.0147089,0.0108571,0.00478362,0.0617014,0.0205675,0.00340336,0.0036457,0.00887233,0.00616507,0.0442577,0.00614101,0.00898003,0.0129987,0.0178911,0.00921737,0.0200845,0.0223984,0.0109926,0.00590681,0.00245909,0.00881173,0.00535731,0,0,0,0.0210306,0,0.0278976,0,0
155,0.00572394,0.00789411,0,0,0,0.0139319,0.0142574,0.0037065,0,0,0,0.0088263,0,0.0188199,0.00208635,0.0444376,0.0194337,0.0195313,0.0138607,0,0.00273298,0.00449273,0.0154438,0.016367,0.0107883,0.04927,0.00578999,0.0119768,0.00720343,0.012711,0,0.0201047,0,0.00594276,0.00928426,0.00291536,0.00473583,0.0117606,0.0135503,0.00516607,0.00768787,0,0,0.0137861,0.010881,0.0041255,0.0616818,0.0203891,0.00302121,0.00352344,0.00813815,0.00537832,0.0445822,0.00605884,0.00701837,0.0119762,0.0176417,0.00913976,0.0186776,0.021291,0.0109141,0.00586002,0.00248528,0.00785901,0.00548013,0,0,0,0.0187025,0,0.0274013,0,0
156,0.00533401,0.00750564,0,0,0,0.0137082,0.0105583,0.00344515,0,0,0,0.0101316,0,0.0188559,0.00262271,0.0441653,0.017197,0.0187333,0.0136435,0,0.0026498,0.00454863,0.0141225,0.0151207,0.010964,0.0485225,0.00593404,0.0115483,0.0060359,0.0108791,0,0.0178893,0,0.0066898,0.00936264,0.003381,0.00383737,0.0115155,0.0141296,0.00481399,0.00774986,0,0,0.0134895,0.0109718,0.00382376,0.0616722,0.0202587,0.00342374,0.00315154,0.0081213,0.00476624,0.0450732,0.00610211,0.00497643,0.0105723,0.0175811,0.00902479,0.0167727,0.0200869,0.0112976,0.00578766,0.0023572,0.00738303,0.00505487,0,0,0,0.0171621,0,0.0262734,0,0
157,0.0040007,0.00641091,0,0,0,0.0135215,0.00859398,0.00344684,0,0,0,0.0110255,0,0.018784,0.00286208,0.0442115,0.0170864,0.0183962,0.0122741,0,0.00303805,0.0047252,0.0124247,0.0131839,0.0106921,0.0483856,0.00737403,0.012205,0.00586108,0.0093807,0,0.0158299,0,0.00721897,0.00938009,0.00372773,0.00494205,0.0112383,0.0141389,0.00405937,0.00688846,0,0,0.0131175,0.0109683,0.00365291,0.0616942,0.0202327,0.00431789,0.00242554,0.00768868,0.00475531,0.0455645,0.00638044,0.00382039,0.0086916,0.0176371,0.00855396,0.0139746,0.0189748,0.0114281,0.0057421,0.0025027,0.00637483,0.00401371,0,0,0,0.0155493,0,0.024111,0,0
158,0.00277407,0.00484728,0,0,0,0.0133036,0.00817608,0.00329723,0,0,0,0.0116079,0,0.0190619,0.00357385,0.0447855,0.0173079,0.0187571,0.0101768,0,0.00322466,0.00472571,0.00994853,0.0100342,0.00971372,0.0486865,0.00832498,0.0129022,0.00582176,0.00872709,0,0.0131402,0,0.00779247,0.00960619,0.00395376,0.00740302,0.01113,0.0137335,0.00311922,0.00562344,0,0,0.010895,0.0109976,0.00215182,0.0618051,0.0204203,0.00499478,0.00177955,0.00699266,0.00531113,0.0459975,0.00663281,0.00433979,0.00676436,0.0176447,0.00776703,0.0106615,0.0188004,0.00930058,0.00732774,0.0028578,0.00511175,0.00293703,0,0,0,0.0138612,0,0.0208863,0,0
159,0.00216102,0.00404307,0,0,0,0.0134564,0.00816396,0.00273019,0,0,0,0.0111254,0,0.01854,0.00236224,0.0454438,0.016917,0.019723,0.00792099,0,0.00316485,0.00427293,0.0065043,0.00594836,0.00764791,0.0488364,0.00829554,0.0132854,0.00561075,0.00890454,0,0.0109047,0,0.00667415,0.00928897,0.00395732,0.00989963,0.0109064,0.0132603,0.00217036,0.00503991,0,0,0.01196,0.0110252,0.00351055,0.0619649,0.0208864,0.00523976,0.00144713,0.00713122,0.00609924,0.0464229,0.00649813,0.00576662,0.00531955,0.0174734,0.00672032,0.00740034,0.0196453,0.0100683,0.00647679,0.00282148,0.00434483,0.00213753,0,0,0,0.0124653,0,0.0169836,0,0
160,0.00201659,0.00325651,0,0,0,0.0134888,0.00845675,0.00188569,0,0,0,0.0107349,0,0.0185947,0.00211539,0.0456669,0.0166303,0.0203256,0.00581289,0,0.00319051,0.00361118,0.00320542,0.00298482,0.00509373,0.0486019,0.00765696,0.0133369,0.00548769,0.00938191,0,0.00969774,0,0.00628954,0.00929996,0.00374638,0.012755,0.0107986,0.0129478,0.0014019,0.00482797,0,0,0.0114392,0.0110503,0.00345144,0.0621655,0.0213512,0.00512115,0.00146731,0.00653021,0.00676935,0.0467904,0.00617484,0.00720318,0.00497996,0.0172137,0.00570977,0.00534184,0.0203653,0.00919433,0.00692469,0.00292033,0.0034591,0.0019963,0,0,0,0.0116941,0,0.0128842,0,0
161,0.00219828,0.00271487,0,0,0,0.0135044,0.00884699,0.00110826,0,0,0,0.0101745,0,0.0188578,0.00194819,0.0457217,0.0166096,0.0205592,0.00413514,0,0.00342822,0.0029074,0.00224691,0.0033889,0.00344259,0.0481375,0.00728558,0.0136531,0.0058892,0.00999988,0,0.00875254,0,0.00591108,0.00942674,0.00367939,0.0151787,0.0107972,0.0128381,0.00187812,0.0047722,0,0,0.0105517,0.0110514,0.00318788,0.0624009,0.021616,0.00493237,0.00182173,0.00582369,0.0072779,0.0472106,0.00592682,0.00841401,0.00565139,0.0169513,0.00477578,0.00566817,0.0210219,0.00843086,0.00735972,0.00293893,0.00259998,0.00190497,0,0,0,0.0112651,0,0.00905788,0,0
162,0.002499,0.00253883,0,0,0,0.0133831,0.00926386,0.00135802,0,0,0,0.00966392,0,0.018979,0.00180082,0.0459795,0.0164812,0.0206649,0.00231757,0,0.00366112,0.00232701,0.00305346,0.00458323,0.00337999,0.047737,0.00738334,0.014529,0.00667505,0.0106159,0,0.00820862,0,0.00546538,0.00946433,0.00331905,0.017302,0.0109474,0.0129947,0.00317372,0.00466552,0,0,0.00940893,0.0110226,0.00292085,0.0625599,0.0218162,0.0049536,0.00240435,0.00515409,0.00764773,0.0477474,0.00586033,0.00947824,0.00678366,0.0168515,0.00399662,0.00739003,0.0216715,0.00784355,0.00758831,0.00281376,0.00181835,0.00204479,0,0,0,0.0109759,0,0.00633059,0,0
163,0.00275445,0.00270477,0,0,0,0.0132919,0.00949464,0.00208517,0,0,0,0.00927494,0,0.0190884,0.00187945,0.0462384,0.0162742,0.0207044,0.00146213,0,0.00389062,0.00185771,0.00357526,0.0049152,0.00363869,0.0475537,0.00775296,0.0155048,0.00719599,0.010861,0,0.00779635,0,0.00503701,0.00951233,0.00314548,0.0194821,0.0111994,0.0132948,0.00452647,0.00454452,0,0,0.00802787,0.010953,0.00278225,0.0625261,0.021986,0.00507205,0.00282693,0.00439887,0.0079729,0.0484212,0.00591502,0.0104841,0.00805931,0.0170254,0.00320681,0.00936981,0.0225607,0.00742731,0.00760773,0.00278095,0.00147433,0.00242846,0,0,0,0.0106788,0,0.00566753,0,0
164,0.00282097,0.00370467,0,0,0,0.0131848,0.00959582,0.00251554,0,0,0,0.00920271,0,0.0190521,0.00190952,0.0463593,0.01598,0.020517,0.00186823,0,0.00389725,0.00139464,0.00350499,0.00477448,0.00332547,0.0475538,0.00794675,0.0160754,0.00728707,0.0107675,0,0.00767071,0,0.00474119,0.00943337,0.00296674,0.0222706,0.011488,0.0133972,0.00564981,0.00479875,0,0,0.00905875,0.0108917,0.00408355,0.0622796,0.0221811,0.00537367,0.00311327,0.00423021,0.00838502,0.0491918,0.00604922,0.0114461,0.00922623,0.0175348,0.00242897,0.0112005,0.0235106,0.00918533,0.00609589,0.00269228,0.00226759,0.00248442,0,0,0,0.0104861,0,0.00763715,0,0
165,0.00215342,0.00358066,0,0,0,0.0130449,0.0093851,0.00287905,0,0,0,0.00909246,0,0.0193287,0.00240889,0.0463719,0.0153932,0.0202693,0.00244265,0,0.00393944,0.00117974,0.00309378,0.00451662,0.00250806,0.0476205,0.00779969,0.0160015,0.00698853,0.0106096,0,0.00763881,0,0.00447859,0.00957872,0.00311133,0.0245619,0.0119606,0.0128562,0.0065822,0.00429682,0,0,0.00523676,0.0108217,0.00355373,0.0618431,0.022322,0.00595814,0.00327968,0.00263399,0.00908838,0.0500853,0.00630951,0.0126278,0.0103295,0.0182155,0.00188403,0.0127255,0.0262745,0.00597974,0.00732436,0.00313346,0.00190606,0.00249512,0,0,0,0.0101413,0,0.00995297,0,0
166,0.0018378,0.00408495,0,0,0,0.0132498,0.00862341,0.00276812,0,0,0,0.00734292,0,0.0188696,0.00167209,0.0463772,0.0143492,0.0201432,0.00297092,0,0.00366946,0.00113338,0.00291274,0.00415982,0.00204633,0.0476232,0.00731543,0.0151682,0.00636705,0.0107351,0,0.00746542,0,0.00317153,0.00933286,0.00372816,0.0273592,0.0122434,0.0123181,0.0071045,0.00408527,0,0,0.00525608,0.0108043,0.00361342,0.0614684,0.0225845,0.0067968,0.00339347,0.00266233,0.010081,0.0510462,0.00683002,0.0141227,0.011228,0.0189985,0.00180711,0.0137616,0.0305849,0.00705259,0.00534022,0.00319173,0.00225152,0.00204256,0,0,0,0.00941851,0,0.0124247,0,0
167,0.00189893,0.004175,0,0,0,0.0132922,0.00767217,0.002322,0,0,0,0.00657833,0,0.0188572,0.00162782,0.0465132,0.0130322,0.0203698,0.00367463,0,0.00311553,0.00124213,0.00299273,0.00334825,0.00214177,0.047671,0.00643792,0.0137281,0.00560562,0.0111322,0,0.00694659,0,0.00258894,0.00934588,0.0038087,0.0309154,0.0125819,0.0123187,0.00737066,0.00361475,0,0,0.00446116,0.0108391,0.00355067,0.0613125,0.0229841,0.00755339,0.00322475,0.00217302,0.0112516,0.0518586,0.00752926,0.0158207,0.0118666,0.0198591,0.00213487,0.0144112,0.0357008,0.00618921,0.00444721,0.00314708,0.00227397,0.00177188,0,0,0,0.00843095,0,0.0148572,0,0
168,0.00179192,0.00402441,0,0,0,0.0133084,0.00671051,0.00223643,0,0,0,0.00603267,0,0.0187639,0.00151567,0.0468066,0.0115587,0.0200354,0.00439556,0,0.00292506,0.00131965,0.00327388,0.00249209,0.0026539,0.0475317,0.00533613,0.0121558,0.00475935,0.0117091,0,0.00689594,0,0.00233817,0.00929075,0.00367133,0.0346827,0.0127877,0.0125072,0.0074711,0.00320074,0,0,0.00362435,0.0108766,0.0033158,0.0612538,0.02328,0.00824612,0.00292971,0.00172973,0.0124339,0.052442,0.00830579,0.0176212,0.0123454,0.0205751,0.00249212,0.014873,0.0401814,0.00508557,0.00358267,0.00302857,0.00203853,0.00170847,0,0,0,0.0075589,0,0.0165852,0,0
169,0.00161957,0.00375094,0,0,0,0.0133383,0.0060562,0.00254043,0,0,0,0.00597047,0,0.0186598,0.00141118,0.0471054,0.0103152,0.0191085,0.00484107,0,0.00311491,0.00135622,0.00363701,0.00195033,0.00326724,0.0472865,0.00434553,0.0108554,0.00401564,0.0122813,0,0.00722815,0,0.00244814,0.00927378,0.003398,0.0377406,0.0128538,0.0122334,0.00743544,0.00294528,0,0,0.00295794,0.0109616,0.00299964,0.0610604,0.0233095,0.00875256,0.00262667,0.00121708,0.0135215,0.0527364,0.0089242,0.0193588,0.0128507,0.0212273,0.00297412,0.0152884,0.0435619,0.00398139,0.00294739,0.00280767,0.00167333,0.00149552,0,0,0,0.00716335,0,0.0174013,0,0
170,0.00177331,0.00419181,0,0,0,0.0134712,0.00585325,0.00273402,0,0,0,0.00666885,0,0.0187049,0.00146753,0.0473801,0.00951194,0.0187405,0.00488696,0,0.00302404,0.00165758,0.00376422,0.00196444,0.00386797,0.0470782,0.00378941,0.0101071,0.00370908,0.012763,0,0.00771029,0,0.00295299,0.00932135,0.00341425,0.0397725,0.0127383,0.0117115,0.0074028,0.00348762,0,0,0.00500103,0.0112413,0.00368029,0.0610365,0.0234241,0.00931475,0.00239219,0.00230534,0.0147144,0.052782,0.00950969,0.0211836,0.0136757,0.0218872,0.00363682,0.0159557,0.0465409,0.00585861,0.00288405,0.0025152,0.00234937,0.0019943,0,0,0,0.00728749,0,0.0170118,0,0
171,0.00132126,0.00379785,0,0,0,0.0135461,0.00598404,0.00283457,0,0,0,0.00702805,0,0.0187735,0.0015512,0.0475328,0.00923552,0.0188328,0.00465545,0,0.00293724,0.00144037,0.00396873,0.00219992,0.00463492,0.0469946,0.00375732,0.00993284,0.00393177,0.0130588,0,0.00825793,0,0.00322705,0.00935957,0.00335856,0.0412055,0.0126725,0.0117613,0.00773702,0.00315907,0,0,0.00466134,0.0113505,0.0035445,0.0607974,0.0234583,0.009957,0.00210915,0.00228353,0.0158455,0.0525233,0.0100508,0.0231651,0.0147216,0.0224525,0.00421616,0.0168578,0.0486571,0.00537976,0.00346365,0.00243181,0.00213111,0.00181874,0,0,0,0.00751501,0,0.0166343,0,0
172,0.00110099,0.00359197,0,0,0,0.0136281,0.00636426,0.00287292,0,0,0,0.00742513,0,0.0189705,0.00174606,0.0475198,0.00944297,0.0190455,0.00449084,0,0.00271497,0.00134766,0.00413659,0.00241643,0.00532841,0.0470315,0.00406914,0.0102256,0.00432772,0.0131035,0,0.00877394,0,0.00342967,0.00945512,0.00361834,0.0422472,0.0125757,0.0121648,0.00825311,0.00291597,0,0,0.00432034,0.0114628,0.0034857,0.0604514,0.0234053,0.0105418,0.00205967,0.00248458,0.0166986,0.0521678,0.0104135,0.0247981,0.0159816,0.0228442,0.00467843,0.0179991,0.0503839,0.0049584,0.00421812,0.00245499,0.00228032,0.00172339,0,0,0,0.00795627,0,0.0162567,0,0
173,0.00179067,0.00277342,0,0,0,0.0134858,0.007045,0.00286916,0,0,0,0.00759201,0,0.019567,0.00146664,0.0473207,0.0100376,0.0192236,0.00468994,0,0.00254096,0.00133942,0.0040964,0.0025382,0.0056734,0.0470229,0.00459375,0.0108046,0.00483373,0.0130294,0,0.00932562,0,0.00377973,0.00980488,0.00326462,0.0429604,0.0126741,0.0126094,0.00861607,0.00259206,0,0,0.00372971,0.0114379,0.00263366,0.0601691,0.0231729,0.0107384,0.00202237,0.00181515,0.0169521,0.0519797,0.0103055,0.0254929,0.017206,0.0231067,0.00493105,0.0193322,0.0517175,0.002451,0.00272821,0.00242783,0.0017111,0.00264051,0,0,0,0.00846053,0,0.0166512,0,0
174,0.00130202,0.00311581,0,0,0,0.0136159,0.00790118,0.00270816,0,0,0,0.00771024,0,0.019355,0.00155784,0.0470975,0.0107554,0.0192697,0.00492343,0,0.00225888,0.00142468,0.00423339,0.00260309,0.00590203,0.0469466,0.00517688,0.0114764,0.00532418,0.0129299,0,0.0100845,0,0.00353269,0.009637,0.00339325,0.0433874,0.0125862,0.0127503,0.00845993,0.00227511,0,0,0.0012925,0.0115881,0.0021233,0.0602143,0.0229028,0.0106383,0.00205042,0.002333,0.0165991,0.0519694,0.00983753,0.0253658,0.0183854,0.0232469,0.00514485,0.020868,0.0527326,0.00232118,0.00452967,0.00253478,0.00223908,0.00257489,0,0,0,0.00920375,0,0.0177075,0,0
175,0.00136709,0.00309206,0,0,0,0.0136605,0.00866531,0.00265727,0,0,0,0.00790565,0,0.0195743,0.00133764,0.0468145,0.0113674,0.0191853,0.00495865,0,0.00218079,0.00160396,0.00428436,0.00248424,0.00601768,0.0468898,0.00571288,0.0120788,0.00574117,0.0128869,0,0.0109378,0,0.0036667,0.00967807,0.00314192,0.0437227,0.0125915,0.012552,0.00799417,0.00210035,0,0,0.00168455,0.0117093,0.00195954,0.0602793,0.0225703,0.0104673,0.00206821,0.00276983,0.0159146,0.0517783,0.00934678,0.024717,0.0194337,0.0231203,0.00532317,0.0223189,0.0537475,0.00250085,0.00475543,0.00262323,0.00238966,0.00300052,0,0,0,0.0101464,0,0.0183481,0,0
176,0.00127599,0.00311496,0,0,0,0.0137957,0.00927541,0.00264805,0,0,0,0.00803102,0,0.0197097,0.00130133,0.0464828,0.0118841,0.0191229,0.00493155,0,0.00219255,0.0018674,0.00393924,0.00220635,0.00615842,0.046827,0.00604415,0.0125042,0.00615688,0.0129318,0,0.0118935,0,0.00373777,0.0097072,0.00292215,0.0439271,0.0124836,0.0120573,0.00743048,0.00219384,0,0,0.00153898,0.0118354,0.00196912,0.0603255,0.0222676,0.0102423,0.00209406,0.00331783,0.0149335,0.051465,0.00883591,0.0236174,0.0203074,0.022748,0.00551706,0.0235773,0.054778,0.00297027,0.00521696,0.00270461,0.00264727,0.00273549,0,0,0,0.011116,0,0.0187584,0,0
177,0.00150998,0.0029266,0,0,0,0.0139484,0.00969815,0.0023798,0,0,0,0.00803723,0,0.0196847,0.00142432,0.0462187,0.0121735,0.0195661,0.00534637,0,0.00193199,0.00202386,0.00377876,0.00215261,0.00660155,0.0466999,0.00629049,0.0126798,0.00651626,0.0131729,0,0.0125387,0,0.00362681,0.00969747,0.00280271,0.0442928,0.0123938,0.0116873,0.00693499,0.00211262,0,0,0.00172397,0.0118931,0.00201793,0.0604445,0.0220547,0.00996518,0.00196531,0.00326155,0.0136744,0.0510886,0.00823666,0.0220241,0.0209353,0.0222894,0.00569029,0.0245354,0.0558614,0.00315153,0.00561697,0.00270085,0.00261337,0.00239458,0,0,0,0.0115934,0,0.0198857,0,0
178,0.00162302,0.00277174,0,0,0,0.0140639,0.00995315,0.00170066,0,0,0,0.00790076,0,0.0195324,0.00163317,0.0461505,0.0122404,0.0207407,0.00609211,0,0.00131675,0.00211619,0.00407866,0.00241044,0.00718476,0.0464551,0.00656769,0.0127533,0.00680097,0.013553,0,0.0130237,0,0.00346689,0.00960233,0.00270878,0.0448804,0.0123234,0.0112494,0.00642461,0.00138773,0,0,0.00220001,0.0119708,0.00203737,0.0604335,0.0219435,0.00965628,0.0014807,0.00306515,0.0122508,0.0506054,0.00747521,0.0199291,0.0213669,0.0218139,0.00594267,0.0253355,0.05706,0.00333514,0.00583827,0.00262,0.0025987,0.00235772,0,0,0,0.0118611,0,0.0214336,0,0
179,0.00170566,0.00267106,0,0,0,0.014139,0.0101074,0.00125719,0,0,0,0.00783298,0,0.0194536,0.00184768,0.0461143,0.0122382,0.0212671,0.0068798,0,0.00119975,0.00215844,0.00453143,0.00271486,0.00772833,0.0461786,0.00682117,0.0127559,0.00696222,0.0138494,0,0.014027,0,0.00343736,0.00954245,0.00267913,0.0453408,0.012247,0.0107342,0.0059684,0.000774618,0,0,0.00279474,0.0120332,0.00212608,0.0601005,0.0217262,0.00906122,0.00119921,0.00277132,0.0106439,0.050182,0.00648305,0.0175598,0.0217028,0.0213133,0.00626092,0.0260504,0.058206,0.00360171,0.00596943,0.00245823,0.00261717,0.00267516,0,0,0,0.0125801,0,0.0233835,0,0
180,0.00288257,0.00266379,0,0,0,0.0139351,0.0103204,0.00105511,0,0,0,0.00761197,0,0.0199972,0.0015665,0.0459836,0.0123672,0.021342,0.00775573,0,0.00135719,0.00228921,0.00489627,0.00299059,0.0083537,0.0459881,0.00717019,0.0127761,0.00709279,0.014041,0,0.0152412,0,0.0031767,0.00985845,0.0022725,0.0457343,0.0122557,0.0104425,0.00574108,0.00258812,0,0,0.00556244,0.0119555,0.0023924,0.0600654,0.0215098,0.00851343,0.00117146,0.00289249,0.00906873,0.0500017,0.00559483,0.0152247,0.021941,0.0207863,0.00667648,0.0266004,0.0592535,0.00500011,0.00375091,0.00219466,0.00278511,0.00357359,0,0,0,0.0134745,0,0.0253018,0,0
181,0.00283188,0.00250669,0,0,0,0.0140226,0.0107238,0.000947072,0,0,0,0.00746825,0,0.0198172,0.00140549,0.0459417,0.0123368,0.0213962,0.0086688,0,0.00157921,0.00260213,0.00488692,0.00354757,0.00894595,0.0458369,0.0074828,0.0127878,0.00718962,0.014195,0,0.0163484,0,0.00336298,0.00979547,0.00251846,0.0463036,0.0120036,0.0101296,0.00576937,0.00230044,0,0,0.00425785,0.0120415,0.00149379,0.0606786,0.0213877,0.00833992,0.00141136,0.00251075,0.00783795,0.0497649,0.00530877,0.0131826,0.0220562,0.0203348,0.00707762,0.0267354,0.0602757,0.00407943,0.00428535,0.00204588,0.0026312,0.00370951,0,0,0,0.0142712,0,0.0264167,0,0
182,0.00331902,0.00258908,0,0,0,0.0140226,0.0110939,0.000797824,0,0,0,0.00763517,0,0.019864,0.00156722,0.0459097,0.0122622,0.0214708,0.00955039,0,0.00177391,0.00304081,0.00488769,0.00425939,0.0092641,0.0455539,0.00780621,0.0128867,0.00725239,0.0142908,0,0.0176464,0,0.00368407,0.0098305,0.00249881,0.0469379,0.0118263,0.00989676,0.00586864,0.0027711,0,0,0.00500354,0.0121169,0.00181097,0.0613558,0.0213115,0.00840727,0.0018262,0.0023892,0.0067445,0.0495467,0.00521759,0.0112424,0.0221563,0.0199111,0.00735718,0.0268028,0.0611686,0.00436778,0.00386174,0.00186565,0.0027161,0.00408469,0,0,0,0.0152872,0,0.0271068,0,0
183,0.00349633,0.00260871,0,0,0,0.0140972,0.0113797,0.000608017,0,0,0,0.00788049,0,0.0196098,0.00162512,0.0458248,0.012888,0.0215208,0.0103109,0,0.00198171,0.00334036,0.00490757,0.00479392,0.00963644,0.0451527,0.00817025,0.0130967,0.00736287,0.0142947,0,0.019177,0,0.00402788,0.00971593,0.00221609,0.0473134,0.0115871,0.00977789,0.00586971,0.0029933,0,0,0.00517051,0.0122114,0.00196269,0.0616985,0.0211859,0.00857993,0.00221409,0.00202663,0.00552913,0.0492661,0.00499099,0.00927243,0.0223006,0.0194867,0.00763755,0.0269041,0.0617973,0.00431428,0.00405547,0.00162817,0.00273045,0.0043042,0,0,0,0.0166234,0,0.0278499,0,0
184,0.00379708,0.00275079,0,0,0,0.014265,0.0117962,0.000583407,0,0,0,0.00814729,0,0.0192506,0.0015593,0.045678,0.014509,0.021526,0.0110357,0,0.0021499,0.003634,0.00489631,0.00540171,0.0102375,0.0448101,0.00846898,0.0133152,0.00744751,0.0141484,0,0.020537,0,0.00440702,0.00950798,0.00144269,0.0475213,0.0113238,0.00998192,0.0058793,0.00339012,0,0,0.00575168,0.0122821,0.00245818,0.0617806,0.0209141,0.00892552,0.00248287,0.00187393,0.0043651,0.0489985,0.00483209,0.00738548,0.022397,0.0191218,0.0079361,0.0268634,0.0621814,0.0044235,0.00387817,0.00144731,0.00287959,0.00459583,0,0,0,0.0178779,0,0.0285281,0,0
185,0.00412565,0.00298471,0,0,0,0.0142876,0.0123126,0.000747627,0,0,0,0.00833287,0,0.0190846,0.00168354,0.0455673,0.0149729,0.0215611,0.0117737,0,0.00228048,0.00388865,0.00496119,0.00594571,0.0107971,0.0445414,0.00858636,0.0134239,0.00745569,0.01401,0,0.021765,0,0.00473666,0.0094104,0.00129708,0.0473615,0.0110196,0.0102824,0.00584309,0.00382714,0,0,0.00655954,0.0123523,0.00301527,0.0617255,0.020736,0.0094988,0.00259213,0.00182006,0.00343358,0.0487467,0.00482171,0.00578071,0.022653,0.018837,0.008427,0.0269576,0.0620685,0.00465815,0.00356237,0.00124238,0.00310263,0.00502381,0,0,0,0.0190179,0,0.029305,0,0
186,0.00450191,0.00329458,0,0,0,0.0143016,0.0126749,0.00100679,0,0,0,0.00856307,0,0.019139,0.00198378,0.0454497,0.0141297,0.0216233,0.0125112,0,0.0024555,0.00407592,0.00515031,0.00630202,0.0112313,0.0442747,0.00859973,0.0133928,0.00742564,0.0139762,0,0.022823,0,0.00500966,0.00944308,0.00171154,0.0469706,0.0107344,0.0106359,0.00568325,0.00426349,0,0,0.00749764,0.0124526,0.00358113,0.0616297,0.0206685,0.01014,0.00272205,0.00183089,0.00292163,0.048609,0.00501607,0.004474,0.0228998,0.0185727,0.00895849,0.0270331,0.0615729,0.00496388,0.00328425,0.00116325,0.003374,0.00557265,0,0,0,0.0197773,0,0.0300271,0,0
187,0.00487168,0.0036269,0,0,0,0.0143437,0.0128347,0.00128593,0,0,0,0.00884397,0,0.0191873,0.00224509,0.0453145,0.0135419,0.0217125,0.01321,0,0.0027276,0.00422665,0.00538816,0.00658921,0.0117111,0.0439826,0.00854509,0.0132585,0.00731961,0.0140211,0,0.0237549,0,0.00534215,0.00950516,0.00202225,0.0462419,0.0104607,0.0110211,0.00531497,0.00469665,0,0,0.00847009,0.0125874,0.00424472,0.0615741,0.0207227,0.0107874,0.00290692,0.002051,0.00275507,0.0486241,0.00547988,0.00357156,0.0230241,0.0183372,0.00941663,0.0269654,0.0606897,0.00525314,0.00297969,0.00126113,0.00370769,0.00619819,0,0,0,0.0204561,0,0.0305578,0,0
188,0.00601211,0.00499261,0,0,0,0.0141739,0.0129842,0.00162883,0,0,0,0.00916925,0,0.0197292,0.00343163,0.0451818,0.0132105,0.0217489,0.0139691,0,0.00291178,0.00437192,0.00569466,0.00696908,0.0121446,0.0437317,0.0084077,0.0130392,0.00718054,0.0141251,0,0.0244335,0,0.00513641,0.00990875,0.0018297,0.0452432,0.0102127,0.0113241,0.00488101,0.00597891,0,0,0.00996549,0.0126747,0.00621024,0.06151,0.0206683,0.011298,0.00309626,0.00379761,0.00273178,0.0486556,0.00604114,0.00302809,0.0230212,0.0181767,0.00978349,0.0266801,0.059505,0.00622107,0.00155823,0.00152972,0.00507429,0.00731941,0,0,0,0.0209644,0,0.0310678,0,0
189,0.00636019,0.0053916,0,0,0,0.0141893,0.0131997,0.00203599,0,0,0,0.00916007,0,0.0196261,0.00303223,0.04513,0.012804,0.0218292,0.0147293,0,0.00311115,0.00452571,0.00602371,0.00732894,0.0125218,0.0434279,0.00825292,0.01274,0.00699636,0.0142656,0,0.0251334,0,0.00533353,0.00993655,0.00202064,0.0440034,0.00984518,0.0114833,0.00427882,0.00640758,0,0,0.0107127,0.0128654,0.00664629,0.0615578,0.0205701,0.0117543,0.00314547,0.00408282,0.00289018,0.0487229,0.00668365,0.00271037,0.0229424,0.0181319,0.0100524,0.0261795,0.0580554,0.00607133,0.00183769,0.0019049,0.00549815,0.00785123,0,0,0,0.0214922,0,0.0315599,0,0
190,0.00677821,0.00575352,0,0,0,0.0140617,0.0132487,0.00228149,0,0,0,0.00958862,0,0.019655,0.00331561,0.0450846,0.0124542,0.0217482,0.0153974,0,0.0032313,0.00492357,0.0063163,0.007507,0.0128176,0.043109,0.00812123,0.012417,0.00678653,0.0143822,0,0.0259356,0,0.00560704,0.0100116,0.00221782,0.0425934,0.00949636,0.0118335,0.00385754,0.00678046,0,0,0.0112208,0.0131094,0.00684226,0.0615843,0.0204392,0.0120711,0.00335448,0.00437937,0.00311441,0.0488166,0.00720028,0.00257613,0.0227282,0.0182023,0.0101727,0.025598,0.0563957,0.00575158,0.00202226,0.0023039,0.00581829,0.00813618,0,0,0,0.0220895,0,0.0321852,0,0
