Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,STRN,LASI,LMR,LBR
106,0.01131,0.00973899,0,0,0,0.0532735,0.0160567,0.0269746,0,0,0,0.00489771,0,0.0201949,0.0032261,0.0413484,0.0306371,0.0277624,0.0184731,0,0.0319733,0.00638133,0.019155,0.0281622,0.0146848,0.0564388,0.018629,0.0262302,0.0136835,0.0133665,0,0.0660159,0,0.00386629,0.0089646,0.0011519,0.00612433,0.0135131,0.00930105,0.0215039,0.0138989,0,0,0.0105038,0,0.0104011,0.0068864,0.0564471,0.0156467,0.0230339,0.00890488,0.0285624,0.00570763,0.0045007,0.0459811,0.00686473,0.00811466,0.0112365,0.0169591,0.00460817,0.0140823,0.00786941,0.00777892,0.00288358,0.00132424,0.0213494,0,0,0,0.017518,0.0293739,0,0
107,0.0110627,0.0100283,0,0,0,0.0515956,0.0160013,0.0263301,0,0,0,0.00482676,0,0.0202826,0.00320318,0.0415627,0.0292842,0.0278845,0.0175547,0,0.0318794,0.0065925,0.0180655,0.0264528,0.0136953,0.0559516,0.0180403,0.0255174,0.0138834,0.0130131,0,0.063621,0,0.00354953,0.00908455,0.00107369,0.00606862,0.0135298,0.00927054,0.0211205,0.013664,0,0,0.0102958,0,0.0104255,0.00686096,0.056432,0.0158664,0.0230955,0.00896617,0.0283282,0.00591309,0.00465498,0.0458373,0.00682797,0.00828857,0.011495,0.0168637,0.00476939,0.0143804,0.0083683,0.00789541,0.00304585,0.00142183,0.0210828,0,0,0,0.0176406,0.0290771,0,0
108,0.0108706,0.0102396,0,0,0,0.0496942,0.0159893,0.0255407,0,0,0,0.00478149,0,0.0204455,0.0032268,0.0417986,0.0273299,0.0280244,0.0165751,0,0.0317801,0.00658461,0.0170438,0.0249155,0.0127407,0.0554936,0.0173187,0.0248568,0.0138934,0.0126251,0,0.0608533,0,0.00318422,0.00924309,0.00111882,0.00596401,0.0135147,0.00924762,0.0207696,0.0135302,0,0,0.010135,0,0.0104177,0.00686064,0.056412,0.0162359,0.0231735,0.0090498,0.0281068,0.00602694,0.0047815,0.0457177,0.0069072,0.00850434,0.0116844,0.0167838,0.00496544,0.0146652,0.00873462,0.00791035,0.0032297,0.00158338,0.0208817,0,0,0,0.0178145,0.0288153,0,0
109,0.010488,0.0103725,0,0,0,0.0474483,0.0159263,0.0250267,0,0,0,0.00507437,0,0.0205148,0.00323993,0.0420279,0.0253532,0.0283074,0.0155386,0,0.0316334,0.00640698,0.0159923,0.0233433,0.0118887,0.0550539,0.0167329,0.0241405,0.0141273,0.0124817,0,0.0574807,0,0.00294133,0.00935583,0.00107463,0.0059766,0.0135218,0.00927298,0.0203713,0.0133622,0,0,0.00984365,0,0.0104035,0.006797,0.0565607,0.017065,0.0232211,0.00916761,0.027829,0.00602938,0.00492968,0.0456778,0.0070762,0.00884887,0.0121621,0.0166836,0.00530162,0.0153232,0.00949447,0.00800182,0.00342997,0.0015225,0.0206502,0,0,0,0.0179696,0.0286546,0,0
110,0.0101017,0.0104468,0,0,0,0.044547,0.015848,0.0244492,0,0,0,0.00554432,0,0.0205757,0.00322821,0.0421737,0.0237968,0.0287365,0.0147435,0,0.0316474,0.00613309,0.0149852,0.0217974,0.0112013,0.0546475,0.0160492,0.0231551,0.0143468,0.0124422,0,0.053367,0,0.00282059,0.00941051,0.000733134,0.00623558,0.0135609,0.00936974,0.0201065,0.0132588,0,0,0.00954377,0,0.0103972,0.00674692,0.0569385,0.01819,0.0231479,0.00932465,0.0276045,0.0059717,0.00515347,0.0457663,0.00704933,0.00933701,0.0126946,0.0165825,0.00572805,0.0162042,0.0107643,0.0080136,0.00378006,0.00140647,0.0205243,0,0,0,0.0181766,0.0285936,0,0
111,0.00988832,0.0105795,0,0,0,0.0405583,0.0158473,0.0235846,0,0,0,0.00588684,0,0.0205821,0.00323031,0.0423677,0.022424,0.0290246,0.0140972,0,0.0316697,0.00627553,0.0139607,0.0201294,0.0106304,0.0542684,0.0152268,0.0220343,0.0144559,0.0123929,0,0.0481097,0,0.00276003,0.00941537,0.000387034,0.00664348,0.0134998,0.00940591,0.0197511,0.0131813,0,0,0.00936463,0,0.0103525,0.00680694,0.0571405,0.018885,0.0230434,0.00947981,0.0273199,0.00604661,0.00540362,0.0456688,0.00698787,0.00974675,0.0130829,0.0165059,0.00590843,0.0168918,0.0119091,0.00809307,0.00426037,0.00127457,0.0203691,0,0,0,0.0182615,0.0284692,0,0
112,0.00960459,0.0106968,0,0,0,0.0353317,0.0158176,0.0226514,0,0,0,0.00639454,0,0.0206563,0.00321214,0.0427117,0.0210512,0.0292335,0.0138207,0,0.0316159,0.00650839,0.0129804,0.018419,0.0104082,0.0538153,0.0145655,0.0208983,0.0145123,0.0124743,0,0.0415574,0,0.00262027,0.00947267,0.000303705,0.00711351,0.0134018,0.00943285,0.0193187,0.0130319,0,0,0.00924411,0,0.0102911,0.00684888,0.0572607,0.019418,0.0229774,0.00955618,0.02688,0.00607622,0.00558948,0.0454131,0.00695912,0.0100517,0.013289,0.0164892,0.00611163,0.0173673,0.0131271,0.00806834,0.00462499,0.00116015,0.0201573,0,0,0,0.0182727,0.0282189,0,0
113,0.00945274,0.0107549,0,0,0,0.0296814,0.0157961,0.021694,0,0,0,0.00680304,0,0.0207809,0.00325408,0.0430426,0.0198317,0.0295411,0.0141873,0,0.0313751,0.00646305,0.0122747,0.0171331,0.0107298,0.0532064,0.0142419,0.0198859,0.014467,0.0128123,0,0.0343066,0,0.00267726,0.00955012,0.000456307,0.00771132,0.0133698,0.00945093,0.018978,0.0130323,0,0,0.00898695,0,0.0102847,0.00683457,0.057408,0.0201652,0.0228212,0.00966033,0.0265093,0.00600547,0.00580057,0.0451199,0.00709619,0.010433,0.0136279,0.01652,0.00625689,0.0177987,0.0144516,0.00791032,0.00478993,0.00108708,0.0201022,0,0,0,0.0183685,0.0280768,0,0
114,0.00934973,0.0108001,0,0,0,0.023833,0.015814,0.0203487,0,0,0,0.007033,0,0.0207612,0.00344785,0.0433355,0.0188621,0.0298545,0.0152455,0,0.0311349,0.00625099,0.0120387,0.016581,0.0117267,0.0525783,0.0141875,0.0189976,0.0142119,0.0133064,0,0.0269972,0,0.00256583,0.00955881,0.00053245,0.00856738,0.0133252,0.00944418,0.0188206,0.0130894,0,0,0.00872541,0,0.0102533,0.00677203,0.0576172,0.0207841,0.0225829,0.00974611,0.0262037,0.00594926,0.0060913,0.04485,0.00739298,0.0108284,0.0138703,0.0165843,0.00647031,0.0181255,0.0157813,0.00780897,0.0048613,0.00106554,0.0201193,0,0,0,0.0184844,0.0279936,0,0
115,0.00934351,0.0107879,0,0,0,0.0190591,0.0158431,0.0192537,0,0,0,0.00710684,0,0.0206457,0.00369644,0.04354,0.0187114,0.0302102,0.0170934,0,0.0310171,0.00594487,0.0125826,0.0171016,0.013433,0.0522785,0.0144331,0.0182644,0.0138678,0.0139253,0,0.020954,0,0.00221594,0.00953014,0.000520268,0.00936364,0.0132253,0.0093604,0.0187351,0.013263,0,0,0.00838507,0,0.0101517,0.00659879,0.0578135,0.0212762,0.0222872,0.00990593,0.0259795,0.00588975,0.00657239,0.0445377,0.00777954,0.011194,0.0139511,0.0167109,0.0065865,0.0182892,0.0168919,0.00761658,0.00498616,0.00105859,0.0202115,0,0,0,0.0185616,0.0279458,0,0
116,0.00931773,0.010747,0,0,0,0.0163265,0.015888,0.0189726,0,0,0,0.0073326,0,0.0206807,0.00402084,0.0436822,0.0200863,0.0304037,0.0196183,0,0.0310243,0.00586416,0.0139739,0.0186186,0.0158606,0.0523501,0.0149282,0.0178602,0.0136107,0.0146109,0,0.0174033,0,0.002424,0.00956623,0.000509864,0.0100761,0.0131448,0.00912724,0.0186922,0.0135495,0,0,0.0079641,0,0.0100475,0.00634405,0.057984,0.0215249,0.0219376,0.0101195,0.0258509,0.00577702,0.00738598,0.0441812,0.00816926,0.0115588,0.0139722,0.0169363,0.00656708,0.0183863,0.017882,0.00739056,0.00504142,0.00106135,0.0203083,0,0,0,0.0185859,0.02786,0,0
117,0.00932565,0.010697,0,0,0,0.0164214,0.0159757,0.0197329,0,0,0,0.00774168,0,0.0207806,0.00447944,0.0437911,0.022798,0.0304169,0.0226772,0,0.0311277,0.00580533,0.0161829,0.0211088,0.0190474,0.0527802,0.0157973,0.0179923,0.0135199,0.0153535,0,0.017018,0,0.00316112,0.00963556,0.000624817,0.0108365,0.0131044,0.00878988,0.0187234,0.0138784,0,0,0.00755965,0,0.0099608,0.00599476,0.058181,0.0215367,0.0214464,0.0104201,0.0258393,0.00558174,0.00807589,0.0437993,0.00859861,0.0120095,0.0139779,0.0172203,0.00653988,0.0185552,0.0187734,0.00706475,0.00496891,0.00107065,0.020427,0,0,0,0.0185353,0.0277816,0,0
118,0.00939048,0.0106441,0,0,0,0.018193,0.0160805,0.0211979,0,0,0,0.00818082,0,0.0206682,0.00502816,0.0437926,0.0266495,0.0303612,0.0257481,0,0.0311881,0.00561639,0.0190432,0.0241705,0.022484,0.0536294,0.0166889,0.0183125,0.0134096,0.0160206,0,0.018531,0,0.00376745,0.00960182,0.000803169,0.0117132,0.0130851,0.0083302,0.0188603,0.0141828,0,0,0.0072251,0,0.00988893,0.00561845,0.0583341,0.0212307,0.0209629,0.0106959,0.025988,0.00539459,0.00857804,0.0434136,0.00891406,0.0124056,0.0136575,0.0175319,0.0063345,0.0184909,0.0197648,0.00672882,0.00477415,0.0010817,0.0205552,0,0,0,0.0184773,0.0277468,0,0
119,0.00949467,0.0105825,0,0,0,0.0274591,0.0161782,0.0297801,0,0,0,0.00859573,0,0.0205676,0.00543431,0.0437576,0.0377368,0.0302359,0.0286044,0,0.0311221,0.00531215,0.0220946,0.0272859,0.0255672,0.0547141,0.0182209,0.0203992,0.0171489,0.0158119,0,0.0321633,0,0.00429429,0.00955307,0.000979566,0.0123182,0.0130754,0.00791671,0.0190423,0.0144649,0,0,0.00695296,0,0.00980191,0.00524309,0.0584342,0.0208166,0.0205838,0.0109713,0.0262252,0.00529373,0.0090209,0.0430383,0.00918795,0.0128035,0.0132998,0.0178098,0.00610915,0.0181912,0.0205668,0.00648395,0.00460802,0.00107886,0.0206848,0,0,0,0.0185009,0.0277237,0,0
120,0.0094907,0.0105614,0,0,0,0.0423001,0.0162189,0.0420649,0,0,0,0.00911018,0,0.0205681,0.00591999,0.0437408,0.0527252,0.0301417,0.0311554,0,0.0313491,0.00519842,0.0248513,0.0300122,0.0279661,0.0557903,0.0202396,0.0240498,0.0235847,0.0173377,0,0.050216,0,0.00472008,0.00955828,0.00120143,0.0125622,0.0130446,0.00748288,0.0192977,0.0146669,0,0,0.0068564,0,0.0097526,0.00490203,0.0584322,0.0203947,0.0202349,0.0111957,0.0265485,0.00519823,0.00945351,0.0426641,0.00944467,0.0131588,0.0130315,0.0180468,0.00595225,0.0178383,0.0211632,0.00626862,0.00427467,0.00107473,0.0207485,0,0,0,0.0185943,0.0276316,0,0
121,0.00944382,0.0105437,0,0,0,0.0540383,0.016239,0.0510494,0,0,0,0.00980985,0,0.0206678,0.00638699,0.0437464,0.0639273,0.0300841,0.0331841,0,0.03152,0.0051796,0.0270862,0.0321193,0.0298999,0.0566612,0.0215529,0.0269838,0.0280548,0.0193218,0,0.0628552,0,0.00507309,0.00962134,0.00147025,0.0128067,0.013011,0.00721427,0.0194906,0.014769,0,0,0.00693891,0,0.00969922,0.00464879,0.0583993,0.0203618,0.0199713,0.0113288,0.0267826,0.00508935,0.0098522,0.0423689,0.00969195,0.0134545,0.0129106,0.0181876,0.00603279,0.0177961,0.0218302,0.00609978,0.00394236,0.00102673,0.0206785,0,0,0,0.0187009,0.0274557,0,0
122,0.00938781,0.0105683,0,0,0,0.0604186,0.016252,0.0553526,0,0,0,0.0105564,0,0.020901,0.00674978,0.0438205,0.0695924,0.0300395,0.0342153,0,0.0315926,0.00514799,0.0285831,0.0333918,0.0308245,0.0571669,0.0217997,0.0284193,0.0297132,0.0201645,0,0.069247,0,0.00530091,0.00976645,0.00185428,0.0130588,0.0129746,0.00717871,0.0194962,0.0147137,0,0,0.00708622,0,0.00965572,0.00452986,0.0583803,0.0207692,0.0197931,0.0113825,0.0268349,0.00506571,0.0101556,0.0421948,0.00979374,0.013653,0.0129011,0.0182393,0.00620633,0.01789,0.0224933,0.00603128,0.00371981,0.00100911,0.0205203,0,0,0,0.0188288,0.0271732,0,0
123,0.00936148,0.0106026,0,0,0,0.0602838,0.0162382,0.0546773,0,0,0,0.0110109,0,0.0211798,0.0069854,0.0439769,0.0691152,0.0300735,0.0342027,0,0.0317561,0.0052372,0.029214,0.0337333,0.0309631,0.0571952,0.0211922,0.0283498,0.0285946,0.0193428,0,0.0691478,0,0.00517793,0.00989265,0.00208828,0.013009,0.0129021,0.00729202,0.0193095,0.0145317,0,0,0.0072013,0,0.00963727,0.00453541,0.058318,0.0211374,0.0196613,0.0113127,0.0268214,0.00513251,0.0102952,0.0421171,0.00973589,0.0137227,0.0129956,0.0182262,0.00641707,0.0179889,0.022952,0.00607259,0.0035453,0.000995567,0.0202841,0,0,0,0.018903,0.0267615,0,0
124,0.00933551,0.0105989,0,0,0,0.0539893,0.0161891,0.0494942,0,0,0,0.0112834,0,0.0212202,0.00711499,0.0441998,0.0629333,0.0301973,0.0333379,0,0.0319171,0.00529788,0.0289391,0.0331464,0.0299729,0.0567029,0.0202131,0.0268932,0.0252696,0.0173438,0,0.0627654,0,0.00489154,0.00994468,0.00217406,0.0126695,0.0128134,0.00737611,0.0189478,0.0142787,0,0,0.00736261,0,0.0096207,0.00453259,0.0582148,0.0213595,0.0195521,0.0110703,0.0268112,0.00525298,0.0102877,0.0421753,0.00949916,0.0136013,0.0130809,0.0181624,0.00663924,0.0180073,0.023162,0.00618157,0.00339345,0.00115549,0.0200536,0,0,0,0.0189256,0.0262986,0,0
125,0.00928265,0.0105971,0,0,0,0.0441462,0.0161281,0.0410492,0,0,0,0.0112568,0,0.0210756,0.00714414,0.0444477,0.0528617,0.0305092,0.0317972,0,0.0321344,0.00528971,0.0278227,0.0316458,0.0280142,0.0556459,0.0190357,0.0245683,0.0206408,0.0153482,0,0.0517853,0,0.00489787,0.00987801,0.0021389,0.0121894,0.0127161,0.00753331,0.0185503,0.0139653,0,0,0.00753802,0,0.00963042,0.00465984,0.0580435,0.0212917,0.0196479,0.0105684,0.0268963,0.0053885,0.0100665,0.0422993,0.0090554,0.0131722,0.0129983,0.0180013,0.00671556,0.0177478,0.0231884,0.00631884,0.00336779,0.00143862,0.0198433,0,0,0,0.018969,0.0259075,0,0
126,0.00911383,0.0105462,0,0,0,0.032112,0.0160452,0.0308052,0,0,0,0.0113836,0,0.0210041,0.00708915,0.0447053,0.0406545,0.0308919,0.0296449,0,0.032317,0.0051646,0.0261809,0.0295339,0.0255612,0.0543738,0.0177153,0.0217036,0.015541,0.0145994,0,0.0377252,0,0.00502079,0.00986216,0.00204949,0.0115928,0.0126009,0.0076859,0.0181709,0.0135508,0,0,0.00764502,0,0.00962824,0.00485424,0.0578276,0.0211672,0.0198948,0.0100901,0.0269235,0.00547794,0.00971633,0.0424215,0.00860063,0.0126201,0.0128619,0.0176711,0.00684766,0.0174385,0.0231204,0.0064455,0.00350519,0.00168798,0.0195839,0,0,0,0.0189138,0.0255715,0,0
127,0.00883155,0.0105752,0,0,0,0.0212391,0.015992,0.021487,0,0,0,0.0117652,0,0.0211273,0.00709817,0.0449192,0.0290765,0.0309886,0.0270398,0,0.0324351,0.00491297,0.0244702,0.027256,0.0229104,0.0532206,0.0164165,0.0190995,0.0116852,0.0155487,0,0.0236707,0,0.00507332,0.00992279,0.00202144,0.0110342,0.0125036,0.00793495,0.017956,0.0131543,0,0,0.00771011,0,0.00962753,0.00503406,0.0575489,0.0209603,0.0201494,0.00947017,0.0270263,0.00563271,0.00929703,0.0425422,0.00812575,0.0119137,0.0125463,0.0171954,0.00715948,0.0169879,0.0232874,0.00662126,0.00364308,0.00191592,0.0192997,0,0,0,0.0189213,0.0254287,0,0
128,0.00856824,0.0106509,0,0,0,0.0186615,0.0159698,0.0198303,0,0,0,0.0120721,0,0.021161,0.00719024,0.0450763,0.0259651,0.0308537,0.0244662,0,0.0326447,0.00456039,0.0230913,0.0252859,0.0204222,0.0523258,0.01562,0.0183197,0.0119531,0.0151517,0,0.0224354,0,0.00525245,0.00993407,0.00200245,0.0104701,0.0124341,0.0080931,0.018002,0.0128978,0,0,0.00777787,0,0.00966323,0.0051767,0.057276,0.0205662,0.0204118,0.00871672,0.0272134,0.00574959,0.00878764,0.0426719,0.00765622,0.0109895,0.0120382,0.0167184,0.00737431,0.0161832,0.0233995,0.00683574,0.00381645,0.00213217,0.0189323,0,0,0,0.0189277,0.0255288,0,0
129,0.00833677,0.0107659,0,0,0,0.0169979,0.0159637,0.0183809,0,0,0,0.0122437,0,0.0210468,0.00730874,0.045093,0.0237207,0.030623,0.0225702,0,0.0331287,0.00423627,0.0220952,0.0239679,0.018359,0.0516183,0.014971,0.0176143,0.012041,0.0149165,0,0.0218305,0,0.00565778,0.0098864,0.00193319,0.0100968,0.012335,0.00818438,0.0180788,0.0126236,0,0,0.0078784,0,0.00969066,0.00539343,0.0569519,0.0199506,0.0206714,0.00782211,0.0272909,0.00592523,0.008142,0.0427935,0.00717326,0.0099364,0.0114431,0.0162381,0.00739789,0.0151617,0.0235747,0.00708256,0.00398497,0.00239501,0.0185196,0,0,0,0.0190755,0.0256551,0,0
130,0.00807263,0.0109003,0,0,0,0.015821,0.0159182,0.0175552,0,0,0,0.012373,0,0.0208316,0.00744705,0.0450501,0.0209933,0.0302753,0.0219117,0,0.0336809,0.00403386,0.021397,0.0234771,0.0175392,0.0511406,0.0143164,0.0167478,0.0119421,0.0146948,0,0.0217542,0,0.00612594,0.00981376,0.00183671,0.00969515,0.0122203,0.0083783,0.018172,0.0122965,0,0,0.00818043,0,0.00974621,0.00581628,0.0565905,0.0191536,0.0207111,0.00687694,0.0273699,0.00624123,0.00747192,0.0429103,0.00665031,0.0088141,0.0107528,0.0157591,0.00734999,0.014032,0.0236653,0.00741941,0.00414645,0.00273669,0.01808,0,0,0,0.0193342,0.0256362,0,0
131,0.00790596,0.0110716,0,0,0,0.0137601,0.0157825,0.0173341,0,0,0,0.0125427,0,0.0208326,0.00756807,0.0449161,0.0168033,0.0298112,0.0224802,0,0.0341829,0.00414994,0.0212488,0.0239729,0.0177064,0.0508148,0.013316,0.0161164,0.0120774,0.0138898,0,0.0209701,0,0.00691726,0.0098572,0.00182764,0.00908787,0.0120554,0.00870976,0.0182968,0.011893,0,0,0.0088881,0,0.00983731,0.00647321,0.0562688,0.0181218,0.0206183,0.00587582,0.0275553,0.00673226,0.00688468,0.0431983,0.00599982,0.00758192,0.00999038,0.0153779,0.00721467,0.0127264,0.0234626,0.00791004,0.00436992,0.00315893,0.0176247,0,0,0,0.0197135,0.0254132,0,0
132,0.00811553,0.0112883,0,0,0,0.0116696,0.015576,0.0156628,0,0,0,0.0128032,0,0.0208238,0.00752852,0.0447167,0.0121486,0.0292226,0.0233213,0,0.0346571,0.00449402,0.0218267,0.0254637,0.0184611,0.050566,0.0127597,0.016562,0.0127869,0.0121396,0,0.0197501,0,0.00732889,0.00988669,0.00186837,0.00820095,0.0118017,0.00914991,0.0186215,0.0115036,0,0,0.0101108,0,0.00993991,0.00740482,0.0559655,0.0166287,0.020443,0.00479374,0.0279361,0.00735379,0.00629513,0.0437002,0.0051716,0.00632807,0.00914742,0.0151215,0.00696136,0.0111653,0.0228693,0.00854037,0.00467525,0.00365683,0.0173355,0,0,0,0.0202733,0.0251205,0,0
133,0.00877358,0.0114383,0,0,0,0.0129802,0.0153758,0.01251,0,0,0,0.0130905,0,0.0207139,0.00750909,0.0445682,0.00960945,0.0286551,0.0230073,0,0.034649,0.0049131,0.0228259,0.0275165,0.0192463,0.0505188,0.0130876,0.0171869,0.0132464,0.0101672,0,0.0210707,0,0.00756153,0.00987854,0.00200445,0.00762225,0.0114823,0.00961299,0.0191996,0.0111104,0,0,0.011729,0,0.0100844,0.00847109,0.0556398,0.0146347,0.0203018,0.0037285,0.0283458,0.00786971,0.00576944,0.0443568,0.00429632,0.00536147,0.00829863,0.0149076,0.00661355,0.00931652,0.0220888,0.00912893,0.0050997,0.0042092,0.0171657,0,0,0,0.0210106,0.0246857,0,0
134,0.00966246,0.0114366,0,0,0,0.0169137,0.0152592,0.00997199,0,0,0,0.0133604,0,0.0206834,0.00757091,0.044656,0.00978532,0.0284464,0.0215665,0,0.0343765,0.00523976,0.0236589,0.0288491,0.0193973,0.0507655,0.0134946,0.0171892,0.0130107,0.0089804,0,0.0249895,0,0.00784512,0.00989515,0.0022674,0.00755063,0.011186,0.010052,0.0200157,0.0107612,0,0,0.0131738,0,0.0102985,0.00931028,0.0553981,0.0123701,0.0203495,0.00292076,0.0285785,0.00806716,0.0055465,0.0452383,0.00366011,0.0051412,0.0075312,0.014721,0.00618577,0.00741547,0.0212291,0.00939184,0.00559295,0.0046714,0.0172111,0,0,0,0.0218538,0.0242649,0,0
135,0.0103262,0.0113291,0,0,0,0.0201559,0.0152393,0.00851614,0,0,0,0.0135994,0,0.0207987,0.00773053,0.0450587,0.0110491,0.0285128,0.0202647,0,0.0341098,0.00526075,0.0234297,0.0280154,0.0185601,0.0511411,0.0136193,0.0169878,0.0125389,0.00872014,0,0.0288412,0,0.00812396,0.0099724,0.00252954,0.00783859,0.0110112,0.0110591,0.0210345,0.0104996,0,0,0.013982,0,0.0105939,0.00979576,0.0553037,0.0106141,0.0204062,0.00253746,0.0286044,0.00782538,0.00553904,0.0461579,0.00342926,0.00549459,0.00725381,0.0144422,0.00586614,0.00662644,0.02047,0.00918615,0.00596597,0.00507968,0.0174565,0,0,0,0.0221391,0.0239545,0,0
136,0.01051,0.0112589,0,0,0,0.0215554,0.0152545,0.00840071,0,0,0,0.0135369,0,0.0207438,0.00760881,0.0454935,0.0124628,0.0288012,0.0193743,0,0.0339179,0.00499038,0.0211906,0.024688,0.017027,0.0510487,0.0136466,0.0169386,0.0122491,0.00917305,0,0.03113,0,0.0082152,0.00991915,0.00224535,0.00834784,0.0107787,0.0120548,0.0221783,0.0103136,0,0,0.0142344,0,0.0107239,0.00984656,0.0552337,0.00869162,0.0206612,0.00263752,0.0284381,0.00724751,0.0055888,0.0470524,0.00367541,0.00603847,0.00742622,0.0140789,0.00559329,0.00740968,0.0198367,0.00875427,0.00610635,0.0052994,0.0177809,0,0,0,0.0219626,0.023771,0,0
137,0.0102508,0.0111584,0,0,0,0.0221302,0.0153181,0.00884999,0,0,0,0.0132909,0,0.02073,0.00726165,0.045786,0.0136837,0.029079,0.0183721,0,0.0337352,0.00458724,0.0175571,0.0202995,0.015378,0.0503218,0.0134522,0.0168072,0.0122275,0.0100758,0,0.0324629,0,0.00820754,0.00987067,0.00188058,0.00867673,0.0105596,0.0127911,0.023345,0.0102142,0,0,0.0140722,0,0.0106922,0.00950284,0.0551012,0.00658968,0.0210643,0.00312139,0.0282151,0.00646281,0.0055848,0.0479922,0.00435128,0.00659667,0.00784976,0.0137089,0.00542461,0.00870434,0.0190609,0.00836065,0.00603792,0.00520754,0.0179308,0,0,0,0.0215805,0.0237867,0,0
138,0.00985072,0.0109012,0,0,0,0.0231453,0.0152909,0.00883317,0,0,0,0.0129144,0,0.0208513,0.00697896,0.0460571,0.01458,0.0287089,0.0168904,0,0.0338575,0.00410878,0.0146633,0.0167587,0.0139875,0.0493051,0.0129277,0.016262,0.0122554,0.0108386,0,0.0338452,0,0.00793972,0.0098739,0.00173636,0.00873677,0.0106079,0.0131565,0.0244898,0.0104691,0,0,0.0136124,0,0.0106591,0.00893017,0.0548924,0.00457775,0.0213224,0.00399557,0.0282903,0.00555638,0.00565311,0.0490514,0.00522305,0.00722146,0.00816112,0.0135197,0.00525268,0.00972706,0.0178969,0.00809479,0.00580285,0.00499057,0.01786,0,0,0,0.0211375,0.0242813,0,0
139,0.00939064,0.0105147,0,0,0,0.0248152,0.0152283,0.00816576,0,0,0,0.0125153,0,0.0209948,0.00677546,0.0463639,0.0146399,0.0284286,0.0154763,0,0.0338417,0.00371437,0.0138033,0.0157342,0.0131457,0.048624,0.0124967,0.015732,0.0123039,0.0112076,0,0.035584,0,0.00803004,0.00987742,0.0018417,0.00876316,0.0108223,0.0130764,0.0253599,0.0108634,0,0,0.0132552,0,0.0106361,0.00834049,0.0546084,0.00368095,0.0215421,0.00493339,0.0283834,0.00478486,0.00591242,0.0501358,0.00604144,0.00789512,0.00827681,0.0136539,0.00502806,0.0104013,0.0165707,0.00802549,0.00530293,0.00472646,0.0176692,0,0,0,0.0206101,0.0246877,0,0
140,0.00906056,0.0100431,0,0,0,0.0270219,0.0151441,0.00708601,0,0,0,0.0120468,0,0.0209809,0.00637483,0.046582,0.0138268,0.028164,0.0145578,0,0.0336018,0.00343633,0.0143233,0.0167975,0.0128684,0.0483933,0.0122754,0.0154339,0.0124616,0.0111649,0,0.0378502,0,0.00820344,0.00980624,0.00166204,0.00920039,0.0111135,0.0125693,0.0258776,0.0113881,0,0,0.0132198,0,0.0105921,0.00788843,0.0542026,0.00527799,0.021755,0.0058794,0.0283719,0.00425221,0.00639255,0.0511767,0.00671857,0.00864129,0.0082778,0.013997,0.00466946,0.0108619,0.0152379,0.0081348,0.00446395,0.00444525,0.0175975,0,0,0,0.0201613,0.0250197,0,0
141,0.00909964,0.00962641,0,0,0,0.0297352,0.0151413,0.00591697,0,0,0,0.0113691,0,0.0207969,0.00630239,0.0466574,0.0131456,0.0277336,0.0142777,0,0.0331438,0.0032273,0.0151748,0.0183352,0.0128645,0.0485747,0.011882,0.0151073,0.0124862,0.010687,0,0.0410086,0,0.00813619,0.00970449,0.00127391,0.0100409,0.0114878,0.011579,0.0262,0.0119806,0,0,0.0134653,0,0.0105726,0.007668,0.0536803,0.0083415,0.0218735,0.00669304,0.028231,0.00393922,0.00704993,0.0521651,0.0071233,0.009487,0.00821011,0.0144273,0.00425116,0.0110909,0.0140516,0.0082902,0.00332075,0.00428239,0.01791,0,0,0,0.0199555,0.0252784,0,0
142,0.00950886,0.00942548,0,0,0,0.0329774,0.0152629,0.0054066,0,0,0,0.0110265,0,0.0207627,0.00697,0.0465891,0.0128694,0.0271718,0.0146213,0,0.032521,0.00327884,0.0159687,0.0195524,0.0130712,0.0489633,0.0113625,0.014915,0.0124222,0.0101593,0,0.0448683,0,0.00817671,0.00980389,0.00127373,0.0118457,0.0118888,0.0104095,0.0264325,0.0126149,0,0,0.0139217,0,0.010591,0.00767035,0.0531711,0.0118044,0.0219076,0.00712671,0.0279894,0.00382407,0.00782712,0.0530432,0.00748803,0.0104639,0.00797382,0.0149333,0.00380871,0.0109875,0.0129665,0.00843067,0.00208236,0.00421746,0.0184894,0,0,0,0.0200059,0.0253562,0,0
