Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,STRN,LASI,LMR,LBR
32,0.0140166,0.0126118,0,0,0,0.0149493,0.0138318,0.012467,0,0,0,0.013084,0,0.019873,0.00694423,0.048374,0.0184412,0.0244183,0.0195801,0,0.0303608,0.00641776,0.0178311,0.0208828,0.018782,0.04674,0.011804,0.0163095,0.0105889,0.0125365,0,0.0237211,0,0.00822174,0.00989875,0.00160417,0.0421125,0.0111837,0.0019163,0.0303024,0.014484,0,0,0.0225615,0,0.0129211,0.0127172,0.050653,0.0215015,0.023711,0.00514644,0.0275033,0.00807061,0.0102905,0.0569797,0.0107095,0.0163909,0.0160657,0.0175173,0.00655919,0.0220015,0.0535689,0.0144723,0.0136254,0.003849,0.0206354,0,0,0,0.0204657,0.0241026,0,0
33,0.0142109,0.012348,0,0,0,0.0143145,0.013742,0.0127153,0,0,0,0.0132547,0,0.0198431,0.00701427,0.0482548,0.0180064,0.024353,0.0197916,0,0.0303472,0.0064091,0.0173466,0.0210367,0.0185497,0.0465882,0.0119547,0.0161687,0.0106874,0.0125137,0,0.0224914,0,0.00820348,0.00991088,0.00174034,0.0435911,0.0109697,0.00213389,0.0306156,0.0145481,0,0,0.0222272,0,0.0128395,0.0128897,0.0508145,0.0227531,0.0236387,0.00536088,0.0278531,0.00751729,0.00982483,0.0566223,0.0104166,0.0157255,0.0169474,0.0175217,0.0069551,0.0228791,0.0560682,0.0142163,0.0125638,0.00386228,0.0206686,0,0,0,0.0202291,0.0242077,0,0
34,0.0143569,0.0121017,0,0,0,0.013732,0.0135788,0.0127525,0,0,0,0.0134766,0,0.0197431,0.00711618,0.0481427,0.0179277,0.0241917,0.020073,0,0.0302965,0.00652609,0.0169643,0.0210582,0.0183174,0.0462794,0.0120222,0.0161059,0.0107991,0.0124693,0,0.0211928,0,0.00815145,0.00991206,0.00186761,0.0446148,0.0107572,0.00267661,0.0308299,0.0145988,0,0,0.0219447,0,0.0127857,0.013078,0.0508076,0.0243485,0.0236151,0.00561061,0.0281632,0.00698008,0.00934018,0.0562166,0.0100941,0.0149721,0.0177555,0.0175,0.00738419,0.0236976,0.0579339,0.0138483,0.0113671,0.00413825,0.0207131,0,0,0,0.0200463,0.0242208,0,0
35,0.014516,0.012027,0,0,0,0.0134382,0.0133878,0.0127751,0,0,0,0.0136589,0,0.0196125,0.00721258,0.0480258,0.0176807,0.0239555,0.020214,0,0.0301699,0.00691794,0.016826,0.0211615,0.0180423,0.0457821,0.0119759,0.0163086,0.0109267,0.0123821,0,0.0200208,0,0.00817662,0.00989762,0.0021696,0.0451981,0.0105228,0.00385371,0.0308722,0.0146034,0,0,0.0218115,0,0.0127726,0.0133833,0.0506335,0.0263079,0.0237052,0.00569807,0.0284293,0.00657583,0.00879475,0.0557531,0.00971644,0.0140812,0.0184051,0.0174648,0.00793566,0.0244286,0.0592123,0.0136261,0.0105275,0.00445827,0.0207101,0,0,0,0.0197479,0.0241187,0,0
36,0.0146689,0.0121328,0,0,0,0.0135748,0.0132554,0.0131091,0,0,0,0.013947,0,0.0194474,0.00733222,0.0478805,0.0170978,0.0238173,0.0203663,0,0.0302014,0.00730523,0.0166241,0.0215024,0.0178946,0.0451474,0.0118928,0.0164932,0.0110155,0.0123315,0,0.0193551,0,0.00817091,0.00984848,0.00252176,0.0456141,0.0103173,0.00482105,0.0308694,0.0146149,0,0,0.0216659,0,0.0127517,0.013741,0.0510423,0.0275957,0.0237682,0.00598674,0.0287248,0.00631703,0.00852322,0.0556197,0.00955755,0.01342,0.0189145,0.0172899,0.00849151,0.0249135,0.0598859,0.0133571,0.00985815,0.00475191,0.0207112,0,0,0,0.0195719,0.0241692,0,0
37,0.0148822,0.0122977,0,0,0,0.0141541,0.0131924,0.0137227,0,0,0,0.0142941,0,0.0193322,0.00749512,0.0477641,0.0163947,0.0236869,0.020526,0,0.0302819,0.00763867,0.0163349,0.0220133,0.0177045,0.0445946,0.0119041,0.0164926,0.0110695,0.0123258,0,0.0191405,0,0.00811466,0.00979369,0.00282711,0.0457754,0.0100968,0.00579218,0.0308881,0.0146626,0,0,0.0214639,0,0.0126882,0.013996,0.051338,0.0283677,0.023819,0.00635261,0.0290145,0.00622875,0.0082899,0.0554935,0.00931806,0.0127878,0.0191994,0.0170662,0.0090068,0.0251725,0.0602664,0.0131868,0.0091215,0.00502931,0.0207362,0,0,0,0.0195079,0.0241995,0,0
38,0.0150756,0.0123996,0,0,0,0.0150188,0.0131852,0.0141102,0,0,0,0.0146434,0,0.0192465,0.00767602,0.0476443,0.016546,0.0235094,0.0205783,0,0.0303572,0.00796938,0.0160136,0.0226559,0.0175413,0.0441213,0.0120154,0.0164591,0.0111499,0.0123652,0,0.0192425,0,0.00843085,0.00975651,0.0030468,0.0459334,0.00987839,0.00656253,0.0309579,0.0147156,0,0,0.021335,0,0.0126147,0.0142441,0.0514786,0.0290015,0.0237701,0.00670186,0.0294059,0.00630451,0.00800858,0.0552734,0.00890438,0.0121024,0.0192565,0.0168926,0.00926296,0.0251408,0.060831,0.0130737,0.00855009,0.00528801,0.0207666,0,0,0,0.0196995,0.0241969,0,0
39,0.01517,0.012427,0,0,0,0.0160958,0.0132113,0.0142815,0,0,0,0.0150048,0,0.0191356,0.00786397,0.0475324,0.0169082,0.0233116,0.0206125,0,0.0304386,0.00829253,0.0156003,0.0228009,0.0174218,0.0437002,0.0122048,0.016625,0.0113236,0.0124322,0,0.0195233,0,0.0087737,0.0096954,0.00321159,0.046083,0.00971612,0.0072079,0.0312044,0.0146938,0,0,0.0212792,0,0.0125959,0.0145192,0.0515738,0.0299758,0.0235952,0.00729776,0.0299248,0.00649903,0.00794588,0.0549998,0.00843802,0.0117239,0.0194403,0.0166646,0.00959187,0.0250977,0.0608773,0.0129195,0.00807966,0.00548267,0.0207608,0,0,0,0.0199981,0.0241928,0,0
40,0.0150666,0.0123617,0,0,0,0.0172007,0.0132711,0.0146867,0,0,0,0.0153885,0,0.0191016,0.00806135,0.0474565,0.0171136,0.0231667,0.0208204,0,0.0305174,0.00845708,0.0151505,0.0219859,0.0174252,0.0433393,0.0123461,0.0167199,0.0115076,0.0124483,0,0.0199549,0,0.0090854,0.00963663,0.00326307,0.0460622,0.00953499,0.00782475,0.0314669,0.014557,0,0,0.0212381,0,0.0125153,0.0146731,0.0515933,0.0307129,0.0236295,0.00805566,0.030318,0.00674034,0.00806304,0.0548848,0.00813554,0.0117418,0.0195946,0.0163341,0.00994353,0.0251837,0.0607866,0.0127245,0.00777129,0.0056295,0.020653,0,0,0,0.0200656,0.0241945,0,0
41,0.0148762,0.0123874,0,0,0,0.018036,0.0133774,0.0150745,0,0,0,0.0157782,0,0.019173,0.00829187,0.0474422,0.0169576,0.0229906,0.0210653,0,0.0305686,0.00845938,0.0147895,0.0214788,0.0174007,0.0430371,0.0122891,0.0164831,0.0114314,0.0125192,0,0.0203697,0,0.00941412,0.00960874,0.00319838,0.0461542,0.00946362,0.00813888,0.0316294,0.0144164,0,0,0.0210177,0,0.0124684,0.0146757,0.0516067,0.0309146,0.0237257,0.00883314,0.0306441,0.00698236,0.00821845,0.0548776,0.00808772,0.0119881,0.0197457,0.0159513,0.0102558,0.0253352,0.060953,0.0125026,0.00738225,0.00569379,0.0205144,0,0,0,0.0201287,0.0240442,0,0
42,0.014659,0.0125349,0,0,0,0.0186968,0.0134788,0.0152947,0,0,0,0.0161257,0,0.0191973,0.00839612,0.0473931,0.0169937,0.0227591,0.021422,0,0.0307583,0.00845444,0.0144189,0.0213849,0.0172976,0.0426681,0.0123224,0.0164406,0.0114517,0.0125248,0,0.0208814,0,0.00967357,0.00958422,0.00307647,0.0462604,0.00947198,0.00838414,0.0318117,0.014257,0,0,0.0208083,0,0.0125183,0.0146253,0.0515857,0.0318572,0.0238582,0.00958317,0.0310053,0.00724485,0.00845637,0.0548975,0.00833177,0.0123509,0.0199059,0.0156305,0.0105561,0.0254658,0.0611939,0.0123364,0.00691588,0.00581672,0.0204222,0,0,0,0.0202767,0.0234552,0,0
43,0.0144753,0.0126932,0,0,0,0.0195276,0.0135469,0.0155641,0,0,0,0.0163114,0,0.0191659,0.00835917,0.0473179,0.0173685,0.0225587,0.0218864,0,0.0310492,0.00858114,0.0140294,0.0214495,0.0171169,0.0422796,0.012497,0.0164694,0.011659,0.0124516,0,0.0217112,0,0.00979799,0.00956061,0.00297279,0.046137,0.00943606,0.00873955,0.0320064,0.0141006,0,0,0.020805,0,0.0125515,0.0145885,0.051526,0.0327432,0.0240357,0.010389,0.0313893,0.00752678,0.00880918,0.0550423,0.00878138,0.0127813,0.0201204,0.0154317,0.0109416,0.0257246,0.0611179,0.0123226,0.00661016,0.00591697,0.0203595,0,0,0,0.0205321,0.0230938,0,0
44,0.0143544,0.0128226,0,0,0,0.0206207,0.0135691,0.0159507,0,0,0,0.0163531,0,0.0191482,0.00823849,0.0472473,0.0178992,0.0223619,0.0224824,0,0.0314394,0.00868677,0.0136548,0.021563,0.0172857,0.0419719,0.0127886,0.0164594,0.0118569,0.012406,0,0.0227118,0,0.0098454,0.00955799,0.00289016,0.0456553,0.0094131,0.00910545,0.0321381,0.0139935,0,0,0.0208231,0,0.0125833,0.0145271,0.0514346,0.0331752,0.0239772,0.0111527,0.0319312,0.00776073,0.00925379,0.0551869,0.00936753,0.0131904,0.0202858,0.0153689,0.011226,0.0259225,0.0606589,0.0122885,0.00638201,0.00597548,0.0203764,0,0,0,0.0208438,0.0229007,0,0
45,0.0142284,0.0129516,0,0,0,0.0219158,0.0135971,0.0164957,0,0,0,0.0162988,0,0.0191481,0.00810889,0.0471936,0.0185679,0.0221825,0.0232115,0,0.0318879,0.00865957,0.0134684,0.021637,0.0175839,0.0417082,0.0131611,0.0164686,0.0120645,0.0123475,0,0.0238801,0,0.00985375,0.00958373,0.00275294,0.0449617,0.00944377,0.009275,0.0322627,0.0138844,0,0,0.0206769,0,0.0126549,0.0144695,0.0512976,0.0331614,0.0239546,0.011711,0.0325227,0.00801149,0.00969332,0.0553594,0.0100885,0.0134799,0.0202313,0.0153034,0.0113289,0.0258758,0.0598482,0.0121265,0.00622061,0.00598693,0.0204005,0,0,0,0.0209726,0.0227463,0,0
46,0.0140058,0.0131054,0,0,0,0.0229465,0.0136671,0.0168219,0,0,0,0.0162437,0,0.0191093,0.00799982,0.0471425,0.0189246,0.0219467,0.0239845,0,0.0323431,0.00863564,0.0133962,0.0217666,0.0179085,0.0412377,0.0132698,0.0162236,0.011936,0.0122416,0,0.0249306,0,0.00987976,0.00959339,0.00260504,0.044154,0.00946914,0.00933977,0.0323452,0.0137333,0,0,0.020525,0,0.012685,0.0144939,0.0510885,0.032766,0.0239684,0.0119823,0.0330118,0.00826633,0.0100525,0.0555903,0.0107373,0.013573,0.0199798,0.0152048,0.0113399,0.0257422,0.0587145,0.0118968,0.00610192,0.00595446,0.0203365,0,0,0,0.0211237,0.0225567,0,0
47,0.0137143,0.0132245,0,0,0,0.0239204,0.013835,0.0171855,0,0,0,0.016197,0,0.0190911,0.0079558,0.0470942,0.0188142,0.021679,0.0247193,0,0.0327557,0.00858436,0.0134356,0.0219813,0.0182335,0.0408671,0.0132559,0.0157633,0.0115571,0.0121652,0,0.0260079,0,0.00996658,0.00961263,0.00246991,0.0427959,0.00953997,0.00931571,0.0323925,0.0135846,0,0,0.0203414,0,0.0126888,0.0145242,0.0508177,0.0322631,0.0239626,0.0120542,0.0334908,0.00843199,0.0102938,0.0557936,0.0111746,0.0135296,0.0195703,0.0150584,0.0113925,0.0254449,0.0570479,0.011609,0.0059603,0.0059876,0.0202798,0,0,0,0.0211783,0.0224193,0,0
48,0.0135207,0.0134045,0,0,0,0.0252008,0.013944,0.0177026,0,0,0,0.0161426,0,0.0190243,0.00788541,0.0469888,0.0180398,0.0214335,0.0252728,0,0.0332485,0.00844644,0.0135519,0.0223608,0.0188742,0.0405252,0.0130842,0.0154146,0.0111125,0.0121492,0,0.0272051,0,0.00991336,0.00956761,0.00234078,0.040921,0.00965163,0.00928283,0.0324892,0.0134846,0,0,0.0205534,0,0.0127122,0.0145079,0.0505484,0.0316282,0.0239529,0.011976,0.0341335,0.00867172,0.0104634,0.0560057,0.0114617,0.0133621,0.0188752,0.0148688,0.0113812,0.0247993,0.0546658,0.0116196,0.00585392,0.00598576,0.0203392,0,0,0,0.021446,0.0223962,0,0
49,0.0132942,0.0135097,0,0,0,0.0266901,0.0140799,0.0178979,0,0,0,0.0160781,0,0.0189599,0.00778509,0.0468978,0.0178547,0.0212042,0.0257064,0,0.0338261,0.00818757,0.013793,0.0226121,0.0196131,0.0403784,0.0127665,0.0151176,0.0109415,0.012162,0,0.0286054,0,0.00985459,0.0094891,0.0021216,0.038621,0.0097778,0.00944884,0.0327037,0.0133192,0,0,0.020582,0,0.0127036,0.0143594,0.050355,0.0311392,0.023916,0.0117524,0.0348816,0.00881283,0.0104596,0.0562185,0.0116102,0.0129597,0.0179342,0.0146802,0.0112859,0.0238888,0.0517713,0.0116041,0.00568411,0.00588286,0.0204739,0,0,0,0.0217939,0.0224419,0,0
50,0.0130007,0.0136191,0,0,0,0.0279017,0.0142718,0.0180386,0,0,0,0.0160698,0,0.018965,0.00771555,0.0469361,0.0180804,0.0211514,0.0260446,0,0.0342814,0.00792886,0.014197,0.0227583,0.0200967,0.0404411,0.0124532,0.0148382,0.0107294,0.012143,0,0.0299316,0,0.010287,0.00940603,0.00187626,0.0359067,0.00991062,0.00993284,0.0329193,0.0131185,0,0,0.0204356,0,0.0126483,0.0141288,0.0502255,0.0306964,0.0239494,0.0113344,0.0354415,0.00893451,0.0102645,0.056392,0.0115235,0.0123827,0.01688,0.0144797,0.011207,0.0228435,0.048499,0.0114408,0.00554513,0.00563164,0.0205261,0,0,0,0.0221315,0.0224414,0,0
51,0.0126575,0.013818,0,0,0,0.0287069,0.0144978,0.0183703,0,0,0,0.0162072,0,0.0189631,0.00777388,0.0469712,0.0184053,0.0211849,0.0262633,0,0.0345681,0.00772952,0.0148048,0.0229621,0.0204388,0.0405371,0.0121879,0.0145419,0.0102348,0.0121228,0,0.031023,0,0.0108372,0.00931269,0.00170789,0.0330541,0.0100047,0.0107215,0.0330246,0.0128452,0,0,0.0202737,0,0.0125341,0.0138967,0.0500679,0.0303293,0.0239568,0.0108012,0.0356491,0.00914922,0.00998471,0.0564658,0.0109423,0.0117308,0.0155468,0.0141566,0.0109372,0.0215382,0.0450211,0.0113895,0.00551388,0.00544077,0.0204447,0,0,0,0.0224397,0.02234,0,0
52,0.0122943,0.0139253,0,0,0,0.0294812,0.0147682,0.0187279,0,0,0,0.0163723,0,0.0189414,0.00789377,0.046927,0.0186967,0.0210507,0.0265049,0,0.034858,0.00756545,0.0154546,0.0232884,0.0207732,0.0406022,0.0118793,0.0142238,0.0100843,0.0121097,0,0.0318329,0,0.0113369,0.0092277,0.0015289,0.0301998,0.0101263,0.0117479,0.0330242,0.0125829,0,0,0.0202239,0,0.0124102,0.0136711,0.0498813,0.0298547,0.0239837,0.0102826,0.035788,0.0092717,0.00965271,0.0563011,0.0102433,0.0110066,0.0137681,0.0138496,0.0102157,0.0197158,0.0414741,0.0113159,0.00560165,0.00538489,0.0203605,0,0,0,0.0227731,0.0221426,0,0
53,0.0119334,0.0140194,0,0,0,0.0301351,0.0150164,0.0189945,0,0,0,0.0165378,0,0.0188742,0.00799408,0.0468454,0.0189789,0.0207471,0.0267564,0,0.0351754,0.00746216,0.0161011,0.0235879,0.0214232,0.04047,0.0114923,0.0137987,0.0100707,0.0121016,0,0.0324582,0,0.011713,0.00912936,0.00129393,0.0269915,0.0102675,0.0127473,0.0329545,0.0123737,0,0,0.0201208,0,0.0123379,0.0134225,0.0497174,0.0295688,0.0240669,0.0100237,0.0359424,0.00940584,0.00930034,0.056108,0.00965599,0.0102132,0.0118834,0.0135899,0.00967712,0.0176309,0.0373989,0.0114105,0.0055847,0.00531233,0.0202929,0,0,0,0.0231029,0.0218548,0,0
54,0.0115636,0.0141698,0,0,0,0.0307837,0.015343,0.0193497,0,0,0,0.0166703,0,0.0188981,0.00809394,0.0467825,0.019349,0.0203812,0.0269572,0,0.0354544,0.00743502,0.0166908,0.0235632,0.0218882,0.0402115,0.0112422,0.013303,0.0101685,0.0121009,0,0.033129,0,0.011937,0.00904884,0.00108746,0.023368,0.0103972,0.0138675,0.0328719,0.012146,0,0,0.0199681,0,0.0122673,0.0131809,0.0495393,0.0295276,0.0242014,0.01017,0.0360934,0.00959021,0.00908318,0.055965,0.00933258,0.00958692,0.0102774,0.0133271,0.00971032,0.0156894,0.0327886,0.0114013,0.00555278,0.00515159,0.0202076,0,0,0,0.0234351,0.0215693,0,0
55,0.0113093,0.0143309,0,0,0,0.0315188,0.0156685,0.0198082,0,0,0,0.0170202,0,0.0189821,0.00834964,0.0467453,0.0198157,0.0199798,0.0270473,0,0.0357062,0.00750637,0.0171213,0.0233801,0.0220224,0.0398787,0.011147,0.0129267,0.0100917,0.0120867,0,0.0340838,0,0.0121768,0.00897302,0.00109149,0.0197258,0.0105051,0.0147262,0.0327782,0.0118836,0,0,0.0198573,0,0.0121776,0.0129208,0.04934,0.0292084,0.0243849,0.0105565,0.036251,0.00978866,0.00917067,0.055922,0.00949622,0.00931178,0.00902651,0.013087,0.0099446,0.0139121,0.0280638,0.0113579,0.00553413,0.00502565,0.0201379,0,0,0,0.0237411,0.02132,0,0
56,0.011168,0.014497,0,0,0,0.0322056,0.0160657,0.0201532,0,0,0,0.0172034,0,0.0190366,0.008584,0.0468038,0.0201852,0.0195619,0.0271204,0,0.0360046,0.00758562,0.0175837,0.0230654,0.0221784,0.0395535,0.0107986,0.0125777,0.00981263,0.0119659,0,0.0347987,0,0.0127068,0.00886995,0.00117148,0.0163318,0.0105984,0.0153693,0.0327081,0.0116338,0,0,0.0196906,0,0.0120917,0.012474,0.0491298,0.0284808,0.0245529,0.0108917,0.0363779,0.0099727,0.00974859,0.055999,0.0101581,0.00960129,0.00803477,0.0129882,0.00990293,0.012382,0.0233408,0.0114663,0.00549853,0.00489098,0.020089,0,0,0,0.0240619,0.0211094,0,0
57,0.0109486,0.0146562,0,0,0,0.0326856,0.0164744,0.020102,0,0,0,0.0172592,0,0.0190922,0.00872801,0.0469566,0.02056,0.0192214,0.0271494,0,0.0363743,0.00768787,0.0178786,0.0227631,0.0222981,0.0392114,0.0103393,0.0122562,0.0095405,0.0117913,0,0.0353411,0,0.0130931,0.00879467,0.00125612,0.0129917,0.0106923,0.0157041,0.0326534,0.0113599,0,0,0.0194852,0,0.0120127,0.012142,0.0487879,0.0273829,0.0246926,0.0112032,0.0365627,0.0101988,0.0107451,0.0562225,0.0113079,0.0103434,0.00708875,0.0130143,0.00959993,0.0108235,0.0183802,0.0114759,0.00548081,0.004748,0.0200795,0,0,0,0.0244609,0.0209535,0,0
58,0.0106881,0.0148355,0,0,0,0.0333599,0.0166768,0.0194468,0,0,0,0.0172774,0,0.0191576,0.00888736,0.0470856,0.021257,0.018925,0.0270882,0,0.0368112,0.00781565,0.018117,0.022501,0.0224059,0.0388449,0.00999438,0.0120928,0.00956885,0.0116735,0,0.0359136,0,0.0132555,0.00878074,0.0013765,0.00988189,0.0107516,0.0157921,0.0325978,0.0110888,0,0,0.0192428,0,0.0119486,0.0119135,0.0482893,0.0263213,0.0248577,0.0114591,0.0367493,0.010452,0.0118813,0.0565838,0.0128166,0.0112618,0.00628396,0.0132237,0.00915403,0.0093277,0.0137989,0.0113053,0.00547235,0.00465852,0.0201208,0,0,0,0.0249032,0.0207862,0,0
59,0.0103456,0.0150364,0,0,0,0.0344218,0.0167864,0.0192463,0,0,0,0.0170363,0,0.0193099,0.00895012,0.0471395,0.0224898,0.0186565,0.0267897,0,0.0372229,0.00793273,0.0181742,0.0222827,0.0224483,0.0384831,0.00972428,0.0122886,0.0101086,0.011777,0,0.0366744,0,0.0132076,0.00882625,0.00157259,0.0103663,0.0107684,0.0167517,0.0324357,0.0107795,0,0,0.018979,0,0.0118909,0.0117377,0.0476764,0.0283265,0.0249749,0.0115365,0.0369349,0.0106604,0.0132322,0.0573013,0.0149259,0.0126345,0.00645228,0.014359,0.00806245,0.00859666,0.0183015,0.0109834,0.00540263,0.00468593,0.0201005,0,0,0,0.0252449,0.0207106,0,0
60,0.0100423,0.015224,0,0,0,0.0348177,0.0168618,0.0203844,0,0,0,0.0164726,0,0.0195497,0.00878374,0.0471632,0.0231178,0.0183857,0.0264147,0,0.0375005,0.00813104,0.0182531,0.0221352,0.0223315,0.0380826,0.00954963,0.0124667,0.0104056,0.0118327,0,0.0371287,0,0.012942,0.00892027,0.00171905,0.0149177,0.0107942,0.0187629,0.0321122,0.0104378,0,0,0.0186517,0,0.0118466,0.0115584,0.0472178,0.0304329,0.0251827,0.0112349,0.0371851,0.0107984,0.0143814,0.0578808,0.0163562,0.0137595,0.00686161,0.0155755,0.00842494,0.00864519,0.0222682,0.0105585,0.00527335,0.00471112,0.0200233,0,0,0,0.0255653,0.0207422,0,0
61,0.00986862,0.0153948,0,0,0,0.0347582,0.0170291,0.020789,0,0,0,0.0165036,0,0.019642,0.00882184,0.0471286,0.0234215,0.0181861,0.0259303,0,0.0376601,0.00835675,0.0182093,0.0219415,0.0218333,0.0377065,0.00951333,0.0126604,0.0104903,0.0117809,0,0.0371666,0,0.01307,0.0089238,0.00185457,0.0155027,0.010782,0.0190907,0.0317387,0.0101747,0,0,0.0183756,0,0.011789,0.0113657,0.0470106,0.0311732,0.0254331,0.0107295,0.0374036,0.0110091,0.0150968,0.0581671,0.0165356,0.014159,0.00694931,0.0158266,0.00850873,0.00883942,0.0229061,0.0101202,0.00476167,0.0047279,0.019915,0,0,0,0.0258451,0.0206899,0,0
62,0.00976363,0.0154851,0,0,0,0.0342772,0.0171787,0.0202623,0,0,0,0.0163558,0,0.0196734,0.00882942,0.0470576,0.0237133,0.018035,0.0253704,0,0.037785,0.00851573,0.0180094,0.0216675,0.0214127,0.0373626,0.00950015,0.0125659,0.0104124,0.0116523,0,0.0367688,0,0.0130624,0.00888472,0.0019349,0.0117806,0.0107704,0.0173237,0.0314284,0.00996009,0,0,0.0181954,0,0.0117598,0.0111986,0.0470139,0.0294228,0.0257302,0.0101612,0.0376692,0.011136,0.0151107,0.0580659,0.0155505,0.0136334,0.00644381,0.015189,0.00784298,0.00865517,0.0193831,0.00958424,0.00442661,0.00476722,0.0197601,0,0,0,0.0260381,0.0206324,0,0
63,0.00950755,0.0155474,0,0,0,0.0332894,0.0173884,0.020007,0,0,0,0.0161958,0,0.0196864,0.00890587,0.0469303,0.0237868,0.017966,0.0247134,0,0.0379185,0.00866015,0.0175736,0.0213062,0.0207436,0.0371312,0.00941645,0.0123801,0.0102725,0.0115483,0,0.0358285,0,0.012966,0.00881206,0.00204314,0.00752232,0.0107806,0.0155537,0.0312095,0.00980045,0,0,0.0181133,0,0.0117362,0.0110864,0.0472557,0.0263815,0.0260589,0.00974651,0.0380802,0.0111946,0.0142179,0.0575546,0.0138936,0.0123259,0.0057563,0.014279,0.00777831,0.0087556,0.0134982,0.00924911,0.0043069,0.00474716,0.01959,0,0,0,0.0261628,0.020659,0,0
64,0.00903926,0.0155872,0,0,0,0.0322194,0.0175901,0.0197472,0,0,0,0.0155814,0,0.0197911,0.00887583,0.0467615,0.0239531,0.0179723,0.0239106,0,0.0379283,0.00871834,0.0169532,0.0208335,0.020058,0.0370166,0.0095112,0.0121523,0.0105291,0.0115279,0,0.0343938,0,0.0126618,0.00878871,0.00224744,0.00985238,0.0108133,0.0155129,0.031104,0.00962744,0,0,0.0180216,0,0.0116735,0.0108652,0.0476265,0.0243092,0.0263082,0.00937738,0.0385377,0.0110797,0.0127807,0.0568709,0.0121988,0.0109211,0.00588919,0.0139531,0.00893541,0.0096057,0.0122227,0.00893592,0.00414342,0.00458975,0.0194736,0,0,0,0.0261554,0.0208386,0,0
65,0.00863146,0.0155828,0,0,0,0.0313459,0.0178229,0.0199637,0,0,0,0.0150774,0,0.0200125,0.00887227,0.0465509,0.0248208,0.018052,0.0230332,0,0.0378782,0.00864418,0.0161939,0.0202642,0.0190742,0.0370651,0.0101442,0.0122082,0.0113173,0.0116648,0,0.0324529,0,0.0123916,0.00881812,0.0025008,0.0111714,0.0108811,0.014105,0.0310806,0.00948273,0,0,0.0179399,0,0.0115916,0.0105797,0.0480094,0.0223501,0.0264336,0.00900364,0.0389562,0.0108409,0.0112773,0.0561537,0.0108197,0.00982167,0.00653806,0.0138428,0.00924817,0.0100874,0.0151645,0.00853826,0.00395573,0.00428544,0.0195523,0,0,0,0.0260412,0.0210298,0,0
66,0.00827376,0.0154554,0,0,0,0.0293131,0.0180174,0.0195966,0,0,0,0.0145022,0,0.0201925,0.00880282,0.0463501,0.0255101,0.0180476,0.0222499,0,0.0379315,0.00834821,0.0154347,0.0198414,0.0177947,0.0373059,0.0105184,0.0124847,0.0115791,0.0116626,0,0.0298338,0,0.0120672,0.00882692,0.00272853,0.0135791,0.0110309,0.0123389,0.0310828,0.00936636,0,0,0.0178261,0,0.0115335,0.010243,0.0482757,0.0195991,0.026458,0.00883843,0.0393142,0.0103873,0.00982505,0.0553888,0.00950649,0.00910826,0.00714192,0.0138524,0.00933659,0.0104016,0.0185303,0.00829829,0.00385204,0.00391483,0.0198283,0,0,0,0.0258909,0.0213088,0,0
67,0.00794023,0.0152021,0,0,0,0.0268896,0.0182058,0.0194006,0,0,0,0.0138582,0,0.0203537,0.00861864,0.0461693,0.0260551,0.01788,0.0215233,0,0.0380818,0.00793721,0.0147359,0.0195607,0.0167507,0.0377346,0.0107692,0.0132304,0.0115722,0.0116585,0,0.0265542,0,0.0116007,0.00882371,0.00292016,0.0164394,0.0112551,0.00988831,0.0309924,0.00929505,0,0,0.017753,0,0.0114812,0.00992299,0.0484169,0.0164158,0.0263476,0.0085695,0.0396359,0.00976233,0.00877138,0.0550435,0.00859421,0.00920572,0.00793634,0.0142948,0.00913075,0.0111851,0.0221116,0.00833366,0.00393396,0.00350392,0.0201336,0,0,0,0.0255808,0.0217252,0,0
68,0.00773315,0.0147595,0,0,0,0.0243792,0.0183737,0.0198246,0,0,0,0.0132071,0,0.0204681,0.00838949,0.0459873,0.0270459,0.0176224,0.0208001,0,0.0382791,0.00750619,0.0140492,0.019282,0.0157989,0.0382885,0.0111809,0.0141063,0.0119414,0.0117258,0,0.0227335,0,0.0111375,0.00880848,0.00305196,0.0180897,0.011483,0.0077576,0.030754,0.00934227,0,0,0.0178643,0,0.0113861,0.00962077,0.0482816,0.0146954,0.0262187,0.00804218,0.039883,0.00902762,0.00849885,0.0553418,0.00853639,0.0100912,0.00893144,0.0150877,0.00856781,0.0124965,0.0240573,0.00855859,0.00419333,0.00301349,0.0203545,0,0,0,0.0250254,0.0223114,0,0
