Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LTHIP
140,0.0233342,0.012299,0,0,0,0.0244385,0.0164206,0.0111249,0.0253767,0,0,0,0,0.0136491,0,0.0186552,0.00788901,0.040645,0.021895,0.0287066,0.0222138,0,0,0.0418428,0.0160781,0.0167639,0.022583,0.0176219,0.018545,0.0240569,0.014277,0.0132571,0,0.0337272,0,0.00806559,0.00882996,0.00578199,0.0127233,0.0106184,0.0216583,0.0279214,0.0241791,0,0,0.0128936,0,0.0106856,0.00899987,0.0483775,0.0106626,0.0207749,0.0126049,0.0358434,0.0260858,0.0127396,0.0600693,0.012592,0.0142829,0.0146288,0.00954358,0.0121634,0.0166978,0.0136999,0.0091877,0.00706379,0.00711857,0.0214378,0.0259361,0,0,0,0.0568721
141,0.0238276,0.0111125,0,0,0,0.0268505,0.0165413,0.00945678,0.0251456,0,0,0,0,0.014542,0,0.0187932,0.00816275,0.0410109,0.0220737,0.0283708,0.0216618,0,0,0.0414602,0.0173508,0.0170116,0.02319,0.017508,0.0178902,0.0234628,0.0143581,0.0137186,0,0.0367179,0,0.00875123,0.00887521,0.00586906,0.0114388,0.0106114,0.0203776,0.0289313,0.0248594,0,0,0.0125629,0,0.0106733,0.00879323,0.0480259,0.00954365,0.0207798,0.0139411,0.0350624,0.0260235,0.0140504,0.0612844,0.0142671,0.0155424,0.0140795,0.00948854,0.0122707,0.0157465,0.0102941,0.00903172,0.00699558,0.0071154,0.0203309,0.0264988,0,0,0,0.05643
142,0.0244107,0.0101211,0,0,0,0.0290144,0.0165969,0.00783828,0.0249415,0,0,0,0,0.0151682,0,0.0188336,0.00848194,0.0413751,0.0213027,0.0279284,0.0215222,0,0,0.0409612,0.0181418,0.0177484,0.0240616,0.0176757,0.017191,0.0229539,0.0139628,0.0135529,0,0.0392886,0,0.0093485,0.00890161,0.00606895,0.0100124,0.0106256,0.0194054,0.029641,0.0256564,0,0,0.012138,0,0.0105635,0.00849034,0.0477355,0.0112157,0.0208546,0.014906,0.0344612,0.0258921,0.0152738,0.0623056,0.0156947,0.0168262,0.0133281,0.00919453,0.0124832,0.0144275,0.00669306,0.00904188,0.00670239,0.00690665,0.0193007,0.0272864,0,0,0,0.0561659
143,0.0244503,0.00935419,0,0,0,0.0308845,0.0165968,0.00674192,0.0247666,0,0,0,0,0.0156843,0,0.0188561,0.00890441,0.0414624,0.0202337,0.0273746,0.0216277,0,0,0.0404644,0.0184307,0.0181092,0.0244571,0.0177023,0.0164487,0.022603,0.0132462,0.0128136,0,0.0416054,0,0.00990312,0.00894477,0.00634955,0.0100834,0.0105963,0.0192321,0.030067,0.0263548,0,0,0.0118632,0,0.0104348,0.0082992,0.0475989,0.0139024,0.021057,0.0154912,0.0341699,0.0257521,0.0161253,0.0631183,0.0167507,0.0178992,0.0124221,0.00882914,0.0127315,0.0130293,0.00577556,0.00916176,0.00656358,0.00664668,0.0185183,0.028159,0,0,0,0.055999
144,0.0243563,0.00880135,0,0,0,0.0328391,0.0165623,0.00610088,0.0247573,0,0,0,0,0.0161822,0,0.0189306,0.00933879,0.0414232,0.0186178,0.0267504,0.0219812,0,0,0.0399871,0.0184523,0.0181032,0.0244363,0.0175878,0.0157247,0.0225474,0.0124746,0.0121343,0,0.0439331,0,0.010317,0.0090284,0.00655475,0.012134,0.0106934,0.0194001,0.0303504,0.0268679,0,0,0.0117229,0,0.0103611,0.00820383,0.0477357,0.0157563,0.0212586,0.0157528,0.0340097,0.0255372,0.0165671,0.0636519,0.017448,0.0184983,0.0115515,0.00843386,0.0127824,0.0118649,0.00881171,0.00924775,0.00603765,0.00645969,0.0180708,0.0290185,0,0,0,0.0560808
145,0.02428,0.00854547,0,0,0,0.0347335,0.0165228,0.00630471,0.0249092,0,0,0,0,0.0164069,0,0.0190392,0.00967761,0.0414795,0.0174716,0.0262514,0.0224274,0,0,0.0395833,0.0183536,0.0176648,0.0242484,0.0173407,0.0152357,0.0228153,0.0118849,0.0115832,0,0.0463756,0,0.0104593,0.00912898,0.00669452,0.0146898,0.0108777,0.019478,0.0305681,0.0270791,0,0,0.011764,0,0.0103702,0.00832304,0.0481684,0.0167574,0.0214523,0.0157203,0.0337947,0.0251658,0.0169017,0.0640306,0.0178746,0.0192079,0.0108102,0.00826905,0.0128919,0.0109184,0.0132126,0.00917976,0.00559756,0.0063597,0.0178663,0.0296322,0,0,0,0.0563771
146,0.0242018,0.00858893,0,0,0,0.0363915,0.0164134,0.00704401,0.0250634,0,0,0,0,0.0164359,0,0.0191443,0.00992437,0.0417254,0.0174008,0.0262375,0.0229418,0,0,0.03918,0.0180663,0.0169448,0.0243286,0.0167068,0.0151146,0.0233736,0.011501,0.0111154,0,0.0488172,0,0.0104989,0.00921947,0.00685204,0.0164182,0.0109719,0.0196081,0.0308598,0.0269315,0,0,0.0121234,0,0.0103801,0.00868528,0.0486764,0.0169762,0.0216081,0.0155142,0.0334912,0.024693,0.0175046,0.0643168,0.0181872,0.0203343,0.0102871,0.00841729,0.0129999,0.0101954,0.0161658,0.00893241,0.00531,0.00628547,0.0176481,0.029734,0,0,0,0.0565975
147,0.0241607,0.00875864,0,0,0,0.0378318,0.0162219,0.00761673,0.0250369,0,0,0,0,0.0163953,0,0.0191716,0.0101116,0.0421284,0.0176216,0.0269261,0.0233816,0,0,0.0386045,0.0176686,0.0162396,0.0247142,0.0157924,0.0152074,0.0240325,0.0113097,0.0107269,0,0.0508561,0,0.0104257,0.00928487,0.00696145,0.016837,0.011003,0.0196027,0.0312529,0.02667,0,0,0.012713,0,0.0103889,0.00925353,0.0488969,0.0162058,0.0218602,0.0152048,0.033102,0.0241529,0.01829,0.0644632,0.0184182,0.0216605,0.00999493,0.00873169,0.0130223,0.00975879,0.0171407,0.00850255,0.00476081,0.00625715,0.0172118,0.0292658,0,0,0,0.0565663
148,0.024242,0.00901996,0,0,0,0.038679,0.0160459,0.00783938,0.0250636,0,0,0,0,0.0162165,0,0.0191317,0.0101325,0.042495,0.0172812,0.0272832,0.0235134,0,0,0.0383609,0.0172658,0.0157491,0.0249423,0.0157993,0.0152797,0.024388,0.0112494,0.0104654,0,0.0519582,0,0.0101965,0.0093396,0.00698577,0.0160254,0.0109727,0.0192816,0.0317385,0.0264385,0,0,0.0134578,0,0.0104305,0.00989579,0.0491353,0.0148765,0.0222528,0.0149552,0.0329985,0.0235852,0.0190486,0.0646548,0.0187294,0.0228014,0.00988667,0.00917172,0.0129281,0.00980952,0.0166692,0.00804157,0.0042453,0.00620559,0.016825,0.0284937,0,0,0,0.0565448
149,0.0244587,0.00933624,0,0,0,0.0389063,0.0159145,0.00769617,0.0251188,0,0,0,0,0.0158937,0,0.0191017,0.0100113,0.0427349,0.0171314,0.0272936,0.0233087,0,0,0.0382869,0.0169189,0.015612,0.0248759,0.0156154,0.0152088,0.0244288,0.0113081,0.0104138,0,0.0522309,0,0.00991696,0.00938912,0.00692691,0.0150481,0.0108832,0.0188461,0.0322605,0.0263187,0,0,0.0143191,0,0.0105266,0.0105336,0.0492821,0.0136147,0.0224342,0.0147825,0.0331726,0.0230981,0.0196174,0.0647972,0.0190462,0.0238229,0.00998477,0.0096238,0.0127306,0.0100161,0.0154144,0.00761927,0.00392135,0.00615867,0.0165307,0.0276651,0,0,0,0.0565346
150,0.024466,0.00971877,0,0,0,0.038193,0.0157999,0.00720495,0.0251803,0,0,0,0,0.0155311,0,0.0190702,0.00991801,0.0425473,0.0164414,0.0270883,0.0227214,0,0,0.0380936,0.0166182,0.0154081,0.0243182,0.0155011,0.0150991,0.024,0.0114768,0.0104733,0,0.0514563,0,0.00971341,0.00942825,0.00685597,0.0147784,0.0107852,0.0184606,0.0327615,0.0262537,0,0,0.0152029,0,0.0106772,0.0111451,0.0493507,0.0125326,0.0225081,0.0146734,0.0335358,0.0224561,0.0200309,0.0648056,0.0192218,0.0243514,0.0102954,0.00997988,0.012494,0.0103793,0.01506,0.00732292,0.00375617,0.00615888,0.0162282,0.027153,0,0,0,0.0564128
151,0.0243992,0.0100023,0,0,0,0.0364939,0.0157144,0.00640112,0.0253579,0,0,0,0,0.0151256,0,0.0190069,0.00988377,0.0417298,0.0154627,0.0267446,0.0219809,0,0,0.0377128,0.0163609,0.0149304,0.0232678,0.0155064,0.0148801,0.0232566,0.0116528,0.0106758,0,0.0496699,0,0.00953374,0.00943042,0.00681229,0.0153278,0.0107106,0.017968,0.0330853,0.0261914,0,0,0.0158375,0,0.0108304,0.0115825,0.049401,0.011464,0.0225128,0.0145572,0.0339338,0.0217218,0.0202041,0.0647386,0.0193036,0.0242342,0.0107565,0.0102424,0.0122665,0.0110023,0.015858,0.00706989,0.00374927,0.0062218,0.0159177,0.0271789,0,0,0,0.056218
152,0.0243383,0.0102078,0,0,0,0.0348037,0.0156655,0.0055818,0.025526,0,0,0,0,0.0147542,0,0.0190028,0.00994228,0.0413175,0.0157497,0.0265767,0.0214486,0,0,0.0373659,0.0160515,0.0145873,0.0227002,0.0156461,0.0145645,0.022553,0.011734,0.0111957,0,0.0479418,0,0.00940287,0.0094643,0.00684437,0.0166386,0.0105778,0.0174474,0.0331627,0.0259793,0,0,0.0163794,0,0.0109612,0.0119483,0.0495615,0.0103918,0.0224321,0.0144446,0.0342012,0.0209251,0.019997,0.064621,0.019277,0.0238007,0.0112932,0.0103742,0.0120746,0.0118193,0.0176754,0.00692433,0.00395952,0.0063363,0.0156827,0.0274667,0,0,0,0.0559975
153,0.0243034,0.0103483,0,0,0,0.0335039,0.0156072,0.00526593,0.0256292,0,0,0,0,0.0144564,0,0.019016,0.010048,0.04123,0.016774,0.0265702,0.0211015,0,0,0.0370531,0.0156776,0.0143584,0.0223413,0.0157879,0.0145218,0.0220967,0.0118523,0.0119313,0,0.0463552,0,0.00936634,0.00949018,0.00686771,0.018348,0.010524,0.0168942,0.0331161,0.025631,0,0,0.0168494,0,0.0111395,0.0122209,0.0497351,0.00931618,0.0224529,0.0142941,0.0344021,0.0201192,0.0194583,0.0644854,0.0191684,0.0228976,0.0117835,0.0102673,0.0119166,0.0126427,0.0201805,0.00692442,0.00421274,0.00645845,0.0155071,0.0277619,0,0,0,0.0557067
154,0.0241466,0.0105227,0,0,0,0.0322412,0.0155893,0.00515865,0.0255837,0,0,0,0,0.0142559,0,0.0189787,0.0101595,0.0411429,0.0172124,0.0265459,0.0204762,0,0,0.0367385,0.01534,0.0140828,0.0218301,0.0156428,0.0144464,0.0217219,0.0120537,0.0121985,0,0.0446315,0,0.00927271,0.00947669,0.006783,0.0203802,0.0104729,0.0162028,0.0330461,0.025357,0,0,0.01739,0,0.0113494,0.0126111,0.0497009,0.00812971,0.0227121,0.014157,0.0345522,0.0194002,0.0186984,0.0643116,0.0190106,0.0216514,0.0123128,0.00997288,0.011769,0.0135274,0.0230291,0.0070566,0.00458098,0.00649277,0.015428,0.0279188,0,0,0,0.0553551
155,0.0239299,0.0107412,0,0,0,0.0308153,0.0155795,0.00583827,0.0254289,0,0,0,0,0.0142258,0,0.0189205,0.010262,0.0410844,0.0172015,0.0264672,0.0195784,0,0,0.0365597,0.0150915,0.013778,0.021301,0.0154155,0.0144135,0.0215727,0.012609,0.0125461,0,0.0430266,0,0.00925331,0.00943703,0.00657335,0.0226871,0.0103803,0.0153318,0.0329746,0.025148,0,0,0.0180351,0,0.0115497,0.0130869,0.0496439,0.00748882,0.0227956,0.0140184,0.0348221,0.0188653,0.0177971,0.0640775,0.0187821,0.0201555,0.012951,0.00959568,0.0117362,0.0144884,0.0262939,0.00724692,0.00502416,0.00652174,0.0154896,0.0279356,0,0,0,0.0549774
156,0.0238291,0.0109617,0,0,0,0.0293037,0.0155851,0.00679634,0.0252212,0,0,0,0,0.0142606,0,0.0188915,0.0103372,0.0410349,0.0171204,0.0263726,0.0187052,0,0,0.0365237,0.0148785,0.0134006,0.0206021,0.0152042,0.0144584,0.0214796,0.0132943,0.0129834,0,0.041362,0,0.00930258,0.00941737,0.00655896,0.025258,0.010284,0.0144604,0.032906,0.0249464,0,0,0.0187933,0,0.0117435,0.0136178,0.0494406,0.00812383,0.0228035,0.013879,0.0351844,0.0182351,0.0169055,0.0638107,0.0185377,0.0185196,0.0136541,0.00920767,0.0118011,0.0155518,0.0299299,0.00748065,0.00540188,0.0067356,0.0155976,0.0278052,0,0,0,0.0545037
157,0.0235324,0.0112396,0,0,0,0.027841,0.0156176,0.00776628,0.0250872,0,0,0,0,0.0143372,0,0.0189085,0.0104271,0.0410254,0.0170979,0.0262945,0.0179518,0,0,0.036631,0.0146242,0.0130213,0.0200549,0.0150572,0.0147621,0.0215002,0.0135655,0.013608,0,0.039645,0,0.00930427,0.00943945,0.00664757,0.0281693,0.0101641,0.0138472,0.0327869,0.0247376,0,0,0.0196885,0,0.0119458,0.0142327,0.0493882,0.0102032,0.0228649,0.0137277,0.0356609,0.0177326,0.0162702,0.0635893,0.0183672,0.0171058,0.0143066,0.00899596,0.0118659,0.0165812,0.0341221,0.00787296,0.00572497,0.00701141,0.0158015,0.02755,0,0,0,0.0540112
158,0.0232768,0.0116228,0,0,0,0.0270205,0.0156595,0.00892063,0.0250352,0,0,0,0,0.0142725,0,0.0189283,0.010466,0.0411449,0.0170756,0.0262806,0.0176307,0,0,0.0368546,0.0143313,0.0127891,0.019665,0.0152475,0.0154266,0.0218232,0.0137807,0.0146558,0,0.0384231,0,0.00913395,0.00945121,0.00671873,0.0312767,0.0100482,0.013418,0.0326936,0.024486,0,0,0.0205688,0,0.0121513,0.0148473,0.0495324,0.0129999,0.0228114,0.0135434,0.036254,0.017334,0.0159307,0.0633378,0.0181594,0.0159816,0.0150101,0.00900853,0.0118698,0.0177011,0.0386827,0.00833879,0.00594287,0.00709822,0.0160951,0.0272751,0,0,0,0.0535443
159,0.0231083,0.0120559,0,0,0,0.0271358,0.0156414,0.0106673,0.0249741,0,0,0,0,0.0140684,0,0.0188941,0.0103855,0.0413569,0.0173379,0.0262938,0.0175278,0,0,0.0372155,0.0139268,0.0126693,0.0192989,0.0157411,0.0164312,0.0225134,0,0.0155811,0,0.0380076,0,0.00886879,0.00943167,0.00660883,0.0340933,0.00991009,0.0129438,0.0326464,0.0242007,0,0,0.0214851,0,0.0123466,0.0155051,0.0497864,0.0163042,0.0227025,0.0132517,0.0369312,0.0169953,0.0158002,0.0630969,0.0179113,0.0153608,0.0159184,0.00910373,0.0119326,0.0190977,0.0429466,0.00887934,0.00612247,0.00721248,0.0164756,0.0269943,0,0,0,0.0532083
160,0.0230891,0.0124235,0,0,0,0.025994,0.0156045,0.0106674,0.0249353,0,0,0,0,0.0139121,0,0.0188676,0.0103291,0.0415094,0.0171493,0.0263332,0.0171599,0,0,0.0374513,0.0134757,0.0123388,0.0188596,0.0154475,0.0165317,0.0226947,0.0147459,0.0156833,0,0.0359864,0,0.00872235,0.00943586,0.0065635,0.0366471,0.00979287,0.0125663,0.0325564,0.0239878,0,0,0.0222744,0,0.0125478,0.0160511,0.0498804,0.0200479,0.022663,0.0129097,0.0374564,0.0166765,0.0157235,0.0628235,0.0175838,0.0149745,0.0169909,0.00921866,0.0121086,0.0205888,0.0468255,0.00938123,0.00629419,0.00746502,0.016747,0.0267401,0,0,0,0.0529072
161,0.0231081,0.0128512,0,0,0,0.0246191,0.015579,0.0107644,0.0248177,0,0,0,0,0.0138435,0,0.0188431,0.010292,0.0414184,0.0174017,0.0263097,0.0167091,0,0,0.037686,0.0129867,0.0118886,0.018502,0.0148542,0.0164038,0.023044,0.0149723,0.0157697,0,0.0339564,0,0.00859546,0.00944921,0.00658284,0.0390804,0.00966044,0.0123584,0.0324862,0.0237769,0,0,0.0230133,0,0.0127592,0.0165591,0.0498691,0.0235277,0.0226614,0.0125723,0.0379854,0.0163038,0.0156629,0.0625527,0.0171607,0.0146363,0.0179906,0.00930841,0.0123562,0.0219416,0.0504676,0.00983316,0.00655844,0.00772928,0.0170768,0.0265222,0,0,0,0.0526616
162,0.0229307,0.0133431,0,0,0,0.0231375,0.0155288,0.0109631,0.0246165,0,0,0,0,0.0137003,0,0.0187953,0.0101564,0.0412238,0.0176907,0.0262419,0.0164085,0,0,0.0379215,0.0124464,0.0114537,0.0183011,0.0143288,0.0162974,0.0231545,0.0152283,0.0159799,0,0.0319637,0,0.0083454,0.00943048,0.00646485,0.0414037,0.009438,0.0123589,0.0323537,0.0235929,0,0,0.0238542,0,0.0129891,0.0171952,0.0499223,0.0264138,0.0226511,0.0122275,0.0385836,0.0159117,0.0155543,0.0622634,0.0167274,0.0142624,0.018718,0.00937231,0.0125244,0.0230373,0.0536971,0.0102722,0.00692301,0.00797807,0.0175121,0.0264029,0,0,0,0.0523667
163,0.0227496,0.0138094,0,0,0,0.0215246,0.0154609,0.0112625,0.024394,0,0,0,0,0.0135684,0,0.0187831,0.0100678,0.041053,0.0183652,0.0261608,0.0162513,0,0,0.0382233,0.0118563,0.0111412,0.0180854,0.01414,0.016452,0.0230448,0.0155166,0.0163059,0,0.0299004,0,0.00820289,0.00944149,0.00641739,0.04319,0.00918268,0.0124669,0.0321306,0.0234332,0,0,0.0246508,0,0.0132508,0.0178039,0.0501329,0.0287149,0.0226201,0.0119181,0.039211,0.0157207,0.0153384,0.0620109,0.0162962,0.0141065,0.0192568,0.009378,0.0127183,0.0239171,0.0565203,0.0106056,0.00729118,0.00819348,0.0180049,0.0263705,0,0,0,0.0518638
164,0.0224618,0.0142523,0,0,0,0.0202018,0.015414,0.011951,0.0240808,0,0,0,0,0.0135304,0,0.0187918,0.0100847,0.0409337,0.0193594,0.0260365,0.0160621,0,0,0.0385798,0.0111811,0.0108764,0.0177082,0.0140781,0,0.022892,0.0159592,0.0167196,0,0.0280312,0,0.00816319,0.00946773,0.00643842,0.0445407,0.00893656,0.0126441,0.0318922,0.0232083,0,0,0.0254606,0,0.0135532,0.0184413,0.0500974,0.030583,0.02247,0.0116293,0.039864,0.0154858,0.0149527,0.0617338,0.0158249,0.0137327,0.0196793,0.0094103,0.0129735,0.0247284,0.0586251,0.0109529,0.00761286,0.00845883,0.0185949,0.0263633,0,0,0,0.0512284
165,0.0222402,0.01453,0,0,0,0.0188335,0.0154045,0.0122433,0.02385,0,0,0,0,0.013652,0,0.0188156,0.0101102,0.0409022,0.0195011,0.0259332,0.0153215,0,0,0.0387429,0.0105403,0.0104944,0.0173799,0.0136656,0.0170341,0.0224183,0.0158766,0.0169136,0,0.0258366,0,0.00825255,0.00949975,0.00647285,0.045497,0.00868851,0.0128481,0.0317142,0.0229687,0,0,0.0260788,0,0.0138474,0.0189782,0.0497687,0.032543,0.0224288,0.0113488,0.0403801,0.01527,0.0144862,0.0613532,0.0152895,0.0131749,0.0200463,0.00945822,0.0132853,0.0254682,0.0601559,0.0111851,0.00791638,0.00874037,0.0190444,0.0264059,0,0,0,0.0506615
166,0.0219231,0.0148191,0,0,0,0.0184043,0.0153673,0.013433,0.023618,0,0,0,0,0.013703,0,0.0188388,0.0100841,0.0409033,0.0203306,0.025876,0.0147644,0,0,0.0390302,0.00981719,0.0101002,0.0169846,0.013244,0,0.0222216,0.0160923,0.0174235,0,0.0245095,0,0.00834891,0.00953571,0.00640217,0.0460788,0.00842434,0.0129478,0.0316177,0.0226684,0,0,0.0266848,0,0.0142259,0.0195473,0.0497031,0.0339921,0.0224665,0.0111355,0.0408914,0.0149408,0.0141655,0.0611236,0.0148253,0.0127647,0.0201467,0.00942144,0.0134588,0.0259026,0.0611288,0.0113771,0.00830398,0.00907575,0.0194365,0.0264306,0,0,0,0.0501806
167,0.0216219,0.015028,0,0,0,0.0175695,0.0153008,0.014271,0.023542,0,0,0,0,0.0138217,0,0.0188459,0.0100634,0.0409677,0.0211177,0.0259144,0.0144877,0,0,0.0391945,0.00916555,0.00977645,0.0162011,0.0130277,0.0173597,0.0218108,0.0159825,0.0179951,0,0.0234488,0,0.00855218,0.00955745,0.00633014,0.0462075,0.00814328,0.0129789,0.0315695,0.0224136,0,0,0.0271628,0,0.0145909,0.0200181,0.0497074,0.0350337,0.0226099,0.0110073,0.0412385,0.0147587,0.0138794,0.0609828,0.0144231,0.0125883,0.0200486,0.00932509,0.0136169,0.0261667,0.0616072,0.0114306,0.00864738,0.00940628,0.0196453,0.0264371,0,0,0,0.0496012
168,0.0214081,0.0153053,0,0,0,0.0168551,0.0152099,0.0149074,0.0234261,0,0,0,0,0.0139347,0,0.0187805,0.0100091,0.0409255,0.022074,0.0259936,0.0144366,0,0,0.039442,0.00855624,0.0095735,0.0152835,0.0131564,0.0172792,0.0213363,0.0159067,0.0186643,0,0.0226644,0,0.00874335,0.00953606,0.00625676,0.0459853,0.00799496,0.0130231,0.031595,0.0221546,0,0,0.0274822,0,0.0150109,0.0203941,0.0495981,0.0353852,0.0228445,0.0109406,0.0415082,0.0147009,0.0136274,0.0608437,0.0140463,0.0123976,0.0197189,0.00911734,0.013716,0.0259796,0.0614383,0.0113149,0.00893473,0.0097524,0.0198505,0.0263323,0,0,0,0.0489185
169,0.0212321,0.0155936,0,0,0,0.0160679,0.0151578,0.0153797,0.0233019,0,0,0,0,0.0140249,0,0.0187218,0.00991427,0.0407766,0.0228832,0.0261021,0.0144752,0,0,0.0398191,0.00804533,0.00934735,0.0144773,0.0133635,0.0172224,0.0207906,0.0157159,0.0187892,0,0.0217085,0,0.00884028,0.00950647,0.00613109,0.0452012,0.00788684,0.0131174,0.0316973,0.0218709,0,0,0.0276321,0,0.0154362,0.020731,0.0495586,0.0349922,0.0229902,0.0109312,0.0418196,0.0146844,0.0134341,0.0607194,0.0137335,0.0123395,0.0191724,0.00875622,0.0137139,0.0254234,0.0603556,0.0111329,0.00927346,0.0100785,0.0201329,0.0261283,0,0,0,0.0481624
170,0.0211509,0.0159194,0,0,0,0.0155976,0.015139,0.0160977,0.023138,0,0,0,0,0.0140333,0,0.0187045,0.00979807,0.0405574,0.023466,0.0260399,0.0146022,0,0,0.0403165,0.00756787,0.00910971,0.0141486,0.0135113,0.0172739,0.0204312,0.0156078,0.0186008,0,0.0206196,0,0.00891703,0.00951912,0.00598427,0.0439896,0.00776474,0.0130774,0.0317977,0.0216569,0,0,0.027645,0,0.0158317,0.020987,0.0495933,0.0342323,0.0231079,0.0110295,0.0421729,0.0144826,0.013357,0.0606817,0.0135357,0.0121812,0.0183326,0.00834421,0.013573,0.0244348,0.0586029,0.0110668,0.00966468,0.010393,0.0205043,0.0258355,0,0,0,0.0473573
171,0.0210858,0.016217,0,0,0,0.0166725,0.0151432,0.0169731,0.0229608,0,0,0,0,0.0140727,0,0.0186899,0.00975126,0.0405628,0.0242915,0.0259234,0.0149916,0,0,0.0408654,0.00716136,0.00903846,0.0141641,0.0137427,0.0173885,0.0203574,0.0159434,0.0187841,0,0.0203143,0,0.0090957,0.00953124,0.00590045,0.0424333,0.0076465,0.0130519,0.0319923,0.0215696,0,0,0.0275695,0,0.0161991,0.0211004,0.0496689,0.0328676,0.0231021,0.0111797,0.0424983,0.0142395,0.0133256,0.0606816,0.01335,0.0119907,0.0173037,0.008037,0.0133547,0.0231588,0.0562366,0.0109319,0.00991618,0.0105664,0.0208784,0.0255458,0,0,0,0.046661
172,0.0209405,0.0164907,0,0,0,0.0185083,0.0152048,0.0172506,0.0227273,0,0,0,0,0.0142143,0,0.0186794,0.00976236,0.0405023,0.0246026,0.0257997,0.0154291,0,0,0.0414298,0.00684826,0.00897196,0.0142451,0.014041,0.0173601,0.0202321,0.0164452,0.0186458,0,0.0201554,0,0.00933514,0.00952921,0.00580466,0.0407496,0.00756515,0.0131491,0.0322918,0.0215696,0,0,0.0273524,0,0.0165438,0.0211285,0.0496593,0.0310114,0.0231063,0.0113854,0.0428227,0.0139769,0.0133765,0.0607357,0.0132672,0.0117492,0.0163492,0.0078112,0.0130206,0.0214831,0.0533441,0.0108012,0.0101793,0.0106949,0.0212179,0.0252837,0,0,0,0.0461033
173,0.0207619,0.0165867,0,0,0,0.019092,0.0153072,0.0172544,0.0225972,0,0,0,0,0.0144849,0,0.0186641,0.00983477,0.0404192,0.0244329,0.0256391,0.0157028,0,0,0.0418408,0.00675017,0.00883966,0.0143755,0.0143128,0.0170926,0.0197138,0.0159558,0.0186272,0,0.0198924,0,0.00954912,0.00951357,0.00573604,0.0381377,0.00749351,0.0132998,0.0326086,0.0216276,0,0,0.0270409,0,0.0168342,0.0210967,0.0495862,0.0293019,0.0231477,0.0116311,0.0430493,0.013713,0.0134537,0.0607695,0.0132087,0.0114588,0.0152151,0.0075767,0.0127384,0.0197511,0.0496114,0.0107559,0.0104915,0.0107519,0.0214404,0.025142,0,0,0,0.0456734
174,0.0205071,0.0165802,0,0,0,0,0.0154091,0.0187399,0.0225706,0,0,0,0,0.0147026,0,0.0186919,0.00982585,0.0404404,0.0265384,0.0254495,0.0159195,0,0,0.042091,0.00684279,0.0086295,0.0144647,0.0146936,0.0168,0.0193564,0.0157817,0.0182914,0,0.0219951,0,0.00976548,0.00948673,0.00559073,0.0347209,0.00743158,0.0135063,0.0328637,0.021406,0,0,0.0267112,0,0.0170784,0.0209973,0.0495819,0.0277812,0.0232433,0.0119763,0.0431511,0.0135264,0.0135759,0.0607538,0.0132142,0.0112892,0.0138475,0.00732407,0.0123608,0.017661,0.0450523,0.0109568,0.0108012,0.0107444,0.0216398,0.0251876,0,0,0,0.0452022
175,0.0202823,0.0165778,0,0,0,0,0.0155517,0.0183687,0.022443,0,0,0,0,0.0147637,0,0.0187404,0.00977827,0.0402919,0.0261019,0.0251908,0.0160221,0,0,0.0424004,0.00693279,0.00844673,0.0144736,0.0148631,0.0163845,0.0187224,0.0153597,0.0177414,0,0.0216128,0,0.009926,0.00945898,0.00535752,0.0307425,0.00743405,0.0137228,0.0331849,0.0211905,0,0,0.02643,0,0.0173521,0.0209103,0.0495314,0.0260114,0.0233956,0.0124964,0.0431518,0.0132504,0.0139308,0.060837,0.0134278,0.011469,0.0123801,0.0070952,0.0119075,0.0153052,0.0396397,0.0111438,0.0112149,0.0106276,0.0218927,0.0253457,0,0,0,0.0448098
176,0.0201048,0.016558,0,0,0,0.0188912,0.0157324,0.017713,0.0219789,0,0,0,0,0.0147223,0,0.018804,0.00971304,0.0400518,0.0249298,0.0248999,0.0160325,0,0,0.0427224,0.00700514,0.00847175,0.0144987,0.0147319,0.015869,0.0182422,0.0148987,0.0178523,0,0.0207261,0,0.0100587,0.00943454,0.00517302,0.0262922,0.0074351,0.0139978,0.0335732,0.0210854,0,0,0.0262018,0,0.0176006,0.0208739,0.0494177,0.0240889,0.0235494,0.0131942,0.0430845,0.0130678,0.0147523,0.0610907,0.0140143,0.0121397,0.0112081,0.00688791,0.0114572,0.0131174,0.0335943,0.011217,0.0118012,0.0105819,0.0221183,0.0255081,0,0,0,0.0444036
