Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,
88,0.0263471,0.0485147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349669,0,0.0290771,0.0672685,0,0,0.0113661,0,0,0.046608,0.0327041,0.0385317,0.0153584,0.023138,0.0291466,0.0502512,0.0309055,0.0504882,0.0750943,0.0612693,0.0604275,0.0558819,0.0575483,0.0577083,0.0213553,0.0391982,0.0208776,0.0101881,0.0422324,0,0.0189384,0.060237,0.0169405,0,0,0.0167289,0,0,0.0366595,0.0471027,0.0380969,0.0056109,0.0253752,0.0451677,0.0311487,0.0724245,0.0882101,0.0591019,0.0374901,0.0622075,0.0406292,0.0406958,0.0656637,0.014304,0.0255074,0.0194331,0.0158251,0.030691,0.019665,0,0,0,0
89,0.0261455,0.0484237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351887,0,0.0291831,0.0671791,0,0,0.0113857,0,0,0.0467168,0.0330568,0.0385257,0.0152235,0.0229698,0.0290101,0.0504934,0.0307094,0.0496926,0.0750782,0.0610544,0.0604381,0.0558286,0.0575903,0.0575064,0.0210838,0.0391431,0.0207561,0.0101929,0.0421428,0,0.0190908,0.0602045,0.0166735,0,0,0.0167192,0,0,0.036592,0.0473139,0.0383401,0.00518301,0.0257223,0.045148,0.0309556,0.07268,0.0883454,0.0591228,0.0379279,0.0622338,0.040618,0.0406323,0.0656538,0.0144005,0.0254978,0.0194937,0.0159664,0.0303965,0.0200138,0,0,0,0
90,0.0258952,0.0483827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351342,0,0.0292479,0.0672006,0,0,0.0114232,0,0,0.046808,0.03321,0.0385462,0.0151219,0.0227834,0.0288906,0.050744,0.0305801,0.0491285,0.0749087,0.0609402,0.0602171,0.0557437,0.0575022,0.0574738,0.0209948,0.0391194,0.0206639,0.0102037,0.0418729,0,0.0192077,0.0602389,0.0164193,0,0,0.0166929,0,0,0.0364817,0.047458,0.03862,0.00510463,0.0259449,0.0451468,0.0306891,0.0729225,0.0884407,0.059083,0.0382536,0.0622722,0.0406028,0.0405559,0.0656159,0.014666,0.0255229,0.0195422,0.0160524,0.0302142,0.0203237,0,0,0,0
91,0.0256365,0.0483482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349977,0,0.0293327,0.0675989,0,0,0.0114629,0,0,0.0468693,0.0334801,0.0385932,0.0150099,0.0227683,0.0287903,0.0510145,0.0306176,0.0489101,0.0746561,0.0608501,0.0603034,0.0558348,0.0570731,0.0573864,0.0209403,0.0391285,0.0206014,0.0102304,0.0415616,0,0.0193742,0.0602425,0.016199,0,0,0.0166951,0,0,0.0364315,0.047562,0.0388697,0.00519885,0.0260809,0.0450945,0.0305348,0.0732166,0.0885673,0.0589576,0.0384611,0.0623157,0.0405999,0.0405513,0.0655732,0.0150566,0.0254627,0.0196689,0.0161409,0.0300654,0.0205825,0,0,0,0
92,0.025437,0.0483461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348578,0,0.0294731,0.0679328,0,0,0.0114554,0,0,0.0469527,0.0338103,0.0386796,0.0149573,0.0227078,0.0286191,0.0512762,0.0307182,0.048839,0.0744398,0.0608546,0.06039,0.0558871,0.0567223,0.0572757,0.0210395,0.0391246,0.0205602,0.0102907,0.0410934,0,0.0195778,0.0601719,0.0160061,0,0,0.0166898,0,0,0.0363986,0.0477606,0.0391064,0.00491294,0.0259867,0.0449519,0.0304032,0.0735711,0.0887577,0.0587962,0.0386341,0.0623354,0.0405934,0.0406121,0.0655522,0.0156083,0.0254182,0.0197453,0.0162903,0.0299887,0.0207985,0,0,0,0
93,0.0252377,0.0483654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347388,0,0.0296232,0.0681441,0,0,0.0114949,0,0,0.0470092,0.0342329,0.0387889,0.0149332,0.0225641,0.0284839,0.0515276,0.0306618,0.0486818,0.0743209,0.0609524,0.0603583,0.0558583,0.056665,0.0571496,0.0212751,0.0390925,0.0204972,0.0103416,0.0405765,0,0.0196637,0.0601113,0.0158239,0,0,0.0166468,0,0,0.036364,0.0478991,0.0393482,0.00483023,0.0258392,0.0446834,0.0302226,0.0738725,0.088888,0.0586468,0.0387978,0.0623617,0.040578,0.0406286,0.0654978,0.016156,0.0253917,0.0197284,0.0164378,0.0298839,0.0210358,0,0,0,0
94,0.0250677,0.0483501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344214,0,0.0297659,0.0681165,0,0,0.0115806,0,0,0.0470574,0.0346984,0.0388656,0.0149405,0.0223704,0.0283997,0.051719,0.030369,0.0484611,0.0743076,0.0610509,0.0602136,0.0558467,0.0566066,0.0569702,0.0215447,0.0390451,0.0204286,0.010345,0.0401016,0,0.0196435,0.0600022,0.0156451,0,0,0.0166276,0,0,0.0363672,0.0479472,0.0395812,0.0050132,0.0256758,0.0443296,0.0301362,0.0740886,0.0890487,0.0585187,0.0390635,0.062411,0.040608,0.0406072,0.0654528,0.0166796,0.0253777,0.0198145,0.016453,0.0297797,0.0212678,0,0,0,0
95,0.0249225,0.0483471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342459,0,0.0298025,0.0682019,0,0,0.011693,0,0,0.0471114,0.0350405,0.0387832,0.0149774,0.0222465,0.0282687,0.0518504,0.0302106,0.0484106,0.0744656,0.0610744,0.0599967,0.0558522,0.0565104,0.0567501,0.021712,0.039019,0.020362,0.0103547,0.0395646,0,0.019607,0.0598877,0.0154719,0,0,0.0166064,0,0,0.036386,0.0480372,0.0398149,0.00500888,0.0253647,0.044165,0.0300556,0.0743792,0.0893225,0.0584125,0.0393892,0.0623706,0.040607,0.0405143,0.0653586,0.0173377,0.0253716,0.0198377,0.0164674,0.0298088,0.0214496,0,0,0,0
96,0.0253291,0.0483588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338414,0,0.0325687,0.0674729,0,0,0.0116033,0,0,0.0471273,0.0381577,0.0414446,0.015148,0.0241308,0.0284774,0.0521753,0.0334208,0.0494553,0.077423,0,0.0567846,0.052313,0.0534953,0.0539246,0.0222425,0.0392073,0.0203841,0.010313,0.0396378,0,0.0195283,0.0622234,0.015414,0,0,0.0164672,0,0,0.0362165,0.0479546,0.039785,0.00499808,0.0253043,0.0433819,0.0291008,0.074002,0.0893419,0.0587222,0.0394105,0.0621362,0.0404959,0.0403019,0.0651074,0.0172733,0.0253991,0.0203374,0.0168531,0.0299656,0.0214877,0,0,0,0
97,0.024614,0.0485593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342468,0,0.0299039,0.0685523,0,0,0.0117771,0,0,0.0473004,0.0356394,0.0386335,0.0151255,0.0223375,0.0278781,0.0521782,0.0304056,0.0482455,0.0746196,0.0613692,0.0600459,0.0556152,0.0561361,0.0566346,0.021692,0.0389071,0.0200521,0.0103776,0.0380573,0,0.0196528,0.0597902,0.0152104,0,0,0.0165378,0,0,0.036376,0.0483159,0.0403379,0.00496289,0.0245869,0.0438836,0.0298051,0.0752076,0.0897048,0.0582216,0.039942,0.0622742,0.0404968,0.0402532,0.0650731,0.0191454,0.02533,0.0196217,0.0166097,0.0300883,0.0217803,0,0,0,0
98,0.0244515,0.0488001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346122,0,0.0297895,0.0687194,0,0,0.0118521,0,0,0.0473153,0.0358484,0.0385687,0.0152038,0.022099,0.0279563,0.0522519,0.0302881,0.0479835,0.0746864,0.0612579,0.0602012,0.0556002,0.0560561,0.0567175,0.0214976,0.0387884,0.0199243,0.0103449,0.0374293,0,0.0195292,0.0595809,0.0150284,0,0,0.0164433,0,0,0.0363142,0.0484363,0.0404986,0.00541102,0.0239084,0.0439273,0.0296456,0.0754455,0.0900601,0.0581519,0.040209,0.062203,0.0404602,0.0401612,0.0649538,0.0199765,0.0252613,0.0195444,0.0167301,0.029835,0.0220551,0,0,0,0
99,0.0243473,0.0488927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350737,0,0.0297305,0.0689732,0,0,0.0119902,0,0,0.0473866,0.0360349,0.0385198,0.0153328,0.0223634,0.0279051,0.0523632,0.0301969,0.0478212,0.0749249,0.0611957,0.0601807,0.0556673,0.0560284,0.0566585,0.0210206,0.0385825,0.019854,0.0102949,0.0368569,0,0.0194461,0.0593479,0.014913,0,0,0.0164136,0,0,0.036343,0.0486748,0.0407157,0.00564442,0.0234813,0.0438827,0.0295052,0.0755418,0.0903807,0.0581213,0.0405362,0.0620503,0.0404506,0.0400632,0.0648807,0.0208102,0.0251225,0.0195746,0.0167122,0.029711,0.0222944,0,0,0,0
100,0.0242401,0.048878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355637,0,0.0297135,0.0692468,0,0,0.0121289,0,0,0.0474769,0.0361948,0.0385049,0.0154299,0.0224123,0.0278556,0.0524475,0.0301527,0.0478273,0.0746777,0.0611713,0.0600618,0.0556995,0.05596,0.0565811,0.0204829,0.0384201,0.0197703,0.0102269,0.0364401,0,0.0193263,0.058943,0.0148193,0,0,0.016334,0,0,0.036351,0.0489938,0.0409356,0.00611648,0.0231578,0.0438251,0.0293451,0.0755863,0.0905947,0.0581397,0.040821,0.0620264,0.0404941,0.0398957,0.0647955,0.0215091,0.0250269,0.0195712,0.0166906,0.029675,0.0225473,0,0,0,0
101,0.0241556,0.0488721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360808,0,0.0297137,0.0695353,0,0,0.0122224,0,0,0.0475462,0.0363731,0.0386024,0.0155939,0.0222795,0.027724,0.0524667,0.0301148,0.0478561,0.0744039,0.0611739,0.0599313,0.0556598,0.0558481,0.0564897,0.0199775,0.0383584,0.0197366,0.0101701,0.0358032,0,0.0192527,0.0584517,0.0147485,0,0,0.0162792,0,0,0.0363579,0.0493427,0.0410415,0.00622476,0.0228009,0.0437999,0.0292264,0.0757122,0.0907229,0.0581914,0.0410937,0.061999,0.040465,0.0397334,0.0646946,0.0223899,0.0249295,0.0194625,0.0167007,0.0296231,0.0227601,0,0,0,0
102,0.0240397,0.0489356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366919,0,0.0297383,0.0698113,0,0,0.0123308,0,0,0.0476632,0.0365178,0.0388322,0.0157895,0.0221681,0.0275229,0.0524682,0.0300029,0.047628,0.074284,0.0611972,0.0599415,0.0555857,0.055729,0.0564557,0.0194824,0.0384227,0.0199449,0.0100859,0.0351485,0,0.01908,0.0582929,0.0146927,0,0,0.016223,0,0,0.0363736,0.0496329,0.0405019,0.00630663,0.0225425,0.0438094,0.0292092,0.075845,0.0909734,0.0582514,0.041202,0.0619311,0.0402686,0.039561,0.0645657,0.0231785,0.0248458,0.0193369,0.0167145,0.0294962,0.0229229,0,0,0,0
103,0.0239769,0.0490769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369707,0,0.0296267,0.0704306,0,0,0.0123202,0,0,0.0477241,0.036656,0.0390191,0,0.0223267,0.0269594,0.0516269,0.0295141,0.0474142,0.0741823,0.0610446,0.0602266,0.0555951,0.0557178,0.0564365,0.0192934,0.0386232,0.0207175,0.00974281,0.0348792,0,0.0189731,0.0575957,0.0148399,0,0,0.0162104,0,0,0.0364946,0.0505087,0.0396757,0.00690404,0.0225653,0.0449065,0.0299308,0.0761468,0.0915386,0.0585144,0.041514,0.0615898,0.0398191,0.0391591,0.0642006,0.0234934,0.0248716,0.018848,0.0165981,0.0293119,0.0228499,0,0,0,0
104,0.0240785,0.049108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377058,0,0.0298187,0.0701493,0,0,0.0125618,0,0,0.0481043,0.0368575,0.0395669,0.0159048,0.0218586,0.0272524,0.0522093,0.0297016,0.0470998,0.0742932,0.0610641,0.0600049,0.055388,0.0554806,0.0562429,0.0187215,0.0382824,0.0208653,0.00977127,0.0337615,0,0.0183174,0.058031,0.0146649,0,0,0.0160884,0,0,0.0362739,0.0498712,0.0379581,0.00701645,0.0222831,0.0438046,0.02924,0.076133,0.0916438,0.0582313,0.0409617,0.0617636,0.0400302,0.0392603,0.0644031,0.0245452,0.0247527,0.0189283,0.0168517,0.0291168,0.0231897,0,0,0,0
105,0.0241949,0.0491353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381266,0,0.0298148,0.0704376,0,0,0.0126417,0,0,0.0481029,0.0367292,0.0400041,0.0155245,0.0216222,0.0272391,0.0519863,0.0297188,0.0470104,0.0740827,0.0610022,0.0597667,0.0553067,0.0553422,0.0561466,0.0186188,0.0379723,0.0208739,0.00970698,0.0328826,0,0.0176267,0.0577281,0.014683,0,0,0.0159915,0,0,0.0362536,0.0499875,0.0362615,0.00796136,0.0223454,0.0436814,0.029268,0.0763806,0.0919043,0.0582806,0.0406151,0.0617504,0.0400823,0.0392546,0.0644216,0.0251978,0.0247864,0.01871,0.0169419,0.0290201,0.0232235,0,0,0,0
106,0.0242484,0.0492401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038225,0,0.0297857,0.0706276,0,0,0.0126908,0,0,0.048043,0.0363372,0.0405627,0.0154203,0.0213199,0.0271432,0.0517111,0.0297102,0.0470475,0.0739504,0.0608508,0.0595299,0.0552005,0.0552179,0.0560705,0.0191774,0.0377345,0.020752,0.00967604,0.0322928,0,0.0168815,0.0575226,0.0147283,0,0,0.0159107,0,0,0.0363028,0.0504512,0.0348051,0.00710303,0.0223095,0.0435438,0.0293889,0.0766144,0.0921019,0.0584332,0.040186,0.0618153,0.0402675,0.0394229,0.0643983,0.025634,0.0248099,0.018433,0.0169874,0.0290341,0.0232087,0,0,0,0
107,0.0242332,0.0493728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038207,0,0.0297651,0.0706754,0,0,0.0127405,0,0,0.0479613,0.0361501,0.041239,0.0154349,0.0209329,0.0270956,0.0514632,0.0296755,0.0471729,0.0738962,0.0607554,0.0594162,0.0551334,0.0551402,0.0560276,0.0201386,0.0376876,0.0207513,0.00959884,0.0320238,0,0.0163561,0.057489,0.0147584,0,0,0.0158322,0,0,0.0363769,0.0510623,0.0339028,0.00637196,0.0219279,0.0434841,0.0295229,0.0765604,0.0921222,0.0587542,0.0396251,0.0619092,0.0406112,0.0397395,0.0643399,0.025845,0.024817,0.0182199,0.017056,0.0290706,0.0231805,0,0,0,0
108,0.0242364,0.0494684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380612,0,0.0297877,0.0705743,0,0,0.0127594,0,0,0.0479195,0.0360823,0.0421352,0.0153675,0.0205362,0.0271345,0.0511467,0.0296403,0.0471782,0.073871,0.0605599,0.059302,0.0550976,0.0551883,0.0559597,0.021341,0.0375701,0.0208263,0.00950315,0.0319668,0,0.0161254,0.0575583,0.0147506,0,0,0.0157411,0,0,0.0365583,0.0512631,0.0335695,0.0060637,0.021365,0.0435886,0.0297126,0.0761596,0.0920108,0.059223,0.0390734,0.0619022,0.0410112,0.0400014,0.0642043,0.0256633,0.0247512,0.0179802,0.0171319,0.0291429,0.0231215,0,0,0,0
109,0.024335,0.049519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376401,0,0.029929,0.0705073,0,0,0.012801,0,0,0.0479062,0.0359504,0.0433114,0.0154485,0.020011,0.027275,0.0506052,0.0295715,0.0472697,0.0738442,0.0602593,0.059054,0.0550307,0.0550931,0.055816,0.0229102,0.0373101,0.0207895,0.00944104,0.0319286,0,0.016087,0.0575817,0.0147578,0,0,0.0156309,0,0,0.0366756,0.051157,0.0336363,0.00586536,0.0208326,0.0437783,0.0300626,0.0754656,0.0917419,0.0595962,0.0386814,0.0617737,0.0413311,0.0400615,0.063984,0.0254673,0.024607,0.0176156,0.017146,0.0292546,0.0230535,0,0,0,0
110,0.0244939,0.049561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370654,0,0.0302474,0.0706653,0,0,0.012799,0,0,0.047844,0.0356394,0.0447389,0.0155579,0.0195304,0.0275035,0.0500576,0.0293678,0.0475429,0.0738697,0.0600241,0.0585683,0.0548035,0.0549859,0.0554988,0.024989,0.0370944,0.0204265,0.00942809,0.0316837,0,0.0161935,0.0573892,0.0148313,0,0,0.015484,0,0,0.0367583,0.0509719,0.0340634,0.00585482,0.0202278,0.0440376,0.0305736,0.0747855,0.0913682,0.059527,0.0384157,0.0615619,0.0414434,0.039892,0.0637518,0.0257128,0.0246366,0.0171856,0.0171304,0.0293787,0.022937,0,0,0,0
111,0.024617,0.0495859,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362571,0,0.03069,0.0707955,0,0,0.0128642,0,0,0.0477885,0.0352649,0.0464213,0.0159027,0.019108,0.0277352,0.0497607,0.0290362,0.0479256,0.0739707,0.0599097,0.0577766,0.0543911,0.0546952,0.0551558,0.0275652,0.0366906,0.0197582,0.00963025,0.031225,0,0.0163766,0.0569513,0.0148921,0,0,0.0153828,0,0,0.0369227,0.0507251,0.0347769,0.00597513,0.0197321,0.0442577,0.0311464,0.0745528,0.090936,0.0589657,0.0381344,0.061398,0.0413937,0.0396419,0.0635947,0.0264876,0.0246268,0.0167342,0.0169638,0.0294725,0.0228682,0,0,0,0
112,0.0246853,0.0495707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353163,0,0.0311282,0.0711046,0,0,0.013038,0,0,0.0478772,0.0349082,0.0482439,0.0164518,0.0187434,0.0279045,0.0495643,0.0289877,0.0481577,0.074102,0.0598574,0.0567908,0.0539321,0.0543331,0.0547387,0.0305007,0.0361943,0.0192941,0.00978007,0.0306604,0,0.0165741,0.0563279,0.0149188,0,0,0.0153209,0,0,0.0371506,0.0505229,0.0356443,0.00549348,0.0194665,0.0444706,0.031829,0.0746847,0.0904922,0.0580795,0.0376508,0.0613492,0.0413059,0.039427,0.0635163,0.0276509,0.0245319,0.0162858,0.0167006,0.0294853,0.0228357,0,0,0,0
113,0.0246448,0.0494925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346565,0,0.031664,0.0714897,0,0,0.0133093,0,0,0.0480253,0.0344799,0.0502298,0.0166742,0.0184141,0.0280958,0.0494149,0.0291179,0.0484802,0.0743604,0.0598505,0.0562891,0.0534689,0.0538669,0.0542173,0.0334199,0.0356922,0.0189707,0.00993003,0.0301987,0,0.0167293,0.0558086,0.01494,0,0,0.0152869,0,0,0.0373994,0.0504699,0.0364321,0.00515449,0.019499,0.0447236,0.032512,0.0749368,0.0901546,0.0572153,0.0374651,0.0613867,0.0412638,0.0393478,0.0635399,0.0288067,0.0244116,0.0158847,0.0164554,0.0294172,0.0228386,0,0,0,0
114,0.0245533,0.0493821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340185,0,0.0322476,0.0718542,0,0,0.0136286,0,0,0.0481809,0.034132,0.0522225,0.0160612,0.0179643,0.0283728,0.0492914,0.0294114,0.0487376,0.0746247,0.0599189,0.0557041,0.0530111,0.0533816,0.0536813,0.0364732,0.0352193,0.0186429,0.0101211,0.0300669,0,0.0167894,0.0555147,0.0150133,0,0,0.015314,0,0,0.0376014,0.0506775,0.0369467,0.0050362,0.0195866,0.0449711,0.0331892,0.0750923,0.0899845,0.0567748,0.0378412,0.0614622,0.0412663,0.0393962,0.0636369,0.0294987,0.0242563,0.0154672,0.016268,0.0293358,0.022893,0,0,0,0
115,0.0244571,0.0493268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333466,0,0.0328566,0.0718481,0,0,0.0139533,0,0,0.0483912,0.0338111,0.0542008,0.0157428,0.01735,0.0287508,0.0492728,0.0297012,0.0488598,0.0748514,0.0599972,0.0554184,0.0525794,0.052959,0.0531355,0.0394079,0.0347386,0.0185451,0.0101688,0.0303219,0,0.0167337,0.0554032,0.0151661,0,0,0.0153093,0,0,0.0377855,0.0506149,0.0370467,0.00507498,0.0196243,0.0451508,0.0338451,0.075162,0.0900243,0.0568971,0.0379564,0.0614654,0.0413272,0.0394989,0.0637497,0.0293213,0.0240026,0.0150032,0.0161393,0.0292743,0.0229772,0,0,0,0
116,0.0243607,0.0492961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325464,0,0.033321,0.0716348,0,0,0.0142746,0,0,0.0485777,0.0335198,0.0560114,0.0157442,0.0166407,0.0291234,0.0493833,0.0299765,0.0489211,0.0750357,0.0601462,0.0550455,0.0521538,0.0526271,0.0526863,0.0426376,0.0342594,0.0185877,0.0101365,0.0308326,0,0.0165851,0.0554135,0.0153711,0,0,0.0153352,0,0,0.0379817,0.0497656,0.0367439,0.00524406,0.019522,0.0453142,0.0345149,0.0751152,0.0902283,0.0573775,0.0377436,0.0614332,0.041481,0.0396351,0.06384,0.0283327,0.0237211,0.0146122,0.0160512,0.0292466,0.0230587,0,0,0,0
117,0.0242628,0.0492951,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317612,0,0.0336651,0.0713217,0,0,0.0145516,0,0,0.0486578,0.0333885,0.0576399,0.0158995,0.0158337,0.0294317,0.0496175,0.0304005,0.0489161,0.0752364,0.0604177,0.0546937,0.0516713,0.052351,0.0523659,0.0464212,0.0338528,0.0186891,0.0100457,0.031311,0,0.0165334,0.0555872,0.0155853,0,0,0.0153565,0,0,0.0382043,0.0497826,0.0362662,0.00466991,0.019441,0.0454894,0.0352046,0.0745033,0.0904339,0.0579728,0.0373112,0.0613787,0.0416832,0.0398313,0.0639048,0.0270015,0.0237911,0.0143032,0.0160151,0.0293147,0.0230561,0,0,0,0
118,0.0241559,0.0493301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311585,0,0.0340229,0.0709867,0,0,0.0147223,0,0,0.0485973,0.0335162,0.0591378,0.0160556,0.0151186,0.0298183,0.049903,0.0310006,0.0486492,0.075608,0.0608031,0.0545423,0.0511323,0.0519563,0.0519862,0.0503344,0.0337249,0.0186894,0.00995396,0.0317793,0,0.0165452,0.0557306,0.0158114,0,0,0.0153557,0,0,0.0384202,0.0499576,0.0358799,0.00487106,0.019352,0.045719,0.035916,0.0736958,0.0904548,0.0584635,0.0368712,0.0613451,0.0419116,0.0400407,0.0639754,0.0258291,0.0238661,0.0139873,0.0159752,0.0295017,0.0229673,0,0,0,0
119,0.0240084,0.0494045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307542,0,0.0343864,0.0706882,0,0,0.0148479,0,0,0.0485231,0.0338349,0.0604755,0.0162923,0.0144962,0.0302451,0.0500703,0.0317697,0.0483901,0.0761093,0.0613398,0.0541465,0.050611,0.0514629,0.0514538,0.0544636,0.0337185,0.0187943,0.00982113,0.0321607,0,0.0165979,0.0558808,0.0160869,0,0,0.0153556,0,0,0.0386569,0.0497359,0.0358077,0.00542657,0.0190618,0.0459329,0.0366712,0.0738793,0.0902292,0.0587323,0.0366394,0.0613773,0.0420982,0.0401814,0.0640723,0.0252454,0.0238884,0.013732,0.0158789,0.0297972,0.0228407,0,0,0,0
120,0.0238605,0.0494675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305295,0,0.0347355,0.0705909,0,0,0.0149783,0,0,0.0484935,0.034189,0.061489,0.0168223,0.0139307,0.0306749,0.0501101,0.0326218,0.0482889,0.0766783,0.0620405,0.0536045,0.0501013,0.0509148,0.0508054,0.0589374,0.0338263,0.0190464,0.0095778,0.0324355,0,0.0166421,0.0559195,0.0164294,0,0,0.015382,0,0,0.0389268,0.0493591,0.0358993,0.00576949,0.0188121,0.0460496,0.0374391,0.0738507,0.0898022,0.0586242,0.0368932,0.061518,0.0422669,0.0403513,0.0642338,0.0249364,0.0239415,0.013578,0.0157386,0.0301701,0.0227324,0,0,0,0
121,0.0236862,0.0494674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302366,0,0.0350361,0.0702838,0,0,0.0150506,0,0,0.0483815,0.0345557,0.0618854,0.0174366,0.0133951,0.0310242,0.0500063,0.0334991,0.048356,0.0772376,0.062744,0.0530611,0.0496167,0.0503557,0.0502076,0.0637527,0.0341293,0.0190128,0.00949163,0.0327653,0,0.0166739,0.0558471,0.0166736,0,0,0.0153415,0,0,0.039049,0.0491045,0.0360331,0.00587083,0.0186875,0.0461136,0.0380744,0.0734303,0.0893613,0.0583068,0.0374826,0.0616942,0.0423908,0.0405092,0.0644344,0.0245416,0.0240737,0.0132398,0.0158913,0.030527,0.0226547,0,0,0,0
122,0.0234934,0.0494266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300439,0,0.0352357,0.0700195,0,0,0.0150974,0,0,0.0482308,0.0349813,0.0618385,0.0177772,0.0128912,0.0312637,0.04983,0.0343591,0.0484932,0.0777148,0.0634375,0.0526536,0.0492436,0.0499989,0.0498823,0.069408,0.0344069,0.0189672,0.00943247,0.0331584,0,0.0167083,0.0560321,0.0169368,0,0,0.015327,0,0,0.0391978,0.048919,0.0361193,0.00593893,0.0186502,0.0461554,0.0386278,0.0729143,0.0889956,0.0579378,0.038078,0.0618592,0.0424576,0.0406175,0.0646437,0.0240416,0.0241932,0.0131514,0.015877,0.0307843,0.022699,0,0,0,0
123,0.023309,0.049343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304003,0,0.03535,0.0697477,0,0,0.0151179,0,0,0.048068,0.0354201,0.0616994,0.018052,0.0124517,0.0314253,0.0496172,0.0351191,0.04841,0.0782581,0.0639926,0.0524547,0.0490077,0.0500207,0.0499078,0.0753262,0.0346057,0.0189468,0.00941001,0.0335827,0,0.0167531,0.0562777,0.0172202,0,0,0.0152855,0,0,0.0392888,0.0486531,0.0361648,0.00599564,0.0186004,0.0462159,0.0390661,0.0726863,0.0887298,0.0576257,0.0384715,0.062009,0.042509,0.0407146,0.0648513,0.0234859,0.0242266,0.0130907,0.0157622,0.0308743,0.022849,0,0,0,0
124,0.0231097,0.0492494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314106,0,0.0355952,0.0694741,0,0,0.0150899,0,0,0.0478853,0.0358764,0.0621498,0.0182989,0.0120483,0.031529,0.0493098,0.0356789,0.0482307,0.0787495,0.0644508,0.0524494,0.0489046,0.0501993,0.050105,0.0807821,0.0347973,0.0189828,0.00940203,0.0339574,0,0.0168534,0.0565273,0.017452,0,0,0.0152307,0,0,0.0393707,0.0482891,0.0361756,0.00604276,0.0186073,0.0461837,0.0394039,0.0725058,0.0885115,0.0574683,0.0385279,0.0621032,0.0425772,0.0408415,0.0650424,0.0228945,0.0242276,0.0131372,0.0155724,0.0307914,0.0230827,0,0,0,0
125,0.0227069,0.049185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271094,0,0.0415428,0.0681717,0,0,0.0149914,0,0,0.0482435,0.0369597,0.0659569,0.0175162,0.0150832,0.0319823,0.0495099,0.0369279,0.0499161,0.0805561,0.0659185,0.0513648,0.0469919,0.0503566,0.0506368,0.0723801,0.0352079,0.0182384,0.00916154,0.0336787,0,0.0170115,0.0577724,0.0168728,0,0,0.0152355,0,0,0.0386225,0.0472917,0.035992,0.00511033,0.0186631,0.0451488,0.0389975,0.0719018,0.0880129,0.0572738,0.0378699,0.0623832,0.0429014,0.0412547,0.0654774,0.0226024,0.0238,0.0136907,0.01624,0.0304147,0.0238491,0,0,0,0
