Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,
9,0.0224891,0.0471345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395254,0,0.0261693,0.0640149,0,0,0.0115731,0,0,0.0456145,0.0247304,0.038008,0.011364,0.0194314,0.0325303,0.0537627,0.0335508,0.0520228,0.074879,0.0608026,0.0648783,0.0601338,0.0620011,0.0625053,0.0183821,0.0393073,0.0210322,0.0094983,0.0213172,0,0.0203861,0.0634861,0.0139635,0,0,0.0176462,0,0,0.0349893,0.0443425,0.0449501,0.00857067,0.0253845,0.0364112,0.023651,0.0727711,0.0964188,0.0650101,0.0185203,0.0585327,0.0363449,0.0362146,0.0616822,0.0664913,0.0222615,0.0171597,0.0203938,0.0290295,0.0255148,0,0,0,0
10,0.0223483,0.0469919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397857,0,0.0265317,0.0641661,0,0,0.0114987,0,0,0.0455868,0.0246442,0.0379456,0.0114228,0.0195706,0.0324008,0.0537174,0.0334824,0.051597,0.0745213,0.0605816,0.0647831,0.0600695,0.0621955,0.0624881,0.0179257,0.0393682,0.0209913,0.00957028,0.0217605,0,0.0204702,0.0633916,0.0139219,0,0,0.0175218,0,0,0.0350021,0.0439094,0.0455392,0.00870645,0.0248467,0.0364121,0.0235222,0.0723455,0.0963151,0.065424,0.0183313,0.0586668,0.0362614,0.036232,0.0618505,0.0677029,0.0222734,0.0169017,0.0206848,0.0289215,0.0256383,0,0,0,0
11,0.0222768,0.0469207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040128,0,0.0266933,0.0643379,0,0,0.0114412,0,0,0.0455599,0.0245824,0.0377755,0.0114208,0.0196992,0.0322639,0.0536832,0.0333838,0.0510904,0.0746985,0.0606783,0.0647317,0.0600493,0.0621159,0.0624912,0.0174805,0.039419,0.020956,0.00962665,0.0220306,0,0.02048,0.0632269,0.0138854,0,0,0.0173511,0,0,0.0349478,0.0423478,0.0459437,0.00862499,0.0242585,0.0364725,0.0235998,0.0720343,0.0960342,0.0655707,0.0181689,0.0588754,0.036183,0.0362806,0.0620821,0.0681677,0.0222264,0.0166613,0.0208117,0.028802,0.0256914,0,0,0,0
12,0.0222811,0.0468906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406944,0,0.0266943,0.0644681,0,0,0.0113974,0,0,0.0455677,0.0247949,0.0375964,0.0113238,0.0197072,0.0321316,0.0536182,0.0333651,0.0508237,0.0748656,0.0608322,0.06471,0.0600324,0.0621033,0.0624383,0.0169557,0.0394619,0.0209359,0.00966901,0.0220536,0,0.0204418,0.0632121,0.0139123,0,0,0.0171574,0,0,0.0348605,0.0415279,0.0462297,0.00843346,0.0236591,0.0365893,0.0235577,0.0719249,0.0957586,0.0654482,0.0180582,0.0590608,0.0360757,0.0362797,0.0622625,0.0680034,0.0221747,0.0165335,0.0207163,0.0287079,0.0256456,0,0,0,0
13,0.0223706,0.0468959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414755,0,0.0266213,0.0647145,0,0,0.01138,0,0,0.0455701,0.0260977,0.03744,0.0111571,0.0195806,0.0320036,0.0535898,0.0334326,0.0508124,0.0749867,0.0608806,0.064674,0.0599581,0.0621515,0.0623539,0.0162455,0.0394834,0.0209531,0.00969981,0.0218588,0,0.0204117,0.0631757,0.0139766,0,0,0.0169821,0,0,0.0348071,0.0411256,0.0464041,0.0082156,0.0230995,0.0366878,0.0236775,0.0719764,0.0955327,0.0652196,0.0181062,0.059146,0.035953,0.0362206,0.0623784,0.0673556,0.022081,0.0165272,0.0204232,0.0286966,0.0255305,0,0,0,0
14,0.0225505,0.0469215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424884,0,0.0265191,0.0650773,0,0,0.0113767,0,0,0.0455722,0.0287311,0.0374464,0.0109558,0.0194731,0.031953,0.0536017,0.0335113,0.0509102,0.0750861,0.0608374,0.0645809,0.0598714,0.0621564,0.0623345,0.0154869,0.0394532,0.020946,0.00973019,0.0215449,0,0.0204334,0.0629336,0.014005,0,0,0.0167324,0,0,0.0348051,0.0409091,0.0464371,0.00797649,0.0226718,0.0367912,0.0238399,0.0721127,0.095308,0.0649669,0.0183092,0.0591507,0.0358078,0.0361452,0.0624288,0.0663563,0.0219877,0.0165691,0.0200575,0.0287614,0.0253824,0,0,0,0
15,0.0227014,0.0469513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427552,0,0.0265665,0.0651821,0,0,0.011408,0,0,0.0456265,0.0288531,0.0375719,0.0110189,0.0196125,0.0318685,0.0536664,0.0335067,0.0506145,0.0750942,0.0609287,0.0644309,0.059813,0.0620456,0.0624173,0.0151522,0.0393443,0.0209499,0.00971531,0.0212598,0,0.0204544,0.0629094,0.0140098,0,0,0.0163512,0,0,0.0347502,0.0405475,0.0463724,0.00761948,0.022373,0.0369823,0.0241559,0.0719956,0.0950524,0.0647196,0.0185242,0.0591303,0.0356907,0.0360776,0.0624158,0.0652295,0.0216884,0.0166978,0.0194196,0.0288749,0.0252289,0,0,0,0
16,0.0231151,0.0469859,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398918,0,0,0.0651145,0,0,0.0113697,0,0,0.0456237,0.027472,0.0379246,0.0112511,0.0211274,0.0319431,0.053794,0.0341985,0.0499332,0.0759782,0.0621412,0.063192,0.058371,0.0618564,0.0620454,0.0151226,0.0393276,0.0209955,0.00971733,0.0209439,0,0.0204842,0.0635868,0.014003,0,0,0.0158277,0,0,0.0345158,0.0403149,0.0461915,0.00750801,0.0222996,0.037099,0.0243643,0.0718128,0.0948556,0.0645962,0.0188446,0.0590026,0.0355787,0.0359927,0.0623005,0.0638522,0.0213278,0.0173523,0.0186635,0.0289621,0.0250438,0,0,0,0
17,0.0228197,0.047015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422781,0,0.0268799,0.065054,0,0,0.0114352,0,0,0.0455908,0.0268432,0.0376855,0,0.0207819,0.0314176,0.0534689,0.0331707,0.0497142,0.0751479,0.0614089,0.0641406,0.0594311,0.0618326,0.0620353,0.0149278,0.0392024,0.0210241,0.00979174,0.0207185,0,0.0205179,0.0630838,0.0141584,0,0,0.0150098,0,0,0.0349892,0.0399054,0.0460974,0.00755067,0.0220577,0.0386388,0.0255225,0.071805,0.0945619,0.0642145,0.0194993,0.0589464,0.0355316,0.0359224,0.0622287,0.0623748,0.0207814,0.017218,0.018348,0.0288282,0.0248995,0,0,0,0
18,0.0230232,0.0473571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438209,0,0.0266585,0.0656806,0,0,0.0116229,0,0,0.0458253,0.029076,0.0376036,0.0112173,0.0199595,0.0313738,0.0542039,0.033184,0.0500224,0.0751396,0.0611074,0.0642982,0.0597114,0.0620165,0.0620601,0.0142531,0.0390169,0.020988,0.00962783,0.0206366,0,0.0205978,0.0628652,0.0140232,0,0,0.0150021,0,0,0.0343379,0.039012,0.0461044,0.0068338,0.0219464,0.0380296,0.0270152,0.0718202,0.0943578,0.0638394,0.0197504,0.0589583,0.0355438,0.0359072,0.0622614,0.0615968,0.0192736,0.019175,0.0164364,0.029419,0.0247862,0,0,0,0
19,0.0231642,0.0473097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444481,0,0.0266142,0.0658361,0,0,0.0115176,0,0,0.0457227,0.0302918,0.0374542,0,0.0203976,0.0310425,0.0538046,0.0327782,0.0499168,0.0751901,0.0612313,0.0641229,0.0596308,0.0619569,0.0618838,0.0138631,0.0392083,0.021119,0.00971562,0.02041,0,0.0206472,0.0625801,0.0141883,0,0,0.0148288,0,0,0.0344695,0.039207,0.0460885,0.00721859,0.0219313,0.0392817,0.027557,0.0720431,0.0942661,0.063451,0.0205067,0.0588816,0.0355159,0.035803,0.0621741,0.060192,0.0191148,0.019238,0.0166133,0.0292157,0.0245601,0,0,0,0
20,0.0233714,0.0473651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447759,0,0.0266422,0.0660246,0,0,0.0115549,0,0,0.0457693,0.0304326,0.037424,0,0.0205128,0.0309098,0.0538338,0.0325897,0.0497476,0.0752737,0.0613001,0.0640847,0.0596076,0.0618959,0.0618593,0.0136601,0.0392148,0.0211447,0.0096835,0.0202916,0,0.0205928,0.062634,0.0142497,0,0,0.0150334,0,0,0.0344004,0.0391764,0.0460608,0.00714522,0.0219856,0.0397122,0.027759,0.0722763,0.0940734,0.0630139,0.0209454,0.0589286,0.0356004,0.0358854,0.0622087,0.0593397,0.0188768,0.019516,0.0162031,0.029275,0.0244342,0,0,0,0
21,0.0235335,0.0473789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045046,0,0.0266955,0.0661892,0,0,0.0115921,0,0,0.0457883,0.0304549,0.0374408,0,0.0205751,0.0308361,0.0539139,0.0325253,0.0494959,0.0753359,0.0613891,0.063889,0.0594992,0.061847,0.0618387,0.0134994,0.0391982,0.021169,0.00965472,0.0202517,0,0.0204831,0.0624779,0.0143115,0,0,0.0150627,0,0,0.0344158,0.0389675,0.0459713,0.00707012,0.0220555,0.0401456,0.0278416,0.0724865,0.0939339,0.0626059,0.0212834,0.0590257,0.0357359,0.036009,0.0622909,0.0586486,0.0190297,0.0196222,0.0158621,0.0292818,0.0243637,0,0,0,0
22,0.0237789,0.0474234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451852,0,0.0268219,0.0668195,0,0,0.0117007,0,0,0.0459694,0.0303806,0.0376491,0.0115825,0.0202714,0.0310862,0.0545487,0.0327685,0.049501,0.0753992,0.0613943,0.0638513,0.0593732,0.0618553,0.0618524,0.0134431,0.0390095,0.0210966,0.00969067,0.0202956,0,0.0202962,0.0619947,0.0142393,0,0,0.0150578,0,0,0.0344345,0.038361,0.0455875,0.00606367,0.0220762,0.0395879,0.0274374,0.0724096,0.0937956,0.0622367,0.0213655,0.05925,0.0359965,0.0362226,0.0624781,0.0582624,0.0192348,0.0198085,0.0158317,0.0295513,0.0245106,0,0,0,0
23,0.0239103,0.0473541,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451445,0,0.0268756,0.0672802,0,0,0.0116614,0,0,0.0458815,0.0304163,0.0376543,0.011688,0.0203599,0.0310804,0.0545157,0.0327913,0.0494693,0.075317,0.0614492,0.0639246,0.059145,0.0618471,0.0617182,0.0133985,0.0390671,0.0211984,0.00961252,0.0202454,0,0.0201216,0.0618472,0.0143227,0,0,0.0150089,0,0,0.0345361,0.0382955,0.0451617,0.00462237,0.0221932,0.0400268,0.0275483,0.072461,0.0936235,0.0618779,0.0217013,0.0594419,0.0361822,0.0364097,0.0626507,0.0573848,0.0193673,0.0197329,0.0157544,0.0294414,0.024515,0,0,0,0
24,0.0240705,0.0473162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045342,0,0.0268972,0.0674863,0,0,0.0115762,0,0,0.0457609,0.0304732,0.0376366,0.0117515,0.0204591,0.0310442,0.0543798,0.0327941,0.0490331,0.0753074,0.0614866,0.0638546,0.0591323,0.0617288,0.0616428,0.0132582,0.0391701,0.0213023,0.00961289,0.0201605,0,0.0199823,0.0618831,0.0144134,0,0,0.0149001,0,0,0.03458,0.0381986,0.0447711,0.00406501,0.0224637,0.0403687,0.0275317,0.0724274,0.0934574,0.0615303,0.0219633,0.0596649,0.0363798,0.0366385,0.0628463,0.0566068,0.0195226,0.0196246,0.0155576,0.0293656,0.0244574,0,0,0,0
25,0.0241869,0.0472537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456883,0,0.0269161,0.0674686,0,0,0.0114577,0,0,0.0456296,0.030659,0.037615,0.0116847,0.0205737,0.0310206,0.0541958,0.0327067,0.0485961,0.075273,0.0615494,0.0639333,0.0591318,0.0616044,0.0616697,0.0131248,0.0393941,0.0213972,0.00963439,0.0200578,0,0.0198282,0.061967,0.0145469,0,0,0.0147464,0,0,0.0345776,0.0381447,0.0444226,0.00398391,0.022772,0.0406252,0.0273791,0.072428,0.0933943,0.0611664,0.0221237,0.0598869,0.0366895,0.0369142,0.0630408,0.0558983,0.0197383,0.0195011,0.0151912,0.0292805,0.0243517,0,0,0,0
26,0.0242581,0.047199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458355,0,0.0268918,0.0674692,0,0,0.0113256,0,0,0.0454888,0.0308988,0.0375849,0.011703,0.0206865,0.0309534,0.0540893,0.0326262,0.0486395,0.0751962,0.0615787,0.063973,0.0591272,0.0615643,0.0616875,0.0130635,0.0396099,0.0214996,0.00966442,0.0199282,0,0.0196246,0.0620821,0.014663,0,0,0.0145904,0,0,0.0345277,0.0383771,0.0440243,0.00361071,0.0229466,0.0408577,0.0272554,0.0724487,0.0933884,0.0608057,0.0221717,0.0600622,0.037147,0.0372362,0.0631981,0.0550726,0.0199778,0.0194022,0.015196,0.0291661,0.0242622,0,0,0,0
27,0.0243063,0.0471762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458162,0,0.0268357,0.0675495,0,0,0.0112218,0,0,0.0453676,0.0311476,0.0375408,0.0117401,0.0206663,0.0308902,0.0539023,0.0326833,0.0485608,0.0752595,0.0615819,0.063822,0.0591597,0.0616392,0.0617064,0.0130481,0.0399151,0.021609,0.00971306,0.019858,0,0.0193982,0.062126,0.0147924,0,0,0.0145041,0,0,0.0345066,0.0384615,0.0435625,0.00283297,0.0231359,0.0410792,0.0271906,0.0724266,0.0932509,0.0605256,0.0221887,0.060227,0.0375771,0.0376041,0.0633377,0.0539781,0.0201525,0.0193362,0.0153598,0.0289994,0.0241985,0,0,0,0
28,0.0243813,0.0471477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460108,0,0.0267777,0.0675514,0,0,0.0111049,0,0,0.0452421,0.0313818,0.0374539,0.0117043,0.0205868,0.030841,0.0537425,0.0325612,0.0483355,0.0754999,0.0615938,0.0635218,0.0591564,0.0616827,0.0616617,0.0129603,0.0401107,0.0217098,0.00976697,0.0198293,0,0.0192311,0.0621025,0.0149184,0,0,0.0144756,0,0,0.0345128,0.0383865,0.0432033,0.00247839,0.0233357,0.0412531,0.0271305,0.0724349,0.0931737,0.0603578,0.0223766,0.0603548,0.0378597,0.0378856,0.063454,0.0525891,0.0202305,0.0192969,0.0155261,0.0288363,0.0241323,0,0,0,0
29,0.0244825,0.0470912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463997,0,0.0267932,0.0674981,0,0,0.0109685,0,0,0.0450866,0.0316804,0.0374079,0.0116565,0.0205888,0.0308185,0.0537215,0.0324794,0.0480992,0.0752353,0.0616479,0.0636749,0.0589491,0.0616164,0.0616024,0.012831,0.0403719,0.0218267,0.00980532,0.019846,0,0.0190869,0.0618629,0.015062,0,0,0.014387,0,0,0.0344843,0.0382362,0.042802,0.00235872,0.0235461,0.0413652,0.0271707,0.0725943,0.0931473,0.0602926,0.0226921,0.0604477,0.0381382,0.0380902,0.063548,0.0510735,0.020242,0.0192277,0.015558,0.0287522,0.0240508,0,0,0,0
30,0.0246074,0.0470665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467252,0,0.0267939,0.0673694,0,0,0.0108173,0,0,0.0449056,0.0320005,0.0373613,0.0116004,0.0206603,0.0307852,0.0537633,0.0323933,0.0479264,0.0749833,0.0616983,0.0637271,0.0588493,0.0613735,0.0615714,0.0127218,0.0407543,0.0219377,0.00984437,0.0199451,0,0.0189139,0.0619471,0.0152296,0,0,0.0142252,0,0,0.0344153,0.0381311,0.0423082,0.002162,0.0237626,0.041473,0.0272061,0.0726787,0.0930921,0.0602581,0.022979,0.0605317,0.0383832,0.0382583,0.0636654,0.049425,0.0204795,0.0191516,0.0155123,0.0286812,0.0239248,0,0,0,0
31,0.0247185,0.0470201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470848,0,0.026791,0.0672134,0,0,0.0106523,0,0,0.044828,0.0323142,0.0373312,0.0115075,0.0207205,0.0307543,0.0536424,0.0323644,0.0477586,0.0748724,0.0617515,0.0637845,0.0590983,0.0611024,0.0615154,0.012655,0.0409987,0.0220463,0.00995603,0.0202575,0,0.0187158,0.0621917,0.0153652,0,0,0.0141978,0,0,0.0344338,0.0380894,0.0417903,0.00175572,0.0238537,0.0415806,0.0271863,0.0726313,0.093023,0.060231,0.0232281,0.0606184,0.0386505,0.0384316,0.0637815,0.0474272,0.020718,0.0190863,0.0155158,0.0285995,0.0237972,0,0,0,0
32,0.0248345,0.0470269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047337,0,0.0268035,0.0669584,0,0,0.0104928,0,0,0.0447324,0.0326865,0.0372858,0.0113467,0.0206583,0.0307139,0.0534405,0.0323508,0.0477569,0.0747704,0.0618391,0.0638763,0.0592557,0.0610869,0.0613627,0.0126169,0.0413608,0.0222041,0.0100745,0.0207763,0,0.0185443,0.0625286,0.0155063,0,0,0.0141715,0,0,0.0344444,0.0380535,0.0413539,0.00141175,0.0238618,0.0416305,0.0271385,0.0725794,0.0929552,0.0602222,0.0235329,0.0606777,0.0388967,0.0386046,0.0638928,0.0452495,0.0208352,0.0190066,0.0154308,0.0285114,0.0236434,0,0,0,0
33,0.0249379,0.0470439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475009,0,0.0268226,0.0666829,0,0,0.0103581,0,0,0.0445935,0.0330467,0.0372162,0.0111223,0.0206356,0.0307038,0.0532154,0.0323258,0.047487,0.0746547,0.0618179,0.0636862,0.0592086,0.0610862,0.0611571,0.0125902,0.041652,0.0223421,0.0101576,0.0214682,0,0.0183958,0.0628861,0.0156676,0,0,0.0141318,0,0,0.0344654,0.0380246,0.0409226,0.00121116,0.0238797,0.0416261,0.0271702,0.0725449,0.0928686,0.0602361,0.0238898,0.0607246,0.0391003,0.0387582,0.0639783,0.04295,0.0209102,0.0189174,0.0154221,0.0284144,0.0234755,0,0,0,0
34,0.0250429,0.0470099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474503,0,0.0268034,0.0663774,0,0,0.0102651,0,0,0.0444648,0.0334588,0.03713,0.0109084,0.0205779,0.0307443,0.0529127,0.0323116,0.0472784,0.0745055,0.0618219,0.0634533,0.0589906,0.0609289,0.0611589,0.0125807,0.041756,0.0224359,0.0102258,0.0223145,0,0.018268,0.0632385,0.0158531,0,0,0.0140843,0,0,0.0345072,0.0380328,0.0404994,0.000995767,0.0238967,0.0416406,0.0272124,0.0725418,0.0927801,0.0602516,0.0242555,0.0607036,0.0392584,0.0388866,0.064033,0.0405526,0.0210267,0.0187956,0.0154644,0.0283848,0.0233233,0,0,0,0
35,0.0251558,0.0469618,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474638,0,0.0266726,0.0660623,0,0,0.0101777,0,0,0.0444043,0.0338745,0.0370543,0.0106644,0.0205057,0.0308502,0.052619,0.0323178,0.0468074,0.0743696,0.0618721,0.0632249,0.0587308,0.060691,0.0611301,0.0125711,0.042,0.0225877,0.0103219,0.0232883,0,0.0181541,0.0635448,0.0160652,0,0,0.0140169,0,0,0.0345268,0.037995,0.0400774,0.000811293,0.0238671,0.0416749,0.0272007,0.0725957,0.0926768,0.0602615,0.0246116,0.0606297,0.0394059,0.0389716,0.0640832,0.0382573,0.0211397,0.0186766,0.0154758,0.0286937,0.0232316,0,0,0,0
