Timestep,,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,R5FT
37,0,0.0228935,0.0524727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377446,0,0.0268991,0.0614168,0,0,0.0356136,0,0,0.0527495,0.0273405,0.0370041,0.018989,0.0270473,0.0351297,0.0431351,0.0319955,0.0508559,0.0750177,0.0602786,0.0652893,0.0603139,0.0620861,0.0616589,0.0214704,0.0498858,0.0280338,0.0105918,0,0.0173879,0.0634761,0.0127749,0,0,0.0226248,0,0,0.0372416,0.0493185,0.042475,0.0063829,0.0257668,0.0402073,0.0257498,0.068572,0.0897603,0.0605428,0.0306589,0.0591482,0.0469103,0.0431176,0.0607823,0.0678222,0.0240686,0.020223,0.0101486,0.0322701,0.0256621,0,0,0,0
38,0,0.0228183,0.0524633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377896,0,0.026886,0.0612811,0,0,0.0355377,0,0,0.0528489,0.0274114,0.036986,0.0184913,0.0270282,0.0352772,0.0431602,0.0319714,0.0507903,0.0749285,0.0603068,0.0652631,0.0603175,0.0620556,0.061713,0.0213774,0.0498584,0.0280716,0.0105568,0,0.0174404,0.0635848,0.0127507,0,0,0.0226555,0,0,0.0372594,0.0492764,0.0425138,0.00640326,0.0257239,0.0402867,0.0258062,0.0686176,0.0898115,0.0605643,0.0305195,0.0591341,0.0468615,0.0430961,0.0607658,0.0678056,0.0239453,0.0201215,0.0101242,0.032236,0.0256631,0,0,0,0
39,0,0.022788,0.0524324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376296,0,0.0268685,0.0613585,0,0,0.0354659,0,0,0.0527834,0.0273065,0.0369685,0.0188632,0.027137,0.0352511,0.0432019,0.0319635,0.0508914,0.0748802,0.0602681,0.0652547,0.0603382,0.0620681,0.0617615,0.0215547,0.0498207,0.0278776,0.01056,0,0.0174695,0.0635471,0.0127539,0,0,0.022649,0,0,0.037326,0.0493213,0.0425825,0.00644389,0.0256371,0.0402012,0.025863,0.0686494,0.0898385,0.0605942,0.0301011,0.0591156,0.0468111,0.0430536,0.0607376,0.0677811,0.0239192,0.0202832,0.0100103,0.0323114,0.0256138,0,0,0,0
40,0,0.0227773,0.0523843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373866,0,0.0269555,0.0613377,0,0,0.035441,0,0,0.052786,0.0273024,0.0368553,0.0188623,0.0272529,0.0352936,0.0432594,0.0319645,0.050867,0.074826,0.0602213,0.0652622,0.0603329,0.0620071,0.0618133,0.0217157,0.0497233,0.0277079,0.010596,0,0.0175175,0.0635722,0.0127684,0,0,0.0226156,0,0,0.0373237,0.0492905,0.0426719,0.00645423,0.0255861,0.040225,0.0258664,0.0687125,0.0898495,0.0605846,0.0301281,0.0590887,0.0467955,0.0430059,0.0607029,0.0677296,0.0239111,0.0203041,0.00994664,0.0323186,0.0256105,0,0,0,0
41,0,0.0227806,0.0523987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371129,0,0.0271716,0.0612133,0,0,0.0354549,0,0,0.0528371,0.0274039,0.0367051,0.018443,0.0271509,0.0354098,0.0433357,0.0319762,0.0507786,0.0747297,0.0601792,0.0653002,0.0602414,0.0618305,0.0618546,0.0218355,0.0496017,0.0275339,0.0106804,0,0.0175358,0.0635963,0.012771,0,0,0.0225784,0,0,0.037267,0.0491925,0.0427509,0.00644282,0.0255292,0.0403446,0.0259054,0.0687917,0.0898116,0.0605638,0.0303853,0.0590776,0.0467879,0.042987,0.0606733,0.0676824,0.0238446,0.0202306,0.00986475,0.0322562,0.0256614,0,0,0,0
42,0,0.0228413,0.0524466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369174,0,0.0270135,0.0613193,0,0,0.0353853,0,0,0.0529647,0.0273541,0.0367054,0.018797,0.0268621,0.0354062,0.0434328,0.0319964,0.0508096,0.0747111,0.060132,0.0652967,0.0599821,0.0615649,0.0618623,0.022039,0.0495152,0.0274001,0.0108186,0,0.01749,0.0634757,0.0127789,0,0,0.0225427,0,0,0.0372312,0.049238,0.0428325,0.00644264,0.0254763,0.0403092,0.0259153,0.0688568,0.0898527,0.0605988,0.0302585,0.0590486,0.0467163,0.0429436,0.0606184,0.0677003,0.0238241,0.0202199,0.00975593,0.0322845,0.0256784,0,0,0,0
43,0,0.022897,0.0525261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368464,0,0.0269,0.0613758,0,0,0.0352757,0,0,0.0530446,0.027341,0.0367458,0.0190967,0.0267098,0.0354284,0.0434874,0.0320193,0.0508764,0.074818,0.0601293,0.0652777,0.0598761,0.0616656,0.0618716,0.0221991,0.049555,0.0272272,0.0110026,0,0.0174932,0.0634701,0.0127509,0,0,0.0225023,0,0,0.0372398,0.0492636,0.0428989,0.00643286,0.0254486,0.0402602,0.0259666,0.0689576,0.0898986,0.0606382,0.0302859,0.0590431,0.0466397,0.0428908,0.060587,0.0677425,0.0237758,0.0202147,0.00964138,0.0322996,0.0257049,0,0,0,0
44,0,0.0228983,0.0525251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368,0,0.026871,0.0613532,0,0,0.035172,0,0,0.0530669,0.0273944,0.0367475,0.0191114,0.0266121,0.0355135,0.0436212,0.0320318,0.0508802,0.0750085,0.0601802,0.0652792,0.0599378,0.0617934,0.0619001,0.0222967,0.0495122,0.0269445,0.0111843,0,0.0175681,0.0635744,0.012726,0,0,0.0224673,0,0,0.0372623,0.0492311,0.0429726,0.0063993,0.0254532,0.040276,0.026046,0.0689783,0.0899493,0.0606593,0.0305109,0.0590201,0.0466057,0.0428682,0.0605714,0.0677762,0.0236527,0.0201876,0.00954431,0.0322572,0.0257303,0,0,0,0
45,0,0.0228682,0.052445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367712,0,0.0268425,0.0613864,0,0,0.0350799,0,0,0.0531613,0.0274487,0.0367092,0.0191278,0.0264476,0.0356076,0.0438154,0.0320578,0.0506472,0.0753053,0.0602983,0.0652755,0.0601052,0.0617738,0.0618494,0.0223559,0.0493783,0.0266348,0.0114181,0,0.0175861,0.0635437,0.0126896,0,0,0.0224405,0,0,0.0373142,0.0491947,0.0430403,0.00635539,0.0254391,0.0403507,0.0260782,0.0690043,0.0900134,0.0606891,0.0304476,0.0589869,0.0465748,0.0428259,0.0605504,0.0677646,0.0235129,0.0202153,0.00944388,0.0322184,0.0257713,0,0,0,0
46,0,0.0228641,0.0523119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368312,0,0.0267903,0.0614403,0,0,0.0350315,0,0,0.053214,0.0274677,0.036629,0.0191033,0.0262501,0.0356586,0.0439728,0.032097,0.0501223,0.0752051,0.060423,0.0652644,0.0601625,0.0617077,0.0617055,0.0222564,0.0492952,0.0262839,0.0116926,0,0.0176752,0.0635572,0.0126419,0,0,0.0223852,0,0,0.0373097,0.0491561,0.0431119,0.00627669,0.0254508,0.0404403,0.026008,0.0690732,0.0900822,0.0606846,0.0307042,0.0589475,0.0465462,0.0427903,0.0605197,0.0677368,0.0235259,0.0201258,0.0094095,0.032183,0.0257999,0,0,0,0
47,0,0.0228437,0.0520785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368101,0,0.0267701,0.0613963,0,0,0.0349705,0,0,0.053304,0.0275601,0.0366193,0.0187826,0.0261357,0.035752,0.0440634,0.0321419,0.049938,0.0751521,0.0603796,0.0652173,0.0601265,0.0616897,0.0616572,0.0222395,0.0492612,0.0258541,0.0121031,0,0.0176748,0.0637167,0.0125928,0,0,0.0223485,0,0,0.0373001,0.0491053,0.0431699,0.00624009,0.0253842,0.0405971,0.0260059,0.0691668,0.090117,0.0606635,0.0308553,0.0589549,0.046529,0.0427837,0.060513,0.0677617,0.0235062,0.0200707,0.00930884,0.032109,0.0258305,0,0,0,0
48,0,0.0228384,0.0522371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367118,0,0.0267765,0.061299,0,0,0.0347852,0,0,0.053451,0.0277346,0.0366665,0.0183333,0.0260078,0.0359345,0.0441321,0.0321875,0.0501878,0.0751268,0.0603455,0.0651375,0.0600992,0.0617095,0.0617474,0.0222921,0.0491765,0.025293,0.0126481,0,0.0176003,0.0638872,0.0125809,0,0,0.0223247,0,0,0.0373206,0.0490421,0.0432423,0.00619748,0.0253074,0.0408218,0.0260524,0.0692385,0.0901834,0.0606573,0.0308426,0.0589687,0.0464919,0.0427749,0.0604977,0.0677961,0.023476,0.020002,0.00925515,0.0319753,0.0258965,0,0,0,0
49,0,0.0228956,0.0522415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364985,0,0.02676,0.0613685,0,0,0.0346428,0,0,0.053416,0.0278292,0.0367436,0.0187818,0.0258464,0.0359638,0.0442854,0.032219,0.0508796,0.0751149,0.0602906,0.065038,0.0600541,0.061751,0.061862,0.0226291,0.0491207,0.0246622,0.0130931,0,0.0175512,0.0636454,0.0125758,0,0,0.0223024,0,0,0.0373152,0.0490371,0.0433236,0.0061586,0.0252913,0.0408146,0.0260471,0.0693147,0.0903347,0.0606838,0.030767,0.0589339,0.046434,0.0427047,0.0604597,0.0678523,0.0234267,0.0198042,0.00935401,0.0319881,0.0259172,0,0,0,0
50,0,0.022932,0.0520328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363227,0,0.0267573,0.0614289,0,0,0.0344482,0,0,0.053311,0.0279244,0.036775,0.0190308,0.0257013,0.0359938,0.0444805,0.0322151,0.0511171,0.0750906,0.0602664,0.0649382,0.0598605,0.0618057,0.0618747,0.0228342,0.0490077,0.0238147,0.0136231,0,0.0174872,0.0634361,0.0125391,0,0,0.0222957,0,0,0.0373671,0.0490604,0.0433941,0.00615311,0.025264,0.0408222,0.0260896,0.0693638,0.0904614,0.0607453,0.0305893,0.0588973,0.046386,0.0426322,0.0604238,0.0679573,0.0234022,0.0197914,0.00934543,0.0320242,0.0259272,0,0,0,0
51,0,0.0229244,0.0521182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362549,0,0.02693,0.0614581,0,0,0.0349789,0,0,0.0534474,0.0280326,0.0367782,0.0188733,0.0255045,0.0361088,0.0444862,0.032217,0.0509699,0.0751148,0.0602663,0.0649863,0.0598072,0.0618142,0.0617746,0.0228139,0.0490834,0.0250921,0.0127412,0,0.017426,0.0633808,0.0124811,0,0,0.0222917,0,0,0.0374476,0.0490831,0.0434455,0.00618215,0.0251553,0.0408863,0.0260826,0.0694001,0.0905635,0.0608287,0.0303414,0.0588848,0.0464009,0.0426005,0.0603984,0.0680079,0.0233717,0.019782,0.00925794,0.0320062,0.0259406,0,0,0,0
52,0,0.0229198,0.0520475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362483,0,0.0273209,0.0614825,0,0,0.0351933,0,0,0.0536176,0.0281637,0.0367575,0.0187335,0.025286,0.0362048,0.0445945,0.032264,0.0505885,0.0751865,0.0602155,0.0649919,0.0599017,0.0618455,0.0617691,0.0227002,0.0491051,0.0255332,0.0125313,0,0.0174718,0.0633728,0.0124284,0,0,0.022287,0,0,0.0375296,0.049087,0.043494,0.00618272,0.0250697,0.0409455,0.0260797,0.0694766,0.0906336,0.0608595,0.0305391,0.0588683,0.0463516,0.0425757,0.0603783,0.0682331,0.0233033,0.0196395,0.00928074,0.0319506,0.0259663,0,0,0,0
53,0,0.0229138,0.0520857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036324,0,0.0273112,0.0615074,0,0,0.0356841,0,0,0.0536872,0.0283477,0.0368601,0.018587,0.0250245,0.0363206,0.0446493,0.0322771,0.050724,0.0752313,0.0601331,0.064904,0.0599725,0.0619306,0.0617562,0.0226956,0.049141,0.0267343,0.0116539,0,0.017394,0.0633643,0.0124404,0,0,0.0222544,0,0,0.0376191,0.0490348,0.0435713,0.0061863,0.0248995,0.0409765,0.0261095,0.0695533,0.0907022,0.0608761,0.0306591,0.058887,0.0463093,0.0425566,0.0603582,0.0683907,0.0232747,0.0194704,0.00941571,0.0319001,0.0260056,0,0,0,0
54,0,0.0229054,0.0516811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363088,0,0.026989,0.0616479,0,0,0.0358302,0,0,0.0537472,0.0286668,0.0370869,0.0185348,0.0248005,0.0364352,0.0447397,0.0322762,0.0514039,0.0752226,0.0600614,0.0647942,0.0599437,0.0618274,0.0616896,0.0228098,0.0490183,0.0268156,0.011635,0,0.0172308,0.0633717,0.0124424,0,0,0.0222019,0,0,0.0376377,0.0489995,0.0437182,0.00619549,0.0247712,0.0409858,0.0261093,0.0696904,0.0908121,0.0609202,0.0306012,0.0588653,0.0462641,0.0425147,0.0603129,0.0686027,0.0232473,0.0193382,0.00943267,0.031872,0.0260647,0,0,0,0
55,0,0.022906,0.0514994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360661,0,0.0270342,0.0619398,0,0,0.035917,0,0,0.053786,0.0288849,0.0372596,0.0185104,0.0246612,0.0365728,0.0447691,0.0322663,0.0517832,0.0750518,0.0599154,0.064755,0.0598845,0.0616392,0.0616694,0.0230033,0.0489134,0.026918,0.0115901,0,0.0170751,0.0632684,0.0124411,0,0,0.0221612,0,0,0.0376695,0.0490293,0.043839,0.00632061,0.0245888,0.0409948,0.0261595,0.0698931,0.090958,0.0609935,0.0305485,0.0588584,0.0462134,0.0424497,0.0602774,0.0689238,0.0232198,0.0191834,0.00947775,0.0318377,0.026119,0,0,0,0
56,0,0.0228843,0.0517545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356757,0,0.027539,0.0621056,0,0,0.0360431,0,0,0.0538518,0.0285261,0.0373991,0.0185334,0.0246758,0.0366828,0.0447981,0.0322451,0.051791,0.0747577,0.0597974,0.0647468,0.0598226,0.0616427,0.0616665,0.0233146,0.0488728,0.0270953,0.0115193,0,0.0169282,0.0630642,0.0124093,0,0,0.0220971,0,0,0.0377288,0.0490977,0.0439471,0.00651333,0.0244016,0.0410121,0.0261862,0.0699051,0.0911306,0.0611096,0.0305172,0.0588189,0.0461419,0.0423439,0.0602282,0.0692956,0.0231758,0.0189646,0.00956376,0.0317758,0.0262038,0,0,0,0
57,0,0.0227495,0.0514075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353398,0,0.0278469,0.0616006,0,0,0.0362208,0,0,0.0538771,0.0273904,0.0375549,0.0185519,0.0245443,0.0367603,0.044896,0.0321945,0.0515932,0.0748647,0.0598848,0.0647565,0.059834,0.0617404,0.0615731,0.0236549,0.048786,0.0272446,0.0114166,0,0.0167223,0.0628059,0.0123371,0,0,0.0220338,0,0,0.0378373,0.0491213,0.0440717,0.00668072,0.0242591,0.0410032,0.0261143,0.0698652,0.0912632,0.0612843,0.0303196,0.0587416,0.0460291,0.0422289,0.0601466,0.0697231,0.0231181,0.018761,0.0096295,0.0317504,0.0262895,0,0,0,0
58,0,0.0226185,0.0512237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352666,0,0.0277678,0.0614056,0,0,0.0364063,0,0,0.0537101,0.0267381,0.037752,0.0185794,0.0243433,0.0368025,0.0449971,0.0321458,0.0515966,0.0750389,0.0599589,0.0646956,0.0598436,0.0617195,0.0615464,0.0237901,0.0487557,0.0273035,0.0112549,0,0.01644,0.0628509,0.0122834,0,0,0.02199,0,0,0.0379732,0.0491867,0.0442466,0.00689351,0.0241108,0.040978,0.0261318,0.0699464,0.0914467,0.0614907,0.0300125,0.0587071,0.0459135,0.0421114,0.060091,0.0704254,0.0230629,0.018638,0.00973157,0.0317051,0.0264319,0,0,0,0
59,0,0.0225219,0.0510013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354232,0,0.0273974,0.0614365,0,0,0.0364522,0,0,0.0536595,0.0264947,0.0379681,0.0185928,0.0241856,0.0368417,0.0451181,0.0320959,0.0516795,0.0750187,0.0599497,0.0646014,0.0597246,0.0615973,0.0614905,0.0237339,0.0486614,0.0273836,0.0111182,0,0.016117,0.062901,0.0122551,0,0,0.0218884,0,0,0.0380485,0.0492138,0.044481,0.00720725,0.023998,0.0409514,0.0261422,0.0699848,0.0916635,0.0616682,0.0300162,0.0586978,0.0458083,0.0419897,0.0600546,0.0713395,0.0230223,0.0183217,0.00999382,0.0316513,0.0265582,0,0,0,0
60,0,0.0224185,0.0509389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035518,0,0.0272325,0.0614671,0,0,0.0364374,0,0,0.0538651,0.0263462,0.0380738,0.0185802,0.0241292,0.0368932,0.0452463,0.0320801,0.0517014,0.0749704,0.0599451,0.0645837,0.0594858,0.0616237,0.061408,0.0236358,0.0485715,0.0275738,0.01105,0,0.0157225,0.0626973,0.0122259,0,0,0.0217571,0,0,0.0381396,0.0492123,0.0448019,0.00758964,0.0239139,0.040942,0.026076,0.069919,0.0918871,0.0618769,0.0299221,0.0586885,0.0457064,0.0418593,0.0600173,0.0725492,0.0229738,0.0179165,0.0102871,0.0316141,0.0266821,0,0,0,0
61,0,0.0222725,0.0511083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035676,0,0.0272339,0.0614411,0,0,0.0365417,0,0,0.0539944,0.0261896,0.0380772,0.0183025,0.0241129,0.0369616,0.0453686,0.0320666,0.0516984,0.074951,0.0598778,0.0645501,0.0594279,0.0614143,0.0613266,0.0234502,0.0485187,0.027788,0.0109458,0,0.0152806,0.062489,0.0121602,0,0,0.0216671,0,0,0.0381944,0.0492223,0.045165,0.00802962,0.0237216,0.0409998,0.0260498,0.069868,0.0921049,0.0620994,0.0296953,0.0586949,0.0455454,0.0417239,0.059987,0.0741188,0.0229028,0.0176994,0.0103908,0.0315489,0.0268654,0,0,0,0
62,0,0.0221397,0.0512448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359384,0,0.0273406,0.0614878,0,0,0.036331,0,0,0.0541308,0.0259857,0.03805,0.0179395,0.0239207,0.0369904,0.0455732,0.0320169,0.0516423,0.0749572,0.0599118,0.0644178,0.0595337,0.0608933,0.0613343,0.0231757,0.0483811,0.0269537,0.0116592,0,0.0148089,0.0621971,0.0120948,0,0,0.0216137,0,0,0.0382783,0.0492844,0.0455988,0.00844538,0.0236802,0.0411257,0.0260263,0.0698837,0.0923032,0.0623381,0.0293598,0.0586844,0.0453057,0.0415512,0.0599714,0.076086,0.0228399,0.017485,0.0105233,0.0314673,0.0270349,0,0,0,0
63,0,0.022073,0.0513975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361245,0,0.027621,0.061783,0,0,0.0363964,0,0,0.0541445,0.0254704,0.0380882,0.0184169,0.0237542,0.0368732,0.0457811,0.0319392,0.0515089,0.0749308,0.0599022,0.0642282,0.0595828,0.0610419,0.0613862,0.0231295,0.0482402,0.0270849,0.0114728,0,0.0142762,0.0618811,0.0120246,0,0,0.0214971,0,0,0.0383667,0.0494314,0.046139,0.00900495,0.0235777,0.0410926,0.0260095,0.0698629,0.0925251,0.0626419,0.0289886,0.0586887,0.0450379,0.0413558,0.0599285,0.0781998,0.0227674,0.0171677,0.0107738,0.0315057,0.0271316,0,0,0,0
64,0,0.0220144,0.0513615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361044,0,0.0280809,0.0621204,0,0,0.0364348,0,0,0.0540862,0.0249031,0.03808,0.0187976,0.0237939,0.0367845,0.0459707,0.031883,0.0512708,0.0749678,0.0598178,0.0642457,0.0594863,0.0614454,0.0614124,0.0231708,0.0481209,0.0271059,0.0113064,0,0.013757,0.0617484,0.0119387,0,0,0.0213949,0,0,0.0384513,0.0495284,0.0468151,0.00962934,0.0234965,0.041082,0.0259678,0.0697977,0.0927003,0.0629735,0.0285059,0.0587159,0.044732,0.0411785,0.0598859,0.0806013,0.0226484,0.0167822,0.0110364,0.0315506,0.0272308,0,0,0,0
65,0,0.0217774,0.0511979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358514,0,0.0283074,0.0624303,0,0,0.03648,0,0,0.0540213,0.024479,0.0381312,0.0188851,0.0239293,0.0366935,0.0461737,0.0318652,0.0516193,0.0749089,0.0596774,0.0643057,0.059252,0.0614887,0.0613333,0.0233764,0.0480384,0.0270821,0.0111638,0,0.0132774,0.0615763,0.0119216,0,0,0.0213195,0,0,0.0385566,0.0495359,0.0474395,0.0101513,0.0235661,0.0411044,0.0260183,0.069735,0.0928679,0.0632631,0.027735,0.0587172,0.0444383,0.0409468,0.0598607,0.0833131,0.0225852,0.0164473,0.0112101,0.031596,0.0272918,0,0,0,0
66,0,0.0215409,0.0510565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035381,0,0.0283618,0.0626497,0,0,0.036559,0,0,0.0538901,0.0240629,0.0382125,0.0189906,0.0238329,0.0366292,0.0463652,0.0318227,0.0519156,0.0750145,0.0596354,0.0642922,0.0592036,0.0611638,0.0611829,0.0236769,0.0479452,0.0271369,0.0108877,0,0.0128642,0.0612145,0.0119273,0,0,0.0212224,0,0,0.03862,0.0494742,0.0480834,0.0107353,0.0234408,0.0411541,0.0260462,0.0696067,0.093032,0.0635941,0.0267179,0.0587242,0.0441384,0.0406498,0.0597968,0.0862991,0.0225228,0.0160791,0.0114754,0.0316262,0.0273666,0,0,0,0
67,0,0.0213583,0.0512273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348313,0,0.0284167,0.0628419,0,0,0.0365851,0,0,0.0538722,0.023743,0.038406,0.0191327,0.0235322,0.0365766,0.0465571,0.0317065,0.0520563,0.0751176,0.0597212,0.0642132,0.0593004,0.0609851,0.0610874,0.023978,0.0478709,0.027279,0.0106591,0,0.0125168,0.0609019,0.0119194,0,0,0.0211238,0,0,0.0386804,0.049375,0.0486968,0.011278,0.0233082,0.0412167,0.0260206,0.069472,0.0931177,0.063876,0.0258652,0.0587073,0.0438468,0.0403762,0.0596596,0.0893699,0.0223962,0.0157144,0.0117404,0.0315961,0.0274714,0,0,0,0
68,0,0.021167,0.0512692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345699,0,0.0284732,0.0631473,0,0,0.0365746,0,0,0.0539145,0.0233618,0.0385631,0.0193006,0.0234388,0.0364979,0.046676,0.0316504,0.0520776,0.0751867,0.0597405,0.0641429,0.0593577,0.0609168,0.0610926,0.0241853,0.0477862,0.0274137,0.0104943,0,0.012243,0.0606217,0.0119079,0,0,0.0210359,0,0,0.0387295,0.0493801,0.0494154,0.0118073,0.0230658,0.0412831,0.0259787,0.0692176,0.0931478,0.064173,0.0247542,0.058705,0.0435327,0.040124,0.0595137,0.0926048,0.0222642,0.0153187,0.012091,0.031567,0.0275601,0,0,0,0
69,0,0.0209526,0.0511511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345162,0,0.0284955,0.0634458,0,0,0.0365495,0,0,0.0537513,0.0229617,0.0386276,0.019441,0.023523,0.0364207,0.0467414,0.0316399,0.0518324,0.0751831,0.059747,0.0641037,0.0593192,0.060818,0.0610901,0.0242913,0.0477012,0.0275535,0.010258,0,0.0120573,0.0604051,0.0119056,0,0,0.0209551,0,0,0.0387995,0.0494174,0.0502455,0.0123162,0.022731,0.0413262,0.0260668,0.0689527,0.0931474,0.0644852,0.0238289,0.0587182,0.0432362,0.0398937,0.0593963,0.0959702,0.022168,0.015034,0.0123839,0.0315761,0.0276196,0,0,0,0
70,0,0.0207262,0.051086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344183,0,0.0285035,0.0636271,0,0,0.0363711,0,0,0.0537172,0.022647,0.0386978,0.0195014,0.023619,0.0363945,0.0467942,0.0315852,0.0517768,0.075214,0.059779,0.0640855,0.0592018,0.0607635,0.0611054,0.0244712,0.0476342,0.0277072,0.010168,0,0.0119849,0.0601921,0.0119406,0,0,0.0208663,0,0,0.0388643,0.0494173,0.0511946,0.0127632,0.0223715,0.0413478,0.0261927,0.0687091,0.0930827,0.0647978,0.0231185,0.0587411,0.042982,0.0396501,0.0592537,0.0993354,0.0220781,0.0147958,0.0126263,0.0315904,0.0276444,0,0,0,0
71,0,0.0205053,0.051106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342181,0,0.0285328,0.0637255,0,0,0.0361504,0,0,0.0536826,0.0224395,0.0388106,0.0195658,0.0235196,0.0363807,0.0468095,0.0315003,0.0519418,0.0752528,0.0598133,0.0640629,0.0590499,0.060712,0.0611104,0.0246994,0.0475621,0.0277272,0.0100861,0,0.0120176,0.0600086,0.0119819,0,0,0.020779,0,0,0.0389192,0.0493868,0.0523017,0.0131973,0.0218965,0.0413324,0.026293,0.0684176,0.0929378,0.0650911,0.0222222,0.0587381,0.042728,0.0393424,0.059071,0.10262,0.0220128,0.0144258,0.0129373,0.0315772,0.0276809,0,0,0,0
72,0,0.0203328,0.0511256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340788,0,0.0285636,0.0638246,0,0,0.035991,0,0,0.0535768,0.0223734,0.0389391,0.0196565,0.0234789,0.0363762,0.0468471,0.0314206,0.05242,0.0753011,0.0598598,0.0640551,0.059107,0.0606864,0.0610558,0.0248909,0.0474826,0.0276878,0.010016,0,0.0121821,0.0599392,0.012017,0,0,0.0207088,0,0,0.0389752,0.0492991,0.0534865,0.0135532,0.0213957,0.0413012,0.0263792,0.0681328,0.0927413,0.0653276,0.0215989,0.0587063,0.0424381,0.0390062,0.0588627,0.105602,0.0219407,0.0140431,0.0132755,0.0315074,0.0277909,0,0,0,0
73,0,0.0201708,0.0511903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339007,0,0.0285873,0.0638557,0,0,0.0358793,0,0,0.0534322,0.0223799,0.0390524,0.0197057,0.0234544,0.0363655,0.0468896,0.0313664,0.0532625,0.0753153,0.0598771,0.0640604,0.0591649,0.0607062,0.0609533,0.0251273,0.0473973,0.0276373,0.00992855,0,0.0124232,0.0600426,0.0120546,0,0,0.020651,0,0,0.0390566,0.0491186,0.0546136,0.0138143,0.020844,0.0412699,0.0264362,0.0678306,0.0925423,0.0654992,0.0212987,0.058646,0.0421257,0.0386841,0.0586924,0.108173,0.0218597,0.0137257,0.0135662,0.0313713,0.0279026,0,0,0,0
74,0,0.0200405,0.0511409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338815,0,0.0286022,0.063841,0,0,0.0357363,0,0,0.0532424,0.022387,0.0390832,0.0196899,0.0235017,0.0363651,0.0469144,0.0313713,0.0534584,0.0753528,0.0598619,0.064024,0.0591208,0.0607585,0.060912,0.0251019,0.0473181,0.0275181,0.00987671,0,0.0126999,0.0600184,0.0120828,0,0,0.0205772,0,0,0.0391166,0.0489135,0.0556106,0.0140232,0.0202697,0.0412394,0.0264919,0.0676156,0.0923703,0.0656313,0.0212174,0.0585959,0.0418132,0.0384169,0.0585794,0.110257,0.021776,0.0133955,0.0138575,0.0312163,0.0279657,0,0,0,0
