Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76
All Timesteps RMSE,0.0219258,0.0472523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429683,0,0.0289886,0.0624516,0,0,0.0198841,0,0,0.0572605,0.0325702,0.0414577,0.0170898,0.023753,0.0365286,0.055813,0.032996,0.0479107,0.0742905,0.0602496,0.063758,0.0592795,0.0602907,0.0606034,0.0275694,0.0426285,0.0141491,0.0161267,0.0339462,0,0.0198474,0.062328,0.0137568,0,0,0.0207437,0,0,0.0377318,0.0472855,0.0368895,0.00910019,0.0276211,0.0425215,0.0274706,0.0697951,0.087731,0.0597877,0.0310177,0.0608837,0.0405325,0.0403445,0.064614,0.0276249,0.0229203,0.0204942,0.0113541,0.0301906,0.0283874,0,0,0
0,0.0233668,0.0482872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402803,0,0.0281307,0.060057,0,0,0.0177615,0,0,0.0530744,0.0313368,0.0377012,0.0158258,0.0271609,0.0361746,0.0476435,0.0322486,0.0501548,0.0733831,0.0592795,0.06562,0.0606321,0.0615575,0.0615748,0.0192703,0.046824,0.0154276,0.0143655,0.0287744,0,0.0219774,0.0658408,0.0158028,0,0,0.0249404,0,0,0.037259,0.0484947,0.0319207,0.00626807,0.0320879,0.0386811,0.0246257,0.0674893,0.0842033,0.0568111,0.0327835,0.0613596,0.0418163,0.0422003,0.0663996,0.0233562,0.0239725,0.0220298,0.0111907,0.0306642,0.0258507,0,0,0
1,0.0233423,0.0484361,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040379,0,0.0280212,0.0601901,0,0,0.0178021,0,0,0.0530812,0.0312554,0.0374937,0.0157776,0.0274016,0.0362269,0.0476966,0.0320695,0.0499422,0.0732756,0.0591577,0.0656423,0.0606787,0.0614734,0.0617662,0.019047,0.0469581,0.0154398,0.0144856,0.0286541,0,0.021965,0.0661106,0.0157317,0,0,0.0248676,0,0,0.0372075,0.0485498,0.0318111,0.00629244,0.0321197,0.0387493,0.0245933,0.0675329,0.0841529,0.0566929,0.0325154,0.0613551,0.0418114,0.0422122,0.0664197,0.0234592,0.0239824,0.0218339,0.0113785,0.0306495,0.0258336,0,0,0
2,0.0233002,0.0483521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405627,0,0.0279506,0.0602022,0,0,0.0180233,0,0,0.0530011,0.0313053,0.0373252,0.01575,0.0275886,0.0362258,0.0476027,0.0319799,0.0495267,0.0732397,0.0591165,0.0656165,0.0606996,0.0615238,0.0617981,0.0188107,0.0470628,0.0154612,0.0145946,0.0285798,0,0.0220246,0.06601,0.0156832,0,0,0.0247578,0,0,0.0371305,0.0485596,0.031735,0.00638166,0.0321863,0.0386817,0.0245631,0.0675464,0.0840921,0.0566169,0.0324042,0.0613757,0.0417563,0.042236,0.0664462,0.0235214,0.0240545,0.0216831,0.0115846,0.0307215,0.0257398,0,0,0
3,0.0232407,0.0482304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407001,0,0.0279062,0.0601292,0,0,0.0179777,0,0,0.0528699,0.0314713,0.0371598,0.0157049,0.0276504,0.0362315,0.0474906,0.0319589,0.0489509,0.0732124,0.0591681,0.0656005,0.0606832,0.0615473,0.0617608,0.0185775,0.0472623,0.0154122,0.0145935,0.0286042,0,0.0220985,0.0656834,0.015638,0,0,0.0246638,0,0,0.0371577,0.0485439,0.0316744,0.00649984,0.0322882,0.0385541,0.024443,0.0675027,0.0840183,0.0565775,0.0322914,0.0613934,0.0418061,0.0422463,0.066446,0.0234726,0.0241181,0.0215929,0.0117625,0.0307934,0.0255967,0,0,0
4,0.0231577,0.0481355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407437,0,0.0278686,0.0600805,0,0,0.0178958,0,0,0.0528681,0.0317813,0.0370479,0.015722,0.0276735,0.0363169,0.0473933,0.0319751,0.0489788,0.0731648,0.0593166,0.0656386,0.0606862,0.0615458,0.0617461,0.0185076,0.0474492,0.0154234,0.0146664,0.028681,0,0.0221614,0.0655676,0.0156043,0,0,0.0246084,0,0,0.0371942,0.0484897,0.0316465,0.00657538,0.03239,0.0384492,0.0244838,0.067454,0.0839009,0.0565919,0.0321512,0.0613976,0.0418671,0.0422482,0.0664263,0.0233575,0.0241866,0.0215313,0.011864,0.0308174,0.0254679,0,0,0
5,0.0231328,0.0480449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406388,0,0.0278252,0.0601767,0,0,0.0178218,0,0,0.0527773,0.031992,0.0369928,0.0159711,0.0276772,0.0363634,0.0472081,0.031997,0.0495071,0.0731633,0.0594715,0.0656481,0.0607119,0.0615573,0.0617684,0.0186633,0.0476634,0.0155053,0.0146156,0.0287752,0,0.0222078,0.065776,0.0155832,0,0,0.0245596,0,0,0.0371924,0.0484676,0.0316588,0.00663586,0.0324378,0.0383696,0.0246239,0.0674836,0.0837745,0.0565977,0.0321146,0.0614199,0.0419298,0.0422988,0.0664495,0.0232363,0.0242685,0.021539,0.0118923,0.0308126,0.0252703,0,0,0
6,0.0227761,0.048346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405352,0,0.0278412,0.0601327,0,0,0.0141262,0,0,0.0470666,0.0321148,0.0370124,0.0159375,0.0276407,0.0363529,0.0475471,0.0320881,0.049747,0.0732155,0.059531,0.0656053,0.0607027,0.0615682,0.0617776,0.0188732,0.0468842,0.0209607,0,0.0288201,0,0.0222698,0.0660054,0.0149257,0,0,0.0245741,0,0,0.0372553,0.0484671,0.0316089,0.00696642,0.0325574,0.0379605,0.0247558,0.0673661,0.0835255,0.056532,0.032168,0.061527,0.0420568,0.0424479,0.0665847,0.0231619,0.0242818,0.021501,0.0117561,0.0310885,0.0253575,0,0,0
7,0.0229163,0.0483904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403891,0,0.0278502,0.0601311,0,0,0.0142231,0,0,0.0471474,0.0320652,0.0370282,0.0162179,0.027582,0.036229,0.047432,0.0321523,0.0497931,0.0732518,0.0595373,0.0656091,0.0607116,0.0616503,0.0617849,0.019075,0.0470989,0.0212921,0,0.0289593,0,0.0223289,0.0659461,0.0149553,0,0,0.0245874,0,0,0.0373087,0.0484626,0.0317042,0.00704862,0.032636,0.0377218,0.0247179,0.0673869,0.0834677,0.0564789,0.0324208,0.0615303,0.0420404,0.0424491,0.0666134,0.0231197,0.0243077,0.0214721,0.0117725,0.0311809,0.0250879,0,0,0
8,0.0233986,0.0481068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402583,0,0.0278229,0.060185,0,0,0.0175307,0,0,0.0524174,0.0319386,0.0370455,0.0167967,0.027469,0.0361242,0.0469549,0.0321737,0.0498346,0.0732145,0.0595195,0.0656618,0.0607671,0.0617024,0.0618396,0.0192825,0.0480793,0.0157467,0.0138748,0.0290684,0,0.0224475,0.0655216,0.0154902,0,0,0.0245437,0,0,0.0372442,0.0484517,0.031957,0.00688767,0.0327298,0.037717,0.0248015,0.0675573,0.083533,0.0563846,0.0327365,0.0614442,0.0419099,0.0423376,0.0665434,0.0231299,0.0244299,0.021569,0.0118761,0.0310732,0.0245928,0,0,0
9,0.0234241,0.0480679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403309,0,0.0278187,0.0601368,0,0,0.0175035,0,0,0.0524565,0.0319009,0.0370722,0.0170027,0.0273547,0.036182,0.0470946,0.0322448,0.0496599,0.0732036,0.059589,0.0656768,0.0607601,0.0615961,0.0618412,0.0192847,0.0480531,0.016001,0.0134414,0.0292364,0,0.0224877,0.0650109,0.0153953,0,0,0.0245674,0,0,0.037237,0.0484434,0.0320305,0.00694619,0.0327482,0.0376292,0.0249137,0.067586,0.0835014,0.0562165,0.0326628,0.0614525,0.0418792,0.0423161,0.0665444,0.0229858,0.0244891,0.0215962,0.0118363,0.0311491,0.0244477,0,0,0
10,0.0234204,0.047998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404387,0,0.0278187,0.0600475,0,0,0.0173994,0,0,0.0525245,0.0319772,0.0371072,0.0166103,0.027268,0.0362887,0.0472535,0.0323463,0.0493136,0.0732034,0.0596731,0.0656548,0.0607803,0.0614032,0.0618533,0.0191859,0.0480341,0.0162568,0.0130423,0.0294078,0,0.0225174,0.0649792,0.0153231,0,0,0.0246458,0,0,0.0373181,0.0484277,0.0320973,0.00695082,0.0327781,0.0377317,0.0249679,0.0676273,0.083513,0.0561941,0.0326256,0.0614619,0.041813,0.0422864,0.0665433,0.0228063,0.024505,0.0216931,0.0117641,0.0311362,0.0243514,0,0,0
11,0.0234635,0.0480633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404996,0,0.0278313,0.0599624,0,0,0.0174,0,0,0.0525987,0.0322731,0.0371747,0.0164115,0.0271899,0.036381,0.0474238,0.0324466,0.0494377,0.0732158,0.0597032,0.0656233,0.0608184,0.0614624,0.0618576,0.0192485,0.048047,0.0165032,0.0126652,0.029516,0,0.0225625,0.0651622,0.0152363,0,0,0.0247429,0,0,0.0373798,0.0483808,0.03221,0.00691024,0.0328453,0.0378728,0.0250329,0.0676463,0.0835597,0.0563189,0.0326753,0.0614406,0.041732,0.0422202,0.0665167,0.0227059,0.0244576,0.0217596,0.0115891,0.0311367,0.0242972,0,0,0
12,0.0230208,0.0482261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351998,0,0.0276619,0.0604025,0,0,0.0172926,0,0,0.0527008,0.0323054,0.0331633,0.0157852,0.0233486,0.0359753,0.0473925,0.0304461,0.0470224,0.0703368,0.0570128,0.0689746,0.0643621,0,0.0663858,0.0214232,0.0478147,0.0165042,0.0123412,0.0290239,0,0.0224329,0.063828,0.0151791,0,0,0.0252585,0,0,0.0377297,0.0472453,0.0319166,0.00548935,0.0325129,0.0385233,0.0260588,0.0678332,0.0833877,0.055892,0.0325814,0.0618709,0.0421432,0.0426058,0.066897,0.0231842,0.024714,0.021621,0.0110214,0.0313107,0.0243286,0,0,0
13,0.023553,0.0481346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404647,0,0.0277379,0.0598207,0,0,0.0174498,0,0,0.0527957,0.032581,0.0371689,0.0165759,0.026993,0.0366801,0.0479061,0.0326159,0.0497299,0.0733658,0.0596789,0.0656422,0.0608231,0.0616153,0.0619015,0.0192935,0.0481034,0.0167321,0.0121855,0.0296449,0,0.0225947,0.0649108,0.0150336,0,0,0.0248183,0,0,0.0373353,0.0480139,0.0324294,0.0067963,0.0328937,0.0381841,0.025142,0.0677954,0.0837174,0.0564688,0.0327624,0.0613447,0.0416513,0.0420681,0.0663873,0.0225495,0.0243172,0.0215066,0.0114769,0.0312832,0.0242048,0,0,0
14,0.0236382,0.0480643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403219,0,0.0276243,0.0598198,0,0,0.0176601,0,0,0.0529073,0.0327288,0.0370698,0.0166778,0.0268915,0.0367921,0.0482304,0.0327651,0.0498573,0.0734678,0.059668,0.0657125,0.0608782,0.061714,0.0619874,0.0193859,0.0481986,0.0169201,0.0121059,0.029797,0,0.0225895,0.0650032,0.0149962,0,0,0.0248543,0,0,0.0373335,0.0479424,0.0324602,0.0066583,0.032845,0.0383415,0.0252177,0.067953,0.0838218,0.056438,0.0327904,0.0613124,0.0416,0.0420189,0.0663433,0.0224439,0.024289,0.0213603,0.0114964,0.0313701,0.0241064,0,0,0
15,0.0237779,0.0480589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404468,0,0.0274944,0.0598011,0,0,0.0178898,0,0,0.0530388,0.0331237,0.0368755,0.0164351,0.0268135,0.036899,0.0484324,0.0328024,0.0497806,0.0735314,0.0597044,0.0657616,0.0608937,0.0617274,0.0620245,0.0192907,0.048346,0.0169919,0.0121856,0.0299253,0,0.0225581,0.0652678,0.0149677,0,0,0.0249,0,0,0.0373834,0.0482122,0.0324552,0.0065236,0.0327856,0.0385172,0.0253114,0.0681372,0.0839191,0.0563685,0.0328089,0.0613025,0.0415703,0.0419752,0.0663322,0.0223165,0.0242044,0.0213451,0.0114934,0.0313838,0.0240371,0,0,0
16,0.0238876,0.0480215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406935,0,0.0274142,0.0596503,0,0,0.0179746,0,0,0.0532615,0.0333716,0.0366045,0.01567,0.0268526,0.0370881,0.0485976,0.0325577,0.0496345,0.0735705,0.0598002,0.0657314,0.0608526,0.0616056,0.0619419,0.0189934,0.0484323,0.0168938,0.0122659,0.0299148,0,0.0225579,0.0654622,0.0149067,0,0,0.0249213,0,0,0.0373915,0.048283,0.0324737,0.00641287,0.0328034,0.0387671,0.0253656,0.0682506,0.0839865,0.056303,0.0327569,0.0613041,0.0415009,0.0419552,0.0663245,0.0223249,0.0241019,0.0213088,0.0115067,0.031338,0.0240219,0,0,0
17,0.0240079,0.0480069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407562,0,0.0273557,0.0595569,0,0,0.0178821,0,0,0.0535331,0.0332726,0.0364103,0.0153623,0.0269237,0.0372073,0.0488119,0.0323533,0.0495669,0.0735539,0.0597791,0.0656399,0.0607991,0.0616825,0.0617618,0.018785,0.0483559,0.0167938,0.0121218,0.029853,0,0.022587,0.0654732,0.0148531,0,0,0.0247989,0,0,0.0372423,0.0481897,0.0325343,0.00633501,0.0329147,0.0388886,0.0252545,0.0683051,0.0840511,0.056282,0.0326452,0.06127,0.041376,0.0419431,0.0662992,0.0223841,0.023952,0.0207918,0.0116429,0.0314016,0.0239762,0,0,0
18,0.0240916,0.0480099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406529,0,0.0273021,0.0595333,0,0,0.0177212,0,0,0.0535308,0.0331829,0.0363013,0.0153522,0.0269639,0.0372135,0.0490238,0.0322788,0.0494833,0.0734858,0.0596596,0.065573,0.0607007,0.0617686,0.0617263,0.0187221,0.0481485,0.0168071,0.0119028,0.029937,0,0.0226405,0.0654352,0.0147713,0,0,0.0246441,0,0,0.037053,0.0480496,0.0326045,0.00630051,0.0330188,0.0388711,0.0252041,0.0683322,0.0840961,0.0563098,0.0325099,0.0612081,0.0413551,0.0419156,0.066259,0.0223179,0.0237897,0.0201257,0.0119235,0.0315924,0.0238892,0,0,0
19,0.024146,0.0481507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395948,0,0.0287906,0.0562567,0,0,0.0178894,0,0,0.0537491,0,0.0379289,0.0168213,0.0281602,0.0385994,0.0502705,0,0.0471391,0.0738166,0.0618627,0.0642675,0.0590803,0.0604937,0.060509,0.0200724,0.0479114,0.0167511,0.0118981,0.0308378,0,0.0204929,0.0695185,0.0142831,0,0,0.0242438,0,0,0.036707,0.0457705,0.0344239,0.007795,0.033509,0.0379276,0.0236873,0.0685555,0.0850687,0.0565015,0.0304418,0.06005,0.0409964,0.0411533,0.0648862,0.0221494,0.0234441,0.0208535,0.0122067,0.0318267,0.0244182,0,0,0
20,0.0231169,0.0479701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039631,0,0.0282606,0.0558785,0,0,0.0176098,0,0,0.0532628,0,0.0369731,0,0.0282975,0.0392242,0.0495558,0.0330958,0.0448755,0.0724675,0.061185,0.065158,0.0599018,0.0611136,0.0611129,0.0196574,0.0477868,0.0171963,0.0113979,0.0309164,0,0.0208293,0.0694744,0.0141837,0,0,0.0248771,0,0,0.0373888,0.0463248,0.0337511,0.00683562,0.0333143,0.041041,0.0250771,0.0683284,0.0845752,0.0564015,0.0309707,0.0606016,0.0413556,0.0415823,0.0654138,0.0217663,0.0242092,0.0214652,0.0114733,0.0310295,0.0246624,0,0,0
21,0.0243387,0.0481827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405561,0,0.0269715,0.0597474,0,0,0.0178765,0,0,0.053281,0.0330835,0.036064,0.0164618,0.0264846,0.0369083,0.0498553,0.032588,0.04839,0.0733375,0.059397,0.0656774,0.060781,0.0618018,0.0618132,0.0189006,0.0480094,0.0175337,0.0111519,0.0305665,0,0.022554,0.0654492,0.0146209,0,0,0.0246032,0,0,0.0372882,0.0481112,0.0329072,0.00619696,0.0331304,0.0386149,0.0246018,0.0684681,0.0842316,0.0565576,0.0325014,0.0611597,0.0412451,0.0417825,0.0660977,0.0216396,0.0239701,0.0211667,0.0118748,0.0322435,0.0235493,0,0,0
22,0.0244779,0.0481456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406751,0,0.0268292,0.059726,0,0,0.0181049,0,0,0.053473,0.0331242,0.0360352,0.0165743,0.0263084,0.0368687,0.0500717,0.0327277,0.04842,0.0734125,0.0594082,0.0657218,0.0608469,0.0617777,0.0619026,0.0190268,0.048228,0.0177978,0.0109069,0.0307448,0,0.0226496,0.065589,0.0146969,0,0,0.0245707,0,0,0.0372696,0.0482649,0.0330039,0.00608507,0.0331588,0.0386643,0.024501,0.0686023,0.0843121,0.0566319,0.0327444,0.0611453,0.0411615,0.041751,0.0660877,0.0214574,0.0239726,0.0210558,0.0119326,0.03238,0.0233342,0,0,0
23,0.0245834,0.0480953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406476,0,0.0267666,0.0595675,0,0,0.0182781,0,0,0.0536411,0.0332731,0.0359587,0.0161374,0.0261295,0.036983,0.0502614,0.0330145,0.0484108,0.073415,0.0595133,0.0657794,0.0609085,0.0616606,0.0619385,0.0190579,0.0484926,0.0179489,0.0108417,0.0309182,0,0.0227044,0.0657424,0.0147544,0,0,0.0245301,0,0,0.0371819,0.048376,0.0330954,0.00598347,0.0331667,0.0388378,0.0244243,0.0687398,0.084382,0.0566633,0.0328822,0.0611266,0.0411265,0.0417312,0.0660831,0.0212955,0.0240321,0.0209747,0.0118986,0.0324146,0.0231778,0,0,0
24,0.024675,0.0480298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406944,0,0.0268075,0.0593452,0,0,0.0184889,0,0,0.0537732,0.0334454,0.0358819,0.0155652,0.0259818,0.03716,0.0505052,0.0332032,0.0483191,0.07342,0.0596816,0.0657928,0.0609231,0.0616967,0.0619335,0.018855,0.0487168,0.0180845,0.0107984,0.0310871,0,0.0226462,0.065533,0.0148296,0,0,0.0245112,0,0,0.0371201,0.0483311,0.0332375,0.00594798,0.0331582,0.0390017,0.0243573,0.068868,0.0844512,0.0566555,0.0329303,0.0611093,0.0411085,0.0417092,0.0660501,0.0211616,0.0241349,0.0208891,0.0118823,0.0324031,0.02306,0,0,0
25,0.0243399,0.0476579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414449,0,0.0268477,0.0582274,0,0,0.0184821,0,0,0.0535088,0.0341825,0.0355102,0,0.0264214,0.0383424,0.0501073,0.0330499,0.047602,0.0732789,0.0602388,0.0656647,0.0607017,0.0614285,0.0617402,0.0176853,0.0490759,0.0182984,0.0104621,0.0310942,0,0.022871,0.066427,0.0148977,0,0,0.0246373,0,0,0.0372125,0.048424,0.0330954,0.0059873,0.03302,0.0412672,0.0249501,0.0689995,0.0844006,0.0565776,0.0331478,0.0612748,0.0411501,0.0417856,0.0662352,0.0211307,0.024432,0.0208313,0.0118352,0.0314392,0.0232243,0,0,0
26,0.0250122,0.0478893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040586,0,0.0268157,0.0595326,0,0,0.0186784,0,0,0.0538769,0.0332204,0.0359423,0.0164292,0.0256173,0.0371834,0.0510834,0.0332849,0.0482376,0.0734364,0.0597929,0.0658223,0.0610136,0.0619303,0.0619539,0.0189491,0.048985,0.018026,0.0106384,0.0315841,0,0.0222158,0.0654065,0.0150465,0,0,0.0245671,0,0,0.0370829,0.0483292,0.0337648,0.00572473,0.0331467,0.0389616,0.0245462,0.0691128,0.084618,0.0566992,0.032948,0.0609641,0.0410736,0.0415647,0.0658355,0.0208262,0.024011,0.0206073,0.0119484,0.0324848,0.0228167,0,0,0
27,0.0251714,0.0478044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403826,0,0.0268023,0.0595466,0,0,0.0187889,0,0,0.0539916,0.0331813,0.0360002,0.0166794,0.025492,0.0372275,0.0513584,0.0332649,0.0483361,0.0733927,0.0598763,0.0658261,0.0610367,0.0620097,0.0619651,0.0190987,0.0490532,0.0181148,0.0104758,0.0319726,0,0.0218269,0.0654586,0.0151881,0,0,0.0246138,0,0,0.0370672,0.0482268,0.0342213,0.00566437,0.0331912,0.0390027,0.0245021,0.0692659,0.0847372,0.0567079,0.0330729,0.0608249,0.0411355,0.0414961,0.0656125,0.0206242,0.0238979,0.0205857,0.011888,0.0324803,0.0227145,0,0,0
28,0.0253119,0.0477424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401084,0,0.0267503,0.0595053,0,0,0.0188671,0,0,0.0541052,0.0331732,0.0360571,0.0166717,0.0253685,0.037283,0.0516388,0.0332487,0.0486419,0.0733834,0.0599893,0.0658476,0.061071,0.061981,0.0619944,0.0193033,0.0491226,0.0182123,0.010359,0.0323349,0,0.0214727,0.0655957,0.0153194,0,0,0.0246613,0,0,0.037068,0.0481328,0.0346146,0.00570396,0.0332122,0.0390767,0.0244492,0.069426,0.0848528,0.0567358,0.033215,0.0607198,0.0411567,0.0414237,0.0654157,0.0204348,0.023837,0.0205632,0.011866,0.0324711,0.0226428,0,0,0
29,0.0254472,0.0476731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397039,0,0.026667,0.0594481,0,0,0.0189797,0,0,0.0541013,0.0331884,0.0361406,0.0168075,0.0253662,0.0372806,0.0518511,0.033229,0.0490869,0.0734324,0.0599255,0.0658556,0.061101,0.0618933,0.0620094,0.0196001,0.0491508,0.0182489,0.0102933,0.0326575,0,0.02121,0.0655666,0.0154318,0,0,0.0246857,0,0,0.0370601,0.0480773,0.0349485,0.00582279,0.0332013,0.0390756,0.0243835,0.0696014,0.0849428,0.0567912,0.0333135,0.0606576,0.0411264,0.0413666,0.0652725,0.0202781,0.0237662,0.0205018,0.0118754,0.032455,0.0225937,0,0,0
30,0.0255523,0.0476148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039421,0,0.0266161,0.0594165,0,0,0.019087,0,0,0.0540846,0.0331195,0.0361064,0.0170108,0.0254107,0.0372508,0.0520544,0.0331901,0.0489325,0.0734553,0.0598283,0.0658528,0.0611477,0.0618264,0.0619694,0.0196661,0.0491701,0.0182278,0.0103148,0.0329223,0,0.0209564,0.0656559,0.015498,0,0,0.0246895,0,0,0.0370577,0.047994,0.0353001,0.00577067,0.0331834,0.0390386,0.0243121,0.06974,0.0850348,0.0568355,0.0334016,0.060617,0.0411178,0.0413476,0.0651405,0.0202067,0.0236699,0.0204641,0.0119014,0.0324526,0.0225736,0,0,0
31,0.0256189,0.0475393,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395245,0,0.0265251,0.0593299,0,0,0.0191653,0,0,0.0540993,0.0330466,0.036093,0.0169485,0.0253237,0.0372919,0.0521934,0.0331484,0.0488405,0.0733203,0.0597946,0.0658231,0.0611858,0.0618675,0.0617963,0.0194959,0.0492142,0.0182165,0.0103675,0.0331934,0,0.0207134,0.0656639,0.0155513,0,0,0.0246965,0,0,0.0370363,0.0479055,0.0356442,0.0057888,0.033192,0.0390557,0.0242442,0.0698375,0.0851452,0.0568494,0.0334964,0.0605693,0.0411842,0.0413426,0.0650064,0.0201234,0.0235317,0.0204317,0.0119147,0.0324642,0.0225661,0,0,0
32,0.0253552,0.047595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386296,0,0.027287,0.0568507,0,0,0.019332,0,0,0.0544501,0,0.0369039,0.0184704,0.0257552,0.0381656,0.0528825,0.0338034,0.0464361,0.072369,0.0607204,0.065792,0.0610357,0.0618736,0.0616674,0.0208396,0.0490643,0.0179398,0.0107237,0.0341413,0,0.0190686,0.0679759,0.015297,0,0,0.0246182,0,0,0.0369459,0.046133,0.0370134,0.0066524,0.0334279,0.0387935,0.0238384,0.0699238,0.0857728,0.0568475,0.0321364,0.0598201,0.0411042,0.0409397,0.0640601,0.0202458,0.0231023,0.0203229,0.011935,0.0325544,0.023056,0,0,0
33,0.0258059,0.0474442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400034,0,0.0265333,0.0591391,0,0,0.0192058,0,0,0.0540881,0.0335221,0.0359242,0.0164929,0.0252929,0.0374098,0.052149,0.0330909,0.0485012,0.073277,0.0598022,0.0659182,0.0612602,0.0619856,0.0618623,0.018975,0.0492685,0.0180111,0.0104375,0.0332219,0,0.0210805,0.0653708,0.0157241,0,0,0.0246467,0,0,0.0371093,0.0479492,0.0356422,0.00608947,0.0331034,0.039097,0.0240644,0.0701725,0.0853272,0.0568163,0.0337962,0.0605795,0.0411698,0.0412752,0.06505,0.0200539,0.0233176,0.0202213,0.0119217,0.0324771,0.0225235,0,0,0
34,0.025896,0.0474193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400986,0,0.0264343,0.0592059,0,0,0.0191294,0,0,0.0540664,0.0347664,0.0357896,0.0162035,0.0252532,0.0374275,0.052099,0.033007,0.0485148,0.0734624,0.0597796,0.0659198,0.0612325,0.0619601,0.0618686,0.018623,0.0492359,0.0179312,0.0104647,0.0329274,0,0.0215368,0.0652889,0.0157727,0,0,0.0245766,0,0,0.037193,0.0478923,0.035407,0.0062771,0.0330126,0.0390787,0.023837,0.0703936,0.0853875,0.0567341,0.0339868,0.0606654,0.0410534,0.0412689,0.0651947,0.0202482,0.0233378,0.0200906,0.0120324,0.0324919,0.0224652,0,0,0
35,0.0259022,0.0473742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402077,0,0.0262908,0.0592249,0,0,0.0190463,0,0,0.0540883,0.0353827,0.0357466,0.0159108,0.0252149,0.0375849,0.0520923,0.0329703,0.0489358,0.0734396,0.0596755,0.0658784,0.0611292,0.0619247,0.0618277,0.0183596,0.0491226,0.0178607,0.0104896,0.0326727,0,0.0219303,0.0651914,0.0157466,0,0,0.0244831,0,0,0.0371277,0.0478858,0.035141,0.00611606,0.0329117,0.0390736,0.0237127,0.0704032,0.0854476,0.0565407,0.03405,0.0607476,0.0409534,0.0412505,0.0653178,0.020416,0.023245,0.0198145,0.0122023,0.0324891,0.0224863,0,0,0
36,0.0259065,0.0473588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403395,0,0.0262557,0.0592325,0,0,0.0189627,0,0,0.0540788,0.0352031,0.0357318,0.0157136,0.025185,0.0376154,0.0520555,0.0329316,0.049071,0.0731688,0.0596191,0.0658188,0.0610535,0.0619357,0.0617918,0.018139,0.0490138,0.0177781,0.0105093,0.0323279,0,0.0224173,0.0654361,0.0157081,0,0,0.0244382,0,0,0.0370739,0.0478902,0.0348125,0.006044,0.0328497,0.0390292,0.0237162,0.0705022,0.0854994,0.0565184,0.0340957,0.0608368,0.0408073,0.0412677,0.0654721,0.0206662,0.0231775,0.0197561,0.0121797,0.0324876,0.0225036,0,0,0
