Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,
14,0.0226761,0.0516426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413112,0,0.0267258,0.0612961,0,0,0.00977611,0,0,0.0527784,0.0300159,0.0341228,0.0161505,0.0275059,0.03467,0.0580536,0.0337901,0.0516698,0.0757905,0.0606835,0.065831,0.0608027,0.0617091,0.0616877,0.0179323,0.0401022,0.0203799,0.00849447,0.027959,0,0.0215207,0.0655472,0.0132924,0,0,0.0229194,0,0,0.0376406,0.0469534,0.0311735,0.00457965,0.0323409,0.0398006,0.0276064,0.0698688,0.0867082,0.0569455,0.0301813,0.06227,0.0439523,0.0434918,0.066759,0.0246661,0.0247553,0.0215126,0.0075083,0.0359287,0.0249735,0,0,0,0
15,0.0226796,0.0514915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041367,0,0.0267237,0.0613277,0,0,0.0100394,0,0,0.0529574,0.0301133,0.0341279,0.0163458,0.0275904,0.0346963,0.0578905,0.033791,0.0516328,0.0757398,0.0607319,0.065811,0.0607511,0.0616522,0.0617545,0.0178397,0.0402037,0.0200987,0.00972432,0.0277706,0,0.0216789,0.0656033,0.0133414,0,0,0.0229706,0,0,0.0376421,0.0470008,0.0311396,0.00455659,0.0324925,0.0398677,0.027482,0.0699126,0.0866837,0.0569056,0.0301979,0.062268,0.0439212,0.0434659,0.0667952,0.024793,0.0247823,0.0217668,0.00731446,0.0358761,0.0249215,0,0,0,0
16,0.0226763,0.0515285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414622,0,0.0267316,0.0613293,0,0,0.0100615,0,0,0.0529815,0.0301642,0.0341307,0.0164427,0.0276239,0.0346838,0.0578661,0.0337857,0.0515736,0.0757415,0.060759,0.0658293,0.0607292,0.0616436,0.0618376,0.0177739,0.0402569,0.0200684,0.00990363,0.0276594,0,0.0217179,0.0656682,0.0133242,0,0,0.0229889,0,0,0.037595,0.0470319,0.0310568,0.00454195,0.0325739,0.0398797,0.0274716,0.0699374,0.0866623,0.0568844,0.0302191,0.0622792,0.0439045,0.043469,0.0668316,0.0248655,0.0247979,0.021884,0.00718407,0.0358916,0.0248869,0,0,0,0
17,0.0226931,0.0515256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415279,0,0.0267494,0.061334,0,0,0.00984817,0,0,0.0528578,0.0301738,0.0341063,0.016462,0.0276513,0.0346577,0.0579454,0.0337821,0.0515357,0.075695,0.0607686,0.0658624,0.0607488,0.0616729,0.061844,0.0177055,0.0402013,0.0203189,0.00900739,0.0275666,0,0.021666,0.0656932,0.0132002,0,0,0.0230077,0,0,0.0375808,0.0470642,0.0309276,0.00453376,0.0326358,0.0398468,0.0274985,0.0699883,0.0866572,0.0568883,0.0302657,0.0622982,0.043882,0.0434863,0.0668669,0.0248928,0.0249192,0.0222561,0.00696115,0.0358986,0.0249015,0,0,0,0
18,0.0229,0.0525119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041453,0,0.0267155,0.061639,0,0,0.0115839,0,0,0.0538784,0.0299627,0.0340811,0.016807,0.0276785,0.0344545,0.0561409,0.0337211,0.0515792,0.0757226,0.0607191,0.0659112,0.0607653,0.061736,0.0618531,0.0177976,0.0424445,0.0166402,0.0108694,0.0275056,0,0.0217635,0.0654421,0.0146779,0,0,0.0234189,0,0,0.0371581,0.0471901,0.0312402,0.00395585,0.0327724,0.0402125,0.0257895,0.0704729,0.0869955,0.0570635,0.0303956,0.0620187,0.043502,0.0431371,0.0665968,0.0250058,0.0236439,0.0218381,0.00728482,0.0361805,0.0231392,0,0,0,0
19,0.022926,0.0514868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413689,0,0.0267096,0.061637,0,0,0.0114258,0,0,0.053587,0.0297661,0.0341606,0.0167712,0.0277135,0.0345728,0.0559399,0.0337535,0.0517195,0.0758978,0.0607154,0.065872,0.0606841,0.0617635,0.0618339,0.017963,0.042903,0.0172411,0.0108403,0.0274644,0,0.0218152,0.0654194,0.0132525,0,0,0.0232881,0,0,0.0374483,0.0473049,0.0310191,0.0042267,0.0327619,0.0402035,0.0273305,0.0704742,0.0868311,0.0569865,0.0306104,0.0622259,0.0436134,0.0433062,0.0668211,0.0249831,0.0245996,0.022115,0.00672326,0.0355274,0.0245718,0,0,0,0
20,0.0227687,0.0514825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041618,0,0.0267463,0.0614251,0,0,0.0114434,0,0,0.0535974,0.0300753,0.0341012,0.016595,0.0277733,0.0346469,0.0560062,0.0337951,0.0515565,0.0758095,0.060737,0.0659533,0.0607101,0.0618312,0.0618674,0.0176704,0.0428826,0.0172419,0.0110259,0.0273692,0,0.0218035,0.0656547,0.0131598,0,0,0.0232041,0,0,0.0374625,0.0471451,0.0309674,0.00411427,0.0329294,0.0401145,0.0272767,0.0704341,0.0868998,0.0570157,0.0304222,0.0621809,0.0435251,0.0432551,0.0668196,0.0250391,0.0246303,0.0223092,0.00665262,0.035474,0.0246941,0,0,0,0
21,0.0227385,0.0514479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416596,0,0.0267447,0.0613897,0,0,0.0113449,0,0,0.0535939,0.030137,0.0340602,0.0165328,0.0278179,0.0346136,0.0559772,0.0337895,0.0515329,0.0757355,0.0607355,0.066003,0.0607359,0.0618225,0.0618674,0.017563,0.0428727,0.0172177,0.0111127,0.0273252,0,0.0217918,0.0656878,0.0131333,0,0,0.0231612,0,0,0.0374393,0.0471417,0.0309136,0.00411694,0.0330452,0.0400628,0.0272643,0.0704082,0.0868154,0.0569945,0.030418,0.0621891,0.0435094,0.0432521,0.0668569,0.0250163,0.0246794,0.0223906,0.00665005,0.035426,0.0247068,0,0,0,0
22,0.0226896,0.0513446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416643,0,0.0267305,0.0613762,0,0,0.0111932,0,0,0.0536094,0.0302013,0.0340265,0.0164761,0.0278616,0.0345705,0.0559347,0.0337887,0.051482,0.0757549,0.0607215,0.0660083,0.0607443,0.0618748,0.0618934,0.0174818,0.0428578,0.0171929,0.0111579,0.0273013,0,0.0217975,0.0657316,0.0130997,0,0,0.0231462,0,0,0.0374043,0.0471294,0.0308822,0.00412567,0.033161,0.0400162,0.0272937,0.0703733,0.0867016,0.0569679,0.0304101,0.0622012,0.0435065,0.0432744,0.0668957,0.0249952,0.0247203,0.0225628,0.00664841,0.0353858,0.0247233,0,0,0,0
23,0.0226256,0.0512861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04169,0,0.0267278,0.0613776,0,0,0.0110917,0,0,0.0536088,0.0302372,0.0339973,0.0164628,0.0279001,0.0345097,0.0559455,0.0338074,0.0514046,0.07576,0.0607333,0.0659951,0.0607312,0.0618891,0.0619331,0.0174236,0.0428575,0.017298,0.011,0.0271638,0,0.0218945,0.0657174,0.0130628,0,0,0.0231635,0,0,0.0373251,0.0471738,0.0308809,0.00414544,0.0333436,0.0399454,0.0273346,0.0703261,0.0866028,0.0569336,0.0304172,0.0621986,0.043463,0.0432891,0.066938,0.0250845,0.0246706,0.0225025,0.00670947,0.0353642,0.0247213,0,0,0,0
24,0.0225739,0.0513035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417466,0,0.0267076,0.0613869,0,0,0.0110634,0,0,0.0536302,0.0302552,0.0339631,0.0164447,0.0279377,0.0344624,0.0559802,0.03381,0.051363,0.0757319,0.0607543,0.0659431,0.0607482,0.0618223,0.061987,0.0173843,0.0428797,0.017418,0.010972,0.0271745,0,0.0218883,0.0656443,0.0130628,0,0,0.0232487,0,0,0.0372253,0.0472006,0.0308323,0.00415431,0.0334452,0.0398777,0.0272837,0.0702616,0.0865436,0.056917,0.0304462,0.0621968,0.043432,0.0433092,0.0669503,0.0250397,0.0245984,0.0222301,0.00684109,0.0353185,0.0246819,0,0,0,0
25,0.0223486,0.0524703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417707,0,0.0266542,0.0615314,0,0,0.011072,0,0,0.053793,0.0302161,0.0338573,0.0165276,0.0280138,0.0341391,0.0560599,0.0337097,0.0513047,0.0756475,0.060685,0.0659927,0.0608493,0.0618342,0.0620414,0.0173294,0.0423678,0.017244,0.0107622,0.0272123,0,0.0219593,0.0655029,0.014677,0,0,0.0233824,0,0,0.0368611,0.0472839,0.0308985,0.00404082,0.0335474,0.0398621,0.0256546,0.070243,0.0865827,0.056963,0.030494,0.0621266,0.0433482,0.0432676,0.066884,0.0249641,0.0236196,0.0220546,0.00752943,0.0358704,0.0229613,0,0,0,0
26,0.0226176,0.0512375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418499,0,0.0267317,0.0613898,0,0,0.0110053,0,0,0.0536367,0.0303634,0.0338929,0.0163311,0.0280147,0.0343661,0.0559675,0.0338233,0.0512609,0.0757224,0.0607765,0.0659388,0.0607894,0.0618628,0.0619717,0.0172716,0.0428739,0.0174189,0.0111162,0.0272084,0,0.0219876,0.0655886,0.0129924,0,0,0.0232474,0,0,0.037199,0.0472125,0.0307616,0.00415687,0.0336352,0.0398091,0.0271878,0.070015,0.0864762,0.0569286,0.0304503,0.0621951,0.0434335,0.0433745,0.0669859,0.0249058,0.024488,0.022072,0.00718111,0.0351976,0.0246624,0,0,0,0
27,0.0228864,0.0511389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041624,0,0.0267189,0.0615254,0,0,0.0108688,0,0,0.0534994,0.0299865,0.0338929,0.0164757,0.0280538,0.0341793,0.0557742,0.0337884,0.0514364,0.0758022,0.060707,0.0659474,0.0607819,0.0619604,0.0619656,0.0175357,0.0429523,0.0174618,0.0110913,0.0272063,0,0.0220137,0.0653804,0.0130039,0,0,0.0231845,0,0,0.0372053,0.0473357,0.0306634,0.00433922,0.0335267,0.0398336,0.0272166,0.0700119,0.0863707,0.0568754,0.03076,0.0623603,0.043577,0.043516,0.0671319,0.0248643,0.0243495,0.02209,0.00736687,0.0350886,0.0246414,0,0,0,0
28,0.0224165,0.0512342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434111,0,0.0252593,0.0592081,0,0,0.0113428,0,0,0.0538587,0,0.0403301,0.0174891,0.0287282,0.0350799,0.0565663,0.034277,0.048839,0.0752151,0.0617639,0.0654469,0.0606427,0.0599375,0.0596747,0.0224305,0.0426498,0.0171539,0.0113161,0.0282501,0,0.0196506,0.0680713,0.0125945,0,0,0.0231759,0,0,0.037109,0.0458601,0.0320557,0.00434107,0.0340619,0.0395604,0.0268105,0.0699434,0.086968,0.0570689,0.0291734,0.061531,0.043488,0.0431146,0.0660966,0.0246669,0.0241235,0.0220449,0.00751341,0.0351226,0.0252871,0,0,0,0
29,0.0225801,0.0510916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419394,0,0.0266801,0.0613644,0,0,0.0109622,0,0,0.0534977,0.0303817,0.0340342,0.0162527,0.0281351,0.0342236,0.0559157,0.0338532,0.0512469,0.075665,0.0608002,0.0660763,0.0608231,0.0619244,0.0619229,0.0173055,0.0428839,0.0175396,0.0109625,0.0276037,0,0.0210814,0.0655589,0.012896,0,0,0.023195,0,0,0.0371622,0.0471698,0.0310189,0.00418261,0.0337077,0.0397079,0.0269619,0.0699136,0.0864454,0.0569457,0.0305046,0.0621852,0.0436332,0.0434842,0.0668765,0.0246656,0.0242649,0.0221537,0.00760301,0.0349219,0.024822,0,0,0,0
30,0.0225117,0.05106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419523,0,0.0266227,0.0613493,0,0,0.0109078,0,0,0.0534918,0.0304105,0.0340936,0.0161944,0.0281461,0.034175,0.0558763,0.0338503,0.0512345,0.0756909,0.0608142,0.0660463,0.0608538,0.0619071,0.0619197,0.0173547,0.0428965,0.0175835,0.010942,0.0277229,0,0.0208592,0.0655608,0.0129106,0,0,0.0231684,0,0,0.0371345,0.0471903,0.0310934,0.00418835,0.0337318,0.0396698,0.0269155,0.0698967,0.0864251,0.0569276,0.0305103,0.0621874,0.0436818,0.0435203,0.066852,0.0245968,0.0243072,0.0220492,0.00778321,0.0348193,0.0248015,0,0,0,0
31,0.0225208,0.0510319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420719,0,0.0265045,0.0613289,0,0,0.0108652,0,0,0.0534659,0.0304477,0.0342729,0.016089,0.0281397,0.0341708,0.0558648,0.0338629,0.0512589,0.0757508,0.0608511,0.0660386,0.0608735,0.0618448,0.0618641,0.0174085,0.0429416,0.0176251,0.0109114,0.0278748,0,0.0206434,0.0655399,0.012891,0,0,0.023122,0,0,0.0371191,0.0471902,0.0311902,0.00419242,0.0337482,0.0396279,0.0268797,0.0698622,0.0863916,0.0569041,0.0305082,0.0621821,0.0437416,0.0435443,0.0668074,0.0245095,0.024442,0.0219086,0.00798349,0.0347172,0.0248168,0,0,0,0
32,0.0225815,0.050941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421701,0,0.0263712,0.061338,0,0,0.0108283,0,0,0.0534317,0.0304705,0.0345199,0.0160597,0.0281225,0.0341356,0.0558836,0.0338825,0.0512753,0.0757693,0.0608942,0.066068,0.0608684,0.0617878,0.0617655,0.0174777,0.0430155,0.01768,0.0108791,0.0280538,0,0.0204274,0.0654734,0.0128649,0,0,0.0231018,0,0,0.0371156,0.0471467,0.03134,0.00420777,0.0337515,0.0395698,0.0268969,0.0698156,0.0863577,0.0568975,0.0305078,0.0621741,0.0437958,0.0435726,0.0667548,0.0244409,0.0244952,0.0217662,0.00816736,0.0346559,0.0248484,0,0,0,0
33,0.0225828,0.0508393,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421557,0,0.0263255,0.0614368,0,0,0.0107875,0,0,0.0534099,0.0304479,0.0346555,0.0162885,0.0281202,0.0340456,0.0558836,0.0338867,0.0513292,0.0757705,0.0609077,0.0660683,0.0608569,0.0617984,0.0617326,0.0175604,0.043056,0.0177452,0.0108588,0.028248,0,0.0201643,0.0653555,0.0128544,0,0,0.0230776,0,0,0.0370715,0.0471478,0.0315599,0.00424215,0.033764,0.0394564,0.0268813,0.0697752,0.0863373,0.0568973,0.0305112,0.0621469,0.0438551,0.0435991,0.0666919,0.0243345,0.0244886,0.0215267,0.00841205,0.0346109,0.0248448,0,0,0,0
34,0.0225589,0.0507867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421002,0,0.0262948,0.0615959,0,0,0.0107706,0,0,0.0533812,0.0303969,0.0347124,0.0166641,0.028114,0.033915,0.0558656,0.0338972,0.0513783,0.0757882,0.0609108,0.0660658,0.0608538,0.0618005,0.0617057,0.0176313,0.0430669,0.0178174,0.010829,0.0284342,0,0.0199029,0.0652775,0.0128413,0,0,0.0230262,0,0,0.0369949,0.0471854,0.0317168,0.00427025,0.0338021,0.0393135,0.026821,0.0697281,0.0863233,0.0569192,0.0305061,0.0621213,0.0439019,0.0436164,0.066634,0.0242135,0.0244844,0.021196,0.00871196,0.0345506,0.0248228,0,0,0,0
35,0.0224608,0.0507446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423233,0,0.026142,0.0615092,0,0,0.0107394,0,0,0.0533514,0.0305267,0.0349603,0.0161742,0.0281186,0.0339453,0.0558436,0.0339206,0.0513181,0.075757,0.0609774,0.0660399,0.0608653,0.0616425,0.0614814,0.0176598,0.0430776,0.0178592,0.0107728,0.0285918,0,0.0196688,0.065378,0.0128213,0,0,0.0230197,0,0,0.0370395,0.047173,0.0317579,0.00427871,0.0338636,0.0393611,0.0268135,0.0696609,0.0863018,0.0569232,0.0304904,0.0621229,0.0439562,0.04366,0.0666038,0.0241414,0.0245105,0.0211403,0.00884784,0.0344403,0.0248406,0,0,0,0
