Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76
9,0.028922,0.0458845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399385,0,0.0263181,0.0609473,0,0,0.0102036,0,0,0.043466,0.0306995,0.0387238,0.0141071,0.0278495,0.036428,0.0503277,0.0347271,0.0508151,0.0738854,0.058898,0.0660058,0.0607472,0.0625391,0.0625521,0.0204208,0.0422883,0.0221195,0.0112938,0.0343937,0,0.0204221,0.066203,0.0186803,0,0,0.0160266,0,0,0.0362906,0.0462662,0.0369657,0.00665771,0.0317724,0.0420381,0.0266041,0.0692816,0.0878737,0.0591143,0.0274917,0.057658,0.0381736,0.0383698,0.0625768,0.0201603,0.0234222,0.017373,0.0172918,0.0279653,0.0181412,0,0,0
10,0.0291224,0.0469876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409658,0,0.0252751,0.061064,0,0,0.0102529,0,0,0.0434545,0.0306641,0.0400532,0.0141756,0.0280564,0.0364338,0.0507149,0.0345023,0.0505665,0.0736678,0.0587721,0.0659728,0.0607886,0.0620369,0.0620458,0.0208934,0.0423743,0.0220618,0.0115601,0.0342487,0,0.0204135,0.0662423,0.0186928,0,0,0.015739,0,0,0.0362859,0.0464422,0.0368495,0.00678061,0.0319543,0.0421082,0.0263692,0.0692385,0.0878452,0.0590728,0.0273682,0.0576302,0.0382182,0.0384016,0.0625629,0.0202539,0.023516,0.0174839,0.0176681,0.0279168,0.0181649,0,0,0
11,0.0293812,0.0491496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419467,0,0.0244487,0.0611233,0,0,0.0102213,0,0,0.0433109,0.0306854,0.0412372,0.0142666,0.0282609,0.036487,0.0510377,0.0343255,0.0504079,0.0734758,0.0586658,0.0659767,0.0609686,0.0617033,0.0614816,0.0214885,0.042418,0.0221066,0.0117849,0.0341315,0,0.0203938,0.0662994,0.0187161,0,0,0.0154105,0,0,0.0363029,0.0465989,0.0366675,0.00684212,0.0320867,0.0421281,0.0263051,0.0692499,0.087805,0.0590491,0.0272588,0.0576284,0.0382783,0.0384505,0.0625632,0.0203301,0.0235377,0.0176487,0.0181282,0.027788,0.0182861,0,0,0
12,0.0294532,0.048764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427339,0,0.023784,0.0611431,0,0,0.0102453,0,0,0.0431509,0.0307461,0.0421283,0.014344,0.0284042,0.0363074,0.0510983,0.0341623,0.0502285,0.0732926,0.0585808,0.0660458,0.0612939,0.0613771,0.0610523,0.0220407,0.0421459,0.0221636,0.0120826,0.0340666,0,0.0204022,0.0663665,0.0187125,0,0,0.01508,0,0,0.0361761,0.0467528,0.0364906,0.00693583,0.0320983,0.0419979,0.0262021,0.0692345,0.0877337,0.0590044,0.0272159,0.0576323,0.0383457,0.0384889,0.06258,0.0203288,0.0234406,0.0178815,0.0186555,0.0278824,0.0182268,0,0,0
13,0.0293559,0.046198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430946,0,0.0235668,0.0611452,0,0,0.010148,0,0,0.0431569,0.0308223,0.0426013,0.0143274,0.0284913,0.0359118,0.050904,0.0340208,0.0499795,0.0730964,0.0585027,0.0662028,0.0615497,0.0611294,0.0608801,0.0225294,0.0420228,0.0223025,0.0124316,0.0341001,0,0.0204346,0.066184,0.0186975,0,0,0.0147742,0,0,0.0360759,0.0468343,0.036316,0.00703393,0.0320669,0.0416605,0.0259912,0.0690487,0.087608,0.0589593,0.0272424,0.0576843,0.0384497,0.0385599,0.0626291,0.0202322,0.0231464,0.0181757,0.0191507,0.0281346,0.0180274,0,0,0
14,0.0293457,0.0461606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432558,0,0.0238847,0.061106,0,0,0.00985687,0,0,0.0431045,0.0309342,0.0428805,0.0143398,0.0286225,0.0355579,0.050676,0.0339345,0.0497951,0.0728834,0.0584865,0.0663992,0.0617504,0.0610853,0.0608585,0.0230511,0.0423379,0.0225422,0.0127005,0.0341309,0,0.0204994,0.0660666,0.0187767,0,0,0.0144553,0,0,0.0359973,0.0468407,0.036167,0.0069982,0.032068,0.0413406,0.02573,0.068829,0.0874634,0.0589279,0.0273356,0.0577618,0.0385694,0.0386416,0.0627028,0.0201357,0.0228423,0.0184745,0.0195888,0.0281067,0.0180059,0,0,0
15,0.0294502,0.0482245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433137,0,0.0240061,0.061036,0,0,0.00940087,0,0,0.0429776,0.0310793,0.0429146,0.0143724,0.0287369,0.0352861,0.050444,0.0338923,0.0496368,0.0727278,0.0585781,0.0665438,0.0618756,0.061279,0.0609048,0.0232221,0.0429883,0.0229395,0.0128965,0.0342138,0,0.0205374,0.0662759,0.0189219,0,0,0.0141045,0,0,0.0359511,0.0468654,0.0360489,0.00685911,0.0320797,0.0410994,0.0253897,0.0686474,0.0873091,0.0588895,0.0274705,0.057839,0.0386761,0.0387003,0.0627836,0.0200382,0.0225261,0.0188969,0.0199963,0.0279008,0.0181463,0,0,0
16,0.029517,0.0486259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432247,0,0.0244541,0.0616089,0,0,0.00908332,0,0,0.0428374,0.0306706,0.0427546,0.0144905,0.0286326,0.0348095,0.0499278,0.0336752,0.0498383,0.0727867,0.0586174,0.0664404,0.0617595,0.0614012,0.0609456,0.0227033,0.0436251,0.0236263,0.0131239,0.0332125,0,0.0202127,0.0658424,0.0190999,0,0,0.0137943,0,0,0.0360524,0.047608,0.0355845,0.00639686,0.0326458,0.0409839,0.0251737,0.0684562,0.0867306,0.0586779,0.0283575,0.0581427,0.0388281,0.0389932,0.0631704,0.0210479,0.0221957,0.0194466,0.0200929,0.027846,0.0181638,0,0,0
17,0.0293547,0.047473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429653,0,0.0245269,0.0610431,0,0,0.00900172,0,0,0.0428711,0.0312436,0.042061,0.0142833,0.0285379,0.0345309,0.0496597,0.0337166,0.0495238,0.0725271,0.0585982,0.0666274,0.0619554,0.0617428,0.0613289,0.0221412,0.0439235,0.0241515,0.0132525,0.0345648,0,0.0205953,0.0664033,0.0191079,0,0,0.0135297,0,0,0.0362006,0.0471134,0.0358438,0.006638,0.0320613,0.0405604,0.0249192,0.0683843,0.0868771,0.0587486,0.0278008,0.0580613,0.038909,0.038941,0.0629789,0.0197595,0.0219272,0.0202802,0.0199647,0.0280101,0.0183081,0,0,0
18,0.0292803,0.0464523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426044,0,0.0245434,0.0616814,0,0,0.00901472,0,0,0.042791,0.0308647,0.041823,0.0144287,0.0283796,0.0340441,0.0490302,0.0335318,0.0497071,0.0726133,0.0585719,0.066485,0.0618346,0.0616661,0.0613457,0.0221538,0.0441876,0.024782,0.0132932,0.0337046,0,0.0197605,0.0658275,0.0192986,0,0,0.0133255,0,0,0.0363206,0.0479261,0.0352077,0.00630295,0.0322381,0.0405521,0.025106,0.0682132,0.0863778,0.0587344,0.0289905,0.0585332,0.03892,0.0392676,0.0634805,0.0206077,0.0217818,0.0207706,0.0197601,0.0281069,0.0182293,0,0,0
19,0.02915,0.0462898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419608,0,0.0248427,0.0614107,0,0,0.00913123,0,0,0.0428177,0.0312961,0.0409509,0.0141361,0.0282425,0.0338955,0.0487468,0.0335972,0.0494626,0.0725073,0.0585629,0.0666072,0.0618673,0.0620453,0.0617444,0.0216296,0.0442678,0.0251561,0.0133313,0.0340876,0,0.0202569,0.0661103,0.0193795,0,0,0.0132676,0,0,0.0364084,0.0478514,0.0356011,0.00646447,0.0327789,0.0402961,0.0251656,0.0683078,0.0862912,0.0584208,0.0286881,0.0582872,0.0388158,0.0391345,0.0632758,0.0202181,0.0216129,0.0211901,0.0195911,0.0281289,0.0183388,0,0,0
20,0.0290179,0.0465303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409943,0,0.0253302,0.060869,0,0,0.0092173,0,0,0.0428619,0.0318326,0.0396412,0.0138694,0.0280927,0.0339496,0.048645,0.033705,0.0492194,0.072408,0.0585392,0.066784,0.0619196,0.0626605,0.0622998,0.0208921,0.0442628,0.0254806,0.0132698,0.0356877,0,0.0206049,0.0665918,0.0193922,0,0,0.0132153,0,0,0.0364865,0.0473265,0.0359535,0.00686377,0.0321497,0.0400686,0.0251693,0.0683647,0.0865859,0.0585156,0.0281376,0.0581442,0.038815,0.0389599,0.0630377,0.0186723,0.0214123,0.0215189,0.0194119,0.0281032,0.0185304,0,0,0
21,0.0289022,0.046807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399206,0,0.0258154,0.0607119,0,0,0.00934871,0,0,0.0428449,0.0320484,0.0382904,0.0136992,0.0279617,0.0340283,0.0485682,0.0337539,0.049177,0.0724526,0.0585465,0.0667803,0.0617875,0.0632042,0.0627638,0.0203965,0.0442841,0.0257465,0.0132243,0.0361291,0,0.0206158,0.066693,0.0193993,0,0,0.0132461,0,0,0.0365512,0.0472276,0.0359923,0.00694857,0.0321367,0.0400285,0.0253273,0.0684529,0.0865913,0.0585233,0.0281097,0.0581156,0.0387808,0.0389345,0.063017,0.0182665,0.021175,0.0216401,0.0191169,0.0280887,0.0186959,0,0,0
22,0.0288109,0.0469433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388794,0,0.0262447,0.0606259,0,0,0.00940326,0,0,0.0428996,0.032207,0.0369462,0.0135499,0.0278413,0.0341426,0.0484984,0.0338278,0.049047,0.0724791,0.0585962,0.0667231,0.0616295,0.0635675,0.0632455,0.0200962,0.0442815,0.025905,0.0130269,0.0364397,0,0.0206616,0.0668518,0.0193744,0,0,0.0132295,0,0,0.0366297,0.0471117,0.0360376,0.00707394,0.032159,0.0400289,0.0254974,0.0685506,0.0866593,0.0585707,0.0280747,0.0580725,0.0387041,0.0388531,0.0629576,0.017975,0.0209881,0.0217059,0.0188102,0.0281268,0.018807,0,0,0
23,0.0288009,0.0471548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386983,0,0.0260351,0.0606222,0,0,0.00953684,0,0,0.0429728,0.0322597,0.0367987,0.0135976,0.0275513,0.0342576,0.0484938,0.0339089,0.0486757,0.0725019,0.0586169,0.066664,0.0615979,0.0633165,0.0632692,0.0201707,0.0441954,0.0259269,0.0128363,0.0367142,0,0.0207176,0.0668879,0.0193123,0,0,0.0132029,0,0,0.0367062,0.0471023,0.0360677,0.00721395,0.0321503,0.0400293,0.0256732,0.0686733,0.0867551,0.0586373,0.0280719,0.0580307,0.0386569,0.0387691,0.0628808,0.0177162,0.0208563,0.0217479,0.018661,0.0282256,0.0188422,0,0,0
24,0.0288128,0.0476199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383755,0,0.0259008,0.0606515,0,0,0.00966344,0,0,0.0430247,0.0322962,0.0365642,0.0140584,0.0270994,0.0343953,0.04855,0.0339965,0.0488203,0.0725954,0.0586025,0.0665906,0.0616365,0.0632908,0.0632944,0.0204278,0.044007,0.0258569,0.0126186,0.036878,0,0.0207696,0.0668315,0.019253,0,0,0.0131026,0,0,0.0367154,0.0470015,0.0360953,0.00730435,0.0321583,0.039991,0.0259019,0.0687774,0.086882,0.0586806,0.0280919,0.057985,0.0385926,0.0387113,0.0628045,0.0175718,0.0207632,0.0217475,0.018484,0.0283612,0.0188314,0,0,0
25,0.0287328,0.0478601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378977,0,0.0258479,0.0606265,0,0,0.0098354,0,0,0.0430824,0.032407,0.0363054,0.0145559,0.0264419,0.034527,0.0485163,0.0340792,0.0494865,0.0727635,0.0586306,0.0664422,0.0616144,0.0633396,0.0633262,0.0208901,0.043814,0.0257121,0.0123652,0.0369465,0,0.0207862,0.0669099,0.0191727,0,0,0.0129744,0,0,0.0367421,0.0468773,0.0360986,0.00736738,0.0322059,0.0399589,0.0262042,0.0688822,0.0869868,0.0586964,0.0281571,0.0579404,0.0385112,0.0386747,0.0627592,0.0175195,0.0207049,0.0217102,0.0183774,0.0285233,0.0187957,0,0,0
26,0.0285356,0.047544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375068,0,0.0258988,0.060488,0,0,0.00988932,0,0,0.0431047,0.0325426,0.0359576,0.0142554,0.0257842,0.0346917,0.0484205,0.0341226,0.0496461,0.072868,0.0586989,0.0664979,0.0615008,0.0631679,0.0633654,0.0211594,0.0437634,0.0255386,0.0121082,0.0370291,0,0.0207907,0.0671051,0.0190646,0,0,0.0128218,0,0,0.0367754,0.0468317,0.0360803,0.0074662,0.0322256,0.0399817,0.0265693,0.0689871,0.0870915,0.0586872,0.0281462,0.0579142,0.0384932,0.0386766,0.0627597,0.0174531,0.0206911,0.0216268,0.0183801,0.0286808,0.0187282,0,0,0
27,0.0284204,0.0478753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373523,0,0.0258292,0.0603541,0,0,0.00996028,0,0,0.0431243,0.03252,0.0357336,0.0137884,0.0252693,0.0347835,0.0483618,0.0341678,0.0494875,0.0729025,0.0587486,0.0665357,0.0615852,0.0631223,0.0633202,0.0212558,0.0438446,0.0253421,0.011816,0.037134,0,0.0207762,0.0671003,0.0189371,0,0,0.0126781,0,0,0.036836,0.0467783,0.0360528,0.00748211,0.0321826,0.0398941,0.0269038,0.0690329,0.0872267,0.0587182,0.0277579,0.0579254,0.0384931,0.0386816,0.062777,0.017367,0.0207178,0.0215438,0.0184361,0.0288833,0.0186614,0,0,0
28,0.0283462,0.048752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371964,0,0.0256983,0.0602003,0,0,0.0101044,0,0,0.0431648,0.0323179,0.0356357,0.0135843,0.0247587,0.0348209,0.0483504,0.0342185,0.0494955,0.0728623,0.0587495,0.0665257,0.0616798,0.0631799,0.0631924,0.0213899,0.0440388,0.0251554,0.0115386,0.0372442,0,0.0207723,0.0671148,0.0187899,0,0,0.0125524,0,0,0.0367732,0.0466208,0.0360711,0.00749098,0.0321667,0.0397456,0.0271314,0.0690788,0.0873011,0.0587134,0.0276714,0.0579466,0.0384445,0.038668,0.0627625,0.0172967,0.0208054,0.0214259,0.0185317,0.029075,0.0186107,0,0,0
29,0.0282423,0.0489584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03739,0,0.0255051,0.0600639,0,0,0.0100343,0,0,0.0432454,0.0318769,0.0355344,0.0135309,0.0241027,0.0348333,0.0483337,0.0341885,0.049388,0.0728785,0.0586937,0.0665092,0.0617701,0.0633811,0.0630986,0.021254,0.0440782,0.0250049,0.0114003,0.0373508,0,0.0208036,0.0671398,0.0185966,0,0,0.0124037,0,0,0.0366284,0.0463673,0.0361394,0.00751444,0.0322108,0.0395884,0.0272613,0.0691752,0.0873205,0.0586525,0.0278953,0.0579328,0.0383723,0.0386315,0.0627166,0.0172216,0.0208263,0.021392,0.0186884,0.0292435,0.0185742,0,0,0
30,0.0281381,0.049417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374549,0,0.0253456,0.0599103,0,0,0.010072,0,0,0.043281,0.0311085,0.0354188,0.0133492,0.0236023,0.0348763,0.0483377,0.0341048,0.0498914,0.0728988,0.0586091,0.0665473,0.0618494,0.0633909,0.063214,0.0211452,0.0440249,0.024773,0.0112264,0.0374132,0,0.0208786,0.0674269,0.0183983,0,0,0.0123412,0,0,0.0365431,0.0460346,0.0362836,0.00757254,0.0322767,0.0394813,0.027278,0.0693506,0.087394,0.0585881,0.0282929,0.0578606,0.0382581,0.0385482,0.0626463,0.0171924,0.0209575,0.0213423,0.0187919,0.0293399,0.0185783,0,0,0
31,0.028041,0.0498968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037648,0,0.0251839,0.059796,0,0,0.0101618,0,0,0.0432805,0.0307635,0.0352331,0.0129773,0.0232187,0.0349489,0.0483632,0.034065,0.0503137,0.072918,0.0585172,0.0666019,0.0619319,0.0630521,0.0633507,0.0208114,0.043984,0.0244791,0.0108864,0.0374744,0,0.0209412,0.0675509,0.0181947,0,0,0.0122637,0,0,0.0365279,0.0456876,0.0364266,0.00760915,0.0322608,0.0393753,0.0271771,0.0695436,0.0874923,0.058562,0.0285333,0.0578102,0.0381546,0.0384616,0.0625946,0.017179,0.0211148,0.0211903,0.0189088,0.0294249,0.0186232,0,0,0
32,0.027727,0.050211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369841,0,0.0256877,0.0574992,0,0,0.0097445,0,0,0.0438875,0,0.0354939,0.0138999,0.0236614,0.0354232,0.0486906,0.0345942,0.0481371,0.0724317,0.0592756,0.0666288,0.0618828,0.0626999,0.0632802,0.0217039,0.043644,0.0236251,0.0117204,0.0369844,0,0.0210112,0.069926,0.0177987,0,0,0.0122164,0,0,0.0365686,0.0438831,0.0370431,0.00891716,0.0326765,0.0389382,0.0270122,0.0698174,0.0881095,0.0586403,0.027304,0.0572442,0.037557,0.037949,0.0621156,0.0178513,0.0211136,0.0211289,0.0190155,0.0294816,0.0190317,0,0,0
33,0.0276611,0.0504424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037131,0,0.0257065,0.0574479,0,0,0.0101014,0,0,0.0439949,0,0.0355031,0.0139339,0.0233585,0.0355007,0.0487791,0.0345245,0.0474804,0.0725235,0.0593406,0.0665476,0.0618262,0.062859,0.0630761,0.0214027,0.0435701,0.0233702,0.0108433,0.0370946,0,0.0210414,0.0699277,0.0175735,0,0,0.0121691,0,0,0.0365971,0.0436764,0.0371044,0.00887938,0.0325993,0.038856,0.0270719,0.0699374,0.0882435,0.0587549,0.0273244,0.0571974,0.0373895,0.0378753,0.0620509,0.0177949,0.0212438,0.0209117,0.0190248,0.0295054,0.0191306,0,0,0
34,0.0276079,0.0506439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373067,0,0.0257556,0.0574885,0,0,0.010333,0,0,0.0442127,0,0.0355633,0.0142676,0.0230512,0.0356455,0.0488122,0.0343629,0.0472497,0.0724006,0.0593109,0.0664219,0.0616721,0.0630484,0.0629374,0.0211252,0.043405,0.0231272,0.0102023,0.0372138,0,0.021036,0.0698341,0.0173066,0,0,0.0120954,0,0,0.0364986,0.043441,0.0371514,0.00883813,0.0323981,0.0388196,0.0270246,0.070126,0.0884552,0.0588783,0.0273016,0.0571537,0.0373351,0.0377757,0.0619873,0.0177123,0.0212726,0.0207763,0.0190051,0.0294967,0.0193168,0,0,0
35,0.0276032,0.0507055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371682,0,0.0258777,0.0575451,0,0,0.0103208,0,0,0.0447003,0,0.0356711,0.0148614,0.0228679,0.0358403,0.0487937,0.03412,0.0475848,0.0720922,0.058985,0.0662765,0.0613997,0.0627862,0.0629066,0.0210866,0.043237,0.0228085,0.010107,0.0372582,0,0.0210114,0.0696071,0.017052,0,0,0.0120306,0,0,0.0364195,0.0432142,0.0372069,0.00875829,0.0321582,0.0388166,0.0269636,0.0703877,0.0887632,0.0589698,0.0276984,0.0571086,0.0372982,0.0376662,0.061902,0.0176957,0.0212473,0.0206975,0.0190029,0.0294478,0.0195422,0,0,0
