Timestep,,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,L5HD
612,0,0.0268919,0.048247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377975,0.0278447,0.0611683,0,0,0.0105671,0,0,0.0461478,0.030565,0.0356367,0.0125991,0.0261613,0.036828,0.0543609,0.0360294,0.0526536,0.0768055,0.0617277,0.0654916,0.061253,0.0618871,0.0627149,0.021612,0.0421042,0.0224267,0.0120016,0.0292937,0,0.0220989,0.0650167,0.0196855,0,0,0.0149363,0,0,0.0363767,0.0398773,0.0372189,0.00668471,0.0304137,0.0396214,0.0296463,0.0759705,0.0927363,0.0580075,0.0287756,0.0586832,0.0398484,0.0390973,0.0627922,0.0251754,0.0178022,0.0211966,0.0136284,0.0315836,0.0193711,0,0,0,0
613,0,0.0269348,0.0482184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378055,0.0277993,0.0611694,0,0,0.0104323,0,0,0.0462669,0.0305673,0.0355995,0.0126423,0.0261697,0.0367288,0.054395,0.0360207,0.0526712,0.0768246,0.0617244,0.0654982,0.0612672,0.061873,0.0627185,0.0215973,0.0421739,0.0223692,0.012275,0.0292402,0,0.0221252,0.0650266,0.019658,0,0,0.0149396,0,0,0.0363448,0.0398788,0.0372786,0.00666784,0.0304709,0.039652,0.0296175,0.0759885,0.0927366,0.0581007,0.0288079,0.0586744,0.0398365,0.0390621,0.0628201,0.0252325,0.0177914,0.0212128,0.01359,0.0315169,0.0193396,0,0,0,0
614,0,0.0269207,0.0481946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378811,0.0278101,0.0611602,0,0,0.0103965,0,0,0.0462882,0.0305971,0.0355545,0.0126542,0.0261497,0.0365113,0.0544447,0.0360099,0.0526991,0.0768656,0.0617408,0.0654983,0.0613268,0.0618494,0.0627387,0.0214999,0.0422132,0.0224043,0.0122396,0.0292111,0,0.0221576,0.0650452,0.01963,0,0,0.0149403,0,0,0.0363254,0.0398533,0.0373329,0.00664402,0.0304989,0.0396868,0.0296015,0.0759785,0.0927358,0.0580032,0.0288402,0.0586769,0.039821,0.0390711,0.0628525,0.0252664,0.0177937,0.0212587,0.0135471,0.0314629,0.0193077,0,0,0,0
615,0,0.0268685,0.0481795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378531,0.0278471,0.0611406,0,0,0.0104397,0,0,0.0462535,0.0305297,0.0355902,0.0126333,0.0261612,0.0366536,0.0544871,0.0359946,0.0526612,0.076879,0.0616883,0.065506,0.0613529,0.0618766,0.062765,0.0215665,0.0421946,0.0224584,0.0120336,0.0292002,0,0.0221705,0.0650704,0.0195802,0,0,0.014958,0,0,0.0363215,0.0398451,0.037364,0.00666035,0.0305029,0.0396474,0.0296252,0.0759632,0.0927551,0.0578761,0.0288644,0.0586378,0.0398022,0.039135,0.0628349,0.0252783,0.0177928,0.0212869,0.0135231,0.0314711,0.0192863,0,0,0,0
616,0,0.0268312,0.0481667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378983,0.0278839,0.0611179,0,0,0.0104564,0,0,0.0462134,0.0305476,0.035674,0.01265,0.0261834,0.036553,0.0545607,0.0360006,0.0526356,0.0768622,0.0615978,0.0654995,0.0613445,0.0619043,0.0627735,0.0215443,0.0421718,0.0224856,0.0118855,0.0291988,0,0.0221861,0.06509,0.0195289,0,0,0.0149635,0,0,0.0363318,0.039839,0.0373725,0.00666948,0.0304619,0.0396317,0.0296415,0.0759502,0.0927588,0.0578044,0.0288631,0.0584823,0.0398085,0.0392313,0.0628188,0.0252656,0.0177944,0.0213131,0.013533,0.0314596,0.0192906,0,0,0,0
617,0,0.0268442,0.0480795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380207,0.0279023,0.0611161,0,0,0.0104719,0,0,0.0462007,0.0306772,0.0357017,0.0126948,0.0262056,0.0361997,0.0546113,0.0360165,0.0526565,0.0768587,0.0616706,0.0654827,0.0613305,0.0619089,0.062747,0.0213872,0.0422278,0.022526,0.0117757,0.0291834,0,0.0221869,0.0650689,0.0195081,0,0,0.0149713,0,0,0.0363562,0.0398359,0.0373731,0.00664831,0.0304327,0.0396556,0.0296244,0.0759351,0.092741,0.0577723,0.0288696,0.0583383,0.0398142,0.0392665,0.0628373,0.0252681,0.0177817,0.021322,0.0135577,0.0314231,0.0193291,0,0,0,0
618,0,0.0265663,0.0480525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036515,0.0286612,0.0588677,0,0,0.0106453,0,0,0.0464849,0,0.0362937,0.0134916,0.0273724,0.0366351,0.0552871,0.03639,0.0506242,0.0764177,0.062493,0.0652707,0.0609644,0.0617427,0.0624882,0.0233205,0.0420043,0.0223423,0.0117651,0.0286967,0,0.0222813,0.0674586,0.0192663,0,0,0.014979,0,0,0.036328,0.0383908,0.0378578,0.00817301,0.0310423,0.0392344,0.0293025,0.0760949,0.0932469,0.0577783,0.0276519,0.0577818,0.0393241,0.0389121,0.0623638,0.0259762,0.01768,0.021392,0.0135961,0.0314973,0.0197673,0,0,0,0
619,0,0.0268486,0.0480811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378764,0.0279008,0.0611596,0,0,0.0106031,0,0,0.0462053,0.0306823,0.0356591,0.0126331,0.0263482,0.0364223,0.054685,0.0360129,0.0525801,0.0768616,0.061676,0.0654419,0.0612241,0.0619264,0.0627363,0.021565,0.0421976,0.022577,0.0116281,0.0291238,0,0.022347,0.0650528,0.0195655,0,0,0.0149729,0,0,0.0363676,0.0398809,0.0374757,0.00665144,0.0304332,0.0396081,0.0296213,0.0759348,0.0927615,0.0576065,0.028867,0.0583392,0.0397956,0.0394383,0.0627978,0.025339,0.0177254,0.0213158,0.0136182,0.0314468,0.0194207,0,0,0,0
620,0,0.0268611,0.0481226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379323,0.0278399,0.0611764,0,0,0.0106334,0,0,0.0461943,0.0306933,0.0356152,0.0126442,0.0262382,0.0364753,0.0546476,0.0360135,0.0525969,0.076866,0.0615378,0.0654578,0.0612053,0.0619377,0.0627609,0.0215553,0.0421492,0.0225822,0.011624,0.0291426,0,0.0223462,0.0650382,0.0195836,0,0,0.0149593,0,0,0.0363415,0.0398598,0.0374291,0.00666922,0.0303722,0.039607,0.0296302,0.0759501,0.0927872,0.057757,0.0289015,0.058292,0.0398159,0.0394804,0.0627959,0.0253033,0.0177264,0.0213143,0.0136406,0.0314293,0.0194881,0,0,0,0
621,0,0.0268628,0.0480452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380427,0.0278443,0.0611827,0,0,0.0106281,0,0,0.0461799,0.0307143,0.0356355,0.0126527,0.0261996,0.0362983,0.0545967,0.0360652,0.0526457,0.0769008,0.0615024,0.0654584,0.0612288,0.0619138,0.0627332,0.0214181,0.0421436,0.0225842,0.0116172,0.0291278,0,0.0223296,0.0650267,0.0195458,0,0,0.0149304,0,0,0.0363222,0.0398238,0.0374059,0.00668773,0.0303443,0.0396163,0.0296303,0.075945,0.0927963,0.0577298,0.0289014,0.0582893,0.0398338,0.0394761,0.0627635,0.0253141,0.01773,0.0213095,0.0136806,0.0314166,0.0195603,0,0,0,0
622,0,0.0268742,0.0479541,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380679,0.0278833,0.0612254,0,0,0.0106671,0,0,0.0461185,0.0307307,0.0356183,0.012595,0.0261651,0.036496,0.0546006,0.0361007,0.0526804,0.0769075,0.0614914,0.0654896,0.0612253,0.0619211,0.0627239,0.0214022,0.0421493,0.0226023,0.0114745,0.0291131,0,0.0223057,0.0650114,0.0195346,0,0,0.0149238,0,0,0.0363155,0.0397912,0.0374098,0.00670427,0.0303363,0.0395613,0.0296219,0.0759451,0.0927851,0.0575777,0.0289004,0.0583789,0.0398411,0.0394639,0.0627772,0.0253235,0.0177367,0.0213145,0.0136814,0.0314481,0.0194921,0,0,0,0
623,0,0.0268824,0.0479927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380529,0.027908,0.0612398,0,0,0.0106653,0,0,0.0460343,0.030748,0.0355869,0.0125732,0.0261313,0.0366258,0.0545343,0.0360948,0.0526867,0.0768883,0.0615492,0.0655285,0.0612498,0.0619264,0.0627321,0.0214056,0.0421609,0.0226183,0.0113849,0.0291166,0,0.022317,0.0650033,0.0195318,0,0,0.0149388,0,0,0.0363022,0.0397887,0.0374363,0.00668573,0.030343,0.0395056,0.0296309,0.0759354,0.092762,0.0575055,0.0288987,0.0585087,0.0398474,0.0394729,0.0627742,0.0253247,0.0177634,0.0213402,0.0136598,0.0314502,0.0192652,0,0,0,0
624,0,0.0268816,0.0479849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380068,0.0278865,0.0612172,0,0,0.0105604,0,0,0.046099,0.0307472,0.0355512,0.0126228,0.0261644,0.0365023,0.054568,0.0360812,0.052666,0.0768979,0.0617241,0.0655244,0.06126,0.0619249,0.0627427,0.021468,0.0422068,0.0225615,0.0116336,0.0291012,0,0.0223598,0.0650151,0.0195048,0,0,0.0149337,0,0,0.036273,0.0397784,0.0374659,0.00666405,0.0303497,0.0395423,0.0296626,0.0759197,0.0927582,0.0575761,0.0289145,0.0584466,0.0398359,0.0394479,0.0627227,0.0253367,0.0177874,0.0213343,0.0136528,0.0313923,0.0190176,0,0,0,0
625,0,0.026856,0.0479808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379283,0.0278659,0.0611858,0,0,0.0105223,0,0,0.046143,0.0307324,0.0355796,0.0127323,0.0262552,0.0362572,0.054675,0.0360406,0.0525914,0.0768916,0.0617931,0.0655089,0.0612735,0.0619214,0.0627543,0.0215523,0.0422064,0.0225311,0.0117337,0.0290541,0,0.0223315,0.0650331,0.0194949,0,0,0.0149157,0,0,0.0362378,0.0397684,0.0374334,0.00665104,0.0303658,0.0396093,0.0296883,0.0758972,0.0927239,0.0576918,0.028969,0.058352,0.0398407,0.0393501,0.0627404,0.0253697,0.017794,0.0213032,0.01365,0.0313561,0.0190501,0,0,0,0
626,0,0.0268498,0.0479968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379053,0.027852,0.0612217,0,0,0.0105497,0,0,0.0461366,0.0306826,0.0355402,0.0126774,0.02628,0.0364235,0.0545956,0.0359988,0.0525951,0.0769042,0.0617843,0.065503,0.0612284,0.0619458,0.0627512,0.0216084,0.042205,0.0225513,0.0116896,0.0290736,0,0.0223204,0.0650127,0.0195023,0,0,0.0149056,0,0,0.0362018,0.0397656,0.0374207,0.00667859,0.0303528,0.0395891,0.029681,0.0759117,0.0927102,0.057633,0.0289821,0.0584176,0.0398529,0.0394219,0.0627688,0.0253587,0.0177955,0.0213,0.0136373,0.0313771,0.0190632,0,0,0,0
627,0,0.0268556,0.0479776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379979,0.0279156,0.0612445,0,0,0.0105329,0,0,0.0461283,0.0306627,0.0355641,0.0125533,0.0262589,0.0366159,0.0544993,0.0360401,0.0526703,0.0769334,0.0617819,0.065494,0.0612077,0.0620714,0.0627363,0.0215174,0.0422745,0.0225891,0.0116752,0.0290855,0,0.0223299,0.0649947,0.0194635,0,0,0.0148926,0,0,0.0361882,0.0397412,0.0374177,0.0067157,0.0303866,0.0395391,0.0296858,0.0759373,0.0927042,0.0575828,0.0289306,0.0586043,0.0398828,0.0394844,0.062766,0.0253464,0.0178255,0.0213102,0.0136452,0.0313786,0.0187557,0,0,0,0
628,0,0.0268628,0.0479668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038092,0.0279569,0.0612429,0,0,0.0105236,0,0,0.0461459,0.0306613,0.0355882,0.0125024,0.0262379,0.0365986,0.0544268,0.036068,0.0527199,0.0769482,0.0618218,0.0654874,0.0612707,0.0621893,0.0627148,0.0213845,0.0423491,0.0225974,0.0116706,0.0290856,0,0.0223457,0.065002,0.019471,0,0,0.0148682,0,0,0.0361673,0.0397091,0.0374029,0.00674119,0.0304265,0.0395135,0.0296784,0.0759245,0.0926857,0.0576423,0.0288252,0.0585823,0.0399113,0.0395138,0.0627672,0.0253172,0.0178396,0.0213124,0.0136511,0.0313941,0.0187675,0,0,0,0
629,0,0.0268722,0.0479895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381213,0.0279248,0.0612331,0,0,0.0105437,0,0,0.0460931,0.0306831,0.0355674,0.0125136,0.0262424,0.0364381,0.0544297,0.0360975,0.0527099,0.0769482,0.0618381,0.0654937,0.0613147,0.0620494,0.0627419,0.0213117,0.0423011,0.0226096,0.0115385,0.0290737,0,0.0223452,0.0650077,0.0195322,0,0,0.0148499,0,0,0.0361486,0.0396877,0.0373963,0.00674594,0.0304136,0.0395277,0.0296683,0.07591,0.0926553,0.0577301,0.0288915,0.0585403,0.039924,0.0395407,0.0627944,0.0253135,0.0178421,0.0213045,0.0136474,0.0314016,0.0191687,0,0,0,0
630,0,0.0268453,0.048034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381426,0.0279215,0.0612161,0,0,0.0105753,0,0,0.0460236,0.0307366,0.035505,0.0125557,0.0262795,0.0362029,0.0543787,0.0361313,0.0526699,0.0769301,0.0618495,0.0655066,0.0613101,0.0619536,0.0627525,0.0213073,0.0423376,0.0226466,0.0113815,0.0290737,0,0.0223392,0.0650157,0.0195405,0,0,0.0148735,0,0,0.0361628,0.0396946,0.0373831,0.00673885,0.0303946,0.0395396,0.029654,0.0758888,0.0926155,0.0577927,0.0289869,0.0585181,0.039977,0.0395599,0.0628162,0.0253035,0.0178295,0.0213112,0.0136404,0.0314075,0.0193673,0,0,0,0
631,0,0.0265706,0.0480989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364966,0.0287107,0.0589752,0,0,0.0106553,0,0,0.0463548,0,0.0360699,0.0133647,0.027427,0.0368258,0.0550112,0.0365212,0.0506148,0.0764843,0.0626337,0.0653183,0.0609396,0.0617464,0.0624841,0.0234303,0.0420949,0.0223701,0.0116075,0.0285919,0,0.0223522,0.0674195,0.0192583,0,0,0.0149207,0,0,0.0361763,0.0382567,0.0378275,0.00832888,0.0310412,0.039104,0.0293476,0.0760694,0.0930856,0.0578854,0.0277172,0.0579361,0.0395011,0.0390528,0.0623601,0.0259888,0.01773,0.0213788,0.013631,0.0314721,0.0197888,0,0,0,0
632,0,0.0266109,0.0480561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364249,0.0286903,0.0589956,0,0,0.0106457,0,0,0.0463927,0,0.0360416,0.0133266,0.0273973,0.0369563,0.0550092,0.036538,0.0506461,0.0765072,0.0626424,0.0653261,0.0608793,0.0617287,0.0624588,0.0235219,0.0420825,0.0223569,0.0116948,0.0286185,0,0.0223286,0.0674155,0.0192432,0,0,0.014893,0,0,0.0361655,0.0382277,0.0377831,0.00838203,0.0310988,0.0390962,0.0293736,0.0760778,0.0930641,0.0578865,0.0275757,0.057935,0.0394927,0.0389652,0.0623821,0.0259594,0.0177681,0.0213476,0.013664,0.0314537,0.0197083,0,0,0,0
633,0,0.0269351,0.0479516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378342,0.0279434,0.0612634,0,0,0.0105396,0,0,0.046101,0.03072,0.035466,0.0125377,0.0263306,0.036457,0.0543805,0.0361782,0.0526839,0.0769772,0.0618786,0.0655096,0.061151,0.0618921,0.0627036,0.0216121,0.0422788,0.0225985,0.0116203,0.0290797,0,0.0223399,0.0650337,0.0195097,0,0,0.0148666,0,0,0.0361973,0.0396821,0.0373711,0.00687538,0.0305598,0.0395054,0.0296836,0.0759121,0.0925443,0.0577937,0.0289082,0.0584728,0.039947,0.0394391,0.0628443,0.0252818,0.0178639,0.0212597,0.0136787,0.0313395,0.0192214,0,0,0,0
634,0,0.0269329,0.047927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378937,0.0278865,0.0612434,0,0,0.0105281,0,0,0.0461147,0.0307069,0.0354814,0.0125613,0.0262631,0.0364002,0.0543749,0.0361717,0.0527115,0.0769832,0.0618753,0.0655242,0.0611877,0.0619267,0.0627606,0.0215634,0.0422748,0.0225978,0.0116313,0.0291619,0,0.0223165,0.0650444,0.0195477,0,0,0.0148739,0,0,0.0361942,0.039666,0.0373542,0.00689031,0.030518,0.0395361,0.0296622,0.075912,0.0925399,0.0578192,0.0291564,0.0584667,0.0399485,0.0394247,0.0628476,0.0252004,0.0178679,0.0212592,0.0136622,0.0312817,0.019161,0,0,0,0
635,0,0.0268958,0.0478954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037967,0.0278991,0.0612118,0,0,0.0105152,0,0,0.0461056,0.0307438,0.0355072,0.0126027,0.0262609,0.0362735,0.0543715,0.0362128,0.0527227,0.0769779,0.0619212,0.0655224,0.0612242,0.061946,0.0627565,0.0214951,0.04234,0.0226192,0.0115786,0.0291401,0,0.022293,0.0650616,0.019562,0,0,0.0148729,0,0,0.0361886,0.03966,0.037354,0.00692609,0.0304925,0.0395506,0.0296713,0.0758903,0.0925131,0.0578372,0.0295085,0.0585029,0.0399621,0.039353,0.0628547,0.025232,0.0178803,0.0212601,0.013642,0.0312594,0.0191058,0,0,0,0
636,0,0.0268411,0.0478801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380072,0.027983,0.0611902,0,0,0.0105312,0,0,0.0460373,0.0307751,0.035478,0.0126268,0.0262665,0.036107,0.0543524,0.036251,0.0527172,0.076957,0.061959,0.0655233,0.0612683,0.0619488,0.0627295,0.0214822,0.0423977,0.0226961,0.0113961,0.0291177,0,0.022285,0.0650713,0.0195391,0,0,0.0148401,0,0,0.0361776,0.0396446,0.037349,0.00695744,0.0304521,0.0395599,0.0296945,0.075857,0.0924618,0.0578197,0.0296082,0.0584925,0.039983,0.0393664,0.0628745,0.0252365,0.017916,0.0212516,0.0136567,0.0312564,0.0191308,0,0,0,0
637,0,0.0268384,0.0478738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379209,0.0279978,0.0611944,0,0,0.0106236,0,0,0.045928,0.0307819,0.0354517,0.0126417,0.0262759,0.0361737,0.0542859,0.0362136,0.0527062,0.0769491,0.0619669,0.0655152,0.0612664,0.0619542,0.0627295,0.0215914,0.0422927,0.0227916,0.0111973,0.0291376,0,0.0222825,0.0650823,0.0195488,0,0,0.0148281,0,0,0.036178,0.039655,0.0373265,0.00697565,0.0304568,0.0395097,0.0297314,0.0758436,0.0924068,0.0577918,0.0294897,0.0584702,0.0400085,0.0394697,0.0629182,0.0251849,0.0179485,0.0212391,0.0136703,0.0312813,0.0191655,0,0,0,0
638,0,0.0268894,0.0478679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377821,0.0279623,0.0611704,0,0,0.0106334,0,0,0.0459198,0.0308324,0.0354551,0.0127511,0.0262925,0.0361222,0.0542291,0.0361785,0.0526658,0.0769556,0.0618944,0.0655019,0.0612868,0.0619493,0.0627423,0.0217602,0.0422394,0.0227333,0.0113021,0.0291579,0,0.0222609,0.0651156,0.0195432,0,0,0.0148559,0,0,0.0361934,0.0396806,0.0372562,0.00698757,0.0304808,0.0395112,0.0297669,0.0758281,0.092375,0.0578828,0.0293515,0.058462,0.0400467,0.0394244,0.0629524,0.0251413,0.01796,0.0212194,0.0136481,0.0312827,0.0191964,0,0,0,0
639,0,0.0270291,0.0478865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377712,0.0279484,0.0611666,0,0,0.01059,0,0,0.045927,0.0309197,0.035526,0.0127585,0.0262497,0.0363255,0.0541703,0.036213,0.0526672,0.0769724,0.0616962,0.0654907,0.0613292,0.0619545,0.0627525,0.0218059,0.042258,0.0227026,0.0114219,0.0291646,0,0.0222259,0.0651288,0.0195011,0,0,0.0148857,0,0,0.0361889,0.0396905,0.037242,0.00701768,0.0304823,0.0394852,0.0297878,0.0758136,0.092372,0.057842,0.0295291,0.0584776,0.0400374,0.039313,0.0629717,0.0251574,0.0179628,0.0212167,0.0136035,0.0312839,0.0190668,0,0,0,0
640,0,0.0270703,0.0479027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377878,0.0279679,0.061175,0,0,0.0105506,0,0,0.0459182,0.0309953,0.0355392,0.0126896,0.0262145,0.0364988,0.0540679,0.0362612,0.0527133,0.0769828,0.0616019,0.0654829,0.0613173,0.0619634,0.062756,0.0218244,0.0422996,0.0227133,0.0114831,0.0291704,0,0.0222043,0.0651242,0.0194391,0,0,0.0149045,0,0,0.0361741,0.0397025,0.037222,0.00707025,0.0305394,0.0394657,0.0298067,0.075824,0.0923472,0.0579263,0.0294925,0.0585842,0.0400521,0.0393161,0.0630076,0.0251564,0.0179653,0.0212461,0.0135136,0.0312785,0.0188532,0,0,0,0
641,0,0.0270649,0.0479183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378009,0.0279861,0.0612089,0,0,0.0104947,0,0,0.0459504,0.0309554,0.0354988,0.0126469,0.0261736,0.0365804,0.0540348,0.0362891,0.0527705,0.0769804,0.0615883,0.0654814,0.0612768,0.061953,0.0627492,0.0218171,0.0423346,0.0226914,0.0115977,0.0291937,0,0.0221975,0.0651182,0.0194185,0,0,0.0149294,0,0,0.0361843,0.0397064,0.037204,0.00712274,0.0306015,0.0394557,0.0297708,0.0758598,0.092318,0.0579253,0.0291817,0.0587872,0.0400702,0.0393398,0.0630186,0.0251213,0.0179384,0.0212869,0.0134181,0.0312875,0.0190603,0,0,0,0
642,0,0.0270744,0.0479506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378757,0.0279945,0.0612376,0,0,0.0104056,0,0,0.0460781,0.0308711,0.0354543,0.0126215,0.026161,0.0365522,0.0540561,0.036305,0.0528343,0.077021,0.0616271,0.0654617,0.0613022,0.061932,0.0627325,0.0217662,0.0423628,0.0225899,0.0119284,0.0292086,0,0.0222171,0.065105,0.0193664,0,0,0.0149292,0,0,0.0362574,0.0397275,0.0372241,0.00716838,0.0305907,0.0394613,0.029734,0.0758769,0.092319,0.0578535,0.0292086,0.0588388,0.0400311,0.0393353,0.0629744,0.0251154,0.0179234,0.0212572,0.0135459,0.0312822,0.019196,0,0,0,0
643,0,0.026793,0.0480207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364004,0.0287569,0.0589698,0,0,0.0105418,0,0,0.0463648,0,0.0360094,0.0133725,0.0272795,0.037047,0.0547763,0.036709,0.0507913,0.0765885,0.0624918,0.0652557,0.0609982,0.0617997,0.0624626,0.0236686,0.0420593,0.0223866,0.0119526,0.0287288,0,0.0222455,0.0675083,0.0190854,0,0,0.0149201,0,0,0.0362806,0.038327,0.0377037,0.0087384,0.0311458,0.0390347,0.0294009,0.0760297,0.0928342,0.0578337,0.0282855,0.0581945,0.0395117,0.0387924,0.0624946,0.0258339,0.0178646,0.0213157,0.0136266,0.0313516,0.0195954,0,0,0,0
644,0,0.0270584,0.0479416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376982,0.0280373,0.0612442,0,0,0.01045,0,0,0.0459978,0.0308872,0.0354792,0.0126027,0.0263247,0.036532,0.0541337,0.0363033,0.0526736,0.077036,0.0618856,0.0654487,0.0613043,0.0620975,0.0626827,0.0218593,0.0423322,0.0226897,0.0116587,0.0291527,0,0.0222436,0.0651137,0.0193285,0,0,0.0149391,0,0,0.0363933,0.0397915,0.0372449,0.00719884,0.0305613,0.0394286,0.0297242,0.0758125,0.0923007,0.0577093,0.0294352,0.0586281,0.0400242,0.0392908,0.0629968,0.0251795,0.0179279,0.0212412,0.0136452,0.0312905,0.01918,0,0,0,0
645,0,0.0270434,0.0479621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377702,0.0278797,0.061234,0,0,0.0105455,0,0,0.0458765,0.0307773,0.0354848,0.0125217,0.026203,0.036589,0.0540164,0.0363046,0.0528061,0.077046,0.0619182,0.0654906,0.0613532,0.0620768,0.0627144,0.0216841,0.0423133,0.022793,0.011347,0.0292025,0,0.0222043,0.0651349,0.0193372,0,0,0.014869,0,0,0.0363492,0.0397419,0.0371883,0.007202,0.0305252,0.0393998,0.0297096,0.0758133,0.0922838,0.0578169,0.0293986,0.0585988,0.0400798,0.0393578,0.0630303,0.0251119,0.0179711,0.0212467,0.0136709,0.0312893,0.0192076,0,0,0,0
646,0,0.0267468,0.0480306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364215,0.0284214,0.0589547,0,0,0.0106732,0,0,0.0461236,0,0.0359976,0.0132511,0.0272334,0.0371704,0.0546021,0.0366812,0.0509,0.0766229,0.0626949,0.065299,0.0610322,0.0618563,0.062456,0.0235525,0.042009,0.0225449,0.0114415,0.0287231,0,0.022208,0.067569,0.0190874,0,0,0.0148383,0,0,0.036288,0.0383198,0.0376161,0.00877252,0.0311372,0.038971,0.0293907,0.0759988,0.0927534,0.0580246,0.0281927,0.0580505,0.039601,0.0388639,0.062588,0.025788,0.0179348,0.0213187,0.0136807,0.0313621,0.0196324,0,0,0,0
647,0,0.0270052,0.0479144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378055,0.0276132,0.0612154,0,0,0.0105443,0,0,0.045834,0.0307836,0.0353533,0.0125112,0.0262186,0.0366392,0.0540594,0.0363019,0.0528832,0.0770997,0.0619567,0.0654423,0.061313,0.0619265,0.0626567,0.0217671,0.0423203,0.0227643,0.0114227,0.02914,0,0.0222228,0.0652011,0.0193014,0,0,0.0148145,0,0,0.0363463,0.0397894,0.0372101,0.00727812,0.03056,0.0393791,0.0297205,0.0757958,0.0922292,0.057873,0.0296678,0.0586022,0.0400372,0.0393047,0.0630643,0.0251401,0.0180406,0.0212313,0.0136828,0.0312694,0.0190613,0,0,0,0
648,0,0.0269653,0.0478497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377536,0.027675,0.0611856,0,0,0.0105023,0,0,0.0458562,0.0308851,0.0353958,0.0125908,0.0261536,0.0365046,0.0541025,0.0363044,0.0527836,0.0770759,0.0619921,0.0654393,0.0613445,0.0619139,0.0626914,0.021845,0.042351,0.0227406,0.0114873,0.0292296,0,0.0221909,0.0651979,0.019214,0,0,0.014795,0,0,0.0363329,0.0397526,0.0372217,0.00727437,0.0305004,0.0394347,0.0297923,0.0757657,0.0922435,0.0577672,0.0298007,0.0585802,0.0399979,0.0393036,0.0630682,0.025048,0.0180861,0.0212017,0.0136749,0.0311959,0.0186339,0,0,0,0
649,0,0.0269281,0.0478549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377751,0.0277263,0.0611338,0,0,0.0104993,0,0,0.0458922,0.0309511,0.0354482,0.0126364,0.0261905,0.0360707,0.0541588,0.0363074,0.0527078,0.0770706,0.0620531,0.0654236,0.0613396,0.0619093,0.062689,0.0218096,0.0423937,0.0227206,0.011516,0.0292497,0,0.0221979,0.0652145,0.0191807,0,0,0.0147553,0,0,0.0362966,0.0397241,0.037234,0.00725809,0.0305279,0.0395114,0.0298132,0.0757349,0.0922379,0.0578204,0.0297128,0.0585721,0.0399887,0.0393574,0.0630643,0.0250227,0.0181226,0.0211906,0.0136681,0.0311298,0.0186331,0,0,0,0
