Timestep,,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,L5HD
218,0,0.0242675,0.0453237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452941,0.0257017,0.0696051,0,0,0.0133527,0,0,0.0443335,0.0314128,0.0362891,0.0143121,0.0247406,0.0313034,0.0516059,0.031341,0.0442687,0.0732162,0.0602342,0.0649056,0.0594921,0.0619437,0.0621917,0.0131349,0.0380511,0.0208776,0.0101935,0.0232712,0,0.028168,0.0603912,0.018148,0,0,0.0178059,0,0,0.0360292,0.0411483,0.0612024,0.00641366,0.0182361,0.0473,0.0221386,0.0663851,0.0884906,0.0648641,0.01946,0.0575371,0.0320991,0.034001,0.0624022,0.066851,0.0234423,0.0278805,0.0105132,0.0243407,0.0233589,0,0,0,0
219,0,0.0244223,0.045303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457035,0.0255973,0.0697943,0,0,0.0134247,0,0,0.0442644,0.0317693,0.0362763,0.0151684,0.0246671,0.0310987,0.0513596,0.0313183,0.0443003,0.0731471,0.0603178,0.0648605,0.0595961,0.0617897,0.0620801,0.0129066,0.0379633,0.0209625,0.0102549,0.0234606,0,0.0280033,0.0605336,0.0182317,0,0,0.0177207,0,0,0.0358027,0.0410132,0.0608356,0.00652561,0.0178858,0.0476828,0.0221507,0.0661637,0.0883291,0.0648719,0.0196842,0.0575702,0.0320685,0.0339997,0.0624234,0.0665891,0.0234256,0.0276999,0.0106135,0.0243161,0.0233491,0,0,0,0
220,0,0.0256393,0.045273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452818,0.025297,0.067806,0,0,0.013003,0,0,0.0437907,0.0312252,0.0359278,0.0153046,0.024034,0.0309989,0.0503323,0.0312906,0.0443076,0.0727865,0.0597693,0.0653076,0.0604058,0.0623816,0.0625858,0.0129845,0.0388354,0.0213117,0.00998328,0.0225334,0,0.0271843,0.0621645,0.0184415,0,0,0.0178324,0,0,0.0351429,0.0383311,0.0578667,0.00924626,0.0215539,0.0486473,0.0218642,0,0.0919971,0.0633956,0.0183151,0.0579231,0.0331054,0.0352411,0.0632314,0.0652811,0.0237982,0.027845,0.0106292,0.0241035,0.0228594,0,0,0,0
221,0,0.0247228,0.045362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459915,0.025296,0.0697566,0,0,0.0133718,0,0,0.0444042,0.0327526,0.0362772,0.0153715,0.0243903,0.0309637,0.0513564,0.0314659,0.0439227,0.0729071,0.0604587,0.0646852,0.0597736,0.0619243,0.0620765,0.0127655,0.0381068,0.0208786,0.0101964,0.02363,0,0.0280021,0.0606854,0.0181377,0,0,0.0179468,0,0,0.0356155,0.0406673,0.0604492,0.0064425,0.0176934,0.0483487,0.0219666,0.0656805,0.0880147,0.0647958,0.0200663,0.0577724,0.0320946,0.0340671,0.0626469,0.0653931,0.0233707,0.0276399,0.0103688,0.0241633,0.0235416,0,0,0,0
222,0,0.0249068,0.0452317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463216,0.0251403,0.0697746,0,0,0.0134037,0,0,0.0444375,0.0331824,0.0363501,0.0154943,0.0243673,0.0307754,0.0514749,0.0315778,0.0437305,0.0729513,0.0605034,0.0645284,0.0595092,0.0617181,0.0619346,0.012556,0.0380266,0.0209792,0.0103556,0.0240628,0,0.0277374,0.0606414,0.0182715,0,0,0.01768,0,0,0.0355335,0.0406612,0.0599145,0.00660391,0.0175713,0.0487634,0.0220322,0.0658407,0.0877677,0.0647409,0.020391,0.0578443,0.0322183,0.0340795,0.0627473,0.0648735,0.0233821,0.0274236,0.0103607,0.0241349,0.0234775,0,0,0,0
223,0,0.025071,0.0451512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464692,0.0250066,0.0696748,0,0,0.0133674,0,0,0.0444604,0.0337147,0.0364089,0.0156019,0.0243333,0.0306805,0.051461,0.0317303,0.0434383,0.0730516,0.060574,0.0644567,0.059383,0.0616233,0.0618661,0.012488,0.0380129,0.021047,0.0103658,0.0243142,0,0.0275792,0.0606955,0.0182694,0,0,0.0173891,0,0,0.0349301,0.0405191,0.0594292,0.00664641,0.0179476,0.0491211,0.0218454,0.0661036,0.0874456,0.0647054,0.0204826,0.0580156,0.032363,0.0342327,0.0629102,0.064075,0.0232668,0.0271722,0.0105761,0.0241452,0.0234819,0,0,0,0
224,0,0.0251799,0.0449225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519104,0.0264146,0.0678281,0,0,0.0128366,0,0,0.0453209,0.0350687,0.0352524,0.0133859,0.0249442,0.0321463,0.0524087,0.0326334,0.0439595,0.0737863,0.0612374,0.0636908,0.0584604,0.0605992,0.0609515,0.0144177,0.0382249,0.0202539,0.00920778,0.0438428,0,0.021756,0.062706,0.0174404,0,0,0.0189934,0,0,0.0338046,0.0390452,0.0479449,0.00433112,0.0134199,0.0487276,0.0204636,0.0649709,0.085697,0.0645728,0.0231209,0.0566402,0.0319282,0.0318205,0.0595424,0,0.0235299,0.0279282,0.00958586,0.0239305,0.0247017,0,0,0,0
225,0,0.0253336,0.0448453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518847,0.0266341,0.0679111,0,0,0.0128556,0,0,0.0452898,0.0354346,0.0352816,0.0133686,0.0247737,0.0320357,0.0528013,0.0326366,0.0436051,0.0738007,0.0612524,0.0636432,0.0585305,0.0603953,0.0608569,0.0145423,0.0382235,0.0202142,0.00920235,0.0437988,0,0.0216179,0.0626378,0.0174129,0,0,0.0195417,0,0,0.0342305,0.0391543,0.0477151,0.00448058,0.0134053,0.0490605,0.0203817,0.0647854,0.0858224,0.0645986,0.0231404,0.0568243,0.0321411,0.0319888,0.0596608,0,0.0235495,0.0279885,0.00923332,0.0239282,0.024698,0,0,0,0
226,0,0.0254804,0.0447635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518141,0.0266097,0.0678987,0,0,0.0128651,0,0,0.0452914,0.0357796,0.0352323,0.0133484,0.0245743,0.0319507,0.052777,0.0327922,0.0432482,0.0737603,0.0612862,0.0636007,0.05855,0.0601556,0.0607668,0.0146414,0.0382266,0.0202268,0.00922354,0.0436381,0,0.0214612,0.0626644,0.0173142,0,0,0.0194795,0,0,0.0340052,0.0391873,0.0475274,0.00454653,0.0135072,0.0493226,0.0202878,0.0647613,0.0857068,0.0646683,0.023172,0.0569938,0.032451,0.0321319,0.0598672,0,0.0235697,0.0279509,0.00931099,0.0239468,0.0247309,0,0,0,0
227,0,0.025593,0.044678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051772,0.0262755,0.0678108,0,0,0.0128867,0,0,0.0453368,0.0361386,0.035124,0.0133443,0.024395,0.031892,0.0526908,0.0327764,0.0429964,0.0737243,0.0613585,0.0635281,0.0584899,0.0599862,0.06063,0.0146836,0.0382208,0.0202658,0.00925474,0.043543,0,0.0213567,0.0627103,0.0172928,0,0,0.0196388,0,0,0.0341751,0.0391603,0.0473384,0.00453179,0.013416,0.0495069,0.0201773,0.0646058,0.0855799,0.0647169,0.0230218,0.0571597,0.0326052,0.032342,0.0601251,0,0.0236636,0.0280657,0.0093049,0.0239767,0.0248007,0,0,0,0
228,0,0.0266569,0.0444586,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511265,0.0258593,0.0658883,0,0,0.012562,0,0,0.044941,0.03526,0.0347707,0.0135183,0.0237622,0.0316867,0.0519314,0.0325418,0.0427744,0.0734248,0.0606285,0.0639808,0.0589927,0.0604631,0.0610208,0.0141072,0.0387321,0.0206983,0.00923181,0.0421325,0,0.0209806,0.0639559,0.0177923,0,0,0.0194481,0,0,0.0335257,0.0367745,0.0444466,0.00712083,0.0170173,0.0503159,0.0200559,0,0.0893237,0.0629883,0.021103,0.0571981,0.0332012,0.033621,0.0608964,0,0.0241291,0.0281626,0.00976372,0.0239431,0.0242829,0,0,0,0
229,0,0.0266025,0.0443839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522074,0.0255037,0.0645702,0,0,0.012674,0,0,0.0450892,0.0360977,0.0345284,0.0128322,0.0231294,0.0321069,0.0523003,0.0327148,0.0419164,0.0730255,0.0605265,0.0641792,0.0591784,0.0605374,0.0611769,0.0147148,0.0385682,0.0204168,0.00925923,0,0,0.0232639,0.0650206,0.0176464,0,0,0.0192458,0,0,0.0331321,0.0365851,0.0340087,0.00706335,0.0183613,0.05033,0.0195495,0,0.0910475,0.0679384,0.0206663,0.0486429,0.0282005,0.0256838,0.0498569,0,0.0242433,0.0280917,0.00991515,0.023904,0.0247224,0,0,0,0
230,0,0.0257189,0.044472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506514,0.0256944,0.0678138,0,0,0.0130367,0,0,0.0453806,0.0362241,0.03529,0.0136577,0.0239008,0.0318158,0.0529821,0.0327596,0.042264,0.0736894,0.0612274,0.0634455,0.0581912,0.0598583,0.0604943,0.0141446,0.0380234,0.0199914,0.00920199,0,0,0.0199339,0.0621792,0.0172135,0,0,0.0193154,0,0,0.0331841,0.0406199,0.0560067,0.00477663,0.011997,0.0499083,0.0196708,0.0621746,0.0857216,0.0656701,0.0232966,0.056662,0.0326179,0.0321627,0.0595274,0.067006,0.0236942,0.0281337,0.0098465,0.0239597,0.025241,0,0,0,0
231,0,0.0266624,0.0443515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500723,0.0253864,0.0657285,0,0,0.0127565,0,0,0.044963,0.0356933,0.034959,0.0137193,0.0230961,0.0316271,0.0522322,0.0326522,0.0431158,0.073323,0.0606251,0.0638874,0.0588182,0.0603565,0.060912,0.0135842,0.0384548,0.0202943,0.00912948,0,0,0.0192838,0.0634374,0.0176603,0,0,0.0195306,0,0,0.0329231,0.0380669,0.0527711,0.00759903,0.0162282,0.0507062,0.0195566,0,0.0895848,0.0639041,0.0210131,0.0566674,0.0333797,0.0333711,0.0602285,0.063648,0.0242372,0.0283783,0.0101753,0.0238887,0.0248434,0,0,0,0
232,0,0.0257823,0.0444556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050305,0.0255236,0.0671342,0,0,0.0132664,0,0,0.0454868,0.0370185,0.0354067,0.0137341,0.0234248,0.0315935,0.0533426,0.0327393,0.0433202,0.0736053,0.0614398,0.0633371,0.0583472,0.0597446,0.0602996,0.0139673,0.0377703,0.0199936,0.00908961,0,0,0.020183,0.0620434,0.0171213,0,0,0.0193196,0,0,0.033051,0.0406973,0.0546725,0.0047926,0.0125394,0.0501147,0.0194288,0.0642227,0.0859699,0.0658672,0.0229186,0.0572506,0.0331721,0.0326238,0.0600262,0.0627591,0.0240225,0.0284676,0.0101352,0.023905,0.0255051,0,0,0,0
233,0,0.0259224,0.0444397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497702,0.0255753,0.0674846,0,0,0.0133013,0,0,0.0455196,0.0367744,0.035725,0.0142829,0.023381,0.0314256,0.0534549,0.0325866,0.0435841,0.0737582,0.0614716,0.0631289,0.0582831,0.0595832,0.0600789,0.0137917,0.0377617,0.0201277,0.00908445,0.0273334,0,0.0229197,0.0613443,0.0171786,0,0,0.0193774,0,0,0.0329951,0.0403683,0.0516708,0.0052934,0.0144111,0.0503416,0.0195357,0.0658678,0.0863549,0.064168,0.0221297,0.0607352,0.0349785,0.036064,0.0646783,0.055731,0.0241626,0.0284578,0.0101436,0.0239344,0.0255169,0,0,0,0
234,0,0.0260369,0.0444761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497,0.0255637,0.067558,0,0,0.0133987,0,0,0.0456406,0.0369399,0.0357799,0.0142154,0.0231816,0.0314048,0.0536246,0.0325588,0.0434572,0.0737232,0.0614193,0.0630991,0.0581889,0.0595167,0.059975,0.0137328,0.0376313,0.0200593,0.00912392,0.0277012,0,0.022475,0.0613209,0.0172292,0,0,0.0194129,0,0,0.0329497,0.0404732,0.0511057,0.00537213,0.0147943,0.0504586,0.0194922,0.0657099,0.0867123,0.0641803,0.0219518,0.0611017,0.0353763,0.0362989,0.0648252,0.0531812,0.024359,0.0284717,0.0101577,0.0241006,0.0256522,0,0,0,0
235,0,0.0261041,0.0444812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495566,0.0256092,0.0676616,0,0,0.013491,0,0,0.0456807,0.0371301,0.035772,0.0139052,0.0228784,0.0314011,0.0537065,0.0325674,0.043322,0.0737243,0.0613649,0.0630755,0.0579233,0.0594891,0.0599093,0.0136639,0.0375384,0.0199838,0.00910944,0.027948,0,0.0222035,0.0612968,0.0172138,0,0,0.0194431,0,0,0.0329526,0.0405253,0.050605,0.00545072,0.0150541,0.0505218,0.0193098,0.0654851,0.0870481,0.0641454,0.021765,0.0612399,0.0356133,0.0364711,0.0649027,0.0509974,0.0244635,0.028403,0.0101021,0.0241238,0.0257993,0,0,0,0
236,0,0.0261674,0.0444736,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492826,0.0257197,0.0677709,0,0,0.0136107,0,0,0.0457461,0.037305,0.0357174,0.0138283,0.0224347,0.0313928,0.0537833,0.0326217,0.0432094,0.0737122,0.0613643,0.0629965,0.0578023,0.0593615,0.0598072,0.0135849,0.0374762,0.0199945,0.00907325,0.0283319,0,0.0219263,0.0613485,0.0171455,0,0,0.0195983,0,0,0.0329505,0.0404044,0.0500019,0.00554639,0.0154458,0.0505077,0.0191501,0.0657492,0.0873859,0.0641953,0.0214542,0.0612711,0.0360545,0.0366829,0.0648794,0.0487743,0.0244007,0.0282849,0.0100134,0.0241051,0.0259492,0,0,0,0
237,0,0.0262171,0.0444932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491599,0.0257314,0.0677562,0,0,0.013735,0,0,0.0458517,0.0374351,0.0357761,0.01397,0.0219785,0.0313818,0.0539243,0.0326837,0.0431385,0.0737036,0.0613906,0.0628329,0.0577801,0.0593253,0.0596984,0.0135217,0.0374082,0.0200601,0.00903807,0.0290098,0,0.021757,0.0613046,0.0171077,0,0,0.0195143,0,0,0.0328553,0.040305,0.0492732,0.00559107,0.0158005,0.0504554,0.0190519,0.0665547,0.0876712,0.0642713,0.0210981,0.0611404,0.036547,0.0368677,0.0648651,0.0465357,0.0244073,0.0282004,0.0099335,0.024164,0.026118,0,0,0,0
238,0,0.0262501,0.0445058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491614,0.0255923,0.0675468,0,0,0.0137877,0,0,0.0459405,0.0375117,0.035959,0.0141624,0.0217218,0.0313722,0.0541581,0.0327292,0.0430985,0.0736246,0.0614047,0.0625533,0.0578143,0.0592394,0.0596224,0.0134963,0.0373091,0.020117,0.0090823,0.0299678,0,0.0214384,0.0611461,0.017112,0,0,0.0194758,0,0,0.0327796,0.0402655,0.0484921,0.00559654,0.0160856,0.0503765,0.0189119,0.067104,0.0880519,0.0641914,0.0208335,0.0610005,0.0370319,0.0370038,0.0648744,0.0441111,0.0244323,0.0282646,0.0099154,0.0242484,0.026273,0,0,0,0
239,0,0.0262576,0.0445092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491423,0.0255681,0.0675214,0,0,0.0138703,0,0,0.0460208,0.0375313,0.0360427,0.0142549,0.0215312,0.0313939,0.0543681,0.0327642,0.0430845,0.0734548,0.0613958,0.0624145,0.0578241,0.0590727,0.0595468,0.0134977,0.0372185,0.0201157,0.0091148,0.0310407,0,0.0208381,0.0609777,0.0170489,0,0,0.0194937,0,0,0.0327727,0.0401706,0.0478118,0.0056158,0.016549,0.0502722,0.0186828,0.0673901,0.0885347,0.0640352,0.0205647,0.0611308,0.037271,0.0372556,0.0648873,0.0417769,0.0244192,0.0280827,0.0097827,0.0243173,0.0263952,0,0,0,0
240,0,0.0262436,0.0445721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490313,0.0256332,0.067604,0,0,0.0139477,0,0,0.0460703,0.0375166,0.0359904,0.0142927,0.0213159,0.0314197,0.0545661,0.0327524,0.0430593,0.0732767,0.0613661,0.0623597,0.0577768,0.0587571,0.0593942,0.0134744,0.037158,0.0200306,0.00913789,0.0321773,0,0.0205087,0.0608748,0.016943,0,0,0.019632,0,0,0.0329357,0.0400207,0.047058,0.00555829,0.017173,0.0501292,0.0186459,0.0676465,0.0890372,0.0639917,0.0202729,0.0613603,0.0374474,0.037491,0.0648624,0.039324,0.0244274,0.0281923,0.0097246,0.0243833,0.026539,0,0,0,0
241,0,0.0262192,0.0446286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489782,0.025733,0.0676359,0,0,0.0140171,0,0,0.0461093,0.0376364,0.0360294,0.0142929,0.0210638,0.0314354,0.0548476,0.0326901,0.0429692,0.0732969,0.0613584,0.0623175,0.0577132,0.058692,0.0591141,0.0134726,0.0371176,0.0198444,0.00918724,0.0333994,0,0.0205208,0.0609629,0.0168979,0,0,0.019774,0,0,0.0330976,0.0400825,0.0467533,0.00535559,0.0178891,0.0499689,0.0186212,0.0679363,0.0894044,0.0637783,0.0203245,0.0614693,0.0375594,0.0377608,0.0648101,0.0365455,0.0245003,0.0285915,0.00982141,0.0244718,0.0266313,0,0,0,0
242,0,0.0262143,0.0446515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490493,0.0258457,0.0675597,0,0,0.0140569,0,0,0.0461569,0.0377369,0.036095,0.0141976,0.0208234,0.0315071,0.0551414,0.0326465,0.0428236,0.0732938,0.0613741,0.0622378,0.0576373,0.0586413,0.0589192,0.0134888,0.0370282,0.0196221,0.00925394,0.0350899,0,0.0203612,0.0605623,0.0168695,0,0,0.0197133,0,0,0.032968,0.0401171,0.0464198,0.0049672,0.0186235,0.0498081,0.0185077,0.0682901,0.0896572,0.0635745,0.0204717,0.0613869,0.0378115,0.0381508,0.0646806,0.0335859,0.0245882,0.028565,0.00981025,0.024517,0.0267019,0,0,0,0
243,0,0.0261859,0.0447015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492634,0.0259877,0.0673226,0,0,0.0140941,0,0,0.0461844,0.0378978,0.0361473,0.0140016,0.0206151,0.0316877,0.0551519,0.0327043,0.0426659,0.0731986,0.0614391,0.0621187,0.0575452,0.0584801,0.0587807,0.0135303,0.0369544,0.0195676,0.00927777,0.0368915,0,0.0198295,0.0593088,0.0168035,0,0,0.0196541,0,0,0.0329422,0.0399302,0.0446761,0.00464558,0.0189943,0.0496424,0.0184356,0.0685844,0.089847,0.0633971,0.0207977,0.0611418,0.0376921,0.0382212,0.0643407,0.0312049,0.024679,0.0284982,0.00971305,0.0245377,0.0268536,0,0,0,0
244,0,0.0264655,0.0447119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494005,0.0260431,0.0666316,0,0,0.0140612,0,0,0.0460788,0.0378058,0.036038,0.0137941,0.020212,0.0317215,0.0551648,0.0327018,0.0425313,0.0729891,0.061206,0.0621926,0.0577139,0.0585236,0.0588572,0.013438,0.0369908,0.0196359,0.00916956,0.0401689,0,0.0229866,0.0595254,0.016908,0,0,0.0196949,0,0,0.0330184,0.039827,0,0.00466477,0.0195342,0.0495673,0.018316,0.0681366,0.093279,0.068137,0.0191672,0.0561119,0.0320492,0.0316951,0.0581973,0.0310816,0.0248388,0.0285454,0.00962371,0.024546,0.0267891,0,0,0,0
245,0,0.0264577,0.0447471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049599,0.026129,0.0666789,0,0,0.014127,0,0,0.0460419,0.0380558,0.0361229,0.0136679,0.0198753,0.0318314,0.0553607,0.0327436,0.0425077,0.0729835,0.0612159,0.0621452,0.0577055,0.0584547,0.0588084,0.0135561,0.0369377,0.0196019,0.00909088,0.0413835,0,0.022899,0.0600835,0.0168298,0,0,0.019688,0,0,0.0331449,0.0396377,0,0.00458996,0.0196199,0.0494633,0.0182808,0.0687924,0.0937985,0.0677725,0.0196383,0.0561443,0.032186,0.0317444,0.0583776,0.0285189,0.0248618,0.0285589,0.00947706,0.0245207,0.0268322,0,0,0,0
246,0,0.0264258,0.0447667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049658,0.0262516,0.0666422,0,0,0.0142208,0,0,0.0461181,0.0385501,0.0362385,0.0134782,0.0195543,0.0319441,0.0556645,0.0328532,0.0423519,0.0732589,0.0613327,0.0620956,0.0576904,0.058352,0.0587254,0.0136564,0.0369371,0.0195627,0.00906008,0.0425067,0,0.0227303,0.0596879,0.0167046,0,0,0.0196353,0,0,0.0332131,0.0393535,0,0.00440266,0.0196141,0.0493513,0.0182977,0.0693868,0.0941928,0.0673695,0.0201758,0.0561865,0.0323277,0.0317848,0.0586294,0.0262102,0.0248739,0.0285233,0.00933597,0.0244952,0.0268631,0,0,0,0
247,0,0.0264013,0.0447972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497436,0.0263686,0.0665183,0,0,0.0142064,0,0,0.0462297,0.0388408,0.0363023,0.0134999,0.0193128,0.0319628,0.0557561,0.0329406,0.0421909,0.0735521,0.0614055,0.0620526,0.0576845,0.0582771,0.0586133,0.0137068,0.0369431,0.0195909,0.00912038,0.04337,0,0.0225658,0.0606327,0.0166688,0,0,0.0195121,0,0,0.0332828,0.0390883,0,0.00423851,0.0198511,0.0492157,0.0183753,0.0699584,0.0943512,0.066965,0.0209313,0.0561692,0.0323635,0.0318221,0.0586643,0.0244469,0.0248771,0.028474,0.00922378,0.0245647,0.0268671,0,0,0,0
248,0,0.0265871,0.0449776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529919,0.0279464,0.0587156,0,0,0.0146918,0,0,0.0469018,0.0438862,0.0370452,0.0116242,0.0198351,0.0321952,0.0573595,0.0358483,0.0417098,0.0741546,0.0642796,0.06033,0.0558559,0.0564178,0.0570294,0.016075,0.0364062,0.0191693,0.00951749,0.041502,0,0.0229077,0,0.0166544,0,0,0.0195535,0,0,0.0331778,0.0347323,0,0.00746169,0.0202566,0.0468466,0.017468,0.071626,0.0952027,0.0663186,0.0196541,0.0559198,0.03199,0.0316844,0.0583864,0.0280001,0.0252913,0.0285632,0.00940392,0.0253069,0.0274943,0,0,0,0
249,0,0.0281956,0.0448699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552329,0.0309394,0.0584424,0,0,0.0143027,0,0,0.0463442,0.0443768,0.0398758,0.0109673,0.0233516,0.0326213,0.05684,0.0386126,0.0455262,0,0.0677686,0.0568094,0.0518797,0.0527487,0.0535923,0.0192372,0.0369602,0.0195477,0.009211,0.0412456,0,0.0227209,0,0.0177513,0,0,0.0194854,0,0,0.0328437,0.0352793,0,0.00846537,0.0207285,0.0456721,0.0171728,0.0718359,0.0954646,0.0661546,0.0201185,0.0558575,0.0319728,0.0316752,0.05779,0.0274456,0.026507,0.0288999,0.00970649,0.0254459,0.0273687,0,0,0,0
250,0,0.0282396,0.0449465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553748,0.0310776,0.0586307,0,0,0.0142316,0,0,0.0462875,0.0445686,0.0399122,0.0108974,0.0233407,0.0326406,0.0570256,0.038743,0.0455096,0,0.0678637,0.0568438,0.0517995,0.0526058,0.0534633,0.0193582,0.0369616,0.0195946,0.00919231,0.0406121,0,0.0223528,0,0.0177904,0,0,0.0191663,0,0,0.0329327,0.0349463,0,0.00814949,0.0210119,0.0455058,0.0173988,0.0723464,0.095636,0.0656334,0.0207413,0.0559785,0.0320355,0.0315793,0.0576246,0.0283982,0.0266216,0.0288199,0.00957429,0.0255548,0.0272422,0,0,0,0
251,0,0.0267377,0.0452768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053257,0.028494,0.0588235,0,0,0.014816,0,0,0.0467708,0.0446864,0.0371821,0.011636,0.0202011,0.0319555,0.0576667,0.0364253,0.0416627,0.074129,0.0648411,0.0602369,0.0553594,0.0557046,0.0564618,0.0162576,0.0363533,0.0192738,0.00931491,0.0395573,0,0.022117,0,0.0167291,0,0,0.0186,0,0,0.0336556,0.0338627,0,0.00728707,0.0208759,0.0461658,0.0181153,0.0730472,0.0956678,0.0648832,0.0214451,0.0562916,0.0321201,0.0316232,0.0579161,0.0302906,0.0254733,0.028417,0.00889383,0.0256851,0.0271602,0,0,0,0
252,0,0.0263655,0.0454256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535963,0.0284629,0.0592579,0,0,0.0152228,0,0,0.0469921,0.044958,0.0371887,0.0113003,0.0199292,0.0324492,0.0581817,0.0363437,0.041431,0.0741204,0.0649237,0.0602117,0.0554006,0.0554115,0.0564067,0.0165949,0.0361408,0.0192078,0.00918688,0.0363867,0,0.0205936,0,0.0163693,0,0,0.0183286,0,0,0.0337436,0.0337952,0,0.00574266,0.0205981,0.0458373,0.018188,0.0730774,0.0938277,0.0624828,0.0229189,0.058366,0.0344426,0,0.0606513,0.0314112,0.0253317,0.028191,0.00872639,0.0257152,0.0273779,0,0,0,0
253,0,0.0267982,0.0455054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05316,0.0285494,0.0591049,0,0,0.0150523,0,0,0.0467527,0.0445991,0.0373391,0.0114089,0.0196535,0.0320699,0.0575261,0.0363028,0.041554,0.0742226,0.0648378,0.0599293,0.0553856,0.0553355,0.0564055,0.0162254,0.0364557,0.019463,0.00891583,0.0369798,0,0.0230021,0,0.0165716,0,0,0.0181742,0,0,0.0338376,0.0336367,0,0.00698899,0.021586,0.0459342,0.0186293,0.0739136,0.0960692,0.0644616,0.0217699,0.0562975,0.0316128,0.0329303,0.0583924,0.0338367,0.0252836,0.0281101,0.00859608,0.0257514,0.0268189,0,0,0,0
254,0,0.0268372,0.0455422,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053034,0.0286087,0.0593229,0,0,0.0149883,0,0,0.0467985,0.0445899,0.0373879,0.0113242,0.0194981,0.0321035,0.0575242,0.0363139,0.0416428,0.0741944,0.0648494,0.0597625,0.0553382,0.0551896,0.0563624,0.0160737,0.036495,0.0195706,0.00892461,0.0352862,0,0.0228262,0,0.0165403,0,0,0.0181269,0,0,0.0339406,0.0335459,0,0.0067197,0.021991,0.0458687,0.0188999,0.0744509,0.0962185,0.0639496,0.0222118,0.0563776,0.0317108,0.0325539,0.0587645,0.0377682,0.0251093,0.0282451,0.00855291,0.0257456,0.0266265,0,0,0,0
255,0,0.027234,0.0455086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527325,0.0286863,0.0593428,0,0,0.014704,0,0,0.0466339,0.0443616,0.0373694,0.0114042,0.0192656,0.0318506,0.0572061,0.036313,0.0417477,0.0743128,0.0647754,0.0597014,0.0553296,0.0551454,0.0562634,0.0156373,0.0367282,0.0197832,0.00886567,0.031024,0,0,0,0.0168603,0,0,0.0180658,0,0,0.0341007,0.0339967,0,0.00781849,0.022535,0.0460179,0.0192545,0.074814,0.0971405,0.0649386,0.0213842,0.0564288,0.030808,0.0308298,0.0597083,0.0411996,0.0250812,0.0284107,0.00848302,0.0258547,0.0261854,0,0,0,0
