Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76
126,0.0248916,0.0432497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449527,0,0.0258034,0.0574384,0,0,0.0138307,0,0,0.0450014,0.0288099,0.0409919,0.0141276,0.022165,0.0402913,0.049073,0.036765,0.0523505,0.0770241,0.0632443,0.0665128,0.0631504,0.0636595,0.0638956,0.0169958,0.0380842,0.0191918,0.00917843,0.0366532,0,0.0211416,0.070411,0.0170239,0,0,0.020719,0,0,0.0320601,0.0416812,0.0361087,0.00881749,0.0299614,0.037925,0.0281561,0.0704924,0.0891085,0.0603438,0.0271566,0.0577921,0.0388239,0.0385222,0.0618759,0.0167189,0.0221986,0.0251415,0.0139921,0.0291965,0.0295363,0,0,0
127,0.0247538,0.0432418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444282,0,0.0259272,0.057645,0,0,0.0139691,0,0,0.0451456,0.0290093,0.0399638,0.0139023,0.0225359,0.0401136,0.0494227,0.0372399,0.0523281,0.0771577,0.0635885,0.0663758,0.063043,0.0635161,0.0637514,0.0168436,0.0378703,0.0191934,0.00913754,0.0368014,0,0.0212159,0.0702359,0.016836,0,0,0.020804,0,0,0.0320743,0.0418416,0.0362564,0.00880207,0.0297891,0.0377838,0.028071,0.0706421,0.089198,0.0603417,0.0272815,0.0577722,0.0387163,0.0384231,0.0618479,0.0166041,0.0222568,0.025537,0.0140493,0.0290889,0.0296756,0,0,0
128,0.0245995,0.0432496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437374,0,0.025761,0.0578487,0,0,0.0140877,0,0,0.0452172,0.0291764,0.0390432,0.0137264,0.0226905,0.0399213,0.0497132,0.0376275,0.0523805,0.077207,0.0638611,0.0661787,0.0629045,0.0633495,0.0635974,0.0168212,0.0376642,0.018944,0.00912969,0.0369217,0,0.0213303,0.0700072,0.0166893,0,0,0.0209237,0,0,0.0321095,0.04182,0.0364161,0.00896815,0.0296217,0.0377475,0.0278656,0.0707968,0.0892653,0.0603553,0.0273948,0.0577381,0.0386276,0.0383239,0.0617904,0.016468,0.0222968,0.0259595,0.0141116,0.0289981,0.0298187,0,0,0
129,0.0244543,0.0432498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432757,0,0.0254978,0.0577572,0,0,0.0142792,0,0,0.0453,0.0293044,0.0382001,0.0134671,0.0225876,0.0397673,0.0499617,0.0379203,0.0524942,0.0773461,0.064052,0.0661148,0.0627026,0.0631275,0.0634099,0.0168884,0.0374556,0.018709,0.00908033,0.0370026,0,0.0214511,0.0698214,0.0165138,0,0,0.0210366,0,0,0.0322458,0.0417331,0.0366209,0.0089928,0.0294698,0.0377006,0.0276204,0.0709291,0.0893561,0.0603439,0.0274695,0.0576681,0.0385139,0.0382042,0.0616601,0.0163748,0.0223568,0.0264561,0.0141652,0.028966,0.0299294,0,0,0
130,0.0243197,0.0433332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426872,0,0.0252399,0.0573259,0,0,0.014471,0,0,0.045496,0.0294431,0.0374501,0.0132453,0.0223284,0.0396711,0.0502615,0.0381819,0.0526406,0.0775199,0.0641949,0.0659768,0.0624865,0.0628904,0.0631879,0.0172422,0.0372305,0.0187248,0.00900406,0.0371474,0,0.0215402,0.0697035,0.0163678,0,0,0.0211733,0,0,0.0324048,0.041687,0.0368452,0.00896444,0.0292736,0.0375809,0.0275647,0.0710717,0.0894689,0.0602893,0.027567,0.0575897,0.0384091,0.0381026,0.0615011,0.016302,0.0224763,0.0269435,0.0141996,0.0290098,0.0299765,0,0,0
131,0.0241648,0.0434661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420213,0,0.025301,0.0572998,0,0,0.014693,0,0,0.0457129,0.0296294,0.0369932,0.013206,0.0218732,0.0396043,0.0506286,0.0383118,0.052772,0.0775496,0.0642215,0.0657924,0.0621878,0.0627175,0.0630299,0.0178892,0.0370256,0.0188366,0.0089109,0.0372384,0,0.0216011,0.069716,0.016211,0,0,0.0212608,0,0,0.0325317,0.0415385,0.0370451,0.00902967,0.0290693,0.0374193,0.0274164,0.0712162,0.0895511,0.0601914,0.0275593,0.057539,0.038264,0.0379631,0.0614239,0.016261,0.0225689,0.0274006,0.0141124,0.0290108,0.0299857,0,0,0
132,0.02403,0.043607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417711,0,0.025435,0.0581702,0,0,0.0148881,0,0,0.045821,0.0298256,0.0369541,0.0132197,0.0213322,0.0395747,0.050939,0.038389,0.0529501,0.0774319,0.0641695,0.0656174,0.0621842,0.0626161,0.0629082,0.0183829,0.0368395,0.0185802,0.00898481,0.0373173,0,0.0216638,0.0698298,0.0159993,0,0,0.0212741,0,0,0.0326184,0.0412766,0.0372221,0.00919273,0.0288189,0.0373127,0.0273404,0.0713572,0.0896104,0.0600797,0.027523,0.0575309,0.0381433,0.037783,0.0613935,0.0162225,0.0226223,0.0277913,0.0138061,0.0289879,0.0300039,0,0,0
133,0.0238833,0.0437734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417355,0,0.0253712,0.0585305,0,0,0.0150318,0,0,0.0459249,0.0299696,0.0369734,0.0131746,0.0208616,0.0395123,0.0512097,0.0384155,0.052963,0.0774528,0.0640814,0.0653814,0.0620779,0.062635,0.0629593,0.0188511,0.0366447,0.0182735,0.00905348,0.0374511,0,0.0217103,0.0698937,0.0158422,0,0,0.0213148,0,0,0.0327352,0.0410903,0.0374087,0.0093121,0.028598,0.0372196,0.0271639,0.0714909,0.0896942,0.059973,0.0274578,0.0575059,0.0380345,0.0376103,0.0613512,0.016157,0.0226833,0.0281892,0.0134659,0.0290072,0.0299453,0,0,0
134,0.0237025,0.0438728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418441,0,0.0252392,0.0584852,0,0,0.0150629,0,0,0.0459449,0.0301278,0.0366465,0.0131339,0.0202965,0.0394502,0.0514699,0.0384857,0.0531307,0.0776081,0.064024,0.0651543,0.0620744,0.0627135,0.0630843,0.0191773,0.0365011,0.0179802,0.00912924,0.0376029,0,0.0217416,0.0699121,0.0156647,0,0,0.0213993,0,0,0.0327605,0.0410054,0.0376068,0.0093956,0.0284078,0.0370463,0.0270315,0.0715935,0.08981,0.059877,0.0274191,0.0574715,0.0379139,0.0374893,0.061302,0.0160876,0.0228619,0.028668,0.0134072,0.0289796,0.0298931,0,0,0
135,0.0234827,0.0439358,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417917,0,0.0247681,0.0584061,0,0,0.0150932,0,0,0.0459595,0.0302801,0.0360175,0.0130421,0.0196086,0.0393964,0.0517139,0.0385843,0.0533244,0.0777135,0.0639703,0.0649037,0.0621485,0.062836,0.0631076,0.0194605,0.0364489,0.0179071,0.00905729,0.0377556,0,0.0217551,0.0698817,0.0154695,0,0,0.0214447,0,0,0.0327407,0.0410149,0.0377901,0.00953032,0.0282687,0.0368319,0.0267817,0.0716869,0.0898966,0.0598014,0.0274938,0.0574743,0.0377995,0.037408,0.0612593,0.0160085,0.023113,0.0291332,0.0133533,0.0289413,0.0298984,0,0,0
136,0.023206,0.0439635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041601,0,0.0241098,0.0583927,0,0,0.0150972,0,0,0.0459528,0.0302704,0.0354411,0.0129306,0.0187884,0.0394054,0.0519201,0.0386027,0.053339,0.0777426,0.0638774,0.0648416,0.0623539,0.0629466,0.0630969,0.0198576,0.0364962,0.0179719,0.00890439,0.037889,0,0.0217457,0.0697983,0.0154015,0,0,0.0214608,0,0,0.0327131,0.041109,0.0379354,0.0096431,0.0281302,0.0366595,0.026536,0.0717684,0.089963,0.0597544,0.0276926,0.0575218,0.037726,0.0373431,0.0612206,0.015933,0.0234699,0.0295319,0.0132968,0.0288722,0.0300286,0,0,0
137,0.0228394,0.04409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412984,0,0.0237703,0.0584559,0,0,0.0149584,0,0,0.0458601,0.0301418,0.0352222,0.0127626,0.0177731,0.0394064,0.0518394,0.0384556,0.0530403,0.0776788,0.0636325,0.0650138,0.0626371,0.0629675,0.0631506,0.0203606,0.0365461,0.0180297,0.00884647,0.0379821,0,0.021708,0.0696998,0.0153432,0,0,0.0214475,0,0,0.0326749,0.0412511,0.0380779,0.00975147,0.0279008,0.0364445,0.0261736,0.0718784,0.0900437,0.0596843,0.0279435,0.0576255,0.0376872,0.0373178,0.0612262,0.0158983,0.0238806,0.029937,0.0133479,0.0288155,0.0301786,0,0,0
138,0.0223788,0.0442472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408424,0,0.0238985,0.0583911,0,0,0.0147653,0,0,0.0457325,0.0300106,0.0356388,0.0126903,0.0166506,0.0393781,0.0517644,0.0381793,0.0526024,0.0774044,0.0631525,0.0652414,0.0628116,0.0627438,0.0630089,0.0208465,0.03663,0.0179981,0.0089095,0.0379852,0,0.021655,0.0697144,0.0152149,0,0,0.0213941,0,0,0.0326647,0.0413493,0.0382701,0.0098794,0.0276299,0.0362076,0.0259364,0.0720666,0.0901762,0.0595268,0.0282094,0.0578162,0.0376957,0.0372919,0.061239,0.0159623,0.0243005,0.0303181,0.0134451,0.0286088,0.0303178,0,0,0
139,0.0219143,0.0444306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040226,0,0.0244962,0.0579134,0,0,0.014582,0,0,0.045632,0.0298759,0.036719,0.0128324,0.015837,0.0393128,0.0517239,0.0377778,0.0522225,0.0769279,0.062455,0.0653352,0.062692,0.0623561,0.0625161,0.0215471,0.0367066,0.0179038,0.0090287,0.0379906,0,0.021591,0.0698596,0.0151284,0,0,0.0212646,0,0,0.032708,0.0413228,0.0386019,0.0100179,0.0275803,0.0360187,0.0257656,0.0722197,0.0903519,0.0594052,0.0284725,0.0579879,0.0376618,0.037259,0.0612358,0.0160363,0.0245839,0.030599,0.0135055,0.0283691,0.0303847,0,0,0
140,0.0215697,0.0444345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393913,0,0.0252891,0.0568878,0,0,0.0144845,0,0,0.0456326,0.0296452,0.0381804,0.0129421,0.0156227,0.0392143,0.0517246,0.0372343,0.0519314,0.0764694,0.0617435,0.0649867,0.0622435,0.0619791,0.0620685,0.022878,0.0367396,0.0178127,0.00911882,0.0380565,0,0.0215684,0.0700869,0.0150952,0,0,0.0211311,0,0,0.0328612,0.0411729,0.0390457,0.0100689,0.0274798,0.0359345,0.0258888,0.0723253,0.0904743,0.0593039,0.0286335,0.0580493,0.0375437,0.0371543,0.0612239,0.0160865,0.0246932,0.0307193,0.0134043,0.0281692,0.0304013,0,0,0
141,0.0213607,0.0444222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385698,0,0.0260675,0.056188,0,0,0.0144811,0,0,0.0456805,0.0294202,0.0396392,0.0130949,0.0157566,0.0391222,0.0518213,0.0366264,0.0517264,0.0761437,0.0612315,0.0644964,0.0616742,0.0617769,0.0618962,0.024604,0.0366726,0.0176924,0.00916106,0.0382769,0,0.0215928,0.0704612,0.0151103,0,0,0.0209135,0,0,0.0330732,0.0408215,0.0394694,0.0101275,0.0273842,0.0359498,0.026105,0.0724054,0.090573,0.0591878,0.0285334,0.0580008,0.0373822,0.0369632,0.0612153,0.0161119,0.0246142,0.0307113,0.0131623,0.0279415,0.0303862,0,0,0
142,0.0212326,0.0444651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380132,0,0.0267192,0.0558587,0,0,0.0145583,0,0,0.0457479,0.0293246,0.0408573,0.013299,0.0156716,0.0391202,0.0519394,0.036147,0.0516697,0.0760653,0.0610076,0.0641263,0.0613356,0.0616228,0.0618641,0.0261073,0.0365356,0.0175549,0.00913214,0.0386591,0,0.0216093,0.0708685,0.0152101,0,0,0.0207228,0,0,0.0333076,0.0403957,0.0398311,0.0102356,0.027353,0.0360069,0.0263121,0.072459,0.0906924,0.0591108,0.0282498,0.0578877,0.0371823,0.0367829,0.0611613,0.0160582,0.0243612,0.0306002,0.0128503,0.0276377,0.0304119,0,0,0
143,0.021093,0.044525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037554,0,0.0271031,0.0556043,0,0,0.014744,0,0,0.045898,0.0294074,0.0416216,0.0135178,0.0153973,0.0391974,0.0520634,0.0359754,0.0516872,0.0761598,0.0610135,0.0638894,0.0611718,0.0614563,0.0617464,0.0271036,0.0363621,0.0174763,0.00912426,0.0391766,0,0.0216147,0.0710724,0.0154141,0,0,0.0206609,0,0,0.0335143,0.0400021,0.0401168,0.0104837,0.0273227,0.0359489,0.0264668,0.0724769,0.0907923,0.0591002,0.0278804,0.0577723,0.0370103,0.0366802,0.0610512,0.0158805,0.0240461,0.0303685,0.0124899,0.0273441,0.0304703,0,0,0
144,0.0209172,0.0445522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371811,0,0.0272645,0.0554538,0,0,0.0148827,0,0,0.0459921,0.0295963,0.0419455,0.0135813,0.0151196,0.0393246,0.0521694,0.0361212,0.0518556,0.0763447,0.0611287,0.0637647,0.0611569,0.0612947,0.0615897,0.0276313,0.0362189,0.0174487,0.00911431,0.0397536,0,0.0215688,0.0711122,0.0156638,0,0,0.020667,0,0,0.0337523,0.039803,0.0403253,0.0107195,0.0271876,0.035844,0.0267553,0.0724754,0.0909147,0.0591798,0.027544,0.0576809,0.0369382,0.0365859,0.0609239,0.0156363,0.0237519,0.0300708,0.0121006,0.0271265,0.0305675,0,0,0
145,0.0207411,0.0445725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368338,0,0.027234,0.0554612,0,0,0.014959,0,0,0.0460039,0.0297109,0.0419612,0.0134859,0.0149294,0.0394506,0.0521651,0.0364736,0.0521775,0.0765631,0.061275,0.063714,0.0610977,0.0612209,0.0614986,0.0278941,0.0361381,0.0174619,0.00909791,0.0403312,0,0.0214978,0.0710573,0.0157907,0,0,0.0206145,0,0,0.0339763,0.0398349,0.0404671,0.0108847,0.0269493,0.0357118,0.0271409,0.0724853,0.0910276,0.059312,0.0272722,0.0576734,0.0369416,0.0365069,0.0607591,0.0153814,0.0234361,0.0297071,0.0117449,0.0270224,0.0306386,0,0,0
146,0.0206141,0.0445946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365788,0,0.0271512,0.0555718,0,0,0.0149783,0,0,0.0459585,0.0296679,0.0418488,0.0132654,0.014908,0.0395659,0.0521311,0.036843,0.0525838,0.0767077,0.0614348,0.0638217,0.0611656,0.061257,0.0614868,0.0279316,0.0361248,0.0174876,0.00910315,0.040902,0,0.0214068,0.0709576,0.015815,0,0,0.020493,0,0,0.0341236,0.0399616,0.0405986,0.0110059,0.0267067,0.0355686,0.0276096,0.0725145,0.0911586,0.0594155,0.0270419,0.057679,0.0369608,0.0364473,0.0606319,0.0151468,0.0231562,0.0292642,0.0115007,0.0269423,0.0306598,0,0,0
147,0.0205545,0.0446406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364933,0,0.0270391,0.0556655,0,0,0.0149448,0,0,0.0458996,0.029623,0.0417021,0.0130554,0.0149284,0.0396748,0.0520768,0.0371368,0.0526516,0.0767804,0.06157,0.0639851,0.061146,0.0612934,0.0614288,0.0277234,0.0361493,0.0175255,0.00911377,0.0415375,0,0.0213168,0.0708626,0.0159059,0,0,0.0202988,0,0,0.0342755,0.0401401,0.0407422,0.0111962,0.026441,0.0354217,0.0281477,0.0725709,0.0912834,0.0595165,0.0268654,0.0576969,0.0369499,0.0363933,0.0605546,0.0149044,0.0229016,0.0287628,0.0111265,0.0268722,0.0306096,0,0,0
148,0.0204964,0.0447331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364309,0,0.0269966,0.0558051,0,0,0.0149,0,0,0.0458291,0.0296097,0.0416117,0.0128253,0.0149387,0.0397911,0.0520094,0.0372745,0.0524093,0.0769246,0.0616449,0.0638663,0.0610405,0.0613541,0.0613382,0.0274653,0.0361496,0.0174738,0.00915306,0.0422449,0,0.0211982,0.0707686,0.0159336,0,0,0.0201455,0,0,0.0344144,0.0403356,0.0409119,0.01142,0.0261712,0.0353017,0.028448,0.0726817,0.0913866,0.0595748,0.0267634,0.0576639,0.0368899,0.0363231,0.0605004,0.0146574,0.022724,0.0283586,0.0107119,0.0269017,0.0304625,0,0,0
149,0.0204073,0.0448104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363715,0,0.0270441,0.0559185,0,0,0.0148397,0,0,0.0457921,0.0296403,0.0416338,0.0126237,0.0149044,0.0399275,0.0519488,0.037287,0.0522616,0.0769719,0.0617286,0.0637897,0.0609541,0.0612298,0.0612645,0.0272512,0.0361331,0.0174579,0.00913277,0.0430402,0,0.0210877,0.070774,0.0160745,0,0,0.0201234,0,0,0.0346143,0.0404723,0.0411347,0.0116706,0.0259126,0.0351962,0.0285889,0.0728196,0.0914808,0.05963,0.0266903,0.0575951,0.0368269,0.036252,0.0604932,0.0144262,0.0226345,0.0282273,0.0104204,0.0269499,0.0302838,0,0,0
150,0.0202852,0.0448563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362316,0,0.0271248,0.0559276,0,0,0.0147955,0,0,0.0457784,0.0297057,0.0417062,0.0124785,0.0150248,0.0400537,0.0518619,0.0371592,0.0521799,0.076938,0.0617637,0.0638079,0.0609251,0.0610773,0.0612888,0.0272543,0.0361176,0.0174514,0.00908663,0.0437649,0,0.0210086,0.0708795,0.016172,0,0,0.020236,0,0,0.034916,0.0405786,0.0413948,0.0119245,0.0257135,0.0351024,0.0287585,0.072987,0.091611,0.0596675,0.0266126,0.0575527,0.0367681,0.03618,0.0604085,0.0142909,0.0226049,0.0283932,0.0103871,0.0269928,0.0300991,0,0,0
151,0.0201157,0.044992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361085,0,0.0272696,0.0558379,0,0,0.0147465,0,0,0.0457708,0.0297721,0.04182,0.0123516,0.0151825,0.0400748,0.0517735,0.0370058,0.052156,0.076787,0.061742,0.0638404,0.0609206,0.0611855,0.0613478,0.027336,0.0360802,0.017443,0.00905794,0.0444163,0,0.0209468,0.0709493,0.016324,0,0,0.0204442,0,0,0.0353056,0.0407814,0.0416504,0.0121988,0.0255524,0.0350071,0.0285668,0.073148,0.0917993,0.0597319,0.0265409,0.057536,0.0366809,0.036093,0.0601638,0.0142116,0.0226713,0.0286808,0.0105802,0.0270181,0.0299028,0,0,0
152,0.0198877,0.0451224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360534,0,0.027424,0.0557296,0,0,0.0147281,0,0,0.0458138,0.0298364,0.0419197,0.0122939,0.0152412,0.0400364,0.0517568,0.0368896,0.0522465,0.0765154,0.0617003,0.0638842,0.0609267,0.0613099,0.0613923,0.0273686,0.0359632,0.0174216,0.00904098,0.0451069,0,0.0209284,0.0710332,0.016392,0,0,0.0205553,0,0,0.0356977,0.0410965,0.0419166,0.0124538,0.0254144,0.0349603,0.0282115,0.0733107,0.0919569,0.059794,0.0265834,0.0574623,0.0366034,0.0359847,0.0600131,0.014152,0.0228222,0.0290949,0.0109359,0.0268309,0.0297804,0,0,0
153,0.0195987,0.0453236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359334,0,0.0274703,0.0555713,0,0,0.0148094,0,0,0.0458814,0.0298704,0.0419072,0.0122031,0.0154475,0.0399059,0.0518324,0.0368133,0.0523978,0.0763373,0.0617611,0.0640275,0.0609782,0.061395,0.0615119,0.0274613,0.0358849,0.0173588,0.00905134,0.0458116,0,0.0209246,0.0711558,0.0164548,0,0,0.0205632,0,0,0.0360676,0.0413173,0.0422143,0.0127519,0.0252883,0.0348852,0.0278711,0.0734702,0.0921097,0.0598434,0.0266175,0.057354,0.036484,0.0358484,0.0598634,0.0141425,0.0230258,0.0296358,0.0114331,0.0263294,0.029727,0,0,0
154,0.0193322,0.0455888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358278,0,0.0274097,0.0555852,0,0,0.0149738,0,0,0.0459441,0.0299053,0.041769,0.012065,0.0155434,0.0397119,0.0520002,0.0367795,0.0526511,0.0762803,0.0618286,0.0642535,0.0610944,0.0613604,0.0616732,0.027488,0.0358564,0.0172451,0.00907995,0.0464771,0,0.0209473,0.0712443,0.0165674,0,0,0.020469,0,0,0.0364017,0.0414834,0.0425203,0.0130192,0.0251482,0.0348265,0.0274595,0.0736253,0.09224,0.0599076,0.026641,0.0572313,0.0363534,0.0356973,0.0596673,0.0141784,0.0232411,0.0302223,0.0119893,0.0259084,0.0296271,0,0,0
155,0.0191782,0.0458678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357357,0,0.0273365,0.0549703,0,0,0.0151716,0,0,0.0460115,0.0298982,0.0415975,0.0118804,0.0155045,0.0394432,0.0521904,0.0367704,0.0530011,0.076468,0.0618608,0.0644402,0.0611984,0.0613821,0.061795,0.0274487,0.0357932,0.0170881,0.00911639,0.0471003,0,0.0210199,0.0712069,0.016681,0,0,0.0203775,0,0,0.0367511,0.0417612,0.0428133,0.0131119,0.0250332,0.0347652,0.0269938,0.073765,0.0924293,0.0600452,0.0267247,0.0570649,0.0362525,0.0355148,0.0594787,0.0142538,0.0233572,0.0308815,0.0125899,0.0257047,0.029477,0,0,0
156,0.0191489,0.0460847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356152,0,0.0272383,0.0544737,0,0,0.0152548,0,0,0.0460716,0.0299787,0.0413817,0.0116909,0.0155502,0.0391272,0.0524261,0.0367639,0.0533916,0.0767422,0.0618836,0.0645929,0.0613069,0.0614778,0.0619049,0.0273971,0.0356441,0.01699,0.00917,0.0475975,0,0.0211002,0.0711712,0.0166776,0,0,0.0203349,0,0,0.0370347,0.0420144,0.0430997,0.0131269,0.0249012,0.0346709,0.0265147,0.0738823,0.0925943,0.0602007,0.0267434,0.0569141,0.036145,0.0353444,0.0592635,0.0144154,0.0234517,0.0317549,0.0133823,0.0256277,0.029285,0,0,0
157,0.0191312,0.0460808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354784,0,0.0271368,0.0542779,0,0,0.0153445,0,0,0.0461235,0.0301009,0.0411545,0.0114792,0.0156888,0.0387901,0.0527134,0.036673,0.0540136,0.0763882,0.0619187,0.0647091,0.0613853,0.0615418,0.0619869,0.027348,0.0354948,0.0169446,0.00917339,0.0479705,0,0.0211864,0.0711137,0.0166711,0,0,0.020284,0,0,0.0372117,0.0422552,0.0433475,0.0132195,0.0247703,0.0345643,0.026042,0.0739796,0.0927921,0.0603297,0.0266909,0.0567758,0.0360231,0.03519,0.0590839,0.0146131,0.0235316,0.0328002,0.0143566,0.0255454,0.0290694,0,0,0
158,0.0190891,0.0458095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354564,0,0.0270148,0.0546303,0,0,0.0154768,0,0,0.0462059,0.030237,0.0408801,0.0113082,0.0159202,0.0384595,0.0530326,0.0365048,0.0542154,0.0761086,0.061978,0.0648682,0.0614823,0.0616293,0.0620705,0.0271646,0.0354036,0.0169161,0.00915734,0.0480082,0,0.0212617,0.0710731,0.0166451,0,0,0.0201308,0,0,0.0373642,0.0425177,0.0435607,0.01337,0.0247449,0.0344329,0.0255532,0.0740717,0.0928464,0.0604176,0.0265933,0.0566569,0.0358824,0.0350952,0.0589577,0.0147853,0.0236823,0.0338339,0.0153208,0.0254322,0.0288654,0,0,0
159,0.0190659,0.0456173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355148,0,0.0268694,0.0551855,0,0,0.0156137,0,0,0.0462873,0.0303149,0.040588,0.0111956,0.0162245,0.038143,0.053411,0.0362899,0.0540738,0.076128,0.0620134,0.065078,0.0616168,0.061756,0.062205,0.0268922,0.035351,0.0168935,0.00912523,0.0478921,0,0.0213202,0.0710316,0.0165366,0,0,0.0198275,0,0,0.037513,0.0427806,0.0437414,0.013594,0.0247792,0.0342698,0.0250821,0.0741322,0.0928792,0.0605117,0.026373,0.0565912,0.0357278,0.0350565,0.0589004,0.0149627,0.0240069,0.0346327,0.0160576,0.0253075,0.0286976,0,0,0
160,0.0190296,0.0455802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356255,0,0.0266882,0.0545061,0,0,0.0156821,0,0,0.0463356,0.0300939,0.0403143,0.0110476,0.0163707,0.0379015,0.0537252,0.0360189,0.0538759,0.0762745,0.0618729,0.0652754,0.0617357,0.0618668,0.0623605,0.0265696,0.0353395,0.0168501,0.00914198,0.0479419,0,0.0213779,0.0707719,0.0164301,0,0,0.0195202,0,0,0.0375989,0.0431385,0.0439081,0.013608,0.0247675,0.0341733,0.0247034,0.0741281,0.0929634,0.0606796,0.0261638,0.0565007,0.0356616,0.0350162,0.0587735,0.0151416,0.0245416,0.0352352,0.0165683,0.0251755,0.0285766,0,0,0
161,0.0189958,0.0455915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357516,0,0.0266602,0.0539732,0,0,0.0156921,0,0,0.0463245,0.0295723,0.0400476,0.0108717,0.0164279,0.0376606,0.0539592,0.0357589,0.0537881,0.0760717,0.061508,0.065409,0.0617903,0.0619378,0.0624666,0.0261846,0.035398,0.0167566,0.00917743,0.048107,0,0.0214268,0.0704852,0.0162967,0,0,0.0192299,0,0,0.0375668,0.0434796,0.0440566,0.0136193,0.024777,0.0340849,0.0244931,0.0741002,0.093068,0.0608768,0.0259512,0.0563962,0.0356566,0.0349482,0.0586649,0.0152984,0.0251318,0.035686,0.01691,0.0250468,0.0284331,0,0,0
162,0.0189704,0.0455906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358437,0,0.0266832,0.0538526,0,0,0.0156914,0,0,0.0462883,0.0290303,0.039781,0.0107537,0.0166104,0.0374832,0.054194,0.0355248,0.053716,0.076152,0.0609919,0.065564,0.0619254,0.0620275,0.06258,0.0258405,0.0354657,0.0167151,0.00912658,0.0481775,0,0.0214504,0.0703262,0.0161472,0,0,0.0189569,0,0,0.0375428,0.0436967,0.0441871,0.0136654,0.0247149,0.0340064,0.0243713,0.0740533,0.0931803,0.0610934,0.0256788,0.0563242,0.0356348,0.0348887,0.0585433,0.0154807,0.0255943,0.0358084,0.0170289,0.0249429,0.0283391,0,0,0
163,0.0189723,0.0455307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360493,0,0.026689,0.054381,0,0,0.0157719,0,0,0.0463556,0.0288347,0.0395237,0.0106586,0.0167068,0.037358,0.0544432,0.0353589,0.0536454,0.0762002,0.0607781,0.0657117,0.06202,0.0621181,0.0626814,0.02539,0.0355457,0.0168613,0.00899083,0.047853,0,0.0214299,0.0702932,0.0160094,0,0,0.0188293,0,0,0.0375834,0.0439073,0.0442767,0.0137444,0.0247847,0.0339411,0.0241603,0.0740163,0.0932147,0.0612319,0.025429,0.0563058,0.0356382,0.0349273,0.0585526,0.0156724,0.0259328,0.0358069,0.0170497,0.024866,0.0282273,0,0,0
