Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76
214,0.017525,0.0469321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451399,0,0.0240664,0.0675882,0,0,0.0215738,0,0,0.0589359,0.0229472,0.0369942,0.0195923,0.0254304,0.0386162,0.056343,0.0305486,0.0477859,0.0726164,0.0578126,0.0657793,0.0619119,0.0626632,0.0621599,0.015878,0.0424028,0.0116192,0.0186938,0.025255,0,0.0225706,0.061534,0.0153162,0,0,0.0176465,0,0,0.0395538,0.0512301,0.0513696,0.0159655,0.0211432,0.0403784,0.0277239,0.07264,0.0931871,0.0627056,0.0239249,0.0592712,0.0356935,0.035808,0.0619072,0.0556016,0.0217831,0.0289497,0.00945363,0.0297541,0.0321351,0,0,0
215,0.0174407,0.0469136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451181,0,0.0242054,0.0698641,0,0,0.0217543,0,0,0.0590934,0.0233205,0.0372285,0.0190724,0.0261385,0.0385188,0.056329,0.0305893,0.0475691,0.0726965,0.0579582,0.0655654,0.0615103,0.0624049,0.061914,0.0156896,0.0424145,0.0116689,0.0187376,0.0251445,0,0.0227874,0.06124,0.0155403,0,0,0.0178551,0,0,0.0398644,0.051201,0.0519889,0.0156585,0.0209906,0.0404598,0.0278285,0.0728168,0.0931874,0.0624348,0.0240199,0.0596668,0.0359354,0.0360372,0.0622668,0.0592049,0.0218707,0.0291439,0.00945897,0.0296162,0.0318751,0,0,0
216,0.0184536,0.0466957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435449,0,0.0262913,0,0,0,0.02096,0,0,0.0582911,0.0205794,0.0402163,0.0184579,0.0273363,0.0364114,0.0540557,0.0322931,0.0509822,0.0761909,0,0.0623112,0.058022,0.0596461,0.0591988,0.0178392,0.0426157,0.0120462,0.0176643,0.0245324,0,0.0233365,0.0541069,0.0158146,0,0,0.0181078,0,0,0.0402395,0.0578486,0.0519861,0.0173105,0.0236661,0.0416669,0.0284286,0.0737024,0.0950143,0.0641544,0.0259837,0.0583493,0.0350072,0.0352545,0.0612154,0.0581719,0.022316,0.0295729,0.00964432,0.0291262,0.030152,0,0,0
217,0.0174964,0.0467759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431707,0,0.0245522,0,0,0,0.0210245,0,0,0.0584598,0.0187204,0.0377119,0.0171905,0.0265481,0.0349968,0.0541976,0.0297881,0.0495744,0.0737728,0.0571916,0.0652264,0.0610507,0.0622338,0.061816,0.0172386,0.0423264,0.0120166,0.0176753,0.0248136,0,0.0233467,0.0521669,0.0168645,0,0,0.0193979,0,0,0.0411797,0.0570102,0.0526548,0.017117,0.0228429,0.0424927,0.0298391,0.073685,0.0944888,0.0633166,0.026198,0.0588385,0.0352346,0.0354615,0.0616039,0.0614713,0.0221584,0.0301276,0.00987529,0.0291328,0.0303794,0,0,0
218,0.0175073,0.0466679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434783,0,0.0250486,0,0,0,0.0210227,0,0,0.0585719,0.0189762,0.037821,0.0173107,0.0270089,0.0346938,0.0544834,0.0297588,0.049417,0.0740608,0.0572903,0.0651604,0.0609127,0.0621732,0.0618471,0.0167882,0.0422619,0.0121433,0.0176557,0.025169,0,0.023523,0.0519566,0.016931,0,0,0.0196899,0,0,0.0414652,0.0569281,0.0532471,0.0172238,0.0227442,0.0427004,0.0297351,0.0738531,0.0944487,0.0629965,0.0264118,0.0589514,0.0354278,0.0355005,0.0617899,0.0641982,0.0220763,0.0306327,0.0102802,0.0289868,0.0302097,0,0,0
219,0.0175116,0.0465187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438334,0,0.0255051,0,0,0,0.0210372,0,0,0.058682,0.0192546,0.0379015,0.0172818,0.0274063,0.0343948,0.054732,0.0298177,0.0492574,0.0742202,0.0573948,0.0650861,0.0607158,0.0620846,0.0617978,0.0164017,0.0421472,0.0122195,0.0176835,0.0255782,0,0.023665,0.0517481,0.0170188,0,0,0.0199183,0,0,0.0417656,0.0568484,0.0538309,0.0173869,0.0226843,0.0429239,0.0297433,0.0741421,0.0944298,0.0627388,0.0266205,0.0590495,0.0355212,0.0355547,0.0619744,0.0665506,0.0219226,0.0308145,0.0103597,0.0287589,0.030056,0,0,0
220,0.017683,0.0460334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416689,0,0.0245367,0,0,0,0.0205262,0,0,0.0580503,0.0198815,0.0379869,0.0185803,0.026679,0.0336627,0.0545236,0.0293584,0.0481127,0.0737545,0.057172,0.0655011,0.0611681,0.0626968,0.062347,0.0176761,0.0417822,0.0129965,0.0183002,0.023312,0,0.0262296,0.0508701,0.0179127,0,0,0.0201207,0,0,0.042662,0.0571516,0.0555065,0.0178337,0.0253383,0.0440061,0.0304477,0.0753516,0.0960515,0.0628884,0.0251428,0.0584088,0.035012,0.0352976,0.0618635,0.0599467,0.0223621,0.0301398,0.0107417,0.0280932,0.0297391,0,0,0
221,0.0175724,0.046229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449448,0,0.0253046,0,0,0,0.0210549,0,0,0.0588512,0.0196768,0.037988,0.0172911,0.0279663,0.0340385,0.055223,0.0301636,0.0490751,0.0747112,0.0575149,0.0648452,0.060151,0.0617813,0.0615047,0.0156863,0.0419291,0.0121535,0.0177908,0.0262796,0,0.023881,0.0515246,0.0171465,0,0,0.020321,0,0,0.0422698,0.0565156,0.0548392,0.0174594,0.0226325,0.0432614,0.0297848,0.074578,0.0945091,0.0623099,0.0271492,0.0592548,0.0355827,0.0356013,0.0620458,0.0697116,0.0218222,0.0305166,0.0100446,0.0280862,0.0298009,0,0,0
222,0.017629,0.0460806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454579,0,0.0254397,0,0,0,0.0213157,0,0,0.0589838,0.0198696,0.0380959,0.0172712,0.0282065,0.0340065,0.0553818,0.0301007,0.0490041,0.074536,0.0576151,0.0647114,0.0599612,0.061606,0.06137,0.0153242,0.0419798,0.0120538,0.0181666,0.0264248,0,0.0239015,0.0512849,0.017259,0,0,0.0204492,0,0,0.0424191,0.056413,0.0549713,0.0175034,0.0226655,0.0434177,0.0297044,0.0747915,0.0946098,0.0621602,0.0275156,0.0593356,0.0356158,0.035582,0.0621301,0.0702547,0.0219078,0.0306732,0.0101183,0.0277286,0.0296448,0,0,0
223,0.0180987,0.0455534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428365,0,0.0245786,0,0,0,0.0186328,0,0,0.0521641,0.0205115,0.0383925,0.0181778,0.0277311,0.0336432,0.0525315,0.0293902,0.0478747,0.073717,0.057455,0.0651164,0.0604849,0.0621012,0.0618616,0.0167695,0.0423319,0,0.0200482,0.0231592,0,0.0262564,0.0504138,0.0180945,0,0,0.0205368,0,0,0.0432613,0.0565243,0.0561664,0.0177243,0.0257231,0.0441841,0.0298328,0.0761846,0.0964131,0.0623478,0.0260057,0.0587445,0.0352565,0.0353445,0.0621521,0.0610729,0.0219575,0.0304547,0.0110536,0.0271791,0.0293283,0,0,0
224,0.0180252,0.0454363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430016,0,0.0248742,0,0,0,0.0187836,0,0,0.0523084,0.0206839,0.0384419,0.0181156,0.0279037,0.0338376,0.0527677,0.0292301,0.0477678,0.0736561,0.0574721,0.0650304,0.0603124,0.0620423,0.0618584,0.0165014,0.0424169,0,0.020188,0.0232974,0,0.0260592,0.050117,0.0182982,0,0,0.0205568,0,0,0.043431,0.0565324,0.0559736,0.0177667,0.0257505,0.0442983,0.0297716,0.0763861,0.0965099,0.0623389,0.0262284,0.0587447,0.0352744,0.0352051,0.0621363,0.0605207,0.0222692,0.0307173,0.0113313,0.0269129,0.02928,0,0,0
225,0.0177871,0.0453629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461143,0,0.0263947,0,0,0,0.0195919,0,0,0.0531589,0.0205893,0.0383541,0.0169954,0.0287297,0.0346815,0.0534261,0.0297749,0.0487541,0.0744308,0.0578016,0.0643661,0.0593655,0.0612761,0.0612006,0.0147149,0.0428956,0,0.0197121,0.0261646,0,0.0235317,0.0506627,0.0175975,0,0,0.0203637,0,0,0.0453972,0.0563422,0.0544718,0.0176893,0.0227223,0.0437958,0.0294757,0.0751714,0.0948318,0.0622306,0.027916,0.059408,0.0357218,0.0353715,0.0621702,0.0682667,0.0225166,0.0254922,0,0.0268279,0.0297794,0,0,0
226,0.0178621,0.0451557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430941,0,0.0254742,0,0,0,0.0192263,0,0,0.0527051,0.0211685,0.0385903,0.0180507,0.0278391,0.0339789,0.0530589,0.0291107,0.0475725,0.073892,0.0575272,0.0649341,0.0601478,0.0619298,0.0617843,0.0162583,0.0426985,0,0.020611,0.0234094,0,0.0257764,0.0498633,0.0186545,0,0,0.0205008,0,0,0.0437179,0.0567709,0.0551583,0.017695,0.0255978,0.0445501,0.029858,0.0762053,0.0965055,0.062623,0.0261511,0.0586922,0.0352612,0.0348899,0.0619748,0.0585914,0.0227919,0.0309786,0.0113137,0.0265053,0.0293341,0,0,0
227,0.0180181,0.0449827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428216,0,0.0256156,0,0,0,0.0193354,0,0,0.0527726,0.0205652,0.0386622,0.017938,0.0277248,0.0340072,0.0530031,0.0291029,0.0478167,0.0736933,0.0572944,0.0650863,0.0602945,0.0620423,0.0618868,0.016641,0.042701,0,0.0206698,0.0234754,0,0.0258262,0.0501077,0.0186737,0,0,0.020336,0,0,0.0436979,0.0561822,0.0550663,0.0168628,0.0252905,0.044335,0.0299175,0.0765301,0.09649,0.0624388,0.0262509,0.058656,0.0352353,0.0348043,0.0618869,0.058123,0.022956,0.031074,0.0111746,0.0263847,0.0291653,0,0,0
228,0.0177473,0.0449332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458119,0,0.0268735,0,0,0,0.0200014,0,0,0.0536002,0.0205381,0.0384996,0.0168631,0.0284602,0.0347616,0.0535135,0.0296418,0.0488482,0.0742019,0.0577349,0.0644572,0.0594846,0.0612686,0.0612413,0.0149384,0.0429765,0,0.0201566,0.02512,0,0.0235643,0.0506151,0.018159,0,0,0.02051,0,0,0.0431253,0.0563322,0.0532773,0.0169279,0.0227468,0.0440865,0.0295629,0.0749308,0.0948792,0.0627407,0.0275667,0.0592838,0.0357323,0.0352534,0.0619935,0.0645389,0.0227585,0.0316645,0.0103923,0.0264733,0.0296108,0,0,0
229,0.0176875,0.0448077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454849,0,0.0268875,0,0,0,0.0198511,0,0,0.0535913,0.0206592,0.0385915,0.0166022,0.0283853,0.0347982,0.0534464,0.0296182,0.0489308,0.0741958,0.0577673,0.0644848,0.0595453,0.0612582,0.0612432,0.0151166,0.0430028,0,0.0200772,0.02485,0,0.0234906,0.0506622,0.018271,0,0,0.0205078,0,0,0.0431274,0.0563013,0.0527334,0.016749,0.0227242,0.0441832,0.0296206,0.0747234,0.0948379,0.0629977,0.0273915,0.0592563,0.035615,0.0353106,0.061954,0.0628874,0.022708,0.0316188,0.0103119,0.0263295,0.0296281,0,0,0
230,0.0176039,0.0446813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450497,0,0.0267883,0,0,0,0.0198228,0,0,0.0534001,0.0208109,0.0387317,0.0164243,0.0282267,0.0348839,0.0534323,0.0296229,0.0489915,0.0742307,0.0578025,0.0645053,0.0595615,0.0612198,0.0612231,0.0153919,0.0429737,0,0.0199306,0.0246703,0,0.0234358,0.050691,0.0183874,0,0,0.0204681,0,0,0.0430973,0.0562452,0.0522371,0.0166254,0.022599,0.0442336,0.029636,0.0745028,0.0947698,0.0631997,0.0272771,0.0592256,0.0355129,0.0353811,0.0619563,0.0613607,0.0226631,0.0315458,0.010205,0.0261758,0.0296716,0,0,0
231,0.0174224,0.0445828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448578,0,0.0266532,0,0,0,0.0198837,0,0,0.0532685,0.0210355,0.03879,0.0162928,0.0280402,0.034973,0.0534165,0.0296224,0.0490467,0.074267,0.0578224,0.0644963,0.0595596,0.0611654,0.0611676,0.0155997,0.0429949,0,0.0196466,0.0247405,0,0.0233654,0.0507154,0.0183817,0,0,0.020379,0,0,0.0430296,0.0561712,0.0517616,0.0165644,0.0224591,0.0442964,0.0296044,0.0742612,0.094686,0.0632818,0.0273218,0.0592173,0.0355094,0.0353712,0.0619947,0.0600936,0.0226636,0.0315174,0.0101033,0.0260433,0.029826,0,0,0
232,0.0177372,0.044471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448606,0,0.0266864,0,0,0,0.0195835,0,0,0.0529366,0.0220922,0.0386307,0.0154163,0.027877,0.034998,0.0532703,0.0296935,0.0485887,0.0740805,0.0577357,0.0647558,0.0598383,0.0613532,0.0613685,0.0155288,0.0431215,0,0.0195667,0.0392074,0,0.0223352,0.0517423,0.0181159,0,0,0.0198934,0,0,0.0427467,0.0550788,0.04393,0.014828,0.0211474,0.0439536,0.0290549,0.0734663,0.0947198,0.0645511,0.0275296,0.0580691,0.0344909,0.0337553,0.0601552,0,0.0226275,0.0313632,0.0100257,0.0259156,0.0295274,0,0,0
233,0.0172155,0.0445046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442525,0,0.0267553,0,0,0,0.0197734,0,0,0.0531455,0.0217165,0.038896,0.0158433,0.0279312,0.0348286,0.0535333,0.029583,0.0491092,0.0747566,0.0578187,0.0645183,0.0595038,0.0611663,0.0611911,0.0160073,0.0429869,0,0.0196846,0.0246298,0,0.0232281,0.050563,0.0184537,0,0,0.0200662,0,0,0.0428391,0.056204,0.0512678,0.0167199,0.0222232,0.044435,0.0292891,0.0737164,0.0944107,0.0634937,0.0273035,0.0593513,0.0355966,0.0354433,0.0620943,0.0586236,0.0226344,0.0312107,0.00983527,0.0259649,0.0299843,0,0,0
234,0.0171521,0.0445173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440561,0,0.0267914,0,0,0,0.0197524,0,0,0.0530888,0.022068,0.0389469,0.0156032,0.0279125,0.0347205,0.0535756,0.0295954,0.0491354,0.0748023,0.0578528,0.0645031,0.0593141,0.0611267,0.0611524,0.0161692,0.0429891,0,0.0195875,0.0243391,0,0.0231325,0.0504102,0.0183859,0,0,0.0199066,0,0,0.042716,0.0563262,0.0512581,0.016858,0.0220817,0.0445401,0.0291107,0.0733962,0.0942569,0.0636468,0.0271986,0.059438,0.0356129,0.0355277,0.0621257,0.0584759,0.0226445,0.0311144,0.00972349,0.0260177,0.0299895,0,0,0
235,0.0170975,0.044547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440494,0,0.0268107,0,0,0,0.0196654,0,0,0.053148,0.0224395,0.0389172,0.0153352,0.0278753,0.0345882,0.0535065,0.0296455,0.0492592,0.0745683,0.0579298,0.0644331,0.0592601,0.0610375,0.0610419,0.0162214,0.042963,0,0.019531,0.0243159,0,0.0230402,0.0502523,0.0182933,0,0,0.0197628,0,0,0.0425825,0.0564646,0.0511573,0.0170664,0.0219348,0.0446976,0.0289049,0.0730438,0.0941055,0.0637551,0.0270852,0.0595315,0.0356937,0.0356522,0.0622259,0.0585854,0.0226549,0.0310164,0.00964206,0.0260855,0.0299966,0,0,0
236,0.0170789,0.0445813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438813,0,0.0268878,0,0,0,0.0197271,0,0,0.053197,0.022823,0.0388396,0.0151238,0.0278738,0.0343821,0.0533125,0.0296618,0.0494106,0.0744755,0.0579476,0.0643891,0.0592118,0.0610259,0.0609797,0.0162715,0.0430864,0,0.0194395,0.0245002,0,0.0230386,0.0501195,0.0181988,0,0,0.0195877,0,0,0.0424307,0.0565091,0.0511136,0.0171512,0.0217753,0.0448571,0.0286141,0.0727837,0.0939009,0.0637784,0.0271431,0.0596682,0.0358055,0.035707,0.0623703,0.0590274,0.0226716,0.0309271,0.00960156,0.0261307,0.029969,0,0,0
237,0.0170478,0.0446215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436614,0,0.0269039,0,0,0,0.0197247,0,0,0.0532422,0.0231407,0.0387986,0.0149588,0.0279181,0.0342195,0.0533656,0.0296214,0.0494906,0.0744858,0.0579206,0.0643508,0.0591661,0.0609348,0.0609556,0.0163627,0.0431168,0,0.0194194,0.0245601,0,0.0230402,0.0499628,0.0180488,0,0,0.0193422,0,0,0.0422627,0.0565314,0.051222,0.0172485,0.0215762,0.0449945,0.0282476,0.0725029,0.093657,0.0637922,0.0272195,0.0597791,0.0358856,0.0357128,0.0624665,0.0598353,0.022654,0.0308476,0.00960893,0.0261798,0.0299314,0,0,0
238,0.0170024,0.0446852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435708,0,0.026897,0,0,0,0.0198419,0,0,0.0532186,0.0233736,0.0387581,0.0155811,0.0279295,0.034079,0.0536349,0.029617,0.0496062,0.0744996,0.0578666,0.0643407,0.0591776,0.0609087,0.0609633,0.0164149,0.0431168,0,0.0194069,0.0246636,0,0.0229536,0.0498301,0.0178929,0,0,0.0191421,0,0,0.0421138,0.0565037,0.0513393,0.0173393,0.0213408,0.0450482,0.0278202,0.0721961,0.0934079,0.0637868,0.02718,0.0598725,0.0359728,0.0357138,0.0625428,0.060761,0.0225858,0.0307333,0.00959496,0.0262552,0.0299186,0,0,0
239,0.0173753,0.0446891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438278,0,0.0270559,0,0,0,0.0196541,0,0,0.0529752,0.0243943,0.0385254,0.0166163,0.0277737,0.0339672,0.0536336,0.0297747,0.0491873,0.0741243,0.0577018,0.0646465,0.0595196,0.0611601,0.061238,0.0161284,0.0431443,0,0.0192563,0.0395134,0,0.021898,0.0508436,0.0173909,0,0,0.018719,0,0,0.0417841,0.055328,0.0435185,0.0156091,0.0198262,0.0446085,0.0270474,0.0713806,0.0933331,0.0649557,0.0273221,0.0586254,0.0348294,0.0340613,0.0605909,0,0.0225559,0.030631,0.0095349,0.0263617,0.0295459,0,0,0
240,0.0173743,0.0447207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437225,0,0.0271748,0,0,0,0.019849,0,0,0.0530405,0.0248555,0.0384891,0.0176936,0.0277487,0.0337992,0.0535766,0.0299506,0.0492894,0.0741562,0.0576923,0.0646743,0.0595011,0.0611879,0.0612702,0.0161702,0.0432463,0,0.0193033,0.0402557,0,0.021869,0.0507188,0.0172452,0,0,0.0186277,0,0,0.0416505,0.0553083,0.0433051,0.0157244,0.019565,0.0446675,0.0266583,0.0710048,0.0930508,0.0650127,0.0272237,0.058665,0.0348641,0.0341452,0.0606416,0,0.0224723,0.0304714,0.00946152,0.0264941,0.029507,0,0,0
241,0.0176,0.0447352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416127,0,0.0275559,0,0,0,0.0199065,0,0,0.0530535,0,0.040099,0.0170414,0.0291409,0.0342547,0.0538832,0.029813,0.0460349,0.0732574,0.0582831,0.0647768,0.0594217,0.0610182,0.0609743,0.0182117,0.0433196,0,0.0193201,0,0,0.022799,0.0545723,0.0166972,0,0,0.0180719,0,0,0.0412311,0.0530878,0.0297391,0.0119285,0.0200578,0.0443172,0.0256531,0.0679932,0.0943535,0.0701546,0.0256103,0.0515746,0.0300314,0.0263402,0.0503012,0,0.0224243,0.0303096,0.00950681,0.026618,0.0294398,0,0,0
242,0.0175101,0.0447806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043394,0,0.0272069,0,0,0,0.0200619,0,0,0.0530789,0.0275182,0.0385824,0.0178245,0.0277777,0.0334153,0.0536153,0.0296278,0.0495781,0.0747614,0.0577044,0.0646242,0.0591543,0.061187,0.0612048,0.0163557,0.043438,0,0.019359,0.0406191,0,0.0218453,0.0504293,0.016903,0,0,0.0181828,0,0,0.0412246,0.055255,0.0435464,0.0158285,0.0192741,0.0448837,0.025853,0.070578,0.0925184,0.0649473,0.0273218,0.058823,0.0348626,0.0340715,0.0603779,0,0.0222592,0.0300676,0.00938881,0.0267689,0.0293278,0,0,0
243,0.0174929,0.0447985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435811,0,0.0273328,0,0,0,0.0200854,0,0,0.0530735,0.0287741,0.0386631,0.0181872,0.0280343,0.033216,0.0536581,0.0296152,0.0496471,0.0747342,0.0578246,0.0644093,0.0590222,0.0610048,0.0610139,0.0161865,0.0434555,0,0.0193529,0.0405991,0,0.0216904,0.0501069,0.0167972,0,0,0.0182178,0,0,0.0410754,0.0556842,0.0433538,0.0163863,0.0190582,0.045202,0.0255251,0.0699272,0.0921776,0.0651464,0.0272338,0.0589299,0.0349644,0.0341435,0.0605147,0,0.0220785,0.0299715,0.00940579,0.0268696,0.0292733,0,0,0
244,0.0175466,0.0448164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435735,0,0.0274979,0,0,0,0.020111,0,0,0.0529568,0.029443,0.0386562,0.0186587,0.0283204,0.0329243,0.0536439,0.0296807,0.049646,0.0746456,0.0577669,0.0642956,0.0589445,0.0609183,0.0609246,0.0160316,0.043511,0,0.0193182,0.0404687,0,0.0216233,0.0500299,0.0166559,0,0,0.018291,0,0,0.0409759,0.0557239,0.043315,0.0164535,0.018666,0.0453106,0.0252375,0.0695711,0.091909,0.0652124,0.0271661,0.0589753,0.0350309,0.0342337,0.0606502,0,0.0218964,0.0298647,0.00936297,0.0270256,0.0291747,0,0,0
245,0.0173771,0.0448369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431909,0,0.0266145,0,0,0,0.020107,0,0,0.0531706,0,0.0426697,0.0181282,0.029449,0.0334493,0.054016,0.0294843,0.0463719,0.0735474,0.0582891,0.0642159,0.059053,0.0597355,0.0596015,0.0189082,0.0434142,0,0.01931,0.0404524,0,0.0214384,0.0528458,0.0164707,0,0,0.018046,0,0,0.040779,0.0540365,0.0433959,0.0143706,0.0181822,0.0455795,0.024626,0.0684857,0.0913728,0.0654187,0.0257744,0.059313,0.0353632,0.0346112,0.0610504,0,0.0217374,0.0297294,0.00931035,0.0271086,0.0294619,0,0,0
246,0.0174599,0.0448917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436253,0,0.0263997,0,0,0,0.0204089,0,0,0.0532262,0,0.0433958,0.0182231,0.0296301,0.0331638,0.0539375,0.0295536,0.0461608,0.0735687,0.0583575,0.0641344,0.0589957,0.0594239,0.0593186,0.0192149,0.0435348,0,0.0197883,0.0403013,0,0.0212709,0.0528221,0.0163139,0,0,0.0179322,0,0,0.0405875,0.054061,0.043386,0.0143493,0.0179653,0.0457308,0.0243467,0.0680499,0.0910763,0.0655561,0.0256769,0.0593338,0.0354207,0.0346336,0.0610631,0,0.0216581,0.0295512,0.00929529,0.027308,0.029343,0,0,0
247,0.0175231,0.0449791,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437156,0,0.0264068,0,0,0,0.0203134,0,0,0.0531957,0,0.0433678,0.0183302,0.0296077,0.0329836,0.0539637,0.0296305,0.0460158,0.0736816,0.0583586,0.064166,0.0589188,0.0594445,0.0593703,0.0190673,0.0434989,0,0.0191836,0.0397,0,0.0208872,0.0528091,0.0160825,0,0,0.0178282,0,0,0.0403645,0.0541421,0.0440015,0.0143617,0.0175202,0.0458394,0.0240241,0.067518,0.0905897,0.0656404,0.0256338,0.0594378,0.0356144,0.034763,0.0611886,0,0.0215308,0.0293452,0.0092593,0.0274969,0.0292444,0,0,0
248,0.0173857,0.0450405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392825,0,0.0272016,0,0,0,0.0198999,0,0,0.0526522,0,0.0406267,0.0201604,0.0274312,0.0319472,0.0534794,0.0293314,0.0458678,0.0738223,0.0583006,0.0645076,0.0590887,0.0613417,0.0612362,0.0197771,0.0430896,0,0.0199004,0.0228713,0,0.0258847,0.0507568,0.0166861,0,0,0.0178096,0,0,0.0410363,0.0555619,0.0532947,0.0164712,0.0216612,0.0468563,0.0246723,0.0684493,0.0915674,0.0651021,0.0231401,0.060558,0.0368076,0.0369121,0.0637226,0.0560251,0.021441,0.0284308,0.00983595,0.027523,0.0288644,0,0,0
249,0.017676,0.0450799,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437657,0,0.0271709,0,0,0,0.0202998,0,0,0.0529204,0.0234119,0.0382997,0.0197134,0.0283278,0.0319034,0.0536395,0.0296509,0.0493134,0.0747248,0.057473,0.0645001,0.0587919,0.061074,0.0611861,0.0157781,0.0435058,0,0.0191996,0.0238233,0,0.0233778,0.0488444,0.0159874,0,0,0.0180976,0,0,0.0402314,0.056206,0.0519274,0.0179886,0.0183915,0.0464018,0.023933,0.0678876,0.0898609,0.0645351,0.0260153,0.0608962,0.0367782,0.036611,0.0634713,0.0633164,0.02114,0.0289122,0.00895943,0.0277619,0.0288371,0,0,0
250,0.0178086,0.0451498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437997,0,0.0271125,0,0,0,0.0203276,0,0,0.052894,0.0231262,0.0383046,0.020187,0.0282686,0.0317667,0.053533,0.0294351,0.0493681,0.0745992,0.0574485,0.0645575,0.0588337,0.0610776,0.0612068,0.0157512,0.0435725,0,0.0188801,0.0238034,0,0.0231985,0.048829,0.0157827,0,0,0.0181079,0,0,0.0400887,0.0559836,0.052048,0.0179564,0.0180501,0.0465065,0.0236134,0.0675214,0.0894706,0.0645771,0.0258049,0.0608424,0.0367001,0.0365075,0.0632266,0.0640371,0.0210007,0.0286481,0.00885865,0.0278754,0.0287216,0,0,0
251,0.0179396,0.0452044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438803,0,0.0270078,0,0,0,0.0203156,0,0,0.0528257,0.0231243,0.038351,0.0206093,0.0283033,0.0315589,0.0535209,0.0293779,0.0494327,0.0746539,0.0575436,0.0645184,0.0587888,0.0609892,0.0611356,0.0156652,0.0435786,0,0.018828,0.0237653,0,0.023188,0.0486867,0.0156067,0,0,0.0181037,0,0,0.0399333,0.0560119,0.0519548,0.0181501,0.017776,0.0467109,0.0233518,0.0669245,0.0889967,0.0645859,0.0254347,0.0608544,0.036702,0.0364971,0.0631445,0.0646351,0.0208577,0.0284569,0.00877857,0.0279877,0.0285925,0,0,0
252,0.0180593,0.0452673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438871,0,0.0269804,0,0,0,0.0203115,0,0,0.0527522,0.0231886,0.0383623,0.020822,0.0283675,0.0313293,0.0534463,0.0293796,0.0496645,0.0746837,0.0575976,0.064482,0.0588038,0.0609492,0.0610876,0.0156433,0.0436185,0,0.0187327,0.0237042,0,0.0232274,0.0485187,0.0154573,0,0,0.0180715,0,0,0.0398069,0.0559356,0.0519305,0.0183214,0.0174901,0.0469062,0.02309,0.066281,0.088464,0.0644477,0.0251686,0.0608204,0.0366227,0.0364239,0.0631882,0.0653541,0.0207222,0.0282629,0.00876164,0.0281249,0.0284608,0,0,0
