Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x77,x76
167,0.0214477,0.046262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303723,0,0.0316453,0.0643703,0,0,0.0125116,0,0,0.0465646,0.0306215,0.043258,0.017991,0.0230101,0.0343681,0.0546244,0,0.0610458,0.07777,0.064486,0.0641443,0.0603963,0.0605877,0.0616899,0.0363143,0.0384924,0.0212656,0.0105034,0.0193979,0,0.0214892,0.0639922,0,0,0,0.0158898,0,0,0.0350766,0.0465147,0.0523341,0.00694017,0.0231758,0.0455162,0.0260117,0.0824984,0.096895,0.0563873,0.0409476,0.0594468,0.0385221,0.0370553,0.0610468,0.0617014,0.0202674,0.0175599,0.0167823,0.0256608,0.0274958,0,0,0,0
168,0.0209244,0.0462231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290374,0,0.031131,0.0649124,0,0,0.012716,0,0,0.0466133,0.029959,0.0442715,0.0189339,0.0204063,0.0338965,0.0546076,0.0353635,0.0600096,0.076274,0.0628571,0.0652522,0.0619064,0.0618221,0.0627533,0.0400049,0.0382293,0.0211739,0.0104128,0.0199817,0,0.0212857,0.0630419,0,0,0,0.0158454,0,0,0.0352822,0.0478918,0.053144,0.00766612,0.022948,0.0460567,0.0269765,0.0828388,0.0969262,0.0555241,0.0420013,0.059971,0.038852,0.0373094,0.0614773,0.063912,0.0200252,0.0171006,0.0164827,0.0259161,0.0275749,0,0,0,0
169,0.0213633,0.0461525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297313,0,0.0320037,0.0642062,0,0,0.0126085,0,0,0.0465751,0.0313899,0.0444516,0.0181673,0.0222372,0.0343537,0.0547834,0,0.0616845,0.0778544,0.0646932,0.0636746,0.0602682,0.060383,0.0614921,0.0380613,0.0384155,0.0213481,0.0103795,0.0205402,0,0.0216101,0.0643625,0,0,0,0.0156912,0,0,0.0349211,0.0480888,0.0547005,0.00824811,0.0233072,0.0456672,0.0261731,0.0831053,0.0972061,0.0551689,0.042363,0.0600355,0.038769,0.0372286,0.0613692,0.0662296,0.0202377,0.0175726,0.0167415,0.0259243,0.027459,0,0,0,0
170,0.0207685,0.0463168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284257,0,0.0319663,0.0645667,0,0,0.0128499,0,0,0.046703,0.0305673,0.0454296,0.0184839,0.0195083,0.0340224,0.0544613,0.036059,0.0604691,0.0764353,0.0631299,0.0648722,0.0616903,0.061575,0.0625156,0.04206,0.038113,0.0212545,0.0103014,0.0200979,0,0.0244376,0.0634876,0,0,0,0.0157071,0,0,0.0353497,0.0485316,0.0597628,0.00847503,0.0222719,0.0462513,0.0272366,0.0826112,0.0970125,0.0555129,0.0418013,0.0605444,0.0388035,0.0372681,0.0615166,0.069345,0.0199408,0.017096,0.0164487,0.0263056,0.0275971,0,0,0,0
171,0.0206812,0.0463718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281967,0,0.0326688,0.0643101,0,0,0.0129217,0,0,0.04671,0.0307357,0.0457151,0.0170818,0.0193105,0.0343173,0.0543423,0.0362195,0.0606642,0.0765888,0.0633352,0.0646666,0.0614996,0.0613585,0.0622716,0.043046,0.0380669,0.0212569,0.0102569,0.0199371,0,0.0272977,0.0637106,0,0,0,0.0157125,0,0,0.0354659,0.048614,0.064459,0.00851535,0.0217175,0.0464462,0.0274352,0.0823799,0.0970825,0.0558233,0.0412811,0.0608395,0.0387362,0.0374885,0.0616988,0.072193,0.0199073,0.0171653,0.0163971,0.026467,0.0276587,0,0,0,0
172,0.0206414,0.0463903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281534,0,0.0327651,0.0641546,0,0,0.0130193,0,0,0.0467455,0.0310076,0.0461072,0.0167766,0.0191345,0.0344703,0.0544161,0.0361725,0.0609849,0.0767029,0.0634401,0.0644221,0.0613539,0.061127,0.0620215,0.0438838,0.0379821,0.0211991,0.0102853,0.0197304,0,0.0299476,0.0638607,0,0,0,0.015708,0,0,0.0355462,0.0484202,0.0692366,0.00859802,0.0212482,0.0465322,0.0275368,0.0820561,0.0971982,0.0562275,0.0405823,0.0611335,0.0386356,0.0377063,0.0621713,0.0745342,0.0199269,0.0172447,0.016394,0.0266337,0.0276828,0,0,0,0
173,0.0206286,0.0464481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282153,0,0.0327834,0.0640764,0,0,0.0131524,0,0,0.0468542,0.0312971,0.0465256,0.0170458,0.0189916,0.0342751,0.0545364,0.0361,0.0613241,0.0767769,0.0634412,0.0642784,0.0612242,0.0609955,0.0618453,0.044561,0.0378605,0.0210925,0.0104034,0.0195558,0,0.0322432,0.0639635,0,0,0,0.0156882,0,0,0.03557,0.0480636,0.0732274,0.00867172,0.0208253,0.0465576,0.027579,0.0817163,0.0972714,0.0566012,0.0398759,0.0614993,0.0385042,0.0379,0.0627849,0.0761788,0.0199667,0.0171857,0.0164093,0.0268155,0.027782,0,0,0,0
174,0.0205915,0.0465464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282892,0,0.0329343,0.0639919,0,0,0.0132982,0,0,0.0470298,0.0314714,0.0470778,0.017363,0.0188005,0.0341384,0.0546614,0.0360078,0.0615728,0.0768442,0.0634003,0.0641269,0.0611098,0.0609001,0.061707,0.0452923,0.0377387,0.0209943,0.0105915,0.0194986,0,0.0335925,0.064113,0,0,0,0.0157237,0,0,0.0356602,0.0477752,0.0757456,0.00895818,0.0205227,0.0465222,0.0276305,0.0815059,0.0973205,0.0567722,0.0393869,0.0618542,0.0384439,0.0379076,0.0632275,0.0773411,0.019896,0.0171496,0.016333,0.026956,0.0279735,0,0,0,0
175,0.0203159,0.0466707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028305,0,0.0330901,0.0639194,0,0,0.013444,0,0,0.0473063,0.0315652,0.0475534,0.0175614,0.0186654,0.0341733,0.0549576,0.0358208,0.0617444,0.0769216,0.063373,0.0639464,0.0610185,0.0607723,0.0615935,0.0461401,0.0375057,0.0208796,0.0109626,0.0177908,0,0.0361381,0.0641576,0,0,0,0.0157511,0,0,0.0357269,0.0474638,0.078835,0.00881575,0.0199276,0.0464015,0.0277212,0.0809536,0.0979764,0.0576173,0.0377694,0.0622849,0.0383521,0.0379064,0.0635933,0.0761381,0.0197361,0.0170495,0.0162392,0.0269256,0.0282414,0,0,0,0
176,0.020318,0.0466713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298624,0,0.0355122,0.0636357,0,0,0.0157642,0,0,0.0410722,0.0309769,0.0499668,0.0182845,0.018684,0.0333117,0.0518987,0.0355182,0.0631572,0.0780355,0.0635325,0.0626394,0.0597108,0.0596393,0.0603922,0.0443065,0.0382265,0.0202544,0,0.0182188,0,0.0337848,0.064046,0,0,0,0.015228,0,0,0.0366136,0.0489629,0.0746683,0.00649861,0.0214521,0.0459604,0.0270361,0.0830941,0.0977298,0.0550357,0.039933,0.06145,0.0390173,0.0383447,0.0626719,0.0762418,0.0186067,0.0167445,0.0155986,0.0267034,0.0281029,0,0,0,0
177,0.0201412,0.0466846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030698,0,0.0359304,0.063016,0,0,0.0155118,0,0,0.0415424,0.0310141,0.0503863,0.0191392,0.0187808,0.032994,0.0518279,0.0353733,0.0634755,0.0784707,0.064183,0.0619902,0.0588318,0.0589899,0.0597137,0.045002,0.0381743,0.0198125,0,0.0174529,0,0.0327614,0.064403,0,0,0,0.0154547,0,0,0.0365418,0.0492527,0.0708344,0.00570779,0.0224258,0.0458285,0.0270183,0.0838465,0.0977343,0.0539352,0.0404059,0.0611557,0.0394968,0.0385186,0.0621941,0.0754599,0.0184596,0.0169229,0.0157741,0.0263978,0.0280208,0,0,0,0
178,0.0198486,0.0465729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02986,0,0.0360442,0.0634728,0,0,0.0155815,0,0,0.041349,0.0308346,0.0506826,0.0184668,0.0186225,0.03298,0.0518519,0.0356329,0.0635107,0.0782394,0.0636948,0.062166,0.0589921,0.0592687,0.059873,0.0466657,0.0382338,0.0203391,0,0.0171798,0,0.033099,0.0639119,0,0,0,0.0155748,0,0,0.0367735,0.048357,0.0718531,0.00697056,0.0219582,0.045881,0.0275407,0.0827347,0.0980988,0.0553019,0.0384912,0.0611004,0.0392722,0.0381218,0.0619457,0.0759439,0.0188305,0.0166855,0.015554,0.0263048,0.0283396,0,0,0,0
179,0.0195962,0.046515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298727,0,0.0362191,0.063613,0,0,0.015519,0,0,0.041358,0.0306927,0.0511639,0.0183137,0.0188515,0.0330693,0.0515537,0.0361941,0.0636617,0.0783762,0.0635496,0.0617574,0.0588242,0.0590921,0.0596261,0.0480102,0.0382974,0.0203867,0,0.017018,0,0.0323696,0.0636594,0,0,0,0.0156191,0,0,0.0367691,0.0481289,0.0699472,0.00701601,0.0227256,0.0459811,0.0277826,0.0828032,0.0984107,0.055266,0.0377849,0.061173,0.0395629,0.0382893,0.0619645,0.0754028,0.0193317,0.0166788,0.0156641,0.0264634,0.0285523,0,0,0,0
180,0.0194835,0.0464828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299528,0,0.0365144,0.0638214,0,0,0.0154027,0,0,0.0412527,0.0307122,0.0519775,0.0182097,0.0191407,0.0330396,0.051049,0.0367143,0.0638361,0.0785754,0.0635543,0.0610995,0.0585689,0.0588609,0.0593563,0.0495096,0.0383919,0.020489,0,0.0169931,0,0.031396,0.0634556,0,0,0,0.0155747,0,0,0.0367642,0.0479691,0.0678731,0.00723984,0.0236626,0.046078,0.0281098,0.0831917,0.0988765,0.0550281,0.037188,0.0613801,0.0399108,0.0385257,0.0620124,0.0749936,0.0195989,0.0166744,0.01582,0.026828,0.028723,0,0,0,0
181,0.0190464,0.0468607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028712,0,0.0345267,0.0642813,0,0,0.0149865,0,0,0.0417308,0.0317335,0.0511405,0.0174369,0.018236,0.033119,0.0508121,0.0367149,0.0625866,0.0776021,0.0632287,0.0621263,0.0595324,0.0596888,0.0602063,0.0558601,0.0376954,0.0206305,0,0.0191389,0,0.0300227,0.0631461,0,0,0,0.0159264,0,0,0.0364256,0.0465708,0.0671022,0.0090538,0.0225169,0.0459238,0.0290277,0.0817056,0.0990958,0.056713,0.0350126,0.0621309,0.0396167,0.0379736,0.0621546,0.078856,0.0201005,0.0166735,0.0162049,0.0274008,0.028897,0,0,0,0
182,0.0189732,0.0469888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290832,0,0.0347918,0.0644197,0,0,0.0147323,0,0,0.0416038,0.0322603,0.0521863,0.0172506,0.018167,0.033056,0.0506619,0.0370003,0.0628515,0.0778448,0.0631208,0.0620139,0.0593463,0.0594982,0.0599874,0.058352,0.0377627,0.0208146,0,0.0196113,0,0.028703,0.0629219,0,0,0,0.0159661,0,0,0.0365463,0.0462803,0.0652123,0.00930921,0.0226483,0.0460137,0.0293557,0.081892,0.0992776,0.0564937,0.0344508,0.0619885,0.039913,0.0378963,0.0618136,0.079472,0.0200796,0.0166441,0.0161427,0.0274709,0.0286514,0,0,0,0
183,0.0188072,0.0472863,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295478,0,0.0349803,0.0643941,0,0,0.0145997,0,0,0.0414966,0.0325868,0.0531687,0.0170983,0.0182154,0.0331557,0.0505546,0.0373621,0.0631727,0.0782056,0.0631168,0.0617352,0.0591573,0.059349,0.0597899,0.0612232,0.0378475,0.0208835,0,0.0195942,0,0.0281039,0.0627753,0,0,0,0.0160326,0,0,0.0366691,0.0457878,0.0640413,0.00928289,0.0225385,0.0460431,0.0296478,0.0816254,0.0992976,0.0566442,0.0337469,0.061757,0.0401221,0.0378596,0.0613473,0.0792137,0.0201182,0.0165453,0.0161047,0.0275214,0.0285116,0,0,0,0
184,0.0185548,0.0475074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302271,0,0.0350527,0.0642272,0,0,0.0144681,0,0,0.0414698,0.0328188,0.0542258,0.0170319,0.0183576,0.0332615,0.049952,0.0374924,0.0634526,0.078658,0.0632823,0.0613214,0.0590127,0.0592162,0.0595987,0.0644089,0.0378616,0.0209542,0,0.0191782,0,0.028165,0.0627516,0,0,0,0.0161418,0,0,0.0368108,0.0453172,0.0639475,0.00925073,0.0226347,0.0459935,0.029959,0.0810075,0.0992242,0.0570157,0.0328901,0.0617163,0.040233,0.0378744,0.0610856,0.0780173,0.0201784,0.0164185,0.0160561,0.027621,0.028549,0,0,0,0
185,0.0183949,0.0475816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311836,0,0.0351804,0.0641129,0,0,0.0143803,0,0,0.0414584,0.0332252,0.0554935,0.0172838,0.0184547,0.033123,0.0491428,0.0375295,0.063785,0.079062,0.06363,0.0609437,0.0589018,0.0590806,0.0594871,0.0675932,0.0378072,0.0209442,0,0.0190424,0,0.0280669,0.0627175,0,0,0,0.016332,0,0,0.0369302,0.0449622,0.0640041,0.00940535,0.022792,0.0460519,0.030419,0.0805578,0.0988645,0.056851,0.0327082,0.0619491,0.0403262,0.0378721,0.0612395,0.0769425,0.0201481,0.0162596,0.0160287,0.0277073,0.0285539,0,0,0,0
186,0.0183945,0.0476331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322573,0,0.0354877,0.0640931,0,0,0.0144157,0,0,0.0415767,0.0337127,0.057014,0.0176865,0.0184117,0.0331361,0.0487211,0.0375621,0.0642029,0.0793696,0.0637649,0.0611272,0.0588273,0.0589467,0.0594304,0.0706122,0.0376224,0.0208632,0,0.0192729,0,0.0274022,0.0626822,0,0,0,0.0164903,0,0,0.0370648,0.0447597,0.0636547,0.00971959,0.0228115,0.0459149,0.0309327,0.0805506,0.09832,0.0560238,0.0332441,0.0621499,0.0403126,0.0376456,0.0615176,0.0761745,0.0200211,0.0161208,0.0159979,0.0277314,0.0284601,0,0,0,0
187,0.0184579,0.0475059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332692,0,0.035887,0.0640397,0,0,0.0145074,0,0,0.0418272,0.0340866,0.058334,0.0179715,0.0183805,0.0333174,0.0486916,0.0376141,0.0645614,0.0795457,0.0636527,0.0611215,0.0586519,0.0587941,0.0592596,0.073476,0.0372597,0.0207367,0,0.0194945,0,0.0264959,0.0627328,0,0,0,0.0167437,0,0,0.0372976,0.044702,0.0628106,0.00981257,0.0228071,0.0455927,0.0313677,0.0808173,0.0978824,0.0550718,0.0341824,0.0620954,0.0401967,0.0372178,0.0614481,0.0751595,0.0198921,0.0161107,0.0158068,0.027671,0.0284961,0,0,0,0
188,0.0188114,0.0467692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335078,0,0.0396009,0.0635782,0,0,0.0147419,0,0,0.0417038,0.0342004,0.0613137,0.0184055,0.021428,0.033892,0.0487557,0.0385304,0.0673506,0.0816356,0.0641045,0.0595791,0.0567824,0.0574583,0.0579766,0.0672523,0.0375812,0.0205357,0,0.0168391,0,0.0275746,0.0630189,0,0,0,0.0169605,0,0,0.0373598,0.0451127,0.0616269,0.00931523,0.0246728,0.0459695,0.0312896,0.0824084,0.0981496,0.0532091,0.0354092,0.0615143,0.0406744,0.0374884,0.0610567,0.0686504,0.0196771,0.0162502,0.015675,0.0269595,0.0286022,0,0,0,0
189,0.018827,0.0467331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342272,0,0.039947,0.0635119,0,0,0.0149558,0,0,0.0421115,0.0343841,0.0625373,0.0185015,0.021866,0.0339571,0.0489696,0.0386256,0.0676911,0.0817915,0.063971,0.059315,0.0565134,0.0573618,0.0577966,0.0691212,0.0371404,0.0202958,0,0.0166169,0,0.0270192,0.0629873,0,0,0,0.0170709,0,0,0.037451,0.0449907,0.0604477,0.00928974,0.0248932,0.0460043,0.031456,0.08271,0.0982048,0.0530582,0.035703,0.0610124,0.0404206,0.037056,0.0603606,0.0666682,0.0196056,0.0162359,0.015564,0.0269298,0.0288123,0,0,0,0
190,0.0187943,0.046688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349617,0,0.040287,0.0634076,0,0,0.0150893,0,0,0.0424503,0.0345642,0.0637949,0.0186337,0.0222373,0.0339821,0.0493728,0.0386424,0.0679333,0.0819026,0.0638979,0.0593862,0.0563286,0.0573635,0.0577644,0.0710949,0.0368126,0.0201802,0,0.0162761,0,0.0264136,0.0629954,0,0,0,0.017233,0,0,0.0374903,0.0447744,0.0588344,0.0093774,0.0249638,0.0458431,0.0314452,0.0827623,0.0983562,0.0533537,0.035713,0.0605953,0.0403815,0.0368372,0.0598771,0.0646771,0.0196325,0.0163129,0.0154605,0.0268876,0.0290626,0,0,0,0
191,0.0187851,0.0467169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357397,0,0.0405879,0.0634508,0,0,0.0145268,0,0,0.0469732,0.0346547,0.0652844,0.018957,0.0223732,0.0341157,0.0520572,0.0385752,0.0680611,0.0819799,0.0638383,0.0597797,0.0562836,0.0574736,0.0578846,0.0732674,0.0364928,0.0204916,0.0100101,0.0158331,0,0.0258,0.0628921,0,0,0,0.0172671,0,0,0.0374216,0.0445962,0.0568774,0.00953102,0.0248649,0.0455163,0.0310368,0.0826515,0.0986022,0.0540014,0.0354639,0.0603531,0.0405284,0.0367679,0.0596836,0.0626535,0.0202751,0.016128,0.0162796,0.0268671,0.0290403,0,0,0,0
192,0.0187032,0.0468456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365487,0,0.0408166,0.0635288,0,0,0.0148002,0,0,0.0469952,0.0346467,0.0668346,0.0192934,0.0226461,0.0341199,0.0521995,0.0386482,0.0683025,0.0822689,0.063888,0.0598592,0.0562246,0.0575507,0.057991,0.0753803,0.0364415,0.0203123,0.00966209,0.0156776,0,0.0249095,0.06278,0,0,0,0.0172814,0,0,0.0372143,0.0444698,0.0545983,0.00944961,0.0245864,0.0450289,0.0309261,0.0825945,0.0988707,0.0546161,0.0351024,0.0603471,0.0408702,0.0369932,0.0597759,0.0605961,0.0202803,0.0162653,0.0163781,0.0269236,0.0291024,0,0,0,0
193,0.0186865,0.0468272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374128,0,0.0411433,0.0636068,0,0,0.0149331,0,0,0.0469622,0.0347398,0.0683195,0.0197004,0.02262,0.0341641,0.0524915,0.0385036,0.0681854,0.0823497,0.0638357,0.0596053,0.0562359,0.0576952,0.058124,0.0780239,0.0365368,0.0202269,0.00957144,0.0154106,0,0.0241636,0.062681,0,0,0,0.0173271,0,0,0.0368902,0.044133,0.0522923,0.00956181,0.0242109,0.0451934,0.030841,0.0823931,0.0990847,0.0552139,0.0344736,0.0605866,0.0412846,0.0374115,0.0601882,0.0587618,0.0202387,0.0164704,0.0165209,0.026971,0.0293199,0,0,0,0
194,0.0191674,0.0466004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376634,0,0.041694,0.0637362,0,0,0.0147698,0,0,0.0468564,0.0347065,0.0716366,0.0195499,0.0221314,0.0336722,0.0526907,0.0380784,0.0673908,0.0820858,0.0634919,0.0593121,0.0562849,0.0578524,0.0583893,0.0822672,0.0369728,0.0202015,0.00948013,0.01523,0,0.0233307,0.0625525,0,0,0,0.0170251,0,0,0.0367913,0.0438933,0.0506157,0.0092842,0.0246648,0.0449299,0.0306443,0.0828743,0.0997988,0.0552998,0.0338887,0.0605185,0.0414728,0.037597,0.0602721,0.057244,0.02021,0.0166976,0.0167458,0.0270446,0.0292701,0,0,0,0
195,0.0188342,0.0469229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385967,0,0.041645,0.0638898,0,0,0.0149381,0,0,0.0472072,0.034885,0.0719794,0.0201439,0.0230277,0.0338972,0.0528108,0.0381996,0.0678879,0.0825163,0.0637418,0.0585642,0.0559096,0.0575559,0.05817,0.0833377,0.0366733,0.0199335,0.00988503,0.0151373,0,0.0225139,0.0624437,0,0,0,0.0172153,0,0,0.0364794,0.0434241,0.0482255,0.00990282,0.02478,0.0452522,0.0306479,0.0822472,0.0995466,0.0552352,0.0336252,0.0608401,0.0419879,0.0381681,0.0607212,0.0554721,0.0205603,0.016717,0.0169386,0.0272154,0.0295616,0,0,0,0
196,0.0188981,0.0471571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390661,0,0.041863,0.0638058,0,0,0.0151149,0,0,0.0471855,0.0347121,0.0738968,0.0202962,0.0232256,0.0338748,0.0529856,0.0380158,0.067491,0.0825748,0.0636871,0.0582451,0.0556478,0.0573922,0.0581727,0.0861918,0.036661,0.0199549,0.00933821,0.0149208,0,0.0223451,0.0625419,0,0,0,0.0172685,0,0,0.0364029,0.0425615,0.0474513,0.00994228,0.0251617,0.0450774,0.0305295,0.0817774,0.0993288,0.0551844,0.033204,0.0607574,0.0420243,0.038269,0.0607826,0.0548961,0.0205399,0.0167011,0.017076,0.0273877,0.0297113,0,0,0,0
197,0.0190611,0.0472651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392384,0,0.0422772,0.0635836,0,0,0.0152957,0,0,0.0472425,0.034368,0.0756759,0.0203301,0.023273,0.0340412,0.0532093,0.0376531,0.066857,0.0824861,0.0635558,0.0580198,0.0552911,0.0571049,0.0581272,0.0890495,0.0365278,0.0199657,0.00902409,0.0148157,0,0.0223648,0.0627042,0,0,0,0.0173515,0,0,0.0364544,0.0417873,0.046812,0.0099281,0.02534,0.045059,0.0304675,0.0814467,0.0990368,0.0549654,0.0331336,0.0605264,0.041884,0.0381762,0.0606917,0.0544072,0.0204779,0.0166187,0.0171062,0.0276185,0.0298278,0,0,0,0
198,0.0185284,0.047599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394204,0,0.0419989,0.0629148,0,0,0.0150021,0,0,0.0474247,0.0346238,0.0750324,0.0205122,0.0244803,0.0347633,0.0535317,0.0378647,0.0672941,0.0829592,0.0638647,0.057605,0.054781,0.0562488,0.0573719,0.089855,0.0364539,0.0200018,0.00941385,0.0155989,0,0.0215942,0.0631571,0.0118424,0,0,0.0173906,0,0,0.0370082,0.0410578,0.0449725,0.0105812,0.0253785,0.0452639,0.0310245,0.0812485,0.0987471,0.0544428,0.0335881,0.0603806,0.042028,0.0381686,0.0606047,0.0523797,0.0203941,0.0160533,0.0166036,0.0279037,0.0308527,0,0,0,0
199,0.018679,0.0476516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390066,0,0.0424965,0.0622943,0,0,0.0151248,0,0,0.0478107,0.0346874,0.0765673,0.0204104,0.0242005,0.0350672,0.0538537,0.0376996,0.06649,0.08281,0.0637922,0.0571366,0.0543228,0.0556805,0.0570132,0.0927023,0.0362938,0.0196602,0.00982581,0.0156828,0,0.0215538,0.0635574,0.0118475,0,0,0.0175587,0,0,0.0369776,0.0402431,0.0445785,0.0107149,0.0251694,0.0453705,0.0310467,0.0811584,0.0986982,0.0543902,0.0336705,0.0602862,0.0418983,0.0379569,0.06055,0.0512794,0.0202469,0.0159247,0.0167538,0.0280696,0.0309037,0,0,0,0
200,0.0187315,0.0476923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038368,0,0.0432987,0.0619503,0,0,0.0153575,0,0,0.0479968,0.0347415,0.0783293,0.0202421,0.0238086,0.0352268,0.0541624,0.0377034,0.065734,0.0827394,0.0637199,0.0566217,0.05365,0.0551627,0.056693,0.0953961,0.0359996,0.0195703,0.00977548,0.0159954,0,0.0212831,0.0637968,0.0121869,0,0,0.0177706,0,0,0.0370593,0.0396091,0.0442897,0.0107081,0.024846,0.0455428,0.03104,0.0809433,0.0985497,0.054447,0.0338772,0.0603151,0.0418538,0.0379501,0.0606461,0.0501811,0.0202671,0.0156497,0.0168351,0.0282997,0.0308745,0,0,0,0
201,0.0187318,0.0476405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377047,0,0.0442573,0.061672,0,0,0.0156377,0,0,0.0480568,0.0349502,0.0799784,0.0201372,0.0231824,0.0353522,0.0543421,0.0379233,0.0647971,0.0826456,0.0637862,0.0561013,0.0527296,0.0547591,0.0563954,0.0979813,0.0357467,0.0195343,0.00940925,0.0163647,0,0.0210168,0.0640134,0.0120096,0,0,0.0179338,0,0,0.0371385,0.0390264,0.0440265,0.0108349,0.0244695,0.0457036,0.031078,0.0806876,0.0983498,0.0545769,0.033858,0.0604381,0.0418273,0.0380257,0.060827,0.0489647,0.0203385,0.0154605,0.0170395,0.0284736,0.0307659,0,0,0,0
202,0.0187773,0.0475613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371625,0,0.0452892,0.061532,0,0,0.0157356,0,0,0.0482585,0.0351658,0.0813202,0.020007,0.0222961,0.0357526,0.0545202,0.0379594,0.0638158,0.0825615,0.0639529,0.0556265,0.0519946,0.0544962,0.0561607,0.0999464,0.0355621,0.0193873,0.00957071,0.0167454,0,0.0206642,0.064155,0.0117937,0,0,0.0179279,0,0,0.0371904,0.0385915,0.043651,0.0109282,0.0241325,0.0457884,0.0310138,0.0805502,0.0981185,0.0546798,0.0330523,0.0605063,0.0417807,0.0381107,0.060981,0.0476425,0.0202815,0.0153932,0.0172037,0.0286418,0.0303932,0,0,0,0
203,0.018825,0.0475267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036825,0,0.0460473,0.061559,0,0,0.01578,0,0,0.0484134,0.0352985,0.0819562,0.0198975,0.0213571,0.0361985,0.054728,0.037904,0.0627014,0.082489,0.0641158,0.0551669,0.0514228,0.0543043,0.055998,0.100452,0.0354155,0.0192674,0.00966186,0.0171582,0,0.0205427,0.0641575,0.0117287,0,0,0.0179274,0,0,0.0371809,0.0382555,0.0430934,0.0110192,0.0237975,0.0458155,0.0308907,0.0803101,0.0978298,0.0548449,0.0320159,0.0604875,0.0417642,0.0382275,0.0611125,0.0462115,0.0201398,0.0153987,0.0173313,0.0288334,0.0303458,0,0,0,0
204,0.0192079,0.0474193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358309,0,0.0473702,0.0622027,0,0,0.0155836,0,0,0.0482739,0.0345575,0.083886,0.0194455,0.0194364,0.0355916,0.0547595,0.0374633,0.0607344,0.0818652,0.0639366,0.0545775,0.0507983,0.0544483,0.0563178,0.100037,0.035622,0.0193739,0.00913264,0.01712,0,0.0208971,0.0634822,0.011851,0,0,0.0180879,0,0,0.0368934,0.0383963,0.0433045,0.0105584,0.023295,0.0457009,0.0308247,0.0800539,0.0974504,0.0551661,0.0314965,0.0604306,0.0416339,0.0382524,0.0612486,0.0456225,0.0199877,0.0156012,0.0177579,0.029016,0.030226,0,0,0,0
