Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,RTIB,
All Timesteps RMSE,0.0688585,0.0486068,0,0,0,0,0,0,0.0425259,0,0.027414,0.0662402,0,0,0.0195697,0,0,0.0309922,0.0738303,0.0304411,0.0413571,0.0229108,0.0919815,0.0561579,0.034848,0.0495732,0.057327,0.0365175,0.0255545,0.0211791,0.0423875,0.0479486,0.057651,0.0208131,0.0102435,0.015884,0.0469429,0,0.0323148,0.0628787,0.03099,0,0,0.0216146,0,0,0.034335,0.0666379,0.041207,0.0533775,0.0284873,0.0975415,0.05837,0.0431418,0.0717923,0.0698071,0.0299766,0.0669715,0.0481451,0.0846588,0.0473952,0.0216226,0.00937477,0.014814,0.0339032,0.0360745,0,0,0,0,0,0,0,0,0,0.0716591,0
0,0.0739896,0.0483805,0,0,0,0,0,0,0.0438626,0,0.0269079,0.0590718,0,0,0.0206882,0,0,0.0291227,0.0749856,0.0252109,0.044253,0.0276093,0.10575,0.055703,0.0313404,0.0486569,0.0574157,0.0312539,0.0319959,0.026552,0.0485431,0.0562817,0.0801456,0.0212118,0.00924471,0.014387,0.0334387,0,0.0366426,0.0540856,0.0325071,0,0,0.0232602,0,0,0.0334199,0.0742139,0.0480602,0.0491043,0.0258188,0.108416,0.0540752,0.0369045,0.0648965,0.066985,0.0289086,0.033125,0.0424483,0.0761861,0.068144,0.0196203,0.0115694,0.00990273,0.0392706,0.0426424,0,0,0,0,0,0,0,0,0,0,0
1,0.0741217,0.0482355,0,0,0,0,0,0,0.0433254,0,0.0270586,0.0591118,0,0,0.0207168,0,0,0.0291189,0.074886,0.0240276,0.0443165,0.02699,0.105195,0.0558424,0.0311493,0.0484594,0.0574898,0.0312457,0.031465,0.0261721,0.0480663,0.0557895,0.0790023,0.0211967,0.00926916,0.0144143,0.0334272,0,0.0365024,0.0543218,0.0325987,0,0,0.0232143,0,0,0.0334034,0.0742522,0.0477492,0.0488161,0.025457,0.107805,0.054245,0.0369962,0.0650148,0.067159,0.0289841,0.0333421,0.0426641,0.0765142,0.067767,0.0196428,0.0114219,0.00994867,0.0388279,0.0427219,0,0,0,0,0,0,0,0,0,0,0
2,0.0741623,0.0481694,0,0,0,0,0,0,0.0428062,0,0.027112,0.0592202,0,0,0.0207063,0,0,0.029086,0.0748002,0.0229017,0.0444305,0.0263377,0.104636,0.0559197,0.0310727,0.0485475,0.0575037,0.0313432,0.0310345,0.0257666,0.0477222,0.0552591,0.0778133,0.0211596,0.00927825,0.0143512,0.0334343,0,0.0363077,0.0546449,0.032676,0,0,0.0232194,0,0,0.0334287,0.0742661,0.0474312,0.048644,0.0253969,0.107222,0.0543673,0.0371304,0.0650916,0.067386,0.0291118,0.0334633,0.042916,0.0767922,0.0673128,0.0196679,0.0113174,0.00996419,0.0385975,0.0427448,0,0,0,0,0,0,0,0,0,0,0
3,0.0741771,0.0481322,0,0,0,0,0,0,0.0422594,0,0.0271745,0.0593619,0,0,0.0206832,0,0,0.0290452,0.0747243,0.0218555,0.0445469,0.0257365,0.104046,0.0560034,0.0310731,0.0486707,0.0575147,0.0314551,0.0305933,0.0253888,0.0474019,0.0547478,0.0765639,0.021101,0.00925029,0.014316,0.0334967,0,0.03614,0.0549448,0.0327539,0,0,0.0232162,0,0,0.0334516,0.0742953,0.047086,0.0485014,0.0253842,0.106631,0.0544775,0.0372771,0.0653124,0.0676596,0.0292773,0.0335255,0.0431719,0.0770598,0.0667762,0.0197167,0.0112288,0.0100879,0.0384257,0.0427799,0,0,0,0,0,0,0,0,0,0,0
4,0.0742133,0.0480482,0,0,0,0,0,0,0.0417286,0,0.0272213,0.0595272,0,0,0.0206823,0,0,0.0290199,0.0746428,0.0208355,0.0446729,0.0251311,0.103472,0.0560978,0.0310691,0.0487679,0.0575675,0.0315306,0.0301203,0.0249981,0.0470485,0.0542311,0.0752925,0.0210302,0.00922377,0.0143161,0.0335579,0,0.0360445,0.0552507,0.0328124,0,0,0.0231865,0,0,0.0333975,0.0743351,0.0467259,0.0483563,0.0253067,0.106051,0.0545942,0.0374237,0.0655401,0.0679653,0.0294449,0.0336736,0.0434094,0.0773571,0.0661403,0.0197885,0.0111263,0.0102617,0.0382522,0.0427945,0,0,0,0,0,0,0,0,0,0,0
5,0.0742242,0.047948,0,0,0,0,0,0,0.041247,0,0.027251,0.0597044,0,0,0.0206792,0,0,0.029016,0.0745375,0.0198067,0.0448067,0.0244907,0.102909,0.056167,0.0310062,0.048798,0.0576024,0.0316177,0.029629,0.0245468,0.0466716,0.0536979,0.0740428,0.0209699,0.00921793,0.0143136,0.0335476,0,0.0357653,0.0555321,0.0328477,0,0,0.0231195,0,0,0.0333111,0.074342,0.046461,0.0481896,0.0251409,0.105475,0.0547286,0.0375165,0.0657712,0.0683204,0.0296284,0.034204,0.0436033,0.0776584,0.0653222,0.01984,0.0110148,0.0103468,0.0381347,0.0427975,0,0,0,0,0,0,0,0,0,0,0
6,0.0742079,0.0479072,0,0,0,0,0,0,0.040839,0,0.0273424,0.059873,0,0,0.0206692,0,0,0.0290305,0.0744299,0.0188366,0.0449174,0.0237953,0.102348,0.0562042,0.0310292,0.0487645,0.0576412,0.0316978,0.0291508,0.0240795,0.0462149,0.0531227,0.0728387,0.0209185,0.00918789,0.0143008,0.0334936,0,0.0352917,0.0557968,0.0328822,0,0,0.0230553,0,0,0.0332632,0.0743367,0.0461704,0.0480398,0.0250022,0.104895,0.0548585,0.0375975,0.0659744,0.0686668,0.0297773,0.0346742,0.0438387,0.0779971,0.064473,0.0198503,0.010952,0.0103666,0.0380598,0.042805,0,0,0,0,0,0,0,0,0,0,0
7,0.0741947,0.0479735,0,0,0,0,0,0,0.0405277,0,0.0274893,0.0600104,0,0,0.0206529,0,0,0.0289902,0.0743246,0.0182707,0.0449924,0.0230956,0.101784,0.056245,0.0309908,0.048797,0.057691,0.0318147,0.0286439,0.0235378,0.0457534,0.0525362,0.0718582,0.0208796,0.00913266,0.0142791,0.0334869,0,0.0349379,0.05607,0.0329336,0,0,0.0230369,0,0,0.0332666,0.0743207,0.045811,0.047906,0.0250306,0.104349,0.0549673,0.0376972,0.0661724,0.0689652,0.0298744,0.0350163,0.0441023,0.0783177,0.0636883,0.0198665,0.0109006,0.0104603,0.0378795,0.0428129,0,0,0,0,0,0,0,0,0,0,0
8,0.0742063,0.0479399,0,0,0,0,0,0,0.040247,0,0.0276569,0.0601661,0,0,0.0206106,0,0,0.0288568,0.0742128,0.0178407,0.0450902,0.0224657,0.101215,0.0563032,0.0308908,0.04899,0.0577152,0.0319771,0.0281136,0.0228848,0.0453747,0.0519471,0.0709,0.020862,0.00905136,0.0142611,0.0334586,0,0.0347265,0.0563145,0.0329984,0,0,0.0230321,0,0,0.0332927,0.074316,0.0454335,0.0477469,0.0250556,0.1038,0.055073,0.0377515,0.0663413,0.0692078,0.0299111,0.0353063,0.0443667,0.0785622,0.0627883,0.01992,0.0108198,0.010609,0.0377591,0.0428328,0,0,0,0,0,0,0,0,0,0,0
9,0.0741942,0.0478731,0,0,0,0,0,0,0.0399766,0,0.0278658,0.0603935,0,0,0.0206239,0,0,0.0288538,0.0740916,0.0174383,0.0452123,0.0218486,0.100608,0.0563461,0.0308311,0.049163,0.0577136,0.0322055,0.0275453,0.0222523,0.0449593,0.0513153,0.0699125,0.0208426,0.00903931,0.0142565,0.0334488,0,0.0344979,0.0565929,0.0330443,0,0,0.023035,0,0,0.0332263,0.0742936,0.0449759,0.0476116,0.0250211,0.10324,0.0552144,0.037802,0.0664931,0.0693929,0.0298884,0.0354659,0.044655,0.0788828,0.0618991,0.0199234,0.0107388,0.0107187,0.0375492,0.0428193,0,0,0,0,0,0,0,0,0,0,0
10,0.0741223,0.0477868,0,0,0,0,0,0,0.0397076,0,0.0279437,0.0605723,0,0,0.0206179,0,0,0.0288846,0.0739902,0.0170763,0.0453496,0.0211432,0.100014,0.0563546,0.0308997,0.0492594,0.0576966,0.0324648,0.0269869,0.0219959,0.044501,0.0506654,0.0689445,0.0208328,0.00903887,0.0142415,0.0334125,0,0.0342171,0.0568977,0.0331007,0,0,0.0230375,0,0,0.0332096,0.0742191,0.0444813,0.0475099,0.0249554,0.102684,0.0553788,0.0378699,0.0667099,0.0695742,0.0301395,0.0358565,0.044953,0.0792512,0.0609077,0.0198845,0.0106727,0.0108222,0.0373383,0.0427738,0,0,0,0,0,0,0,0,0,0,0
11,0.0740429,0.0477095,0,0,0,0,0,0,0.0393754,0,0.0279724,0.0607136,0,0,0.0206307,0,0,0.028905,0.0739003,0.0167419,0.0454313,0.0205591,0.0994232,0.0563719,0.0310259,0.0492915,0.0576779,0.0326304,0.0264112,0.0217377,0.0440216,0.0500549,0.0679807,0.0207911,0.00898037,0.014289,0.0333813,0,0.0339228,0.0572204,0.0331594,0,0,0.0230382,0,0,0.0332471,0.0741688,0.0439367,0.0474422,0.0248715,0.102151,0.0555371,0.0379705,0.0670003,0.0697229,0.0303271,0.0362257,0.045311,0.0796695,0.0599538,0.0199212,0.0105792,0.0109412,0.0371751,0.0427096,0,0,0,0,0,0,0,0,0,0,0
12,0.0739844,0.047649,0,0,0,0,0,0,0.0389635,0,0.0280925,0.0608078,0,0,0.020642,0,0,0.0289149,0.0738043,0.0165273,0.0454754,0.0201414,0.098822,0.0564226,0.0311581,0.0493519,0.0577238,0.0327439,0.0258501,0.0215152,0.0435741,0.0494526,0.0669469,0.0207622,0.00893678,0.0143504,0.0334902,0,0.0336973,0.0575174,0.0332175,0,0,0.0230072,0,0,0.033244,0.0740883,0.0434034,0.0473949,0.0249054,0.101646,0.055708,0.0380811,0.0672684,0.0698632,0.0304582,0.0365244,0.045621,0.0800201,0.0589136,0.0199813,0.0104566,0.011068,0.0370832,0.0426645,0,0,0,0,0,0,0,0,0,0,0
13,0.0738707,0.0475953,0,0,0,0,0,0,0.0384956,0,0.0283507,0.0609238,0,0,0.0206229,0,0,0.0288855,0.0736979,0.0163508,0.0455147,0.0195449,0.0982243,0.0564851,0.0312026,0.0494859,0.0578199,0.0330676,0.0252512,0.0210502,0.0431987,0.0487894,0.0657298,0.0207186,0.00889067,0.0144072,0.0336275,0,0.0334575,0.0577937,0.0332736,0,0,0.0229624,0,0,0.033192,0.0739745,0.042859,0.0473745,0.0249668,0.101156,0.0558796,0.0381641,0.0675177,0.0699259,0.0305517,0.0368466,0.0459274,0.0803425,0.057868,0.0200093,0.0103221,0.0111983,0.0369957,0.0426542,0,0,0,0,0,0,0,0,0,0,0
14,0.0736527,0.0475358,0,0,0,0,0,0,0.0380544,0,0.0285199,0.0610731,0,0,0.020598,0,0,0.0288379,0.0735627,0.0160791,0.0455561,0.018624,0.0976328,0.0565546,0.0312332,0.0498132,0.0579665,0.0333334,0.0246524,0.0203635,0.042797,0.048045,0.064363,0.0207101,0.00884667,0.014433,0.0336379,0,0.0331129,0.0580778,0.0333232,0,0,0.022878,0,0,0.0331309,0.0738677,0.0423267,0.0473575,0.0250149,0.100645,0.0560647,0.0382433,0.0677219,0.0700681,0.0306584,0.0371888,0.0462843,0.0807212,0.0566717,0.0200061,0.010106,0.0113556,0.0367181,0.0426266,0,0,0,0,0,0,0,0,0,0,0
15,0.0734828,0.0474895,0,0,0,0,0,0,0.0376626,0,0.0286009,0.0612093,0,0,0.0206181,0,0,0.0288082,0.0734364,0.0158566,0.0455759,0.0179094,0.0970552,0.0566306,0.0312988,0.0500321,0.0581012,0.0335991,0.0240357,0.0197108,0.0423273,0.0472883,0.0630605,0.0206873,0.00881152,0.0144435,0.0336896,0,0.0327688,0.0583709,0.0333862,0,0,0.0228977,0,0,0.0331471,0.0737527,0.0417594,0.0473519,0.0250379,0.100156,0.0562591,0.0384062,0.0678872,0.0702442,0.0307608,0.0375947,0.0466613,0.0811544,0.0554707,0.0199765,0.0100793,0.0114916,0.0364493,0.0425983,0,0,0,0,0,0,0,0,0,0,0
16,0.0734143,0.0474574,0,0,0,0,0,0,0.0372483,0,0.0286407,0.0613407,0,0,0.0206767,0,0,0.0288741,0.0733145,0.015734,0.0455803,0.0173893,0.0964882,0.0567132,0.0314269,0.0502181,0.0582113,0.0338887,0.0233954,0.0190884,0.0418384,0.0465172,0.0618207,0.0206197,0.00872451,0.014556,0.0338243,0,0.032441,0.0586528,0.0334554,0,0,0.0229281,0,0,0.0331702,0.0736044,0.0411604,0.0473734,0.0250916,0.0996878,0.0564727,0.0385187,0.0680786,0.0704311,0.0308365,0.0379839,0.04701,0.0815757,0.054252,0.0200231,0.0100372,0.0116168,0.0362317,0.0425823,0,0,0,0,0,0,0,0,0,0,0
17,0.073391,0.0474398,0,0,0,0,0,0,0.0368431,0,0.0286438,0.0614638,0,0,0.020709,0,0,0.0288777,0.0732194,0.0156656,0.0455362,0.0169729,0.0959126,0.0567826,0.0315659,0.0504283,0.0582925,0.0341755,0.0226374,0.0184908,0.0414162,0.0457821,0.0605634,0.0205668,0.00866846,0.0146283,0.0340023,0,0.0321225,0.0589001,0.0335302,0,0,0.0229047,0,0,0.0331008,0.0734307,0.0405313,0.047429,0.0252323,0.0992319,0.0566811,0.0386079,0.0683726,0.0705875,0.0309084,0.0383485,0.047339,0.0819825,0.0529763,0.0200421,0.0099056,0.0117715,0.0360312,0.0425745,0,0,0,0,0,0,0,0,0,0,0
18,0.0733513,0.0474314,0,0,0,0,0,0,0.0364624,0,0.0286162,0.0615738,0,0,0.0207185,0,0,0.0288238,0.0731094,0.0156691,0.0454524,0.0166036,0.0953525,0.0568408,0.0317136,0.0506509,0.058372,0.03442,0.0217384,0.0179191,0.040989,0.0452542,0.0592577,0.0205721,0.00865357,0.0146521,0.0341752,0,0.0318166,0.0591217,0.0335996,0,0,0.0228783,0,0,0.0331013,0.0732509,0.0398899,0.0474917,0.0253886,0.0987775,0.0568765,0.0387812,0.0686213,0.0707317,0.0309701,0.0387336,0.0476917,0.0823943,0.0516575,0.0200871,0.00976499,0.0119201,0.0358668,0.04255,0,0,0,0,0,0,0,0,0,0,0
19,0.0732891,0.0474164,0,0,0,0,0,0,0.0361094,0,0.0285054,0.0617209,0,0,0.0207452,0,0,0.0287513,0.0729889,0.0157224,0.0453728,0.0161798,0.0947921,0.0569092,0.0318711,0.0508377,0.0584561,0.0346471,0.0208325,0.0172856,0.0405225,0.044947,0.0579018,0.0205529,0.00858576,0.0146806,0.0343913,0,0.0315538,0.0593442,0.0336417,0,0,0.022905,0,0,0.0331572,0.0730862,0.0392553,0.0475391,0.0253953,0.0982862,0.0570878,0.0390377,0.0687993,0.0708311,0.0310002,0.0391294,0.0480664,0.0828193,0.0503077,0.0201516,0.00967632,0.0120263,0.0356984,0.0424962,0,0,0,0,0,0,0,0,0,0,0
20,0.0732083,0.0474148,0,0,0,0,0,0,0.0357683,0,0.028378,0.0618378,0,0,0.0208145,0,0,0.0288088,0.07289,0.0158105,0.0452516,0.0156523,0.0942073,0.056981,0.0320588,0.0509695,0.0585325,0.0348857,0.0201832,0.0166434,0.0400087,0.0443779,0.0564871,0.020483,0.00855579,0.0147302,0.0347058,0,0.0312954,0.0595643,0.0336784,0,0,0.0229989,0,0,0.0332166,0.0729078,0.0386176,0.0475928,0.0254239,0.0977956,0.0573133,0.039315,0.0689659,0.0709239,0.0309955,0.0395308,0.0484139,0.0832324,0.048895,0.0202601,0.00963548,0.0121143,0.0355185,0.0424331,0,0,0,0,0,0,0,0,0,0,0
21,0.0731371,0.0474033,0,0,0,0,0,0,0.0354807,0,0.0282909,0.0619541,0,0,0.0209065,0,0,0.0288708,0.0727681,0.0159449,0.0451156,0.0150152,0.0936066,0.0570691,0.0322202,0.051157,0.0586584,0.0351617,0.0198774,0.0159062,0.0394302,0.0436407,0.0549943,0.02039,0.00857589,0.0147029,0.0351235,0,0.0309485,0.0597792,0.0337447,0,0,0.0231009,0,0,0.0331297,0.0726911,0.0379728,0.047657,0.025526,0.0973052,0.057557,0.0395018,0.0691631,0.0709859,0.0309489,0.0399193,0.0487954,0.0836489,0.0473764,0.0204188,0.00961963,0.0121726,0.0353445,0.04236,0,0,0,0,0,0,0,0,0,0,0
22,0.0730694,0.0473371,0,0,0,0,0,0,0.0351697,0,0.0281244,0.0620958,0,0,0.020901,0,0,0.0288906,0.0726156,0.0161765,0.0450023,0.0142412,0.0930374,0.0571173,0.0324083,0.0514789,0.0587978,0.0354761,0.0193089,0.0151812,0.0389335,0.0429474,0.0533731,0.020393,0.00850573,0.0148188,0.0354665,0,0.0306272,0.0599761,0.0338175,0,0,0.0228634,0,0,0.0331613,0.0724583,0.0373284,0.0477223,0.0256516,0.0968474,0.057794,0.0396226,0.0693914,0.0710364,0.0308691,0.0403122,0.0493107,0.0840733,0.0458148,0.0206238,0.0094202,0.0125095,0.0351479,0.0422807,0,0,0,0,0,0,0,0,0,0,0
23,0.0730308,0.0472637,0,0,0,0,0,0,0.0349429,0,0.0279385,0.0622132,0,0,0.020926,0,0,0.0288302,0.0724993,0.01649,0.0448042,0.0134717,0.0924384,0.057182,0.0326847,0.051734,0.0588775,0.035823,0.0185504,0.0144556,0.0384811,0.0423165,0.051789,0.0203968,0.00839434,0.0149249,0.0358406,0,0.0302392,0.0601585,0.0339085,0,0,0.0227722,0,0,0.0332453,0.0722047,0.0367001,0.0477799,0.0257319,0.0963609,0.0580081,0.0397789,0.0696639,0.0710939,0.0308048,0.0406902,0.0498837,0.0844896,0.0442396,0.0208052,0.009238,0.0127987,0.0349015,0.0422199,0,0,0,0,0,0,0,0,0,0,0
24,0.0729913,0.0472277,0,0,0,0,0,0,0.0347557,0,0.0278165,0.0623378,0,0,0.0209847,0,0,0.0288716,0.0724,0.0168805,0.0445446,0.0127627,0.091826,0.0572627,0.0330256,0.0518852,0.0589045,0.0361764,0.0177584,0.0137983,0.0380496,0.0416968,0.0501987,0.0203366,0.00831036,0.0150875,0.0362072,0,0.029936,0.060345,0.0339882,0,0,0.0227228,0,0,0.0333374,0.0719637,0.0359722,0.0478732,0.0258194,0.0958863,0.0582962,0.039934,0.0698542,0.0710849,0.0308229,0.0410736,0.0500878,0.0849267,0.0425424,0.0208964,0.00909647,0.0131202,0.0347019,0.0421744,0,0,0,0,0,0,0,0,0,0,0
25,0.0729488,0.0471851,0,0,0,0,0,0,0.0346186,0,0.0276981,0.0624427,0,0,0.0210667,0,0,0.0289133,0.0723105,0.017344,0.044239,0.0122491,0.0912269,0.057365,0.0332314,0.0519539,0.058916,0.0364835,0.0170079,0.0132207,0.0376643,0.04112,0.0486988,0.020281,0.00822986,0.0152338,0.0366651,0,0.0296256,0.0605112,0.0340792,0,0,0.0227,0,0,0.033458,0.0717104,0.035259,0.0479873,0.0259141,0.0954211,0.0586342,0.0401093,0.0700454,0.0710424,0.0309262,0.0414319,0.0502132,0.0853928,0.0407608,0.0209313,0.00895874,0.013435,0.0345301,0.0421144,0,0,0,0,0,0,0,0,0,0,0
26,0.0731795,0.047209,0,0,0,0,0,0,0.0346746,0,0.0276284,0.06318,0,0,0.0212589,0,0,0.028865,0.0723151,0.0174794,0.0441916,0.0122374,0.0905225,0.0582381,0.0327441,0.051539,0.0585096,0.0364027,0.0166123,0.0127457,0.0372342,0.0405902,0.0470352,0.0207234,0.00800414,0.0158168,0.0383683,0,0.0289674,0.0595583,0.0342157,0,0,0.022687,0,0,0.0334664,0.0725188,0.0318098,0.0470062,0.0293791,0.0942376,0.0591313,0.0394916,0.068863,0.069294,0.0291793,0,0.0524825,0.0879147,0.0352731,0.0209162,0.00880274,0.0138019,0.0342384,0.0426665,0,0,0,0,0,0,0,0,0,0,0
27,0.0731445,0.0471016,0,0,0,0,0,0,0.0347277,0,0.0275556,0.0632644,0,0,0.0213603,0,0,0.0288598,0.0722305,0.0180039,0.0438313,0.011682,0.0899308,0.0584647,0.0330279,0.0515693,0.0585803,0.0366382,0.016116,0.012133,0.0368142,0.0400624,0.0455963,0.0207435,0.00792212,0.0159098,0.0393724,0,0.0287386,0.0596839,0.0342941,0,0,0.0226211,0,0,0.0334532,0.0722404,0.0313318,0.0470545,0.0293995,0.0937683,0.0594253,0.0395661,0.069002,0.0691768,0.0289104,0,0.0526342,0.0882199,0.0336349,0.0210999,0.00868053,0.0140019,0.0341017,0.0425434,0,0,0,0,0,0,0,0,0,0,0
28,0.0730256,0.0470721,0,0,0,0,0,0,0.0348237,0,0.0274284,0.063386,0,0,0.0214216,0,0,0.0288051,0.0721732,0.018533,0.0434706,0.0109689,0.0893601,0.0586397,0.0332529,0.0515872,0.058597,0.0369156,0.0157237,0.0116215,0.0364112,0.0394615,0.0441299,0.0207622,0.00787843,0.0159692,0.0403391,0,0.0284239,0.0598103,0.0343413,0,0,0.0225588,0,0,0.0335739,0.072005,0.0308451,0.0471031,0.0294304,0.0933268,0.0597048,0.0396805,0.0691384,0.0689669,0.0287416,0,0.0528747,0.0885827,0.0319381,0.0212721,0.00859195,0.0141933,0.0338756,0.0424134,0,0,0,0,0,0,0,0,0,0,0
29,0.0729092,0.0470511,0,0,0,0,0,0,0.0349496,0,0.0272952,0.0635104,0,0,0.0214784,0,0,0.0287317,0.0721578,0.01911,0.043082,0.0103685,0.0888015,0.0587486,0.0335258,0.0515093,0.0585158,0.0371963,0.0151334,0.0113692,0.0361131,0.0388188,0.0428104,0.0207546,0.00780942,0.016072,0.0413706,0,0.0280427,0.0599435,0.0343726,0,0,0.0224711,0,0,0.0336571,0.0717632,0.0303851,0.0471484,0.0294261,0.092902,0.0599729,0.0397076,0.0692438,0.0687622,0.0285809,0,0.0531234,0.0889568,0.030288,0.0214165,0.00849152,0.0143431,0.0337478,0.0422676,0,0,0,0,0,0,0,0,0,0,0
30,0.0727809,0.0470349,0,0,0,0,0,0,0.0351246,0,0.0271643,0.0636447,0,0,0.0215594,0,0,0.0287782,0.0721581,0.0197139,0.0427118,0.00991126,0.088287,0.0588195,0.0337652,0.0513679,0.0583822,0.037444,0.0146701,0.0111531,0.0358622,0.0384348,0.041585,0.0207367,0.00778072,0.0162082,0.0424318,0,0.0276898,0.060081,0.0343862,0,0,0.0224155,0,0,0.0336622,0.0715244,0.0299521,0.0471941,0.0293786,0.0924677,0.0602123,0.0398976,0.0693076,0.0685702,0.0283825,0,0.053345,0.0892747,0.0287776,0.0215994,0.00841573,0.0145229,0.033721,0.0421102,0,0,0,0,0,0,0,0,0,0,0
31,0.0722227,0.0469824,0,0,0,0,0,0,0.0351776,0,0.0271132,0.063407,0,0,0.0214134,0,0,0.0288871,0.0720592,0.0206975,0.0420836,0.0094203,0.0879698,0.0580244,0.0346275,0.0516624,0.0586985,0.0380044,0.0141663,0.0110597,0.0356951,0.038304,0.0407053,0.020125,0.00800076,0.0157315,0.0415797,0,0.0278152,0.0613797,0.0343072,0,0,0.0223252,0,0,0.0336762,0.0701791,0.0319556,0.048654,0.0261674,0.0929348,0.060232,0.0407272,0.0706314,0.0701329,0.0297837,0.0430866,0.0518897,0.0879194,0.030377,0.0219479,0.00845746,0.0146183,0.033775,0.041134,0,0,0,0,0,0,0,0,0,0,0
32,0.0725048,0.0470603,0,0,0,0,0,0,0.0355995,0,0.027017,0.0638764,0,0,0.0216983,0,0,0.0288266,0.0722195,0.0208431,0.0420164,0.00943903,0.087332,0.059108,0.0340973,0.0511019,0.0581178,0.0377621,0.0141544,0.0109875,0.0354174,0.0380706,0.0394452,0.02076,0.00777094,0.0163618,0.0446554,0,0.0270063,0.0604163,0.0343808,0,0,0.0224495,0,0,0.0337359,0.0710275,0.0291413,0.0473378,0.0291888,0.0916527,0.0607138,0.0400001,0.069496,0.0683817,0.0279738,0,0.0538144,0.0899508,0.0262017,0.0219954,0.00836121,0.0150309,0.0334016,0.0417724,0,0,0,0,0,0,0,0,0,0,0
33,0.0719498,0.0469901,0,0,0,0,0,0,0.0357284,0,0.027014,0.0637435,0,0,0.0215353,0,0,0.0288998,0.0721538,0.0217786,0.0413452,0.00919516,0.0870031,0.0581137,0.0349137,0.0512686,0.0584139,0.0382559,0.013815,0.0112119,0.0353917,0.0377937,0.0386664,0.0200881,0.00803911,0.0157576,0.0435376,0,0.027269,0.0618287,0.0342963,0,0,0.0223987,0,0,0.0337492,0.0696214,0.0309647,0.0489824,0.0260385,0.092206,0.0606548,0.0408511,0.07082,0.0700446,0.0293501,0.0437528,0.0525395,0.0888293,0.0276385,0.0222232,0.00840326,0.0150215,0.0336069,0.0407161,0,0,0,0,0,0,0,0,0,0,0
34,0.0718871,0.0469452,0,0,0,0,0,0,0.0360847,0,0.0269383,0.063937,0,0,0.0215826,0,0,0.0289044,0.0721979,0.0222624,0.04097,0.00900176,0.0864834,0.0581111,0.0350798,0.051054,0.0582445,0.0383453,0.0137351,0.0112824,0.0352797,0.0375916,0.0377545,0.0200218,0.00803782,0.0157836,0.044614,0,0.0270774,0.0620857,0.0342791,0,0,0.0223727,0,0,0.0336897,0.069304,0.0304508,0.0491736,0.0259079,0.0918326,0.0608521,0.0411433,0.0709086,0.0699279,0.0292183,0.0440943,0.0528101,0.0892458,0.0264191,0.0223115,0.00831071,0.0151123,0.0336092,0.0405365,0,0,0,0,0,0,0,0,0,0,0
35,0.0722738,0.0470045,0,0,0,0,0,0,0.036576,0,0.0268259,0.0642981,0,0,0.02185,0,0,0.0288057,0.0723812,0.0223164,0.0408843,0.00906178,0.0858286,0.0592256,0.0344901,0.0503648,0.0575861,0.0379913,0.0138903,0.0112778,0.0350928,0.0374466,0.0367783,0.0206683,0.00770551,0.0165123,0.0480806,0,0.0262807,0.0610989,0.0343277,0,0,0.0223714,0,0,0.0336928,0.0701779,0.0278491,0.0477298,0.0286741,0.0905181,0.0612828,0.0406178,0.0696891,0.0680506,0.027483,0,0.054559,0.0910854,0.0235011,0.0222553,0.00817962,0.0154824,0.033343,0.0413015,0,0,0,0,0,0,0,0,0,0,0
36,0.0716972,0.046875,0,0,0,0,0,0,0.0368212,0,0.026811,0.0642964,0,0,0.0215086,0,0,0.0288706,0.0722944,0.0231663,0.0402394,0.00890722,0.0855071,0.0580512,0.0351167,0.0505084,0.0578897,0.0384095,0.0137565,0.0115217,0.0351318,0.0373517,0.0362394,0.0198458,0.00789317,0.0158924,0.0467736,0,0.0264538,0.0626807,0.0342096,0,0,0.0222373,0,0,0.0336619,0.0686534,0.0295699,0.0496442,0.0257854,0.0912468,0.0610941,0.0414679,0.0710153,0.0695681,0.0288391,0.0450734,0.0533956,0.0900133,0.0243295,0.0225017,0.00825067,0.0154447,0.033625,0.0401359,0,0,0,0,0,0,0,0,0,0,0
