Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,RTIB,
478,0.0653169,0.0478327,0,0,0,0,0,0,0.0419627,0,0.0294051,0.0756133,0,0,0.0197189,0,0,0.0325057,0.0743648,0.0316182,0.0378455,0.0165271,0.0731261,0.0549461,0.0366172,0.04596,0.0541137,0.0389854,0.019023,0.0167263,0.0359876,0.0388921,0.0329362,0.0210519,0.0137644,0.0179676,0.0586402,0,0.028762,0.0736849,0.0311689,0,0,0.0221267,0,0,0.0345176,0.0605011,0.0302841,0.0599285,0.026006,0.083977,0.06017,0.0442632,0.0719635,0.0671672,0.0270862,0.045575,0.0545358,0.0931918,0.0243707,0.0226035,0.00777555,0.0194535,0.029171,0.0312613,0,0,0,0,0,0,0,0,0,0.0774262,0
479,0.0653218,0.0479075,0,0,0,0,0,0,0.0419547,0,0.0294351,0.0756017,0,0,0.0197149,0,0,0.032506,0.0743466,0.0316513,0.0378716,0.0165357,0.0731541,0.0549391,0.0365999,0.045963,0.0541047,0.0389707,0.0190378,0.0167399,0.0360201,0.0388864,0.0329519,0.0210503,0.0137556,0.0179665,0.0586429,0,0.028698,0.0736524,0.0311872,0,0,0.0221224,0,0,0.0345388,0.0604977,0.0302806,0.0599093,0.0259912,0.0839795,0.0601843,0.0442865,0.0719789,0.0671889,0.0271465,0.045573,0.0545341,0.0931757,0.0243969,0.022646,0.00779527,0.0194658,0.0290858,0.03126,0,0,0,0,0,0,0,0,0,0.077397,0
480,0.0652799,0.0480433,0,0,0,0,0,0,0.0419258,0,0.0294405,0.0755962,0,0,0.0196896,0,0,0.0325164,0.0743463,0.0316814,0.0378924,0.0165335,0.073168,0.0549297,0.0366129,0.0459873,0.0540967,0.0389794,0.0190661,0.0166943,0.0360386,0.0389018,0.0329827,0.0210471,0.0137547,0.0179577,0.0586564,0,0.0286814,0.073627,0.0312883,0,0,0.0226852,0,0,0.0343014,0.060513,0.0302463,0.059879,0.025999,0.0839623,0.0601757,0.0442913,0.0719872,0.0671783,0.0272218,0.0456019,0.0545292,0.0931872,0.0244263,0.0226182,0.00809418,0.0191374,0.0291371,0.0312229,0,0,0,0,0,0,0,0,0,0.0773824,0
481,0.0652806,0.0480697,0,0,0,0,0,0,0.0419122,0,0.0294312,0.0755613,0,0,0.0196915,0,0,0.0325206,0.074348,0.0317076,0.0379074,0.0165105,0.0732146,0.0549077,0.0366652,0.0460247,0.0541323,0.0390165,0.0190891,0.0165813,0.0360267,0.0389257,0.0330226,0.0210375,0.0137322,0.0179626,0.0586859,0,0.0286726,0.0735951,0.0313491,0,0,0.0226487,0,0,0.0343193,0.0605213,0.0302268,0.0598342,0.0259745,0.0839633,0.0602242,0.0442659,0.0719996,0.0671983,0.0271479,0.0456415,0.0545354,0.093186,0.0244059,0.022682,0.00805938,0.0191902,0.0290847,0.0312219,0,0,0,0,0,0,0,0,0,0.0773935,0
482,0.0652892,0.0480832,0,0,0,0,0,0,0.0419309,0,0.0294274,0.0755196,0,0,0.0196972,0,0,0.0325183,0.0743166,0.0317317,0.0379346,0.0164485,0.0732702,0.0548875,0.0366494,0.0460761,0.0541772,0.0390782,0.0191053,0.016573,0.0360354,0.0389044,0.0330099,0.0210255,0.0137185,0.0179656,0.0587089,0,0.028662,0.0735806,0.031397,0,0,0.0226091,0,0,0.0343351,0.0605125,0.030222,0.0597905,0.0259502,0.0839643,0.0602678,0.0442489,0.0719977,0.0672029,0.027088,0.045677,0.0545559,0.0931812,0.0243956,0.0227162,0.00802436,0.0192484,0.0290467,0.0312326,0,0,0,0,0,0,0,0,0,0.0774144,0
483,0.0653048,0.0480818,0,0,0,0,0,0,0.0419243,0,0.0294407,0.0754763,0,0,0.0196911,0,0,0.0325283,0.0742672,0.0317615,0.0379784,0.0164303,0.0733476,0.054864,0.0366083,0.0461355,0.0542304,0.0391351,0.019093,0.0166768,0.0360738,0.0388589,0.0329768,0.0210187,0.0136992,0.0179784,0.0587497,0,0.0286268,0.0735665,0.0314037,0,0,0.0225533,0,0,0.0343477,0.0604909,0.0302071,0.0597531,0.0258991,0.0839708,0.0603098,0.0442409,0.0720054,0.067199,0.0270498,0.0456677,0.054584,0.0931777,0.02442,0.022737,0.00798672,0.0193041,0.0290355,0.0312408,0,0,0,0,0,0,0,0,0,0.0774182,0
484,0.0653631,0.0480511,0,0,0,0,0,0,0.0418786,0,0.0294592,0.0754284,0,0,0.0196836,0,0,0.032523,0.0742155,0.0317745,0.0379846,0.0164642,0.0734464,0.0548464,0.0366596,0.0461948,0.0542844,0.0391856,0.0190876,0.0167514,0.0361042,0.0388911,0.0329816,0.0210135,0.0136517,0.0180154,0.0587669,0,0.0286487,0.0735156,0.0314004,0,0,0.0221372,0,0,0.0345153,0.0604951,0.0301466,0.0597121,0.0258846,0.0840021,0.0603748,0.0442527,0.0720102,0.0671941,0.0270232,0.0456603,0.0545952,0.093187,0.0244561,0.0228538,0.0077845,0.0195453,0.0290504,0.0312818,0,0,0,0,0,0,0,0,0,0.0774396,0
485,0.0654022,0.0480907,0,0,0,0,0,0,0.0418483,0,0.0294745,0.0753871,0,0,0.0196665,0,0,0.0325178,0.0741701,0.031758,0.0379793,0.0164587,0.0735285,0.0548466,0.0367326,0.0462438,0.0543186,0.0392468,0.0190918,0.0167691,0.0361306,0.0389038,0.0330083,0.0210204,0.0136367,0.0180315,0.0587533,0,0.0286867,0.0734682,0.031433,0,0,0.0221249,0,0,0.0344965,0.0605153,0.0300665,0.0596646,0.0259001,0.084016,0.060395,0.0442465,0.0719987,0.0672044,0.0269826,0.0456526,0.0545916,0.0931928,0.0244929,0.0228883,0.00775464,0.019545,0.0291028,0.0313074,0,0,0,0,0,0,0,0,0,0.0774508,0
486,0.0654054,0.0481567,0,0,0,0,0,0,0.0418055,0,0.0294683,0.0753503,0,0,0.0196558,0,0,0.0325273,0.0741268,0.0317456,0.0379847,0.0163763,0.0735688,0.0548589,0.0367841,0.0463131,0.054348,0.0393126,0.0190752,0.0167589,0.0361447,0.0389861,0.0330529,0.0210336,0.0136454,0.0180272,0.0587827,0,0.0286468,0.0734287,0.0314667,0,0,0.0223855,0,0,0.0344061,0.0605334,0.0300344,0.059631,0.0258918,0.0840147,0.0603938,0.0442324,0.0720056,0.067224,0.0269651,0.0456572,0.0545633,0.0932028,0.0244765,0.0228732,0.00793534,0.0193488,0.0291029,0.0313281,0,0,0,0,0,0,0,0,0,0.0774519,0
487,0.0654081,0.0481651,0,0,0,0,0,0,0.0417732,0,0.0294596,0.0752994,0,0,0.0196542,0,0,0.0325302,0.074063,0.031737,0.0379736,0.0162827,0.0736313,0.054867,0.0368437,0.0463838,0.0544055,0.0393899,0.0190691,0.0167463,0.0361844,0.0390083,0.0330701,0.0210368,0.0136416,0.0180281,0.0588347,0,0.0285565,0.0733718,0.0314823,0,0,0.0223502,0,0,0.0344235,0.0605306,0.0300696,0.0596098,0.0258364,0.0840362,0.0604123,0.0442139,0.0720323,0.0672354,0.0269827,0.0456587,0.0545644,0.0932014,0.0244701,0.0229103,0.00797197,0.0193372,0.0291236,0.031372,0,0,0,0,0,0,0,0,0,0.0774484,0
488,0.0654308,0.0481809,0,0,0,0,0,0,0.0417586,0,0.0294562,0.0752433,0,0,0.0196545,0,0,0.0325278,0.0739896,0.0317251,0.0379474,0.0162051,0.0737055,0.0548653,0.0369079,0.0464765,0.0544907,0.0394906,0.0190665,0.0167205,0.0362507,0.0389894,0.0330727,0.021044,0.0136274,0.0180302,0.0588921,0,0.0284837,0.0733115,0.0315312,0,0,0.0223066,0,0,0.0344502,0.0605203,0.0300847,0.059601,0.0257744,0.0840464,0.0604429,0.0442016,0.0720461,0.0672443,0.0270143,0.0456801,0.0545704,0.0931796,0.0244962,0.0229454,0.0079458,0.0193554,0.0291098,0.0314124,0,0,0,0,0,0,0,0,0,0.077441,0
489,0.0654809,0.0481936,0,0,0,0,0,0,0.0417324,0,0.0294312,0.0751604,0,0,0.0196629,0,0,0.0325323,0.0739123,0.0317037,0.037922,0.0161183,0.0737934,0.0548615,0.0370223,0.0465799,0.0545595,0.0395776,0.0190446,0.0166569,0.0362892,0.0390009,0.0330913,0.0210539,0.0136005,0.0180415,0.0589155,0,0.028439,0.0732473,0.0315784,0,0,0.0222592,0,0,0.034461,0.0605266,0.0300654,0.0595863,0.0257133,0.0840889,0.0604581,0.0441857,0.0720605,0.0672576,0.0270394,0.0457078,0.0545555,0.0931542,0.024512,0.0229449,0.00791676,0.0193935,0.0291577,0.0314535,0,0,0,0,0,0,0,0,0,0.0774297,0
490,0.0655408,0.0481864,0,0,0,0,0,0,0.0417169,0,0.0293883,0.0750732,0,0,0.019688,0,0,0.0325359,0.0738596,0.0316614,0.0379009,0.0160266,0.0738637,0.0548624,0.0371422,0.0466799,0.0546309,0.039612,0.0190293,0.0165422,0.0363174,0.0390473,0.0331578,0.0210564,0.0135703,0.0180639,0.0589235,0,0.0283972,0.0732362,0.0316221,0,0,0.0222404,0,0,0.0344511,0.0605379,0.0300091,0.0595729,0.0256567,0.0841358,0.0604532,0.0441789,0.0720725,0.0672897,0.027081,0.0457033,0.0545294,0.0931425,0.0245071,0.0228891,0.00788247,0.0194456,0.0291626,0.0315053,0,0,0,0,0,0,0,0,0,0.0774174,0
491,0.0655935,0.0481875,0,0,0,0,0,0,0.04169,0,0.0293731,0.0749808,0,0,0.0197092,0,0,0.0325458,0.0738244,0.031633,0.0378744,0.0159045,0.0739333,0.0548735,0.037212,0.0467621,0.0546898,0.0396253,0.0190448,0.0164746,0.0363372,0.0390884,0.0331982,0.0210449,0.0135433,0.018088,0.0589153,0,0.0283461,0.0732344,0.0316549,0,0,0.02222,0,0,0.0344461,0.0605356,0.0299375,0.0595552,0.0256041,0.0841712,0.0604578,0.0441556,0.0720916,0.0673189,0.0271167,0.0456836,0.0544914,0.0931348,0.0244991,0.0228917,0.00785717,0.0194654,0.0291328,0.0315832,0,0,0,0,0,0,0,0,0,0.0773899,0
492,0.0656158,0.0482079,0,0,0,0,0,0,0.0416344,0,0.0293892,0.0748885,0,0,0.0197109,0,0,0.0325385,0.0737977,0.0316247,0.0378265,0.0157987,0.0740152,0.0549164,0.0372088,0.0468373,0.054708,0.0396488,0.0190522,0.0164105,0.0363391,0.0391511,0.033204,0.0210279,0.0135297,0.0180976,0.0589202,0,0.0283126,0.0731797,0.0316909,0,0,0.0222006,0,0,0.0344661,0.0605318,0.0299196,0.0595172,0.0255769,0.084192,0.0604731,0.0441112,0.0721039,0.0673411,0.0271405,0.0456891,0.054485,0.093131,0.0244835,0.0229833,0.00786733,0.0194593,0.029076,0.0316788,0,0,0,0,0,0,0,0,0,0.0773816,0
493,0.0656333,0.0482325,0,0,0,0,0,0,0.0416048,0,0.029393,0.0747783,0,0,0.0196855,0,0,0.0325367,0.073788,0.031616,0.0377713,0.0156883,0.0740919,0.0549654,0.03718,0.0469125,0.0547158,0.0396625,0.0190394,0.0163522,0.0363312,0.0392057,0.0332109,0.0210066,0.0135325,0.0180868,0.0589607,0,0.0282663,0.0731033,0.0317334,0,0,0.022176,0,0,0.0344943,0.0605367,0.029892,0.059487,0.0255481,0.0842072,0.0604729,0.0440353,0.0721187,0.0673697,0.0271715,0.0457035,0.0545056,0.0931305,0.0244861,0.0230616,0.00786879,0.0194387,0.0290562,0.0317463,0,0,0,0,0,0,0,0,0,0.0773875,0
494,0.0656648,0.0482321,0,0,0,0,0,0,0.0415893,0,0.0293889,0.0746791,0,0,0.0196477,0,0,0.032541,0.0737814,0.0316182,0.037737,0.0156071,0.0741392,0.0549039,0.0371884,0.0469923,0.0547259,0.0396483,0.0190068,0.016335,0.0363224,0.0392549,0.0332098,0.0209848,0.0135185,0.0180759,0.0589922,0,0.0282284,0.073032,0.0317797,0,0,0.0221477,0,0,0.0344993,0.0605375,0.0297962,0.0594511,0.0255154,0.0842101,0.0604518,0.0439824,0.0721305,0.067421,0.0272269,0.0457166,0.0545385,0.0931253,0.0245081,0.0230991,0.00786907,0.0194186,0.0290698,0.0318126,0,0,0,0,0,0,0,0,0,0.0773732,0
495,0.0657243,0.0482337,0,0,0,0,0,0,0.0415417,0,0.0294214,0.0746272,0,0,0.0196272,0,0,0.0325282,0.073771,0.0316104,0.0377227,0.0155122,0.0741542,0.0548669,0.0371975,0.0470705,0.0547576,0.0396349,0.0189788,0.0163848,0.0363565,0.0391819,0.0332009,0.0209738,0.0134881,0.0180693,0.0589508,0,0.0282194,0.0729642,0.0318299,0,0,0.0221098,0,0,0.0345008,0.0605587,0.0296913,0.0593969,0.0254324,0.0841894,0.0604446,0.044181,0.0721356,0.0675053,0.0273336,0.0457044,0.0545259,0.0930968,0.0245105,0.0231109,0.00788447,0.0193975,0.0290718,0.0318907,0,0,0,0,0,0,0,0,0,0.0773622,0
496,0.0658004,0.0482459,0,0,0,0,0,0,0.041509,0,0.0294305,0.0746043,0,0,0.019626,0,0,0.0325005,0.073747,0.0315838,0.0377334,0.0153249,0.0741789,0.054877,0.0372001,0.0471252,0.0547663,0.0396191,0.0189368,0.0163572,0.0363677,0.0391241,0.0331943,0.020963,0.0134541,0.0180751,0.058891,0,0.0281323,0.0728776,0.0319028,0,0,0.0220715,0,0,0.0345466,0.0606193,0.0296924,0.0593181,0.0252819,0.0841456,0.0604469,0.0447476,0.0721289,0.0676503,0.0275343,0.0456957,0.0545018,0.0930484,0.0244483,0.0231031,0.00789914,0.0193916,0.0290935,0.0319846,0,0,0,0,0,0,0,0,0,0.0773583,0
497,0.0658609,0.0482617,0,0,0,0,0,0,0.0414854,0,0.0294198,0.074545,0,0,0.0196072,0,0,0.0324936,0.0737154,0.0315439,0.0377286,0.0151344,0.0742462,0.05484,0.0371844,0.0472048,0.0547821,0.0396148,0.0188997,0.0163009,0.0363599,0.039125,0.0331976,0.0209444,0.0134209,0.0180885,0.0588573,0,0.0280471,0.0727768,0.0319944,0,0,0.0220212,0,0,0.0345871,0.0606628,0.0296336,0.0592547,0.0251642,0.0841229,0.0604431,0.0449793,0.0721244,0.067749,0.0276909,0.0457073,0.0544988,0.0930137,0.0244193,0.0230983,0.00791839,0.0193688,0.0291026,0.0320584,0,0,0,0,0,0,0,0,0,0.0773522,0
498,0.0658956,0.0482664,0,0,0,0,0,0,0.0414328,0,0.0294041,0.0744671,0,0,0.0195823,0,0,0.0324993,0.0736852,0.0315065,0.0376749,0.0149578,0.0743159,0.054868,0.0371879,0.0472978,0.0548081,0.0396217,0.0188695,0.0162659,0.0363632,0.0391569,0.0332322,0.0209323,0.0134098,0.0180835,0.0588152,0,0.02803,0.0726846,0.0320611,0,0,0.0219752,0,0,0.034592,0.0606725,0.0294979,0.0591958,0.025063,0.0841166,0.0604505,0.0449636,0.0721399,0.0678028,0.0277837,0.0457187,0.0545072,0.0929904,0.0244292,0.0230912,0.00792872,0.0193282,0.0290842,0.0321313,0,0,0,0,0,0,0,0,0,0.0773145,0
499,0.0659315,0.0482542,0,0,0,0,0,0,0.0413644,0,0.0293934,0.074405,0,0,0.0195611,0,0,0.0325022,0.0736671,0.0314378,0.0376316,0.0147365,0.0743856,0.054877,0.0371215,0.0474012,0.0548109,0.0396138,0.0188552,0.0162329,0.0363813,0.0392019,0.0332676,0.020922,0.0133932,0.0180811,0.0587581,0,0.027989,0.0725943,0.0321141,0,0,0.0219314,0,0,0.0346004,0.0606676,0.0294085,0.0591628,0.02494,0.0841033,0.060456,0.0449395,0.0721806,0.0678509,0.0278718,0.045752,0.0544926,0.0929659,0.02442,0.0230875,0.00789092,0.0193157,0.0290392,0.0321998,0,0,0,0,0,0,0,0,0,0.0772879,0
500,0.066009,0.0482452,0,0,0,0,0,0,0.0412901,0,0.0293887,0.0743235,0,0,0.0195578,0,0,0.0325092,0.0736379,0.0313713,0.0377168,0.0146293,0.0744792,0.0548861,0.0370147,0.047467,0.0548611,0.0395824,0.018822,0.0161718,0.0363691,0.0392246,0.0332922,0.0209083,0.0133715,0.0180979,0.0587274,0,0.0279176,0.0725139,0.0321974,0,0,0.0219058,0,0,0.0345791,0.0606692,0.0293305,0.0591398,0.0247857,0.0841148,0.0604542,0.04495,0.0722404,0.0679149,0.0279866,0.0457726,0.0544395,0.0929228,0.0243406,0.0231055,0.00786112,0.019322,0.0290053,0.0323044,0,0,0,0,0,0,0,0,0,0.0772548,0
501,0.0661,0.0482392,0,0,0,0,0,0,0.0411906,0,0.0293884,0.07423,0,0,0.0195749,0,0,0.0325018,0.0736129,0.0313213,0.0377541,0.0146048,0.0745876,0.0549016,0.0370867,0.0475145,0.0549782,0.039559,0.0187852,0.0160883,0.0363406,0.0392196,0.0333494,0.0209136,0.0133551,0.0181174,0.0586989,0,0.0278058,0.0724524,0.0322621,0,0,0.0218951,0,0,0.0345644,0.0606586,0.0292217,0.0591249,0.0246245,0.0841419,0.0604627,0.0449664,0.072305,0.0679947,0.0280909,0.0457839,0.0543802,0.0928555,0.024296,0.0231459,0.00787842,0.0193272,0.028971,0.0324147,0,0,0,0,0,0,0,0,0,0.0772245,0
502,0.0661606,0.0482375,0,0,0,0,0,0,0.0410428,0,0.0293778,0.0741482,0,0,0.0196052,0,0,0.0324946,0.0736123,0.0312693,0.0377418,0.0145781,0.0746815,0.0549326,0.0371543,0.0475785,0.0551532,0.0395577,0.0187765,0.0159655,0.0363378,0.039198,0.0334556,0.0209329,0.013365,0.0181163,0.0586571,0,0.027678,0.072382,0.0322987,0,0,0.0218991,0,0,0.0345588,0.0606182,0.0291651,0.0591039,0.0244729,0.0841552,0.060484,0.0449621,0.0723722,0.068098,0.028087,0.0457786,0.0543305,0.092787,0.024305,0.0231784,0.0078894,0.0193431,0.0289208,0.0325071,0,0,0,0,0,0,0,0,0,0.0771645,0
503,0.0662136,0.0482285,0,0,0,0,0,0,0.0409296,0,0.0293712,0.0740629,0,0,0.0196341,0,0,0.0325021,0.0735698,0.0312233,0.0377721,0.0145038,0.0747576,0.054967,0.0371513,0.0476765,0.055218,0.0395653,0.018744,0.0158668,0.0363337,0.0392018,0.0335245,0.020961,0.0133562,0.0181279,0.0586693,0,0.027572,0.0722904,0.0323624,0,0,0.0219083,0,0,0.0345811,0.0605934,0.0291418,0.0590664,0.0242398,0.0842001,0.0605174,0.0449651,0.0724604,0.068237,0.0279999,0.0457689,0.0542802,0.0927073,0.0242758,0.0232101,0.00788567,0.0193848,0.0288953,0.0326139,0,0,0,0,0,0,0,0,0,0.0770997,0
504,0.0662737,0.0482341,0,0,0,0,0,0,0.0408669,0,0.0293734,0.0739492,0,0,0.0196455,0,0,0.0324993,0.0735057,0.0311838,0.0378004,0.0143814,0.0748149,0.0550062,0.0371249,0.0477911,0.0552566,0.0395736,0.0187143,0.0157915,0.0363107,0.0392639,0.0335595,0.0209949,0.0133349,0.0181467,0.0586439,0,0.0275189,0.0722041,0.0324611,0,0,0.021907,0,0,0.0346042,0.0605985,0.0290062,0.0590132,0.0239792,0.0842607,0.060552,0.0449821,0.0725561,0.0683613,0.0280552,0.0457696,0.0542394,0.0926202,0.0242429,0.0232342,0.00784239,0.0194481,0.0288865,0.0327373,0,0,0,0,0,0,0,0,0,0.0770293,0
505,0.0663378,0.0482474,0,0,0,0,0,0,0.0408396,0,0.0293667,0.0738395,0,0,0.019651,0,0,0.0324955,0.0734569,0.031117,0.0378033,0.0141453,0.0748598,0.0550467,0.0371016,0.0479059,0.055322,0.0395924,0.0186757,0.0157512,0.0362902,0.0393669,0.0335829,0.0210106,0.0133183,0.0181753,0.058604,0,0.0273984,0.0721243,0.0325215,0,0,0.0219002,0,0,0.0346116,0.0606179,0.0288592,0.0589449,0.0237147,0.0843248,0.0605759,0.0450933,0.0726521,0.0684595,0.0282691,0.0457666,0.0541885,0.0925171,0.0242292,0.0232451,0.00782402,0.0194779,0.0288534,0.0328575,0,0,0,0,0,0,0,0,0,0.0769369,0
506,0.0663902,0.048242,0,0,0,0,0,0,0.0407436,0,0.0293485,0.0737205,0,0,0.0196675,0,0,0.032508,0.0734006,0.031028,0.0378217,0.0137805,0.0748999,0.0550839,0.0370927,0.0480182,0.0554138,0.039641,0.0185907,0.0157392,0.0362957,0.0394005,0.0335821,0.0210264,0.0133089,0.0182157,0.0585261,0,0.0272697,0.0720397,0.0325383,0,0,0.0219034,0,0,0.0346119,0.0606496,0.0287581,0.0588469,0.0234657,0.0843677,0.060618,0.0453406,0.072753,0.0685862,0.0284791,0.0457517,0.0541134,0.092401,0.02422,0.0232323,0.00781921,0.0194987,0.028796,0.0329662,0,0,0,0,0,0,0,0,0,0.0768278,0
507,0.0664401,0.0482455,0,0,0,0,0,0,0.0406437,0,0.0293297,0.0735874,0,0,0.0196951,0,0,0.0325148,0.0733119,0.0309119,0.037856,0.0135383,0.0749539,0.0551266,0.0370977,0.0481869,0.0555101,0.039692,0.0184216,0.0156105,0.0363103,0.039442,0.0336082,0.0210551,0.0132862,0.0182812,0.0584034,0,0.0271355,0.0719081,0.0325893,0,0,0.0219078,0,0,0.0346233,0.060667,0.0286896,0.0587411,0.0232471,0.0843967,0.0606644,0.0455271,0.0728538,0.0687699,0.0286026,0.0457306,0.0540056,0.0922737,0.0241246,0.0232074,0.00779797,0.0195316,0.0287451,0.0330533,0,0,0,0,0,0,0,0,0,0.076706,0
508,0.0664898,0.048254,0,0,0,0,0,0,0.0404499,0,0.0293243,0.0734449,0,0,0.0197322,0,0,0.0324991,0.0731949,0.0307692,0.0379011,0.0133671,0.0750249,0.0552244,0.0371338,0.0484164,0.0556244,0.0397487,0.0182006,0.0153765,0.0363319,0.0393072,0.0336502,0.0210979,0.0132466,0.0183618,0.0582363,0,0.0269971,0.0717569,0.0326313,0,0,0.0219094,0,0,0.0346246,0.0606742,0.0286655,0.0586416,0.0230473,0.0844391,0.0607234,0.0456179,0.0729744,0.0689699,0.0287291,0.0456852,0.0538935,0.0920918,0.0240052,0.0231928,0.0077654,0.0195766,0.028712,0.0331168,0,0,0,0,0,0,0,0,0,0.0765702,0
509,0.0665434,0.0482718,0,0,0,0,0,0,0.0402523,0,0.0293339,0.0732686,0,0,0.0197873,0,0,0.0324606,0.0730697,0.0305675,0.0379463,0.0129588,0.0751141,0.0553388,0.0371676,0.0486768,0.0557947,0.0397961,0.0179758,0.0152343,0.0363164,0.0392175,0.0336604,0.021153,0.0131938,0.0184595,0.058046,0,0.0268892,0.0715967,0.0326633,0,0,0.0219039,0,0,0.0346409,0.0607053,0.0286699,0.0585314,0.0228718,0.0844999,0.0608045,0.0456268,0.0731203,0.0691929,0.0288811,0.0456127,0.0537715,0.0918792,0.0238518,0.0232519,0.00775909,0.0196401,0.0286814,0.0331981,0,0,0,0,0,0,0,0,0,0.076401,0
510,0.0666053,0.0482986,0,0,0,0,0,0,0.0400385,0,0.0292996,0.0730691,0,0,0.0198553,0,0,0.0324074,0.0728948,0.0303123,0.0379815,0.0124039,0.0752272,0.055457,0.0372026,0.0489806,0.0560217,0.039806,0.0177134,0.0150281,0.0362555,0.0391914,0.0337235,0.0212266,0.013151,0.0185755,0.0577636,0,0.0268409,0.071444,0.0326983,0,0,0.0219119,0,0,0.0346239,0.0607636,0.0285855,0.0583748,0.0227173,0.0845779,0.0608999,0.0454889,0.0733072,0.0694312,0.0290032,0.0454668,0.0535878,0.0916338,0.0236256,0.0232816,0.00773939,0.0197256,0.0286244,0.0333323,0,0,0,0,0,0,0,0,0,0.0762071,0
511,0.0666726,0.0483253,0,0,0,0,0,0,0.039798,0,0.0292344,0.0728548,0,0,0.0199296,0,0,0.0323647,0.0726895,0.0300386,0.0380188,0.0119443,0.0753745,0.0556034,0.037214,0.0493335,0.056297,0.0397734,0.0174294,0.0147179,0.0362332,0.0391216,0.0338535,0.0213219,0.0131043,0.0187019,0.0573143,0,0.0267954,0.0712695,0.0327172,0,0,0.0219333,0,0,0.0346085,0.0608582,0.0286012,0.0581928,0.0225711,0.084665,0.0609787,0.0452711,0.0735364,0.0697163,0.0291451,0.0452978,0.0533486,0.0913333,0.0233654,0.023277,0.00773605,0.0198063,0.0285506,0.0335078,0,0,0,0,0,0,0,0,0,0.0759536,0
512,0.0667809,0.0483555,0,0,0,0,0,0,0.0395235,0,0.0291611,0.0726137,0,0,0.0200327,0,0,0.0323219,0.0724763,0.029768,0.0380839,0.0114483,0.0755317,0.055781,0.0371616,0.0497314,0.0565599,0.0396866,0.0171342,0.0144963,0.0362216,0.0390578,0.0339865,0.0214538,0.0130479,0.0188459,0.0566802,0,0.0267478,0.071046,0.0327249,0,0,0.0219658,0,0,0.0346386,0.0610053,0.0287861,0.0579663,0.0224011,0.084734,0.0610567,0.045426,0.0737811,0.0700772,0.0293734,0.0451181,0.0530576,0.0909775,0.0230838,0.0232586,0.00772274,0.0198785,0.0284488,0.033692,0,0,0,0,0,0,0,0,0,0.0756477,0
513,0.0669154,0.0483955,0,0,0,0,0,0,0.0391991,0,0.0290859,0.072345,0,0,0.0201366,0,0,0.032265,0.0722449,0.0294749,0.0381647,0.0108956,0.075709,0.0559829,0.0371067,0.0501514,0.0568472,0.0395491,0.0168106,0.0142702,0.0361972,0.0389992,0.034189,0.021588,0.0129751,0.0190014,0.0559015,0,0.026759,0.0707732,0.0327261,0,0,0.0219912,0,0,0.0346622,0.0612126,0.0289833,0.0577049,0.0222609,0.0848061,0.0611625,0.0457111,0.0740228,0.0704861,0.0295992,0.0449446,0.0527583,0.0905805,0.0227547,0.0232447,0.00766857,0.0199457,0.0283254,0.0338883,0,0,0,0,0,0,0,0,0,0.0753358,0
514,0.0670592,0.0484413,0,0,0,0,0,0,0.0388283,0,0.0290396,0.0720533,0,0,0.0202422,0,0,0.0322374,0.07196,0.0291841,0.0382792,0.0103572,0.0759194,0.0561921,0.0370983,0.0505946,0.0571607,0.039405,0.0164218,0.0141408,0.03621,0.0389136,0.0344222,0.021712,0.0129038,0.0191424,0.054996,0,0.0268119,0.0704961,0.032746,0,0,0.0219934,0,0,0.0346425,0.0614644,0.0292334,0.0574136,0.0221749,0.084895,0.0612811,0.045811,0.0742686,0.0708725,0.0296886,0.0448437,0.05246,0.0901507,0.0224526,0.0232503,0.00763052,0.0200172,0.0282001,0.0341126,0,0,0,0,0,0,0,0,0,0.0750631,0
515,0.0671871,0.0484826,0,0,0,0,0,0,0.0383812,0,0.0290248,0.0717568,0,0,0.0203413,0,0,0.0322295,0.0716504,0.0288903,0.0384221,0.00977795,0.076164,0.0563845,0.0371669,0.0510669,0.0574733,0.0392675,0.0160435,0.0140067,0.0361773,0.0388075,0.0347476,0.0218021,0.0128342,0.0192822,0.0540214,0,0.0268573,0.0702207,0.032781,0,0,0.0220043,0,0,0.0346369,0.0617137,0.029671,0.0571048,0.0221493,0.0849986,0.0613754,0.0451749,0.0745541,0.0712056,0.0296142,0.0447469,0.0521598,0.0896943,0.0222552,0.0232792,0.00761795,0.0200804,0.0281052,0.034342,0,0,0,0,0,0,0,0,0,0.0747747,0
