Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,RTIBA,RTIB
38,0.0675836,0.049756,0,0,0,0,0,0,0.0434195,0,0.0264546,0.0739354,0,0,0.0185308,0,0,0.0316085,0.0762009,0.028727,0.0393209,0.0169403,0.0699967,0.0560653,0.0329774,0.0428154,0.0515031,0.0375439,0.0213527,0.0182609,0.0360647,0.0392679,0.0345319,0.0196083,0.00890514,0.0160771,0.0552211,0,0.025089,0.0701948,0.0305211,0,0,0.021285,0,0,0.0340204,0.0673416,0.0223441,0.0503852,0.0281272,0.0772404,0.0615381,0.0410901,0.0675929,0.0645544,0.0269983,0.0600758,0.0986752,0.022933,0.0227805,0.00746761,0.0157616,0.0304647,0.0329232,0,0,0,0,0,0,0,0,0,0,0
39,0.0674286,0.049767,0,0,0,0,0,0,0.0433181,0,0.0262129,0.0738749,0,0,0.0183816,0,0,0.0317499,0.0762931,0.0284474,0.0392862,0.017176,0.0698606,0.0560109,0.0333169,0.0428632,0.0516001,0.0378075,0.0215557,0.0185272,0.0359667,0.0392032,0.0348275,0.0198801,0.00878336,0.016028,0.0555989,0,0.0251938,0.0704155,0.030256,0,0,0.0214462,0,0,0.0339598,0.0672293,0.0224315,0.0503359,0.0281492,0.0769234,0.0615546,0.0411346,0.0675579,0.0645184,0.0268141,0.0600472,0.0985793,0.0230557,0.022417,0.00767937,0.0157735,0.0303283,0.0328441,0,0,0,0,0,0,0,0,0,0,0
40,0.0673276,0.0497939,0,0,0,0,0,0,0.043285,0,0.0261641,0.0739994,0,0,0.018288,0,0,0.0317962,0.0763083,0.0284124,0.0391342,0.0171861,0.0696828,0.0558839,0.0335108,0.0429318,0.0516769,0.0379187,0.0215353,0.0185088,0.0358903,0.0391153,0.0349525,0.0200407,0.00875354,0.0160274,0.0555349,0,0.0253082,0.0705078,0.0301684,0,0,0.0215115,0,0,0.0339658,0.0672074,0.0225419,0.0504133,0.0283837,0.0767277,0.061571,0.0412023,0.0675116,0.0644431,0.0266913,0.0600777,0.0985839,0.0230351,0.022311,0.00762607,0.0156947,0.0303132,0.0326808,0,0,0,0,0,0,0,0,0,0,0
41,0.0670865,0.0492038,0,0,0,0,0,0,0.0486857,0,0.0216491,0.074313,0,0,0.0185064,0,0,0.0311962,0.0760421,0.028598,0.038345,0.0175855,0.0697934,0.0541903,0.0345467,0.0438254,0.0524497,0.0384838,0.0198732,0.0174018,0.0318057,0.0352574,0.0407381,0.018924,0.00970781,0.0157489,0.0565543,0,0.0273439,0.0718445,0.0308748,0,0,0.0211494,0,0,0.0339014,0.0651787,0.0256776,0.0531298,0.0276789,0.0784942,0.0610591,0.0427857,0.0694605,0.0654794,0.0267527,0.0578984,0.0965231,0.0229272,0.0227392,0.00790242,0.0155303,0.0304606,0.0313349,0,0,0,0,0,0,0,0,0,0.0485945,0
42,0.066839,0.04951,0,0,0,0,0,0,0.0431203,0,0.0265233,0.074648,0,0,0.0179996,0,0,0.0318245,0.0760959,0.0289885,0.0386094,0.0171132,0.0696059,0.0542522,0.0339611,0.0431749,0.0521804,0.0385632,0.0214534,0.0183969,0.0362194,0.039471,0.0347287,0.0192713,0.00942319,0.0154115,0.0531205,0,0.0262343,0.0717576,0.0304778,0,0,0.0213618,0,0,0.0338966,0.0658227,0.0241905,0.0527524,0.0275221,0.0779217,0.061163,0.0421339,0.0688897,0.0657117,0.0275381,0.0589108,0.0975697,0.0216185,0.0226123,0.00779334,0.0155655,0.0308331,0.0313683,0,0,0,0,0,0,0,0,0,0.0482144,0
43,0.0670433,0.0491519,0,0,0,0,0,0,0.0485935,0,0.021765,0.0743891,0,0,0.0184348,0,0,0.0313612,0.0760292,0.0286193,0.0383708,0.0175766,0.0696972,0.0541351,0.0345107,0.0438545,0.0524499,0.0384552,0.0198967,0.017286,0.0318784,0.0352872,0.0406441,0.0190505,0.00976449,0.0159081,0.056599,0,0.027365,0.0719306,0.0308724,0,0,0.0210994,0,0,0.0338941,0.0651843,0.0255933,0.0531654,0.0278015,0.0784085,0.0610902,0.0425273,0.0694148,0.0654001,0.0266633,0.0579575,0.0965516,0.0229601,0.0227378,0.00792698,0.0155589,0.0306469,0.0311786,0,0,0,0,0,0,0,0,0,0.0486416,0
44,0.0672388,0.0496726,0,0,0,0,0,0,0.0432233,0,0.0262443,0.0741843,0,0,0.0181201,0,0,0.031912,0.0763024,0.0284824,0.03909,0.0171999,0.0694689,0.0557556,0.0335501,0.0430511,0.0517247,0.0378148,0.0215397,0.0183459,0.0358995,0.0390897,0.0349574,0.02032,0.00883114,0.0163428,0.0556323,0,0.0253407,0.0706282,0.0301333,0,0,0.0215154,0,0,0.0340041,0.0672412,0.022373,0.0505115,0.0286457,0.076526,0.061671,0.0408598,0.067412,0.0643576,0.0266261,0.0601204,0.0986868,0.0230637,0.0223136,0.00757071,0.0158891,0.0304885,0.0323512,0,0,0,0,0,0,0,0,0,0,0
45,0.067015,0.0490794,0,0,0,0,0,0,0.048743,0,0.0216407,0.0744659,0,0,0.0183244,0,0,0.0314092,0.0760379,0.0286534,0.0383947,0.0176274,0.0696861,0.0541775,0.0346125,0.043928,0.0524775,0.038257,0.0199293,0.0173408,0.0318349,0.0352151,0.0407682,0.0191993,0.00979464,0.0161363,0.0563767,0,0.0272933,0.0718947,0.030862,0,0,0.0211309,0,0,0.0339428,0.0652652,0.0254338,0.05331,0.0278914,0.0783769,0.0611866,0.042561,0.0692719,0.0653419,0.026715,0.0578675,0.0967214,0.0228167,0.0227978,0.00785088,0.0157476,0.0305974,0.0310769,0,0,0,0,0,0,0,0,0,0.0485432,0
46,0.0670157,0.0490791,0,0,0,0,0,0,0.0488244,0,0.0215739,0.0745882,0,0,0.0184256,0,0,0.0313769,0.0760277,0.0286331,0.038414,0.0176216,0.0697236,0.0543027,0.0345867,0.043951,0.0524626,0.0381561,0.0199237,0.0173733,0.0318105,0.0352103,0.0408063,0.0191804,0.00996548,0.0158979,0.0564362,0,0.0273356,0.0717263,0.0308772,0,0,0.0211578,0,0,0.0339664,0.0653349,0.025448,0.0536275,0.0279192,0.0783418,0.0612176,0.0425373,0.0692083,0.0653454,0.0267929,0.0579601,0.0967518,0.0228157,0.0228621,0.00789786,0.0157257,0.0306105,0.031108,0,0,0,0,0,0,0,0,0,0.0485278,0
47,0.0670156,0.0490118,0,0,0,0,0,0,0.0488654,0,0.021556,0.0746637,0,0,0.0182846,0,0,0.0315338,0.0759971,0.0285943,0.0384333,0.0175824,0.0697601,0.0542653,0.0345705,0.0439875,0.0524869,0.038105,0.0199037,0.0174071,0.0317873,0.0352522,0.0407842,0.019346,0.00985205,0.0163274,0.056462,0,0.0273896,0.071672,0.0308874,0,0,0.0210892,0,0,0.0339969,0.0653291,0.0255104,0.053816,0.0278733,0.0783554,0.0612774,0.0425621,0.0692051,0.0653379,0.0268141,0.057993,0.096738,0.0228019,0.0229779,0.00793291,0.0157375,0.0305573,0.0311011,0,0,0,0,0,0,0,0,0,0.0485081,0
48,0.066988,0.0489842,0,0,0,0,0,0,0.0487842,0,0.021651,0.0747059,0,0,0.0182792,0,0,0.0315492,0.0759722,0.0285541,0.0384164,0.0174962,0.0697511,0.0543139,0.0345447,0.0440259,0.0525132,0.0380804,0.0198884,0.0174225,0.0318627,0.0353859,0.0406383,0.0193876,0.00986219,0.0164266,0.0564274,0,0.0274259,0.0716825,0.0308534,0,0,0.0210774,0,0,0.0339694,0.065317,0.0255122,0.0538534,0.0278189,0.0783664,0.0613196,0.0425754,0.0692003,0.0653267,0.0268138,0.0579697,0.0967196,0.022789,0.023067,0.00795195,0.0156884,0.0304756,0.0310968,0,0,0,0,0,0,0,0,0,0.0485178,0
49,0.0669673,0.048963,0,0,0,0,0,0,0.0485621,0,0.0218749,0.074727,0,0,0.0182627,0,0,0.0315401,0.0759325,0.0285394,0.0383811,0.0174003,0.0697568,0.0543501,0.0345331,0.0440628,0.0525305,0.0380745,0.0198824,0.0174412,0.0320307,0.0354461,0.0403544,0.0194439,0.00986713,0.0165274,0.0564328,0,0.0274101,0.0716986,0.0307911,0,0,0.0210766,0,0,0.033959,0.065291,0.0255795,0.0538886,0.0277689,0.0783935,0.0613435,0.0425357,0.0691905,0.0653114,0.0268044,0.0579511,0.0967083,0.0228035,0.0231243,0.00791365,0.0156672,0.0303519,0.0311031,0,0,0,0,0,0,0,0,0,0.0485551,0
50,0.0669608,0.0489474,0,0,0,0,0,0,0.0482736,0,0.0221355,0.0747162,0,0,0.0183575,0,0,0.0315222,0.0758864,0.0285553,0.0383442,0.0173493,0.0697557,0.0544618,0.0345479,0.0441051,0.0525215,0.0380785,0.019873,0.0174404,0.0322044,0.0355496,0.0400283,0.0193893,0.00996274,0.0164144,0.0564505,0,0.0274087,0.0717053,0.0307335,0,0,0.0211359,0,0,0.0339371,0.0652841,0.0255945,0.0539313,0.0277839,0.0784343,0.0613204,0.0423697,0.0691754,0.0652899,0.0267896,0.0579602,0.0967175,0.0228171,0.023148,0.00792683,0.0155933,0.0304282,0.0311421,0,0,0,0,0,0,0,0,0,0.0486023,0
51,0.0669761,0.0488839,0,0,0,0,0,0,0.0479702,0,0.0224,0.0747092,0,0,0.0183652,0,0,0.0316024,0.0758475,0.0285818,0.0382988,0.0173202,0.06973,0.0544918,0.0345811,0.044143,0.0525166,0.0380958,0.0198708,0.0174491,0.032354,0.0357036,0.0397195,0.0194209,0.00998132,0.0165436,0.0565143,0,0.0274935,0.0717054,0.0307116,0,0,0.0211223,0,0,0.033951,0.0652613,0.0255705,0.053968,0.0278381,0.0784787,0.0612965,0.0422936,0.0691862,0.06529,0.0267918,0.0579528,0.0967128,0.0228406,0.0231649,0.00797576,0.0155641,0.0304373,0.0311818,0,0,0,0,0,0,0,0,0,0.0486177,0
52,0.0669951,0.0488214,0,0,0,0,0,0,0.0477046,0,0.022628,0.074715,0,0,0.0183265,0,0,0.0315253,0.0758262,0.0285921,0.0382458,0.0172798,0.0697013,0.0545067,0.0345981,0.0441581,0.0525156,0.0381137,0.0198813,0.0174451,0.0324945,0.0357827,0.0394682,0.0194514,0.00998932,0.0166084,0.0565549,0,0.0276232,0.0717011,0.0306901,0,0,0.0210892,0,0,0.0339497,0.0652432,0.0255526,0.0539925,0.0278607,0.0784825,0.0612662,0.0423289,0.0691761,0.0652844,0.0267749,0.0579467,0.0967115,0.0228648,0.023174,0.00803893,0.0155328,0.0303625,0.0312205,0,0,0,0,0,0,0,0,0,0.0485969,0
53,0.0670234,0.0487349,0,0,0,0,0,0,0.0475906,0,0.02272,0.0747275,0,0,0.0181622,0,0,0.0314306,0.075803,0.0286265,0.0381867,0.0172515,0.0696786,0.0544485,0.0346247,0.0441668,0.0525306,0.0381335,0.0198998,0.0174553,0.0325569,0.0357924,0.0393567,0.0195522,0.00992236,0.0168127,0.0565787,0,0.0275908,0.071692,0.0306535,0,0,0.0208708,0,0,0.034016,0.0652084,0.0255909,0.0540503,0.0278622,0.0784794,0.0612457,0.0424763,0.0691723,0.0652936,0.0267632,0.0579715,0.0966947,0.022884,0.0231972,0.00801633,0.0156277,0.0302514,0.0312663,0,0,0,0,0,0,0,0,0,0.0485565,0
54,0.0670061,0.0487366,0,0,0,0,0,0,0.047608,0,0.0227184,0.0747795,0,0,0.0181684,0,0,0.0313155,0.0758036,0.0286462,0.0381282,0.0172816,0.069591,0.054531,0.0346638,0.0441607,0.0525144,0.0381203,0.0199027,0.0174736,0.0325296,0.0357778,0.0393599,0.0194827,0.00999183,0.0166757,0.0566204,0,0.0275923,0.0716778,0.0306331,0,0,0.0209766,0,0,0.0339996,0.0652075,0.0255804,0.0540845,0.0278616,0.0784478,0.0611883,0.0425336,0.0691563,0.0653002,0.026683,0.0579904,0.0966837,0.0229183,0.0231615,0.00808225,0.0154775,0.0302584,0.0313091,0,0,0,0,0,0,0,0,0,0.0485497,0
55,0.067008,0.0486624,0,0,0,0,0,0,0.0477628,0,0.0226089,0.0748461,0,0,0.018086,0,0,0.0313955,0.0758409,0.0286501,0.0381057,0.0173101,0.069532,0.0544606,0.0346262,0.0441888,0.0525088,0.0380822,0.0199174,0.0174818,0.0324428,0.0357592,0.0394919,0.0195485,0.0100063,0.0168676,0.0566851,0,0.0275402,0.071672,0.030624,0,0,0.0207742,0,0,0.0340759,0.0652053,0.02561,0.0541159,0.0278492,0.078444,0.0611814,0.042525,0.0691589,0.0653239,0.0265435,0.0579791,0.0966675,0.0229749,0.023194,0.00800487,0.0155865,0.0302086,0.0313283,0,0,0,0,0,0,0,0,0,0.0486175,0
56,0.0672468,0.0491777,0,0,0,0,0,0,0.0431005,0,0.0264342,0.0746096,0,0,0.0180571,0,0,0.0317447,0.0761314,0.0285121,0.0387434,0.0170068,0.0692137,0.0560754,0.0335684,0.0433415,0.0517295,0.0374652,0.0214849,0.0185506,0.0359029,0.0391375,0.0347056,0.0206939,0.00909148,0.0172112,0.0558829,0,0.0255537,0.0703413,0.0299317,0,0,0.0213433,0,0,0.0341067,0.0672803,0.0224453,0.051511,0.0286531,0.0765772,0.0617243,0.0408281,0.0672237,0.0643523,0.0265113,0.0601762,0.0987535,0.0231189,0.022804,0.00778826,0.015621,0.0299331,0.0325898,0,0,0,0,0,0,0,0,0,0,0
57,0.0669917,0.048615,0,0,0,0,0,0,0.0484023,0,0.0220022,0.0748407,0,0,0.0180711,0,0,0.031424,0.0758673,0.0287521,0.038025,0.0174096,0.0693299,0.0544075,0.0345475,0.0440326,0.0524848,0.0380936,0.0199482,0.0175741,0.0320396,0.0354224,0.0403638,0.0195525,0.0100389,0.01699,0.0569297,0,0.0275537,0.071811,0.0305899,0,0,0.0207307,0,0,0.0340741,0.0652048,0.0256415,0.0542167,0.0279225,0.0783795,0.0611808,0.0423626,0.0691995,0.0653224,0.0265609,0.0578369,0.0966257,0.0230855,0.0232569,0.00808994,0.015445,0.0299977,0.0313442,0,0,0,0,0,0,0,0,0,0.049057,0
58,0.06721,0.0491366,0,0,0,0,0,0,0.0431812,0,0.0263235,0.0746083,0,0,0.0180531,0,0,0.0318127,0.0761119,0.0285536,0.0387224,0.0170498,0.0690394,0.0560293,0.033447,0.0431124,0.0517213,0.0375173,0.0215719,0.0186592,0.0359431,0.0391548,0.0349271,0.020767,0.00906034,0.0173291,0.0559126,0,0.0255013,0.0704951,0.0298328,0,0,0.0212792,0,0,0.0341368,0.0672956,0.0223427,0.0515647,0.0287525,0.0764895,0.061719,0.0406338,0.0672272,0.0643088,0.0265959,0.0599826,0.098785,0.0231033,0.0228365,0.00783824,0.0155418,0.0298743,0.03262,0,0,0,0,0,0,0,0,0,0,0
59,0.0673833,0.0490445,0,0,0,0,0,0,0.0431365,0,0.0267058,0.0747568,0,0,0.018122,0,0,0.0316006,0.0759732,0.0288355,0.0386489,0.0167672,0.068934,0.0560729,0.0331513,0.0430751,0.0516633,0.0373224,0.0214154,0.0184505,0.0361484,0.0393334,0.0345379,0.0205025,0.00928339,0.0176215,0.0557046,0,0.0254947,0.0702373,0.0300312,0,0,0.02109,0,0,0.0341669,0.0674735,0.0220522,0.0515908,0.0285192,0.0765991,0.0616895,0.0406284,0.0672144,0.0645092,0.026931,0.0602231,0.0989177,0.0229931,0.0231472,0.00778938,0.0155611,0.029778,0.0326424,0,0,0,0,0,0,0,0,0,0,0
60,0.0671639,0.0491264,0,0,0,0,0,0,0.0433618,0,0.0262072,0.0746524,0,0,0.017935,0,0,0.0319026,0.0761031,0.0284733,0.0387963,0.0170712,0.0689596,0.0559636,0.0334417,0.0431002,0.0517073,0.0374933,0.0216441,0.0187284,0.035923,0.039162,0.0349778,0.0208135,0.00901829,0.0174368,0.0561294,0,0.0255867,0.070506,0.0296882,0,0,0.0210603,0,0,0.0341979,0.0672336,0.0222814,0.0515837,0.0286409,0.0764264,0.0616799,0.0407562,0.0672446,0.0643875,0.026629,0.060167,0.0987596,0.0232353,0.022881,0.00781969,0.0155943,0.0297085,0.032633,0,0,0,0,0,0,0,0,0,0,0
61,0.0664084,0.0491289,0,0,0,0,0,0,0.0437058,0,0.025957,0.0752499,0,0,0.0173822,0,0,0.0322901,0.0760668,0.0287053,0.0384988,0.0172431,0.068994,0.054431,0.0342163,0.043427,0.0522086,0.0381916,0.0216808,0.0188885,0.0358923,0.0391357,0.0352446,0.0200366,0.00945408,0.0163356,0.0535996,0,0.0263299,0.0719938,0.0296833,0,0,0.0207529,0,0,0.0342161,0.0656684,0.024251,0.0538631,0.0278671,0.0775408,0.0611205,0.04194,0.0686176,0.0654179,0.0271344,0.058861,0.0976325,0.0219052,0.022901,0.00787559,0.0152457,0.030299,0.0313611,0,0,0,0,0,0,0,0,0,0.0479491,0
62,0.0663842,0.0491338,0,0,0,0,0,0,0.0438092,0,0.0258985,0.0753073,0,0,0.0173695,0,0,0.032296,0.0760725,0.0286625,0.0384282,0.0172681,0.0688847,0.0544342,0.0341803,0.0433806,0.052164,0.0381487,0.0217278,0.0189441,0.0358973,0.0391871,0.0352889,0.0200301,0.00946898,0.016265,0.0535916,0,0.0263566,0.0720168,0.0295869,0,0,0.0207238,0,0,0.0342571,0.0656805,0.0242609,0.0538893,0.0278515,0.0774594,0.0610456,0.0419346,0.068592,0.065357,0.0271269,0.0588586,0.0976506,0.0219273,0.022927,0.00792066,0.0151549,0.0304549,0.031327,0,0,0,0,0,0,0,0,0,0.0479537,0
63,0.0666099,0.0489473,0,0,0,0,0,0,0.0436043,0,0.0263358,0.0753956,0,0,0.0175937,0,0,0.0320082,0.075932,0.0289424,0.0381866,0.0170451,0.0687054,0.0544946,0.0338168,0.0431095,0.0520491,0.0380364,0.0217068,0.0189055,0.0362507,0.0395942,0.0348357,0.0198516,0.00971739,0.0165128,0.0531749,0,0.0265151,0.0717896,0.0297463,0,0,0.0207506,0,0,0.0341167,0.065899,0.0241388,0.053853,0.027682,0.0774891,0.0610762,0.0418652,0.0685056,0.0654262,0.027417,0.0590134,0.0978397,0.0215547,0.0232626,0.00802556,0.0152797,0.0303788,0.0314041,0,0,0,0,0,0,0,0,0,0.0479636,0
64,0.0665525,0.0489593,0,0,0,0,0,0,0.0436866,0,0.0262977,0.0754564,0,0,0.0176175,0,0,0.0320228,0.0759283,0.0289418,0.0381826,0.0170408,0.0686089,0.0545147,0.0337182,0.0430636,0.0519985,0.0379775,0.0217213,0.018884,0.0362307,0.0396327,0.0348072,0.0198148,0.00972146,0.0164298,0.0530709,0,0.0265248,0.0718111,0.0296703,0,0,0.0207452,0,0,0.0341155,0.0659325,0.0241675,0.0538384,0.0276797,0.0773841,0.0611008,0.0418648,0.0684829,0.0653943,0.027403,0.0590406,0.0978591,0.0215335,0.0232676,0.00805344,0.0152508,0.0304063,0.0313718,0,0,0,0,0,0,0,0,0,0.047991,0
65,0.0662401,0.0491812,0,0,0,0,0,0,0.0440454,0,0.0258062,0.0754799,0,0,0.0174174,0,0,0.0323171,0.0760726,0.0286517,0.0383769,0.017282,0.068575,0.0544927,0.0340102,0.0432481,0.0520369,0.0380141,0.0217626,0.0189436,0.0358628,0.039298,0.0352494,0.0199346,0.00953143,0.0159921,0.0534116,0,0.026379,0.0721073,0.0293628,0,0,0.0207069,0,0,0.0342637,0.0657625,0.0243509,0.0538765,0.0278404,0.0771699,0.0610489,0.0419732,0.068523,0.0652261,0.0270717,0.0589275,0.0976905,0.0219227,0.0229625,0.00799839,0.0150804,0.030602,0.0312342,0,0,0,0,0,0,0,0,0,0.0481576,0
66,0.0664488,0.0490209,0,0,0,0,0,0,0.0437742,0,0.0262964,0.0755111,0,0,0.0176999,0,0,0.031965,0.0759357,0.0289255,0.0381689,0.0170987,0.0684322,0.0545964,0.0337183,0.0430255,0.0519615,0.0379601,0.0217465,0.0189101,0.036218,0.0396126,0.034783,0.0197581,0.0098152,0.0161778,0.053004,0,0.0266063,0.0718998,0.0295346,0,0,0.0207934,0,0,0.034036,0.0659848,0.0242063,0.0538468,0.0277308,0.0772105,0.0611074,0.0419138,0.0684524,0.0653691,0.027416,0.0590979,0.0978986,0.0215296,0.0232917,0.00805738,0.0152501,0.0303909,0.0313155,0,0,0,0,0,0,0,0,0,0.0480951,0
67,0.0662151,0.0491601,0,0,0,0,0,0,0.0440608,0,0.0258758,0.075521,0,0,0.0174167,0,0,0.0323125,0.0760489,0.0286381,0.0383552,0.0173199,0.0684543,0.0544638,0.0341105,0.0432338,0.0520161,0.038041,0.0217606,0.0190024,0.0358749,0.0392351,0.035204,0.019973,0.00947021,0.0161499,0.053421,0,0.0264139,0.0721832,0.0292593,0,0,0.0205826,0,0,0.0342879,0.0657699,0.0244333,0.0539142,0.0278193,0.0770396,0.0610674,0.0420382,0.0685103,0.0652305,0.0271329,0.0589712,0.0977217,0.0219468,0.0230358,0.00801662,0.0150696,0.0306177,0.0312039,0,0,0,0,0,0,0,0,0,0.0481764,0
68,0.0661676,0.0491533,0,0,0,0,0,0,0.0440593,0,0.025849,0.0755588,0,0,0.0174365,0,0,0.0323004,0.0760288,0.0286212,0.0383718,0.0172559,0.0684548,0.0544564,0.0341074,0.0432738,0.0520344,0.038078,0.0217726,0.0189922,0.0358634,0.039215,0.0352044,0.0199406,0.00946297,0.0160978,0.0534973,0,0.0264414,0.0722165,0.0292071,0,0,0.0205609,0,0,0.0343154,0.0657179,0.0245035,0.0539317,0.0277814,0.0770002,0.061068,0.0420807,0.0685264,0.0652288,0.0271124,0.0589574,0.0976827,0.021976,0.0230286,0.00802421,0.0150549,0.0306732,0.0311994,0,0,0,0,0,0,0,0,0,0.0483888,0
69,0.0661717,0.0494471,0,0,0,0,0,0,0.0437166,0,0.0263464,0.0756906,0,0,0.0190514,0,0,0.0312363,0.0759183,0.0288773,0.0381282,0.0169604,0.0681717,0.0552775,0.0337836,0.043042,0.0519414,0.0380261,0.0217791,0.0188977,0.0362237,0.0395044,0.034708,0.0189754,0.011123,0.0134216,0.0531768,0,0.0267013,0.0720765,0.029452,0,0,0.0229131,0,0,0.0334094,0.0659034,0.0243858,0.0538759,0.0276563,0.0769084,0.0609931,0.0419481,0.0684328,0.0653577,0.0274164,0.0590863,0.097849,0.021592,0.0230693,0.00910996,0.0137261,0.0308895,0.0312669,0,0,0,0,0,0,0,0,0,0.0488309,0
70,0.066347,0.0489781,0,0,0,0,0,0,0.0436443,0,0.0264048,0.0755856,0,0,0.0177319,0,0,0.031942,0.075849,0.0289378,0.038161,0.0168822,0.0684308,0.0545185,0.0338655,0.0431455,0.0520308,0.0380913,0.0217195,0.0188595,0.0362565,0.0395024,0.0346712,0.0196878,0.00961527,0.0163787,0.0531515,0,0.0267166,0.0719947,0.0294002,0,0,0.0204925,0,0,0.0341322,0.0658374,0.0244412,0.0538793,0.027681,0.0770868,0.0611625,0.0419569,0.0684615,0.0653759,0.0273914,0.0590531,0.0978204,0.0216018,0.0234209,0.0079378,0.0154721,0.03046,0.0312664,0,0,0,0,0,0,0,0,0,0.0488063,0
71,0.0663558,0.0489742,0,0,0,0,0,0,0.0435749,0,0.0264609,0.0755434,0,0,0.0177706,0,0,0.0319361,0.0758298,0.0289397,0.0381553,0.0168784,0.0684354,0.0545328,0.0338706,0.0431775,0.052083,0.03811,0.0216674,0.0188275,0.0362532,0.039527,0.0346512,0.0196837,0.00964941,0.0163053,0.0530973,0,0.0266777,0.0720066,0.0293833,0,0,0.0204811,0,0,0.0341327,0.0658378,0.0244229,0.0538518,0.0277506,0.0770518,0.0611848,0.0419464,0.0684282,0.0653685,0.0273947,0.0590973,0.0978579,0.0216057,0.0234368,0.00794412,0.015483,0.0304699,0.0312855,0,0,0,0,0,0,0,0,0,0.0485671,0
72,0.0663518,0.0489524,0,0,0,0,0,0,0.0435031,0,0.0264663,0.0754935,0,0,0.0177982,0,0,0.0319304,0.0758077,0.0289371,0.0381657,0.0168847,0.0684229,0.0545112,0.0338838,0.0432106,0.0521185,0.0381076,0.0216366,0.0188142,0.0362482,0.0395394,0.0346263,0.0196564,0.0096604,0.0162206,0.0531853,0,0.0266919,0.0720408,0.0293703,0,0,0.0204866,0,0,0.0341579,0.0658186,0.0244754,0.0538367,0.0277538,0.0770158,0.0612038,0.0420033,0.0684249,0.0653579,0.0273912,0.0590889,0.0978598,0.0216108,0.0234702,0.0080052,0.0154546,0.0304785,0.0312948,0,0,0,0,0,0,0,0,0,0.0487617,0
73,0.0666007,0.0485897,0,0,0,0,0,0,0.0490589,0,0.0216361,0.0751382,0,0,0.0182774,0,0,0.0313523,0.0757236,0.0286115,0.037895,0.0173685,0.0685396,0.0544248,0.0344586,0.0439445,0.0524199,0.0380311,0.0199234,0.0176174,0.0317668,0.0352535,0.0406486,0.0193388,0.00997813,0.0165843,0.0566665,0,0.0278519,0.0721861,0.0297837,0,0,0.0202831,0,0,0.0341702,0.0651706,0.0259633,0.0541985,0.0279767,0.0774858,0.0611256,0.0425751,0.0689473,0.0650634,0.0265593,0.0580958,0.0968121,0.0230493,0.0236816,0.00816006,0.0154348,0.0302241,0.0311893,0,0,0,0,0,0,0,0,0,0.0491827,0
74,0.0663697,0.0489179,0,0,0,0,0,0,0.0433603,0,0.0266563,0.0753936,0,0,0.0178753,0,0,0.0318618,0.0757883,0.0289373,0.0381689,0.0169119,0.068408,0.0545094,0.0338635,0.043282,0.0521829,0.0380951,0.0214986,0.0187767,0.0362409,0.0394204,0.0345234,0.019536,0.00964088,0.0161374,0.052972,0,0.0267278,0.0720675,0.0294067,0,0,0.0204667,0,0,0.0341566,0.065837,0.0244405,0.0537647,0.0277981,0.0768987,0.0612404,0.0419984,0.0683455,0.0653036,0.0273863,0.0591421,0.0979264,0.0215623,0.0235448,0.0080487,0.0154837,0.0304612,0.0313052,0,0,0,0,0,0,0,0,0,0.0484045,0
75,0.0665998,0.0485715,0,0,0,0,0,0,0.0484633,0,0.0222527,0.0750557,0,0,0.0183234,0,0,0.0313692,0.0757229,0.0286237,0.0378942,0.0173515,0.0685189,0.0544076,0.0344138,0.0439808,0.0525192,0.0380476,0.0198975,0.0175939,0.0321321,0.0355246,0.0399975,0.0192718,0.00992047,0.0165917,0.0563921,0,0.0278267,0.0722284,0.0298181,0,0,0.0203828,0,0,0.0341131,0.0652105,0.025871,0.0541409,0.0280196,0.0773478,0.0611396,0.0425164,0.0688442,0.0650129,0.0265205,0.0581734,0.0968668,0.0229365,0.0236617,0.00824442,0.0153747,0.0302138,0.0312063,0,0,0,0,0,0,0,0,0,0.0487753,0
76,0.0668699,0.049011,0,0,0,0,0,0,0.043203,0,0.0265831,0.0747607,0,0,0.0182246,0,0,0.0317576,0.0759728,0.0284477,0.038592,0.0169888,0.0683216,0.055934,0.0333845,0.0431682,0.0517562,0.0374363,0.0214193,0.0185309,0.0359117,0.0391325,0.034622,0.0203526,0.00897289,0.0169251,0.0556502,0,0.0258521,0.0708859,0.0291594,0,0,0.020778,0,0,0.0341803,0.0672552,0.0227589,0.0515156,0.0287591,0.0755233,0.0616824,0.0408529,0.0669212,0.0640487,0.0265448,0.0603857,0.0989223,0.023108,0.0232594,0.0079768,0.0156358,0.0299489,0.0324532,0,0,0,0,0,0,0,0,0,0,0
