Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,RTIB,,x77
37,0.0643656,0.0491311,0,0,0,0,0,0,0.0910101,0,0.0607527,0.0725895,0,0,0.0160348,0,0,0.032422,0.0794746,0.274107,0.0432287,0.00836852,0.0853872,0.0502843,0.0409485,0.0499675,0.0577756,0.0476184,0.0216285,0.0322741,0.0579006,0.0667058,0.184785,0.0183589,0.00973292,0.012682,0.061505,0,0.0217062,0.0647715,0.0303054,0,0,0.0198685,0,0,0.0344132,0.0629517,0.0282932,0.0558636,0.0221259,0.0904771,0.0572361,0.0436492,0.0719866,0.0682996,0.0274701,0.0428077,0.0555552,0.0934369,0.0266366,0.0235153,0.00842431,0.0116003,0.0349322,0.0312452,0,0,0,0,0,0,0,0,0,0.0791102,0,0
38,0.0642114,0.0492402,0,0,0,0,0,0,0.0914751,0,0.0602971,0.0729017,0,0,0.0158932,0,0,0.0324775,0.0795814,0.274755,0.043256,0.0084817,0.0849905,0.050288,0.0410017,0.0496858,0.0577872,0.0478696,0.0223176,0.0324408,0.0580802,0.0672376,0.183958,0.0183351,0.00971601,0.0126491,0.061467,0,0.0218571,0.0652808,0.0301396,0,0,0.0198492,0,0,0.0344868,0.0627605,0.0283485,0.0561409,0.0223884,0.0901851,0.0572377,0.0436129,0.071978,0.0682554,0.0275515,0.0428222,0.0556996,0.0938028,0.0265521,0.0235059,0.00834197,0.0116001,0.0350067,0.0311085,0,0,0,0,0,0,0,0,0,0.0784116,0,0
39,0.06402,0.0493711,0,0,0,0,0,0,0.0919337,0,0.0598085,0.07321,0,0,0.0157711,0,0,0.0325885,0.0797133,0.275473,0.043311,0.00915342,0.08461,0.0503176,0.0410877,0.0494335,0.0578054,0.0481566,0.0229798,0.0326151,0.0582561,0.0677658,0.183086,0.0183166,0.00972078,0.0125922,0.0614731,0,0.0219944,0.0658148,0.0299326,0,0,0.0198262,0,0,0.0345867,0.0625406,0.0284205,0.0564441,0.0226971,0.0899102,0.0572485,0.0436246,0.0719463,0.0681725,0.0275685,0.0428146,0.0557954,0.0940272,0.0264997,0.0235845,0.00828193,0.011589,0.035153,0.0309294,0,0,0,0,0,0,0,0,0,0.078393,0,0
40,0.0638437,0.0495164,0,0,0,0,0,0,0.0923913,0,0.0593692,0.0735208,0,0,0.0156654,0,0,0.0327187,0.0798724,0.276191,0.0433813,0.0103976,0.0842398,0.0503889,0.0412207,0.0492196,0.0578442,0.0485002,0.0236783,0.0328213,0.0584443,0.0682238,0.182182,0.0182863,0.00970269,0.0125732,0.0613787,0,0.0221273,0.0663611,0.0297266,0,0,0.0197347,0,0,0.0346614,0.0623363,0.0285193,0.0567413,0.0229688,0.0896597,0.0572961,0.0436608,0.0719308,0.0681086,0.0275633,0.0427944,0.055839,0.0941044,0.0264243,0.023752,0.00822766,0.0115679,0.0353504,0.0307322,0,0,0,0,0,0,0,0,0,0.0785805,0,0
41,0.0636581,0.0496562,0,0,0,0,0,0,0.0926858,0,0.0588377,0.073785,0,0,0.0155183,0,0,0.0328547,0.0798892,0.276932,0.0434594,0.0113337,0.0838921,0.0504921,0.0412148,0.0488629,0.0579015,0.0487577,0.0243444,0.0329986,0.058498,0.0683298,0.181706,0.0182893,0.00960038,0.0126411,0.0611563,0,0.022343,0.0669487,0.0295117,0,0,0.0194249,0,0,0.0347074,0.0621368,0.0286879,0.0570073,0.0232126,0.0894272,0.0573775,0.043713,0.0718795,0.0680785,0.0275106,0.042765,0.0558277,0.0941293,0.0262866,0.0238217,0.00811559,0.011641,0.0355342,0.0305516,0,0,0,0,0,0,0,0,0,0.0786313,0,0
42,0.0637122,0.0491728,0,0,0,0,0,0,0.0919303,0,0.0584873,0.0756215,0,0,0.0157945,0,0,0.032262,0.0783804,0.277067,0.0443746,0.0110897,0.0838127,0.050535,0.0402969,0.0486082,0.0576666,0.0474129,0.0244162,0.0328294,0.0583356,0.0678001,0.183052,0.0182813,0.00984282,0.0132347,0.0597583,0,0.0230924,0.0666887,0.0291442,0,0,0.0197403,0,0,0.0345292,0.0621252,0.0297369,0.0573653,0.023453,0.0893161,0.0577567,0.0441954,0.0720575,0.068022,0.0273438,0.0426054,0.055673,0.0939278,0.0258654,0.0241245,0.00773344,0.0118702,0.0352744,0.0300455,0,0,0,0,0,0,0,0,0,0.0784228,0,0
43,0.063519,0.0492669,0,0,0,0,0,0,0.0923716,0,0.0581134,0.0760025,0,0,0.0157403,0,0,0.0323415,0.078367,0.277643,0.0446191,0.0117723,0.0835684,0.0506743,0.0404001,0.0484515,0.0577253,0.047681,0.0251134,0.033067,0.0584864,0.0680869,0.182287,0.0182985,0.009852,0.0132003,0.059579,0,0.0232556,0.0670064,0.0289344,0,0,0.0198746,0,0,0.0344944,0.0620051,0.0299085,0.0575619,0.0234473,0.0892002,0.0578257,0.0443601,0.0721973,0.0680227,0.0273869,0.0425686,0.0555848,0.093898,0.0258292,0.0239806,0.00768453,0.0117514,0.0354071,0.02983,0,0,0,0,0,0,0,0,0,0.0785363,0,0
44,0.0633395,0.0493362,0,0,0,0,0,0,0.0927177,0,0.0577273,0.076371,0,0,0.0156983,0,0,0.0324147,0.0782893,0.278224,0.0448352,0.0126991,0.083284,0.0508058,0.0404678,0.0481905,0.0578149,0.0479525,0.0257612,0.0332414,0.0586444,0.0683517,0.181724,0.0183086,0.00984805,0.0132355,0.0592976,0,0.0233931,0.0673289,0.028755,0,0,0.0198915,0,0,0.0344927,0.06192,0.0300758,0.0577613,0.0235726,0.0891027,0.0578973,0.0445636,0.0722704,0.0679773,0.0274423,0.0424867,0.0554327,0.0938372,0.0257686,0.0239851,0.0075858,0.0117965,0.0355103,0.0296224,0,0,0,0,0,0,0,0,0,0.079399,0,0
45,0.0630959,0.0494619,0,0,0,0,0,0,0.0931553,0,0.0573117,0.0767799,0,0,0.0156011,0,0,0.0324904,0.0782373,0.278824,0.0450866,0.0138486,0.0830251,0.0509237,0.0405485,0.0480648,0.0579437,0.0482281,0.0263357,0.0334417,0.0587454,0.0685756,0.18105,0.0183254,0.00979719,0.0132244,0.059126,0,0.0234543,0.0676699,0.028543,0,0,0.0198617,0,0,0.0345366,0.0617855,0.0302769,0.057927,0.0236892,0.0889764,0.0580202,0.0447563,0.0722692,0.0678924,0.0274355,0.0423793,0.0552191,0.0936683,0.025861,0.0240289,0.00750999,0.0118099,0.0356161,0.02938,0,0,0,0,0,0,0,0,0,0.0805959,0,0
46,0.0629518,0.0495273,0,0,0,0,0,0,0.0935543,0,0.0570615,0.0771457,0,0,0.0155655,0,0,0.032452,0.0781224,0.279275,0.0453195,0.014811,0.0828316,0.0511013,0.0404698,0.0478886,0.0580486,0.048504,0.0270055,0.0336457,0.058945,0.0690025,0.180375,0.0183298,0.0097691,0.0133341,0.0587555,0,0.0236662,0.0678345,0.0283715,0,0,0.0198008,0,0,0.0345685,0.0617833,0.0304302,0.0579099,0.0232007,0.0888284,0.0581233,0.0447492,0.0722998,0.0680602,0.0276489,0.0423594,0.0551503,0.0935333,0.0257673,0.0242106,0.00740417,0.0118928,0.0356263,0.0291991,0,0,0,0,0,0,0,0,0,0.0793699,0,0
47,0.062763,0.0496731,0,0,0,0,0,0,0.0939741,0,0.0567074,0.0775387,0,0,0.0154651,0,0,0.0325744,0.0780148,0.279794,0.0456013,0.015442,0.0827,0.0512053,0.0404048,0.0477366,0.0581488,0.0487003,0.0274753,0.0337991,0.0589855,0.069283,0.179624,0.0183341,0.0097494,0.0133022,0.0585928,0,0.0236702,0.0680483,0.0281703,0,0,0.0196856,0,0,0.0347066,0.0617283,0.030566,0.0579499,0.0228547,0.0886713,0.058204,0.0448186,0.0723394,0.0680697,0.0276824,0.0424345,0.0550674,0.0932918,0.0258716,0.0242599,0.00732338,0.0118548,0.0357088,0.0289706,0,0,0,0,0,0,0,0,0,0.0786745,0,0
48,0.0623492,0.0501314,0,0,0,0,0,0,0.0948072,0,0.0560103,0.077826,0,0,0.0150806,0,0,0.0331201,0.078106,0.280714,0.0459389,0.015834,0.082567,0.0511938,0.0405958,0.0477305,0.0582969,0.0489074,0.0275776,0.03386,0.058644,0.0691897,0.178412,0.0183651,0.00966088,0.0128337,0.0590745,0,0.0232556,0.0685512,0.0278973,0,0,0.0193652,0,0,0.0351234,0.0614876,0.0306178,0.0581182,0.0230756,0.0884524,0.0582411,0.0450555,0.0723782,0.0677535,0.0273046,0.0425649,0.054871,0.0928408,0.026424,0.0239673,0.00718366,0.0115289,0.0360528,0.0286573,0,0,0,0,0,0,0,0,0,0.079395,0,0
49,0.0624302,0.0499607,0,0,0,0,0,0,0.0949316,0,0.0562664,0.0779013,0,0,0.0153119,0,0,0.0328989,0.078265,0.280659,0.0458264,0.0169746,0.0823835,0.0512143,0.0408459,0.0473747,0.0586114,0.0497205,0.0284771,0.0342087,0.0592079,0.0698902,0.178128,0.0182618,0.00976303,0.0130736,0.0585075,0,0.0236086,0.0686268,0.0279283,0,0,0.0194071,0,0,0.0349055,0.0615239,0.0305679,0.0581762,0.0231315,0.0883677,0.0582915,0.0449838,0.072312,0.067802,0.0274989,0.0425101,0.0549462,0.0928706,0.0259868,0.0241626,0.00716806,0.0118903,0.0358438,0.0285923,0,0,0,0,0,0,0,0,0,0.0809177,0,0
50,0.0622457,0.0502511,0,0,0,0,0,0,0.095362,0,0.0561596,0.0784165,0,0,0.0150758,0,0,0.0331333,0.0780823,0.28118,0.0460723,0.0171092,0.0822114,0.0511667,0.0407527,0.0472017,0.0586593,0.0498238,0.0284503,0.0339575,0.059129,0.0700485,0.177188,0.0180531,0.0098395,0.012953,0.0585329,0,0.0233599,0.0687013,0.0279567,0,0,0.019101,0,0,0.0352303,0.0615888,0.030485,0.0582575,0.0231314,0.0882289,0.0583085,0.0451454,0.0724368,0.0677307,0.0273378,0.042489,0.0549636,0.0929018,0.0261471,0.0241336,0.00699973,0.0115598,0.0360817,0.0282937,0,0,0,0,0,0,0,0,0,0.0797722,0,0
51,0.0621783,0.050303,0,0,0,0,0,0,0.0957655,0,0.0560718,0.0785005,0,0,0.0150037,0,0,0.0332558,0.0782793,0.28127,0.046191,0.0174935,0.0821032,0.0511865,0.0410264,0.0471625,0.0588329,0.0502026,0.0286808,0.0341585,0.0591745,0.0702082,0.176707,0.0181015,0.00978807,0.0128434,0.0584959,0,0.0234799,0.0688872,0.0278354,0,0,0.019057,0,0,0.0352656,0.0615551,0.0304876,0.0581739,0.0229295,0.0879868,0.0583923,0.0450278,0.0725789,0.067866,0.0273245,0.042535,0.0549508,0.0928904,0.026085,0.0241763,0.00701597,0.0116101,0.0360662,0.0282073,0,0,0,0,0,0,0,0,0,0.0789242,0,0
52,0.0622474,0.0502723,0,0,0,0,0,0,0.0958188,0,0.0562748,0.0787671,0,0,0.0150933,0,0,0.0332068,0.0783669,0.281169,0.0462472,0.0176331,0.0819396,0.0511581,0.0410827,0.0470439,0.058928,0.0504586,0.0288945,0.0342025,0.0593614,0.070461,0.176633,0.0180342,0.00990374,0.0129466,0.0581073,0,0.0235419,0.068926,0.0278765,0,0,0.0190487,0,0,0.0352216,0.0616292,0.0303783,0.0581688,0.0228778,0.087806,0.0584626,0.0449921,0.0726485,0.0679828,0.0274025,0.0425554,0.0550025,0.0929367,0.025944,0.0244093,0.00698341,0.0117638,0.0359561,0.0280539,0,0,0,0,0,0,0,0,0,0.0787641,0,0
53,0.0621754,0.0503625,0,0,0,0,0,0,0.0959851,0,0.0562203,0.078975,0,0,0.0150273,0,0,0.0332461,0.0783686,0.281245,0.0463663,0.0175773,0.0817921,0.0511213,0.0411917,0.0470665,0.0590115,0.0505624,0.0288421,0.0341848,0.0593246,0.0704422,0.176524,0.0180178,0.00992357,0.0128963,0.0579963,0,0.023556,0.0691174,0.027801,0,0,0.0189974,0,0,0.0352896,0.0616094,0.0303709,0.0581945,0.0228626,0.0875787,0.0585254,0.0450306,0.0726683,0.0679691,0.0273129,0.0426316,0.0549831,0.0928902,0.025922,0.024474,0.00692041,0.0118279,0.0359397,0.0278269,0,0,0,0,0,0,0,0,0,0.0788274,0,0
54,0.0620853,0.0504401,0,0,0,0,0,0,0.0960347,0,0.0561545,0.0791281,0,0,0.0149527,0,0,0.0332619,0.0783445,0.281284,0.0464667,0.0175149,0.0816321,0.0510981,0.0413345,0.0471514,0.0590934,0.05063,0.0287707,0.0342119,0.0592827,0.0703781,0.176528,0.0180036,0.00990505,0.0128557,0.0578915,0,0.0237171,0.069333,0.0277179,0,0,0.0189646,0,0,0.0353023,0.0615843,0.030416,0.0581816,0.0226783,0.0873265,0.058633,0.0450419,0.0726296,0.0679151,0.0272108,0.0426799,0.0549633,0.09287,0.0258367,0.0244878,0.00688237,0.0119012,0.0359211,0.0275726,0,0,0,0,0,0,0,0,0,0.0788764,0,0
55,0.0621685,0.0502052,0,0,0,0,0,0,0.0955845,0,0.0562413,0.0792756,0,0,0.0152211,0,0,0.0329561,0.0781553,0.280936,0.0465386,0.0174951,0.0814603,0.0511413,0.0413412,0.0470487,0.0591276,0.0505865,0.0288717,0.0343597,0.0593824,0.0702672,0.177483,0.0180412,0.00996102,0.0130786,0.0573237,0,0.0242656,0.0694023,0.0275851,0,0,0.0191504,0,0,0.034997,0.0616497,0.0305477,0.0580426,0.0224574,0.0870445,0.0588578,0.0448916,0.0725087,0.0680391,0.0273417,0.0427219,0.0549905,0.092916,0.0254808,0.0246798,0.0069619,0.0122983,0.0356072,0.0273835,0,0,0,0,0,0,0,0,0,0.078809,0,0
56,0.0619637,0.0504391,0,0,0,0,0,0,0.0959657,0,0.0561415,0.079208,0,0,0.0149948,0,0,0.033246,0.0784773,0.281128,0.0465832,0.017575,0.0812703,0.0511439,0.0416926,0.0474184,0.0592363,0.0509339,0.0288386,0.0345064,0.0593242,0.0703645,0.176845,0.0180522,0.00990356,0.0129291,0.0574076,0,0.0241613,0.0697093,0.0273807,0,0,0.018994,0,0,0.0350342,0.0615359,0.0304361,0.0579759,0.0223543,0.0867486,0.05895,0.0448402,0.0725145,0.0680764,0.0273123,0.0427916,0.0549015,0.0928668,0.0256222,0.0245874,0.00693874,0.012117,0.0356703,0.027138,0,0,0,0,0,0,0,0,0,0.0782374,0,0
57,0.0619847,0.0503253,0,0,0,0,0,0,0.0955709,0,0.0561558,0.0793889,0,0,0.0151951,0,0,0.0330066,0.0782664,0.280903,0.0467214,0.0174982,0.0811213,0.0511963,0.0415897,0.0474062,0.0592227,0.050843,0.0288492,0.0345673,0.0593738,0.0702467,0.17759,0.0180355,0.00999255,0.0131011,0.0568869,0,0.0244776,0.0697358,0.0271913,0,0,0.0190778,0,0,0.0347985,0.0616409,0.0304451,0.0578015,0.0221827,0.086468,0.0591741,0.044734,0.0725068,0.0682305,0.0274911,0.0427962,0.0549746,0.0929688,0.025305,0.024752,0.00696489,0.012477,0.035428,0.0269121,0,0,0,0,0,0,0,0,0,0.0772367,0,0
58,0.0618534,0.0504947,0,0,0,0,0,0,0.0954923,0,0.0561211,0.0796096,0,0,0.015096,0,0,0.0331019,0.07821,0.281074,0.0468543,0.0174197,0.0809476,0.0511112,0.041638,0.0475403,0.0592659,0.0509029,0.0287628,0.0344946,0.0593716,0.070275,0.177481,0.0178639,0.0100868,0.0131022,0.0569331,0,0.0244099,0.0699032,0.0271664,0,0,0.0189599,0,0,0.0349585,0.0616677,0.0303661,0.0577744,0.0223744,0.086246,0.0593086,0.0448033,0.0725209,0.0681674,0.0274354,0.0428049,0.0549773,0.0930267,0.0253816,0.024811,0.00687263,0.0125118,0.0354519,0.0265643,0,0,0,0,0,0,0,0,0,0.077593,0,0
59,0.0617629,0.0505797,0,0,0,0,0,0,0.0953829,0,0.0560039,0.0797363,0,0,0.015085,0,0,0.0331511,0.0781389,0.281207,0.0469814,0.0175082,0.0808262,0.0510316,0.0416658,0.0476419,0.0593725,0.0509823,0.0288221,0.03456,0.0593956,0.070276,0.177612,0.0177462,0.0101537,0.0131608,0.056947,0,0.0244744,0.0701001,0.0271852,0,0,0.0189093,0,0,0.0350786,0.0616628,0.0303798,0.0577173,0.0225562,0.0860034,0.0594691,0.044784,0.0725135,0.0681444,0.0274308,0.0428149,0.0549816,0.0930923,0.0253947,0.0249833,0.00683039,0.0126801,0.0354201,0.0262669,0,0,0,0,0,0,0,0,0,0.0782425,0,0
60,0.0612595,0.0519304,0,0,0,0,0,0,0.0968949,0,0.055948,0.0780193,0,0,0.0146359,0,0,0.03402,0.0798451,0.282542,0.045826,0.0189452,0.0802648,0.0509876,0.0430857,0.0480554,0.0601997,0.0534444,0.0294519,0.0346982,0.0597463,0.0714754,0.174139,0.0173138,0.0101953,0.0128734,0.0583545,0,0.0231975,0.0712441,0.0279679,0,0,0.0177129,0,0,0.0357119,0.0614187,0.0292832,0.0577633,0.0225567,0.0857772,0.0590494,0.044577,0.0724255,0.0681807,0.0276677,0.0428116,0.0550839,0.0932745,0.0257933,0.0247637,0.00708384,0.0123277,0.0363339,0.0262923,0,0,0,0,0,0,0,0,0,0.0802559,0,0
61,0.0614665,0.0510796,0,0,0,0,0,0,0.0953091,0,0.0555674,0.080264,0,0,0.0148582,0,0,0.0334735,0.077727,0.281993,0.0474046,0.0174648,0.080583,0.0506367,0.0415032,0.0477106,0.0595417,0.0509476,0.0286368,0.0343508,0.0592093,0.070136,0.177337,0.0172556,0.0105127,0.0129173,0.0571278,0,0.024007,0.0705687,0.0274964,0,0,0.0183633,0,0,0.0356144,0.0616138,0.0303186,0.057848,0.0231866,0.0855515,0.0596907,0.0451464,0.0725609,0.0678098,0.0271587,0.0426819,0.0549401,0.0931418,0.0258574,0.0253282,0.00654842,0.0127231,0.0357415,0.0254759,0,0,0,0,0,0,0,0,0,0.081989,0,0
62,0.0614603,0.051178,0,0,0,0,0,0,0.0957645,0,0.0552016,0.0800385,0,0,0.0147084,0,0,0.0336167,0.0779062,0.282162,0.0477273,0.0179189,0.0805985,0.0508675,0.041756,0.0479138,0.0596438,0.0511872,0.0288655,0.0347181,0.0591847,0.0701551,0.176989,0.0175431,0.0102707,0.0129751,0.0568831,0,0.0241534,0.0705448,0.0273396,0,0,0.0183185,0,0,0.035635,0.0617172,0.0299955,0.0571694,0.0232144,0.0849205,0.0599354,0.0447692,0.0722223,0.0676408,0.0270319,0.0429936,0.0553202,0.0935528,0.0256143,0.0251976,0.00652829,0.012978,0.0355857,0.0255599,0,0,0,0,0,0,0,0,0,0.0715343,0,0
63,0.0629386,0.0511139,0,0,0,0,0,0,0.0968704,0,0.0552689,0.0793007,0,0,0.015664,0,0,0.033119,0.0779354,0.28172,0.0486149,0.0182656,0.0802677,0.0546739,0.0404615,0.0467417,0.0587506,0.0510157,0.0294759,0.034741,0.0594356,0.0707713,0.176929,0.0191034,0.00921784,0.0145673,0.0564044,0,0.0237896,0.0670775,0.0269165,0,0,0.0187325,0,0,0.0355325,0.0657285,0.0252096,0.0514516,0.0265796,0.0815466,0.0611311,0.0421598,0.0682623,0.064299,0.025251,0,0.0594113,0.0976053,0.0249275,0.0250611,0.00629708,0.0137012,0.0340831,0.0282364,0,0,0,0,0,0,0,0,0,0,0,0
64,0.0631721,0.0503982,0,0,0,0,0,0,0.095511,0,0.0554172,0.0806083,0,0,0.0162749,0,0,0.0319882,0.076403,0.280854,0.0497575,0.0173814,0.0807711,0.0543608,0.0393849,0.0466712,0.0583766,0.0493031,0.0292466,0.0346732,0.0594295,0.0701922,0.179474,0.0189754,0.00975106,0.0153983,0.0542894,0,0.0254909,0.0665328,0.0268161,0,0,0.0192409,0,0,0.0348152,0.0655881,0.0268852,0.0515168,0.0231022,0.0817319,0.0614776,0.0417291,0.0693204,0.0668311,0.0273366,0,0.0592798,0.0970008,0.0234762,0.0256691,0.00674393,0.0146363,0.0335658,0.0276411,0,0,0,0,0,0,0,0,0,0.0271648,0,0
65,0.0631146,0.0506564,0,0,0,0,0,0,0.095603,0,0.0550834,0.0809562,0,0,0.0161956,0,0,0.0321576,0.0765118,0.281302,0.0500218,0.0176374,0.0804611,0.0544933,0.0394836,0.0465224,0.0584341,0.0494465,0.0291626,0.0344997,0.0591998,0.0699745,0.179418,0.0189276,0.00977631,0.0152591,0.0550789,0,0.0247193,0.066549,0.0267894,0,0,0.0190535,0,0,0.0350016,0.0658468,0.0261654,0.051165,0.026782,0.0810631,0.0616226,0.0423735,0.068285,0.064172,0.0250917,0,0.0594514,0.0975711,0.0247358,0.025767,0.00656937,0.0146731,0.0336901,0.0275377,0,0,0,0,0,0,0,0,0,0,0,0
66,0.0614168,0.0516037,0,0,0,0,0,0,0.0957819,0,0.0550199,0.0805079,0,0,0.0147829,0,0,0.0337773,0.0776547,0.282639,0.0484652,0.0190109,0.0801644,0.0507082,0.0419504,0.0479458,0.0600916,0.0519073,0.0294792,0.0348227,0.0594748,0.0706646,0.176649,0.0169507,0.0107853,0.0125297,0.0564963,0,0.0244918,0.0708657,0.0276609,0,0,0.0179405,0,0,0.0356444,0.0614578,0.02988,0.0565584,0.0226572,0.0838488,0.0603478,0.0445028,0.07213,0.0679341,0.027434,0.0432063,0.0555088,0.0937078,0.0253537,0.026164,0.00627903,0.0134549,0.0357368,0.0248439,0,0,0,0,0,0,0,0,0,0.0709569,0,0
67,0.0611122,0.0519182,0,0,0,0,0,0,0.0958292,0,0.0546122,0.080783,0,0,0.014546,0,0,0.034117,0.0776246,0.283038,0.0485922,0.0190843,0.079923,0.0502425,0.0421885,0.0480059,0.0602472,0.051943,0.0292905,0.0346993,0.0591662,0.0702008,0.176609,0.0168196,0.0110648,0.0120747,0.0570483,0,0.0242876,0.0715381,0.0276622,0,0,0.0180866,0,0,0.0357432,0.060963,0.030357,0.0570652,0.0230835,0.0837841,0.0602618,0.044934,0.0724005,0.0678364,0.0271848,0.0430034,0.0550014,0.093238,0.0259728,0.0261601,0.00641959,0.0130231,0.0361198,0.0243551,0,0,0,0,0,0,0,0,0,0.0825861,0,0
68,0.0613789,0.0513122,0,0,0,0,0,0,0.0946512,0,0.0545621,0.082303,0,0,0.0150735,0,0,0.0332197,0.076311,0.28241,0.0497645,0.0180215,0.0801631,0.0501436,0.0411125,0.0476439,0.0597141,0.0501457,0.028774,0.034331,0.0588593,0.0692364,0.179142,0.0169012,0.0114154,0.0131692,0.0558027,0,0.0250627,0.0708123,0.027411,0,0,0.01827,0,0,0.0353503,0.0612851,0.0310694,0.0568919,0.0232971,0.083623,0.0605332,0.0451277,0.0723588,0.0676382,0.0268995,0.0430652,0.0551571,0.0932594,0.0257993,0.026623,0.00663056,0.0138827,0.0356845,0.023917,0,0,0,0,0,0,0,0,0,0.0811662,0,0
69,0.0617344,0.0514328,0,0,0,0,0,0,0.0953951,0,0.0541842,0.0820942,0,0,0.0150374,0,0,0.0332446,0.0763773,0.282389,0.0503472,0.0180332,0.080003,0.0515593,0.040745,0.0472763,0.0593086,0.0498704,0.0287962,0.0344111,0.0586097,0.0690374,0.179089,0.0176821,0.0108162,0.0136583,0.0579745,0,0.0241191,0.0696139,0.026798,0,0,0.0183372,0,0,0.0353979,0.0626962,0.0295689,0.0545341,0.0238907,0.082028,0.0609265,0.0439503,0.0709831,0.0664999,0.0259487,0,0.0562809,0.0941888,0.0269003,0.0262961,0.00662089,0.0140232,0.0352054,0.0249615,0,0,0,0,0,0,0,0,0,0.0807863,0,0
70,0.0614842,0.0522067,0,0,0,0,0,0,0.0966649,0,0.0542988,0.0808785,0,0,0.0142668,0,0,0.0343569,0.0776261,0.283142,0.0493501,0.0192052,0.0794139,0.0515238,0.0418646,0.0475017,0.0598817,0.0518303,0.0294382,0.0346822,0.0590126,0.0701537,0.176253,0.0174229,0.0106567,0.0128353,0.0591871,0,0.0231468,0.0703764,0.0270672,0,0,0.0175219,0,0,0.0359239,0.0625568,0.0284518,0.0545239,0.0236575,0.0817687,0.0606101,0.0437274,0.0709411,0.066598,0.0261586,0,0.0563426,0.0943207,0.0272264,0.0261527,0.00621069,0.0133578,0.0357941,0.0251854,0,0,0,0,0,0,0,0,0,0.0810186,0,0
71,0.0625993,0.0521583,0,0,0,0,0,0,0.0971162,0,0.0547362,0.0800994,0,0,0.0163611,0,0,0.0332558,0.0778254,0.28228,0.0495499,0.019735,0.0789694,0.0545582,0.0410851,0.0465213,0.0593166,0.0519494,0.0302139,0.0349371,0.0595533,0.0709728,0.176747,0.0178527,0.011179,0.0117263,0.0557513,0,0.0242102,0.0680796,0.0266942,0,0,0.0194255,0,0,0.0352443,0.0658066,0.0249048,0.0506836,0.0265209,0.0794626,0.0613045,0.0418631,0.0679846,0.0642232,0.0251847,0,0.0598192,0.0979301,0.0247423,0.0260411,0.00727476,0.0129696,0.0348457,0.0272276,0,0,0,0,0,0,0,0,0,0,0,0
72,0.0615227,0.0520946,0,0,0,0,0,0,0.0953268,0,0.0540043,0.0822934,0,0,0.0169602,0,0,0.0328792,0.0762745,0.282439,0.050465,0.0180583,0.0793706,0.0521437,0.0406519,0.0469759,0.0592554,0.0498772,0.0288149,0.0343852,0.058584,0.0691148,0.179394,0.0165984,0.0129351,0.00971518,0.0580327,0,0.0240363,0.0698889,0.026635,0,0,0.0203832,0,0,0.0349129,0.0629055,0.0292591,0.0542286,0.0237654,0.0811412,0.0607259,0.0437341,0.0708504,0.066471,0.0258834,0,0.0564979,0.0942384,0.0269284,0.0262529,0.00812389,0.0120894,0.0358412,0.0248459,0,0,0,0,0,0,0,0,0,0.0811334,0,0
73,0.0617032,0.0520576,0,0,0,0,0,0,0.0944416,0,0.0538864,0.0817477,0,0,0.0186218,0,0,0.0321783,0.0755155,0.282018,0.050301,0.0177553,0.0792316,0.0528642,0.0399147,0.0462482,0.0591248,0.0493945,0.0287262,0.0341652,0.0585334,0.0684519,0.181549,0.0163077,0.0140144,0.00896309,0.0591163,0,0.023169,0.0699696,0.0266496,0,0,0.0224731,0,0,0.0340765,0.063216,0.0283906,0.0537886,0.0226953,0.0808879,0.0606237,0.0433786,0.0708625,0.0669009,0.0262488,0,0.0566796,0.0943001,0.0275337,0.0264244,0.0081213,0.0117657,0.035736,0.025015,0,0,0,0,0,0,0,0,0,0.0825145,0,0
74,0.061468,0.0521386,0,0,0,0,0,0,0.0953503,0,0.0538989,0.0824745,0,0,0.016781,0,0,0.0331073,0.0762682,0.282515,0.0504999,0.0180327,0.0791021,0.0519711,0.0406814,0.0470067,0.0593348,0.0500139,0.0287058,0.0343213,0.0585149,0.068793,0.179658,0.0165349,0.0132157,0.00947723,0.058121,0,0.0236507,0.0702631,0.0266199,0,0,0.0203794,0,0,0.0349456,0.0627216,0.0291567,0.0544257,0.024992,0.0808568,0.0606417,0.0440554,0.0707304,0.0658726,0.0254037,0,0.0564075,0.0943527,0.0273373,0.0263356,0.00819592,0.0119942,0.0359738,0.0245949,0,0,0,0,0,0,0,0,0,0.0860341,0,0
