Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,RTIB
1884,0.0707691,0.0479502,0,0,0,0,0,0,0.0405892,0,0.0278314,0.0586897,0,0,0.0167413,0,0,0.0326151,0.073167,0.0140157,0.0427024,0.0247818,0.100403,0.053993,0.0335637,0.0551807,0,0.0296434,0.027976,0.0235025,0.0443467,0.050458,0.055698,0.0211576,0.0117755,0.0150302,0.0351098,0,0.0359599,0.0511904,0.0284206,0,0,0.0223205,0,0,0.0350882,0.0697356,0.0493656,0.0467158,0.0171966,0.102074,0.052051,0.0426529,0.0725306,0.0745958,0.0316845,0.030328,0.039078,0.0738038,0.0498615,0.0196667,0.0134388,0.00942704,0.0355515,0.0413442,0,0,0,0,0,0,0,0,0,0.0614187
1885,0.0707586,0.0481129,0,0,0,0,0,0,0.0407185,0,0.0278432,0.0586878,0,0,0.0167534,0,0,0.0326018,0.0734088,0.0139688,0.0423958,0.0250937,0.100627,0.05398,0.0333757,0.0548574,0,0.0293819,0.0281347,0.0236274,0.0445783,0.0508004,0.0562705,0.0210179,0.01178,0.0149082,0.0349935,0,0.0360935,0.0507033,0.0283682,0,0,0.0223827,0,0,0.0350713,0.069893,0.0496218,0.0465623,0.0170986,0.10228,0.0519224,0.0427447,0.072541,0.0744845,0.0314578,0.0301676,0.0388139,0.0735116,0.0499714,0.0195104,0.0134953,0.00930999,0.0358136,0.0412956,0,0,0,0,0,0,0,0,0,0.0611767
1886,0.0707466,0.0482532,0,0,0,0,0,0,0.0408518,0,0.0278256,0.0585912,0,0,0.0168057,0,0,0.0325991,0.0736404,0.0140132,0.042082,0.0254038,0.10085,0.0539159,0.0332069,0.0546924,0,0.0291699,0.0283153,0.0238174,0.0448244,0.0511216,0.0567604,0.0208866,0.0118642,0.0147215,0.0348282,0,0.0361943,0.0502516,0.0283266,0,0,0.0225454,0,0,0.0350026,0.0699883,0.0498062,0.0464553,0.0170754,0.102516,0.0517532,0.0427911,0.0725811,0.0742971,0.0312187,0.029947,0.0385798,0.0732089,0.0500778,0.0193039,0.0135892,0.0091585,0.0361001,0.0412445,0,0,0,0,0,0,0,0,0,0.0609681
1887,0.0707687,0.0483792,0,0,0,0,0,0,0.0409556,0,0.0277492,0.0584229,0,0,0.0168225,0,0,0.0325737,0.0738393,0.0141623,0.0417632,0.0257503,0.101148,0.0538391,0.0332041,0.054562,0,0.0290198,0.0286049,0.0240508,0.0450495,0.0514845,0.0571945,0.0207905,0.0119144,0.0145685,0.0347289,0,0.0363092,0.0498493,0.0283141,0,0,0.0227209,0,0,0.0349237,0.0700405,0.0499853,0.0464,0.0169902,0.102812,0.0515156,0.0426873,0.0725105,0.0740328,0.0309856,0.0296712,0.0383448,0.0729492,0.0500757,0.0191537,0.0137185,0.00899824,0.0364173,0.041232,0,0,0,0,0,0,0,0,0,0.0606842
1888,0.0708472,0.0484752,0,0,0,0,0,0,0.0410962,0,0.0276413,0.0582189,0,0,0.0168087,0,0,0.0325576,0.0740072,0.0143305,0.0414995,0.0261419,0.101532,0.053778,0.0332635,0.0543963,0,0.028916,0.0289204,0.0243323,0.0453073,0.0518558,0.057558,0.0207732,0.0119214,0.0144797,0.0346723,0,0.0363962,0.0494786,0.0283377,0,0,0.0228098,0,0,0.0349132,0.070078,0.0501615,0.0463672,0.0166534,0.103147,0.0513592,0.0424059,0.0722883,0.073643,0.0306756,0.0294591,0.0381344,0.0727355,0.0501191,0.0191128,0.0138553,0.00885984,0.0367546,0.0413142,0,0,0,0,0,0,0,0,0,0.0604385
1889,0.0709913,0.0485675,0,0,0,0,0,0,0.0413065,0,0.0275091,0.058048,0,0,0.0167731,0,0,0.0325892,0.0741174,0.0144379,0.0412673,0.0265215,0.101984,0.053746,0.0332991,0.054132,0,0.0287793,0.0292326,0.024523,0.0455409,0.0522262,0.058007,0.0208084,0.01197,0.0143934,0.0346096,0,0.0365218,0.0490814,0.0284356,0,0,0.0228427,0,0,0.0350001,0.0701053,0.0503786,0.0463101,0.0159371,0.103477,0.0512779,0.0420555,0.0719126,0.0732492,0.0302494,0.0292589,0.0379353,0.0724946,0.0500887,0.0191772,0.0140137,0.00875553,0.0370947,0.0414927,0,0,0,0,0,0,0,0,0,0.0602091
1890,0.0711483,0.0486951,0,0,0,0,0,0,0.0414999,0,0.0273686,0.0578747,0,0,0.0167882,0,0,0.0326074,0.0742386,0.014587,0.0409601,0.0268659,0.102506,0.0537928,0.03336,0.0537991,0,0.028664,0.0295212,0.0247258,0.045829,0.0525981,0.0585053,0.0208424,0.0121491,0.0140932,0.034539,0,0.036653,0.0486033,0.0286083,0,0,0.0226716,0,0,0.0351549,0.0700899,0.0505767,0.0462627,0.0151207,0.10382,0.0512206,0.0419323,0.071391,0.0731799,0.0298909,0.0290495,0.0377021,0.0722038,0.0499453,0.0192851,0.0141202,0.00887207,0.0374128,0.0417633,0,0,0,0,0,0,0,0,0,0.059983
1891,0.0713798,0.0488423,0,0,0,0,0,0,0.0417935,0,0.0272304,0.0578389,0,0,0.0166834,0,0,0.032577,0.0745755,0.0144641,0.0407715,0.0276004,0.102779,0.0540794,0.0329519,0.0531858,0,0.028248,0.030032,0.0250588,0.0461222,0.0530356,0.0588142,0.0211536,0.0118404,0.0144659,0.0346979,0,0.0363257,0.047982,0.0286866,0,0,0.022866,0,0,0.035227,0.0705369,0.0499784,0.0460035,0,0.103778,0.0511463,0.04134,0.0704962,0.0728762,0.0295475,0.0296256,0.0378294,0.0723155,0.0489738,0.0192964,0.0142517,0.00867277,0.0376103,0.0422345,0,0,0,0,0,0,0,0,0,0.0603051
1892,0.0709411,0.0489519,0,0,0,0,0,0,0.0417489,0,0.0271912,0.0576275,0,0,0.0165287,0,0,0.032803,0.0744406,0.0144442,0.0404857,0.0273947,0.103261,0.0528116,0.0335655,0.0534632,0,0.0289714,0.029774,0.024738,0.0460767,0.0529329,0.0585054,0.0205363,0.0123119,0.0139179,0.0348677,0,0.0392983,0.0497181,0.0287774,0,0,0.0228289,0,0,0.0353255,0.0674754,0.0551736,0.0483691,0,0.105351,0.0508139,0.0424304,0.0737057,0,0.032978,0.0273353,0.0334276,0.0675643,0.0467386,0.0194073,0.0144059,0.00869551,0.0382842,0.0408829,0,0,0,0,0,0,0,0,0,0.0557366
1893,0.0709685,0.0489922,0,0,0,0,0,0,0.0418457,0,0.0271502,0.0574363,0,0,0.0164963,0,0,0.0327946,0.0746124,0.0145931,0.0402465,0.0278423,0.103552,0.0528203,0.0335594,0.0535423,0,0.0287935,0.0300581,0.024938,0.0463336,0.0532711,0.0587466,0.02062,0.0122987,0.0138805,0.0347689,0,0.0394934,0.0494588,0.0286896,0,0,0.0229195,0,0,0.0353632,0.0674641,0.0552367,0.0483736,0,0.105674,0.0506746,0.0424684,0.0736273,0,0.0329052,0.0270841,0.0331856,0.0673208,0.0467405,0.019309,0.0144425,0.00870741,0.0384462,0.0408629,0,0,0,0,0,0,0,0,0,0.0554288
1894,0.0709529,0.0489957,0,0,0,0,0,0,0.041999,0,0.02699,0.0572746,0,0,0.0164936,0,0,0.032823,0.0747636,0.0146863,0.0399967,0.0282678,0.103806,0.0528621,0.0335345,0.0536695,0,0.0286129,0.0303028,0.0251623,0.0465516,0.0536072,0.0590788,0.0206708,0.0123778,0.0137949,0.0346495,0,0.0395798,0.0491517,0.0286979,0,0,0.0230579,0,0,0.0353594,0.0675041,0.0553559,0.048335,0,0.105966,0.0505227,0.0425167,0.0736988,0,0.0327631,0.026853,0.0330295,0.0671561,0.0467014,0.0191569,0.0145709,0.00857626,0.0386019,0.0409725,0,0,0,0,0,0,0,0,0,0.0551847
1895,0.0709722,0.0489527,0,0,0,0,0,0,0.0421378,0,0.0268286,0.057097,0,0,0.0164983,0,0,0.0328048,0.0749613,0.0148306,0.0396984,0.0286502,0.103985,0.0528892,0.0335157,0.0536191,0,0.0284666,0.0305842,0.0254417,0.0467876,0.0539586,0.0593927,0.0207048,0.0124119,0.0137109,0.0345347,0,0.0396611,0.0488281,0.0286677,0,0,0.0231753,0,0,0.0353769,0.0675664,0.0554793,0.0482697,0,0.106254,0.050341,0.0425272,0.0738339,0,0.0325585,0.0266076,0.0329016,0.0670123,0.0466729,0.0190748,0.0146715,0.00849203,0.0387819,0.0410766,0,0,0,0,0,0,0,0,0,0.0549571
1896,0.0710409,0.0489258,0,0,0,0,0,0,0.0422603,0,0.0266859,0.0569537,0,0,0.0164913,0,0,0.0327812,0.075205,0.0150159,0.0393658,0.0289775,0.104099,0.0528782,0.0334723,0.0534276,0,0.0283765,0.030882,0.025743,0.0470429,0.0542868,0.0596463,0.0207172,0.0123942,0.0136287,0.0343536,0,0.0397777,0.048538,0.0287886,0,0,0.0232308,0,0,0.0354111,0.0676135,0.055612,0.0482454,0,0.106488,0.0501457,0.0424076,0.0737442,0,0.0323657,0.0263421,0.0327368,0.0668434,0.0466351,0.0190568,0.014747,0.00847163,0.0390145,0.0411502,0,0,0,0,0,0,0,0,0,0.0547292
1897,0.0711438,0.048903,0,0,0,0,0,0,0.0423711,0,0.0265204,0.0568217,0,0,0.0165493,0,0,0.0327214,0.075511,0.0152252,0.0390161,0.0292691,0.104197,0.0529114,0.0333924,0.053372,0,0.0285334,0.0311641,0.0259433,0.0473066,0.0546161,0.0598947,0.020701,0.0124793,0.0133208,0.0342531,0,0.0399722,0.0482589,0.0288861,0,0,0.0230905,0,0,0.035464,0.0676787,0.0557247,0.048245,0,0.106734,0.0499778,0.042405,0.0736477,0,0.0321985,0.0261215,0.0325583,0.0666422,0.0465794,0.0190957,0.0147903,0.00862163,0.0392774,0.0412593,0,0,0,0,0,0,0,0,0,0.0545219
1898,0.071251,0.0488973,0,0,0,0,0,0,0.0424784,0,0.0263905,0.056711,0,0,0.0165569,0,0,0.032734,0.0757927,0.0153614,0.0386986,0.0295337,0.104295,0.0529116,0.0333663,0.0532459,0,0.0285886,0.0313923,0.0261279,0.0474988,0.0549187,0.0600569,0.020747,0.0124725,0.0132598,0.034225,0,0.0402217,0.0480644,0.0289329,0,0,0.0230634,0,0,0.0354765,0.0677721,0.0557584,0.0482812,0,0.106975,0.0498277,0.0424986,0.0736555,0,0.0321223,0.0259142,0.0323687,0.0664384,0.0465555,0.0191946,0.0148961,0.00857978,0.0395235,0.0413892,0,0,0,0,0,0,0,0,0,0.054281
1899,0.0713421,0.0489188,0,0,0,0,0,0,0.0425726,0,0.0262871,0.0566309,0,0,0.0164941,0,0,0.0327853,0.0760324,0.0154441,0.0384541,0.0296916,0.104393,0.0528743,0.0333769,0.0530882,0,0.0286021,0.0315414,0.0263011,0.0476458,0.05518,0.0601287,0.0208478,0.0123892,0.0134318,0.0340994,0,0.0403396,0.0479022,0.0289765,0,0,0.0232051,0,0,0.0354892,0.0678852,0.0557143,0.0483251,0,0.107214,0.0497206,0.0424528,0.0737033,0,0.0320879,0.0257158,0.0321781,0.0662347,0.0465584,0.0193287,0.015056,0.00831773,0.0397233,0.0415274,0,0,0,0,0,0,0,0,0,0.054017
1900,0.071854,0.0489135,0,0,0,0,0,0,0.0427694,0,0.0261302,0.0566426,0,0,0.0166617,0,0,0.0325051,0.0765665,0.0158018,0.0381664,0.0303579,0.104343,0.0540706,0.0328546,0.0528954,0,0.0278484,0.0321763,0.0268169,0.0481239,0.0558432,0.0606647,0.0214099,0.0121162,0.0135627,0.0338553,0,0.0375449,0.0458678,0.0288952,0,0,0.0230797,0,0,0.0355827,0.0708899,0.0507108,0.0462223,0,0.106222,0.0498134,0.0417543,0.0706015,0.0701777,0.0286063,0.0275603,0.0360326,0.0704443,0.0486142,0.0193951,0.0150414,0.0084232,0.0394547,0.0428803,0,0,0,0,0,0,0,0,0,0.0579687
1901,0.0719103,0.0489351,0,0,0,0,0,0,0.0428455,0,0.0259907,0.0565088,0,0,0.0167133,0,0,0.0325085,0.0767641,0.015987,0.0379689,0.0305169,0.104497,0.0539569,0.032882,0.0527937,0,0.0280002,0.0323438,0.0268396,0.0483326,0.0560699,0.0606168,0.0214742,0.0121138,0.0134607,0.0338293,0,0.0376676,0.0458169,0.0289759,0,0,0.023149,0,0,0.0356155,0.0709027,0.0508257,0.0462761,0,0.106456,0.0497634,0.0417936,0.0705947,0.0699988,0.0285572,0.027364,0.0358748,0.0702821,0.0485915,0.0194881,0.0150381,0.00837137,0.0395686,0.0428516,0,0,0,0,0,0,0,0,0,0.0577439
1902,0.0714592,0.049065,0,0,0,0,0,0,0.042748,0,0.0259563,0.0563998,0,0,0.0166447,0,0,0.0327174,0.0764442,0.0159411,0.0379785,0.0300598,0.104947,0.0527954,0.0334991,0.0531748,0,0.028919,0.0319932,0.0264772,0.0481908,0.0558562,0.0601902,0.020854,0.0125221,0.0130472,0.0338005,0,0.0406597,0.0474774,0.0291345,0,0,0.0231504,0,0,0.035675,0.0681381,0.0558801,0.0482545,0,0.107845,0.0495609,0.0424986,0.073543,0,0.0318477,0.0252628,0.031732,0.0657718,0.0462964,0.0195974,0.0151351,0.00843258,0.0401541,0.0415625,0,0,0,0,0,0,0,0,0,0.0533292
1903,0.0719733,0.0491326,0,0,0,0,0,0,0.043004,0,0.0257393,0.0563315,0,0,0.0166969,0,0,0.0324543,0.0769713,0.0163194,0.0377659,0.0309958,0.104881,0.0539043,0.0329995,0.0529361,0,0.0280087,0.0326403,0.02702,0.0486182,0.0564697,0.0607502,0.0213913,0.0120571,0.0134317,0.0334524,0,0.0379061,0.0456399,0.029056,0,0,0.0233474,0,0,0.0356359,0.0711955,0.0511326,0.0461524,0,0.106789,0.0496444,0.0416478,0.0704315,0.069427,0.0282802,0.0270278,0.0355799,0.0700164,0.0484618,0.0194926,0.0151319,0.00829837,0.0398636,0.0428098,0,0,0,0,0,0,0,0,0,0.0573968
1904,0.0725014,0.0492709,0,0,0,0,0,0,0.0433108,0,0.025494,0.0550053,0,0,0.0167773,0,0,0.0323845,0.0799762,0.0192334,0.0378031,0.0314663,0.103745,0.053649,0.0297152,0.047359,0.0537937,0.0240965,0.0351512,0.0300595,0.0501254,0.0584133,0.0643184,0.0210799,0.0119018,0.0134175,0.0335993,0,0.037705,0.046418,0.029774,0,0,0.0228679,0,0,0.0356021,0.072223,0.0510844,0.045991,0,0.106541,0.0501685,0.0400732,0.069014,0.0687154,0.0281209,0.0273703,0.0357987,0.0701662,0.0484679,0.0193945,0.0147265,0.00845223,0.039685,0.0433811,0,0,0,0,0,0,0,0,0,0.0577244
1905,0.0726085,0.0493872,0,0,0,0,0,0,0.0433488,0,0.0253735,0.0549202,0,0,0.0167771,0,0,0.0323859,0.0800442,0.0195441,0.0377071,0.0316977,0.10391,0.0535873,0.0298417,0.0474893,0.0531361,0.0240486,0.0352873,0.0301087,0.0502722,0.0585952,0.0643432,0.021042,0.0119567,0.0132877,0.0335837,0,0.0377907,0.0462463,0.0297989,0,0,0.0229945,0,0,0.0356126,0.0723485,0.051161,0.0459793,0,0.106706,0.0500652,0.039914,0.0688807,0.0685274,0.0279577,0.0272094,0.03563,0.069967,0.0484651,0.0193924,0.0148003,0.00835098,0.0398204,0.0434388,0,0,0,0,0,0,0,0,0,0.0575213
1906,0.0726735,0.0494765,0,0,0,0,0,0,0.0433883,0,0.025287,0.0548649,0,0,0.0167636,0,0,0.0323669,0.0801293,0.0198454,0.0376447,0.0319407,0.104066,0.0535614,0.0299069,0.047616,0.0523537,0.0240636,0.0353928,0.0301149,0.050409,0.0588104,0.0643489,0.0210683,0.0118865,0.0133058,0.0335332,0,0.0378114,0.046117,0.0297911,0,0,0.0228474,0,0,0.0356398,0.0724488,0.0512363,0.0460136,0,0.106901,0.0500277,0.0400091,0.0687126,0.0682976,0.0278953,0.0270524,0.0354528,0.0697582,0.0484948,0.0194206,0.0148261,0.00839798,0.0399332,0.0435063,0,0,0,0,0,0,0,0,0,0.0572344
1907,0.0727011,0.0495529,0,0,0,0,0,0,0.0434389,0,0.0252075,0.0548331,0,0,0.0167726,0,0,0.0323319,0.0802841,0.0202256,0.0375533,0.0321324,0.104193,0.0535721,0.0299827,0.0476777,0.052538,0.0239876,0.0354968,0.0302141,0.050547,0.059022,0.064521,0.0210798,0.0117868,0.0133229,0.033476,0,0.0378188,0.0459614,0.0297644,0,0,0.0228303,0,0,0.035675,0.0725414,0.0513521,0.0460767,0,0.107109,0.0500094,0.0399633,0.0686191,0.067956,0.027912,0.0268972,0.0353015,0.0695995,0.0485855,0.0194452,0.0148388,0.00842861,0.0400059,0.0435605,0,0,0,0,0,0,0,0,0,0.0570218
1908,0.0726979,0.049601,0,0,0,0,0,0,0.0435175,0,0.0251294,0.0548146,0,0,0.016763,0,0,0.0323413,0.0804133,0.0205913,0.0373989,0.0323021,0.104323,0.0535464,0.0301241,0.0476072,0.0526935,0.0238957,0.0355854,0.0303601,0.0506519,0.0591804,0.0647554,0.0211223,0.0116824,0.0133744,0.033343,0,0.0378667,0.0457395,0.0297299,0,0,0.0229951,0,0,0.0356779,0.0726198,0.0514013,0.0461183,0,0.107313,0.0499565,0.0398229,0.0685938,0.0679034,0.0279241,0.0267724,0.0352107,0.0695129,0.0486793,0.0194244,0.0148871,0.00833389,0.0400631,0.0435984,0,0,0,0,0,0,0,0,0,0.0569003
1909,0.0726694,0.0496368,0,0,0,0,0,0,0.0435911,0,0.0250637,0.0547685,0,0,0.0167568,0,0,0.0323286,0.0805307,0.02095,0.037274,0.0324112,0.104468,0.0535134,0.0303401,0.0473576,0.0525471,0.0238451,0.0357084,0.0305017,0.0507517,0.0593264,0.0649641,0.0211555,0.0115648,0.0134079,0.0332269,0,0.0379849,0.045571,0.0296864,0,0,0.0230251,0,0,0.0356823,0.0726852,0.0513784,0.0461257,0,0.107478,0.0499325,0.0399284,0.0685914,0.0680809,0.0279622,0.0266544,0.0351128,0.069402,0.048722,0.0193937,0.0149299,0.00831018,0.0401349,0.0436018,0,0,0,0,0,0,0,0,0,0.0567905
1910,0.0726754,0.0496835,0,0,0,0,0,0,0.0436245,0,0.0249868,0.0547491,0,0,0.0167791,0,0,0.0323077,0.0806345,0.0213253,0.0372405,0.032493,0.104632,0.053475,0.0305043,0.047445,0.052251,0.0237905,0.0358264,0.0305562,0.0508504,0.0594888,0.0651539,0.0211244,0.0115445,0.0134476,0.0330759,0,0.0380125,0.045382,0.0296608,0,0,0.0230627,0,0,0.0356344,0.072794,0.0513377,0.0460717,0,0.107594,0.0499083,0.0399679,0.0685907,0.0682655,0.0279659,0.0265592,0.0350074,0.0692545,0.0487683,0.0193615,0.0149919,0.00824039,0.0402616,0.0435621,0,0,0,0,0,0,0,0,0,0.056689
1911,0.0727382,0.049759,0,0,0,0,0,0,0.0436427,0,0.0248967,0.054745,0,0,0.0168713,0,0,0.032389,0.0807061,0.0217418,0.0372211,0.0325288,0.104814,0.0534421,0.0305892,0.0478738,0.0519763,0.0237197,0.0359633,0.0305697,0.0510194,0.0596517,0.0653051,0.0211315,0.0118128,0.0133684,0.0329382,0,0.037935,0.0452188,0.0296909,0,0,0.0230902,0,0,0.0356099,0.0729301,0.0513193,0.0459978,0,0.107699,0.0498829,0.0398502,0.068491,0.0683396,0.0278939,0.0264594,0.0348831,0.069133,0.0487424,0.019358,0.0150294,0.00820094,0.0404529,0.0435028,0,0,0,0,0,0,0,0,0,0.0565598
1912,0.0727874,0.0498443,0,0,0,0,0,0,0.0436671,0,0.0248297,0.0547026,0,0,0.0169301,0,0,0.0324813,0.080796,0.0221367,0.0372099,0.0325085,0.10503,0.0533778,0.030686,0.0480898,0.0518461,0.0236618,0.0361103,0.0305064,0.0511547,0.0598364,0.0655133,0.0210634,0.0120111,0.0132661,0.0328757,0,0.0379576,0.0450724,0.0297645,0,0,0.0230916,0,0,0.0356349,0.0730639,0.0513419,0.0459107,0,0.107807,0.0498484,0.0397025,0.0682979,0.068277,0.0277659,0.026357,0.0347588,0.0690644,0.0487114,0.0193721,0.0150367,0.00819165,0.0406734,0.0434775,0,0,0,0,0,0,0,0,0,0.0564275
1913,0.0729094,0.0498903,0,0,0,0,0,0,0.0437353,0,0.0247655,0.0546097,0,0,0.0169132,0,0,0.0325057,0.0808849,0.0225189,0.0372224,0.0325087,0.105238,0.0532394,0.0307924,0.0480755,0.0519206,0.0236009,0.0362507,0.0303617,0.0512261,0.0600397,0.0657904,0.0210067,0.0119624,0.0132535,0.0329133,0,0.0380828,0.0449476,0.0298346,0,0,0.0230566,0,0,0.0356662,0.0731739,0.0514287,0.0458615,0,0.107939,0.0498243,0.0398165,0.0681336,0.0681767,0.0276544,0.0262654,0.0346551,0.0689856,0.048602,0.0194095,0.0150315,0.00820659,0.0409186,0.0434791,0,0,0,0,0,0,0,0,0,0.0562835
1914,0.0729708,0.0499614,0,0,0,0,0,0,0.0438421,0,0.0246815,0.054399,0,0,0.016898,0,0,0.0325094,0.0809989,0.0228525,0.0373211,0.0328329,0.105427,0.0531065,0.030879,0.0479881,0.0518927,0.0235497,0.0364194,0.0303422,0.0513829,0.0602365,0.0660223,0.0209822,0.0119357,0.0132562,0.0328571,0,0.0381851,0.0450267,0.0298576,0,0,0.0230485,0,0,0.0356772,0.0731968,0.0515204,0.0458171,0,0.108075,0.0498266,0.0398698,0.0680336,0.0680851,0.0275921,0.0261545,0.0346037,0.0688871,0.048609,0.0194264,0.0150999,0.0081832,0.0412164,0.0434582,0,0,0,0,0,0,0,0,0,0.056139
1915,0.0732948,0.0500961,0,0,0,0,0,0,0.0443826,0,0.0237164,0.05336,0,0,0.017274,0,0,0.0323384,0.0824658,0.0231175,0.0376825,0,0.104608,0.0529718,0.0292499,0.0473921,0.0511543,0.0220952,0.0372462,0.0300328,0.0520114,0.0614014,0.0635721,0.0205379,0.0120551,0.0126352,0.0330081,0,0.0380405,0.045772,0.0303454,0,0,0.0226758,0,0,0.0356359,0.0739176,0.0515578,0.0456556,0,0.107865,0.0502547,0.0386795,0.0668755,0.0675737,0.0275905,0.0264364,0.0348361,0.0690189,0.0485821,0.0193688,0.0148087,0.0083416,0.0412617,0.0438447,0,0,0,0,0,0,0,0,0,0.0563067
1916,0.0732728,0.050195,0,0,0,0,0,0,0.0444645,0,0.0236793,0.0531904,0,0,0.0173865,0,0,0.0323139,0.0825554,0.0234633,0.0376321,0,0.104759,0.0528379,0.0293017,0.0472204,0.0511375,0.0221021,0.03735,0.0301403,0.0521251,0.0615301,0.0639345,0.020479,0.0120549,0.0125537,0.0329459,0,0.0381043,0.0457689,0.0303214,0,0,0.0227658,0,0,0.0355844,0.0739592,0.0516525,0.0456221,0,0.108022,0.0502543,0.0386374,0.0667873,0.0674411,0.0275026,0.0263343,0.0347423,0.0689135,0.0484989,0.0192867,0.0147799,0.0083089,0.0414846,0.0437911,0,0,0,0,0,0,0,0,0,0.0561667
1917,0.0732458,0.0503052,0,0,0,0,0,0,0.0445335,0,0.0235795,0.0530668,0,0,0.0174917,0,0,0.0322789,0.0826188,0.0237804,0.0376437,0,0.104915,0.0526949,0.0293367,0.047279,0.0511285,0.0221064,0.0374273,0.0302542,0.0521818,0.0616468,0.0642719,0.0203474,0.0120167,0.0124429,0.0329031,0,0.0381663,0.0457434,0.030283,0,0,0.0228749,0,0,0.035575,0.0740106,0.0517258,0.0455754,0,0.108169,0.0502456,0.0385798,0.0667091,0.0673039,0.0274203,0.0262356,0.0346222,0.0687992,0.0484695,0.0191918,0.0147229,0.0083107,0.0417082,0.0437258,0,0,0,0,0,0,0,0,0,0.0561901
1918,0.0732232,0.050449,0,0,0,0,0,0,0.0445907,0,0.0234355,0.0529873,0,0,0.0176013,0,0,0.0322423,0.082693,0.0240771,0.0376672,0,0.105053,0.0525263,0.0294051,0.0475477,0.0511359,0.0220597,0.0375026,0.0303511,0.052189,0.061763,0.064567,0.0201559,0.011967,0.0122919,0.0328474,0,0.0382321,0.0456822,0.0302612,0,0,0.0229756,0,0,0.0355291,0.0740927,0.0517835,0.0455106,0,0.108274,0.0502462,0.0385812,0.0666365,0.0671637,0.0273388,0.0261159,0.0344834,0.0686704,0.048493,0.0191374,0.0146974,0.00826502,0.0419494,0.0436625,0,0,0,0,0,0,0,0,0,0.0563018
1919,0.073275,0.0505392,0,0,0,0,0,0,0.0446036,0,0.0233497,0.0529328,0,0,0.01745,0,0,0.0323103,0.0828214,0.0244436,0.0376568,0,0.105204,0.0522422,0.0295943,0.047586,0.0511034,0.0219489,0.037564,0.0303795,0.0522392,0.0618633,0.0648383,0.0201901,0.0117465,0.0127218,0.0327561,0,0.0382925,0.0455729,0.0303158,0,0,0.0230259,0,0,0.0355395,0.0741948,0.0518197,0.045474,0,0.1084,0.0502801,0.0386223,0.0664921,0.0669781,0.0272365,0.0259598,0.0343779,0.0685469,0.0485103,0.0191076,0.0146831,0.00831259,0.0421573,0.0436205,0,0,0,0,0,0,0,0,0,0.0560264
1920,0.0733357,0.0507577,0,0,0,0,0,0,0.0445559,0,0.0233124,0.0529024,0,0,0.0176348,0,0,0.0322457,0.0829324,0.0248351,0.0376484,0,0.105345,0.0521732,0.0297633,0.0474619,0.0510619,0.0218785,0.0376246,0.0304015,0.052323,0.0619571,0.0651299,0.0200114,0.0117838,0.0125561,0.0327011,0,0.038319,0.0454706,0.0303618,0,0,0.0231521,0,0,0.0355351,0.0743144,0.0518694,0.0453707,0,0.108463,0.0502558,0.0384748,0.0662716,0.0667703,0.0271404,0.0257855,0.0343037,0.0684301,0.0484637,0.0191422,0.0146912,0.0082839,0.0424561,0.0436151,0,0,0,0,0,0,0,0,0,0.0559495
1921,0.0734064,0.0509539,0,0,0,0,0,0,0.0445538,0,0.0232911,0.0528954,0,0,0.017752,0,0,0.032274,0.0830076,0.0252617,0.037609,0,0.10549,0.0520494,0.0298831,0.0476454,0.0510622,0.0218311,0.0376797,0.0304873,0.0523496,0.0620613,0.0654819,0.019834,0.0118517,0.0123424,0.0326663,0,0.0383658,0.0453356,0.0304654,0,0,0.0232527,0,0,0.0355022,0.074388,0.0519439,0.0452592,0,0.108532,0.0502084,0.0381566,0.0661397,0.0665996,0.027024,0.0255326,0.0342032,0.0683189,0.0484926,0.0192093,0.0147515,0.00817109,0.0427252,0.0436517,0,0,0,0,0,0,0,0,0,0.0561633
1922,0.0734346,0.051246,0,0,0,0,0,0,0.0446229,0,0.0233074,0.0528504,0,0,0.0180318,0,0,0.0322375,0.0830764,0.025702,0.0375997,0,0.105607,0.0519948,0.0299287,0.0478373,0.0510666,0.0217863,0.0377934,0.0306625,0.0524562,0.0621732,0.0658515,0.0196038,0.0119362,0.0119473,0.0326134,0,0.038481,0.0452865,0.0305561,0,0,0.0231898,0,0,0.035478,0.0744677,0.0519717,0.0451646,0,0.10858,0.0501782,0.0380881,0.0660006,0.0664654,0.0269584,0.0252768,0.0341271,0.0682444,0.0484585,0.019319,0.0146865,0.00833551,0.0430209,0.043661,0,0,0,0,0,0,0,0,0,0.0562322
