Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,RTIB
431,0.0767255,0.0451111,0,0,0,0,0,0,0.0390888,0,0.0294526,0.0563215,0,0,0.0170372,0,0,0.0325441,0.0778426,0.0177274,0.0399706,0.0246307,0.0985882,0.0523238,0.0290163,0.0479941,0.0537257,0.0252746,0.0297365,0.0246234,0.0444173,0.0513208,0.0661849,0.0201294,0.013397,0.0124036,0.0372651,0,0.0336236,0.0519114,0.0338075,0,0,0.0271694,0,0,0.0341092,0.0730325,0.0479098,0.043925,0,0.101572,0.0527937,0.0373699,0.0682818,0.071713,0.0296741,0.0340993,0.0413203,0.0756564,0.0501045,0.0160173,0.0150946,0.00612547,0.0336669,0.0469968,0,0,0,0,0,0,0,0,0,0.0639363
432,0.0768347,0.0454742,0,0,0,0,0,0,0.039293,0,0.0295252,0.0560732,0,0,0.017085,0,0,0.0325319,0.0780439,0.0180398,0.0398161,0.0250333,0.0990594,0.0522071,0.0290563,0.047907,0.0536028,0.0251685,0.0300809,0.0249461,0.0446212,0.0516521,0.066892,0.0201582,0.013328,0.0123499,0.0372463,0,0.0336996,0.051586,0.033915,0,0,0.0271966,0,0,0.0341586,0.0729483,0.0481086,0.0439613,0,0.10202,0.0526669,0.0373507,0.0683496,0.0715487,0.0296088,0.0339342,0.0412206,0.0755498,0.050195,0.0160739,0.0150882,0.00626365,0.034368,0.0470534,0,0,0,0,0,0,0,0,0,0.0637807
433,0.076881,0.0458257,0,0,0,0,0,0,0.0394689,0,0.0295384,0.055893,0,0,0.0170909,0,0,0.0325222,0.078257,0.018366,0.0396612,0.0254352,0.099521,0.052071,0.0291007,0.0478941,0.0534695,0.0250729,0.0303563,0.0251997,0.0448494,0.0519704,0.067551,0.0202015,0.0132869,0.0123296,0.0371977,0,0.0336976,0.0512651,0.0340436,0,0,0.0271776,0,0,0.0342875,0.0728309,0.0482886,0.0439973,0,0.102422,0.0525037,0.0373759,0.0682879,0.0713978,0.0295784,0.0337675,0.0411478,0.075455,0.050175,0.0161711,0.0151738,0.00632005,0.0350885,0.0470205,0,0,0,0,0,0,0,0,0,0.0636619
434,0.076859,0.0462016,0,0,0,0,0,0,0.039607,0,0.0295138,0.0557503,0,0,0.0170839,0,0,0.0325354,0.0784091,0.0186943,0.039508,0.0257956,0.0999636,0.0519497,0.0291438,0.0479032,0.0533632,0.024947,0.030591,0.0253987,0.0450783,0.0522696,0.068181,0.0202106,0.0132347,0.0123496,0.0371912,0,0.0337924,0.050954,0.0341261,0,0,0.0270566,0,0,0.0343978,0.0726717,0.0484838,0.0440354,0,0.102814,0.0523146,0.0373933,0.0680795,0.0711201,0.0295172,0.033521,0.0410484,0.0753264,0.0502087,0.0162221,0.015176,0.00641579,0.0356706,0.0468202,0,0,0,0,0,0,0,0,0,0.0635442
435,0.0768298,0.0465846,0,0,0,0,0,0,0.0397116,0,0.0294636,0.055593,0,0,0.017086,0,0,0.0325615,0.0785451,0.019009,0.039341,0.0261245,0.100386,0.0518479,0.0291571,0.0478828,0.0532408,0.0247438,0.0307731,0.0255603,0.0452696,0.0525436,0.0687915,0.0202015,0.0132534,0.0123527,0.0371583,0,0.0338361,0.0506471,0.0341512,0,0,0.0268688,0,0,0.0345535,0.0725679,0.0486474,0.044037,0,0.103209,0.0521344,0.0373653,0.0679635,0.0708375,0.0293998,0.0332805,0.0409467,0.0751967,0.0502959,0.0162363,0.0152062,0.00652631,0.0362994,0.0465997,0,0,0,0,0,0,0,0,0,0.0634387
436,0.0768389,0.046993,0,0,0,0,0,0,0.0398244,0,0.0294421,0.0554019,0,0,0.0170838,0,0,0.032614,0.0787608,0.0192883,0.0391838,0.0264268,0.10081,0.0517601,0.0291895,0.0478233,0.0530728,0.0246057,0.0309465,0.0256982,0.0454324,0.052781,0.0693886,0.0202157,0.0132931,0.0123369,0.0370912,0,0.033925,0.0503569,0.0340778,0,0,0.0267926,0,0,0.0346866,0.0725514,0.0488206,0.0440054,0,0.103617,0.0520067,0.0372776,0.0678922,0.0707132,0.0291773,0.0330711,0.0408106,0.0750636,0.0503878,0.0161868,0.0153256,0.00658634,0.0370571,0.0467471,0,0,0,0,0,0,0,0,0,0.0633241
437,0.076885,0.0473454,0,0,0,0,0,0,0.0399347,0,0.0294063,0.0551765,0,0,0.0170717,0,0,0.0326359,0.0791009,0.0195306,0.0390261,0.0267599,0.101282,0.0516748,0.0292919,0.0477693,0.0528906,0.024672,0.0311362,0.0258776,0.0455893,0.0530353,0.0699459,0.0202312,0.013282,0.0123242,0.0369734,0,0.0340953,0.0500173,0.033974,0,0,0.0268048,0,0,0.0347432,0.0725772,0.0490894,0.0439923,0,0.104047,0.0518881,0.0373214,0.0677623,0.0705838,0.0289433,0.0328537,0.0406394,0.0748909,0.0504806,0.016122,0.015406,0.00670006,0.0378765,0.0469591,0,0,0,0,0,0,0,0,0,0.0630782
438,0.0769325,0.0476465,0,0,0,0,0,0,0.0400604,0,0.0293658,0.0549351,0,0,0.0170723,0,0,0.032643,0.0795428,0.0197627,0.0388053,0.0271432,0.101752,0.0516532,0.0294973,0.0477238,0.0527649,0.0247271,0.0313683,0.0260717,0.0457689,0.0533294,0.0704691,0.0202887,0.0132746,0.0123064,0.0368357,0,0.0342775,0.0496665,0.0338748,0,0,0.0268616,0,0,0.0348014,0.0726237,0.0493619,0.0440052,0,0.10448,0.0517885,0.0373489,0.0676142,0.0703547,0.0287227,0.0326414,0.0404245,0.0747081,0.0506446,0.0160703,0.0154826,0.00685743,0.0385531,0.0470816,0,0,0,0,0,0,0,0,0,0.0628384
439,0.0770575,0.0479425,0,0,0,0,0,0,0.0401863,0,0.0293246,0.0547023,0,0,0.0170903,0,0,0.0326365,0.0797964,0.0200181,0.0386462,0.0275405,0.102194,0.0516808,0.0295356,0.0477043,0.0527488,0.0247092,0.0315929,0.0262952,0.0459809,0.053601,0.0709962,0.0203937,0.0132749,0.0123036,0.036717,0,0.0344427,0.0493338,0.0337922,0,0,0.0269401,0,0,0.0348728,0.0726292,0.0496222,0.0440826,0,0.104913,0.0517209,0.037347,0.0674543,0.0699224,0.0285617,0.0324486,0.0401193,0.0745519,0.0508809,0.0160418,0.0155552,0.00699819,0.03905,0.0471565,0,0,0,0,0,0,0,0,0,0.0626531
440,0.0771048,0.0482262,0,0,0,0,0,0,0.0403011,0,0.0292795,0.0544937,0,0,0.0170901,0,0,0.0326018,0.0799298,0.0203162,0.0386467,0.0278804,0.102595,0.0517008,0.0295498,0.0477049,0.0528192,0.0246,0.0317932,0.0265073,0.0461885,0.0538468,0.0715352,0.0204121,0.0131695,0.0123189,0.0365946,0,0.0346,0.0490042,0.0337686,0,0,0.0269482,0,0,0.0348579,0.0726027,0.0498562,0.0441746,0,0.105361,0.0516667,0.037319,0.0673814,0.0693388,0.0284437,0.0322687,0.0397558,0.0744468,0.0511011,0.0160274,0.0156291,0.0069889,0.0395023,0.0472272,0,0,0,0,0,0,0,0,0,0.0625222
441,0.0770985,0.0484566,0,0,0,0,0,0,0.0404128,0,0.0292251,0.0542918,0,0,0.0171135,0,0,0.0325298,0.0800374,0.02059,0.038591,0.0281658,0.102967,0.0517279,0.029527,0.047743,0.052779,0.0244521,0.0320155,0.0266909,0.0463527,0.05409,0.0719945,0.0203444,0.0131239,0.0123135,0.0365166,0,0.0347213,0.0486434,0.0337852,0,0,0.0269002,0,0,0.0349284,0.0725999,0.0500398,0.0442012,0,0.105751,0.0516145,0.0372276,0.067288,0.069304,0.028358,0.0321092,0.0395904,0.074351,0.0513441,0.016071,0.0156705,0.00707047,0.0398745,0.0473214,0,0,0,0,0,0,0,0,0,0.0623991
442,0.0770699,0.0486691,0,0,0,0,0,0,0.0405028,0,0.0291452,0.0540907,0,0,0.0171402,0,0,0.0324853,0.0801607,0.0208026,0.0385097,0.0283779,0.103373,0.0517485,0.0294667,0.0478355,0.0526638,0.0243567,0.032212,0.0268255,0.0464817,0.0543378,0.0723479,0.0203434,0.0130886,0.0123079,0.0365011,0,0.0348381,0.048321,0.0338114,0,0,0.0268737,0,0,0.0350452,0.0725967,0.0502478,0.044182,0,0.106111,0.0515469,0.0372688,0.0671815,0.0693445,0.0282987,0.0318959,0.0399088,0.0741995,0.0515735,0.0161606,0.0157444,0.00714523,0.0401593,0.0473873,0,0,0,0,0,0,0,0,0,0.0621954
443,0.0770486,0.0488624,0,0,0,0,0,0,0.0405747,0,0.0290885,0.053925,0,0,0.0171843,0,0,0.0325047,0.0802865,0.0209793,0.0384092,0.0286111,0.103757,0.0517375,0.0294112,0.0479175,0.0525622,0.0241681,0.0323398,0.0268972,0.0466314,0.0545319,0.0726358,0.0203666,0.0130557,0.0122835,0.0364299,0,0.0349126,0.0480527,0.0338429,0,0,0.0268633,0,0,0.0350868,0.0726132,0.0504104,0.0441893,0,0.106432,0.0514995,0.0373029,0.0670451,0.0693631,0.0282532,0.0316882,0.0399648,0.074024,0.0517327,0.0161909,0.0157648,0.00726988,0.0404473,0.0473639,0,0,0,0,0,0,0,0,0,0.0619877
444,0.0770342,0.0490247,0,0,0,0,0,0,0.0406526,0,0.0290473,0.0537634,0,0,0.0172416,0,0,0.0325189,0.0803835,0.0211328,0.0383331,0.0288724,0.104138,0.0516469,0.029364,0.0478677,0.05251,0.0239351,0.0324454,0.0269677,0.0467604,0.0547258,0.0728673,0.0203977,0.0130535,0.0122427,0.0363086,0,0.0350128,0.047809,0.0338248,0,0,0.0269083,0,0,0.0350843,0.0726683,0.0505474,0.0441787,0,0.106729,0.0514084,0.0372457,0.0670453,0.0692365,0.0281412,0.0314904,0.0397814,0.073809,0.0518157,0.0161294,0.0157474,0.00736962,0.0407209,0.0473046,0,0,0,0,0,0,0,0,0,0.0617882
445,0.0770135,0.0491331,0,0,0,0,0,0,0.0407306,0,0.0289891,0.0535324,0,0,0.0173027,0,0,0.0324963,0.0804983,0.0213019,0.0382749,0.0291163,0.104437,0.0515935,0.0294801,0.0476285,0.05246,0.0240281,0.0325969,0.0271254,0.0468883,0.054945,0.073061,0.0203905,0.0130632,0.0122121,0.0361819,0,0.0351524,0.0476111,0.0337732,0,0,0.0269988,0,0,0.0350399,0.0727242,0.0507123,0.0441724,0,0.107025,0.0513142,0.0371682,0.0670232,0.0689263,0.0279407,0.0312418,0.0395566,0.0736058,0.0518493,0.0160313,0.0157266,0.00740976,0.0410092,0.0472427,0,0,0,0,0,0,0,0,0,0.0615779
446,0.0770168,0.0491444,0,0,0,0,0,0,0.0407928,0,0.0288716,0.0532422,0,0,0.0173389,0,0,0.032503,0.0806221,0.0214747,0.0382257,0.0293709,0.104747,0.0515485,0.0298709,0.0474983,0.0523869,0.0241221,0.0327694,0.0272832,0.0470633,0.0551739,0.0731863,0.0203477,0.0130299,0.0122062,0.0360578,0,0.0353455,0.0474518,0.0337696,0,0,0.0263767,0,0,0.0352664,0.0727584,0.0508806,0.0441983,0,0.107374,0.0513559,0.0371752,0.0668142,0.0686259,0.0277138,0.0309972,0.0393492,0.0734074,0.0518495,0.0158156,0.0157481,0.00776453,0.041298,0.0472395,0,0,0,0,0,0,0,0,0,0.0613845
447,0.0770246,0.0492023,0,0,0,0,0,0,0.0408741,0,0.0287485,0.0530018,0,0,0.0173739,0,0,0.0325266,0.0807816,0.0216055,0.0380859,0.0296847,0.104961,0.0515133,0.0300064,0.0474906,0.052402,0.0240673,0.0329691,0.0274173,0.0472457,0.0554032,0.0732694,0.0203592,0.0129842,0.012172,0.035931,0,0.0355249,0.0473216,0.0337615,0,0,0.0263905,0,0,0.0352908,0.0727311,0.0510719,0.0442582,0,0.107681,0.0513156,0.0371537,0.0666235,0.0683646,0.0275163,0.0307905,0.0391668,0.073197,0.051812,0.0158033,0.0157647,0.00789378,0.0416891,0.0472467,0,0,0,0,0,0,0,0,0,0.0612364
448,0.0770199,0.0492946,0,0,0,0,0,0,0.0409376,0,0.0285989,0.0528299,0,0,0.0174156,0,0,0.0325582,0.0809895,0.0217369,0.0378702,0.0300244,0.105111,0.0514771,0.0300211,0.0475686,0.052339,0.0238819,0.0331741,0.0275656,0.0474004,0.055663,0.073374,0.0204285,0.012976,0.0121701,0.0358249,0,0.0356763,0.0471529,0.0337898,0,0,0.026364,0,0,0.0353719,0.0726793,0.0512381,0.04435,0,0.107945,0.0512843,0.0371745,0.0665226,0.0681784,0.027382,0.030598,0.0389788,0.0730058,0.0516989,0.0158768,0.0157943,0.00801837,0.0420315,0.047279,0,0,0,0,0,0,0,0,0,0.0609988
449,0.0770239,0.0493323,0,0,0,0,0,0,0.0409833,0,0.0283909,0.0527102,0,0,0.017482,0,0,0.0325655,0.0812578,0.021944,0.0376445,0.0303036,0.105208,0.0514666,0.0300637,0.0479298,0.0522143,0.0236354,0.03332,0.0276927,0.0475469,0.0559273,0.0735135,0.0205506,0.012963,0.0121491,0.0357486,0,0.0357303,0.0469878,0.0339102,0,0,0.0263024,0,0,0.0355016,0.0726369,0.0513324,0.0444577,0,0.108204,0.0512508,0.0372645,0.0665475,0.0681182,0.0272898,0.0304122,0.0387668,0.0728142,0.0515211,0.016023,0.0158597,0.00816066,0.042275,0.0472529,0,0,0,0,0,0,0,0,0,0.0607442
450,0.0770113,0.0493937,0,0,0,0,0,0,0.0410175,0,0.0282456,0.052617,0,0,0.0175418,0,0,0.0325307,0.0815273,0.0222534,0.0374418,0.0304505,0.105275,0.0514496,0.0301407,0.048273,0.0520617,0.0233802,0.0334538,0.0278138,0.0477409,0.0561839,0.0737454,0.020699,0.0130147,0.0121178,0.0356361,0,0.0357111,0.0468374,0.0340733,0,0,0.0262744,0,0,0.0355766,0.0726554,0.0513312,0.0445258,0,0.108448,0.051227,0.0372896,0.0665041,0.0680835,0.0271908,0.0302344,0.0386082,0.0726204,0.0512887,0.016138,0.0159188,0.00830402,0.0425541,0.0472243,0,0,0,0,0,0,0,0,0,0.0605657
451,0.0769651,0.0494553,0,0,0,0,0,0,0.0410293,0,0.0281287,0.0525407,0,0,0.0175745,0,0,0.0325139,0.081765,0.0226013,0.0372393,0.0305665,0.105336,0.0514132,0.0302241,0.0481584,0.0519599,0.0231336,0.0336237,0.0279298,0.0479402,0.0563666,0.0739554,0.020804,0.0129611,0.012107,0.0355687,0,0.0357762,0.046625,0.0342074,0,0,0.0262968,0,0,0.0356073,0.0726915,0.0513612,0.0445621,0,0.108678,0.0512097,0.0373245,0.0663628,0.0680482,0.0271533,0.0300593,0.0384639,0.0724621,0.0511219,0.0161815,0.015947,0.00839975,0.042786,0.0472955,0,0,0,0,0,0,0,0,0,0.0604208
452,0.0768845,0.0495299,0,0,0,0,0,0,0.0410389,0,0.028106,0.0524837,0,0,0.017594,0,0,0.0324851,0.0819426,0.0229306,0.03706,0.0308846,0.105443,0.0513456,0.0303454,0.0481659,0.0519075,0.022947,0.0338003,0.027983,0.0481064,0.0565364,0.0741161,0.0209212,0.0128339,0.0120984,0.0355512,0,0.0359213,0.0464017,0.0343143,0,0,0.0263467,0,0,0.0355935,0.0727426,0.0514492,0.0446213,0,0.108906,0.0511608,0.0373396,0.0662524,0.0679716,0.0271963,0.0298986,0.0383318,0.0723385,0.0510028,0.0161779,0.0159916,0.00843793,0.043014,0.0472963,0,0,0,0,0,0,0,0,0,0.0602986
453,0.0768028,0.0496129,0,0,0,0,0,0,0.0410617,0,0.0280167,0.0523909,0,0,0.0176575,0,0,0.0324873,0.0821068,0.0231838,0.0368799,0.0312219,0.105576,0.0513125,0.0305097,0.0483643,0.0518995,0.0226977,0.0339209,0.0280292,0.0482552,0.0567532,0.0743047,0.0210937,0.0128858,0.0120204,0.0355168,0,0.0359856,0.0461637,0.0344082,0,0,0.0264159,0,0,0.0355866,0.0728033,0.051515,0.0447198,0,0.109163,0.0510691,0.0373237,0.0662177,0.0678508,0.0272539,0.0297302,0.0381922,0.0722181,0.0508926,0.0161625,0.0160629,0.00851582,0.0433154,0.0472145,0,0,0,0,0,0,0,0,0,0.0601954
454,0.0767091,0.0497048,0,0,0,0,0,0,0.0410989,0,0.027921,0.0523217,0,0,0.017712,0,0,0.0324767,0.0822993,0.023488,0.0366685,0.0314764,0.105662,0.0513021,0.0306677,0.0485608,0.0519419,0.0223944,0.0340785,0.0281584,0.0484163,0.0569619,0.0746094,0.0213372,0.0129629,0.0119903,0.0354619,0,0.0359634,0.0459176,0.0344944,0,0,0.0265175,0,0,0.0355407,0.0728639,0.051593,0.044866,0,0.109444,0.0509859,0.0372088,0.0662234,0.0677087,0.0272499,0.0295444,0.0380706,0.0720694,0.0507365,0.0161516,0.0161021,0.00854517,0.0435627,0.0471382,0,0,0,0,0,0,0,0,0,0.0600879
455,0.0766353,0.0497937,0,0,0,0,0,0,0.04114,0,0.0278405,0.052358,0,0,0.0177769,0,0,0.0324415,0.0825055,0.0237875,0.0364281,0.0318081,0.105742,0.0513075,0.0308882,0.0486607,0.0519942,0.0225324,0.0342442,0.0283254,0.0485352,0.0571692,0.0749124,0.0216366,0.0130613,0.0120239,0.0353861,0,0.0360108,0.0456542,0.0346441,0,0,0.0266141,0,0,0.0355091,0.072888,0.0516883,0.0450162,0,0.109721,0.0509116,0.0370356,0.0661049,0.0675545,0.0271983,0.0293921,0.0379873,0.0719865,0.0505664,0.016193,0.0161001,0.00865021,0.0438384,0.047106,0,0,0,0,0,0,0,0,0,0.0599203
456,0.076594,0.049898,0,0,0,0,0,0,0.0411366,0,0.0277799,0.0524519,0,0,0.0178001,0,0,0.0323797,0.0827024,0.0240877,0.0361918,0.0322972,0.105825,0.0511617,0.0311188,0.0486869,0.0520735,0.0228258,0.034392,0.0284803,0.0486486,0.0574161,0.0751547,0.0219696,0.0130723,0.0121015,0.0353513,0,0.0360657,0.0453793,0.034819,0,0,0.0266792,0,0,0.0355318,0.0728839,0.0517296,0.0451288,0,0.109968,0.0508382,0.036973,0.0658984,0.0674494,0.0271587,0.0292263,0.0378815,0.0719147,0.0503831,0.0162939,0.0160833,0.0088437,0.0440248,0.0470901,0,0,0,0,0,0,0,0,0,0.0597611
457,0.0765407,0.0500029,0,0,0,0,0,0,0.0411901,0,0.0277315,0.0524311,0,0,0.0177384,0,0,0.032306,0.0828984,0.0243825,0.0360237,0.0328283,0.105969,0.0510681,0.03131,0.0487702,0.0520403,0.0227756,0.034573,0.0286588,0.0488263,0.0576435,0.0755048,0.0223267,0.0129197,0.0121781,0.0353706,0,0.0361143,0.0451117,0.0349871,0,0,0.0267513,0,0,0.0355525,0.0728518,0.0516824,0.0452374,0,0.110213,0.0507657,0.0369087,0.06581,0.0674291,0.0271598,0.0290364,0.0377463,0.0718076,0.0501403,0.0164488,0.0161707,0.00883124,0.0442058,0.0470554,0,0,0,0,0,0,0,0,0,0.0596027
458,0.0764651,0.0501335,0,0,0,0,0,0,0.0412728,0,0.0276923,0.0525244,0,0,0.0176391,0,0,0.0322348,0.0830814,0.0247168,0.0358035,0.0333068,0.106102,0.0510303,0.0314802,0.0488887,0.0520471,0.0224652,0.0347287,0.0288369,0.0490032,0.0578201,0.0759653,0.0226045,0.0127799,0.0122802,0.0353463,0,0.0361468,0.0449072,0.035139,0,0,0.0267868,0,0,0.0355398,0.0727592,0.0516456,0.0454002,0,0.110431,0.0507692,0.0368968,0.0658522,0.0674528,0.0271964,0.0288543,0.0376053,0.0716415,0.0498163,0.0165564,0.0161809,0.00884095,0.0444567,0.0469786,0,0,0,0,0,0,0,0,0,0.0594109
459,0.0763996,0.0502659,0,0,0,0,0,0,0.0413255,0,0.0276089,0.0524741,0,0,0.0175982,0,0,0.0322523,0.083367,0.0249348,0.0356975,0.0337117,0.106214,0.0509951,0.031573,0.0488792,0.0521835,0.0222294,0.034885,0.028954,0.049158,0.0580298,0.0762394,0.02278,0.0128452,0.0123796,0.0352556,0,0.0362498,0.0449807,0.0352695,0,0,0.026852,0,0,0.0354684,0.0725516,0.0516438,0.0455023,0,0.110645,0.0508106,0.0369958,0.0658891,0.0674322,0.027149,0.0285745,0.0374731,0.0714901,0.0496294,0.0165829,0.0160541,0.00893118,0.0447394,0.0468851,0,0,0,0,0,0,0,0,0,0.0591892
460,0.0764551,0.0504459,0,0,0,0,0,0,0.0413055,0,0.0267196,0.0509247,0,0,0.0175296,0,0,0.0323303,0.0847447,0.0239906,0.0363895,0,0.105603,0.050317,0.0305275,0.0488898,0.0520889,0.0211396,0.0355111,0.028547,0.049691,0.0590682,0.0734559,0.0225288,0.0129105,0.012585,0.034938,0,0.0368187,0.0464712,0.035785,0,0,0.0268835,0,0,0.0352384,0.072082,0.0525212,0.0455648,0.0235441,0.111049,0.0512326,0.037547,0.0662287,0.0674886,0.027195,0.0274406,0.0369873,0.0709984,0.0504846,0.0164863,0.0156435,0.00879955,0.0449429,0.0467776,0,0,0,0,0,0,0,0,0,0.0585188
461,0.0760399,0.0505546,0,0,0,0,0,0,0.04132,0,0.0276547,0.0517922,0,0,0.0174072,0,0,0.0323356,0.0833222,0.0254784,0.0355969,0.0335469,0.106874,0.0504623,0.0323456,0.0494149,0.0526595,0.0227628,0.0347997,0.0288407,0.0492389,0.0581618,0.0770397,0.0228611,0.0129221,0.012786,0.0347059,0,0.0371431,0.0455173,0.0353436,0,0,0.0272623,0,0,0.0352948,0.0714107,0.0527162,0.0456936,0.022405,0.111622,0.0508757,0.0386473,0.0671689,0.0676957,0.0268348,0.0268396,0.0365027,0.0705651,0.0499644,0.0165277,0.0158902,0.00902044,0.0454618,0.0462629,0,0,0,0,0,0,0,0,0,0.0580035
462,0.075911,0.0505746,0,0,0,0,0,0,0.0413552,0,0.0276297,0.051823,0,0,0.0174612,0,0,0.0322357,0.083281,0.025799,0.0354352,0.0335656,0.107224,0.0504767,0.0325048,0.0495573,0.0528035,0.0228641,0.0348503,0.028707,0.0493408,0.0583069,0.0775396,0.0228546,0.0128742,0.012591,0.0347564,0,0.0372061,0.045175,0.035345,0,0,0.026768,0,0,0.0354285,0.0715229,0.0527973,0.0457016,0.0222898,0.11187,0.0509716,0.0384662,0.0671074,0.0674606,0.0265338,0.0267212,0.0362897,0.0703472,0.0493387,0.0164822,0.0158546,0.00919377,0.045696,0.0461644,0,0,0,0,0,0,0,0,0,0.0579094
463,0.0758007,0.050742,0,0,0,0,0,0,0.041499,0,0.0274733,0.0521237,0,0,0.0173129,0,0,0.0321892,0.0837422,0.0256088,0.0353361,0.0344553,0.107243,0.0506885,0.0320129,0.0490117,0.0523116,0.0223597,0.0352849,0.0288599,0.0496062,0.0586601,0.077394,0.0230997,0.0127191,0.0126772,0.0331459,0,0.0354744,0.0448707,0.0352232,0,0,0.0267977,0,0,0.0354331,0.0728892,0.0460285,0.0461942,0.0250633,0.111742,0.0509728,0.0376951,0.0643864,0.0636734,0.0235979,0.0311472,0.0413713,0.0757591,0.0483472,0.0164308,0.0158862,0.00918509,0.0460428,0.0461169,0,0,0,0,0,0,0,0,0,0
464,0.0757517,0.0508469,0,0,0,0,0,0,0.0415481,0,0.0273936,0.051938,0,0,0.0173082,0,0,0.0322548,0.0838344,0.0257006,0.0352523,0.034617,0.107462,0.0506968,0.0320785,0.0490381,0.0523477,0.0223804,0.0353852,0.0290102,0.0497177,0.058807,0.0775396,0.0232203,0.0127819,0.0127508,0.0331253,0,0.0355317,0.0448082,0.0352388,0,0,0.0268271,0,0,0.0354275,0.072841,0.0460661,0.0462402,0.0250431,0.111995,0.0509919,0.0379074,0.0642942,0.0634831,0.0233724,0.0309721,0.0412562,0.0756737,0.0480045,0.0164161,0.0158531,0.00919501,0.0463609,0.0460788,0,0,0,0,0,0,0,0,0,0
465,0.0757592,0.0509286,0,0,0,0,0,0,0.0415854,0,0.027295,0.0518189,0,0,0.0172991,0,0,0.032271,0.0839234,0.0257829,0.0351562,0.0347649,0.107633,0.0506897,0.0322216,0.0490875,0.0522645,0.0223714,0.0354622,0.0293071,0.0497406,0.0589501,0.0776448,0.0232873,0.0128776,0.0128257,0.0331399,0,0.0355677,0.0447077,0.0352885,0,0,0.0268871,0,0,0.0353961,0.0727839,0.0461005,0.046282,0.025017,0.112193,0.0510609,0.0380671,0.0642611,0.0633654,0.023206,0.0308109,0.0411706,0.0755727,0.0476894,0.0164011,0.01583,0.00918552,0.0466579,0.0461151,0,0,0,0,0,0,0,0,0,0
466,0.0757859,0.050995,0,0,0,0,0,0,0.0415972,0,0.0272418,0.0518101,0,0,0.0172427,0,0,0.0322953,0.084023,0.0259117,0.0350249,0.0348626,0.107767,0.0506539,0.0323926,0.0491152,0.052179,0.0223715,0.0354818,0.0294445,0.0497749,0.0590729,0.0776988,0.0232843,0.0128317,0.012876,0.0331626,0,0.0355821,0.0445675,0.0353791,0,0,0.0269364,0,0,0.0353954,0.072736,0.0461134,0.046315,0.0250386,0.112372,0.0511331,0.0380975,0.0643006,0.0633316,0.023126,0.0306601,0.0410781,0.0754362,0.0473938,0.0164131,0.0158423,0.00911895,0.0469156,0.0461811,0,0,0,0,0,0,0,0,0,0
467,0.0757931,0.0511736,0,0,0,0,0,0,0.0415922,0,0.0272072,0.051854,0,0,0.0171967,0,0,0.0323164,0.0841365,0.0259999,0.0348878,0.0349962,0.107834,0.0506127,0.0325161,0.049157,0.0521115,0.0223566,0.0355037,0.029424,0.0498561,0.0591623,0.0777048,0.0232326,0.0128182,0.0129207,0.0331764,0,0.0356524,0.0444051,0.0355073,0,0,0.0269924,0,0,0.0353646,0.0727384,0.0461009,0.0463413,0.025082,0.112487,0.050915,0.0380825,0.0643321,0.0632896,0.0231002,0.0305463,0.0409568,0.0753203,0.0470983,0.0163948,0.0158201,0.00904711,0.0472016,0.0461983,0,0,0,0,0,0,0,0,0,0
468,0.0757774,0.0513812,0,0,0,0,0,0,0.0415802,0,0.0271614,0.0518677,0,0,0.0172051,0,0,0.0323303,0.0842294,0.0260756,0.0348374,0.0351026,0.107948,0.0505469,0.0326105,0.0492254,0.0520864,0.0223458,0.0355067,0.0293337,0.0499634,0.059222,0.0776947,0.0231714,0.0128597,0.0129243,0.0331891,0,0.0358492,0.0442667,0.035619,0,0,0.0270582,0,0,0.0353276,0.0727886,0.0461048,0.0462971,0.0250819,0.112571,0.0508221,0.0380778,0.06424,0.0631572,0.0230271,0.0304162,0.0408152,0.0752046,0.0468378,0.0163839,0.0157567,0.00905308,0.0474509,0.0461944,0,0,0,0,0,0,0,0,0,0
469,0.0757469,0.0516413,0,0,0,0,0,0,0.0415805,0,0.0271137,0.0517498,0,0,0.0172345,0,0,0.0323132,0.0844098,0.0260813,0.0349615,0.0353194,0.108076,0.0504561,0.0326215,0.0491963,0.0520025,0.0222387,0.0355522,0.029381,0.0500537,0.0593009,0.077543,0.0231168,0.0128868,0.0129336,0.0332195,0,0.0359984,0.0443696,0.0356825,0,0,0.0271208,0,0,0.0352576,0.0727797,0.0461425,0.0462031,0.0250397,0.112616,0.0508116,0.0380605,0.0641519,0.0629701,0.0229531,0.0302354,0.0406777,0.075081,0.0466389,0.0164118,0.0156772,0.00902017,0.0477245,0.0461435,0,0,0,0,0,0,0,0,0,0
