Devices
1000
,,Impulse - Electric Potential,
Frame,Sub Frame,1
,,V
1,0,-0.0450134
1,1,-0.0380325
1,2,-0.0224686
1,3,-0.0312042
1,4,-0.0400543
1,5,-0.031662
1,6,-0.0377655
1,7,-0.0826263
1,8,-0.148087
1,9,-0.242844
2,0,-0.195389
2,1,-0.18837
2,2,-0.174408
2,3,-0.106621
2,4,-0.0974274
2,5,-0.087738
2,6,-0.0414658
2,7,-0.0331116
2,8,-0.0345993
2,9,-0.0532913
3,0,-0.0786591
3,1,-0.0669861
3,2,-0.0756073
3,3,-0.0881958
3,4,-0.0621033
3,5,-0.185394
3,6,-0.208054
3,7,-0.211411
3,8,-0.109634
3,9,-0.158615
4,0,-0.137329
4,1,-0.117035
4,2,-0.0918579
4,3,-0.0255585
4,4,-0.0112152
4,5,-0.0292969
4,6,-0.0037384
4,7,0.00324249
4,8,-0.0281906
4,9,-0.0661087
5,0,-0.0437546
5,1,-0.0774384
5,2,-0.135002
5,3,-0.174713
5,4,-0.132904
5,5,-0.133171
5,6,-0.0844955
5,7,-0.0564957
5,8,-0.0312042
5,9,-0.0108337
6,0,0.00865936
6,1,-0.0189972
6,2,0.00652313
6,3,0.00717163
6,4,7.62939e-05
6,5,0.022316
6,6,0.0224686
6,7,-0.0807571
6,8,-0.0691223
6,9,-0.107384
7,0,-0.104256
7,1,-0.0889206
7,2,-0.104065
7,3,-0.00923157
7,4,0.0312424
7,5,0.00701904
7,6,0.0298691
7,7,0.0737
7,8,0.0840759
7,9,0.070076
8,0,0.0833511
8,1,0.0627518
8,2,0.0777054
8,3,0.0336838
8,4,-0.00610352
8,5,-0.0318909
8,6,-0.0666046
8,7,-0.0488281
8,8,-0.0634384
8,9,-0.00286102
9,0,0.0268936
9,1,0.0232697
9,2,0.0635529
9,3,0.0820923
9,4,0.124474
9,5,0.0470734
9,6,0.10128
9,7,0.0973511
9,8,0.090065
9,9,0.103416
10,0,0.0613022
10,1,0.0159073
10,2,-0.0328445
10,3,-0.0302505
10,4,-0.0546646
10,5,0.0056076
10,6,0.0202942
10,7,0.0335693
10,8,0.034256
10,9,0.0252533
11,0,0.125046
11,1,0.116425
11,2,0.132637
11,3,0.111122
11,4,0.101776
11,5,0.127716
11,6,0.108757
11,7,0.0579071
11,8,0.00286102
11,9,-0.00881195
12,0,-0.0341415
12,1,-0.0277328
12,2,-0.00892639
12,3,0.02388
12,4,0.00778198
12,5,0.0819016
12,6,0.0730896
12,7,0.085907
12,8,0.0857544
12,9,0.122223
13,0,0.0871277
13,1,0.0697327
13,2,0.0556564
13,3,0.0449371
13,4,0.0127411
13,5,-0.0224686
13,6,-0.0981903
13,7,-0.0636292
13,8,-0.078125
13,9,-0.0495911
14,0,-0.0227737
14,1,-0.00991821
14,2,0.0224304
14,3,0.0273132
14,4,0.0833893
14,5,0.000419617
14,6,0.0531769
14,7,0.0143051
14,8,0.0397491
14,9,0.00919342
15,0,0.0278473
15,1,-0.0735092
15,2,-0.142441
15,3,-0.138054
15,4,-0.119934
15,5,-0.150871
15,6,-0.074501
15,7,-0.0426483
15,8,-0.0209808
15,9,-0.0203323
16,0,0.0466156
16,1,0.0120544
16,2,-0.0145721
16,3,-0.00804901
16,4,-0.00667572
16,5,0.038681
16,6,0.00854492
16,7,-0.0432587
16,8,-0.0986481
16,9,-0.131264
17,0,-0.176926
17,1,-0.134659
17,2,-0.142212
17,3,-0.0845337
17,4,-0.0681686
17,5,0.0172424
17,6,-0.0154114
17,7,-0.031395
17,8,-0.0104523
17,9,-0.00411987
18,0,-0.00465393
18,1,-0.0239563
18,2,-0.0473404
18,3,-0.0447083
18,4,-0.0959396
18,5,-0.140457
18,6,-0.123329
18,7,-0.148163
18,8,-0.145226
18,9,-0.0835037
19,0,-0.128174
19,1,-0.0455856
19,2,-0.049057
19,3,-0.00904083
19,4,-0.0499344
19,5,-0.019722
19,6,-0.0170135
19,7,0.000686646
19,8,-0.00190735
19,9,0.0381088
20,0,-0.0230026
20,1,-0.162964
20,2,-0.139389
20,3,-0.204849
20,4,-0.143394
20,5,-0.143585
20,6,-0.0889587
20,7,-0.0825882
20,8,-0.0202942
20,9,-0.0328445
21,0,-0.00934601
21,1,0.0259399
21,2,0.0233841
21,3,-0.000495911
21,4,0.0531769
21,5,-0.030365
21,6,-0.0116348
21,7,-0.0276566
21,8,-0.0591278
21,9,-0.110855
22,0,-0.12291
22,1,-0.125542
22,2,-0.109673
22,3,-0.0764847
22,4,0.00102997
22,5,-0.0294113
22,6,0.050087
22,7,0.0667191
22,8,0.0262451
22,9,-0.00957489
23,0,0.0350189
23,1,0.0540543
23,2,0.0452805
23,3,0.0457001
23,4,-0.0269699
23,5,-0.070076
23,6,-0.0728607
23,7,-0.0919724
23,8,-0.0635529
23,9,-0.018959
24,0,-0.00785828
24,1,0.0164032
24,2,0.0597
24,3,0.0799179
24,4,0.127792
24,5,0.0696564
24,6,0.131645
24,7,0.0617599
24,8,0.0480652
24,9,0.0421143
25,0,0.029335
25,1,0.0604248
25,2,-0.0741959
25,3,-0.0273132
25,4,-0.114326
25,5,-0.0676727
25,6,-0.0137711
25,7,0.0533295
25,8,0.0886917
25,9,0.0564194
26,0,0.128937
26,1,0.0688934
26,2,0.0871658
26,3,0.0912476
26,4,0.100098
26,5,0.103569
26,6,0.0642395
26,7,0.0486374
26,8,-0.0376129
26,9,-0.0601196
27,0,-0.0602722
27,1,-0.0639725
27,2,0.001297
27,3,-0.016098
27,4,0.0550079
27,5,0.0695419
27,6,0.0425339
27,7,0.0906754
27,8,0.0740814
27,9,0.108337
28,0,0.0748444
28,1,0.0358582
28,2,0.0793457
28,3,0.0574493
28,4,0.0200272
28,5,-0.0553894
28,6,-0.0748444
28,7,-0.0432968
28,8,-0.0848389
28,9,-0.0806808
