Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,x80
135,0.00730546,0.0014672,0,0,0,0,0,0.01344,0.0193589,0.0199524,0.00635478,0,0,0.00709786,0,0.0295103,0.00329589,0.0390699,0.0258312,0.015067,0.0119706,0.012213,0.013054,0.0166139,0.0117288,0.0100713,0.049361,0.0191237,0.0188051,0.019172,0.0314728,0.0244396,0.0138842,0.0192997,0.00687733,0.0207701,0.00482856,0.0233369,0.0103313,0.0112213,0,0,0.00808379,0,0.00784857,0.00521006,0.086228,0.0318688,0.08596,0.0165851,0.00781154,0.00642121,0.0112643,0.0178843,0.0392627,0.0152399,0.00874514,0.0324663,0.0091083,0.0147918,0.022723,0.00431449,0.00253104,0.00414015,0.0016169,0.0104375,0,0,0,0,0,0,0,0,0,0
136,0.00747108,0.00145113,0,0,0,0,0,0.0148855,0.0194188,0.0192746,0.00612335,0,0,0.00723706,0,0.0294035,0.00339439,0.0398695,0.025359,0.0150832,0.0117296,0.012497,0.0132035,0.0173898,0.0124963,0.0101291,0.049857,0.0184576,0.0180118,0.0186741,0.033116,0.0265139,0.0139249,0.0193043,0.00680521,0.0207484,0.00488402,0.0233733,0.010229,0.0114214,0,0,0.00791699,0,0.00794628,0.00530563,0.0860961,0.0330375,0.0859785,0.0165149,0.00764268,0.00649394,0.0114089,0.0182813,0.0394796,0.0153028,0.00895759,0.032311,0.00936744,0.01528,0.0221504,0.00432278,0.00245809,0.00424219,0.00151943,0.0105919,0,0,0,0,0,0,0,0,0,0
137,0.00769609,0.00142899,0,0,0,0,0,0.0170364,0.0193868,0.0182719,0.00585882,0,0,0.00732418,0,0.0294145,0.00350416,0.0406736,0.0246961,0.0152087,0.0115794,0.0128121,0.0134479,0.0178767,0.0129337,0.0100723,0.0503926,0.0177752,0.0170827,0.0180404,0.0351048,0.0292381,0.013985,0.0193101,0.00683855,0.0210987,0.00487521,0.0240041,0.0101742,0.0115957,0,0,0.0076992,0,0.00796985,0.00537962,0.0859597,0.0348974,0.086056,0.0166933,0.0074601,0.00649113,0.0115929,0.0186492,0.0395676,0.0154066,0.00944312,0.031777,0,0.01616,0.0220286,0.00419629,0.00241531,0.00429264,0.00144221,0.010785,0,0,0,0,0,0,0,0,0,0
138,0.00785942,0.00143071,0,0,0,0,0,0.0192479,0.0192833,0.0170222,0.00556447,0,0,0.00729858,0,0.0295196,0.00361261,0.0414351,0.0239289,0.0154321,0.0115214,0.0130981,0.0136234,0.018029,0.0129496,0.00990986,0.0508562,0.0171024,0.0161421,0.0172241,0.0371615,0.0324225,0.0140132,0.0193359,0.00679703,0.0205172,0.00485325,0.0234272,0.0101781,0.0117022,0,0,0.00747579,0,0.00796869,0.00544545,0.085927,0.0355935,0.0861807,0.0161568,0.0072654,0.00652533,0.0114784,0.0191112,0.0398151,0.0151397,0.00945429,0.031858,0.00977978,0.0163954,0.0211488,0.00404062,0.00234075,0.00433224,0.00138422,0.010893,0,0,0,0,0,0,0,0,0,0
139,0.0081025,0.00155906,0,0,0,0,0,0.0213655,0.0191965,0.0153672,0.0051777,0,0,0.00717806,0,0.0296133,0.00373479,0.0420273,0.0226661,0.0157806,0.0111978,0.0133672,0.0137608,0.017847,0.0125248,0.00981123,0.0511991,0.0162494,0.0151156,0.0160947,0.0389649,0.0358368,0.0140446,0.019378,0.00682904,0.0203255,0.00482488,0.0232273,0.0100679,0.0119879,0,0,0.00726909,0,0.00794549,0.00527107,0.0861216,0.0366568,0.0860685,0.0158456,0.00715774,0.00651146,0.0114506,0.019282,0.0400269,0.014975,0.00960679,0.0316815,0.0102556,0.0167566,0.0208636,0.00399111,0.00233751,0.00440705,0.00145856,0.0110251,0,0,0,0,0,0,0,0,0,0
140,0.0083419,0.00169652,0,0,0,0,0,0.0232336,0.0191849,0.0134587,0.00473839,0,0,0.00700269,0,0.0296395,0.00382881,0.0424275,0.0211265,0.0162462,0.010491,0.0136215,0.0138275,0.0172262,0.0116711,0.0097947,0.0514205,0.0151193,0.0139577,0.0146781,0.0404164,0.0392906,0.0139958,0.0194007,0.00683506,0.0202533,0.00488615,0.0229401,0.00989389,0.0123247,0,0,0.00734842,0,0.00793908,0.00504866,0.0864929,0.0375011,0.0857227,0.0156764,0.00698355,0.00626967,0.01139,0.0194139,0.0402204,0.0148777,0.00974125,0.0314914,0.0108988,0.0170504,0.0208309,0.00397848,0.0022762,0.00431771,0.00159402,0.0110875,0,0,0,0,0,0,0,0,0,0
141,0.00850535,0.00193597,0,0,0,0,0,0.0249392,0.0191972,0.0111752,0.00460795,0,0,0.00692437,0,0.0296824,0.003842,0.0426951,0.0200071,0.0167965,0.00935578,0.0139011,0.0138571,0.0161797,0.010424,0.00984327,0.0514129,0.0136913,0.0126811,0.0131517,0.0414631,0.0425002,0.013903,0.0193934,0.00698372,0.0202761,0.00496862,0.0226923,0.0097685,0.0125248,0,0,0.00724555,0,0.00794443,0.00490194,0.0868671,0.0384547,0.0855311,0.0155717,0.00656575,0.00600368,0.0112661,0.0195639,0.0404832,0.0148239,0.00992847,0.0313062,0.0111732,0.0174104,0.0209586,0.00399619,0.00225054,0.00420395,0.00191505,0.0110902,0,0,0,0,0,0,0,0,0,0
142,0.00855972,0.00224135,0,0,0,0,0,0.0264965,0.0192485,0.00881016,0.00486111,0,0,0.00696531,0,0.0296666,0.00385312,0.0427818,0.0197823,0.0173543,0.00795641,0.0141855,0.0138143,0.0148353,0.00911181,0.00990265,0.0511319,0.011971,0.0112763,0.0115651,0.0421796,0.0455103,0.0138338,0.0193747,0.00695754,0.0203701,0.00506961,0.0225575,0.00976251,0.012573,0,0,0.00708612,0,0.00801597,0.00490537,0.0871971,0.0395192,0.0855279,0.0154393,0.00634778,0.00566896,0.0111379,0.0196761,0.0408192,0.0147568,0.0101825,0.0311509,0.0111642,0.0179539,0.021143,0.00407436,0.00220577,0.00412504,0.00238165,0.0110412,0,0,0,0,0,0,0,0,0,0
143,0.00863124,0.002162,0,0,0,0,0,0.0277743,0.0193988,0.00703397,0.00526939,0,0,0.00674925,0,0.0296037,0.00383564,0.0426189,0.0208012,0.0178553,0.00656425,0.0145206,0.0134787,0.0133574,0.00821457,0.00983024,0.0505205,0.0100391,0.00978839,0.0100298,0.0427265,0.0482498,0.0133295,0.0194181,0.00693921,0.0205156,0.00532875,0.0224075,0.00985545,0.0122592,0,0,0.00661275,0,0.00825697,0.00536012,0.0875023,0.0404193,0.0854066,0.0153631,0.00678981,0.00565471,0.0110491,0.0199587,0.041109,0.01474,0.0104952,0.0309627,0.0111434,0.0183046,0.0213551,0.00345955,0.00178897,0.00381355,0.00243555,0.0109589,0,0,0,0,0,0,0,0,0,0
144,0.00830649,0.00254732,0,0,0,0,0,0.0285882,0.0193914,0.0047857,0.00573468,0,0,0.00715063,0,0.0294796,0.00387843,0.0422168,0.0228617,0.0182533,0.00545359,0.0148195,0.0133356,0.0119236,0.00801103,0.00961775,0.0496157,0.00802927,0.0081884,0.00869476,0.0432182,0.0502759,0.0134671,0.0193444,0.00707289,0.0208213,0.00542976,0.0222118,0.00998038,0.0120559,0,0,0.00668011,0,0.00829961,0.0052439,0.0877639,0.0412294,0.0852695,0.0154195,0.00719608,0.00506976,0.0110361,0.0203288,0.0413359,0.0147798,0.0106558,0.0307953,0.0120085,0.018499,0.0217895,0.00363358,0.00175986,0.00369209,0.00289566,0.0106839,0,0,0,0,0,0,0,0,0,0
145,0.00818758,0.00300576,0,0,0,0,0,0.0289584,0.0194567,0.0034261,0.00620496,0,0,0.00728899,0,0.0293483,0.00395382,0.0416985,0.0250405,0.0184895,0.00481837,0.015037,0.0129888,0.0107063,0.00823885,0.00933039,0.0485213,0.0062565,0.00666892,0.00779913,0.0436925,0.0513832,0.0133671,0.0192873,0.00706465,0.0213384,0.00550526,0.0219548,0.0101065,0.0120986,0,0,0.006943,0,0.00833231,0.0049231,0.0879354,0.0420907,0.0851069,0.0156258,0.00754676,0.00454041,0.0111665,0.020652,0.0416044,0.0149023,0.0107889,0.0306637,0.0124459,0.0186648,0.0226033,0.00400756,0.00176761,0.00358303,0.00337931,0.0106851,0,0,0,0,0,0,0,0,0,0
146,0.00800192,0.00337456,0,0,0,0,0,0.0290142,0.0194972,0.00349922,0.00672473,0,0,0.007328,0,0.0292416,0.00405013,0.0410481,0.0270451,0.0186958,0.00507285,0.0152758,0.0126841,0.00976336,0.0090709,0.00938109,0.0473496,0.00499473,0.00562677,0.00754363,0.0444153,0.051931,0.0132702,0.0192164,0.00692929,0.0222734,0.00567087,0.0219078,0.0103152,0.0119515,0,0,0.00707025,0,0.00850266,0.0047855,0.0880888,0.0431034,0.0849514,0.0158644,0.00781016,0.00429495,0.0113862,0.0209072,0.0419133,0.0151348,0.0109997,0.0306088,0.0122151,0.0188031,0.023845,0.00418603,0.00164946,0.00354632,0.00370219,0.0105535,0,0,0,0,0,0,0,0,0,0
147,0.00786328,0.00366369,0,0,0,0,0,0.0287717,0.0195295,0.00434478,0.00726053,0,0,0.00727614,0,0.0291664,0.00414512,0.0403702,0.0285289,0.018949,0.00599757,0.0155475,0.0124282,0.00904407,0.00990657,0.00971056,0.0461763,0.00498161,0.00534875,0.00796147,0.0454078,0.0518583,0.0131526,0.0191598,0.00679395,0.0231479,0.00584464,0.0220726,0.0104938,0.0118131,0,0,0.00714059,0,0.00863648,0.00469411,0.0882767,0.0443784,0.0847878,0.0159483,0.00819788,0.00406428,0.011592,0.0212142,0.0423042,0.0153044,0.0111985,0.030593,0.0120241,0.0190682,0.025021,0.00425375,0.0016226,0.00350538,0.0039416,0.010429,0,0,0,0,0,0,0,0,0,0
148,0.00775264,0.00389166,0,0,0,0,0,0.0284461,0.0195987,0.00536153,0.00772113,0,0,0.00719592,0,0.0290487,0.00411343,0.0396989,0.0290897,0.0190943,0.00714412,0.0157538,0.0121417,0.00870829,0.0103923,0.0102001,0.0451316,0.00626775,0.00604287,0.00876927,0.0466686,0.0514718,0.012937,0.01912,0.00683034,0.0237765,0.00599848,0.0221599,0.0105652,0.0116164,0,0,0.00711533,0,0.0086863,0.00456112,0.0884573,0.0457227,0.0846105,0.0158979,0.00851273,0.00383363,0.0118374,0.0216036,0.0427637,0.0154854,0.0113304,0.0305161,0.0122582,0.0195009,0.0261133,0.00430952,0.00161507,0.00343407,0.00410152,0.0102199,0,0,0,0,0,0,0,0,0,0
149,0.00765231,0.00416277,0,0,0,0,0,0.0280008,0.0196832,0.00653795,0.0080858,0,0,0.00716243,0,0.0289109,0.00399402,0.0389929,0.028609,0.0192319,0.00841299,0.0159061,0.0118833,0.00851858,0.0105456,0.0107325,0.0442164,0.00810834,0.00741897,0.01016,0.0481257,0.050624,0.012762,0.0190852,0.00677282,0.0242275,0.00614974,0.0221522,0.010749,0.0113974,0,0,0.00723232,0,0.00869413,0.00449852,0.088575,0.047018,0.0844467,0.0157313,0.00864918,0.00351841,0.0121601,0.0220583,0.0432107,0.015667,0.0115269,0.0304156,0.0124736,0.0199361,0.026952,0.00435012,0.00156241,0.00338736,0.00429137,0.00994915,0,0,0,0,0,0,0,0,0,0
150,0.0075294,0.00441998,0,0,0,0,0,0.0272513,0.0197961,0.008185,0.00841269,0,0,0.00709581,0,0.0287616,0.00394734,0.0383131,0.0273602,0.0192078,0.00966765,0.015931,0.0116476,0.00835441,0.0111171,0.0113353,0.0433631,0.0101057,0.00901198,0.0117482,0.0496256,0.0491756,0.0126015,0.0190378,0.0067875,0.0246763,0.00634678,0.0220813,0.0110178,0.0111581,0,0,0.00729783,0,0.00875291,0.00425888,0.0885885,0.0482604,0.0843167,0.0154925,0.00865621,0.00323144,0.0125622,0.0225778,0.0435781,0.0158776,0.0115904,0.030305,0.0128796,0.0203455,0.0278193,0.00439515,0.00155623,0.00335065,0.0044523,0.00963397,0,0,0,0,0,0,0,0,0,0
151,0.00740472,0.0046542,0,0,0,0,0,0.0268064,0.0199134,0.00999767,0.00880185,0,0,0.00715726,0,0.0286465,0.00394961,0.0375235,0.0259702,0.0192747,0.0113083,0.0159722,0.011359,0.00858341,0.0119973,0.0122156,0.0424762,0.0120168,0.0106893,0.0133629,0.050961,0.0478957,0.0124507,0.0189869,0.00675996,0.0250791,0.00654271,0.0221533,0.0112858,0.0109229,0,0,0.00718998,0,0.00887194,0.00416925,0.0885253,0.0494581,0.084204,0.0151781,0.00882158,0.00300048,0.0129499,0.0230836,0.0439097,0.0160442,0.0117218,0.0301763,0.0132313,0.0207307,0.028698,0.00442118,0.00161024,0.00332013,0.00461306,0.00934585,0,0,0,0,0,0,0,0,0,0
152,0.00725652,0.00481072,0,0,0,0,0,0.0261323,0.0200342,0.0117269,0.00921131,0,0,0.00723927,0,0.0285479,0.00391939,0.036747,0.0249235,0.0193671,0.0126329,0.0159735,0.0111236,0.00882451,0.0123827,0.0127646,0.0415272,0.0137316,0.0122602,0.014747,0.0519375,0.0461857,0.0122693,0.0189517,0.00697591,0.025569,0.00671576,0.0223038,0.0115608,0.0106543,0,0,0.00698636,0,0.00903195,0.00427561,0.088426,0.0506781,0.0841012,0.0148516,0.00898949,0.00280968,0.0132994,0.0235803,0.044297,0.0162813,0.0119424,0.0300244,0.0134679,0.0211475,0.029741,0.00446133,0.00170325,0.00334204,0.00473597,0.00907792,0,0,0,0,0,0,0,0,0,0
153,0.00711221,0.00491295,0,0,0,0,0,0.025647,0.020113,0.0130219,0.00951863,0,0,0.00728946,0,0.0284509,0.0039789,0.0360452,0.0246779,0.0194284,0.0137924,0.0159342,0.0109528,0.00909079,0.0125739,0.0129047,0.0406139,0.0151376,0.0136597,0.0158539,0.0525054,0.0446535,0.012117,0.0189153,0.00712511,0.0261244,0.00688704,0.0223035,0.0117654,0.0103928,0,0,0.0067759,0,0.00923914,0.00436227,0.088332,0.05185,0.0839546,0.0144887,0.00900092,0.00273936,0.0135934,0.0240803,0.0447411,0.0165308,0.0122995,0.0298497,0.0137263,0.0215748,0.0309411,0.00444471,0.00185315,0.00341241,0.00480325,0.00888244,0,0,0,0,0,0,0,0,0,0
154,0.00667421,0.00444986,0,0,0,0,0,0.0254522,0.0201899,0.0137481,0.00958622,0,0,0.00709065,0,0.02841,0.00416268,0.0355125,0.0253133,0.0194534,0.0147264,0.0157784,0.0106826,0.00918658,0.0125992,0.0127806,0.0399014,0.0161523,0.0147082,0.0166764,0.0527869,0.0438945,0.0118155,0.0189304,0.00714067,0.0265232,0.00708795,0.0222136,0.0116827,0.00967695,0,0,0.00610484,0,0.00949905,0.00467386,0.0883048,0.0529294,0.0836928,0.0140408,0.00879854,0.00334658,0.0138472,0.0246156,0.0451641,0.0164129,0.0127567,0.0296432,0.0140822,0.0220701,0.0320603,0.00382612,0.00208162,0.00341102,0.00426728,0.00835451,0,0,0,0,0,0,0,0,0,0
155,0.00625869,0.00423551,0,0,0,0,0,0.0256858,0.0201416,0.0137726,0.00945905,0,0,0.00721312,0,0.0283738,0.00439234,0.0350479,0.0262267,0.0194944,0.0153266,0.0154234,0.0105267,0.00913653,0.0124705,0.0126285,0.0394835,0.0166899,0.0152984,0.0172601,0.0529443,0.0441313,0.0118756,0.0188886,0.00722897,0.0267112,0.00718384,0.0223586,0.0113333,0.00909484,0,0,0.00565618,0,0.00957725,0.00481593,0.0883443,0.0541059,0.0834208,0.0134435,0.00842864,0.00412881,0.0140591,0.0252676,0.0456262,0.0161319,0.013147,0.0294501,0.0146057,0.0227752,0.0330163,0.00341111,0.00222076,0.00342848,0.00396874,0.00781743,0,0,0,0,0,0,0,0,0,0
156,0.0061182,0.00434095,0,0,0,0,0,0.0258031,0.0201091,0.0135352,0.00960613,0,0,0.00712466,0,0.0283528,0.00451855,0.0347854,0.026842,0.019535,0.0149827,0.015134,0.0104169,0.00866796,0.0120754,0.012639,0.0392983,0.0167012,0.0154644,0.0174152,0.0529162,0.043899,0.0117514,0.0189139,0.00711988,0.0273451,0.00716153,0.0224074,0.0112618,0.0088855,0,0,0.00536422,0,0.00958593,0.00475052,0.0883342,0.0551273,0.0834489,0.0128929,0.00836983,0.00431318,0.0144092,0.0259294,0.0460593,0.0159833,0.0135512,0.0292444,0.0148842,0.0233882,0.0346295,0.00339231,0.00228722,0.00345838,0.00400327,0.00761904,0,0,0,0,0,0,0,0,0,0
157,0.00593178,0.00452016,0,0,0,0,0,0.0254902,0.0200766,0.0128866,0.00975611,0,0,0.00704989,0,0.0283331,0.00458007,0.034584,0.0264806,0.0195549,0.0145325,0.0149731,0.0103063,0.00805916,0.0116096,0.0126346,0.0392741,0.0164117,0.015288,0.0172742,0.0527887,0.0431342,0.0115601,0.0189356,0.00690557,0.028244,0.0071814,0.0220233,0.0112023,0.00865332,0,0,0.00519869,0,0.00965606,0.0046145,0.0883128,0.0557118,0.0834922,0.0123801,0.00824674,0.0044634,0.0147949,0.0264261,0.0463591,0.0159346,0.0138472,0.0289919,0.0148314,0.0237134,0.0366465,0.00348403,0.00230094,0.00349992,0.00415968,0.00729943,0,0,0,0,0,0,0,0,0,0
158,0.00570894,0.00478744,0,0,0,0,0,0.0246241,0.0201002,0.0118666,0.00978412,0,0,0.00704088,0,0.028283,0.00452249,0.0343626,0.025022,0.0196318,0.0145272,0.0148951,0.0101277,0.00750195,0.0110101,0.0123774,0.0393493,0.0159024,0.0147855,0.0168634,0.0526487,0.0418195,0.0112763,0.0189126,0.00696487,0.0288186,0.00723599,0.0216094,0.0109898,0.00840838,0,0,0.00518031,0,0.00972524,0.00443155,0.0883383,0.0562228,0.0834038,0.0117388,0.00802954,0.0045041,0.0150113,0.0268767,0.0466546,0.0157255,0.0139918,0.0286292,0.0148607,0.0241488,0.0383091,0.0035833,0.00230031,0.00354462,0.00438088,0.00693026,0,0,0,0,0,0,0,0,0,0
159,0.00550449,0.00513515,0,0,0,0,0,0.0238668,0.020162,0.0107327,0.00973788,0,0,0.00713736,0,0.0281396,0.00444655,0.0341456,0.0230364,0.0198072,0.0152809,0.0149226,0.00990032,0.00722241,0.0101825,0.0117169,0.0396055,0.0152117,0.0139575,0.0162458,0.0523673,0.0409152,0.0111223,0.0188533,0.00703144,0.0290274,0.00727431,0.0212262,0.0106773,0.00812674,0,0,0.00525353,0,0.00972186,0.00441739,0.0884018,0.0566357,0.0832823,0.0109113,0.0078632,0.00441339,0.0150728,0.0273434,0.0469689,0.0153731,0.0142433,0.0281693,0.0149521,0.0247257,0.0396574,0.00367698,0.0022748,0.00360399,0.00468245,0.00662947,0,0,0,0,0,0,0,0,0,0
160,0.00527404,0.00553458,0,0,0,0,0,0.0238251,0.0201986,0.00973593,0.0096387,0,0,0.00729206,0,0.027949,0.00432764,0.034132,0.0218591,0.0200967,0.0163045,0.0149677,0.00966092,0.00740388,0.00938036,0.0104839,0.040107,0.0144012,0.0129091,0.0154538,0.0520264,0.0407322,0.0110535,0.0188005,0.00710702,0.0290254,0.00731904,0.0208631,0.0104328,0.00775462,0,0,0.00525136,0,0.00981,0.00442904,0.0883742,0.0570156,0.0834423,0.0100016,0.00787058,0.0044182,0.0151079,0.0277729,0.0471954,0.0149166,0.0147899,0.0276283,0.0151955,0.0253851,0.0409058,0.00382905,0.00224887,0.00367421,0.00508609,0.00633309,0,0,0,0,0,0,0,0,0,0
161,0.00504674,0.00587333,0,0,0,0,0,0.0247047,0.020237,0.00848148,0.00944483,0,0,0.00749393,0,0.0276743,0.00412911,0.0342759,0.0222394,0.0204799,0.0172201,0.0147684,0.00936271,0.00762212,0.00891783,0.00887988,0.0407511,0.0135619,0.011822,0.0147269,0.0516898,0.0416306,0.0110212,0.0187521,0.00701656,0.0291564,0.00734391,0.0205231,0.0100296,0.00731483,0,0,0.00520453,0,0.00989472,0.00443565,0.0881671,0.0574546,0.0834392,0.00918716,0.00746572,0.00441248,0.0150572,0.0281473,0.047246,0.0141028,0.0155586,0.0270221,0.0154958,0.026073,0.0424424,0.00393837,0.00225383,0.00377608,0.00545803,0.00607844,0,0,0,0,0,0,0,0,0,0
162,0.00358395,0.00607471,0,0,0,0,0,0.0227292,0.0210674,0.00924669,0.00816158,0,0,0.00630967,0,0.026716,0.0032837,0.0355987,0.0254027,0.0215584,0.0161962,0.0118552,0.00646659,0.00826319,0.00866748,0.00850213,0.0426653,0.0139142,0.011958,0.01539,0.0521697,0.0399507,0.00915481,0.018369,0.00670149,0.0332496,0.00768873,0.0234405,0.00935339,0.00493424,0,0,0.00718141,0,0.00948971,0.00448261,0.087971,0.0646744,0.0841115,0.00839316,0.0065803,0.00326877,0.0147424,0,0.0520988,0.00979378,0.0216689,0.0310715,0.0189181,0.0337949,0.0536181,0.00513375,0.00235125,0.00376013,0.00586673,0.00403733,0,0,0,0,0,0,0,0,0,0
163,0.00507983,0.00697224,0,0,0,0,0,0.0253716,0.020399,0.0079714,0.00867182,0,0,0.00755069,0,0.0271324,0.00380415,0.0353087,0.0261074,0.0211355,0.0171151,0.0144086,0.0088573,0.00887642,0.00915372,0.00750882,0.0424257,0.0119141,0.0101008,0.0138119,0.0514202,0.0437847,0.0105792,0.0185686,0.00710262,0.029633,0.0072835,0.0202854,0.00896245,0.0067336,0,0,0.00548954,0,0.00974908,0.00404687,0.0876974,0.0584328,0.0832912,0.00837421,0.00634589,0.0039057,0.0143044,0.028651,0.0470886,0.0125497,0.0172925,0.0254746,0.0159359,0.0273694,0.0457435,0.00457125,0.00227443,0.00392502,0.00666928,0.00612138,0,0,0,0,0,0,0,0,0,0
164,0.00473208,0.00661591,0,0,0,0,0,0.0242592,0.0205313,0.00902685,0.00832454,0,0,0.00685811,0,0.0270061,0.00363013,0.036189,0.0282675,0.021511,0.0148897,0.0143165,0.00839049,0.00948748,0.00927433,0.00721664,0.0431267,0.0116739,0.0103385,0.0133903,0.0511876,0.0425663,0.00981888,0.018614,0.00672979,0.0295691,0.00735253,0.0203125,0.00871022,0.00630892,0,0,0.00480561,0,0.00984896,0.00423726,0.0874992,0.0585916,0.0834968,0.00846312,0.0060974,0.00433515,0.0138043,0.0287667,0.0471019,0.0118824,0.0181533,0.024626,0.0163551,0.0278917,0.0471128,0.00394399,0.00271447,0.00395229,0.00626523,0.00579058,0,0,0,0,0,0,0,0,0,0
165,0.0043596,0.00677509,0,0,0,0,0,0.0225521,0.0204668,0.00980892,0.008393,0,0,0.00726663,0,0.0268039,0.00350773,0.036807,0.030337,0.0223549,0.0124007,0.0137902,0.0082112,0.0101095,0.00988075,0.00715435,0.0435008,0.0118755,0.0109996,0.0130989,0.0509375,0.0414076,0.0100589,0.0185195,0.00659041,0.0293748,0.00734784,0.0205825,0.00838879,0.0056732,0,0,0.00442665,0,0.00984614,0.0042016,0.0872503,0.0588465,0.0835018,0.0091552,0.00563306,0.00470415,0.0132645,0.0290355,0.0471153,0.0110497,0.0192514,0.0238426,0.0169358,0.0286376,0.0489097,0.00371444,0.00293465,0.00399738,0.00643883,0.00535048,0,0,0,0,0,0,0,0,0,0
166,0.00414111,0.00709867,0,0,0,0,0,0.0215587,0.0204653,0.0102569,0.00852615,0,0,0.00751701,0,0.0266699,0.00350083,0.0372585,0.03213,0.0232521,0.00973456,0.0133554,0.00818513,0.0105625,0.0104875,0.00751928,0.0436077,0.0120318,0.011516,0.0129063,0.0506156,0.0403906,0.0102534,0.0184925,0.00644978,0.0295341,0.00727779,0.0208529,0.00808874,0.0052489,0,0,0.00418106,0,0.00986698,0.00417645,0.0870365,0.0584606,0.0832909,0.0102638,0.00529835,0.00495762,0.012733,0.02922,0.047206,0.0103273,0.0202424,0.0229808,0.0173219,0.0290974,0.0506017,0.00374671,0.00298994,0.00405834,0.00683425,0.00508451,0,0,0,0,0,0,0,0,0,0
167,0.00417377,0.00777189,0,0,0,0,0,0.0210794,0.0205092,0.0105128,0.00866741,0,0,0.0076388,0,0.026524,0.00348212,0.0373515,0.033587,0.0241688,0.00746887,0.0128886,0.00823557,0.0103465,0.0108478,0.00847636,0.0436144,0.0118767,0.0115884,0.0127164,0.0501285,0.039523,0.0104339,0.0184847,0.00631665,0.0301283,0.00716427,0.0211704,0.00777968,0.00493124,0,0,0.0042511,0,0.00985968,0.00406021,0.0867721,0.0576212,0.0830455,0.0116208,0.00492601,0.00500467,0.0122665,0.0293504,0.0472511,0.00977233,0.0212136,0.0220198,0.0176128,0.0293588,0.0522001,0.00408194,0.0027692,0.0041294,0.00764638,0.00505619,0,0,0,0,0,0,0,0,0,0
168,0.00370469,0.00775676,0,0,0,0,0,0.0201805,0.0204866,0.0107507,0.00868678,0,0,0.00788404,0,0.0263803,0.00338535,0.0370506,0.0347276,0.0249405,0.0065189,0.0123235,0.00828949,0.0092835,0.0105731,0.00973911,0.0436327,0.0114757,0.0112971,0.012433,0.0494158,0.0387847,0.010744,0.0184453,0.00638244,0.0304509,0.00722075,0.0216485,0.0072773,0.00427139,0,0,0.00369542,0,0.0100402,0.00441186,0.0863695,0.0564378,0.0828833,0.0131509,0.00444752,0.00551485,0.0116621,0.0295046,0.0473224,0.00921459,0.0221061,0.0210702,0.0178158,0.0293828,0.0542967,0.00382451,0.00322715,0.00422564,0.00763013,0.00448217,0,0,0,0,0,0,0,0,0,0
169,0.00354962,0.0079686,0,0,0,0,0,0.019364,0.0205037,0.0111013,0.00849539,0,0,0.00801633,0,0.0262585,0.00328365,0.0366682,0.036143,0.0253018,0.00747632,0.0116267,0.00826783,0.00833614,0.00999793,0.0110413,0.0434958,0.0112203,0.0111646,0.0120702,0.0485699,0.0382096,0.0110631,0.0184179,0.00664979,0.0310764,0.00724494,0.0222329,0.00685475,0.00368437,0,0,0.003516,0,0.0102158,0.00454642,0.0858963,0.054867,0.0828281,0.0147001,0.00425028,0.00574339,0.0109683,0.02991,0.0475557,0.00878273,0.0229662,0.0200682,0.0180456,0.0292475,0.0562576,0.00372668,0.00352549,0.00429627,0.00786322,0.00418981,0,0,0,0,0,0,0,0,0,0
170,0.00346069,0.00800958,0,0,0,0,0,0.0178432,0.0204974,0.0112616,0.00829161,0,0,0.00799442,0,0.0261158,0.0032546,0.0364206,0.0378795,0.0252829,0.00934762,0.0108557,0.00818005,0.00799893,0.00942746,0.0118245,0.0431585,0.0112596,0.0112779,0.0119095,0.0476572,0.0365166,0.0113763,0.0183859,0.00618303,0.0317349,0.00722295,0.0228895,0.006544,0.00306953,0,0,0.0032562,0,0.0103225,0.00468362,0.0854608,0.0528073,0.082956,0.016244,0.00448362,0.00590579,0.0100368,0.0303971,0.0478747,0.00864219,0.0236895,0.0190241,0.0182108,0.0290492,0.0581149,0.00361284,0.00376091,0.0043004,0.00794043,0.00393539,0,0,0,0,0,0,0,0,0,0
