Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,x80
208,0.0122306,0.0104447,0,0,0,0,0,0.0425342,0.0207536,0.0159962,0.00915787,0,0,0.00742817,0,0.0228515,0.00298725,0.0340978,0.0171245,0.0230464,0.00598381,0.0197901,0.00442831,0.0170251,0.0175034,0.0146612,0.0423227,0.00152914,0.00768685,0.00120499,0.0323147,0.0428742,0.00782929,0.0174838,0.00620868,0.0227204,0.0649478,0.0115897,0.015522,0.00850714,0,0,0.0356671,0,0.0658408,0.0458036,0.0811419,0.00911397,0.0768158,0.0103691,0.00901628,0.0140991,0.088801,0,0.0398372,0.0270076,0.00609117,0.0260306,0.00564861,0.00552734,0.033758,0.0203952,0.0643716,0.0476237,0.00954746,0.0112344,0,0,0,0,0,0,0,0,0,0
209,0.0108898,0.00942729,0,0,0,0,0,0.0364818,0.0206665,0.0135157,0.0068683,0,0,0.00728187,0,0.0228865,0.00303522,0.0335496,0.0160637,0.0217632,0.00623268,0.0132015,0.00427577,0.0168744,0.0173738,0.0145063,0.0415018,0.00154558,0.00579111,0.001398,0.0331041,0.0355894,0.00785005,0.0175379,0.00633261,0.0295173,0.0642189,0.00483823,0.0087824,0.00834066,0,0,0.0358574,0,0.0647561,0.0456815,0.0850886,0.0145258,0.080496,0.0150402,0.00685694,0.0136858,0,0,0.0373788,0.0233647,0.00665328,0.0268792,0.00528723,0.00523049,0.0474988,0.0204792,0.0649798,0.0469866,0.00841131,0.0101955,0,0,0,0,0,0,0,0,0,0
210,0.0134288,0.0107184,0,0,0,0,0,0.0392668,0.0211913,0.0141258,0.00714702,0,0,0.00834675,0,0.0221629,0.00239561,0.0336703,0.0164081,0.0223337,0.00547531,0.0155971,0.00452912,0.0176345,0.0178632,0.0152359,0.0419558,0.00180949,0.00654399,0.00161165,0.0329555,0.038805,0.00727059,0.0172381,0.00629282,0.0326077,0.0641086,0.045372,0.00925807,0.0102811,0,0,0.0353582,0,0.0638365,0.0455496,0.0850887,0.0643134,0.0822507,0.0318257,0.00880835,0.014356,0,0,0.0476703,0.0263993,0.0317035,0,0.030695,0.038283,0.0223984,0.0205115,0.0655065,0.0470274,0.00932714,0.0124899,0,0,0,0,0,0,0,0,0,0
211,0.0124559,0.0107406,0,0,0,0,0,0.0365189,0.0206341,0.0133739,0.00677072,0,0,0.00822002,0,0.0228363,0.00305982,0.0335546,0.0162158,0.021765,0.00625745,0.012271,0.00425453,0.0172486,0.0177152,0.0147255,0.0413806,0.00153421,0.00533072,0.00124294,0.0328409,0.0357631,0.00815971,0.0174386,0.00630746,0.0317045,0.0620895,0.00442653,0.00877569,0.00820994,0,0,0.0347718,0,0.0628557,0.0446424,0.0844669,0.0133069,0.081392,0.011428,0.00649962,0.0135311,0,0,0.0303411,0.0220535,0.00654862,0.0298201,0.00667354,0.00537624,0.051692,0.0197397,0.0646824,0.0457313,0.00944567,0.011313,0,0,0,0,0,0,0,0,0,0
212,0.0090217,0.006378,0,0,0,0,0,0.0348982,0.0224053,0.0129765,0.00662432,0,0,0.0109224,0,0.0206147,0.00211198,0.0332279,0.0166173,0.0216674,0.00755401,0.010099,0.00675879,0.0167678,0.0175713,0.0139553,0.0406962,0.00170251,0.00449557,0.000873038,0.0323163,0.034563,0.00844051,0.0167098,0.00595721,0.0332529,0.00678325,0.0062446,0.00911274,0.00869031,0,0,0.0147714,0,0,0.0115373,0.0829569,0.0124265,0.0791675,0.0110259,0.00876318,0.0121862,0,0,0.0266288,0.0233362,0.00667441,0.0309099,0.00739054,0.00584424,0.0539066,0.00933985,0.0141138,0.0079624,0.00586348,0.0096993,0,0,0,0,0,0,0,0,0,0
213,0.00983231,0.00652251,0,0,0,0,0,0.0409039,0.0226703,0.0147447,0.00942894,0,0,0.0118936,0,0.0203352,0.00221463,0.0332574,0.0181898,0.0225348,0.00770487,0.0156954,0.00729422,0.0172684,0.0178431,0.0140743,0.0411135,0.00199217,0.00612771,0.000802395,0.0311602,0.0422851,0.0087094,0.0165897,0.00592062,0.0285342,0.00698305,0.0135705,0.0157951,0.00944024,0,0,0.0157429,0,0,0.0118601,0.0788894,0.0143077,0.0758363,0.00833619,0.00978697,0.0115162,0.0751744,0,0,0.022348,0.00336997,0.0320366,0.00561417,0.00338588,0.0440405,0.00975884,0.0145814,0.00795105,0.00580426,0.0106894,0,0,0,0,0,0,0,0,0,0
214,0.0115276,0.00580112,0,0,0,0,0,0.0405117,0.023033,0.0138907,0.00802061,0,0,0.013385,0,0.0198479,0.00236349,0.0333743,0.0182402,0.0225102,0.006794,0.0150869,0.00885614,0.0178988,0.0183192,0.0148395,0.0412644,0.00181838,0.00614187,0.00103401,0.0314022,0.0416635,0.00931584,0.0163788,0.00605532,0.030678,0.00750533,0.0469785,0.0117277,0.0124565,0,0,0.0173776,0,0,0.0124303,0.0808246,0.0618354,0.0800303,0.0250057,0.0102561,0.0124484,0.0435087,0,0.0290116,0.0233538,0.0387974,0,0.0381533,0.0454557,0.022354,0.00957349,0.0140498,0.0083327,0.00506542,0.0129104,0,0,0,0,0,0,0,0,0,0
215,0.00945639,0.00666003,0,0,0,0,0,0.0348379,0.0223714,0.012092,0.00624501,0,0,0.0114621,0,0.0206909,0.00159751,0.0331153,0.0179671,0.0213356,0.00803355,0.00870095,0.00746804,0.0171994,0.0180464,0.0141011,0.0403557,0.00230453,0.0042296,0.00132663,0.0316195,0.0348585,0.00839374,0.0166503,0.00600504,0.0388842,0.00686601,0.0156143,0.00787293,0.0104677,0,0,0.0162588,0,0,0.01213,0.0815012,0.0184427,0.0801571,0.00927083,0.00910364,0.0133394,0,0,0.0152234,0.0267043,0.00967198,0.03607,0.00990639,0.00897271,0.062761,0.0100236,0.0147274,0.00860683,0.00644138,0.0106687,0,0,0,0,0,0,0,0,0,0
216,0.00776233,0.0069139,0,0,0,0,0,0.0353973,0.0228171,0.0120131,0.00630488,0,0,0.0116314,0,0.0203301,0.00260161,0.0329194,0.0187844,0.0211989,0.00825713,0.00888733,0.00529752,0.0172456,0.0180384,0.0139836,0.0402046,0.00259965,0.00437612,0.00155745,0.0312186,0.0358841,0.00824878,0.0166362,0.00603528,0.0407508,0.00709384,0.0194396,0.00828742,0.00566101,0,0,0.0171507,0,0,0.011977,0.0805254,0.0206361,0.0797414,0.0104208,0.00893083,0.00994489,0.030311,0,0.0302681,0.0275932,0.01046,0.037331,0.0102718,0.0086052,0.064724,0.0120762,0.0142867,0.00864918,0.00638205,0.00816294,0,0,0,0,0,0,0,0,0,0
217,0.00815875,0.00604099,0,0,0,0,0,0.0363147,0.0226313,0.0121181,0.0067149,0,0,0.0118311,0,0.0204794,0.00188669,0.0325935,0.0198865,0.021022,0.00847091,0.00947522,0.00748359,0.017323,0.0179097,0.0138338,0.0399954,0.00293496,0.00473691,0.00191277,0.030704,0.0374886,0.00833971,0.0166258,0.00619181,0.043166,0.00713631,0.0229485,0.00882001,0.0108852,0,0,0.0176195,0,0,0.0123427,0.0797571,0.0245125,0.0793737,0.0137167,0.00821322,0.0138662,0.0294384,0,0.0754562,0.0288245,0.0111625,0.0379761,0.00953083,0.00816692,0.0674455,0.0110159,0.0150425,0.00889208,0.00587959,0.0104365,0,0,0,0,0,0,0,0,0,0
218,0.00764685,0.00696132,0,0,0,0,0,0.036003,0.0228208,0.0120578,0.00663727,0,0,0.0122401,0,0.0202758,0.0021704,0.0322784,0.020742,0.0208409,0.00892542,0.00932742,0.00694906,0.0175465,0.0179808,0.0136303,0.0397766,0.00332898,0.00478512,0.00222788,0.0304123,0.0377405,0.0085768,0.0165471,0.00639307,0.0456066,0.00743534,0.0257039,0.00867557,0.00773242,0,0,0.0180605,0,0,0.0121439,0.079277,0.0283783,0.0788495,0.016556,0.00841606,0.0113111,0.0307055,0,0.0931636,0.0300653,0.0121638,0.0389134,0.00969237,0.00860078,0.0708015,0.0116259,0.0158077,0.00862122,0.00634194,0.00960285,0,0,0,0,0,0,0,0,0,0
219,0.0112549,0.0056461,0,0,0,0,0,0.0391428,0.0234333,0.0128113,0.00643905,0,0,0.0148307,0,0.0194465,0.00281813,0.0329425,0.0214465,0.0225607,0.00755576,0.0142969,0.00947801,0.018206,0.0184128,0.0144248,0.0405165,0.0028044,0.00567068,0.00215316,0.0301345,0.0418753,0.00980517,0.0162395,0.0063399,0.0325342,0.00825311,0.0500472,0.00893255,0.0126559,0,0,0.0196703,0,0,0.0128352,0.0790779,0.0641265,0.0810502,0.0197041,0,0.0123788,0.0255974,0,0.106861,0.0255771,0.0477448,0,0.0463289,0.053871,0.0337525,0.0106912,0.0170334,0.00826621,0.00490116,0.0132933,0,0,0,0,0,0,0,0,0,0
220,0.0096058,0.00770851,0,0,0,0,0,0.0360337,0.0226034,0.011879,0.00616645,0,0,0.0122889,0,0.0205428,0.00195465,0.0319331,0.0223015,0.020422,0.00914329,0.00892426,0.00695104,0.0177235,0.0179765,0.0134828,0.0394551,0.00387385,0.00513454,0.0029548,0.0296813,0.0385078,0.00820139,0.0166194,0.00608058,0.0493456,0.0154707,0.0297006,0.00770558,0.00741737,0,0,0.0129949,0,0.0168908,0.0079651,0.0791064,0.0345275,0.0792823,0.0201951,0.00760122,0.00716982,0.0325676,0,0.0877497,0.0319138,0.014602,0.0409691,0.0106929,0.0102906,0.077052,0.00926297,0.00921222,0.0114296,0.00696281,0.010498,0,0,0,0,0,0,0,0,0,0
221,0.00985861,0.0074388,0,0,0,0,0,0.0360453,0.0228211,0.0113893,0.00629223,0,0,0.0128249,0,0.0205239,0.00209621,0.031562,0.023271,0.0201411,0.00955291,0.00867843,0.00706357,0.0179268,0.0179506,0.0132793,0.0391873,0.00440464,0.005422,0.00335605,0.0292527,0.0387691,0.00856219,0.0166118,0.00563649,0.0505393,0.014987,0.0310596,0.00755985,0.00750979,0,0,0.0142772,0,0.0165422,0.00852457,0.0790819,0.0365569,0.0791343,0.0214345,0.00733106,0.00760059,0.0328639,0,0.0867776,0.0324731,0.015642,0.0416414,0.011054,0.0109936,0.0792313,0.00955278,0.00961535,0.0115093,0.00676678,0.0103276,0,0,0,0,0,0,0,0,0,0
222,0.0128966,0.00629595,0,0,0,0,0,0.040406,0.0234481,0.0119822,0.00721211,0,0,0.0157127,0,0.0197029,0.00264951,0.0315169,0.0246239,0.0210367,0.00848407,0.0136077,0.0097152,0.0188246,0.0185186,0.0140465,0.0396923,0.00428338,0.00663458,0.00334502,0.0285899,0.0442935,0.0101665,0.016266,0.00588203,0.034681,0.0158288,0.0523357,0.00855734,0.0126782,0,0,0.0167928,0,0.0170014,0.00962103,0.0792966,0.0664295,0.080811,0.0202916,0.00729015,0.00945846,0.025618,0,0.103403,0.0261259,0.0513399,0,0.04946,0.0573291,0.039916,0.0100153,0.0101944,0.011863,0.00558125,0.0139542,0,0,0,0,0,0,0,0,0,0
223,0.00860191,0.00761388,0,0,0,0,0,0.0360768,0.0229334,0.011263,0.00621507,0,0,0.0136895,0,0.0202461,0.00286616,0.0310574,0.0253158,0.0199065,0.00997567,0.0084679,0.00600209,0.017859,0.0178421,0.0129968,0.0387353,0.00533111,0.00604236,0.00419405,0.0283856,0.0394607,0.00887211,0.0165055,0.00647234,0.0522338,0.0155727,0.0323807,0.00735437,0.0051745,0,0,0.0160827,0,0.016974,0.00855566,0.0793427,0.0390851,0.0789767,0.0220432,0.00723664,0.00542034,0.032665,0,0.0878703,0.0324996,0.0162432,0.0421567,0.0112842,0.0119283,0.0824646,0.0108126,0.00992383,0.0116741,0.00694294,0.00915374,0,0,0,0,0,0,0,0,0,0
224,0.00907521,0.00756246,0,0,0,0,0,0.0361652,0.0229582,0.0109676,0.00623243,0,0,0.0140653,0,0.0201089,0.00310259,0.0307993,0.0262266,0.0198755,0.0102982,0.00840661,0.00596671,0.0176601,0.0178329,0.0128252,0.0384772,0.00577572,0.00640293,0.00462939,0.02795,0.0397206,0.00908487,0.0164183,0.00660926,0.0519488,0.0157992,0.0317197,0.00734835,0.00497445,0,0,0.0169959,0,0.0171789,0.00875481,0.0796724,0.0393839,0.078805,0.0220167,0.00738457,0.00512057,0.0323166,0,0.088683,0.0321682,0.0164934,0.042052,0.0109137,0.01264,0.0825682,0.0112948,0.0101011,0.0117509,0.00687534,0.00893393,0,0,0,0,0,0,0,0,0,0
225,0.00861881,0.00775314,0,0,0,0,0,0.0361922,0.023063,0.010774,0.00627007,0,0,0.0144906,0,0.0200128,0.00334292,0.0305181,0.0271016,0.0198727,0.0106685,0.00839869,0.00612299,0.0176199,0.0178127,0.0127128,0.038169,0.00622957,0.00677259,0.00504992,0.027493,0.0397008,0.00940332,0.0163491,0.00657009,0.0516818,0.0160357,0.0306679,0.00742195,0.00467664,0,0,0.0177902,0,0.0173479,0.00888948,0.0800769,0.0389616,0.0785308,0.0213719,0.00754235,0.00475169,0.0315843,0,0.0900212,0.0313785,0.0161444,0.0416198,0.0105358,0.0126861,0.0823474,0.0117062,0.0102711,0.0118519,0.00705345,0.00893168,0,0,0,0,0,0,0,0,0,0
226,0.00825769,0.00785843,0,0,0,0,0,0.0364937,0.0232699,0.0107984,0.00648943,0,0,0.0151675,0,0.0198603,0.00383096,0.0305721,0.0278119,0.0201102,0.010551,0.00852911,0.00566211,0.0175919,0.0178187,0.0127923,0.0381037,0.00648307,0.00715278,0.00540396,0.0270938,0.0403882,0.00978575,0.0162995,0.00658462,0.0613323,0.0162881,0.0370356,0.00735756,0.00399793,0,0,0.0189014,0,0.0175008,0.00903959,0.0801807,0.0439796,0.0784066,0.0210961,0.00792232,0.00383244,0.0307673,0,0.090719,0.0315182,0.013445,0.0381777,0.00961079,0.0118839,0,0.0123677,0.0104656,0.011885,0.00721914,0.00879268,0,0,0,0,0,0,0,0,0,0
227,0.00837254,0.0076047,0,0,0,0,0,0.036044,0.0232607,0.010864,0.00648445,0,0,0.0154566,0,0.0199384,0.00372294,0.0298386,0.0287032,0.0198252,0.0111284,0.00861474,0.00634549,0.0176086,0.0176685,0.0125638,0.0375597,0.00709505,0.00762429,0.00598192,0.0265248,0.0406556,0.0101964,0.0162706,0.00649765,0.050499,0.0165385,0.0284961,0.00764142,0.00493601,0,0,0.0195589,0,0.0178473,0.00925739,0.0806847,0.0359609,0.0779696,0.0185606,0.00784329,0.00463389,0.0294861,0,0.093294,0.0288904,0.0146075,0.0402927,0.00973003,0.0121617,0.0804329,0.012287,0.0107764,0.0120964,0.00685768,0.00900352,0,0,0,0,0,0,0,0,0,0
228,0.0085715,0.00734622,0,0,0,0,0,0.0357103,0.0232573,0.0108592,0.00660813,0,0,0.0158499,0,0.0199408,0.00385169,0.0295414,0.0292449,0.0197981,0.0114249,0.00869823,0.00678241,0.0176845,0.0176733,0.0124573,0.0372374,0.00753109,0.00796831,0.00643355,0.0260686,0.0409249,0.0105745,0.016231,0.00642044,0.0496516,0.0167936,0.0275468,0.0076143,0.00588467,0,0,0.0203301,0,0.0182057,0.00957031,0.0807832,0.034298,0.0776705,0.0174348,0.00776943,0.00529663,0.0284497,0,0.0956729,0.0275253,0.0141022,0.0397843,0.00929364,0.0116479,0.078966,0.0123021,0.011061,0.0124035,0.00656837,0.00926326,0,0,0,0,0,0,0,0,0,0
229,0.00853901,0.00691263,0,0,0,0,0,0.0352942,0.0232654,0.0107719,0.00674953,0,0,0.0161881,0,0.0199902,0.00407016,0.0292559,0.0297632,0.0197665,0.0116224,0.00873512,0.00702966,0.0176388,0.0176485,0.0123614,0.0369192,0.00796158,0.00825768,0.00681715,0.025612,0.0408468,0.0108339,0.0162028,0.00671502,0.0488676,0.0170345,0.0274798,0.0074261,0.00683936,0,0,0.0210202,0,0.0184211,0.00983941,0.0806031,0.0326815,0.0774666,0.0167839,0.00761885,0.00619088,0.0276836,0,0.0998316,0.0263369,0.013853,0.0394225,0.0086207,0.0109131,0.0768585,0.0122626,0.011225,0.0125805,0.00615596,0.00941509,0,0,0,0,0,0,0,0,0,0
230,0.00843083,0.00644911,0,0,0,0,0,0.0346509,0.0233075,0.0106806,0.00682326,0,0,0.0163985,0,0.0201037,0.0042717,0.0288814,0.030276,0.0197594,0.011753,0.00862871,0.00717871,0.0174992,0.0176154,0.0122943,0.0366221,0.00837871,0.00854749,0.0071753,0.0251771,0.0404809,0.0111042,0.0161668,0.00701009,0.0483941,0.0172749,0.0286162,0.0071247,0.00734354,0,0,0.021383,0,0.0186489,0.0099642,0.0808117,0.0319934,0.0772838,0.0172308,0.00763986,0.00723244,0.0275011,0,0.101226,0.0255505,0.013975,0.0393733,0.0081176,0.0105993,0.0752577,0.0122243,0.0113562,0.0126917,0.00575723,0.00950445,0,0,0,0,0,0,0,0,0,0
231,0.0106525,0.00378797,0,0,0,0,0,0.0374885,0.0239785,0.0105593,0.0077812,0,0,0.0191819,0,0.0193917,0.00535339,0.0288594,0.0310585,0.0208036,0.0106061,0.0122354,0.00767484,0.0180671,0.0184231,0.0131785,0.0368856,0.00829028,0.00926762,0.00739597,0.0244795,0.0441759,0.012919,0.0158288,0.0074554,0.0325365,0.0178588,0.0506194,0.00683862,0.0110511,0,0,0.0237147,0,0.0191172,0.0111803,0.0816425,0.0738618,0.0792549,0.0237776,0.00663525,0.00984813,0.0230067,0,0.0983457,0.0235469,0.0489027,0,0.0472218,0.0547268,0.0312408,0.0128736,0.0119558,0.0130128,0.00298161,0.0115672,0,0,0,0,0,0,0,0,0,0
232,0.0070637,0.00476687,0,0,0,0,0,0.0323372,0.0233709,0.0103643,0.00718664,0,0,0.0168051,0,0.0202573,0.0048513,0.0288248,0.0308043,0.0198065,0.0115916,0.00681451,0.00701553,0.0168782,0.0174164,0.0122492,0.0361468,0.00913581,0.00917276,0.0081804,0.0244411,0.0385471,0.0117547,0.0160186,0.00781096,0.0485285,0.01065,0.029388,0.00570344,0.0100507,0,0,0.0258548,0,0,0.0131508,0.0823431,0.0324815,0.0776692,0.0159153,0.00848641,0.0131462,0.0264871,0,0.038174,0.0236784,0.013432,0.0403785,0.0104676,0.0096244,0.0751415,0.0118867,0.0163432,0.0094496,0.00451256,0.00856733,0,0,0,0,0,0,0,0,0,0
233,0.00755707,0.00711599,0,0,0,0,0,0.0313254,0.0235763,0.0104435,0.00666292,0,0,0.0172351,0,0.0202466,0.00614817,0.0293311,0.0311169,0.0207963,0.011228,0.00742565,0.00295483,0.0165396,0.0171957,0.0122129,0.0361436,0.00946905,0.0095419,0.0087058,0.0240988,0.0378284,0.0114611,0.0160486,0.00801804,0.0483091,0.0175504,0.0292573,0.00551608,0.00375869,0,0,0.0236091,0,0.0188546,0.00987853,0.0822243,0.0323357,0.0776126,0.0160733,0,0.00172118,0.0254691,0,0,0.0229883,0.012608,0.040083,0.0101733,0.0083209,0.0743673,0.0137295,0.0113552,0.012883,0.00724539,0.00776012,0,0,0,0,0,0,0,0,0,0
234,0.00783788,0.00697958,0,0,0,0,0,0.0299324,0.0234679,0.0104756,0.00719431,0,0,0.0177159,0,0.0203697,0.0065335,0.0289957,0.0317268,0.0205953,0.0109508,0.00678325,0.00258582,0.0164959,0.0171292,0.0123833,0.0359009,0.00987266,0.00994949,0.00920469,0.0237249,0.0368888,0.0116656,0.0161061,0.0080797,0.0546501,0.0177122,0.0294593,0.00476735,0.00478506,0,0,0.0242601,0,0.0189697,0.0100322,0.083079,0.0408938,0.0788721,0.0156504,0,0.00131293,0.024442,0.0111908,0,0.0254996,0.0147533,0.0398964,0.0103986,0.0134201,0.0862915,0.0141174,0.011482,0.0129032,0.00736458,0.00820524,0,0,0,0,0,0,0,0,0,0
235,0.00806177,0.00706774,0,0,0,0,0,0.0287727,0.0231512,0.0108134,0.0085341,0,0,0.0174215,0,0.0206259,0.00654938,0.0281398,0.0326397,0.0194627,0.0110311,0.0055876,0.00295844,0.0163823,0.0170192,0.0123285,0.0353526,0.0105921,0.0105543,0.00987678,0.0231047,0.0362631,0.0114373,0.016231,0.0081045,0.0540417,0.0177959,0.0277388,0.00493574,0.00526084,0,0,0.0244368,0,0.0191511,0.00999807,0.0836092,0.0408307,0.0792914,0.0130192,0.0084706,0.00118659,0.0234712,0.0109429,0.0261014,0.0244647,0.0140039,0.0400614,0.0113751,0.0126137,0.0853712,0.0141618,0.0116088,0.012948,0.00756785,0.0083668,0,0,0,0,0,0,0,0,0,0
236,0.00824489,0.007122,0,0,0,0,0,0.0277401,0.0229275,0.0113436,0.0088414,0,0,0.0173497,0,0.0207759,0.00660116,0.0280097,0.0332071,0.0193746,0.0110014,0.00610454,0.00308298,0.0158971,0.0166549,0.011911,0.0349849,0.011432,0.01125,0.0105958,0.0224913,0.0355813,0.0113959,0.0163092,0.00797134,0.0493885,0.0179053,0.0258076,0.00504061,0.00545517,0,0,0.0246301,0,0.0192368,0.0101047,0.082862,0.0341497,0.0785912,0.012958,0.00870761,0.0010349,0,0,0.0393584,0.0215548,0.0112391,0.0390861,0.00969313,0.00750857,0.0766746,0.014259,0.0117198,0.0129856,0.00769798,0.0084987,0,0,0,0,0,0,0,0,0,0
237,0.0155351,0.0114403,0,0,0,0,0,0.0264626,0.0228263,0.0118118,0.00845552,0,0,0.0174519,0,0.0208685,0.00761784,0.0283212,0.0335239,0.020094,0.0105813,0.00772599,0.00694332,0.0152625,0.0162202,0.0114803,0.0348067,0.0121713,0.0119741,0.0112949,0.0219591,0.0351952,0.0107398,0.0163589,0.00806909,0.0481215,0.0175895,0.0255436,0.00485538,0.0175525,0,0,0.027146,0,0.0184361,0.00944655,0.0821702,0.032744,0.0781983,0.0149442,0,0.0124929,0.0215892,0,0.0837807,0.0206428,0.0104902,0.0381466,0.00743969,0.00641515,0.0747657,0.0173308,0.0108594,0.012377,0.0142408,0.0161321,0,0,0,0,0,0,0,0,0,0
238,0.0180375,0.0114774,0,0,0,0,0,0.0278302,0.0230598,0.0119299,0.00996694,0,0,0.0199758,0,0.0203086,0.00880578,0.0276825,0.034815,0.0203949,0.00954264,0.011506,0.00876976,0.0158665,0.0171404,0.0120906,0.0345418,0.0126953,0.0129649,0.0118334,0.0209488,0.038328,0.0120781,0.0161052,0.00843751,0.0340258,0.0179101,0.0500311,0.0045053,0.0200944,0,0,0.0297542,0,0.0185668,0.0105469,0.0819231,0.082981,0.0796037,0.0242764,0.00538197,0.0148613,0.017726,0,0.119245,0.0173887,0.0454622,0,0.0452205,0.0497787,0.0254332,0.0187943,0.0111047,0.0124831,0.0152286,0.0183544,0,0,0,0,0,0,0,0,0,0
239,0.0187448,0.0126554,0,0,0,0,0,0.0226507,0.0222284,0.0129373,0.009369,0,0,0.0174621,0,0.0212904,0.00825347,0.0282548,0.0343719,0.0197721,0.00948305,0.0081122,0.00905205,0.014202,0.0155677,0.0109348,0.0340513,0.0136205,0.0135264,0.0127729,0.0208316,0.0343127,0.0107066,0.0163876,0.00860048,0.0480811,0.0174088,0.026128,0.00403904,0.022053,0,0,0.028291,0,0.0182347,0.0094679,0.0820066,0.0326161,0.0782693,0.0157973,0,0.0164308,0.019434,0,0.109076,0.0181893,0.0109912,0.037363,0.00593249,0.00790489,0.0760947,0.0181627,0.0107737,0.0124366,0.0161574,0.0191882,0,0,0,0,0,0,0,0,0,0
240,0.019584,0.0129184,0,0,0,0,0,0.0203758,0.0219284,0.0133912,0.0100733,0,0,0.0176363,0,0.0215456,0.00853912,0.0283898,0.0340176,0.0195636,0.00880638,0.00742183,0.00932168,0.0135868,0.0152918,0.0107163,0.0338204,0.0141496,0.014025,0.0132914,0.0206151,0.0322997,0.0108543,0.0164298,0.00876222,0.047648,0.017466,0.0252739,0.00392377,0.0231515,0,0,0.0285807,0,0.0182426,0.00956265,0.0819925,0.0320558,0.0785902,0.0155414,0,0.0172591,0.0178927,0,0.108239,0.0166817,0.0111544,0.0370435,0.00583233,0.00860153,0.0765227,0.0184616,0.0109375,0.0123189,0.0164883,0.0199658,0,0,0,0,0,0,0,0,0,0
241,0.0201015,0.0130887,0,0,0,0,0,0.0182458,0.0216215,0.0138,0.0110102,0,0,0.0177967,0,0.0218402,0.00882795,0.0286203,0.0327962,0.0193032,0.00777935,0.00617194,0.00939245,0.0129531,0.0149952,0.0104853,0.033659,0.0145246,0.0143001,0.0136692,0.0206701,0.029984,0.011068,0.0165237,0.00896988,0.0462343,0.0175373,0.0236343,0.00467738,0.0239273,0,0,0.0288361,0,0.0182985,0.00961591,0.0825499,0.0314969,0.079041,0.0139509,0,0.0178042,0.0160785,0,0.0874392,0.0148978,0.0109758,0.0369555,0.00635482,0.00865978,0.0761139,0.0185677,0.0110141,0.0122584,0.0166845,0.0202518,0,0,0,0,0,0,0,0,0,0
242,0.0204129,0.0131723,0,0,0,0,0,0.0166093,0.0212774,0.0142174,0.0118144,0,0,0.0179858,0,0.0221786,0.00901962,0.0288081,0.0307266,0.0190572,0.00640447,0.00481294,0.00934031,0.0123732,0.0146774,0.0100652,0.0334972,0.0147668,0.0144707,0.0139438,0.0209448,0.0277693,0.0112907,0.0166358,0.00912493,0.0446175,0.0175096,0.0223946,0.0056863,0.0244732,0,0,0.0289827,0,0.018305,0.00964196,0.0841102,0.0312031,0.0792817,0.0117231,0,0.018205,0.0142116,0,0.0423693,0.0132246,0.0108563,0.0371643,0.00738966,0.00893772,0.0750491,0.0185729,0.0110438,0.0122652,0.0167853,0.0202068,0,0,0,0,0,0,0,0,0,0
243,0.0206317,0.0130608,0,0,0,0,0,0.0160685,0.0209526,0.0145494,0.012045,0,0,0.0183439,0,0.0224354,0.00925478,0.0286547,0.0281902,0.0187276,0.00511208,0.00419346,0.00911123,0.0117674,0.0143847,0.00938126,0.0332594,0.0149021,0.0145536,0.0141557,0.0213255,0.0252458,0.0116439,0.0167207,0.00929928,0.0427514,0.017531,0.022021,0.00565187,0.0247559,0,0,0.0289978,0,0.0183693,0.00973578,0.0850667,0.0295069,0.0791351,0.0108404,0,0.018456,0.0129089,0,0.04267,0.0125937,0.0107164,0.0368885,0.00708689,0.00916466,0.07296,0.0186064,0.0110475,0.0121489,0.0166807,0.0203316,0,0,0,0,0,0,0,0,0,0
244,0.020937,0.0129309,0,0,0,0,0,0.0165728,0.0206645,0.0151501,0.0118892,0,0,0.0188604,0,0.0226665,0.00952022,0.028456,0.025429,0.0183466,0.00395876,0.00425466,0.00884682,0.0111497,0.0139773,0.00857748,0.0329488,0.0150032,0.0147489,0.014392,0.0217517,0.0232059,0.0121319,0.0167856,0.0094125,0.0406856,0.0175291,0.0217167,0.00464518,0.0252265,0,0,0.0292297,0,0.0183899,0.00993461,0.0852971,0.0264625,0.0786261,0.0115378,0,0.0188175,0.0123202,0,0.0901538,0.013131,0.0103556,0.0361118,0.00557616,0.00900802,0.0700136,0.0186555,0.0111727,0.012125,0.016551,0.0205557,0,0,0,0,0,0,0,0,0,0
