Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75
70,0.0339161,0.0232989,0,0,0,0,0,0,0.0176476,0.0141744,0.0222569,0.0341415,0,0,0.0377163,0,0.039144,0.0140444,0.0339869,0.0259302,0.0367107,0.0139084,0.0477358,0.0247261,0.038753,0.0310449,0.0400785,0.0369011,0.025503,0.0251434,0.0249657,0.010719,0.00494628,0.0254214,0.0249776,0.00970851,0.0253963,0.00216773,0.0237639,0.0866875,0.0294095,0,0,0.00854997,0,0.00422211,0.0071688,0.0558491,0.0367417,0.0301336,0.0466355,0.0275679,0.0256059,0.0435228,0.023697,0.0119276,0.046626,0.0290868,0.0337964,0.0226286,0.0288613,0.0230801,0.0136954,0.00897734,0.00699039,0.0216555,0.0295782,0,0,0,0,0,0,0,0,0
71,0.0336565,0.0230648,0,0,0,0,0,0,0.019584,0.0141772,0.0228891,0.0349879,0,0,0.0364945,0,0.0390137,0.0136228,0.0344629,0.0238901,0.0360678,0.0127019,0.04861,0.0240944,0.0391457,0.03178,0.0405223,0.0374661,0.0251205,0.0252535,0.0247896,0.0113201,0.00426466,0.0242803,0.024902,0.00943968,0.0231453,0.00220557,0.0242038,0.0885865,0.0288199,0,0,0.00676701,0,0.00401884,0.00653076,0.056041,0.0377296,0.0299107,0.0483793,0.0273777,0.0247321,0.0439965,0.024117,0.0117886,0.0470917,0.0302511,0.033757,0.0232202,0.0300776,0.0198593,0.0124244,0.00876824,0.00707653,0.0216214,0.0296686,0,0,0,0,0,0,0,0,0
72,0.0331803,0.0227684,0,0,0,0,0,0,0.0216828,0.0141685,0.0229094,0.035669,0,0,0.0354497,0,0.0388608,0.0132627,0.0348239,0.0218455,0.0351977,0.0116199,0.0495047,0.0233692,0.0394953,0.0322625,0.0407634,0.0380278,0.0247197,0.0252124,0.0245632,0.0118957,0.0130133,0.0231986,0.0247847,0.00913193,0.0211318,0.00226607,0.0247325,0.0901092,0.02806,0,0,0.00524449,0,0.00381701,0.00598119,0.056258,0.0387577,0.029725,0.0498136,0.027305,0.0239167,0.0446115,0.0245302,0.0120065,0.0478641,0.0312745,0.0337557,0.023819,0.0311969,0.016989,0.0113463,0.00864409,0.00712771,0.0216127,0.029633,0,0,0,0,0,0,0,0,0
73,0.0325308,0.0224569,0,0,0,0,0,0,0.0241503,0.0141374,0.0228558,0.0362527,0,0,0.0346083,0,0.0387592,0.0130375,0.0350651,0.0207978,0.0342177,0.0105708,0.0504001,0.0226933,0.0398266,0.0324763,0.0409276,0.0387347,0.0243071,0.0250008,0.0242468,0.0125325,0.0206906,0.0223059,0.024654,0.00884874,0.0194521,0.00231375,0.0254449,0.0914222,0.0272792,0,0,0.00423512,0,0.00362712,0.00558974,0.0564865,0.0399786,0.0297926,0.0510805,0.0272061,0.0233402,0.0451347,0.0248803,0.0125506,0.048714,0.0323011,0.0338063,0.0244917,0.0323744,0.014623,0.0104974,0.00862283,0.00719306,0.0216331,0.0294033,0,0,0,0,0,0,0,0,0
74,0.0316473,0.0221403,0,0,0,0,0,0,0.0266143,0.0140931,0.0231783,0.0368455,0,0,0.0340068,0,0.0386895,0.0128833,0.0351396,0.021075,0.0331655,0.00953288,0.0513792,0.0222243,0.0398394,0.032443,0.0410391,0.0396102,0.0239032,0.0247179,0.0239231,0.0132038,0.0253082,0.0216755,0.0245163,0.0085359,0.0180305,0.00234835,0.0263587,0.0926313,0.0265789,0,0,0.00391503,0,0.00345623,0.00530824,0.0568218,0.0413832,0.0300461,0.0523476,0.0271504,0.0230316,0.0454877,0.0252001,0.0130732,0.0494604,0.0333647,0.0338445,0.0251792,0.0336503,0.0128574,0.00996291,0.00862667,0.00727335,0.0216534,0.0290128,0,0,0,0,0,0,0,0,0
75,0.0307793,0.0218581,0,0,0,0,0,0,0.0284522,0.0141103,0.0239675,0.0376591,0,0,0.033777,0,0.0383625,0.0128473,0.0350158,0.022349,0.0320823,0.00855855,0.0524114,0.0219042,0.0390652,0.0324003,0.041043,0.0404724,0.0234078,0.024504,0.0236104,0.0139212,0.0280686,0.0214411,0.0243384,0.00829144,0.0168245,0.00236889,0.0272258,0.0937534,0.0259871,0,0,0.00417947,0,0.00332094,0.00515257,0.0571871,0.042929,0.030377,0.0537213,0.0272289,0.0229847,0.0457263,0.0255284,0.0133923,0.0499128,0.0344993,0.0338278,0.0258218,0.0350239,0.0118252,0.0097833,0.00867999,0.00733748,0.0216401,0.0284756,0,0,0,0,0,0,0,0,0
76,0.0299987,0.02162,0,0,0,0,0,0,0.0294423,0.0141059,0.0250756,0.0389327,0,0,0.0337463,0,0.0380007,0.0127957,0.0348495,0.024195,0.0310764,0.00800549,0.053708,0.0216943,0.0387074,0.0323061,0.0409006,0.0411006,0.022883,0.0243629,0.0233786,0.0145862,0.0292527,0.02153,0.0241445,0.00807524,0.0160209,0.00239096,0.0281064,0.0952394,0.0254556,0,0,0.00477205,0,0.00321611,0.00504088,0.0574156,0.0447926,0.0307135,0.0555611,0.0272919,0.0231595,0.0460038,0.0258547,0.0136027,0.0502006,0.0359153,0.033851,0.0265563,0.0366875,0.0118488,0.00988038,0.00871162,0.0073721,0.0216075,0.027797,0,0,0,0,0,0,0,0,0
77,0.0293213,0.0214581,0,0,0,0,0,0,0.0296795,0.0141089,0.0261405,0.0403908,0,0,0.0337907,0,0.0376837,0.0126749,0.0345891,0.0260454,0.0300477,0.00801803,0.0551196,0.0216301,0.0389448,0.0320375,0.0404506,0.0414135,0.022376,0.0242468,0.0232499,0.0151203,0.0292217,0.0218267,0.0239695,0.00784376,0.0155945,0.00241828,0.0291997,0.0968449,0.024987,0,0,0.0055029,0,0.00313609,0.00496553,0.0575491,0.0473428,0.0308532,0.0580608,0.0276264,0.0234483,0.0461626,0.0263699,0.0142556,0.0503981,0.0378748,0.0340219,0.0275753,0.0389422,0.0132192,0.0101172,0.00871996,0.0073755,0.0216369,0.0270765,0,0,0,0,0,0,0,0,0
78,0.0287247,0.0213185,0,0,0,0,0,0,0.0292523,0.0141241,0.0268676,0.042163,0,0,0.0339206,0,0.0373643,0.0124822,0.0342905,0.0275775,0.0290594,0.00829061,0.0565081,0.0216404,0.0387079,0.0315581,0.0397486,0.0414786,0.0219252,0.024084,0.0232365,0.0154362,0.0284453,0.0222644,0.0238218,0.00757443,0.0155058,0.00242276,0.0302366,0.0986067,0.0245641,0,0,0.00620112,0,0.00307329,0.00497502,0.0575323,0.0496097,0.0308744,0.0605684,0.02801,0.0238562,0.0466179,0.0268241,0.0147805,0.050862,0.03962,0.0340275,0.0284093,0.0409721,0.0153914,0.0104515,0.00876758,0.00738964,0.0217117,0.0263503,0,0,0,0,0,0,0,0,0
79,0.0283918,0.021238,0,0,0,0,0,0,0.028405,0.0141389,0.027132,0.0440941,0,0,0.0340924,0,0.0371098,0.012274,0.0340998,0.0287371,0.0281897,0.00860191,0.0577275,0.0217586,0.0377754,0.0310983,0.0389979,0.0413821,0.0215245,0.0237508,0.0232513,0.0155196,0.0273057,0.0227653,0.0237082,0.00734154,0.0153229,0.00241072,0.0309228,0.100442,0.0242929,0,0,0.00675575,0,0.00302779,0.00505127,0.0575151,0.0508868,0.0307764,0.062532,0.0284053,0.0243833,0.047204,0.0270763,0.0147433,0.0516876,0.0405796,0.0335603,0.0288016,0.0421485,0.0171813,0.0108343,0.00881418,0.00741361,0.0218829,0.0256962,0,0,0,0,0,0,0,0,0
80,0.0282275,0.0212127,0,0,0,0,0,0,0.0274398,0.0141174,0.0270192,0.046115,0,0,0.0342322,0,0.0369337,0.0119889,0.0341459,0.029552,0.0274116,0.00897883,0.0588827,0.0219009,0.0365838,0.0306974,0.0382074,0.0411968,0.021177,0.0233102,0.0232117,0.0154339,0.0261636,0.0231498,0.0236102,0.00709838,0.0149476,0.00238516,0.0314088,0.102324,0.0240687,0,0,0.00727948,0,0.00298777,0.00517946,0.0575188,0.0516451,0.0305448,0.0640643,0.0288008,0.024905,0.0478354,0.0272255,0.0149651,0.0526595,0.0410893,0.0328516,0.0290343,0.0428059,0.0185562,0.0111777,0.00882336,0.00742587,0.0220837,0.0250895,0,0,0,0,0,0,0,0,0
81,0.0284228,0.0213359,0,0,0,0,0,0,0.0264855,0.0141087,0.0266983,0.0482277,0,0,0.0343259,0,0.0367776,0.0116799,0.0344103,0.0299891,0.0266492,0.00937331,0.0598292,0.0222166,0.0350106,0.030444,0.0375235,0.0409646,0.0209593,0.022942,0.0231175,0.0152803,0.0252575,0.0234831,0.0235229,0.00689107,0.0148667,0.00234134,0.0315651,0.104119,0.0240875,0,0,0.00770413,0,0.00293914,0.0053518,0.0575068,0.0525007,0.0302718,0.0659951,0.0292655,0.0253519,0.0482838,0.0274892,0.015954,0.0537169,0.04176,0.0324022,0.0290925,0.0435019,0.0207453,0.0114316,0.00883683,0.00743269,0.022248,0.0248218,0,0,0,0,0,0,0,0,0
82,0.0289783,0.0215729,0,0,0,0,0,0,0.0256277,0.0141518,0.0261143,0.0505333,0,0,0.0343788,0,0.0365251,0.0114509,0.0347355,0.0301252,0.0259167,0.00950086,0.0605497,0.0226594,0.0330532,0.0302813,0.0368381,0.0408444,0.0208701,0.0225481,0.022977,0.015112,0.024477,0.0237838,0.0234435,0.00675506,0.0152643,0.00230233,0.0316781,0.105932,0.0243813,0,0,0.00800748,0,0.00291233,0.00553712,0.0575483,0.0538437,0.0299926,0.068504,0.0296464,0.025773,0.0488133,0.0278526,0.0172445,0.0548198,0.0427531,0.0321319,0.0291891,0.0445034,0.0236398,0.0116068,0.00892338,0.00747181,0.0223022,0.0249772,0,0,0,0,0,0,0,0,0
83,0.0297393,0.0218448,0,0,0,0,0,0,0.0247594,0.0141935,0.025327,0.0527525,0,0,0.034309,0,0.0363927,0.0112635,0.0350355,0.030083,0.0251617,0.00945435,0.060978,0.023173,0.0321593,0.0297253,0.0361085,0.0409681,0.0208213,0.0220743,0.0227851,0.0149824,0.0238633,0.023855,0.0234161,0.00657685,0.0155797,0.00225388,0.0318003,0.107474,0.0248579,0,0,0.0082259,0,0.00290322,0.00571408,0.0579473,0.0547606,0.029738,0.0703203,0.0298385,0.0261439,0.0495945,0.0282883,0.0177887,0.0558895,0.0432593,0.031527,0.0291445,0.0451568,0.0260411,0.0116569,0.00908387,0.00751558,0.0222978,0.0254964,0,0,0,0,0,0,0,0,0
84,0.0306511,0.0221685,0,0,0,0,0,0,0.023867,0.0142406,0.02447,0.0546454,0,0,0.0341279,0,0.0363955,0.0109718,0.0353529,0.0299053,0.0244229,0.00932091,0.0611788,0.0237418,0.0317503,0.0294,0.0354238,0.04131,0.0206994,0.0215502,0.0225998,0.014918,0.0235266,0.0237387,0.0234374,0.00636491,0.0162602,0.00219157,0.0321861,0.108673,0.0254938,0,0,0.00835947,0,0.00289234,0.00585854,0.0588103,0.0559204,0.029522,0.0719378,0.0299471,0.0264398,0.0502175,0.0288739,0.0183162,0.0568341,0.0438737,0.0308852,0.0293558,0.0460251,0.0285771,0.0115525,0.00931917,0.00757674,0.0223119,0.0263427,0,0,0,0,0,0,0,0,0
85,0.0317579,0.0225767,0,0,0,0,0,0,0.0232341,0.0141697,0.0237959,0.056321,0,0,0.0341016,0,0.0364205,0.0107869,0.0355615,0.0298853,0.0238716,0.00909724,0.061209,0.0244354,0.0311588,0.0292883,0.0347878,0.0416453,0.0204738,0.0210627,0.022451,0.0149134,0.0235001,0.0238246,0.0233806,0.00628477,0.0172718,0.00212213,0.032598,0.109657,0.0262763,0,0,0.0083908,0,0.00286822,0.00597105,0.0592743,0.0573186,0.0294249,0.0736694,0.0301278,0.0266611,0.0507002,0.029325,0.0190722,0.0576878,0.0447371,0.0304505,0.0299207,0.0471407,0.0310264,0.011327,0.00947095,0.00769405,0.0224109,0.027412,0,0,0,0,0,0,0,0,0
86,0.0329803,0.0230829,0,0,0,0,0,0,0.0229131,0.014143,0.023324,0.0576861,0,0,0.0340234,0,0.0365324,0.0106166,0.0356306,0.0300095,0.0234362,0.00855184,0.0611257,0.0252076,0.0304075,0.0292081,0.0341231,0.0419455,0.0201375,0.0205841,0.0223074,0.0149437,0.0236616,0.0238733,0.0233879,0.00629397,0.0184824,0.00203977,0.0330387,0.110341,0.0271344,0,0,0.00838964,0,0.00283027,0.00599918,0.0593707,0.0588721,0.0294557,0.0754493,0.0303992,0.0268341,0.0511596,0.0295888,0.0200274,0.0584513,0.045713,0.0301071,0.0304184,0.0483192,0.0338055,0.0109897,0.00956091,0.00780436,0.0226165,0.028531,0,0,0,0,0,0,0,0,0
87,0.0340155,0.0235582,0,0,0,0,0,0,0.0227627,0.0142003,0.0230064,0.0587191,0,0,0.0337459,0,0.0364809,0.0103784,0.0355074,0.0300532,0.0226908,0.00774296,0.0611777,0.0257977,0.029704,0.0291135,0.033482,0.0422979,0.0197173,0.0200628,0.0221352,0.0150424,0.0240943,0.0237134,0.0233969,0.00622269,0.0192904,0.00201554,0.0333293,0.110908,0.0277857,0,0,0.00855233,0,0.0027955,0.00591314,0.0594121,0.0600627,0.0295101,0.0768988,0.0306123,0.0267834,0.0517982,0.0298212,0.0207872,0.0591638,0.0463289,0.0296067,0.0307217,0.0490902,0.0359493,0.0104928,0.00968612,0.00786088,0.0228086,0.0294008,0,0,0,0,0,0,0,0,0
88,0.0346425,0.0238171,0,0,0,0,0,0,0.0226885,0.0142389,0.0227661,0.0596304,0,0,0.0330176,0,0.0363888,0.00991722,0.0351754,0.0299996,0.021335,0.0073885,0.0616406,0.0260015,0.0292272,0.0289057,0.0329383,0.0426959,0.0192658,0.0194696,0.0219382,0.0152418,0.0248272,0.0231893,0.0233493,0.00598214,0.0200579,0.0020491,0.033647,0.111604,0.028036,0,0,0.00899255,0,0.00272427,0.00588412,0.0595704,0.0611139,0.0294555,0.0784081,0.0306407,0.0264617,0.0522572,0.0301161,0.0216534,0.0598887,0.0469378,0.029007,0.0310284,0.0498259,0.037869,0.00989236,0.00976122,0.00787986,0.0229016,0.0298113,0,0,0,0,0,0,0,0,0
89,0.0355189,0.0242185,0,0,0,0,0,0,0.0226375,0.0141895,0.02258,0.0602155,0,0,0.0324988,0,0.036482,0.00950156,0.034949,0.0298208,0.0203761,0.00725341,0.0616882,0.0265526,0.0288014,0.0285498,0.0323927,0.0429285,0.0187264,0.0187303,0.0217297,0.0153844,0.0255466,0.0229906,0.0233277,0.00584572,0.0206809,0.00203806,0.0337588,0.111809,0.0285512,0,0,0.00894729,0,0.0026747,0.00585666,0.0596517,0.0617532,0.0295702,0.0795129,0.0307787,0.0262133,0.0526484,0.0304138,0.0221097,0.0605118,0.0472345,0.0285484,0.0311594,0.0502525,0.0391906,0.00942449,0.00985191,0.00793252,0.0230762,0.030515,0,0,0,0,0,0,0,0,0
90,0.0364585,0.0246335,0,0,0,0,0,0,0.0226458,0.0141259,0.0223499,0.0605909,0,0,0.0321306,0,0.036494,0.0091111,0.0348598,0.0293271,0.0197147,0.00708884,0.0614964,0.0272903,0.0282473,0.0282158,0.0318413,0.043054,0.018159,0.0180404,0.0215432,0.0154609,0.0261582,0.0230372,0.0232968,0.00574121,0.0211472,0.00202043,0.0337114,0.111577,0.029122,0,0,0.00877009,0,0.00264495,0.00577228,0.0595734,0.0619598,0.0297863,0.080251,0.0312097,0.0260589,0.0530735,0.0307161,0.0224625,0.0610728,0.0472424,0.0281882,0.0310564,0.0503347,0.0399885,0.0091223,0.00996987,0.0080278,0.0232246,0.03134,0,0,0,0,0,0,0,0,0
91,0.0372799,0.0249212,0,0,0,0,0,0,0.0227492,0.0141074,0.0221355,0.0609674,0,0,0.031856,0,0.0363092,0.0087597,0.0348552,0.0286958,0.0191329,0.00693053,0.0612565,0.0279964,0.0278987,0.0278351,0.0313235,0.0431548,0.0175989,0.0174398,0.021306,0.0155299,0.0268731,0.0231394,0.0232253,0.00563713,0.0212831,0.00195411,0.0336524,0.111219,0.029615,0,0,0.00859373,0,0.00259947,0.00571948,0.0594114,0.0620265,0.029984,0.0808278,0.0316916,0.0259204,0.0534809,0.030922,0.022867,0.0615845,0.0472175,0.0277945,0.0309778,0.0503461,0.0404915,0.00900259,0.0100379,0.00810175,0.0232955,0.0320668,0,0,0,0,0,0,0,0,0
92,0.0381811,0.025198,0,0,0,0,0,0,0.0232149,0.0141333,0.0221813,0.0614287,0,0,0.0317193,0,0.0361863,0.00853103,0.0348138,0.0282547,0.0187287,0.00698149,0.0606772,0.0286268,0.0276896,0.0273498,0.0308147,0.04319,0.0170214,0.0169588,0.020999,0.0157026,0.0279697,0.023282,0.0231972,0.00560291,0.0218912,0.00182266,0.0335579,0.111091,0.0302831,0,0,0.00812755,0,0.00258684,0.00568295,0.0595406,0.0624179,0.030326,0.0816671,0.0311576,0.0259727,0.0539078,0.0311367,0.0233762,0.0621956,0.0474498,0.0274564,0.0309453,0.0506796,0.041672,0.00903675,0.0102233,0.00818697,0.023319,0.0328334,0,0,0,0,0,0,0,0,0
93,0.0389963,0.0253303,0,0,0,0,0,0,0.0239498,0.0141867,0.0223475,0.06187,0,0,0.031463,0,0.0361095,0.00829104,0.0349123,0.0280999,0.0183182,0.00744725,0.0601865,0.0291039,0.0275393,0.0267801,0.0304569,0.0433317,0.0164745,0.0166383,0.0206613,0.0160042,0.029356,0.0233177,0.02318,0.00554671,0.022387,0.00175788,0.033436,0.110993,0.0308698,0,0,0.00785583,0,0.0025881,0.00565169,0.0594659,0.0626042,0.0306773,0.0823477,0.0308673,0.0260357,0.0543063,0.0313008,0.0238935,0.0627024,0.0475401,0.0270665,0.0309013,0.0508456,0.0423508,0.00909681,0.0103164,0.00823809,0.0232696,0.0334362,0,0,0,0,0,0,0,0,0
94,0.0396331,0.0253028,0,0,0,0,0,0,0.0248059,0.0142047,0.0225284,0.0623046,0,0,0.0310232,0,0.0360052,0.00797323,0.035236,0.0280305,0.0178697,0.00842615,0.0599478,0.0294102,0.0274908,0.026175,0.0303467,0.0435113,0.0160302,0.0164774,0.0203161,0.016389,0.0308926,0.0232028,0.023116,0.00535447,0.0221788,0.00178251,0.0332022,0.110836,0.0312602,0,0,0.00778692,0,0.00258506,0.00560489,0.0589325,0.0622234,0.0309991,0.0826199,0.0313393,0.0260103,0.0546972,0.0313737,0.0243239,0.0630897,0.0472154,0.0266183,0.0307504,0.0505263,0.0416524,0.00908171,0.0102974,0.00823725,0.0231114,0.0338184,0,0,0,0,0,0,0,0,0
95,0.0402231,0.0252562,0,0,0,0,0,0,0.0259282,0.0141973,0.0230444,0.0627891,0,0,0.0307398,0,0.0357562,0.0077598,0.0356225,0.0279887,0.0175414,0.00971396,0.0596735,0.0297383,0.0275848,0.0257088,0.0303769,0.0434655,0.0156872,0.0164952,0.0199457,0.0168409,0.0328407,0.0231696,0.0230123,0.00515702,0.0218732,0.00181196,0.0327848,0.11071,0.0316505,0,0,0.00767265,0,0.00258029,0.00560205,0.0583169,0.0616172,0.0311879,0.0827461,0.031893,0.0260059,0.0551204,0.0314265,0.0246528,0.0634491,0.0467789,0.0262133,0.0305249,0.050027,0.0405867,0.00900491,0.0103283,0.00826713,0.0229261,0.0341774,0,0,0,0,0,0,0,0,0
96,0.0407229,0.0252365,0,0,0,0,0,0,0.0274889,0.0142364,0.0238837,0.0634233,0,0,0.0304463,0,0.0356364,0.00758375,0.0359453,0.0285669,0.0172785,0.0110506,0.0592874,0.0300227,0.0277019,0.0252939,0.0303233,0.0431963,0.0153889,0.0166774,0.0196158,0.0174357,0.0353919,0.0231209,0.0229681,0.00508875,0.0220156,0.00182396,0.0325081,0.110678,0.0320504,0,0,0.00733244,0,0.00259547,0.00554919,0.0580924,0.0615817,0.0313016,0.0831354,0.031906,0.0260774,0.0555623,0.0315207,0.0249496,0.0638827,0.0466656,0.0258326,0.0304351,0.0499841,0.0405954,0.0089272,0.0103583,0.00831106,0.0227241,0.0344911,0,0,0,0,0,0,0,0,0
97,0.0412589,0.0252622,0,0,0,0,0,0,0.0292427,0.014295,0.0249011,0.0639407,0,0,0.0301186,0,0.0356438,0.00739974,0.0363249,0.0296172,0.0172577,0.012298,0.0586749,0.0303267,0.0279044,0.0249527,0.0303365,0.0428845,0.0152008,0.0170565,0.0193671,0.018073,0.0381397,0.0230781,0.0229637,0.00509785,0.0223662,0.00180409,0.0323987,0.110474,0.0325569,0,0,0.00689471,0,0.00261168,0.00529593,0.0581481,0.0618663,0.0312449,0.0835887,0.0314659,0.0262381,0.0558901,0.0316317,0.0251719,0.0641913,0.0467051,0.0255294,0.030408,0.050167,0.0406617,0.00886003,0.0104112,0.00833028,0.0225371,0.0348842,0,0,0,0,0,0,0,0,0
98,0.0419079,0.0252616,0,0,0,0,0,0,0.0309553,0.0143355,0.0259514,0.0641646,0,0,0.0299564,0,0.0356052,0.00736469,0.0368905,0.0305917,0.0174189,0.013619,0.0579028,0.0306719,0.0282602,0.0247508,0.0305451,0.0426573,0.0153009,0.0176341,0.0192266,0.0187178,0.0407451,0.0231876,0.0229465,0.00507449,0.0223347,0.00176846,0.0323622,0.110108,0.0331625,0,0,0.00645435,0,0.0026076,0.00495879,0.058244,0.06199,0.0313419,0.0838327,0.0309997,0.0263666,0.0561469,0.031838,0.0254022,0.0643867,0.0465183,0.0253162,0.0303244,0.0500752,0.0399901,0.00876338,0.0104155,0.00830216,0.0223724,0.0354166,0,0,0,0,0,0,0,0,0
99,0.0425027,0.0252233,0,0,0,0,0,0,0.0323933,0.014366,0.0267895,0.0643418,0,0,0.0298145,0,0.0355977,0.00730931,0.0374577,0.0311342,0.0175812,0.0151505,0.0571582,0.0308967,0.0287667,0.0245878,0.0308737,0.0423479,0.0157044,0.0183924,0.0192073,0.0194352,0.0428725,0.0232973,0.0229332,0.0050348,0.0221369,0.00176078,0.0323257,0.109762,0.0337222,0,0,0.00597427,0,0.00260189,0.00488055,0.0583187,0.0619751,0.0316754,0.0839007,0.0306216,0.0263927,0.0564728,0.032165,0.0257063,0.064661,0.0460914,0.0250969,0.0300898,0.0496674,0.0388911,0.00859109,0.010436,0.00829295,0.0221761,0.0359396,0,0,0,0,0,0,0,0,0
100,0.0430269,0.0252004,0,0,0,0,0,0,0.0335654,0.0143612,0.0276087,0.0645796,0,0,0.0297914,0,0.0356532,0.00727535,0.0376559,0.0314396,0.0178477,0.0168141,0.0563456,0.0311524,0.0292856,0.0246349,0.0311744,0.0417773,0.0164257,0.0193938,0.0194383,0.0202882,0.0446598,0.0234719,0.0229378,0.0050652,0.0222113,0.00176625,0.0320761,0.109505,0.0342012,0,0,0.00543368,0,0.00263454,0.00478524,0.058569,0.0618467,0.0315355,0.0839862,0.0299055,0.0263995,0.0568394,0.0324525,0.0260106,0.0649535,0.0457305,0.0249126,0.0298074,0.0492775,0.0385356,0.00848098,0.0105242,0.00837121,0.0220102,0.0363977,0,0,0,0,0,0,0,0,0
101,0.0435217,0.0251934,0,0,0,0,0,0,0.0342283,0.0143713,0.0282304,0.0647537,0,0,0.0298459,0,0.035678,0.00721773,0.0377214,0.0314087,0.0182246,0.0186806,0.055522,0.031355,0.0300239,0.0248861,0.0316404,0.041292,0.0175792,0.0205664,0.0200275,0.0212611,0.0457511,0.023662,0.0229179,0.00509513,0.0222057,0.00176262,0.031703,0.10923,0.0346482,0,0,0.00499965,0,0.00266618,0.00464447,0.0585598,0.0613596,0.0315317,0.0839336,0.0292797,0.026405,0.0571966,0.0326502,0.0263188,0.0650159,0.045296,0.0247594,0.0295671,0.0487696,0.0382071,0.00853074,0.0105667,0.00841535,0.0218706,0.0368082,0,0,0,0,0,0,0,0,0
102,0.0440162,0.0251824,0,0,0,0,0,0,0.0345581,0.014438,0.0285507,0.0648669,0,0,0.0298557,0,0.0356975,0.00717996,0.0377039,0.0311107,0.0186984,0.0207695,0.0547062,0.031499,0.0310443,0.0257266,0.0323362,0.0410679,0.0191168,0.0218543,0.0209483,0.0224238,0.0461743,0.0238648,0.0229383,0.00514643,0.0220252,0.00170414,0.0313484,0.108892,0.0351033,0,0,0.00478532,0,0.00267428,0.00455376,0.058345,0.060708,0.0317238,0.0838056,0.0287952,0.0264624,0.0574679,0.0327563,0.0266124,0.0652385,0.0448479,0.0246211,0.0293526,0.0482347,0.0374674,0.00870103,0.0106081,0.0084607,0.0217682,0.0371897,0,0,0,0,0,0,0,0,0
103,0.0444694,0.0251783,0,0,0,0,0,0,0.0343413,0.0144844,0.0285552,0.0648596,0,0,0.0299321,0,0.0357017,0.00721545,0.0375877,0.0304007,0.0192386,0.0230826,0.0538706,0.0316165,0.032204,0.0272908,0.0331575,0.041085,0.0209377,0.0232381,0.0221333,0.0238096,0.0458035,0.0241423,0.0229752,0.00517732,0.0218976,0.00165932,0.0310512,0.108576,0.0355549,0,0,0.00480041,0,0.00271563,0.00451449,0.0580093,0.0601931,0.0318658,0.0836172,0.028363,0.0265883,0.0575823,0.0327163,0.0268143,0.0654855,0.0445463,0.0245451,0.0291679,0.0478996,0.0370343,0.008983,0.0106253,0.00850169,0.0216474,0.0375414,0,0,0,0,0,0,0,0,0
104,0.0448552,0.025177,0,0,0,0,0,0,0.0336454,0.014473,0.0284779,0.064748,0,0,0.0300682,0,0.0357343,0.00728222,0.037325,0.0294365,0.0197919,0.0255064,0.0530593,0.0317425,0.0333963,0.0284256,0.0341494,0.041435,0.022859,0.02457,0.0234702,0.0253428,0.0446974,0.0244644,0.0229858,0.00519245,0.0218384,0.00159925,0.0308094,0.108247,0.0359852,0,0,0.00499845,0,0.00275512,0.00455123,0.0575925,0.0597399,0.0319931,0.0834707,0.0279709,0.0267395,0.0575623,0.0326184,0.0268179,0.0655372,0.0443416,0.0245117,0.0290069,0.047671,0.0369337,0.00935367,0.0105815,0.00848029,0.0214875,0.0378372,0,0,0,0,0,0,0,0,0
105,0.0451705,0.0252032,0,0,0,0,0,0,0.0327756,0.0144402,0.0285878,0.0645527,0,0,0.0303543,0,0.0358262,0.00737414,0.0369719,0.0282269,0.0203657,0.0280228,0.0521872,0.0319301,0.0344323,0.0295433,0.0352205,0.0421048,0.0247765,0.0258683,0.0248997,0.0269828,0.0430561,0.0248403,0.0230094,0.00522472,0.0219702,0.00151024,0.0306142,0.107986,0.0364065,0,0,0.00538347,0,0.00280698,0.00461328,0.0571929,0.0595105,0.0321222,0.0834956,0.0273729,0.0269488,0.0575513,0.0324137,0.0267369,0.0654941,0.0442507,0.024447,0.0288833,0.0476254,0.0373734,0.00976318,0.0106408,0.00852158,0.021327,0.0381085,0,0,0,0,0,0,0,0,0
