Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_T,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_M,LANK,RTHIP,IMUR_M,IMUR_B,
All Timesteps RMSE,0.0291514,0.021225,0,0,0,0.0265234,0.0162206,0.0150117,0,0,0.0222911,0,0.0266515,0.00444961,0.0366143,0.0244714,0.0257018,0.0102341,0.0124996,0.0208126,0.0237749,0.0231935,0.0221566,0.052712,0.013291,0.0139232,0.0122916,0.0381267,0.0355251,0.0170182,0.0207999,0.00417431,0.0327931,0.00530752,0.0327588,0.0221751,0.0245432,0,0,0.03238,0,0.00754172,0.01112,0.0857857,0.0424283,0.0828125,0.0279014,0.0254963,0.0203841,0.0209298,0.0368694,0.0715136,0.0201007,0.0302353,0.0170406,0.0220449,0.0375399,0.0202355,0.00938656,0.00721186,0.0198058,0.0254444,0,0,0,0,0,0,0,0,0,0.0133803,0.0265663,0,0,0
0,0.0254169,0.0185478,0,0,0,0.0184281,0.0145697,0.00450012,0,0,0.0174117,0,0.0274065,0.00550324,0.0308748,0.0371488,0.0180251,0.00381158,0.00256178,0.0149599,0.0225539,0.0279244,0.0220517,0.0472944,0.0114977,0.0130583,0.0121956,0.0260296,0.0175334,0.0126355,0.0218459,0.00458928,0.0345564,0.00437755,0.0291919,0.00382119,0.0202125,0,0,0.0370135,0,0.00707054,0.0122301,0.0838941,0.0274854,0.0815937,0.0261479,0.00343314,0.0176522,0.0144419,0.0264044,0.0528757,0.0163209,0.0334679,0.00805095,0.0159307,0.0331698,0.0249539,0.0079109,0.00881149,0.0165506,0.0192364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0262395,0.0176185,0,0,0,0.0210702,0.014937,0.00491463,0,0,0.0227802,0,0.0292608,0.00468964,0.0313289,0.0338959,0.0170856,0.00457804,0.000936858,0.0248502,0.0212162,0.0259034,0.0213817,0.0471521,0.0123797,0.0141936,0.0129263,0.026645,0.016501,0.0202283,0.0219738,0.00643039,0.0346336,0.00385122,0.0289944,0.00363018,0.0187737,0,0,0.0330382,0,0.00623105,0.0105829,0.082945,0.0272576,0.0802462,0.0252332,0.00525665,0.0164566,0.0135865,0.026024,0.0524092,0.0156202,0.0331621,0.00756232,0.0152259,0.0329468,0.020698,0.0082145,0.00864423,0.0151903,0.0200433,0,0,0,0,0,0,0,0,0,0.0218289,0.021992,0,0,0
2,0.0237682,0.015447,0,0,0,0.0249902,0.0140564,0.00458039,0,0,0.0215768,0,0.0292921,0.00436841,0.0318377,0.0304045,0.0176067,0.00456063,0.00168963,0.0217608,0.0205676,0.0240474,0.0210108,0.0474983,0.0130497,0.0150784,0.0134041,0.0268943,0.0172215,0.0182331,0.0228626,0.00725307,0.0344515,0.00317019,0.0290328,0.00378519,0.0169397,0,0,0.0325406,0,0.0063399,0.0100101,0.082572,0.0274054,0.0806838,0.025657,0.00486052,0.0149739,0.0140041,0.0262439,0.0528124,0.015422,0.0334856,0.00744571,0.0150028,0.0324082,0.0200949,0.00846519,0.00911441,0.0137981,0.0183601,0,0,0,0,0,0,0,0,0,0.0222608,0.0224684,0,0,0
3,0.0250327,0.0317546,0,0,0,0.0285176,0.0182067,0.0318095,0,0,0.0114291,0,0.0239664,0.00806721,0.0239219,0.0288372,0.0317922,0.00628701,0.0144332,0.0150562,0.0198468,0.0224164,0.0193176,0.0433781,0.0136749,0.0154904,0.0133782,0.0255048,0.0202928,0.0149198,0.0199057,0.0069605,0.0415784,0.00602473,0.0362374,0.0464622,0.0284033,0,0,0.011462,0,0.00292131,0.0060976,0.106551,0.0361074,0,0,0.0519869,0.0302817,0.0196459,0.0277542,0.0594284,0.0252547,0.0348865,0.0153028,0.0264042,0.0386063,0.0160123,0.00899479,0.00884748,0.0343274,0.0272999,0,0,0,0,0,0,0,0,0,0.023539,0.0298216,0,0,0
4,0.0292104,0.0202321,0,0,0,0.0310586,0.0153049,0.00571557,0,0,0.0226157,0,0.0289109,0.00172325,0.0323922,0.0218363,0.0163423,0.0040923,0.00316856,0.0221734,0.0192553,0.0219428,0.0204784,0.0486048,0.0146887,0.0166952,0.0144551,0.0274547,0.024497,0.0179838,0.021807,0.00581741,0.0338881,0.00343616,0.0294533,0.00456473,0.0211012,0,0,0.0356159,0,0.00598827,0.0105693,0.0822379,0.0280007,0.080845,0.0253886,0.00501296,0.0155964,0.0144019,0.0264713,0.0534019,0.013689,0.0334764,0.00685511,0.013765,0.0310308,0.0236414,0.00685152,0.00808987,0.0175893,0.0226255,0,0,0,0,0,0,0,0,0,0.021246,0.0226395,0,0,0
5,0.0299759,0.0208203,0,0,0,0.0334404,0.0153578,0.00644233,0,0,0.0229669,0,0.0288457,0.00157332,0.032659,0.0195055,0.0160829,0.0041448,0.00418134,0.021891,0.0187171,0.0212646,0.0205887,0.0493831,0.0154263,0.0174919,0.0148725,0.0279428,0.0294591,0.0178186,0.0217827,0.00573833,0.0337665,0.00343951,0.0297949,0.00522163,0.0217911,0,0,0.0363707,0,0.00595404,0.0108624,0.0822561,0.0283349,0.0811852,0.0255895,0.00476025,0.0157039,0.0147308,0.0264784,0.0538316,0.0131261,0.0336368,0.00668173,0.0135796,0.0304634,0.0247677,0.00634831,0.0079896,0.0179441,0.023288,0,0,0,0,0,0,0,0,0,0.0207556,0.0229526,0,0,0
6,0.0285984,0.0198147,0,0,0,0.0351456,0.0153069,0.0073447,0,0,0.0223934,0,0.0288749,0.00176461,0.0329832,0.0192468,0.0160776,0.00466219,0.00492821,0.02191,0.0187374,0.0206868,0.0209438,0.0505502,0.0159383,0.0180005,0.0152459,0.0287901,0.0335841,0.0175757,0.0217502,0.00562688,0.0353535,0.00332882,0.0316841,0.0059562,0.0204825,0,0,0.0350621,0,0.00581194,0.0105703,0.0824676,0.0311158,0.0820267,0,0.00390253,0.0151728,0,0.0259157,0.0545088,0.0150431,0.0331572,0,0.0161304,0.0315302,0.024082,0.00574261,0.00811535,0.0170627,0.0221892,0,0,0,0,0,0,0,0,0,0.0203844,0.0241446,0,0,0
7,0.0288229,0.019711,0,0,0,0.0361732,0.0151369,0.0076296,0,0,0.022546,0,0.0292261,0.00201657,0.0330734,0.0197743,0.0157204,0.00506443,0.00619803,0.0224523,0.0186907,0.0200579,0.0212401,0.051702,0.0163857,0.0185599,0.0156658,0.0297799,0.0365764,0.0176364,0.0218379,0.00559734,0.0342322,0.00337439,0.0304508,0.00547117,0.0206506,0,0,0.0347263,0,0.00586642,0.0105121,0.0824694,0.0299056,0.0819421,0.0260819,0.0039188,0.0152983,0.0154146,0.0268882,0.0544278,0.0126093,0.0339726,0.00655778,0.0137132,0.0301535,0.0241537,0.00634327,0.00821726,0.0166478,0.0223711,0,0,0,0,0,0,0,0,0,0.0203972,0.0231495,0,0,0
8,0.0233456,0.0323984,0,0,0,0.0382957,0.0184827,0.0296123,0,0,0.0116301,0,0.0236783,0.00685298,0.0240259,0.0201004,0.0318489,0.00362879,0.0130036,0.0139055,0.0187191,0.0208738,0.020208,0.048513,0.0152392,0.0175303,0.01414,0.0295285,0.038862,0.0137431,0.0195177,0.006194,0.0433875,0.00551906,0.037192,0.0468024,0.0305624,0,0,0.0111863,0,0.00235302,0.00585718,0.107476,0.0361928,0,0.040017,0.0559527,0.034435,0,0.0290748,0.0614906,0.0221228,0.0355577,0.0124199,0.0239223,0.0396671,0.01652,0.00941168,0.00897849,0.0367759,0.025063,0,0,0,0,0,0,0,0,0,0.022737,0.0312361,0,0,0
9,0.0251235,0.0166922,0,0,0,0.0361488,0.015163,0.00704378,0,0,0.0227905,0,0.0291452,0.00182028,0.0332477,0.021507,0.0157489,0.00732704,0.00682078,0.0217737,0.0195216,0,0.0225434,0.0546385,0.0162482,0.0187756,0.0158354,0.0317355,0.0382614,0.0175609,0.0217447,0.00523244,0.035546,0.00351538,0.0318474,0.0035861,0.0166615,0,0,0.0300233,0,0.00575282,0.00992413,0.0826368,0.0320395,0.0832511,0.0267941,0.00350617,0.014064,0.0158655,0.0276256,0.0550272,0.0128174,0.0342703,0.00657985,0.014091,0.0308316,0.020411,0.00751071,0.00860582,0,0.0191871,0,0,0,0,0,0,0,0,0,0.0213244,0.0239171,0,0,0
10,0.026188,0.0174473,0,0,0,0.0360341,0.0150231,0.00767414,0,0,0.0231971,0,0.0294502,0.00237941,0.0339955,0.0237001,0.0160807,0.00898557,0.0086185,0.0230804,0.0195589,0.0223467,0.0226163,0.055728,0.0172307,0.0199633,0.0167966,0.0324407,0.0381208,0.0184983,0.0218172,0.00532007,0.0365985,0.00349944,0.0329965,0.00398386,0.0178916,0,0,0.0307085,0,0.00583218,0.0101421,0.0826315,0.0340842,0.0830931,0,0.00285542,0.0147792,0.0159942,0.0272818,0.0551597,0.0147149,0.033886,0.00791247,0.0160534,0.0315687,0.0211459,0.00724809,0.0085336,0.0149565,0.0202135,0,0,0,0,0,0,0,0,0,0.0219969,0.0245156,0,0,0
11,0.0223058,0.0318505,0,0,0,0.0376009,0.0185448,0.0300215,0,0,0.0122205,0,0.0237733,0.00629586,0.0250192,0.0238653,0.0332836,0.00599711,0.0131794,0.0133094,0.019684,0.0217755,0.0212793,0.0521872,0.0157607,0.0189352,0.015056,0.0314404,0.0383629,0.0136682,0.0194573,0.00560589,0.0462426,0.00565109,0.039284,0.047249,0.0302215,0,0,0.0106136,0,0.00255199,0.00566786,0.107445,0.0393747,0,0.0415498,0.057456,0.0341315,0.0213209,0.0292587,0.0615326,0.0232596,0.0355911,0,0.0252775,0.042045,0.0158165,0.00884969,0.00864807,0.0354277,0.0242578,0,0,0,0,0,0,0,0,0,0.0233637,0.0311551,0,0,0
12,0.0300827,0.0200555,0,0,0,0.0352859,0.0152056,0.00694035,0,0,0.0245029,0,0.0291897,0.00147712,0.0353657,0.026438,0.0164507,0.0109951,0.0110385,0.0227548,0.0203656,0.0209303,0.0234592,0.0575298,0.0186618,0.0217371,0.018028,0.0331986,0.0372413,0.0190247,0.0217797,0.00505573,0.0366706,0.00326135,0.0329576,0.00327422,0.021431,0,0,0.0342995,0,0.00610527,0.0107274,0.083029,0.034588,0.0828184,0.0276102,0.00426778,0.0150425,0.0156673,0.0276417,0.0549502,0.0132117,0.0339073,0,0.0150512,0.0313168,0.024441,0.00561349,0.0080865,0.0165989,0.0234772,0,0,0,0,0,0,0,0,0,0.0219329,0.0236338,0,0,0
13,0.0306847,0.0203138,0,0,0,0.0344965,0.0152222,0.00623936,0,0,0.0250231,0,0.0290416,0.00154181,0.0363233,0.0278034,0.0167678,0.0116488,0.0116724,0.0227786,0.021044,0.021959,0.0237381,0.0583263,0.0194248,0.0223482,0.0186911,0.0334559,0.0361977,0.0191277,0.0217448,0.0049991,0.03658,0.00327423,0.0329325,0.00356096,0.0220408,0,0,0.0349763,0,0.00614889,0.0107891,0.0832009,0.0352157,0.0828887,0.0276706,0.00456218,0.0152748,0.0156228,0.0276376,0.0549039,0.0130956,0.0338017,0,0.015371,0.0311209,0.0250453,0.00610815,0.00798594,0.0171936,0.0240296,0,0,0,0,0,0,0,0,0,0.0209826,0.0236344,0,0,0
14,0.0315107,0.0206983,0,0,0,0.0335496,0.0152557,0.00535524,0,0,0.0250753,0,0.0289508,0.00161461,0.0371911,0.029015,0.0170721,0.0120944,0.0119564,0.0226167,0.022293,0.0222017,0.0239142,0.0589587,0.0200075,0.0228658,0.0191704,0.0335573,0.0347878,0.0191037,0.0216829,0.00490181,0.0364808,0.00335182,0.032728,0.0030483,0.0228843,0,0,0.0355629,0,0.00615001,0.0108525,0.083235,0.0355545,0.082857,0.0277387,0.00470013,0.0159182,0.0156579,0.027497,0.054964,0.0129792,0.0337584,0,0.0156281,0.0309913,0.025652,0.00643341,0.00791781,0.0179979,0.0247337,0,0,0,0,0,0,0,0,0,0.0208751,0.0237694,0,0,0
15,0.0328309,0.0216895,0,0,0,0.0325191,0.0153883,0.00440985,0,0,0.0249665,0,0.0287191,0.00198019,0.0381034,0.0300705,0.0174298,0.0124276,0.0122324,0.0221435,0.0233031,0.022132,0.024068,0.0595641,0.0204215,0.0231513,0.0195745,0.0335704,0.0332087,0.0190678,0.0215832,0.004655,0.0362207,0.00341749,0.0325398,0.00309183,0.0242082,0,0,0.0367514,0,0.00622143,0.01118,0.0832187,0.0355456,0.0828234,0.0278381,0.00477103,0.0170001,0,0.0273586,0.0552952,0.0130096,0.0335999,0,0.0157431,0.0307168,0.0267757,0.00624541,0.00770509,0.0188775,0.0258019,0,0,0,0,0,0,0,0,0,0.0212917,0.0243055,0,0,0
16,0.0330814,0.0217156,0,0,0,0.0316252,0.015365,0.00362313,0,0,0.0245235,0,0.0286737,0.00195894,0.0390213,0.0310652,0.0177444,0.0126986,0.0123301,0.022634,0.023904,0.022167,0.0241116,0.0600895,0.0208012,0.023262,0.0199863,0.0335406,0.0317856,0.0187148,0.0215572,0.00443308,0.0360246,0.00338532,0.0323461,0.00245448,0.0243379,0,0,0.0362079,0,0.00620731,0.0110563,0.0830006,0.035889,0.0827212,0.0277697,0.0049376,0.0175417,0.0158078,0.0273784,0.0551813,0.0128986,0.0335861,0,0.0159956,0.0305948,0.0263259,0.00604181,0.00778548,0.0186365,0.026001,0,0,0,0,0,0,0,0,0,0.0217385,0.0241245,0,0,0
17,0.0333385,0.0218225,0,0,0,0.0310177,0.0153629,0.00327842,0,0,0.0241838,0,0.0286531,0.00196692,0.039987,0.031803,0.0179532,0.0129961,0.0125014,0.0228133,0.0244313,0.0222862,0.0241061,0.0605386,0.0211372,0.0233426,0.020361,0.0334939,0.0305363,0.0182437,0.0215398,0.00439445,0.0357823,0.00335208,0.0321663,0.00197658,0.0245474,0,0,0.0357144,0,0.00616056,0.0107096,0.0829383,0.0360944,0.0826987,0.02766,0.00508485,0.0180353,0.0158856,0.0274255,0.0552512,0.012877,0.0334544,0,0.0161433,0.0304249,0.0259635,0.00607061,0.0078671,0.0184351,0.0262261,0,0,0,0,0,0,0,0,0,0.0220454,0.0241454,0,0,0
18,0.033004,0.0216399,0,0,0,0.0303135,0.0154247,0.00292768,0,0,0.0239122,0,0.0285615,0.00208605,0.0409408,0.0322557,0.01813,0.0133916,0.0124207,0.0224697,0.0250652,0.0226171,0.0241628,0.0609847,0.0212421,0.0230394,0.0205822,0.0334547,0.0290477,0.0175251,0.0215016,0.00431245,0.0359646,0.00329885,0.0328901,0.00223707,0.024299,0,0,0.0350601,0,0.00603381,0.0104037,0.0829008,0.0380119,0.0829087,0,0.00479242,0.0180685,0.0161873,0.0270833,0.0554501,0.0146798,0.0329113,0,0.0180191,0.030559,0.0253596,0.0061724,0.0079048,0.0181653,0.0259757,0,0,0,0,0,0,0,0,0,0.0221494,0.0248007,0,0,0
19,0.0180536,0.0308351,0,0,0,0.0302843,0.0188699,0.0331652,0,0,0.0142717,0,0.0233591,0.00531043,0.0313118,0.0316002,0.0355721,0.0104263,0.0132923,0.0143325,0.0262328,0.025977,0.0233159,0.0574434,0.0181599,0.0197866,0.0179213,0.031749,0.0273183,0.0129044,0.0192995,0.00524132,0.04569,0.00529658,0.0383208,0.0469616,0.0295967,0,0,0.0106069,0,0.00405721,0.00500651,0.107594,0.0419184,0,0.041381,0.0564882,0.0354515,0.0220152,0.0304263,0.0623079,0.0226512,0.0349515,0,0.0259418,0.0419625,0.0155911,0.00967224,0.00966568,0.032865,0.0206493,0,0,0,0,0,0,0,0,0,0.0220674,0.0316987,0,0,0
20,0.0299224,0.0177632,0,0,0,0.0295479,0.0149353,0.0032749,0,0,0.0236692,0,0.0291073,0.00148359,0.0423912,0.0325958,0.0183102,0.0131601,0.012536,0.0247934,0.0263284,0.0230423,0.0241106,0.0614303,0.0212933,0.0225061,0.0209558,0.0335078,0.0272465,0.0179252,0.0216769,0.0044788,0.0345304,0.00342521,0.0314403,0.00216352,0.0199293,0,0,0.0283995,0,0.00605089,0.00885784,0.0829618,0.0371711,0.0830094,0.0273151,0.00489972,0.0163482,0.0163289,0.0281082,0.05551,0.01299,0.0329545,0,0.0166812,0.0296156,0.0181531,0.00661819,0.00888747,0.0152224,0.0237348,0,0,0,0,0,0,0,0,0,0.0221676,0.0240648,0,0,0
21,0.0300028,0.0175645,0,0,0,0.0289106,0.0147856,0.00330133,0,0,0.0235111,0,0.0289529,0.00157103,0.0431038,0.0327234,0.0184689,0.0129572,0.0125999,0.0245297,0.0268679,0.0231947,0.0239568,0.0615431,0.0211021,0.0223196,0.0210745,0.0336736,0.0262672,0.0175638,0.0215112,0.00441793,0.0341434,0.00335852,0.0311367,0.00211162,0.0198598,0,0,0.0281832,0,0.00599769,0.00865797,0.0827707,0.0375316,0.0830532,0.0269668,0.00495992,0.0159967,0.0164753,0.0282693,0.0553872,0.0129077,0.0327318,0,0.0168067,0.0292819,0.0175927,0.00655262,0.00891858,0.0153222,0.0238434,0,0,0,0,0,0,0,0,0,0.0221411,0.0238273,0,0,0
22,0.0185696,0.0310073,0,0,0,0.0279187,0.0186796,0.0336783,0,0,0.014924,0,0.0233315,0.00527874,0.0334267,0.0317638,0.0363036,0.0103151,0.0141722,0.0140919,0.0285708,0.0273988,0.0234752,0.0581519,0.0177193,0.0190267,0.0181485,0.0321835,0.0238901,0.0124351,0.0190785,0.00515035,0.044975,0.00518287,0.037698,0.0452125,0.0298342,0,0,0.0107518,0,0.00248008,0.00467338,0.107292,0.0434285,0,0.0403916,0.0570742,0.0352793,0.0223663,0.03131,0.0624148,0.0224743,0.0345121,0,0.0262683,0.0415722,0.0156156,0.00905571,0.00875901,0.032206,0.0209642,0,0,0,0,0,0,0,0,0,0.0216086,0.0315258,0,0,0
23,0.0320483,0.019184,0,0,0,0.0281404,0.0148614,0.00351808,0,0,0.0239532,0,0.0286846,0.00213112,0.044407,0.0322498,0.0189551,0.0127393,0.0128708,0.0227601,0.0280244,0.0232813,0.0234954,0.0617426,0.0206071,0.0215805,0.0210411,0.0344069,0.0256585,0.016618,0.0214178,0.00421024,0.0328619,0.00311524,0.0303095,0.00211243,0.0219559,0,0,0.0313012,0,0.00582056,0.00899346,0.0822036,0.0381757,0.0828633,0.0260172,0.00530515,0.0145829,0.0160092,0.0283,0.0550362,0.0126147,0.0321942,0,0.0170514,0.02811,0.0201458,0.00669209,0.00836665,0.016471,0.0256166,0,0,0,0,0,0,0,0,0,0.0217452,0.0231655,0,0,0
24,0.0323243,0.0198533,0,0,0,0.0285694,0.0148929,0.00379288,0,0,0.0240031,0,0.0286838,0.00242503,0.0450472,0.0317211,0.0192728,0.0123409,0.013102,0.0221343,0.0281199,0.0231273,0.0233723,0.0618071,0.0203571,0.0211299,0.0207498,0.035137,0.0266421,0.0164074,0.0214297,0.00421603,0.0321595,0.00316751,0.0299503,0.00279657,0.0222498,0,0,0.0317486,0,0.00580447,0.00924508,0.0820756,0.0387294,0.0828828,0.0255503,0.00522759,0.0142068,0.0159733,0.0284116,0.0550833,0.0124036,0.0319959,0,0.0172527,0.0275488,0.0204842,0.00671668,0.00830378,0.0163568,0.0260397,0,0,0,0,0,0,0,0,0,0.0214316,0.0229233,0,0,0
25,0.0296746,0.0171646,0,0,0,0.0293354,0.0146402,0.00414927,0,0,0.0235246,0,0.0287798,0.00192141,0.0456292,0.0309943,0.0196392,0.0122984,0.0130689,0.0230817,0.028182,0.0230675,0.0236135,0.0619582,0.0199688,0.0204923,0.0203205,0.0360463,0.0281283,0.0166992,0.0214171,0.00433113,0.0315446,0.00358672,0.0296719,0.00348171,0.0195355,0,0,0.0272029,0,0.00580083,0.00895473,0.0821568,0.0394002,0.0832011,0.0252574,0.00489159,0.0150723,0.0160976,0.0287605,0.0552508,0.0122782,0.0318396,0,0.0175344,0.0271064,0.0164979,0.00724703,0.00903474,0.0140278,0.0240844,0,0,0,0,0,0,0,0,0,0.020982,0.0228283,0,0,0
26,0.0334517,0.0200623,0,0,0,0.0302951,0.0149514,0.00430013,0,0,0.0244001,0,0.0283373,0.00334681,0.0460066,0.0300484,0.02001,0.0121616,0.0137551,0.0214644,0.0278608,0.0227314,0.0234833,0.0619413,0.0194316,0.0197452,0.0197529,0.0370106,0.0299777,0.0167628,0.02142,0.00408961,0.030738,0.00327304,0.0291876,0.00409648,0.0234692,0,0,0.0333146,0,0.00588717,0.0097556,0.0820226,0.0398057,0.0830131,0.0247624,0.00498949,0.0139571,0.0159288,0.0290079,0.0551654,0.0120912,0.0315869,0,0.0176904,0.0263753,0.0220239,0.00599373,0.00824711,0.0167256,0.0270376,0,0,0,0,0,0,0,0,0,0.0203331,0.0225425,0,0,0
27,0.0313019,0.0180998,0,0,0,0.0314406,0.0147628,0.00483118,0,0,0.0237433,0,0.0284355,0.00263639,0.0464158,0.0289934,0.0202629,0.0119907,0.0137338,0.0222617,0.0274164,0.0224289,0.0230813,0.0619912,0.0187819,0.0187677,0.0190379,0.0381188,0.032093,0.0167941,0.0214646,0.00414693,0.0303117,0.00325541,0.0290134,0.00472831,0.0212938,0,0,0.030111,0,0.00596868,0.00943606,0.0821377,0.0403988,0.0833117,0.0244628,0.00455116,0.0140364,0.0160086,0.0293145,0.0553582,0.0120271,0.0314352,0,0.0178905,0.026241,0.0192156,0.00602795,0.00893104,0.0148974,0.0253383,0,0,0,0,0,0,0,0,0,0.0192545,0.0226132,0,0,0
28,0.0310645,0.0178228,0,0,0,0.0324062,0.0148075,0.00532317,0,0,0.0237265,0,0.0284343,0.00297916,0.0468131,0.0277603,0.0203849,0.0118615,0.0137612,0.0218959,0.0269535,0.0220486,0.0225507,0.0619806,0.0180836,0.0177747,0.0182342,0.0391956,0.0342138,0.01658,0.0214554,0.00410407,0.0298955,0.00325751,0.028908,0.0052699,0.0212028,0,0,0.0303996,0,0.00594971,0.00959433,0.0821526,0.0409137,0.083453,0.0244477,0.00406635,0.0141309,0.0162411,0.029129,0.0555549,0.0119049,0.0314051,0,0.0179791,0.0262831,0.0193203,0.00592077,0.00896649,0.0146129,0.0252051,0,0,0,0,0,0,0,0,0,0.0178897,0,0,0,0
29,0.0318282,0.0181614,0,0,0,0.0336771,0.0147951,0.00578629,0,0,0.0237841,0,0.0286304,0.00307845,0.046938,0.0262397,0.0202913,0.0116367,0.0142229,0.0216026,0.0263587,0.0214421,0.0223009,0.0617566,0.0174073,0.0169038,0.0174204,0.0401435,0.0365514,0.0163728,0.0214899,0.00417375,0.029497,0.00323821,0.0287078,0.00584088,0.0221323,0,0,0.0316059,0,0.00594961,0.0097274,0.082209,0.0414081,0.0834724,0.0243287,0.00420377,0.0141108,0.0161869,0.029354,0.0555006,0.0118755,0.0312674,0,0.0181668,0.0261641,0.0203024,0.00580852,0.00878963,0.0148364,0.0258758,0,0,0,0,0,0,0,0,0,0.0165302,0.0225205,0,0,0
30,0.0313186,0.017337,0,0,0,0.0348832,0.01473,0.00627713,0,0,0.0237458,0,0.0285938,0.00299492,0.0470513,0.0247989,0.0203838,0.011194,0.0145159,0.0216029,0.0256513,0.0207068,0.0220532,0.0615212,0.016548,0.0158108,0.0164175,0.0410455,0.0388076,0.0161606,0.0214542,0.00423078,0.0293597,0.00330207,0.0288874,0.0063315,0.0217293,0,0,0.031012,0,0.00595017,0.00955705,0.0823099,0.0420377,0.0836095,0.0245346,0.00415951,0.0141798,0.0163566,0.029813,0.0557025,0.0120843,0.0311751,0,0.0184598,0.0262115,0.0197036,0.00599957,0.00888588,0.0143108,0.0254738,0,0,0,0,0,0,0,0,0,0.0149769,0.0228629,0,0,0
31,0.0312396,0.0171413,0,0,0,0.0358404,0.0147026,0.00671725,0,0,0.0236995,0,0.0286765,0.00299636,0.0471599,0.0239558,0.020433,0.0106105,0.0149179,0.0213548,0.0248215,0.0198282,0.0215587,0.0611686,0.0156255,0.014609,0.0154542,0.0418337,0.0407611,0.0158948,0.0214454,0.00429296,0.0293304,0.00331147,0.0292194,0.00674871,0.0218067,0,0,0.0312603,0,0.00590672,0.00949414,0.0824117,0.0427925,0.0837253,0.0246613,0.00428679,0.014177,0.0165423,0.0301508,0.0559247,0.0121713,0.031166,0,0.0187075,0.0261409,0.0199155,0.0058605,0.00888917,0.014212,0.0254221,0,0,0,0,0,0,0,0,0,0.0133058,0.0229699,0,0,0
32,0.0311288,0.0176959,0,0,0,0.0365928,0.0147152,0.00724851,0,0,0.023668,0,0.0287467,0.00302018,0.0471551,0.0237127,0.0205282,0.00992653,0.0153747,0.0210553,0.0238864,0.0187794,0.0209848,0.0607107,0.0146021,0.0133313,0.0144096,0.0426019,0.0426628,0.0157642,0.0214593,0.00430903,0.0295202,0.00333707,0.0296529,0.00715911,0.0218148,0,0,0.0314807,0,0.00588464,0.00957504,0.0825752,0.0436867,0.083905,0.0248114,0.00446905,0.014048,0.0166975,0.030354,0.0561678,0.0122953,0.0312463,0,0.0189645,0.0262834,0.0201285,0.00645235,0.00883757,0.0140775,0.0253895,0,0,0,0,0,0,0,0,0,0.011556,0.0228875,0,0,0
33,0.0311588,0.0178424,0,0,0,0.0366426,0.0147621,0.00775807,0,0,0.0236443,0,0.0287948,0.00305936,0.0470356,0.0238865,0.0206388,0.00919826,0.0159131,0.020764,0.0229202,0.0177309,0.0203313,0.0601103,0.0136222,0.0119555,0.0134138,0.0435349,0.044081,0.0157951,0.0214951,0.00431164,0.0296395,0.00334857,0.029907,0.00749618,0.0219084,0,0,0.0317392,0,0.00587548,0.0096741,0.0827284,0.0445329,0.0840408,0.0250363,0.00475469,0.0138783,0.0168576,0.0305404,0.0564055,0.012487,0.0313194,0,0.0191562,0.0264718,0.0203981,0.00666187,0.00878762,0.0140553,0.0255393,0,0,0,0,0,0,0,0,0,0.0096534,0.0231412,0,0,0
34,0.0302583,0.0169163,0,0,0,0.0361858,0.0146891,0.0082999,0,0,0.0234896,0,0.0289769,0.00284509,0.046889,0.024786,0.0207344,0.00883455,0.0163449,0.0208829,0.0217027,0.0166332,0.0196105,0.059445,0.0129601,0.0106654,0.0125483,0.0446258,0.0448953,0.0158056,0.0215123,0.00436491,0.0296689,0.00341033,0.0301086,0.00784202,0.0209726,0,0,0.0304129,0,0.0059109,0.00959095,0.082906,0.0454007,0.0842031,0.0253399,0.00499445,0.0139538,0.0171156,0.0308016,0.0566281,0.0125013,0.0313744,0,0.0193262,0.0265798,0.0192997,0.00674613,0.00901088,0.0132872,0.0248457,0,0,0,0,0,0,0,0,0,0.00770939,0.0236732,0,0,0
35,0.0300264,0.0163597,0,0,0,0.0357583,0.0146452,0.00889619,0,0,0.0234068,0,0.0289038,0.00293261,0.0466247,0.0260526,0.0208514,0.0086149,0.0168586,0.0208054,0.0203917,0.015442,0.018949,0.0587118,0.0125824,0.0095847,0.0117515,0.0457702,0.0455298,0.0158689,0.0214889,0.00434318,0.0296391,0.00341027,0.0303305,0.00828734,0.0206965,0,0,0.0301519,0,0.00588536,0.00958254,0.083025,0.0463087,0.0842491,0.0255947,0.00541345,0.0138092,0.0174066,0.0311197,0.0568918,0.0125579,0.0314075,0,0.0195455,0.0267815,0.0190771,0.00666981,0.00900941,0.0130639,0.0246368,0,0,0,0,0,0,0,0,0,0.0059256,0.0241316,0,0,0
