Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_T,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_M,LANK,RTHIP,IMUR_M,IMUR_B,
81,0.0361118,0.020468,0,0,0,0.0200956,0.0150616,0.0120102,0,0,0.0266904,0,0.0269767,0.00405816,0.0358172,0.0134449,0.0244869,0.00642882,0.00624843,0.023268,0.0255824,0.0253838,0.0241982,0.054274,0.00760611,0.0104148,0.0064934,0.0394529,0.0293432,0.0214702,0.02138,0.0050588,0.0307648,0.00445862,0.039261,0.0132205,0.0308059,0,0,0.0438875,0,0.00851895,0.0133086,0.0788423,0.0285245,0.081007,0.0268779,0.00616372,0.0218012,0.0217249,0.0525965,0.0705218,0.0213867,0.0152623,0.0193187,0.0116525,0.0295974,0.0272739,0.00884833,0.0068736,0.0168645,0.029666,0,0,0,0,0,0,0,0,0,0.00937024,0.0287933,0,0,0
82,0.0360363,0.0204348,0,0,0,0.0210097,0.0151451,0.0117739,0,0,0.026563,0,0.0268116,0.00395842,0.0352956,0.0131422,0.0244579,0.00642102,0.00655081,0.0233023,0.0255843,0.0256003,0.0241942,0.0538717,0.0072354,0.0102711,0.00625634,0.0390492,0.0304298,0.021075,0.021324,0.00503875,0.0292778,0.00431817,0.0383288,0.0138229,0.0307219,0,0,0.0437753,0,0.00854565,0.0131558,0.0789173,0.0282566,0.0808014,0.0261696,0.00619373,0.0217927,0.022024,0.0527107,0.0702436,0.0211875,0.0152819,0.0193793,0.0117323,0.028119,0.026913,0.00882568,0.00661684,0.0168162,0.0296179,0,0,0,0,0,0,0,0,0,0.00958957,0.0289012,0,0,0
83,0.0357585,0.0201216,0,0,0,0.0223731,0.0152225,0.0114122,0,0,0.026448,0,0.0266443,0.00386725,0.0347197,0.0128549,0.0244269,0.00647642,0.00680895,0.0230147,0.0255543,0.0256877,0.0241095,0.0534894,0.00686717,0.0104412,0.00591696,0.0385408,0.0321865,0.0206991,0.0212585,0.00501306,0.0282657,0.00419126,0.0375436,0.0142426,0.0304162,0,0,0.043666,0,0.00854262,0.0130354,0.0790565,0.0284251,0.0804675,0.025427,0.00623852,0.0215177,0.022159,0.0526592,0.0699141,0.0212492,0.0153611,0.0196478,0.0119484,0.0268306,0.0264391,0.00882938,0.00642793,0.0166881,0.0294227,0,0,0,0,0,0,0,0,0,0.00995343,0.0287409,0,0,0
84,0.0354135,0.0197805,0,0,0,0.0235534,0.0153111,0.011166,0,0,0.0263831,0,0.0264596,0.00382651,0.0343028,0.012453,0.0244431,0.00661584,0.00713768,0.0225451,0.0255087,0.0257859,0.0240249,0.0531743,0.0065914,0.0107343,0.00559753,0.0380777,0.0337132,0.0203548,0.0211676,0.00493997,0.0279367,0.00407681,0.0369936,0.0145542,0.0300693,0,0,0.0434798,0,0.00852118,0.0129126,0.079262,0.028663,0.0800344,0.0247342,0.00635345,0.0211639,0.022236,0.052418,0.0698728,0.0215608,0.0155567,0.0199637,0.0121182,0.0262324,0.0258843,0.00889659,0.00624205,0.0165678,0.0291925,0,0,0,0,0,0,0,0,0,0.0103301,0.0284679,0,0,0
85,0.034798,0.0192699,0,0,0,0.0245865,0.0153405,0.0109946,0,0,0.0261844,0,0.0263691,0.00371925,0.0339291,0.012219,0.0244575,0.00677359,0.00750727,0.0222508,0.0255543,0.0259212,0.0239595,0.0529848,0.00632085,0.0109365,0.00536118,0.0376479,0.0353778,0.0199726,0.0210801,0.00491974,0.0283647,0.00399707,0.0365005,0.0148357,0.0295995,0,0,0.04294,0,0.00845367,0.0129033,0.0795081,0.0298755,0.0796015,0.024048,0.00635991,0.0208626,0.0224682,0.0520557,0.0696904,0.0221266,0.0158058,0.0202863,0.0125261,0.0255889,0.0251815,0.00904303,0.00605709,0.0162475,0.0287581,0,0,0,0,0,0,0,0,0,0.0106703,0.0282838,0,0,0
86,0.0347106,0.0192413,0,0,0,0.0253644,0.0155035,0.0107258,0,0,0.0263375,0,0.0261897,0.00386962,0.033534,0.0119121,0.0244811,0.00687356,0.00788272,0.0217551,0.0256822,0.0261117,0.0239247,0.0528607,0.00605917,0.0109054,0.00510522,0.0373676,0.0363847,0.0199824,0.0210356,0.00483207,0.0294666,0.0039198,0.0363726,0.0149934,0.0294286,0,0,0.0429731,0,0.00842806,0.0129577,0.0797972,0.0305731,0.0790524,0.0231307,0.00651774,0.0204852,0.0228508,0.0515182,0.0690803,0.0227475,0.0162146,0.0205849,0.0132398,0.0263916,0.0248844,0.0090818,0.00586924,0.0163134,0.0286564,0,0,0,0,0,0,0,0,0,0.0109004,0.0283791,0,0,0
87,0.0345261,0.0191469,0,0,0,0.0260628,0.0156903,0.010495,0,0,0.0264807,0,0.0259948,0.00402706,0.0331739,0.0116099,0.0244844,0.00697115,0.00829661,0.0213627,0.0258798,0.0263466,0.0239461,0.0528413,0.00583019,0.0108234,0.00491275,0.0371754,0.0372379,0.0201004,0.0210057,0.00477407,0.0306958,0.0038643,0.0362576,0.0150406,0.0291843,0,0,0.0431046,0,0.00837192,0.0129866,0.0800595,0.0308651,0.0785317,0.0221723,0.00670007,0.0200022,0.0227593,0.0507813,0.0681473,0.0232645,0.0166472,0.0208907,0.014299,0.0275411,0.0246502,0.00913579,0.00568789,0.0162952,0.0284931,0,0,0,0,0,0,0,0,0,0.0110905,0.0280113,0,0,0
88,0.0342954,0.0190334,0,0,0,0.0267141,0.0158906,0.0103645,0,0,0.0267364,0,0.0257604,0.00424403,0.0328688,0.0112566,0.0245149,0.00705075,0.00868617,0.0209183,0.026123,0.026553,0.0240008,0.0528853,0.0056812,0.010682,0.00482142,0.03704,0.0379614,0.0202911,0.0209494,0.00474996,0.0313062,0.00381697,0.0364028,0.0149751,0.028905,0,0,0.043323,0,0.00832256,0.0129959,0.0801952,0.0310474,0.0780968,0.0212374,0.00693425,0.0195047,0.0223274,0.0497033,0.0668599,0.0234903,0.0168503,0.0212304,0.0151416,0.0285013,0.0245099,0.00925974,0.00554082,0.0162069,0.0282925,0,0,0,0,0,0,0,0,0,0.0112015,0.0272064,0,0,0
89,0.0334075,0.0183376,0,0,0,0.0271669,0.0158968,0.01039,0,0,0.0264679,0,0.0257242,0.00402581,0.0326602,0.0108877,0.0245527,0.00711159,0.00915488,0.0207964,0.0263817,0.0267879,0.0240904,0.0529441,0.00568047,0.0105182,0.00468969,0.0368922,0.0385964,0.0200367,0.0208979,0.0047351,0.031266,0.00375198,0.0359156,0.0148985,0.0282423,0,0,0.0428046,0,0.00825831,0.0128971,0.0803516,0.0308586,0.0778479,0.0202613,0.00714121,0.0190999,0.0220404,0.0485971,0.0656636,0.0231554,0.0170842,0.0211863,0.0153656,0.0290139,0.0239408,0.00941598,0.00548383,0.0155409,0.0276329,0,0,0,0,0,0,0,0,0,0.011265,0.0263414,0,0,0
90,0.0324682,0.0176266,0,0,0,0.0275309,0.0159197,0.0105659,0,0,0.0261668,0,0.0256531,0.00390454,0.0324909,0.0105631,0.0245923,0.00720104,0.00957982,0.0206118,0.0266279,0.0270468,0.0241965,0.0529619,0.00558995,0.0103629,0.00448141,0.0367102,0.0392364,0.0198325,0.0208353,0.00471282,0.0306355,0.00369678,0.0348092,0.0148735,0.0275445,0,0,0.0423244,0,0.00823144,0.0129154,0.0803906,0.0302281,0.0776979,0.0190591,0.00728394,0.018651,0.0214812,0.0475669,0.0645437,0.0223299,0.0173258,0.0208765,0.0150189,0.0288086,0.0234886,0.00953288,0.00536631,0.0148504,0.0269322,0,0,0,0,0,0,0,0,0,0.0113579,0.0254484,0,0,0
91,0.0301736,0.015849,0,0,0,0.0276666,0.0157676,0.0108195,0,0,0.0253311,0,0.0258076,0.00367618,0.0322979,0.0104875,0.0245834,0.00720397,0.0100521,0.0206202,0.0269435,0.0274151,0.0244026,0.0529347,0.00541076,0.0102017,0.00428602,0.0365476,0.0398295,0.0193596,0.0207736,0.00480479,0.0293012,0.0035038,0.033303,0.0146535,0.0256315,0,0,0.0397902,0,0.00806041,0.0122357,0.0804713,0.0298707,0.0780097,0,0.00731126,0.0182553,0.0204821,0.0464151,0.0633103,0.0215352,0.0176706,0.0209425,0.0149114,0.0275624,0.0213159,0.00940056,0.00558345,0.0133116,0.0252171,0,0,0,0,0,0,0,0,0,0.0114668,0.0243389,0,0,0
92,0.0296139,0.0152625,0,0,0,0.02785,0.0158877,0.0113335,0,0,0.0253778,0,0.0256316,0.00373182,0.0322178,0.0103145,0.0244867,0.00730041,0.0104139,0.0203141,0.0271277,0.0276791,0.0245122,0.0528114,0.00509357,0.00996429,0.00415252,0.0363468,0.0402369,0.0193221,0.0207237,0.00475499,0.0274067,0.00347296,0.0310693,0.0149835,0.0250929,0,0,0.039695,0,0.00801663,0.012186,0.0801022,0.0288768,0.0777139,0.0163704,0.00747871,0.0177268,0.0200426,0.0454643,0.0621977,0.0199859,0.0177456,0.0201311,0.0139876,0.0261385,0.0211678,0.00937308,0.00539673,0.0129124,0.0247357,0,0,0,0,0,0,0,0,0,0.0115758,0.0232377,0,0,0
93,0.028974,0.0147076,0,0,0,0.0280863,0.0160206,0.0117101,0,0,0.0253938,0,0.0254618,0.00376318,0.0321766,0.010164,0.0244296,0.00736215,0.0106428,0.0200971,0.027348,0.027983,0.0246421,0.0526992,0.00483648,0.00972542,0.00406071,0.0361933,0.040432,0.0192866,0.020673,0.00469584,0.0256175,0.00346487,0.0289919,0.0150924,0.0244275,0,0,0.0395002,0,0.00797096,0.0122408,0.0800294,0.0280607,0.0776405,0.0147924,0.00763477,0.0171323,0.0192213,0.0443491,0.0607288,0.0186828,0.0180962,0.0196333,0.0135863,0.0247147,0.0210489,0.00942294,0.00518923,0.012489,0.0240892,0,0,0,0,0,0,0,0,0,0.0115621,0.0219107,0,0,0
94,0.0284432,0.0143024,0,0,0,0.0284071,0.0161443,0.0120415,0,0,0.0254008,0,0.0252828,0.00382972,0.0320911,0.0100848,0.0244058,0.00738702,0.0107891,0.0197552,0.0276018,0.0283156,0.0247612,0.0525873,0.00458852,0.00952607,0.00393218,0.0360587,0.0405984,0.0192115,0.020616,0.00464349,0.0241358,0.00346227,0.0269304,0.0151825,0.0238229,0,0,0.0394381,0,0.00792743,0.0123455,0.0800404,0.0274956,0.0776375,0.0127457,0.00774259,0.0166032,0.0179889,0.0430176,0.059034,0.0175259,0.0183904,0.0191571,0.0135317,0.0234733,0.0209066,0.00948815,0.00504015,0.0121376,0.0234965,0,0,0,0,0,0,0,0,0,0.0114874,0.0202515,0,0,0
95,0.0280485,0.0140335,0,0,0,0.0285805,0.0162852,0.0122727,0,0,0.0254899,0,0.0251153,0.00390166,0.0320043,0.0101019,0.0243604,0.00745671,0.0108798,0.0195072,0.0278856,0.0287912,0.0249054,0.0524656,0.0043123,0.00931671,0.0038118,0.0359212,0.0409155,0.0191508,0.0205872,0.00458292,0.0231168,0.00349504,0.0248391,0.0152209,0.0233031,0,0,0.0393929,0,0.00791436,0.0124756,0.0800348,0.0267458,0.0777014,0.0108619,0.00777918,0.0161541,0.0171547,0.0414637,0.0572951,0.0165799,0.018821,0.0186426,0.0137774,0.0229219,0.0207503,0.00947387,0.00491226,0.011925,0.0230019,0,0,0,0,0,0,0,0,0,0.0115305,0.0184659,0,0,0
96,0.027732,0.01389,0,0,0,0.0286998,0.0164222,0.0123494,0,0,0.0255928,0,0.0249705,0.0039859,0.0319078,0.0101103,0.0243047,0.00759063,0.0108983,0.0194126,0.0281981,0.0292643,0.0250702,0.0523265,0.00402318,0.00905442,0.00366856,0.0357837,0.0411852,0.0191643,0.0205689,0.00455817,0.0225433,0.00356538,0.0230292,0.0151792,0.0228126,0,0,0.039378,0,0.00792154,0.0125829,0.0799605,0.0263103,0.0778249,0.00931033,0.00776588,0.0157019,0.0160618,0.0396218,0.0553161,0.016047,0.0193286,0.018265,0.0144363,0.0232387,0.0207063,0.0094083,0.00476958,0.0118357,0.0226005,0,0,0,0,0,0,0,0,0,0.0115942,0.0164914,0,0,0
97,0.0274287,0.0138118,0,0,0,0.0289041,0.0165647,0.0122552,0,0,0.0256769,0,0.0247938,0.00415811,0.0317476,0.0101275,0.0242387,0.00774574,0.010901,0.0194115,0.0284655,0.0295631,0.025182,0.0521804,0.00370796,0.00880698,0.00349338,0.0355977,0.0414319,0.0192326,0.020528,0.00453539,0.0229212,0.00364192,0.0211128,0.0150653,0.0223493,0,0,0.0394144,0,0.00789839,0.0126186,0.079901,0.0256716,0.0779628,0.00866862,0.00778821,0.0150769,0.0148378,0.0377167,0.0533435,0.0155033,0.02007,0.0175482,0.0148744,0.0247949,0.0206316,0.00937089,0.00463462,0.0117262,0.0222508,0,0,0,0,0,0,0,0,0,0.0116916,0.0146075,0,0,0
98,0.0272684,0.0138555,0,0,0,0.0292206,0.0167514,0.0119898,0,0,0.0257074,0,0.0246287,0.00443949,0.0315442,0.0101716,0.0241521,0.00794417,0.0108567,0.019294,0.02866,0.0298373,0.0252908,0.0520081,0.0033926,0.00857069,0.00330955,0.0353687,0.041792,0.0193414,0.0204833,0.0044509,0.0242831,0.00373386,0.0191185,0.01485,0.0219963,0,0,0.0395297,0,0.00787577,0.0126112,0.0798497,0.0246382,0.0780993,0.00897663,0.00782659,0.01431,0.0135507,0.0357452,0.0513728,0.0147713,0.0210533,0.0164074,0.0149129,0.0273296,0.0206064,0.00937697,0.00447723,0.0117214,0.0219949,0,0,0,0,0,0,0,0,0,0.0117761,0.0127461,0,0,0
99,0.0264293,0.0132728,0,0,0,0.0296415,0.0166956,0.0116022,0,0,0.0252282,0,0.0247118,0.00428255,0.0313072,0.0102588,0.0241021,0.00813063,0.0108925,0.0191482,0.0288476,0.0301107,0.025379,0.0518473,0.00311088,0.00840363,0.00310156,0.03513,0.042403,0.0189407,0.0204587,0.00443837,0.026172,0.00372617,0.0174737,0.0144785,0.0212255,0,0,0.0387557,0,0.00782495,0.0123824,0.0798289,0.023556,0.0783809,0.00990615,0.00781133,0.0139686,0.0122097,0.0335997,0.0493775,0.0139827,0.0222008,0.014974,0.014689,0.0302649,0.0199109,0.00940693,0.00446746,0.0112441,0.0212675,0,0,0,0,0,0,0,0,0,0.0119625,0.0109158,0,0,0
100,0.02562,0.0127633,0,0,0,0.0301655,0.0167046,0.0109868,0,0,0.0249596,0,0.0248295,0.00419723,0.0310205,0.0102629,0.024031,0.00833001,0.0107811,0.0188108,0.0290076,0.0302582,0.0253766,0.0517245,0.0028391,0.00829173,0.00292314,0.0348684,0.0432199,0.0185313,0.0205051,0.00442776,0.0278715,0.00372553,0.0165993,0.0138637,0.0204894,0,0,0.0379857,0,0.00775223,0.0121851,0.0797964,0.0231852,0.0787433,0.01149,0.00777893,0.0137081,0.0104485,0.031009,0.0470355,0.0135807,0.0234048,0.013673,0.0146916,0.0325618,0.0192388,0.00940846,0.00448658,0.0108682,0.0206181,0,0,0,0,0,0,0,0,0,0.0120404,0.00899524,0,0,0
101,0.0237039,0.0113962,0,0,0,0.0305682,0.016588,0.0103668,0,0,0.0242807,0,0.0251989,0.00396978,0.0308341,0.0104115,0.0239544,0.00850009,0.0106998,0.0189448,0.0292987,0.0304748,0.0254395,0.0516176,0.00256283,0.00809806,0.00272251,0.0346207,0.0440012,0.0180352,0.020631,0.00445575,0.0297434,0.00350004,0.0162785,0.0131414,0.0185957,0,0,0.0351601,0,0.007505,0.0113984,0.0797303,0.0231819,0.0793049,0.0133072,0.00756681,0.0140878,0.00863685,0.028355,0.0447877,0.0130849,0.0248225,0.0120452,0.014398,0.0346752,0.0168672,0.00936649,0.00474992,0.00976244,0.019134,0,0,0,0,0,0,0,0,0,0.0120474,0.00721089,0,0,0
102,0.0233465,0.0112816,0,0,0,0.0307276,0.0166855,0.00979202,0,0,0.0242115,0,0.025167,0.00397213,0.03053,0.0105589,0.0238313,0.00872036,0.0104295,0.0187424,0.0295247,0.0308088,0.0254742,0.0514542,0.00217245,0.00773927,0.00256264,0.0344159,0.0443358,0.0179747,0.0206236,0.00441404,0.0316412,0.00352666,0.016816,0.0124401,0.0181336,0,0,0.0347682,0,0.00747311,0.011299,0.0795228,0.0236621,0.0796473,0.0151569,0.00744167,0.0137403,0.00760842,0.0258644,0.042662,0.0124337,0.0264414,0.010152,0.0137357,0.0365623,0.016493,0.00936503,0.00465503,0.00970434,0.0188199,0,0,0,0,0,0,0,0,0,0.0119611,0.00594635,0,0,0
103,0.0230382,0.0111577,0,0,0,0.0308487,0.0167136,0.00922777,0,0,0.0241816,0,0.0250418,0.00388513,0.0302095,0.0108368,0.0237069,0.00895802,0.0101242,0.0184956,0.0297124,0.0311588,0.0254889,0.0513062,0.00172507,0.0074085,0.00242601,0.0341786,0.0446432,0.0179011,0.0205318,0.00443905,0.0334959,0.00356411,0.018283,0.0116699,0.0176781,0,0,0.0344172,0,0.00739548,0.0111963,0.0792945,0.0248403,0.0799686,0.0169671,0.00731444,0.0133478,0.00674301,0.0235334,0.0406705,0.0118347,0.028192,0.00815808,0.0128365,0.037875,0.0162535,0.00927406,0.00457281,0.00958277,0.0185291,0,0,0,0,0,0,0,0,0,0.0119957,0.0056051,0,0,0
104,0.0227759,0.0110577,0,0,0,0.0308363,0.0167256,0.00866905,0,0,0.0241728,0,0.0248944,0.00380401,0.0301592,0.0112253,0.0235396,0.009226,0.00961723,0.0180216,0.0298935,0.0314454,0.0256222,0.0510982,0.00132347,0.00710234,0.00231849,0.0339042,0.0448339,0.0178564,0.020421,0.00444301,0.0351768,0.00361864,0.0203363,0.0106921,0.0172953,0,0,0.0341048,0,0.00731837,0.0110683,0.0790656,0.0264972,0.0803767,0.018519,0.00713445,0.0129747,0.00605207,0.0213749,0.0388315,0.0112972,0.0300434,0.00605796,0.0116886,0.0387402,0.0161418,0.00915402,0.00450446,0.00947594,0.0182918,0,0,0,0,0,0,0,0,0,0.0119192,0.00581419,0,0,0
105,0.022532,0.0109308,0,0,0,0.03084,0.0167738,0.0081318,0,0,0.024181,0,0.0247956,0.00373637,0.0301545,0.0117777,0.0233613,0.00948907,0.00903322,0.0175963,0.0300963,0.0316105,0.0256639,0.0508686,0.000970246,0.00688096,0.00219872,0.033592,0.0450677,0.017841,0.0203731,0.00444056,0.0365418,0.00369121,0.0229282,0.00980984,0.0169883,0,0,0.0338091,0,0.00729559,0.0109725,0.0788859,0.0285354,0.0807674,0.0201607,0.00691759,0.012614,0.00592636,0.0196146,0.0371196,0.0113099,0.0320344,0.00432839,0.0108105,0.0390288,0.0160233,0.00903481,0.00441208,0.00937409,0.0180713,0,0,0,0,0,0,0,0,0,0.0117394,0.00697776,0,0,0
106,0.0223409,0.0108211,0,0,0,0.030901,0.0168573,0.00774847,0,0,0.0242166,0,0.0247233,0.00369451,0.0301445,0.0123505,0.0231704,0.00978598,0.00850542,0.0172342,0.0302847,0.0315868,0.0255432,0.0506245,0.000689423,0.00671542,0.00214664,0.0332452,0.0454135,0.0178594,0.0203679,0.00441049,0.0378965,0.0037564,0.0259565,0.00911211,0.0168536,0,0,0.0335909,0,0.00726527,0.0109187,0.0787907,0.0309531,0.0810367,0.0216706,0.00674968,0.012216,0.00688135,0.0184558,0.0358413,0.0116714,0.034059,0.00337949,0.0100642,0.0392736,0.0160215,0.00889424,0.00432587,0.0092498,0.017862,0,0,0,0,0,0,0,0,0,0.0116265,0.00891457,0,0,0
107,0.0222273,0.0107529,0,0,0,0.0309719,0.0169431,0.00743263,0,0,0.0243056,0,0.0246702,0.00372187,0.030063,0.0131444,0.0229502,0.0100992,0.00803253,0.0168484,0.030464,0.0317503,0.0254603,0.0503725,0.000572381,0.00658837,0.00215619,0.0328883,0.0457007,0.0179414,0.0203598,0.00436374,0.0392135,0.00383556,0.0290037,0.00847468,0.0167283,0,0,0.0336354,0,0.00721819,0.0108806,0.0786667,0.0335029,0.0812203,0.0232144,0.00667466,0.0118233,0.00817558,0.0177174,0.035078,0.0124415,0.036057,0.00375641,0.00965924,0.0395712,0.0161646,0.00874004,0.00426363,0.00915594,0.0177078,0,0,0,0,0,0,0,0,0,0.0114999,0.0098816,0,0,0
108,0.022243,0.0107563,0,0,0,0.0309973,0.0170378,0.00718968,0,0,0.0244782,0,0.0246453,0.00381118,0.0299173,0.0141529,0.0227212,0.0104299,0.00756785,0.01653,0.0306549,0.0320532,0.025495,0.0500862,0.000791648,0.00647361,0.00225601,0.0325344,0.0458417,0.0180389,0.020349,0.00434421,0.0405931,0.00392727,0.0318658,0.00794067,0.0166616,0,0,0.033878,0,0.00719026,0.0109039,0.078603,0.0358866,0.0813417,0.0244878,0.00665443,0.0114615,0.00914488,0.0174104,0.0348476,0.0131924,0.037854,0.00498473,0.00923862,0.0398776,0.0164805,0.00862439,0.00418258,0.0091596,0.0176925,0,0,0,0,0,0,0,0,0,0.0113942,0.0109379,0,0,0
109,0.0194043,0.00861551,0,0,0,0.0315919,0.0166116,0.00708878,0,0,0.0233534,0,0.0251655,0.00348563,0.0298888,0.0152591,0.0225313,0.0105313,0.00750152,0.016997,0.0308395,0.0323489,0.0255824,0.0498835,0.00117942,0.00658367,0.00244277,0.0321194,0.0469562,0.0173999,0.020376,0.00440166,0.0419996,0.00353479,0.0342154,0.00755069,0.0138293,0,0,0.0299792,0,0.00681307,0.00995833,0.0786889,0.0375926,0.0817582,0.0257112,0.0064075,0.0132353,0.00968825,0.0173586,0.0349206,0.0139167,0.0394129,0.00617085,0.00890223,0.0405315,0.0132442,0.00849899,0.00469299,0.00760683,0.015422,0,0,0,0,0,0,0,0,0,0.0112785,0.0130489,0,0,0
110,0.0191251,0.00844877,0,0,0,0.0318511,0.0166085,0.00708148,0,0,0.0232674,0,0.0252377,0.00347141,0.0297985,0.0166586,0.0223356,0.01081,0.00727985,0.0166923,0.0309798,0.032665,0.0256156,0.0496398,0.0016896,0.00663668,0.00269761,0.0317004,0.047773,0.0173451,0.0203836,0.00436751,0.0427975,0.00356117,0.0355695,0.00729653,0.0135325,0,0,0.0298302,0,0.0067741,0.00989619,0.0787066,0.0388348,0.081828,0.0266325,0.0063626,0.0131544,0.0101207,0.0173207,0.0352258,0.0143557,0.0405644,0.00709238,0.0086088,0.0409596,0.0132904,0.00842683,0.00471515,0.00753589,0.0151188,0,0,0,0,0,0,0,0,0,0.0112412,0.0141791,0,0,0
111,0.0188267,0.0082726,0,0,0,0.0321046,0.0166064,0.0070887,0,0,0.0231509,0,0.0253244,0.0034733,0.0296693,0.0183181,0.0221383,0.0110839,0.00721211,0.0168293,0.031091,0.0328965,0.0256425,0.0494173,0.00225683,0.00680602,0.00305043,0.0312168,0.0487696,0.0172336,0.020397,0.00432257,0.0433707,0.00357802,0.0364281,0.00727814,0.0132619,0,0,0.0298147,0,0.00674976,0.00984735,0.0787861,0.0398718,0.081789,0.0269304,0.00636206,0.0130828,0.010095,0.0172649,0.0356575,0.0144127,0.0411459,0.00779391,0.00828768,0.0414599,0.0133733,0.0083964,0.00472069,0.00744164,0.0147687,0,0,0,0,0,0,0,0,0,0.0112734,0.0142919,0,0,0
112,0.0185113,0.00809518,0,0,0,0.0325033,0.0166072,0.00706487,0,0,0.0230319,0,0.0253786,0.00342156,0.0294849,0.020171,0.0219251,0.0113424,0.00723813,0.0167846,0.0311732,0.0330862,0.0256467,0.0492037,0.00287951,0.0070786,0.00351448,0.0306569,0.0498622,0.0170986,0.0204079,0.00427268,0.0434211,0.00360141,0.0364672,0.00724328,0.0129311,0,0,0.0298061,0,0.00669273,0.009801,0.0788643,0.0407307,0.0816777,0.0268917,0.00637978,0.0129384,0.00972498,0.0172005,0.0359757,0.014379,0.0412589,0.00797374,0.00823534,0.0417366,0.0134501,0.00835395,0.00474683,0.00728439,0.0143725,0,0,0,0,0,0,0,0,0,0.0113203,0.0143595,0,0,0
113,0.018175,0.00794433,0,0,0,0.0330601,0.0166478,0.00702749,0,0,0.0228466,0,0.0254161,0.00336722,0.0292248,0.0221523,0.0217185,0.0116186,0.00729192,0.0165777,0.0311952,0.0332208,0.0256204,0.048987,0.0035635,0.00752239,0.00405765,0.0300319,0.0511213,0.0169608,0.0204152,0.00422317,0.0425855,0.0036418,0.0356468,0.00716824,0.0125521,0,0,0.0297034,0,0.00659743,0.00983527,0.0788397,0.0409162,0.0815383,0.0269258,0.00633326,0.012723,0.00925944,0.0172074,0.0361512,0.0144456,0.041042,0.00722517,0.00869184,0.0409953,0.0135209,0.00827191,0.00476619,0.00715297,0.0139667,0,0,0,0,0,0,0,0,0,0.0114221,0.0144354,0,0,0
114,0.0178454,0.00783396,0,0,0,0.0337087,0.0166745,0.00703411,0,0,0.0226516,0,0.0254388,0.0033618,0.0290647,0.0242786,0.021563,0.0119647,0.00737072,0.0165853,0.0311268,0.0332926,0.0255383,0.0487335,0.00429063,0.00809757,0.00465834,0.0293687,0.0525285,0.0168139,0.0203923,0.00417667,0.0415908,0.00369247,0.0348052,0.00710885,0.0121511,0,0,0.029499,0,0.00654816,0.00995242,0.0788311,0.0398507,0.0813562,0.0264757,0.00619425,0.0124977,0.0084515,0.0172058,0.0365409,0.014242,0.0402658,0.00626382,0.00911017,0.0403046,0.0135725,0.00820224,0.00473534,0.00705114,0.0135871,0,0,0,0,0,0,0,0,0,0.0115858,0.0137874,0,0,0
115,0.0176434,0.00777501,0,0,0,0.034247,0.016708,0.00699454,0,0,0.022522,0,0.0254591,0.0033847,0.028828,0.0267152,0.0214295,0.0122729,0.00747587,0.0165294,0.0309787,0.0333924,0.0254079,0.0484824,0.00502144,0.00872618,0.00533736,0.0287069,0.0538339,0.0166569,0.0203785,0.00411314,0.040688,0.00375105,0.0338138,0.00706807,0.011804,0,0,0.0293553,0,0.00651506,0.00989416,0.0790213,0.0380356,0.0810504,0.0257457,0.00614617,0.0122392,0.00754109,0.017438,0.0370622,0.0138754,0.039132,0.00510548,0.0094935,0.0398211,0.0136959,0.0080746,0.00468144,0.00696755,0.0132479,0,0,0,0,0,0,0,0,0,0.011838,0.012988,0,0,0
116,0.0174527,0.00773581,0,0,0,0.0345684,0.0167379,0.00674712,0,0,0.0223597,0,0.0255228,0.00336785,0.0285393,0.029344,0.0211912,0.0125441,0.0076214,0.0164255,0.0308067,0.0334796,0.0252654,0.0481663,0.00582768,0.00937862,0.00603998,0.0280444,0.0548988,0.0165514,0.0203894,0.00405384,0.0402588,0.00383532,0.0328626,0.0069088,0.0114509,0,0,0.0293552,0,0.00642679,0.00978946,0.0793213,0.0367311,0.0806172,0.0250997,0.00618481,0.011871,0.00682775,0.0180665,0.0378638,0.0137917,0.0379769,0.00366429,0.0102775,0.0393563,0.0139112,0.00786132,0.00465682,0.00687884,0.0129397,0,0,0,0,0,0,0,0,0,0.0121193,0.0115764,0,0,0
