Timestep,C7,CLAV,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_B,IMUL_L
73,0.0291978,0.0259345,0,0,0,0,0.0253993,0.0209482,0.0149202,0.0799136,0,0,0.0463389,0,0.0251805,0.0211973,0.0336713,0.02727,0.0317936,0.0433744,0.0513139,0.049722,0.0392258,0.0419105,0.0396754,0.063545,0.0235402,0.0237033,0.0183442,0.0222623,0.0346841,0.0501037,0.0186204,0.00464034,0.0218483,0.0179207,0.0342948,0.123628,0.034513,0,0,0.0647619,0,0.0209029,0.0272017,0.0493771,0.0538116,0.0368928,0.0889781,0.0393288,0.0407795,0.0451807,0.0219052,0.0378725,0.0562624,0.0348451,0.00928872,0.0267543,0.0323185,0.0304188,0.0429031,0.0186714,0.0107257,0.025575,0.0384793,0,0,0,0,0,0,0,0,0,0
74,0.0292252,0.0260472,0,0,0,0,0.024284,0.0209441,0.01401,0.0786716,0,0,0.0464167,0,0.0251561,0.0212987,0.0343371,0.022194,0.031704,0.0460956,0.0506389,0.0498793,0.0390165,0.0417046,0.0395981,0.0629204,0.0249786,0.0245017,0.018618,0.0228603,0.0314159,0.0502602,0.0186404,0.00464145,0.022445,0.0178459,0.0346768,0.122254,0.0343477,0,0,0.0644767,0,0.0207711,0.0271092,0.0494463,0.054606,0.0367888,0.0886899,0.0389309,0.0407872,0.0448207,0.0217801,0.0380545,0.0558893,0.0351329,0.00940315,0.0268635,0.0324719,0.0319522,0.0428696,0.0186484,0.0107395,0.0255824,0.0384589,0,0,0,0,0,0,0,0,0,0
75,0.0291957,0.0261437,0,0,0,0,0.0237751,0.0209168,0.0156097,0.0772907,0,0,0.0464605,0,0.0252147,0.0215573,0.0349055,0.0206671,0.0316606,0.0483828,0.0499256,0.0500465,0.0389217,0.0413806,0.0398151,0.06274,0.0269995,0.0261958,0.0202757,0.0230461,0.02978,0.050401,0.0186787,0.00473548,0.0231714,0.0177953,0.0350992,0.12065,0.0341752,0,0,0.0642701,0,0.0206442,0.0271885,0.0494759,0.0555583,0.0367998,0.0885662,0.0385455,0.0407475,0.0444117,0.021585,0.0383502,0.0554881,0.035512,0.00955688,0.0270408,0.032745,0.0336603,0.0428042,0.0187165,0.0107326,0.0255838,0.0383803,0,0,0,0,0,0,0,0,0,0
76,0.0292239,0.0263316,0,0,0,0,0.034624,0.0208831,0.0300302,0.0756842,0,0,0.046635,0,0.0252948,0.0218575,0.0352287,0.0377495,0.0317665,0.0488924,0.049033,0.0502441,0.0388208,0.0407065,0.039833,0.0628665,0.0313313,0.0318472,0.0283335,0.0221271,0.042743,0.050659,0.0186993,0.00486937,0.0237381,0.0177985,0.0354965,0.118815,0.0340217,0,0,0.0639366,0,0.0206033,0.027181,0.0493966,0.0565581,0.0367521,0.0884587,0.0381064,0.0406612,0.0440403,0.0212824,0.0386524,0.0550776,0.0359121,0.0097556,0.0272429,0.0330591,0.0352832,0.0426361,0.0187093,0.010737,0.0256576,0.0383059,0,0,0,0,0,0,0,0,0,0
77,0.0292556,0.0265329,0,0,0,0,0.0447974,0.0208797,0.0404783,0.0742616,0,0,0.0467928,0,0.0251841,0.0219665,0.0354813,0.0498881,0.0318416,0.0488886,0.0481691,0.050446,0.0391622,0.0405421,0.0398249,0.0629868,0.0340781,0.0355247,0.0337365,0.022723,0.0530511,0.0509422,0.0186602,0.00483046,0.0244057,0.0178466,0.0359804,0.116993,0.0338808,0,0,0.0636771,0,0.0206839,0.0272177,0.0493556,0.0574014,0.036736,0.088448,0.0377782,0.0405916,0.0438244,0.0210675,0.0389414,0.0548336,0.0362827,0.00993316,0.0274152,0.0332978,0.0369532,0.0424552,0.0186579,0.0107944,0.0257904,0.0381991,0,0,0,0,0,0,0,0,0,0
78,0.0292851,0.026725,0,0,0,0,0.0503459,0.0209396,0.0459853,0.0732205,0,0,0.0468926,0,0.0249934,0.0218313,0.0355664,0.0566207,0.0319074,0.0484315,0.0474598,0.050626,0.039564,0.0408025,0.0399345,0.0630668,0.0353941,0.0373237,0.0364596,0.0233217,0.058436,0.051163,0.0186088,0.00479073,0.0253642,0.0178869,0.0366454,0.115393,0.0337262,0,0,0.0634945,0,0.0207819,0.0271398,0.0494129,0.0581699,0.0368054,0.0886904,0.0375452,0.0405432,0.043743,0.0209687,0.0392461,0.0548153,0.0366695,0.0100866,0.0276257,0.0335123,0.0387076,0.0423571,0.0186398,0.0108252,0.0259605,0.0380402,0,0,0,0,0,0,0,0,0,0
79,0.0293423,0.0269225,0,0,0,0,0.0504169,0.0210519,0.0463462,0.0726388,0,0,0.0468988,0,0.0248178,0.0215231,0.0354614,0.0573912,0.0319925,0.0478084,0.0469052,0.0507705,0.039913,0.0412371,0.040152,0.0630418,0.0353858,0.0372884,0.036494,0.0233624,0.058347,0.0512836,0.0185824,0.0048393,0.026506,0.017905,0.0374252,0.114188,0.0335861,0,0,0.0631567,0,0.0208231,0.0271012,0.0495562,0.0589737,0.0369905,0.0892455,0.0374296,0.0404828,0.043561,0.0209739,0.039765,0.0549465,0.0372293,0.0103152,0.0279754,0.0338486,0.0404001,0.042296,0.0185518,0.0108305,0.0261845,0.0378577,0,0,0,0,0,0,0,0,0,0
80,0.029404,0.0271277,0,0,0,0,0.0456192,0.0211692,0.042232,0.0724711,0,0,0.0467813,0,0.0246934,0.0212945,0.0352835,0.0523761,0.0319905,0.047459,0.0464447,0.0508376,0.0401997,0.0417352,0.040447,0.0630493,0.0342098,0.0356458,0.0341412,0.0228804,0.0531998,0.0512923,0.0185647,0.0049346,0.0274775,0.0178871,0.0383731,0.113298,0.03348,0,0,0.0629127,0,0.0207887,0.0270182,0.0497811,0.0600085,0.0372387,0.0900794,0.0376082,0.0403919,0.0431155,0.0210873,0.0405244,0.0551421,0.0381243,0.0108064,0.0286315,0.0345316,0.0419108,0.0422601,0.0184377,0.0107812,0.0264428,0.0376927,0,0,0,0,0,0,0,0,0,0
81,0.0294879,0.0273697,0,0,0,0,0.0371731,0.0212441,0.0345861,0.0725602,0,0,0.0466568,0,0.0245872,0.0213017,0.0351131,0.0427492,0.0318726,0.0476004,0.0460098,0.0508958,0.0405139,0.042386,0.0409175,0.0632551,0.0320969,0.0327148,0.0297696,0.0224623,0.0441039,0.0512682,0.0185252,0.00488982,0.0285374,0.017844,0.0395179,0.112648,0.0333518,0,0,0.0627643,0,0.0206917,0.0268781,0.0501389,0.0607862,0.0375332,0.0910148,0.038005,0.0402605,0.0430168,0.0212422,0.0413052,0.0554914,0.038968,0.01131,0.0292125,0.0350605,0.0436918,0.0422032,0.0183675,0.0107302,0.0267268,0.0375781,0,0,0,0,0,0,0,0,0,0
82,0.0295662,0.0275954,0,0,0,0,0.0269315,0.0213099,0.0241669,0.0728062,0,0,0.0464276,0,0.0243614,0.0214247,0.0348741,0.0314203,0.0316093,0.0479648,0.0456295,0.0509368,0.041136,0.043193,0.0415465,0.063745,0.0289673,0.0285703,0.0237097,0.0229304,0.0330425,0.0512296,0.0184485,0.00479749,0.029892,0.0177996,0.0408016,0.112234,0.033176,0,0,0.0624258,0,0.0206067,0.0266052,0.050604,0.0613006,0.0378732,0.0920925,0.0383585,0.0400994,0.0431286,0.021448,0.0421707,0.0559034,0.0398713,0.0118532,0.0297915,0.0355674,0.045746,0.0420892,0.0183153,0.0106389,0.0270067,0.0374977,0,0,0,0,0,0,0,0,0,0
83,0.0295868,0.0277205,0,0,0,0,0.0193703,0.0214005,0.0139405,0.0732096,0,0,0.0461383,0,0.0240706,0.021544,0.0346023,0.0215196,0.0312395,0.0483513,0.0454202,0.0508801,0.0417659,0.0441866,0.0424367,0.0645018,0.0252641,0.0239879,0.0170567,0.0245581,0.0231457,0.0511196,0.0183587,0.00492498,0.0317556,0.0177703,0.0422267,0.112095,0.0329554,0,0,0.0618101,0,0.0205967,0.0261764,0.0511573,0.0616131,0.0382969,0.0933516,0.0386909,0.0399121,0.0433524,0.0216841,0.0430949,0.0564422,0.0407905,0.0124454,0.0303122,0.0360121,0.0481377,0.0419162,0.0182945,0.0106053,0.0272308,0.0373829,0,0,0,0,0,0,0,0,0,0
84,0.0295582,0.0278203,0,0,0,0,0.0207816,0.0215044,0.0152421,0.0735633,0,0,0.0458501,0,0.0237829,0.0215003,0.0341797,0.0253611,0.0308488,0.0474164,0.0452703,0.0507844,0.0420536,0.044974,0.043279,0.0654732,0.0232172,0.0225482,0.0156617,0.0245914,0.0257243,0.0509821,0.0182722,0.00501518,0.033644,0.0177282,0.0437274,0.112096,0.0326926,0,0,0.0613533,0,0.0205879,0.0259509,0.0517096,0.0618468,0.0387111,0.0946755,0.03887,0.0397207,0.0435326,0.0219412,0.0441249,0.0570741,0.0418307,0.013206,0.030897,0.0365761,0.0505155,0.0417566,0.0182291,0.0106127,0.0274223,0.0372929,0,0,0,0,0,0,0,0,0,0
85,0.02953,0.0280034,0,0,0,0,0.0219951,0.0215988,0.0178713,0.0739608,0,0,0.0455288,0,0.0235007,0.0212355,0.0337828,0.028304,0.0305199,0.0458073,0.0451608,0.0507285,0.0424541,0.0458862,0.0439405,0.0662033,0.0212158,0.0214671,0.0151886,0.0247463,0.0280529,0.0508267,0.0181913,0.00466824,0.0355519,0.0176604,0.0453469,0.112169,0.0324176,0,0,0.0608506,0,0.0205516,0.0258854,0.0521685,0.062071,0.0390793,0.0959753,0.0389844,0.0395112,0.0437266,0.0222312,0.0452345,0.057787,0.0430161,0.0141088,0.031567,0.0372767,0.0528669,0.0415252,0.0180877,0.0105865,0.0276088,0.0372478,0,0,0,0,0,0,0,0,0,0
86,0.0295288,0.0282076,0,0,0,0,0.0224889,0.0217157,0.0197771,0.0744483,0,0,0.0451687,0,0.0231512,0.020898,0.0335019,0.029975,0.0304325,0.0431951,0.0450811,0.0507204,0.0429415,0.0466988,0.0441145,0.0662979,0.0200661,0.0209859,0.0156775,0.0248447,0.0289157,0.0506583,0.0181188,0.00457538,0.0376837,0.0176009,0.0470961,0.1123,0.032162,0,0,0.0604225,0,0.0205261,0.0256945,0.0524863,0.0621513,0.0393922,0.0971986,0.0391098,0.0393145,0.0439703,0.0225738,0.0462823,0.0585831,0.0442142,0.0150729,0.0321361,0.0378878,0.0553173,0.0413178,0.0178693,0.0105509,0.0278537,0.0371953,0,0,0,0,0,0,0,0,0,0
87,0.0295446,0.0284372,0,0,0,0,0.0218001,0.0218108,0.0193936,0.0749701,0,0,0.0448729,0,0.0228163,0.020656,0.0333456,0.030514,0.0305991,0.0403993,0.0449878,0.0507479,0.0434461,0.0474185,0.0437465,0.0657535,0.0200826,0.0211105,0.0164595,0.0245357,0.0282715,0.0504687,0.0180401,0.00467781,0.0399894,0.0175282,0.0489116,0.112363,0.0319431,0,0,0.0599361,0,0.0204931,0.0253663,0.0527322,0.0619766,0.0397136,0.0983816,0.0391571,0.0390572,0.0441586,0.022956,0.0473444,0.0594176,0.0454372,0.0160399,0.0325602,0.0384038,0.0580155,0.0410797,0.01769,0.0104395,0.0281344,0.0371024,0,0,0,0,0,0,0,0,0,0
88,0.0295131,0.0286352,0,0,0,0,0.0205402,0.0218796,0.0174555,0.0755462,0,0,0.0447196,0,0.0225232,0.0205316,0.0329957,0.0304335,0.0309434,0.0387811,0.0449107,0.0507711,0.0438573,0.0478732,0.0431183,0.0649738,0.0210902,0.0217595,0.0171694,0.0240204,0.0271074,0.0502587,0.0179694,0.00458628,0.0422077,0.017421,0.050708,0.112491,0.0317519,0,0,0.0593116,0,0.0204017,0.0250053,0.0528947,0.0615379,0.0400596,0.0994725,0.0391826,0.0387444,0.0444249,0.0234366,0.0484704,0.06024,0.0467541,0.0169934,0.0329074,0.0389227,0.0608576,0.040797,0.0174829,0.0103391,0.0284076,0.0369645,0,0,0,0,0,0,0,0,0,0
89,0.0294324,0.0288775,0,0,0,0,0.0196625,0.0218897,0.0155463,0.0760327,0,0,0.0446085,0,0.0222151,0.0205551,0.0322662,0.0306011,0.0313504,0.0393206,0.0448866,0.0508176,0.0440852,0.0478446,0.0426753,0.0643232,0.0227362,0.0229031,0.0179927,0.0236993,0.0260768,0.0501286,0.0179004,0.00452546,0.0442555,0.0173235,0.0523184,0.112526,0.0315762,0,0,0.0585203,0,0.0202843,0.0246642,0.0530061,0.0606074,0.040367,0.100442,0.0391891,0.0384308,0.0447692,0.0239868,0.0495883,0.0610085,0.0478314,0.0177694,0.0330721,0.0392345,0.0636512,0.0404459,0.0172719,0.0102571,0.0286712,0.036798,0,0,0,0,0,0,0,0,0,0
90,0.029308,0.0290667,0,0,0,0,0.0189557,0.0218814,0.0138295,0.0761685,0,0,0.0445689,0,0.0220669,0.0206949,0.0313745,0.0311075,0.0316745,0.0420102,0.0450182,0.0508912,0.0442753,0.0475875,0.0427995,0.0640662,0.0245773,0.0241212,0.0187965,0.0235415,0.0246834,0.0500727,0.0178834,0.00460041,0.046039,0.0172189,0.0535746,0.112202,0.0313689,0,0,0.0576905,0,0.0201739,0.0242417,0.0530618,0.0591714,0.0404117,0.100947,0.0392202,0.0381621,0.0450146,0.0245836,0.0507044,0.0616308,0.0485698,0.0183032,0.0329812,0.0392149,0.0660566,0.0400426,0.0169829,0.0101287,0.0289096,0.0365901,0,0,0,0,0,0,0,0,0,0
91,0.0291574,0.0292207,0,0,0,0,0.0175813,0.0218909,0.0122678,0.0759743,0,0,0.0446321,0,0.0220391,0.0208642,0.0306975,0.0318266,0.031904,0.0454959,0.0451386,0.0510294,0.0445776,0.047533,0.0431349,0.0639105,0.0262434,0.0249873,0.019593,0.0232792,0.0226119,0.0500788,0.0178934,0.00474222,0.0474181,0.0171271,0.054385,0.1115,0.0311239,0,0,0.056772,0,0.0200726,0.0239319,0.0531087,0.0571532,0.0402389,0.101066,0.0390937,0.0378871,0.0450127,0.0253119,0.0519425,0.0620583,0.0491192,0.0188392,0.0327412,0.0390432,0.0679574,0.0395627,0.0166647,0.0099925,0.0291379,0.0363468,0,0,0,0,0,0,0,0,0,0
92,0.0290894,0.0295176,0,0,0,0,0.0153622,0.0218981,0.0110582,0.0756555,0,0,0.0448007,0,0.0220152,0.0210549,0.0303332,0.0323761,0.0321788,0.0475582,0.0449204,0.0511903,0.0451267,0.0479225,0.0430216,0.063495,0.0272004,0.0251706,0.0202117,0.0226834,0.0202436,0.0501377,0.0179018,0.00472203,0.0487013,0.0170336,0.0550971,0.1106,0.0308723,0,0,0.0556623,0,0.0200104,0.0233825,0.0534116,0.054561,0.0405038,0.100873,0.0382873,0.0375496,0.0450857,0.0259993,0.0533297,0.0626255,0.0494543,0.0191738,0.0323414,0.0386093,0.069869,0.0390086,0.0162462,0.00984559,0.0295039,0.0360947,0,0,0,0,0,0,0,0,0,0
93,0.0291549,0.0299232,0,0,0,0,0.0127492,0.0218851,0.0102286,0.0754673,0,0,0.0449303,0,0.0219248,0.0211444,0.0301468,0.0324336,0.0324328,0.0468577,0.0445693,0.0512583,0.0458594,0.0487417,0.0426716,0.0629713,0.0272386,0.0247355,0.0204865,0.0215943,0.0180301,0.0501496,0.0178876,0.00476239,0.0500114,0.0169456,0.0558542,0.10986,0.0306693,0,0,0.0543853,0,0.0199925,0.0227458,0.0538484,0.0512507,0.0406011,0.100347,0.0375284,0.0372004,0.0453258,0.0266208,0.0551119,0.0633872,0.0493932,0.0191741,0.0316215,0.0376529,0.0719682,0.0383774,0.0156498,0.00972813,0.0299203,0.0359549,0,0,0,0,0,0,0,0,0,0
94,0.0292835,0.0302094,0,0,0,0,0.0101617,0.0218669,0.0099477,0.075484,0,0,0.0449458,0,0.0218112,0.0210125,0.0298888,0.0320552,0.0326599,0.0442844,0.0443451,0.0511699,0.0465536,0.0496387,0.042542,0.0626618,0.0268641,0.0240303,0.0206758,0.020303,0.0162965,0.0500229,0.0178798,0.00487154,0.0506809,0.0168142,0.0562922,0.109518,0.0304256,0,0,0.0531997,0,0.0199369,0.0222198,0.0543532,0.0478895,0.040555,0.0998416,0.0370377,0.0368798,0.0456753,0.0272615,0.056906,0.0643149,0.0489999,0.0189068,0.0307715,0.0363844,0.0733389,0.0378435,0.0151685,0.00963263,0.0303005,0.0358559,0,0,0,0,0,0,0,0,0,0
95,0.0294506,0.0303932,0,0,0,0,0.00804188,0.0217938,0.010133,0.0754305,0,0,0.0449026,0,0.0217484,0.0208124,0.0295271,0.0313,0.0328276,0.0416014,0.0441008,0.0509961,0.0469751,0.0502884,0.0426841,0.0626489,0.0265869,0.0235362,0.0207586,0.0191809,0.0149942,0.0498434,0.0179059,0.00488491,0.0508256,0.0167115,0.0565684,0.109312,0.0301662,0,0,0.0520043,0,0.0198474,0.021842,0.0549305,0.0452,0.040405,0.0992509,0.0366209,0.036652,0.0459386,0.0279823,0.0575528,0.0652674,0.0482167,0.0184746,0.0297729,0.0349497,0.073892,0.0373736,0.0148483,0.00955199,0.0305939,0.0357608,0,0,0,0,0,0,0,0,0,0
96,0.0295639,0.0305115,0,0,0,0,0.00648477,0.0216775,0.0105635,0.0751412,0,0,0.0448963,0,0.0217611,0.0208656,0.0291424,0.0300787,0.0329225,0.0399858,0.0438257,0.0507927,0.0470918,0.0505164,0.0429525,0.0628338,0.0264477,0.0234235,0.0207064,0.0183923,0.0143316,0.0497029,0.0179732,0.00506031,0.0506347,0.0166268,0.0567271,0.109144,0.0299461,0,0,0.0509032,0,0.0197373,0.0215328,0.0556568,0.0435109,0.0401851,0.0985088,0.0361482,0.036591,0.0460587,0.0287411,0.0582563,0.0662483,0.0471839,0.0178189,0.0285628,0.0331459,0.0735897,0.0369835,0.0145662,0.00949056,0.0307743,0.0356784,0,0,0,0,0,0,0,0,0,0
97,0.0295425,0.0304959,0,0,0,0,0.00591697,0.0215765,0.0110951,0.0748397,0,0,0.0448294,0,0.0218056,0.02111,0.0288154,0.028314,0.0327106,0.039596,0.0438562,0.0504681,0.0468534,0.0503516,0.0430843,0.0631164,0.0263126,0.023521,0.0205706,0.0179174,0.014484,0.0495166,0.0180352,0.00522737,0.0500524,0.0165482,0.0568045,0.109267,0.0297721,0,0,0.0503779,0,0.0196199,0.0212832,0.0566214,0.0429484,0.0398291,0.0977793,0.0357189,0.0366724,0.0462244,0.0295058,0.0594611,0.0672791,0.0460816,0.0170638,0.0272755,0.031222,0.0721174,0.0368839,0.0143749,0.00948078,0.0307832,0.0355426,0,0,0,0,0,0,0,0,0,0
98,0.0293857,0.0303035,0,0,0,0,0.00639821,0.0215139,0.0113602,0.074397,0,0,0.0447479,0,0.0217949,0.0213101,0.0285806,0.0260224,0.032189,0.0400164,0.0440444,0.0501624,0.0465517,0.0500038,0.0429473,0.063274,0.0261732,0.0236371,0.0204821,0.0176516,0.0150305,0.0493311,0.0180545,0.00523171,0.0485142,0.0164936,0.0558582,0.109321,0.0296357,0,0,0.0504687,0,0.0195409,0.0212013,0.0576568,0.0452263,0.039388,0.0968365,0.035279,0.0368561,0.0465354,0.0301861,0.0600808,0.0680823,0.0452944,0.0165263,0.0262394,0.0300426,0.0679856,0.037062,0.0143054,0.00952442,0.0306363,0.0353647,0,0,0,0,0,0,0,0,0,0
99,0.0291601,0.0299936,0,0,0,0,0.00736685,0.0214602,0.0114286,0.073641,0,0,0.0447707,0,0.0217658,0.0213629,0.0285653,0.0233666,0.0314351,0.0406859,0.0443209,0.0499463,0.0460613,0.0495931,0.0425221,0.0631375,0.0260146,0.0237561,0.0204446,0.0175021,0.0158687,0.0492337,0.0180593,0.00511309,0.047925,0.016507,0.0548558,0.109207,0.0295044,0,0,0.0509831,0,0.0195353,0.0215393,0.0585717,0.0484079,0.0387894,0.0956389,0.0347277,0.0371375,0.0474118,0.0307093,0.0604389,0.0685941,0.0446384,0.0159616,0.0251885,0.0292897,0.0640148,0.0374709,0.0142678,0.00957951,0.0303318,0.0351595,0,0,0,0,0,0,0,0,0,0
100,0.0289312,0.0296001,0,0,0,0,0.00868739,0.0214367,0.0116692,0.0725546,0,0,0.0447898,0,0.0217143,0.0211887,0.0288381,0.0206761,0.0305281,0.0410827,0.0448167,0.0497774,0.0453482,0.0492349,0.0419759,0.0626862,0.0258497,0.0238164,0.0203949,0.0174255,0.017016,0.0491779,0.0180474,0.00511468,0.0483892,0.0165394,0.0542502,0.109005,0.0294108,0,0,0.0517012,0,0.0195935,0.0218838,0.0592294,0.0524322,0.0378831,0.0941689,0.0341715,0.0374865,0.0474083,0.030979,0.0607058,0.0687765,0.0441799,0.0154364,0.0242002,0.028892,0.0603514,0.0380362,0.0141908,0.00963003,0.0299092,0.0349664,0,0,0,0,0,0,0,0,0,0
101,0.0286991,0.0291314,0,0,0,0,0.0101708,0.0214624,0.0121658,0.0713496,0,0,0.0446771,0,0.0215936,0.0208634,0.029132,0.0183719,0.029429,0.041096,0.0456441,0.0495759,0.0446,0.0490044,0.0414526,0.0620639,0.0256968,0.0238554,0.0204375,0.0173379,0.018364,0.0490347,0.0180206,0.00525228,0.0500127,0.0165933,0.0543193,0.108933,0.0294398,0,0,0.0525453,0,0.0196772,0.0222024,0.0595983,0.0572924,0.0365564,0.0925939,0.0338015,0.037903,0.0469693,0.0310693,0.060774,0.0686082,0.0439984,0.0150685,0.0233191,0.0288656,0.0573863,0.0386728,0.0140519,0.00971387,0.029443,0.0348631,0,0,0,0,0,0,0,0,0,0
102,0.0284872,0.0286495,0,0,0,0,0.011539,0.0215038,0.0126208,0.0701919,0,0,0.0445092,0,0.0214512,0.0205996,0.0293623,0.0164623,0.0285195,0.040866,0.0465846,0.0493303,0.0442793,0.0488926,0.0409735,0.0613161,0.0256758,0.0239599,0.0206101,0.0170441,0.019667,0.0488214,0.0179809,0.00522503,0.0526844,0.0166629,0.0552446,0.108982,0.0295222,0,0,0.0534962,0,0.0197761,0.0224558,0.0596876,0.0619752,0.0350642,0.0910021,0.0335663,0.0383073,0.0465785,0.0312391,0.0606814,0.0681454,0.0441413,0.0148939,0.022573,0.0291525,0.0554192,0.0393378,0.0138586,0.00978971,0.0290271,0.0347762,0,0,0,0,0,0,0,0,0,0
103,0.0283525,0.0283284,0,0,0,0,0.0124265,0.021535,0.0128753,0.0691414,0,0,0.044388,0,0.0213713,0.0205182,0.0294868,0.0146918,0.0280188,0.0405074,0.0472841,0.0490995,0.0441083,0.0488826,0.0405105,0.0604851,0.0257993,0.0241837,0.0205578,0.0164663,0.0205976,0.0486229,0.0179585,0.00503592,0.0554784,0.0166464,0.0571138,0.109126,0.0295965,0,0,0.0540904,0,0.0197066,0.0225351,0.0597077,0.0640449,0.0341541,0.0896277,0.0328505,0.0386101,0.0456624,0.0314561,0.0606722,0.0675854,0.0445758,0.0148208,0.0219669,0.0297509,0.0540346,0.0397954,0.0137803,0.00973903,0.0287811,0.0346729,0,0,0,0,0,0,0,0,0,0
104,0.0282353,0.0280562,0,0,0,0,0.0128603,0.0215498,0.0128983,0.0684066,0,0,0.0441912,0,0.0213095,0.0206152,0.0295445,0.0128774,0.0277342,0.0403392,0.0480569,0.0488153,0.0441602,0.048917,0.0401113,0.0596821,0.0261154,0.0243017,0.0207073,0.0155852,0.0213049,0.0483841,0.0179588,0.00495474,0.0571849,0.0165998,0.0593722,0.109542,0.0297008,0,0,0.0545612,0,0.0196105,0.0225766,0.0595876,0.0625032,0.0332168,0.0884631,0.0323305,0.0387949,0.0449072,0.031679,0.0609653,0.0669678,0.0448421,0.0145853,0.0212508,0.0302664,0.05229,0.0401838,0.0136435,0.0096881,0.0285848,0.0346146,0,0,0,0,0,0,0,0,0,0
105,0.0280994,0.0277965,0,0,0,0,0.0132887,0.0215608,0.0129294,0.0680199,0,0,0.0439265,0,0.021209,0.0206605,0.0295733,0.0111993,0.0275398,0.0404857,0.0489641,0.0484336,0.0445669,0.0487836,0.0397725,0.0590786,0.0265122,0.024427,0.0210388,0.0145725,0.0221068,0.0481116,0.0179478,0.00494741,0.0580847,0.0165752,0.061012,0.110245,0.0298329,0,0,0.0549667,0,0.0195369,0.0225892,0.059395,0.0593729,0.0321531,0.0874092,0.0320582,0.0388777,0.0441538,0.0320689,0.061464,0.0663668,0.0444622,0.0140356,0.0203213,0.0301958,0.0517371,0.040489,0.0135262,0.0096968,0.0284149,0.0345865,0,0,0,0,0,0,0,0,0,0
106,0.0279389,0.0275562,0,0,0,0,0.014025,0.0215633,0.0132035,0.0679682,0,0,0.0436202,0,0.0211187,0.0205941,0.029722,0.00985377,0.027418,0.0409164,0.0499009,0.0480807,0.0446812,0.0486159,0.0394685,0.0585955,0.0269704,0.0245935,0.0213937,0.0136395,0.0232311,0.0478704,0.0179449,0.0049264,0.0593765,0.0165717,0.0610846,0.111209,0.0299812,0,0,0.0555304,0,0.0195201,0.0227122,0.059192,0.0560704,0.0311704,0.0861726,0.0319925,0.0389173,0.0433252,0.0324973,0.0619982,0.0657615,0.0433615,0.0132203,0.0191755,0.0293737,0.0537162,0.0408453,0.0134455,0.00976351,0.0282812,0.0345459,0,0,0,0,0,0,0,0,0,0
107,0.0277582,0.0274069,0,0,0,0,0.0150671,0.0215933,0.0137835,0.0681578,0,0,0.043248,0,0.0210668,0.0202638,0.0300536,0.00890187,0.0273331,0.0413924,0.0507609,0.0477867,0.0444628,0.0484962,0.0392103,0.0581781,0.0273898,0.0247794,0.0215445,0.0129339,0.0246184,0.0476471,0.0179788,0.00489217,0.0614773,0.0166002,0.060331,0.112325,0.0301013,0,0,0.0560974,0,0.0195646,0.0229075,0.0590501,0.0529021,0.0303567,0.0847366,0.0319731,0.038945,0.0421995,0.0329268,0.062415,0.0651276,0.0419147,0.0123801,0.0180189,0.0281403,0.0573096,0.0411649,0.0134173,0.00978508,0.0281859,0.0344338,0,0,0,0,0,0,0,0,0,0
108,0.0275662,0.027336,0,0,0,0,0.0164432,0.0216354,0.0145572,0.0683729,0,0,0.0428977,0,0.0209871,0.0198037,0.0304956,0.00810031,0.0272378,0.0417409,0.0514472,0.0475354,0.0439854,0.0483573,0.0390275,0.057897,0.0276216,0.0251229,0.0217898,0.0125076,0.0263244,0.0475005,0.0180041,0.00480881,0.0627637,0.0166361,0.058804,0.113434,0.0301773,0,0,0.0568408,0,0.0196373,0.0230885,0.0590252,0.051759,0.0298284,0.0831771,0.0320603,0.0389904,0.0407416,0.0332207,0.0625286,0.0643049,0.0407666,0.0120159,0.0174709,0.0272515,0.0581988,0.0415157,0.0134597,0.00979724,0.0280853,0.0342843,0,0,0,0,0,0,0,0,0,0
109,0.0274324,0.0273147,0,0,0,0,0.0179862,0.0216957,0.0154877,0.068496,0,0,0.0426952,0,0.0208939,0.0194173,0.0309415,0.00704833,0.02717,0.0420273,0.0519291,0.0472739,0.0434557,0.0482091,0.0388769,0.0577864,0.0276294,0.0254048,0.0220648,0.0123911,0.0282031,0.0474424,0.0180183,0.00476349,0.0637055,0.0167118,0.0575839,0.114473,0.0302474,0,0,0.0575413,0,0.0197636,0.0232449,0.059154,0.0511567,0.0295193,0.0816362,0.0322868,0.0390028,0.0393272,0.0334872,0.0622888,0.0633173,0.0398307,0.0118205,0.0172553,0.0266587,0.0585345,0.041806,0.013467,0.00981254,0.0279618,0.0342051,0,0,0,0,0,0,0,0,0,0
