Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTIBI,LWRB,x79,x81,
99,0.0417159,0.0259561,0,0,0,0,0,0,0.0300062,0.0148198,0.0327896,0.049707,0,0,0.0341312,0,0.036723,0.0174885,0.0387817,0.0379614,0.018013,0.0259495,0.0429505,0.0285633,0.0594003,0.056261,0.0589461,0.053614,0.0239963,0.0258884,0.0239391,0.0376529,0.0252918,0.0227685,0.0542906,0.00659952,0.0555215,0.0973588,0.0380971,0,0,0.031542,0,0.00661353,0.0201586,0.0532409,0.0507315,0.0214711,0.0784433,0.0248361,0.0318084,0.0353228,0.0314456,0.0594232,0.0552061,0.0410601,0.0159435,0.0224797,0.0265568,0.0499447,0.029223,0.0118064,0.00609059,0.0198516,0.0388818,0,0,0,0,0,0,0,0,0.0253453,0.00840139,0,0,0
100,0.0418181,0.025594,0,0,0,0,0,0,0.0294962,0.014827,0.0321879,0.049546,0,0,0.0332194,0,0.0368068,0.017257,0.0386935,0.0365815,0.0185105,0.0258456,0.0450378,0.0281438,0.0601618,0.0564543,0.0595373,0.0541389,0.0242006,0.0257325,0.0235578,0.0368973,0.0244542,0.0227975,0.0570801,0.00679673,0.0570294,0.0985718,0.0380661,0,0,0.0298499,0,0.00662972,0.0195529,0.0529829,0.0502973,0.0205709,0.0774358,0.0249302,0.0309931,0.0343982,0.0316798,0.0601302,0.0546598,0.0411344,0.0157232,0.0216716,0.0265277,0.0512971,0.0277649,0.0121239,0.00612183,0.019499,0.0388776,0,0,0,0,0,0,0,0,0.0254296,0.00835393,0,0,0
101,0.0418093,0.025308,0,0,0,0,0,0,0.0283109,0.0148464,0.0309039,0.0494916,0,0,0.0325103,0,0.0366797,0.0168549,0.0385625,0.0348431,0.0190541,0.0257568,0.0467006,0.0277495,0.0605912,0.0565866,0.0598905,0.0542446,0.0243143,0.0252538,0.0229757,0.035589,0.0237657,0.0227609,0.0584032,0.0069658,0.058146,0.0999213,0.0380684,0,0,0.0286248,0,0.00666097,0.0188292,0.052495,0.0487452,0.0200182,0.0765839,0.0247478,0.0304772,0.0332985,0.0319833,0.0607953,0.0541438,0.0408519,0.0152886,0.0207906,0.0263279,0.0530551,0.026737,0.0122154,0.00606595,0.0192585,0.0388706,0,0,0,0,0,0,0,0,0.0254433,0.00830787,0,0,0
102,0.0418079,0.0250139,0,0,0,0,0,0,0.0266316,0.0148522,0.029112,0.0497171,0,0,0.0321291,0,0.0364655,0.0164787,0.0385051,0.0328083,0.0195737,0.0258473,0.0482648,0.0274579,0.060848,0.0567787,0.0601162,0.0540499,0.024425,0.0245842,0.022305,0.0337405,0.0233059,0.0226826,0.0581722,0.00712243,0.0580175,0.10154,0.0380653,0,0,0.0275318,0,0.00674233,0.0182018,0.0520904,0.0465211,0.0197802,0.0755655,0.0246129,0.0299739,0.0323438,0.0328332,0.0610469,0.053591,0.0401736,0.0147412,0.0201694,0.0257649,0.0539318,0.0258568,0.0122168,0.00597171,0.0189545,0.0388804,0,0,0,0,0,0,0,0,0.0253601,0.00826836,0,0,0
103,0.0418853,0.0247154,0,0,0,0,0,0,0.0250627,0.0148352,0.0272742,0.050085,0,0,0.0319333,0,0.0363512,0.0162826,0.0385654,0.030795,0.0200917,0.0262813,0.0497559,0.0273226,0.0610823,0.057126,0.0603049,0.0537658,0.0244153,0.0239057,0.0217049,0.0320637,0.0230297,0.0226089,0.0575749,0.00725995,0.0567659,0.103228,0.0380531,0,0,0.0264974,0,0.00688669,0.0178397,0.051956,0.0449246,0.0197125,0.0744559,0.024613,0.0294917,0.0312878,0.0337306,0.0613182,0.0529486,0.0395236,0.0142783,0.0198806,0.025096,0.0532368,0.0250823,0.0122945,0.00584798,0.0185823,0.0389128,0,0,0,0,0,0,0,0,0.0251609,0.00823333,0,0,0
104,0.0420343,0.024584,0,0,0,0,0,0,0.0243974,0.0148025,0.025989,0.0503987,0,0,0.0318615,0,0.0362805,0.0162423,0.038656,0.0290656,0.0207418,0.0269509,0.0508352,0.0272822,0.0613835,0.0576597,0.0605522,0.0537277,0.024241,0.023328,0.0211509,0.0312249,0.0229073,0.0225639,0.0564895,0.00738175,0.0555328,0.104695,0.0381406,0,0,0.0258625,0,0.00699481,0.017682,0.0519619,0.044389,0.0196993,0.0734344,0.0247784,0.0292894,0.0300961,0.0342573,0.061683,0.0523657,0.0390389,0.013867,0.0196469,0.0245528,0.051734,0.0247068,0.0124101,0.00577667,0.0184339,0.0389814,0,0,0,0,0,0,0,0,0.0249114,0.00821673,0,0,0
105,0.0422001,0.0245812,0,0,0,0,0,0,0.0247743,0.0147883,0.0253893,0.0506862,0,0,0.0318822,0,0.0361976,0.0162501,0.0387418,0.0275615,0.0215418,0.027583,0.0515854,0.0272997,0.0617126,0.0581808,0.0608586,0.0540076,0.0238757,0.022787,0.0205775,0.0313994,0.0229098,0.0225552,0.0552784,0.00745716,0.0547911,0.106015,0.0383122,0,0,0.0255443,0,0.00705027,0.0174577,0.0517483,0.044108,0.0197141,0.072515,0.0250107,0.029341,0.0289197,0.0345389,0.0620282,0.05179,0.0386839,0.0134824,0.0194115,0.0242471,0.050552,0.0246674,0.0124161,0.00567039,0.0184793,0.0390812,0,0,0,0,0,0,0,0,0.0245174,0.00822734,0,0,0
106,0.042372,0.0244875,0,0,0,0,0,0,0.0255334,0.0147678,0.025154,0.0509693,0,0,0.0319508,0,0.0360991,0.0162831,0.0389679,0.0264264,0.0219424,0.0280302,0.0523334,0.0274543,0.0620831,0.0586172,0.0612503,0.0544714,0.0233843,0.0223505,0.0200256,0.0320924,0.0230954,0.0225282,0.0537158,0.00755872,0.053913,0.107376,0.0384187,0,0,0.0251441,0,0.00716322,0.0172757,0.0519082,0.043944,0.0198564,0.0717256,0.0253332,0.0292415,0.0277195,0.0345995,0.0624202,0.0512224,0.0385539,0.0132798,0.0194243,0.0243276,0.0490088,0.0245264,0.0124325,0.00560961,0.0186494,0.0391819,0,0,0,0,0,0,0,0,0.0239997,0.00827882,0,0,0
107,0.0423645,0.0241796,0,0,0,0,0,0,0.0264506,0.0147657,0.025246,0.0513645,0,0,0.0317039,0,0.035923,0.0161292,0.0391852,0.0256393,0.0219272,0.028225,0.0531986,0.0273892,0.0625909,0.0591461,0.0616685,0.0549483,0.0229962,0.0220685,0.0194126,0.0330238,0.0230905,0.0224628,0.0527081,0.00768396,0.0531577,0.108825,0.0383606,0,0,0.024619,0,0.00728494,0.0170729,0.052321,0.0436585,0.0199232,0.0711609,0.0254018,0.0290613,0.0264832,0.0349366,0.06306,0.0507261,0.0385418,0.0131311,0.0195055,0.0241228,0.0477916,0.0242706,0.0123891,0.00552968,0.0190535,0.0391179,0,0,0,0,0,0,0,0,0.0235137,0.00826785,0,0,0
108,0.04269,0.0241749,0,0,0,0,0,0,0.0272629,0.014768,0.0252374,0.0515088,0,0,0.0316824,0,0.0358879,0.0159772,0.0394082,0.0247462,0.0224738,0.0284512,0.0535968,0.0277147,0.0631335,0.0595816,0.0619991,0.055471,0.0228253,0.0218274,0.0188333,0.0339685,0.0232882,0.0224566,0.051512,0.00780605,0.0522166,0.109916,0.0386111,0,0,0.0243703,0,0.00740664,0.0169497,0.0526495,0.0428362,0.020028,0.0704552,0.0257073,0.0291646,0.0253198,0.0360023,0.0632927,0.0500293,0.038519,0.0131083,0.0198949,0.0237542,0.0465003,0.0243303,0.0123592,0.00543209,0.0193694,0.0394021,0,0,0,0,0,0,0,0,0.0230617,0.00829743,0,0,0
109,0.0432326,0.0244592,0,0,0,0,0,0,0.0278944,0.014794,0.0250454,0.0513022,0,0,0.031933,0,0.0358982,0.0159261,0.0395778,0.0236931,0.0234787,0.0287796,0.0534555,0.0281795,0.0637341,0.0601555,0.0624925,0.0559669,0.0227371,0.0215297,0.0182918,0.0348231,0.0235711,0.0224914,0.0506402,0.00789472,0.051163,0.110446,0.0391384,0,0,0.024551,0,0.00751483,0.0169244,0.0526155,0.04174,0.0201286,0.0698872,0.0261003,0.0295815,0.024328,0.0365731,0.0634669,0.0493063,0.0384978,0.0130215,0.0201884,0.0236001,0.0457521,0.0247433,0.012207,0.00525084,0.0197164,0.0399494,0,0,0,0,0,0,0,0,0.0227492,0.00833325,0,0,0
110,0.0438999,0.0248981,0,0,0,0,0,0,0.028403,0.0148105,0.0246206,0.0508501,0,0,0.0324204,0,0.0359145,0.016297,0.0397013,0.0225019,0.0246051,0.0292709,0.0530657,0.0286859,0.0643168,0.0607043,0.0630311,0.0563612,0.022688,0.0212535,0.0177743,0.0353981,0.023957,0.0225108,0.0498196,0.00796899,0.0500911,0.110662,0.0398188,0,0,0.0249338,0,0.00767122,0.0169081,0.0522173,0.0407482,0.02021,0.0693855,0.0265222,0.03004,0.0233331,0.0367504,0.0635462,0.0485081,0.038471,0.012997,0.0204822,0.023564,0.0446056,0.0251919,0.0119316,0.0050899,0.0201529,0.0406481,0,0,0,0,0,0,0,0,0.0225307,0.00840026,0,0,0
111,0.0445798,0.0253601,0,0,0,0,0,0,0.0288301,0.0148309,0.0240287,0.0502462,0,0,0.0330303,0,0.0359205,0.0168012,0.0397851,0.0212889,0.0257396,0.0298246,0.0526406,0.0291547,0.0649165,0.0612519,0.0635257,0.0565964,0.022646,0.0209602,0.0172443,0.035705,0.0243296,0.022514,0.04906,0.0080325,0.0491457,0.110714,0.0405244,0,0,0.0253704,0,0.0078184,0.0168734,0.0516265,0.0398845,0.0201948,0.0688148,0.0269755,0.0304708,0.0223329,0.0367661,0.0634048,0.0476316,0.0383364,0.0130363,0.0207904,0.0233429,0.043463,0.025604,0.0116049,0.00493829,0.0205798,0.0413567,0,0,0,0,0,0,0,0,0.0223439,0.00847098,0,0,0
112,0.0452104,0.0257638,0,0,0,0,0,0,0.0293059,0.0148509,0.0235834,0.0494584,0,0,0.0337341,0,0.0357987,0.0172384,0.0398146,0.020213,0.0268673,0.0304234,0.0523001,0.0295377,0.0653403,0.061715,0.0639613,0.0566583,0.022621,0.020683,0.0166981,0.0362796,0.0246543,0.0224889,0.0484697,0.00809058,0.0483424,0.110503,0.0411985,0,0,0.0257656,0,0.00793142,0.0168451,0.0510509,0.0389111,0.0201412,0.0682082,0.0274014,0.0308856,0.021295,0.0366878,0.0630456,0.0466868,0.0380184,0.0130898,0.0210776,0.0232031,0.042712,0.0259894,0.0112846,0.00478359,0.0209623,0.0420059,0,0,0,0,0,0,0,0,0.0221741,0.00852804,0,0,0
113,0.0457729,0.0260786,0,0,0,0,0,0,0.0298886,0.0148586,0.0235538,0.0485109,0,0,0.0343929,0,0.0357335,0.0176042,0.0397708,0.01934,0.027947,0.0309556,0.0520869,0.0298628,0.0655753,0.0620807,0.0643424,0.0566153,0.0226241,0.0204558,0.0162123,0.0370783,0.0249481,0.0224842,0.0481524,0.00815196,0.0476201,0.110055,0.0418336,0,0,0.0260358,0,0.00802832,0.0168662,0.0506095,0.037876,0.0200625,0.0676428,0.0278826,0.0312338,0.0204499,0.0365068,0.0624876,0.0457539,0.0375906,0.0131042,0.0213055,0.0231288,0.0422214,0.026324,0.011036,0.00467549,0.0213172,0.0425766,0,0,0,0,0,0,0,0,0.0220207,0.00858193,0,0,0
114,0.0463166,0.0263673,0,0,0,0,0,0,0.0305151,0.0148462,0.0235811,0.0474514,0,0,0.0349792,0,0.0357042,0.0179027,0.0396229,0.0185777,0.0288974,0.0313603,0.0519416,0.0302324,0.0657373,0.0624123,0.064595,0.0565696,0.0226139,0.0203149,0.0157998,0.0379172,0.0252989,0.0224791,0.0479554,0.00819981,0.0468251,0.109507,0.0424242,0,0,0.0262557,0,0.00808967,0.0169304,0.0502967,0.0368523,0.0199742,0.0670276,0.0284106,0.0314704,0.0199024,0.0362385,0.0617851,0.0449053,0.0372047,0.0130477,0.0214726,0.0228189,0.0416976,0.0265875,0.0108341,0.00463813,0.0216822,0.0431148,0,0,0,0,0,0,0,0,0.0219023,0.00865159,0,0,0
115,0.0467743,0.0268592,0,0,0,0,0,0,0.0309995,0.0148249,0.0235359,0.0463413,0,0,0.0354374,0,0.0357048,0.0180773,0.0393867,0.0180316,0.0296643,0.0316579,0.0518628,0.0306207,0.0658534,0.0627254,0.0647503,0.0565125,0.022629,0.0202247,0.0154399,0.0386429,0.0256724,0.0224712,0.0475043,0.00827009,0.0458672,0.10879,0.0429147,0,0,0.0264142,0,0.0081275,0.0169999,0.0501465,0.0356766,0.0199269,0.0664013,0.0289903,0.0316054,0.0193846,0.0359238,0.0609928,0.0441142,0.0365988,0.0129173,0.0215467,0.0222817,0.0413187,0.0266814,0.0106998,0.00461193,0.0219865,0.0436069,0,0,0,0,0,0,0,0,0.021821,0.0087157,0,0,0
116,0.0471313,0.0277466,0,0,0,0,0,0,0.0312489,0.0148337,0.0234548,0.0451937,0,0,0.0357524,0,0.0357186,0.0180559,0.0391463,0.0175829,0.0302736,0.0318905,0.0517983,0.0309886,0.0659018,0.0630472,0.0648218,0.0564028,0.0226568,0.0201987,0.0151209,0.0390461,0.0260275,0.0224886,0.0468895,0.00834475,0.0445679,0.10801,0.043293,0,0,0.0264119,0,0.00815184,0.0170812,0.0501432,0.0340683,0.0199409,0.0658723,0.0295358,0.0316241,0.0190526,0.0356144,0.0601597,0.0432621,0.0357132,0.0127029,0.0215988,0.0216393,0.0413142,0.026625,0.0106592,0.00458683,0.0222196,0.0440423,0,0,0,0,0,0,0,0,0.0217301,0.00872592,0,0,0
117,0.0475051,0.0281987,0,0,0,0,0,0,0.0313443,0.0149046,0.0234585,0.0440709,0,0,0.0360078,0,0.035587,0.0179835,0.0389729,0.0171517,0.0307389,0.032063,0.0516755,0.0312895,0.0659002,0.0633265,0.064894,0.0562724,0.0227011,0.0202363,0.0148763,0.0389288,0.0263696,0.0224831,0.0462653,0.00844898,0.0431763,0.107114,0.0436669,0,0,0.0264015,0,0.00822961,0.0171168,0.0502578,0.0322495,0.0200185,0.0652621,0.0300821,0.0316708,0.0189922,0.0353153,0.05935,0.0424431,0.0345781,0.0123424,0.0215459,0.0207778,0.040987,0.0265804,0.0106071,0.00454351,0.022495,0.0444685,0,0,0,0,0,0,0,0,0.0216953,0.00874871,0,0,0
118,0.0478933,0.0283379,0,0,0,0,0,0,0.0313243,0.0149662,0.0234913,0.0430165,0,0,0.0362907,0,0.035467,0.0181113,0.0388814,0.0168532,0.0310341,0.0321932,0.051482,0.0315727,0.0658515,0.0634981,0.064929,0.0561193,0.0227051,0.0202963,0.0146982,0.0388413,0.0267603,0.0224551,0.0455418,0.00857516,0.041547,0.106156,0.0440342,0,0,0.0264201,0,0.00833844,0.0170947,0.0504754,0.030501,0.0201809,0.0645843,0.030684,0.0317172,0.0189665,0.0350366,0.0586155,0.0416903,0.0332726,0.0118708,0.0213876,0.0197545,0.0405657,0.0265321,0.010571,0.00458634,0.0227591,0.0448893,0,0,0,0,0,0,0,0,0.0217297,0.00873925,0,0,0
119,0.0481284,0.028352,0,0,0,0,0,0,0.0311657,0.015019,0.0234469,0.0421844,0,0,0.0364781,0,0.035351,0.0182526,0.0387173,0.0167284,0.0311314,0.0322991,0.0514093,0.0317452,0.0657708,0.0635539,0.0649468,0.0558784,0.0226962,0.0203782,0.0145616,0.0386127,0.0270167,0.022406,0.0448506,0.00871078,0.0397574,0.105365,0.0442867,0,0,0.0263756,0,0.00843605,0.0170207,0.0507317,0.0286735,0.0203852,0.0640878,0.031279,0.0316657,0.0190709,0.0347487,0.0577888,0.0412085,0.0317371,0.0112269,0.0210711,0.0186077,0.0401365,0.0264297,0.0105122,0.0045608,0.0228677,0.0451895,0,0,0,0,0,0,0,0,0.0217821,0.00871352,0,0,0
120,0.048466,0.0284677,0,0,0,0,0,0,0.0310387,0.0150398,0.0234184,0.041509,0,0,0.0367146,0,0.0352381,0.0184438,0.0385009,0.016727,0.0310483,0.0323265,0.0513101,0.0319874,0.065633,0.0635041,0.0649235,0.0556424,0.0226803,0.0204609,0.0144712,0.038485,0.0272357,0.0223615,0.0444359,0.00881085,0.0377136,0.104719,0.0446449,0,0,0.0263197,0,0.00856278,0.0169846,0.0509714,0.0271462,0.0206398,0.0636314,0.0318924,0.0316553,0.0192842,0.0344417,0.05671,0.0406085,0.0300318,0.0104598,0.0205366,0.0173978,0.0402869,0.0263245,0.0104772,0.00450782,0.022976,0.0455325,0,0,0,0,0,0,0,0,0.0218249,0.00868577,0,0,0
121,0.0485666,0.0284188,0,0,0,0,0,0,0.0310099,0.0151012,0.0234306,0.0412376,0,0,0.0368129,0,0.0350998,0.0185986,0.0382548,0.0167958,0.0309096,0.0323244,0.0514471,0.0319503,0.065445,0.0635075,0.064875,0.055431,0.0226603,0.020534,0.0144089,0.0382453,0.0272833,0.0223262,0.0441672,0.00891518,0.0356618,0.104358,0.0448129,0,0,0.0261466,0,0.00865583,0.0169161,0.0510978,0.0250359,0.020888,0.0630431,0.0322747,0.0314808,0.0194273,0.0340485,0.0556971,0.0399515,0.02824,0.00964776,0.0199572,0.0162203,0.0411045,0.0260628,0.0104115,0.00447939,0.0229527,0.0456819,0,0,0,0,0,0,0,0,0.0218551,0.00860212,0,0,0
122,0.0485726,0.0282655,0,0,0,0,0,0,0.0310647,0.0151546,0.023601,0.0412488,0,0,0.0367871,0,0.0349082,0.0187025,0.03801,0.0170456,0.0306814,0.0322844,0.0517205,0.0318467,0.0653311,0.063501,0.0648021,0.0551225,0.022615,0.0206062,0.0143561,0.0380431,0.0273032,0.02227,0.0440494,0.00902462,0.0335352,0.104244,0.0448337,0,0,0.0258522,0,0.00874648,0.0167793,0.0510794,0.0229645,0.0210963,0.0625003,0.0326422,0.0312309,0.0198136,0.0335657,0.0548037,0.0393951,0.0263651,0.0088218,0.0192636,0.0151367,0.0422952,0.0256723,0.0104003,0.00445712,0.022878,0.0457331,0,0,0,0,0,0,0,0,0.0218429,0.00847423,0,0,0
123,0.0486401,0.0281704,0,0,0,0,0,0,0.0309855,0.0151806,0.023745,0.0414036,0,0,0.0367869,0,0.0347607,0.0187543,0.0377864,0.0174144,0.0304592,0.0321913,0.0517601,0.031924,0.0651657,0.0634674,0.0646789,0.0546934,0.0225583,0.0206649,0.0143039,0.0380498,0.0274354,0.0222091,0.0441368,0.00913326,0.0312443,0.104245,0.0449084,0,0,0.0256417,0,0.00884059,0.0167724,0.0509943,0.020977,0.0214794,0.0620058,0.0330769,0.0311056,0.0204344,0.0330199,0.0536719,0.0389476,0.0244335,0.00807254,0.0184033,0.0141934,0.0439411,0.0254184,0.0104021,0.00444702,0.0229318,0.0458109,0,0,0,0,0,0,0,0,0.0218242,0.00832346,0,0,0
124,0.0485502,0.0280373,0,0,0,0,0,0,0.030797,0.0152304,0.0237462,0.0417175,0,0,0.036754,0,0.0346395,0.018693,0.0375665,0.0177172,0.030283,0.0320821,0.0516965,0.0319325,0.064942,0.0635136,0.0645074,0.0542534,0.0225091,0.0206942,0.0142677,0.0380366,0.0275545,0.0221441,0.0443014,0.00928855,0.0288684,0.104368,0.0448587,0,0,0.0255097,0,0.00892326,0.0166935,0.0509025,0.0185068,0.0219238,0.0614099,0.0334834,0.0309179,0.0211752,0.0323806,0.0521772,0.0386059,0.0225955,0.0075739,0.017606,0.0133904,0.0460838,0.0251933,0.0103936,0.00444911,0.0230072,0.0457807,0,0,0,0,0,0,0,0,0.0218171,0.00817423,0,0,0
125,0.0487609,0.0281099,0,0,0,0,0,0,0.0306552,0.0152862,0.0239786,0.0419252,0,0,0.0368204,0,0.0345468,0.0185563,0.0372941,0.0181391,0.0300384,0.0319016,0.0513554,0.032249,0.0647895,0.0636175,0.0643796,0.0538028,0.0224764,0.0207785,0.0142087,0.0379586,0.0278456,0.0221301,0.0447939,0.00936361,0.0264757,0.104484,0.0450359,0,0,0.0255772,0,0.00903304,0.0167078,0.0508221,0.0164134,0.022319,0.0612004,0.0340418,0.0309197,0.0219404,0.031701,0.0507339,0.0384795,0.0206993,0.00745979,0.0163574,0.0124552,0.04815,0.0251527,0.0103972,0.00438245,0.0232445,0.045985,0,0,0,0,0,0,0,0,0.0218309,0.00811499,0,0,0
126,0.0488651,0.0280671,0,0,0,0,0,0,0.0305657,0.0153652,0.0241963,0.0421258,0,0,0.0369373,0,0.034372,0.018407,0.0369702,0.0185588,0.029824,0.0317642,0.0510283,0.0324394,0.0647188,0.0637136,0.0643047,0.053387,0.0224866,0.0209016,0.0141461,0.0377235,0.0280969,0.0220875,0.0453184,0.00940653,0.0241796,0.104666,0.0451221,0,0,0.0256411,0,0.00909532,0.0168168,0.0507079,0.0136325,0.0226262,0.0610242,0.0345803,0.0309228,0.0230251,0.0309006,0.0488931,0.0384144,0.0189638,0.00795832,0.0151775,0.0113991,0.0499651,0.0250911,0.01037,0.00430082,0.0234199,0.046138,0,0,0,0,0,0,0,0,0.0218161,0.00813517,0,0,0
127,0.0491392,0.0281396,0,0,0,0,0,0,0.0305878,0.0154566,0.0241212,0.0421821,0,0,0.0372078,0,0.0341481,0.0184603,0.0366961,0.0190114,0.0296804,0.0316028,0.0505895,0.0325411,0.0646604,0.0637667,0.0642053,0.0529966,0.0224572,0.0209832,0.0140279,0.037539,0.0283322,0.0220349,0.0458662,0.0094218,0.0221432,0.104733,0.0453325,0,0,0.0257693,0,0.00914886,0.0168381,0.0505695,0.0106656,0.0228576,0.0610217,0.0352118,0.0310751,0.0242332,0.0300153,0.0468024,0.0383791,0.0173403,0.00906004,0.0138706,0.0105708,0.0513042,0.0251675,0.0102974,0.00427823,0.0236221,0.0464343,0,0,0,0,0,0,0,0,0.0218252,0.00829144,0,0,0
128,0.0493882,0.028226,0,0,0,0,0,0,0.0304501,0.0154977,0.0238454,0.0421813,0,0,0.0374438,0,0.0340788,0.0185852,0.0364539,0.0195767,0.0296493,0.03148,0.0501369,0.0327576,0.0645926,0.0637824,0.0641237,0.0526243,0.0224496,0.0209839,0.0139231,0.0372828,0.028585,0.022008,0.0458789,0.00942036,0.0203062,0.104703,0.0454831,0,0,0.0259656,0,0.00917295,0.0167935,0.0503333,0.00761412,0.0230539,0.0609208,0.0358017,0.0311796,0.0258426,0.0290517,0.0444103,0.0384714,0.0158421,0.0106247,0.0126619,0.0100292,0.0518181,0.0252767,0.0102064,0.00422786,0.0237222,0.0466893,0,0,0,0,0,0,0,0,0.0218392,0.00839638,0,0,0
129,0.0496372,0.0284214,0,0,0,0,0,0,0.0304575,0.0154795,0.0240205,0.0420432,0,0,0.0376876,0,0.0341224,0.018788,0.0362002,0.0202428,0.0297317,0.0313931,0.0495768,0.0330831,0.0644984,0.0637417,0.0640505,0.0523773,0.022433,0.0208908,0.0138077,0.0373066,0.0289041,0.0220091,0.0454535,0.00939745,0.019003,0.104436,0.0456449,0,0,0.0261842,0,0.00916249,0.0168532,0.0500208,0.0049569,0.0231822,0.0607407,0.0363924,0.0312984,0.0275248,0.0281417,0.0419171,0.0387321,0.0145348,0.0126751,0.0115717,0.00956561,0.0517733,0.0254064,0.0101483,0.00424032,0.0237937,0.0469415,0,0,0,0,0,0,0,0,0.0218725,0.00852461,0,0,0
130,0.0498966,0.0287263,0,0,0,0,0,0,0.0304838,0.0154619,0.0244616,0.0416945,0,0,0.0379087,0,0.0341871,0.0191035,0.0359595,0.0211326,0.0299096,0.0312769,0.0489395,0.0333436,0.0644145,0.063678,0.0639509,0.0521681,0.0224215,0.0208767,0.0136836,0.0374361,0.0292071,0.0220592,0.0448472,0.00934675,0.0182429,0.103876,0.0458486,0,0,0.0263414,0,0.00911546,0.0170392,0.0495871,0.0035689,0.0233009,0.0604955,0.0369869,0.0315505,0.0291418,0.0272463,0.0391235,0.0391649,0.0137596,0.0151525,0.0108637,0.0095888,0.0512105,0.0256127,0.0101147,0.00421488,0.0239383,0.0471949,0,0,0,0,0,0,0,0,0.0219163,0.00867378,0,0,0
131,0.0501453,0.0289836,0,0,0,0,0,0,0.0303122,0.0154186,0.0245054,0.0411464,0,0,0.0383422,0,0.0342974,0.0194079,0.0357196,0.022035,0.0301401,0.031145,0.0482487,0.0335704,0.0643938,0.063667,0.0639015,0.0519468,0.0224253,0.0209298,0.0135293,0.0373642,0.0295279,0.0221195,0.0439242,0.00929204,0.018153,0.103008,0.0460458,0,0,0.0265904,0,0.0090622,0.0171441,0.0490542,0.00506497,0.0234146,0.0603275,0.0375351,0.0318024,0.0306984,0.026448,0.0362712,0.0397631,0.0137506,0.0180564,0.0109124,0.0105424,0.0501661,0.0259075,0.0100745,0.00418354,0.0241162,0.0474489,0,0,0,0,0,0,0,0,0.0219742,0.00868638,0,0,0
132,0.050293,0.0291473,0,0,0,0,0,0,0.0299018,0.015372,0.0241319,0.0404704,0,0,0.0387354,0,0.0344575,0.019688,0.0355272,0.0229317,0.0304168,0.0310524,0.0476274,0.0337695,0.0644185,0.0637468,0.0639604,0.051757,0.0224475,0.0209949,0.0133002,0.0370837,0.0298732,0.0221824,0.0425672,0.00928421,0.0188406,0.102018,0.0461183,0,0,0.0268445,0,0.00901174,0.0172885,0.0484865,0.00806468,0.0234587,0.0599704,0.0381196,0.0319435,0.0323533,0.0258868,0.0333006,0.0405093,0.014556,0.0211867,0.0119661,0.0123512,0.0481491,0.0261175,0.0100075,0.00425776,0.0242871,0.0476551,0,0,0,0,0,0,0,0,0.0220697,0.00861216,0,0,0
133,0.0504295,0.02937,0,0,0,0,0,0,0.0295487,0.0153574,0.0239015,0.0395509,0,0,0.0389972,0,0.034644,0.0198397,0.0353883,0.0239815,0.0308705,0.0309272,0.0468868,0.0339701,0.0644161,0.0638306,0.0640268,0.0516661,0.0224552,0.0210245,0.0131045,0.0368109,0.0301908,0.0222363,0.0409405,0.00929353,0.0202952,0.100832,0.0461851,0,0,0.027209,0,0.00899549,0.0175484,0.0478888,0.0116179,0.0235248,0.0594893,0.0388399,0.0321458,0.0341181,0.0255742,0.0305803,0.0413543,0.0161892,0.0244308,0.0139394,0.0148267,0.045541,0.0264233,0.00994801,0.0043385,0.024549,0.0478406,0,0,0,0,0,0,0,0,0.0221485,0.00864779,0,0,0
134,0.0504595,0.0295642,0,0,0,0,0,0,0.0292289,0.015396,0.0238579,0.0384862,0,0,0.039225,0,0.0347105,0.0198837,0.0352393,0.0252878,0.0313464,0.0308646,0.0461711,0.0340381,0.0644262,0.063938,0.0641203,0.0515463,0.0225307,0.021087,0.0128887,0.0364889,0.0304435,0.0222711,0.0389788,0.0093349,0.0221971,0.0995825,0.0461282,0,0,0.0276509,0,0.00899568,0.0178472,0.0472586,0.0153648,0.0236264,0.0590302,0.0396508,0.0322994,0.0357868,0.0254729,0.0279073,0.0422617,0.0185135,0.0277938,0.0164869,0.017735,0.0423093,0.0267619,0.0100659,0.0043788,0.0248299,0.0479391,0,0,0,0,0,0,0,0,0.0222654,0.00864649,0,0,0
